Orthogroup	A_vesiculosa.proteins	V_vinifera.proteins
OG0008122	Av_00009878-RA, Av_00007278-RA	VIT_203s0038g01780.1
OG0008123	Av_00012066-RA	VIT_212s0028g01400.2, VIT_212s0028g01400.4, VIT_212s0028g01400.3, VIT_212s0028g01400.1
OG0008124	Av_00023483-RA	VIT_202s0033g00190.2, VIT_202s0033g00190.3, VIT_202s0033g00190.1
OG0008125	Av_00017927-RA	VIT_207s0129g00480.1, VIT_207s0129g00500.1
OG0008127	Av_00016450-RA	VIT_218s0001g12230.2, VIT_218s0001g12230.1, VIT_218s0001g12230.3, VIT_218s0001g12230.4, VIT_218s0001g12230.5
OG0008128	Av_00021615-RA	VIT_218s0001g00440.1
OG0008129	Av_00004453-RA, Av_00012261-RA	VIT_218s0001g11370.1, VIT_218s0001g11370.2, VIT_218s0001g11370.3
OG0008130	Av_00001964-RA, Av_00001965-RA	VIT_204s0023g01770.2, VIT_204s0023g01770.1
OG0008131	Av_00019463-RA	VIT_203s0063g02100.1
OG0008132	Av_00005858-RA	VIT_211s0016g05080.1, VIT_211s0016g05080.4, VIT_211s0016g05080.3, VIT_211s0016g05080.2, VIT_211s0016g05080.5
OG0008133	Av_00000992-RA	VIT_203s0038g03670.2, VIT_203s0038g03670.1
OG0008134	Av_00015256-RA, Av_00010931-RA	VIT_218s0001g02970.1
OG0008135	Av_00010504-RA, Av_00009329-RA, Av_00012441-RA, Av_00015921-RA	VIT_217s0000g07300.1
OG0008136	Av_00010033-RA, Av_00004176-RA	VIT_218s0001g08150.1, VIT_218s0001g08150.2, VIT_218s0001g08150.3, VIT_218s0001g08150.4
OG0008137	Av_00023770-RA	VIT_218s0001g02880.1, VIT_218s0001g02920.1, VIT_218s0001g02840.1
OG0008139	Av_00001840-RA, Av_00021693-RA	VIT_200s0391g00030.1
OG0008140	Av_00009523-RA	VIT_209s0054g00780.1, VIT_209s0054g00780.3, VIT_209s0054g00780.6, VIT_209s0054g00780.5, VIT_209s0054g00780.4, VIT_209s0054g00780.2
OG0008141	Av_00016339-RA, Av_00022697-RA	VIT_204s0023g01650.1
OG0008142	Av_00024864-RA	VIT_207s0031g02650.1
OG0008143	Av_00007410-RA	VIT_218s0001g00090.1, VIT_218s0001g00090.5, VIT_218s0001g00090.4, VIT_218s0001g00090.2, VIT_218s0001g00090.3
OG0008144	Av_00007921-RA, Av_00006857-RA, Av_00023572-RA, Av_00023571-RA	VIT_218s0001g08380.1
OG0008145	Av_00000338-RA	VIT_212s0034g02160.2, VIT_212s0034g02160.3, VIT_212s0034g02160.1
OG0008146	Av_00005956-RA, Av_00005615-RA	VIT_203s0063g00360.2, VIT_203s0063g00360.3, VIT_203s0063g00360.4, VIT_203s0063g00360.1
OG0008147	Av_00001148-RA	VIT_213s0019g04050.1
OG0008148	Av_00008941-RA	VIT_217s0000g01740.2, VIT_217s0000g01740.1
OG0008149	Av_00000204-RA, Av_00015302-RA	VIT_219s0014g02750.1
OG0008154	Av_00015452-RA	VIT_210s0003g03280.2, VIT_210s0003g03280.1
OG0008155	Av_00024729-RA	VIT_212s0142g00610.2, VIT_212s0142g00610.1
OG0008156	Av_00008703-RA	VIT_210s0003g01720.1, VIT_210s0003g01720.4, VIT_210s0003g01720.3, VIT_210s0003g01720.2
OG0008158	Av_00024701-RA, Av_00003070-RA, Av_00002506-RA	VIT_219s0090g01260.3, VIT_219s0090g01260.2, VIT_219s0090g01260.1
OG0008159	Av_00024099-RA	VIT_210s0003g01110.2, VIT_210s0003g01110.3, VIT_210s0003g01110.1
OG0008160	Av_00011474-RA, Av_00000071-RA	VIT_210s0003g04110.1, VIT_210s0003g04110.2, VIT_210s0003g04110.3, VIT_210s0003g04110.4, VIT_210s0003g04110.5
OG0008161	Av_00023764-RA, Av_00023375-RA	VIT_212s0028g02340.1
OG0008162	Av_00002439-RA	VIT_219s0090g01540.1
OG0008164	Av_00012757-RA, Av_00019141-RA, Av_00010163-RA, Av_00010162-RA	VIT_212s0057g00990.1
OG0008165	Av_00020314-RA	VIT_207s0104g00690.1
OG0008166	Av_00020670-RA	VIT_210s0003g00040.1
OG0008167	Av_00018667-RA	VIT_205s0094g01450.4, VIT_205s0094g01450.3, VIT_205s0094g01450.2, VIT_205s0094g01450.1
OG0008168	Av_00012875-RA	VIT_205s0094g01510.2, VIT_205s0094g01510.1
OG0008170	Av_00004304-RA, Av_00009459-RA	VIT_218s0001g14880.1
OG0008171	Av_00005932-RA, Av_00005638-RA	VIT_200s0181g00020.1
OG0008172	Av_00022521-RA, Av_00012036-RA	VIT_219s0014g01105.1
OG0008173	Av_00014117-RA	VIT_200s0203g00060.3, VIT_200s0203g00060.5, VIT_200s0203g00060.4, VIT_200s0203g00060.2, VIT_200s0203g00060.1
OG0008174	Av_00019732-RA	VIT_219s0177g00260.2, VIT_219s0177g00260.1
OG0008175	Av_00014176-RA	VIT_200s0259g00170.1
OG0008178	Av_00004524-RA	VIT_201s0127g00810.1, VIT_216s0050g00660.1
OG0008179	Av_00005582-RA, Av_00006001-RA	VIT_200s0194g00090.3, VIT_200s0194g00090.1, VIT_200s0194g00090.2
OG0008180	Av_00024700-RA	VIT_219s0090g01290.2
OG0008182	Av_00020618-RA, Av_00016695-RA, Av_00009394-RA, Av_00001616-RA	VIT_216s0100g00690.1, VIT_216s0100g00690.2
OG0008183	Av_00001296-RA	VIT_214s0030g00470.2, VIT_214s0030g00470.1, VIT_214s0030g00470.5, VIT_214s0030g00470.4, VIT_214s0030g00470.3
OG0008184	Av_00024304-RA, Av_00003259-RA, Av_00013957-RA	VIT_215s0046g00360.1
OG0008185	Av_00013546-RA	VIT_214s0060g00420.1, VIT_205s0020g00760.1
OG0008186	Av_00018630-RA, Av_00018813-RA	VIT_204s0008g01390.2, VIT_204s0008g01390.5, VIT_204s0008g01390.1, VIT_204s0008g01390.4, VIT_204s0008g01390.3, VIT_205s0020g04945.1
OG0008187	Av_00020461-RA, Av_00020495-RA, Av_00000638-RA	VIT_206s0004g03360.1
OG0008188	Av_00019583-RA, Av_00002792-RA	VIT_211s0016g02120.1, VIT_204s0008g01200.1
OG0008189	Av_00007996-RA, Av_00006805-RA	VIT_209s0002g04320.1
OG0008190	Av_00024466-RA, Av_00016857-RA	VIT_211s0052g00590.1
OG0008191	Av_00019780-RA	VIT_211s0118g00710.3, VIT_211s0118g00710.2, VIT_211s0118g00710.1
OG0008194	Av_00008872-RA	VIT_211s0016g03700.2, VIT_211s0016g03700.4, VIT_211s0016g03700.3, VIT_211s0016g03700.6, VIT_211s0016g03700.5, VIT_211s0016g03700.1
OG0008195	Av_00007988-RA, Av_00018144-RA	VIT_211s0016g04000.1
OG0008196	Av_00015125-RA, Av_00001330-RA	VIT_214s0060g01230.1
OG0008197	Av_00018549-RA, Av_00010458-RA	VIT_202s0025g03520.2, VIT_202s0025g03520.4, VIT_202s0025g03520.1, VIT_202s0025g03520.3
OG0008199	Av_00013603-RA, Av_00008275-RA	VIT_204s0008g06680.1, VIT_204s0008g06680.3, VIT_204s0008g06680.2
OG0008200	Av_00025070-RA	VIT_201s0011g01540.1
OG0008201	Av_00000052-RA	VIT_215s0048g01040.2, VIT_215s0048g01040.1
OG0008202	Av_00011021-RA, Av_00009822-RA	VIT_211s0052g01700.1, VIT_211s0052g01700.2, VIT_211s0052g01700.3
OG0008203	Av_00008630-RA, Av_00014665-RA	VIT_215s0046g02830.1, VIT_215s0021g00850.1
OG0008204	Av_00017411-RA	VIT_215s0046g02210.1
OG0008205	Av_00024488-RA	VIT_204s0008g00530.1
OG0008206	Av_00018139-RA	VIT_209s0002g04250.1
OG0008208	Av_00015284-RA, Av_00023708-RA	VIT_207s0005g04750.2, VIT_207s0005g04750.1
OG0008209	Av_00011043-RA	VIT_211s0052g00540.1
OG0008210	Av_00009501-RA	VIT_206s0004g00560.1
OG0008211	Av_00018205-RA	VIT_211s0052g01830.1, VIT_211s0052g01830.2
OG0008212	Av_00005041-RA	VIT_204s0008g02080.2, VIT_204s0008g02080.1
OG0008213	Av_00017227-RA, Av_00004238-RA	VIT_211s0016g03670.1
OG0008215	Av_00003081-RA, Av_00019731-RA	VIT_200s1227g00010.1, VIT_200s0555g00050.1
OG0008216	Av_00012935-RA, Av_00002086-RA	VIT_216s0050g00580.3, VIT_216s0050g00580.2, VIT_216s0050g00580.1
OG0008219	Av_00019291-RA	VIT_211s0016g03000.2, VIT_211s0016g03000.4, VIT_211s0016g03000.3, VIT_211s0016g03000.5, VIT_211s0016g03000.1
OG0008221	Av_00023314-RA, Av_00016042-RA	VIT_215s0046g00940.1
OG0008222	Av_00023527-RA	VIT_208s0056g01690.2, VIT_208s0056g01690.4, VIT_208s0056g01690.5, VIT_208s0056g01690.1
OG0008223	Av_00011038-RA, Av_00009834-RA	VIT_211s0052g00610.1, VIT_211s0052g00610.2, VIT_211s0052g00610.3
OG0008224	Av_00012911-RA, Av_00002071-RA	VIT_216s0100g00340.1, VIT_202s0025g04520.3, VIT_202s0025g04520.2, VIT_202s0025g04520.1, VIT_202s0025g04520.4
OG0008226	Av_00013933-RA	VIT_215s0046g02050.2, VIT_215s0046g02050.1
OG0008227	Av_00005985-RA	VIT_204s0008g03050.1
OG0008229	Av_00018230-RA, Av_00001036-RA	VIT_211s0052g00030.1
OG0008230	Av_00010384-RA	VIT_202s0241g00090.2, VIT_202s0241g00090.3, VIT_202s0241g00090.1
OG0008231	Av_00024019-RA	VIT_202s0025g02110.1, VIT_216s0098g01640.2, VIT_216s0098g01640.1, VIT_212s0055g00380.1
OG0008232	Av_00018912-RA, Av_00009526-RA	VIT_209s0054g01590.2, VIT_209s0054g01590.3, VIT_209s0054g01590.1
OG0008233	Av_00012816-RA, Av_00019512-RA	VIT_204s0008g06040.1
OG0008234	Av_00009815-RA, Av_00023434-RA	VIT_211s0037g01400.1
OG0008235	Av_00022689-RA	VIT_202s0025g02190.1
OG0008236	Av_00004890-RA, Av_00012129-RA, Av_00005868-RA	VIT_211s0016g04570.1
OG0008237	Av_00018318-RA, Av_00007260-RA	VIT_203s0038g02560.1
OG0008238	Av_00004567-RA, Av_00004315-RA	VIT_211s0016g01720.1
OG0008241	Av_00022450-RA, Av_00010729-RA	VIT_209s0002g06030.3, VIT_209s0002g06030.2, VIT_209s0002g06030.1
OG0008242	Av_00018243-RA	VIT_204s0008g04550.1
OG0008243	Av_00018932-RA	VIT_209s0002g06970.1
OG0008244	Av_00012932-RA	VIT_216s0050g00480.1
OG0008245	Av_00018229-RA	VIT_216s0039g01590.1, VIT_216s0039g01590.2
OG0008246	Av_00008907-RA	VIT_211s0016g02300.1
OG0008247	Av_00006091-RA, Av_00010403-RA	VIT_202s0025g04480.1
OG0008249	Av_00010049-RA	VIT_209s0070g00080.4, VIT_209s0070g00080.3, VIT_209s0070g00080.1, VIT_209s0070g00080.2
OG0008250	Av_00024137-RA, Av_00007145-RA	VIT_209s0002g00980.1, VIT_209s0002g00980.3
OG0008251	Av_00000095-RA	VIT_215s0021g01910.1, VIT_215s0021g01910.3, VIT_215s0021g01910.2
OG0008252	Av_00004502-RA	VIT_211s0016g00800.1
OG0008253	Av_00019886-RA	VIT_211s0016g00900.3, VIT_211s0016g00900.1, VIT_211s0016g00900.4, VIT_211s0016g00900.2
OG0008254	Av_00016030-RA, Av_00004232-RA	VIT_218s0164g00180.1, VIT_211s0016g02960.2, VIT_211s0016g02960.1
OG0008256	Av_00015877-RA, Av_00020801-RA	VIT_202s0087g00840.1
OG0008257	Av_00015835-RA, Av_00020062-RA	VIT_211s0016g02340.1
OG0008259	Av_00005639-RA	VIT_200s0181g00140.1, VIT_200s0181g00130.1
OG0008260	Av_00011051-RA, Av_00009843-RA	VIT_211s0103g00580.1
OG0008261	Av_00012144-RA	VIT_211s0016g05470.1
OG0008262	Av_00015838-RA	VIT_211s0016g02290.1, VIT_211s0016g02290.2
OG0008263	Av_00018338-RA	VIT_204s0008g03880.1
OG0008264	Av_00000007-RA	VIT_218s0086g00220.1, VIT_218s0086g00220.2
OG0008266	Av_00014797-RA, Av_00019934-RA	VIT_208s0032g00080.4, VIT_208s0032g00080.3, VIT_208s0032g00080.6, VIT_208s0032g00080.5, VIT_208s0032g00080.1, VIT_208s0032g00080.2
OG0008267	Av_00016430-RA	VIT_219s0014g02610.1, VIT_219s0014g02610.2
OG0008269	Av_00013930-RA, Av_00016927-RA	VIT_212s0028g03780.1
OG0008270	Av_00006675-RA	VIT_209s0002g06330.1, VIT_209s0002g06330.2
OG0008271	Av_00008232-RA	VIT_219s0085g00490.1
OG0008272	Av_00014128-RA	VIT_210s0116g00840.1
OG0008273	Av_00023105-RA, Av_00002779-RA, Av_00005184-RA	VIT_210s0003g04670.1, VIT_210s0003g04670.2, VIT_210s0003g04670.3
OG0008274	Av_00017281-RA	VIT_208s0217g00090.2, VIT_208s0217g00090.1
OG0008275	Av_00019487-RA, Av_00022126-RA	VIT_208s0007g08130.1, VIT_208s0007g08130.2
OG0008276	Av_00017309-RA, Av_00017363-RA	VIT_206s0061g01380.1
OG0008277	Av_00021019-RA, Av_00007863-RA	VIT_219s0014g03280.1
OG0008279	Av_00006604-RA	VIT_202s0025g01350.1, VIT_202s0025g01350.2
OG0008280	Av_00014919-RA	VIT_206s0004g01540.1, VIT_206s0004g01540.2, VIT_206s0004g01540.3, VIT_206s0004g01540.4
OG0008281	Av_00023252-RA, Av_00001115-RA, Av_00008293-RA	VIT_219s0085g00030.1
OG0008282	Av_00024248-RA	VIT_206s0080g01150.1
OG0008283	Av_00014447-RA, Av_00020975-RA	VIT_208s0007g06550.1, VIT_208s0007g06550.4, VIT_208s0007g06550.3, VIT_208s0007g06550.2
OG0008284	Av_00022720-RA	VIT_202s0012g02070.1
OG0008286	Av_00011903-RA	VIT_213s0106g00790.1
OG0008287	Av_00016152-RA, Av_00006698-RA	VIT_200s0125g00200.1
OG0008288	Av_00020785-RA, Av_00024153-RA	VIT_212s0028g03300.1
OG0008291	Av_00023885-RA	VIT_210s0003g00850.1
OG0008292	Av_00023493-RA	VIT_208s0032g00530.2, VIT_208s0032g00530.1
OG0008293	Av_00019554-RA, Av_00005159-RA	VIT_201s0010g00360.1, VIT_201s0010g03830.1
OG0008294	Av_00021743-RA, Av_00001495-RA	VIT_207s0005g00640.1
OG0008295	Av_00021305-RA, Av_00023802-RA	VIT_219s0015g01120.1
OG0008296	Av_00012549-RA, Av_00002864-RA	VIT_208s0040g02810.1
OG0008297	Av_00019899-RA, Av_00006471-RA	VIT_217s0000g04620.1
OG0008298	Av_00006203-RA, Av_00012749-RA	VIT_212s0059g00570.1
OG0008301	Av_00010764-RA	VIT_206s0009g01060.2, VIT_206s0009g01060.1
OG0008302	Av_00003593-RA, Av_00008292-RA	VIT_219s0085g00010.1
OG0008303	Av_00012738-RA	VIT_212s0059g01120.1
OG0008304	Av_00016761-RA	VIT_214s0030g01930.1
OG0008305	Av_00018483-RA, Av_00018058-RA	VIT_210s0003g03510.1
OG0008306	Av_00008448-RA	VIT_212s0028g02660.1, VIT_212s0028g02660.2
OG0008307	Av_00017588-RA, Av_00006250-RA, Av_00009566-RA	VIT_206s0004g08220.1
OG0008308	Av_00013667-RA	VIT_213s0147g00220.1, VIT_213s0147g00220.5, VIT_213s0147g00220.2, VIT_213s0147g00220.3, VIT_213s0147g00220.4
OG0008310	Av_00009621-RA, Av_00002210-RA	VIT_214s0030g01680.1
OG0008311	Av_00023534-RA, Av_00012030-RA	VIT_219s0014g00850.1
OG0008313	Av_00016313-RA	VIT_204s0023g03160.1
OG0008314	Av_00007672-RA	VIT_210s0003g02880.1, VIT_210s0003g02880.3, VIT_210s0003g02880.2
OG0008315	Av_00014342-RA	VIT_213s0019g03680.3, VIT_213s0019g03680.1, VIT_213s0019g03680.2
OG0008316	Av_00010648-RA, Av_00021935-RA	VIT_210s0003g02620.1
OG0008317	Av_00022842-RA, Av_00020171-RA	VIT_202s0012g02780.1, VIT_202s0012g02780.2
OG0008319	Av_00021271-RA, Av_00017307-RA, Av_00017367-RA	VIT_206s0061g01300.1
OG0008320	Av_00022573-RA, Av_00012790-RA	VIT_204s0008g04290.1
OG0008321	Av_00005088-RA	VIT_208s0007g03250.1, VIT_208s0007g03250.2
OG0008322	Av_00008952-RA	VIT_210s0116g00550.1
OG0008323	Av_00021088-RA	VIT_206s0004g06550.1, VIT_206s0004g06550.2
OG0008324	Av_00012716-RA	VIT_206s0004g03260.1
OG0008325	Av_00006519-RA, Av_00016561-RA	VIT_206s0004g01720.2, VIT_206s0004g01720.1
OG0008326	Av_00007496-RA, Av_00005903-RA	VIT_210s0003g00130.1
OG0008327	Av_00008186-RA, Av_00004361-RA	VIT_213s0019g04450.2, VIT_213s0019g04450.1
OG0008328	Av_00018388-RA, Av_00003375-RA	VIT_210s0003g04960.1, VIT_210s0003g04960.2
OG0008329	Av_00021794-RA, Av_00019623-RA, Av_00000675-RA, Av_00020465-RA	VIT_208s0007g06710.2, VIT_208s0007g06710.1
OG0008330	Av_00008729-RA, Av_00007487-RA	VIT_200s0301g00040.1, VIT_213s0073g00040.1
OG0008331	Av_00011238-RA	VIT_217s0000g07230.3, VIT_217s0000g07230.2, VIT_217s0000g07230.1
OG0008333	Av_00021735-RA, Av_00013175-RA	VIT_208s0007g08290.1, VIT_208s0007g08290.2
OG0008334	Av_00008254-RA, Av_00013623-RA, Av_00007080-RA	VIT_213s0019g00020.1
OG0008335	Av_00019989-RA	VIT_208s0032g01230.1
OG0008336	Av_00005675-RA, Av_00017253-RA, Av_00003845-RA	VIT_206s0004g07550.1, VIT_213s0067g02181.1
OG0008337	Av_00007480-RA, Av_00003683-RA	VIT_210s0116g00390.1
OG0008338	Av_00001218-RA	VIT_206s0009g03210.3, VIT_206s0009g03210.2, VIT_206s0009g03210.1
OG0008339	Av_00023018-RA	VIT_208s0007g02220.1
OG0008340	Av_00006527-RA	VIT_206s0004g02080.1
OG0008341	Av_00002882-RA	VIT_204s0008g07335.1
OG0008341	Av_00015709-RA, Av_00012569-RA	VIT_208s0040g01680.1
OG0008342	Av_00003811-RA	VIT_208s0007g03980.1
OG0008343	Av_00022930-RA	VIT_219s0014g03080.1, VIT_219s0014g03080.2
OG0008345	Av_00009081-RA, Av_00015572-RA, Av_00024090-RA	VIT_213s0064g01510.3, VIT_213s0064g01510.1
OG0008346	Av_00018826-RA	VIT_201s0011g01230.5, VIT_201s0011g01230.1, VIT_201s0011g01230.4, VIT_201s0011g01230.2
OG0008347	Av_00007827-RA	VIT_219s0014g01180.1
OG0008348	Av_00006190-RA	VIT_212s0028g02540.2, VIT_212s0028g02540.1
OG0008349	Av_00010150-RA	VIT_206s0004g03600.1
OG0008350	Av_00022672-RA	VIT_219s0085g00500.1, VIT_219s0085g00500.2, VIT_219s0085g00500.3
OG0008351	Av_00002193-RA	VIT_201s0011g01160.1
OG0008352	Av_00008249-RA, Av_00013631-RA	VIT_213s0067g03440.1, VIT_213s0067g03440.2
OG0008353	Av_00003337-RA	VIT_201s0011g04890.4, VIT_201s0011g04890.3, VIT_201s0011g04890.1, VIT_201s0011g04890.2, VIT_201s0011g04890.5
OG0008354	Av_00006530-RA, Av_00016557-RA	VIT_206s0004g02280.1
OG0008355	Av_00021096-RA, Av_00018962-RA	VIT_212s0028g03620.1
OG0008356	Av_00005587-RA, Av_00005995-RA, Av_00007456-RA	VIT_200s0259g00150.1
OG0008357	Av_00020812-RA	VIT_208s0007g01880.1
OG0008358	Av_00001199-RA, Av_00014397-RA	VIT_206s0004g02040.2, VIT_206s0004g02040.4, VIT_206s0004g02040.3, VIT_206s0004g02040.1
OG0008359	Av_00019259-RA, Av_00014086-RA	VIT_208s0056g00810.1, VIT_208s0056g00810.2
OG0008360	Av_00023789-RA	VIT_208s0007g00220.2, VIT_208s0007g00220.4, VIT_208s0007g00220.3, VIT_208s0007g00220.1
OG0008361	Av_00015337-RA, Av_00000423-RA	VIT_207s0031g01910.1
OG0008362	Av_00014004-RA	VIT_217s0000g00280.1
OG0008363	Av_00000599-RA	VIT_205s0020g04770.1, VIT_205s0020g04770.2, VIT_205s0020g04770.3
OG0008364	Av_00013045-RA	VIT_216s0098g00780.1, VIT_216s0098g00770.1
OG0008365	Av_00011143-RA	VIT_202s0025g03190.1
OG0008366	Av_00012185-RA	VIT_213s0064g00050.1, VIT_213s0064g00050.2, VIT_213s0064g00050.5
OG0008367	Av_00022524-RA, Av_00012224-RA, Av_00003371-RA	VIT_201s0146g00400.1
OG0008369	Av_00014037-RA	VIT_205s0062g01200.2, VIT_205s0062g01200.3, VIT_205s0062g01200.1
OG0008371	Av_00000922-RA	VIT_217s0000g00780.2, VIT_217s0000g00780.1, VIT_214s0068g01510.1
OG0008372	Av_00005730-RA	VIT_204s0008g02450.1
OG0008373	Av_00017577-RA	VIT_204s0044g01730.1
OG0008374	Av_00013725-RA, Av_00001833-RA	VIT_207s0031g00990.1, VIT_207s0031g01020.1
OG0008375	Av_00006668-RA, Av_00016196-RA	VIT_214s0060g02220.1, VIT_214s0060g02220.2, VIT_214s0060g02220.3
OG0008376	Av_00015005-RA	VIT_217s0000g09490.1
OG0008377	Av_00023481-RA, Av_00023738-RA	VIT_214s0171g00270.1
OG0008378	Av_00023165-RA	VIT_208s0007g01500.1, VIT_208s0007g01500.2
OG0008379	Av_00017198-RA	VIT_219s0014g01520.1
OG0008380	Av_00003396-RA	VIT_202s0025g01290.2, VIT_202s0025g01290.1, VIT_202s0025g01290.3
OG0008381	Av_00020138-RA, Av_00011578-RA, Av_00022159-RA	VIT_212s0035g01880.1
OG0008382	Av_00019741-RA, Av_00022712-RA	VIT_201s0150g00610.1
OG0008383	Av_00010768-RA	VIT_216s0115g00190.1
OG0008384	Av_00013770-RA, Av_00011244-RA	VIT_207s0141g00530.1, VIT_207s0141g00380.1
OG0008386	Av_00020303-RA, Av_00003481-RA	VIT_207s0095g00760.2, VIT_207s0095g00760.1, VIT_205s0029g01200.1, VIT_205s0029g01200.2
OG0008387	Av_00003414-RA	VIT_207s0151g00710.1
OG0008388	Av_00000146-RA	VIT_219s0015g00220.1, VIT_219s0015g00180.1
OG0008390	Av_00019648-RA	VIT_205s0020g03660.1, VIT_205s0020g03660.2
OG0008392	Av_00013693-RA	VIT_204s0044g01300.3, VIT_204s0044g01300.2, VIT_204s0044g01300.1
OG0008393	Av_00007113-RA	VIT_215s0048g02200.1, VIT_215s0048g02200.3, VIT_215s0048g02200.5, VIT_215s0048g02200.4, VIT_215s0048g02200.2
OG0008394	Av_00006063-RA, Av_00005530-RA	VIT_202s0154g00610.1, VIT_202s0154g00610.2
OG0008395	Av_00014218-RA, Av_00011661-RA	VIT_205s0020g01530.1, VIT_205s0020g01530.2, VIT_207s0005g00150.1
OG0008396	Av_00012243-RA	VIT_201s0010g03990.1
OG0008397	Av_00008993-RA, Av_00021941-RA	VIT_212s0055g00370.1
OG0008398	Av_00000764-RA	VIT_205s0020g04550.1, VIT_209s0070g00600.1, VIT_200s0120g00005.1, VIT_200s0986g00010.1
OG0008399	Av_00000026-RA	VIT_215s0046g01450.1
OG0008400	Av_00005493-RA, Av_00020827-RA	VIT_202s0025g00440.1, VIT_202s0025g00440.3, VIT_202s0025g00440.4, VIT_202s0025g00440.2
OG0008401	Av_00011631-RA	VIT_212s0035g00320.1, VIT_212s0035g00320.3, VIT_212s0035g00320.4, VIT_212s0035g00320.2
OG0008403	Av_00009016-RA	VIT_218s0001g00120.1, VIT_218s0001g00120.2
OG0008404	Av_00008691-RA	VIT_215s0021g01500.3, VIT_215s0021g01500.2, VIT_215s0021g01500.1
OG0008404	Av_00008692-RA	VIT_215s0021g01460.1
OG0008405	Av_00017436-RA, Av_00024307-RA	VIT_218s0164g00040.2, VIT_218s0164g00040.1
OG0008406	Av_00021588-RA	VIT_204s0023g01850.2, VIT_204s0023g01850.1
OG0008407	Av_00009683-RA, Av_00002292-RA	VIT_207s0005g03510.1
OG0008408	Av_00009701-RA, Av_00002312-RA	VIT_202s0012g01500.1, VIT_207s0141g00240.2, VIT_207s0141g00240.1
OG0008409	Av_00000271-RA, Av_00007751-RA	VIT_201s0137g00210.1
OG0008410	Av_00002262-RA	VIT_207s0005g02210.1, VIT_207s0005g02210.5, VIT_207s0005g02210.6, VIT_207s0005g02210.8, VIT_207s0005g02210.7, VIT_207s0005g02210.4, VIT_207s0005g02210.2, VIT_207s0005g02210.3
OG0008411	Av_00022652-RA, Av_00020964-RA, Av_00020963-RA	VIT_201s0150g00100.2, VIT_201s0150g00100.1
OG0008412	Av_00007252-RA	VIT_203s0038g03610.1
OG0008413	Av_00010392-RA	VIT_202s0025g05010.1, VIT_202s0025g05010.4, VIT_202s0025g05010.3, VIT_202s0025g05010.2
OG0008414	Av_00003760-RA, Av_00007411-RA	VIT_218s0122g01380.1, VIT_218s0122g01380.2
OG0008415	Av_00018787-RA	VIT_205s0077g00280.1, VIT_205s0051g00010.2, VIT_205s0051g00010.3, VIT_205s0051g00010.5, VIT_205s0051g00010.4, VIT_205s0051g00010.1
OG0008416	Av_00022480-RA	VIT_212s0035g00810.2, VIT_212s0035g00810.1
OG0008417	Av_00020459-RA, Av_00000641-RA	VIT_205s0020g02380.1, VIT_207s0104g00680.1
OG0008419	Av_00005921-RA, Av_00005652-RA	VIT_204s0023g01820.3, VIT_204s0023g01820.5, VIT_204s0023g01820.4, VIT_204s0023g01820.2, VIT_204s0023g01820.1
OG0008421	Av_00022389-RA	VIT_204s0044g00100.3, VIT_204s0044g00100.1, VIT_204s0044g00100.2
OG0008422	Av_00006671-RA	VIT_214s0060g02330.1
OG0008423	Av_00009652-RA	VIT_207s0005g06310.5, VIT_207s0005g06310.4, VIT_207s0005g06310.3, VIT_207s0005g06310.2, VIT_207s0005g06310.1
OG0008424	Av_00008213-RA, Av_00004377-RA	VIT_217s0000g09220.1, VIT_214s0030g01480.1
OG0008425	Av_00005629-RA	VIT_210s0116g00280.1
OG0008426	Av_00012262-RA	VIT_218s0001g11590.1, VIT_218s0001g11590.2
OG0008428	Av_00015384-RA	VIT_200s2259g00005.1, VIT_200s2417g00010.1, VIT_200s0407g00070.5, VIT_200s0407g00070.2, VIT_200s0407g00070.3, VIT_200s0407g00070.6, VIT_200s0407g00070.4, VIT_200s0407g00070.1
OG0008429	Av_00011180-RA	VIT_217s0000g09720.1
OG0008430	Av_00015126-RA, Av_00016618-RA	VIT_209s0002g01160.2, VIT_209s0002g01160.1, VIT_209s0002g01160.3
OG0008431	Av_00016456-RA, Av_00017504-RA	VIT_212s0035g01710.1
OG0008432	Av_00000027-RA	VIT_215s0046g01480.1
OG0008433	Av_00003010-RA	VIT_200s0229g00170.2, VIT_200s0229g00170.3, VIT_200s0229g00170.1
OG0008434	Av_00000652-RA, Av_00021748-RA	VIT_205s0077g02310.1
OG0008435	Av_00006159-RA	VIT_218s0072g00530.1, VIT_218s0072g00510.1, VIT_218s0072g00540.1, VIT_218s0072g00490.1
OG0008436	Av_00019923-RA	VIT_207s0031g00060.1
OG0008437	Av_00016178-RA, Av_00020368-RA	VIT_214s0128g00380.1
OG0008438	Av_00017631-RA	VIT_214s0006g03000.1
OG0008439	Av_00001631-RA	VIT_215s0024g00850.2, VIT_215s0024g00850.4, VIT_215s0024g00850.1
OG0008440	Av_00016410-RA	VIT_208s0040g02935.1
OG0008441	Av_00017055-RA	VIT_205s0077g01770.1
OG0008442	Av_00008806-RA	VIT_215s0048g02210.2, VIT_215s0048g02210.5, VIT_215s0048g02210.1, VIT_215s0048g02210.3, VIT_215s0048g02210.4
OG0008443	Av_00021746-RA	VIT_205s0020g02240.1
OG0008444	Av_00022677-RA	VIT_212s0028g01990.1, VIT_212s0028g01990.2
OG0008445	Av_00003241-RA	VIT_215s0046g02170.2, VIT_215s0046g02170.1
