Orthogroup	A_vesiculosa.proteins	L_sativa.proteins
OG0012062	Av_00000680-RA	Lsat_1_v5_gn_5_161280.1
OG0012063	Av_00024071-RA, Av_00004139-RA	Lsat_1_v5_gn_5_183100.1, Lsat_1_v5_gn_1_35280.1, Lsat_1_v5_gn_1_35280.2
OG0012064	Av_00006586-RA	Lsat_1_v5_gn_8_3301.1, Lsat_1_v5_gn_8_3301.2
OG0012065	Av_00013160-RA	Lsat_1_v5_gn_8_82180.1
OG0012066	Av_00004178-RA	Lsat_1_v5_gn_1_721.1, Lsat_1_v5_gn_1_721.3
OG0012069	Av_00013163-RA	Lsat_1_v5_gn_5_187781.1
OG0012072	Av_00014737-RA	Lsat_1_v5_gn_6_116121.1, Lsat_1_v5_gn_6_116121.3
OG0012073	Av_00015163-RA	Lsat_1_v5_gn_0_35060.1, Lsat_1_v5_gn_5_43041.1, Lsat_1_v5_gn_1_118900.1
OG0012075	Av_00011140-RA	Lsat_1_v5_gn_4_123041.1
OG0012077	Av_00012091-RA	Lsat_1_v5_gn_6_63061.2, Lsat_1_v5_gn_6_63061.1
OG0012078	Av_00005224-RA	Lsat_1_v5_gn_1_114801.2, Lsat_1_v5_gn_1_114801.1
OG0012080	Av_00005933-RA, Av_00020698-RA	Lsat_1_v5_gn_7_20421.1
OG0012081	Av_00018505-RA	Lsat_1_v5_gn_7_65521.1, Lsat_1_v5_gn_7_65521.3
OG0012082	Av_00014266-RA	Lsat_1_v5_gn_5_172660.1
OG0012083	Av_00017936-RA	Lsat_1_v5_gn_8_82201.1
OG0012084	Av_00005119-RA	Lsat_1_v5_gn_5_67200.1
OG0012085	Av_00018086-RA	Lsat_1_v5_gn_1_74460.1
OG0012086	Av_00001300-RA, Av_00015102-RA	Lsat_1_v5_gn_8_116020.1
OG0012087	Av_00003445-RA, Av_00023724-RA	Lsat_1_v5_gn_8_166540.1
OG0012089	Av_00015700-RA, Av_00005101-RA	Lsat_1_v5_gn_5_190540.1, Lsat_1_v5_gn_9_1141.1
OG0012091	Av_00013651-RA	Lsat_1_v5_gn_9_68280.1, Lsat_1_v5_gn_9_68280.3, Lsat_1_v5_gn_9_68280.2
OG0012092	Av_00013078-RA	Lsat_1_v5_gn_5_5261.1
OG0012099	Av_00023869-RA	Lsat_1_v5_gn_2_69281.1, Lsat_1_v5_gn_2_69281.3, Lsat_1_v5_gn_9_33960.1
OG0012101	Av_00014474-RA	Lsat_1_v5_gn_9_27361.2, Lsat_1_v5_gn_9_27361.1
OG0012102	Av_00009991-RA	Lsat_1_v5_gn_4_128040.1
OG0012103	Av_00015277-RA, Av_00010957-RA, Av_00013994-RA	Lsat_1_v5_gn_6_103041.1
OG0012104	Av_00020504-RA	Lsat_1_v5_gn_1_5280.3, Lsat_1_v5_gn_1_5280.1
OG0012105	Av_00015186-RA	Lsat_1_v5_gn_4_66441.1
OG0012106	Av_00012268-RA	Lsat_1_v5_gn_1_17721.1
OG0012107	Av_00015936-RA	Lsat_1_v5_gn_9_112460.2, Lsat_1_v5_gn_9_112460.1
OG0012110	Av_00012292-RA	Lsat_1_v5_gn_9_109140.1, Lsat_1_v5_gn_9_109140.2, Lsat_1_v5_gn_9_109140.3
OG0012111	Av_00019416-RA	Lsat_1_v5_gn_7_72161.2
OG0012113	Av_00017295-RA, Av_00004992-RA	Lsat_1_v5_gn_1_5681.3, Lsat_1_v5_gn_1_5681.1
OG0012114	Av_00015367-RA	Lsat_1_v5_gn_4_150821.1
OG0012115	Av_00010025-RA	Lsat_1_v5_gn_6_108181.1
OG0012116	Av_00000118-RA, Av_00011524-RA	Lsat_1_v5_gn_1_25201.1
OG0012117	Av_00012850-RA	Lsat_1_v5_gn_3_56041.2
OG0012118	Av_00014610-RA, Av_00008571-RA	Lsat_1_v5_gn_1_10500.1
OG0012119	Av_00022297-RA	Lsat_1_v5_gn_6_111081.1
OG0012123	Av_00022696-RA	Lsat_1_v5_gn_3_29801.1
OG0012124	Av_00015342-RA	Lsat_1_v5_gn_4_142441.1, Lsat_1_v5_gn_4_142441.3
OG0012125	Av_00024135-RA	Lsat_1_v5_gn_9_119861.2, Lsat_1_v5_gn_9_119861.3, Lsat_1_v5_gn_9_119861.1
OG0012128	Av_00011334-RA	Lsat_1_v5_gn_5_120180.1, Lsat_1_v5_gn_5_120180.3
OG0012129	Av_00010728-RA	Lsat_1_v5_gn_5_97040.1
OG0012130	Av_00022699-RA	Lsat_1_v5_gn_4_148220.1
OG0012132	Av_00004867-RA	Lsat_1_v5_gn_9_45300.1
OG0012133	Av_00012993-RA	Lsat_1_v5_gn_8_127040.1
OG0012138	Av_00010772-RA	Lsat_1_v5_gn_9_42680.1
OG0012139	Av_00001843-RA	Lsat_1_v5_gn_2_66161.1, Lsat_1_v5_gn_2_66161.3
OG0012140	Av_00010221-RA	Lsat_1_v5_gn_9_81040.1
OG0012141	Av_00007724-RA	Lsat_1_v5_gn_4_166021.1
OG0012142	Av_00004268-RA	Lsat_1_v5_gn_9_114260.1
OG0012143	Av_00006855-RA	Lsat_1_v5_gn_6_108161.1
OG0012144	Av_00017509-RA	Lsat_1_v5_gn_5_110080.1, Lsat_1_v5_gn_5_110080.3
OG0012145	Av_00010208-RA	Lsat_1_v5_gn_1_24401.3, Lsat_1_v5_gn_1_24401.1
OG0012148	Av_00004289-RA, Av_00011378-RA	Lsat_1_v5_gn_8_123161.1
OG0012149	Av_00020107-RA	Lsat_1_v5_gn_9_36361.3, Lsat_1_v5_gn_9_36361.1
OG0012150	Av_00002982-RA	Lsat_1_v5_gn_9_39901.1, Lsat_1_v5_gn_9_39901.3
OG0012151	Av_00013116-RA	Lsat_1_v5_gn_3_39320.2, Lsat_1_v5_gn_3_39320.1
OG0012152	Av_00008538-RA	Lsat_1_v5_gn_2_66501.1
OG0012154	Av_00021405-RA	Lsat_1_v5_gn_4_50480.1
OG0012157	Av_00005580-RA	Lsat_1_v5_gn_1_130341.1, Lsat_1_v5_gn_4_64261.1
OG0012159	Av_00017210-RA	Lsat_1_v5_gn_5_128780.1, Lsat_1_v5_gn_5_128780.2
OG0012160	Av_00015748-RA	Lsat_1_v5_gn_5_5181.2, Lsat_1_v5_gn_5_5181.1
OG0012163	Av_00005885-RA	Lsat_1_v5_gn_7_23000.1
OG0012165	Av_00008403-RA	Lsat_1_v5_gn_5_1441.1
OG0012167	Av_00005803-RA	Lsat_1_v5_gn_2_7280.1
OG0012169	Av_00015012-RA	Lsat_1_v5_gn_4_78760.1
OG0012171	Av_00018475-RA	Lsat_1_v5_gn_1_96721.2, Lsat_1_v5_gn_1_96721.1
OG0012175	Av_00010382-RA	Lsat_1_v5_gn_3_3920.1
OG0012176	Av_00003035-RA	Lsat_1_v5_gn_3_4860.1
OG0012177	Av_00012643-RA	Lsat_1_v5_gn_5_142921.1
OG0012178	Av_00010368-RA	Lsat_1_v5_gn_6_2640.2, Lsat_1_v5_gn_6_2640.1
OG0012179	Av_00001598-RA	Lsat_1_v5_gn_8_8041.1
OG0012181	Av_00020077-RA	Lsat_1_v5_gn_7_28481.1
OG0012182	Av_00021718-RA	Lsat_1_v5_gn_6_8920.1
OG0012185	Av_00015230-RA	Lsat_1_v5_gn_8_87621.1
OG0012188	Av_00006785-RA	Lsat_1_v5_gn_4_98021.1
OG0012189	Av_00019079-RA	Lsat_1_v5_gn_8_88280.1
OG0012190	Av_00018269-RA	Lsat_1_v5_gn_5_157921.2, Lsat_1_v5_gn_5_157921.1
OG0012191	Av_00003778-RA	Lsat_1_v5_gn_7_42981.1
OG0012193	Av_00023069-RA	Lsat_1_v5_gn_6_8140.1, Lsat_1_v5_gn_4_92061.1
OG0012194	Av_00002624-RA	Lsat_1_v5_gn_8_148221.1
OG0012197	Av_00014542-RA	Lsat_1_v5_gn_3_2541.1
OG0012198	Av_00004029-RA	Lsat_1_v5_gn_8_58360.3, Lsat_1_v5_gn_8_58360.1
OG0012199	Av_00009067-RA	Lsat_1_v5_gn_7_48300.3, Lsat_1_v5_gn_7_48300.1
OG0012203	Av_00020374-RA, Av_00024679-RA	Lsat_1_v5_gn_8_9340.1
OG0012205	Av_00022046-RA	Lsat_1_v5_gn_7_58381.3, Lsat_1_v5_gn_7_58381.1
OG0012206	Av_00011503-RA	Lsat_1_v5_gn_7_10441.1, Lsat_1_v5_gn_7_10441.3
OG0012208	Av_00002066-RA	Lsat_1_v5_gn_8_7881.1
OG0012209	Av_00009557-RA	Lsat_1_v5_gn_6_5460.1, Lsat_1_v5_gn_6_5460.3
OG0012210	Av_00016703-RA	Lsat_1_v5_gn_5_78660.1
OG0012211	Av_00004518-RA	Lsat_1_v5_gn_9_4341.1
OG0012212	Av_00001407-RA	Lsat_1_v5_gn_6_56220.1
OG0012213	Av_00023255-RA	Lsat_1_v5_gn_6_78060.1
OG0012214	Av_00021667-RA	Lsat_1_v5_gn_5_79461.1
OG0012216	Av_00019539-RA	Lsat_1_v5_gn_5_145040.1
OG0012217	Av_00018827-RA, Av_00010719-RA	Lsat_1_v5_gn_1_39541.1
OG0012218	Av_00008000-RA	Lsat_1_v5_gn_1_35381.3, Lsat_1_v5_gn_1_35381.1
OG0012219	Av_00012782-RA	Lsat_1_v5_gn_6_11341.1
OG0012220	Av_00002067-RA	Lsat_1_v5_gn_2_129881.1
OG0012222	Av_00019431-RA	Lsat_1_v5_gn_5_155401.1
OG0012224	Av_00003594-RA	Lsat_1_v5_gn_5_79200.1, Lsat_1_v5_gn_5_79200.2
OG0012226	Av_00017079-RA	Lsat_1_v5_gn_5_58981.3, Lsat_1_v5_gn_5_58981.1
OG0012227	Av_00012909-RA	Lsat_1_v5_gn_2_130500.1
OG0012228	Av_00005934-RA, Av_00003667-RA	Lsat_1_v5_gn_5_78441.1
OG0012229	Av_00000059-RA	Lsat_1_v5_gn_4_38941.1, Lsat_1_v5_gn_4_38941.3
OG0012230	Av_00012345-RA	Lsat_1_v5_gn_8_86460.1, Lsat_1_v5_gn_8_86460.3
OG0012231	Av_00001853-RA	Lsat_1_v5_gn_9_114620.1
OG0012232	Av_00012834-RA, Av_00010239-RA	Lsat_1_v5_gn_3_36620.1
OG0012233	Av_00010171-RA	Lsat_1_v5_gn_9_124460.2, Lsat_1_v5_gn_9_124460.1
OG0012236	Av_00019954-RA	Lsat_1_v5_gn_7_61241.1
OG0012237	Av_00010343-RA	Lsat_1_v5_gn_6_18041.1, Lsat_1_v5_gn_6_18041.3
OG0012240	Av_00004469-RA	Lsat_1_v5_gn_5_83400.1
OG0012241	Av_00018831-RA	Lsat_1_v5_gn_5_137380.3, Lsat_1_v5_gn_5_137380.1
OG0012242	Av_00020066-RA	Lsat_1_v5_gn_5_130940.1
OG0012243	Av_00010192-RA	Lsat_1_v5_gn_3_13681.1
OG0012244	Av_00018211-RA	Lsat_1_v5_gn_5_84680.2, Lsat_1_v5_gn_5_84680.1
OG0012245	Av_00012808-RA, Av_00020210-RA	Lsat_1_v5_gn_5_109580.1
OG0012248	Av_00017359-RA, Av_00008484-RA	Lsat_1_v5_gn_6_40501.1
OG0012249	Av_00024344-RA, Av_00011732-RA	Lsat_1_v5_gn_5_154420.1, Lsat_1_v5_gn_5_154420.3
OG0012251	Av_00005686-RA	Lsat_1_v5_gn_2_124061.2, Lsat_1_v5_gn_2_124061.1
OG0012252	Av_00014500-RA	Lsat_1_v5_gn_2_106281.1
OG0012253	Av_00009035-RA	Lsat_1_v5_gn_8_94621.1
OG0012255	Av_00012656-RA	Lsat_1_v5_gn_8_79440.1, Lsat_1_v5_gn_8_79440.3
OG0012257	Av_00023085-RA	Lsat_1_v5_gn_5_128041.1, Lsat_1_v5_gn_5_128041.2
OG0012258	Av_00014640-RA	Lsat_1_v5_gn_6_940.1
OG0012259	Av_00019694-RA	Lsat_1_v5_gn_5_184081.1
OG0012260	Av_00005894-RA	Lsat_1_v5_gn_1_120340.1, Lsat_1_v5_gn_1_120340.3
OG0012261	Av_00011990-RA, Av_00015628-RA	Lsat_1_v5_gn_2_122641.1
OG0012262	Av_00003970-RA	Lsat_1_v5_gn_1_108360.1
OG0012263	Av_00009635-RA	Lsat_1_v5_gn_2_64540.2, Lsat_1_v5_gn_2_64540.1, Lsat_1_v5_gn_2_64540.3
OG0012265	Av_00020693-RA	Lsat_1_v5_gn_1_126820.3, Lsat_1_v5_gn_1_126820.1
OG0012268	Av_00016418-RA	Lsat_1_v5_gn_2_121681.2
OG0012269	Av_00019945-RA, Av_00021154-RA	Lsat_1_v5_gn_4_64361.1
OG0012271	Av_00002231-RA, Av_00003465-RA	Lsat_1_v5_gn_8_90161.1
OG0012272	Av_00015668-RA	Lsat_1_v5_gn_8_77140.3, Lsat_1_v5_gn_8_77140.1
OG0012273	Av_00021922-RA	Lsat_1_v5_gn_6_38881.1
OG0012275	Av_00024031-RA, Av_00002825-RA	Lsat_1_v5_gn_2_102360.1
OG0012276	Av_00019468-RA	Lsat_1_v5_gn_9_100460.1
OG0012277	Av_00001893-RA	Lsat_1_v5_gn_4_158221.1
OG0012281	Av_00020426-RA	Lsat_1_v5_gn_9_19301.3, Lsat_1_v5_gn_9_19301.1
OG0012282	Av_00010566-RA	Lsat_1_v5_gn_7_18540.1
OG0012283	Av_00012485-RA	Lsat_1_v5_gn_4_10101.1
OG0012284	Av_00003955-RA	Lsat_1_v5_gn_1_104961.1
OG0012285	Av_00011927-RA	Lsat_1_v5_gn_8_18720.1
OG0012286	Av_00020558-RA	Lsat_1_v5_gn_8_85380.1, Lsat_1_v5_gn_8_85380.2
OG0012288	Av_00022473-RA	Lsat_1_v5_gn_9_14720.1, Lsat_1_v5_gn_9_14720.3
OG0012290	Av_00005616-RA	Lsat_1_v5_gn_7_17681.1
OG0012291	Av_00015688-RA	Lsat_1_v5_gn_1_52661.1, Lsat_1_v5_gn_1_52661.2
OG0012292	Av_00014151-RA	Lsat_1_v5_gn_4_62881.1
OG0012293	Av_00023304-RA	Lsat_1_v5_gn_8_84741.1
OG0012295	Av_00022090-RA	Lsat_1_v5_gn_4_57401.1
OG0012296	Av_00018298-RA	Lsat_1_v5_gn_8_124920.3, Lsat_1_v5_gn_8_124920.1
OG0012298	Av_00003071-RA	Lsat_1_v5_gn_9_90660.1
OG0012300	Av_00024459-RA	Lsat_1_v5_gn_2_94480.1, Lsat_1_v5_gn_2_94480.2
OG0012301	Av_00000843-RA	Lsat_1_v5_gn_5_36321.2, Lsat_1_v5_gn_5_36321.1
OG0012302	Av_00019678-RA	Lsat_1_v5_gn_7_54221.1
OG0012303	Av_00008408-RA	Lsat_1_v5_gn_9_91640.2
OG0012304	Av_00024910-RA	Lsat_1_v5_gn_4_51801.1
OG0012306	Av_00018797-RA	Lsat_1_v5_gn_6_37021.1, Lsat_1_v5_gn_6_37221.1
OG0012309	Av_00024834-RA	Lsat_1_v5_gn_6_47101.1, Lsat_1_v5_gn_6_47101.3
OG0012310	Av_00024606-RA	Lsat_1_v5_gn_9_35180.3, Lsat_1_v5_gn_9_35180.2, Lsat_1_v5_gn_9_35180.1
OG0012311	Av_00002351-RA	Lsat_1_v5_gn_5_127320.3, Lsat_1_v5_gn_5_127320.1
OG0012312	Av_00015124-RA	Lsat_1_v5_gn_7_74521.1, Lsat_1_v5_gn_7_74521.3
OG0012313	Av_00021072-RA	Lsat_1_v5_gn_9_21260.2, Lsat_1_v5_gn_9_21260.1
OG0012314	Av_00013580-RA, Av_00008306-RA	Lsat_1_v5_gn_7_110880.1
OG0012315	Av_00022803-RA	Lsat_1_v5_gn_9_60220.1
OG0012317	Av_00003967-RA	Lsat_1_v5_gn_4_136121.1
OG0012319	Av_00011536-RA	Lsat_1_v5_gn_4_135580.1
OG0012320	Av_00016763-RA	Lsat_1_v5_gn_1_96700.1
OG0012323	Av_00009391-RA	Lsat_1_v5_gn_9_54260.3, Lsat_1_v5_gn_9_54260.1
OG0012326	Av_00009221-RA	Lsat_1_v5_gn_6_32000.1
OG0012327	Av_00000037-RA	Lsat_1_v5_gn_3_137720.1, Lsat_1_v5_gn_3_137720.3
OG0012328	Av_00021258-RA	Lsat_1_v5_gn_5_61061.1
OG0012329	Av_00022757-RA	Lsat_1_v5_gn_8_56441.1
OG0012330	Av_00001182-RA	Lsat_1_v5_gn_6_52060.3, Lsat_1_v5_gn_6_52060.1
OG0012331	Av_00024058-RA	Lsat_1_v5_gn_8_25661.1
OG0012332	Av_00023155-RA	Lsat_1_v5_gn_1_38361.1, Lsat_1_v5_gn_1_38361.2
OG0012334	Av_00019170-RA	Lsat_1_v5_gn_8_53460.1
OG0012335	Av_00016347-RA	Lsat_1_v5_gn_3_86181.3, Lsat_1_v5_gn_3_86181.1
OG0012336	Av_00003018-RA	Lsat_1_v5_gn_6_91561.1
OG0012338	Av_00020503-RA	Lsat_1_v5_gn_6_100021.3, Lsat_1_v5_gn_6_100021.1
OG0012339	Av_00005504-RA	Lsat_1_v5_gn_6_4781.3, Lsat_1_v5_gn_6_4781.1
OG0012340	Av_00006285-RA	Lsat_1_v5_gn_5_145680.1, Lsat_1_v5_gn_5_145680.2
OG0012343	Av_00009922-RA	Lsat_1_v5_gn_4_123001.1, Lsat_1_v5_gn_2_130140.1, Lsat_1_v5_gn_1_19541.1, Lsat_1_v5_gn_1_19541.2
OG0012344	Av_00009260-RA, Av_00015018-RA	Lsat_1_v5_gn_4_76920.1
OG0012345	Av_00011188-RA	Lsat_1_v5_gn_1_29541.1, Lsat_1_v5_gn_4_99100.1
OG0012348	Av_00021616-RA, Av_00009019-RA	Lsat_1_v5_gn_8_28281.1
OG0012350	Av_00002211-RA	Lsat_1_v5_gn_5_181100.1, Lsat_1_v5_gn_5_181100.3
OG0012351	Av_00009837-RA, Av_00011042-RA, Av_00016870-RA	Lsat_1_v5_gn_8_68260.1
OG0012352	Av_00017455-RA, Av_00019633-RA	Lsat_1_v5_gn_9_123020.1
OG0012353	Av_00004510-RA	Lsat_1_v5_gn_5_13221.1, Lsat_1_v5_gn_4_53181.2, Lsat_1_v5_gn_4_53181.1
OG0012355	Av_00010490-RA	Lsat_1_v5_gn_4_78280.1, Lsat_1_v5_gn_4_78280.3
OG0012356	Av_00003280-RA, Av_00013972-RA	Lsat_1_v5_gn_1_25441.1
OG0012358	Av_00010966-RA	Lsat_1_v5_gn_9_43840.1
OG0012359	Av_00014219-RA	Lsat_1_v5_gn_4_156341.1
OG0012362	Av_00004532-RA	Lsat_1_v5_gn_5_114620.1, Lsat_1_v5_gn_9_111460.1
OG0012366	Av_00005564-RA	Lsat_1_v5_gn_2_82040.1, Lsat_1_v5_gn_2_82040.3
OG0012368	Av_00013709-RA	Lsat_1_v5_gn_0_3360.1
OG0012370	Av_00022831-RA, Av_00022829-RA, Av_00014929-RA	Lsat_1_v5_gn_2_93161.1
OG0012371	Av_00018049-RA	Lsat_1_v5_gn_5_112681.2, Lsat_1_v5_gn_5_112681.1
OG0012372	Av_00000345-RA, Av_00021677-RA	Lsat_1_v5_gn_3_33201.1
OG0012374	Av_00017452-RA	Lsat_1_v5_gn_6_96340.1, Lsat_1_v5_gn_6_96340.3
OG0012375	Av_00003431-RA	Lsat_1_v5_gn_5_186520.1
OG0012378	Av_00006360-RA, Av_00000242-RA	Lsat_1_v5_gn_4_15860.1
OG0012379	Av_00018579-RA	Lsat_1_v5_gn_9_89520.1
OG0012380	Av_00010547-RA	Lsat_1_v5_gn_4_72700.1
OG0012381	Av_00010546-RA	Lsat_1_v5_gn_4_73321.1, Lsat_1_v5_gn_4_73321.3
OG0012382	Av_00003342-RA	Lsat_1_v5_gn_8_46240.1
OG0012384	Av_00021418-RA	Lsat_1_v5_gn_7_30220.1
OG0012385	Av_00017976-RA	Lsat_1_v5_gn_4_38520.1
OG0012387	Av_00009351-RA	Lsat_1_v5_gn_6_96600.2, Lsat_1_v5_gn_6_96600.1
OG0012388	Av_00006039-RA	Lsat_1_v5_gn_2_87981.1
OG0012389	Av_00000267-RA	Lsat_1_v5_gn_3_30360.1
OG0012390	Av_00003943-RA	Lsat_1_v5_gn_2_89680.1
OG0012392	Av_00000135-RA	Lsat_1_v5_gn_7_11001.1, Lsat_1_v5_gn_7_11001.2
OG0012393	Av_00024377-RA	Lsat_1_v5_gn_8_46861.3, Lsat_1_v5_gn_5_96721.1, Lsat_1_v5_gn_8_46861.1
OG0012394	Av_00016970-RA	Lsat_1_v5_gn_8_50121.1, Lsat_1_v5_gn_8_50121.3
OG0012395	Av_00019925-RA	Lsat_1_v5_gn_2_80860.1
OG0012396	Av_00017168-RA	Lsat_1_v5_gn_2_98340.1
OG0012397	Av_00016969-RA	Lsat_1_v5_gn_4_10820.1, Lsat_1_v5_gn_4_10820.2
OG0012398	Av_00009555-RA	Lsat_1_v5_gn_8_1660.1
OG0012401	Av_00005284-RA	Lsat_1_v5_gn_3_49700.1
OG0012402	Av_00017802-RA, Av_00024043-RA	Lsat_1_v5_gn_1_9521.1
OG0012403	Av_00003918-RA	Lsat_1_v5_gn_3_79740.1, Lsat_1_v5_gn_3_79740.2
OG0012404	Av_00011305-RA	Lsat_1_v5_gn_4_75921.1
OG0012405	Av_00016720-RA	Lsat_1_v5_gn_4_20701.3, Lsat_1_v5_gn_4_20701.1
OG0012406	Av_00009506-RA, Av_00009505-RA	Lsat_1_v5_gn_3_105561.1
OG0012407	Av_00006258-RA	Lsat_1_v5_gn_0_10461.4
OG0012408	Av_00013776-RA	Lsat_1_v5_gn_5_21340.3, Lsat_1_v5_gn_5_21340.1
OG0012409	Av_00001704-RA, Av_00017705-RA	Lsat_1_v5_gn_4_76040.1
OG0012410	Av_00019936-RA	Lsat_1_v5_gn_4_153081.1
OG0012412	Av_00020565-RA, Av_00019462-RA	Lsat_1_v5_gn_8_3841.3, Lsat_1_v5_gn_8_3841.1
OG0012413	Av_00011577-RA	Lsat_1_v5_gn_3_59180.1
OG0012414	Av_00014837-RA	Lsat_1_v5_gn_8_52741.1, Lsat_1_v5_gn_1_103541.1
OG0012417	Av_00008279-RA, Av_00008278-RA	Lsat_1_v5_gn_4_10120.2, Lsat_1_v5_gn_4_10120.1
OG0012418	Av_00016582-RA	Lsat_1_v5_gn_3_16220.1
OG0012420	Av_00004293-RA	Lsat_1_v5_gn_0_4920.2, Lsat_1_v5_gn_0_4920.1
OG0012421	Av_00017601-RA	Lsat_1_v5_gn_2_60801.1
OG0012423	Av_00010501-RA	Lsat_1_v5_gn_4_111120.1
OG0012425	Av_00017252-RA	Lsat_1_v5_gn_8_69561.2
OG0012426	Av_00015539-RA	Lsat_1_v5_gn_3_62681.1, Lsat_1_v5_gn_3_62681.3
OG0012427	Av_00022006-RA, Av_00021487-RA	Lsat_1_v5_gn_8_157120.1
OG0012428	Av_00014935-RA	Lsat_1_v5_gn_9_111221.1
OG0012431	Av_00003937-RA	Lsat_1_v5_gn_4_173160.1
OG0012432	Av_00011298-RA	Lsat_1_v5_gn_5_23641.1
OG0012433	Av_00023179-RA, Av_00018705-RA	Lsat_1_v5_gn_3_98801.1
OG0012439	Av_00003924-RA, Av_00004969-RA	Lsat_1_v5_gn_4_155540.1
OG0012441	Av_00008741-RA, Av_00009804-RA	Lsat_1_v5_gn_7_35340.1
OG0012442	Av_00012949-RA, Av_00002100-RA	Lsat_1_v5_gn_8_6481.3, Lsat_1_v5_gn_8_6481.1, Lsat_1_v5_gn_8_6481.2, Lsat_1_v5_gn_2_131480.1
OG0012443	Av_00003940-RA	Lsat_1_v5_gn_4_173280.1
OG0012444	Av_00024189-RA, Av_00019571-RA	Lsat_1_v5_gn_7_67721.1
OG0012446	Av_00008237-RA	Lsat_1_v5_gn_2_113820.1
OG0012449	Av_00005039-RA	Lsat_1_v5_gn_8_108500.1, Lsat_1_v5_gn_9_39941.1, Lsat_1_v5_gn_5_153780.1
OG0012450	Av_00020030-RA, Av_00016544-RA	Lsat_1_v5_gn_2_25220.1
OG0012451	Av_00010746-RA	Lsat_1_v5_gn_4_69300.1
OG0012452	Av_00024537-RA	Lsat_1_v5_gn_6_110881.1
OG0012454	Av_00013963-RA, Av_00003269-RA	Lsat_1_v5_gn_4_31960.1, Lsat_1_v5_gn_4_31980.1
OG0012460	Av_00018444-RA	Lsat_1_v5_gn_4_14941.2, Lsat_1_v5_gn_4_14941.1
OG0012461	Av_00020603-RA	Lsat_1_v5_gn_7_33880.1, Lsat_1_v5_gn_7_33880.3
OG0012462	Av_00022615-RA	Lsat_1_v5_gn_3_19641.4, Lsat_1_v5_gn_3_19641.1, Lsat_1_v5_gn_3_19641.2
OG0012469	Av_00022497-RA, Av_00023672-RA	Lsat_1_v5_gn_7_82661.1, Lsat_1_v5_gn_5_27661.1
OG0012481	Av_00005346-RA, Av_00002656-RA, Av_00010816-RA	Lsat_1_v5_gn_8_153360.1
OG0012488	Av_00009128-RA	Lsat_1_v5_gn_2_86640.3, Lsat_1_v5_gn_2_86640.1
OG0012489	Av_00022170-RA	Lsat_1_v5_gn_6_50001.1, Lsat_1_v5_gn_8_76941.3, Lsat_1_v5_gn_8_76941.1, Lsat_1_v5_gn_8_77021.1, Lsat_1_v5_gn_8_77021.2
OG0012569	Av_00001018-RA	Lsat_1_v5_gn_8_66820.1
OG0012573	Av_00023938-RA	Lsat_1_v5_gn_1_38680.1
OG0012581	Av_00004297-RA	Lsat_1_v5_gn_7_48281.3, Lsat_1_v5_gn_7_48281.1
OG0012583	Av_00001392-RA	Lsat_1_v5_gn_8_98501.1, Lsat_1_v5_gn_8_98501.2
OG0012585	Av_00021798-RA	Lsat_1_v5_gn_6_103081.1
OG0012586	Av_00014877-RA	Lsat_1_v5_gn_9_49060.1
OG0012587	Av_00006702-RA	Lsat_1_v5_gn_8_25121.1
OG0012589	Av_00017340-RA	Lsat_1_v5_gn_5_187441.1
OG0012591	Av_00019563-RA	Lsat_1_v5_gn_0_35040.2, Lsat_1_v5_gn_5_43061.1, Lsat_1_v5_gn_0_35040.1
OG0012595	Av_00024742-RA	Lsat_1_v5_gn_7_109420.1
OG0012596	Av_00000571-RA	Lsat_1_v5_gn_1_75161.1
OG0012597	Av_00022856-RA	Lsat_1_v5_gn_9_86021.3, Lsat_1_v5_gn_9_86021.1
OG0012599	Av_00000972-RA	Lsat_1_v5_gn_4_67341.1
OG0012601	Av_00018949-RA	Lsat_1_v5_gn_3_22641.1
OG0012602	Av_00007928-RA	Lsat_1_v5_gn_2_32501.1
OG0012603	Av_00018911-RA	Lsat_1_v5_gn_4_106220.1
OG0012605	Av_00011899-RA	Lsat_1_v5_gn_0_8161.1
OG0012607	Av_00002888-RA	Lsat_1_v5_gn_6_25081.3, Lsat_1_v5_gn_6_25081.1
OG0012610	Av_00013439-RA	Lsat_1_v5_gn_6_33160.1
OG0012612	Av_00000552-RA	Lsat_1_v5_gn_5_71141.1
OG0012613	Av_00000632-RA	Lsat_1_v5_gn_6_90800.2, Lsat_1_v5_gn_6_90800.1
OG0012615	Av_00014359-RA	Lsat_1_v5_gn_8_20881.1
OG0012616	Av_00001563-RA	Lsat_1_v5_gn_6_69481.3, Lsat_1_v5_gn_6_69481.1
OG0012618	Av_00022599-RA	Lsat_1_v5_gn_1_120661.1
OG0012620	Av_00015677-RA, Av_00005093-RA	Lsat_1_v5_gn_5_165140.2, Lsat_1_v5_gn_5_165140.1
OG0012624	Av_00015962-RA	Lsat_1_v5_gn_3_45501.1, Lsat_1_v5_gn_3_45501.3
OG0012626	Av_00008662-RA	Lsat_1_v5_gn_9_75000.1
OG0012631	Av_00007697-RA	Lsat_1_v5_gn_9_58181.1
OG0012634	Av_00022271-RA	Lsat_1_v5_gn_4_135220.1
OG0012635	Av_00023777-RA	Lsat_1_v5_gn_3_9640.1, Lsat_1_v5_gn_3_9640.3
OG0012636	Av_00000394-RA, Av_00001866-RA	Lsat_1_v5_gn_6_22481.1
