Orthogroup	A_vesiculosa.proteins	D_muscipula.proteins
OG0008234	Av_00009815-RA, Av_00023434-RA	Dm_00007315-RA, Dm_00003662-RA, Dm_00003663-RA
OG0008236	Av_00004890-RA, Av_00012129-RA, Av_00005868-RA	Dm_00000110-RA, Dm_00001049-RA
OG0008237	Av_00018318-RA, Av_00007260-RA	Dm_00003409-RA
OG0008238	Av_00004567-RA, Av_00004315-RA	Dm_00020601-RA
OG0008241	Av_00022450-RA, Av_00010729-RA	Dm_00016164-RA
OG0008242	Av_00018243-RA	Dm_00016383-RA
OG0008244	Av_00012932-RA	Dm_00013414-RA
OG0008245	Av_00018229-RA	Dm_00002249-RA
OG0008246	Av_00008907-RA	Dm_00018349-RA
OG0008249	Av_00010049-RA	Dm_00004931-RA, Dm_00002315-RA
OG0008250	Av_00024137-RA, Av_00007145-RA	Dm_00012175-RA
OG0008251	Av_00000095-RA	Dm_00005481-RA
OG0008252	Av_00004502-RA	Dm_00008739-RA
OG0008253	Av_00019886-RA	Dm_00008988-RA
OG0008254	Av_00016030-RA, Av_00004232-RA	Dm_00007352-RA
OG0008256	Av_00015877-RA, Av_00020801-RA	Dm_00008294-RA
OG0008257	Av_00015835-RA, Av_00020062-RA	Dm_00013269-RA, Dm_00018602-RA
OG0008259	Av_00005639-RA	Dm_00003510-RA
OG0008260	Av_00011051-RA, Av_00009843-RA	Dm_00002254-RA, Dm_00011534-RA
OG0008262	Av_00015838-RA	Dm_00015788-RA
OG0008263	Av_00018338-RA	Dm_00018007-RA
OG0008264	Av_00000007-RA	Dm_00006274-RA
OG0008267	Av_00016430-RA	Dm_00019508-RA
OG0008269	Av_00013930-RA, Av_00016927-RA	Dm_00003157-RA
OG0008270	Av_00006675-RA	Dm_00000597-RA
OG0008271	Av_00008232-RA	Dm_00006240-RA
OG0008272	Av_00014128-RA	Dm_00006447-RA
OG0008273	Av_00023105-RA, Av_00002779-RA, Av_00005184-RA	Dm_00014928-RA
OG0008274	Av_00017281-RA	Dm_00010955-RA
OG0008275	Av_00019487-RA, Av_00022126-RA	Dm_00014875-RA
OG0008276	Av_00017309-RA	Dm_00007107-RA
OG0008276	Av_00017363-RA	Dm_00015780-RA
OG0008277	Av_00021019-RA, Av_00007863-RA	Dm_00019110-RA
OG0008279	Av_00006604-RA	Dm_00015221-RA
OG0008280	Av_00014919-RA	Dm_00020526-RA
OG0008281	Av_00023252-RA, Av_00001115-RA, Av_00008293-RA	Dm_00016139-RA, Dm_00017206-RA, Dm_00017205-RA
OG0008282	Av_00024248-RA	Dm_00017246-RA
OG0008283	Av_00014447-RA, Av_00020975-RA	Dm_00015602-RA
OG0008284	Av_00022720-RA	Dm_00007365-RA
OG0008285	Av_00007491-RA	Dm_00004535-RA
OG0008286	Av_00011903-RA	Dm_00011360-RA
OG0008287	Av_00016152-RA, Av_00006698-RA	Dm_00003551-RA, Dm_00004038-RA
OG0008288	Av_00020785-RA, Av_00024153-RA	Dm_00003759-RA
OG0008291	Av_00023885-RA	Dm_00004186-RA
OG0008292	Av_00023493-RA	Dm_00010181-RA
OG0008294	Av_00021743-RA, Av_00001495-RA	Dm_00007531-RA, Dm_00012030-RA
OG0008295	Av_00021305-RA, Av_00023802-RA	Dm_00001894-RA
OG0008296	Av_00012549-RA, Av_00002864-RA	Dm_00009333-RA
OG0008297	Av_00019899-RA, Av_00006471-RA	Dm_00014231-RA
OG0008298	Av_00006203-RA, Av_00012749-RA	Dm_00003923-RA, Dm_00015199-RA
OG0008301	Av_00010764-RA	Dm_00012509-RA
OG0008302	Av_00003593-RA, Av_00008292-RA	Dm_00008625-RA
OG0008303	Av_00012738-RA	Dm_00001755-RA
OG0008304	Av_00016761-RA	Dm_00000513-RA
OG0008305	Av_00018483-RA, Av_00018058-RA	Dm_00000333-RA
OG0008306	Av_00008448-RA	Dm_00013758-RA
OG0008307	Av_00017588-RA, Av_00006250-RA, Av_00009566-RA	Dm_00018219-RA
OG0008308	Av_00013667-RA	Dm_00011359-RA
OG0008310	Av_00009621-RA, Av_00002210-RA	Dm_00005650-RA
OG0008311	Av_00023534-RA, Av_00012030-RA	Dm_00018540-RA
OG0008313	Av_00016313-RA	Dm_00011313-RA
OG0008314	Av_00007672-RA	Dm_00004052-RA
OG0008315	Av_00014342-RA	Dm_00008884-RA
OG0008316	Av_00010648-RA, Av_00021935-RA	Dm_00017053-RA
OG0008317	Av_00022842-RA, Av_00020171-RA	Dm_00005542-RA
OG0008319	Av_00021271-RA, Av_00017307-RA, Av_00017367-RA	Dm_00004977-RA, Dm_00008591-RA
OG0008320	Av_00022573-RA, Av_00012790-RA	Dm_00000628-RA, Dm_00014954-RA
OG0008321	Av_00005088-RA	Dm_00001387-RA
OG0008322	Av_00008952-RA	Dm_00005514-RA, Dm_00005087-RA
OG0008323	Av_00021088-RA	Dm_00009885-RA
OG0008324	Av_00012716-RA	Dm_00000471-RA, Dm_00010672-RA
OG0008325	Av_00006519-RA, Av_00016561-RA	Dm_00017045-RA
OG0008326	Av_00007496-RA, Av_00005903-RA	Dm_00003851-RA
OG0008327	Av_00008186-RA, Av_00004361-RA	Dm_00009767-RA
OG0008328	Av_00018388-RA, Av_00003375-RA	Dm_00020035-RA
OG0008329	Av_00021794-RA, Av_00019623-RA, Av_00000675-RA, Av_00020465-RA	Dm_00013112-RA
OG0008330	Av_00008729-RA, Av_00007487-RA	Dm_00002900-RA
OG0008331	Av_00011238-RA	Dm_00007136-RA
OG0008333	Av_00021735-RA, Av_00013175-RA	Dm_00013341-RA
OG0008334	Av_00008254-RA, Av_00013623-RA, Av_00007080-RA	Dm_00016313-RA
OG0008335	Av_00019989-RA	Dm_00005429-RA
OG0008336	Av_00005675-RA, Av_00017253-RA	Dm_00015706-RA
OG0008337	Av_00007480-RA, Av_00003683-RA	Dm_00007036-RA
OG0008338	Av_00001218-RA	Dm_00002193-RA
OG0008339	Av_00023018-RA	Dm_00007299-RA
OG0008340	Av_00006527-RA	Dm_00007283-RA
OG0008341	Av_00015709-RA, Av_00012569-RA	Dm_00007709-RA, Dm_00011108-RA
OG0008342	Av_00003811-RA	Dm_00007509-RA
OG0008343	Av_00022930-RA	Dm_00009646-RA
OG0008345	Av_00009081-RA, Av_00015572-RA, Av_00024090-RA	Dm_00001874-RA
OG0008346	Av_00018826-RA	Dm_00007490-RA
OG0008348	Av_00006190-RA	Dm_00010646-RA
OG0008349	Av_00010150-RA	Dm_00006223-RA
OG0008350	Av_00022672-RA	Dm_00010112-RA
OG0008351	Av_00002193-RA	Dm_00012289-RA
OG0008352	Av_00008249-RA, Av_00013631-RA	Dm_00013946-RA
OG0008353	Av_00003337-RA	Dm_00003269-RA
OG0008354	Av_00006530-RA, Av_00016557-RA	Dm_00005102-RA
OG0008355	Av_00021096-RA, Av_00018962-RA	Dm_00003154-RA
OG0008356	Av_00005587-RA, Av_00005995-RA, Av_00007456-RA	Dm_00009782-RA
OG0008357	Av_00020812-RA	Dm_00014151-RA
OG0008358	Av_00001199-RA, Av_00014397-RA	Dm_00013791-RA
OG0008359	Av_00019259-RA, Av_00014086-RA	Dm_00007500-RA
OG0008360	Av_00023789-RA	Dm_00016984-RA
OG0008361	Av_00015337-RA, Av_00000423-RA	Dm_00003208-RA
OG0008362	Av_00014004-RA	Dm_00000950-RA
OG0008363	Av_00000599-RA	Dm_00013741-RA
OG0008364	Av_00013045-RA	Dm_00000198-RA
OG0008365	Av_00011143-RA	Dm_00001148-RA
OG0008366	Av_00012185-RA	Dm_00005912-RA
OG0008367	Av_00022524-RA, Av_00012224-RA, Av_00003371-RA	Dm_00013196-RA
OG0008368	Av_00000117-RA	Dm_00005637-RA
OG0008369	Av_00014037-RA	Dm_00014211-RA
OG0008371	Av_00000922-RA	Dm_00012410-RA
OG0008372	Av_00005730-RA	Dm_00017086-RA
OG0008373	Av_00017577-RA	Dm_00005837-RA
OG0008374	Av_00013725-RA, Av_00001833-RA	Dm_00011961-RA
OG0008375	Av_00006668-RA, Av_00016196-RA	Dm_00000612-RA
OG0008376	Av_00015005-RA	Dm_00001443-RA, Dm_00001428-RA
OG0008377	Av_00023481-RA, Av_00023738-RA	Dm_00010809-RA
OG0008378	Av_00023165-RA	Dm_00008004-RA
OG0008379	Av_00017198-RA	Dm_00012482-RA
OG0008381	Av_00020138-RA	Dm_00010264-RA
OG0008381	Av_00011578-RA, Av_00022159-RA	Dm_00003772-RA
OG0008382	Av_00019741-RA, Av_00022712-RA	Dm_00019581-RA
OG0008383	Av_00010768-RA	Dm_00012205-RA
OG0008384	Av_00013770-RA, Av_00011244-RA	Dm_00012783-RA
OG0008385	Av_00007971-RA	Dm_00007536-RA
OG0008386	Av_00020303-RA, Av_00003481-RA	Dm_00001549-RA
OG0008387	Av_00003414-RA	Dm_00008539-RA
OG0008388	Av_00000146-RA	Dm_00002684-RA, Dm_00003581-RA
OG0008390	Av_00019648-RA	Dm_00006841-RA
OG0008391	Av_00014482-RA, Av_00012678-RA	Dm_00009754-RA
OG0008392	Av_00013693-RA	Dm_00007588-RA
OG0008393	Av_00007113-RA	Dm_00014729-RA
OG0008394	Av_00006063-RA, Av_00005530-RA	Dm_00002091-RA
OG0008395	Av_00014218-RA, Av_00011661-RA	Dm_00015464-RA
OG0008396	Av_00012243-RA	Dm_00012997-RA
OG0008397	Av_00008993-RA, Av_00021941-RA	Dm_00009366-RA
OG0008398	Av_00000764-RA	Dm_00000934-RA
OG0008399	Av_00000026-RA	Dm_00008063-RA
OG0008400	Av_00005493-RA, Av_00020827-RA	Dm_00011120-RA
OG0008401	Av_00011631-RA	Dm_00009365-RA
OG0008403	Av_00009016-RA	Dm_00001260-RA
OG0008404	Av_00008692-RA	Dm_00014007-RA
OG0008405	Av_00017436-RA, Av_00024307-RA	Dm_00003573-RA
OG0008406	Av_00021588-RA	Dm_00013837-RA
OG0008407	Av_00009683-RA, Av_00002292-RA	Dm_00002470-RA
OG0008408	Av_00009701-RA, Av_00002312-RA	Dm_00018313-RA
OG0008409	Av_00000271-RA, Av_00007751-RA	Dm_00014549-RA, Dm_00008887-RA
OG0008411	Av_00022652-RA, Av_00020964-RA, Av_00020963-RA	Dm_00012497-RA
OG0008412	Av_00007252-RA	Dm_00014792-RA, Dm_00014794-RA
OG0008413	Av_00010392-RA	Dm_00003965-RA
OG0008414	Av_00003760-RA, Av_00007411-RA	Dm_00000149-RA
OG0008415	Av_00018787-RA	Dm_00017862-RA
OG0008416	Av_00022480-RA	Dm_00016064-RA
OG0008417	Av_00020459-RA, Av_00000641-RA	Dm_00005623-RA, Dm_00015139-RA
OG0008419	Av_00005921-RA, Av_00005652-RA	Dm_00001455-RA
OG0008421	Av_00022389-RA	Dm_00002236-RA
OG0008422	Av_00006671-RA	Dm_00013068-RA, Dm_00000602-RA
OG0008423	Av_00009652-RA	Dm_00011490-RA
OG0008424	Av_00008213-RA, Av_00004377-RA	Dm_00016113-RA
OG0008425	Av_00005629-RA	Dm_00013768-RA
OG0008426	Av_00012262-RA	Dm_00002427-RA
OG0008428	Av_00015384-RA	Dm_00015192-RA
OG0008429	Av_00011180-RA	Dm_00001691-RA
OG0008430	Av_00015126-RA, Av_00016618-RA	Dm_00001811-RA
OG0008431	Av_00016456-RA, Av_00017504-RA	Dm_00009772-RA
OG0008432	Av_00000027-RA	Dm_00008061-RA
OG0008433	Av_00003010-RA	Dm_00000891-RA
OG0008434	Av_00000652-RA, Av_00021748-RA	Dm_00016197-RA
OG0008435	Av_00006159-RA	Dm_00003832-RA
OG0008436	Av_00019923-RA	Dm_00002410-RA, Dm_00005329-RA
OG0008437	Av_00016178-RA, Av_00020368-RA	Dm_00000575-RA
OG0008438	Av_00017631-RA	Dm_00020747-RA
OG0008439	Av_00001631-RA	Dm_00002954-RA
OG0008440	Av_00016410-RA	Dm_00005183-RA
OG0008441	Av_00017055-RA	Dm_00015850-RA
OG0008442	Av_00008806-RA	Dm_00003486-RA
OG0008443	Av_00021746-RA	Dm_00015241-RA
OG0008444	Av_00022677-RA	Dm_00001325-RA
OG0008445	Av_00003241-RA	Dm_00006511-RA
OG0008446	Av_00001552-RA, Av_00013525-RA	Dm_00002579-RA
OG0008447	Av_00002219-RA	Dm_00013978-RA
OG0008448	Av_00001521-RA, Av_00013492-RA	Dm_00011523-RA
OG0008449	Av_00010414-RA, Av_00014574-RA	Dm_00009062-RA, Dm_00016123-RA
OG0008451	Av_00024431-RA	Dm_00011299-RA
OG0008452	Av_00010100-RA	Dm_00002160-RA
OG0008453	Av_00000272-RA	Dm_00003195-RA, Dm_00000397-RA
OG0008455	Av_00005746-RA	Dm_00015342-RA
OG0008456	Av_00004071-RA, Av_00004864-RA, Av_00019425-RA	Dm_00018198-RA
OG0008457	Av_00012190-RA	Dm_00009520-RA
OG0008458	Av_00003321-RA	Dm_00002836-RA
OG0008460	Av_00001680-RA	Dm_00001674-RA
OG0008461	Av_00013392-RA, Av_00015899-RA	Dm_00020933-RA
OG0008462	Av_00002753-RA, Av_00005215-RA	Dm_00003880-RA
OG0008463	Av_00024561-RA	Dm_00006821-RA
OG0008464	Av_00015929-RA, Av_00010497-RA	Dm_00006606-RA
OG0008465	Av_00000898-RA, Av_00023915-RA, Av_00005301-RA	Dm_00020265-RA
OG0008466	Av_00019942-RA	Dm_00009318-RA, Dm_00009466-RA, Dm_00020051-RA
OG0008467	Av_00021657-RA, Av_00003329-RA	Dm_00002813-RA
OG0008468	Av_00017587-RA, Av_00006247-RA	Dm_00009286-RA, Dm_00009283-RA
OG0008469	Av_00019591-RA	Dm_00006491-RA
OG0008470	Av_00005256-RA, Av_00020887-RA, Av_00024379-RA	Dm_00007979-RA
OG0008471	Av_00023272-RA	Dm_00016469-RA
OG0008472	Av_00002626-RA, Av_00005370-RA	Dm_00005381-RA
OG0008473	Av_00005242-RA, Av_00002731-RA	Dm_00011039-RA
OG0008474	Av_00015506-RA	Dm_00008724-RA
OG0008475	Av_00004880-RA	Dm_00014016-RA
OG0008477	Av_00023310-RA, Av_00023057-RA	Dm_00018388-RA
OG0008478	Av_00006329-RA, Av_00007652-RA	Dm_00000392-RA, Dm_00001949-RA
OG0008479	Av_00000108-RA	Dm_00017032-RA
OG0008480	Av_00017014-RA	Dm_00001713-RA
OG0008481	Av_00008350-RA, Av_00017971-RA	Dm_00015475-RA
OG0008482	Av_00002045-RA	Dm_00018842-RA
OG0008484	Av_00017417-RA	Dm_00006079-RA
OG0008485	Av_00022287-RA	Dm_00013242-RA
OG0008487	Av_00025018-RA, Av_00022683-RA, Av_00022863-RA	Dm_00017882-RA, Dm_00012957-RA
OG0008488	Av_00015783-RA	Dm_00011296-RA
OG0008490	Av_00023555-RA, Av_00022214-RA, Av_00023525-RA	Dm_00014471-RA
OG0008490	Av_00022023-RA	Dm_00010989-RA
OG0008491	Av_00007664-RA, Av_00006321-RA	Dm_00000372-RA, Dm_00008426-RA
OG0008494	Av_00011612-RA	Dm_00010761-RA
OG0008495	Av_00020633-RA	Dm_00018314-RA
OG0008496	Av_00011600-RA	Dm_00014518-RA
OG0008497	Av_00013870-RA, Av_00010523-RA	Dm_00018761-RA
OG0008498	Av_00020147-RA	Dm_00020355-RA
OG0008499	Av_00005219-RA	Dm_00003888-RA
OG0008501	Av_00019377-RA	Dm_00006499-RA
OG0008505	Av_00023526-RA, Av_00017511-RA	Dm_00010990-RA
OG0008506	Av_00005485-RA	Dm_00010747-RA
OG0008508	Av_00013401-RA	Dm_00001102-RA
OG0008509	Av_00016579-RA	Dm_00007663-RA
OG0008510	Av_00022740-RA	Dm_00009292-RA
OG0008511	Av_00011281-RA	Dm_00006555-RA
OG0008512	Av_00009283-RA	Dm_00009849-RA
OG0008513	Av_00009750-RA	Dm_00007134-RA
OG0008515	Av_00006727-RA, Av_00020591-RA	Dm_00012198-RA, Dm_00012197-RA, Dm_00008833-RA
OG0008516	Av_00008999-RA, Av_00021948-RA	Dm_00008524-RA
OG0008517	Av_00022300-RA	Dm_00021008-RA
OG0008519	Av_00006351-RA	Dm_00001598-RA
OG0008520	Av_00003298-RA	Dm_00011427-RA
OG0008521	Av_00009331-RA	Dm_00017285-RA, Dm_00010470-RA
OG0008522	Av_00001522-RA	Dm_00006760-RA
OG0008523	Av_00015488-RA	Dm_00020015-RA
OG0008524	Av_00006431-RA, Av_00007536-RA	Dm_00005967-RA
OG0008525	Av_00011379-RA	Dm_00019374-RA
OG0008526	Av_00016487-RA	Dm_00003799-RA
OG0008527	Av_00013189-RA	Dm_00015234-RA
OG0008528	Av_00022678-RA	Dm_00002602-RA
OG0008529	Av_00009303-RA	Dm_00007383-RA
OG0008531	Av_00005431-RA, Av_00002997-RA	Dm_00001492-RA
OG0008532	Av_00012202-RA, Av_00009118-RA, Av_00015602-RA	Dm_00013026-RA
OG0008533	Av_00001764-RA	Dm_00017823-RA
OG0008534	Av_00011160-RA, Av_00004436-RA	Dm_00002748-RA
OG0008535	Av_00003919-RA	Dm_00009674-RA
OG0008536	Av_00024629-RA	Dm_00002857-RA
OG0008537	Av_00022852-RA	Dm_00002776-RA, Dm_00013685-RA
OG0008538	Av_00016812-RA, Av_00020087-RA, Av_00016813-RA	Dm_00010091-RA
OG0008541	Av_00019448-RA	Dm_00001030-RA
OG0008544	Av_00014775-RA, Av_00009178-RA	Dm_00003316-RA
OG0008545	Av_00024929-RA, Av_00022142-RA, Av_00020274-RA, Av_00020276-RA, Av_00020278-RA	Dm_00012153-RA
OG0008546	Av_00002650-RA, Av_00005353-RA	Dm_00016534-RA, Dm_00008837-RA
OG0008549	Av_00005872-RA	Dm_00013401-RA
OG0008549	Av_00023510-RA	Dm_00017629-RA
OG0008555	Av_00013065-RA	Dm_00000244-RA
OG0008594	Av_00020897-RA	Dm_00019888-RA
OG0008595	Av_00022606-RA	Dm_00014572-RA
OG0008596	Av_00005750-RA, Av_00012215-RA	Dm_00018932-RA
OG0008598	Av_00022918-RA, Av_00019404-RA, Av_00022917-RA	Dm_00013728-RA
OG0008600	Av_00024233-RA	Dm_00007885-RA
OG0008601	Av_00001391-RA	Dm_00001118-RA
OG0008602	Av_00002238-RA	Dm_00011660-RA
OG0008603	Av_00020364-RA	Dm_00000573-RA
OG0008604	Av_00013530-RA, Av_00001557-RA	Dm_00015794-RA
OG0008605	Av_00022436-RA	Dm_00010609-RA
OG0008606	Av_00006976-RA	Dm_00009137-RA
OG0008607	Av_00011404-RA, Av_00015946-RA	Dm_00001808-RA
OG0008608	Av_00004351-RA, Av_00008172-RA	Dm_00017155-RA
OG0008608	Av_00011910-RA	Dm_00003701-RA
OG0008610	Av_00019570-RA	Dm_00018676-RA
OG0008611	Av_00023844-RA	Dm_00008204-RA
OG0008612	Av_00002158-RA	Dm_00009742-RA
OG0008613	Av_00002288-RA	Dm_00012207-RA
OG0008613	Av_00017541-RA	Dm_00002447-RA
OG0008615	Av_00008059-RA	Dm_00002567-RA
OG0008617	Av_00000859-RA	Dm_00020276-RA
OG0008618	Av_00009087-RA, Av_00015578-RA	Dm_00013090-RA
OG0008619	Av_00019643-RA, Av_00023145-RA	Dm_00016541-RA
OG0008620	Av_00006995-RA	Dm_00014030-RA
OG0008621	Av_00002805-RA, Av_00019589-RA	Dm_00019496-RA
OG0008622	Av_00020452-RA, Av_00013147-RA	Dm_00009407-RA
OG0008624	Av_00005987-RA, Av_00005593-RA	Dm_00011048-RA
OG0008625	Av_00021025-RA	Dm_00000621-RA
OG0008627	Av_00001421-RA, Av_00017199-RA	Dm_00017191-RA
OG0008630	Av_00017669-RA	Dm_00017917-RA
OG0008631	Av_00018051-RA	Dm_00009427-RA
OG0008632	Av_00016765-RA	Dm_00000523-RA
OG0008633	Av_00005153-RA	Dm_00014684-RA
OG0008634	Av_00002136-RA, Av_00023898-RA	Dm_00008158-RA
OG0008635	Av_00017165-RA	Dm_00017411-RA
OG0008636	Av_00006748-RA	Dm_00002563-RA
OG0008636	Av_00000728-RA	Dm_00001536-RA
OG0008637	Av_00019626-RA, Av_00021796-RA	Dm_00012171-RA
OG0008639	Av_00001592-RA	Dm_00014344-RA
OG0008640	Av_00013515-RA	Dm_00011378-RA
OG0008641	Av_00000607-RA, Av_00019234-RA	Dm_00018343-RA
OG0008642	Av_00021216-RA	Dm_00000519-RA
OG0008643	Av_00010247-RA, Av_00012838-RA	Dm_00001301-RA
OG0008644	Av_00021789-RA, Av_00019613-RA, Av_00021790-RA, Av_00019621-RA	Dm_00015645-RA
OG0008646	Av_00021281-RA, Av_00009739-RA	Dm_00010019-RA
OG0008648	Av_00013674-RA, Av_00006493-RA	Dm_00007824-RA
OG0008650	Av_00008064-RA, Av_00006747-RA	Dm_00001540-RA
OG0008652	Av_00010857-RA, Av_00003398-RA, Av_00022639-RA	Dm_00006918-RA
OG0008653	Av_00018515-RA	Dm_00004642-RA
OG0008654	Av_00009743-RA, Av_00021272-RA	Dm_00006916-RA
OG0008655	Av_00017048-RA	Dm_00009166-RA
OG0008656	Av_00006245-RA, Av_00017584-RA, Av_00006244-RA	Dm_00018183-RA
OG0008657	Av_00007004-RA	Dm_00011136-RA
OG0008658	Av_00018731-RA	Dm_00015312-RA
OG0008660	Av_00019682-RA	Dm_00004541-RA
OG0008661	Av_00002865-RA	Dm_00009332-RA
OG0008662	Av_00016124-RA, Av_00016086-RA	Dm_00007311-RA, Dm_00002841-RA
OG0008664	Av_00017832-RA	Dm_00018487-RA
OG0008666	Av_00016106-RA, Av_00016110-RA	Dm_00004246-RA
OG0008666	Av_00016216-RA	Dm_00005873-RA
OG0008667	Av_00015704-RA	Dm_00011482-RA
OG0008668	Av_00017375-RA	Dm_00007389-RA
OG0008669	Av_00006112-RA	Dm_00012964-RA
OG0008670	Av_00007815-RA	Dm_00005653-RA
OG0008671	Av_00006656-RA, Av_00015119-RA	Dm_00001627-RA
OG0008672	Av_00019105-RA	Dm_00005976-RA
OG0008673	Av_00020859-RA	Dm_00015543-RA, Dm_00003705-RA
OG0008674	Av_00023243-RA	Dm_00006990-RA
OG0008675	Av_00022858-RA	Dm_00003136-RA
OG0008677	Av_00006992-RA, Av_00011849-RA	Dm_00005643-RA
OG0008678	Av_00022199-RA, Av_00020572-RA, Av_00006740-RA	Dm_00008481-RA
OG0008680	Av_00013539-RA	Dm_00017518-RA
OG0008681	Av_00009731-RA	Dm_00001120-RA
OG0008682	Av_00004936-RA	Dm_00007880-RA
OG0008683	Av_00001189-RA	Dm_00012097-RA
OG0008684	Av_00019625-RA	Dm_00012170-RA
OG0008685	Av_00014472-RA	Dm_00012330-RA
OG0008686	Av_00001566-RA	Dm_00016610-RA, Dm_00016611-RA, Dm_00014060-RA
OG0008688	Av_00017324-RA	Dm_00003872-RA, Dm_00014165-RA
OG0008690	Av_00012109-RA, Av_00009012-RA	Dm_00000152-RA
OG0008691	Av_00008101-RA, Av_00014885-RA	Dm_00004488-RA
OG0008692	Av_00001207-RA, Av_00014403-RA, Av_00014905-RA	Dm_00014028-RA, Dm_00005094-RA
OG0008693	Av_00005019-RA	Dm_00009499-RA
OG0008694	Av_00024460-RA	Dm_00010013-RA
OG0008695	Av_00012865-RA, Av_00012864-RA, Av_00002026-RA	Dm_00013802-RA, Dm_00013243-RA, Dm_00011236-RA
OG0008697	Av_00024828-RA, Av_00003294-RA	Dm_00010119-RA
OG0008699	Av_00022405-RA, Av_00019144-RA, Av_00022404-RA	Dm_00016100-RA
OG0008700	Av_00007407-RA	Dm_00013693-RA, Dm_00000123-RA
OG0008701	Av_00021351-RA	Dm_00004503-RA
OG0008703	Av_00011666-RA	Dm_00018333-RA
OG0008704	Av_00021594-RA	Dm_00014607-RA
OG0008704	Av_00016338-RA, Av_00012512-RA	Dm_00004348-RA
OG0008705	Av_00017582-RA, Av_00006241-RA	Dm_00012206-RA
OG0008708	Av_00012885-RA, Av_00013568-RA, Av_00002048-RA	Dm_00007234-RA
OG0008709	Av_00009350-RA, Av_00012459-RA	Dm_00012115-RA
OG0008711	Av_00004767-RA	Dm_00005195-RA
OG0008712	Av_00017785-RA	Dm_00005537-RA
OG0008713	Av_00006949-RA	Dm_00001872-RA
OG0008714	Av_00015362-RA, Av_00000403-RA	Dm_00019638-RA
OG0008715	Av_00007303-RA, Av_00019034-RA	Dm_00018072-RA
OG0008716	Av_00005626-RA	Dm_00005089-RA
OG0008717	Av_00021619-RA, Av_00009025-RA	Dm_00000128-RA
OG0008718	Av_00016317-RA, Av_00011705-RA	Dm_00003685-RA
OG0008719	Av_00017914-RA	Dm_00006594-RA
OG0008720	Av_00000066-RA	Dm_00014780-RA, Dm_00006602-RA
OG0008722	Av_00004519-RA, Av_00004536-RA	Dm_00005945-RA
OG0008723	Av_00007735-RA, Av_00000285-RA, Av_00017952-RA	Dm_00001072-RA
OG0008725	Av_00005621-RA	Dm_00006444-RA
OG0008726	Av_00003165-RA	Dm_00005209-RA
OG0008727	Av_00018181-RA, Av_00000981-RA	Dm_00003480-RA
OG0008729	Av_00016750-RA, Av_00020334-RA	Dm_00002030-RA
OG0008730	Av_00001921-RA, Av_00018979-RA	Dm_00013410-RA
OG0008731	Av_00000524-RA, Av_00017176-RA	Dm_00007409-RA, Dm_00015116-RA
OG0008732	Av_00001369-RA	Dm_00010531-RA
OG0008733	Av_00021103-RA, Av_00009900-RA	Dm_00018838-RA
OG0008734	Av_00007912-RA	Dm_00007862-RA
OG0008735	Av_00017917-RA, Av_00001977-RA	Dm_00006597-RA
OG0008736	Av_00015335-RA, Av_00000425-RA	Dm_00003206-RA
OG0008737	Av_00024469-RA	Dm_00010403-RA
OG0008738	Av_00013381-RA	Dm_00013556-RA
OG0008739	Av_00018976-RA, Av_00001926-RA	Dm_00005809-RA
OG0008740	Av_00003190-RA, Av_00013884-RA, Av_00015243-RA	Dm_00014077-RA
OG0008741	Av_00025107-RA	Dm_00019050-RA
OG0008742	Av_00015908-RA, Av_00025000-RA	Dm_00012203-RA, Dm_00007741-RA
OG0008743	Av_00009998-RA	Dm_00002385-RA
OG0008744	Av_00000340-RA, Av_00021669-RA	Dm_00015955-RA
OG0008746	Av_00017327-RA, Av_00012251-RA	Dm_00011000-RA
OG0008747	Av_00014085-RA	Dm_00012461-RA
OG0008749	Av_00012286-RA, Av_00004423-RA	Dm_00014818-RA, Dm_00014817-RA, Dm_00001741-RA
OG0008751	Av_00006615-RA, Av_00016493-RA	Dm_00005488-RA
OG0008752	Av_00009022-RA	Dm_00000131-RA
OG0008753	Av_00022819-RA	Dm_00007372-RA
OG0008754	Av_00015804-RA	Dm_00014501-RA
OG0008757	Av_00007564-RA	Dm_00002180-RA
OG0008760	Av_00007992-RA	Dm_00007081-RA
OG0008761	Av_00009759-RA, Av_00008801-RA	Dm_00008261-RA
OG0008762	Av_00006613-RA, Av_00016495-RA	Dm_00005491-RA
OG0008763	Av_00003491-RA, Av_00020298-RA	Dm_00002005-RA
OG0008764	Av_00010926-RA	Dm_00004081-RA
OG0008765	Av_00023003-RA	Dm_00011787-RA
OG0008766	Av_00004420-RA	Dm_00009659-RA, Dm_00001735-RA
OG0008767	Av_00009875-RA	Dm_00004855-RA
OG0008768	Av_00011343-RA	Dm_00020459-RA
OG0008770	Av_00008375-RA, Av_00020499-RA, Av_00000121-RA	Dm_00016243-RA
OG0008771	Av_00016438-RA	Dm_00001142-RA
OG0008772	Av_00017808-RA, Av_00022481-RA	Dm_00016063-RA
OG0008774	Av_00019871-RA	Dm_00003820-RA
OG0008775	Av_00000101-RA	Dm_00013060-RA
OG0008776	Av_00003842-RA, Av_00005030-RA	Dm_00015400-RA
OG0008777	Av_00020962-RA	Dm_00016449-RA
OG0008779	Av_00002370-RA	Dm_00011993-RA
OG0008780	Av_00017529-RA	Dm_00010330-RA
OG0008781	Av_00016414-RA	Dm_00014997-RA
