Orthogroup	A_vesiculosa.proteins	S_lycopersicum.proteins
OG0008680	Av_00013539-RA	Solyc09g098530.3.1
OG0008681	Av_00009731-RA	Solyc09g057950.3.1
OG0008682	Av_00004936-RA	Solyc01g081610.3.1
OG0008683	Av_00001189-RA	Solyc01g006130.3.1
OG0008684	Av_00019625-RA	Solyc10g080560.2.1
OG0008685	Av_00014472-RA	Solyc03g059310.3.1
OG0008686	Av_00001566-RA	Solyc02g081580.3.1
OG0008687	Av_00002229-RA	Solyc06g083540.3.1, Solyc06g083560.3.1, Solyc09g061730.2.1
OG0008688	Av_00017324-RA	Solyc11g068540.2.1
OG0008690	Av_00012109-RA, Av_00009012-RA	Solyc04g082380.3.1
OG0008691	Av_00008101-RA, Av_00014885-RA	Solyc11g008670.2.1
OG0008692	Av_00001207-RA, Av_00014403-RA, Av_00014905-RA	Solyc06g065475.1.1
OG0008693	Av_00005019-RA	Solyc11g005880.2.1
OG0008694	Av_00024460-RA	Solyc02g094500.3.1
OG0008695	Av_00012865-RA, Av_00012864-RA, Av_00002026-RA	Solyc01g080750.3.1
OG0008697	Av_00024828-RA, Av_00003294-RA	Solyc06g065360.3.1
OG0008698	Av_00003754-RA, Av_00007418-RA	Solyc08g042080.3.1
OG0008699	Av_00022405-RA, Av_00019144-RA, Av_00022404-RA	Solyc07g006990.2.1
OG0008700	Av_00007407-RA	Solyc02g085935.1.1, Solyc04g081940.3.1
OG0008701	Av_00021351-RA	Solyc02g083180.3.1
OG0008702	Av_00011528-RA, Av_00000120-RA	Solyc11g018580.2.1
OG0008704	Av_00021594-RA, Av_00016338-RA, Av_00012512-RA	Solyc02g085340.1.1
OG0008705	Av_00017582-RA, Av_00006241-RA	Solyc12g044750.2.1
OG0008706	Av_00010803-RA, Av_00010220-RA	Solyc04g078850.3.1
OG0008707	Av_00004484-RA	Solyc07g006960.3.1
OG0008708	Av_00012885-RA, Av_00013568-RA, Av_00002048-RA	Solyc11g069150.2.1
OG0008709	Av_00009350-RA, Av_00012459-RA	Solyc10g079640.2.1
OG0008710	Av_00012480-RA, Av_00016383-RA	Solyc02g082850.3.1
OG0008711	Av_00004767-RA	Solyc04g078780.3.1
OG0008712	Av_00017785-RA	Solyc11g013810.2.1
OG0008713	Av_00006949-RA	Solyc05g009080.3.1
OG0008714	Av_00015362-RA, Av_00000403-RA	Solyc02g085600.1.1
OG0008715	Av_00007303-RA, Av_00019034-RA	Solyc01g106470.3.1
OG0008716	Av_00005626-RA	Solyc02g080140.3.1
OG0008717	Av_00021619-RA, Av_00009025-RA	Solyc04g082010.1.1
OG0008718	Av_00016317-RA, Av_00011705-RA	Solyc02g084610.1.1
OG0008719	Av_00017914-RA	Solyc02g092380.3.1
OG0008720	Av_00000066-RA	Solyc03g093220.3.1
OG0008722	Av_00004519-RA, Av_00004536-RA	Solyc01g107550.3.1
OG0008723	Av_00007735-RA, Av_00000285-RA, Av_00017952-RA	Solyc02g090310.1.1
OG0008724	Av_00018742-RA, Av_00008843-RA	Solyc01g106370.3.1
OG0008725	Av_00005621-RA	Solyc03g032050.3.1
OG0008726	Av_00003165-RA	Solyc06g009220.3.1
OG0008727	Av_00018181-RA, Av_00000981-RA	Solyc11g012730.2.1
OG0008729	Av_00016750-RA, Av_00020334-RA	Solyc05g018650.3.1
OG0008730	Av_00001921-RA, Av_00018979-RA	Solyc02g083460.3.1
OG0008731	Av_00000524-RA, Av_00017176-RA	Solyc03g115230.3.1, Solyc06g082560.2.1
OG0008732	Av_00001369-RA	Solyc01g096900.3.1
OG0008733	Av_00021103-RA, Av_00009900-RA	Solyc04g081050.2.1
OG0008734	Av_00007912-RA	Solyc07g022790.3.1
OG0008735	Av_00017917-RA, Av_00001977-RA	Solyc03g044010.3.1, Solyc02g092440.3.1
OG0008736	Av_00015335-RA, Av_00000425-RA	Solyc04g051510.1.1
OG0008737	Av_00024469-RA	Solyc10g047050.2.1
OG0008738	Av_00013381-RA	Solyc06g060460.3.1
OG0008739	Av_00018976-RA, Av_00001926-RA	Solyc02g083610.3.1
OG0008740	Av_00003190-RA, Av_00013884-RA, Av_00015243-RA	Solyc12g096120.2.1, Solyc08g075780.3.1
OG0008741	Av_00025107-RA	Solyc03g032000.3.1, Solyc02g082250.3.1
OG0008742	Av_00015908-RA, Av_00025000-RA	Solyc02g092660.3.1
OG0008743	Av_00009998-RA	Solyc04g078630.3.1
OG0008744	Av_00000340-RA, Av_00021669-RA	Solyc11g040400.1.1, Solyc11g044450.2.1, Solyc06g060240.1.1
OG0008746	Av_00017327-RA, Av_00012251-RA	Solyc12g056830.1.1
OG0008747	Av_00014085-RA	Solyc10g085660.2.1
OG0008749	Av_00012286-RA, Av_00004423-RA	Solyc01g109260.3.1
OG0008750	Av_00020187-RA	Solyc04g071120.3.1
OG0008751	Av_00006615-RA, Av_00016493-RA	Solyc10g005930.2.1
OG0008752	Av_00009022-RA	Solyc04g082090.3.1
OG0008753	Av_00022819-RA	Solyc04g009320.3.1
OG0008754	Av_00015804-RA	Solyc04g064820.3.1
OG0008757	Av_00007564-RA	Solyc05g012930.3.1
OG0008759	Av_00010895-RA	Solyc09g010500.3.1
OG0008760	Av_00007992-RA	Solyc03g120740.1.1
OG0008761	Av_00009759-RA, Av_00008801-RA	Solyc01g107600.3.1
OG0008762	Av_00006613-RA, Av_00016495-RA	Solyc04g049070.3.1
OG0008763	Av_00003491-RA, Av_00020298-RA	Solyc09g097850.1.1, Solyc12g098615.1.1
OG0008764	Av_00010926-RA	Solyc11g030380.2.1, Solyc11g030390.2.1
OG0008765	Av_00023003-RA	Solyc04g057990.3.1
OG0008766	Av_00004420-RA	Solyc01g109070.2.1
OG0008767	Av_00009875-RA	Solyc10g055240.2.1, Solyc01g111260.2.1, Solyc01g111250.3.1
OG0008768	Av_00011343-RA	Solyc02g084820.3.1
OG0008770	Av_00008375-RA, Av_00020499-RA, Av_00000121-RA	Solyc11g013450.2.1
OG0008771	Av_00016438-RA	Solyc04g079845.1.1
OG0008772	Av_00017808-RA, Av_00022481-RA	Solyc11g017130.2.1, Solyc06g065450.3.1
OG0008773	Av_00003186-RA	Solyc11g012970.2.1
OG0008774	Av_00019871-RA	Solyc05g055380.2.1
OG0008775	Av_00000101-RA	Solyc08g078280.1.1
OG0008776	Av_00003842-RA, Av_00005030-RA	Solyc12g096690.2.1
OG0008777	Av_00020962-RA	Solyc11g005870.2.1
OG0008779	Av_00002370-RA	Solyc07g063080.3.1
OG0008780	Av_00017529-RA	Solyc08g076610.3.1
OG0008781	Av_00016414-RA	Solyc07g063270.3.1
OG0008782	Av_00019132-RA	Solyc07g049570.3.1
OG0008783	Av_00014122-RA, Av_00005632-RA	Solyc02g079880.3.1
OG0008784	Av_00006585-RA	Solyc12g005180.2.1
OG0008785	Av_00008507-RA	Solyc04g017680.3.1
OG0008787	Av_00000219-RA	Solyc07g062450.3.1
OG0008788	Av_00014003-RA	Solyc03g093970.3.1, Solyc04g048930.1.1, Solyc02g062810.3.1
OG0008789	Av_00018478-RA	Solyc02g070540.3.1
OG0008790	Av_00010362-RA, Av_00014529-RA	Solyc01g096530.3.1, Solyc10g006490.3.1
OG0008791	Av_00014119-RA	Solyc08g078630.3.1
OG0008792	Av_00010088-RA	Solyc07g045070.3.1
OG0008793	Av_00002441-RA	Solyc09g009340.2.1
OG0008795	Av_00019714-RA	Solyc07g053660.3.1
OG0008796	Av_00007093-RA	Solyc02g069950.3.1
OG0008799	Av_00002532-RA, Av_00015771-RA	Solyc07g063650.3.1
OG0008800	Av_00020054-RA	Solyc02g069640.3.1
OG0008801	Av_00012341-RA	Solyc07g042010.3.1
OG0008802	Av_00017439-RA	Solyc07g053860.3.1
OG0008803	Av_00012445-RA	Solyc09g097920.2.1
OG0008804	Av_00010682-RA, Av_00018592-RA	Solyc08g083270.2.1
OG0008805	Av_00009227-RA	Solyc03g096850.3.1
OG0008806	Av_00017753-RA, Av_00004764-RA, Av_00006201-RA	Solyc12g005990.2.1, Solyc07g049410.3.1
OG0008808	Av_00000174-RA	Solyc07g064500.3.1
OG0008809	Av_00022312-RA	Solyc07g054220.1.1, Solyc12g013660.2.1
OG0008810	Av_00018157-RA	Solyc06g066810.3.1
OG0008811	Av_00020403-RA, Av_00014050-RA	Solyc01g057780.3.1
OG0008812	Av_00023425-RA	Solyc07g006010.3.1
OG0008813	Av_00010073-RA, Av_00014324-RA	Solyc08g068300.3.1
OG0008814	Av_00024462-RA, Av_00007141-RA	Solyc07g017540.3.1
OG0008815	Av_00005931-RA	Solyc02g079050.3.1
OG0008816	Av_00019868-RA	Solyc01g091160.4.1, Solyc01g091170.3.1
OG0008817	Av_00008726-RA, Av_00023134-RA	Solyc07g054540.3.1
OG0008818	Av_00010440-RA, Av_00014593-RA	Solyc12g056170.2.1
OG0008819	Av_00003006-RA	Solyc08g078320.3.1
OG0008820	Av_00012321-RA, Av_00004495-RA	Solyc07g006070.1.1
OG0008822	Av_00001100-RA, Av_00021255-RA	Solyc07g042620.3.1
OG0008823	Av_00019949-RA	Solyc07g006810.3.1
OG0008824	Av_00000916-RA	Solyc07g008160.3.1
OG0008825	Av_00001601-RA, Av_00009161-RA	Solyc07g049610.1.1, Solyc07g044960.1.1
OG0008827	Av_00003995-RA	Solyc07g007190.3.1
OG0008828	Av_00012778-RA, Av_00006229-RA	Solyc11g071330.2.1
OG0008829	Av_00001603-RA, Av_00009376-RA	Solyc03g006870.3.1
OG0008830	Av_00014766-RA	Solyc03g026260.3.1
OG0008831	Av_00017740-RA	Solyc04g080110.3.1, Solyc04g080060.3.1
OG0008832	Av_00020899-RA, Av_00023150-RA, Av_00017313-RA, Av_00003518-RA, Av_00012988-RA, Av_00018042-RA, Av_00017827-RA, Av_00025029-RA	Solyc12g098350.1.1
OG0008835	Av_00009835-RA	Solyc05g044630.3.1
OG0008836	Av_00018807-RA	Solyc10g079000.1.1
OG0008837	Av_00003242-RA	Solyc01g095180.2.1, Solyc10g011880.1.1
OG0008839	Av_00010349-RA	Solyc08g078460.3.1
OG0008840	Av_00004685-RA, Av_00018275-RA, Av_00010101-RA	Solyc06g065720.1.1
OG0008842	Av_00012143-RA	Solyc02g087250.3.1
OG0008843	Av_00023427-RA	Solyc07g006190.3.1
OG0008844	Av_00012305-RA, Av_00004410-RA	Solyc05g025600.1.1
OG0008845	Av_00017179-RA	Solyc10g076800.2.1
OG0008846	Av_00016621-RA	Solyc01g100650.3.1
OG0008848	Av_00023200-RA	Solyc07g063250.3.1
OG0008849	Av_00023646-RA, Av_00017134-RA	Solyc12g009210.2.1, Solyc07g042160.3.1
OG0008851	Av_00008018-RA	Solyc03g121260.3.1
OG0008854	Av_00023424-RA, Av_00017119-RA	Solyc07g006000.3.1
OG0008856	Av_00018654-RA, Av_00008393-RA	Solyc12g015910.1.1, Solyc12g015820.1.1
OG0008857	Av_00008906-RA	Solyc03g059390.3.1, Solyc07g025510.3.1
OG0008858	Av_00016807-RA	Solyc06g074090.3.1, Solyc01g009310.3.1
OG0008859	Av_00015070-RA, Av_00006116-RA, Av_00017667-RA	Solyc03g095840.3.1
OG0008861	Av_00024415-RA, Av_00017162-RA	Solyc11g067090.2.1
OG0008863	Av_00020399-RA	Solyc08g075570.3.1
OG0008864	Av_00004135-RA	Solyc03g120490.3.1
OG0008865	Av_00023595-RA, Av_00004476-RA	Solyc07g009320.3.1
OG0008867	Av_00021631-RA	Solyc12g006880.2.1
OG0008869	Av_00020747-RA	Solyc06g066670.3.1
OG0008871	Av_00018583-RA	Solyc08g078753.1.1
OG0008872	Av_00004783-RA	Solyc01g079330.3.1
OG0008873	Av_00015555-RA	Solyc09g005130.3.1
OG0008874	Av_00024175-RA	Solyc01g096240.3.1
OG0008876	Av_00022742-RA	Solyc04g026070.1.1, Solyc08g044480.1.1, Solyc03g117530.1.1
OG0008877	Av_00019756-RA	Solyc02g055440.3.1
OG0008879	Av_00012912-RA, Av_00001608-RA, Av_00001609-RA, Av_00009381-RA	Solyc03g026330.3.1
OG0008883	Av_00009370-RA	Solyc03g007090.1.1
OG0008884	Av_00021247-RA, Av_00023856-RA	Solyc08g006150.3.1, Solyc12g096320.2.1
OG0008885	Av_00014549-RA, Av_00010385-RA	Solyc08g079510.3.1
OG0008887	Av_00004138-RA	Solyc07g020860.3.1
OG0008888	Av_00005169-RA	Solyc06g063220.3.1, Solyc12g055760.2.1
OG0008889	Av_00008014-RA	Solyc03g121120.3.1
OG0008890	Av_00023078-RA	Solyc01g091310.3.1
OG0008891	Av_00010057-RA	Solyc03g116790.3.1
OG0008893	Av_00019520-RA	Solyc12g006030.2.1
OG0008895	Av_00020212-RA	Solyc06g011520.3.1
OG0008896	Av_00004768-RA	Solyc07g048120.3.1
OG0008897	Av_00013059-RA, Av_00018896-RA	Solyc03g097030.3.1
OG0008898	Av_00017180-RA	Solyc07g062760.2.1
OG0008899	Av_00021410-RA, Av_00005880-RA	Solyc02g076850.2.1
OG0008900	Av_00012668-RA	Solyc03g063760.3.1
OG0008901	Av_00013629-RA, Av_00008251-RA	Solyc04g010120.3.1
OG0008903	Av_00000485-RA, Av_00022367-RA	Solyc02g083590.3.1
OG0008905	Av_00014259-RA, Av_00010156-RA	Solyc07g056160.3.1
OG0008906	Av_00023896-RA	Solyc10g085220.2.1
OG0008908	Av_00005541-RA, Av_00006042-RA	Solyc05g052240.3.1
OG0008909	Av_00004049-RA	Solyc05g006200.3.1
OG0008910	Av_00017742-RA	Solyc07g052570.3.1
OG0008912	Av_00008173-RA	Solyc03g071720.3.1
OG0008913	Av_00015740-RA	Solyc11g011900.1.1
OG0008914	Av_00008517-RA, Av_00021074-RA	Solyc11g072050.1.1, Solyc06g073650.1.1
OG0008915	Av_00023511-RA	Solyc06g076930.2.1, Solyc02g081870.3.1
OG0008916	Av_00022125-RA	Solyc03g059260.3.1
OG0008917	Av_00006499-RA, Av_00013686-RA, Av_00004341-RA	Solyc01g005600.3.1
OG0008918	Av_00001159-RA	Solyc05g056130.3.1
OG0008919	Av_00020702-RA	Solyc06g073560.3.1, Solyc11g069180.2.1
OG0008920	Av_00003559-RA	Solyc05g054940.3.1
OG0008921	Av_00013474-RA	Solyc09g008030.1.1, Solyc00g084870.3.1, Solyc10g039363.1.1
OG0008922	Av_00023037-RA	Solyc10g078400.2.1
OG0008923	Av_00020078-RA, Av_00015447-RA	Solyc08g048520.1.1, Solyc08g048540.2.1
OG0008924	Av_00024007-RA, Av_00024208-RA	Solyc11g005090.2.1
OG0008925	Av_00006006-RA	Solyc02g071750.3.1, Solyc03g005930.3.1
OG0008926	Av_00009169-RA	Solyc09g005560.3.1
OG0008927	Av_00019730-RA	Solyc10g006350.3.1
OG0008928	Av_00009631-RA	Solyc12g096780.2.1, Solyc11g072645.1.1
OG0008929	Av_00012765-RA, Av_00006218-RA, Av_00018528-RA, Av_00012690-RA	Solyc12g011280.2.1, Solyc10g007690.3.1
OG0008930	Av_00004761-RA, Av_00016951-RA	Solyc07g048080.3.1
OG0008931	Av_00010763-RA	Solyc12g010870.2.1, Solyc07g055050.3.1
OG0008932	Av_00011583-RA	Solyc01g102820.3.1
OG0008933	Av_00004774-RA	Solyc07g052440.3.1, Solyc07g052430.3.1
OG0008935	Av_00010148-RA	Solyc05g005310.2.1
OG0008937	Av_00023627-RA	Solyc03g124030.3.1
OG0008938	Av_00000155-RA	Solyc10g006080.2.1
OG0008939	Av_00023721-RA	Solyc06g082360.3.1
OG0008940	Av_00015932-RA	Solyc09g010560.2.1
OG0008941	Av_00018612-RA, Av_00003954-RA, Av_00005796-RA, Av_00012186-RA	Solyc01g087990.3.1, Solyc10g080030.2.1
OG0008942	Av_00012619-RA	Solyc09g010270.1.1, Solyc09g010260.3.1
OG0008943	Av_00014350-RA, Av_00014273-RA	Solyc01g087620.3.1
OG0008944	Av_00000390-RA	Solyc03g115630.3.1
OG0008946	Av_00019608-RA, Av_00001450-RA	Solyc12g096080.2.1
OG0008947	Av_00023829-RA, Av_00020016-RA	Solyc09g009190.3.1
OG0008948	Av_00007331-RA, Av_00013278-RA	Solyc11g071930.2.1, Solyc03g013180.1.1, Solyc06g073950.3.1
OG0008949	Av_00017150-RA, Av_00014444-RA, Av_00018806-RA	Solyc10g080580.1.1, Solyc03g059080.2.1, Solyc10g078940.2.1
OG0008950	Av_00014358-RA	Solyc11g008360.2.1
OG0008951	Av_00007590-RA	Solyc07g005880.3.1
OG0008952	Av_00002946-RA	Solyc10g083240.2.1
OG0008955	Av_00012003-RA, Av_00003881-RA	Solyc05g052930.3.1
OG0008956	Av_00014408-RA	Solyc01g008925.1.1
OG0008957	Av_00001301-RA	Solyc10g009400.3.1
OG0008958	Av_00002366-RA, Av_00017218-RA	Solyc07g063000.3.1
OG0008959	Av_00018486-RA, Av_00019013-RA, Av_00023799-RA	Solyc10g007830.1.1
OG0008960	Av_00022343-RA, Av_00014469-RA	Solyc03g064010.3.1
OG0008962	Av_00018375-RA	Solyc02g081970.3.1
OG0008963	Av_00014267-RA	Solyc09g018510.3.1
OG0008964	Av_00005800-RA	Solyc01g087720.3.1
OG0008965	Av_00002338-RA, Av_00007830-RA	Solyc07g062390.3.1
OG0008966	Av_00005689-RA	Solyc08g076570.3.1
OG0008967	Av_00023639-RA	Solyc01g096910.3.1
OG0008968	Av_00008234-RA	Solyc01g056340.3.1
OG0008969	Av_00017660-RA, Av_00008944-RA	Solyc07g009140.3.1
OG0008970	Av_00002967-RA	Solyc03g118523.1.1
OG0008971	Av_00020493-RA, Av_00019185-RA	Solyc03g059100.2.1
OG0008972	Av_00013348-RA	Solyc11g066110.2.1
OG0008973	Av_00020731-RA	Solyc06g082280.3.1
OG0008974	Av_00024819-RA	Solyc08g066740.3.1
OG0008975	Av_00000577-RA	Solyc03g120460.3.1
OG0008976	Av_00005964-RA	Solyc02g032870.3.1
OG0008977	Av_00003956-RA	Solyc01g087890.3.1
OG0008978	Av_00021061-RA, Av_00008508-RA	Solyc06g073840.3.1
OG0008979	Av_00023368-RA	Solyc07g055030.1.1, Solyc07g055025.1.1, Solyc07g056070.2.1
OG0008981	Av_00012644-RA, Av_00017184-RA	Solyc12g014270.2.1, Solyc10g007330.1.1, Solyc07g062460.3.1
OG0008983	Av_00019857-RA	Solyc10g076930.2.1
OG0008984	Av_00019963-RA	Solyc03g095470.3.1
OG0008985	Av_00001153-RA, Av_00014349-RA	Solyc04g025230.1.1, Solyc04g025240.2.1
OG0008986	Av_00000795-RA	Solyc09g013120.3.1
OG0008987	Av_00010046-RA	Solyc02g068740.3.1
OG0008988	Av_00022518-RA	Solyc07g053540.1.1, Solyc07g053530.1.1
OG0008989	Av_00013110-RA	Solyc06g005080.3.1
OG0008990	Av_00010295-RA	Solyc11g068880.2.1, Solyc06g074000.1.1
OG0008992	Av_00021113-RA, Av_00021112-RA, Av_00003133-RA, Av_00014016-RA	Solyc01g090530.2.1, Solyc10g019260.2.1
OG0008993	Av_00000664-RA, Av_00023728-RA	Solyc10g078540.2.1
OG0008994	Av_00022025-RA	Solyc00g120930.2.1
OG0008995	Av_00011847-RA	Solyc00g095450.1.1, Solyc04g008580.3.1
OG0008996	Av_00024188-RA, Av_00005916-RA	Solyc02g078270.3.1
OG0008997	Av_00010624-RA	Solyc11g012360.2.1
OG0008998	Av_00014818-RA, Av_00022743-RA, Av_00022950-RA	Solyc07g044860.3.1
OG0008999	Av_00016543-RA	Solyc06g071630.2.1
OG0009000	Av_00011795-RA	Solyc10g005090.3.1
OG0009002	Av_00017508-RA	Solyc12g005410.2.1
OG0009003	Av_00010063-RA	Solyc06g068010.3.1
OG0009004	Av_00024788-RA	Solyc03g059030.3.1
OG0009005	Av_00006120-RA	Solyc11g068980.2.1
OG0009006	Av_00024287-RA, Av_00003085-RA	Solyc07g064160.3.1
OG0009007	Av_00002384-RA, Av_00018402-RA	Solyc10g006980.3.1
OG0009008	Av_00022086-RA	Solyc03g119100.2.1, Solyc02g079290.3.1
OG0009009	Av_00022286-RA	Solyc11g016970.2.1
OG0009010	Av_00011802-RA	Solyc04g050270.1.1
OG0009011	Av_00009269-RA	Solyc10g006780.3.1
OG0009013	Av_00000741-RA	Solyc09g091820.3.1
OG0009014	Av_00008947-RA, Av_00009270-RA, Av_00015010-RA	Solyc03g111550.3.1
OG0009015	Av_00013974-RA, Av_00003284-RA	Solyc11g027840.2.1
OG0009016	Av_00000092-RA, Av_00011498-RA	Solyc10g081990.1.1, Solyc11g039953.1.1
OG0009017	Av_00002636-RA	Solyc05g014690.2.1
OG0009018	Av_00011466-RA	Solyc11g013030.2.1
OG0009019	Av_00020650-RA, Av_00000620-RA	Solyc09g076050.3.1
OG0009020	Av_00014821-RA, Av_00014822-RA	Solyc02g082840.3.1
OG0009022	Av_00006487-RA, Av_00013666-RA	Solyc06g008180.2.1
OG0009023	Av_00008581-RA, Av_00014618-RA	Solyc11g022390.2.1
OG0009024	Av_00017204-RA	Solyc04g045590.3.1
OG0009025	Av_00017043-RA	Solyc09g090100.3.1
OG0009026	Av_00005428-RA	Solyc08g083080.3.1, Solyc08g083140.3.1, Solyc08g083100.2.1
OG0009029	Av_00009963-RA	Solyc11g072180.2.1, Solyc01g008990.3.1
OG0009030	Av_00009471-RA	Solyc03g082685.1.1, Solyc03g082680.3.1
OG0009031	Av_00009024-RA, Av_00021618-RA	Solyc12g094440.2.1
OG0009032	Av_00021846-RA	Solyc02g067940.2.1
OG0009033	Av_00001839-RA, Av_00013720-RA	Solyc05g051590.3.1
OG0009034	Av_00000760-RA	Solyc09g064330.2.1, Solyc09g064350.1.1, Solyc09g064340.1.1
OG0009035	Av_00002148-RA	Solyc01g058140.3.1
OG0009036	Av_00014617-RA, Av_00008580-RA	Solyc03g033380.3.1
OG0009038	Av_00024082-RA	Solyc01g068050.3.1
OG0009039	Av_00009200-RA, Av_00014789-RA	Solyc03g007500.3.1, Solyc03g007440.3.1
OG0009040	Av_00019091-RA	Solyc01g103110.3.1
OG0009041	Av_00016202-RA	Solyc10g044710.2.1
OG0009042	Av_00011461-RA	Solyc06g060390.3.1
OG0009043	Av_00022465-RA	Solyc01g109710.3.1
OG0009044	Av_00016267-RA	Solyc08g029200.3.1
OG0009045	Av_00024593-RA	Solyc02g094100.3.1
OG0009046	Av_00020607-RA	Solyc03g008010.3.1
OG0009047	Av_00006927-RA, Av_00021045-RA, Av_00006652-RA	Solyc01g100520.3.1
OG0009049	Av_00003976-RA	Solyc08g082880.3.1
OG0009050	Av_00010627-RA	Solyc08g076680.2.1
OG0009051	Av_00007602-RA	Solyc05g009910.3.1
OG0009052	Av_00017589-RA	Solyc09g042335.1.1, Solyc03g118610.3.1
OG0009053	Av_00022260-RA, Av_00013961-RA	Solyc12g055850.2.1, Solyc05g050520.3.1, Solyc01g096150.3.1
OG0009055	Av_00008855-RA, Av_00018728-RA	Solyc01g107090.2.1, Solyc01g107100.3.1
OG0009056	Av_00002009-RA	Solyc02g090890.3.1
OG0009057	Av_00023392-RA, Av_00013648-RA	Solyc02g082130.2.1
OG0009059	Av_00019349-RA	Solyc04g071565.1.1
OG0009060	Av_00012362-RA, Av_00004526-RA	Solyc01g108000.3.1
OG0009061	Av_00000858-RA	Solyc12g095770.2.1
OG0009062	Av_00019637-RA	Solyc09g091100.3.1
OG0009063	Av_00004259-RA, Av_00004626-RA	Solyc01g105050.3.1, Solyc01g105030.3.1
OG0009064	Av_00004282-RA, Av_00007270-RA, Av_00018304-RA	Solyc01g111370.3.1
OG0009065	Av_00000596-RA, Av_00019219-RA	Solyc06g053790.3.1
OG0009066	Av_00013845-RA	Solyc03g112280.3.1
OG0009067	Av_00016644-RA, Av_00014863-RA, Av_00006956-RA, Av_00011803-RA	Solyc04g050490.3.1
OG0009068	Av_00001141-RA	Solyc09g074880.3.1
OG0009069	Av_00024038-RA, Av_00017809-RA	Solyc11g017140.2.1, Solyc06g065440.1.1
OG0009070	Av_00014283-RA, Av_00010132-RA	Solyc01g111780.3.1
OG0009072	Av_00020804-RA	Solyc08g080930.1.1, Solyc12g056260.1.1
OG0009073	Av_00020644-RA, Av_00000616-RA	Solyc09g082320.3.1
OG0009074	Av_00013826-RA	Solyc03g019720.4.1
OG0009075	Av_00005470-RA	Solyc12g056340.2.1
OG0009077	Av_00017032-RA	Solyc01g104410.3.1
OG0009078	Av_00008975-RA	Solyc08g065990.3.1
OG0009079	Av_00022462-RA, Av_00023951-RA, Av_00011161-RA	Solyc06g075810.3.1
OG0009080	Av_00006718-RA, Av_00024351-RA, Av_00021749-RA	Solyc01g066590.3.1
OG0009081	Av_00018132-RA	Solyc01g005110.3.1
OG0009082	Av_00013410-RA, Av_00023106-RA	Solyc02g090230.3.1
OG0009083	Av_00017067-RA	Solyc04g009020.3.1
OG0009084	Av_00016243-RA	Solyc01g097160.3.1
OG0009085	Av_00020442-RA	Solyc02g092920.3.1
OG0009088	Av_00021835-RA, Av_00012244-RA	Solyc01g010000.3.1
OG0009089	Av_00011123-RA, Av_00011124-RA	Solyc08g083035.1.1
OG0009090	Av_00014287-RA, Av_00010127-RA	Solyc07g043600.3.1
OG0009093	Av_00006463-RA, Av_00006462-RA	Solyc01g067490.3.1
OG0009094	Av_00014953-RA	Solyc01g091020.3.1
OG0009095	Av_00018363-RA, Av_00005152-RA, Av_00024786-RA	Solyc09g065240.3.1
OG0009096	Av_00014866-RA	Solyc11g013290.2.1
OG0009097	Av_00020873-RA	Solyc06g083870.3.1
OG0009099	Av_00020333-RA	Solyc05g056545.1.1
OG0009100	Av_00008798-RA	Solyc01g107660.3.1
OG0009101	Av_00011760-RA	Solyc02g086600.3.1
OG0009102	Av_00021950-RA, Av_00009001-RA	Solyc02g088550.3.1, Solyc06g074770.3.1
OG0009103	Av_00015004-RA, Av_00009275-RA	Solyc03g112230.3.1, Solyc06g071770.3.1
OG0009106	Av_00011768-RA, Av_00011767-RA	Solyc12g062860.2.1
OG0009107	Av_00006397-RA, Av_00007577-RA	Solyc01g010390.3.1, Solyc01g010397.1.1
OG0009108	Av_00010735-RA	Solyc03g098440.3.1
OG0009109	Av_00009556-RA	Solyc03g098230.3.1
OG0009110	Av_00012840-RA	Solyc02g014150.3.1
OG0009111	Av_00001573-RA	Solyc05g052020.3.1, Solyc03g093510.2.1
OG0009112	Av_00000530-RA, Av_00011243-RA	Solyc03g115490.1.1
OG0009113	Av_00003000-RA	Solyc08g078130.3.1
OG0009114	Av_00012412-RA, Av_00009297-RA	Solyc06g073360.3.1
OG0009115	Av_00006248-RA	Solyc03g118650.3.1
OG0009116	Av_00017456-RA, Av_00023644-RA	Solyc09g091170.3.1
OG0009117	Av_00016535-RA, Av_00006552-RA	Solyc10g007940.1.1
OG0009118	Av_00001681-RA	Solyc10g081530.2.1
OG0009119	Av_00020235-RA	Solyc02g067740.3.1
OG0009120	Av_00008742-RA	Solyc04g008350.1.1, Solyc01g005070.3.1
OG0009121	Av_00021197-RA	Solyc08g077440.3.1
OG0009122	Av_00015581-RA, Av_00009097-RA	Solyc02g089540.3.1, Solyc02g089520.2.1
OG0009123	Av_00015866-RA, Av_00024006-RA	Solyc12g096180.1.1, Solyc08g075230.1.1
OG0009124	Av_00015252-RA	Solyc11g071865.1.1
OG0009125	Av_00009322-RA, Av_00012435-RA	Solyc03g115820.3.1
OG0009126	Av_00001676-RA, Av_00009472-RA	Solyc03g033950.3.1
OG0009127	Av_00012556-RA	Solyc08g077270.3.1
OG0009128	Av_00015594-RA, Av_00009109-RA	Solyc02g089110.3.1
OG0009129	Av_00020795-RA, Av_00021415-RA	Solyc01g080890.2.1
OG0009130	Av_00018284-RA, Av_00004706-RA	Solyc02g014730.3.1
OG0009131	Av_00007604-RA	Solyc05g009800.3.1
OG0009132	Av_00020625-RA	Solyc08g076510.3.1
