Orthogroup	L_sativa.proteins	G_max.proteins
OG0008321	Lsat_1_v5_gn_5_164920.1, Lsat_1_v5_gn_5_164920.2, Lsat_1_v5_gn_5_164920.3	GmISU01.10G064800.1.p, GmISU01.13G127200.1.p
OG0008322	Lsat_1_v5_gn_4_58721.1, Lsat_1_v5_gn_7_47981.1	GmISU01.10G213000.1.p, GmISU01.20G107700.1.p
OG0008323	Lsat_1_v5_gn_5_171361.1, Lsat_1_v5_gn_5_171361.3	GmISU01.02G190400.3.p, GmISU01.02G190400.1.p, GmISU01.14G159100.1.p, GmISU01.02G190400.4.p
OG0008324	Lsat_1_v5_gn_6_47021.1	GmISU01.13G288400.1.p
OG0008325	Lsat_1_v5_gn_6_48640.1, Lsat_1_v5_gn_6_48640.2	GmISU01.15G030700.1.p, GmISU01.13G301100.3.p, GmISU01.13G301100.2.p, GmISU01.13G301100.1.p, GmISU01.11G120000.1.p, GmISU01.12G050500.1.p
OG0008326	Lsat_1_v5_gn_7_20840.1, Lsat_1_v5_gn_4_52080.1	GmISU01.15G072100.1.p, GmISU01.13G203300.1.p
OG0008327	Lsat_1_v5_gn_8_20341.1	GmISU01.20G142800.1.p, GmISU01.10G173700.1.p
OG0008328	Lsat_1_v5_gn_2_8701.3, Lsat_1_v5_gn_2_8701.1, Lsat_1_v5_gn_2_8701.2	GmISU01.09G023300.1.p, GmISU01.09G023300.3.p, GmISU01.15G121100.1.p
OG0008329	Lsat_1_v5_gn_5_164500.1, Lsat_1_v5_gn_5_164500.3	GmISU01.19G115500.1.p, GmISU01.03G110500.1.p
OG0008330	Lsat_1_v5_gn_7_19840.1	GmISU01.15G065200.1.p, GmISU01.13G211200.1.p
OG0008331	Lsat_1_v5_gn_5_22540.2, Lsat_1_v5_gn_5_22540.1	GmISU01.06G182700.2.p, GmISU01.06G182700.3.p, GmISU01.06G182700.1.p
OG0008332	Lsat_1_v5_gn_2_120101.1, Lsat_1_v5_gn_2_120101.3, Lsat_1_v5_gn_9_63061.1, Lsat_1_v5_gn_9_63061.3	GmISU01.11G204500.1.p, GmISU01.18G029500.2.p, GmISU01.18G029500.1.p
OG0008333	Lsat_1_v5_gn_5_162301.1, Lsat_1_v5_gn_9_27161.3, Lsat_1_v5_gn_9_27161.1	GmISU01.02G156700.1.p, GmISU01.10G084500.1.p
OG0008334	Lsat_1_v5_gn_8_17280.1, Lsat_1_v5_gn_9_66501.1	GmISU01.18G228500.2.p, GmISU01.02G085600.1.p, GmISU01.18G228500.1.p
OG0008335	Lsat_1_v5_gn_1_58301.1, Lsat_1_v5_gn_1_58301.3, Lsat_1_v5_gn_1_58301.2	GmISU01.10G071600.3.p, GmISU01.10G071600.1.p, GmISU01.02G164200.1.p, GmISU01.02G164200.2.p
OG0008336	Lsat_1_v5_gn_2_125861.3, Lsat_1_v5_gn_2_125861.1, Lsat_1_v5_gn_8_13361.1	GmISU01.18G020800.1.p, GmISU01.11G213000.2.p
OG0008337	Lsat_1_v5_gn_1_125320.1, Lsat_1_v5_gn_7_16981.1	GmISU01.10G213500.1.p, GmISU01.20G107100.1.p
OG0008338	Lsat_1_v5_gn_2_31920.2, Lsat_1_v5_gn_2_31920.1, Lsat_1_v5_gn_2_31920.3	GmISU01.07G142100.1.p, GmISU01.18G044700.1.p, GmISU01.13G300500.1.p
OG0008339	Lsat_1_v5_gn_8_102220.1, Lsat_1_v5_gn_8_102220.2, Lsat_1_v5_gn_8_102220.3	GmISU01.07G130200.3.p, GmISU01.07G130200.1.p, GmISU01.18G149500.4.p, GmISU01.18G149500.1.p, GmISU01.18G149500.3.p, GmISU01.18G149500.6.p, GmISU01.18G149500.5.p
OG0008340	Lsat_1_v5_gn_2_132680.3, Lsat_1_v5_gn_2_132680.1, Lsat_1_v5_gn_2_97721.1, Lsat_1_v5_gn_2_97721.2	GmISU01.12G052500.1.p, GmISU01.11G121900.1.p
OG0008341	Lsat_1_v5_gn_1_53141.1, Lsat_1_v5_gn_1_53141.3	GmISU01.19G146700.1.p, GmISU01.03G143500.1.p
OG0008343	Lsat_1_v5_gn_7_105101.1, Lsat_1_v5_gn_7_105101.2	GmISU01.13G242000.1.p, GmISU01.12G187200.1.p
OG0008344	Lsat_1_v5_gn_2_126021.2, Lsat_1_v5_gn_2_126021.1	GmISU01.18G020200.1.p, GmISU01.11G213600.1.p
OG0008345	Lsat_1_v5_gn_1_108781.1, Lsat_1_v5_gn_4_46321.1	GmISU01.09G002900.1.p, GmISU01.12G202800.1.p
OG0008347	Lsat_1_v5_gn_7_102501.2, Lsat_1_v5_gn_7_102501.1	GmISU01.13G232100.1.p
OG0008348	Lsat_1_v5_gn_4_28260.1	GmISU01.06G241900.1.p, GmISU01.12G105100.1.p, GmISU01.13G255400.2.p, GmISU01.12G174600.1.p, GmISU01.13G255400.1.p, GmISU01.13G255400.3.p, GmISU01.13G255400.4.p
OG0008349	Lsat_1_v5_gn_5_164600.3, Lsat_1_v5_gn_5_164600.1	GmISU01.15G041500.4.p, GmISU01.15G041500.1.p, GmISU01.15G041500.2.p, GmISU01.15G041500.3.p
OG0008350	Lsat_1_v5_gn_7_75601.1	GmISU01.08G219300.1.p, GmISU01.15G183300.1.p
OG0008351	Lsat_1_v5_gn_8_100741.2, Lsat_1_v5_gn_8_100741.1	GmISU01.09G047300.2.p, GmISU01.15G143400.2.p, GmISU01.15G143400.1.p, GmISU01.09G047300.1.p
OG0008352	Lsat_1_v5_gn_2_115321.1	GmISU01.18G242700.1.p, GmISU01.10G250900.1.p
OG0008353	Lsat_1_v5_gn_9_79661.1	GmISU01.16G052300.3.p, GmISU01.19G067100.1.p
OG0008354	Lsat_1_v5_gn_6_26200.1, Lsat_1_v5_gn_2_31060.1, Lsat_1_v5_gn_2_31060.4, Lsat_1_v5_gn_2_31060.2	GmISU01.08G299500.1.p, GmISU01.18G064300.1.p
OG0008355	Lsat_1_v5_gn_8_135921.3, Lsat_1_v5_gn_8_135921.1, Lsat_1_v5_gn_8_135941.1	GmISU01.13G259000.1.p, GmISU01.12G171200.1.p, GmISU01.13G258900.1.p, GmISU01.12G171300.1.p
OG0008356	Lsat_1_v5_gn_4_63801.2, Lsat_1_v5_gn_4_63801.1	GmISU01.07G230000.1.p, GmISU01.17G004900.1.p, GmISU01.09G013000.1.p, GmISU01.15G109700.1.p
OG0008357	Lsat_1_v5_gn_9_36040.3, Lsat_1_v5_gn_9_36040.1	GmISU01.07G127400.2.p, GmISU01.07G127400.1.p, GmISU01.07G127400.3.p, GmISU01.18G147050.1.p
OG0008358	Lsat_1_v5_gn_1_66300.1, Lsat_1_v5_gn_1_66300.3	GmISU01.11G121600.1.p, GmISU01.12G052200.1.p, GmISU01.13G299300.1.p
OG0008359	Lsat_1_v5_gn_8_85320.1	GmISU01.03G005400.1.p, GmISU01.19G090100.1.p, GmISU01.19G090100.2.p, GmISU01.03G005400.4.p, GmISU01.03G005400.3.p
OG0008360	Lsat_1_v5_gn_8_82780.1, Lsat_1_v5_gn_8_82780.2	GmISU01.08G320200.1.p
OG0008361	Lsat_1_v5_gn_4_138400.1	GmISU01.06G135500.1.p
OG0008361	Lsat_1_v5_gn_9_42040.1	GmISU01.02G071400.1.p, GmISU01.16G135600.1.p, GmISU01.20G132100.1.p, GmISU01.10G185100.1.p
OG0008362	Lsat_1_v5_gn_4_84561.1	GmISU01.05G169800.1.p, GmISU01.08G006900.2.p, GmISU01.08G006900.4.p, GmISU01.08G006900.1.p
OG0008363	Lsat_1_v5_gn_3_125561.1	GmISU01.10G151100.3.p, GmISU01.10G151100.2.p, GmISU01.10G151100.1.p, GmISU01.20G165300.1.p, GmISU01.20G165300.2.p
OG0008364	Lsat_1_v5_gn_8_3921.2, Lsat_1_v5_gn_8_3941.1	GmISU01.04G184800.1.p
OG0008365	Lsat_1_v5_gn_4_127821.1, Lsat_1_v5_gn_8_120821.2, Lsat_1_v5_gn_8_120821.1	GmISU01.10G091000.1.p, GmISU01.01G111000.1.p, GmISU01.02G142300.1.p, GmISU01.15G079500.1.p, GmISU01.13G194600.1.p
OG0008366	Lsat_1_v5_gn_1_104980.1	GmISU01.09G205100.1.p, GmISU01.09G205100.2.p, GmISU01.18G188700.1.p
OG0008367	Lsat_1_v5_gn_4_1260.3, Lsat_1_v5_gn_4_1260.1, Lsat_1_v5_gn_8_147160.1	GmISU01.18G242600.1.p
OG0008368	Lsat_1_v5_gn_4_184700.1, Lsat_1_v5_gn_2_93480.3, Lsat_1_v5_gn_2_93480.1	GmISU01.19G061200.1.p, GmISU01.16G059700.1.p, GmISU01.16G059700.2.p, GmISU01.19G044000.1.p
OG0008369	Lsat_1_v5_gn_2_38021.1, Lsat_1_v5_gn_2_38021.2	GmISU01.20G205400.1.p
OG0008370	Lsat_1_v5_gn_5_106180.1, Lsat_1_v5_gn_5_106180.2, Lsat_1_v5_gn_7_80581.1	GmISU01.08G168300.1.p, GmISU01.15G048200.1.p, GmISU01.15G048200.2.p, GmISU01.08G069100.1.p, GmISU01.05G097000.1.p
OG0008371	Lsat_1_v5_gn_4_83361.1	GmISU01.05G171700.1.p, GmISU01.04G160900.1.p, GmISU01.06G152900.1.p
OG0008372	Lsat_1_v5_gn_5_105001.3, Lsat_1_v5_gn_5_105001.1	GmISU01.09G098400.1.p, GmISU01.05G145300.1.p, GmISU01.09G098400.2.p
OG0008374	Lsat_1_v5_gn_2_67800.3, Lsat_1_v5_gn_2_67800.1, Lsat_1_v5_gn_4_21220.1	GmISU01.18G017700.2.p, GmISU01.18G017700.1.p, GmISU01.11G216300.1.p, GmISU01.11G216300.3.p
OG0008375	Lsat_1_v5_gn_7_69261.1	GmISU01.19G195200.1.p, GmISU01.03G193400.1.p
OG0008376	Lsat_1_v5_gn_4_79240.1, Lsat_1_v5_gn_4_79240.3	GmISU01.05G038700.1.p, GmISU01.17G114900.1.p, GmISU01.17G114900.2.p, GmISU01.17G114900.4.p, GmISU01.17G114900.3.p
OG0008377	Lsat_1_v5_gn_2_93941.1, Lsat_1_v5_gn_2_93941.3	GmISU01.05G066900.2.p, GmISU01.19G058000.3.p, GmISU01.19G058000.2.p, GmISU01.05G066900.1.p
OG0008378	Lsat_1_v5_gn_9_29260.3, Lsat_1_v5_gn_9_29260.1	GmISU01.03G056400.1.p, GmISU01.01G082900.1.p
OG0008379	Lsat_1_v5_gn_9_99500.1, Lsat_1_v5_gn_9_99500.3	GmISU01.13G234100.1.p, GmISU01.12G192700.1.p
OG0008380	Lsat_1_v5_gn_6_84361.3, Lsat_1_v5_gn_6_84361.2, Lsat_1_v5_gn_6_84361.1, Lsat_1_v5_gn_3_10281.3, Lsat_1_v5_gn_3_10281.1	GmISU01.08G020200.1.p, GmISU01.08G020200.2.p
OG0008381	Lsat_1_v5_gn_9_83421.1, Lsat_1_v5_gn_9_124981.1	GmISU01.17G001800.1.p, GmISU01.07G233800.1.p, GmISU01.20G173900.1.p
OG0008383	Lsat_1_v5_gn_9_103341.3, Lsat_1_v5_gn_9_103341.1	GmISU01.09G129200.1.p, GmISU01.16G181200.1.p
OG0008384	Lsat_1_v5_gn_8_3120.3, Lsat_1_v5_gn_8_3120.1, Lsat_1_v5_gn_9_9921.1, Lsat_1_v5_gn_9_9921.2	GmISU01.13G220500.2.p, GmISU01.13G220500.1.p, GmISU01.15G056100.1.p
OG0008386	Lsat_1_v5_gn_2_46341.1, Lsat_1_v5_gn_2_46341.2, Lsat_1_v5_gn_6_60760.1	GmISU01.12G016700.1.p, GmISU01.12G016800.1.p
OG0008387	Lsat_1_v5_gn_9_16901.3, Lsat_1_v5_gn_9_16901.1	GmISU01.07G109600.1.p, GmISU01.07G109600.2.p, GmISU01.07G109600.3.p, GmISU01.03G072700.1.p, GmISU01.03G072700.3.p
OG0008388	Lsat_1_v5_gn_5_1501.3, Lsat_1_v5_gn_5_1501.1	GmISU01.02G060500.3.p, GmISU01.02G060500.2.p, GmISU01.16G121200.1.p
OG0008390	Lsat_1_v5_gn_7_68861.1, Lsat_1_v5_gn_7_68861.2, Lsat_1_v5_gn_7_68861.3	GmISU01.20G112300.2.p, GmISU01.10G208500.1.p, GmISU01.10G208500.2.p, GmISU01.20G112300.1.p
OG0008392	Lsat_1_v5_gn_2_37361.1, Lsat_1_v5_gn_2_37361.3	GmISU01.06G140200.1.p, GmISU01.04G172750.1.p
OG0008393	Lsat_1_v5_gn_2_108380.1	GmISU01.08G163100.1.p, GmISU01.08G163100.2.p, GmISU01.15G207900.1.p, GmISU01.15G207900.2.p
OG0008394	Lsat_1_v5_gn_6_91040.1, Lsat_1_v5_gn_6_91040.2	GmISU01.17G130400.1.p, GmISU01.05G054700.1.p, GmISU01.17G130400.2.p
OG0008395	Lsat_1_v5_gn_5_53121.2, Lsat_1_v5_gn_5_53121.1	GmISU01.09G042300.1.p, GmISU01.15G135700.1.p, GmISU01.19G173600.1.p
OG0008396	Lsat_1_v5_gn_4_300.1, Lsat_1_v5_gn_3_31180.1	GmISU01.05G164800.1.p, GmISU01.04G169500.3.p, GmISU01.04G169500.1.p, GmISU01.04G169500.2.p, GmISU01.06G143800.3.p, GmISU01.06G143800.1.p, GmISU01.06G143800.2.p, GmISU01.06G143800.4.p
OG0008397	Lsat_1_v5_gn_5_107641.2, Lsat_1_v5_gn_5_107641.3, Lsat_1_v5_gn_5_107641.1, Lsat_1_v5_gn_9_116201.3, Lsat_1_v5_gn_9_116201.1, Lsat_1_v5_gn_7_78341.1	GmISU01.15G045800.2.p, GmISU01.08G170900.2.p, GmISU01.08G071400.1.p
OG0008398	Lsat_1_v5_gn_6_37261.1, Lsat_1_v5_gn_3_124880.1	GmISU01.02G001400.1.p
OG0008399	Lsat_1_v5_gn_3_52460.3, Lsat_1_v5_gn_3_52460.1, Lsat_1_v5_gn_3_52460.2	GmISU01.03G211300.1.p, GmISU01.17G151600.1.p
OG0008400	Lsat_1_v5_gn_6_84960.1	GmISU01.05G180200.1.p, GmISU01.08G016900.2.p, GmISU01.05G180200.2.p, GmISU01.08G016900.1.p
OG0008401	Lsat_1_v5_gn_7_79100.2, Lsat_1_v5_gn_7_79100.1	GmISU01.08G174900.2.p, GmISU01.08G174900.3.p, GmISU01.08G174900.1.p, GmISU01.12G139700.1.p, GmISU01.12G139700.2.p, GmISU01.12G139700.3.p
OG0008403	Lsat_1_v5_gn_2_6481.1	GmISU01.04G017900.2.p, GmISU01.04G017900.1.p, GmISU01.06G016600.1.p
OG0008404	Lsat_1_v5_gn_3_126900.2, Lsat_1_v5_gn_3_126900.1	GmISU01.03G082000.1.p
OG0008405	Lsat_1_v5_gn_1_4741.2, Lsat_1_v5_gn_1_4741.1	GmISU01.02G068200.1.p, GmISU01.02G068200.2.p, GmISU01.16G130200.1.p, GmISU01.16G130200.2.p
OG0008406	Lsat_1_v5_gn_3_76540.3, Lsat_1_v5_gn_3_76540.1	GmISU01.16G113000.1.p, GmISU01.02G051000.1.p, GmISU01.16G112900.1.p
OG0008408	Lsat_1_v5_gn_9_8201.1	GmISU01.13G324700.1.p, GmISU01.13G324700.2.p, GmISU01.15G005900.1.p
OG0008409	Lsat_1_v5_gn_3_29100.1	GmISU01.18G011000.1.p, GmISU01.11G223200.1.p, GmISU01.08G120700.1.p, GmISU01.05G144800.1.p
OG0008410	Lsat_1_v5_gn_8_167321.1, Lsat_1_v5_gn_8_167321.2	GmISU01.19G183000.1.p
OG0008411	Lsat_1_v5_gn_2_17061.2, Lsat_1_v5_gn_2_17061.1	GmISU01.13G214000.1.p, GmISU01.15G062200.2.p, GmISU01.15G062200.4.p, GmISU01.15G062200.1.p, GmISU01.15G062200.3.p
OG0008412	Lsat_1_v5_gn_8_122201.3, Lsat_1_v5_gn_8_122201.1, Lsat_1_v5_gn_8_122201.2	GmISU01.04G001300.1.p, GmISU01.04G001300.2.p, GmISU01.06G001200.1.p
OG0008413	Lsat_1_v5_gn_6_10241.2	GmISU01.01G172200.3.p, GmISU01.01G172200.2.p, GmISU01.01G172200.1.p, GmISU01.11G026000.1.p
OG0008414	Lsat_1_v5_gn_8_26180.1, Lsat_1_v5_gn_8_26180.3, Lsat_1_v5_gn_9_45140.1, Lsat_1_v5_gn_9_45140.2	GmISU01.06G016100.2.p, GmISU01.04G017400.2.p, GmISU01.04G017400.4.p, GmISU01.04G017400.3.p
OG0008415	Lsat_1_v5_gn_6_67781.1	GmISU01.16G185800.1.p, GmISU01.09G132200.1.p
OG0008416	Lsat_1_v5_gn_1_53501.1	GmISU01.09G131200.2.p, GmISU01.09G131200.1.p, GmISU01.09G131200.3.p, GmISU01.02G067300.1.p, GmISU01.16G128900.1.p
OG0008417	Lsat_1_v5_gn_8_55381.1	GmISU01.07G216500.1.p, GmISU01.17G017600.1.p
OG0008419	Lsat_1_v5_gn_4_152040.3, Lsat_1_v5_gn_4_152040.1	GmISU01.01G138400.2.p, GmISU01.11G062200.1.p, GmISU01.01G138400.1.p
OG0008420	Lsat_1_v5_gn_2_84460.1, Lsat_1_v5_gn_2_84460.2, Lsat_1_v5_gn_3_91620.1	GmISU01.04G095400.1.p, GmISU01.06G097300.1.p, GmISU01.06G097300.2.p
OG0008421	Lsat_1_v5_gn_3_68061.1, Lsat_1_v5_gn_3_68061.2	GmISU01.09G158700.1.p, GmISU01.16G096900.1.p, GmISU01.01G122100.1.p, GmISU01.11G078500.1.p
OG0008422	Lsat_1_v5_gn_9_124320.1, Lsat_1_v5_gn_9_124320.2	GmISU01.19G195900.1.p, GmISU01.03G194200.2.p, GmISU01.03G194200.1.p, GmISU01.10G121300.3.p, GmISU01.10G121300.2.p, GmISU01.10G121300.1.p, GmISU01.20G194500.1.p
OG0008423	Lsat_1_v5_gn_5_179481.1	GmISU01.18G119200.1.p
OG0008424	Lsat_1_v5_gn_8_152261.5, Lsat_1_v5_gn_8_152261.4, Lsat_1_v5_gn_8_152261.1, Lsat_1_v5_gn_8_152261.2	GmISU01.12G103900.1.p, GmISU01.06G243100.1.p
OG0008425	Lsat_1_v5_gn_7_17861.1, Lsat_1_v5_gn_7_17861.2, Lsat_1_v5_gn_5_88320.1	GmISU01.01G198300.2.p, GmISU01.01G198300.1.p
OG0008426	Lsat_1_v5_gn_4_122441.2, Lsat_1_v5_gn_4_122441.3, Lsat_1_v5_gn_4_122441.1, Lsat_1_v5_gn_4_122441.4	GmISU01.17G214100.1.p, GmISU01.14G073900.1.p, GmISU01.14G073900.2.p
OG0008427	Lsat_1_v5_gn_7_2840.2, Lsat_1_v5_gn_7_2840.1	GmISU01.16G019800.3.p, GmISU01.16G019800.2.p, GmISU01.07G049400.3.p, GmISU01.07G049400.4.p, GmISU01.07G049400.2.p
OG0008428	Lsat_1_v5_gn_3_61401.1, Lsat_1_v5_gn_3_61401.2	GmISU01.01G022100.1.p
OG0008429	Lsat_1_v5_gn_5_12821.2, Lsat_1_v5_gn_5_12821.1, Lsat_1_v5_gn_3_90700.2, Lsat_1_v5_gn_3_90700.1	GmISU01.05G039800.1.p, GmISU01.17G115800.2.p
OG0008430	Lsat_1_v5_gn_4_74980.1	GmISU01.02G237700.2.p, GmISU01.02G237700.1.p, GmISU01.07G200400.1.p, GmISU01.17G033400.1.p
OG0008431	Lsat_1_v5_gn_9_121561.1, Lsat_1_v5_gn_9_121561.3, Lsat_1_v5_gn_0_45880.1, Lsat_1_v5_gn_7_77141.3, Lsat_1_v5_gn_7_77141.1	GmISU01.12G135100.1.p, GmISU01.16G000400.1.p
OG0008432	Lsat_1_v5_gn_3_52480.1, Lsat_1_v5_gn_4_144561.1, Lsat_1_v5_gn_4_144541.1, Lsat_1_v5_gn_3_52500.1, Lsat_1_v5_gn_7_1520.1	GmISU01.16G026300.1.p, GmISU01.07G056000.1.p
OG0008433	Lsat_1_v5_gn_6_18000.1, Lsat_1_v5_gn_6_18000.2	GmISU01.05G056300.2.p, GmISU01.05G056300.1.p, GmISU01.17G131500.2.p
OG0008434	Lsat_1_v5_gn_4_36321.3, Lsat_1_v5_gn_4_36321.1	GmISU01.09G041300.1.p, GmISU01.15G136900.2.p, GmISU01.15G136900.1.p
OG0008435	Lsat_1_v5_gn_6_100581.3, Lsat_1_v5_gn_6_100581.1, Lsat_1_v5_gn_9_40940.1	GmISU01.10G187100.1.p, GmISU01.20G130400.1.p
OG0008436	Lsat_1_v5_gn_4_164401.1, Lsat_1_v5_gn_2_85701.1	GmISU01.11G047700.1.p, GmISU01.01G150300.1.p
OG0008437	Lsat_1_v5_gn_3_98040.3, Lsat_1_v5_gn_3_98040.1	GmISU01.19G197700.1.p, GmISU01.19G197700.3.p, GmISU01.03G196100.1.p, GmISU01.19G197700.2.p, GmISU01.20G192200.1.p, GmISU01.10G123300.1.p
OG0008438	Lsat_1_v5_gn_4_153740.3, Lsat_1_v5_gn_4_153740.1	GmISU01.13G026100.1.p
OG0008439	Lsat_1_v5_gn_7_49040.1, Lsat_1_v5_gn_7_49040.3	GmISU01.05G081900.1.p, GmISU01.17G151500.1.p
OG0008440	Lsat_1_v5_gn_2_110841.1, Lsat_1_v5_gn_2_110741.3, Lsat_1_v5_gn_2_111101.1, Lsat_1_v5_gn_2_111101.3, Lsat_1_v5_gn_2_111101.2, Lsat_1_v5_gn_2_110741.1	GmISU01.03G137900.1.p, GmISU01.19G140900.1.p
OG0008441	Lsat_1_v5_gn_6_76160.1, Lsat_1_v5_gn_6_76160.2	GmISU01.07G207200.1.p, GmISU01.07G207200.2.p, GmISU01.17G026300.1.p
OG0008442	Lsat_1_v5_gn_3_39660.1	GmISU01.16G013800.1.p, GmISU01.16G013800.2.p, GmISU01.07G043900.1.p
OG0008443	Lsat_1_v5_gn_5_49001.2, Lsat_1_v5_gn_5_49001.1, Lsat_1_v5_gn_6_13861.1	GmISU01.15G092700.1.p, GmISU01.07G215700.1.p, GmISU01.17G018500.1.p
OG0008444	Lsat_1_v5_gn_4_64481.1	GmISU01.06G232100.1.p, GmISU01.12G110200.1.p
OG0008445	Lsat_1_v5_gn_4_35260.1	GmISU01.09G210700.3.p, GmISU01.09G210700.1.p, GmISU01.09G210700.2.p, GmISU01.07G058200.3.p, GmISU01.07G058200.1.p, GmISU01.07G058200.2.p
OG0008446	Lsat_1_v5_gn_3_139661.2, Lsat_1_v5_gn_3_139661.1, Lsat_1_v5_gn_6_116081.2, Lsat_1_v5_gn_6_116081.1	GmISU01.09G031600.2.p, GmISU01.09G031600.1.p, GmISU01.15G128100.1.p, GmISU01.17G032900.1.p
OG0008447	Lsat_1_v5_gn_9_11980.1, Lsat_1_v5_gn_9_11980.3	GmISU01.13G101800.1.p
OG0008448	Lsat_1_v5_gn_4_97540.1	GmISU01.11G168800.1.p, GmISU01.04G111000.1.p
OG0008449	Lsat_1_v5_gn_6_87181.1	GmISU01.05G175000.1.p, GmISU01.05G175000.3.p, GmISU01.08G011900.1.p
OG0008450	Lsat_1_v5_gn_8_2181.3, Lsat_1_v5_gn_8_2181.1	GmISU01.07G005900.2.p, GmISU01.07G005900.1.p, GmISU01.08G192600.1.p
OG0008451	Lsat_1_v5_gn_5_106560.3, Lsat_1_v5_gn_5_106560.1, Lsat_1_v5_gn_5_106640.3, Lsat_1_v5_gn_5_106640.1	GmISU01.15G047600.2.p, GmISU01.15G047600.1.p, GmISU01.08G168900.2.p, GmISU01.08G070100.4.p
OG0008452	Lsat_1_v5_gn_2_85181.1	GmISU01.18G176000.1.p, GmISU01.09G218300.1.p
OG0008453	Lsat_1_v5_gn_0_10121.3, Lsat_1_v5_gn_0_10121.1, Lsat_1_v5_gn_2_127120.1	GmISU01.03G080800.2.p, GmISU01.03G080800.3.p, GmISU01.03G080800.1.p, GmISU01.07G103000.1.p, GmISU01.15G090300.1.p
OG0008454	Lsat_1_v5_gn_2_91481.3, Lsat_1_v5_gn_2_91481.1	GmISU01.05G005600.1.p, GmISU01.19G006000.1.p
OG0008455	Lsat_1_v5_gn_2_86161.1	GmISU01.13G165900.3.p, GmISU01.13G165900.4.p, GmISU01.13G165900.1.p, GmISU01.13G165900.5.p, GmISU01.13G165900.2.p, GmISU01.15G197900.2.p, GmISU01.15G197900.1.p
OG0008456	Lsat_1_v5_gn_9_45721.1	GmISU01.06G014600.5.p, GmISU01.06G014600.2.p, GmISU01.04G015900.1.p, GmISU01.06G014600.4.p
OG0008457	Lsat_1_v5_gn_4_173980.1, Lsat_1_v5_gn_4_174040.1, Lsat_1_v5_gn_4_105680.1	GmISU01.13G031100.1.p, GmISU01.13G031100.2.p, GmISU01.19G031700.1.p
OG0008458	Lsat_1_v5_gn_8_42541.3, Lsat_1_v5_gn_8_42541.2, Lsat_1_v5_gn_8_42541.1	GmISU01.10G229100.2.p, GmISU01.10G229100.1.p, GmISU01.20G088600.3.p, GmISU01.20G088600.2.p, GmISU01.20G088600.1.p
OG0008459	Lsat_1_v5_gn_3_49620.1	GmISU01.18G107200.1.p, GmISU01.08G261100.1.p
OG0008460	Lsat_1_v5_gn_4_78300.1, Lsat_1_v5_gn_4_78300.3	GmISU01.04G154000.1.p
OG0008461	Lsat_1_v5_gn_8_34141.1, Lsat_1_v5_gn_4_26121.1	GmISU01.08G083200.1.p, GmISU01.05G111100.2.p, GmISU01.05G111100.1.p
OG0008462	Lsat_1_v5_gn_8_37461.1, Lsat_1_v5_gn_8_37461.3	GmISU01.01G071500.1.p, GmISU01.01G071500.3.p, GmISU01.01G071500.2.p, GmISU01.02G090600.2.p, GmISU01.02G090600.1.p
OG0008463	Lsat_1_v5_gn_0_47721.1, Lsat_1_v5_gn_0_47721.2, Lsat_1_v5_gn_0_47721.3	GmISU01.05G003500.2.p, GmISU01.05G003500.1.p, GmISU01.19G004400.1.p
OG0008464	Lsat_1_v5_gn_4_111701.1, Lsat_1_v5_gn_4_111701.3	GmISU01.17G077300.1.p, GmISU01.17G077300.2.p, GmISU01.05G014300.2.p, GmISU01.05G014300.1.p
OG0008465	Lsat_1_v5_gn_3_49241.1, Lsat_1_v5_gn_8_161801.3, Lsat_1_v5_gn_8_161801.1	GmISU01.01G035400.1.p, GmISU01.02G023400.1.p
OG0008466	Lsat_1_v5_gn_4_175801.3, Lsat_1_v5_gn_4_175801.1	GmISU01.19G034700.1.p
OG0008467	Lsat_1_v5_gn_8_41561.1, Lsat_1_v5_gn_4_15461.1	GmISU01.20G091500.1.p, GmISU01.10G226400.1.p
OG0008468	Lsat_1_v5_gn_0_34021.1, Lsat_1_v5_gn_0_34021.3	GmISU01.05G212200.1.p, GmISU01.05G212200.2.p, GmISU01.08G050100.1.p, GmISU01.08G050100.2.p
OG0008469	Lsat_1_v5_gn_6_17221.1, Lsat_1_v5_gn_6_17221.3	GmISU01.11G082900.3.p, GmISU01.11G082900.2.p, GmISU01.01G117600.1.p
OG0008470	Lsat_1_v5_gn_3_51840.1, Lsat_1_v5_gn_8_48780.1, Lsat_1_v5_gn_8_48780.2	GmISU01.01G046600.3.p, GmISU01.07G193700.1.p
OG0008471	Lsat_1_v5_gn_8_33520.2, Lsat_1_v5_gn_8_33520.1, Lsat_1_v5_gn_3_35380.1, Lsat_1_v5_gn_3_35380.3	GmISU01.11G092400.1.p, GmISU01.12G024200.1.p
OG0008472	Lsat_1_v5_gn_8_148901.1, Lsat_1_v5_gn_4_3260.1	GmISU01.08G094900.1.p, GmISU01.05G121200.1.p
OG0008473	Lsat_1_v5_gn_8_47681.1, Lsat_1_v5_gn_8_47681.3	GmISU01.02G104100.2.p, GmISU01.02G104100.1.p, GmISU01.01G050800.2.p, GmISU01.01G050800.1.p, GmISU01.01G050800.4.p
OG0008474	Lsat_1_v5_gn_4_8760.3, Lsat_1_v5_gn_4_8760.1	GmISU01.18G102500.2.p, GmISU01.18G102500.1.p, GmISU01.08G266200.1.p
