Orthogroup	V_vinifera.proteins	D_spatulata.proteins
OG0007800	VIT_218s0076g00330.1, VIT_218s0001g13740.1	Ds_00008678-RA, Ds_00001498-RA
OG0007801	VIT_205s0020g04460.1	Ds_00014689-RA
OG0007802	VIT_207s0005g01050.1	Ds_00006546-RA, Ds_00010477-RA
OG0007804	VIT_201s0010g01780.1, VIT_201s0010g01780.2	Ds_00007455-RA
OG0007805	VIT_217s0000g09470.1	Ds_00013790-RA
OG0007806	VIT_211s0016g05020.1	Ds_00015718-RA
OG0007807	VIT_202s0025g01520.1, VIT_202s0025g01520.3, VIT_202s0025g01520.2	Ds_00004916-RA
OG0007809	VIT_217s0000g01650.2, VIT_217s0000g01650.1, VIT_217s0000g01650.4	Ds_00003854-RA
OG0007810	VIT_205s0049g02360.1	Ds_00002756-RA
OG0007811	VIT_205s0077g02140.1	Ds_00013851-RA
OG0007812	VIT_207s0031g02910.4, VIT_207s0031g02910.3, VIT_207s0031g02910.1, VIT_207s0031g02910.2	Ds_00003962-RA
OG0007813	VIT_210s0071g01040.1	Ds_00002668-RA
OG0007814	VIT_202s0025g02660.1	Ds_00002784-RA
OG0007815	VIT_203s0097g00710.2, VIT_203s0097g00710.1, VIT_218s0001g08110.2, VIT_218s0001g08110.1	Ds_00000622-RA, Ds_00002477-RA
OG0007816	VIT_218s0001g01820.1	Ds_00010872-RA
OG0007817	VIT_206s0004g03170.2, VIT_206s0004g03170.1, VIT_206s0004g03170.3	Ds_00013460-RA
OG0007819	VIT_205s0049g02140.1	Ds_00002761-RA, Ds_00011124-RA
OG0007820	VIT_207s0095g00730.2, VIT_207s0095g00730.1	Ds_00007447-RA
OG0007821	VIT_214s0066g00540.1	Ds_00002992-RA, Ds_00002991-RA
OG0007821	VIT_214s0066g00490.1	Ds_00002986-RA
OG0007822	VIT_207s0005g04370.3, VIT_207s0005g04370.4, VIT_207s0005g04370.5, VIT_207s0005g04370.6, VIT_207s0005g04370.1, VIT_207s0005g04370.2	Ds_00004689-RA
OG0007823	VIT_212s0034g01410.2, VIT_212s0034g01410.3, VIT_212s0034g01410.4, VIT_212s0034g01410.1	Ds_00001938-RA, Ds_00001939-RA
OG0007824	VIT_204s0023g00820.2, VIT_204s0023g00820.1	Ds_00017321-RA
OG0007825	VIT_211s0016g02680.3, VIT_211s0016g02680.2, VIT_211s0016g02680.1	Ds_00000212-RA
OG0007826	VIT_214s0128g00720.1	Ds_00006315-RA, Ds_00003873-RA
OG0007827	VIT_213s0064g00200.1	Ds_00011086-RA
OG0007828	VIT_214s0066g00200.3, VIT_214s0066g00200.2, VIT_214s0066g00200.1	Ds_00010489-RA
OG0007829	VIT_205s0020g03190.1, VIT_205s0020g03190.4, VIT_205s0020g03190.7, VIT_205s0020g03190.2, VIT_205s0020g03190.6, VIT_205s0020g03190.3, VIT_205s0020g03190.5	Ds_00003142-RA
OG0007830	VIT_202s0025g03060.2, VIT_202s0025g03060.1, VIT_202s0025g03060.3	Ds_00006228-RA
OG0007831	VIT_207s0141g00330.1, VIT_207s0141g00330.2, VIT_207s0141g00330.4, VIT_207s0141g00330.3	Ds_00001080-RA
OG0007832	VIT_217s0000g00090.1	Ds_00009740-RA
OG0007833	VIT_201s0011g04400.2, VIT_201s0011g04400.1, VIT_216s0013g01040.1	Ds_00003479-RA
OG0007834	VIT_207s0104g01570.1	Ds_00000944-RA
OG0007835	VIT_205s0020g00970.1	Ds_00005032-RA
OG0007836	VIT_218s0001g07280.1	Ds_00008936-RA
OG0007838	VIT_209s0002g06370.3, VIT_209s0002g06370.1, VIT_209s0002g06370.2	Ds_00002444-RA
OG0007840	VIT_204s0023g00740.2, VIT_204s0023g00740.1	Ds_00016818-RA
OG0007841	VIT_218s0122g00600.3, VIT_218s0122g00600.1, VIT_218s0122g00600.2	Ds_00011960-RA
OG0007842	VIT_217s0000g01450.1	Ds_00009715-RA
OG0007843	VIT_201s0011g03360.2, VIT_201s0011g03360.1	Ds_00005888-RA
OG0007844	VIT_202s0025g03260.1	Ds_00005400-RA
OG0007845	VIT_214s0108g00920.1	Ds_00006893-RA, Ds_00010567-RA
OG0007846	VIT_217s0119g00330.1, VIT_217s0119g00330.2	Ds_00010469-RA
OG0007847	VIT_217s0000g08490.1, VIT_217s0000g08490.3, VIT_217s0000g08490.4, VIT_217s0000g08490.2	Ds_00011399-RA
OG0007848	VIT_201s0011g02740.1	Ds_00008407-RA
OG0007849	VIT_204s0079g00440.1, VIT_211s0149g00200.1	Ds_00006986-RA
OG0007850	VIT_201s0011g00610.2, VIT_201s0011g00610.1, VIT_201s0011g00610.4, VIT_201s0011g00610.3	Ds_00008428-RA
OG0007851	VIT_217s0000g06220.3, VIT_217s0000g06220.1	Ds_00005352-RA
OG0007852	VIT_217s0000g03730.3, VIT_217s0000g03730.1, VIT_217s0000g03730.2	Ds_00000158-RA
OG0007853	VIT_201s0011g03190.2, VIT_201s0011g03190.3, VIT_201s0011g03190.1, VIT_217s0000g04020.1	Ds_00008593-RA
OG0007854	VIT_201s0011g03220.2	Ds_00006487-RA
OG0007856	VIT_217s0000g04520.1	Ds_00003664-RA, Ds_00003880-RA
OG0007857	VIT_217s0000g00880.1, VIT_217s0000g00880.3, VIT_217s0000g00880.2	Ds_00007085-RA
OG0007858	VIT_212s0034g01100.5, VIT_212s0034g01100.2, VIT_212s0034g01100.4, VIT_212s0034g01100.3, VIT_212s0034g01100.1	Ds_00003355-RA
OG0007859	VIT_214s0068g00220.1	Ds_00005940-RA
OG0007860	VIT_215s0045g01090.1, VIT_215s0045g01090.2, VIT_215s0045g01090.5, VIT_215s0045g01090.6, VIT_215s0045g01090.4, VIT_215s0045g01090.3	Ds_00015589-RA
OG0007861	VIT_217s0000g03100.3, VIT_217s0000g03100.4, VIT_217s0000g03100.5, VIT_217s0000g03100.1, VIT_217s0000g03100.2	Ds_00012121-RA
OG0007862	VIT_214s0108g01380.1, VIT_214s0108g01380.2, VIT_214s0108g01380.3	Ds_00007706-RA
OG0007863	VIT_201s0011g04900.1, VIT_201s0011g04910.1	Ds_00005906-RA
OG0007864	VIT_201s0026g02100.1	Ds_00015829-RA, Ds_00004310-RA
OG0007865	VIT_201s0011g00640.1	Ds_00008454-RA
OG0007866	VIT_217s0000g03560.2, VIT_217s0000g03560.1, VIT_201s0011g03730.1	Ds_00008571-RA
OG0007867	VIT_202s0012g02670.1	Ds_00013089-RA
OG0007868	VIT_201s0011g04610.1, VIT_201s0011g04610.5, VIT_201s0011g04610.2, VIT_201s0011g04610.4, VIT_201s0011g04610.6, VIT_201s0011g04610.3	Ds_00008544-RA
OG0007869	VIT_208s0040g00210.3, VIT_208s0040g00210.4, VIT_208s0040g00210.5, VIT_208s0040g00210.1, VIT_208s0040g00210.6, VIT_208s0040g00210.2	Ds_00012635-RA
OG0007871	VIT_216s0039g02170.1, VIT_216s0039g02170.3, VIT_216s0039g02170.2	Ds_00008652-RA
OG0007872	VIT_201s0026g01890.2, VIT_201s0026g01890.4, VIT_201s0026g01890.1, VIT_201s0026g01890.3	Ds_00014760-RA
OG0007873	VIT_211s0103g00540.1, VIT_211s0103g00540.4, VIT_211s0103g00540.2, VIT_211s0103g00540.3, VIT_211s0103g00540.5	Ds_00007938-RA
OG0007875	VIT_201s0113g00420.1, VIT_201s0113g00420.2	Ds_00010539-RA
OG0007876	VIT_217s0000g06940.1	Ds_00005327-RA
OG0007877	VIT_201s0011g03400.2, VIT_201s0011g03400.1	Ds_00005872-RA
OG0007878	VIT_209s0002g08120.2, VIT_209s0002g08120.1	Ds_00000662-RA
OG0007879	VIT_201s0011g03710.3, VIT_201s0011g03710.2, VIT_201s0011g03710.1, VIT_201s0011g03700.1	Ds_00006513-RA
OG0007880	VIT_217s0000g04050.1	Ds_00010613-RA
OG0007881	VIT_217s0000g00520.3, VIT_217s0000g00520.2, VIT_217s0000g00520.1	Ds_00000414-RA
OG0007882	VIT_214s0108g01460.1	Ds_00015008-RA, Ds_00015009-RA, Ds_00016132-RA
OG0007883	VIT_201s0011g06560.7, VIT_201s0011g06560.6, VIT_201s0011g06560.4	Ds_00017130-RA
OG0007884	VIT_202s0012g00930.1	Ds_00008105-RA
OG0007885	VIT_204s0008g07400.1	Ds_00010470-RA
OG0007886	VIT_200s0287g00080.1	Ds_00005140-RA
OG0007887	VIT_214s0066g01140.1	Ds_00008939-RA, Ds_00008937-RA, Ds_00017462-RA
OG0007888	VIT_201s0026g02500.1, VIT_201s0026g02500.2, VIT_206s0061g00570.1	Ds_00010571-RA
OG0007889	VIT_217s0053g00090.3, VIT_217s0053g00090.4, VIT_217s0053g00090.1, VIT_217s0053g00090.2	Ds_00017883-RA
OG0007890	VIT_217s0000g01180.2, VIT_217s0000g01180.1	Ds_00017175-RA
OG0007891	VIT_203s0063g00270.1, VIT_203s0063g00270.2	Ds_00002290-RA
OG0007892	VIT_210s0071g01160.1	Ds_00002672-RA
OG0007894	VIT_212s0028g01250.2, VIT_212s0028g01250.3, VIT_212s0028g01250.1	Ds_00013114-RA
OG0007895	VIT_216s0039g01570.1	Ds_00005561-RA
OG0007897	VIT_214s0108g01490.1, VIT_214s0108g01490.2	Ds_00002905-RA
OG0007898	VIT_201s0010g03620.1, VIT_201s0010g03620.2	Ds_00016317-RA
OG0007899	VIT_214s0108g00400.1	Ds_00016664-RA
OG0007900	VIT_217s0000g05570.1	Ds_00016242-RA
OG0007901	VIT_201s0026g00600.1, VIT_201s0026g00600.2	Ds_00009003-RA
OG0007902	VIT_217s0000g04170.5, VIT_217s0000g04170.2, VIT_217s0000g04170.4, VIT_217s0000g04170.1, VIT_217s0000g04170.3	Ds_00007751-RA
OG0007903	VIT_201s0011g06040.1	Ds_00012704-RA
OG0007904	VIT_205s0124g00520.1	Ds_00006732-RA
OG0007906	VIT_206s0004g02920.5, VIT_206s0004g02920.3, VIT_206s0004g02920.1, VIT_206s0004g02920.2, VIT_206s0004g02920.4	Ds_00004119-RA
OG0007907	VIT_210s0071g00870.1, VIT_210s0071g00870.2, VIT_210s0071g00870.3	Ds_00004195-RA, Ds_00004194-RA
OG0007908	VIT_214s0060g01400.1	Ds_00005659-RA, Ds_00005661-RA
OG0007909	VIT_214s0066g01750.3, VIT_214s0066g01750.4, VIT_214s0066g01750.1, VIT_214s0066g01750.2	Ds_00003291-RA
OG0007911	VIT_219s0090g00060.4, VIT_219s0090g00060.2, VIT_219s0090g00060.3, VIT_219s0090g00060.5, VIT_219s0090g00060.1	Ds_00011742-RA
OG0007912	VIT_214s0108g01420.1, VIT_214s0108g01420.4, VIT_214s0108g01420.2, VIT_214s0108g01420.3	Ds_00013607-RA
OG0007913	VIT_217s0000g04200.1	Ds_00016740-RA
OG0007914	VIT_214s0108g00870.1, VIT_217s0000g06270.1	Ds_00005349-RA
OG0007915	VIT_201s0127g00270.1	Ds_00003787-RA, Ds_00013805-RA
OG0007917	VIT_216s0039g01540.1, VIT_216s0039g01550.1	Ds_00012031-RA
OG0007918	VIT_214s0006g01830.3, VIT_214s0006g01830.2, VIT_214s0006g01830.1	Ds_00009239-RA
OG0007919	VIT_201s0011g02300.1, VIT_201s0011g02300.2, VIT_201s0011g02300.6, VIT_201s0011g02300.4, VIT_201s0011g02300.3, VIT_201s0011g02300.5	Ds_00012383-RA
OG0007920	VIT_217s0000g05120.1	Ds_00010627-RA
OG0007921	VIT_202s0012g00480.4, VIT_202s0012g00480.3, VIT_202s0012g00480.1, VIT_202s0012g00480.2	Ds_00008152-RA
OG0007922	VIT_214s0083g00450.1, VIT_214s0083g00450.2	Ds_00003338-RA
OG0007923	VIT_202s0087g00950.1	Ds_00000072-RA
OG0007924	VIT_217s0000g03500.1	Ds_00016854-RA
OG0007925	VIT_201s0011g05050.4, VIT_201s0011g05050.5, VIT_201s0011g05050.1, VIT_201s0011g05050.3, VIT_201s0011g05050.2, VIT_217s0000g02440.7, VIT_217s0000g02440.6, VIT_217s0000g02440.3, VIT_217s0000g02440.2, VIT_217s0000g02440.5, VIT_217s0000g02440.4, VIT_217s0000g02440.1	Ds_00013231-RA
OG0007926	VIT_217s0000g02840.1, VIT_217s0000g02840.3, VIT_217s0000g02840.4, VIT_217s0000g02840.2	Ds_00016537-RA
OG0007927	VIT_210s0116g00620.1, VIT_219s0177g00160.1	Ds_00001742-RA
OG0007929	VIT_213s0064g00400.4, VIT_213s0064g00400.6, VIT_213s0064g00400.3, VIT_213s0064g00400.1, VIT_213s0064g00400.2, VIT_213s0064g00400.5	Ds_00016681-RA
OG0007932	VIT_216s0050g00670.1	Ds_00007299-RA
OG0007933	VIT_208s0040g00140.1, VIT_208s0040g00140.4, VIT_208s0040g00140.3, VIT_208s0040g00140.2	Ds_00009815-RA
OG0007935	VIT_216s0098g01080.1	Ds_00004532-RA
OG0007937	VIT_210s0003g02110.1	Ds_00011154-RA, Ds_00011157-RA, Ds_00017849-RA, Ds_00000462-RA, Ds_00016466-RA
OG0007939	VIT_209s0002g03160.1	Ds_00016067-RA, Ds_00013071-RA, Ds_00016062-RA, Ds_00000780-RA, Ds_00016063-RA, Ds_00000779-RA
OG0007941	VIT_206s0009g01640.2, VIT_206s0009g01640.3, VIT_203s0114g00024.1, VIT_206s0009g01640.1	Ds_00004105-RA
OG0007977	VIT_200s1450g00010.1, VIT_210s0003g03850.1	Ds_00012759-RA
OG0007978	VIT_204s0023g03200.1, VIT_204s0023g03200.2	Ds_00016558-RA
OG0007980	VIT_208s0007g08540.2, VIT_208s0007g08540.1, VIT_208s0007g08540.3	Ds_00009583-RA
OG0007981	VIT_204s0023g00170.2, VIT_204s0023g00170.4, VIT_204s0023g00170.3, VIT_204s0023g00170.1	Ds_00004048-RA
OG0007982	VIT_208s0007g03300.1, VIT_208s0007g03300.2	Ds_00016240-RA, Ds_00015546-RA
OG0007983	VIT_205s0062g01150.2, VIT_205s0062g01150.1	Ds_00005737-RA
OG0007984	VIT_203s0063g01100.1, VIT_203s0063g01100.4, VIT_203s0063g01100.2, VIT_203s0063g01100.5, VIT_203s0063g01100.3	Ds_00000424-RA
OG0007987	VIT_214s0060g01620.2, VIT_214s0060g01620.1	Ds_00003904-RA
OG0007989	VIT_205s0020g01600.2, VIT_205s0020g01600.1, VIT_205s0020g01600.3	Ds_00014282-RA
OG0007991	VIT_214s0060g01200.1	Ds_00017575-RA
OG0007992	VIT_209s0002g01860.1	Ds_00016057-RA
OG0007994	VIT_205s0020g04070.3, VIT_205s0020g04070.2, VIT_205s0020g04070.5, VIT_205s0020g04070.1, VIT_205s0020g04070.4	Ds_00014677-RA
OG0007995	VIT_207s0005g06550.1, VIT_207s0005g06550.2, VIT_213s0084g00340.1	Ds_00002669-RA
OG0007996	VIT_207s0104g00710.2, VIT_207s0104g00710.1	Ds_00011805-RA
OG0007997	VIT_204s0023g00470.1, VIT_204s0023g00470.2, VIT_204s0023g00470.3	Ds_00004057-RA, Ds_00015518-RA
OG0007998	VIT_205s0077g01350.2, VIT_205s0077g01350.4, VIT_205s0077g01350.1, VIT_205s0077g01350.3	Ds_00005071-RA
OG0007999	VIT_204s0023g03370.1	Ds_00014475-RA
OG0008000	VIT_205s0102g00720.2, VIT_205s0102g00720.1	Ds_00012454-RA
OG0008001	VIT_205s0020g04120.1	Ds_00015754-RA, Ds_00003472-RA
OG0008002	VIT_207s0104g00600.1	Ds_00003116-RA, Ds_00004634-RA
OG0008003	VIT_206s0004g01360.1, VIT_206s0004g01360.2, VIT_206s0004g01360.3	Ds_00005526-RA
OG0008004	VIT_205s0020g04170.3, VIT_205s0020g04170.2, VIT_205s0020g04170.1	Ds_00003166-RA
OG0008005	VIT_213s0019g03670.1	Ds_00007407-RA
OG0008006	VIT_207s0005g01240.1, VIT_207s0005g01240.2	Ds_00016282-RA
OG0008007	VIT_208s0007g04920.2, VIT_208s0007g04920.3, VIT_208s0007g04920.1	Ds_00008758-RA
OG0008008	VIT_208s0007g08530.1, VIT_213s0064g00380.1	Ds_00011000-RA
OG0008009	VIT_213s0019g04350.1	Ds_00005980-RA
OG0008010	VIT_200s0304g00010.1	Ds_00012835-RA
OG0008011	VIT_207s0005g02190.1, VIT_207s0005g02190.3, VIT_207s0005g02190.4, VIT_207s0005g02190.2	Ds_00001032-RA
OG0008012	VIT_206s0004g02360.2, VIT_206s0004g02360.1	Ds_00013952-RA, Ds_00014757-RA
OG0008014	VIT_205s0020g04570.1	Ds_00006397-RA
OG0008015	VIT_205s0020g03430.1, VIT_205s0020g03430.3, VIT_205s0020g03430.2	Ds_00005604-RA
OG0008016	VIT_205s0029g00730.1, VIT_205s0029g00700.1, VIT_205s0029g00720.1	Ds_00017710-RA
OG0008018	VIT_204s0023g00680.1	Ds_00013746-RA
OG0008019	VIT_206s0080g00570.1	Ds_00015682-RA
OG0008020	VIT_214s0060g01945.1	Ds_00006544-RA
OG0008021	VIT_204s0043g00950.1, VIT_204s0023g00290.2, VIT_204s0023g00290.1	Ds_00004049-RA
OG0008022	VIT_205s0051g00580.1	Ds_00007140-RA
OG0008023	VIT_207s0005g01150.2, VIT_207s0005g01150.1	Ds_00014459-RA
OG0008024	VIT_207s0005g01190.1, VIT_207s0005g01190.2	Ds_00005571-RA
OG0008025	VIT_214s0081g00650.1, VIT_214s0081g00650.2	Ds_00006164-RA
OG0008026	VIT_214s0060g00610.1, VIT_214s0060g00610.4, VIT_214s0060g00610.2, VIT_214s0060g00610.3, VIT_214s0060g00610.5	Ds_00014342-RA
OG0008028	VIT_205s0020g00880.1, VIT_205s0020g00880.2	Ds_00005029-RA
OG0008029	VIT_205s0077g01880.1	Ds_00003064-RA
OG0008030	VIT_206s0080g00250.1	Ds_00001266-RA, Ds_00010159-RA
OG0008031	VIT_205s0049g02310.1, VIT_205s0049g02310.2	Ds_00007129-RA
OG0008033	VIT_208s0058g00490.3, VIT_208s0058g00490.2, VIT_208s0058g00490.1	Ds_00003440-RA
OG0008034	VIT_205s0020g00420.1	Ds_00005006-RA
OG0008035	VIT_204s0023g00840.1	Ds_00004071-RA, Ds_00017319-RA
OG0008036	VIT_218s0001g07670.1	Ds_00002321-RA, Ds_00002320-RA
OG0008037	VIT_219s0085g00630.1, VIT_219s0085g00630.2	Ds_00003337-RA
OG0008038	VIT_205s0102g00360.1	Ds_00004998-RA
OG0008040	VIT_202s0087g00330.1, VIT_202s0087g00280.1, VIT_202s0087g00320.1	Ds_00005502-RA, Ds_00006056-RA
OG0008041	VIT_205s0051g00450.1	Ds_00007136-RA
OG0008042	VIT_204s0044g00320.2, VIT_204s0044g00320.1, VIT_204s0044g00320.4, VIT_204s0044g00320.3, VIT_204s0044g00320.6, VIT_204s0044g00320.5	Ds_00003027-RA
OG0008044	VIT_208s0040g00270.1	Ds_00010215-RA
OG0008045	VIT_214s0081g00150.1	Ds_00006266-RA
OG0008046	VIT_204s0044g00980.1, VIT_204s0044g00980.3, VIT_204s0044g00980.2	Ds_00003629-RA
OG0008047	VIT_208s0032g01170.4, VIT_208s0032g01170.5, VIT_208s0032g01170.6, VIT_208s0032g01170.3, VIT_208s0032g01170.1, VIT_208s0032g01170.2, VIT_208s0032g01170.7	Ds_00014865-RA
OG0008048	VIT_204s0023g00310.4, VIT_204s0023g00310.1, VIT_204s0023g00310.5, VIT_204s0023g00310.3, VIT_204s0023g00310.2	Ds_00004051-RA, Ds_00013737-RA
OG0008051	VIT_208s0007g04900.3, VIT_208s0007g04900.1, VIT_208s0007g04900.2	Ds_00013699-RA
OG0008053	VIT_207s0005g01630.1	Ds_00001053-RA, Ds_00012346-RA
OG0008054	VIT_200s0333g00020.1, VIT_200s0333g00020.3, VIT_200s0333g00020.2	Ds_00007773-RA
OG0008056	VIT_214s0128g00750.1, VIT_219s0015g02220.1, VIT_215s0045g00670.1	Ds_00006316-RA
OG0008057	VIT_208s0040g02300.1	Ds_00015400-RA
OG0008058	VIT_218s0001g08700.3, VIT_218s0001g08700.2, VIT_218s0001g08700.4, VIT_218s0001g08700.1	Ds_00002498-RA
OG0008059	VIT_206s0004g01160.1	Ds_00005522-RA
OG0008060	VIT_213s0101g00410.1, VIT_213s0101g00410.2	Ds_00006060-RA
OG0008061	VIT_205s0077g01050.1	Ds_00005060-RA
OG0008062	VIT_207s0151g00810.1	Ds_00004551-RA
OG0008063	VIT_211s0037g00030.1, VIT_211s0037g00030.2, VIT_211s0037g00030.4, VIT_211s0037g00030.3	Ds_00007183-RA
OG0008064	VIT_204s0044g01680.1	Ds_00014429-RA
OG0008066	VIT_218s0041g02150.1	Ds_00011938-RA
OG0008067	VIT_212s0035g01810.4, VIT_212s0035g01810.3, VIT_212s0035g01810.2, VIT_212s0035g01810.1	Ds_00008976-RA
OG0008068	VIT_218s0001g11160.1	Ds_00009812-RA, Ds_00015749-RA
OG0008069	VIT_207s0031g00340.2, VIT_207s0031g00340.1	Ds_00009454-RA
OG0008071	VIT_218s0001g12130.1	Ds_00009793-RA, Ds_00015326-RA
OG0008072	VIT_200s0211g00060.1	Ds_00001239-RA
OG0008074	VIT_219s0027g00340.1	Ds_00005319-RA
OG0008075	VIT_218s0001g06590.1, VIT_218s0001g06590.2, VIT_218s0001g06590.3	Ds_00003494-RA
OG0008076	VIT_212s0134g00560.2, VIT_212s0134g00560.3, VIT_212s0134g00560.1	Ds_00016309-RA
OG0008077	VIT_203s0063g00280.1, VIT_203s0063g00280.2, VIT_203s0063g00280.4, VIT_203s0063g00280.3	Ds_00014880-RA
OG0008078	VIT_212s0055g01100.2, VIT_212s0055g01100.1	Ds_00012140-RA
OG0008079	VIT_218s0001g05640.1	Ds_00003498-RA
OG0008080	VIT_207s0130g00510.1, VIT_206s0004g08500.1	Ds_00007733-RA
OG0008081	VIT_200s0207g00135.1	Ds_00011866-RA
OG0008082	VIT_212s0035g00640.1, VIT_212s0035g00640.2	Ds_00001954-RA
OG0008083	VIT_218s0001g07300.2, VIT_218s0001g07300.3, VIT_218s0001g07300.1	Ds_00003513-RA
OG0008084	VIT_204s0023g01980.1, VIT_204s0043g00820.1	Ds_00016602-RA
OG0008087	VIT_203s0091g00650.1, VIT_218s0001g09270.1	Ds_00000539-RA
OG0008088	VIT_218s0001g08540.1, VIT_218s0001g08540.2	Ds_00002490-RA
OG0008089	VIT_207s0151g00470.1	Ds_00009383-RA
OG0008091	VIT_207s0191g00110.2, VIT_207s0191g00110.1, VIT_207s0191g00100.1	Ds_00010955-RA
OG0008092	VIT_207s0191g00160.1, VIT_207s0191g00140.1	Ds_00003599-RA
OG0008094	VIT_212s0034g02550.1	Ds_00010420-RA
OG0008095	VIT_218s0001g03080.2, VIT_218s0001g03080.1	Ds_00001616-RA
OG0008096	VIT_212s0034g01240.1	Ds_00013215-RA
OG0008097	VIT_200s1311g00010.1	Ds_00011101-RA
OG0008098	VIT_218s0001g11260.1	Ds_00007899-RA
OG0008100	VIT_209s0018g01270.1, VIT_209s0018g01270.2, VIT_209s0018g01270.3	Ds_00000427-RA
OG0008103	VIT_207s0031g01250.1	Ds_00014022-RA
OG0008104	VIT_216s0098g00550.1, VIT_216s0098g00550.2	Ds_00010271-RA, Ds_00008052-RA, Ds_00007552-RA, Ds_00002789-RA, Ds_00011269-RA, Ds_00010270-RA
OG0008105	VIT_218s0001g10580.1	Ds_00000278-RA
OG0008108	VIT_218s0001g06050.1	Ds_00017335-RA, Ds_00007599-RA
OG0008109	VIT_218s0122g00890.1	Ds_00007487-RA, Ds_00011640-RA
OG0008110	VIT_203s0091g00440.1	Ds_00012146-RA
OG0008111	VIT_215s0045g00500.1	Ds_00002885-RA
OG0008114	VIT_207s0130g00480.1, VIT_207s0130g00480.4, VIT_207s0130g00480.3, VIT_207s0130g00480.2	Ds_00010984-RA
OG0008115	VIT_205s0029g00100.1, VIT_207s0031g02480.1	Ds_00003978-RA, Ds_00003979-RA
OG0008117	VIT_219s0014g05210.2, VIT_219s0014g05210.1, VIT_219s0014g05210.3	Ds_00007222-RA
OG0008119	VIT_214s0066g01740.1	Ds_00008838-RA, Ds_00008837-RA
OG0008120	VIT_200s1235g00010.2, VIT_200s1235g00010.1	Ds_00005423-RA
OG0008121	VIT_218s0001g12340.1, VIT_204s0023g01520.1	Ds_00011213-RA
OG0008122	VIT_203s0038g01780.1	Ds_00000024-RA
OG0008123	VIT_212s0028g01400.2, VIT_212s0028g01400.4, VIT_212s0028g01400.3, VIT_212s0028g01400.1	Ds_00007952-RA
OG0008124	VIT_202s0033g00190.2, VIT_202s0033g00190.3, VIT_202s0033g00190.1	Ds_00000007-RA
OG0008125	VIT_207s0129g00480.1, VIT_207s0129g00500.1	Ds_00009414-RA
OG0008126	VIT_218s0001g14530.2, VIT_218s0001g14530.1, VIT_212s0055g00925.1	Ds_00000518-RA, Ds_00000517-RA, Ds_00003785-RA
OG0008127	VIT_218s0001g12230.2, VIT_218s0001g12230.1, VIT_218s0001g12230.3, VIT_218s0001g12230.4, VIT_218s0001g12230.5	Ds_00007872-RA
OG0008128	VIT_218s0001g00440.1	Ds_00011985-RA
OG0008130	VIT_204s0023g01770.2, VIT_204s0023g01770.1	Ds_00016610-RA
OG0008131	VIT_203s0063g02100.1	Ds_00004826-RA
OG0008132	VIT_211s0016g05080.1, VIT_211s0016g05080.4, VIT_211s0016g05080.3, VIT_211s0016g05080.2, VIT_211s0016g05080.5	Ds_00015721-RA
OG0008133	VIT_203s0038g03670.2, VIT_203s0038g03670.1	Ds_00008206-RA
OG0008134	VIT_218s0001g02970.1	Ds_00001615-RA, Ds_00003521-RA
OG0008135	VIT_217s0000g07300.1	Ds_00013069-RA
OG0008136	VIT_218s0001g08150.1, VIT_218s0001g08150.2, VIT_218s0001g08150.3, VIT_218s0001g08150.4	Ds_00002479-RA
OG0008137	VIT_218s0001g02880.1, VIT_218s0001g02920.1, VIT_218s0001g02840.1	Ds_00005470-RA
OG0008139	VIT_200s0391g00030.1	Ds_00012841-RA, Ds_00010960-RA
OG0008140	VIT_209s0054g00780.1, VIT_209s0054g00780.3, VIT_209s0054g00780.6, VIT_209s0054g00780.5, VIT_209s0054g00780.4, VIT_209s0054g00780.2	Ds_00012781-RA
OG0008141	VIT_204s0023g01650.1	Ds_00016599-RA
OG0008142	VIT_207s0031g02650.1	Ds_00012127-RA
OG0008143	VIT_218s0001g00090.1, VIT_218s0001g00090.5, VIT_218s0001g00090.4, VIT_218s0001g00090.2, VIT_218s0001g00090.3	Ds_00017974-RA
OG0008144	VIT_218s0001g08380.1	Ds_00002486-RA
OG0008145	VIT_212s0034g02160.2, VIT_212s0034g02160.3, VIT_212s0034g02160.1	Ds_00001948-RA
OG0008146	VIT_203s0063g00360.2, VIT_203s0063g00360.3, VIT_203s0063g00360.4, VIT_203s0063g00360.1	Ds_00004508-RA
OG0008147	VIT_213s0019g04050.1	Ds_00012238-RA
OG0008148	VIT_217s0000g01740.2, VIT_217s0000g01740.1	Ds_00003851-RA
OG0008149	VIT_219s0014g02750.1	Ds_00001783-RA
OG0008154	VIT_210s0003g03280.2, VIT_210s0003g03280.1	Ds_00007748-RA
OG0008155	VIT_212s0142g00610.2, VIT_212s0142g00610.1	Ds_00001233-RA
OG0008156	VIT_210s0003g01720.1, VIT_210s0003g01720.4, VIT_210s0003g01720.3, VIT_210s0003g01720.2	Ds_00007453-RA
OG0008159	VIT_210s0003g01110.2, VIT_210s0003g01110.3, VIT_210s0003g01110.1	Ds_00011505-RA
OG0008160	VIT_210s0003g04110.1, VIT_210s0003g04110.2, VIT_210s0003g04110.3, VIT_210s0003g04110.4, VIT_210s0003g04110.5	Ds_00003531-RA
OG0008161	VIT_212s0028g02340.1	Ds_00012315-RA, Ds_00014855-RA
OG0008162	VIT_219s0090g01540.1	Ds_00001707-RA
OG0008164	VIT_212s0057g00990.1	Ds_00004079-RA
OG0008165	VIT_207s0104g00690.1	Ds_00002830-RA
