Orthogroup	V_vinifera.proteins	G_max.proteins
OG0009280	VIT_200s0245g00040.1, VIT_214s0128g00460.3, VIT_214s0128g00460.2, VIT_214s0128g00460.1	GmISU01.20G192700.1.p, GmISU01.10G122700.1.p
OG0009281	VIT_207s0005g01770.1	GmISU01.02G009600.1.p, GmISU01.03G180000.1.p, GmISU01.19G181200.1.p
OG0009282	VIT_206s0009g02080.1	GmISU01.07G025700.1.p
OG0009283	VIT_206s0009g01420.2, VIT_206s0009g01420.1	GmISU01.20G035100.1.p, GmISU01.13G051400.1.p
OG0009285	VIT_201s0011g01260.1	GmISU01.12G018000.1.p, GmISU01.12G018000.3.p
OG0009286	VIT_200s0590g00010.1	GmISU01.11G121000.1.p, GmISU01.12G051700.1.p
OG0009287	VIT_209s0054g00710.1	GmISU01.05G145500.2.p, GmISU01.05G145500.1.p, GmISU01.08G121300.1.p
OG0009288	VIT_200s0207g00100.1, VIT_200s0207g00100.2	GmISU01.18G190000.1.p, GmISU01.18G190000.2.p, GmISU01.09G204100.1.p
OG0009289	VIT_201s0011g05570.2, VIT_201s0011g05570.1	GmISU01.05G201600.1.p, GmISU01.08G039500.2.p
OG0009290	VIT_207s0005g05590.1	GmISU01.08G318400.1.p, GmISU01.18G131000.1.p
OG0009291	VIT_217s0000g03860.1	GmISU01.02G248300.2.p, GmISU01.02G248300.1.p, GmISU01.14G024500.3.p, GmISU01.14G024500.2.p
OG0009292	VIT_214s0030g01860.1, VIT_214s0030g01860.2	GmISU01.19G204300.2.p, GmISU01.19G204300.1.p, GmISU01.03G203100.1.p, GmISU01.03G203100.2.p, GmISU01.10G129300.1.p, GmISU01.20G182900.2.p, GmISU01.20G182900.1.p
OG0009293	VIT_202s0012g00140.3, VIT_202s0012g00140.1	GmISU01.17G137600.1.p, GmISU01.05G061600.1.p
OG0009294	VIT_207s0141g00310.1, VIT_207s0141g00310.2, VIT_207s0141g00310.3	GmISU01.19G126700.2.p, GmISU01.19G126700.1.p
OG0009295	VIT_208s0007g07330.1	GmISU01.16G036400.1.p, GmISU01.19G084000.1.p, GmISU01.02G065300.1.p, GmISU01.16G126100.1.p
OG0009296	VIT_206s0080g00800.1	GmISU01.11G145700.1.p, GmISU01.12G082700.1.p
OG0009298	VIT_209s0002g02280.1	GmISU01.08G179000.1.p, GmISU01.07G008300.1.p
OG0009299	VIT_205s0051g00440.2, VIT_205s0051g00440.1, VIT_213s0047g01030.1	GmISU01.10G101800.2.p, GmISU01.10G101800.1.p
OG0009300	VIT_202s0025g02010.1	GmISU01.05G103100.1.p, GmISU01.08G075000.1.p
OG0009301	VIT_219s0085g00820.2, VIT_219s0085g00820.1	GmISU01.08G152000.1.p, GmISU01.15G217700.1.p
OG0009302	VIT_209s0002g01060.1	GmISU01.16G007300.1.p, GmISU01.07G037100.1.p
OG0009303	VIT_204s0008g01190.5, VIT_204s0008g01190.2, VIT_204s0008g01190.1, VIT_204s0008g01190.3	GmISU01.03G098000.1.p
OG0009304	VIT_208s0007g07460.1	GmISU01.02G064900.1.p, GmISU01.16G125700.1.p
OG0009306	VIT_208s0040g03380.1, VIT_208s0040g03380.2	GmISU01.19G138000.1.p, GmISU01.03G134700.1.p
OG0009307	VIT_205s0077g01075.1	GmISU01.09G034200.1.p, GmISU01.15G130800.1.p
OG0009308	VIT_207s0141g00660.1	GmISU01.10G030400.1.p, GmISU01.02G126300.2.p, GmISU01.08G308500.1.p, GmISU01.18G121400.1.p
OG0009309	VIT_205s0020g02950.3, VIT_205s0020g02950.5, VIT_205s0020g02950.2, VIT_205s0020g02950.4, VIT_205s0020g02950.1	GmISU01.20G108700.1.p, GmISU01.10G211900.1.p
OG0009310	VIT_206s0061g00850.1	GmISU01.13G214500.1.p, GmISU01.15G061800.1.p
OG0009311	VIT_200s0179g00310.1, VIT_214s0030g02160.1	GmISU01.19G205100.1.p
OG0009312	VIT_209s0002g01180.1	GmISU01.03G061800.1.p, GmISU01.03G061800.2.p, GmISU01.18G116900.1.p, GmISU01.18G116900.2.p, GmISU01.16G006700.1.p
OG0009313	VIT_208s0007g00460.2, VIT_213s0047g01205.1, VIT_208s0007g00460.1	GmISU01.18G119500.2.p, GmISU01.18G119500.1.p
OG0009314	VIT_218s0089g01200.1	GmISU01.20G172800.1.p, GmISU01.10G143500.1.p
OG0009315	VIT_206s0004g00170.1, VIT_206s0004g00170.2, VIT_206s0004g00170.3	GmISU01.07G190700.1.p, GmISU01.20G020400.1.p
OG0009316	VIT_208s0058g01420.1	GmISU01.18G161200.1.p, GmISU01.09G228600.1.p
OG0009317	VIT_214s0060g00075.1	GmISU01.20G061600.1.p, GmISU01.10G111600.1.p, GmISU01.19G186500.1.p, GmISU01.03G185300.1.p
OG0009318	VIT_205s0020g01040.1	GmISU01.17G038200.1.p, GmISU01.13G089500.1.p, GmISU01.15G165200.1.p, GmISU01.09G068600.1.p, GmISU01.09G068600.2.p, GmISU01.15G165200.2.p
OG0009319	VIT_208s0056g01200.1	GmISU01.03G007000.1.p, GmISU01.19G088900.1.p
OG0009321	VIT_207s0005g03790.1	GmISU01.10G035700.1.p, GmISU01.10G035700.3.p, GmISU01.10G035700.2.p, GmISU01.13G098100.1.p
OG0009322	VIT_208s0058g00830.1	GmISU01.18G158100.1.p, GmISU01.09G233700.1.p
OG0009323	VIT_205s0124g00020.1	GmISU01.18G240500.3.p, GmISU01.08G323500.2.p, GmISU01.08G323500.4.p
OG0009324	VIT_208s0007g05600.1	GmISU01.19G099800.1.p, GmISU01.03G096200.1.p
OG0009325	VIT_214s0060g00970.1, VIT_218s0157g00160.1	GmISU01.20G066500.1.p, GmISU01.10G116000.1.p
OG0009326	VIT_207s0104g00500.3, VIT_207s0104g00500.1, VIT_207s0104g00500.2	GmISU01.03G117700.1.p, GmISU01.19G121900.2.p, GmISU01.19G121900.4.p, GmISU01.19G121900.1.p, GmISU01.19G121900.3.p
OG0009327	VIT_208s0007g07110.1	GmISU01.03G166800.1.p, GmISU01.19G168900.1.p, GmISU01.02G148000.1.p, GmISU01.09G086500.1.p
OG0009328	VIT_207s0005g02610.1	GmISU01.02G007000.1.p, GmISU01.10G108900.1.p, GmISU01.10G108900.2.p
OG0009329	VIT_207s0005g03490.3, VIT_207s0005g03490.2, VIT_207s0005g03490.1	GmISU01.03G126600.1.p, GmISU01.19G130500.1.p
OG0009330	VIT_214s0128g00360.1, VIT_214s0128g00360.2	GmISU01.10G123500.1.p, GmISU01.20G191900.2.p, GmISU01.20G191900.1.p
OG0009331	VIT_207s0289g00020.1, VIT_207s0141g00320.1	GmISU01.18G119800.1.p, GmISU01.08G305700.1.p
OG0009332	VIT_213s0067g00390.4, VIT_213s0067g00390.3, VIT_213s0067g00390.1, VIT_213s0067g00390.2	GmISU01.14G056100.3.p, GmISU01.14G056100.1.p, GmISU01.02G217900.1.p
OG0009333	VIT_201s0010g00580.1, VIT_201s0010g00580.2	GmISU01.11G010400.1.p
OG0009334	VIT_205s0020g02640.1, VIT_205s0020g02640.2	GmISU01.07G219100.1.p, GmISU01.17G015100.1.p, GmISU01.17G015100.2.p
OG0009335	VIT_207s0005g02760.2, VIT_207s0005g02760.1	GmISU01.03G182200.1.p
OG0009336	VIT_214s0060g00320.1, VIT_214s0060g00320.2	GmISU01.03G186600.2.p, GmISU01.19G188000.1.p
OG0009337	VIT_216s0013g01960.3, VIT_216s0013g01960.1	GmISU01.11G196000.1.p, GmISU01.18G038600.1.p
OG0009338	VIT_213s0019g01070.2, VIT_213s0019g01070.1	GmISU01.02G209600.1.p, GmISU01.14G064300.1.p
OG0009339	VIT_211s0016g05630.1, VIT_211s0016g05630.2	GmISU01.13G131500.1.p, GmISU01.17G103200.2.p, GmISU01.17G103200.3.p
OG0009340	VIT_200s0252g00050.1, VIT_200s0252g00050.3, VIT_200s0252g00050.2	GmISU01.03G099700.1.p, GmISU01.19G103500.1.p
OG0009341	VIT_207s0005g03020.1	GmISU01.10G032200.1.p, GmISU01.13G093500.1.p, GmISU01.03G124800.1.p, GmISU01.19G128700.1.p
OG0009342	VIT_207s0005g05620.1, VIT_207s0005g05620.2	GmISU01.20G150400.1.p
OG0009343	VIT_218s0041g01930.2, VIT_218s0041g01930.1, VIT_208s0007g05460.1	GmISU01.11G231700.1.p
OG0009344	VIT_208s0056g01270.1, VIT_208s0056g01270.3, VIT_208s0056g01270.2, VIT_208s0056g01270.4	GmISU01.19G087000.2.p, GmISU01.16G033600.1.p
OG0009345	VIT_205s0049g01470.1, VIT_205s0049g01470.2, VIT_213s0073g00670.1	GmISU01.09G153200.1.p, GmISU01.07G076700.1.p
OG0009346	VIT_214s0060g00450.1	GmISU01.19G188600.2.p, GmISU01.19G188600.1.p
OG0009347	VIT_209s0070g00120.1	GmISU01.17G038700.1.p, GmISU01.13G089000.1.p
OG0009348	VIT_212s0142g00220.1, VIT_212s0142g00220.2	GmISU01.20G039800.1.p, GmISU01.20G039800.2.p
OG0009349	VIT_206s0004g02120.1	GmISU01.12G052800.1.p, GmISU01.11G122200.1.p
OG0009350	VIT_201s0011g04695.1	GmISU01.10G225500.1.p, GmISU01.20G092300.1.p
OG0009351	VIT_205s0020g00820.2, VIT_205s0020g00820.1, VIT_205s0020g00820.3	GmISU01.13G091600.1.p, GmISU01.13G091600.2.p
OG0009352	VIT_205s0020g03030.2, VIT_205s0020g03030.4, VIT_205s0020g03030.1, VIT_205s0020g03030.3	GmISU01.10G211300.1.p, GmISU01.20G109300.1.p
OG0009353	VIT_213s0156g00150.1	GmISU01.08G146500.1.p, GmISU01.15G222400.1.p
OG0009354	VIT_207s0151g00780.1	GmISU01.03G072800.4.p, GmISU01.03G072800.1.p, GmISU01.07G109500.1.p
OG0009355	VIT_204s0023g00410.1	GmISU01.09G206700.1.p, GmISU01.18G187200.1.p
OG0009356	VIT_207s0129g00400.1	GmISU01.01G153200.1.p, GmISU01.11G044600.1.p, GmISU01.05G084700.1.p
OG0009357	VIT_205s0020g01310.1, VIT_205s0020g01310.4, VIT_205s0020g01310.3, VIT_205s0020g01310.2	GmISU01.15G140900.1.p, GmISU01.09G043800.1.p
OG0009358	VIT_214s0128g00850.2, VIT_214s0128g00850.3, VIT_214s0128g00850.4, VIT_214s0128g00850.1	GmISU01.19G196700.2.p, GmISU01.19G196700.1.p, GmISU01.03G194900.1.p
OG0009359	VIT_208s0040g00420.1	GmISU01.19G091300.1.p, GmISU01.03G004100.1.p
OG0009360	VIT_208s0032g00090.1	GmISU01.05G072000.1.p
OG0009361	VIT_219s0015g00150.1	GmISU01.02G257900.1.p, GmISU01.14G013900.2.p, GmISU01.14G013900.1.p
OG0009362	VIT_210s0116g00860.1, VIT_210s0116g00860.2, VIT_210s0116g00860.3, VIT_210s0116g00860.4	GmISU01.07G221700.1.p
OG0009363	VIT_219s0015g01340.3, VIT_219s0015g01340.1	GmISU01.02G261800.1.p, GmISU01.14G010200.2.p, GmISU01.14G010200.1.p
OG0009364	VIT_213s0019g01900.1, VIT_213s0019g01900.2	GmISU01.11G199600.1.p, GmISU01.18G034800.1.p
OG0009365	VIT_208s0007g06200.1, VIT_208s0007g06200.2, VIT_208s0007g06200.4, VIT_208s0007g06200.3	GmISU01.03G107600.1.p, GmISU01.19G112400.3.p, GmISU01.19G112400.1.p
OG0009366	VIT_207s0141g00370.1	GmISU01.08G305800.1.p
OG0009367	VIT_214s0060g00340.1	GmISU01.20G063600.1.p, GmISU01.20G062600.1.p, GmISU01.20G063600.2.p
OG0009369	VIT_207s0005g01370.1	GmISU01.19G179200.1.p
OG0009370	VIT_217s0000g08500.1	GmISU01.15G124800.1.p, GmISU01.09G027600.2.p, GmISU01.09G027600.1.p
OG0009371	VIT_214s0060g01100.3, VIT_214s0060g01100.5, VIT_214s0060g01100.2	GmISU01.10G010900.2.p, GmISU01.10G010900.1.p, GmISU01.02G010000.1.p
OG0009372	VIT_214s0030g02220.1	GmISU01.19G205600.1.p, GmISU01.03G204300.1.p, GmISU01.20G183700.4.p, GmISU01.10G130100.1.p
OG0009373	VIT_203s0017g01930.1	GmISU01.11G014800.3.p, GmISU01.11G014800.1.p
OG0009374	VIT_208s0007g07510.1	GmISU01.02G064600.2.p, GmISU01.02G064600.1.p, GmISU01.16G125300.1.p
OG0009375	VIT_205s0020g03040.1	GmISU01.10G211200.1.p, GmISU01.20G109400.1.p
OG0009376	VIT_209s0002g00780.2, VIT_209s0002g00780.1	GmISU01.07G039000.1.p
OG0009377	VIT_218s0122g00710.1	GmISU01.17G228500.1.p, GmISU01.17G228500.2.p, GmISU01.14G187800.1.p, GmISU01.14G187800.3.p, GmISU01.14G187800.2.p
OG0009378	VIT_218s0001g13070.1	GmISU01.14G067000.3.p, GmISU01.14G067000.2.p, GmISU01.14G067000.1.p, GmISU01.17G220300.2.p, GmISU01.17G220300.1.p
OG0009379	VIT_218s0001g03850.1	GmISU01.04G209300.2.p, GmISU01.04G209300.3.p, GmISU01.06G099800.1.p
OG0009380	VIT_218s0001g13030.1	GmISU01.06G026700.1.p, GmISU01.14G067300.1.p, GmISU01.17G220000.1.p
OG0009382	VIT_216s0098g01540.1	GmISU01.06G119900.1.p, GmISU01.04G191700.1.p, GmISU01.04G191700.2.p
OG0009383	VIT_218s0122g00880.1	GmISU01.06G013500.1.p
OG0009384	VIT_212s0035g00700.1	GmISU01.12G138300.2.p, GmISU01.12G138300.3.p, GmISU01.12G138300.1.p, GmISU01.16G003000.1.p
OG0009385	VIT_203s0038g04010.1	GmISU01.09G120700.1.p
OG0009386	VIT_218s0041g00290.1, VIT_218s0041g00290.2	GmISU01.04G211000.1.p
OG0009387	VIT_216s0013g00380.1, VIT_216s0039g00940.1, VIT_216s0039g00940.3, VIT_216s0039g00940.2	GmISU01.02G181400.1.p, GmISU01.14G150466.1.p
OG0009388	VIT_204s0023g03690.1, VIT_203s0038g02300.1	GmISU01.16G103200.1.p, GmISU01.02G042800.1.p
OG0009389	VIT_207s0031g02410.2, VIT_207s0031g02410.1, VIT_207s0031g02410.4, VIT_207s0031g02410.3	GmISU01.06G142900.3.p, GmISU01.06G142900.4.p, GmISU01.04G170300.1.p
OG0009390	VIT_218s0001g13890.1, VIT_218s0001g13890.2	GmISU01.06G022600.2.p, GmISU01.04G024800.1.p, GmISU01.06G022600.1.p
OG0009391	VIT_212s0178g00010.2, VIT_212s0178g00010.1	GmISU01.08G067500.1.p, GmISU01.08G067500.2.p, GmISU01.05G095600.1.p
OG0009392	VIT_207s0129g00610.1, VIT_207s0129g00610.2, VIT_207s0129g00610.3	GmISU01.05G082600.2.p, GmISU01.05G082600.1.p, GmISU01.17G150600.1.p
OG0009393	VIT_218s0001g15370.2, VIT_218s0001g15370.1, VIT_218s0001g15370.3	GmISU01.14G167700.1.p, GmISU01.14G167700.4.p, GmISU01.14G167700.3.p
OG0009394	VIT_203s0063g01020.4, VIT_203s0063g01020.1, VIT_203s0063g01020.3, VIT_203s0063g01020.2	GmISU01.07G150000.1.p
OG0009395	VIT_218s0001g02370.1, VIT_218s0001g02370.2	GmISU01.04G205000.1.p, GmISU01.06G104700.1.p, GmISU01.04G205000.2.p, GmISU01.06G104700.3.p, GmISU01.06G104700.2.p
OG0009396	VIT_218s0122g00430.1, VIT_218s0122g00430.2, VIT_218s0122g00430.3, VIT_218s0122g00430.4	GmISU01.17G228800.1.p, GmISU01.17G228800.2.p
OG0009397	VIT_203s0038g04080.1	GmISU01.03G073300.1.p, GmISU01.07G109200.1.p, GmISU01.07G109200.3.p, GmISU01.03G073300.2.p
OG0009398	VIT_218s0001g01210.2, VIT_218s0001g01210.1, VIT_218s0001g01210.4, VIT_218s0001g01210.3	GmISU01.06G109300.1.p, GmISU01.04G200800.1.p
OG0009399	VIT_203s0038g03050.1	GmISU01.20G074600.3.p, GmISU01.20G074600.2.p, GmISU01.20G074600.1.p
OG0009400	VIT_207s0129g00530.1	GmISU01.05G083300.1.p, GmISU01.17G150000.1.p, GmISU01.01G152200.1.p
OG0009401	VIT_204s0023g02720.1	GmISU01.11G066300.1.p, GmISU01.11G066300.2.p, GmISU01.01G132900.2.p, GmISU01.01G132900.1.p
OG0009402	VIT_218s0001g00580.1	GmISU01.02G169300.2.p, GmISU01.02G169300.1.p, GmISU01.19G015800.1.p, GmISU01.19G015800.2.p
OG0009403	VIT_204s0044g01710.1	GmISU01.01G119800.3.p, GmISU01.01G119800.4.p, GmISU01.01G119800.1.p, GmISU01.01G119800.2.p
OG0009404	VIT_203s0091g00480.1, VIT_203s0091g00480.2	GmISU01.10G219800.1.p, GmISU01.20G098400.1.p
OG0009405	VIT_203s0038g02510.3, VIT_203s0038g02510.2, VIT_203s0038g02510.1	GmISU01.20G077100.1.p, GmISU01.10G239300.1.p
OG0009406	VIT_207s0005g00830.1, VIT_203s0038g02230.1	GmISU01.04G003800.2.p, GmISU01.04G003800.1.p, GmISU01.12G029100.1.p, GmISU01.12G029100.2.p, GmISU01.11G098300.1.p
OG0009407	VIT_218s0001g14450.1, VIT_204s0023g03510.1, VIT_204s0023g03510.2	GmISU01.11G070600.1.p, GmISU01.16G104100.1.p, GmISU01.02G043900.2.p
OG0009408	VIT_200s0386g00020.1	GmISU01.05G089500.1.p, GmISU01.17G143700.1.p
OG0009409	VIT_200s0302g00050.1	GmISU01.11G075300.1.p
OG0009411	VIT_218s0122g00830.1	GmISU01.08G046700.1.p, GmISU01.05G209000.1.p, GmISU01.09G122100.1.p, GmISU01.16G175400.1.p
OG0009412	VIT_212s0055g00710.1	GmISU01.08G168400.3.p, GmISU01.08G168400.1.p, GmISU01.08G168400.2.p
OG0009413	VIT_218s0001g08170.1	GmISU01.15G057900.1.p, GmISU01.13G218900.1.p
OG0009415	VIT_208s0040g00490.1	GmISU01.19G092100.1.p
OG0009416	VIT_218s0001g15290.1	GmISU01.14G131400.2.p, GmISU01.14G131400.1.p, GmISU01.11G129600.1.p
OG0009417	VIT_203s0038g00740.1	GmISU01.12G033400.1.p, GmISU01.11G101200.1.p, GmISU01.12G033400.3.p
OG0009418	VIT_203s0063g02020.2, VIT_203s0063g02020.1	GmISU01.12G041800.3.p, GmISU01.11G111300.2.p, GmISU01.11G111300.1.p, GmISU01.12G041800.2.p
OG0009420	VIT_212s0035g01080.3, VIT_212s0035g01080.2, VIT_212s0035g01080.1	GmISU01.07G235000.2.p, GmISU01.07G235000.1.p
OG0009421	VIT_218s0072g00120.1	GmISU01.16G135500.1.p, GmISU01.02G071300.1.p, GmISU01.10G184800.1.p, GmISU01.20G132300.1.p
OG0009422	VIT_218s0001g06810.1, VIT_203s0038g02740.1, VIT_203s0097g00290.1	GmISU01.06G277700.3.p, GmISU01.06G277700.1.p, GmISU01.04G212300.1.p
OG0009423	VIT_203s0091g00460.1, VIT_203s0091g00460.3, VIT_203s0091g00460.5, VIT_203s0091g00460.2, VIT_203s0091g00460.4, VIT_203s0091g00460.6	GmISU01.04G096900.1.p, GmISU01.06G275800.1.p
OG0009424	VIT_211s0016g05610.1, VIT_211s0016g05610.2	GmISU01.19G001400.1.p, GmISU01.19G001400.2.p
OG0009425	VIT_203s0091g00610.2, VIT_203s0091g00610.1	GmISU01.15G199000.3.p, GmISU01.15G199000.1.p, GmISU01.15G199000.2.p, GmISU01.13G167300.1.p
OG0009426	VIT_203s0063g00510.1	GmISU01.07G180300.2.p, GmISU01.07G180300.1.p, GmISU01.02G118600.2.p, GmISU01.02G118600.1.p, GmISU01.10G090000.1.p
OG0009427	VIT_218s0001g00750.2, VIT_218s0001g00750.1	GmISU01.10G241300.1.p, GmISU01.10G241300.3.p, GmISU01.10G241300.2.p, GmISU01.20G075300.1.p
OG0009428	VIT_218s0001g12470.1	GmISU01.14G070200.1.p, GmISU01.14G070200.2.p, GmISU01.17G217600.1.p
OG0009429	VIT_207s0031g01280.2, VIT_207s0031g01280.1	GmISU01.18G018900.1.p, GmISU01.11G214800.1.p
OG0009430	VIT_204s0023g02140.1	GmISU01.03G062800.3.p, GmISU01.03G062800.1.p, GmISU01.18G117800.1.p
OG0009431	VIT_218s0001g12300.2, VIT_218s0001g12300.1	GmISU01.01G080900.4.p, GmISU01.01G080900.2.p, GmISU01.01G080900.1.p, GmISU01.01G080900.3.p, GmISU01.03G053200.1.p, GmISU01.03G053200.2.p, GmISU01.03G053200.3.p
OG0009432	VIT_212s0034g02170.1, VIT_212s0034g02170.2, VIT_212s0034g02170.3	GmISU01.08G173700.1.p, GmISU01.15G043000.1.p
OG0009433	VIT_200s0199g00170.1, VIT_217s0000g03490.1	GmISU01.01G157600.3.p, GmISU01.11G040200.1.p, GmISU01.11G040200.2.p
OG0009434	VIT_200s0340g00080.1	GmISU01.10G166300.1.p, GmISU01.20G149500.1.p
OG0009435	VIT_218s0001g00610.2, VIT_218s0001g00610.1, VIT_218s0001g00610.3, VIT_200s0338g00030.1	GmISU01.11G075200.1.p, GmISU01.01G124300.1.p
OG0009436	VIT_206s0009g01900.2, VIT_206s0009g01900.1	GmISU01.07G095400.1.p
OG0009437	VIT_212s0057g01500.1	GmISU01.20G035000.1.p, GmISU01.13G051200.1.p
OG0009438	VIT_213s0074g00030.3, VIT_213s0074g00030.1, VIT_213s0074g00030.2	GmISU01.10G164800.1.p, GmISU01.20G150900.1.p
OG0009439	VIT_203s0038g04180.1	GmISU01.13G113200.1.p, GmISU01.10G049600.1.p
OG0009440	VIT_209s0002g07980.1	GmISU01.02G121300.1.p, GmISU01.07G177800.1.p
OG0009441	VIT_212s0034g02075.1	GmISU01.13G054500.1.p, GmISU01.14G122466.1.p
OG0009442	VIT_207s0031g00670.1, VIT_209s0018g01320.1	GmISU01.01G147000.1.p, GmISU01.11G050800.1.p, GmISU01.17G157700.1.p, GmISU01.05G079200.1.p
OG0009443	VIT_203s0038g03980.1	GmISU01.14G000700.1.p, GmISU01.02G269800.1.p
OG0009446	VIT_218s0001g06350.1	GmISU01.06G092500.1.p, GmISU01.04G090500.1.p, GmISU01.05G001400.1.p
OG0009447	VIT_200s0199g00020.2, VIT_200s0199g00020.1, VIT_200s0407g00040.1	GmISU01.18G115000.1.p
OG0009448	VIT_218s0001g10690.1	GmISU01.06G035500.1.p, GmISU01.04G035900.1.p, GmISU01.14G077100.2.p, GmISU01.17G211200.1.p
OG0009449	VIT_207s0255g00160.1, VIT_200s1466g00020.1	GmISU01.11G054900.1.p, GmISU01.11G054900.2.p, GmISU01.01G143800.1.p
OG0009450	VIT_212s0035g00800.2, VIT_212s0035g00800.1	GmISU01.17G000700.2.p, GmISU01.17G000700.1.p, GmISU01.17G000700.3.p, GmISU01.17G000700.4.p
OG0009451	VIT_218s0001g12250.1	GmISU01.09G188700.1.p, GmISU01.12G005100.2.p, GmISU01.12G005100.1.p, GmISU01.12G005100.3.p, GmISU01.09G188700.2.p
OG0009452	VIT_203s0063g01930.1	GmISU01.11G112100.1.p
OG0009453	VIT_207s0031g01150.2, VIT_207s0031g01150.1, VIT_207s0031g01150.4, VIT_207s0031g01150.3	GmISU01.08G129300.1.p
OG0009454	VIT_204s0044g01770.3, VIT_204s0044g01770.2, VIT_204s0044g01770.1	GmISU01.09G156300.1.p, GmISU01.16G095400.1.p, GmISU01.16G095400.2.p
OG0009455	VIT_212s0142g00070.1	GmISU01.05G096700.1.p, GmISU01.08G068700.1.p
OG0009456	VIT_212s0034g01330.1, VIT_212s0034g01370.2, VIT_212s0034g01370.1	GmISU01.08G172300.1.p, GmISU01.15G044300.1.p
OG0009457	VIT_201s0146g00240.1	GmISU01.11G120300.2.p, GmISU01.12G051000.1.p
OG0009458	VIT_218s0001g07260.1, VIT_218s0001g07260.2, VIT_218s0001g07260.3	GmISU01.14G148700.1.p, GmISU01.02G179200.2.p, GmISU01.02G179200.1.p
OG0009459	VIT_205s0020g04440.1, VIT_205s0020g04440.2, VIT_205s0020g04440.3	GmISU01.02G002000.1.p
OG0009460	VIT_201s0011g06070.1	GmISU01.07G161300.1.p, GmISU01.13G154800.1.p, GmISU01.06G161500.1.p, GmISU01.04G152100.1.p
OG0009461	VIT_218s0001g11320.1	GmISU01.15G002000.1.p, GmISU01.13G329000.2.p, GmISU01.13G329000.1.p
OG0009462	VIT_218s0001g13160.4, VIT_218s0001g13160.5, VIT_218s0001g13160.6, VIT_218s0001g13160.3, VIT_218s0001g13160.1, VIT_218s0001g13160.2	GmISU01.06G026000.1.p
OG0009463	VIT_200s0670g00010.1	GmISU01.14G039800.1.p
OG0009465	VIT_209s0002g02380.1	GmISU01.07G114100.1.p, GmISU01.01G002400.1.p
OG0009466	VIT_207s0129g00030.1	GmISU01.11G042700.1.p, GmISU01.01G155100.1.p, GmISU01.05G086000.1.p, GmISU01.17G147100.1.p
OG0009467	VIT_207s0104g00080.1	GmISU01.08G259300.1.p, GmISU01.18G108700.1.p
OG0009468	VIT_200s0301g00100.1	GmISU01.13G211600.1.p, GmISU01.15G064900.2.p, GmISU01.15G064900.1.p
OG0009469	VIT_216s0022g01250.2, VIT_216s0022g01250.4, VIT_216s0022g01250.1, VIT_216s0022g01250.3	GmISU01.07G189800.1.p
OG0009470	VIT_213s0067g00140.1	GmISU01.04G183000.1.p, GmISU01.06G128300.1.p, GmISU01.02G145800.1.p, GmISU01.02G185400.1.p, GmISU01.14G153900.1.p
OG0009471	VIT_213s0067g00150.2, VIT_213s0067g00150.1	GmISU01.06G128400.2.p, GmISU01.06G128400.1.p
OG0009473	VIT_210s0003g02710.1, VIT_210s0003g02710.2	GmISU01.08G113000.2.p, GmISU01.08G113000.1.p
OG0009475	VIT_207s0104g01410.1	GmISU01.03G169600.1.p, GmISU01.19G171400.1.p
OG0009476	VIT_209s0002g01040.1, VIT_209s0002g01030.1	GmISU01.16G007400.1.p, GmISU01.16G007400.2.p, GmISU01.07G037200.8.p, GmISU01.07G037200.2.p, GmISU01.07G037200.9.p, GmISU01.07G037200.7.p
OG0009477	VIT_210s0003g00150.2, VIT_210s0003g00150.1	GmISU01.13G147900.1.p, GmISU01.07G169400.1.p
OG0009478	VIT_210s0116g00520.2, VIT_210s0116g00520.1	GmISU01.20G107600.1.p, GmISU01.10G213100.1.p
OG0009479	VIT_210s0003g04340.2, VIT_210s0003g04340.1	GmISU01.08G119900.2.p, GmISU01.08G119900.1.p, GmISU01.05G144300.1.p
OG0009480	VIT_219s0090g00300.4, VIT_219s0090g00300.1, VIT_219s0090g00300.3, VIT_219s0090g00300.2	GmISU01.08G280800.3.p, GmISU01.08G280800.1.p, GmISU01.18G085200.2.p
OG0009481	VIT_218s0117g00250.1	GmISU01.15G176100.2.p, GmISU01.15G176100.6.p, GmISU01.15G176100.5.p
OG0009482	VIT_212s0059g01210.3, VIT_212s0059g01210.2, VIT_212s0059g01210.1	GmISU01.07G182600.1.p, GmISU01.07G182600.3.p, GmISU01.07G182600.2.p
OG0009483	VIT_219s0027g00080.1	GmISU01.15G209500.1.p, GmISU01.15G209500.4.p, GmISU01.15G209500.3.p, GmISU01.15G209500.2.p, GmISU01.08G161800.1.p, GmISU01.08G161800.2.p
OG0009484	VIT_212s0057g00660.1	GmISU01.14G007700.1.p, GmISU01.02G263800.1.p
OG0009485	VIT_215s0048g00310.1	GmISU01.12G113300.1.p, GmISU01.06G227400.1.p
OG0009486	VIT_219s0014g03500.1	GmISU01.06G214400.1.p, GmISU01.12G122200.1.p
OG0009487	VIT_210s0003g04480.1	GmISU01.09G073500.2.p, GmISU01.09G073500.1.p, GmISU01.15G169900.4.p, GmISU01.15G169900.2.p, GmISU01.15G169900.3.p, GmISU01.15G169900.1.p
OG0009488	VIT_202s0087g00770.2, VIT_202s0087g00770.1	GmISU01.11G083100.1.p
OG0009489	VIT_203s0017g01940.1	GmISU01.13G004200.1.p, GmISU01.20G045100.1.p, GmISU01.14G002800.1.p
