Orthogroup	V_vinifera.proteins	D_muscipula.proteins
OG0008403	VIT_218s0001g00120.1, VIT_218s0001g00120.2	Dm_00001260-RA
OG0008404	VIT_215s0021g01460.1	Dm_00014007-RA
OG0008405	VIT_218s0164g00040.2, VIT_218s0164g00040.1	Dm_00003573-RA
OG0008406	VIT_204s0023g01850.2, VIT_204s0023g01850.1	Dm_00013837-RA
OG0008407	VIT_207s0005g03510.1	Dm_00002470-RA
OG0008408	VIT_202s0012g01500.1, VIT_207s0141g00240.2	Dm_00018313-RA
OG0008409	VIT_201s0137g00210.1	Dm_00014549-RA, Dm_00008887-RA
OG0008411	VIT_201s0150g00100.2, VIT_201s0150g00100.1	Dm_00012497-RA
OG0008412	VIT_203s0038g03610.1	Dm_00014794-RA
OG0008413	VIT_202s0025g05010.1, VIT_202s0025g05010.4, VIT_202s0025g05010.3, VIT_202s0025g05010.2	Dm_00003965-RA
OG0008414	VIT_218s0122g01380.1, VIT_218s0122g01380.2	Dm_00000149-RA
OG0008415	VIT_205s0077g00280.1, VIT_205s0051g00010.2, VIT_205s0051g00010.3, VIT_205s0051g00010.5, VIT_205s0051g00010.4, VIT_205s0051g00010.1	Dm_00017862-RA
OG0008416	VIT_212s0035g00810.2, VIT_212s0035g00810.1	Dm_00016064-RA
OG0008417	VIT_205s0020g02380.1, VIT_207s0104g00680.1	Dm_00005623-RA, Dm_00015139-RA
OG0008419	VIT_204s0023g01820.3, VIT_204s0023g01820.5, VIT_204s0023g01820.4, VIT_204s0023g01820.2, VIT_204s0023g01820.1	Dm_00001455-RA
OG0008421	VIT_204s0044g00100.3, VIT_204s0044g00100.1, VIT_204s0044g00100.2	Dm_00002236-RA
OG0008422	VIT_214s0060g02330.1	Dm_00013068-RA, Dm_00000602-RA
OG0008423	VIT_207s0005g06310.5, VIT_207s0005g06310.4, VIT_207s0005g06310.3, VIT_207s0005g06310.2, VIT_207s0005g06310.1	Dm_00011490-RA
OG0008424	VIT_217s0000g09220.1, VIT_214s0030g01480.1	Dm_00016113-RA
OG0008425	VIT_210s0116g00280.1	Dm_00013768-RA
OG0008426	VIT_218s0001g11590.1, VIT_218s0001g11590.2	Dm_00002427-RA
OG0008428	VIT_200s2259g00005.1, VIT_200s2417g00010.1, VIT_200s0407g00070.5, VIT_200s0407g00070.2, VIT_200s0407g00070.3, VIT_200s0407g00070.6, VIT_200s0407g00070.4, VIT_200s0407g00070.1	Dm_00015192-RA
OG0008429	VIT_217s0000g09720.1	Dm_00001691-RA
OG0008430	VIT_209s0002g01160.2, VIT_209s0002g01160.1, VIT_209s0002g01160.3	Dm_00001811-RA
OG0008431	VIT_212s0035g01710.1	Dm_00009772-RA
OG0008432	VIT_215s0046g01480.1	Dm_00008061-RA
OG0008433	VIT_200s0229g00170.2, VIT_200s0229g00170.3, VIT_200s0229g00170.1	Dm_00000891-RA
OG0008434	VIT_205s0077g02310.1	Dm_00016197-RA
OG0008435	VIT_218s0072g00530.1, VIT_218s0072g00510.1, VIT_218s0072g00540.1, VIT_218s0072g00490.1	Dm_00003832-RA
OG0008436	VIT_207s0031g00060.1	Dm_00002410-RA, Dm_00005329-RA
OG0008437	VIT_214s0128g00380.1	Dm_00000575-RA
OG0008438	VIT_214s0006g03000.1	Dm_00020747-RA
OG0008439	VIT_215s0024g00850.2, VIT_215s0024g00850.4, VIT_215s0024g00850.1	Dm_00002954-RA
OG0008440	VIT_208s0040g02935.1	Dm_00005183-RA
OG0008441	VIT_205s0077g01770.1	Dm_00015850-RA
OG0008442	VIT_215s0048g02210.2, VIT_215s0048g02210.5, VIT_215s0048g02210.1, VIT_215s0048g02210.3, VIT_215s0048g02210.4	Dm_00003486-RA
OG0008443	VIT_205s0020g02240.1	Dm_00015240-RA, Dm_00015241-RA
OG0008444	VIT_212s0028g01990.1, VIT_212s0028g01990.2	Dm_00001325-RA
OG0008445	VIT_215s0046g02170.2, VIT_215s0046g02170.1	Dm_00006511-RA
OG0008447	VIT_207s0005g04900.3, VIT_207s0005g04900.5, VIT_207s0005g04900.4, VIT_207s0005g04900.7, VIT_207s0005g04900.2, VIT_207s0005g04900.1, VIT_207s0005g04900.6	Dm_00013978-RA
OG0008448	VIT_201s0011g01460.1, VIT_201s0011g01460.2, VIT_201s0011g01460.3	Dm_00011523-RA
OG0008449	VIT_202s0025g03690.1	Dm_00009062-RA, Dm_00016123-RA
OG0008451	VIT_218s0076g00360.2, VIT_218s0076g00360.1, VIT_218s0076g00360.3	Dm_00011299-RA
OG0008452	VIT_205s0094g00940.1, VIT_205s0094g00940.2	Dm_00002160-RA
OG0008453	VIT_216s0013g00610.1	Dm_00003195-RA, Dm_00000397-RA
OG0008455	VIT_214s0083g00550.1	Dm_00015342-RA
OG0008456	VIT_218s0122g01030.1, VIT_218s0122g01030.2	Dm_00018198-RA
OG0008457	VIT_214s0083g00770.4, VIT_214s0083g00770.2, VIT_214s0083g00770.3, VIT_214s0083g00770.1	Dm_00009520-RA
OG0008458	VIT_201s0011g04130.2, VIT_201s0011g04130.1	Dm_00002836-RA
OG0008459	VIT_217s0000g07770.3, VIT_217s0000g07770.2, VIT_217s0000g07770.1	Dm_00003987-RA
OG0008460	VIT_217s0000g09970.1, VIT_217s0000g09970.2, VIT_217s0000g09970.3	Dm_00001674-RA
OG0008461	VIT_201s0010g01770.2, VIT_201s0010g01770.1, VIT_214s0006g03035.1	Dm_00020933-RA
OG0008462	VIT_201s0011g02850.1, VIT_201s0011g02850.2	Dm_00003880-RA
OG0008463	VIT_214s0066g00580.2, VIT_214s0066g00580.1	Dm_00006821-RA
OG0008464	VIT_217s0000g04490.1	Dm_00006606-RA
OG0008465	VIT_201s0026g01030.1	Dm_00020265-RA
OG0008466	VIT_214s0083g00360.3, VIT_214s0083g00360.5, VIT_214s0083g00360.1, VIT_214s0083g00360.2, VIT_214s0083g00360.4, VIT_214s0083g00360.6	Dm_00009318-RA, Dm_00009466-RA, Dm_00020051-RA
OG0008467	VIT_201s0011g04520.1, VIT_201s0011g04520.3, VIT_201s0011g04520.4, VIT_201s0011g04520.2	Dm_00002813-RA
OG0008468	VIT_217s0000g02280.1	Dm_00009286-RA, Dm_00009283-RA
OG0008469	VIT_202s0087g00790.4, VIT_202s0087g00790.3, VIT_202s0087g00790.1, VIT_202s0087g00790.2	Dm_00006491-RA
OG0008470	VIT_201s0182g00020.1	Dm_00007979-RA
OG0008471	VIT_201s0011g02100.1, VIT_201s0011g02100.2	Dm_00016469-RA
OG0008472	VIT_201s0010g03400.1	Dm_00005381-RA
OG0008473	VIT_201s0011g00580.1	Dm_00011039-RA
OG0008474	VIT_201s0026g01780.1, VIT_201s0026g01780.2	Dm_00008724-RA
OG0008475	VIT_218s0001g14850.2, VIT_218s0001g14850.1	Dm_00014016-RA
OG0008476	VIT_201s0026g01720.1, VIT_201s0026g01720.2	Dm_00007453-RA
OG0008477	VIT_214s0108g00430.1	Dm_00018388-RA
OG0008478	VIT_201s0011g05590.1	Dm_00000392-RA, Dm_00001949-RA
OG0008479	VIT_215s0021g00090.1, VIT_215s0021g00090.2	Dm_00017032-RA
OG0008480	VIT_201s0011g03640.1	Dm_00001713-RA
OG0008481	VIT_216s0013g00630.1, VIT_215s0021g01280.1	Dm_00015475-RA
OG0008482	VIT_216s0013g01940.1	Dm_00018842-RA
OG0008484	VIT_215s0046g01630.2, VIT_215s0046g01630.1, VIT_213s0019g04760.2, VIT_213s0019g04760.1	Dm_00006079-RA
OG0008485	VIT_214s0066g01310.1	Dm_00013242-RA
OG0008486	VIT_217s0000g06290.2, VIT_217s0000g06290.1	Dm_00019878-RA
OG0008487	VIT_202s0012g01220.3, VIT_202s0012g01220.2, VIT_202s0012g01220.1	Dm_00017882-RA, Dm_00012957-RA
OG0008488	VIT_214s0066g01200.1, VIT_214s0066g01200.2, VIT_214s0066g01200.3	Dm_00011296-RA
OG0008491	VIT_201s0011g06210.1	Dm_00000372-RA, Dm_00008426-RA
OG0008492	VIT_201s0011g00380.1, VIT_214s0068g00390.2, VIT_214s0068g00390.3, VIT_214s0068g00390.1	Dm_00000367-RA
OG0008493	VIT_201s0026g02280.2, VIT_201s0026g02280.5, VIT_201s0026g02280.3, VIT_201s0026g02280.1	Dm_00010133-RA
OG0008494	VIT_214s0171g00220.2, VIT_214s0171g00220.1	Dm_00010761-RA
OG0008495	VIT_200s0204g00220.1	Dm_00018314-RA
OG0008496	VIT_214s0068g01630.3	Dm_00014518-RA
OG0008497	VIT_201s0026g01860.1, VIT_217s0000g05880.1, VIT_213s0084g00590.1	Dm_00018761-RA
OG0008498	VIT_208s0040g00570.2, VIT_208s0040g00570.3, VIT_208s0040g00570.4, VIT_208s0040g00570.1	Dm_00020355-RA
OG0008499	VIT_201s0011g02490.1, VIT_201s0011g02490.3, VIT_201s0011g02490.2	Dm_00003888-RA
OG0008501	VIT_203s0038g00880.1	Dm_00006499-RA
OG0008505	VIT_202s0109g00080.1, VIT_202s0109g00080.2	Dm_00010990-RA
OG0008506	VIT_207s0005g04530.1	Dm_00010747-RA
OG0008508	VIT_201s0010g01680.1, VIT_201s0010g01680.2, VIT_201s0010g01680.3	Dm_00001102-RA
OG0008509	VIT_215s0107g00310.4, VIT_215s0107g00310.2, VIT_215s0107g00310.3, VIT_215s0107g00310.1	Dm_00007663-RA
OG0008510	VIT_201s0010g02080.5, VIT_201s0010g02080.2, VIT_201s0010g02080.3, VIT_201s0010g02080.1, VIT_201s0010g02080.4, VIT_201s0010g02080.6	Dm_00009292-RA
OG0008511	VIT_217s0000g07700.2, VIT_217s0000g07700.3, VIT_217s0000g07700.1	Dm_00006555-RA
OG0008512	VIT_217s0000g08290.1	Dm_00009849-RA
OG0008513	VIT_217s0000g07500.2, VIT_217s0000g07500.4, VIT_217s0000g07500.3, VIT_217s0000g07500.1	Dm_00007134-RA
OG0008514	VIT_208s0058g00330.1	Dm_00016650-RA, Dm_00015986-RA
OG0008515	VIT_208s0040g00840.1	Dm_00012198-RA, Dm_00012197-RA, Dm_00008833-RA
OG0008516	VIT_214s0068g00520.4, VIT_214s0068g00520.1, VIT_214s0068g00520.2, VIT_214s0068g00520.3	Dm_00008524-RA
OG0008517	VIT_211s0016g00010.1	Dm_00021008-RA
OG0008519	VIT_201s0011g04230.1, VIT_201s0011g04230.2, VIT_201s0011g04230.3	Dm_00001598-RA
OG0008520	VIT_201s0011g02520.2, VIT_201s0011g02520.1, VIT_201s0011g02520.3	Dm_00011427-RA
OG0008521	VIT_217s0000g07310.1, VIT_217s0000g07310.2	Dm_00017285-RA, Dm_00010470-RA
OG0008522	VIT_201s0011g01420.2, VIT_201s0011g01420.1	Dm_00006760-RA
OG0008523	VIT_201s0026g00650.1	Dm_00020015-RA
OG0008524	VIT_201s0026g01490.2, VIT_201s0026g01490.1	Dm_00005967-RA
OG0008525	VIT_203s0038g02530.1, VIT_203s0038g02530.2	Dm_00019374-RA
OG0008526	VIT_202s0012g02790.2, VIT_212s0055g01200.1, VIT_202s0012g02790.1	Dm_00003799-RA
OG0008527	VIT_208s0007g06260.4, VIT_208s0007g06260.3, VIT_208s0007g06260.1, VIT_208s0007g06260.2	Dm_00015234-RA
OG0008528	VIT_217s0000g07970.2, VIT_217s0000g07970.1	Dm_00002602-RA
OG0008529	VIT_217s0000g05800.1	Dm_00007383-RA
OG0008530	VIT_214s0068g01670.4, VIT_214s0068g01670.1, VIT_214s0068g01670.3	Dm_00016845-RA
OG0008531	VIT_200s0616g00020.1	Dm_00001492-RA
OG0008533	VIT_217s0000g06320.1	Dm_00017823-RA
OG0008534	VIT_203s0038g04490.1, VIT_209s0070g00580.1	Dm_00002748-RA
OG0008535	VIT_214s0006g02750.4, VIT_214s0006g02750.2, VIT_214s0006g02750.1, VIT_214s0006g02750.3, VIT_214s0006g02750.5, VIT_214s0006g02750.6	Dm_00009674-RA
OG0008536	VIT_201s0026g00930.1	Dm_00002857-RA
OG0008537	VIT_201s0011g03790.1	Dm_00002776-RA, Dm_00013685-RA
OG0008538	VIT_209s0018g01880.1	Dm_00010090-RA, Dm_00010091-RA
OG0008541	VIT_211s0016g04230.2, VIT_211s0016g04230.4, VIT_211s0016g04230.5, VIT_211s0016g04230.3, VIT_211s0016g04230.1	Dm_00001030-RA
OG0008544	VIT_216s0050g00150.1, VIT_216s0050g00150.2	Dm_00003316-RA
OG0008545	VIT_208s0007g05780.1	Dm_00012153-RA
OG0008546	VIT_201s0137g00585.1	Dm_00016534-RA, Dm_00008837-RA
OG0008547	VIT_216s0050g00970.4, VIT_216s0050g00970.2, VIT_216s0050g00970.3, VIT_216s0050g00970.5, VIT_216s0050g00970.1, VIT_217s0053g00200.1, VIT_202s0025g00170.1	Dm_00010710-RA
OG0008549	VIT_204s0008g04830.1	Dm_00013401-RA
OG0008549	VIT_206s0004g06555.1, VIT_209s0002g05390.1	Dm_00017629-RA
OG0008555	VIT_216s0039g01470.2, VIT_216s0039g01470.1	Dm_00000244-RA
OG0008559	VIT_201s0011g02380.1, VIT_201s0011g02360.1, VIT_201s0011g02350.1, VIT_201s0011g02410.1, VIT_201s0011g02420.1, VIT_201s0011g02390.1	Dm_00004617-RA
OG0008594	VIT_218s0041g00133.1	Dm_00019888-RA
OG0008595	VIT_205s0020g02740.2, VIT_205s0020g02740.1	Dm_00014572-RA
OG0008596	VIT_214s0083g00300.1, VIT_214s0083g00300.2	Dm_00018932-RA
OG0008598	VIT_216s0013g02130.1, VIT_216s0013g02130.2, VIT_216s0013g02130.3	Dm_00013728-RA
OG0008600	VIT_208s0007g04340.3, VIT_208s0007g04340.2, VIT_208s0007g04340.1	Dm_00007885-RA
OG0008601	VIT_207s0141g00750.1, VIT_200s0630g00010.1	Dm_00001118-RA
OG0008602	VIT_207s0104g00700.1	Dm_00011660-RA
OG0008603	VIT_214s0128g00330.1, VIT_214s0128g00330.2	Dm_00000573-RA
OG0008604	VIT_205s0102g00230.1	Dm_00015794-RA
OG0008605	VIT_213s0019g03470.1, VIT_213s0019g03470.2	Dm_00010609-RA
OG0008606	VIT_200s0220g00070.2, VIT_200s0220g00070.1	Dm_00009137-RA
OG0008607	VIT_206s0009g03290.1	Dm_00015442-RA
OG0008608	VIT_213s0074g00370.1	Dm_00017155-RA, Dm_00003701-RA
OG0008610	VIT_214s0036g01270.1	Dm_00018676-RA
OG0008611	VIT_206s0009g02300.1	Dm_00008204-RA
OG0008612	VIT_205s0102g01110.1	Dm_00009742-RA
OG0008613	VIT_207s0005g01220.2, VIT_207s0005g01220.1	Dm_00012207-RA, Dm_00002447-RA
OG0008615	VIT_205s0029g01240.1	Dm_00002567-RA
OG0008617	VIT_210s0092g00186.1	Dm_00020276-RA
OG0008618	VIT_213s0064g00840.1, VIT_213s0064g00810.1	Dm_00013090-RA
OG0008619	VIT_205s0077g01970.1, VIT_207s0005g00710.1	Dm_00016541-RA
OG0008620	VIT_206s0061g00180.1	Dm_00014030-RA
OG0008621	VIT_208s0032g01180.1, VIT_208s0032g01180.2	Dm_00019496-RA
OG0008622	VIT_208s0007g05410.1	Dm_00009407-RA
OG0008624	VIT_203s0088g00500.4, VIT_203s0088g00500.2	Dm_00011048-RA
OG0008625	VIT_214s0060g01750.1	Dm_00000621-RA
OG0008627	VIT_207s0141g00390.4, VIT_207s0141g00390.2, VIT_207s0141g00390.1, VIT_207s0141g00390.3	Dm_00017191-RA
OG0008628	VIT_207s0141g00360.1	Dm_00010368-RA
OG0008630	VIT_206s0004g07190.1	Dm_00017917-RA
OG0008632	VIT_214s0030g01740.1	Dm_00000523-RA
OG0008633	VIT_207s0151g01060.1, VIT_207s0151g01060.2	Dm_00014684-RA
OG0008634	VIT_214s0060g01250.1, VIT_214s0060g01250.2	Dm_00008158-RA
OG0008636	VIT_205s0029g00310.1	Dm_00002563-RA, Dm_00001536-RA
OG0008637	VIT_208s0007g06780.2, VIT_208s0007g06780.1	Dm_00012171-RA
OG0008639	VIT_207s0104g00560.2, VIT_207s0104g00560.1	Dm_00014344-RA
OG0008640	VIT_206s0004g07860.1, VIT_206s0004g07860.2, VIT_206s0004g07860.3	Dm_00011378-RA
OG0008641	VIT_205s0020g04150.1	Dm_00018343-RA
OG0008642	VIT_218s0001g06410.1	Dm_00000519-RA
OG0008643	VIT_201s0011g02970.1	Dm_00001301-RA
OG0008644	VIT_213s0156g00330.1, VIT_208s0007g06360.1	Dm_00015645-RA
OG0008646	VIT_200s0260g00060.3, VIT_200s0260g00060.1, VIT_200s0260g00060.2	Dm_00010019-RA
OG0008648	VIT_213s0073g00050.1	Dm_00007824-RA
OG0008650	VIT_205s0029g00420.1	Dm_00001540-RA
OG0008652	VIT_200s0447g00005.1, VIT_200s0216g00070.1	Dm_00006918-RA
OG0008653	VIT_206s0004g03390.2	Dm_00004642-RA
OG0008654	VIT_200s0245g00050.1	Dm_00006916-RA
OG0008655	VIT_205s0049g01410.1	Dm_00009166-RA
OG0008656	VIT_217s0000g04830.1	Dm_00018183-RA
OG0008657	VIT_206s0004g01890.1, VIT_206s0004g01890.2	Dm_00011136-RA
OG0008658	VIT_207s0005g02430.2	Dm_00015312-RA
OG0008660	VIT_206s0004g04690.2, VIT_206s0004g04690.1, VIT_206s0004g04690.3	Dm_00004541-RA
OG0008661	VIT_208s0040g02820.1, VIT_206s0004g03910.1	Dm_00009332-RA
OG0008662	VIT_200s0270g00050.1	Dm_00007311-RA, Dm_00002841-RA
OG0008664	VIT_208s0040g02590.2, VIT_208s0040g02590.3, VIT_208s0040g02590.1	Dm_00018487-RA
OG0008666	VIT_213s0175g00100.1	Dm_00004246-RA, Dm_00005873-RA
OG0008667	VIT_208s0007g05060.2, VIT_208s0007g05060.1	Dm_00011482-RA
OG0008668	VIT_206s0061g01140.1	Dm_00007389-RA
OG0008669	VIT_206s0004g07560.4, VIT_206s0004g07560.1, VIT_206s0004g07560.3, VIT_206s0004g07560.2	Dm_00012964-RA
OG0008670	VIT_208s0105g00590.2, VIT_208s0105g00590.1	Dm_00005653-RA
OG0008671	VIT_214s0060g01420.1	Dm_00001627-RA
OG0008672	VIT_208s0007g02780.1	Dm_00005976-RA
OG0008673	VIT_205s0094g00910.2, VIT_205s0094g00910.1	Dm_00015543-RA, Dm_00003705-RA
OG0008674	VIT_202s0012g00600.1	Dm_00006990-RA
OG0008675	VIT_214s0128g00320.2, VIT_214s0128g00320.3, VIT_214s0128g00320.1	Dm_00003136-RA
OG0008677	VIT_213s0064g00570.1	Dm_00005643-RA
OG0008678	VIT_205s0062g01070.1	Dm_00008481-RA
OG0008680	VIT_219s0027g01800.1, VIT_205s0124g00550.4, VIT_205s0124g00550.3, VIT_205s0124g00550.1, VIT_205s0124g00550.2	Dm_00017518-RA
OG0008681	VIT_200s2625g00005.1, VIT_200s2558g00010.1	Dm_00001120-RA
OG0008682	VIT_213s0320g00040.1	Dm_00007880-RA
OG0008683	VIT_206s0004g01100.3, VIT_206s0004g01100.1, VIT_206s0004g01100.2	Dm_00012097-RA
OG0008684	VIT_208s0007g06720.2, VIT_208s0007g06720.1	Dm_00012170-RA
OG0008685	VIT_208s0007g08080.1, VIT_208s0007g08080.2, VIT_206s0004g04740.2, VIT_206s0004g04740.1	Dm_00012330-RA
OG0008686	VIT_204s0069g01180.1, VIT_200s0270g00030.1	Dm_00016610-RA, Dm_00016611-RA, Dm_00014060-RA
OG0008688	VIT_206s0080g00560.2, VIT_206s0080g00560.1	Dm_00003872-RA, Dm_00014165-RA
OG0008690	VIT_218s0001g00040.1	Dm_00000152-RA
OG0008691	VIT_200s0499g00040.1	Dm_00004488-RA
OG0008692	VIT_204s0044g01140.1	Dm_00014028-RA, Dm_00005094-RA
OG0008693	VIT_205s0077g02340.1	Dm_00009499-RA
OG0008694	VIT_214s0068g01150.1, VIT_214s0068g01150.2	Dm_00010013-RA
OG0008695	VIT_205s0020g01270.1	Dm_00013802-RA, Dm_00013243-RA, Dm_00011236-RA
OG0008697	VIT_218s0072g01150.1, VIT_218s0072g01150.2, VIT_218s0072g01150.4, VIT_218s0072g01150.3	Dm_00010119-RA
OG0008699	VIT_205s0049g01270.1	Dm_00016100-RA
OG0008700	VIT_218s0001g00900.1	Dm_00013693-RA, Dm_00000123-RA
OG0008701	VIT_200s0338g00020.2, VIT_200s0338g00020.1, VIT_200s0338g00020.3	Dm_00004503-RA
OG0008704	VIT_204s0023g01660.1	Dm_00014607-RA, Dm_00004348-RA
OG0008705	VIT_216s0039g00260.1	Dm_00012206-RA, Dm_00017930-RA
OG0008708	VIT_206s0004g03190.1, VIT_206s0004g03190.2	Dm_00007234-RA
OG0008711	VIT_218s0001g10390.1	Dm_00005195-RA
OG0008712	VIT_218s0001g03910.1, VIT_218s0001g03910.2	Dm_00005537-RA
OG0008713	VIT_207s0031g02780.1	Dm_00001872-RA
OG0008714	VIT_204s0023g01380.1	Dm_00019638-RA
OG0008715	VIT_203s0088g01200.1, VIT_203s0088g01220.1	Dm_00018072-RA
OG0008716	VIT_210s0116g00510.1, VIT_210s0116g00510.2	Dm_00005089-RA
OG0008717	VIT_218s0001g00760.1	Dm_00000128-RA
OG0008718	VIT_204s0023g02840.1	Dm_00003685-RA
OG0008719	VIT_207s0129g00040.1, VIT_200s0513g00020.1	Dm_00006594-RA
OG0008720	VIT_202s0012g01880.1, VIT_202s0012g01880.3, VIT_202s0012g01880.2, VIT_202s0012g01880.4	Dm_00014780-RA, Dm_00006602-RA
OG0008722	VIT_203s0091g00100.1, VIT_203s0091g00080.1	Dm_00005945-RA
OG0008723	VIT_200s0253g00060.2, VIT_200s0253g00060.1	Dm_00001072-RA
OG0008725	VIT_207s0031g02260.1	Dm_00006444-RA
OG0008726	VIT_218s0001g06520.2, VIT_218s0001g06520.1	Dm_00005209-RA
OG0008727	VIT_203s0091g00380.2, VIT_203s0091g00380.1	Dm_00003480-RA
OG0008729	VIT_207s0031g03200.3, VIT_207s0031g03200.1	Dm_00002030-RA
OG0008731	VIT_217s0000g07190.1, VIT_217s0000g07190.2	Dm_00007409-RA, Dm_00015116-RA
OG0008732	VIT_213s0047g00510.2, VIT_213s0047g00510.5, VIT_213s0047g00510.1, VIT_213s0047g00510.4, VIT_213s0047g00510.3	Dm_00010531-RA
OG0008733	VIT_218s0001g13570.1	Dm_00018838-RA
OG0008734	VIT_218s0001g08850.3, VIT_218s0001g08850.6, VIT_218s0001g08850.2, VIT_218s0001g08850.1	Dm_00007862-RA
OG0008735	VIT_207s0129g00170.1	Dm_00006597-RA
OG0008736	VIT_207s0031g01850.1	Dm_00003206-RA
OG0008737	VIT_212s0055g00490.3, VIT_212s0055g00490.4, VIT_212s0055g00490.2, VIT_212s0055g00490.1	Dm_00010403-RA
OG0008738	VIT_218s0001g15670.1, VIT_218s0001g15670.2, VIT_218s0001g15670.3	Dm_00013556-RA
OG0008739	VIT_204s0023g03760.1	Dm_00005809-RA
OG0008740	VIT_218s0001g03580.1	Dm_00014077-RA
OG0008741	VIT_204s0044g01750.1	Dm_00019050-RA
OG0008742	VIT_207s0129g00440.1	Dm_00012203-RA, Dm_00007741-RA
OG0008744	VIT_212s0034g02190.1	Dm_00015955-RA
OG0008745	VIT_217s0000g04630.1	Dm_00010768-RA
OG0008746	VIT_218s0164g00030.1	Dm_00011000-RA
OG0008747	VIT_208s0056g00980.1, VIT_208s0056g00980.3, VIT_208s0056g00980.4, VIT_208s0056g00980.2, VIT_208s0056g00980.5	Dm_00012461-RA
OG0008749	VIT_203s0063g01980.1	Dm_00014818-RA, Dm_00014817-RA, Dm_00001741-RA
OG0008751	VIT_214s0068g00910.1	Dm_00005488-RA
OG0008752	VIT_218s0001g00560.1, VIT_218s0001g00560.2, VIT_218s0001g00560.5, VIT_218s0001g00560.3, VIT_218s0001g00560.4	Dm_00000131-RA
OG0008753	VIT_201s0150g00600.1	Dm_00007372-RA
OG0008754	VIT_218s0001g15600.2, VIT_218s0001g15600.1	Dm_00014501-RA
OG0008756	VIT_214s0068g00860.1	Dm_00008017-RA
OG0008757	VIT_206s0004g00900.1	Dm_00002180-RA
OG0008758	VIT_218s0001g01630.1	Dm_00012379-RA
OG0008760	VIT_209s0002g04230.1	Dm_00007081-RA
OG0008761	VIT_203s0180g00230.1	Dm_00008261-RA
OG0008762	VIT_205s0029g01090.1, VIT_216s0039g01030.1, VIT_216s0039g01030.5, VIT_216s0039g01030.4, VIT_216s0039g01030.3, VIT_216s0039g01030.6, VIT_216s0039g01030.2	Dm_00005491-RA
OG0008763	VIT_205s0029g00370.1	Dm_00002005-RA
OG0008764	VIT_218s0001g03110.1, VIT_218s0001g03110.2	Dm_00004081-RA
OG0008765	VIT_218s0001g01670.3, VIT_218s0001g01670.2, VIT_218s0001g01670.1	Dm_00011787-RA
OG0008767	VIT_203s0038g02090.1	Dm_00004855-RA
OG0008768	VIT_204s0023g02510.1, VIT_218s0001g13100.1, VIT_218s0001g13100.4	Dm_00020459-RA
OG0008769	VIT_219s0015g01220.2, VIT_219s0015g01220.3, VIT_219s0015g01220.1	Dm_00001904-RA
OG0008770	VIT_218s0001g02790.1	Dm_00016243-RA
OG0008771	VIT_218s0001g11850.2, VIT_218s0001g11850.1	Dm_00001142-RA
OG0008772	VIT_218s0072g00830.3, VIT_218s0072g00830.2, VIT_218s0072g00830.1	Dm_00016063-RA
OG0008774	VIT_207s0031g01200.2, VIT_207s0031g01200.1, VIT_207s0031g01200.3	Dm_00003820-RA
OG0008775	VIT_202s0488g00040.1	Dm_00013060-RA
OG0008776	VIT_214s0171g00460.1	Dm_00015400-RA
OG0008777	VIT_204s0044g01200.3, VIT_204s0044g01200.1, VIT_204s0044g01200.2	Dm_00016449-RA
OG0008779	VIT_219s0014g02500.1	Dm_00011993-RA
OG0008780	VIT_202s0012g01770.3, VIT_202s0012g01770.4, VIT_200s0186g00100.1, VIT_202s0012g01770.2, VIT_202s0012g01770.1	Dm_00010330-RA
OG0008781	VIT_219s0014g02990.3, VIT_219s0014g02990.1, VIT_219s0014g02990.2	Dm_00014997-RA
OG0008782	VIT_212s0059g01660.1	Dm_00004883-RA, Dm_00013457-RA
OG0008783	VIT_200s0392g00010.1, VIT_200s0361g00080.1	Dm_00007748-RA
OG0008784	VIT_219s0177g00320.2, VIT_219s0177g00320.1	Dm_00001980-RA
OG0008785	VIT_208s0032g00620.1	Dm_00018428-RA
OG0008787	VIT_219s0014g01310.1, VIT_219s0014g01310.3	Dm_00004436-RA
OG0008788	VIT_217s0000g00300.1	Dm_00003256-RA
OG0008789	VIT_210s0003g03250.2, VIT_210s0003g03250.1	Dm_00004066-RA
OG0008790	VIT_219s0177g00360.1	Dm_00000909-RA
OG0008792	VIT_212s0028g00640.2, VIT_212s0028g00640.3, VIT_212s0028g00640.4, VIT_212s0028g00640.1	Dm_00004161-RA
OG0008793	VIT_219s0014g03680.1	Dm_00008953-RA
OG0008795	VIT_212s0028g03140.3, VIT_212s0028g03140.5, VIT_212s0028g03140.1	Dm_00006579-RA
OG0008796	VIT_203s0091g00320.1	Dm_00008402-RA
OG0008798	VIT_200s0337g00040.1	Dm_00017532-RA
OG0008799	VIT_219s0014g03920.1	Dm_00010189-RA
OG0008800	VIT_210s0092g00120.1, VIT_210s0092g00120.2	Dm_00014414-RA, Dm_00021098-RA
OG0008801	VIT_211s0016g00850.1	Dm_00015575-RA, Dm_00015577-RA
OG0008802	VIT_212s0028g03430.3, VIT_212s0028g03430.1, VIT_212s0028g03430.2	Dm_00008315-RA
OG0008803	VIT_217s0000g05130.1	Dm_00011532-RA
OG0008804	VIT_202s0025g02700.1	Dm_00004174-RA
OG0008805	VIT_216s0039g02530.1, VIT_216s0039g02530.2	Dm_00000215-RA
OG0008806	VIT_212s0059g01650.1	Dm_00013458-RA, Dm_00009049-RA
