,target_id,AT_gene_id,Symbol,Description,Position
546,Dm_00015917-RA,AT3G12920.1, Symbols: BRG3 , BOI-related gene 3 , chr3:4122127-4123323 REVERSE LENGTH=335
547,Dm_00003384-RA,AT2G28200.1, Symbols: no symbol available , no full name available , chr2:12024321-12025181 FORWARD LENGTH=286
548,Dm_00006823-RA,AT5G47000.1, Symbols: no symbol available , no full name available , chr5:19069171-19070175 REVERSE LENGTH=334
549,Dm_00008694-RA,AT5G59970.2, Symbols: no symbol available , no full name available , chr5:24146352-24146663 REVERSE LENGTH=103
550,Dm_00010906-RA,AT2G26870.1, Symbols: NPC2 , non-specific phospholipase C2 , chr2:11457117-11459355 REVERSE LENGTH=514
551,Dm_00014421-RA,AT5G59970.2, Symbols: no symbol available , no full name available , chr5:24146352-24146663 REVERSE LENGTH=103
552,Dm_00005657-RA,NA,,,
553,Dm_00019056-RA,AT3G18040.4, Symbols: MPK9 , MAP kinase 9 , chr3:6174473-6178150 FORWARD LENGTH=619
554,Dm_00010797-RA,AT1G35620.1," Symbols: ATPDIL5-2, PDI8, PDIL5-2, ATPDI8 "," ARABIDOPSIS THALIANA PROTEIN DISULFIDE ISOMERASE 8, PROTEIN DISULFIDE ISOMERASE 8, PDI-like 5-2 ", chr1:13156504-13158280 FORWARD LENGTH=440
555,Dm_00017591-RA,AT1G29690.1," Symbols: CAD1, NSL2 "," CONSTITUTIVE ACTIVE DEFENSE 1, necrotic spotted lesion 2, constitutively activated cell death 1 ", chr1:10379310-10381861 REVERSE LENGTH=561
556,Dm_00005495-RA,AT2G44970.3, Symbols: no symbol available , no full name available , chr2:18548999-18551494 REVERSE LENGTH=487
557,Dm_00002224-RA,AT3G21790.1, Symbols: no symbol available , no full name available , chr3:7676927-7678414 REVERSE LENGTH=495
558,Dm_00011911-RA,NA,,,
559,Dm_00012223-RA,AT3G22660.1, Symbols: EBP2 ,  , chr3:8016237-8017118 REVERSE LENGTH=293
560,Dm_00003258-RA,AT5G07290.1," Symbols: AML4, ML4 ", MEI2-like 4 , chr5:2294248-2298491 FORWARD LENGTH=907
561,Dm_00019458-RA,NA,,,
562,Dm_00002143-RA,AT5G08565.1, Symbols: SPT4-1 ,  , chr5:2775964-2777154 FORWARD LENGTH=116
563,Dm_00006497-RA,AT5G26360.1, Symbols: CCT3 , Chaperonin containing T-complex polypeptide-1 subunit 3 , chr5:9255561-9258891 REVERSE LENGTH=555
564,Dm_00007880-RA,AT1G05590.3," Symbols: HEXO2, ATHEX3 "," beta-hexosaminidase 2, BETA-HEXOSAMINIDASE 3 ", chr1:1669871-1671686 FORWARD LENGTH=580
565,Dm_00013182-RA,AT5G08565.1, Symbols: SPT4-1 ,  , chr5:2775964-2777154 FORWARD LENGTH=116
566,Dm_00017167-RA,AT2G33490.3, Symbols: no symbol available , no full name available , chr2:14183552-14187922 FORWARD LENGTH=620
567,Dm_00018513-RA,AT3G18440.1," Symbols: ALMT9, AtALMT9 ", aluminum-activated malate transporter 9 , chr3:6328181-6330652 FORWARD LENGTH=598
568,Dm_00005123-RA,AT1G19180.2," Symbols: JAZ1, TIFY10A, AtJAZ1 ", jasmonate-zim-domain protein 1 , chr1:6622708-6623271 FORWARD LENGTH=187
569,Dm_00017662-RA,AT4G04450.1," Symbols: AtWRKY42, WRKY42 ",  , chr4:2218379-2221113 FORWARD LENGTH=528
570,Dm_00001135-RA,AT4G19390.2, Symbols: no symbol available , no full name available , chr4:10574903-10577267 REVERSE LENGTH=185
571,Dm_00004176-RA,AT4G24120.1," Symbols: YSL1, ATYSL1 "," YELLOW STRIPE LIKE 1, YELLOW STRIPE like 1 ", chr4:12524581-12527023 FORWARD LENGTH=673
572,Dm_00014955-RA,AT1G69120.2," Symbols: AP1, AtAP1, AGL7 "," AGAMOUS-like 7, APETALA1 ", chr1:25982899-25986102 REVERSE LENGTH=234
573,Dm_00001522-RA,AT4G26600.3," Symbols: AtTRM4d, NOP2B, TRM4d ", tRNA methyltransferase 4d , chr4:13419629-13423257 FORWARD LENGTH=652
574,Dm_00002524-RA,AT2G38290.1," Symbols: ATAMT2, AMT2, AMT2;1 "," ammonium transporter 2, AMMONIUM TRANSPORTER 2;1 ", chr2:16039672-16042291 REVERSE LENGTH=475
575,Dm_00002607-RA,AT1G71695.1, Symbols: no symbol available , no full name available , chr1:26964359-26966557 FORWARD LENGTH=358
576,Dm_00008202-RA,AT4G12840.2, Symbols: no symbol available , no full name available , chr4:7533621-7536263 REVERSE LENGTH=395
577,Dm_00008624-RA,AT1G17020.1," Symbols: ATSRG1, SRG1 "," SENESCENCE-RELATED GENE 1, senescence-related gene 1 ", chr1:5820258-5821741 FORWARD LENGTH=358
578,Dm_00014550-RA,AT1G67730.1," Symbols: KCR1, ATKCR1, YBR159 ", beta-ketoacyl reductase 1 , chr1:25391676-25393365 FORWARD LENGTH=318
579,Dm_00002166-RA,AT2G25220.2, Symbols: no symbol available , no full name available , chr2:10742918-10745540 REVERSE LENGTH=437
580,Dm_00005035-RA,AT1G56580.1, Symbols: SVB , SMALLER WITH VARIABLE BRANCHES , chr1:21198402-21198902 REVERSE LENGTH=166
581,Dm_00006636-RA,AT2G22730.5, Symbols: no symbol available , no full name available , chr2:9660964-9663991 FORWARD LENGTH=519
582,Dm_00008634-RA,AT5G06860.1," Symbols: PGIP1, ATPGIP1 "," polygalacturonase inhibiting protein 1, POLYGALACTURONASE INHIBITING PROTEIN 1 ", chr5:2132373-2133434 FORWARD LENGTH=330
583,Dm_00011887-RA,AT5G62140.1, Symbols: no symbol available , no full name available , chr5:24954563-24955376 REVERSE LENGTH=241
584,Dm_00010948-RA,AT1G77120.1," Symbols: ADH1, ATADH, ADH, ATADH1 "," ARABIDOPSIS THALIANA ALCOHOL DEHYDROGENASE, ALCOHOL DEHYDROGENASE, alcohol dehydrogenase 1 ", chr1:28975509-28977216 FORWARD LENGTH=379
585,Dm_00011759-RA,AT3G25480.1, Symbols: no symbol available , no full name available , chr3:9235591-9236598 REVERSE LENGTH=264
586,Dm_00017708-RA,NA,,,
587,Dm_00004464-RA,AT5G63910.1, Symbols: FCLY , farnesylcysteine lyase , chr5:25572053-25574077 REVERSE LENGTH=500
588,Dm_00005485-RA,AT5G63910.1, Symbols: FCLY , farnesylcysteine lyase , chr5:25572053-25574077 REVERSE LENGTH=500
589,Dm_00004607-RA,NA,,,
590,Dm_00007128-RA,NA,,,
591,Dm_00009045-RA,AT3G13690.3, Symbols: no symbol available , no full name available , chr3:4486920-4490011 FORWARD LENGTH=753
592,Dm_00010061-RA,AT5G36970.1, Symbols: NHL25 , NDR1/HIN1-like 25 , chr5:14604367-14605194 REVERSE LENGTH=248
593,Dm_00015695-RA,AT3G10420.2, Symbols: SPD1 , SEEDLING PLASTID DEVELOPMENT 1 , chr3:3239307-3242274 FORWARD LENGTH=684
594,Dm_00016121-RA,AT3G04910.1," Symbols: ZIK4, WNK1, ATWNK1 ", with no lysine (K) kinase 1 , chr3:1355084-1358057 FORWARD LENGTH=700
595,Dm_00017887-RA,AT2G28100.1," Symbols: ATFUC1, FUC1 ", alpha-L-fucosidase 1 , chr2:11974803-11976489 FORWARD LENGTH=506
596,Dm_00007247-RA,AT3G18440.1," Symbols: ALMT9, AtALMT9 ", aluminum-activated malate transporter 9 , chr3:6328181-6330652 FORWARD LENGTH=598
597,Dm_00014218-RA,AT3G49010.7," Symbols: BBC1, RSU2, ATBBC1 "," 40S RIBOSOMAL PROTEIN, breast basic conserved 1 ", chr3:18166971-18168047 REVERSE LENGTH=206
598,Dm_00005417-RA,AT4G28220.1, Symbols: NDB1 , NAD(P)H dehydrogenase B1 , chr4:13993078-13995651 FORWARD LENGTH=571
599,Dm_00015326-RA,AT3G11320.1, Symbols: no symbol available , no full name available , chr3:3547017-3548539 REVERSE LENGTH=308
600,Dm_00017842-RA,AT5G67140.1, Symbols: no symbol available , no full name available , chr5:26794009-26795213 REVERSE LENGTH=228
601,Dm_00019244-RA,AT4G12970.1," Symbols: STOMAGEN, EPFL9, AtEPFL9 "," STOMAGEN, Epidermal Patterning Factor like-9 ", chr4:7586244-7586798 REVERSE LENGTH=102
602,Dm_00000222-RA,AT1G54130.1," Symbols: AT-RSH3, RSH3, ATRSH3 "," RELA/SPOT homolog 3, RELA/SPOT HOMOLOG 3 ", chr1:20211177-20213761 FORWARD LENGTH=715
603,Dm_00002063-RA,AT1G17200.1, Symbols: CASPL2A1 , CASP-like protein 2A1 , chr1:5878493-5879871 FORWARD LENGTH=204
604,Dm_00000779-RA,AT2G36320.1, Symbols: no symbol available , no full name available , chr2:15229388-15229873 FORWARD LENGTH=161
605,Dm_00008672-RA,AT5G54080.2," Symbols: HGO, AtHGO "," ""homogentisate 1,2-dioxygenase"" ", chr5:21945920-21948070 FORWARD LENGTH=461
606,Dm_00001715-RA,AT1G68290.1," Symbols: AtBFN2, ENDO2 ", endonuclease 2 , chr1:25596718-25598264 FORWARD LENGTH=290
607,Dm_00001897-RA,NA,,,
608,Dm_00016865-RA,AT3G22370.1," Symbols: ATAOX1A, AOX1A, HSR3, AtHSR3 "," hyper-sensitivity-related 3, alternative oxidase 1A ", chr3:7906890-7908416 FORWARD LENGTH=354
609,Dm_00002301-RA,AT2G34070.1, Symbols: TBL37 , TRICHOME BIREFRINGENCE-LIKE 37 , chr2:14387631-14390160 REVERSE LENGTH=385
610,Dm_00019284-RA,AT1G69850.1," Symbols: NRT1:2, NTL1, AIT1, NPF4.6, ATNRT1:2, AtNPF4.6, NRT1.2 "," ABA-importing transporter 1, NRT1/ PTR family 4.6, nitrate transporter 1:2 ", chr1:26296945-26300407 REVERSE LENGTH=585
611,Dm_00009677-RA,AT1G22030.1, Symbols: no symbol available , no full name available , chr1:7759337-7760415 REVERSE LENGTH=333
612,Dm_00003415-RA,AT5G06120.5, Symbols: XPO7 ,  , chr5:1844797-1852601 FORWARD LENGTH=1060
613,Dm_00001916-RA,AT2G22360.1, Symbols: DJA6 , DNA J protein A6 , chr2:9498162-9500459 FORWARD LENGTH=442
614,Dm_00000135-RA,AT1G20430.1, Symbols: no symbol available , no full name available , chr1:7083471-7083821 REVERSE LENGTH=116
615,Dm_00002173-RA,AT2G03220.1," Symbols: FT1, MUR2, ATFT1, FUT1, ATFUT1 "," ARABIDOPSIS THALIANA FUCOSYLTRANSFERASE 1, MURUS 2, fucosyltransferase 1 ", chr2:970401-972353 REVERSE LENGTH=558
616,Dm_00004537-RA,AT4G27450.1, Symbols: HUP54 , HYPOXIA  RESPONSE UNKNOWN PROTEIN  54 , chr4:13727665-13728683 REVERSE LENGTH=250
617,Dm_00009621-RA,AT1G47420.1, Symbols: SDH5 , succinate dehydrogenase 5 , chr1:17395774-17397176 REVERSE LENGTH=257
618,Dm_00017191-RA,AT3G54660.1," Symbols: EMB2360, MIAO, ATGR2, GR2, GR "," glutathione reductase, GRISEA 2 ", chr3:20230356-20233100 REVERSE LENGTH=565
619,Dm_00017712-RA,AT1G13260.1," Symbols: AtRAV1, RAV1, EDF4 "," related to ABI3/VP1 1, ETHYLENE RESPONSE DNA BINDING FACTOR 4 ", chr1:4542386-4543420 FORWARD LENGTH=344
620,Dm_00018203-RA,AT3G46740.1," Symbols: MAR1, TOC75, TOC75-III "," MODIFIER OF ARG1 1, translocon at the outer envelope membrane of chloroplasts 75-III ", chr3:17216104-17219296 REVERSE LENGTH=818
621,Dm_00004866-RA,AT2G19330.1, Symbols: PIRL6 , plant intracellular ras group-related LRR 6 , chr2:8372947-8374453 FORWARD LENGTH=380
622,Dm_00016797-RA,AT3G63240.2, Symbols: no symbol available , no full name available , chr3:23364411-23366876 REVERSE LENGTH=547
623,Dm_00000418-RA,AT5G54130.2, Symbols: no symbol available , no full name available , chr5:21962900-21965279 FORWARD LENGTH=436
624,Dm_00004840-RA,NA,,,
625,Dm_00014805-RA,AT1G58100.1," Symbols: TCP8, AtTCP8 ", TCP domain protein 8 , chr1:21512680-21513885 REVERSE LENGTH=401
626,Dm_00017947-RA,AT5G05710.1, Symbols: no symbol available , no full name available , chr5:1715943-1716377 FORWARD LENGTH=144
627,Dm_00006155-RA,AT1G06840.1, Symbols: HAK1 , HDS-associated RLK1 , chr1:2097854-2103208 REVERSE LENGTH=953
628,Dm_00003481-RA,AT2G14910.1, Symbols: no symbol available , no full name available , chr2:6406957-6409015 REVERSE LENGTH=386
629,Dm_00006816-RA,AT3G24860.1, Symbols: AST1 , Arabidopsis SIP1 clade Trihelix1 , chr3:9073642-9074574 FORWARD LENGTH=310
630,Dm_00008827-RA,AT1G09150.1, Symbols: no symbol available , no full name available , chr1:2946599-2948908 FORWARD LENGTH=181
631,Dm_00013965-RA,AT3G56320.7, Symbols: NTP7 ,  , chr3:20886193-20888624 REVERSE LENGTH=603
632,Dm_00003862-RA,AT5G12010.1, Symbols: no symbol available , no full name available , chr5:3877975-3879483 REVERSE LENGTH=502
633,Dm_00012725-RA,AT4G21350.1," Symbols: B80, PUB8 ", plant U-box 8 , chr4:11356143-11357267 REVERSE LENGTH=374
634,Dm_00000723-RA,AT1G28380.1, Symbols: NSL1 , necrotic spotted lesions 1 , chr1:9963696-9966060 FORWARD LENGTH=612
635,Dm_00010459-RA,NA,,,
636,Dm_00018856-RA,AT3G02090.2, Symbols: MPPBETA ,  , chr3:365624-368534 FORWARD LENGTH=535
637,Dm_00002183-RA,AT3G11810.1, Symbols: no symbol available , no full name available , chr3:3727819-3728865 FORWARD LENGTH=348
638,Dm_00000036-RA,AT5G58380.1," Symbols: PKS2, SNRK3.8, SIP1, CIPK10 "," SNF1-RELATED PROTEIN KINASE 3.8, CBL-INTERACTING PROTEIN KINASE 10, SOS3-interacting protein 1 ", chr5:23597092-23598531 REVERSE LENGTH=479
639,Dm_00009280-RA,AT2G46600.1, Symbols: no symbol available , no full name available , chr2:19136070-19136477 FORWARD LENGTH=135
640,Dm_00003129-RA,AT3G56740.1, Symbols: UBAC2A ,  , chr3:21015631-21017883 FORWARD LENGTH=293
641,Dm_00016611-RA,AT3G02700.1, Symbols: no symbol available , no full name available , chr3:581727-582813 REVERSE LENGTH=252
642,Dm_00004378-RA,AT4G38460.1," Symbols: SSU, GGR, AtSSU, GGPPS12 "," geranyl(geranyl)diphosphate synthase 12, small subunit of Heterodimeric geranyl(geranyl)diphosphate synthase, geranylgeranyl reductase ", chr4:17994849-17995974 FORWARD LENGTH=326
643,Dm_00004535-RA,AT4G04955.1," Symbols: ALN, ATALN ", allantoinase , chr4:2522301-2525259 REVERSE LENGTH=506
644,Dm_00000761-RA,AT5G57610.1, Symbols: no symbol available , no full name available , chr5:23325307-23329099 FORWARD LENGTH=1054
645,Dm_00006164-RA,NA,,,
646,Dm_00006888-RA,AT4G15560.1," Symbols: AtCLA1, DXS, CLA, DXPS2, DXS1, DEF, CLA1 "," CLOROPLASTOS ALTERADOS 1, 1-DEOXY-D-XYLULOSE 5-PHOSPHATE SYNTHASE, 1-deoxy-D-xylulose 5-phosphate (DXP) synthase 1, 1-DEOXY-D-XYLULOSE 5-PHOSPHATE SYNTHASE 2 ", chr4:8884218-8887254 FORWARD LENGTH=717
647,Dm_00004670-RA,AT5G54310.1," Symbols: NEV, AGD5, AtAGD5 "," NEVERSHED, ARF-GAP domain 5 ", chr5:22057262-22061066 REVERSE LENGTH=483
648,Dm_00005528-RA,AT1G77810.2, Symbols: no symbol available , no full name available , chr1:29260899-29263001 REVERSE LENGTH=384
649,Dm_00006233-RA,AT5G35930.4, Symbols: no symbol available , no full name available , chr5:14067197-14074761 REVERSE LENGTH=1132
650,Dm_00010010-RA,NA,,,
651,Dm_00000211-RA,AT5G17165.1, Symbols: no symbol available , no full name available , chr5:5643143-5647702 REVERSE LENGTH=116
652,Dm_00013441-RA,AT5G03820.1, Symbols: no symbol available , no full name available , chr5:1015803-1017344 REVERSE LENGTH=357
653,Dm_00001629-RA,AT4G25800.2, Symbols: CBP60d ,  , chr4:13125224-13127765 FORWARD LENGTH=601
654,Dm_00000721-RA,NA,,,
655,Dm_00011137-RA,AT4G24620.1," Symbols: PGI1, PGI ", phosphoglucose isomerase 1 , chr4:12708972-12712610 REVERSE LENGTH=613
656,Dm_00001415-RA,AT3G48240.1, Symbols: no symbol available , no full name available , chr3:17867381-17868007 FORWARD LENGTH=180
657,Dm_00011519-RA,AT1G01540.2, Symbols: no symbol available , no full name available , chr1:195980-198383 FORWARD LENGTH=472
658,Dm_00001783-RA,AT5G03670.1, Symbols: TRM28 , TON1 Recruiting Motif 28 , chr5:947311-949898 FORWARD LENGTH=516
659,Dm_00011641-RA,AT2G13650.7, Symbols: GONST1 , golgi nucleotide sugar transporter 1 , chr2:5687985-5690303 REVERSE LENGTH=284
660,Dm_00006774-RA,AT5G64650.1, Symbols: no symbol available , no full name available , chr5:25839542-25840775 REVERSE LENGTH=160
661,Dm_00009517-RA,AT3G02350.1, Symbols: GAUT9 , galacturonosyltransferase 9 , chr3:479248-481178 FORWARD LENGTH=561
662,Dm_00017921-RA,NA,,,
663,Dm_00014167-RA,AT4G18060.1, Symbols: SH3P3 , SH3 domain-containing protein 3 , chr4:10027668-10029662 REVERSE LENGTH=351
664,Dm_00000722-RA,AT5G26990.1, Symbols: AtDiL9-6 ,  , chr5:9491366-9493639 FORWARD LENGTH=222
665,Dm_00006803-RA,AT5G54540.1, Symbols: no symbol available , no full name available , chr5:22156604-22157857 FORWARD LENGTH=297
666,Dm_00009638-RA,AT5G49630.1, Symbols: AAP6 , amino acid permease 6 , chr5:20142681-20146441 REVERSE LENGTH=481
667,Dm_00012610-RA,NA,,,
668,Dm_00014119-RA,AT1G20696.1," Symbols: HMGB3, NFD03, NFD3 ", high mobility group B3 , chr1:7179825-7181174 FORWARD LENGTH=141
669,Dm_00020461-RA,AT3G21550.1," Symbols: AtDMP2, DMP2 "," DUF679 domain membrane protein 2, Arabidopsis thaliana DUF679 domain membrane protein 2 ", chr3:7591708-7592262 REVERSE LENGTH=184
670,Dm_00002856-RA,AT1G59940.1, Symbols: ARR3 , response regulator 3 , chr1:22065894-22066895 REVERSE LENGTH=231
671,Dm_00003732-RA,AT1G52320.5, Symbols: no symbol available , no full name available , chr1:19484421-19487204 FORWARD LENGTH=798
672,Dm_00010805-RA,AT3G29360.2, Symbols: UGD2 , UDP-glucose dehydrogenase 2 , chr3:11267375-11268817 REVERSE LENGTH=480
673,Dm_00006661-RA,AT5G66080.1," Symbols: APD9, FGT2 "," Arabidopsis Pp2c clade D 9, FORGETTER2 ", chr5:26423577-26425031 REVERSE LENGTH=385
674,Dm_00016335-RA,AT1G27210.1, Symbols: no symbol available , no full name available , chr1:9455669-9457917 REVERSE LENGTH=625
675,Dm_00010102-RA,AT5G63930.1, Symbols: no symbol available , no full name available , chr5:25583006-25586392 FORWARD LENGTH=1102
676,Dm_00003298-RA,AT5G52470.1," Symbols: ATFIB1, FBR1, FIB1, SKIP7, ATFBR1 "," fibrillarin 1, FIBRILLARIN 1, SKP1/ASK1-INTERACTING PROTEIN ", chr5:21294290-21296509 FORWARD LENGTH=308
677,Dm_00018609-RA,AT5G09960.1, Symbols: no symbol available , no full name available , chr5:3106503-3107658 FORWARD LENGTH=112
678,Dm_00018757-RA,AT1G53210.1," Symbols: NCL, AtNCL ", Na+/Ca2+ exchanger , chr1:19844790-19847533 FORWARD LENGTH=585
679,Dm_00011894-RA,AT1G32400.3, Symbols: TOM2A , tobamovirus multiplication 2A , chr1:11689393-11690873 REVERSE LENGTH=280
680,Dm_00005122-RA,AT1G19170.1, Symbols: PGF1 , Polygalacturonase Clade F 1 , chr1:6616777-6618875 FORWARD LENGTH=506
681,Dm_00015735-RA,AT3G15000.1," Symbols: RIP1, MORF8 "," multiple organellar RNA editing factor 8, RNA-editing factor interacting protein 1 ", chr3:5050321-5052121 FORWARD LENGTH=395
682,Dm_00017763-RA,AT4G23010.1," Symbols: ATUTR2, UTR2 ", UDP-galactose transporter 2 , chr4:12060318-12062486 REVERSE LENGTH=345
683,Dm_00009678-RA,AT1G22030.1, Symbols: no symbol available , no full name available , chr1:7759337-7760415 REVERSE LENGTH=333
684,Dm_00011944-RA,AT1G10700.1, Symbols: PRS3 , phosphoribosyl pyrophosphate (PRPP) synthase 3 , chr1:3554157-3556274 FORWARD LENGTH=411
685,Dm_00016203-RA,AT5G52450.1, Symbols: no symbol available , no full name available , chr5:21289042-21291749 REVERSE LENGTH=486
686,Dm_00009027-RA,NA,,,
687,Dm_00006614-RA,AT5G67360.1," Symbols: ARA12, SBT1.7 ", Subtilisin-like Serine protease 1.7 , chr5:26872192-26874465 REVERSE LENGTH=757
688,Dm_00001033-RA,AT3G24420.1, Symbols: DLK2 , D14-LIKE2 , chr3:8863111-8864883 REVERSE LENGTH=273
689,Dm_00007394-RA,AT1G08230.6, Symbols: no symbol available , no full name available , chr1:2583715-2585046 REVERSE LENGTH=332
690,Dm_00012510-RA,AT1G26190.1," Symbols: TTM2, AtTTM2 ", triphosphate tunnel metalloenzyme 2 , chr1:9057285-9060433 REVERSE LENGTH=674
691,Dm_00018001-RA,AT1G78895.1, Symbols: no symbol available , no full name available , chr1:29658313-29659866 REVERSE LENGTH=164
692,Dm_00002282-RA,AT5G44210.1," Symbols: ATERF-9, ERF9, ATERF9 "," erf domain protein 9, ERF DOMAIN PROTEIN- 9, ERF DOMAIN PROTEIN 9 ", chr5:17806742-17807344 FORWARD LENGTH=200
693,Dm_00007928-RA,AT5G17520.1," Symbols: RCP1, MEX1 "," MALTOSE EXCESS 1, ROOT CAP 1 ", chr5:5772796-5775231 REVERSE LENGTH=415
694,Dm_00019135-RA,AT5G04490.1, Symbols: VTE5 , vitamin E pathway gene 5 , chr5:1279867-1281587 FORWARD LENGTH=304
695,Dm_00005266-RA,AT1G07030.1, Symbols: MIT2 , mitochondrial iron transporter 2 , chr1:2158631-2160524 REVERSE LENGTH=326
696,Dm_00001275-RA,AT1G80270.5, Symbols: PPR596 , PENTATRICOPEPTIDE REPEAT 596 , chr1:30181265-30183331 FORWARD LENGTH=596
697,Dm_00016097-RA,AT5G44120.3," Symbols: CRU1, ATCRA1, CRA1 ", CRUCIFERINA , chr5:17756460-17758246 REVERSE LENGTH=472
698,Dm_00013141-RA,AT1G72440.1," Symbols: EDA25, SWA2 "," SLOW WALKER2, embryo sac development arrest 25 ", chr1:27268325-27273596 REVERSE LENGTH=1043
699,Dm_00001566-RA,AT3G08710.3," Symbols: TRX H9, ATH9, TRXh9, TH9 "," THIOREDOXIN TYPE H 9, thioredoxin H-type 9 ", chr3:2645590-2646304 FORWARD LENGTH=140
700,Dm_00002032-RA,AT1G55020.1," Symbols: ATLOX1, LOX1 "," ARABIDOPSIS LIPOXYGENASE 1, lipoxygenase 1 ", chr1:20525798-20530143 FORWARD LENGTH=859
701,Dm_00002270-RA,AT3G51480.4," Symbols: GLR3.6, ATGLR3.6 ", glutamate receptor 3.6 , chr3:19101256-19104681 FORWARD LENGTH=903
702,Dm_00004259-RA,AT1G77610.1, Symbols: no symbol available , no full name available , chr1:29165489-29167486 FORWARD LENGTH=336
703,Dm_00008938-RA,AT3G29240.2, Symbols: no symbol available , no full name available , chr3:11191780-11192868 FORWARD LENGTH=317
704,Dm_00013526-RA,AT4G34360.1, Symbols: no symbol available , no full name available , chr4:16432011-16433752 FORWARD LENGTH=248
705,Dm_00013781-RA,AT5G10920.1, Symbols: no symbol available , no full name available , chr5:3441805-3443892 FORWARD LENGTH=517
706,Dm_00002127-RA,AT2G05630.1, Symbols: ATG8D ,  , chr2:2083211-2084775 REVERSE LENGTH=120
707,Dm_00015000-RA,AT5G09690.2," Symbols: ATMGT7, MRS2-7, MGT7 "," ARABIDOPSIS THALIANA MAGNESIUM TRANSPORTER 7, magnesium transporter 7 ", chr5:3000990-3003415 REVERSE LENGTH=397
708,Dm_00017932-RA,AT4G13420.1," Symbols: ATHAK5, HAK5 "," ARABIDOPSIS THALIANA HIGH AFFINITY K+ TRANSPORTER 5, high affinity K+ transporter 5 ", chr4:7797038-7802174 REVERSE LENGTH=785
709,Dm_00005690-RA,AT5G01410.2," Symbols: PDX1, ATPDX1.3, ATPDX1, PDX1.3, RSR4 "," REDUCED SUGAR RESPONSE 4, PYRIDOXINE BIOSYNTHESIS 1.3, ARABIDOPSIS THALIANA PYRIDOXINE BIOSYNTHESIS 1.3 ", chr5:172576-173505 REVERSE LENGTH=309
710,Dm_00000824-RA,AT3G20680.1, Symbols: no symbol available , no full name available , chr3:7230147-7231163 REVERSE LENGTH=338
711,Dm_00004054-RA,AT1G02640.1," Symbols: BXL2, ATBXL2 "," beta-xylosidase 2, BETA-XYLOSIDASE 2 ", chr1:564293-567580 FORWARD LENGTH=768
712,Dm_00005458-RA,AT3G21530.3, Symbols: no symbol available , no full name available , chr3:7582828-7584448 REVERSE LENGTH=458
713,Dm_00018434-RA,AT3G13340.3, Symbols: no symbol available , no full name available , chr3:4332370-4334603 FORWARD LENGTH=447
714,Dm_00006369-RA,AT2G25430.1," Symbols: AtECA4, PICALM4a ", Epsin-like clathrin adaptor , chr2:10822716-10824677 FORWARD LENGTH=653
715,Dm_00003631-RA,AT2G42810.2," Symbols: PAPP5, AtPP5, PP5 "," PROTEIN PHOSPHATASE 5, Arabidopsis thaliana protein phosphatase 5, Phytochrome-Associated Protein Phosphatase 5 ", chr2:17812336-17815896 REVERSE LENGTH=538
716,Dm_00009521-RA,AT5G15700.1, Symbols: no symbol available , no full name available , chr5:5115793-5121609 REVERSE LENGTH=1011
717,Dm_00010947-RA,AT5G02160.1, Symbols: FIP , FtsH5 Interacting Protein , chr5:426392-427024 FORWARD LENGTH=129
718,Dm_00000273-RA,AT2G07690.1, Symbols: MCM5 , MINICHROMOSOME MAINTENANCE 5 , chr2:3523379-3527388 REVERSE LENGTH=727
719,Dm_00007737-RA,AT3G22550.1, Symbols: no symbol available , no full name available , chr3:7991827-7992805 REVERSE LENGTH=267
720,Dm_00013077-RA,AT5G10820.1, Symbols: no symbol available , no full name available , chr5:3420876-3423166 REVERSE LENGTH=503
721,Dm_00020360-RA,AT4G11060.1," Symbols: MTSSB, SBB1 "," mitochondrially targeted single-stranded DNA binding protein, Mitochondrial Single-stranded binding protein 1 ", chr4:6754820-6756230 REVERSE LENGTH=201
722,Dm_00010306-RA,AT5G48380.1, Symbols: BIR1 , BAK1-interacting receptor-like kinase 1 , chr5:19604584-19606532 REVERSE LENGTH=620
723,Dm_00016129-RA,AT2G33700.1, Symbols: PP2CG1 , protein phosphatase 2C G Group 1 , chr2:14254200-14255784 FORWARD LENGTH=380
724,Dm_00004171-RA,AT4G32300.1, Symbols: SD2-5 , S-domain-2 5 , chr4:15599970-15602435 FORWARD LENGTH=821
725,Dm_00014040-RA,AT2G14820.2," Symbols: MEL3, NPY2 "," NAKED PINS IN YUC MUTANTS 2, MAB4/ENP/NPY1-LIKE 3 ", chr2:6358864-6361300 FORWARD LENGTH=634
726,Dm_00004639-RA,AT2G17220.1," Symbols: PBL32, Kin3 "," kinase 3, PBS1-Like 32 ", chr2:7487866-7489768 REVERSE LENGTH=414
727,Dm_00015706-RA,AT3G10985.1," Symbols: SAG20, WI12, ATWI-12 "," senescence associated gene 20, WOUND-INDUCED PROTEIN 12, ARABIDOPSIS THALIANA WOUND-INDUCED PROTEIN 12 ", chr3:3442776-3443108 FORWARD LENGTH=110
728,Dm_00012180-RA,AT4G24160.1, Symbols: no symbol available , no full name available , chr4:12539871-12542210 FORWARD LENGTH=418
729,Dm_00015607-RA,AT5G56890.1, Symbols: no symbol available , no full name available , chr5:23010801-23015559 REVERSE LENGTH=1113
730,Dm_00001036-RA,AT5G19460.1," Symbols: atnudt20, NUDT20 ", nudix hydrolase homolog 20 , chr5:6563112-6565178 FORWARD LENGTH=374
