Orthogroup	S_lycopersicum.proteins	V_vinifera.proteins
OG0010055	Solyc06g054260.1.1	VIT_205s0020g03180.1
OG0010056	Solyc03g063240.3.1	VIT_208s0007g07350.1
OG0010057	Solyc01g057520.3.1	VIT_205s0020g00580.1, VIT_205s0077g00020.1
OG0010058	Solyc09g075000.3.1	VIT_207s0005g00240.1, VIT_203s0063g01300.1
OG0010059	Solyc04g050760.3.1	VIT_204s0043g00830.3, VIT_204s0043g00830.2, VIT_204s0043g00830.1
OG0010060	Solyc09g090690.3.1	VIT_205s0049g01880.1
OG0010061	Solyc04g081540.3.1	VIT_218s0001g14460.1
OG0010063	Solyc04g025910.1.1, Solyc05g056470.1.1	VIT_207s0031g02550.1
OG0010064	Solyc02g069800.1.1	VIT_208s0040g00940.1, VIT_208s0040g00960.1, VIT_208s0040g00810.1, VIT_213s0084g00130.1
OG0010065	Solyc05g051070.3.1	VIT_204s0044g00540.2, VIT_204s0044g00540.1
OG0010066	Solyc10g047370.2.1	VIT_211s0078g00180.1
OG0010067	Solyc04g081955.1.1	VIT_218s0001g00890.1
OG0010068	Solyc04g058200.3.1	VIT_218s0001g01550.1, VIT_215s0048g00100.1, VIT_218s0001g01560.1, VIT_218s0001g01560.2
OG0010069	Solyc10g074560.2.1	VIT_200s1336g00020.1, VIT_200s0227g00020.1
OG0010070	Solyc11g005950.2.1	VIT_204s0044g01240.1
OG0010071	Solyc01g112160.3.1	VIT_203s0038g03640.1, VIT_203s0038g03640.2, VIT_203s0038g03640.3
OG0010072	Solyc04g080670.3.1	VIT_218s0001g12910.1
OG0010073	Solyc03g113780.3.1	VIT_218s0001g07100.1
OG0010074	Solyc02g083270.4.1	VIT_200s0338g00050.1, VIT_200s0684g00040.1
OG0010075	Solyc04g079290.3.1	VIT_218s0001g11040.2, VIT_218s0001g11040.1
OG0010076	Solyc06g060340.3.1	VIT_218s0001g02740.1
OG0010077	Solyc12g056730.1.1, Solyc00g009090.3.1	VIT_218s0001g02590.1
OG0010079	Solyc02g062680.3.1	VIT_204s0023g01940.1, VIT_204s0023g01940.2
OG0010080	Solyc11g010360.2.1, Solyc05g051440.1.1, Solyc04g014230.1.1	VIT_200s0477g00060.1
OG0010081	Solyc02g093020.3.1	VIT_207s0031g00040.1
OG0010082	Solyc12g094390.1.1, Solyc04g081960.1.1	VIT_218s0001g00840.1
OG0010083	Solyc01g087650.3.1	VIT_204s0008g01350.1
OG0010084	Solyc01g106310.3.1	VIT_203s0097g00580.1
OG0010085	Solyc02g092810.3.1	VIT_207s0129g00640.1, VIT_218s0001g09530.2, VIT_218s0001g09530.1
OG0010086	Solyc03g044020.3.1	VIT_207s0129g00190.1
OG0010087	Solyc01g068290.3.1	VIT_204s0044g01690.1
OG0010088	Solyc02g082970.1.1	VIT_200s0918g00010.1
OG0010089	Solyc02g090870.1.1	VIT_207s0031g00630.1
OG0010090	Solyc04g072010.3.1	VIT_218s0157g00050.1
OG0010091	Solyc07g045510.3.1	VIT_212s0057g00970.1
OG0010092	Solyc09g008730.3.1	VIT_200s0471g00030.3, VIT_200s0471g00030.2, VIT_200s0471g00030.1
OG0010093	Solyc04g071630.3.1	VIT_218s0001g02750.1
OG0010094	Solyc02g077310.3.1	VIT_210s0003g00640.1
OG0010095	Solyc05g050570.3.1	VIT_215s0046g00350.2, VIT_215s0046g00350.4, VIT_215s0046g00350.1, VIT_215s0046g00350.3
OG0010096	Solyc02g083500.3.1	VIT_200s0510g00010.1
OG0010097	Solyc04g074160.2.1	VIT_218s0001g14960.1
OG0010098	Solyc02g092783.1.1	VIT_207s0129g00550.1
OG0010098	Solyc04g078170.2.1	VIT_218s0001g09430.1
OG0010100	Solyc03g078080.3.1	VIT_204s0044g00890.1, VIT_204s0044g00890.3, VIT_204s0044g00890.2
OG0010101	Solyc04g011900.3.1	VIT_207s0031g01560.1
OG0010102	Solyc03g081220.1.1	VIT_216s0098g00880.1
OG0010103	Solyc11g012940.2.1	VIT_218s0001g03190.1
OG0010104	Solyc04g053120.3.1	VIT_207s0031g01540.1, VIT_207s0031g01540.2
OG0010105	Solyc11g005660.2.1	VIT_204s0044g00630.4, VIT_204s0044g00630.5, VIT_204s0044g00630.6, VIT_204s0044g00630.2, VIT_204s0044g00630.3, VIT_204s0044g00630.1
OG0010106	Solyc04g082250.3.1	VIT_218s0001g00190.1
OG0010107	Solyc11g010940.2.1	VIT_200s0218g00040.1
OG0010108	Solyc04g008800.3.1	VIT_204s0023g02660.3, VIT_204s0023g02660.2, VIT_204s0023g02660.1
OG0010111	Solyc08g048435.1.1	VIT_214s0006g01190.1
OG0010111	Solyc11g056530.1.1	VIT_213s0047g00490.1
OG0010112	Solyc02g092700.3.1	VIT_207s0129g00470.1, VIT_207s0129g00470.3, VIT_207s0129g00470.4
OG0010113	Solyc04g081310.3.1	VIT_218s0001g14080.1, VIT_218s0001g14080.2
OG0010114	Solyc02g083470.3.1	VIT_200s0510g00040.1
OG0010115	Solyc04g077775.1.1	VIT_218s0001g09030.1
OG0010116	Solyc02g092240.3.1	VIT_200s0802g00020.1
OG0010117	Solyc11g013100.2.1	VIT_218s0001g03450.1
OG0010118	Solyc12g042117.1.1, Solyc03g060520.1.1, Solyc02g092350.3.1	VIT_200s0601g00040.1, VIT_207s0129g00010.1
OG0010119	Solyc02g090530.3.1	VIT_200s0379g00060.1, VIT_200s0379g00060.4, VIT_200s0379g00060.2, VIT_200s0379g00060.5, VIT_200s0379g00060.3
OG0010122	Solyc12g005350.2.1	VIT_219s0014g04980.1
OG0010123	Solyc07g055210.3.1	VIT_212s0028g01820.3, VIT_212s0028g01820.1, VIT_212s0028g01820.4
OG0010124	Solyc07g064980.3.1	VIT_219s0090g01240.1
OG0010126	Solyc02g070580.1.1	VIT_210s0003g03170.1
OG0010127	Solyc01g068400.3.1	VIT_215s0021g01180.1, VIT_215s0021g01180.2
OG0010129	Solyc02g089560.3.1	VIT_214s0083g00610.1
OG0010131	Solyc04g014730.3.1, Solyc11g012160.2.1	VIT_200s0187g00340.1, VIT_200s0187g00300.1
OG0010132	Solyc08g013930.3.1	VIT_200s0226g00030.2, VIT_200s0226g00030.1
OG0010133	Solyc05g024430.3.1	VIT_212s0057g01000.4, VIT_212s0057g01000.2, VIT_212s0057g01000.1, VIT_212s0057g01000.3
OG0010134	Solyc02g081860.2.1	VIT_201s0011g01130.1, VIT_201s0011g01130.2
OG0010135	Solyc02g071160.3.1	VIT_210s0003g02780.2, VIT_210s0003g02780.1
OG0010136	Solyc03g112750.3.1, Solyc03g112755.1.1	VIT_219s0090g01650.1
OG0010137	Solyc02g077750.3.1	VIT_219s0014g02160.3, VIT_219s0014g02160.2, VIT_219s0014g02160.4, VIT_219s0014g02160.1, VIT_210s0003g00180.1
OG0010138	Solyc07g049470.3.1	VIT_212s0059g01470.1
OG0010139	Solyc07g055180.3.1	VIT_212s0028g01970.1
OG0010140	Solyc02g078360.3.1	VIT_210s0597g00030.1, VIT_210s0597g00030.2
OG0010142	Solyc07g006970.3.1	VIT_211s0149g00050.1, VIT_211s0149g00050.2
OG0010144	Solyc02g078170.2.1	VIT_200s0265g00110.1, VIT_200s1557g00020.1
OG0010145	Solyc07g055940.2.1	VIT_212s0142g00260.1
OG0010146	Solyc07g063960.3.1	VIT_219s0014g04970.2, VIT_219s0014g04970.3, VIT_219s0014g04970.4, VIT_219s0014g04970.1
OG0010147	Solyc07g055260.3.1	VIT_212s0028g01740.1, VIT_212s0028g01740.2
OG0010148	Solyc03g110905.1.1	VIT_217s0000g10190.3
OG0010149	Solyc11g033280.2.1	VIT_206s0080g00550.1
OG0010150	Solyc03g116570.3.1	VIT_209s0002g06560.1, VIT_209s0002g06560.3, VIT_209s0002g06560.2
OG0010151	Solyc11g069860.2.1	VIT_211s0052g00500.1
OG0010152	Solyc11g039850.1.1, Solyc07g021140.1.1, Solyc12g062490.1.1, Solyc02g005370.1.1, Solyc03g071660.2.1, Solyc10g005925.1.1, Solyc09g055300.2.1, Solyc11g032180.1.1	VIT_203s0091g01220.1
OG0010153	Solyc02g082080.1.1	VIT_211s0016g00920.1
OG0010154	Solyc12g008540.2.1	VIT_211s0016g03010.1
OG0010156	Solyc03g116720.2.1	VIT_209s0002g06960.2, VIT_209s0002g06960.1
OG0010158	Solyc03g123620.4.1	VIT_209s0002g00330.1
OG0010159	Solyc01g095480.3.1	VIT_215s0046g01420.3, VIT_215s0046g01420.1, VIT_215s0046g01420.2, VIT_215s0046g01420.4
OG0010160	Solyc07g006060.3.1	VIT_211s0037g00880.1, VIT_211s0037g00880.2
OG0010161	Solyc05g032880.3.1	VIT_216s0098g01670.1, VIT_216s0098g01670.2
OG0010162	Solyc08g062950.3.1	VIT_204s0008g01100.1
OG0010163	Solyc03g083245.1.1	VIT_215s0046g00340.3, VIT_215s0046g00340.4, VIT_215s0046g00340.1, VIT_215s0046g00340.2
OG0010164	Solyc08g068200.3.1	VIT_204s0008g03890.1
OG0010166	Solyc08g062860.3.1	VIT_204s0008g01060.1
OG0010167	Solyc07g005240.3.1	VIT_211s0149g00140.1, VIT_211s0149g00140.2
OG0010168	Solyc06g063360.4.1	VIT_209s0054g01570.2, VIT_209s0054g01570.1
OG0010169	Solyc01g091080.3.1	VIT_215s0048g00470.1
OG0010170	Solyc12g008450.2.1	VIT_211s0016g03150.1
OG0010171	Solyc03g007340.3.1	VIT_216s0050g02650.1
OG0010172	Solyc07g032250.3.1	VIT_211s0016g02520.2, VIT_211s0016g02520.3, VIT_211s0016g02520.1
OG0010174	Solyc07g005510.3.1	VIT_211s0016g00130.1
OG0010175	Solyc08g082690.2.1, Solyc08g082685.1.1	VIT_202s0025g02000.1
OG0010177	Solyc08g081230.1.1, Solyc08g008070.1.1	VIT_202s0025g03300.1
OG0010178	Solyc12g008320.2.1, Solyc05g018230.3.1	VIT_211s0016g03400.1
OG0010179	Solyc03g006900.2.1	VIT_216s0022g02290.1
OG0010180	Solyc03g119940.3.1	VIT_209s0002g05680.1
OG0010181	Solyc01g081490.3.1	VIT_215s0024g00640.1
OG0010182	Solyc07g014730.3.1	VIT_211s0103g00190.1
OG0010183	Solyc06g035960.3.1, Solyc03g025720.3.1	VIT_202s0025g03660.1, VIT_216s0050g00390.1
OG0010184	Solyc07g006920.3.1	VIT_211s0052g00710.1
OG0010185	Solyc10g005280.1.1	VIT_210s0116g00030.1, VIT_210s0116g00090.1
OG0010186	Solyc06g073150.3.1, Solyc11g017300.2.1	VIT_203s0038g04360.1
OG0010187	Solyc08g080140.3.1	VIT_202s0025g04610.2, VIT_202s0025g04610.1
OG0010188	Solyc03g117490.3.1	VIT_209s0002g07860.1
OG0010189	Solyc08g066570.2.1	VIT_204s0008g03320.1
OG0010190	Solyc08g080510.3.1	VIT_202s0025g04140.1
OG0010191	Solyc12g049390.2.1, Solyc03g122250.3.1	VIT_209s0002g00920.3, VIT_209s0002g00920.2, VIT_209s0002g00920.1
OG0010192	Solyc12g042830.2.1	VIT_209s0002g06790.1
OG0010193	Solyc12g008460.2.1	VIT_211s0016g03140.1
OG0010194	Solyc07g042150.3.1	VIT_211s0016g00760.1
OG0010195	Solyc06g073490.1.1	VIT_205s0124g00580.1
OG0010196	Solyc05g006580.3.1	VIT_201s0026g01070.2, VIT_201s0026g01070.1
OG0010197	Solyc07g041020.3.1	VIT_218s0075g01040.1, VIT_211s0016g01740.1
OG0010198	Solyc05g050960.3.1	VIT_215s0048g00380.1
OG0010199	Solyc08g081850.1.1	VIT_202s0025g00890.1
OG0010199	Solyc01g095440.2.1	VIT_215s0046g01460.1
OG0010200	Solyc08g061140.3.1	VIT_204s0008g05190.1
OG0010201	Solyc03g124040.3.1	VIT_209s0054g01030.2, VIT_209s0054g01030.1
OG0010202	Solyc06g060790.1.1	VIT_200s0551g00010.1, VIT_200s0551g00010.2
OG0010203	Solyc02g085930.3.1	VIT_201s0010g00960.1
OG0010203	Solyc03g120805.1.1	VIT_209s0002g04460.1
OG0010204	Solyc01g108190.3.1	VIT_203s0063g00530.1
OG0010205	Solyc08g006720.3.1	VIT_204s0008g06780.3, VIT_204s0008g06780.1, VIT_204s0008g06780.2
OG0010206	Solyc05g047390.1.1, Solyc07g015970.2.1	VIT_209s0054g01025.1
OG0010207	Solyc12g007100.2.1	VIT_211s0016g03900.1
OG0010208	Solyc01g095110.3.1	VIT_215s0046g02180.1
OG0010209	Solyc07g005540.1.1	VIT_211s0016g00040.1
OG0010210	Solyc10g009260.1.1	VIT_215s0048g02750.1
OG0010211	Solyc08g061630.3.1	VIT_204s0008g01950.1
OG0010213	Solyc09g065600.3.1, Solyc09g065595.1.1	VIT_211s0016g04650.1
OG0010214	Solyc03g117740.3.1	VIT_209s0018g01610.1
OG0010215	Solyc11g005900.2.1	VIT_205s0020g02510.1
OG0010216	Solyc08g082970.3.1, Solyc08g008510.3.1	VIT_202s0025g02340.1
OG0010217	Solyc06g068670.3.1, Solyc03g117890.3.1	VIT_209s0018g01780.3, VIT_209s0018g01780.4, VIT_209s0018g01780.1, VIT_209s0018g01780.2
OG0010218	Solyc02g069330.1.1, Solyc09g082610.1.1	VIT_205s0020g00245.1
OG0010219	Solyc08g080040.3.1	VIT_202s0025g04720.2, VIT_202s0025g04720.1
OG0010220	Solyc03g117350.1.1	VIT_209s0002g08410.1
OG0010221	Solyc05g018150.3.1	VIT_211s0016g03280.3, VIT_211s0016g03280.2, VIT_211s0016g03280.1
OG0010222	Solyc03g025430.1.1	VIT_216s0050g00710.1
OG0010223	Solyc02g093300.3.1	VIT_207s0031g00470.1, VIT_207s0031g00470.3, VIT_207s0031g00470.2
OG0010224	Solyc07g042570.3.1	VIT_211s0016g00450.1, VIT_211s0016g00450.4
OG0010225	Solyc05g013400.3.1	VIT_218s0117g00180.1
OG0010226	Solyc08g067050.3.1	VIT_211s0016g04830.1
OG0010227	Solyc01g088670.2.1	VIT_215s0021g00930.1
OG0010228	Solyc01g095010.3.1	VIT_215s0046g01770.1
OG0010229	Solyc07g056040.3.1, Solyc10g007660.3.1	VIT_201s0010g01870.1
OG0010230	Solyc06g068500.3.1, Solyc03g117590.3.1	VIT_209s0018g00620.1, VIT_209s0018g00620.2
OG0010231	Solyc08g067430.3.1	VIT_204s0008g04730.1, VIT_204s0008g04730.2
OG0010232	Solyc12g006710.2.1	VIT_211s0016g04530.1, VIT_211s0016g04530.2
OG0010233	Solyc08g008170.3.1	VIT_202s0025g00690.3, VIT_202s0025g00690.1, VIT_202s0025g00690.2
OG0010234	Solyc03g116560.1.1	VIT_209s0002g06530.1, VIT_209s0002g06530.2
OG0010235	Solyc08g082580.3.1	VIT_202s0025g01700.1
OG0010236	Solyc12g009390.2.1	VIT_209s0070g00470.1
OG0010237	Solyc11g012100.2.1	VIT_200s1343g00010.1, VIT_200s1343g00010.2, VIT_200s1343g00010.3, VIT_200s0598g00030.1
OG0010238	Solyc08g029160.1.1	VIT_204s0008g06870.1
OG0010239	Solyc10g009340.1.1	VIT_215s0046g00070.1
OG0010240	Solyc12g044300.2.1	VIT_209s0002g04170.3, VIT_209s0002g04170.2, VIT_209s0002g04170.1
OG0010241	Solyc01g090270.3.1	VIT_215s0021g01550.1
OG0010242	Solyc08g082070.3.1	VIT_202s0025g01220.1
OG0010243	Solyc03g025310.3.1	VIT_216s0050g00800.1
OG0010244	Solyc07g020870.2.1	VIT_211s0016g03590.4, VIT_211s0016g03590.3, VIT_211s0016g03590.1, VIT_211s0016g03590.5, VIT_211s0016g03590.2
OG0010245	Solyc03g007510.3.1	VIT_216s0050g02440.3, VIT_216s0050g02440.1, VIT_216s0050g02440.2
OG0010246	Solyc06g017970.3.1	VIT_204s0008g05690.1
OG0010247	Solyc12g009980.2.1	VIT_211s0037g00330.2, VIT_211s0037g00330.1
OG0010248	Solyc04g082760.3.1	VIT_218s0122g00670.1, VIT_218s0122g00670.2
OG0010249	Solyc03g122240.3.1, Solyc06g062990.2.1	VIT_209s0002g00910.1
OG0010250	Solyc06g036350.3.1, Solyc03g007660.3.1	VIT_216s0050g01490.1
OG0010251	Solyc03g006850.3.1, Solyc11g072300.2.1	VIT_216s0022g02350.3, VIT_216s0022g02350.4, VIT_216s0022g02350.1, VIT_216s0022g02350.2
OG0010252	Solyc11g067080.2.1	VIT_213s0074g00730.1, VIT_206s0061g01560.1
OG0010253	Solyc11g066690.2.1	VIT_206s0061g01100.2, VIT_206s0061g01100.3, VIT_206s0061g01100.1
OG0010254	Solyc02g081080.3.1	VIT_210s0116g00130.1
OG0010255	Solyc02g079810.2.1	VIT_200s0274g00045.1, VIT_200s0271g00085.1
OG0010256	Solyc07g053310.3.1	VIT_212s0028g02380.1, VIT_212s0028g02380.2
OG0010257	Solyc07g066370.3.1	VIT_219s0027g00470.1
OG0010258	Solyc04g076370.3.1	VIT_206s0004g03230.1
OG0010259	Solyc11g008090.2.1	VIT_213s0019g04890.1
OG0010260	Solyc02g022830.3.1	VIT_210s0003g05490.2, VIT_210s0003g05490.1
OG0010262	Solyc09g009170.3.1	VIT_208s0007g03720.1
OG0010263	Solyc02g072520.3.1	VIT_210s0003g01430.1
OG0010264	Solyc04g056746.1.1, Solyc02g088140.2.1	VIT_206s0009g03510.1
OG0010265	Solyc09g066290.3.1	VIT_207s0005g03110.1
OG0010266	Solyc03g081200.2.1, Solyc03g097340.1.1, Solyc03g081210.1.1	VIT_216s0098g00870.1
OG0010267	Solyc12g010900.1.1, Solyc07g055120.3.1	VIT_202s0033g00626.1, VIT_212s0028g02140.1
OG0010268	Solyc02g071280.3.1	VIT_210s0003g02660.1, VIT_210s0003g02660.2
OG0010269	Solyc09g013100.3.1, Solyc09g015475.1.1, Solyc09g015470.3.1	VIT_208s0058g00370.1
OG0010270	Solyc11g072740.1.1	VIT_212s0034g01770.1
OG0010271	Solyc07g056220.3.1	VIT_212s0028g00570.2, VIT_212s0028g00570.1
OG0010272	Solyc12g010810.1.1	VIT_212s0028g02623.1
OG0010273	Solyc09g007800.3.1	VIT_208s0040g01850.1
OG0010274	Solyc08g078120.1.1, Solyc08g078115.1.1	VIT_202s0234g00060.1
OG0010275	Solyc09g008450.3.1, Solyc10g083870.2.1	VIT_208s0007g04760.1, VIT_208s0007g04760.2
OG0010276	Solyc06g076660.3.1	VIT_206s0004g05920.1
OG0010277	Solyc04g015760.3.1	VIT_208s0007g08710.1, VIT_208s0007g08710.3, VIT_208s0007g08710.4, VIT_208s0007g08710.2
OG0010278	Solyc12g005070.2.1	VIT_219s0090g00570.1
OG0010280	Solyc09g005250.3.1	VIT_208s0007g02230.1
OG0010281	Solyc06g076260.3.1	VIT_206s0004g04920.1
OG0010282	Solyc11g006860.2.1	VIT_213s0101g00510.1
OG0010283	Solyc01g056720.3.1	VIT_208s0040g00400.1, VIT_212s0028g03235.1
OG0010284	Solyc01g103190.3.1	VIT_212s0035g01400.3, VIT_212s0035g01400.2, VIT_212s0035g01400.1
OG0010285	Solyc01g080310.3.1	VIT_205s0020g02440.1
OG0010286	Solyc07g064850.3.1	VIT_219s0090g01020.1
OG0010287	Solyc01g009470.2.1, Solyc11g067250.2.1	VIT_206s0080g00260.1
OG0010288	Solyc11g007590.2.1	VIT_213s0074g00470.1, VIT_213s0074g00470.3, VIT_213s0074g00470.4, VIT_213s0074g00470.2
OG0010289	Solyc05g055430.3.1	VIT_213s0019g05380.1
OG0010290	Solyc02g069760.2.1, Solyc03g044277.1.1, Solyc03g044273.1.1, Solyc02g030466.1.1, Solyc10g051257.1.1, Solyc12g019190.1.1, Solyc12g019200.2.1, Solyc12g019144.1.1	VIT_207s0031g00390.1, VIT_207s0031g00370.1, VIT_207s0031g00400.1
OG0010291	Solyc01g005520.3.1	VIT_206s0004g00260.2, VIT_206s0004g00260.4, VIT_206s0004g00260.3, VIT_206s0004g00260.1
OG0010292	Solyc07g061900.3.1	VIT_206s0004g06140.1
OG0010293	Solyc05g007230.3.1	VIT_201s0010g00380.1, VIT_201s0010g03820.1
OG0010294	Solyc11g066560.3.1, Solyc06g074740.3.1	VIT_206s0061g00940.1
OG0010295	Solyc12g005060.1.1, Solyc02g080540.1.1	VIT_210s0116g01735.1
OG0010296	Solyc07g009160.3.1, Solyc10g005780.3.1	VIT_219s0015g00910.1
OG0010298	Solyc09g015180.3.1	VIT_208s0058g00530.1
OG0010299	Solyc03g083430.3.1	VIT_216s0098g00320.2, VIT_216s0098g00320.1
OG0010301	Solyc01g014490.3.1	VIT_206s0004g01530.1
OG0010302	Solyc12g017420.2.1	VIT_219s0085g01190.1
OG0010303	Solyc11g071890.2.1	VIT_206s0009g00240.2, VIT_206s0009g00240.1
OG0010304	Solyc10g007400.3.1	VIT_219s0014g00990.3, VIT_219s0014g00990.2, VIT_219s0014g00990.1, VIT_219s0014g00990.4
OG0010305	Solyc09g098150.3.1	VIT_219s0085g01030.1
OG0010306	Solyc06g050250.1.1	VIT_213s0067g02500.1
OG0010307	Solyc01g103440.3.1	VIT_212s0028g00260.1
OG0010308	Solyc06g076000.1.1	VIT_206s0004g04485.1
OG0010309	Solyc12g015710.2.1	VIT_219s0015g00650.3, VIT_219s0015g00650.2, VIT_219s0015g00650.4, VIT_219s0015g00650.1
OG0010310	Solyc09g013110.3.1	VIT_208s0007g01720.2, VIT_208s0007g01720.4, VIT_208s0007g01720.1, VIT_208s0007g01720.3
OG0010311	Solyc02g077990.3.1	VIT_210s0003g00010.1
OG0010312	Solyc04g080000.1.1	VIT_218s0001g12060.1, VIT_218s0001g12050.1, VIT_213s0064g01055.1
OG0010313	Solyc10g079620.2.1	VIT_208s0007g05350.1
OG0010314	Solyc06g051010.1.1, Solyc06g051020.2.1, Solyc03g095850.1.1	VIT_213s0067g01680.1
OG0010315	Solyc10g086510.2.1	VIT_208s0007g00350.1, VIT_206s0004g04720.1
OG0010316	Solyc04g007250.1.1, Solyc05g009420.1.1	VIT_201s0011g03660.1
OG0010317	Solyc11g065730.2.1	VIT_206s0004g02220.1
OG0010318	Solyc01g104470.3.1	VIT_212s0034g01000.1
OG0010319	Solyc03g020020.3.1	VIT_201s0026g00760.1
OG0010320	Solyc07g049450.3.1	VIT_212s0059g01560.1
OG0010321	Solyc11g006720.2.1, Solyc05g055240.3.1	VIT_206s0080g00790.1
OG0010322	Solyc02g090010.2.1	VIT_218s0001g03550.1
OG0010323	Solyc11g012610.2.1, Solyc04g014850.3.1	VIT_200s0508g00040.3, VIT_200s0508g00040.2, VIT_200s0508g00040.1
OG0010324	Solyc02g020980.3.1	VIT_208s0040g00670.3, VIT_208s0040g00670.2, VIT_208s0040g00670.1
OG0010325	Solyc11g069290.2.1	VIT_206s0004g03000.4, VIT_206s0004g03000.3, VIT_206s0004g03000.2, VIT_206s0004g03000.1
OG0010326	Solyc06g082160.3.1	VIT_206s0004g06970.2, VIT_206s0004g06970.1
OG0010327	Solyc10g079900.2.1, Solyc04g016290.3.1	VIT_208s0007g08980.6, VIT_208s0007g08980.8, VIT_208s0007g08980.5, VIT_208s0007g08980.2, VIT_208s0007g08980.4, VIT_208s0007g08980.1, VIT_208s0007g08980.7, VIT_208s0007g08980.3
OG0010328	Solyc11g072090.2.1	VIT_219s0027g01920.1, VIT_219s0027g01920.2
OG0010329	Solyc02g032920.3.1	VIT_210s0116g01560.1, VIT_210s0116g01560.2
OG0010330	Solyc02g021640.3.1	VIT_210s0003g04490.1, VIT_210s0003g04490.2
OG0010331	Solyc07g054680.3.1	VIT_212s0028g00220.3, VIT_212s0028g00220.1, VIT_212s0028g00220.2, VIT_212s0028g00220.4
OG0010332	Solyc11g067060.3.1	VIT_206s0061g01530.2, VIT_206s0061g01530.1, VIT_212s0034g00120.1
OG0010333	Solyc07g049310.3.1	VIT_212s0059g01260.1
OG0010334	Solyc03g063290.3.1, Solyc01g006480.3.1	VIT_206s0004g01340.1
OG0010335	Solyc02g087600.3.1	VIT_208s0007g08700.1
OG0010336	Solyc01g067530.3.1	VIT_205s0020g01670.2, VIT_205s0020g01670.1
OG0010337	Solyc09g007230.3.1	VIT_213s0019g03490.1
OG0010338	Solyc04g009540.1.1	VIT_213s0067g03290.1
OG0010339	Solyc10g081750.1.1	VIT_208s0032g01210.1
OG0010340	Solyc07g049690.3.1	VIT_212s0059g01060.1
OG0010341	Solyc01g096550.3.1	VIT_213s0084g00650.1, VIT_213s0084g00650.2, VIT_213s0084g00650.3
OG0010342	Solyc09g014320.3.1	VIT_208s0007g01960.1
OG0010343	Solyc06g082380.3.1	VIT_206s0004g07630.1
OG0010344	Solyc03g117570.3.1	VIT_209s0018g00550.2, VIT_209s0018g00550.1
OG0010345	Solyc06g008730.3.1	VIT_207s0104g01610.1, VIT_207s0104g01610.2, VIT_207s0104g01610.3
OG0010346	Solyc11g061720.1.1	VIT_206s0004g01780.1
OG0010347	Solyc06g005990.3.1	VIT_206s0004g05970.1
OG0010348	Solyc02g094250.3.1, Solyc04g009570.3.1	VIT_207s0005g06600.1
OG0010349	Solyc11g062250.1.1	VIT_206s0004g01920.1
OG0010350	Solyc03g031700.3.1, Solyc02g080440.3.1	VIT_210s0116g01910.1
OG0010351	Solyc01g110385.1.1	VIT_203s0038g00720.1, VIT_203s0038g00720.2
OG0010352	Solyc03g119410.1.1	VIT_217s0000g03595.1
OG0010353	Solyc06g084440.3.1	VIT_207s0104g01080.1
OG0010354	Solyc09g066470.3.1	VIT_207s0005g03680.1
OG0010355	Solyc11g010690.2.1	VIT_200s0483g00010.1
OG0010356	Solyc01g103680.3.1	VIT_212s0035g00840.1
OG0010357	Solyc04g008520.3.1	VIT_205s0094g01390.1
OG0010358	Solyc01g099270.2.1	VIT_214s0128g00440.1, VIT_214s0128g00440.2
OG0010359	Solyc11g005390.2.1	VIT_204s0044g00500.1
OG0010360	Solyc10g005530.3.1	VIT_206s0009g03810.1
OG0010361	Solyc05g056350.3.1	VIT_207s0130g00170.2, VIT_207s0130g00170.1, VIT_207s0130g00170.3
OG0010362	Solyc04g080100.3.1, Solyc07g025370.3.1	VIT_218s0001g12180.1, VIT_218s0001g12200.1
OG0010363	Solyc06g005860.2.1	VIT_206s0004g02660.2, VIT_206s0004g02660.1
OG0010364	Solyc01g103100.3.1	VIT_212s0035g01780.1
OG0010365	Solyc08g082210.3.1, Solyc08g008305.1.1	VIT_202s0025g01360.1
OG0010366	Solyc09g090280.2.1	VIT_205s0049g01290.1
OG0010367	Solyc03g097300.3.1	VIT_216s0039g01020.1
OG0010368	Solyc05g051640.3.1, Solyc03g093330.3.1	VIT_216s0013g01990.1
OG0010369	Solyc03g007750.3.1	VIT_216s0050g01810.2, VIT_216s0050g01810.1
OG0010370	Solyc03g118800.3.1	VIT_204s0023g01470.1
OG0010371	Solyc01g009715.1.1, Solyc01g009720.2.1	VIT_201s0146g00510.2, VIT_201s0146g00510.1
OG0010372	Solyc05g053380.3.1, Solyc01g058540.3.1, Solyc01g079260.3.1	VIT_207s0005g01710.1, VIT_205s0077g00730.1
OG0010373	Solyc09g075200.3.1	VIT_207s0005g00650.1, VIT_207s0005g00650.2
OG0010374	Solyc11g005370.2.1	VIT_218s0072g00710.1
OG0010375	Solyc09g059950.3.1	VIT_207s0185g00040.5, VIT_207s0185g00040.1, VIT_207s0185g00040.4, VIT_207s0185g00040.3, VIT_207s0185g00040.2
OG0010376	Solyc04g056410.3.1	VIT_203s0063g00580.1
OG0010377	Solyc09g098040.3.1	VIT_205s0062g00890.2, VIT_205s0062g00890.1
OG0010378	Solyc06g054490.3.1, Solyc01g080530.3.1	VIT_205s0020g02220.1
OG0010379	Solyc04g009140.3.1, Solyc09g075370.3.1	VIT_215s0046g02140.1
OG0010380	Solyc04g082470.2.1	VIT_214s0068g00660.3, VIT_214s0068g00660.4, VIT_214s0068g00660.2, VIT_214s0068g00660.1
OG0010381	Solyc04g058090.3.1	VIT_207s0005g01170.1
