Orthogroup	B_vulgaris.proteins	S_lycopersicum.proteins
OG0009527	Bevul.9G227500.1.p	Solyc10g037877.1.1, Solyc06g068400.3.1, Solyc03g117060.3.1
OG0009529	Bevul.5G040000.1.p	Solyc08g007755.1.1, Solyc08g007710.3.1
OG0009530	Bevul.3G208600.1.p	Solyc06g063310.2.1
OG0009531	Bevul.2G008100.1.p	Solyc08g006620.3.1
OG0009532	Bevul.3G027300.1.p	Solyc06g073090.3.1
OG0009533	Bevul.9G204300.1.p	Solyc03g120130.3.1
OG0009534	Bevul.8G108300.1.p	Solyc03g117770.3.1
OG0009535	Bevul.2G156500.1.p	Solyc08g066490.3.1
OG0009537	Bevul.9G193900.1.p	Solyc03g116540.1.1
OG0009538	Bevul.4G093000.1.p	Solyc04g015440.3.1
OG0009539	Bevul.5G236300.1.p	Solyc10g054060.2.1
OG0009540	Bevul.9G191900.1.p	Solyc03g116740.3.1, Solyc06g068150.3.1
OG0009541	Bevul.1G167100.1.p	Solyc03g025910.3.1
OG0009542	Bevul.7G165200.1.p	Solyc06g063060.3.1
OG0009543	Bevul.9G214800.1.p	Solyc03g120860.2.1
OG0009544	Bevul.8G152300.1.p	Solyc07g005920.2.1
OG0009546	Bevul.5G001600.1.p	Solyc08g078640.2.1
OG0009548	Bevul.1G189100.1.p	Solyc01g095670.3.1, Solyc10g009570.3.1
OG0009549	Bevul.2G094300.1.p	Solyc01g096870.3.1
OG0009550	Bevul.1G185500.1.p	Solyc01g095360.2.1
OG0009551	Bevul.8G177400.1.p	Solyc04g081330.3.1
OG0009552	Bevul.9G110700.1.p	Solyc03g121350.3.1
OG0009553	Bevul.2G120600.1.p	Solyc07g042580.3.1
OG0009554	Bevul.1G150800.1.p	Solyc07g047970.3.1
OG0009555	Bevul.8G109500.1.p	Solyc03g117730.3.1
OG0009556	Bevul.2G126900.1.p	Solyc07g016200.3.1
OG0009557	Bevul.1G136800.1.p	Solyc05g050860.1.1, Solyc01g090830.2.1
OG0009558	Bevul.6G179100.1.p	Solyc12g019640.2.1
OG0009559	Bevul.8G127400.1.p	Solyc07g039200.3.1
OG0009560	Bevul.8G170800.1.p	Solyc07g007830.3.1
OG0009561	Bevul.3G071100.1.p, Bevul.3G071200.1.p	Solyc03g025840.3.1
OG0009562	Bevul.2G113000.1.p	Solyc04g049850.3.1
OG0009563	Bevul.2G123000.1.p, Bevul.2G123000.3.p, Bevul.2G123000.2.p	Solyc11g005580.1.1
OG0009564	Bevul.8G182900.1.p	Solyc03g025690.3.1
OG0009565	Bevul.8G208000.1.p	Solyc07g014590.3.1
OG0009567	Bevul.8G211800.1.p	Solyc10g054272.1.1, Solyc10g054280.2.1
OG0009568	Bevul.2G126700.1.p	Solyc08g069160.3.1
OG0009569	Bevul.8G122800.1.p	Solyc12g008760.2.1, Solyc07g032240.3.1
OG0009570	Bevul.1G202700.1.p	Solyc06g065290.3.1
OG0009571	Bevul.7G152600.1.p	Solyc03g093480.3.1
OG0009572	Bevul.5G019400.1.p	Solyc08g008270.3.1
OG0009574	Bevul.8G148800.1.p	Solyc05g047590.3.1
OG0009575	Bevul.2G156900.1.p, Bevul.2G156900.2.p	Solyc12g095820.2.1
OG0009576	Bevul.8G131800.1.p	Solyc07g040780.3.1
OG0009577	Bevul.4G004400.1.p	Solyc10g005790.3.1, Solyc12g015810.2.1, Solyc07g065790.2.1
OG0009579	Bevul.8G134900.1.p	Solyc07g041280.3.1
OG0009579	Bevul.2G137700.1.p	Solyc08g062190.3.1
OG0009580	Bevul.3G092500.1.p	Solyc07g042810.2.1
OG0009581	Bevul.9G047300.2.p, Bevul.9G047300.1.p	Solyc08g080550.1.1
OG0009583	Bevul.9G185000.1.p, Bevul.9G185000.2.p	Solyc08g006840.3.1
OG0009584	Bevul.8G201300.1.p, Bevul.8G201100.1.p, Bevul.8G201000.1.p	Solyc12g008440.1.1
OG0009585	Bevul.3G083800.1.p	Solyc11g072290.2.1
OG0009586	Bevul.5G008300.1.p	Solyc08g079180.3.1
OG0009587	Bevul.1G163900.1.p	Solyc04g081030.3.1
OG0009588	Bevul.8G181700.1.p	Solyc06g075080.3.1
OG0009589	Bevul.6G010200.1.p	Solyc02g092715.1.1
OG0009590	Bevul.5G051500.1.p	Solyc09g005590.3.1
OG0009591	Bevul.2G042100.1.p, Bevul.2G042100.2.p, Bevul.2G042100.5.p, Bevul.2G042100.4.p, Bevul.2G042100.3.p, Bevul.2G042100.6.p	Solyc01g096400.3.1
OG0009592	Bevul.5G115500.1.p	Solyc11g045270.2.1
OG0009593	Bevul.2G149100.1.p	Solyc12g095930.2.1, Solyc08g065490.3.1
OG0009594	Bevul.7G035100.1.p, Bevul.7G035100.2.p	Solyc09g009040.3.1
OG0009595	Bevul.5G116800.1.p	Solyc10g081590.2.1
OG0009596	Bevul.8G033900.1.p	Solyc02g078690.2.1
OG0009597	Bevul.8G161100.1.p	Solyc07g005020.3.1
OG0009598	Bevul.4G026100.1.p	Solyc11g006770.2.1
OG0009599	Bevul.9G077500.1.p	Solyc09g092360.3.1
OG0009600	Bevul.6G231000.1.p	Solyc02g069820.3.1
OG0009601	Bevul.7G214900.1.p	Solyc11g072850.2.1
OG0009602	Bevul.9G037700.1.p, Bevul.9G037700.3.p, Bevul.9G037700.2.p	Solyc10g007820.3.1
OG0009603	Bevul.9G183100.1.p	Solyc01g086690.2.1
OG0009604	Bevul.4G088700.1.p, Bevul.2G009800.1.p	Solyc07g065910.1.1
OG0009605	Bevul.9G105200.1.p	Solyc11g066870.2.1
OG0009606	Bevul.9G099200.1.p	Solyc11g066450.2.1
OG0009608	Bevul.8G096000.1.p	Solyc02g021760.3.1, Solyc02g070240.3.1
OG0009609	Bevul.7G019900.1.p, Bevul.7G019900.2.p	Solyc09g010240.2.1, Solyc10g083220.2.1
OG0009610	Bevul.2G028300.1.p, Bevul.2G028300.2.p	Solyc06g048870.2.1
OG0009611	Bevul.4G072200.1.p	Solyc10g007180.2.1, Solyc12g014230.2.1
OG0009613	Bevul.9G043000.1.p	Solyc01g034070.2.1, Solyc01g034063.1.1, Solyc11g066240.2.1
OG0009614	Bevul.7G047400.1.p	Solyc10g039190.2.1
OG0009615	Bevul.4G091200.1.p	Solyc07g066280.3.1
OG0009616	Bevul.3G220600.1.p	Solyc10g077090.2.1, Solyc10g081085.1.1
OG0009617	Bevul.5G057600.1.p	Solyc01g090250.3.1
OG0009618	Bevul.9G014700.1.p	Solyc07g044810.3.1, Solyc12g006310.2.1
OG0009619	Bevul.4G059800.1.p	Solyc12g013790.2.1
OG0009621	Bevul.2G185000.1.p	Solyc06g050900.3.1
OG0009622	Bevul.9G185700.1.p	Solyc08g080370.3.1
OG0009623	Bevul.2G220000.1.p, Bevul.2G220000.2.p, Bevul.2G222700.1.p	Solyc04g011495.1.1
OG0009624	Bevul.7G214800.1.p	Solyc06g005200.3.1
OG0009625	Bevul.7G173400.1.p	Solyc08g081330.3.1
OG0009627	Bevul.6G035900.1.p	Solyc02g082830.2.1
OG0009628	Bevul.8G039100.1.p	Solyc02g070250.3.1
OG0009629	Bevul.4G019500.1.p, Bevul.4G019200.1.p	Solyc12g014500.2.1, Solyc07g064990.3.1
OG0009630	Bevul.4G101900.1.p	Solyc02g069080.3.1
OG0009631	Bevul.2G182600.1.p	Solyc06g050185.1.1, Solyc06g050180.2.1, Solyc06g050200.2.1
OG0009632	Bevul.2G005200.1.p	Solyc11g067020.2.1
OG0009633	Bevul.4G228500.1.p	Solyc11g065180.2.1
OG0009634	Bevul.5G091700.1.p	Solyc08g076770.3.1, Solyc10g074830.1.1
OG0009635	Bevul.8G133400.1.p	Solyc05g006440.3.1
OG0009637	Bevul.4G083200.1.p	Solyc07g062150.3.1
OG0009638	Bevul.5G058900.1.p	Solyc07g054440.3.1
OG0009639	Bevul.9G015600.1.p	Solyc12g006360.2.1
OG0009640	Bevul.8G084600.1.p	Solyc02g070780.3.1
OG0009641	Bevul.3G118500.1.p	Solyc08g015620.3.1
OG0009642	Bevul.8G173400.1.p	Solyc12g010720.1.1
OG0009643	Bevul.7G219700.1.p	Solyc06g007250.3.1
OG0009645	Bevul.6G016700.1.p	Solyc02g064550.3.1
OG0009646	Bevul.7G060800.1.p	Solyc09g007470.1.1
OG0009647	Bevul.4G217500.1.p	Solyc11g072170.2.1
OG0009648	Bevul.2G043900.1.p	Solyc08g067040.3.1
OG0009649	Bevul.8G004100.1.p	Solyc03g006190.3.1, Solyc03g006177.1.1, Solyc05g023840.1.1
OG0009650	Bevul.9G105900.1.p	Solyc11g066900.2.1
OG0009651	Bevul.7G048900.1.p	Solyc10g083910.2.1
OG0009652	Bevul.2G025800.1.p	Solyc05g052260.3.1
OG0009653	Bevul.9G053400.1.p	Solyc11g069170.2.1
OG0009654	Bevul.8G107900.1.p	Solyc06g072160.3.1
OG0009655	Bevul.9G112000.5.p, Bevul.9G112000.2.p, Bevul.9G112000.4.p, Bevul.9G112000.3.p, Bevul.9G112000.6.p, Bevul.9G112000.1.p	Solyc07g042130.3.1
OG0009656	Bevul.4G250000.1.p	Solyc01g044480.3.1, Solyc01g044490.3.1
OG0009657	Bevul.2G246700.1.p	Solyc06g051080.3.1
OG0009658	Bevul.9G023900.1.p, Bevul.9G022000.1.p	Solyc11g008250.2.1
OG0009659	Bevul.3G072600.1.p	Solyc07g049590.3.1
OG0009660	Bevul.5G137600.1.p	Solyc09g011027.1.1, Solyc10g084840.2.1
OG0009661	Bevul.9G065400.1.p	Solyc02g021700.3.1, Solyc02g021690.2.1
OG0009662	Bevul.4G030500.1.p	Solyc02g080560.1.1, Solyc02g080550.1.1
OG0009663	Bevul.7G058800.1.p	Solyc06g075220.1.1, Solyc11g069250.2.1
OG0009664	Bevul.2G041100.1.p	Solyc01g096460.2.1
OG0009665	Bevul.8G027800.1.p, Bevul.4G059400.1.p	Solyc07g063240.3.1
OG0009666	Bevul.7G001400.1.p	Solyc10g074910.2.1
OG0009667	Bevul.4G033100.1.p	Solyc07g064520.3.1
OG0009668	Bevul.7G067200.1.p	Solyc02g082180.3.1
OG0009669	Bevul.8G048400.1.p	Solyc02g036330.3.1
OG0009670	Bevul.3G191200.1.p	Solyc10g080310.2.1
OG0009672	Bevul.1G184800.1.p	Solyc07g065590.3.1
OG0009673	Bevul.7G071700.1.p	Solyc02g082090.3.1
OG0009674	Bevul.6G047800.1.p	Solyc12g009990.2.1
OG0009675	Bevul.4G245900.1.p	Solyc01g006020.3.1
OG0009676	Bevul.8G101000.1.p	Solyc02g068920.3.1
OG0009678	Bevul.6G048000.1.p	Solyc11g017370.2.1
OG0009680	Bevul.4G250800.1.p	Solyc01g028900.3.1
OG0009681	Bevul.7G058000.1.p	Solyc11g069330.1.1
OG0009682	Bevul.2G113600.1.p	Solyc01g097360.3.1
OG0009683	Bevul.9G080700.3.p, Bevul.9G080700.1.p, Bevul.9G080700.2.p	Solyc07g053580.2.1
OG0009685	Bevul.2G239900.1.p	Solyc07g054140.3.1
OG0009686	Bevul.7G044100.1.p, Bevul.7G044100.2.p	Solyc09g008490.3.1
OG0009687	Bevul.4G248300.1.p	Solyc07g052290.1.1
OG0009688	Bevul.6G097500.1.p	Solyc04g014210.3.1, Solyc11g010310.2.1
OG0009690	Bevul.4G250900.1.p	Solyc01g049680.3.1
OG0009691	Bevul.4G212700.1.p	Solyc04g024590.3.1
OG0009692	Bevul.1G191000.1.p	Solyc01g095870.2.1
OG0009693	Bevul.4G067100.1.p, Bevul.2G152500.1.p	Solyc09g076030.3.1
OG0009694	Bevul.1G095900.1.p	Solyc06g064570.3.1
OG0009695	Bevul.3G011800.1.p	Solyc09g089880.3.1
OG0009696	Bevul.1G158800.1.p	Solyc04g080770.3.1
OG0009698	Bevul.1G072000.1.p	Solyc04g071570.3.1
OG0009700	Bevul.4G142500.1.p	Solyc01g098040.3.1
OG0009701	Bevul.8G120200.1.p, Bevul.2G247700.1.p	Solyc06g074855.1.1, Solyc06g074860.2.1
OG0009702	Bevul.5G018900.1.p	Solyc05g008130.3.1, Solyc04g007660.1.1
OG0009703	Bevul.1G181900.1.p	Solyc01g094930.3.1
OG0009704	Bevul.6G029500.1.p	Solyc01g110530.3.1, Solyc02g062250.3.1
OG0009705	Bevul.6G214000.1.p	Solyc05g014490.2.1
OG0009706	Bevul.9G107600.1.p	Solyc01g108230.3.1
OG0009707	Bevul.1G003800.1.p	Solyc12g088660.2.1
OG0009708	Bevul.6G026500.1.p	Solyc02g084700.3.1
OG0009709	Bevul.3G060300.1.p	Solyc01g058720.3.1
OG0009710	Bevul.5G015900.1.p	Solyc08g082500.2.1, Solyc00g209460.2.1
OG0009711	Bevul.5G100300.1.p	Solyc03g117320.3.1
OG0009712	Bevul.3G122500.1.p	Solyc11g045180.2.1
OG0009713	Bevul.1G136100.1.p	Solyc01g090900.3.1
OG0009714	Bevul.1G068500.1.p, Bevul.9G024100.2.p, Bevul.9G024100.3.p, Bevul.9G024100.1.p	Solyc00g009120.3.1, Solyc00g009140.3.1
OG0009715	Bevul.7G117600.1.p	Solyc06g083690.3.1
OG0009716	Bevul.1G210000.1.p	Solyc06g065400.3.1, Solyc11g018620.2.1
OG0009717	Bevul.6G035000.1.p	Solyc04g081410.3.1
OG0009718	Bevul.6G061100.1.p	Solyc05g014190.3.1
OG0009719	Bevul.3G036900.1.p	Solyc03g083095.1.1
OG0009720	Bevul.7G135300.1.p	Solyc07g006150.3.1
OG0009722	Bevul.6G090300.1.p	Solyc03g044900.3.1
OG0009723	Bevul.5G105200.1.p	Solyc12g005450.1.1, Solyc07g062170.2.1
OG0009724	Bevul.6G055700.1.p	Solyc11g005400.2.1
OG0009725	Bevul.6G218600.1.p	Solyc02g094460.2.1
OG0009726	Bevul.5G232900.1.p	Solyc06g008700.3.1
OG0009727	Bevul.3G146300.1.p	Solyc09g082380.3.1
OG0009728	Bevul.6G209100.1.p	Solyc03g005740.2.1
OG0009729	Bevul.1G057500.1.p	Solyc12g088880.2.1
OG0009730	Bevul.5G160800.1.p	Solyc03g005010.3.1
OG0009731	Bevul.1G214600.1.p	Solyc01g096990.3.1
OG0009732	Bevul.6G017900.1.p	Solyc01g080830.3.1
OG0009733	Bevul.5G228500.1.p	Solyc09g042770.3.1
OG0009735	Bevul.8G188400.1.p	Solyc05g006210.3.1, Solyc11g012030.2.1
OG0009736	Bevul.6G029200.1.p	Solyc02g084240.3.1
OG0009738	Bevul.4G185200.1.p	Solyc01g080350.3.1
OG0009739	Bevul.3G006600.1.p	Solyc03g005620.3.1, Solyc09g090320.2.1
OG0009740	Bevul.1G139600.1.p	Solyc01g058080.1.1, Solyc01g090645.1.1
OG0009741	Bevul.9G032500.1.p	Solyc07g045140.3.1
OG0009742	Bevul.6G045000.1.p	Solyc01g104310.3.1
OG0009743	Bevul.9G158000.1.p	Solyc01g110550.3.1
OG0009744	Bevul.9G166900.1.p	Solyc01g109900.3.1
OG0009745	Bevul.1G058500.1.p	Solyc11g042620.2.1
OG0009746	Bevul.8G186600.1.p	Solyc11g040370.2.1
OG0009747	Bevul.9G236400.4.p, Bevul.9G236400.1.p, Bevul.9G236400.3.p, Bevul.9G236400.2.p	Solyc12g056030.2.1
OG0009748	Bevul.1G018100.1.p	Solyc04g081230.3.1
OG0009749	Bevul.9G141600.1.p	Solyc01g111140.3.1
OG0009750	Bevul.9G166100.1.p	Solyc01g109960.3.1
OG0009751	Bevul.6G168200.1.p	Solyc05g014310.3.1
OG0009752	Bevul.6G214500.1.p	Solyc10g081050.1.1
OG0009753	Bevul.5G000800.1.p	Solyc08g078695.1.1
OG0009754	Bevul.1G014100.1.p, Bevul.1G014000.1.p	Solyc04g077040.3.1, Solyc04g077030.3.1
OG0009756	Bevul.1G066200.1.p	Solyc03g097160.3.1
OG0009757	Bevul.6G216200.1.p	Solyc02g005210.3.1
OG0009758	Bevul.6G212100.1.p	Solyc05g014790.3.1
OG0009759	Bevul.6G171800.1.p	Solyc05g013960.3.1
OG0009760	Bevul.1G208500.1.p	Solyc06g065180.3.1
OG0009761	Bevul.1G050200.1.p	Solyc12g095800.2.1
OG0009762	Bevul.1G167200.1.p	Solyc01g094190.3.1
OG0009763	Bevul.7G111700.1.p	Solyc09g072820.3.1
OG0009764	Bevul.6G196900.1.p	Solyc05g012700.3.1
OG0009765	Bevul.4G123700.1.p	Solyc04g015450.3.1
OG0009766	Bevul.4G159300.1.p	Solyc03g026030.1.1, Solyc01g099330.3.1
OG0009767	Bevul.1G060100.1.p	Solyc11g042640.2.1
OG0009768	Bevul.5G238400.1.p	Solyc09g065690.3.1
OG0009769	Bevul.2G176600.3.p, Bevul.2G176600.2.p, Bevul.2G176600.1.p	Solyc08g042010.3.1
OG0009770	Bevul.2G124700.1.p	Solyc01g080760.3.1
OG0009772	Bevul.1G138200.1.p	Solyc10g018640.2.1, Solyc01g090740.3.1
OG0009773	Bevul.1G052600.1.p	Solyc11g005820.1.1
OG0009774	Bevul.1G063400.1.p	Solyc11g042430.2.1
OG0009775	Bevul.6G198100.1.p	Solyc12g016210.2.1
OG0009776	Bevul.3G138200.1.p	Solyc09g075970.3.1
OG0009777	Bevul.6G025700.1.p	Solyc02g062430.3.1
OG0009778	Bevul.4G134700.1.p	Solyc01g097600.2.1
OG0009779	Bevul.5G032000.1.p	Solyc08g007950.3.1
OG0009780	Bevul.2G045900.1.p, Bevul.1G039100.1.p	Solyc04g082330.3.1
OG0009781	Bevul.7G087200.1.p	Solyc06g084483.1.1, Solyc06g084500.3.1
OG0009782	Bevul.5G059300.1.p	Solyc08g082930.2.1
OG0009783	Bevul.5G001100.1.p	Solyc08g007380.3.1
OG0009784	Bevul.3G095500.1.p	Solyc06g053770.3.1
OG0009785	Bevul.1G218000.1.p	Solyc03g093210.3.1
OG0009786	Bevul.4G081600.1.p	Solyc04g082390.3.1
OG0009787	Bevul.9G225600.1.p	Solyc03g116847.1.1, Solyc06g068480.3.1
OG0009788	Bevul.6G213700.1.p	Solyc05g014540.3.1
OG0009789	Bevul.2G108900.2.p, Bevul.2G108900.3.p, Bevul.2G108900.1.p	Solyc05g054910.3.1
OG0009790	Bevul.8G037900.1.p	Solyc11g017430.2.1
OG0009791	Bevul.7G115200.1.p	Solyc09g064380.3.1
OG0009792	Bevul.4G111300.1.p	Solyc01g104040.3.1
OG0009793	Bevul.2G075000.1.p, Bevul.5G107100.1.p	Solyc02g065805.1.1, Solyc02g066800.2.1, Solyc02g088930.3.1
OG0009794	Bevul.2G218100.1.p	Solyc02g088470.1.1
OG0009795	Bevul.2G207100.1.p	Solyc02g091190.3.1
OG0009796	Bevul.3G017100.1.p	Solyc03g096960.3.1
OG0009797	Bevul.8G103500.1.p	Solyc03g098600.3.1
OG0009798	Bevul.5G172500.1.p	Solyc03g114780.3.1
OG0009799	Bevul.5G158300.1.p	Solyc04g009200.3.1
OG0009800	Bevul.6G107900.1.p	Solyc06g069390.3.1
OG0009801	Bevul.9G144700.1.p	Solyc01g105130.3.1
OG0009802	Bevul.4G193200.1.p	Solyc09g097840.2.1
OG0009803	Bevul.6G239600.1.p	Solyc05g007190.4.1
OG0009804	Bevul.7G086700.1.p, Bevul.7G086700.2.p	Solyc05g007090.3.1
OG0009805	Bevul.3G020200.1.p	Solyc10g080320.2.1, Solyc10g080330.2.1
OG0009806	Bevul.9G011900.1.p	Solyc10g079850.2.1
OG0009807	Bevul.5G258100.1.p	Solyc06g071010.3.1
OG0009808	Bevul.6G230400.1.p	Solyc05g013060.3.1
OG0009810	Bevul.6G152600.1.p	Solyc05g008000.3.1
OG0009811	Bevul.5G213700.1.p	Solyc03g112900.3.1, Solyc07g007450.3.1
OG0009812	Bevul.5G098000.1.p	Solyc08g076090.3.1, Solyc00g114550.1.1
OG0009813	Bevul.2G203200.1.p	Solyc02g091440.2.1
OG0009814	Bevul.2G093900.1.p	Solyc03g119120.3.1
OG0009815	Bevul.3G089400.1.p	Solyc11g006880.2.1
OG0009816	Bevul.8G104900.1.p	Solyc03g019930.3.1
OG0009817	Bevul.5G079300.1.p	Solyc08g007130.3.1, Solyc08g077530.3.1
OG0009818	Bevul.6G228000.1.p	Solyc05g012690.3.1
OG0009819	Bevul.5G216100.1.p	Solyc11g068820.2.1
OG0009820	Bevul.9G141800.1.p	Solyc03g112820.3.1
OG0009821	Bevul.9G192300.1.p, Bevul.9G192300.2.p	Solyc08g080850.3.1
OG0009822	Bevul.5G111000.1.p	Solyc02g091270.3.1
OG0009823	Bevul.5G120900.1.p	Solyc02g089820.3.1
OG0009825	Bevul.8G180500.1.p	Solyc04g008340.2.1
OG0009826	Bevul.2G038800.1.p	Solyc04g045620.3.1
OG0009827	Bevul.1G144200.1.p	Solyc01g090380.3.1
OG0009828	Bevul.6G109700.1.p	Solyc05g010670.3.1
OG0009829	Bevul.6G080400.1.p	Solyc05g012340.3.1
OG0009830	Bevul.6G042600.1.p	Solyc01g007880.3.1
OG0009831	Bevul.6G242900.1.p	Solyc05g006940.3.1
OG0009832	Bevul.4G109500.1.p	Solyc04g008030.2.1
OG0009833	Bevul.6G247500.1.p	Solyc05g006530.3.1
OG0009834	Bevul.6G140700.1.p	Solyc05g008230.3.1, Solyc04g007640.3.1
OG0009835	Bevul.2G217700.2.p, Bevul.2G217700.1.p	Solyc02g065580.3.1
OG0009836	Bevul.5G074700.1.p	Solyc08g077980.3.1
OG0009837	Bevul.6G191300.1.p	Solyc02g078970.3.1
OG0009838	Bevul.1G161800.1.p, Bevul.4G145300.1.p, Bevul.9G065000.1.p, Bevul.8G089000.1.p	Solyc09g055460.2.1
OG0009839	Bevul.6G231600.1.p	Solyc05g007680.1.1
OG0009840	Bevul.5G072300.1.p	Solyc06g060850.3.1, Solyc08g078140.3.1
OG0009841	Bevul.5G182900.1.p	Solyc06g069650.3.1, Solyc03g115610.3.1
OG0009842	Bevul.6G243500.1.p	Solyc01g010440.3.1
OG0009843	Bevul.6G229100.1.p	Solyc05g012870.1.1, Solyc01g010990.2.1
OG0009844	Bevul.3G163600.1.p	Solyc03g118640.3.1
OG0009845	Bevul.6G078200.1.p	Solyc05g012120.3.1
OG0009847	Bevul.5G105600.1.p	Solyc08g075680.3.1
OG0009848	Bevul.5G100500.1.p	Solyc08g076200.3.1
OG0009849	Bevul.9G010000.1.p	Solyc02g014225.1.1, Solyc02g014220.3.1
OG0009851	Bevul.6G228100.1.p	Solyc05g012710.3.1
OG0009852	Bevul.6G190200.1.p	Solyc05g005320.1.1, Solyc04g026250.1.1
OG0009853	Bevul.7G136700.1.p	Solyc08g081430.3.1
OG0009854	Bevul.2G111400.1.p	Solyc06g072440.3.1, Solyc03g097970.3.1
OG0009855	Bevul.9G006800.1.p	Solyc02g014860.3.1
OG0009856	Bevul.5G201300.1.p	Solyc06g071170.3.1
OG0009857	Bevul.2G052900.1.p	Solyc02g067550.1.1, Solyc02g087465.1.1
OG0009858	Bevul.9G015000.1.p	Solyc04g015180.3.1
OG0009859	Bevul.8G105300.1.p	Solyc06g072130.3.1, Solyc03g019820.3.1
OG0009860	Bevul.7G194500.1.p	Solyc02g021140.3.1
OG0009861	Bevul.6G248100.1.p	Solyc04g005090.3.1
OG0009862	Bevul.5G209500.1.p	Solyc06g071380.3.1
OG0009863	Bevul.6G129000.1.p	Solyc05g009390.3.1
OG0009864	Bevul.6G203400.1.p	Solyc01g009990.3.1
OG0009865	Bevul.4G096400.1.p	Solyc02g086830.3.1
OG0009866	Bevul.4G120100.1.p	Solyc02g081410.3.1
OG0009867	Bevul.6G126300.1.p	Solyc05g009470.3.1
OG0009868	Bevul.5G178200.1.p	Solyc03g115140.3.1, Solyc03g115120.1.1
OG0009869	Bevul.6G042800.1.p	Solyc01g020240.3.1
OG0009870	Bevul.1G106500.1.p	Solyc04g074640.3.1
OG0009871	Bevul.4G121300.1.p	Solyc02g081320.3.1
OG0009873	Bevul.7G076900.1.p	Solyc01g096600.3.1
OG0009874	Bevul.9G004600.1.p	Solyc04g008980.3.1
OG0009875	Bevul.5G061300.1.p	Solyc05g007840.3.1
OG0009876	Bevul.1G081800.1.p, Bevul.4G118000.1.p	Solyc06g073700.3.1
OG0009877	Bevul.2G057400.1.p, Bevul.2G057400.2.p	Solyc03g058880.3.1
OG0009878	Bevul.6G053300.1.p	Solyc11g011150.2.1
OG0009879	Bevul.6G240700.1.p	Solyc01g010700.3.1
OG0009880	Bevul.5G201800.1.p	Solyc03g113590.3.1
OG0009881	Bevul.2G205800.1.p	Solyc02g091280.3.1
OG0009882	Bevul.2G059800.1.p	Solyc02g067360.3.1
OG0009883	Bevul.7G180700.1.p	Solyc02g085790.3.1, Solyc02g063090.3.1
OG0009884	Bevul.3G015800.1.p	Solyc11g007630.2.1, Solyc11g007730.2.1
OG0009885	Bevul.9G100000.1.p	Solyc10g007840.3.1
OG0009886	Bevul.5G048500.1.p	Solyc08g005560.3.1, Solyc08g075520.3.1
OG0009889	Bevul.2G180600.1.p	Solyc08g059710.3.1
OG0009890	Bevul.4G096800.1.p	Solyc12g062457.1.1, Solyc05g026317.1.1, Solyc08g041667.1.1, Solyc08g041662.1.1, Solyc00g006487.1.1
OG0009895	Bevul.4G147200.1.p, Bevul.4G147000.1.p, Bevul.4G147100.1.p, Bevul.4G146900.1.p, Bevul.4G146500.1.p, Bevul.4G146400.1.p, Bevul.4G146300.1.p, Bevul.4G146200.1.p, Bevul.3G099900.1.p	Solyc01g098240.2.1
OG0009896	Bevul.4G042300.1.p	Solyc07g064220.1.1, Solyc07g064210.2.1
OG0009897	Bevul.1G167300.1.p	Solyc01g094180.3.1
OG0009898	Bevul.3G023900.1.p	Solyc03g080090.3.1, Solyc06g073050.2.1
OG0009900	Bevul.5G129700.1.p, Bevul.8G096400.1.p	Solyc09g074310.3.1
OG0009901	Bevul.7G013100.1.p, Bevul.7G013100.3.p, Bevul.7G013100.2.p	Solyc09g014980.3.1
OG0009902	Bevul.8G027000.1.p	Solyc02g078290.3.1, Solyc02g078280.3.1
OG0009904	Bevul.8G061500.1.p	Solyc02g079390.3.1
OG0009905	Bevul.8G106200.1.p	Solyc03g123800.2.1
OG0009906	Bevul.6G006300.1.p	Solyc03g044230.1.1
OG0009908	Bevul.5G028400.1.p	Solyc08g081350.2.1
OG0009910	Bevul.3G233700.1.p	Solyc04g015990.2.1
OG0009911	Bevul.3G217000.1.p	Solyc10g078170.2.1
OG0009912	Bevul.6G125400.1.p	Solyc12g033130.2.1
OG0009913	Bevul.9G158700.1.p, Bevul.9G210700.1.p	Solyc10g007580.1.1, Solyc07g056600.1.1
OG0009914	Bevul.9G115800.1.p	Solyc06g062370.3.1, Solyc06g062375.1.1, Solyc06g062380.3.1, Solyc06g062390.3.1, Solyc03g121100.3.1
OG0009922	Bevul.8G056400.1.p	Solyc03g031710.2.1, Solyc10g005250.3.1
OG0009925	Bevul.7G186800.1.p, Bevul.6G185300.1.p, Bevul.5G070400.1.p, Bevul.4G086100.1.p, Bevul.1G103800.1.p, Bevul.7G117400.1.p, Bevul.5G211300.1.p, Bevul.8G057100.1.p, Bevul.6G199200.1.p, Bevul.1G053500.1.p, Bevul.5G190800.1.p, Bevul.1G096600.1.p, Bevul.2G090900.1.p, Bevul.1G075100.1.p, Bevul.8G086800.1.p, Bevul.9G000400.1.p, Bevul.6G031200.1.p	Solyc00g014970.1.1
OG0009954	Bevul.3G133100.1.p	Solyc01g080180.3.1
OG0009955	Bevul.5G048800.1.p	Solyc06g005475.1.1
OG0009956	Bevul.7G017300.1.p	Solyc01g007750.3.1
OG0009958	Bevul.3G124200.1.p	Solyc12g098850.2.1
OG0009959	Bevul.3G129200.1.p	Solyc05g053280.3.1
OG0009960	Bevul.9G086700.1.p	Solyc10g049590.1.1, Solyc12g017750.2.1
OG0009961	Bevul.7G123500.1.p	Solyc06g008020.3.1
