Orthogroup	D_spatulata.proteins	A_hypochondriacus.proteins
OG0009794	Ds_00013598-RA	AH016495-RA
OG0009795	Ds_00008456-RA	AH022842-RA
OG0009796	Ds_00008656-RA	AH007286-RA
OG0009797	Ds_00002301-RA	AH021215-RA
OG0009798	Ds_00010633-RA	AH017464-RA
OG0009799	Ds_00007083-RA	AH002971-RA
OG0009800	Ds_00006576-RA	AH005512-RA
OG0009801	Ds_00013027-RA	AH000890-RA
OG0009802	Ds_00004056-RA	AH011378-RA
OG0009803	Ds_00015833-RA	AH004594-RA
OG0009804	Ds_00008455-RA	AH005105-RA
OG0009806	Ds_00009991-RA	AH000030-RA
OG0009807	Ds_00012437-RA	AH002720-RA
OG0009808	Ds_00010546-RA	AH005019-RA
OG0009809	Ds_00012694-RA	AH005338-RA
OG0009810	Ds_00005909-RA	AH005351-RA
OG0009811	Ds_00013808-RA	AH020608-RA, AH011640-RA
OG0009812	Ds_00011131-RA	AH011553-RA
OG0009813	Ds_00011431-RA	AH022816-RA
OG0009814	Ds_00016129-RA	AH012017-RA, AH023423-RA
OG0009816	Ds_00000397-RA	AH021218-RA
OG0009817	Ds_00004899-RA	AH018233-RA, AH011459-RA
OG0009818	Ds_00008452-RA	AH005005-RA, AH004336-RA
OG0009819	Ds_00008050-RA	AH006293-RA
OG0009821	Ds_00009724-RA	AH001966-RA
OG0009822	Ds_00011042-RA	AH003080-RA
OG0009823	Ds_00012767-RA, Ds_00008488-RA	AH003071-RA
OG0009825	Ds_00012717-RA, Ds_00012714-RA	AH014074-RA
OG0009826	Ds_00005971-RA	AH015656-RA
OG0009827	Ds_00006690-RA	AH009375-RA
OG0009828	Ds_00008422-RA, Ds_00005330-RA	AH004123-RA
OG0009829	Ds_00010511-RA	AH004041-RA
OG0009832	Ds_00012700-RA	AH023434-RA
OG0009833	Ds_00008983-RA	AH004651-RA
OG0009834	Ds_00005901-RA	AH005343-RA
OG0009835	Ds_00012089-RA, Ds_00008489-RA	AH016498-RA
OG0009836	Ds_00005136-RA	AH018218-RA, AH011411-RA
OG0009837	Ds_00015457-RA	AH004775-RA
OG0009838	Ds_00015298-RA	AH010763-RA
OG0009840	Ds_00008356-RA	AH011405-RA
OG0009841	Ds_00005335-RA	AH017548-RA
OG0009842	Ds_00004331-RA	AH004682-RA
OG0009843	Ds_00010541-RA	AH005011-RA
OG0009844	Ds_00017173-RA	AH020187-RA
OG0009845	Ds_00009129-RA	AH004032-RA
OG0009847	Ds_00004852-RA	AH018510-RA
OG0009848	Ds_00011138-RA	AH018476-RA
OG0009849	Ds_00004178-RA	AH001073-RA, AH001075-RA
OG0009850	Ds_00001376-RA	AH018313-RA
OG0009851	Ds_00010532-RA	AH004337-RA, AH005006-RA
OG0009852	Ds_00015456-RA	AH004783-RA, AH004423-RA
OG0009853	Ds_00004837-RA	AH013597-RA
OG0009854	Ds_00017165-RA	AH015962-RA
OG0009855	Ds_00002643-RA	AH000008-RA
OG0009856	Ds_00011429-RA	AH002770-RA
OG0009858	Ds_00004418-RA	AH000076-RA
OG0009859	Ds_00000394-RA, Ds_00000163-RA	AH013059-RA
OG0009861	Ds_00015815-RA	AH004644-RA
OG0009862	Ds_00016274-RA	AH020570-RA
OG0009863	Ds_00008575-RA	AH005384-RA
OG0009864	Ds_00004785-RA	AH005208-RA, AH004559-RA
OG0009865	Ds_00001880-RA	AH010255-RA
OG0009866	Ds_00006123-RA	AH007843-RA
OG0009867	Ds_00008583-RA	AH005399-RA
OG0009868	Ds_00005323-RA	AH017511-RA
OG0009869	Ds_00001668-RA	AH006257-RA
OG0009870	Ds_00008169-RA	AH008704-RA
OG0009871	Ds_00006242-RA	AH010704-RA
OG0009872	Ds_00016130-RA	AH010933-RA
OG0009873	Ds_00000453-RA	AH012905-RA
OG0009874	Ds_00002650-RA	AH006338-RA
OG0009875	Ds_00010560-RA	AH018172-RA
OG0009876	Ds_00007008-RA	AH017074-RA
OG0009877	Ds_00006899-RA	AH019384-RA
OG0009878	Ds_00017266-RA	AH003504-RA
OG0009880	Ds_00000890-RA	AH017653-RA
OG0009881	Ds_00011057-RA	AH016549-RA, AH022835-RA
OG0009882	Ds_00013169-RA	AH015774-RA
OG0009883	Ds_00008482-RA	AH000782-RA
OG0009884	Ds_00007658-RA	AH007266-RA
OG0009885	Ds_00001234-RA	AH001446-RA
OG0009889	Ds_00004235-RA	AH023205-RA
OG0009891	Ds_00010980-RA, Ds_00001744-RA, Ds_00001743-RA, Ds_00001872-RA, Ds_00001736-RA, Ds_00001735-RA, Ds_00000708-RA, Ds_00000709-RA, Ds_00012610-RA, Ds_00012612-RA, Ds_00009069-RA	AH023098-RA
OG0009893	Ds_00011242-RA, Ds_00016760-RA	AH015545-RA, AH015448-RA
OG0009894	Ds_00003124-RA	AH002522-RA, AH010832-RA, AH010829-RA
OG0009895	Ds_00006197-RA, Ds_00006151-RA	AH010588-RA, AH010589-RA
OG0009897	Ds_00016487-RA	AH009237-RA
OG0009898	Ds_00007685-RA, Ds_00004539-RA, Ds_00008634-RA	AH019746-RA, AH011875-RA
OG0009899	Ds_00002681-RA	AH020321-RA
OG0009900	Ds_00011810-RA	AH012884-RA
OG0009902	Ds_00015112-RA	AH015223-RA
OG0009904	Ds_00015891-RA	AH015135-RA
OG0009905	Ds_00000420-RA	AH014684-RA
OG0009906	Ds_00009439-RA, Ds_00008193-RA	AH003975-RA, AH006144-RA
OG0009909	Ds_00006974-RA	AH007877-RA
OG0009910	Ds_00014218-RA	AH006486-RA
OG0009911	Ds_00005748-RA, Ds_00009365-RA	AH006623-RA
OG0009912	Ds_00006494-RA	AH004058-RA
OG0009954	Ds_00004636-RA	AH020139-RA
OG0009956	Ds_00015567-RA	AH021769-RA
OG0009962	Ds_00004988-RA	AH005029-RA
OG0009963	Ds_00004216-RA	AH012643-RA, AH000887-RA
OG0009964	Ds_00008698-RA	AH020138-RA
OG0009965	Ds_00006373-RA	AH014243-RA
OG0009966	Ds_00003634-RA	AH019102-RA
OG0009968	Ds_00007128-RA	AH020214-RA
OG0009969	Ds_00015687-RA	AH013248-RA
OG0009970	Ds_00009363-RA	AH006601-RA, AH020504-RA
OG0009971	Ds_00005736-RA	AH006545-RA
OG0009972	Ds_00010317-RA	AH012806-RA
OG0009973	Ds_00015790-RA	AH021801-RA
OG0009974	Ds_00014887-RA	AH014377-RA
OG0009975	Ds_00003113-RA	AH010719-RA
OG0009977	Ds_00006941-RA	AH010789-RA
OG0009978	Ds_00003131-RA	AH007067-RA
OG0009980	Ds_00008954-RA	AH008504-RA
OG0009981	Ds_00006456-RA	AH007201-RA
OG0009982	Ds_00014988-RA	AH004189-RA
OG0009983	Ds_00014478-RA	AH006421-RA
OG0009984	Ds_00006155-RA	AH010821-RA
OG0009985	Ds_00005034-RA	AH011705-RA
OG0009987	Ds_00008300-RA	AH022628-RA
OG0009988	Ds_00007332-RA	AH007077-RA, AH019557-RA
OG0009990	Ds_00009321-RA	AH011807-RA
OG0009992	Ds_00014908-RA	AH012902-RA
OG0009994	Ds_00012472-RA	AH016439-RA
OG0009995	Ds_00010283-RA	AH021991-RA
OG0009996	Ds_00002928-RA	AH015716-RA
OG0009998	Ds_00010989-RA	AH006753-RA
OG0010000	Ds_00009571-RA	AH006814-RA
OG0010001	Ds_00007186-RA, Ds_00007192-RA	AH022819-RA
OG0010002	Ds_00014832-RA	AH000377-RA
OG0010004	Ds_00017212-RA, Ds_00005280-RA	AH014246-RA
OG0010005	Ds_00013875-RA	AH018963-RA, AH015658-RA
OG0010007	Ds_00011594-RA	AH013800-RA
OG0010008	Ds_00011011-RA	AH022332-RA, AH013402-RA
OG0010009	Ds_00003872-RA	AH012717-RA
OG0010010	Ds_00009051-RA	AH008234-RA
OG0010011	Ds_00006163-RA	AH007938-RA
OG0010012	Ds_00000908-RA	AH022170-RA
OG0010014	Ds_00010029-RA	AH022437-RA
OG0010016	Ds_00007103-RA	AH020165-RA
OG0010018	Ds_00004097-RA	AH021970-RA, AH019176-RA
OG0010019	Ds_00012743-RA	AH012607-RA
OG0010020	Ds_00002700-RA	AH020293-RA
OG0010021	Ds_00014119-RA	AH011634-RA
OG0010022	Ds_00006294-RA	AH007523-RA, AH007524-RA, AH007525-RA
OG0010024	Ds_00006590-RA	AH016361-RA
OG0010025	Ds_00008618-RA, Ds_00008617-RA	AH017800-RA
OG0010026	Ds_00006854-RA	AH013103-RA, AH022196-RA
OG0010027	Ds_00004192-RA	AH000227-RA
OG0010028	Ds_00007763-RA, Ds_00006464-RA	AH013602-RA
OG0010029	Ds_00006205-RA	AH010446-RA, AH010445-RA
OG0010030	Ds_00013721-RA	AH012773-RA, AH022000-RA
OG0010031	Ds_00010084-RA	AH022559-RA
OG0010032	Ds_00015193-RA	AH000721-RA, AH002402-RA
OG0010033	Ds_00016917-RA	AH006580-RA
OG0010034	Ds_00017610-RA	AH005981-RA
OG0010035	Ds_00002231-RA	AH016974-RA
OG0010038	Ds_00011223-RA	AH005612-RA
OG0010039	Ds_00013064-RA	AH002034-RA
OG0010040	Ds_00012482-RA	AH009673-RA
OG0010041	Ds_00013572-RA	AH002205-RA
OG0010042	Ds_00002039-RA	AH012699-RA, AH019201-RA
OG0010043	Ds_00007517-RA	AH013171-RA, AH022482-RA
OG0010046	Ds_00007169-RA, Ds_00007170-RA, Ds_00013243-RA	AH006560-RA
OG0010048	Ds_00000953-RA	AH012966-RA, AH022106-RA
OG0010049	Ds_00015373-RA	AH013964-RA
OG0010050	Ds_00003165-RA	AH019836-RA
OG0010052	Ds_00003106-RA, Ds_00003110-RA	AH006912-RA
OG0010054	Ds_00011020-RA	AH006813-RA, AH020357-RA
OG0010055	Ds_00001040-RA	AH004015-RA, AH004014-RA
OG0010056	Ds_00013245-RA	AH020275-RA
OG0010058	Ds_00004765-RA	AH012931-RA
OG0010059	Ds_00015533-RA	AH007006-RA
OG0010060	Ds_00003068-RA	AH006990-RA
OG0010063	Ds_00003635-RA	AH006225-RA
OG0010064	Ds_00005594-RA	AH019323-RA
OG0010065	Ds_00007004-RA	AH008599-RA
OG0010066	Ds_00012221-RA, Ds_00000004-RA, Ds_00000001-RA	AH002413-RA
OG0010067	Ds_00007735-RA, Ds_00012852-RA	AH023705-RA
OG0010068	Ds_00001501-RA	AH008632-RA
OG0010069	Ds_00013343-RA	AH009473-RA
OG0010070	Ds_00003955-RA, Ds_00014433-RA	AH010635-RA
OG0010071	Ds_00017423-RA	AH000738-RA
OG0010072	Ds_00007346-RA	AH009262-RA
OG0010073	Ds_00012872-RA, Ds_00001603-RA	AH008809-RA
OG0010074	Ds_00005419-RA	AH017197-RA
OG0010075	Ds_00009818-RA	AH008618-RA
OG0010076	Ds_00001524-RA	AH008869-RA
OG0010078	Ds_00012838-RA	AH017002-RA
OG0010079	Ds_00014001-RA	AH020543-RA
OG0010081	Ds_00009438-RA, Ds_00005374-RA	AH006146-RA
OG0010082	Ds_00017559-RA	AH023702-RA
OG0010083	Ds_00000436-RA	AH014253-RA
OG0010086	Ds_00005364-RA	AH005702-RA
OG0010087	Ds_00014430-RA	AH010645-RA
OG0010088	Ds_00006813-RA	AH004945-RA
OG0010089	Ds_00009461-RA	AH003736-RA
OG0010090	Ds_00002254-RA	AH008548-RA
OG0010091	Ds_00005241-RA	AH000137-RA
OG0010095	Ds_00011642-RA	AH001534-RA
OG0010096	Ds_00016571-RA	AH003621-RA
OG0010097	Ds_00000465-RA	AH022310-RA, AH013433-RA
OG0010099	Ds_00013360-RA	AH001614-RA
OG0010100	Ds_00001246-RA	AH016222-RA
OG0010101	Ds_00016210-RA	AH003940-RA, AH003936-RA
OG0010102	Ds_00005598-RA	AH019729-RA
OG0010103	Ds_00014769-RA	AH019935-RA
OG0010104	Ds_00016209-RA	AH003938-RA, AH003937-RA
OG0010106	Ds_00017976-RA	AH023674-RA
OG0010107	Ds_00011244-RA	AH003631-RA
OG0010108	Ds_00012217-RA	AH012510-RA
OG0010109	Ds_00001622-RA, Ds_00001564-RA	AH008987-RA
OG0010110	Ds_00003504-RA	AH008755-RA
OG0010112	Ds_00006755-RA	AH003891-RA
OG0010113	Ds_00000872-RA	AH012433-RA
OG0010114	Ds_00017824-RA	AH000274-RA
OG0010115	Ds_00002545-RA	AH008385-RA
OG0010116	Ds_00009393-RA	AH003860-RA
OG0010117	Ds_00001012-RA	AH008985-RA
OG0010123	Ds_00010179-RA	AH000421-RA
OG0010124	Ds_00011790-RA	AH009871-RA
OG0010125	Ds_00002551-RA	AH023658-RA
OG0010126	Ds_00006500-RA	AH014722-RA, AH021306-RA
OG0010127	Ds_00001367-RA	AH012457-RA
OG0010129	Ds_00015239-RA	AH016616-RA
OG0010130	Ds_00004465-RA	AH021469-RA
OG0010131	Ds_00010261-RA	AH014917-RA
OG0010133	Ds_00005174-RA	AH000139-RA
OG0010134	Ds_00000878-RA	AH022052-RA
OG0010135	Ds_00015158-RA	AH014745-RA
OG0010137	Ds_00011531-RA	AH021675-RA
OG0010138	Ds_00005261-RA	AH020960-RA
OG0010139	Ds_00001206-RA	AH001422-RA
OG0010140	Ds_00015115-RA	AH021646-RA
OG0010142	Ds_00009664-RA, Ds_00007194-RA	AH020637-RA
OG0010146	Ds_00014927-RA	AH023425-RA
OG0010147	Ds_00001212-RA	AH001428-RA
OG0010148	Ds_00013773-RA	AH013530-RA
OG0010149	Ds_00008084-RA	AH014352-RA, AH021161-RA
OG0010150	Ds_00000673-RA	AH001984-RA
OG0010151	Ds_00007919-RA	AH014714-RA
OG0010153	Ds_00003344-RA	AH014337-RA
OG0010155	Ds_00002340-RA	AH013394-RA
OG0010157	Ds_00002453-RA	AH014437-RA
OG0010159	Ds_00002815-RA	AH009604-RA
OG0010160	Ds_00017635-RA	AH014265-RA
OG0010161	Ds_00015200-RA	AH020121-RA
OG0010162	Ds_00000204-RA	AH016071-RA
OG0010164	Ds_00014253-RA	AH023293-RA
OG0010166	Ds_00012815-RA	AH013336-RA
OG0010167	Ds_00009673-RA	AH020630-RA
OG0010169	Ds_00007263-RA	AH009142-RA
OG0010170	Ds_00000230-RA	AH020911-RA
OG0010171	Ds_00005670-RA	AH019644-RA
OG0010172	Ds_00004722-RA	AH014256-RA
OG0010173	Ds_00000269-RA	AH020849-RA, AH014197-RA
OG0010174	Ds_00014993-RA	AH020616-RA
OG0010175	Ds_00015840-RA	AH011336-RA, AH018129-RA
OG0010177	Ds_00003023-RA	AH009662-RA
OG0010178	Ds_00014386-RA	AH020893-RA
OG0010179	Ds_00005797-RA	AH019494-RA
OG0010180	Ds_00002436-RA	AH002045-RA
OG0010181	Ds_00000185-RA	AH009276-RA
OG0010182	Ds_00007941-RA	AH020946-RA
OG0010183	Ds_00007302-RA, Ds_00009947-RA	AH012404-RA
OG0010184	Ds_00015758-RA	AH021168-RA
OG0010185	Ds_00004515-RA	AH021508-RA
OG0010186	Ds_00013621-RA	AH017028-RA
OG0010187	Ds_00002114-RA	AH018704-RA
OG0010188	Ds_00000660-RA	AH001941-RA
OG0010189	Ds_00007327-RA	AH023356-RA
OG0010190	Ds_00016148-RA	AH020226-RA
OG0010191	Ds_00002342-RA	AH022344-RA
OG0010192	Ds_00000668-RA	AH001978-RA
OG0010194	Ds_00008225-RA	AH021087-RA
OG0010195	Ds_00003250-RA	AH008373-RA
OG0010196	Ds_00013155-RA	AH004702-RA
OG0010197	Ds_00000107-RA	AH014548-RA
OG0010198	Ds_00016288-RA	AH015596-RA
OG0010200	Ds_00002585-RA	AH019253-RA
OG0010201	Ds_00002282-RA	AH008563-RA
OG0010202	Ds_00014621-RA	AH018282-RA
OG0010205	Ds_00001494-RA	AH019000-RA
OG0010206	Ds_00002283-RA	AH013501-RA
OG0010207	Ds_00000264-RA	AH020860-RA
OG0010208	Ds_00012494-RA	AH022444-RA
OG0010210	Ds_00002869-RA, Ds_00012528-RA	AH009502-RA
OG0010211	Ds_00003430-RA	AH017092-RA
OG0010212	Ds_00014593-RA	AH021359-RA
OG0010213	Ds_00014783-RA, Ds_00007284-RA	AH020803-RA
OG0010214	Ds_00012772-RA	AH014609-RA
OG0010215	Ds_00004633-RA	AH020147-RA
OG0010216	Ds_00011901-RA	AH018160-RA
OG0010217	Ds_00002295-RA	AH021211-RA
OG0010219	Ds_00015167-RA	AH021809-RA
OG0010220	Ds_00002110-RA	AH001927-RA
OG0010221	Ds_00004964-RA	AH020902-RA
OG0010222	Ds_00007297-RA	AH012429-RA
OG0010223	Ds_00009394-RA	AH006116-RA
OG0010224	Ds_00009879-RA	AH014302-RA
OG0010225	Ds_00015776-RA	AH021047-RA
OG0010226	Ds_00007275-RA	AH020787-RA
OG0010227	Ds_00016576-RA	AH012844-RA, AH012843-RA
OG0010228	Ds_00008385-RA	AH009644-RA
OG0010229	Ds_00013330-RA	AH010629-RA
OG0010230	Ds_00002472-RA	AH001526-RA
OG0010231	Ds_00002579-RA	AH015362-RA
OG0010232	Ds_00014798-RA	AH020814-RA
OG0010233	Ds_00001270-RA	AH018034-RA
OG0010234	Ds_00000675-RA	AH001986-RA
OG0010235	Ds_00016419-RA	AH018115-RA
OG0010237	Ds_00015106-RA	AH008313-RA
OG0010238	Ds_00007340-RA, Ds_00006635-RA	AH018995-RA
OG0010239	Ds_00002857-RA	AH009524-RA
OG0010240	Ds_00002410-RA	AH002111-RA
OG0010241	Ds_00008661-RA	AH009369-RA
OG0010245	Ds_00005681-RA	AH019631-RA
OG0010246	Ds_00002604-RA	AH023232-RA
OG0010248	Ds_00008505-RA	AH023764-RA
OG0010249	Ds_00000470-RA	AH022343-RA
OG0010250	Ds_00004365-RA	AH017226-RA
OG0010251	Ds_00012961-RA	AH012330-RA
OG0010253	Ds_00014835-RA	AH001456-RA
OG0010254	Ds_00004472-RA	AH021479-RA
OG0010256	Ds_00014857-RA	AH000275-RA
OG0010257	Ds_00001874-RA	AH010251-RA
OG0010260	Ds_00004255-RA	AH014681-RA
OG0010261	Ds_00007404-RA	AH003018-RA
OG0010262	Ds_00002070-RA	AH012648-RA
OG0010264	Ds_00014938-RA	AH011030-RA, AH011032-RA
OG0010265	Ds_00001069-RA	AH017732-RA
OG0010266	Ds_00005596-RA	AH011879-RA
OG0010267	Ds_00012318-RA	AH000250-RA
OG0010271	Ds_00003406-RA	AH008559-RA
OG0010272	Ds_00015707-RA	AH000171-RA
OG0010273	Ds_00010281-RA	AH021995-RA
OG0010275	Ds_00008754-RA	AH012725-RA
OG0010276	Ds_00010105-RA	AH013766-RA, AH001179-RA
OG0010277	Ds_00009584-RA	AH006763-RA
OG0010278	Ds_00011763-RA	AH008211-RA
OG0010280	Ds_00004893-RA	AH018788-RA
OG0010281	Ds_00010089-RA	AH013697-RA
OG0010282	Ds_00016671-RA	AH007549-RA
OG0010283	Ds_00009360-RA	AH020513-RA, AH006581-RA
OG0010284	Ds_00006844-RA	AH023121-RA
OG0010285	Ds_00010461-RA	AH006667-RA
OG0010286	Ds_00001721-RA	AH009892-RA
OG0010287	Ds_00015691-RA	AH013261-RA
OG0010288	Ds_00006041-RA	AH007928-RA
OG0010291	Ds_00005510-RA	AH010599-RA
OG0010292	Ds_00008254-RA	AH013780-RA
OG0010293	Ds_00000868-RA	AH016750-RA
OG0010294	Ds_00010175-RA	AH000410-RA
OG0010295	Ds_00004499-RA	AH014995-RA
OG0010296	Ds_00004950-RA	AH016395-RA, AH023041-RA
OG0010298	Ds_00007411-RA	AH018846-RA
OG0010299	Ds_00016882-RA	AH012005-RA
OG0010300	Ds_00012312-RA	AH000286-RA
OG0010301	Ds_00006101-RA	AH007682-RA
OG0010302	Ds_00003331-RA	AH015904-RA
OG0010303	Ds_00008316-RA	AH022616-RA
OG0010304	Ds_00014540-RA	AH007992-RA
OG0010305	Ds_00003326-RA	AH021113-RA, AH014577-RA
OG0010306	Ds_00017813-RA	AH023183-RA, AH016301-RA
OG0010307	Ds_00004835-RA	AH013745-RA
OG0010309	Ds_00014072-RA	AH008299-RA
OG0010311	Ds_00011550-RA	AH015239-RA, AH021660-RA
OG0010312	Ds_00009794-RA	AH001851-RA
OG0010313	Ds_00002349-RA	AH006699-RA, AH020452-RA
OG0010315	Ds_00010775-RA	AH003031-RA
OG0010317	Ds_00002679-RA, Ds_00016029-RA	AH010995-RA
OG0010318	Ds_00002152-RA	AH006499-RA
OG0010319	Ds_00010297-RA	AH018923-RA
OG0010320	Ds_00009533-RA	AH020956-RA
OG0010321	Ds_00005505-RA, Ds_00007982-RA	AH007777-RA
OG0010322	Ds_00016461-RA	AH020288-RA
OG0010324	Ds_00005747-RA	AH006622-RA
OG0010325	Ds_00004122-RA	AH000163-RA
OG0010326	Ds_00014606-RA	AH011383-RA, AH011651-RA
OG0010328	Ds_00007577-RA	AH011076-RA
OG0010329	Ds_00004493-RA	AH015895-RA
OG0010330	Ds_00004288-RA	AH021271-RA, AH014686-RA
OG0010331	Ds_00012283-RA	AH019118-RA
OG0010332	Ds_00010168-RA	AH022582-RA, AH022393-RA
OG0010334	Ds_00006096-RA	AH010906-RA
OG0010335	Ds_00010996-RA	AH006764-RA
OG0010336	Ds_00009934-RA	AH007019-RA
OG0010337	Ds_00010309-RA	AH012798-RA
OG0010338	Ds_00008725-RA	AH015933-RA
OG0010339	Ds_00015291-RA	AH018890-RA
OG0010340	Ds_00012250-RA, Ds_00012251-RA	AH014657-RA
OG0010341	Ds_00006461-RA	AH015640-RA
OG0010342	Ds_00009546-RA, Ds_00014141-RA	AH011759-RA
OG0010343	Ds_00015152-RA	AH013212-RA
OG0010345	Ds_00004381-RA	AH021667-RA
OG0010346	Ds_00013970-RA	AH007690-RA, AH010932-RA
OG0010347	Ds_00008245-RA	AH013767-RA
OG0010348	Ds_00004023-RA	AH001016-RA, AH003315-RA
OG0010349	Ds_00017807-RA	AH010946-RA
OG0010350	Ds_00015381-RA	AH012292-RA
OG0010353	Ds_00000903-RA	AH003008-RA
OG0010354	Ds_00012329-RA	AH019144-RA
OG0010355	Ds_00003621-RA	AH003643-RA
OG0010356	Ds_00003016-RA	AH005287-RA
OG0010357	Ds_00009314-RA	AH011743-RA, AH020008-RA
OG0010358	Ds_00003871-RA	AH010461-RA
OG0010359	Ds_00001785-RA	AH003541-RA
OG0010360	Ds_00000922-RA	AH020879-RA
OG0010361	Ds_00004036-RA	AH010347-RA
OG0010362	Ds_00012797-RA	AH008441-RA
OG0010363	Ds_00014582-RA	AH012764-RA
OG0010364	Ds_00010651-RA	AH021192-RA, AH014623-RA
OG0010365	Ds_00011900-RA	AH018083-RA, AH011316-RA
OG0010366	Ds_00005107-RA	AH019920-RA
OG0010367	Ds_00011090-RA	AH007238-RA
OG0010368	Ds_00017845-RA	AH012169-RA
OG0010369	Ds_00015865-RA	AH019617-RA
OG0010370	Ds_00011210-RA	AH005600-RA
OG0010373	Ds_00004694-RA	AH022094-RA, AH012953-RA
OG0010374	Ds_00016895-RA	AH008512-RA
OG0010376	Ds_00006372-RA	AH001908-RA
OG0010377	Ds_00012622-RA	AH006523-RA
OG0010378	Ds_00003087-RA	AH020157-RA, AH007035-RA
OG0010379	Ds_00004779-RA	AH003274-RA
OG0010380	Ds_00001857-RA	AH005243-RA
OG0010381	Ds_00008076-RA	AH000006-RA
OG0010383	Ds_00016420-RA	AH018401-RA
OG0010385	Ds_00001488-RA	AH005713-RA
OG0010386	Ds_00010426-RA, Ds_00010425-RA	AH002294-RA
OG0010387	Ds_00009167-RA	AH005113-RA
OG0010388	Ds_00000851-RA	AH012276-RA, AH020462-RA
OG0010390	Ds_00016427-RA, Ds_00009668-RA	AH018054-RA
OG0010391	Ds_00001118-RA	AH017895-RA
OG0010392	Ds_00004698-RA	AH022110-RA
OG0010394	Ds_00002265-RA	AH015874-RA
OG0010396	Ds_00002431-RA	AH004267-RA
OG0010397	Ds_00000353-RA	AH009266-RA
OG0010398	Ds_00005639-RA	AH023421-RA
OG0010399	Ds_00006394-RA	AH004278-RA
OG0010400	Ds_00009054-RA	AH004436-RA
OG0010401	Ds_00011197-RA	AH005585-RA
OG0010403	Ds_00015930-RA, Ds_00017383-RA, Ds_00018092-RA	AH009639-RA
OG0010405	Ds_00013774-RA	AH013532-RA
OG0010407	Ds_00000118-RA, Ds_00016009-RA	AH021135-RA
OG0010408	Ds_00003201-RA	AH019928-RA
OG0010409	Ds_00007564-RA	AH001846-RA
OG0010410	Ds_00011148-RA	AH011570-RA
OG0010411	Ds_00000613-RA	AH019662-RA
OG0010412	Ds_00014637-RA	AH019840-RA
OG0010414	Ds_00016147-RA	AH007969-RA
OG0010415	Ds_00004669-RA	AH006989-RA
OG0010416	Ds_00002851-RA	AH009549-RA
OG0010417	Ds_00014407-RA	AH017780-RA, AH002607-RA
OG0010418	Ds_00010997-RA	AH020227-RA
OG0010421	Ds_00011956-RA	AH011824-RA
OG0010422	Ds_00015057-RA	AH010260-RA
OG0010423	Ds_00014633-RA	AH019843-RA
OG0010424	Ds_00011237-RA	AH004323-RA
OG0010425	Ds_00005729-RA, Ds_00005462-RA	AH009411-RA
OG0010426	Ds_00002921-RA	AH009017-RA
OG0010427	Ds_00007918-RA	AH023740-RA
OG0010428	Ds_00012535-RA	AH009482-RA
OG0010429	Ds_00005448-RA	AH009029-RA, AH023626-RA
OG0010431	Ds_00017392-RA	AH004917-RA
OG0010434	Ds_00003585-RA	AH009671-RA
OG0010435	Ds_00001843-RA	AH004284-RA
OG0010437	Ds_00006318-RA	AH007559-RA
OG0010438	Ds_00012599-RA	AH011960-RA
OG0010439	Ds_00005068-RA	AH004508-RA
OG0010440	Ds_00002297-RA	AH015511-RA, AH021212-RA
OG0010441	Ds_00006196-RA	AH010873-RA, AH007535-RA
OG0010442	Ds_00014591-RA	AH015373-RA
OG0010443	Ds_00007878-RA	AH013446-RA
OG0010444	Ds_00016568-RA	AH006469-RA
OG0010445	Ds_00000366-RA	AH009718-RA
OG0010446	Ds_00010763-RA	AH005161-RA
OG0010447	Ds_00001297-RA	AH010581-RA
OG0010449	Ds_00004913-RA	AH018108-RA
OG0010451	Ds_00009212-RA, Ds_00009213-RA	AH009067-RA
OG0010454	Ds_00012450-RA	AH002790-RA, AH017632-RA
OG0010455	Ds_00011443-RA	AH017060-RA
OG0010456	Ds_00001977-RA	AH007818-RA
OG0010457	Ds_00001729-RA	AH007882-RA
OG0010458	Ds_00007088-RA	AH017367-RA, AH002960-RA
OG0010460	Ds_00009106-RA	AH004092-RA
OG0010461	Ds_00008648-RA	AH019938-RA
OG0010464	Ds_00011422-RA	AH017337-RA
OG0010466	Ds_00014814-RA	AH023709-RA
OG0010467	Ds_00004843-RA	AH003138-RA
OG0010468	Ds_00011365-RA	AH015862-RA, AH015861-RA, AH015863-RA
OG0010469	Ds_00014450-RA	AH003834-RA, AH022432-RA
OG0010472	Ds_00008509-RA	AH022946-RA
OG0010473	Ds_00013515-RA	AH018411-RA
OG0010474	Ds_00011040-RA	AH004066-RA
OG0010475	Ds_00008406-RA	AH005433-RA, AH004080-RA
OG0010476	Ds_00012770-RA	AH006058-RA
OG0010478	Ds_00015284-RA	AH017450-RA
OG0010480	Ds_00011576-RA	AH013878-RA
OG0010482	Ds_00008587-RA	AH004061-RA
OG0010483	Ds_00008011-RA, Ds_00008010-RA	AH015936-RA
OG0010484	Ds_00008549-RA	AH004179-RA
OG0010485	Ds_00007826-RA	AH000469-RA
OG0010487	Ds_00007007-RA	AH010689-RA
OG0010490	Ds_00012097-RA	AH016486-RA
OG0010491	Ds_00004364-RA	AH016082-RA
OG0010492	Ds_00009741-RA	AH017406-RA
OG0010493	Ds_00006724-RA	AH016509-RA
OG0010494	Ds_00007665-RA	AH019948-RA, AH007279-RA
OG0010496	Ds_00009219-RA	AH009336-RA
OG0010497	Ds_00000947-RA	AH004289-RA, AH004942-RA
