Orthogroup	D_spatulata.proteins	A_thaliana.proteins
OG0010041	Ds_00013572-RA	AT4G30150.1, AT4G30150.2
OG0010042	Ds_00002039-RA	AT5G03560.1
OG0010043	Ds_00007517-RA	AT5G58430.1
OG0010046	Ds_00007169-RA, Ds_00007170-RA, Ds_00013243-RA	AT3G11980.1
OG0010048	Ds_00000953-RA	AT5G61770.1, AT5G61770.3, AT5G61770.2
OG0010050	Ds_00003165-RA	AT5G43830.1, AT3G22850.1
OG0010052	Ds_00003106-RA, Ds_00003110-RA	AT4G15470.1
OG0010054	Ds_00011020-RA	AT2G42310.1, AT3G57785.1
OG0010055	Ds_00001040-RA	AT4G02770.1, AT1G03130.1
OG0010056	Ds_00013245-RA	AT3G03890.1, AT3G03890.2
OG0010058	Ds_00004765-RA	AT2G47790.1
OG0010059	Ds_00015533-RA	AT3G04160.3, AT3G04160.1, AT3G04160.2
OG0010060	Ds_00003068-RA	AT4G13330.6, AT4G13330.5, AT4G13330.3, AT4G13330.2, AT4G13330.4, AT4G13330.1
OG0010061	Ds_00000514-RA, Ds_00000513-RA	AT4G24175.2, AT4G24175.1
OG0010063	Ds_00003635-RA	AT2G13610.1
OG0010065	Ds_00007004-RA	AT3G18790.1
OG0010066	Ds_00012221-RA, Ds_00000004-RA, Ds_00000001-RA	AT5G09450.1
OG0010067	Ds_00007735-RA, Ds_00012852-RA	AT1G20300.1
OG0010068	Ds_00001501-RA	AT1G77230.1
OG0010069	Ds_00013343-RA	AT2G17250.1
OG0010070	Ds_00003955-RA, Ds_00014433-RA	AT2G13690.1
OG0010071	Ds_00017423-RA	AT4G38370.1
OG0010072	Ds_00007346-RA	AT5G42810.1, AT1G22100.1
OG0010073	Ds_00012872-RA, Ds_00001603-RA	AT5G49970.2, AT5G49970.1
OG0010074	Ds_00005419-RA	AT4G35760.2, AT4G35760.1
OG0010075	Ds_00009818-RA	AT2G26550.1, AT2G26550.3, AT2G26550.4, AT2G26550.2
OG0010076	Ds_00001524-RA	AT1G44575.2, AT1G44575.1, AT1G44575.3
OG0010077	Ds_00003005-RA	AT1G34110.2, AT1G34110.1
OG0010078	Ds_00012838-RA	AT4G39952.1
OG0010079	Ds_00014001-RA	AT2G18290.1
OG0010081	Ds_00009438-RA, Ds_00005374-RA	AT3G50120.1, AT3G50170.1, AT3G50130.1
OG0010082	Ds_00017559-RA	AT1G76070.1, AT1G20310.1
OG0010083	Ds_00000436-RA	AT5G11980.2, AT5G11980.1
OG0010084	Ds_00011239-RA	AT4G33660.1
OG0010086	Ds_00005364-RA	AT1G64960.1, AT1G64960.2
OG0010087	Ds_00014430-RA	AT2G13440.1
OG0010089	Ds_00009461-RA	AT3G50340.1, AT5G67020.1
OG0010090	Ds_00002254-RA	AT1G71696.1, AT1G71696.2
OG0010091	Ds_00005241-RA	AT5G09950.2, AT5G09950.1, AT5G09950.3
OG0010092	Ds_00009390-RA	AT2G22870.1
OG0010094	Ds_00011515-RA	AT4G18460.2, AT4G18460.1
OG0010095	Ds_00011642-RA	AT1G01290.2, AT1G01290.1
OG0010096	Ds_00016571-RA	AT5G66090.1
OG0010097	Ds_00000465-RA	AT1G77010.1
OG0010099	Ds_00013360-RA	AT4G38140.1
OG0010100	Ds_00001246-RA	AT3G18680.2, AT3G18680.1
OG0010101	Ds_00016210-RA	AT2G21960.1
OG0010102	Ds_00005598-RA	AT5G24460.1
OG0010103	Ds_00014769-RA	AT4G08280.1, AT4G08280.3, AT4G08280.2
OG0010104	Ds_00016209-RA	AT5G64860.1
OG0010106	Ds_00017976-RA	AT1G50250.1, AT5G42270.1
OG0010107	Ds_00011244-RA	AT5G65590.1, AT4G38000.1
OG0010108	Ds_00012217-RA	AT3G51010.1
OG0010109	Ds_00001563-RA, Ds_00001622-RA, Ds_00001564-RA	AT5G35370.1
OG0010110	Ds_00003504-RA	AT1G78140.1
OG0010112	Ds_00006755-RA	AT5G67370.1
OG0010113	Ds_00000872-RA	AT4G31790.2, AT4G31790.1
OG0010114	Ds_00017824-RA	AT3G01160.1
OG0010115	Ds_00002545-RA	AT3G12350.1, AT3G12350.2
OG0010116	Ds_00009393-RA	AT5G67620.1
OG0010117	Ds_00001012-RA	AT4G08230.1, AT4G08230.2
OG0010122	Ds_00010673-RA	AT4G27250.1, AT4G27250.2
OG0010123	Ds_00010179-RA	AT2G30970.1, AT2G30970.2
OG0010124	Ds_00011790-RA	AT4G26750.1
OG0010125	Ds_00002551-RA	AT1G75810.1
OG0010126	Ds_00006500-RA	AT2G34500.1, AT2G34490.1
OG0010127	Ds_00001367-RA	AT2G30410.3, AT2G30410.1, AT2G30410.2
OG0010129	Ds_00015239-RA	AT5G15980.1, AT3G02490.1
OG0010130	Ds_00004465-RA	AT4G05530.1
OG0010131	Ds_00010261-RA	AT1G12050.1
OG0010133	Ds_00005174-RA	AT2G05310.2, AT2G05310.1, AT4G13500.1
OG0010134	Ds_00000878-RA	AT4G20090.2, AT4G20090.1
OG0010135	Ds_00015158-RA	AT1G29790.1, AT1G29790.2
OG0010138	Ds_00005261-RA	AT1G04985.2, AT1G04985.1
OG0010139	Ds_00001206-RA	AT3G58690.1
OG0010140	Ds_00015115-RA	AT4G04950.1
OG0010142	Ds_00009664-RA, Ds_00007194-RA	AT4G02050.1, AT4G02050.2
OG0010146	Ds_00014927-RA	AT5G54600.2, AT5G54600.1
OG0010147	Ds_00001212-RA	AT2G42750.1
OG0010148	Ds_00013773-RA	AT5G50320.1
OG0010149	Ds_00008084-RA	AT3G19760.1
OG0010150	Ds_00000673-RA	AT1G52590.1
OG0010151	Ds_00007919-RA	AT5G20500.1
OG0010153	Ds_00003344-RA	AT5G20650.1
OG0010154	Ds_00005058-RA	AT5G19740.1, AT4G07670.1, AT4G07670.2
OG0010155	Ds_00002340-RA	AT3G14120.2, AT3G14120.3, AT3G14120.1
OG0010157	Ds_00002453-RA	AT1G80550.1
OG0010158	Ds_00002315-RA	AT1G53840.1
OG0010159	Ds_00002815-RA	AT3G61620.2, AT3G61620.1
OG0010160	Ds_00017635-RA	AT4G30860.1
OG0010161	Ds_00015200-RA	AT5G53070.1
OG0010162	Ds_00000204-RA	AT2G26170.1, AT2G26170.2
OG0010163	Ds_00012511-RA, Ds_00017640-RA	AT4G00990.2, AT4G00990.3, AT4G00990.1
OG0010164	Ds_00014253-RA	AT5G11480.1
OG0010166	Ds_00012815-RA	AT1G14560.1, AT1G14560.2, AT1G14560.3
OG0010167	Ds_00009673-RA	AT2G22650.2, AT2G22650.3, AT2G22650.1
OG0010168	Ds_00002281-RA	AT1G78980.1
OG0010169	Ds_00007263-RA	AT3G60740.1, AT3G60740.2, AT3G60740.3
OG0010170	Ds_00000230-RA	AT2G40570.1, AT2G40570.3, AT2G40570.2
OG0010171	Ds_00005670-RA	AT5G24130.1
OG0010172	Ds_00004722-RA	AT4G29520.1
OG0010173	Ds_00000269-RA	AT3G29300.2, AT3G29300.1
OG0010174	Ds_00014993-RA	AT4G30950.1
OG0010175	Ds_00015840-RA	AT1G64510.2, AT1G64510.1
OG0010176	Ds_00006988-RA	AT5G45790.1, AT5G45790.2
OG0010177	Ds_00003023-RA	AT5G41330.2, AT5G41330.1
OG0010178	Ds_00014386-RA	AT1G77210.2, AT1G77210.1
OG0010179	Ds_00005797-RA	AT5G51800.1
OG0010180	Ds_00002436-RA	AT3G15550.1
OG0010181	Ds_00000185-RA	AT1G08540.1
OG0010182	Ds_00007941-RA	AT2G06925.1, AT2G06925.2
OG0010183	Ds_00007302-RA, Ds_00009947-RA	AT3G48990.1
OG0010184	Ds_00015758-RA	AT5G20590.2, AT5G20590.1
OG0010185	Ds_00004515-RA	AT1G61870.1, AT1G11630.1
OG0010186	Ds_00013621-RA	AT1G22920.2, AT1G22920.1, AT1G71230.1
OG0010187	Ds_00002114-RA	AT1G63000.1
OG0010188	Ds_00000660-RA	AT1G80460.1, AT1G80460.2
OG0010189	Ds_00007327-RA	AT5G11580.1, AT5G11580.2
OG0010190	Ds_00016148-RA	AT1G63160.1
OG0010191	Ds_00002342-RA	AT1G72480.1
OG0010192	Ds_00000668-RA	AT1G59860.1, AT1G07400.1
OG0010194	Ds_00008225-RA	AT1G19140.1, AT1G19140.2
OG0010195	Ds_00003250-RA	AT2G43250.1
OG0010196	Ds_00013155-RA	AT1G69980.1
OG0010197	Ds_00000107-RA	AT2G19385.1
OG0010198	Ds_00016288-RA	AT2G45280.1, AT2G45280.2
OG0010200	Ds_00002585-RA	AT5G11270.1
OG0010201	Ds_00002282-RA	AT1G78930.1
OG0010202	Ds_00014621-RA	AT2G43090.2, AT2G43090.1, AT3G58990.1
OG0010205	Ds_00001494-RA	AT4G31870.2, AT4G31870.1, AT2G25080.1
OG0010206	Ds_00002283-RA	AT1G64220.1, AT5G41685.1
OG0010207	Ds_00000264-RA	AT3G24530.1, AT3G24530.2
OG0010208	Ds_00012494-RA	AT5G28460.1, AT3G61520.1, AT5G28370.1
OG0010209	Ds_00014991-RA	AT5G58150.1
OG0010211	Ds_00003430-RA	AT5G21920.2, AT5G21920.1
OG0010212	Ds_00014593-RA	AT5G25760.1, AT5G25760.2
OG0010213	Ds_00014783-RA, Ds_00007284-RA	AT5G19980.1
OG0010214	Ds_00012772-RA	AT1G16080.1
OG0010215	Ds_00004633-RA	AT3G06200.1
OG0010216	Ds_00011901-RA	AT4G10790.1
OG0010217	Ds_00002295-RA	AT1G16880.1, AT1G16880.2
OG0010219	Ds_00015167-RA	AT4G22880.1, AT4G22880.3, AT4G22880.2
OG0010220	Ds_00002110-RA	AT1G80510.1
OG0010221	Ds_00004964-RA	AT5G19680.1
OG0010222	Ds_00007297-RA	AT5G52420.1
OG0010223	Ds_00009394-RA	AT5G67100.1, AT5G67100.2
OG0010224	Ds_00009879-RA	AT4G33250.1
OG0010225	Ds_00015776-RA	AT5G57250.1
OG0010226	Ds_00007275-RA	AT1G04870.2
OG0010228	Ds_00008385-RA	AT2G46090.1
OG0010229	Ds_00013330-RA	AT3G14380.1, AT1G17200.2, AT1G17200.1
OG0010230	Ds_00002472-RA	AT1G80920.1
OG0010231	Ds_00002579-RA	AT2G25605.1
OG0010232	Ds_00014798-RA	AT5G19950.1, AT5G19950.2, AT5G19950.3
OG0010233	Ds_00001270-RA	AT4G23650.1
OG0010234	Ds_00000675-RA	AT1G52620.1
OG0010235	Ds_00016419-RA	AT4G10920.2, AT4G10920.1
OG0010237	Ds_00015106-RA	AT1G31220.1
OG0010239	Ds_00002857-RA	AT2G46600.1
OG0010240	Ds_00002410-RA	AT3G16170.1
OG0010241	Ds_00008661-RA	AT3G60320.1, AT1G02110.1
OG0010245	Ds_00005681-RA	AT1G79740.3, AT1G79740.2, AT1G79740.4, AT1G79740.1
OG0010246	Ds_00002604-RA	AT2G25320.1, AT2G25320.3, AT2G25320.2
OG0010248	Ds_00008505-RA	AT2G33610.1
OG0010249	Ds_00000470-RA	AT3G14090.1, AT1G54090.1, AT1G72470.1
OG0010250	Ds_00004365-RA	AT5G52840.1
OG0010251	Ds_00012961-RA	AT5G51840.1
OG0010253	Ds_00014835-RA	AT1G08390.1, AT1G08390.2
OG0010254	Ds_00004472-RA	AT1G62330.1
OG0010256	Ds_00014857-RA	AT3G58600.1
OG0010257	Ds_00001874-RA	AT1G79070.1, AT1G79070.2
OG0010258	Ds_00005914-RA	AT2G27800.1
OG0010260	Ds_00004255-RA	AT1G30680.1
OG0010261	Ds_00007404-RA	AT3G03773.1, AT3G03773.2, AT3G03773.3
OG0010262	Ds_00002070-RA	AT3G09970.2, AT3G09970.1, AT3G09960.1
OG0010264	Ds_00014938-RA	AT5G01110.2, AT5G01110.1
OG0010265	Ds_00001069-RA	AT2G31240.1
OG0010266	Ds_00005596-RA	AT5G24520.4, AT5G24520.3, AT5G24520.1, AT5G24520.2
OG0010267	Ds_00012318-RA	AT2G42620.1
OG0010271	Ds_00003406-RA	AT2G38020.2, AT2G38020.1
OG0010272	Ds_00015707-RA	AT1G06280.1
OG0010273	Ds_00010281-RA	AT2G37195.2, AT2G37195.1
OG0010275	Ds_00008754-RA	AT3G09890.1, AT3G09890.2
OG0010276	Ds_00010105-RA	AT2G29570.1, AT1G07370.1
OG0010277	Ds_00009584-RA	AT2G41760.1
OG0010278	Ds_00011763-RA	AT5G54980.1
OG0010280	Ds_00004893-RA	AT3G51870.1, AT5G01500.1
OG0010281	Ds_00010089-RA	AT2G29020.1, AT5G59410.1
OG0010282	Ds_00016671-RA	AT2G25100.2, AT2G25100.1
OG0010283	Ds_00009360-RA	AT3G56950.1, AT3G56950.2
OG0010284	Ds_00006844-RA	AT4G21192.2, AT4G21192.1
OG0010285	Ds_00010461-RA	AT5G18950.1
OG0010286	Ds_00001721-RA	AT5G55130.3, AT5G55130.1, AT5G55130.2
OG0010287	Ds_00015691-RA	AT5G22470.1
OG0010291	Ds_00005510-RA	AT1G55480.1
OG0010292	Ds_00008254-RA	AT1G07320.1, AT1G07320.4, AT1G07320.3, AT1G07320.2
OG0010293	Ds_00000868-RA	AT5G44700.1, AT4G20140.1
OG0010294	Ds_00010175-RA	AT1G08190.1
OG0010295	Ds_00004499-RA	AT4G04640.1
OG0010296	Ds_00004950-RA	AT5G55940.1
OG0010298	Ds_00007411-RA	AT3G08780.2, AT3G08780.1
OG0010299	Ds_00016882-RA	AT5G06160.1
OG0010300	Ds_00012312-RA	AT3G58110.2, AT3G58110.1, AT2G42370.1
OG0010302	Ds_00003331-RA	AT1G54350.1
OG0010303	Ds_00008316-RA	AT3G44160.1
OG0010304	Ds_00014540-RA	AT1G78650.1
OG0010305	Ds_00003326-RA	AT1G79340.1, AT1G79330.1
OG0010306	Ds_00017813-RA	AT3G10960.1
OG0010307	Ds_00004835-RA	AT1G09830.1
OG0010309	Ds_00014072-RA	AT3G13180.1
OG0010311	Ds_00011550-RA	AT2G33800.1
OG0010312	Ds_00009794-RA	AT1G47750.1
OG0010313	Ds_00002349-RA	AT2G41250.1
OG0010315	Ds_00010775-RA	AT3G46560.1
OG0010317	Ds_00002679-RA, Ds_00016029-RA	AT3G20890.2, AT3G20890.1
OG0010318	Ds_00002152-RA	AT1G25260.1
OG0010319	Ds_00010297-RA	AT3G05680.1, AT3G05680.2
OG0010320	Ds_00009533-RA	AT1G04980.1, AT2G32920.1
OG0010321	Ds_00005505-RA, Ds_00007982-RA	AT5G04760.1
OG0010322	Ds_00016461-RA	AT4G10100.3, AT4G10100.2, AT4G10100.1
OG0010324	Ds_00005747-RA	AT2G40840.1
OG0010325	Ds_00004122-RA	AT5G60540.1
OG0010326	Ds_00014606-RA	AT5G58575.1, AT5G58575.2
OG0010328	Ds_00007577-RA	AT5G19485.1
OG0010329	Ds_00004493-RA	AT4G28200.1
OG0010330	Ds_00004288-RA	AT1G30440.1
OG0010331	Ds_00012283-RA	AT1G11900.1
OG0010332	Ds_00010168-RA	AT3G44620.1, AT3G44620.2
OG0010334	Ds_00006096-RA	AT5G19630.1
OG0010335	Ds_00010996-RA	AT2G41750.1
OG0010336	Ds_00009934-RA	AT5G18570.1
OG0010337	Ds_00010309-RA	AT2G20280.1
OG0010338	Ds_00008725-RA	AT5G13510.1
OG0010339	Ds_00015291-RA	AT2G35900.1, AT2G35900.3, AT2G35900.2
OG0010340	Ds_00012250-RA, Ds_00012251-RA	AT4G15440.1
OG0010341	Ds_00006461-RA	AT3G12270.1
OG0010342	Ds_00009546-RA, Ds_00014141-RA	AT5G01230.1
OG0010343	Ds_00015152-RA	AT2G30270.1
OG0010345	Ds_00004381-RA	AT1G03000.1
OG0010346	Ds_00013970-RA	AT3G20830.1, AT1G51170.1
OG0010347	Ds_00008245-RA	AT3G46960.3, AT3G46960.2, AT3G46960.1
OG0010348	Ds_00004023-RA	AT5G14105.1
OG0010349	Ds_00017807-RA	AT2G22410.1
OG0010350	Ds_00015381-RA	AT4G04770.1
OG0010353	Ds_00000903-RA	AT3G63000.1, AT2G47970.2, AT2G47970.1
OG0010354	Ds_00012329-RA	AT1G03905.1, AT1G03905.3, AT1G03905.4, AT1G03905.2, AT5G44110.1
OG0010355	Ds_00003621-RA	AT4G38050.1
OG0010356	Ds_00003016-RA	AT5G49945.1, AT4G24330.1
OG0010357	Ds_00009314-RA	AT2G43950.2, AT2G43950.1
OG0010358	Ds_00003871-RA	AT3G05330.1
OG0010359	Ds_00001785-RA	AT3G18800.1
OG0010360	Ds_00000922-RA	AT2G13540.1
OG0010361	Ds_00004036-RA	AT5G23575.1, AT5G08500.1, AT5G08500.2
OG0010362	Ds_00012797-RA	AT1G75130.1
OG0010363	Ds_00014582-RA	AT4G27490.1, AT4G27490.4, AT4G27490.3, AT4G27490.7
OG0010364	Ds_00010651-RA	AT1G10310.1
OG0010365	Ds_00011900-RA	AT1G64380.1
OG0010366	Ds_00005107-RA	AT3G23360.1
OG0010367	Ds_00011090-RA	AT5G17510.2, AT5G17510.1
OG0010368	Ds_00017845-RA	AT5G61480.1
OG0010369	Ds_00015865-RA	AT5G52880.1
OG0010370	Ds_00011210-RA	AT2G18510.1
OG0010373	Ds_00004694-RA	AT2G47580.1
OG0010374	Ds_00016895-RA	AT1G76860.1, AT1G21190.1
OG0010376	Ds_00006372-RA	AT3G19210.3, AT3G19210.1, AT3G19210.2
OG0010377	Ds_00012622-RA	AT5G26570.2, AT5G26570.1
OG0010378	Ds_00003087-RA	AT3G06300.1, AT5G18900.1
OG0010379	Ds_00004779-RA	AT1G14620.2, AT1G14620.1
OG0010380	Ds_00001857-RA	AT3G26640.1, AT1G12910.1
OG0010381	Ds_00008076-RA	AT3G55010.1, AT3G55010.2
OG0010382	Ds_00004743-RA	AT5G17610.1
OG0010383	Ds_00016420-RA	AT3G12290.1
OG0010384	Ds_00005682-RA	AT5G53330.1
OG0010385	Ds_00001488-RA	AT5G67570.1
OG0010386	Ds_00010426-RA, Ds_00010425-RA	AT4G38495.1
OG0010387	Ds_00009167-RA	AT5G13390.1, AT5G13390.2
OG0010388	Ds_00000851-RA	AT2G41380.1
OG0010390	Ds_00016427-RA, Ds_00009668-RA	AT5G41760.2, AT5G41760.1
OG0010391	Ds_00001118-RA	AT3G25410.1
OG0010392	Ds_00004698-RA	AT4G02425.1
OG0010394	Ds_00002265-RA	AT1G21600.1, AT1G21600.2
OG0010396	Ds_00002431-RA	AT2G38130.2, AT2G38130.1
OG0010397	Ds_00000353-RA	AT1G75350.1
OG0010398	Ds_00005639-RA	AT3G12930.1
OG0010399	Ds_00006394-RA	AT2G31410.1
OG0010400	Ds_00009054-RA	AT1G23400.1
OG0010401	Ds_00011197-RA	AT4G36760.3, AT4G36760.2, AT4G36760.1
OG0010403	Ds_00015930-RA, Ds_00017383-RA, Ds_00018092-RA	AT1G01500.1
OG0010405	Ds_00013774-RA	AT5G50310.1
OG0010407	Ds_00000118-RA, Ds_00016009-RA	AT2G19490.1
OG0010408	Ds_00003201-RA	AT4G14310.2, AT4G14310.1
OG0010409	Ds_00007564-RA	AT1G49380.1
OG0010411	Ds_00000613-RA	AT5G60340.1
OG0010412	Ds_00014637-RA	AT4G16210.1
OG0010414	Ds_00016147-RA	AT3G22480.1, AT3G22480.2
OG0010415	Ds_00004669-RA	AT3G16730.1
OG0010416	Ds_00002851-RA	AT3G61800.2, AT3G61800.1
OG0010417	Ds_00014407-RA	AT4G02620.1
OG0010418	Ds_00010997-RA	AT4G35910.1
OG0010421	Ds_00011956-RA	AT1G76660.1, AT1G76660.2
OG0010422	Ds_00015057-RA	AT1G75980.2, AT1G75980.1
OG0010423	Ds_00014633-RA	AT3G06610.1
OG0010424	Ds_00011237-RA	AT3G53440.1, AT3G53440.2
OG0010425	Ds_00005729-RA, Ds_00005462-RA	AT1G35620.1
OG0010426	Ds_00002921-RA	AT5G09740.1, AT5G64610.1
OG0010427	Ds_00007918-RA	AT3G06920.1, AT3G06920.2, AT3G06920.3
OG0010428	Ds_00012535-RA	AT4G01410.1
OG0010429	Ds_00005448-RA	AT1G34300.1
OG0010431	Ds_00017392-RA	AT1G67620.1
OG0010434	Ds_00003585-RA	AT2G45990.2, AT2G45990.1, AT2G45990.3
OG0010435	Ds_00001843-RA	AT1G12830.1
OG0010437	Ds_00006318-RA	AT1G55000.1, AT1G55000.2, AT1G55000.3
OG0010438	Ds_00012599-RA	AT5G24314.1, AT5G24314.2
OG0010440	Ds_00002297-RA	AT1G73050.1
OG0010441	Ds_00006196-RA	AT3G05000.1
OG0010442	Ds_00014591-RA	AT5G08400.1, AT5G08400.2
OG0010443	Ds_00007878-RA	AT1G19340.1
OG0010444	Ds_00016568-RA	AT4G35930.3, AT4G35930.2, AT4G35930.1, AT4G35930.4
OG0010445	Ds_00000366-RA	AT1G75430.1, AT1G75430.2
OG0010446	Ds_00010763-RA	AT1G67440.1, AT1G67440.2
OG0010447	Ds_00001297-RA	AT1G50680.1, AT1G51120.1
OG0010449	Ds_00004913-RA	AT4G23940.1
OG0010451	Ds_00009212-RA, Ds_00009213-RA	AT2G45000.1
OG0010454	Ds_00012450-RA	AT1G74740.1, AT1G18890.1
OG0010455	Ds_00011443-RA	AT1G79150.1
OG0010456	Ds_00001977-RA	AT5G40610.1
OG0010457	Ds_00001729-RA	AT1G07950.1, AT1G07950.2, AT1G16430.1
OG0010458	Ds_00007088-RA	AT5G50900.1
OG0010460	Ds_00009106-RA	AT1G68760.1
OG0010461	Ds_00008648-RA	AT2G04940.1
OG0010464	Ds_00011422-RA	AT3G48120.1, AT3G48120.2
OG0010466	Ds_00014814-RA	AT1G20230.1
OG0010467	Ds_00004843-RA	AT1G31600.2, AT1G31600.1, AT1G31600.3, AT1G31600.4
OG0010468	Ds_00011365-RA	AT5G37510.2, AT5G37510.1
OG0010469	Ds_00014450-RA	AT5G02280.1
OG0010470	Ds_00017338-RA	AT5G08305.1
OG0010472	Ds_00008509-RA	AT5G14950.1
OG0010473	Ds_00013515-RA	AT4G17790.1
OG0010474	Ds_00011040-RA	AT1G29700.2, AT1G29700.1
OG0010475	Ds_00008406-RA	AT1G68765.1, AT3G25655.1
OG0010476	Ds_00012770-RA, Ds_00012769-RA	ATCG00500.1
OG0010478	Ds_00015284-RA	AT5G08180.2, AT5G08180.1
OG0010480	Ds_00011576-RA	AT5G20990.2, AT5G20990.3, AT5G20990.1
OG0010482	Ds_00008587-RA	AT1G13330.1
OG0010483	Ds_00008011-RA, Ds_00008010-RA	AT3G46610.2, AT3G46610.1
OG0010485	Ds_00007826-RA	AT1G27020.1, AT1G27030.1, AT1G07040.1
OG0010487	Ds_00007007-RA	AT3G02690.1
OG0010488	Ds_00008594-RA	AT1G25530.1
OG0010490	Ds_00012097-RA	AT5G38530.1
OG0010491	Ds_00004364-RA	AT1G66080.1
OG0010492	Ds_00009741-RA	AT5G51010.1
OG0010493	Ds_00006724-RA	AT3G02280.2, AT3G02280.1, AT3G02280.3
OG0010494	Ds_00007665-RA	AT3G03070.1
OG0010496	Ds_00009219-RA	AT2G44620.1
OG0010497	Ds_00000947-RA	AT5G11680.1
OG0010498	Ds_00004363-RA	AT1G02410.3, AT1G02410.2, AT1G02410.1
OG0010499	Ds_00004197-RA	AT3G19990.2, AT3G19990.1
OG0010500	Ds_00009026-RA	AT1G10550.1
OG0010501	Ds_00003205-RA	AT3G04680.1, AT3G04680.3, AT3G04680.2
OG0010502	Ds_00012585-RA	AT5G13770.1
OG0010503	Ds_00000556-RA, Ds_00015294-RA	AT2G39725.2, AT2G39725.1
OG0010504	Ds_00008116-RA	AT1G32470.1, AT2G35370.1
OG0010505	Ds_00016241-RA	AT3G47980.1, AT5G62720.2, AT5G62720.1
OG0010507	Ds_00009007-RA	AT1G24050.1, AT1G70220.2, AT1G70220.1
OG0010508	Ds_00015480-RA	AT4G16970.1
OG0010510	Ds_00003157-RA	AT3G25970.1
OG0010511	Ds_00003859-RA	AT4G24880.2, AT4G24880.1
OG0010512	Ds_00001539-RA	AT2G44600.1, AT3G60200.1
OG0010513	Ds_00005905-RA	AT2G01440.1
OG0010514	Ds_00005053-RA	AT5G49510.2, AT5G49510.1
OG0010515	Ds_00010543-RA	AT1G69440.1
OG0010517	Ds_00015830-RA	AT1G26940.2, AT1G26940.1
OG0010518	Ds_00002535-RA	AT3G18580.1
OG0010519	Ds_00009984-RA	AT1G13270.1
OG0010522	Ds_00005896-RA	AT2G01290.1, AT1G71100.1
OG0010523	Ds_00016674-RA, Ds_00013094-RA	AT2G47420.1
OG0010524	Ds_00013523-RA	AT4G17910.4, AT4G17910.3, AT4G17910.1, AT4G17910.2
OG0010526	Ds_00016184-RA	AT1G26550.1
OG0010527	Ds_00005560-RA	AT4G27600.1
OG0010528	Ds_00009186-RA	AT5G08530.1
OG0010529	Ds_00016263-RA	AT1G27520.1
OG0010530	Ds_00012371-RA	AT1G13635.1, AT1G13635.2
OG0010532	Ds_00011812-RA	AT1G32500.1
OG0010533	Ds_00010553-RA	AT1G14140.1, AT4G24570.1
OG0010534	Ds_00001371-RA, Ds_00013953-RA	AT4G17430.1
OG0010535	Ds_00010632-RA	AT1G18580.1
OG0010536	Ds_00001686-RA	AT3G13220.1
OG0010537	Ds_00006525-RA	AT2G01140.1
OG0010538	Ds_00006109-RA, Ds_00017429-RA	AT4G01570.1
OG0010539	Ds_00010586-RA	AT5G13190.1, AT5G13190.2
OG0010541	Ds_00013269-RA	AT5G47090.1, AT5G47090.2
OG0010542	Ds_00010516-RA	AT1G26520.1
OG0010543	Ds_00000384-RA	AT1G48570.1
OG0010544	Ds_00013271-RA	AT3G13010.1, AT3G13020.1, AT3G13030.4, AT3G13030.2, AT3G13030.1, AT3G13030.3, AT3G13030.5
OG0010549	Ds_00010362-RA	AT3G09405.1, AT3G09405.2, AT3G09410.1, AT3G09410.3
OG0010551	Ds_00007202-RA, Ds_00009657-RA	AT5G25240.1
OG0010552	Ds_00002973-RA, Ds_00011693-RA	AT2G07641.1
OG0010553	Ds_00006882-RA	AT5G39530.1, AT5G39530.2, AT5G39520.1
OG0010555	Ds_00006059-RA	AT3G54290.1
OG0010558	Ds_00013382-RA	AT1G62050.1
OG0010559	Ds_00005886-RA	AT1G68190.1, AT1G68190.3, AT1G68190.2
OG0010560	Ds_00011322-RA	AT1G16380.1, AT1G79400.1
OG0010566	Ds_00000081-RA	AT2G41990.1
OG0010575	Ds_00011345-RA	AT5G04270.1
OG0010624	Ds_00005694-RA	AT5G52810.1
OG0010629	Ds_00013714-RA	AT5G52970.1, AT5G52970.2
OG0010630	Ds_00008697-RA	AT3G21400.1
OG0010631	Ds_00003150-RA	AT4G14819.1, AT3G22540.1
OG0010632	Ds_00004145-RA	AT3G22980.3, AT3G22980.1, AT3G22980.2
OG0010634	Ds_00017048-RA	AT4G19400.1
OG0010637	Ds_00004673-RA	AT2G33180.1
OG0010639	Ds_00003235-RA	AT5G49610.1
OG0010642	Ds_00008736-RA	AT3G52960.1
OG0010644	Ds_00011604-RA	AT2G29560.1
OG0010646	Ds_00003080-RA	AT4G03120.1
OG0010647	Ds_00004129-RA	AT2G28160.1, AT2G28160.2
OG0010648	Ds_00005712-RA	AT4G13830.3, AT4G13830.1, AT4G13830.2
OG0010649	Ds_00006256-RA	AT3G54690.1
OG0010651	Ds_00014329-RA	AT3G11530.3
OG0010652	Ds_00015127-RA	AT1G59760.1
OG0010653	Ds_00005230-RA	AT3G44880.1
OG0010654	Ds_00006446-RA	AT3G54440.1, AT3G54440.3, AT3G54440.2
OG0010657	Ds_00004204-RA, Ds_00002674-RA	AT5G43860.1
OG0010659	Ds_00004559-RA	AT1G64880.1
OG0010660	Ds_00011168-RA	AT4G17180.1
OG0010663	Ds_00004723-RA	AT4G03200.1, AT4G03200.2
OG0010664	Ds_00015153-RA	AT1G53710.2, AT1G53710.1
OG0010665	Ds_00011941-RA	AT5G07020.1
