Orthogroup	V_vinifera.proteins	L_sativa.proteins
OG0009059	VIT_218s0072g00400.1	Lsat_1_v5_gn_9_41160.1, Lsat_1_v5_gn_9_41160.3
OG0009060	VIT_203s0063g00210.1	Lsat_1_v5_gn_7_86901.1, Lsat_1_v5_gn_7_86901.3
OG0009061	VIT_218s0122g00190.2, VIT_218s0122g00190.1, VIT_218s0122g00190.3	Lsat_1_v5_gn_2_2740.1
OG0009062	VIT_205s0051g00070.1, VIT_205s0051g00070.3, VIT_205s0051g00070.2	Lsat_1_v5_gn_6_61660.1, Lsat_1_v5_gn_6_61660.3, Lsat_1_v5_gn_6_61660.2
OG0009063	VIT_212s0055g01110.1	Lsat_1_v5_gn_5_107040.1
OG0009064	VIT_203s0038g02210.1	Lsat_1_v5_gn_3_46280.1, Lsat_1_v5_gn_3_46280.3
OG0009065	VIT_205s0020g04870.2	Lsat_1_v5_gn_3_123001.1, Lsat_1_v5_gn_3_123001.3
OG0009066	VIT_217s0000g09210.1	Lsat_1_v5_gn_3_112061.2, Lsat_1_v5_gn_5_14340.3, Lsat_1_v5_gn_5_14340.1
OG0009067	VIT_204s0043g00560.2	Lsat_1_v5_gn_2_15521.1
OG0009068	VIT_207s0005g00100.1, VIT_207s0005g00100.3, VIT_207s0005g00100.2	Lsat_1_v5_gn_9_5780.1
OG0009070	VIT_203s0038g02830.2, VIT_203s0038g02830.1	Lsat_1_v5_gn_1_6760.2
OG0009073	VIT_207s0151g00690.1	Lsat_1_v5_gn_4_26160.1
OG0009074	VIT_217s0000g01240.1	Lsat_1_v5_gn_4_81500.1, Lsat_1_v5_gn_4_81500.2, Lsat_1_v5_gn_4_81500.4
OG0009075	VIT_202s0025g03950.1, VIT_202s0025g03950.2, VIT_202s0025g03950.3	Lsat_1_v5_gn_3_8041.3, Lsat_1_v5_gn_3_8041.1
OG0009076	VIT_218s0001g01800.1	Lsat_1_v5_gn_1_5420.3, Lsat_1_v5_gn_1_5420.1
OG0009077	VIT_212s0034g01130.3, VIT_212s0034g01130.1, VIT_212s0034g01130.2, VIT_212s0034g01130.7, VIT_212s0034g01130.6, VIT_212s0034g01130.5, VIT_212s0034g01130.4	Lsat_1_v5_gn_7_77881.1, Lsat_1_v5_gn_7_77881.3, Lsat_1_v5_gn_7_77881.2
OG0009078	VIT_200s0508g00020.1	Lsat_1_v5_gn_0_32381.2, Lsat_1_v5_gn_6_62021.1, Lsat_1_v5_gn_6_62041.3, Lsat_1_v5_gn_6_62041.1
OG0009079	VIT_201s0150g00570.3, VIT_201s0150g00570.1	Lsat_1_v5_gn_1_32740.1
OG0009080	VIT_205s0077g02110.1	Lsat_1_v5_gn_6_96361.3, Lsat_1_v5_gn_6_96361.1
OG0009081	VIT_207s0005g04260.4, VIT_207s0005g04260.2, VIT_207s0005g04260.5, VIT_207s0005g04260.3, VIT_207s0005g04260.1	Lsat_1_v5_gn_8_5041.1, Lsat_1_v5_gn_5_180801.1, Lsat_1_v5_gn_5_180801.2
OG0009082	VIT_207s0255g00010.1	Lsat_1_v5_gn_4_179460.3, Lsat_1_v5_gn_4_179460.1
OG0009083	VIT_205s0077g01010.1, VIT_205s0077g01010.2	Lsat_1_v5_gn_6_18120.1
OG0009084	VIT_214s0081g00490.2, VIT_214s0081g00490.4, VIT_212s0055g01120.1, VIT_214s0081g00490.5, VIT_214s0081g00490.3, VIT_214s0081g00490.1	Lsat_1_v5_gn_0_36021.1, Lsat_1_v5_gn_0_36021.3
OG0009085	VIT_207s0129g01040.3, VIT_207s0129g01040.1, VIT_207s0129g01040.2, VIT_207s0129g01040.5	Lsat_1_v5_gn_4_164080.1, Lsat_1_v5_gn_4_164080.2
OG0009086	VIT_213s0067g03010.1, VIT_213s0067g02710.1	Lsat_1_v5_gn_2_126200.1, Lsat_1_v5_gn_9_60020.1, Lsat_1_v5_gn_9_60020.2, Lsat_1_v5_gn_8_11461.1
OG0009087	VIT_205s0020g02480.1, VIT_207s0104g00610.1	Lsat_1_v5_gn_5_77601.3, Lsat_1_v5_gn_5_77601.1
OG0009088	VIT_201s0146g00100.1, VIT_201s0146g00100.2, VIT_201s0146g00100.4	Lsat_1_v5_gn_8_147201.2, Lsat_1_v5_gn_8_147201.1, Lsat_1_v5_gn_0_29161.1
OG0009089	VIT_202s0025g02470.3, VIT_202s0025g02470.2, VIT_202s0025g02470.1	Lsat_1_v5_gn_3_14061.1, Lsat_1_v5_gn_3_14061.3, Lsat_1_v5_gn_3_13941.3, Lsat_1_v5_gn_3_13941.1
OG0009090	VIT_212s0028g01140.3, VIT_212s0028g01140.1	Lsat_1_v5_gn_1_49160.1
OG0009091	VIT_218s0001g14230.2, VIT_218s0001g14230.6, VIT_218s0001g14230.4, VIT_218s0001g14230.1, VIT_218s0001g14230.5, VIT_218s0001g14230.3	Lsat_1_v5_gn_2_10161.1
OG0009092	VIT_218s0122g00900.3, VIT_218s0122g00900.4, VIT_218s0122g00900.2, VIT_218s0122g00900.1	Lsat_1_v5_gn_2_1300.3, Lsat_1_v5_gn_2_1300.1
OG0009093	VIT_205s0020g01730.2, VIT_205s0020g01730.1	Lsat_1_v5_gn_5_69681.3, Lsat_1_v5_gn_5_69681.1
OG0009094	VIT_215s0048g00540.3, VIT_215s0048g00540.1, VIT_215s0048g00540.2	Lsat_1_v5_gn_4_42700.3, Lsat_1_v5_gn_4_42700.1
OG0009095	VIT_207s0151g01130.1	Lsat_1_v5_gn_9_3620.1, Lsat_1_v5_gn_5_188060.1
OG0009096	VIT_204s0043g00740.1, VIT_204s0043g00740.2	Lsat_1_v5_gn_8_2941.3, Lsat_1_v5_gn_8_2941.1
OG0009097	VIT_207s0005g03470.1	Lsat_1_v5_gn_4_2320.1, Lsat_1_v5_gn_4_2320.3, Lsat_1_v5_gn_4_2320.2, Lsat_1_v5_gn_8_92740.1
OG0009098	VIT_215s0048g00230.1, VIT_215s0048g00230.2	Lsat_1_v5_gn_4_45521.1
OG0009099	VIT_207s0031g03150.3, VIT_207s0031g03150.2, VIT_207s0031g03150.1	Lsat_1_v5_gn_8_133760.1
OG0009100	VIT_203s0180g00110.1	Lsat_1_v5_gn_9_111201.1
OG0009101	VIT_214s0066g00920.4, VIT_214s0066g00920.1, VIT_214s0066g00920.2, VIT_214s0066g00920.3	Lsat_1_v5_gn_0_19560.1, Lsat_1_v5_gn_0_19560.3
OG0009102	VIT_214s0108g01390.1	Lsat_1_v5_gn_4_170201.1
OG0009103	VIT_217s0000g09280.1	Lsat_1_v5_gn_4_77240.1
OG0009104	VIT_201s0010g01230.4, VIT_201s0010g01230.3, VIT_201s0010g01230.1, VIT_201s0010g01230.6, VIT_201s0010g01230.5, VIT_201s0010g01230.2	Lsat_1_v5_gn_4_26401.1, Lsat_1_v5_gn_4_26401.2
OG0009105	VIT_201s0011g04196.1, VIT_201s0011g04190.1	Lsat_1_v5_gn_3_82781.1
OG0009106	VIT_214s0066g01130.2, VIT_214s0066g01130.1, VIT_214s0066g01130.3	Lsat_1_v5_gn_4_182780.1
OG0009107	VIT_201s0011g00750.1, VIT_201s0011g00760.1	Lsat_1_v5_gn_8_47601.1, Lsat_1_v5_gn_8_47601.2
OG0009108	VIT_217s0053g00600.4, VIT_217s0053g00600.2, VIT_217s0053g00600.1, VIT_217s0053g00600.3, VIT_208s0040g00880.1	Lsat_1_v5_gn_3_108980.1
OG0009109	VIT_217s0000g00870.1	Lsat_1_v5_gn_0_10481.1
OG0009110	VIT_201s0011g02150.1, VIT_201s0011g02150.2	Lsat_1_v5_gn_3_35480.1
OG0009111	VIT_216s0013g01410.1	Lsat_1_v5_gn_8_9640.1
OG0009112	VIT_217s0000g06870.1	Lsat_1_v5_gn_1_13721.1, Lsat_1_v5_gn_5_22101.1
OG0009113	VIT_202s0234g00080.2, VIT_202s0234g00080.5, VIT_202s0234g00080.1, VIT_202s0234g00080.3, VIT_202s0234g00080.4	Lsat_1_v5_gn_6_93941.1
OG0009114	VIT_217s0000g07810.1, VIT_217s0000g07810.2	Lsat_1_v5_gn_4_72681.1
OG0009115	VIT_217s0000g02260.2, VIT_217s0000g02260.1	Lsat_1_v5_gn_2_11861.1
OG0009116	VIT_207s0005g04970.1	Lsat_1_v5_gn_2_41141.3, Lsat_1_v5_gn_2_41880.2, Lsat_1_v5_gn_2_41880.1
OG0009117	VIT_217s0053g00670.1	Lsat_1_v5_gn_6_28020.1, Lsat_1_v5_gn_6_28020.2
OG0009118	VIT_214s0108g00080.1	Lsat_1_v5_gn_3_102160.1, Lsat_1_v5_gn_2_88741.1
OG0009119	VIT_214s0066g01230.1, VIT_214s0066g01230.3, VIT_214s0066g01230.2	Lsat_1_v5_gn_4_182480.1
OG0009120	VIT_201s0011g06370.1, VIT_204s0008g05325.1	Lsat_1_v5_gn_3_105601.1, Lsat_1_v5_gn_8_34501.1
OG0009121	VIT_202s0012g00310.1, VIT_202s0012g00310.2	Lsat_1_v5_gn_6_67340.1, Lsat_1_v5_gn_6_67340.3, Lsat_1_v5_gn_6_89400.1
OG0009122	VIT_214s0083g00640.2, VIT_214s0083g00640.1	Lsat_1_v5_gn_2_86121.1
OG0009123	VIT_202s0087g00586.1	Lsat_1_v5_gn_6_74040.1, Lsat_1_v5_gn_6_16960.2, Lsat_1_v5_gn_6_16960.1
OG0009124	VIT_214s0066g01620.1, VIT_217s0000g07920.1, VIT_217s0000g07920.3, VIT_217s0000g07920.2	Lsat_1_v5_gn_4_181601.1, Lsat_1_v5_gn_4_181601.3
OG0009125	VIT_217s0000g06450.1	Lsat_1_v5_gn_5_21561.1, Lsat_1_v5_gn_1_14260.3, Lsat_1_v5_gn_1_14260.1
OG0009126	VIT_202s0012g00850.1	Lsat_1_v5_gn_3_2421.1, Lsat_1_v5_gn_3_2421.3, Lsat_1_v5_gn_6_63641.4, Lsat_1_v5_gn_6_63641.1
OG0009127	VIT_213s0106g00380.1, VIT_202s0012g00620.1	Lsat_1_v5_gn_6_66461.1, Lsat_1_v5_gn_6_66461.3
OG0009128	VIT_214s0083g01170.4, VIT_214s0083g01170.3	Lsat_1_v5_gn_4_173201.3, Lsat_1_v5_gn_4_173201.1
OG0009129	VIT_215s0021g00320.1	Lsat_1_v5_gn_4_41380.3, Lsat_1_v5_gn_4_41380.1
OG0009130	VIT_201s0011g02060.1	Lsat_1_v5_gn_8_33141.1, Lsat_1_v5_gn_8_33141.3
OG0009131	VIT_201s0011g03060.2, VIT_201s0011g03060.1	Lsat_1_v5_gn_4_19700.1, Lsat_1_v5_gn_4_19700.2
OG0009132	VIT_202s0012g02090.1	Lsat_1_v5_gn_6_95801.2, Lsat_1_v5_gn_6_95801.1, Lsat_1_v5_gn_6_3520.3, Lsat_1_v5_gn_6_3520.1
OG0009133	VIT_211s0118g00410.1	Lsat_1_v5_gn_5_93040.1
OG0009134	VIT_202s0012g02270.1, VIT_202s0012g02270.3, VIT_202s0012g02270.2, VIT_202s0012g02270.4	Lsat_1_v5_gn_3_67061.1
OG0009135	VIT_214s0068g01530.1	Lsat_1_v5_gn_0_23901.1
OG0009136	VIT_214s0066g01920.1, VIT_214s0066g01920.2	Lsat_1_v5_gn_0_16520.3, Lsat_1_v5_gn_0_16520.1
OG0009137	VIT_202s0087g00100.1	Lsat_1_v5_gn_6_15560.1, Lsat_1_v5_gn_5_60900.1, Lsat_1_v5_gn_6_15560.2, Lsat_1_v5_gn_8_13820.1
OG0009138	VIT_201s0010g02570.1	Lsat_1_v5_gn_8_149841.2, Lsat_1_v5_gn_8_149841.1
OG0009139	VIT_214s0006g03240.1, VIT_214s0006g03240.3, VIT_214s0006g03240.4, VIT_214s0006g03240.2	Lsat_1_v5_gn_2_79660.1
OG0009140	VIT_200s0220g00020.1	Lsat_1_v5_gn_7_7580.1
OG0009141	VIT_217s0053g00750.2, VIT_217s0053g00750.3, VIT_217s0053g00750.1, VIT_217s0053g00750.4	Lsat_1_v5_gn_2_5161.1, Lsat_1_v5_gn_2_5161.3
OG0009142	VIT_214s0006g02880.1	Lsat_1_v5_gn_3_79761.1, Lsat_1_v5_gn_3_79761.2
OG0009143	VIT_214s0171g00130.1	Lsat_1_v5_gn_7_5841.2, Lsat_1_v5_gn_7_5841.1
OG0009144	VIT_201s0113g00430.4, VIT_201s0113g00430.1, VIT_201s0113g00430.2, VIT_201s0113g00430.5, VIT_201s0113g00430.3	Lsat_1_v5_gn_8_46820.1
OG0009145	VIT_217s0000g04740.2, VIT_217s0000g04740.1	Lsat_1_v5_gn_4_112460.1
OG0009146	VIT_202s0012g00300.1	Lsat_1_v5_gn_6_67960.2, Lsat_1_v5_gn_6_67960.1
OG0009147	VIT_217s0000g08540.1, VIT_217s0000g08540.2	Lsat_1_v5_gn_1_27120.1
OG0009148	VIT_201s0011g04060.1	Lsat_1_v5_gn_8_41440.3, Lsat_1_v5_gn_8_41440.1
OG0009149	VIT_217s0000g02670.1, VIT_217s0000g02670.2	Lsat_1_v5_gn_5_91461.3, Lsat_1_v5_gn_5_91461.1
OG0009150	VIT_201s0026g00810.1	Lsat_1_v5_gn_8_159460.1
OG0009151	VIT_202s0012g01000.3, VIT_202s0012g01000.1, VIT_202s0012g01000.2, VIT_202s0012g01000.5, VIT_202s0012g01000.4, VIT_202s0012g01000.6	Lsat_1_v5_gn_6_64760.1
OG0009152	VIT_200s0616g00010.1	Lsat_1_v5_gn_8_144501.1, Lsat_1_v5_gn_8_144501.2, Lsat_1_v5_gn_8_144561.2, Lsat_1_v5_gn_8_144561.1
OG0009153	VIT_201s0127g00200.1, VIT_201s0127g00150.2, VIT_201s0127g00150.1, VIT_201s0127g00180.1	Lsat_1_v5_gn_8_154441.1
OG0009154	VIT_214s0108g00500.2, VIT_214s0108g00500.1, VIT_219s0014g00760.1	Lsat_1_v5_gn_3_100801.1
OG0009155	VIT_202s0109g00230.2, VIT_202s0109g00230.4	Lsat_1_v5_gn_6_73800.1, Lsat_1_v5_gn_6_73800.2, Lsat_1_v5_gn_6_73800.3, Lsat_1_v5_gn_6_17801.1
OG0009156	VIT_214s0068g00270.2, VIT_214s0068g00270.6, VIT_214s0068g00270.4, VIT_214s0068g00270.5, VIT_214s0068g00270.3, VIT_214s0068g00270.1	Lsat_1_v5_gn_2_90100.1
OG0009157	VIT_219s0015g01950.1	Lsat_1_v5_gn_9_88440.2, Lsat_1_v5_gn_9_88440.1
OG0009158	VIT_200s0441g00010.1, VIT_200s0441g00010.2, VIT_200s0441g00010.4, VIT_200s0441g00010.3, VIT_200s0525g00010.1	Lsat_1_v5_gn_4_158421.1
OG0009159	VIT_215s0021g01370.1, VIT_215s0021g01370.2	Lsat_1_v5_gn_4_39300.1
OG0009160	VIT_216s0013g01680.2, VIT_216s0013g01680.1	Lsat_1_v5_gn_2_127761.1, Lsat_1_v5_gn_2_127761.3
OG0009161	VIT_208s0007g05890.1, VIT_208s0007g05890.2, VIT_208s0007g05890.3	Lsat_1_v5_gn_8_83061.3, Lsat_1_v5_gn_8_83061.1
OG0009162	VIT_214s0006g02210.1	Lsat_1_v5_gn_4_156060.3, Lsat_1_v5_gn_4_156060.1
OG0009163	VIT_201s0011g03610.1, VIT_201s0011g03610.2	Lsat_1_v5_gn_8_41260.1, Lsat_1_v5_gn_8_41260.3
OG0009164	VIT_214s0066g02020.1	Lsat_1_v5_gn_4_180600.1, Lsat_1_v5_gn_4_180600.3, Lsat_1_v5_gn_2_92861.1, Lsat_1_v5_gn_2_92861.2
OG0009165	VIT_217s0000g04250.1, VIT_217s0000g04250.2, VIT_217s0000g04250.3, VIT_217s0000g04250.4	Lsat_1_v5_gn_5_24240.1, Lsat_1_v5_gn_5_24240.3, Lsat_1_v5_gn_5_24240.2
OG0009166	VIT_201s0011g03270.1	Lsat_1_v5_gn_4_18681.1
OG0009167	VIT_217s0000g07530.2, VIT_217s0000g07530.1	Lsat_1_v5_gn_4_106321.1
OG0009169	VIT_217s0000g06910.1	Lsat_1_v5_gn_7_81120.1
OG0009170	VIT_218s0001g01950.1	Lsat_1_v5_gn_6_109101.2, Lsat_1_v5_gn_6_109101.1
OG0009171	VIT_214s0006g02960.3, VIT_214s0006g02960.5, VIT_214s0006g02960.4, VIT_214s0006g02960.1, VIT_214s0006g02960.2	Lsat_1_v5_gn_3_79881.1, Lsat_1_v5_gn_3_79881.4, Lsat_1_v5_gn_3_79881.3
OG0009172	VIT_201s0137g00310.2, VIT_201s0137g00310.3, VIT_201s0137g00310.1, VIT_201s0137g00310.4	Lsat_1_v5_gn_8_153661.3, Lsat_1_v5_gn_8_153661.1
OG0009173	VIT_201s0011g04500.1	Lsat_1_v5_gn_8_41661.2, Lsat_1_v5_gn_8_41661.1
OG0009174	VIT_217s0000g00950.1, VIT_217s0000g00950.2	Lsat_1_v5_gn_4_82580.1
OG0009175	VIT_217s0000g02400.1	Lsat_1_v5_gn_8_301.1, Lsat_1_v5_gn_8_301.3
OG0009176	VIT_201s0011g03860.1, VIT_208s0058g01175.1	Lsat_1_v5_gn_3_62261.1, Lsat_1_v5_gn_3_62261.3, Lsat_1_v5_gn_4_16020.1
OG0009178	VIT_202s0012g01210.1	Lsat_1_v5_gn_6_64460.1, Lsat_1_v5_gn_6_64460.3
OG0009179	VIT_214s0066g01410.2, VIT_214s0066g01410.1	Lsat_1_v5_gn_0_26221.2, Lsat_1_v5_gn_0_26221.4
OG0009181	VIT_202s0087g00090.1	Lsat_1_v5_gn_9_8360.1, Lsat_1_v5_gn_8_92780.1, Lsat_1_v5_gn_1_85701.1
OG0009182	VIT_202s0236g00040.1, VIT_200s0208g00100.1, VIT_203s0063g00440.1, VIT_202s0236g00040.2	Lsat_1_v5_gn_3_15401.1
OG0009186	VIT_204s0008g05580.1	Lsat_1_v5_gn_5_30260.1, Lsat_1_v5_gn_5_30260.2
OG0009188	VIT_200s0868g00010.1, VIT_200s0868g00010.2, VIT_212s0059g02690.1	Lsat_1_v5_gn_1_125380.1, Lsat_1_v5_gn_7_18320.1, Lsat_1_v5_gn_1_81901.3, Lsat_1_v5_gn_1_81901.1
OG0009189	VIT_207s0129g00960.1, VIT_207s0129g00870.1, VIT_207s0129g00880.1, VIT_207s0129g00910.1, VIT_207s0129g00920.1, VIT_207s0129g00890.1, VIT_200s1542g00025.1, VIT_207s0129g00940.1	Lsat_1_v5_gn_4_162821.1, Lsat_1_v5_gn_4_162900.3, Lsat_1_v5_gn_4_162801.1, Lsat_1_v5_gn_4_162500.1, Lsat_1_v5_gn_4_162700.1, Lsat_1_v5_gn_4_162900.1, Lsat_1_v5_gn_4_162881.1
OG0009190	VIT_217s0000g01090.2, VIT_217s0000g01090.1, VIT_217s0000g01100.1, VIT_217s0000g01090.3, VIT_217s0000g01090.4	Lsat_1_v5_gn_5_11641.1, Lsat_1_v5_gn_5_11641.2
OG0009191	VIT_217s0000g05380.1	Lsat_1_v5_gn_4_106580.1, Lsat_1_v5_gn_4_81301.1, Lsat_1_v5_gn_1_11401.1, Lsat_1_v5_gn_1_11401.3
OG0009192	VIT_218s0089g00870.1	Lsat_1_v5_gn_4_132401.1, Lsat_1_v5_gn_4_132401.2
OG0009195	VIT_205s0049g01950.1, VIT_205s0049g01950.2, VIT_205s0049g01950.3, VIT_205s0049g01950.4, VIT_207s0005g04340.1	Lsat_1_v5_gn_1_75580.1, Lsat_1_v5_gn_6_66101.1, Lsat_1_v5_gn_6_66101.3
OG0009197	VIT_201s0127g00640.1	Lsat_1_v5_gn_8_155680.3, Lsat_1_v5_gn_8_155680.1, Lsat_1_v5_gn_3_27360.1
OG0009198	VIT_200s0357g00090.2, VIT_200s0357g00090.1	Lsat_1_v5_gn_5_42720.1
OG0009200	VIT_216s0050g00690.1, VIT_216s0050g00690.3, VIT_216s0050g00690.2	Lsat_1_v5_gn_9_55140.1
OG0009201	VIT_205s0077g01320.1	Lsat_1_v5_gn_6_19160.5
OG0009203	VIT_207s0031g02620.2, VIT_207s0031g02620.4, VIT_207s0031g02620.3, VIT_207s0031g02620.1	Lsat_1_v5_gn_4_52420.1, Lsat_1_v5_gn_4_52420.3
OG0009204	VIT_203s0110g00230.1, VIT_203s0091g00360.1	Lsat_1_v5_gn_5_116880.2, Lsat_1_v5_gn_5_116880.1
OG0009205	VIT_219s0085g00110.1	Lsat_1_v5_gn_3_99241.1, Lsat_1_v5_gn_4_40420.4, Lsat_1_v5_gn_2_89840.1, Lsat_1_v5_gn_4_102740.1, Lsat_1_v5_gn_7_68801.2, Lsat_1_v5_gn_4_40420.1, Lsat_1_v5_gn_7_68801.1
OG0009207	VIT_206s0009g01540.1, VIT_206s0009g01530.1	Lsat_1_v5_gn_6_67801.1
OG0009208	VIT_210s0092g00040.6, VIT_210s0092g00040.3, VIT_210s0092g00040.2, VIT_210s0092g00040.5, VIT_210s0092g00040.7, VIT_210s0092g00040.4, VIT_210s0092g00040.1, VIT_218s0001g01360.5	Lsat_1_v5_gn_1_91780.1
OG0009216	VIT_216s0013g01420.1, VIT_200s0871g00010.1, VIT_209s0002g08320.1, VIT_216s0098g00520.1, VIT_203s0017g01170.1, VIT_210s0003g03370.1, VIT_200s0655g00020.1	Lsat_1_v5_gn_4_123500.1
OG0009231	VIT_206s0004g03930.1, VIT_206s0004g03930.3, VIT_206s0004g03930.2, VIT_206s0004g03925.1	Lsat_1_v5_gn_8_78781.1, Lsat_1_v5_gn_8_78801.5, Lsat_1_v5_gn_8_78801.2, Lsat_1_v5_gn_8_78801.1, Lsat_1_v5_gn_9_21560.1, Lsat_1_v5_gn_9_21560.3, Lsat_1_v5_gn_9_21560.2, Lsat_1_v5_gn_9_21460.1, Lsat_1_v5_gn_9_21460.3, Lsat_1_v5_gn_9_21460.2
OG0009255	VIT_205s0020g02650.1	Lsat_1_v5_gn_9_77980.1
OG0009256	VIT_206s0061g00010.3, VIT_206s0061g00010.1, VIT_206s0061g00010.5, VIT_206s0061g00010.4, VIT_206s0061g00010.2	Lsat_1_v5_gn_2_111701.1
OG0009257	VIT_207s0005g00680.1, VIT_207s0005g00680.2	Lsat_1_v5_gn_8_163840.1
OG0009258	VIT_205s0020g04900.1, VIT_205s0020g04900.2, VIT_205s0020g04900.3	Lsat_1_v5_gn_5_72961.3, Lsat_1_v5_gn_5_72961.1
OG0009259	VIT_207s0005g02670.1	Lsat_1_v5_gn_9_6821.1
OG0009260	VIT_208s0007g08760.2, VIT_208s0007g08760.1, VIT_208s0007g08760.3	Lsat_1_v5_gn_5_161241.3, Lsat_1_v5_gn_5_161241.1
OG0009261	VIT_206s0009g03190.1	Lsat_1_v5_gn_2_32000.1, Lsat_1_v5_gn_2_32000.2
OG0009262	VIT_205s0077g01270.2, VIT_205s0077g01260.2, VIT_205s0077g01260.1, VIT_205s0077g01270.1	Lsat_1_v5_gn_1_43980.1
OG0009263	VIT_201s0137g00470.1	Lsat_1_v5_gn_9_36221.3, Lsat_1_v5_gn_9_36221.1, Lsat_1_v5_gn_8_104900.4, Lsat_1_v5_gn_8_104900.5, Lsat_1_v5_gn_8_104900.1
OG0009264	VIT_210s0092g00060.1, VIT_210s0092g00060.2	Lsat_1_v5_gn_5_107120.3, Lsat_1_v5_gn_5_107120.1, Lsat_1_v5_gn_5_107120.2
OG0009265	VIT_212s0035g01850.2, VIT_212s0035g01850.1	Lsat_1_v5_gn_6_40960.1, Lsat_1_v5_gn_6_40960.3
OG0009266	VIT_213s0106g00620.1	Lsat_1_v5_gn_2_104981.1
OG0009267	VIT_212s0059g00260.1	Lsat_1_v5_gn_1_74900.1
OG0009268	VIT_208s0040g03330.1, VIT_208s0040g03330.2	Lsat_1_v5_gn_2_111720.3, Lsat_1_v5_gn_2_111720.1
OG0009269	VIT_203s0038g03910.1	Lsat_1_v5_gn_4_30520.3, Lsat_1_v5_gn_4_30520.1, Lsat_1_v5_gn_5_71761.1
OG0009270	VIT_214s0030g01250.1, VIT_214s0030g01250.2	Lsat_1_v5_gn_2_64920.1
OG0009271	VIT_203s0038g01240.1	Lsat_1_v5_gn_2_43080.2, Lsat_1_v5_gn_2_43080.1, Lsat_1_v5_gn_2_43080.3
OG0009272	VIT_213s0019g01450.2, VIT_213s0019g01450.1	Lsat_1_v5_gn_2_119701.1
OG0009273	VIT_206s0004g07380.1	Lsat_1_v5_gn_5_174621.1, Lsat_1_v5_gn_5_174621.3
OG0009274	VIT_213s0019g05180.1	Lsat_1_v5_gn_8_18540.3, Lsat_1_v5_gn_8_18540.1, Lsat_1_v5_gn_2_103500.1, Lsat_1_v5_gn_2_103500.3
OG0009275	VIT_216s0039g01610.1	Lsat_1_v5_gn_6_25940.2, Lsat_1_v5_gn_6_25940.1
OG0009276	VIT_206s0004g07840.3, VIT_206s0004g07840.2, VIT_206s0004g07840.1	Lsat_1_v5_gn_5_175220.1
OG0009277	VIT_208s0007g02000.1	Lsat_1_v5_gn_9_35880.1
OG0009278	VIT_208s0007g08650.2, VIT_208s0007g08650.3, VIT_208s0007g08650.1	Lsat_1_v5_gn_9_30560.1
OG0009279	VIT_202s0087g00360.1, VIT_202s0087g00360.3, VIT_202s0087g00360.2	Lsat_1_v5_gn_6_75081.2
OG0009280	VIT_200s0245g00040.1, VIT_214s0128g00460.3, VIT_214s0128g00460.2, VIT_214s0128g00460.1	Lsat_1_v5_gn_9_85960.1
OG0009281	VIT_207s0005g01770.1	Lsat_1_v5_gn_9_2021.2, Lsat_1_v5_gn_9_2021.1
OG0009283	VIT_206s0009g01420.2, VIT_206s0009g01420.1	Lsat_1_v5_gn_9_26661.1, Lsat_1_v5_gn_9_26661.3
OG0009284	VIT_207s0005g06610.1, VIT_207s0005g06610.2	Lsat_1_v5_gn_8_89880.1
OG0009285	VIT_201s0011g01260.1	Lsat_1_v5_gn_5_184141.2, Lsat_1_v5_gn_5_184141.1
OG0009286	VIT_200s0590g00010.1	Lsat_1_v5_gn_8_74980.2, Lsat_1_v5_gn_8_74980.1
OG0009287	VIT_209s0054g00710.1	Lsat_1_v5_gn_4_106261.1
OG0009288	VIT_200s0207g00100.1, VIT_200s0207g00100.2	Lsat_1_v5_gn_0_14641.1
OG0009289	VIT_201s0011g05570.2, VIT_201s0011g05570.1	Lsat_1_v5_gn_8_45641.1
OG0009290	VIT_207s0005g05590.1	Lsat_1_v5_gn_9_36521.1, Lsat_1_v5_gn_9_36460.1, Lsat_1_v5_gn_5_179601.1, Lsat_1_v5_gn_5_179601.2
OG0009291	VIT_217s0000g03860.1	Lsat_1_v5_gn_3_22041.3, Lsat_1_v5_gn_3_22041.1
OG0009292	VIT_214s0030g01860.1, VIT_214s0030g01860.2	Lsat_1_v5_gn_3_137960.1
OG0009293	VIT_202s0012g00140.3, VIT_202s0012g00140.1	Lsat_1_v5_gn_3_15780.1
OG0009294	VIT_207s0141g00310.1, VIT_207s0141g00310.2, VIT_207s0141g00310.3	Lsat_1_v5_gn_5_186740.2, Lsat_1_v5_gn_5_186740.3, Lsat_1_v5_gn_5_186740.1
OG0009295	VIT_208s0007g07330.1	Lsat_1_v5_gn_1_68900.1
OG0009296	VIT_206s0080g00800.1	Lsat_1_v5_gn_2_59321.2, Lsat_1_v5_gn_2_59321.3, Lsat_1_v5_gn_2_59321.1, Lsat_1_v5_gn_6_38481.1, Lsat_1_v5_gn_2_59321.4
OG0009299	VIT_213s0047g01030.1	Lsat_1_v5_gn_2_41161.3, Lsat_1_v5_gn_2_41161.1
OG0009300	VIT_202s0025g02010.1	Lsat_1_v5_gn_3_12881.1
OG0009301	VIT_219s0085g00820.2, VIT_219s0085g00820.1	Lsat_1_v5_gn_6_47480.1, Lsat_1_v5_gn_6_47480.2, Lsat_1_v5_gn_3_115940.1
OG0009302	VIT_209s0002g01060.1	Lsat_1_v5_gn_4_94161.2, Lsat_1_v5_gn_4_94161.1, Lsat_1_v5_gn_5_136361.1
