Orthogroup	V_vinifera.proteins	B_vulgaris.proteins
OG0010153	VIT_211s0016g00920.1	Bevul.8G141000.1.p
OG0010156	VIT_209s0002g06960.2, VIT_209s0002g06960.1	Bevul.9G192400.1.p
OG0010157	VIT_213s0047g00070.1, VIT_213s0047g00090.1, VIT_202s0033g00570.1	Bevul.8G206700.1.p
OG0010159	VIT_215s0046g01420.4	Bevul.1G186800.1.p
OG0010160	VIT_211s0037g00880.1, VIT_211s0037g00880.2	Bevul.8G154200.1.p
OG0010161	VIT_216s0098g01670.1, VIT_216s0098g01670.2	Bevul.3G062500.1.p
OG0010162	VIT_204s0008g01100.1	Bevul.2G141500.1.p
OG0010163	VIT_215s0046g00340.3, VIT_215s0046g00340.4, VIT_215s0046g00340.1, VIT_215s0046g00340.2	Bevul.3G037500.1.p
OG0010164	VIT_204s0008g03890.1	Bevul.2G165600.2.p, Bevul.2G165600.1.p
OG0010166	VIT_204s0008g01060.1	Bevul.7G173900.1.p
OG0010167	VIT_211s0149g00140.1, VIT_211s0149g00140.2	Bevul.8G160700.1.p
OG0010168	VIT_209s0054g01570.2, VIT_209s0054g01570.1	Bevul.7G149600.1.p
OG0010169	VIT_215s0048g00470.1	Bevul.1G133500.1.p
OG0010170	VIT_211s0016g03150.1	Bevul.8G201800.1.p
OG0010171	VIT_216s0050g02650.1	Bevul.3G042900.1.p
OG0010172	VIT_211s0016g02520.2, VIT_211s0016g02520.3, VIT_211s0016g02520.1	Bevul.8G122300.1.p
OG0010174	VIT_211s0016g00130.1	Bevul.8G036800.1.p
OG0010175	VIT_202s0025g02000.1	Bevul.5G014000.1.p
OG0010176	VIT_208s0040g00250.2, VIT_208s0040g00250.1, VIT_208s0040g00250.3	Bevul.4G121600.1.p
OG0010177	VIT_202s0025g03300.1	Bevul.5G029700.1.p
OG0010178	VIT_211s0016g03400.1	Bevul.8G198800.1.p
OG0010179	VIT_216s0022g02290.1	Bevul.7G170900.1.p, Bevul.3G081800.1.p
OG0010180	VIT_209s0002g05680.1	Bevul.9G199400.1.p
OG0010181	VIT_215s0024g00640.1	Bevul.7G194600.1.p
OG0010182	VIT_211s0103g00190.1	Bevul.8G208100.1.p
OG0010183	VIT_202s0025g03660.1, VIT_216s0050g00390.1	Bevul.3G069500.1.p
OG0010184	VIT_211s0052g00710.1	Bevul.8G117500.1.p
OG0010185	VIT_210s0116g00030.1, VIT_210s0116g00090.1	Bevul.8G057400.1.p
OG0010186	VIT_203s0038g04360.1	Bevul.2G132700.1.p
OG0010187	VIT_202s0025g04610.2, VIT_202s0025g04610.1	Bevul.5G037000.1.p
OG0010188	VIT_209s0002g07860.1	Bevul.9G191300.1.p
OG0010189	VIT_204s0008g03320.1	Bevul.2G158300.1.p, Bevul.2G158300.2.p
OG0010190	VIT_202s0025g04140.1	Bevul.5G034200.1.p
OG0010191	VIT_209s0002g00920.3, VIT_209s0002g00920.2, VIT_209s0002g00920.1	Bevul.7G167200.1.p
OG0010192	VIT_206s0004g05770.1	Bevul.9G193000.1.p
OG0010193	VIT_211s0016g03140.1	Bevul.8G201900.1.p
OG0010194	VIT_211s0016g00760.1	Bevul.8G144100.1.p
OG0010195	VIT_205s0124g00580.1	Bevul.1G009800.1.p
OG0010196	VIT_201s0026g01070.2, VIT_201s0026g01070.1	Bevul.6G248500.1.p
OG0010197	VIT_218s0075g01040.1, VIT_211s0016g01740.1	Bevul.8G133100.1.p
OG0010198	VIT_215s0048g00380.1	Bevul.1G132500.1.p
OG0010199	VIT_202s0025g00890.1, VIT_215s0046g01460.1	Bevul.1G186400.1.p
OG0010200	VIT_204s0008g05190.1	Bevul.2G024000.1.p
OG0010201	VIT_209s0054g01030.2, VIT_209s0054g01030.1	Bevul.7G075400.2.p, Bevul.7G075400.1.p, Bevul.7G075400.3.p
OG0010202	VIT_200s0551g00010.1, VIT_200s0551g00010.2	Bevul.5G068600.1.p
OG0010203	VIT_201s0010g00960.1	Bevul.7G057300.1.p
OG0010204	VIT_203s0063g00530.1	Bevul.1G034600.1.p
OG0010205	VIT_204s0008g06780.3, VIT_204s0008g06780.1, VIT_204s0008g06780.2	Bevul.2G010900.1.p
OG0010206	VIT_209s0054g01025.1	Bevul.7G150300.1.p
OG0010207	VIT_211s0016g03900.1	Bevul.8G193200.1.p
OG0010208	VIT_215s0046g02180.1	Bevul.1G183100.1.p
OG0010210	VIT_215s0048g02750.1	Bevul.1G198100.1.p
OG0010211	VIT_204s0008g01950.1	Bevul.2G135900.1.p
OG0010212	VIT_204s0008g03690.1	Bevul.8G074200.1.p
OG0010213	VIT_211s0016g04650.1	Bevul.8G185600.1.p
OG0010214	VIT_209s0018g01610.1	Bevul.8G109000.1.p
OG0010215	VIT_205s0020g02510.1	Bevul.6G161100.1.p
OG0010216	VIT_202s0025g02340.1	Bevul.5G059600.1.p
OG0010217	VIT_209s0018g01780.3, VIT_209s0018g01780.4, VIT_209s0018g01780.1, VIT_209s0018g01780.2	Bevul.8G106300.1.p
OG0010219	VIT_202s0025g04720.2, VIT_202s0025g04720.1	Bevul.5G039400.1.p
OG0010220	VIT_209s0002g08410.1	Bevul.8G155200.1.p, Bevul.3G084900.1.p
OG0010221	VIT_211s0016g03280.3, VIT_211s0016g03280.2, VIT_211s0016g03280.1	Bevul.8G199900.1.p
OG0010222	VIT_216s0050g00710.1	Bevul.3G066600.1.p
OG0010223	VIT_207s0031g00470.1, VIT_207s0031g00470.3, VIT_207s0031g00470.2	Bevul.6G003500.1.p
OG0010224	VIT_211s0016g00450.1, VIT_211s0016g00450.4	Bevul.8G147800.1.p
OG0010225	VIT_218s0117g00180.1	Bevul.8G152700.1.p
OG0010226	VIT_211s0016g04830.1	Bevul.8G183900.1.p
OG0010227	VIT_215s0021g00930.1	Bevul.7G089700.1.p, Bevul.7G089700.3.p, Bevul.7G089700.2.p
OG0010228	VIT_215s0046g01770.1	Bevul.1G182100.1.p
OG0010229	VIT_201s0010g01870.1	Bevul.4G092700.1.p
OG0010230	VIT_209s0018g00620.1, VIT_209s0018g00620.2	Bevul.5G150600.1.p
OG0010231	VIT_204s0008g04730.1, VIT_204s0008g04730.2	Bevul.2G019600.1.p
OG0010232	VIT_211s0016g04530.1, VIT_211s0016g04530.2	Bevul.8G187100.1.p
OG0010233	VIT_202s0025g00690.3, VIT_202s0025g00690.1, VIT_202s0025g00690.2	Bevul.5G023700.1.p
OG0010234	VIT_209s0002g06530.1, VIT_209s0002g06530.2	Bevul.9G193800.1.p, Bevul.9G193800.2.p, Bevul.9G193800.4.p, Bevul.9G193800.3.p
OG0010235	VIT_202s0025g01700.1	Bevul.5G015000.1.p
OG0010236	VIT_209s0070g00470.1	Bevul.2G118400.3.p, Bevul.2G118400.2.p, Bevul.2G118400.1.p
OG0010237	VIT_200s1343g00010.1, VIT_200s1343g00010.2, VIT_200s1343g00010.3, VIT_200s0598g00030.1	Bevul.5G162600.1.p
OG0010238	VIT_204s0008g06870.1	Bevul.2G010200.1.p
OG0010239	VIT_215s0046g00070.1	Bevul.1G195400.1.p
OG0010240	VIT_209s0002g04170.3, VIT_209s0002g04170.2, VIT_209s0002g04170.1	Bevul.9G209800.1.p
OG0010241	VIT_215s0021g01550.1	Bevul.1G143500.1.p
OG0010242	VIT_202s0025g01220.1	Bevul.5G019900.1.p
OG0010243	VIT_216s0050g00800.1	Bevul.3G065700.1.p
OG0010246	VIT_204s0008g05690.1	Bevul.2G176800.1.p
OG0010247	VIT_211s0037g00330.2, VIT_211s0037g00330.1	Bevul.2G011600.2.p, Bevul.2G011600.1.p
OG0010248	VIT_218s0122g00670.1, VIT_218s0122g00670.2	Bevul.1G047900.1.p
OG0010249	VIT_209s0002g00910.1	Bevul.7G167100.1.p
OG0010250	VIT_216s0050g01490.1	Bevul.2G081800.1.p
OG0010251	VIT_216s0022g02350.3, VIT_216s0022g02350.4, VIT_216s0022g02350.1, VIT_216s0022g02350.2	Bevul.3G080600.1.p
OG0010252	VIT_213s0074g00730.1, VIT_206s0061g01560.1	Bevul.7G230800.1.p
OG0010253	VIT_206s0061g01100.2, VIT_206s0061g01100.3, VIT_206s0061g01100.1	Bevul.9G102300.1.p
OG0010254	VIT_210s0116g00130.1	Bevul.8G048900.1.p
OG0010255	VIT_200s0274g00045.1, VIT_200s0271g00085.1	Bevul.8G065400.1.p
OG0010256	VIT_212s0028g02380.1, VIT_212s0028g02380.2	Bevul.9G087800.2.p, Bevul.9G087800.3.p, Bevul.9G087800.1.p
OG0010257	VIT_219s0027g00470.1	Bevul.4G094600.1.p
OG0010258	VIT_206s0004g03230.1	Bevul.6G215800.1.p
OG0010260	VIT_210s0003g05490.2, VIT_210s0003g05490.1	Bevul.8G100100.1.p
OG0010262	VIT_208s0007g03720.1	Bevul.7G032400.1.p, Bevul.7G032400.3.p, Bevul.7G032400.2.p
OG0010263	VIT_210s0003g01430.1	Bevul.8G006200.1.p
OG0010264	VIT_206s0009g03510.1	Bevul.4G225900.1.p, Bevul.4G223300.1.p
OG0010265	VIT_207s0005g03110.1	Bevul.5G247000.1.p
OG0010266	VIT_216s0098g00870.1	Bevul.3G026000.1.p
OG0010267	VIT_212s0028g02140.1	Bevul.9G092000.1.p
OG0010268	VIT_210s0003g02660.1, VIT_210s0003g02660.2	Bevul.8G079400.1.p
OG0010269	VIT_208s0058g00370.1	Bevul.5G055100.1.p
OG0010270	VIT_212s0034g01770.1	Bevul.7G215600.1.p
OG0010271	VIT_212s0028g00570.2, VIT_212s0028g00570.1	Bevul.1G066600.1.p
OG0010272	VIT_212s0028g02623.1	Bevul.8G208200.1.p
OG0010273	VIT_208s0040g01850.1	Bevul.7G056800.1.p
OG0010274	VIT_202s0234g00060.1	Bevul.5G073100.1.p
OG0010275	VIT_208s0007g04760.1, VIT_208s0007g04760.2	Bevul.7G046700.1.p
OG0010276	VIT_206s0004g05920.1	Bevul.7G196600.1.p, Bevul.2G236400.1.p
OG0010277	VIT_208s0007g08710.1, VIT_208s0007g08710.3, VIT_208s0007g08710.4, VIT_208s0007g08710.2	Bevul.3G195800.1.p
OG0010278	VIT_219s0090g00570.1	Bevul.4G030200.1.p
OG0010280	VIT_208s0007g02230.1	Bevul.5G049600.1.p
OG0010281	VIT_206s0004g04920.1	Bevul.7G204400.1.p
OG0010282	VIT_213s0101g00510.1	Bevul.4G104900.1.p
OG0010283	VIT_208s0040g00400.1, VIT_212s0028g03235.1	Bevul.3G221000.1.p
OG0010284	VIT_212s0035g01400.3, VIT_212s0035g01400.2, VIT_212s0035g01400.1	Bevul.2G246200.1.p
OG0010285	VIT_205s0020g02440.1	Bevul.8G195400.1.p
OG0010286	VIT_219s0090g01020.1	Bevul.4G024900.1.p
OG0010287	VIT_206s0080g00260.1	Bevul.7G228600.1.p
OG0010288	VIT_213s0074g00470.1, VIT_213s0074g00470.3, VIT_213s0074g00470.4, VIT_213s0074g00470.2	Bevul.4G101300.1.p
OG0010289	VIT_213s0019g05380.1	Bevul.4G100800.1.p
OG0010291	VIT_206s0004g00260.2	Bevul.4G250600.1.p
OG0010292	VIT_206s0004g06140.1	Bevul.7G194200.1.p
OG0010293	VIT_201s0010g00380.1, VIT_201s0010g03820.1	Bevul.9G005600.1.p
OG0010294	VIT_206s0061g00940.1	Bevul.9G096700.1.p
OG0010295	VIT_210s0116g01735.1	Bevul.8G054100.1.p
OG0010296	VIT_219s0015g00910.1	Bevul.2G237000.1.p
OG0010298	VIT_208s0058g00530.1	Bevul.5G056800.1.p
OG0010299	VIT_216s0098g00320.2, VIT_216s0098g00320.1	Bevul.3G039900.1.p
OG0010300	VIT_210s0003g00800.1, VIT_212s0028g02580.1	Bevul.9G083000.2.p, Bevul.9G083000.1.p
OG0010301	VIT_206s0004g01530.1	Bevul.4G242000.1.p
OG0010302	VIT_219s0085g01190.1	Bevul.2G119000.1.p
OG0010303	VIT_206s0009g00240.2, VIT_206s0009g00240.1	Bevul.7G180900.1.p
OG0010304	VIT_219s0014g00990.3, VIT_219s0014g00990.2, VIT_219s0014g00990.1, VIT_219s0014g00990.4	Bevul.4G080300.1.p
OG0010305	VIT_219s0085g01030.1	Bevul.8G137600.1.p
OG0010306	VIT_213s0067g02500.1	Bevul.2G183200.1.p
OG0010307	VIT_212s0028g00260.1	Bevul.7G199700.1.p
OG0010308	VIT_206s0004g04485.1	Bevul.7G208600.1.p
OG0010309	VIT_219s0015g00650.3, VIT_219s0015g00650.2, VIT_219s0015g00650.4, VIT_219s0015g00650.1	Bevul.4G006600.1.p
OG0010310	VIT_208s0007g01720.2, VIT_208s0007g01720.4, VIT_208s0007g01720.1, VIT_208s0007g01720.3	Bevul.5G136900.1.p
OG0010311	VIT_210s0003g00010.1, VIT_200s0838g00020.1	Bevul.8G024700.1.p
OG0010312	VIT_218s0001g12060.1, VIT_218s0001g12050.1, VIT_213s0064g01055.1	Bevul.9G176600.1.p
OG0010313	VIT_208s0007g05350.1	Bevul.3G206000.1.p
OG0010314	VIT_213s0067g01680.1	Bevul.2G247800.1.p
OG0010315	VIT_208s0007g00350.1, VIT_206s0004g04720.1	Bevul.5G134000.1.p
OG0010316	VIT_201s0011g03660.1	Bevul.6G129400.1.p
OG0010317	VIT_206s0004g02220.1	Bevul.4G235500.1.p, Bevul.4G235300.1.p
OG0010318	VIT_212s0034g01000.1	Bevul.3G231800.1.p
OG0010319	VIT_201s0026g00760.1	Bevul.5G117500.1.p
OG0010320	VIT_212s0059g01560.1	Bevul.9G022200.1.p
OG0010321	VIT_206s0080g00790.1	Bevul.4G105300.1.p
OG0010322	VIT_218s0001g03550.1	Bevul.8G150300.1.p
OG0010323	VIT_200s0508g00040.3, VIT_200s0508g00040.2, VIT_200s0508g00040.1	Bevul.8G038800.1.p
OG0010324	VIT_208s0040g00670.3, VIT_208s0040g00670.2, VIT_208s0040g00670.1	Bevul.3G217100.1.p
OG0010325	VIT_206s0004g03000.4, VIT_206s0004g03000.3, VIT_206s0004g03000.2, VIT_206s0004g03000.1	Bevul.9G051900.1.p
OG0010326	VIT_206s0004g06970.2, VIT_206s0004g06970.1	Bevul.3G104200.1.p
OG0010327	VIT_208s0007g08980.6, VIT_208s0007g08980.8, VIT_208s0007g08980.5, VIT_208s0007g08980.2, VIT_208s0007g08980.4, VIT_208s0007g08980.1, VIT_208s0007g08980.7, VIT_208s0007g08980.3	Bevul.3G199600.1.p
OG0010328	VIT_219s0027g01920.1, VIT_219s0027g01920.2	Bevul.4G219200.1.p
OG0010329	VIT_210s0116g01560.1, VIT_210s0116g01560.2	Bevul.3G167400.1.p
OG0010330	VIT_210s0003g04490.1, VIT_210s0003g04490.2	Bevul.8G095300.1.p
OG0010331	VIT_212s0028g00220.3, VIT_212s0028g00220.1, VIT_212s0028g00220.2, VIT_212s0028g00220.4	Bevul.5G138800.1.p
OG0010333	VIT_212s0059g01260.1	Bevul.8G209600.1.p
OG0010334	VIT_206s0004g01340.1	Bevul.4G242600.1.p
OG0010335	VIT_208s0007g08700.1	Bevul.3G195700.1.p
OG0010336	VIT_205s0020g01670.2, VIT_205s0020g01670.1	Bevul.3G153600.1.p
OG0010337	VIT_213s0019g03490.1	Bevul.7G064300.1.p
OG0010338	VIT_213s0067g03290.1	Bevul.2G112500.1.p
OG0010339	VIT_208s0032g01210.1	Bevul.9G097900.1.p, Bevul.5G113000.1.p
OG0010340	VIT_212s0059g01060.1	Bevul.8G117800.1.p
OG0010341	VIT_213s0084g00650.1, VIT_213s0084g00650.2, VIT_213s0084g00650.3	Bevul.2G033900.1.p
OG0010342	VIT_208s0007g01960.1	Bevul.3G120700.1.p
OG0010343	VIT_206s0004g07630.1	Bevul.7G221800.1.p
OG0010344	VIT_209s0018g00550.2, VIT_209s0018g00550.1	Bevul.5G150300.1.p
OG0010345	VIT_207s0104g01610.1, VIT_207s0104g01610.2, VIT_207s0104g01610.3	Bevul.8G023500.1.p
OG0010346	VIT_206s0004g01780.1	Bevul.4G240400.1.p
OG0010347	VIT_206s0004g05970.1	Bevul.7G196100.1.p
OG0010348	VIT_207s0005g06600.1	Bevul.4G191700.1.p
OG0010349	VIT_206s0004g01920.1	Bevul.4G239100.1.p
OG0010350	VIT_210s0116g01910.1	Bevul.8G179000.1.p, Bevul.3G083600.1.p
OG0010351	VIT_203s0038g00720.1, VIT_203s0038g00720.2	Bevul.9G160400.1.p
OG0010352	VIT_217s0000g03595.1	Bevul.5G147500.1.p
OG0010353	VIT_207s0104g01080.1	Bevul.5G130800.1.p
OG0010354	VIT_207s0005g03680.1	Bevul.2G075600.1.p
OG0010355	VIT_200s0483g00010.1	Bevul.6G060100.1.p
OG0010356	VIT_212s0035g00840.1	Bevul.6G145400.1.p
OG0010357	VIT_205s0094g01390.1	Bevul.3G118600.1.p
OG0010358	VIT_214s0128g00440.1, VIT_214s0128g00440.2	Bevul.4G155500.1.p
OG0010359	VIT_204s0044g00500.1	Bevul.6G055500.1.p
OG0010360	VIT_206s0009g03810.1	Bevul.2G053200.1.p
OG0010361	VIT_207s0130g00170.2, VIT_207s0130g00170.1, VIT_207s0130g00170.3	Bevul.4G189600.1.p
OG0010362	VIT_218s0001g12180.1	Bevul.3G135500.1.p
OG0010363	VIT_206s0004g02660.2, VIT_206s0004g02660.1	Bevul.7G053200.1.p
OG0010364	VIT_212s0035g01780.1	Bevul.5G054800.1.p
OG0010365	VIT_202s0025g01360.1	Bevul.5G018200.1.p
OG0010366	VIT_205s0049g01290.1	Bevul.3G007300.1.p
OG0010367	VIT_216s0039g01020.1	Bevul.3G013000.1.p
OG0010368	VIT_216s0013g01990.1	Bevul.3G092100.1.p
OG0010369	VIT_216s0050g01810.2, VIT_216s0050g01810.1	Bevul.3G047100.1.p
OG0010370	VIT_204s0023g01470.1	Bevul.6G086700.1.p
OG0010371	VIT_201s0146g00510.2, VIT_201s0146g00510.1	Bevul.6G199100.1.p
OG0010372	VIT_207s0005g01710.1, VIT_205s0077g00730.1	Bevul.3G060800.1.p
OG0010373	VIT_207s0005g00650.1, VIT_207s0005g00650.2	Bevul.7G100400.1.p
OG0010374	VIT_218s0072g00710.1	Bevul.1G074600.1.p
OG0010375	VIT_207s0185g00040.5, VIT_207s0185g00040.1, VIT_207s0185g00040.4, VIT_207s0185g00040.3, VIT_207s0185g00040.2	Bevul.7G128200.1.p
OG0010376	VIT_203s0063g00580.1	Bevul.9G183700.2.p, Bevul.9G183700.3.p, Bevul.9G183700.1.p
OG0010377	VIT_205s0062g00890.2, VIT_205s0062g00890.1	Bevul.3G227500.1.p
OG0010378	VIT_205s0020g02220.1	Bevul.3G149100.1.p
OG0010379	VIT_215s0046g02140.1	Bevul.1G085800.1.p
OG0010380	VIT_214s0068g00660.3, VIT_214s0068g00660.4, VIT_214s0068g00660.2, VIT_214s0068g00660.1	Bevul.6G164300.1.p
OG0010381	VIT_207s0005g01170.1	Bevul.9G144600.1.p
OG0010382	VIT_215s0107g00240.1	Bevul.1G152400.1.p
OG0010383	VIT_207s0005g00070.1	Bevul.2G000100.1.p
OG0010384	VIT_216s0050g02450.1	Bevul.3G044800.1.p
OG0010386	VIT_203s0038g02810.2, VIT_203s0038g02810.1, VIT_203s0038g02810.3	Bevul.9G132300.3.p, Bevul.9G132300.1.p, Bevul.9G132300.2.p
OG0010387	VIT_201s0150g00290.1	Bevul.2G000400.1.p
OG0010388	VIT_208s0007g05580.1	Bevul.3G205300.1.p, Bevul.3G205400.1.p
OG0010390	VIT_215s0046g01330.2, VIT_215s0046g01330.3, VIT_215s0046g01330.1	Bevul.5G021200.1.p
OG0010391	VIT_207s0141g00620.1	Bevul.5G224100.1.p
OG0010392	VIT_207s0005g00450.1	Bevul.7G098100.1.p
OG0010393	VIT_217s0000g09160.1, VIT_217s0000g09160.6, VIT_217s0000g09160.4, VIT_217s0000g09160.5, VIT_217s0000g09160.3, VIT_217s0000g09160.2	Bevul.5G219700.1.p
OG0010394	VIT_218s0001g01770.1	Bevul.1G089200.1.p
OG0010395	VIT_214s0060g02160.2, VIT_214s0060g02160.1	Bevul.4G204000.1.p
OG0010396	VIT_214s0068g01050.1	Bevul.6G216400.1.p
OG0010398	VIT_219s0027g00700.1, VIT_219s0027g00700.2, VIT_219s0027g00700.3	Bevul.2G092100.1.p, Bevul.2G092100.2.p
OG0010399	VIT_214s0068g01180.1	Bevul.1G001500.1.p, Bevul.6G217800.1.p
OG0010400	VIT_201s0127g00410.1, VIT_201s0127g00410.3, VIT_201s0127g00410.5, VIT_201s0127g00410.4, VIT_201s0127g00300.1, VIT_201s0127g00410.2	Bevul.6G187900.1.p
OG0010401	VIT_204s0023g01300.1	Bevul.6G087900.1.p
OG0010404	VIT_218s0001g11250.1	Bevul.1G052000.1.p
OG0010405	VIT_217s0000g10130.1, VIT_217s0000g10130.2	Bevul.7G145300.1.p
OG0010406	VIT_214s0060g02190.1, VIT_214s0060g02180.1	Bevul.4G203900.1.p
OG0010407	VIT_211s0016g02060.1	Bevul.8G130900.1.p
OG0010408	VIT_205s0049g01390.2, VIT_205s0049g01390.1	Bevul.3G006400.1.p
OG0010409	VIT_203s0063g02040.2, VIT_203s0063g02040.3, VIT_203s0063g02040.1	Bevul.9G175200.2.p, Bevul.9G175200.1.p
OG0010411	VIT_206s0004g03280.1	Bevul.5G034700.1.p
OG0010412	VIT_205s0077g00860.2, VIT_205s0077g00860.1	Bevul.3G060100.1.p
OG0010413	VIT_218s0086g00230.1, VIT_218s0086g00510.1	Bevul.3G145300.1.p, Bevul.1G078000.1.p, Bevul.4G103100.1.p, Bevul.8G052300.1.p, Bevul.8G051000.1.p, Bevul.1G213400.1.p
OG0010414	VIT_205s0020g03500.1	Bevul.4G083900.1.p
OG0010415	VIT_205s0077g01960.1	Bevul.3G160000.1.p
OG0010416	VIT_215s0046g00370.1	Bevul.1G192300.1.p
OG0010417	VIT_205s0062g00210.1, VIT_205s0062g00210.2	Bevul.5G241100.1.p
OG0010418	VIT_208s0007g08560.1	Bevul.3G195600.1.p
OG0010419	VIT_204s0023g02560.1	Bevul.6G024600.1.p
OG0010420	VIT_201s0011g02080.1, VIT_212s0134g00470.1	Bevul.9G008000.1.p, Bevul.9G008000.2.p
OG0010421	VIT_218s0122g00140.1, VIT_218s0122g00140.2	Bevul.1G057200.1.p
OG0010422	VIT_218s0001g14930.4, VIT_218s0001g14930.3, VIT_218s0001g14930.1, VIT_218s0001g14930.2	Bevul.1G027900.1.p
OG0010423	VIT_205s0077g00910.1	Bevul.3G059300.1.p
OG0010424	VIT_217s0000g03540.1	Bevul.6G226200.1.p
OG0010425	VIT_218s0075g00210.1	Bevul.1G209100.1.p
OG0010426	VIT_218s0001g04100.1	Bevul.1G214800.1.p
OG0010427	VIT_205s0020g01260.1	Bevul.1G042600.1.p
OG0010428	VIT_215s0048g02530.2, VIT_215s0048g02530.1	Bevul.1G199900.1.p
OG0010429	VIT_218s0086g00210.1, VIT_218s0086g00200.1	Bevul.1G212900.1.p
OG0010431	VIT_201s0010g02620.1, VIT_201s0010g02620.3, VIT_201s0010g02620.4, VIT_201s0010g02620.5, VIT_201s0010g02620.2	Bevul.6G213400.1.p
OG0010433	VIT_217s0000g04290.1	Bevul.5G168300.1.p
OG0010434	VIT_215s0046g02330.1	Bevul.1G179300.1.p
OG0010435	VIT_201s0146g00460.2, VIT_201s0146g00460.1, VIT_214s0068g01310.1	Bevul.6G218700.1.p
OG0010436	VIT_205s0049g01890.7, VIT_205s0049g01890.1, VIT_205s0049g01890.3, VIT_205s0049g01890.6, VIT_205s0049g01890.2, VIT_205s0049g01890.4, VIT_205s0049g01890.5, VIT_205s0049g01890.8, VIT_205s0049g01890.9	Bevul.3G161600.1.p
OG0010437	VIT_214s0128g00770.1, VIT_214s0128g00770.2	Bevul.4G156300.1.p
OG0010438	VIT_201s0010g02390.1	Bevul.3G035100.1.p
OG0010439	VIT_214s0219g00030.2, VIT_214s0219g00030.3, VIT_214s0219g00030.1	Bevul.6G212600.1.p
OG0010440	VIT_202s0012g01670.1	Bevul.8G106100.1.p
OG0010441	VIT_214s0030g00700.3, VIT_214s0030g00700.2	Bevul.4G146100.1.p
OG0010442	VIT_210s0071g01140.1	Bevul.5G082400.1.p
OG0010443	VIT_218s0001g11990.1	Bevul.7G160300.1.p
OG0010444	VIT_200s2668g00010.1	Bevul.6G030800.1.p
OG0010445	VIT_218s0001g13130.1	Bevul.1G158900.1.p
OG0010446	VIT_201s0010g03350.1	Bevul.6G209200.1.p
OG0010447	VIT_211s0037g00010.1	Bevul.5G029600.1.p
OG0010448	VIT_207s0031g00030.1	Bevul.6G006500.1.p
OG0010449	VIT_215s0024g01460.1	Bevul.5G015500.1.p
OG0010451	VIT_215s0021g02200.1	Bevul.1G139400.1.p
OG0010452	VIT_206s0004g00100.3, VIT_206s0004g00100.1, VIT_206s0004g00100.2	Bevul.4G251000.1.p
OG0010453	VIT_204s0079g00260.1	Bevul.4G122400.1.p
OG0010454	VIT_217s0000g05520.1	Bevul.5G197600.1.p
OG0010455	VIT_219s0085g00020.1	Bevul.2G087900.1.p
OG0010456	VIT_214s0219g00280.1	Bevul.4G113700.1.p
OG0010457	VIT_219s0085g01120.2, VIT_219s0085g01120.1	Bevul.5G048100.1.p
OG0010458	VIT_201s0146g00370.1, VIT_217s0000g00530.1	Bevul.5G160100.1.p
OG0010459	VIT_206s0004g01730.2, VIT_206s0004g01730.1	Bevul.4G241000.1.p
OG0010460	VIT_201s0011g02750.1	Bevul.6G118700.1.p
OG0010461	VIT_216s0039g02490.2, VIT_216s0039g02490.3, VIT_216s0039g02490.1	Bevul.3G018900.1.p
OG0010463	VIT_203s0017g02300.1	Bevul.4G002500.1.p
OG0010464	VIT_217s0000g07600.1, VIT_217s0000g07600.2, VIT_217s0000g07600.3	Bevul.5G204000.1.p
OG0010465	VIT_200s1547g00010.1, VIT_200s1596g00010.1	Bevul.5G185900.1.p
OG0010466	VIT_218s0001g01070.1, VIT_215s0046g01200.1	Bevul.1G029400.1.p
OG0010468	VIT_214s0006g02020.1	Bevul.2G081300.1.p
OG0010469	VIT_214s0060g00710.1	Bevul.1G117800.1.p, Bevul.4G169900.1.p
OG0010470	VIT_210s0042g00570.1	Bevul.2G003400.1.p
OG0010471	VIT_201s0127g00400.1, VIT_201s0127g00400.2	Bevul.6G189100.1.p
OG0010472	VIT_214s0066g02390.1	Bevul.2G220500.2.p, Bevul.2G220500.1.p
OG0010473	VIT_202s0012g01630.1	Bevul.5G092100.1.p
OG0010474	VIT_201s0011g03120.1, VIT_201s0011g03120.3, VIT_201s0011g03120.2	Bevul.6G123000.1.p
OG0010477	VIT_217s0053g00630.5, VIT_217s0053g00630.4, VIT_217s0053g00630.2, VIT_217s0053g00630.1, VIT_217s0053g00630.3	Bevul.8G107600.1.p
OG0010478	VIT_217s0000g04640.1	Bevul.9G095300.1.p
OG0010479	VIT_202s0012g01390.1	Bevul.5G090800.1.p, Bevul.5G090700.1.p
OG0010480	VIT_206s0009g01130.2, VIT_206s0009g01130.3, VIT_206s0009g01130.1	Bevul.7G184900.1.p
OG0010481	VIT_217s0000g04100.2, VIT_217s0000g04100.4, VIT_217s0000g04100.5, VIT_217s0000g04100.1, VIT_217s0000g04100.3	Bevul.5G166400.1.p
OG0010482	VIT_201s0011g03320.1	Bevul.6G124500.1.p
OG0010483	VIT_214s0219g00200.1	Bevul.2G110900.1.p
OG0010485	VIT_201s0026g01630.1, VIT_201s0026g01630.2	Bevul.6G242000.1.p
OG0010487	VIT_204s0069g01000.2, VIT_204s0069g01000.1	Bevul.1G082100.1.p, Bevul.4G117700.1.p
OG0010488	VIT_201s0011g03180.1, VIT_201s0011g03180.4, VIT_201s0011g03180.2, VIT_201s0011g03180.5, VIT_201s0011g03180.3	Bevul.6G123300.1.p
