gene_ID,module,ATgene_ID,TopBLASTHit_Symbol,TopBLASTHit_Name,TopBLASTHit_Position
Dm_00008279-RA,7,AT1G09900.1, Symbols: no symbol available , no full name available , chr1:3218133-3219929 FORWARD LENGTH=598
Dm_00008320-RA,7,AT2G37240.1, Symbols: no symbol available , no full name available , chr2:15640235-15641720 REVERSE LENGTH=248
Dm_00008938-RA,7,AT3G29240.2, Symbols: no symbol available , no full name available , chr3:11191780-11192868 FORWARD LENGTH=317
Dm_00008952-RA,7,AT5G19150.2, Symbols: no symbol available , no full name available , chr5:6426280-6428402 REVERSE LENGTH=365
Dm_00008954-RA,7,AT1G10310.1, Symbols: no symbol available , no full name available , chr1:3381733-3383874 REVERSE LENGTH=242
Dm_00009020-RA,7,AT1G78995.1, Symbols: no symbol available , no full name available , chr1:29715433-29716079 REVERSE LENGTH=159
Dm_00009028-RA,7,AT1G65230.1, Symbols: no symbol available , no full name available , chr1:24229167-24230764 FORWARD LENGTH=286
Dm_00009173-RA,7,AT1G32160.1, Symbols: no symbol available , no full name available , chr1:11568701-11570241 FORWARD LENGTH=406
Dm_00009180-RA,7,AT1G75560.2, Symbols: no symbol available , no full name available , chr1:28371420-28372717 REVERSE LENGTH=257
Dm_00009325-RA,7,AT3G49640.4, Symbols: no symbol available , no full name available , chr3:18400779-18402809 REVERSE LENGTH=303
Dm_00009366-RA,7,AT2G01080.1, Symbols: no symbol available , no full name available , chr2:78038-79176 FORWARD LENGTH=231
Dm_00009592-RA,7,AT2G30700.2, Symbols: no symbol available , no full name available , chr2:13082033-13085071 REVERSE LENGTH=467
Dm_00009646-RA,7,AT3G15430.6, Symbols: no symbol available , no full name available , chr3:5209408-5211562 FORWARD LENGTH=488
Dm_00009694-RA,7,AT5G13980.2, Symbols: no symbol available , no full name available , chr5:4508626-4514334 FORWARD LENGTH=1024
Dm_00009787-RA,7,AT5G37530.1, Symbols: no symbol available , no full name available , chr5:14906505-14909020 FORWARD LENGTH=457
Dm_00009973-RA,7,AT2G23060.1, Symbols: no symbol available , no full name available , chr2:9812839-9814633 REVERSE LENGTH=413
Dm_00010008-RA,7,AT4G11120.1, Symbols: no symbol available , no full name available , chr4:6778066-6779934 FORWARD LENGTH=395
Dm_00010058-RA,7,AT3G02690.1, Symbols: no symbol available , no full name available , chr3:579627-581448 FORWARD LENGTH=417
Dm_00010271-RA,7,AT3G26115.1, Symbols: no symbol available , no full name available , chr3:9542301-9544246 FORWARD LENGTH=427
Dm_00010307-RA,7,AT1G65560.1, Symbols: no symbol available , no full name available , chr1:24371608-24373673 REVERSE LENGTH=350
Dm_00010341-RA,7,AT1G77090.1, Symbols: no symbol available , no full name available , chr1:28960576-28961875 REVERSE LENGTH=260
Dm_00010558-RA,7,AT4G29400.1, Symbols: no symbol available , no full name available , chr4:14466350-14467980 FORWARD LENGTH=302
Dm_00010564-RA,7,AT2G35410.1, Symbols: no symbol available , no full name available , chr2:14898341-14899590 FORWARD LENGTH=308
Dm_00010655-RA,7,AT2G03420.1, Symbols: no symbol available , no full name available , chr2:1035100-1035937 REVERSE LENGTH=170
Dm_00010707-RA,7,AT5G24010.1, Symbols: no symbol available , no full name available , chr5:8113910-8116384 FORWARD LENGTH=824
Dm_00010763-RA,7,AT4G10430.3, Symbols: no symbol available , no full name available , chr4:6455110-6457996 REVERSE LENGTH=347
Dm_00010845-RA,7,AT1G55160.3, Symbols: no symbol available , no full name available , chr1:20578476-20579803 FORWARD LENGTH=213
Dm_00010849-RA,7,AT5G42760.1, Symbols: no symbol available , no full name available , chr5:17148953-17150105 FORWARD LENGTH=348
Dm_00010927-RA,7,AT3G06980.1, Symbols: no symbol available , no full name available , chr3:2201531-2204662 FORWARD LENGTH=781
Dm_00010936-RA,7,AT5G22050.2, Symbols: no symbol available , no full name available , chr5:7301467-7303209 FORWARD LENGTH=307
Dm_00010953-RA,7,AT3G22104.1, Symbols: no symbol available , no full name available , chr3:7789814-7792179 FORWARD LENGTH=506
Dm_00010959-RA,7,AT1G16080.1, Symbols: no symbol available , no full name available , chr1:5514394-5515761 FORWARD LENGTH=313
Dm_00011024-RA,7,AT1G71710.2, Symbols: no symbol available , no full name available , chr1:26973796-26976747 REVERSE LENGTH=655
Dm_00011029-RA,7,AT2G46915.1, Symbols: no symbol available , no full name available , chr2:19274018-19277707 REVERSE LENGTH=708
Dm_00011050-RA,7,AT5G10080.1, Symbols: no symbol available , no full name available , chr5:3150843-3153380 FORWARD LENGTH=528
Dm_00011132-RA,7,AT1G32220.1, Symbols: no symbol available , no full name available , chr1:11608038-11609591 FORWARD LENGTH=296
Dm_00011191-RA,7,AT5G19370.1, Symbols: no symbol available , no full name available , chr5:6524247-6526629 REVERSE LENGTH=299
Dm_00011223-RA,7,AT5G17610.1, Symbols: no symbol available , no full name available , chr5:5804011-5805045 FORWARD LENGTH=121
Dm_00011292-RA,7,AT3G02510.1, Symbols: no symbol available , no full name available , chr3:522086-524536 REVERSE LENGTH=393
Dm_00011313-RA,7,AT5G66290.1, Symbols: no symbol available , no full name available , chr5:26477917-26479441 REVERSE LENGTH=202
Dm_00011416-RA,7,AT2G20830.2, Symbols: no symbol available , no full name available , chr2:8968370-8970479 REVERSE LENGTH=431
Dm_00011550-RA,7,AT2G03810.7, Symbols: no symbol available , no full name available , chr2:1162703-1164286 FORWARD LENGTH=439
Dm_00011690-RA,7,AT5G64460.8, Symbols: no symbol available , no full name available , chr5:25773009-25775104 REVERSE LENGTH=282
Dm_00011703-RA,7,AT5G49555.1, Symbols: no symbol available , no full name available , chr5:20107411-20110602 REVERSE LENGTH=556
Dm_00011832-RA,7,AT2G38330.1, Symbols: no symbol available , no full name available , chr2:16064571-16067318 FORWARD LENGTH=521
Dm_00011871-RA,7,AT1G28140.1, Symbols: no symbol available , no full name available , chr1:9833029-9834390 REVERSE LENGTH=280
Dm_00011902-RA,7,AT1G59960.1, Symbols: no symbol available , no full name available , chr1:22071410-22073067 REVERSE LENGTH=326
Dm_00011910-RA,7,AT5G11330.1, Symbols: no symbol available , no full name available , chr5:3617342-3618861 REVERSE LENGTH=408
Dm_00011981-RA,7,AT1G20810.1, Symbols: no symbol available , no full name available , chr1:7232025-7233367 FORWARD LENGTH=232
Dm_00012006-RA,7,AT5G06060.1, Symbols: no symbol available , no full name available , chr5:1824066-1825833 REVERSE LENGTH=264
Dm_00012148-RA,7,AT3G26730.1, Symbols: no symbol available , no full name available , chr3:9823770-9827270 FORWARD LENGTH=772
Dm_00012171-RA,7,AT2G41950.1, Symbols: no symbol available , no full name available , chr2:17513137-17514029 FORWARD LENGTH=266
Dm_00012240-RA,7,AT3G59980.1, Symbols: no symbol available , no full name available , chr3:22154528-22155570 REVERSE LENGTH=273
Dm_00012269-RA,7,AT1G50450.1, Symbols: no symbol available , no full name available , chr1:18687902-18690348 REVERSE LENGTH=428
Dm_00012298-RA,7,AT1G30910.1, Symbols: no symbol available , no full name available , chr1:11000912-11002801 FORWARD LENGTH=318
Dm_00012504-RA,7,AT4G08455.1, Symbols: no symbol available , no full name available , chr4:5375810-5376922 FORWARD LENGTH=270
Dm_00012521-RA,7,AT3G45900.1, Symbols: no symbol available , no full name available , chr3:16874566-16875984 REVERSE LENGTH=389
Dm_00012614-RA,7,AT5G22930.1, Symbols: no symbol available , no full name available , chr5:7668229-7669315 REVERSE LENGTH=238
Dm_00012712-RA,7,AT3G15110.1, Symbols: no symbol available , no full name available , chr3:5084394-5085823 REVERSE LENGTH=266
Dm_00012722-RA,7,AT5G14020.5, Symbols: no symbol available , no full name available , chr5:4523730-4525819 REVERSE LENGTH=401
Dm_00013024-RA,7,AT3G09050.1, Symbols: no symbol available , no full name available , chr3:2764860-2765907 FORWARD LENGTH=258
Dm_00013120-RA,7,AT1G73650.3, Symbols: no symbol available , no full name available , chr1:27688409-27690165 REVERSE LENGTH=302
Dm_00013150-RA,7,AT5G18900.1, Symbols: no symbol available , no full name available , chr5:6304409-6306166 REVERSE LENGTH=298
Dm_00013276-RA,7,AT5G14550.4, Symbols: no symbol available , no full name available , chr5:4691434-4693732 REVERSE LENGTH=347
Dm_00013379-RA,7,AT4G17100.2, Symbols: no symbol available , no full name available , chr4:9610164-9611316 REVERSE LENGTH=314
Dm_00013449-RA,7,AT4G24090.1, Symbols: no symbol available , no full name available , chr4:12512742-12514467 FORWARD LENGTH=308
Dm_00013453-RA,7,AT2G37220.1, Symbols: no symbol available , no full name available , chr2:15634980-15636331 REVERSE LENGTH=289
Dm_00013638-RA,7,AT1G21065.1, Symbols: no symbol available , no full name available , chr1:7374210-7375644 FORWARD LENGTH=217
Dm_00013711-RA,7,AT4G33905.1, Symbols: no symbol available , no full name available , chr4:16254065-16255592 REVERSE LENGTH=261
Dm_00013714-RA,7,AT1G11930.2, Symbols: no symbol available , no full name available , chr1:4028783-4030298 FORWARD LENGTH=255
Dm_00013745-RA,7,AT3G15260.2, Symbols: no symbol available , no full name available , chr3:5138842-5140242 FORWARD LENGTH=289
Dm_00013857-RA,7,AT1G79080.1, Symbols: no symbol available , no full name available , chr1:29747102-29748832 REVERSE LENGTH=576
Dm_00013864-RA,7,AT5G22340.1, Symbols: no symbol available , no full name available , chr5:7394509-7396554 FORWARD LENGTH=323
Dm_00013898-RA,7,AT5G18475.1, Symbols: no symbol available , no full name available , chr5:6129255-6130775 REVERSE LENGTH=506
Dm_00013907-RA,7,AT2G17033.4, Symbols: no symbol available , no full name available , chr2:7401707-7403207 FORWARD LENGTH=470
Dm_00013916-RA,7,AT5G16940.2, Symbols: no symbol available , no full name available , chr5:5571797-5572204 REVERSE LENGTH=135
Dm_00014064-RA,7,AT3G12345.1, Symbols: no symbol available , no full name available , chr3:3930333-3930893 REVERSE LENGTH=186
Dm_00014105-RA,7,AT1G19485.2, Symbols: no symbol available , no full name available , chr1:6747167-6751443 FORWARD LENGTH=815
Dm_00014137-RA,7,AT1G76450.1, Symbols: no symbol available , no full name available , chr1:28684618-28686109 FORWARD LENGTH=247
Dm_00014140-RA,7,AT3G13800.4, Symbols: no symbol available , no full name available , chr3:4538879-4541366 FORWARD LENGTH=361
Dm_00014178-RA,7,AT3G23530.1, Symbols: no symbol available , no full name available , chr3:8437472-8442597 FORWARD LENGTH=867
Dm_00014645-RA,7,AT1G60230.1, Symbols: no symbol available , no full name available , chr1:22212223-22214346 REVERSE LENGTH=458
Dm_00014659-RA,7,AT5G62290.2, Symbols: no symbol available , no full name available , chr5:25019568-25020972 FORWARD LENGTH=228
Dm_00014664-RA,7,AT3G29270.2, Symbols: no symbol available , no full name available , chr3:11235326-11236117 FORWARD LENGTH=263
Dm_00014890-RA,7,AT5G02710.3, Symbols: no symbol available , no full name available , chr5:612628-613480 FORWARD LENGTH=176
Dm_00014992-RA,7,AT5G57950.1, Symbols: no symbol available , no full name available , chr5:23460765-23462128 FORWARD LENGTH=227
Dm_00015015-RA,7,AT1G48570.1, Symbols: no symbol available , no full name available , chr1:17955455-17957661 REVERSE LENGTH=455
Dm_00015762-RA,7,AT5G44530.1, Symbols: no symbol available , no full name available , chr5:17937931-17941193 FORWARD LENGTH=840
Dm_00015823-RA,7,AT4G31860.1, Symbols: no symbol available , no full name available , chr4:15406685-15408589 REVERSE LENGTH=357
Dm_00015851-RA,7,AT2G43560.1, Symbols: no symbol available , no full name available , chr2:18073995-18075385 REVERSE LENGTH=223
Dm_00016116-RA,7,AT2G25910.1, Symbols: no symbol available , no full name available , chr2:11049379-11051997 REVERSE LENGTH=341
Dm_00016117-RA,7,AT4G01935.1, Symbols: no symbol available , no full name available , chr4:841102-842228 FORWARD LENGTH=256
Dm_00016172-RA,7,AT1G43860.2, Symbols: no symbol available , no full name available , chr1:16622244-16623526 REVERSE LENGTH=335
Dm_00016225-RA,7,AT4G08455.1, Symbols: no symbol available , no full name available , chr4:5375810-5376922 FORWARD LENGTH=270
Dm_00016326-RA,7,AT1G09150.1, Symbols: no symbol available , no full name available , chr1:2946599-2948908 FORWARD LENGTH=181
Dm_00016369-RA,7,AT4G33110.2, Symbols: no symbol available , no full name available , chr4:15972497-15974531 REVERSE LENGTH=355
Dm_00016636-RA,7,AT1G50000.1, Symbols: no symbol available , no full name available , chr1:18515183-18517244 REVERSE LENGTH=296
Dm_00016952-RA,7,AT2G15320.1, Symbols: no symbol available , no full name available , chr2:6666527-6667675 REVERSE LENGTH=382
Dm_00017416-RA,7,AT2G33180.1, Symbols: no symbol available , no full name available , chr2:14066479-14067314 FORWARD LENGTH=166
Dm_00017435-RA,7,AT5G10320.1, Symbols: no symbol available , no full name available , chr5:3244180-3246603 REVERSE LENGTH=403
Dm_00017714-RA,7,AT1G32190.1, Symbols: no symbol available , no full name available , chr1:11593059-11595731 REVERSE LENGTH=422
Dm_00017830-RA,7,AT5G04550.2, Symbols: no symbol available , no full name available , chr5:1303757-1305556 REVERSE LENGTH=599
Dm_00017971-RA,7,AT2G48100.5, Symbols: no symbol available , no full name available , chr2:19671245-19672384 FORWARD LENGTH=242
Dm_00018012-RA,7,AT4G20880.1, Symbols: no symbol available , no full name available , chr4:11179389-11180606 REVERSE LENGTH=405
Dm_00018029-RA,7,AT3G55070.1, Symbols: no symbol available , no full name available , chr3:20408377-20410887 FORWARD LENGTH=418
Dm_00018075-RA,7,AT5G17530.4, Symbols: no symbol available , no full name available , chr5:5777716-5781863 FORWARD LENGTH=638
Dm_00018123-RA,7,AT1G01940.1, Symbols: no symbol available , no full name available , chr1:323082-324719 FORWARD LENGTH=160
Dm_00018128-RA,7,AT4G06676.2, Symbols: no symbol available , no full name available , chr4:3898998-3901280 FORWARD LENGTH=305
Dm_00018707-RA,7,AT2G44040.1, Symbols: no symbol available , no full name available , chr2:18221985-18223998 REVERSE LENGTH=347
Dm_00018736-RA,7,AT3G01850.4, Symbols: no symbol available , no full name available , chr3:300428-301531 REVERSE LENGTH=198
Dm_00018760-RA,7,AT1G53035.1, Symbols: no symbol available , no full name available , chr1:19761866-19762318 REVERSE LENGTH=150
Dm_00018865-RA,7,AT5G41761.1, Symbols: no symbol available , no full name available , chr5:16711437-16711742 FORWARD LENGTH=101
Dm_00018953-RA,7,AT1G07080.1, Symbols: no symbol available , no full name available , chr1:2170069-2171861 FORWARD LENGTH=265
Dm_00018954-RA,7,AT1G07080.1, Symbols: no symbol available , no full name available , chr1:2170069-2171861 FORWARD LENGTH=265
Dm_00018974-RA,7,AT2G37195.1, Symbols: no symbol available , no full name available , chr2:15620370-15621464 FORWARD LENGTH=133
Dm_00019159-RA,7,AT1G60560.1, Symbols: no symbol available , no full name available , chr1:22308791-22311277 REVERSE LENGTH=703
Dm_00019250-RA,7,AT5G54620.1, Symbols: no symbol available , no full name available , chr5:22187761-22189746 REVERSE LENGTH=431
Dm_00019337-RA,7,AT2G21960.1, Symbols: no symbol available , no full name available , chr2:9354990-9356958 FORWARD LENGTH=332
Dm_00019346-RA,7,AT3G43540.1, Symbols: no symbol available , no full name available , chr3:15430770-15433035 FORWARD LENGTH=373
Dm_00019443-RA,7,AT4G15520.1, Symbols: no symbol available , no full name available , chr4:8862829-8864366 FORWARD LENGTH=222
Dm_00019482-RA,7,AT1G60000.1, Symbols: no symbol available , no full name available , chr1:22093678-22094540 REVERSE LENGTH=258
Dm_00019568-RA,7,AT4G16410.1, Symbols: no symbol available , no full name available , chr4:9262019-9262576 REVERSE LENGTH=185
Dm_00019651-RA,7,AT2G04360.1, Symbols: no symbol available , no full name available , chr2:1519645-1521030 REVERSE LENGTH=320
Dm_00019685-RA,7,AT5G11750.1, Symbols: no symbol available , no full name available , chr5:3787343-3788926 FORWARD LENGTH=229
Dm_00019839-RA,7,AT2G21350.1, Symbols: no symbol available , no full name available , chr2:9136451-9137267 REVERSE LENGTH=222
Dm_00019938-RA,7,AT2G25920.1, Symbols: no symbol available , no full name available , chr2:11054425-11055916 REVERSE LENGTH=280
Dm_00019954-RA,7,AT2G27090.2, Symbols: no symbol available , no full name available , chr2:11567691-11570345 REVERSE LENGTH=743
Dm_00020009-RA,7,AT1G44760.1, Symbols: no symbol available , no full name available , chr1:16896894-16898427 REVERSE LENGTH=213
Dm_00020102-RA,7,AT2G47330.1, Symbols: no symbol available , no full name available , chr2:19429083-19431617 REVERSE LENGTH=760
Dm_00020492-RA,7,AT1G71480.3, Symbols: no symbol available , no full name available , chr1:26932079-26932787 FORWARD LENGTH=179
Dm_00020530-RA,7,AT3G15090.1, Symbols: no symbol available , no full name available , chr3:5076847-5078870 FORWARD LENGTH=366
Dm_00020630-RA,7,AT3G48980.2, Symbols: no symbol available , no full name available , chr3:18155398-18158222 FORWARD LENGTH=545
Dm_00020691-RA,7,AT4G27190.1, Symbols: no symbol available , no full name available , chr4:13620977-13623934 REVERSE LENGTH=985
Dm_00020806-RA,7,AT5G21222.4, Symbols: no symbol available , no full name available , chr5:7209422-7213700 FORWARD LENGTH=831
Dm_00021037-RA,7,AT5G16660.2, Symbols: no symbol available , no full name available , chr5:5465699-5467006 REVERSE LENGTH=166
Dm_00018889-RA,7,AT2G21960.1, Symbols: no symbol available , no full name available , chr2:9354990-9356958 FORWARD LENGTH=332
Dm_00002315-RA,7,AT1G80760.1," Symbols: NIP6, NIP6;1, NLM7 ", NOD26-like intrinsic protein 6;1 , chr1:30350640-30352015 REVERSE LENGTH=305
Dm_00001085-RA,7,AT4G10380.1," Symbols: NLM8, NIP5;1, AtNIP5;1, NLM6 "," NOD26-LIKE MIP 6, NOD26-like intrinsic protein 5;1, NOD26-LIKE MIP 8 ", chr4:6431530-6434510 REVERSE LENGTH=304
Dm_00016908-RA,7,AT1G44575.3," Symbols: CP22, PSBS, NPQ4 "," NONPHOTOCHEMICAL QUENCHING 4, PHOTOSYSTEM II SUBUNIT S ", chr1:16871768-16873194 FORWARD LENGTH=265
Dm_00005695-RA,7,AT5G58740.1, Symbols: NMig1 , Nuclear Migration 1 , chr5:23725936-23727528 REVERSE LENGTH=158
Dm_00004408-RA,7,AT5G45390.1," Symbols: CLPP4, NCLPP4 "," NUCLEAR-ENCODED CLP PROTEASE P4, CLP protease P4 ", chr5:18396351-18397586 FORWARD LENGTH=292
Dm_00001749-RA,7,AT1G11750.1," Symbols: NCLPP1, CLPP6, NCLPP6 "," NUCLEAR-ENCODED CLPP 1, CLP protease proteolytic subunit 6 ", chr1:3967609-3969535 FORWARD LENGTH=271
Dm_00013357-RA,7,AT2G05760.1, Symbols: NAT1 , nucleobase ascorbate transporter 1 , chr2:2180978-2183710 FORWARD LENGTH=520
Dm_00014883-RA,7,AT3G52050.5, Symbols: OEX1 , organellar exonuclease 1 , chr3:19305159-19308931 FORWARD LENGTH=365
Dm_00017421-RA,7,AT1G32520.1, Symbols: OXR4 , oxidation resistance 4 , chr1:11758422-11759272 REVERSE LENGTH=239
Dm_00005025-RA,7,AT2G39220.1," Symbols: pPLAIIIa, PLA IIB, PLP6 ", PATATIN-like protein 6 , chr2:16375055-16376663 REVERSE LENGTH=499
Dm_00020301-RA,7,AT5G56460.1, Symbols: PBL16 , PBS1-Like16 , chr5:22865509-22867866 FORWARD LENGTH=408
Dm_00001323-RA,7,AT3G59040.1, Symbols: PPR287 , pentatricopeptide repeat protein 287 , chr3:21821495-21824233 REVERSE LENGTH=583
Dm_00001173-RA,7,AT3G57190.1, Symbols: PrfB3 , peptide chain release factor 3 , chr3:21166468-21168198 FORWARD LENGTH=406
Dm_00001174-RA,7,AT3G57190.1, Symbols: PrfB3 , peptide chain release factor 3 , chr3:21166468-21168198 FORWARD LENGTH=406
Dm_00018980-RA,7,AT4G33420.1, Symbols: Prx47 , Peroxidase 47 , chr4:16084856-16086105 FORWARD LENGTH=325
Dm_00005952-RA,7,AT1G44970.1," Symbols: PER9, PRX9 "," PEROXIDASE9, PEROXIDASE 9 ", chr1:17002237-17003563 FORWARD LENGTH=346
Dm_00020562-RA,7,AT3G47430.1, Symbols: PEX11B , peroxin 11B , chr3:17480798-17481692 FORWARD LENGTH=227
Dm_00010692-RA,7,AT1G01820.1, Symbols: PEX11C , peroxin 11c , chr1:296213-297723 REVERSE LENGTH=235
Dm_00005119-RA,7,AT3G26060.1," Symbols: ATPRX Q, PRXQ ", peroxiredoxin Q , chr3:9524807-9526123 FORWARD LENGTH=216
Dm_00007808-RA,7,AT2G39970.1," Symbols: PXN, APEM3, PMP38 "," peroxisomal NAD carrier, peroxisomal membrane protein 38, ABERRANT PEROXISOME MORPHOLOGY 3 ", chr2:16684026-16686392 REVERSE LENGTH=331
Dm_00016581-RA,7,AT5G09660.2, Symbols: PMDH2 , peroxisomal NAD-malate dehydrogenase 2 , chr5:2993645-2995169 REVERSE LENGTH=333
Dm_00003074-RA,7,AT3G61060.1," Symbols: AtPP2-A13, PP2-A13 ", phloem protein 2-A13 , chr3:22603166-22604336 FORWARD LENGTH=290
Dm_00005855-RA,7,AT3G46980.4, Symbols: PHT4;3 , phosphate transporter 4;3 , chr3:17307294-17310043 REVERSE LENGTH=581
Dm_00005333-RA,7,AT4G16700.1, Symbols: PSD1 , phosphatidylserine decarboxylase 1 , chr4:9395815-9398261 REVERSE LENGTH=453
Dm_00006436-RA,7,AT3G01550.2," Symbols: PPT2, ATPPT2 "," phosphoenolpyruvate (pep)/phosphate translocator 2, PHOSPHOENOLPYRUVATE (PEP)/PHOSPHATE TRANSLOCATOR 2 ", chr3:216947-218856 REVERSE LENGTH=378
Dm_00014031-RA,7,AT5G13640.1," Symbols: ATPDAT, PDAT1, PDAT "," PHOSPHOLIPID:DIACYLGLYCEROL ACYLTRANSFERASE 1, phospholipid:diacylglycerol acyltransferase, ARABIDOPSIS THALIANA PHOSPHOLIPID:DIACYLGLYCEROL ACYLTRANSFERASE ", chr5:4393529-4397213 FORWARD LENGTH=671
Dm_00010990-RA,7,AT1G32060.1, Symbols: PRK , phosphoribulokinase , chr1:11532668-11534406 FORWARD LENGTH=395
Dm_00006927-RA,7,AT1G71500.1," Symbols: PSB33, LIL8 "," PhotoSystem B protein 33, Light-harvesting-like 8 ", chr1:26936084-26937331 FORWARD LENGTH=287
Dm_00006278-RA,7,AT1G61520.3, Symbols: LHCA3 , photosystem I light harvesting complex gene 3 , chr1:22700152-22701149 FORWARD LENGTH=273
Dm_00000105-RA,7,AT1G03130.1, Symbols: PSAD-2 , photosystem I subunit D-2 , chr1:753528-754142 REVERSE LENGTH=204
Dm_00006702-RA,7,AT2G20260.1, Symbols: PSAE-2 , photosystem I subunit E-2 , chr2:8736780-8737644 FORWARD LENGTH=145
Dm_00007085-RA,7,AT1G52230.1," Symbols: PSI-H, PSAH-2, PSAH2 "," photosystem I subunit H2, PHOTOSYSTEM I SUBUNIT H-2 ", chr1:19454902-19455508 FORWARD LENGTH=145
Dm_00001217-RA,7,AT4G12800.2, Symbols: PSAL , photosystem I subunit l , chr4:7521283-7522493 FORWARD LENGTH=281
Dm_00003691-RA,7,AT4G28660.1, Symbols: PSB28 , photosystem II reaction center PSB28 protein , chr4:14150008-14150933 FORWARD LENGTH=183
Dm_00015002-RA,7,AT2G30570.1, Symbols: PSBW , photosystem II reaction center W , chr2:13019326-13020053 REVERSE LENGTH=133
Dm_00005862-RA,7,AT4G05180.2," Symbols: PSBQ-2, PSBQ, PSII-Q "," photosystem II subunit Q-2, PHOTOSYSTEM II SUBUNIT Q ", chr4:2672093-2673170 REVERSE LENGTH=230
Dm_00007450-RA,7,AT2G06520.1, Symbols: PSBX , photosystem II subunit X , chr2:2587868-2588218 REVERSE LENGTH=116
Dm_00008459-RA,7,AT2G25290.4, Symbols: Phox1 , Phox1 , chr2:10766192-10768517 REVERSE LENGTH=745
Dm_00004680-RA,7,AT4G38160.4," Symbols: PDE191, mTERF6 "," pigment defective 191, mitochondrial transcription termination factor 6 ", chr4:17902412-17903413 FORWARD LENGTH=333
Dm_00003296-RA,7,AT1G05750.2," Symbols: PDE247, CLB19 "," pigment defective 247, CHLOROPLAST BIOGENESIS 19 ", chr1:1721523-1723025 FORWARD LENGTH=500
Dm_00011000-RA,7,AT4G09650.1," Symbols: PDE332, ATPD "," PIGMENT DEFECTIVE 332, ATP synthase delta-subunit gene ", chr4:6100799-6101503 FORWARD LENGTH=234
Dm_00007086-RA,7,AT1G79850.1," Symbols: RPS17, PDE347, CS17, PRPS17 "," PIGMENT DEFECTIVE 347, PLASTID RIBOSOMAL SMALL SUBUNIT PROTEIN 17, ribosomal protein S17 ", chr1:30041473-30041922 REVERSE LENGTH=149
Dm_00014953-RA,7,AT1G32100.1," Symbols: ATPRR1, PRR1 ", pinoresinol reductase 1 , chr1:11546472-11547953 REVERSE LENGTH=317
Dm_00016261-RA,7,AT1G32990.1, Symbols: PRPL11 , plastid ribosomal protein l11 , chr1:11955827-11957139 FORWARD LENGTH=222
Dm_00010639-RA,7,AT2G33450.1, Symbols: PRPL28 , plastid ribosomal protein L28 , chr2:14173620-14174380 FORWARD LENGTH=143
Dm_00003584-RA,7,AT3G13120.3, Symbols: PRPS10 , plastid ribosomal protein of the 30S subunit 10 , chr3:4220310-4221526 REVERSE LENGTH=191
Dm_00019031-RA,7,AT5G30510.1," Symbols: ARRPS1, RPS1, PRPS1 "," plastid ribosomal protein S1, ribosomal protein S1 ", chr5:11619262-11621223 REVERSE LENGTH=416
Dm_00014229-RA,7,AT3G15190.1, Symbols: PRPS20 , plastid ribosomal protein S20 , chr3:5116216-5117412 FORWARD LENGTH=202
Dm_00000687-RA,7,AT1G29070.1, Symbols: PRPL34 , plastid ribosomal proteins of the 50S subunit 34 , chr1:10149884-10151155 FORWARD LENGTH=157
Dm_00003843-RA,7,AT3G46780.1, Symbols: PTAC16 , plastid transcriptionally active 16 , chr3:17228766-17231021 FORWARD LENGTH=510
Dm_00009633-RA,7,AT5G17870.1, Symbols: PSRP6 , plastid-specific 50S ribosomal protein 6 , chr5:5907817-5908137 FORWARD LENGTH=106
Dm_00008557-RA,7,AT1G03860.3," Symbols: PHB2, ATPHB2 ", prohibitin 2 , chr1:979611-981157 REVERSE LENGTH=286
Dm_00011198-RA,7,AT3G63490.1," Symbols: EMB3126, PRPL1 "," proline-rich protein-like 1, plastid ribosomal protein L1, EMBRYO DEFECTIVE 3126 ", chr3:23444269-23446020 FORWARD LENGTH=346
Dm_00008689-RA,7,AT4G34090.1, Symbols: PAB , Protein in chloroplast Atpase Biogenesis , chr4:16328051-16330110 REVERSE LENGTH=330
Dm_00007456-RA,7,AT1G27070.1, Symbols: PTST2 , PROTEIN TARGETING TO STARCH 2 , chr1:9396945-9399225 REVERSE LENGTH=532
Dm_00005108-RA,7,AT4G03280.1," Symbols: PGR1, PETC "," PROTON GRADIENT REGULATION 1, photosynthetic electron transfer C ", chr4:1440314-1441717 FORWARD LENGTH=229
Dm_00012801-RA,7,AT2G05620.2," Symbols: PGR5, AtPGR5 ", proton gradient regulation 5 , chr2:2081204-2081687 REVERSE LENGTH=133
Dm_00002867-RA,7,AT4G31390.1," Symbols: AtACDO1, PGR6, ACDO1, ABC1K1 "," PROTON GRADIENT REGULATION 6, ABC1-like kinase 1, ABC1-like kinase related to chlorophyll degradation and oxidative stress 1 ", chr4:15233126-15236764 FORWARD LENGTH=682
Dm_00002973-RA,7,AT3G21110.3," Symbols: PURC, ATPURC, PUR7 "," PURIN C, purin 7 ", chr3:7402696-7405273 REVERSE LENGTH=411
Dm_00021055-RA,7,AT4G13700.1," Symbols: ATPAP23, PAP23 ", purple acid phosphatase 23 , chr4:7957072-7958919 REVERSE LENGTH=458
Dm_00003452-RA,7,AT3G53620.1," Symbols: PPa4, AtPPa4 ", pyrophosphorylase 4 , chr3:19881491-19883308 FORWARD LENGTH=216
Dm_00014392-RA,7,AT5G09650.1," Symbols: PPa6, AtPPa6 ", pyrophosphorylase 6 , chr5:2991331-2993117 REVERSE LENGTH=300
