Orthogroup	P_amilis.proteins	D_muscipula.proteins
OG0009269	FUN_020912-T1	Dm_00015073-RA
OG0009270	FUN_002501-T1, FUN_002501-T2	Dm_00000540-RA
OG0009271	FUN_025172-T2, FUN_025172-T1	Dm_00002967-RA
OG0009272	FUN_039224-T1, FUN_039225-T1	Dm_00012284-RA
OG0009273	FUN_007634-T1, FUN_007634-T2	Dm_00004481-RA
OG0009275	FUN_036241-T1, FUN_052554-T1, FUN_052554-T2	Dm_00002396-RA
OG0009276	FUN_007712-T1	Dm_00020414-RA
OG0009277	FUN_020426-T1	Dm_00017222-RA
OG0009278	FUN_032821-T1	Dm_00005794-RA
OG0009279	FUN_041859-T1	Dm_00019067-RA
OG0009280	FUN_034193-T1, FUN_000493-T1	Dm_00000578-RA
OG0009281	FUN_053283-T1	Dm_00014798-RA
OG0009284	FUN_027183-T1	Dm_00016509-RA
OG0009285	FUN_018109-T1	Dm_00014521-RA
OG0009286	FUN_015307-T1	Dm_00017925-RA
OG0009287	FUN_025205-T1	Dm_00014603-RA
OG0009288	FUN_036233-T2, FUN_036233-T1	Dm_00002403-RA
OG0009289	FUN_029375-T1	Dm_00000393-RA
OG0009290	FUN_043549-T1	Dm_00004665-RA
OG0009291	FUN_045149-T1	Dm_00006663-RA, Dm_00005271-RA
OG0009292	FUN_002609-T1	Dm_00002794-RA
OG0009293	FUN_017358-T1, FUN_041346-T1, FUN_017358-T2	Dm_00018111-RA
OG0009294	FUN_050831-T2, FUN_050831-T3, FUN_050831-T1	Dm_00010696-RA
OG0009296	FUN_048785-T1	Dm_00013143-RA, Dm_00003877-RA
OG0009299	FUN_005745-T1	Dm_00013206-RA
OG0009300	FUN_018406-T1	Dm_00012306-RA, Dm_00020393-RA
OG0009301	FUN_051769-T1, FUN_047158-T1	Dm_00004682-RA
OG0009302	FUN_050072-T1, FUN_023970-T1	Dm_00014710-RA
OG0009303	FUN_005248-T1	Dm_00006365-RA
OG0009304	FUN_005701-T2	Dm_00008776-RA
OG0009304	FUN_005701-T1	Dm_00011862-RA
OG0009306	FUN_039829-T1	Dm_00009731-RA
OG0009308	FUN_049458-T1	Dm_00018347-RA, Dm_00008354-RA
OG0009310	FUN_015191-T1, FUN_033795-T1	Dm_00001346-RA
OG0009312	FUN_023919-T1, FUN_050064-T1	Dm_00006861-RA
OG0009313	FUN_039793-T1	Dm_00017826-RA
OG0009314	FUN_012492-T1, FUN_035329-T1, FUN_035328-T1, FUN_035325-T1	Dm_00007035-RA
OG0009315	FUN_045804-T1	Dm_00003398-RA
OG0009316	FUN_004083-T1	Dm_00001570-RA
OG0009321	FUN_020765-T1	Dm_00001098-RA
OG0009322	FUN_003978-T1	Dm_00000043-RA
OG0009323	FUN_039842-T1	Dm_00016512-RA
OG0009324	FUN_032725-T1, FUN_032725-T2	Dm_00001296-RA
OG0009325	FUN_052401-T1, FUN_024836-T1	Dm_00006169-RA
OG0009326	FUN_011186-T1	Dm_00006250-RA
OG0009327	FUN_046723-T1	Dm_00013761-RA
OG0009328	FUN_013598-T1	Dm_00000918-RA
OG0009329	FUN_051249-T1	Dm_00002467-RA
OG0009331	FUN_010670-T1, FUN_047292-T1	Dm_00012570-RA
OG0009333	FUN_033797-T1	Dm_00011288-RA
OG0009335	FUN_013607-T1	Dm_00009775-RA
OG0009336	FUN_035995-T1	Dm_00002616-RA
OG0009337	FUN_029042-T1, FUN_029042-T2	Dm_00004251-RA
OG0009338	FUN_030035-T1, FUN_030035-T2	Dm_00013021-RA
OG0009339	FUN_026123-T1	Dm_00004390-RA
OG0009340	FUN_032767-T1	Dm_00001183-RA, Dm_00004147-RA
OG0009341	FUN_011639-T1	Dm_00008538-RA, Dm_00012317-RA
OG0009342	FUN_024949-T1	Dm_00014585-RA
OG0009343	FUN_003513-T1, FUN_003514-T1	Dm_00002553-RA
OG0009344	FUN_008133-T1, FUN_008133-T2	Dm_00020975-RA
OG0009345	FUN_032724-T1	Dm_00009405-RA, Dm_00015084-RA
OG0009346	FUN_052344-T1	Dm_00000293-RA, Dm_00002611-RA
OG0009347	FUN_014195-T1, FUN_020508-T1	Dm_00014864-RA
OG0009348	FUN_010839-T1	Dm_00000220-RA
OG0009349	FUN_036428-T1, FUN_052747-T1, FUN_052747-T2	Dm_00007381-RA
OG0009351	FUN_000655-T1, FUN_000655-T2	Dm_00020421-RA
OG0009352	FUN_030042-T1, FUN_014428-T1	Dm_00010842-RA
OG0009353	FUN_003115-T1	Dm_00012100-RA
OG0009354	FUN_047276-T1, FUN_047276-T2	Dm_00008203-RA
OG0009355	FUN_052490-T1	Dm_00001217-RA
OG0009356	FUN_000660-T1	Dm_00004351-RA
OG0009357	FUN_033235-T1	Dm_00012187-RA
OG0009358	FUN_051448-T1	Dm_00000586-RA
OG0009359	FUN_014214-T1	Dm_00003422-RA
OG0009361	FUN_046315-T1	Dm_00002686-RA
OG0009362	FUN_035258-T2, FUN_035258-T1, FUN_012428-T2, FUN_012428-T1	Dm_00006449-RA
OG0009363	FUN_005369-T2, FUN_005369-T1	Dm_00001595-RA
OG0009364	FUN_030067-T1	Dm_00017497-RA
OG0009365	FUN_004773-T1	Dm_00012032-RA
OG0009366	FUN_047294-T1, FUN_047293-T2, FUN_047293-T1	Dm_00012569-RA
OG0009368	FUN_031098-T2, FUN_031098-T1	Dm_00015205-RA
OG0009369	FUN_044716-T1	Dm_00017164-RA
OG0009370	FUN_010816-T1	Dm_00003279-RA
OG0009371	FUN_044769-T1	Dm_00013694-RA
OG0009373	FUN_020756-T1	Dm_00002227-RA
OG0009374	FUN_042319-T1	Dm_00015303-RA
OG0009376	FUN_008214-T1	Dm_00002550-RA, Dm_00011576-RA
OG0009377	FUN_042636-T1	Dm_00003056-RA
OG0009378	FUN_038451-T1	Dm_00012698-RA
OG0009384	FUN_009795-T1	Dm_00018128-RA
OG0009385	FUN_045566-T1	Dm_00005393-RA
OG0009386	FUN_048338-T1	Dm_00007776-RA
OG0009388	FUN_031107-T1	Dm_00013549-RA
OG0009389	FUN_052271-T1	Dm_00018201-RA
OG0009390	FUN_042733-T1	Dm_00017514-RA, Dm_00008927-RA
OG0009391	FUN_045636-T1, FUN_051854-T1	Dm_00009583-RA
OG0009392	FUN_030502-T1, FUN_052778-T1	Dm_00013383-RA
OG0009394	FUN_002375-T1	Dm_00001722-RA
OG0009395	FUN_038682-T1	Dm_00015046-RA
OG0009396	FUN_031658-T1	Dm_00003047-RA
OG0009397	FUN_051784-T2, FUN_051784-T1	Dm_00005391-RA
OG0009398	FUN_024010-T1	Dm_00012219-RA
OG0009399	FUN_045788-T1	Dm_00004377-RA
OG0009401	FUN_025590-T1	Dm_00011728-RA
OG0009402	FUN_044151-T1	Dm_00004256-RA
OG0009403	FUN_012942-T1	Dm_00009553-RA
OG0009404	FUN_001976-T2, FUN_001976-T1	Dm_00018496-RA
OG0009405	FUN_045743-T1	Dm_00018559-RA
OG0009406	FUN_051960-T1	Dm_00019605-RA
OG0009407	FUN_025550-T2	Dm_00007433-RA
OG0009408	FUN_003926-T1	Dm_00018284-RA
OG0009409	FUN_012822-T1	Dm_00002242-RA, Dm_00007679-RA
OG0009411	FUN_025614-T1	Dm_00003059-RA, Dm_00000164-RA
OG0009412	FUN_022420-T1	Dm_00002522-RA
OG0009413	FUN_026973-T1	Dm_00014392-RA
OG0009414	FUN_042731-T1	Dm_00015698-RA
OG0009415	FUN_003603-T1	Dm_00003428-RA
OG0009415	FUN_034009-T1	Dm_00003429-RA
OG0009416	FUN_026916-T1, FUN_027951-T1	Dm_00016172-RA
OG0009417	FUN_050751-T1	Dm_00003467-RA
OG0009419	FUN_030579-T1	Dm_00008175-RA, Dm_00007289-RA, Dm_00010202-RA
OG0009420	FUN_004256-T1, FUN_004256-T2	Dm_00006623-RA
OG0009421	FUN_026995-T1	Dm_00008299-RA, Dm_00008298-RA
OG0009422	FUN_044547-T1	Dm_00009844-RA
OG0009423	FUN_010818-T1	Dm_00013350-RA
OG0009424	FUN_025646-T1	Dm_00010008-RA, Dm_00021025-RA
OG0009425	FUN_039805-T1	Dm_00005973-RA
OG0009426	FUN_046076-T1	Dm_00014725-RA
OG0009427	FUN_052015-T1	Dm_00013339-RA
OG0009428	FUN_001614-T1	Dm_00010851-RA
OG0009429	FUN_029678-T1	Dm_00004716-RA
OG0009430	FUN_029255-T1	Dm_00009735-RA
OG0009432	FUN_028899-T2, FUN_028899-T1	Dm_00013028-RA
OG0009433	FUN_029002-T1	Dm_00019468-RA
OG0009434	FUN_036259-T1	Dm_00002393-RA, Dm_00002453-RA
OG0009435	FUN_030026-T1	Dm_00007681-RA, Dm_00002240-RA
OG0009436	FUN_016721-T1	Dm_00013019-RA
OG0009439	FUN_051776-T1	Dm_00004680-RA
OG0009440	FUN_046031-T1	Dm_00017291-RA
OG0009441	FUN_038652-T1, FUN_038652-T2	Dm_00006178-RA
OG0009442	FUN_019216-T1	Dm_00002646-RA
OG0009446	FUN_038123-T1, FUN_048606-T1	Dm_00005707-RA, Dm_00019348-RA
OG0009447	FUN_025477-T1	Dm_00015870-RA
OG0009448	FUN_027236-T1	Dm_00005296-RA
OG0009449	FUN_031239-T1	Dm_00001078-RA
OG0009450	FUN_009793-T1	Dm_00015144-RA
OG0009451	FUN_036729-T1	Dm_00002728-RA
OG0009452	FUN_002312-T1	Dm_00001740-RA
OG0009454	FUN_007794-T1	Dm_00016823-RA
OG0009455	FUN_052357-T1, FUN_001961-T1	Dm_00004860-RA
OG0009456	FUN_007914-T1	Dm_00008535-RA
OG0009457	FUN_020848-T1	Dm_00012572-RA
OG0009458	FUN_048547-T1	Dm_00011138-RA
OG0009459	FUN_006329-T1	Dm_00015893-RA
OG0009460	FUN_018847-T1	Dm_00001939-RA, Dm_00000381-RA
OG0009461	FUN_001542-T2, FUN_001542-T1	Dm_00004652-RA
OG0009462	FUN_049431-T1	Dm_00005948-RA
OG0009463	FUN_043401-T1, FUN_043401-T3	Dm_00019780-RA
OG0009466	FUN_009628-T1, FUN_030571-T1	Dm_00006593-RA
OG0009467	FUN_051791-T1	Dm_00004674-RA, Dm_00017575-RA
OG0009468	FUN_035590-T1	Dm_00001471-RA
OG0009469	FUN_034715-T1	Dm_00008957-RA
OG0009470	FUN_018922-T1	Dm_00013434-RA
OG0009471	FUN_018923-T1	Dm_00012582-RA
OG0009473	FUN_010821-T1	Dm_00016174-RA
OG0009475	FUN_049569-T1	Dm_00018905-RA
OG0009476	FUN_023983-T1	Dm_00017412-RA
OG0009477	FUN_043275-T1	Dm_00000723-RA
OG0009478	FUN_012464-T1	Dm_00005513-RA
OG0009479	FUN_010797-T1	Dm_00020578-RA
OG0009481	FUN_034275-T1	Dm_00006950-RA
OG0009482	FUN_052234-T1	Dm_00005193-RA
OG0009485	FUN_052731-T1	Dm_00006144-RA
OG0009486	FUN_011965-T2, FUN_011965-T1	Dm_00004671-RA
OG0009487	FUN_001660-T1	Dm_00015722-RA
OG0009488	FUN_049628-T1	Dm_00011856-RA
OG0009489	FUN_008433-T1	Dm_00002226-RA
OG0009492	FUN_035803-T1	Dm_00000667-RA
OG0009493	FUN_046713-T2, FUN_046713-T3, FUN_046713-T1	Dm_00004444-RA
OG0009495	FUN_035652-T1, FUN_001236-T1	Dm_00001929-RA, Dm_00012466-RA
OG0009497	FUN_000981-T1	Dm_00004814-RA
OG0009498	FUN_042667-T1	Dm_00002162-RA
OG0009499	FUN_021098-T1, FUN_021094-T1	Dm_00011910-RA
OG0009500	FUN_026766-T2, FUN_026766-T1	Dm_00004744-RA
OG0009501	FUN_008299-T1	Dm_00019909-RA
OG0009502	FUN_050119-T1	Dm_00017568-RA, Dm_00016343-RA
OG0009503	FUN_018595-T1, FUN_018598-T1, FUN_018597-T1	Dm_00004265-RA
OG0009505	FUN_021653-T3, FUN_021653-T1, FUN_021653-T2	Dm_00002330-RA
OG0009506	FUN_049419-T1	Dm_00017328-RA
OG0009507	FUN_052320-T1	Dm_00012283-RA
OG0009508	FUN_032874-T1	Dm_00007319-RA, Dm_00000991-RA
OG0009509	FUN_032891-T1, FUN_032891-T2	Dm_00013081-RA
OG0009511	FUN_022770-T1	Dm_00018325-RA
OG0009513	FUN_030413-T1	Dm_00017454-RA
OG0009514	FUN_041260-T1	Dm_00004178-RA
OG0009515	FUN_026043-T1	Dm_00005006-RA
OG0009516	FUN_026502-T1	Dm_00008239-RA
OG0009517	FUN_050781-T1	Dm_00011844-RA
OG0009518	FUN_037250-T1, FUN_048031-T1	Dm_00014874-RA
OG0009519	FUN_026033-T1	Dm_00000266-RA
OG0009520	FUN_009821-T2, FUN_009821-T1	Dm_00002245-RA
OG0009522	FUN_047907-T1	Dm_00003735-RA
OG0009523	FUN_049645-T2, FUN_049645-T1	Dm_00003823-RA
OG0009524	FUN_025555-T1	Dm_00015268-RA
OG0009525	FUN_001875-T1	Dm_00003015-RA
OG0009527	FUN_052183-T1	Dm_00008958-RA
OG0009529	FUN_040667-T1	Dm_00010348-RA
OG0009530	FUN_025187-T1	Dm_00017557-RA
OG0009531	FUN_008293-T1	Dm_00013078-RA
OG0009532	FUN_045063-T1, FUN_043849-T1	Dm_00000187-RA
OG0009533	FUN_003131-T2, FUN_003131-T1	Dm_00003733-RA
OG0009534	FUN_003027-T2	Dm_00015605-RA
OG0009536	FUN_045692-T1, FUN_051906-T1	Dm_00000751-RA
OG0009537	FUN_052457-T1, FUN_051158-T1	Dm_00004820-RA
OG0009538	FUN_039195-T1	Dm_00013576-RA
OG0009539	FUN_052443-T1, FUN_001768-T1	Dm_00016536-RA
OG0009540	FUN_005428-T1, FUN_021589-T1	Dm_00002505-RA
OG0009541	FUN_037144-T1	Dm_00018805-RA
OG0009544	FUN_028027-T1, FUN_034883-T1	Dm_00001008-RA
OG0009547	FUN_041976-T1	Dm_00001452-RA
OG0009549	FUN_002886-T1	Dm_00006407-RA
OG0009550	FUN_048099-T1	Dm_00019296-RA
OG0009551	FUN_026201-T1	Dm_00000081-RA
OG0009552	FUN_015868-T1	Dm_00018990-RA, Dm_00008043-RA
OG0009553	FUN_005978-T1	Dm_00014434-RA
OG0009554	FUN_047836-T1	Dm_00003271-RA
OG0009555	FUN_001979-T1	Dm_00015029-RA
OG0009557	FUN_049601-T1, FUN_036913-T1	Dm_00020885-RA
OG0009559	FUN_001906-T1, FUN_001906-T2	Dm_00018785-RA
OG0009561	FUN_022761-T1	Dm_00018322-RA, Dm_00003084-RA
OG0009562	FUN_000878-T1	Dm_00011645-RA
OG0009563	FUN_006018-T1	Dm_00015223-RA
OG0009565	FUN_026768-T1, FUN_026768-T2	Dm_00000730-RA
OG0009566	FUN_006583-T1, FUN_025883-T1	Dm_00007177-RA
OG0009567	FUN_013058-T1	Dm_00000749-RA
OG0009568	FUN_021402-T1	Dm_00006767-RA
OG0009569	FUN_010291-T1	Dm_00014176-RA
OG0009570	FUN_037608-T1, FUN_048321-T1	Dm_00002704-RA
OG0009573	FUN_018576-T1	Dm_00010508-RA
OG0009574	FUN_028647-T1, FUN_028645-T1	Dm_00008491-RA, Dm_00005222-RA
OG0009575	FUN_052381-T1	Dm_00016120-RA
OG0009576	FUN_001861-T1	Dm_00003860-RA
OG0009577	FUN_042633-T1	Dm_00001887-RA
OG0009578	FUN_001959-T1	Dm_00010407-RA
OG0009579	FUN_027855-T1, FUN_021352-T1	Dm_00012132-RA
OG0009581	FUN_018770-T1	Dm_00010875-RA
OG0009582	FUN_040272-T1	Dm_00020434-RA, Dm_00007619-RA
OG0009583	FUN_006237-T1	Dm_00002326-RA
OG0009585	FUN_006560-T1	Dm_00007181-RA
OG0009586	FUN_040540-T1, FUN_040543-T2, FUN_040543-T1, FUN_040537-T1	Dm_00012469-RA
OG0009587	FUN_049781-T1	Dm_00016285-RA
OG0009588	FUN_026261-T1	Dm_00000091-RA
OG0009589	FUN_001775-T1, FUN_030525-T1	Dm_00006615-RA
OG0009590	FUN_018050-T1	Dm_00008370-RA
OG0009594	FUN_002043-T3, FUN_002043-T1, FUN_002043-T2	Dm_00007115-RA
OG0009595	FUN_008135-T1	Dm_00012467-RA
OG0009597	FUN_001727-T1	Dm_00000273-RA
OG0009598	FUN_002130-T1	Dm_00007126-RA
OG0009599	FUN_028404-T1, FUN_001293-T1	Dm_00008310-RA
OG0009601	FUN_015475-T1, FUN_049334-T1	Dm_00005768-RA
OG0009602	FUN_036274-T1	Dm_00000477-RA
OG0009604	FUN_046471-T1, FUN_036300-T1	Dm_00001896-RA
OG0009605	FUN_042322-T2, FUN_042322-T1	Dm_00008592-RA
OG0009606	FUN_029028-T1	Dm_00003630-RA
OG0009608	FUN_001616-T1	Dm_00018394-RA
OG0009611	FUN_001577-T1	Dm_00015735-RA
OG0009612	FUN_011191-T1	Dm_00013033-RA
OG0009613	FUN_027479-T1	Dm_00003315-RA
OG0009614	FUN_014310-T2, FUN_014310-T1	Dm_00006853-RA
OG0009615	FUN_011720-T2, FUN_011720-T1	Dm_00007952-RA
OG0009616	FUN_033997-T1	Dm_00003417-RA
OG0009618	FUN_031712-T2, FUN_031712-T1	Dm_00000511-RA
OG0009619	FUN_011949-T1	Dm_00005451-RA
OG0009621	FUN_029312-T1, FUN_019003-T1	Dm_00005910-RA, Dm_00016703-RA
OG0009622	FUN_020362-T1, FUN_020362-T2	Dm_00002635-RA
OG0009624	FUN_049333-T1	Dm_00010092-RA
OG0009625	FUN_050245-T1	Dm_00015617-RA
OG0009627	FUN_020788-T1	Dm_00004705-RA
OG0009628	FUN_034588-T1	Dm_00012820-RA
OG0009631	FUN_029269-T1	Dm_00012601-RA
OG0009632	FUN_020080-T1, FUN_020080-T2, FUN_020080-T3	Dm_00007103-RA
OG0009633	FUN_052688-T2, FUN_052688-T1	Dm_00006009-RA
OG0009634	FUN_041602-T1	Dm_00014232-RA
OG0009636	FUN_051888-T1	Dm_00016956-RA
OG0009637	FUN_042768-T1	Dm_00010510-RA, Dm_00018885-RA
OG0009638	FUN_027272-T1	Dm_00008575-RA
OG0009639	FUN_027611-T1, FUN_027611-T2	Dm_00017498-RA
OG0009640	FUN_034749-T1	Dm_00004059-RA
OG0009641	FUN_000719-T1	Dm_00015465-RA
OG0009642	FUN_015701-T1	Dm_00003165-RA
OG0009643	FUN_007682-T1, FUN_007682-T2	Dm_00005258-RA
OG0009644	FUN_003113-T1, FUN_003112-T1	Dm_00006047-RA
OG0009647	FUN_036277-T2, FUN_036277-T3, FUN_036277-T1	Dm_00013737-RA
OG0009649	FUN_037428-T1	Dm_00000679-RA
OG0009650	FUN_015828-T1, FUN_015828-T2	Dm_00004976-RA
OG0009651	FUN_001500-T1	Dm_00016303-RA
OG0009652	FUN_018979-T1, FUN_018979-T2	Dm_00008167-RA
OG0009653	FUN_046712-T1	Dm_00000468-RA
OG0009654	FUN_040463-T1	Dm_00020477-RA, Dm_00020190-RA
OG0009655	FUN_011453-T1	Dm_00000300-RA
OG0009658	FUN_027506-T2, FUN_027506-T1, FUN_027506-T3	Dm_00015695-RA
OG0009659	FUN_027530-T1	Dm_00004891-RA
OG0009660	FUN_029659-T1	Dm_00013253-RA
OG0009661	FUN_042686-T1	Dm_00015815-RA
OG0009663	FUN_032311-T1	Dm_00006963-RA
OG0009664	FUN_018871-T1, FUN_018872-T1, FUN_030763-T1	Dm_00015146-RA
OG0009666	FUN_004108-T1	Dm_00000014-RA
OG0009667	FUN_013515-T1	Dm_00006034-RA
OG0009668	FUN_039431-T1	Dm_00018706-RA
OG0009669	FUN_012267-T2, FUN_012267-T1	Dm_00018899-RA
OG0009672	FUN_037327-T1	Dm_00002672-RA
OG0009673	FUN_036312-T1	Dm_00020275-RA
OG0009674	FUN_020757-T1, FUN_020757-T2	Dm_00003640-RA
OG0009675	FUN_003124-T1	Dm_00009377-RA
OG0009677	FUN_012729-T1	Dm_00021109-RA
OG0009678	FUN_008434-T1	Dm_00013915-RA
OG0009680	FUN_034983-T1	Dm_00006112-RA
OG0009681	FUN_039467-T1	Dm_00004507-RA
OG0009682	FUN_011937-T1	Dm_00005147-RA
OG0009683	FUN_012689-T1	Dm_00006898-RA
OG0009684	FUN_051803-T1, FUN_039687-T1	Dm_00016128-RA
OG0009686	FUN_007560-T1	Dm_00012542-RA
OG0009687	FUN_041052-T1	Dm_00001773-RA
OG0009688	FUN_031209-T1	Dm_00006656-RA, Dm_00010250-RA
OG0009689	FUN_003594-T1	Dm_00012554-RA
OG0009690	FUN_004121-T1	Dm_00005307-RA
OG0009691	FUN_036210-T1, FUN_036210-T2, FUN_052523-T1	Dm_00001206-RA
OG0009692	FUN_048155-T1	Dm_00003566-RA
OG0009693	FUN_014463-T1	Dm_00003702-RA
OG0009694	FUN_048661-T1	Dm_00017117-RA
OG0009695	FUN_020444-T1	Dm_00015646-RA
OG0009696	FUN_049434-T3, FUN_049434-T1, FUN_049434-T2	Dm_00005951-RA
OG0009699	FUN_014906-T1, FUN_008563-T1	Dm_00008478-RA, Dm_00013808-RA
OG0009700	FUN_002517-T1	Dm_00001828-RA
OG0009701	FUN_032126-T1, FUN_013002-T1	Dm_00007599-RA
OG0009702	FUN_041118-T1	Dm_00003397-RA
OG0009703	FUN_048058-T1	Dm_00011518-RA
OG0009704	FUN_031073-T1	Dm_00006338-RA
OG0009705	FUN_031970-T1	Dm_00008804-RA
OG0009706	FUN_018702-T1, FUN_018702-T2, FUN_035979-T1	Dm_00014348-RA
OG0009707	FUN_020565-T2, FUN_020565-T1	Dm_00002376-RA
OG0009708	FUN_025589-T1, FUN_025589-T2, FUN_031028-T1	Dm_00011588-RA
OG0009709	FUN_014865-T1	Dm_00015718-RA, Dm_00015716-RA
OG0009710	FUN_018369-T1	Dm_00004441-RA
OG0009711	FUN_043818-T1, FUN_043818-T2, FUN_047365-T1	Dm_00010991-RA
OG0009712	FUN_000695-T1	Dm_00010927-RA
OG0009714	FUN_008231-T1	Dm_00010043-RA
OG0009716	FUN_048409-T1, FUN_037803-T2, FUN_037803-T1	Dm_00010117-RA
OG0009717	FUN_031080-T1	Dm_00006182-RA
OG0009719	FUN_013651-T1	Dm_00004285-RA
OG0009720	FUN_006047-T1	Dm_00007209-RA
OG0009722	FUN_031278-T1, FUN_025414-T1	Dm_00001088-RA
OG0009723	FUN_017918-T1, FUN_041836-T1	Dm_00019784-RA
OG0009724	FUN_004359-T1	Dm_00016818-RA
OG0009725	FUN_009752-T1	Dm_00019876-RA
OG0009726	FUN_010552-T1	Dm_00002587-RA
OG0009727	FUN_014552-T2, FUN_014552-T1	Dm_00008898-RA
OG0009728	FUN_031928-T1	Dm_00011731-RA
OG0009729	FUN_027237-T2, FUN_027237-T1	Dm_00011669-RA
OG0009730	FUN_011365-T1	Dm_00020519-RA
OG0009731	FUN_020144-T1	Dm_00005529-RA
OG0009732	FUN_011406-T1	Dm_00013608-RA
OG0009733	FUN_010661-T2, FUN_010661-T1	Dm_00011759-RA
OG0009734	FUN_050344-T1, FUN_025090-T1, FUN_025086-T1, FUN_025085-T1	Dm_00001433-RA
OG0009735	FUN_026335-T1, FUN_000132-T1	Dm_00001039-RA
OG0009736	FUN_031068-T1, FUN_025568-T1	Dm_00011562-RA
OG0009737	FUN_027648-T1	Dm_00012062-RA
OG0009738	FUN_035902-T2, FUN_035902-T3, FUN_035902-T1	Dm_00011952-RA
OG0009739	FUN_015085-T1	Dm_00010286-RA
OG0009741	FUN_032496-T1	Dm_00010548-RA
OG0009742	FUN_020702-T2, FUN_020702-T1	Dm_00007738-RA
OG0009743	FUN_051646-T2, FUN_051646-T1	Dm_00003475-RA
OG0009745	FUN_027220-T1	Dm_00020492-RA
OG0009746	FUN_026308-T1	Dm_00014610-RA
OG0009748	FUN_042725-T1	Dm_00001374-RA
OG0009749	FUN_051880-T1, FUN_051880-T2, FUN_051880-T3	Dm_00008929-RA
OG0009750	FUN_002207-T1	Dm_00004951-RA
OG0009751	FUN_025376-T1, FUN_025376-T2	Dm_00018035-RA
OG0009753	FUN_040120-T1	Dm_00000908-RA
OG0009754	FUN_024293-T1, FUN_024294-T2, FUN_024294-T1, FUN_024294-T3	Dm_00009639-RA
OG0009755	FUN_001571-T1	Dm_00002743-RA
OG0009756	FUN_028458-T1	Dm_00001537-RA
OG0009757	FUN_009751-T1	Dm_00008405-RA
OG0009759	FUN_025398-T1	Dm_00020217-RA
OG0009760	FUN_048391-T1	Dm_00008106-RA, Dm_00010794-RA
OG0009761	FUN_003067-T1	Dm_00007545-RA
OG0009762	FUN_037143-T1, FUN_037143-T2	Dm_00014497-RA
OG0009763	FUN_024847-T1	Dm_00017684-RA
OG0009764	FUN_036886-T1	Dm_00011871-RA
OG0009765	FUN_022401-T1	Dm_00002526-RA, Dm_00002525-RA
OG0009766	FUN_051460-T1	Dm_00003150-RA
OG0009767	FUN_027218-T1	Dm_00006927-RA
OG0009768	FUN_050903-T1	Dm_00016519-RA
OG0009769	FUN_020950-T1	Dm_00014881-RA
OG0009773	FUN_001531-T1	Dm_00003336-RA
OG0009774	FUN_001466-T1	Dm_00013476-RA
OG0009775	FUN_025236-T1	Dm_00017395-RA
OG0009776	FUN_014456-T1, FUN_014456-T2	Dm_00016241-RA
OG0009777	FUN_025593-T1	Dm_00007937-RA
OG0009778	FUN_002612-T1	Dm_00000516-RA
OG0009779	FUN_040821-T1, FUN_040821-T2	Dm_00008095-RA
OG0009780	FUN_025667-T2, FUN_025667-T1	Dm_00000148-RA
OG0009781	FUN_042849-T1	Dm_00013567-RA
OG0009783	FUN_040101-T1	Dm_00000904-RA
OG0009784	FUN_015239-T1	Dm_00017019-RA
OG0009785	FUN_048499-T1	Dm_00003243-RA, Dm_00009000-RA
OG0009786	FUN_017091-T1, FUN_017091-T2	Dm_00000151-RA
OG0009787	FUN_052155-T1, FUN_052155-T2, FUN_052155-T3	Dm_00004598-RA
OG0009788	FUN_031967-T1	Dm_00010909-RA
OG0009789	FUN_000934-T1	Dm_00014063-RA
OG0009790	FUN_037816-T1	Dm_00008113-RA
OG0009791	FUN_043666-T1	Dm_00020522-RA
OG0009792	FUN_010271-T1	Dm_00009249-RA
OG0009793	FUN_029100-T1	Dm_00006092-RA
OG0009794	FUN_029138-T1	Dm_00014216-RA
OG0009795	FUN_029805-T1	Dm_00014976-RA
OG0009796	FUN_045234-T1	Dm_00000228-RA
OG0009797	FUN_002047-T1, FUN_002050-T1, FUN_002050-T2	Dm_00011555-RA
OG0009799	FUN_046967-T2, FUN_046967-T1, FUN_011386-T1	Dm_00000968-RA
OG0009800	FUN_033796-T1, FUN_033796-T2, FUN_033796-T3	Dm_00011551-RA
OG0009801	FUN_051842-T1	Dm_00013043-RA
OG0009802	FUN_051602-T1	Dm_00001213-RA
OG0009803	FUN_023241-T1	Dm_00008278-RA
OG0009805	FUN_045192-T1	Dm_00000409-RA
OG0009806	FUN_027650-T1	Dm_00001310-RA
OG0009807	FUN_011602-T1	Dm_00002011-RA
OG0009808	FUN_032632-T1	Dm_00007978-RA
OG0009809	FUN_033274-T1	Dm_00000387-RA, Dm_00001943-RA
OG0009810	FUN_020096-T1	Dm_00003270-RA
OG0009811	FUN_010807-T1	Dm_00013795-RA
OG0009812	FUN_041736-T1	Dm_00009173-RA
OG0009813	FUN_029771-T1, FUN_016779-T1	Dm_00020840-RA
OG0009814	FUN_046815-T1	Dm_00019009-RA
OG0009816	FUN_040410-T1	Dm_00017127-RA
OG0009817	FUN_041354-T1, FUN_017370-T1	Dm_00013378-RA, Dm_00017760-RA
OG0009818	FUN_032662-T1	Dm_00014111-RA
OG0009819	FUN_020748-T1, FUN_020749-T1	Dm_00013870-RA
OG0009820	FUN_011221-T1	Dm_00008788-RA
OG0009821	FUN_011452-T2, FUN_011452-T1	Dm_00001844-RA
OG0009822	FUN_013964-T1, FUN_008079-T1	Dm_00015411-RA
