Orthogroup	L_sativa.proteins	S_lycopersicum.proteins
OG0009738	Lsat_1_v5_gn_6_14801.1, Lsat_1_v5_gn_6_14801.3	Solyc01g080350.3.1
OG0009739	Lsat_1_v5_gn_6_63340.1	Solyc03g005620.3.1, Solyc09g090320.2.1
OG0009740	Lsat_1_v5_gn_7_11220.2, Lsat_1_v5_gn_7_11220.1, Lsat_1_v5_gn_7_11220.3	Solyc01g058080.1.1, Solyc01g090645.1.1
OG0009741	Lsat_1_v5_gn_9_103001.3, Lsat_1_v5_gn_9_103001.1	Solyc07g045140.3.1
OG0009742	Lsat_1_v5_gn_7_77761.1, Lsat_1_v5_gn_7_77761.3	Solyc01g104310.3.1
OG0009743	Lsat_1_v5_gn_4_67621.1	Solyc01g110550.3.1
OG0009744	Lsat_1_v5_gn_7_91560.1	Solyc01g109900.3.1
OG0009745	Lsat_1_v5_gn_4_133100.1, Lsat_1_v5_gn_4_133100.3	Solyc11g042620.2.1
OG0009747	Lsat_1_v5_gn_5_114720.2, Lsat_1_v5_gn_5_114720.1, Lsat_1_v5_gn_5_114720.3	Solyc12g056030.2.1
OG0009748	Lsat_1_v5_gn_2_11660.1, Lsat_1_v5_gn_2_11660.3	Solyc04g081230.3.1
OG0009749	Lsat_1_v5_gn_3_45301.4	Solyc01g111140.3.1
OG0009750	Lsat_1_v5_gn_7_91601.1	Solyc01g109960.3.1
OG0009751	Lsat_1_v5_gn_8_150960.1, Lsat_1_v5_gn_8_150960.3	Solyc05g014310.3.1
OG0009752	Lsat_1_v5_gn_8_151280.1, Lsat_1_v5_gn_8_151280.3	Solyc10g081050.1.1
OG0009753	Lsat_1_v5_gn_6_91340.1, Lsat_1_v5_gn_3_481.1, Lsat_1_v5_gn_3_481.2	Solyc08g078695.1.1
OG0009754	Lsat_1_v5_gn_2_121140.1	Solyc04g077040.3.1, Solyc04g077030.3.1
OG0009755	Lsat_1_v5_gn_4_117501.2, Lsat_1_v5_gn_4_117501.1	Solyc04g080510.3.1
OG0009756	Lsat_1_v5_gn_7_26400.1, Lsat_1_v5_gn_7_26400.4	Solyc03g097160.3.1
OG0009757	Lsat_1_v5_gn_3_104821.1	Solyc02g005210.3.1
OG0009758	Lsat_1_v5_gn_3_29601.3, Lsat_1_v5_gn_3_29601.1	Solyc05g014790.3.1
OG0009759	Lsat_1_v5_gn_4_3621.3, Lsat_1_v5_gn_4_3621.1	Solyc05g013960.3.1
OG0009760	Lsat_1_v5_gn_1_12481.1, Lsat_1_v5_gn_1_12481.2	Solyc06g065180.3.1
OG0009761	Lsat_1_v5_gn_8_25721.1, Lsat_1_v5_gn_8_25721.3	Solyc12g095800.2.1
OG0009762	Lsat_1_v5_gn_3_136741.1	Solyc01g094190.3.1
OG0009763	Lsat_1_v5_gn_9_11301.1	Solyc09g072820.3.1
OG0009764	Lsat_1_v5_gn_3_32320.1, Lsat_1_v5_gn_3_32320.2	Solyc05g012700.3.1
OG0009765	Lsat_1_v5_gn_1_80721.4, Lsat_1_v5_gn_1_80721.5	Solyc04g015450.3.1
OG0009766	Lsat_1_v5_gn_9_87001.1, Lsat_1_v5_gn_9_87001.3	Solyc03g026030.1.1, Solyc01g099330.3.1
OG0009767	Lsat_1_v5_gn_1_25180.3, Lsat_1_v5_gn_1_25180.1	Solyc11g042640.2.1
OG0009768	Lsat_1_v5_gn_8_93980.2, Lsat_1_v5_gn_8_93980.1, Lsat_1_v5_gn_8_93980.3	Solyc09g065690.3.1
OG0009769	Lsat_1_v5_gn_6_113441.1, Lsat_1_v5_gn_6_113441.2	Solyc08g042010.3.1
OG0009770	Lsat_1_v5_gn_5_56841.1	Solyc01g080760.3.1
OG0009771	Lsat_1_v5_gn_5_9321.1, Lsat_1_v5_gn_5_9321.3	Solyc03g117910.3.1, Solyc04g072200.2.1, Solyc03g117920.1.1, Solyc06g074450.2.1, Solyc03g117930.3.1, Solyc12g042440.2.1
OG0009772	Lsat_1_v5_gn_7_9941.1, Lsat_1_v5_gn_7_9941.3, Lsat_1_v5_gn_4_44241.1, Lsat_1_v5_gn_4_44241.2	Solyc10g018640.2.1, Solyc01g090740.3.1
OG0009773	Lsat_1_v5_gn_8_17501.2, Lsat_1_v5_gn_8_17501.1	Solyc11g005820.1.1
OG0009774	Lsat_1_v5_gn_4_65220.1	Solyc11g042430.2.1
OG0009775	Lsat_1_v5_gn_2_17720.1, Lsat_1_v5_gn_2_17720.2	Solyc12g016210.2.1
OG0009776	Lsat_1_v5_gn_5_148741.1, Lsat_1_v5_gn_5_148741.3, Lsat_1_v5_gn_5_148741.2	Solyc09g075970.3.1
OG0009777	Lsat_1_v5_gn_2_78121.1	Solyc02g062430.3.1
OG0009778	Lsat_1_v5_gn_5_37760.1, Lsat_1_v5_gn_5_37760.2	Solyc01g097600.2.1
OG0009779	Lsat_1_v5_gn_3_7621.3, Lsat_1_v5_gn_3_7621.1, Lsat_1_v5_gn_6_5820.1, Lsat_1_v5_gn_6_5820.3	Solyc08g007950.3.1
OG0009780	Lsat_1_v5_gn_2_5041.1	Solyc04g082330.3.1
OG0009781	Lsat_1_v5_gn_9_4841.1, Lsat_1_v5_gn_9_4841.3	Solyc06g084483.1.1, Solyc06g084500.3.1
OG0009782	Lsat_1_v5_gn_3_13540.1, Lsat_1_v5_gn_3_13540.3	Solyc08g082930.2.1
OG0009783	Lsat_1_v5_gn_5_187960.1	Solyc08g007380.3.1
OG0009784	Lsat_1_v5_gn_3_122920.2	Solyc06g053770.3.1
OG0009785	Lsat_1_v5_gn_1_8320.1	Solyc03g093210.3.1
OG0009786	Lsat_1_v5_gn_9_45181.2, Lsat_1_v5_gn_9_45181.1	Solyc04g082390.3.1
OG0009787	Lsat_1_v5_gn_1_31041.1	Solyc03g116847.1.1, Solyc06g068480.3.1
OG0009788	Lsat_1_v5_gn_3_29520.3, Lsat_1_v5_gn_3_29520.1	Solyc05g014540.3.1
OG0009789	Lsat_1_v5_gn_9_66761.1, Lsat_1_v5_gn_9_66761.4	Solyc05g054910.3.1
OG0009790	Lsat_1_v5_gn_6_109640.1, Lsat_1_v5_gn_6_109640.2	Solyc11g017430.2.1
OG0009791	Lsat_1_v5_gn_9_11700.2, Lsat_1_v5_gn_9_11700.1	Solyc09g064380.3.1
OG0009792	Lsat_1_v5_gn_9_118481.1, Lsat_1_v5_gn_9_118481.3	Solyc01g104040.3.1
OG0009793	Lsat_1_v5_gn_4_171900.1	Solyc02g065805.1.1, Solyc02g066800.2.1, Solyc02g088930.3.1
OG0009794	Lsat_1_v5_gn_2_88141.1, Lsat_1_v5_gn_2_88141.3	Solyc02g088470.1.1
OG0009795	Lsat_1_v5_gn_4_156001.1, Lsat_1_v5_gn_4_156001.2, Lsat_1_v5_gn_2_81141.2, Lsat_1_v5_gn_2_81141.1, Lsat_1_v5_gn_4_15520.1	Solyc02g091190.3.1
OG0009796	Lsat_1_v5_gn_9_47440.2, Lsat_1_v5_gn_9_47440.1	Solyc03g096960.3.1
OG0009797	Lsat_1_v5_gn_2_12320.1, Lsat_1_v5_gn_2_12320.2, Lsat_1_v5_gn_2_12320.3	Solyc03g098600.3.1
OG0009798	Lsat_1_v5_gn_4_113721.3, Lsat_1_v5_gn_4_113721.1, Lsat_1_v5_gn_4_113721.2	Solyc03g114780.3.1
OG0009799	Lsat_1_v5_gn_1_32701.1	Solyc04g009200.3.1
OG0009800	Lsat_1_v5_gn_5_23401.1, Lsat_1_v5_gn_8_36601.1	Solyc06g069390.3.1
OG0009801	Lsat_1_v5_gn_5_107281.1	Solyc01g105130.3.1
OG0009802	Lsat_1_v5_gn_5_26860.1, Lsat_1_v5_gn_5_23180.1	Solyc09g097840.2.1
OG0009803	Lsat_1_v5_gn_8_52120.1, Lsat_1_v5_gn_8_52120.2	Solyc05g007190.4.1
OG0009804	Lsat_1_v5_gn_4_8860.1, Lsat_1_v5_gn_4_8860.3	Solyc05g007090.3.1
OG0009805	Lsat_1_v5_gn_4_134121.3, Lsat_1_v5_gn_4_134121.1, Lsat_1_v5_gn_2_37640.1	Solyc10g080320.2.1, Solyc10g080330.2.1
OG0009806	Lsat_1_v5_gn_0_9321.1	Solyc10g079850.2.1
OG0009807	Lsat_1_v5_gn_1_10961.1, Lsat_1_v5_gn_1_10961.3	Solyc06g071010.3.1
OG0009808	Lsat_1_v5_gn_4_10660.3, Lsat_1_v5_gn_4_10660.1	Solyc05g013060.3.1
OG0009809	Lsat_1_v5_gn_8_35220.1	Solyc09g059520.3.1
OG0009810	Lsat_1_v5_gn_4_13901.2	Solyc05g008000.3.1
OG0009811	Lsat_1_v5_gn_4_66781.1, Lsat_1_v5_gn_4_75140.1	Solyc03g112900.3.1, Solyc07g007450.3.1
OG0009812	Lsat_1_v5_gn_3_19540.2, Lsat_1_v5_gn_3_19540.1	Solyc08g076090.3.1, Solyc00g114550.1.1
OG0009813	Lsat_1_v5_gn_3_81200.1, Lsat_1_v5_gn_3_81200.3	Solyc02g091440.2.1
OG0009814	Lsat_1_v5_gn_8_145021.1	Solyc03g119120.3.1
OG0009815	Lsat_1_v5_gn_8_8920.3, Lsat_1_v5_gn_8_8920.2, Lsat_1_v5_gn_8_8920.1	Solyc11g006880.2.1
OG0009816	Lsat_1_v5_gn_8_64640.1	Solyc03g019930.3.1
OG0009817	Lsat_1_v5_gn_3_15861.1	Solyc08g007130.3.1, Solyc08g077530.3.1
OG0009818	Lsat_1_v5_gn_3_51640.1	Solyc05g012690.3.1
OG0009819	Lsat_1_v5_gn_2_93120.1, Lsat_1_v5_gn_2_93120.2	Solyc11g068820.2.1
OG0009820	Lsat_1_v5_gn_4_75841.2, Lsat_1_v5_gn_4_75841.1	Solyc03g112820.3.1
OG0009821	Lsat_1_v5_gn_1_28960.1, Lsat_1_v5_gn_1_28960.2	Solyc08g080850.3.1
OG0009822	Lsat_1_v5_gn_3_83040.1, Lsat_1_v5_gn_3_83040.4, Lsat_1_v5_gn_3_83040.3, Lsat_1_v5_gn_3_83040.2	Solyc02g091270.3.1
OG0009823	Lsat_1_v5_gn_2_90800.3, Lsat_1_v5_gn_2_90800.1	Solyc02g089820.3.1
OG0009825	Lsat_1_v5_gn_4_24241.1, Lsat_1_v5_gn_4_24241.2	Solyc04g008340.2.1
OG0009826	Lsat_1_v5_gn_7_95720.1	Solyc04g045620.3.1
OG0009827	Lsat_1_v5_gn_3_131600.3, Lsat_1_v5_gn_3_131600.2, Lsat_1_v5_gn_3_131600.1	Solyc01g090380.3.1
OG0009828	Lsat_1_v5_gn_4_20860.1	Solyc05g010670.3.1
OG0009829	Lsat_1_v5_gn_3_53800.1, Lsat_1_v5_gn_3_53800.2	Solyc05g012340.3.1
OG0009830	Lsat_1_v5_gn_8_33901.1, Lsat_1_v5_gn_8_33901.3	Solyc01g007880.3.1
OG0009831	Lsat_1_v5_gn_3_49880.3, Lsat_1_v5_gn_3_49880.1, Lsat_1_v5_gn_3_49880.2	Solyc05g006940.3.1
OG0009832	Lsat_1_v5_gn_3_53521.1	Solyc04g008030.2.1
OG0009833	Lsat_1_v5_gn_3_49280.1, Lsat_1_v5_gn_3_49280.2	Solyc05g006530.3.1
OG0009834	Lsat_1_v5_gn_8_43480.1	Solyc05g008230.3.1, Solyc04g007640.3.1
OG0009835	Lsat_1_v5_gn_2_86700.3, Lsat_1_v5_gn_2_86700.1	Solyc02g065580.3.1
OG0009836	Lsat_1_v5_gn_6_94980.1	Solyc08g077980.3.1
OG0009837	Lsat_1_v5_gn_9_45920.2, Lsat_1_v5_gn_9_45920.1, Lsat_1_v5_gn_9_45920.3, Lsat_1_v5_gn_9_45861.1	Solyc02g078970.3.1
OG0009838	Lsat_1_v5_gn_1_42081.1, Lsat_1_v5_gn_4_69821.1	Solyc02g069840.3.1, Solyc09g055460.2.1
OG0009839	Lsat_1_v5_gn_3_51980.2, Lsat_1_v5_gn_3_51980.1	Solyc05g007680.1.1
OG0009840	Lsat_1_v5_gn_9_30321.3, Lsat_1_v5_gn_9_30321.1	Solyc06g060850.3.1, Solyc08g078140.3.1
OG0009841	Lsat_1_v5_gn_1_13380.2, Lsat_1_v5_gn_1_13380.1, Lsat_1_v5_gn_4_109800.1	Solyc06g069650.3.1, Solyc03g115610.3.1
OG0009842	Lsat_1_v5_gn_4_9400.1, Lsat_1_v5_gn_8_163340.1	Solyc01g010440.3.1
OG0009843	Lsat_1_v5_gn_8_49161.2, Lsat_1_v5_gn_8_49161.1	Solyc05g012870.1.1, Solyc01g010990.2.1
OG0009844	Lsat_1_v5_gn_8_141761.1	Solyc03g118640.3.1
OG0009845	Lsat_1_v5_gn_3_53741.3, Lsat_1_v5_gn_3_53741.1	Solyc05g012120.3.1
OG0009846	Lsat_1_v5_gn_2_93080.3, Lsat_1_v5_gn_2_93080.1	Solyc02g094150.3.1
OG0009847	Lsat_1_v5_gn_3_23361.2, Lsat_1_v5_gn_3_23361.1	Solyc08g075680.3.1
OG0009848	Lsat_1_v5_gn_1_13001.1	Solyc08g076200.3.1
OG0009849	Lsat_1_v5_gn_3_35560.3, Lsat_1_v5_gn_3_35560.1	Solyc02g014225.1.1, Solyc02g014220.3.1
OG0009850	Lsat_1_v5_gn_4_70940.1	Solyc01g090440.2.1
OG0009851	Lsat_1_v5_gn_8_46800.1, Lsat_1_v5_gn_8_46800.3	Solyc05g012710.3.1
OG0009852	Lsat_1_v5_gn_8_155581.2, Lsat_1_v5_gn_8_155581.1, Lsat_1_v5_gn_4_5541.1	Solyc05g005320.1.1, Solyc04g026250.1.1
OG0009853	Lsat_1_v5_gn_3_129561.1, Lsat_1_v5_gn_3_129561.3	Solyc08g081430.3.1
OG0009854	Lsat_1_v5_gn_2_17460.1	Solyc06g072440.3.1, Solyc03g097970.3.1
OG0009855	Lsat_1_v5_gn_3_36300.3, Lsat_1_v5_gn_3_36300.1	Solyc02g014860.3.1
OG0009856	Lsat_1_v5_gn_5_17580.1	Solyc06g071170.3.1
OG0009857	Lsat_1_v5_gn_8_161261.1	Solyc05g006610.3.1
OG0009858	Lsat_1_v5_gn_1_130320.6, Lsat_1_v5_gn_1_130320.5, Lsat_1_v5_gn_1_130320.2, Lsat_1_v5_gn_1_130320.4	Solyc04g015180.3.1
OG0009859	Lsat_1_v5_gn_0_10661.1	Solyc06g072130.3.1, Solyc03g019820.3.1
OG0009860	Lsat_1_v5_gn_3_34561.3, Lsat_1_v5_gn_3_34561.1	Solyc02g021140.3.1
OG0009861	Lsat_1_v5_gn_7_91800.1	Solyc04g005090.3.1
OG0009862	Lsat_1_v5_gn_4_73100.1, Lsat_1_v5_gn_4_73100.3	Solyc06g071380.3.1
OG0009863	Lsat_1_v5_gn_8_41240.3, Lsat_1_v5_gn_8_41240.1	Solyc05g009390.3.1
OG0009864	Lsat_1_v5_gn_0_37081.1	Solyc01g009990.3.1
OG0009865	Lsat_1_v5_gn_4_182500.1, Lsat_1_v5_gn_2_92021.1	Solyc02g086830.3.1
OG0009866	Lsat_1_v5_gn_3_69520.3	Solyc02g081410.3.1
OG0009867	Lsat_1_v5_gn_8_39840.1, Lsat_1_v5_gn_4_17961.1	Solyc05g009470.3.1
OG0009868	Lsat_1_v5_gn_5_22480.1, Lsat_1_v5_gn_4_111021.2, Lsat_1_v5_gn_4_111021.1	Solyc03g115140.3.1, Solyc03g115120.1.1
OG0009869	Lsat_1_v5_gn_8_33920.1, Lsat_1_v5_gn_8_33920.2	Solyc01g020240.3.1
OG0009870	Lsat_1_v5_gn_1_3240.1	Solyc04g074640.3.1
OG0009871	Lsat_1_v5_gn_2_71861.1	Solyc02g081320.3.1
OG0009872	Lsat_1_v5_gn_8_1500.3, Lsat_1_v5_gn_8_1500.2, Lsat_1_v5_gn_8_1500.1	Solyc03g119110.3.1, Solyc06g069000.3.1
OG0009873	Lsat_1_v5_gn_6_13001.1, Lsat_1_v5_gn_6_13001.2, Lsat_1_v5_gn_6_13001.3	Solyc01g096600.3.1
OG0009874	Lsat_1_v5_gn_3_34481.2, Lsat_1_v5_gn_3_34481.1	Solyc04g008980.3.1
OG0009875	Lsat_1_v5_gn_3_54060.1	Solyc05g007840.3.1
OG0009876	Lsat_1_v5_gn_8_114921.2, Lsat_1_v5_gn_3_69640.1	Solyc06g073700.3.1
OG0009877	Lsat_1_v5_gn_4_177001.2, Lsat_1_v5_gn_4_177001.1	Solyc03g058880.3.1
OG0009878	Lsat_1_v5_gn_2_69340.1, Lsat_1_v5_gn_2_69340.3	Solyc11g011150.2.1
OG0009879	Lsat_1_v5_gn_3_51321.3, Lsat_1_v5_gn_3_51321.1	Solyc01g010700.3.1
OG0009880	Lsat_1_v5_gn_1_11380.3, Lsat_1_v5_gn_1_11380.1	Solyc03g113590.3.1
OG0009881	Lsat_1_v5_gn_4_155160.1	Solyc02g091280.3.1
OG0009882	Lsat_1_v5_gn_4_178361.1	Solyc02g067360.3.1
OG0009883	Lsat_1_v5_gn_4_153000.1, Lsat_1_v5_gn_4_153000.2	Solyc02g085790.3.1, Solyc02g063090.3.1
OG0009885	Lsat_1_v5_gn_8_31840.1	Solyc10g007840.3.1
OG0009886	Lsat_1_v5_gn_3_19721.1, Lsat_1_v5_gn_5_57121.1, Lsat_1_v5_gn_5_57121.3	Solyc08g005560.3.1, Solyc08g075520.3.1
OG0009889	Lsat_1_v5_gn_1_43420.1	Solyc08g059710.3.1
OG0009892	Lsat_1_v5_gn_9_47801.1	Solyc12g035760.1.1, Solyc06g032740.1.1, Solyc04g024550.1.1, Solyc09g031810.2.1
OG0009893	Lsat_1_v5_gn_4_121001.1	Solyc11g056270.2.1, Solyc03g013220.1.1
OG0009893	Lsat_1_v5_gn_5_16600.3, Lsat_1_v5_gn_3_89520.1, Lsat_1_v5_gn_3_89520.3	Solyc11g030880.1.1
OG0009893	Lsat_1_v5_gn_6_108960.1	Solyc09g056070.1.1
OG0009896	Lsat_1_v5_gn_7_107980.1, Lsat_1_v5_gn_5_5901.1, Lsat_1_v5_gn_8_65721.1, Lsat_1_v5_gn_8_65721.2, Lsat_1_v5_gn_7_108000.1, Lsat_1_v5_gn_7_106501.1, Lsat_1_v5_gn_7_93361.1, Lsat_1_v5_gn_7_93341.1, Lsat_1_v5_gn_7_93381.1, Lsat_1_v5_gn_7_93500.1, Lsat_1_v5_gn_7_93441.1, Lsat_1_v5_gn_7_93520.1	Solyc07g064220.1.1, Solyc07g064210.2.1
OG0009897	Lsat_1_v5_gn_7_5341.2, Lsat_1_v5_gn_7_5341.1	Solyc01g094180.3.1
OG0009900	Lsat_1_v5_gn_5_189660.1, Lsat_1_v5_gn_5_189660.3	Solyc09g074310.3.1
OG0009901	Lsat_1_v5_gn_4_39920.1, Lsat_1_v5_gn_9_37081.3, Lsat_1_v5_gn_9_37081.2, Lsat_1_v5_gn_9_37081.1, Lsat_1_v5_gn_8_104101.1, Lsat_1_v5_gn_8_104101.3	Solyc09g014980.3.1
OG0009902	Lsat_1_v5_gn_4_52940.1	Solyc02g078290.3.1, Solyc02g078280.3.1
OG0009904	Lsat_1_v5_gn_7_20320.1	Solyc02g079390.3.1
OG0009905	Lsat_1_v5_gn_5_137560.1, Lsat_1_v5_gn_4_89300.1, Lsat_1_v5_gn_1_39740.1, Lsat_1_v5_gn_1_39620.1	Solyc03g123800.2.1
OG0009906	Lsat_1_v5_gn_3_90340.1	Solyc03g044230.1.1
OG0009908	Lsat_1_v5_gn_6_85380.3, Lsat_1_v5_gn_6_85380.1, Lsat_1_v5_gn_6_4580.1, Lsat_1_v5_gn_6_4580.3	Solyc08g081350.2.1
OG0009910	Lsat_1_v5_gn_1_106321.2, Lsat_1_v5_gn_1_106321.1	Solyc04g015990.2.1
OG0009911	Lsat_1_v5_gn_8_83920.1	Solyc10g078170.2.1
OG0009912	Lsat_1_v5_gn_8_39160.1, Lsat_1_v5_gn_3_59640.1	Solyc12g033130.2.1
OG0009913	Lsat_1_v5_gn_7_101401.1, Lsat_1_v5_gn_7_101401.2, Lsat_1_v5_gn_7_101401.3, Lsat_1_v5_gn_7_101361.1	Solyc10g007580.1.1, Solyc07g056600.1.1
OG0009914	Lsat_1_v5_gn_5_42780.1, Lsat_1_v5_gn_5_42780.2, Lsat_1_v5_gn_4_97800.3, Lsat_1_v5_gn_4_97800.1	Solyc06g062370.3.1, Solyc06g062375.1.1, Solyc06g062380.3.1, Solyc06g062390.3.1, Solyc03g121100.3.1
OG0009919	Lsat_1_v5_gn_3_60440.1, Lsat_1_v5_gn_4_7381.3, Lsat_1_v5_gn_3_87080.3, Lsat_1_v5_gn_5_86361.2, Lsat_1_v5_gn_4_7381.2, Lsat_1_v5_gn_4_7381.1, Lsat_1_v5_gn_1_63120.1, Lsat_1_v5_gn_5_86361.1, Lsat_1_v5_gn_3_87080.1, Lsat_1_v5_gn_6_21941.2, Lsat_1_v5_gn_6_21941.1, Lsat_1_v5_gn_7_38440.2, Lsat_1_v5_gn_7_38440.1, Lsat_1_v5_gn_8_156701.1, Lsat_1_v5_gn_8_156701.2	Solyc00g011870.1.1
OG0009922	Lsat_1_v5_gn_1_128681.1, Lsat_1_v5_gn_1_128681.3, Lsat_1_v5_gn_4_59720.1	Solyc03g031710.2.1, Solyc10g005250.3.1
OG0009945	Lsat_1_v5_gn_6_73741.2, Lsat_1_v5_gn_6_73701.2, Lsat_1_v5_gn_6_73701.4, Lsat_1_v5_gn_5_63500.2, Lsat_1_v5_gn_5_63500.1, Lsat_1_v5_gn_5_63520.1, Lsat_1_v5_gn_5_63520.3, Lsat_1_v5_gn_5_63420.1, Lsat_1_v5_gn_6_73500.1, Lsat_1_v5_gn_6_73500.3, Lsat_1_v5_gn_6_73500.2, Lsat_1_v5_gn_6_73661.2, Lsat_1_v5_gn_6_73741.1, Lsat_1_v5_gn_6_73741.5, Lsat_1_v5_gn_6_73641.1, Lsat_1_v5_gn_5_63541.3, Lsat_1_v5_gn_5_63541.1	Solyc08g076050.3.1
OG0009954	Lsat_1_v5_gn_5_76980.1, Lsat_1_v5_gn_5_76980.3	Solyc01g080180.3.1
OG0009956	Lsat_1_v5_gn_6_33880.1	Solyc01g007750.3.1
OG0009958	Lsat_1_v5_gn_6_118320.1	Solyc12g098850.2.1
OG0009959	Lsat_1_v5_gn_6_69101.2, Lsat_1_v5_gn_6_69101.1	Solyc05g053280.3.1
OG0009961	Lsat_1_v5_gn_9_11140.1, Lsat_1_v5_gn_9_11140.2	Solyc06g008020.3.1
OG0009962	Lsat_1_v5_gn_5_147161.2	Solyc12g018990.2.1
OG0009963	Lsat_1_v5_gn_5_145221.1, Lsat_1_v5_gn_5_145221.3	Solyc03g119490.3.1
OG0009964	Lsat_1_v5_gn_5_76940.2, Lsat_1_v5_gn_5_76940.1	Solyc06g054420.3.1
OG0009965	Lsat_1_v5_gn_5_73880.1	Solyc01g079820.3.1
OG0009966	Lsat_1_v5_gn_5_89980.1	Solyc02g081310.3.1
OG0009968	Lsat_1_v5_gn_1_76101.1	Solyc09g090750.3.1
OG0009969	Lsat_1_v5_gn_6_38861.2, Lsat_1_v5_gn_6_38861.1, Lsat_1_v5_gn_6_38861.3	Solyc11g068460.2.1
OG0009970	Lsat_1_v5_gn_8_109221.1	Solyc10g077130.1.1
OG0009971	Lsat_1_v5_gn_2_48240.3, Lsat_1_v5_gn_2_48240.1	Solyc12g098710.2.1
OG0009972	Lsat_1_v5_gn_6_33220.2, Lsat_1_v5_gn_6_33220.1	Solyc09g005930.3.1
OG0009973	Lsat_1_v5_gn_8_74921.1, Lsat_1_v5_gn_8_74941.5	Solyc10g083270.3.1
OG0009974	Lsat_1_v5_gn_7_76380.3, Lsat_1_v5_gn_7_76380.1	Solyc01g103720.3.1
OG0009975	Lsat_1_v5_gn_5_165480.2, Lsat_1_v5_gn_5_165480.1	Solyc01g080300.3.1
OG0009976	Lsat_1_v5_gn_8_7401.1	Solyc03g026130.3.1, Solyc03g026140.3.1
OG0009977	Lsat_1_v5_gn_8_34821.1	Solyc01g097460.3.1, Solyc09g059720.1.1
OG0009978	Lsat_1_v5_gn_9_81160.1, Lsat_1_v5_gn_9_81160.2	Solyc01g079840.3.1
OG0009979	Lsat_1_v5_gn_4_31601.2, Lsat_1_v5_gn_4_31601.1	Solyc01g087180.3.1
OG0009980	Lsat_1_v5_gn_7_66041.1	Solyc01g098100.2.1
OG0009981	Lsat_1_v5_gn_3_120601.6, Lsat_1_v5_gn_3_120601.1, Lsat_1_v5_gn_3_120601.4	Solyc06g053600.3.1, Solyc06g053585.1.1
OG0009982	Lsat_1_v5_gn_8_63301.3, Lsat_1_v5_gn_8_63301.1	Solyc01g057280.2.1, Solyc07g005640.3.1
OG0009983	Lsat_1_v5_gn_3_74320.1, Lsat_1_v5_gn_2_78961.3, Lsat_1_v5_gn_2_78961.1	Solyc02g083950.3.1
OG0009984	Lsat_1_v5_gn_5_68360.2, Lsat_1_v5_gn_5_68360.1	Solyc01g097300.3.1
OG0009985	Lsat_1_v5_gn_6_117760.3, Lsat_1_v5_gn_6_117760.1	Solyc11g013430.2.1, Solyc11g013400.2.1
OG0009987	Lsat_1_v5_gn_2_38920.1, Lsat_1_v5_gn_2_38920.3	Solyc11g071730.2.1, Solyc01g057320.2.1
OG0009988	Lsat_1_v5_gn_6_7360.3, Lsat_1_v5_gn_6_7360.1	Solyc09g098110.3.1
OG0009990	Lsat_1_v5_gn_7_3921.1	Solyc11g008870.2.1, Solyc05g055730.3.1
OG0009992	Lsat_1_v5_gn_9_4540.1	Solyc06g084360.3.1
OG0009993	Lsat_1_v5_gn_9_20021.1, Lsat_1_v5_gn_8_70961.2, Lsat_1_v5_gn_8_70961.1	Solyc06g076980.3.1
OG0009994	Lsat_1_v5_gn_8_14881.1	Solyc06g051790.3.1
OG0009995	Lsat_1_v5_gn_6_30481.2, Lsat_1_v5_gn_6_30481.1	Solyc09g007750.3.1
OG0009996	Lsat_1_v5_gn_1_100901.1	Solyc01g068180.3.1
OG0009998	Lsat_1_v5_gn_8_81540.1	Solyc04g016080.2.1
OG0009999	Lsat_1_v5_gn_9_85660.2, Lsat_1_v5_gn_9_85480.1, Lsat_1_v5_gn_9_85480.2, Lsat_1_v5_gn_9_85480.3, Lsat_1_v5_gn_9_85660.1, Lsat_1_v5_gn_9_85660.3	Solyc01g102360.2.1, Solyc10g039290.2.1
OG0010000	Lsat_1_v5_gn_5_163881.1, Lsat_1_v5_gn_5_163881.5	Solyc03g051780.2.1
OG0010002	Lsat_1_v5_gn_2_96480.2, Lsat_1_v5_gn_2_96480.1	Solyc01g112370.3.1, Solyc01g086860.3.1
OG0010003	Lsat_1_v5_gn_8_57120.3, Lsat_1_v5_gn_8_57120.1	Solyc09g065580.3.1
OG0010004	Lsat_1_v5_gn_8_88081.1, Lsat_1_v5_gn_8_88021.1	Solyc02g080790.3.1, Solyc02g080800.3.1
OG0010005	Lsat_1_v5_gn_1_116501.1, Lsat_1_v5_gn_1_116501.4	Solyc01g022750.3.1
OG0010006	Lsat_1_v5_gn_2_16321.1, Lsat_1_v5_gn_2_16321.2	Solyc04g051190.3.1
OG0010007	Lsat_1_v5_gn_9_19460.1, Lsat_1_v5_gn_9_19460.3	Solyc03g119430.3.1
OG0010008	Lsat_1_v5_gn_0_40840.3, Lsat_1_v5_gn_0_40840.1	Solyc06g082450.1.1, Solyc01g090870.1.1
OG0010009	Lsat_1_v5_gn_9_123500.2, Lsat_1_v5_gn_9_123500.1	Solyc01g099260.3.1
OG0010010	Lsat_1_v5_gn_6_63381.1	Solyc12g043020.2.1, Solyc05g053540.3.1
OG0010012	Lsat_1_v5_gn_5_188780.1, Lsat_1_v5_gn_5_188780.2	Solyc06g084480.3.1, Solyc09g074420.3.1
OG0010013	Lsat_1_v5_gn_8_116060.1	Solyc01g098630.3.1
OG0010014	Lsat_1_v5_gn_9_14381.1	Solyc09g031780.3.1
