Orthogroup	L_sativa.proteins	D_muscipula.proteins
OG0010066	Lsat_1_v5_gn_9_115340.1, Lsat_1_v5_gn_9_115360.2	Dm_00015507-RA
OG0010067	Lsat_1_v5_gn_2_6800.1	Dm_00000122-RA
OG0010068	Lsat_1_v5_gn_1_10340.1	Dm_00005563-RA
OG0010069	Lsat_1_v5_gn_5_183861.2, Lsat_1_v5_gn_5_183861.1	Dm_00016130-RA
OG0010071	Lsat_1_v5_gn_8_120400.3	Dm_00004974-RA
OG0010072	Lsat_1_v5_gn_6_69620.1	Dm_00009163-RA
OG0010073	Lsat_1_v5_gn_1_2401.3, Lsat_1_v5_gn_1_2401.1	Dm_00014389-RA
OG0010074	Lsat_1_v5_gn_2_75281.1	Dm_00002238-RA
OG0010076	Lsat_1_v5_gn_6_35480.1	Dm_00016908-RA
OG0010077	Lsat_1_v5_gn_6_101281.3	Dm_00006620-RA
OG0010078	Lsat_1_v5_gn_5_34541.1	Dm_00017637-RA
OG0010079	Lsat_1_v5_gn_4_151201.2, Lsat_1_v5_gn_4_151201.1	Dm_00011541-RA, Dm_00009391-RA
OG0010081	Lsat_1_v5_gn_2_85661.1	Dm_00018079-RA, Dm_00002413-RA
OG0010082	Lsat_1_v5_gn_2_6961.1, Lsat_1_v5_gn_8_29221.1	Dm_00000124-RA
OG0010083	Lsat_1_v5_gn_4_73880.1	Dm_00014012-RA
OG0010086	Lsat_1_v5_gn_4_160781.1	Dm_00006599-RA
OG0010087	Lsat_1_v5_gn_3_126721.1, Lsat_1_v5_gn_3_126721.2, Lsat_1_v5_gn_3_126721.3, Lsat_1_v5_gn_8_7740.1	Dm_00005735-RA
OG0010088	Lsat_1_v5_gn_2_74520.1	Dm_00004699-RA
OG0010089	Lsat_1_v5_gn_4_166281.1	Dm_00002649-RA
OG0010090	Lsat_1_v5_gn_1_5181.1	Dm_00007720-RA
OG0010091	Lsat_1_v5_gn_7_96961.1, Lsat_1_v5_gn_7_96961.2	Dm_00013419-RA
OG0010092	Lsat_1_v5_gn_3_86620.2, Lsat_1_v5_gn_3_86620.1	Dm_00013976-RA
OG0010093	Lsat_1_v5_gn_1_10021.2, Lsat_1_v5_gn_1_10021.1	Dm_00012983-RA
OG0010095	Lsat_1_v5_gn_8_13101.1	Dm_00003233-RA
OG0010096	Lsat_1_v5_gn_2_20941.1, Lsat_1_v5_gn_2_20941.2, Lsat_1_v5_gn_3_71540.3, Lsat_1_v5_gn_3_71540.1	Dm_00012280-RA
OG0010097	Lsat_1_v5_gn_2_69960.1, Lsat_1_v5_gn_2_69960.2, Lsat_1_v5_gn_2_69960.3	Dm_00003168-RA, Dm_00012788-RA
OG0010100	Lsat_1_v5_gn_4_140001.1	Dm_00007390-RA
OG0010101	Lsat_1_v5_gn_1_15020.1	Dm_00019337-RA, Dm_00018889-RA
OG0010102	Lsat_1_v5_gn_9_49980.1, Lsat_1_v5_gn_2_135020.1	Dm_00000191-RA, Dm_00000421-RA
OG0010103	Lsat_1_v5_gn_6_112740.1	Dm_00012816-RA
OG0010104	Lsat_1_v5_gn_2_67361.1, Lsat_1_v5_gn_2_67361.3	Dm_00018890-RA
OG0010106	Lsat_1_v5_gn_2_6021.1	Dm_00001255-RA
OG0010107	Lsat_1_v5_gn_3_63100.1, Lsat_1_v5_gn_2_69680.1, Lsat_1_v5_gn_4_76221.1	Dm_00018409-RA
OG0010108	Lsat_1_v5_gn_9_115780.1	Dm_00012082-RA, Dm_00010134-RA
OG0010110	Lsat_1_v5_gn_9_41341.3, Lsat_1_v5_gn_9_41341.1, Lsat_1_v5_gn_9_41341.2	Dm_00004847-RA
OG0010112	Lsat_1_v5_gn_3_88240.3, Lsat_1_v5_gn_3_88240.1, Lsat_1_v5_gn_3_88240.2	Dm_00012202-RA
OG0010113	Lsat_1_v5_gn_2_8601.3, Lsat_1_v5_gn_2_8601.1	Dm_00012450-RA
OG0010114	Lsat_1_v5_gn_4_144101.1	Dm_00016207-RA
OG0010115	Lsat_1_v5_gn_1_1301.1, Lsat_1_v5_gn_1_1301.2	Dm_00003026-RA
OG0010116	Lsat_1_v5_gn_2_82620.1, Lsat_1_v5_gn_2_82620.2, Lsat_1_v5_gn_3_86700.2, Lsat_1_v5_gn_3_86700.1	Dm_00010203-RA
OG0010117	Lsat_1_v5_gn_4_25061.2, Lsat_1_v5_gn_4_25061.1, Lsat_1_v5_gn_4_25061.3	Dm_00008650-RA, Dm_00008651-RA
OG0010118	Lsat_1_v5_gn_4_161620.1	Dm_00006591-RA
OG0010120	Lsat_1_v5_gn_8_137160.3, Lsat_1_v5_gn_8_137160.1	Dm_00006229-RA
OG0010123	Lsat_1_v5_gn_4_26660.1	Dm_00001330-RA
OG0010124	Lsat_1_v5_gn_9_90720.1, Lsat_1_v5_gn_9_90720.3	Dm_00005466-RA
OG0010125	Lsat_1_v5_gn_0_33081.1, Lsat_1_v5_gn_8_29900.1	Dm_00003029-RA
OG0010126	Lsat_1_v5_gn_7_30060.1	Dm_00004063-RA
OG0010127	Lsat_1_v5_gn_3_31540.1	Dm_00000890-RA
OG0010129	Lsat_1_v5_gn_4_175101.1	Dm_00018569-RA
OG0010130	Lsat_1_v5_gn_0_39500.2, Lsat_1_v5_gn_0_39500.1, Lsat_1_v5_gn_7_14601.1, Lsat_1_v5_gn_7_14601.3	Dm_00006993-RA
OG0010131	Lsat_1_v5_gn_8_64401.1, Lsat_1_v5_gn_8_64401.2	Dm_00009191-RA
OG0010134	Lsat_1_v5_gn_5_153261.1	Dm_00007464-RA
OG0010135	Lsat_1_v5_gn_7_35561.1	Dm_00008980-RA
OG0010137	Lsat_1_v5_gn_1_121641.3	Dm_00000722-RA
OG0010138	Lsat_1_v5_gn_7_94941.3, Lsat_1_v5_gn_7_94941.1	Dm_00004812-RA, Dm_00004811-RA
OG0010139	Lsat_1_v5_gn_3_16321.2, Lsat_1_v5_gn_3_16321.1	Dm_00001326-RA
OG0010140	Lsat_1_v5_gn_7_21060.1	Dm_00004531-RA
OG0010142	Lsat_1_v5_gn_7_47441.1	Dm_00011693-RA
OG0010146	Lsat_1_v5_gn_9_94980.1	Dm_00011117-RA
OG0010147	Lsat_1_v5_gn_4_65101.1	Dm_00005592-RA
OG0010148	Lsat_1_v5_gn_1_8721.1	Dm_00005984-RA
OG0010149	Lsat_1_v5_gn_3_35740.1, Lsat_1_v5_gn_3_35740.2	Dm_00007896-RA, Dm_00015664-RA
OG0010150	Lsat_1_v5_gn_5_131321.1	Dm_00006483-RA
OG0010151	Lsat_1_v5_gn_8_68860.1, Lsat_1_v5_gn_8_68860.2	Dm_00010408-RA
OG0010154	Lsat_1_v5_gn_7_39601.2, Lsat_1_v5_gn_7_39601.1	Dm_00016434-RA
OG0010155	Lsat_1_v5_gn_4_91381.4, Lsat_1_v5_gn_4_91381.2	Dm_00009217-RA
OG0010157	Lsat_1_v5_gn_7_9201.1, Lsat_1_v5_gn_7_8840.1, Lsat_1_v5_gn_7_9201.3	Dm_00002630-RA
OG0010158	Lsat_1_v5_gn_5_137800.1, Lsat_1_v5_gn_5_137800.3, Lsat_1_v5_gn_4_92341.1	Dm_00014221-RA
OG0010159	Lsat_1_v5_gn_4_33601.1	Dm_00006072-RA
OG0010160	Lsat_1_v5_gn_7_50901.1, Lsat_1_v5_gn_7_50901.2	Dm_00009480-RA
OG0010161	Lsat_1_v5_gn_7_91160.1, Lsat_1_v5_gn_7_91160.3	Dm_00019459-RA
OG0010162	Lsat_1_v5_gn_6_14580.1	Dm_00007926-RA
OG0010163	Lsat_1_v5_gn_8_5201.1	Dm_00004283-RA
OG0010164	Lsat_1_v5_gn_6_11100.1	Dm_00000640-RA
OG0010166	Lsat_1_v5_gn_5_48300.1	Dm_00010047-RA
OG0010167	Lsat_1_v5_gn_0_44621.1, Lsat_1_v5_gn_5_90740.1	Dm_00005245-RA
OG0010169	Lsat_1_v5_gn_7_9321.2, Lsat_1_v5_gn_7_9321.1	Dm_00003982-RA
OG0010170	Lsat_1_v5_gn_7_39761.3, Lsat_1_v5_gn_7_39761.1	Dm_00014347-RA
OG0010172	Lsat_1_v5_gn_5_145840.1	Dm_00011879-RA
OG0010173	Lsat_1_v5_gn_9_105781.1, Lsat_1_v5_gn_7_40641.1, Lsat_1_v5_gn_5_103381.1	Dm_00012286-RA
OG0010174	Lsat_1_v5_gn_5_91701.1, Lsat_1_v5_gn_5_91701.3	Dm_00013812-RA
OG0010175	Lsat_1_v5_gn_6_9541.1	Dm_00012419-RA
OG0010176	Lsat_1_v5_gn_7_61661.3, Lsat_1_v5_gn_7_61661.1	Dm_00010413-RA
OG0010177	Lsat_1_v5_gn_6_86460.1, Lsat_1_v5_gn_3_6400.1, Lsat_1_v5_gn_6_5540.1	Dm_00014478-RA
OG0010178	Lsat_1_v5_gn_5_144181.1, Lsat_1_v5_gn_8_97321.1	Dm_00014368-RA
OG0010179	Lsat_1_v5_gn_9_53261.3, Lsat_1_v5_gn_9_53261.1, Lsat_1_v5_gn_9_53261.2	Dm_00013191-RA
OG0010180	Lsat_1_v5_gn_1_33801.1, Lsat_1_v5_gn_1_33801.2	Dm_00005047-RA
OG0010181	Lsat_1_v5_gn_7_33460.3, Lsat_1_v5_gn_7_33460.1	Dm_00016108-RA
OG0010182	Lsat_1_v5_gn_7_57841.1	Dm_00000729-RA
OG0010183	Lsat_1_v5_gn_9_55680.2, Lsat_1_v5_gn_9_55680.1	Dm_00009454-RA
OG0010184	Lsat_1_v5_gn_5_85820.1, Lsat_1_v5_gn_5_85820.3	Dm_00010405-RA
OG0010185	Lsat_1_v5_gn_4_60040.1	Dm_00014245-RA, Dm_00006450-RA
OG0010186	Lsat_1_v5_gn_3_9100.2, Lsat_1_v5_gn_3_9100.1	Dm_00008197-RA
OG0010187	Lsat_1_v5_gn_6_12820.1, Lsat_1_v5_gn_6_87881.1	Dm_00018529-RA
OG0010188	Lsat_1_v5_gn_1_31380.1, Lsat_1_v5_gn_1_31380.3, Lsat_1_v5_gn_5_8920.1	Dm_00002333-RA
OG0010190	Lsat_1_v5_gn_3_5320.1, Lsat_1_v5_gn_3_5320.3	Dm_00013163-RA
OG0010191	Lsat_1_v5_gn_1_37881.1	Dm_00012870-RA
OG0010194	Lsat_1_v5_gn_5_139800.1, Lsat_1_v5_gn_5_139800.2	Dm_00005120-RA
OG0010195	Lsat_1_v5_gn_6_55020.1, Lsat_1_v5_gn_6_55020.2	Dm_00007904-RA
OG0010196	Lsat_1_v5_gn_8_161781.1, Lsat_1_v5_gn_8_161781.3	Dm_00011763-RA, Dm_00011762-RA
OG0010197	Lsat_1_v5_gn_5_143521.2, Lsat_1_v5_gn_5_143521.1	Dm_00012268-RA
OG0010198	Lsat_1_v5_gn_7_9580.3, Lsat_1_v5_gn_7_9580.1	Dm_00003822-RA
OG0010200	Lsat_1_v5_gn_5_30481.1, Lsat_1_v5_gn_5_30481.3	Dm_00004156-RA
OG0010202	Lsat_1_v5_gn_6_92521.1	Dm_00000886-RA
OG0010203	Lsat_1_v5_gn_9_87100.1, Lsat_1_v5_gn_9_87100.3	Dm_00007075-RA
OG0010206	Lsat_1_v5_gn_7_59641.1, Lsat_1_v5_gn_7_59621.1, Lsat_1_v5_gn_7_59661.1	Dm_00011032-RA
OG0010207	Lsat_1_v5_gn_7_40780.1	Dm_00019895-RA
OG0010208	Lsat_1_v5_gn_7_2720.1	Dm_00019603-RA, Dm_00006512-RA
OG0010209	Lsat_1_v5_gn_5_91080.1, Lsat_1_v5_gn_7_49680.1	Dm_00005364-RA, Dm_00013810-RA
OG0010210	Lsat_1_v5_gn_4_31821.3, Lsat_1_v5_gn_4_31821.1	Dm_00007576-RA
OG0010211	Lsat_1_v5_gn_7_58320.3, Lsat_1_v5_gn_7_58320.1, Lsat_1_v5_gn_5_79481.1	Dm_00020070-RA
OG0010212	Lsat_1_v5_gn_6_66261.1, Lsat_1_v5_gn_6_66261.2	Dm_00000649-RA
OG0010213	Lsat_1_v5_gn_5_98400.1, Lsat_1_v5_gn_5_98400.3	Dm_00000107-RA, Dm_00001053-RA
OG0010214	Lsat_1_v5_gn_4_84921.1	Dm_00010959-RA
OG0010215	Lsat_1_v5_gn_8_20540.3, Lsat_1_v5_gn_8_20540.1	Dm_00004188-RA
OG0010216	Lsat_1_v5_gn_6_82361.1, Lsat_1_v5_gn_6_9060.1, Lsat_1_v5_gn_6_9060.3	Dm_00010908-RA
OG0010219	Lsat_1_v5_gn_9_97280.1	Dm_00010349-RA
OG0010220	Lsat_1_v5_gn_1_31221.1, Lsat_1_v5_gn_4_88200.1, Lsat_1_v5_gn_8_94000.1	Dm_00002623-RA
OG0010221	Lsat_1_v5_gn_5_143861.1, Lsat_1_v5_gn_5_143861.2	Dm_00013609-RA
OG0010222	Lsat_1_v5_gn_9_55180.1, Lsat_1_v5_gn_8_7301.1	Dm_00002959-RA
OG0010223	Lsat_1_v5_gn_2_84960.1, Lsat_1_v5_gn_2_84960.3	Dm_00010200-RA
OG0010224	Lsat_1_v5_gn_5_138841.1	Dm_00019722-RA
OG0010225	Lsat_1_v5_gn_7_55601.1	Dm_00012304-RA
OG0010226	Lsat_1_v5_gn_8_57261.1, Lsat_1_v5_gn_8_57261.2, Lsat_1_v5_gn_5_97961.1	Dm_00000097-RA
OG0010227	Lsat_1_v5_gn_4_38381.1	Dm_00003773-RA
OG0010228	Lsat_1_v5_gn_3_138360.3, Lsat_1_v5_gn_3_138360.1, Lsat_1_v5_gn_3_138360.2	Dm_00011516-RA
OG0010229	Lsat_1_v5_gn_7_99420.1	Dm_00002063-RA
OG0010230	Lsat_1_v5_gn_1_30900.1, Lsat_1_v5_gn_4_86800.1, Lsat_1_v5_gn_4_86780.1	Dm_00004594-RA
OG0010231	Lsat_1_v5_gn_6_21681.1	Dm_00000622-RA
OG0010232	Lsat_1_v5_gn_5_99240.2, Lsat_1_v5_gn_5_99240.1	Dm_00001045-RA
OG0010234	Lsat_1_v5_gn_4_106101.1	Dm_00006485-RA
OG0010235	Lsat_1_v5_gn_3_11280.1	Dm_00006133-RA
OG0010237	Lsat_1_v5_gn_5_121860.1	Dm_00008583-RA
OG0010238	Lsat_1_v5_gn_3_22660.1	Dm_00011192-RA
OG0010239	Lsat_1_v5_gn_4_30761.1	Dm_00009280-RA
OG0010240	Lsat_1_v5_gn_4_103101.1, Lsat_1_v5_gn_4_103101.3	Dm_00006012-RA
OG0010241	Lsat_1_v5_gn_4_39741.1	Dm_00017006-RA, Dm_00018564-RA
OG0010242	Lsat_1_v5_gn_3_10260.3, Lsat_1_v5_gn_3_10260.1	Dm_00019847-RA
OG0010243	Lsat_1_v5_gn_8_6901.1, Lsat_1_v5_gn_8_6901.2, Lsat_1_v5_gn_9_57581.1	Dm_00003301-RA
OG0010247	Lsat_1_v5_gn_7_50001.1	Dm_00012751-RA
OG0010248	Lsat_1_v5_gn_9_48340.1	Dm_00016874-RA
OG0010249	Lsat_1_v5_gn_4_92560.1, Lsat_1_v5_gn_1_37860.1, Lsat_1_v5_gn_5_135860.1	Dm_00016578-RA
OG0010250	Lsat_1_v5_gn_9_56860.1, Lsat_1_v5_gn_9_56860.2, Lsat_1_v5_gn_2_131500.1	Dm_00010589-RA
OG0010251	Lsat_1_v5_gn_2_130120.1	Dm_00012707-RA
OG0010253	Lsat_1_v5_gn_1_61521.1, Lsat_1_v5_gn_1_61521.2	Dm_00015222-RA
OG0010254	Lsat_1_v5_gn_7_15121.1, Lsat_1_v5_gn_7_15121.3	Dm_00004660-RA
OG0010256	Lsat_1_v5_gn_8_140141.1	Dm_00005591-RA
OG0010257	Lsat_1_v5_gn_7_72120.3, Lsat_1_v5_gn_7_72120.1	Dm_00020150-RA
OG0010258	Lsat_1_v5_gn_2_97841.1	Dm_00000377-RA, Dm_00009586-RA
OG0010261	Lsat_1_v5_gn_1_56061.4, Lsat_1_v5_gn_1_56061.1	Dm_00015684-RA
OG0010262	Lsat_1_v5_gn_2_22640.2	Dm_00001786-RA
OG0010263	Lsat_1_v5_gn_4_48400.1	Dm_00000671-RA
OG0010264	Lsat_1_v5_gn_9_106260.3, Lsat_1_v5_gn_9_106260.1	Dm_00007818-RA
OG0010265	Lsat_1_v5_gn_9_8701.1, Lsat_1_v5_gn_9_8701.3	Dm_00012815-RA
OG0010267	Lsat_1_v5_gn_8_141221.1	Dm_00004512-RA
OG0010269	Lsat_1_v5_gn_9_37301.3, Lsat_1_v5_gn_9_37301.1	Dm_00017041-RA
OG0010272	Lsat_1_v5_gn_4_28400.1	Dm_00009017-RA
OG0010273	Lsat_1_v5_gn_2_109060.1, Lsat_1_v5_gn_2_109060.3	Dm_00018974-RA
OG0010275	Lsat_1_v5_gn_6_28400.1	Dm_00003385-RA
OG0010276	Lsat_1_v5_gn_8_72200.1, Lsat_1_v5_gn_5_171040.1	Dm_00005856-RA
OG0010277	Lsat_1_v5_gn_9_29000.1, Lsat_1_v5_gn_9_29000.3, Lsat_1_v5_gn_9_29000.2	Dm_00013773-RA
OG0010278	Lsat_1_v5_gn_5_3861.1, Lsat_1_v5_gn_2_30500.3, Lsat_1_v5_gn_2_30500.2, Lsat_1_v5_gn_2_30500.1, Lsat_1_v5_gn_5_171181.1, Lsat_1_v5_gn_4_50060.1	Dm_00018732-RA
OG0010280	Lsat_1_v5_gn_8_102200.2, Lsat_1_v5_gn_8_102200.1, Lsat_1_v5_gn_9_34521.1	Dm_00009963-RA
OG0010281	Lsat_1_v5_gn_8_73521.2, Lsat_1_v5_gn_8_73521.1, Lsat_1_v5_gn_9_23661.1	Dm_00003745-RA
OG0010282	Lsat_1_v5_gn_2_104400.5, Lsat_1_v5_gn_2_104400.6, Lsat_1_v5_gn_2_104400.1	Dm_00007121-RA
OG0010283	Lsat_1_v5_gn_9_30301.4, Lsat_1_v5_gn_9_30301.1, Lsat_1_v5_gn_8_83721.1	Dm_00003421-RA
OG0010285	Lsat_1_v5_gn_8_10680.3, Lsat_1_v5_gn_8_10680.1, Lsat_1_v5_gn_4_28380.1, Lsat_1_v5_gn_5_93381.3, Lsat_1_v5_gn_5_93381.1	Dm_00006149-RA
OG0010286	Lsat_1_v5_gn_5_3221.1	Dm_00011384-RA, Dm_00019900-RA
OG0010289	Lsat_1_v5_gn_2_103220.3, Lsat_1_v5_gn_2_103220.1	Dm_00003769-RA
OG0010291	Lsat_1_v5_gn_6_55740.1	Dm_00019059-RA
OG0010292	Lsat_1_v5_gn_5_172301.3, Lsat_1_v5_gn_5_172301.1	Dm_00015960-RA
OG0010293	Lsat_1_v5_gn_2_59680.1	Dm_00016648-RA
OG0010294	Lsat_1_v5_gn_6_42140.3, Lsat_1_v5_gn_6_42140.1	Dm_00008084-RA, Dm_00001339-RA
OG0010295	Lsat_1_v5_gn_7_16100.3, Lsat_1_v5_gn_7_16100.1, Lsat_1_v5_gn_1_4360.1	Dm_00008185-RA
OG0010296	Lsat_1_v5_gn_5_190221.1	Dm_00001521-RA
OG0010297	Lsat_1_v5_gn_1_65340.1, Lsat_1_v5_gn_2_98481.1, Lsat_1_v5_gn_6_46020.1	Dm_00007335-RA
OG0010298	Lsat_1_v5_gn_8_103441.1	Dm_00012400-RA
OG0010299	Lsat_1_v5_gn_9_58300.2, Lsat_1_v5_gn_9_58300.1	Dm_00008180-RA
OG0010301	Lsat_1_v5_gn_2_101121.2, Lsat_1_v5_gn_2_101121.1, Lsat_1_v5_gn_2_101121.3	Dm_00010179-RA
OG0010303	Lsat_1_v5_gn_2_35420.1	Dm_00002941-RA
OG0010304	Lsat_1_v5_gn_7_102200.1	Dm_00018971-RA
OG0010305	Lsat_1_v5_gn_4_46521.2, Lsat_1_v5_gn_4_46521.1	Dm_00018943-RA
OG0010306	Lsat_1_v5_gn_2_125341.1, Lsat_1_v5_gn_9_59340.1	Dm_00000199-RA
OG0010307	Lsat_1_v5_gn_7_76800.1	Dm_00008292-RA
OG0010308	Lsat_1_v5_gn_8_78041.1, Lsat_1_v5_gn_5_167661.3, Lsat_1_v5_gn_5_167661.1	Dm_00017738-RA
OG0010312	Lsat_1_v5_gn_4_121700.1	Dm_00002725-RA
OG0010313	Lsat_1_v5_gn_9_29601.1	Dm_00016296-RA
OG0010314	Lsat_1_v5_gn_8_12880.1	Dm_00013897-RA
OG0010315	Lsat_1_v5_gn_5_170681.1, Lsat_1_v5_gn_4_177081.1	Dm_00007148-RA
OG0010317	Lsat_1_v5_gn_6_47960.1	Dm_00014723-RA
OG0010318	Lsat_1_v5_gn_9_116360.1, Lsat_1_v5_gn_9_116360.2, Lsat_1_v5_gn_7_77981.1	Dm_00015771-RA
OG0010319	Lsat_1_v5_gn_6_33801.1, Lsat_1_v5_gn_6_33801.3, Lsat_1_v5_gn_6_33801.2	Dm_00011431-RA
OG0010320	Lsat_1_v5_gn_9_105181.3, Lsat_1_v5_gn_9_105181.1	Dm_00013023-RA
OG0010321	Lsat_1_v5_gn_0_8241.1	Dm_00007129-RA
OG0010322	Lsat_1_v5_gn_1_56320.3, Lsat_1_v5_gn_1_56320.1	Dm_00001014-RA
OG0010324	Lsat_1_v5_gn_8_83900.1	Dm_00005932-RA
OG0010325	Lsat_1_v5_gn_1_65480.3, Lsat_1_v5_gn_1_65480.1	Dm_00000466-RA
OG0010326	Lsat_1_v5_gn_5_173181.1	Dm_00006225-RA
OG0010328	Lsat_1_v5_gn_2_32160.1	Dm_00017517-RA
OG0010329	Lsat_1_v5_gn_7_16460.1, Lsat_1_v5_gn_7_16460.3	Dm_00016964-RA
OG0010330	Lsat_1_v5_gn_7_31160.3, Lsat_1_v5_gn_7_31160.1	Dm_00011342-RA
OG0010331	Lsat_1_v5_gn_4_69540.3, Lsat_1_v5_gn_4_69540.1	Dm_00005414-RA
OG0010333	Lsat_1_v5_gn_5_123860.3, Lsat_1_v5_gn_5_123860.1	Dm_00005194-RA
OG0010334	Lsat_1_v5_gn_9_26700.1, Lsat_1_v5_gn_9_26700.2	Dm_00014093-RA
OG0010335	Lsat_1_v5_gn_9_29100.1	Dm_00004386-RA
OG0010336	Lsat_1_v5_gn_5_51241.1, Lsat_1_v5_gn_5_51241.2	Dm_00011790-RA
OG0010337	Lsat_1_v5_gn_9_66560.1, Lsat_1_v5_gn_8_20961.1, Lsat_1_v5_gn_8_20961.3	Dm_00005275-RA
OG0010338	Lsat_1_v5_gn_9_66541.1	Dm_00018089-RA, Dm_00011162-RA, Dm_00018088-RA
OG0010339	Lsat_1_v5_gn_6_34681.2, Lsat_1_v5_gn_6_34681.5	Dm_00012931-RA
OG0010340	Lsat_1_v5_gn_7_93220.1	Dm_00001758-RA, Dm_00005187-RA
OG0010341	Lsat_1_v5_gn_5_78680.1, Lsat_1_v5_gn_5_78680.3	Dm_00001111-RA
OG0010342	Lsat_1_v5_gn_8_99960.2, Lsat_1_v5_gn_8_99960.1	Dm_00020171-RA
OG0010343	Lsat_1_v5_gn_8_108720.1	Dm_00007202-RA
OG0010344	Lsat_1_v5_gn_4_86841.1	Dm_00004595-RA
OG0010345	Lsat_1_v5_gn_8_54380.1, Lsat_1_v5_gn_3_85040.1	Dm_00012429-RA
OG0010346	Lsat_1_v5_gn_6_48420.1	Dm_00013307-RA
OG0010347	Lsat_1_v5_gn_4_65480.1	Dm_00005557-RA
OG0010347	Lsat_1_v5_gn_4_65500.1	Dm_00005555-RA
OG0010348	Lsat_1_v5_gn_4_78980.1, Lsat_1_v5_gn_1_29421.1	Dm_00007021-RA
OG0010349	Lsat_1_v5_gn_6_46361.1, Lsat_1_v5_gn_6_46361.2, Lsat_1_v5_gn_2_25141.1	Dm_00007872-RA
OG0010350	Lsat_1_v5_gn_1_128700.2, Lsat_1_v5_gn_1_128700.1	Dm_00013984-RA
OG0010351	Lsat_1_v5_gn_3_44180.3, Lsat_1_v5_gn_3_44180.1	Dm_00003434-RA
OG0010353	Lsat_1_v5_gn_5_189841.1	Dm_00016306-RA
OG0010354	Lsat_1_v5_gn_8_92521.1	Dm_00008892-RA
OG0010355	Lsat_1_v5_gn_9_67321.1, Lsat_1_v5_gn_9_67321.2	Dm_00004374-RA
OG0010356	Lsat_1_v5_gn_9_121141.2, Lsat_1_v5_gn_9_121141.1, Lsat_1_v5_gn_7_76521.1	Dm_00012883-RA
OG0010358	Lsat_1_v5_gn_8_18301.1, Lsat_1_v5_gn_9_123520.1	Dm_00000577-RA
OG0010360	Lsat_1_v5_gn_7_110720.3, Lsat_1_v5_gn_7_110720.1	Dm_00010859-RA
OG0010361	Lsat_1_v5_gn_2_40441.1	Dm_00003814-RA
OG0010362	Lsat_1_v5_gn_1_18441.1, Lsat_1_v5_gn_1_18441.3	Dm_00018402-RA
OG0010363	Lsat_1_v5_gn_2_98721.1	Dm_00004218-RA
OG0010364	Lsat_1_v5_gn_9_121801.3, Lsat_1_v5_gn_9_121801.1	Dm_00008954-RA
OG0010365	Lsat_1_v5_gn_6_12261.2, Lsat_1_v5_gn_6_12261.1, Lsat_1_v5_gn_3_10461.1	Dm_00017335-RA
OG0010367	Lsat_1_v5_gn_8_3080.2, Lsat_1_v5_gn_8_3080.1, Lsat_1_v5_gn_8_3080.3	Dm_00005624-RA
OG0010368	Lsat_1_v5_gn_8_10241.1, Lsat_1_v5_gn_2_128681.1	Dm_00006402-RA, Dm_00007232-RA
OG0010369	Lsat_1_v5_gn_8_10160.1	Dm_00002047-RA
OG0010370	Lsat_1_v5_gn_5_24320.1	Dm_00018037-RA
OG0010374	Lsat_1_v5_gn_7_71840.1	Dm_00019172-RA
OG0010377	Lsat_1_v5_gn_1_69940.1, Lsat_1_v5_gn_1_69940.2	Dm_00001195-RA
OG0010378	Lsat_1_v5_gn_5_51901.1	Dm_00013150-RA
OG0010379	Lsat_1_v5_gn_7_2701.1	Dm_00018344-RA
OG0010380	Lsat_1_v5_gn_2_95200.1	Dm_00019392-RA
OG0010381	Lsat_1_v5_gn_3_29341.1	Dm_00002441-RA, Dm_00004451-RA
OG0010382	Lsat_1_v5_gn_4_42281.3, Lsat_1_v5_gn_4_42281.1	Dm_00011223-RA
OG0010383	Lsat_1_v5_gn_3_43481.2, Lsat_1_v5_gn_3_43481.1	Dm_00009502-RA
OG0010384	Lsat_1_v5_gn_2_134381.1, Lsat_1_v5_gn_2_134381.3	Dm_00005163-RA
OG0010385	Lsat_1_v5_gn_4_161581.2	Dm_00018853-RA
OG0010386	Lsat_1_v5_gn_1_25060.1	Dm_00018993-RA
OG0010387	Lsat_1_v5_gn_3_32540.2, Lsat_1_v5_gn_3_32540.3, Lsat_1_v5_gn_3_32540.1	Dm_00012334-RA
OG0010388	Lsat_1_v5_gn_8_82500.1	Dm_00001295-RA
OG0010389	Lsat_1_v5_gn_0_47661.1, Lsat_1_v5_gn_5_4701.2, Lsat_1_v5_gn_8_139860.1, Lsat_1_v5_gn_2_97101.1, Lsat_1_v5_gn_5_181901.3, Lsat_1_v5_gn_6_94240.1	Dm_00007477-RA
OG0010390	Lsat_1_v5_gn_3_139161.1	Dm_00014258-RA
OG0010391	Lsat_1_v5_gn_9_16381.1, Lsat_1_v5_gn_9_16381.2	Dm_00015291-RA
OG0010392	Lsat_1_v5_gn_7_11800.3, Lsat_1_v5_gn_7_11800.1, Lsat_1_v5_gn_9_5620.2, Lsat_1_v5_gn_9_5620.1	Dm_00018411-RA
OG0010395	Lsat_1_v5_gn_9_124360.1, Lsat_1_v5_gn_9_124360.2	Dm_00007563-RA
OG0010396	Lsat_1_v5_gn_0_22620.1, Lsat_1_v5_gn_0_22620.3	Dm_00006583-RA
OG0010397	Lsat_1_v5_gn_4_117720.1	Dm_00008520-RA
OG0010398	Lsat_1_v5_gn_5_125241.3, Lsat_1_v5_gn_5_125241.1	Dm_00012916-RA
OG0010399	Lsat_1_v5_gn_2_94961.1	Dm_00019537-RA
