Orthogroup	L_sativa.proteins	A_vesiculosa.proteins
OG0011554	Lsat_1_v5_gn_8_40961.1, Lsat_1_v5_gn_8_40961.3	Av_00002567-RA, Av_00018461-RA
OG0011555	Lsat_1_v5_gn_4_170381.1, Lsat_1_v5_gn_2_90061.1	Av_00024546-RA, Av_00024473-RA
OG0011556	Lsat_1_v5_gn_9_15021.1	Av_00009524-RA, Av_00018909-RA
OG0011557	Lsat_1_v5_gn_3_3140.1	Av_00003032-RA
OG0011558	Lsat_1_v5_gn_7_59260.2, Lsat_1_v5_gn_7_59260.1	Av_00018500-RA
OG0011559	Lsat_1_v5_gn_1_34600.1, Lsat_1_v5_gn_4_99921.1	Av_00008004-RA, Av_00006797-RA
OG0011560	Lsat_1_v5_gn_5_100720.1	Av_00003776-RA
OG0011561	Lsat_1_v5_gn_1_45761.1	Av_00010067-RA, Av_00022374-RA
OG0011562	Lsat_1_v5_gn_5_142000.3, Lsat_1_v5_gn_5_142000.4, Lsat_1_v5_gn_7_34821.1	Av_00004568-RA
OG0011564	Lsat_1_v5_gn_8_89041.1, Lsat_1_v5_gn_8_89041.2	Av_00021280-RA
OG0011566	Lsat_1_v5_gn_3_131361.1, Lsat_1_v5_gn_3_131361.3	Av_00003137-RA
OG0011567	Lsat_1_v5_gn_3_980.1	Av_00010360-RA
OG0011569	Lsat_1_v5_gn_4_104040.3, Lsat_1_v5_gn_4_104040.1	Av_00004151-RA, Av_00015428-RA
OG0011572	Lsat_1_v5_gn_7_34701.1	Av_00007237-RA
OG0011573	Lsat_1_v5_gn_8_95001.1	Av_00004248-RA, Av_00004635-RA
OG0011575	Lsat_1_v5_gn_9_55121.1	Av_00002087-RA
OG0011576	Lsat_1_v5_gn_7_34720.1	Av_00010086-RA, Av_00018256-RA
OG0011577	Lsat_1_v5_gn_8_98361.2, Lsat_1_v5_gn_8_98361.1	Av_00019536-RA
OG0011579	Lsat_1_v5_gn_8_8340.1	Av_00020614-RA
OG0011581	Lsat_1_v5_gn_4_35160.2, Lsat_1_v5_gn_4_35160.1	Av_00014653-RA
OG0011584	Lsat_1_v5_gn_9_99860.3, Lsat_1_v5_gn_9_99860.1	Av_00017182-RA
OG0011585	Lsat_1_v5_gn_4_37720.1	Av_00008646-RA, Av_00014684-RA
OG0011586	Lsat_1_v5_gn_8_67120.3, Lsat_1_v5_gn_8_67120.1, Lsat_1_v5_gn_7_54461.2, Lsat_1_v5_gn_7_54461.1	Av_00011025-RA
OG0011587	Lsat_1_v5_gn_3_25581.1	Av_00007116-RA
OG0011588	Lsat_1_v5_gn_6_84980.3, Lsat_1_v5_gn_6_84980.1	Av_00024528-RA
OG0011589	Lsat_1_v5_gn_5_73181.1, Lsat_1_v5_gn_5_73181.2	Av_00008339-RA
OG0011590	Lsat_1_v5_gn_1_30941.1	Av_00010040-RA
OG0011591	Lsat_1_v5_gn_3_102761.1	Av_00018373-RA
OG0011592	Lsat_1_v5_gn_3_41801.1	Av_00015615-RA
OG0011593	Lsat_1_v5_gn_7_9020.3, Lsat_1_v5_gn_7_9020.1	Av_00022281-RA
OG0011596	Lsat_1_v5_gn_7_7241.1	Av_00000061-RA
OG0011597	Lsat_1_v5_gn_5_143221.1	Av_00000944-RA
OG0011598	Lsat_1_v5_gn_5_55220.1	Av_00019457-RA
OG0011599	Lsat_1_v5_gn_1_45020.1, Lsat_1_v5_gn_1_45020.2	Av_00020612-RA
OG0011600	Lsat_1_v5_gn_5_41801.3, Lsat_1_v5_gn_5_41801.1	Av_00020127-RA
OG0011602	Lsat_1_v5_gn_7_76981.1, Lsat_1_v5_gn_2_89740.1	Av_00008904-RA
OG0011603	Lsat_1_v5_gn_9_88941.6, Lsat_1_v5_gn_9_88941.2, Lsat_1_v5_gn_9_88941.1	Av_00015544-RA
OG0011604	Lsat_1_v5_gn_5_157440.1	Av_00001332-RA
OG0011606	Lsat_1_v5_gn_1_85420.3, Lsat_1_v5_gn_1_85420.1	Av_00023992-RA
OG0011607	Lsat_1_v5_gn_9_57340.1	Av_00014787-RA, Av_00009197-RA
OG0011611	Lsat_1_v5_gn_5_128440.1	Av_00022376-RA
OG0011612	Lsat_1_v5_gn_7_104661.2, Lsat_1_v5_gn_7_104661.1	Av_00007845-RA, Av_00000208-RA
OG0011613	Lsat_1_v5_gn_8_135541.1	Av_00007447-RA
OG0011615	Lsat_1_v5_gn_8_141460.1, Lsat_1_v5_gn_8_141460.2	Av_00010464-RA
OG0011617	Lsat_1_v5_gn_2_61160.3, Lsat_1_v5_gn_2_61160.1	Av_00024217-RA
OG0011618	Lsat_1_v5_gn_8_132240.3, Lsat_1_v5_gn_8_132240.1	Av_00020471-RA
OG0011619	Lsat_1_v5_gn_8_142320.1	Av_00012853-RA, Av_00012854-RA
OG0011620	Lsat_1_v5_gn_3_31441.3, Lsat_1_v5_gn_3_31441.1	Av_00003994-RA
OG0011622	Lsat_1_v5_gn_1_99921.1	Av_00019866-RA, Av_00019662-RA
OG0011627	Lsat_1_v5_gn_8_67060.1, Lsat_1_v5_gn_6_9361.1	Av_00001015-RA, Av_00004487-RA
OG0011629	Lsat_1_v5_gn_5_6820.1	Av_00000196-RA
OG0011630	Lsat_1_v5_gn_9_100441.1, Lsat_1_v5_gn_9_100441.2	Av_00007821-RA
OG0011632	Lsat_1_v5_gn_9_112620.1	Av_00002159-RA
OG0011633	Lsat_1_v5_gn_5_175460.1	Av_00020730-RA
OG0011636	Lsat_1_v5_gn_8_137860.1, Lsat_1_v5_gn_8_137860.3	Av_00004717-RA
OG0011638	Lsat_1_v5_gn_2_99800.3, Lsat_1_v5_gn_2_99800.2, Lsat_1_v5_gn_2_99800.1	Av_00024612-RA
OG0011639	Lsat_1_v5_gn_5_145440.1	Av_00011380-RA
OG0011640	Lsat_1_v5_gn_2_63881.1, Lsat_1_v5_gn_2_63881.3	Av_00016429-RA
OG0011642	Lsat_1_v5_gn_5_169860.1, Lsat_1_v5_gn_5_169860.2	Av_00006158-RA
OG0011643	Lsat_1_v5_gn_5_121881.1, Lsat_1_v5_gn_9_104061.3, Lsat_1_v5_gn_9_104061.1	Av_00006208-RA
OG0011644	Lsat_1_v5_gn_4_52541.2, Lsat_1_v5_gn_4_52541.1	Av_00023130-RA
OG0011645	Lsat_1_v5_gn_7_105981.1	Av_00015774-RA, Av_00002444-RA
OG0011646	Lsat_1_v5_gn_7_41741.2, Lsat_1_v5_gn_7_41741.1	Av_00001924-RA
OG0011647	Lsat_1_v5_gn_3_140260.2, Lsat_1_v5_gn_3_140260.1	Av_00024511-RA
OG0011648	Lsat_1_v5_gn_9_22780.1	Av_00006136-RA
OG0011649	Lsat_1_v5_gn_9_22581.1, Lsat_1_v5_gn_9_22581.3, Lsat_1_v5_gn_5_183840.1	Av_00006135-RA
OG0011653	Lsat_1_v5_gn_5_166320.3, Lsat_1_v5_gn_5_166320.1	Av_00024832-RA
OG0011654	Lsat_1_v5_gn_9_100260.1	Av_00012647-RA, Av_00002343-RA
OG0011655	Lsat_1_v5_gn_2_103021.1	Av_00008174-RA
OG0011656	Lsat_1_v5_gn_6_29580.1, Lsat_1_v5_gn_6_29580.2	Av_00024432-RA, Av_00024433-RA
OG0011657	Lsat_1_v5_gn_5_139101.1	Av_00012488-RA
OG0011658	Lsat_1_v5_gn_6_49101.1, Lsat_1_v5_gn_6_49101.3	Av_00008510-RA
OG0011659	Lsat_1_v5_gn_4_124421.1, Lsat_1_v5_gn_4_60120.1	Av_00003686-RA
OG0011661	Lsat_1_v5_gn_5_153940.1	Av_00015799-RA
OG0011664	Lsat_1_v5_gn_4_66460.2, Lsat_1_v5_gn_4_66460.1	Av_00010751-RA
OG0011665	Lsat_1_v5_gn_5_159221.1	Av_00023025-RA
OG0011666	Lsat_1_v5_gn_5_105260.1	Av_00013742-RA
OG0011667	Lsat_1_v5_gn_2_52660.1, Lsat_1_v5_gn_2_52660.2	Av_00004337-RA, Av_00008160-RA
OG0011668	Lsat_1_v5_gn_6_43381.4, Lsat_1_v5_gn_6_43381.6	Av_00016888-RA
OG0011669	Lsat_1_v5_gn_1_109441.3, Lsat_1_v5_gn_1_109441.2, Lsat_1_v5_gn_1_109441.1	Av_00009083-RA
OG0011670	Lsat_1_v5_gn_2_60921.1	Av_00019406-RA
OG0011671	Lsat_1_v5_gn_8_20800.3, Lsat_1_v5_gn_8_20800.2, Lsat_1_v5_gn_8_20800.1	Av_00023388-RA
OG0011672	Lsat_1_v5_gn_5_155300.1	Av_00009496-RA, Av_00018883-RA
OG0011674	Lsat_1_v5_gn_1_96821.1, Lsat_1_v5_gn_0_45440.1	Av_00020071-RA
OG0011675	Lsat_1_v5_gn_5_157040.1	Av_00014503-RA
OG0011676	Lsat_1_v5_gn_7_85921.1, Lsat_1_v5_gn_7_85921.3	Av_00007320-RA
OG0011677	Lsat_1_v5_gn_4_26300.1	Av_00016210-RA
OG0011679	Lsat_1_v5_gn_2_108740.1, Lsat_1_v5_gn_2_108740.4	Av_00002869-RA, Av_00012554-RA
OG0011680	Lsat_1_v5_gn_9_38300.1	Av_00015649-RA
OG0011682	Lsat_1_v5_gn_7_16000.1	Av_00010591-RA, Av_00003691-RA
OG0011683	Lsat_1_v5_gn_1_51620.1, Lsat_1_v5_gn_1_51620.3, Lsat_1_v5_gn_2_107281.1	Av_00015702-RA
OG0011684	Lsat_1_v5_gn_7_27520.2, Lsat_1_v5_gn_7_27520.1	Av_00020082-RA
OG0011685	Lsat_1_v5_gn_3_32600.1	Av_00019310-RA
OG0011686	Lsat_1_v5_gn_1_108121.1, Lsat_1_v5_gn_7_24240.1	Av_00005877-RA
OG0011687	Lsat_1_v5_gn_4_59300.1	Av_00008965-RA
OG0011688	Lsat_1_v5_gn_1_61821.1	Av_00021770-RA, Av_00014046-RA, Av_00019256-RA
OG0011691	Lsat_1_v5_gn_7_23061.1, Lsat_1_v5_gn_7_23061.2	Av_00005886-RA, Av_00021407-RA
OG0011693	Lsat_1_v5_gn_1_41920.1	Av_00015870-RA
OG0011694	Lsat_1_v5_gn_1_124421.1	Av_00008713-RA
OG0011696	Lsat_1_v5_gn_2_3500.1	Av_00001217-RA
OG0011697	Lsat_1_v5_gn_8_72121.2, Lsat_1_v5_gn_8_72121.1	Av_00020483-RA
OG0011699	Lsat_1_v5_gn_1_52340.3, Lsat_1_v5_gn_1_52340.1	Av_00019337-RA
OG0011700	Lsat_1_v5_gn_2_125820.1	Av_00005027-RA, Av_00003846-RA
OG0011701	Lsat_1_v5_gn_9_40260.3, Lsat_1_v5_gn_9_40260.1	Av_00001988-RA, Av_00017931-RA
OG0011702	Lsat_1_v5_gn_6_15261.1	Av_00004312-RA
OG0011704	Lsat_1_v5_gn_6_73261.1	Av_00016221-RA
OG0011705	Lsat_1_v5_gn_8_60761.1, Lsat_1_v5_gn_8_60761.2	Av_00012873-RA
OG0011706	Lsat_1_v5_gn_1_117781.1	Av_00003374-RA, Av_00010843-RA
OG0011707	Lsat_1_v5_gn_7_19641.2, Lsat_1_v5_gn_7_19641.1	Av_00014116-RA
OG0011708	Lsat_1_v5_gn_0_6961.3	Av_00002535-RA, Av_00002464-RA
OG0011709	Lsat_1_v5_gn_3_117240.1	Av_00007322-RA
OG0011710	Lsat_1_v5_gn_5_3041.3, Lsat_1_v5_gn_5_3041.1	Av_00009585-RA
OG0011711	Lsat_1_v5_gn_2_92941.1, Lsat_1_v5_gn_2_92941.3	Av_00022763-RA
OG0011712	Lsat_1_v5_gn_4_2401.3, Lsat_1_v5_gn_4_2401.1	Av_00000258-RA
OG0011713	Lsat_1_v5_gn_6_10060.1	Av_00013038-RA, Av_00017628-RA
OG0011714	Lsat_1_v5_gn_4_1780.1	Av_00012227-RA, Av_00005205-RA
OG0011716	Lsat_1_v5_gn_1_28561.1, Lsat_1_v5_gn_1_28561.3, Lsat_1_v5_gn_1_28561.2	Av_00001695-RA
OG0011717	Lsat_1_v5_gn_5_13320.1, Lsat_1_v5_gn_5_13320.3	Av_00009267-RA
OG0011718	Lsat_1_v5_gn_4_151821.1, Lsat_1_v5_gn_4_151821.2	Av_00007936-RA, Av_00006844-RA
OG0011719	Lsat_1_v5_gn_1_14981.1	Av_00008670-RA
OG0011720	Lsat_1_v5_gn_7_89660.3, Lsat_1_v5_gn_7_89660.1	Av_00023152-RA
OG0011722	Lsat_1_v5_gn_2_37440.3, Lsat_1_v5_gn_2_37440.1	Av_00011646-RA
OG0011723	Lsat_1_v5_gn_1_33120.3, Lsat_1_v5_gn_1_33120.1	Av_00015022-RA
OG0011724	Lsat_1_v5_gn_8_9260.3, Lsat_1_v5_gn_8_9260.1	Av_00002054-RA
OG0011725	Lsat_1_v5_gn_5_3021.2, Lsat_1_v5_gn_5_3021.1	Av_00005641-RA
OG0011726	Lsat_1_v5_gn_3_61220.1, Lsat_1_v5_gn_3_61220.2	Av_00006640-RA
OG0011727	Lsat_1_v5_gn_0_39820.1	Av_00013748-RA
OG0011729	Lsat_1_v5_gn_4_135561.1	Av_00017792-RA
OG0011730	Lsat_1_v5_gn_4_4020.1	Av_00019394-RA
OG0011731	Lsat_1_v5_gn_7_8501.3	Av_00014673-RA
OG0011732	Lsat_1_v5_gn_9_46261.1	Av_00006893-RA, Av_00023754-RA
OG0011733	Lsat_1_v5_gn_4_152101.1	Av_00016329-RA
OG0011734	Lsat_1_v5_gn_9_9101.1	Av_00003443-RA
OG0011736	Lsat_1_v5_gn_7_79981.3, Lsat_1_v5_gn_7_79981.1	Av_00016623-RA
OG0011739	Lsat_1_v5_gn_7_89880.1	Av_00023633-RA
OG0011740	Lsat_1_v5_gn_1_75501.1, Lsat_1_v5_gn_1_75501.3	Av_00024838-RA
OG0011741	Lsat_1_v5_gn_9_25761.1, Lsat_1_v5_gn_9_25761.2	Av_00006166-RA
OG0011742	Lsat_1_v5_gn_2_94460.1, Lsat_1_v5_gn_2_94460.2	Av_00015208-RA, Av_00014813-RA
OG0011744	Lsat_1_v5_gn_4_141381.1, Lsat_1_v5_gn_4_141440.1	Av_00016726-RA
OG0011745	Lsat_1_v5_gn_9_67461.3, Lsat_1_v5_gn_9_67461.1	Av_00013633-RA
OG0011746	Lsat_1_v5_gn_6_25660.1	Av_00004481-RA, Av_00023592-RA
OG0011747	Lsat_1_v5_gn_4_152121.1, Lsat_1_v5_gn_4_152121.3	Av_00016330-RA
OG0011748	Lsat_1_v5_gn_9_5640.2, Lsat_1_v5_gn_9_5640.1	Av_00012956-RA, Av_00002111-RA, Av_00014707-RA, Av_00008673-RA
OG0011749	Lsat_1_v5_gn_9_87521.3, Lsat_1_v5_gn_9_87521.1	Av_00001311-RA
OG0011750	Lsat_1_v5_gn_4_39661.2, Lsat_1_v5_gn_4_39661.1, Lsat_1_v5_gn_3_126500.2, Lsat_1_v5_gn_3_126500.1	Av_00008598-RA
OG0011752	Lsat_1_v5_gn_2_86720.1, Lsat_1_v5_gn_2_86720.3	Av_00016724-RA
OG0011753	Lsat_1_v5_gn_6_64520.2, Lsat_1_v5_gn_6_64520.1	Av_00019023-RA
OG0011754	Lsat_1_v5_gn_2_2721.1, Lsat_1_v5_gn_2_2721.3, Lsat_1_v5_gn_8_80261.2	Av_00008987-RA
OG0011755	Lsat_1_v5_gn_2_73381.1	Av_00022390-RA
OG0011756	Lsat_1_v5_gn_2_18861.2, Lsat_1_v5_gn_2_18861.1	Av_00012089-RA
OG0011759	Lsat_1_v5_gn_1_5120.3, Lsat_1_v5_gn_1_5120.1	Av_00014807-RA
OG0011760	Lsat_1_v5_gn_6_99641.1	Av_00019378-RA, Av_00022298-RA
OG0011761	Lsat_1_v5_gn_9_76100.1	Av_00000073-RA, Av_00003177-RA
OG0011763	Lsat_1_v5_gn_5_116421.1, Lsat_1_v5_gn_5_116421.3	Av_00007180-RA
OG0011764	Lsat_1_v5_gn_1_8460.1	Av_00023810-RA, Av_00022107-RA
OG0011765	Lsat_1_v5_gn_5_114881.1, Lsat_1_v5_gn_5_114881.2	Av_00004534-RA
OG0011766	Lsat_1_v5_gn_5_109481.1, Lsat_1_v5_gn_5_109481.2	Av_00002031-RA, Av_00012872-RA
OG0011767	Lsat_1_v5_gn_7_84220.3, Lsat_1_v5_gn_7_84220.1	Av_00004759-RA
OG0011768	Lsat_1_v5_gn_9_41100.1, Lsat_1_v5_gn_9_41100.2	Av_00016678-RA
OG0011770	Lsat_1_v5_gn_4_124401.2, Lsat_1_v5_gn_4_124401.1	Av_00011068-RA
OG0011771	Lsat_1_v5_gn_3_30001.1, Lsat_1_v5_gn_4_3821.1	Av_00021003-RA, Av_00019388-RA
OG0011772	Lsat_1_v5_gn_8_149221.3, Lsat_1_v5_gn_8_149221.1	Av_00012236-RA, Av_00021826-RA
OG0011773	Lsat_1_v5_gn_2_42001.1, Lsat_1_v5_gn_1_76160.1	Av_00013219-RA, Av_00018782-RA
OG0011774	Lsat_1_v5_gn_3_39780.3, Lsat_1_v5_gn_3_39780.1	Av_00020393-RA
OG0011775	Lsat_1_v5_gn_6_59420.1, Lsat_1_v5_gn_6_59420.3	Av_00020036-RA
OG0011776	Lsat_1_v5_gn_1_25400.1	Av_00019278-RA, Av_00008918-RA
OG0011778	Lsat_1_v5_gn_4_133140.2, Lsat_1_v5_gn_4_133140.1, Lsat_1_v5_gn_4_133140.3	Av_00017984-RA
OG0011780	Lsat_1_v5_gn_1_33221.3, Lsat_1_v5_gn_1_33221.1	Av_00009255-RA
OG0011782	Lsat_1_v5_gn_9_9520.2, Lsat_1_v5_gn_9_9520.1	Av_00003432-RA
OG0011785	Lsat_1_v5_gn_1_9700.1	Av_00023326-RA
OG0011786	Lsat_1_v5_gn_2_132381.3, Lsat_1_v5_gn_2_132381.1	Av_00002083-RA
OG0011787	Lsat_1_v5_gn_9_7041.2, Lsat_1_v5_gn_9_7041.1	Av_00009648-RA
OG0011788	Lsat_1_v5_gn_4_128420.1, Lsat_1_v5_gn_1_22601.1	Av_00009989-RA
OG0011789	Lsat_1_v5_gn_2_115220.1, Lsat_1_v5_gn_2_115220.6, Lsat_1_v5_gn_2_115220.4	Av_00003561-RA
OG0011790	Lsat_1_v5_gn_5_181161.1	Av_00022905-RA, Av_00000755-RA
OG0011791	Lsat_1_v5_gn_4_52441.1	Av_00001389-RA
OG0011792	Lsat_1_v5_gn_2_66720.1, Lsat_1_v5_gn_2_66720.3	Av_00015382-RA
OG0011794	Lsat_1_v5_gn_5_29021.1	Av_00016452-RA
OG0011795	Lsat_1_v5_gn_3_43041.3, Lsat_1_v5_gn_3_43041.1	Av_00021566-RA
OG0011796	Lsat_1_v5_gn_4_12640.1	Av_00007764-RA
OG0011799	Lsat_1_v5_gn_1_82460.1	Av_00008345-RA, Av_00019384-RA
OG0011800	Lsat_1_v5_gn_8_143241.3, Lsat_1_v5_gn_8_143241.1	Av_00007095-RA
OG0011801	Lsat_1_v5_gn_3_56000.1	Av_00006391-RA
OG0011802	Lsat_1_v5_gn_8_152120.1	Av_00015476-RA, Av_00025044-RA
OG0011803	Lsat_1_v5_gn_6_4021.1	Av_00017563-RA
OG0011806	Lsat_1_v5_gn_4_170001.2, Lsat_1_v5_gn_4_170001.1	Av_00005543-RA
OG0011807	Lsat_1_v5_gn_7_11721.1	Av_00023614-RA
OG0011808	Lsat_1_v5_gn_0_16501.1, Lsat_1_v5_gn_4_173961.1	Av_00003576-RA
OG0011810	Lsat_1_v5_gn_4_153101.1	Av_00004986-RA
OG0011812	Lsat_1_v5_gn_8_157640.1	Av_00015479-RA
OG0011814	Lsat_1_v5_gn_6_99620.1	Av_00022847-RA
OG0011815	Lsat_1_v5_gn_4_8060.2, Lsat_1_v5_gn_4_8060.1	Av_00024408-RA, Av_00005290-RA
OG0011817	Lsat_1_v5_gn_4_82521.1	Av_00013824-RA
OG0011818	Lsat_1_v5_gn_4_108780.1, Lsat_1_v5_gn_5_19701.1	Av_00009319-RA, Av_00012432-RA
OG0011819	Lsat_1_v5_gn_5_78461.1, Lsat_1_v5_gn_5_78461.2	Av_00010195-RA
OG0011820	Lsat_1_v5_gn_6_38260.1	Av_00022258-RA, Av_00019793-RA
OG0011821	Lsat_1_v5_gn_2_79961.3, Lsat_1_v5_gn_2_79961.2, Lsat_1_v5_gn_5_81760.1, Lsat_1_v5_gn_2_79961.1	Av_00003932-RA
OG0011823	Lsat_1_v5_gn_8_46300.1, Lsat_1_v5_gn_8_46300.2	Av_00016714-RA
OG0011825	Lsat_1_v5_gn_1_11261.1	Av_00011280-RA
OG0011827	Lsat_1_v5_gn_1_13300.3, Lsat_1_v5_gn_1_13300.1	Av_00013788-RA
OG0011828	Lsat_1_v5_gn_4_112081.1, Lsat_1_v5_gn_4_112081.2	Av_00020315-RA
OG0011829	Lsat_1_v5_gn_4_16581.1	Av_00007589-RA
OG0011830	Lsat_1_v5_gn_8_83641.1	Av_00020516-RA
OG0011831	Lsat_1_v5_gn_5_188801.1, Lsat_1_v5_gn_5_2000.1	Av_00021308-RA
OG0011832	Lsat_1_v5_gn_8_125721.1, Lsat_1_v5_gn_8_1101.1	Av_00006257-RA
OG0011833	Lsat_1_v5_gn_3_60021.2, Lsat_1_v5_gn_3_60021.1, Lsat_1_v5_gn_8_38421.1	Av_00003307-RA
OG0011834	Lsat_1_v5_gn_3_53680.1	Av_00005232-RA
OG0011835	Lsat_1_v5_gn_8_39180.1, Lsat_1_v5_gn_8_39180.3	Av_00006362-RA, Av_00007613-RA
OG0011838	Lsat_1_v5_gn_4_134160.1	Av_00000581-RA
OG0011839	Lsat_1_v5_gn_8_221.1	Av_00010194-RA
OG0011842	Lsat_1_v5_gn_3_39800.1	Av_00010859-RA, Av_00019896-RA
OG0011843	Lsat_1_v5_gn_4_46700.1	Av_00023214-RA
OG0011844	Lsat_1_v5_gn_1_13920.1	Av_00009317-RA, Av_00015914-RA
OG0011845	Lsat_1_v5_gn_6_49801.3, Lsat_1_v5_gn_6_49801.5	Av_00001193-RA
OG0011847	Lsat_1_v5_gn_3_28081.1	Av_00022017-RA
OG0011849	Lsat_1_v5_gn_2_12101.2, Lsat_1_v5_gn_2_12101.1	Av_00006269-RA
OG0011850	Lsat_1_v5_gn_8_80081.1	Av_00001456-RA
OG0011851	Lsat_1_v5_gn_4_181101.1, Lsat_1_v5_gn_4_181101.2	Av_00013613-RA
OG0011853	Lsat_1_v5_gn_8_45940.1, Lsat_1_v5_gn_8_45940.4	Av_00015530-RA, Av_00016987-RA
OG0011854	Lsat_1_v5_gn_3_53601.1, Lsat_1_v5_gn_3_53601.2	Av_00015531-RA
OG0011855	Lsat_1_v5_gn_4_107320.3, Lsat_1_v5_gn_4_107320.1	Av_00013867-RA, Av_00011269-RA
OG0011857	Lsat_1_v5_gn_3_103300.2, Lsat_1_v5_gn_3_103300.1	Av_00000856-RA
OG0011858	Lsat_1_v5_gn_3_62041.1	Av_00000246-RA
OG0011859	Lsat_1_v5_gn_5_36641.1	Av_00019609-RA, Av_00023052-RA
OG0011860	Lsat_1_v5_gn_5_113460.1	Av_00023157-RA
OG0011863	Lsat_1_v5_gn_8_19860.1	Av_00007067-RA, Av_00003543-RA, Av_00023407-RA
OG0011865	Lsat_1_v5_gn_4_136981.1	Av_00016224-RA
OG0011868	Lsat_1_v5_gn_4_641.1	Av_00021833-RA
OG0011870	Lsat_1_v5_gn_3_50580.3, Lsat_1_v5_gn_3_50580.1	Av_00005292-RA
OG0011871	Lsat_1_v5_gn_8_41380.3, Lsat_1_v5_gn_8_41380.1	Av_00018431-RA, Av_00002595-RA
OG0011872	Lsat_1_v5_gn_5_123240.1	Av_00014957-RA
OG0011874	Lsat_1_v5_gn_2_88701.1	Av_00010611-RA
OG0011875	Lsat_1_v5_gn_4_75800.2, Lsat_1_v5_gn_4_75800.1	Av_00013375-RA
OG0011876	Lsat_1_v5_gn_4_75261.1, Lsat_1_v5_gn_5_14440.1	Av_00011293-RA
OG0011882	Lsat_1_v5_gn_3_8940.3, Lsat_1_v5_gn_3_8940.1, Lsat_1_v5_gn_6_4621.1	Av_00010437-RA, Av_00014592-RA
OG0011888	Lsat_1_v5_gn_2_21060.3, Lsat_1_v5_gn_2_21060.1	Av_00005058-RA, Av_00003816-RA, Av_00002921-RA, Av_00012602-RA
OG0011890	Lsat_1_v5_gn_2_33981.4, Lsat_1_v5_gn_2_33981.2, Lsat_1_v5_gn_2_33981.1	Av_00016378-RA
OG0011891	Lsat_1_v5_gn_7_58561.1, Lsat_1_v5_gn_7_58561.3	Av_00024148-RA
OG0011893	Lsat_1_v5_gn_1_78000.1	Av_00001267-RA
OG0011897	Lsat_1_v5_gn_4_32941.1	Av_00014635-RA
OG0011899	Lsat_1_v5_gn_6_106280.1	Av_00003178-RA, Av_00013981-RA
OG0011901	Lsat_1_v5_gn_9_60260.3, Lsat_1_v5_gn_9_60260.1	Av_00018170-RA
OG0011908	Lsat_1_v5_gn_3_32421.1, Lsat_1_v5_gn_4_61860.1	Av_00004529-RA, Av_00000987-RA
OG0011912	Lsat_1_v5_gn_6_341.3, Lsat_1_v5_gn_6_341.1	Av_00002145-RA
OG0011913	Lsat_1_v5_gn_6_68641.1, Lsat_1_v5_gn_1_75300.1	Av_00013507-RA, Av_00001531-RA
OG0011916	Lsat_1_v5_gn_0_21300.1, Lsat_1_v5_gn_0_21300.3, Lsat_1_v5_gn_1_112261.1	Av_00014184-RA, Av_00010643-RA
OG0011922	Lsat_1_v5_gn_5_103840.1, Lsat_1_v5_gn_9_60601.1, Lsat_1_v5_gn_9_60601.3	Av_00007755-RA
OG0011925	Lsat_1_v5_gn_4_74740.1	Av_00007276-RA, Av_00018296-RA
OG0011937	Lsat_1_v5_gn_5_81441.1, Lsat_1_v5_gn_5_81441.2, Lsat_1_v5_gn_5_81461.3, Lsat_1_v5_gn_5_81461.1, Lsat_1_v5_gn_9_68061.1, Lsat_1_v5_gn_8_119060.1, Lsat_1_v5_gn_8_119060.2, Lsat_1_v5_gn_8_119040.1, Lsat_1_v5_gn_8_106200.1, Lsat_1_v5_gn_5_61640.1, Lsat_1_v5_gn_9_67801.1, Lsat_1_v5_gn_9_67801.2, Lsat_1_v5_gn_9_67661.1, Lsat_1_v5_gn_2_60600.1	Av_00016016-RA
OG0011938	Lsat_1_v5_gn_3_60001.1, Lsat_1_v5_gn_3_60001.2	Av_00011571-RA
OG0012005	Lsat_1_v5_gn_2_64181.1	Av_00016065-RA
OG0012007	Lsat_1_v5_gn_5_169761.1	Av_00025100-RA
OG0012008	Lsat_1_v5_gn_3_116100.1	Av_00021782-RA
OG0012009	Lsat_1_v5_gn_3_94000.1	Av_00002023-RA
OG0012012	Lsat_1_v5_gn_6_24461.1	Av_00021175-RA
OG0012013	Lsat_1_v5_gn_3_21801.1, Lsat_1_v5_gn_6_76040.1	Av_00012093-RA
OG0012016	Lsat_1_v5_gn_5_176021.1	Av_00001408-RA
OG0012017	Lsat_1_v5_gn_4_2201.1	Av_00003735-RA
OG0012019	Lsat_1_v5_gn_2_39681.1	Av_00000570-RA
OG0012022	Lsat_1_v5_gn_9_12821.1	Av_00020973-RA
OG0012025	Lsat_1_v5_gn_4_95580.1, Lsat_1_v5_gn_5_145700.1	Av_00019285-RA
OG0012026	Lsat_1_v5_gn_2_108421.1	Av_00006560-RA
OG0012027	Lsat_1_v5_gn_1_116521.1	Av_00006078-RA
OG0012029	Lsat_1_v5_gn_5_174460.2, Lsat_1_v5_gn_5_174460.5	Av_00016806-RA
OG0012031	Lsat_1_v5_gn_5_184160.1	Av_00022118-RA, Av_00019761-RA
OG0012032	Lsat_1_v5_gn_9_3820.1	Av_00022428-RA
OG0012033	Lsat_1_v5_gn_3_124400.1	Av_00005122-RA
OG0012034	Lsat_1_v5_gn_1_62120.1	Av_00017362-RA
OG0012035	Lsat_1_v5_gn_9_3701.1	Av_00021155-RA
