Orthogroup	L_sativa.proteins	V_vinifera.proteins
OG0011813	Lsat_1_v5_gn_1_11580.1, Lsat_1_v5_gn_1_11580.2, Lsat_1_v5_gn_5_18480.1	VIT_217s0000g05490.1, VIT_214s0066g02460.1
OG0011814	Lsat_1_v5_gn_6_99620.1	VIT_209s0002g00230.1
OG0011815	Lsat_1_v5_gn_4_8060.2, Lsat_1_v5_gn_4_8060.1	VIT_201s0026g01420.1
OG0011817	Lsat_1_v5_gn_4_82521.1	VIT_217s0000g01020.1
OG0011818	Lsat_1_v5_gn_4_108780.1, Lsat_1_v5_gn_5_19701.1	VIT_217s0000g06280.1
OG0011819	Lsat_1_v5_gn_5_78461.1, Lsat_1_v5_gn_5_78461.2	VIT_217s0000g02030.2, VIT_217s0000g02030.1
OG0011820	Lsat_1_v5_gn_6_38260.1	VIT_211s0037g00090.1
OG0011821	Lsat_1_v5_gn_2_79961.3, Lsat_1_v5_gn_2_79961.2, Lsat_1_v5_gn_5_81760.1, Lsat_1_v5_gn_2_79961.1	VIT_214s0006g01430.1
OG0011822	Lsat_1_v5_gn_5_72381.1	VIT_201s0011g05020.1, VIT_217s0000g02460.1
OG0011823	Lsat_1_v5_gn_8_46300.1, Lsat_1_v5_gn_8_46300.2	VIT_201s0011g00490.1
OG0011824	Lsat_1_v5_gn_3_17800.1	VIT_202s0012g01310.1
OG0011825	Lsat_1_v5_gn_1_11261.1	VIT_217s0000g07620.1
OG0011826	Lsat_1_v5_gn_2_19020.1, Lsat_1_v5_gn_2_19020.3, Lsat_1_v5_gn_2_127100.1, Lsat_1_v5_gn_2_127100.3	VIT_216s0013g00590.1
OG0011827	Lsat_1_v5_gn_1_13300.3, Lsat_1_v5_gn_1_13300.1	VIT_217s0000g06090.1
OG0011828	Lsat_1_v5_gn_4_112081.1, Lsat_1_v5_gn_4_112081.2	VIT_217s0000g04270.1
OG0011829	Lsat_1_v5_gn_4_16581.1	VIT_201s0010g00550.1
OG0011830	Lsat_1_v5_gn_8_83641.1	VIT_208s0056g00830.1
OG0011831	Lsat_1_v5_gn_5_188801.1, Lsat_1_v5_gn_5_2000.1	VIT_219s0015g00980.1
OG0011832	Lsat_1_v5_gn_8_125721.1, Lsat_1_v5_gn_8_1101.1	VIT_217s0000g01970.1
OG0011833	Lsat_1_v5_gn_3_60021.2, Lsat_1_v5_gn_3_60021.1, Lsat_1_v5_gn_8_38421.1	VIT_201s0011g03050.1
OG0011834	Lsat_1_v5_gn_3_53680.1	VIT_205s0102g00650.1, VIT_205s0102g00560.1
OG0011835	Lsat_1_v5_gn_8_39180.1, Lsat_1_v5_gn_8_39180.3	VIT_201s0011g03380.1
OG0011836	Lsat_1_v5_gn_2_92300.1, Lsat_1_v5_gn_2_92300.3	VIT_214s0066g01460.2, VIT_214s0066g01460.1
OG0011837	Lsat_1_v5_gn_8_41481.3, Lsat_1_v5_gn_8_41481.1, Lsat_1_v5_gn_8_41521.2, Lsat_1_v5_gn_8_41521.1, Lsat_1_v5_gn_8_41541.1, Lsat_1_v5_gn_8_42640.1, Lsat_1_v5_gn_8_41461.3, Lsat_1_v5_gn_8_41461.1	VIT_201s0011g04540.1
OG0011838	Lsat_1_v5_gn_4_134160.1	VIT_214s0066g02620.1
OG0011839	Lsat_1_v5_gn_8_221.1	VIT_217s0119g00090.2, VIT_217s0119g00090.1
OG0011840	Lsat_1_v5_gn_2_90600.1	VIT_214s0066g02270.3, VIT_214s0066g02270.1, VIT_214s0066g02270.4, VIT_214s0066g02270.2, VIT_214s0066g02270.5
OG0011841	Lsat_1_v5_gn_3_105460.3, Lsat_1_v5_gn_3_105460.1, Lsat_1_v5_gn_3_105460.2, Lsat_1_v5_gn_8_37660.3, Lsat_1_v5_gn_8_37660.1	VIT_201s0010g01090.1
OG0011842	Lsat_1_v5_gn_3_39800.1	VIT_212s0057g00300.1
OG0011843	Lsat_1_v5_gn_4_46700.1	VIT_215s0021g01870.2, VIT_215s0021g01870.1
OG0011844	Lsat_1_v5_gn_1_13920.1	VIT_217s0000g06240.1
OG0011845	Lsat_1_v5_gn_6_49801.3, Lsat_1_v5_gn_6_49801.5	VIT_206s0004g01370.1
OG0011846	Lsat_1_v5_gn_2_118500.1, Lsat_1_v5_gn_5_24101.1, Lsat_1_v5_gn_4_111601.1, Lsat_1_v5_gn_4_111601.3	VIT_217s0000g04540.1
OG0011847	Lsat_1_v5_gn_3_28081.1	VIT_216s0022g00630.1
OG0011848	Lsat_1_v5_gn_4_80641.1, Lsat_1_v5_gn_3_59260.1	VIT_201s0011g03510.1, VIT_201s0011g03510.2
OG0011849	Lsat_1_v5_gn_2_12101.2, Lsat_1_v5_gn_2_12101.1	VIT_217s0000g03880.2, VIT_217s0000g03880.1
OG0011850	Lsat_1_v5_gn_8_80081.1	VIT_210s0042g01020.1
OG0011851	Lsat_1_v5_gn_4_181101.1, Lsat_1_v5_gn_4_181101.2	VIT_214s0066g01800.1
OG0011852	Lsat_1_v5_gn_4_20501.1	VIT_201s0011g02730.1
OG0011853	Lsat_1_v5_gn_8_45940.1, Lsat_1_v5_gn_8_45940.4	VIT_201s0011g00210.1
OG0011854	Lsat_1_v5_gn_3_53601.1, Lsat_1_v5_gn_3_53601.2	VIT_201s0011g00140.1
OG0011855	Lsat_1_v5_gn_4_107320.3, Lsat_1_v5_gn_4_107320.1	VIT_217s0000g05650.1
OG0011856	Lsat_1_v5_gn_6_73221.2, Lsat_1_v5_gn_6_73221.1	VIT_202s0012g02540.1
OG0011857	Lsat_1_v5_gn_3_103300.2, Lsat_1_v5_gn_3_103300.1	VIT_201s0011g00940.1
OG0011858	Lsat_1_v5_gn_3_62041.1	VIT_201s0011g04070.1
OG0011859	Lsat_1_v5_gn_5_36641.1	VIT_201s0137g00010.1
OG0011860	Lsat_1_v5_gn_5_113460.1	VIT_203s0063g00900.3, VIT_203s0063g00900.2, VIT_203s0063g00900.1
OG0011861	Lsat_1_v5_gn_8_52521.1, Lsat_1_v5_gn_9_15420.1, Lsat_1_v5_gn_8_52521.2, Lsat_1_v5_gn_8_52521.3	VIT_201s0026g02465.1
OG0011862	Lsat_1_v5_gn_4_75660.1	VIT_201s0127g00050.1, VIT_217s0000g08830.1
OG0011863	Lsat_1_v5_gn_8_19860.1	VIT_213s0019g04140.2, VIT_213s0019g04140.1
OG0011864	Lsat_1_v5_gn_8_720.3, Lsat_1_v5_gn_8_720.2, Lsat_1_v5_gn_8_720.1	VIT_217s0000g02270.2, VIT_217s0000g02270.3, VIT_217s0000g02270.1
OG0011865	Lsat_1_v5_gn_4_136981.1	VIT_204s0079g00800.1, VIT_204s0079g00800.2, VIT_204s0079g00800.3
OG0011866	Lsat_1_v5_gn_6_80020.1, Lsat_1_v5_gn_6_80020.3	VIT_202s0012g01910.1
OG0011868	Lsat_1_v5_gn_4_641.1	VIT_201s0010g03800.1
OG0011870	Lsat_1_v5_gn_3_50580.3, Lsat_1_v5_gn_3_50580.1	VIT_201s0026g01250.1
OG0011871	Lsat_1_v5_gn_8_41380.3, Lsat_1_v5_gn_8_41380.1	VIT_201s0011g04020.1
OG0011872	Lsat_1_v5_gn_5_123240.1	VIT_215s0021g01680.1
OG0011874	Lsat_1_v5_gn_2_88701.1	VIT_214s0108g00070.1
OG0011875	Lsat_1_v5_gn_4_75800.2, Lsat_1_v5_gn_4_75800.1	VIT_217s0000g08680.1
OG0011876	Lsat_1_v5_gn_4_75261.1, Lsat_1_v5_gn_5_14440.1	VIT_217s0000g08390.1, VIT_217s0000g08390.2
OG0011877	Lsat_1_v5_gn_2_91720.1, Lsat_1_v5_gn_0_28220.1	VIT_214s0066g01100.2, VIT_214s0066g01100.1
OG0011878	Lsat_1_v5_gn_9_45881.1, Lsat_1_v5_gn_9_45881.2, Lsat_1_v5_gn_9_45881.3	VIT_216s0039g00430.1, VIT_216s0039g00430.3, VIT_216s0039g00430.2, VIT_216s0039g00430.5, VIT_216s0039g00430.4
OG0011881	Lsat_1_v5_gn_1_43140.2, Lsat_1_v5_gn_1_43140.1	VIT_204s0008g04940.1
OG0011882	Lsat_1_v5_gn_3_8940.3, Lsat_1_v5_gn_3_8940.1, Lsat_1_v5_gn_6_4621.1	VIT_202s0025g00330.1
OG0011884	Lsat_1_v5_gn_4_169500.1	VIT_214s0108g01120.1
OG0011886	Lsat_1_v5_gn_8_90320.1	VIT_207s0005g04950.1, VIT_207s0005g04950.2
OG0011888	Lsat_1_v5_gn_2_21060.3, Lsat_1_v5_gn_2_21060.1	VIT_208s0007g03840.1
OG0011890	Lsat_1_v5_gn_2_33981.4, Lsat_1_v5_gn_2_33981.2, Lsat_1_v5_gn_2_33981.1	VIT_212s0057g00740.1
OG0011891	Lsat_1_v5_gn_7_58561.1, Lsat_1_v5_gn_7_58561.3	VIT_204s0008g01880.1, VIT_204s0008g01880.3
OG0011893	Lsat_1_v5_gn_1_78000.1	VIT_207s0031g02490.1, VIT_207s0031g02490.2
OG0011896	Lsat_1_v5_gn_1_10521.1	VIT_218s0072g00990.1, VIT_218s0072g00980.1
OG0011897	Lsat_1_v5_gn_4_32941.1	VIT_215s0048g03000.1
OG0011898	Lsat_1_v5_gn_8_130841.1	VIT_218s0089g01270.1
OG0011899	Lsat_1_v5_gn_6_106280.1	VIT_218s0001g07360.1
OG0011900	Lsat_1_v5_gn_1_85201.2, Lsat_1_v5_gn_1_85201.1	VIT_215s0045g00620.2, VIT_215s0045g00620.1
OG0011901	Lsat_1_v5_gn_9_60260.3, Lsat_1_v5_gn_9_60260.1	VIT_205s0094g00160.1
OG0011904	Lsat_1_v5_gn_9_22140.1, Lsat_1_v5_gn_9_22140.3, Lsat_1_v5_gn_5_167360.1	VIT_206s0004g04170.2, VIT_206s0004g04170.1
OG0011908	Lsat_1_v5_gn_3_32421.1, Lsat_1_v5_gn_4_61860.1	VIT_218s0075g01060.1, VIT_207s0005g04540.1, VIT_214s0083g00890.1
OG0011911	Lsat_1_v5_gn_7_75761.1, Lsat_1_v5_gn_5_104520.3	VIT_212s0035g01030.4, VIT_212s0035g01030.1, VIT_212s0035g01030.3, VIT_212s0035g01030.2
OG0011912	Lsat_1_v5_gn_6_341.3, Lsat_1_v5_gn_6_341.1	VIT_205s0077g00650.1
OG0011913	Lsat_1_v5_gn_6_68641.1, Lsat_1_v5_gn_1_75300.1	VIT_205s0049g01760.1
OG0011916	Lsat_1_v5_gn_0_21300.1, Lsat_1_v5_gn_0_21300.3, Lsat_1_v5_gn_1_112261.1	VIT_210s0003g02140.1, VIT_210s0003g02130.1
OG0011917	Lsat_1_v5_gn_2_66100.1	VIT_207s0191g00080.1
OG0011918	Lsat_1_v5_gn_8_36680.2, Lsat_1_v5_gn_8_36680.1	VIT_201s0010g00710.3, VIT_201s0010g00710.5, VIT_201s0010g00710.2, VIT_201s0010g00710.4, VIT_201s0010g00710.1
OG0011920	Lsat_1_v5_gn_0_420.1, Lsat_1_v5_gn_0_420.2	VIT_218s0122g01480.1, VIT_218s0122g01470.1, VIT_218s0122g01460.1, VIT_218s0001g00030.1
OG0011921	Lsat_1_v5_gn_5_56700.1, Lsat_1_v5_gn_4_87100.1	VIT_209s0002g00020.1, VIT_209s0096g00940.1
OG0011922	Lsat_1_v5_gn_5_103840.1, Lsat_1_v5_gn_9_60601.1, Lsat_1_v5_gn_9_60601.3	VIT_215s0021g02250.1
OG0011923	Lsat_1_v5_gn_4_147721.1, Lsat_1_v5_gn_4_147881.1, Lsat_1_v5_gn_9_39260.1, Lsat_1_v5_gn_0_29380.1, Lsat_1_v5_gn_0_29380.2, Lsat_1_v5_gn_6_94280.1, Lsat_1_v5_gn_5_4701.5, Lsat_1_v5_gn_3_5060.1, Lsat_1_v5_gn_4_147701.1, Lsat_1_v5_gn_2_98400.1, Lsat_1_v5_gn_2_20500.1	VIT_201s0010g01260.1
OG0011924	Lsat_1_v5_gn_5_981.2, Lsat_1_v5_gn_5_981.1	VIT_219s0027g00230.1, VIT_219s0027g00230.2
OG0011925	Lsat_1_v5_gn_4_74740.1	VIT_203s0038g01950.1
OG0011932	Lsat_1_v5_gn_8_153161.3, Lsat_1_v5_gn_8_153161.1, Lsat_1_v5_gn_6_3201.1	VIT_202s0154g00410.1
OG0011934	Lsat_1_v5_gn_3_75041.5, Lsat_1_v5_gn_3_75041.1, Lsat_1_v5_gn_3_75041.7, Lsat_1_v5_gn_3_75041.3	VIT_204s0023g02610.1, VIT_215s0021g02470.2, VIT_215s0021g02470.1
OG0011938	Lsat_1_v5_gn_3_60001.1, Lsat_1_v5_gn_3_60001.2	VIT_217s0000g04060.1
OG0011948	Lsat_1_v5_gn_5_87621.5	VIT_212s0121g00180.1, VIT_212s0178g00110.1, VIT_212s0178g00180.1, VIT_212s0178g00060.1, VIT_203s0017g00770.1, VIT_212s0055g01300.1, VIT_212s0055g01170.1, VIT_212s0121g00390.1, VIT_215s0107g00350.1, VIT_212s0178g00090.1, VIT_212s0178g00170.1, VIT_212s0178g00140.1, VIT_212s0121g00290.1
OG0011954	Lsat_1_v5_gn_2_87580.1, Lsat_1_v5_gn_2_87580.2	VIT_214s0068g00420.9, VIT_214s0068g00420.5, VIT_214s0068g00420.7, VIT_214s0068g00420.4, VIT_214s0068g00420.3, VIT_214s0068g00420.1, VIT_214s0068g00420.2, VIT_214s0068g00420.6
OG0011971	Lsat_1_v5_gn_1_27880.1, Lsat_1_v5_gn_8_161641.2, Lsat_1_v5_gn_8_161641.1, Lsat_1_v5_gn_3_81641.1, Lsat_1_v5_gn_5_118781.1, Lsat_1_v5_gn_1_114300.3, Lsat_1_v5_gn_1_114300.1, Lsat_1_v5_gn_0_28581.1, Lsat_1_v5_gn_8_47020.1, Lsat_1_v5_gn_5_118781.3, Lsat_1_v5_gn_0_28581.3, Lsat_1_v5_gn_0_28581.2, Lsat_1_v5_gn_5_118781.2, Lsat_1_v5_gn_8_47020.2	VIT_218s0001g14430.1
OG0012005	Lsat_1_v5_gn_2_64181.1	VIT_214s0128g00240.1
OG0012007	Lsat_1_v5_gn_5_169761.1	VIT_206s0004g05500.1
OG0012008	Lsat_1_v5_gn_3_116100.1	VIT_206s0009g01580.2, VIT_206s0009g01580.1
OG0012009	Lsat_1_v5_gn_3_94000.1	VIT_200s0207g00250.1, VIT_200s0207g00260.1
OG0012012	Lsat_1_v5_gn_6_24461.1	VIT_208s0007g04910.1
OG0012013	Lsat_1_v5_gn_3_21801.1, Lsat_1_v5_gn_6_76040.1	VIT_205s0077g01850.1
OG0012015	Lsat_1_v5_gn_8_23060.1, Lsat_1_v5_gn_2_102881.1	VIT_213s0074g00230.1
OG0012016	Lsat_1_v5_gn_5_176021.1	VIT_200s0227g00110.1
OG0012017	Lsat_1_v5_gn_4_2201.1	VIT_206s0004g00065.1
OG0012019	Lsat_1_v5_gn_2_39681.1	VIT_205s0049g01480.1
OG0012021	Lsat_1_v5_gn_2_104540.1	VIT_208s0007g03430.1
OG0012022	Lsat_1_v5_gn_9_12821.1	VIT_207s0005g05500.2, VIT_207s0005g05500.1
OG0012025	Lsat_1_v5_gn_4_95580.1, Lsat_1_v5_gn_5_145700.1	VIT_211s0016g02450.1
OG0012026	Lsat_1_v5_gn_2_108421.1	VIT_200s0215g00020.1
OG0012027	Lsat_1_v5_gn_1_116521.1	VIT_213s0084g00620.1
OG0012029	Lsat_1_v5_gn_5_174460.2, Lsat_1_v5_gn_5_174460.5	VIT_212s0057g00890.1
OG0012031	Lsat_1_v5_gn_5_184160.1	VIT_207s0151g00910.1
OG0012032	Lsat_1_v5_gn_9_3820.1	VIT_216s0039g02800.1, VIT_216s0039g02800.2
OG0012033	Lsat_1_v5_gn_3_124400.1	VIT_205s0020g04610.1
OG0012034	Lsat_1_v5_gn_1_62120.1	VIT_206s0061g01410.1, VIT_206s0061g01410.2
OG0012035	Lsat_1_v5_gn_9_3701.1	VIT_207s0104g00510.1
OG0012036	Lsat_1_v5_gn_4_71841.1	VIT_203s0038g02660.1
OG0012037	Lsat_1_v5_gn_5_74000.2	VIT_205s0020g02860.1
OG0012038	Lsat_1_v5_gn_2_67840.1	VIT_214s0030g01590.1
OG0012039	Lsat_1_v5_gn_3_117401.1	VIT_208s0056g00660.2, VIT_208s0056g00660.1, VIT_208s0056g00660.3
OG0012040	Lsat_1_v5_gn_5_11321.1	VIT_200s0246g00170.1
OG0012042	Lsat_1_v5_gn_1_58361.1	VIT_204s0023g00300.1
OG0012044	Lsat_1_v5_gn_7_114860.1	VIT_219s0015g01130.1, VIT_219s0015g01140.1
OG0012045	Lsat_1_v5_gn_3_21720.1, Lsat_1_v5_gn_3_21720.2	VIT_205s0077g01980.1
OG0012046	Lsat_1_v5_gn_5_164841.1	VIT_212s0055g00740.1, VIT_209s0018g00100.1
OG0012047	Lsat_1_v5_gn_6_57241.1	VIT_205s0102g00210.3, VIT_205s0102g00210.2, VIT_205s0102g00210.1
OG0012048	Lsat_1_v5_gn_5_160860.1, Lsat_1_v5_gn_5_160860.2	VIT_208s0007g08990.1
OG0012049	Lsat_1_v5_gn_7_34020.1, Lsat_1_v5_gn_7_34020.2, Lsat_1_v5_gn_7_34020.3	VIT_213s0320g00070.1
OG0012050	Lsat_1_v5_gn_3_65760.1	VIT_214s0006g00090.1
OG0012051	Lsat_1_v5_gn_9_4440.1	VIT_207s0104g00370.1
OG0012052	Lsat_1_v5_gn_1_77841.3, Lsat_1_v5_gn_1_77841.1	VIT_205s0102g00880.1
OG0012054	Lsat_1_v5_gn_0_460.1	VIT_208s0007g05420.2, VIT_208s0007g05420.1
OG0012055	Lsat_1_v5_gn_0_9401.1, Lsat_1_v5_gn_9_47321.1, Lsat_1_v5_gn_8_54301.1	VIT_207s0104g01430.1
OG0012056	Lsat_1_v5_gn_5_153761.1	VIT_208s0056g00270.2, VIT_208s0056g00270.1
OG0012057	Lsat_1_v5_gn_9_2781.1	VIT_207s0005g01480.1
OG0012058	Lsat_1_v5_gn_6_110001.3, Lsat_1_v5_gn_6_110001.1	VIT_214s0030g01950.1
OG0012059	Lsat_1_v5_gn_5_149040.1	VIT_205s0020g03140.1
OG0012061	Lsat_1_v5_gn_5_191140.1, Lsat_1_v5_gn_5_191140.3, Lsat_1_v5_gn_8_53521.1	VIT_207s0005g00340.1
OG0012062	Lsat_1_v5_gn_5_161280.1	VIT_208s0007g08720.1
OG0012063	Lsat_1_v5_gn_5_183100.1, Lsat_1_v5_gn_1_35280.1, Lsat_1_v5_gn_1_35280.2	VIT_209s0002g04370.1
OG0012064	Lsat_1_v5_gn_8_3301.1, Lsat_1_v5_gn_8_3301.2	VIT_204s0043g00870.2, VIT_204s0043g00870.1
OG0012065	Lsat_1_v5_gn_8_82180.1	VIT_208s0007g09010.2, VIT_208s0007g09010.1
OG0012066	Lsat_1_v5_gn_1_721.1, Lsat_1_v5_gn_1_721.3	VIT_218s0001g08560.1, VIT_218s0001g08560.2
OG0012067	Lsat_1_v5_gn_5_95160.1, Lsat_1_v5_gn_4_5321.1	VIT_203s0114g00032.1, VIT_216s0300g00021.1, VIT_200s0188g00050.1, VIT_216s0039g01040.1
OG0012068	Lsat_1_v5_gn_6_36921.1	VIT_208s0007g07470.1
OG0012069	Lsat_1_v5_gn_5_187781.1	VIT_207s0151g01010.1
OG0012070	Lsat_1_v5_gn_6_14941.1, Lsat_1_v5_gn_6_14420.1	VIT_205s0020g02370.1
OG0012072	Lsat_1_v5_gn_6_116121.1, Lsat_1_v5_gn_6_116121.3	VIT_205s0077g00590.1
OG0012075	Lsat_1_v5_gn_4_123041.1	VIT_218s0001g11720.2, VIT_218s0001g11720.1
OG0012077	Lsat_1_v5_gn_6_63061.2, Lsat_1_v5_gn_6_63061.1	VIT_205s0051g00420.1
OG0012078	Lsat_1_v5_gn_1_114801.2, Lsat_1_v5_gn_1_114801.1	VIT_213s0139g00260.1
OG0012080	Lsat_1_v5_gn_7_20421.1	VIT_200s0203g00140.1
OG0012081	Lsat_1_v5_gn_7_65521.1, Lsat_1_v5_gn_7_65521.3	VIT_205s0020g02880.1
OG0012082	Lsat_1_v5_gn_5_172660.1	VIT_206s0004g06940.1
OG0012083	Lsat_1_v5_gn_8_82201.1	VIT_204s0008g06620.1
OG0012084	Lsat_1_v5_gn_5_67200.1	VIT_205s0020g04710.1, VIT_205s0020g04710.2
OG0012085	Lsat_1_v5_gn_1_74460.1	VIT_205s0094g00770.1
OG0012086	Lsat_1_v5_gn_8_116020.1	VIT_214s0128g00050.3
OG0012087	Lsat_1_v5_gn_8_166540.1	VIT_207s0005g01250.1
OG0012089	Lsat_1_v5_gn_5_190540.1, Lsat_1_v5_gn_9_1141.1	VIT_207s0005g00140.1
OG0012091	Lsat_1_v5_gn_9_68280.1, Lsat_1_v5_gn_9_68280.3, Lsat_1_v5_gn_9_68280.2	VIT_213s0019g04650.2, VIT_213s0019g04650.4, VIT_213s0019g04650.3, VIT_213s0019g04650.1
OG0012092	Lsat_1_v5_gn_5_5261.1	VIT_212s0028g01980.1
OG0012095	Lsat_1_v5_gn_4_70120.1, Lsat_1_v5_gn_3_39421.2, Lsat_1_v5_gn_3_39421.1	VIT_212s0059g01830.1
OG0012096	Lsat_1_v5_gn_4_124041.1, Lsat_1_v5_gn_4_124041.3	VIT_218s0001g10770.1
OG0012097	Lsat_1_v5_gn_5_89321.1, Lsat_1_v5_gn_5_89321.2, Lsat_1_v5_gn_5_109301.2, Lsat_1_v5_gn_5_109301.1	VIT_212s0034g01760.1
OG0012099	Lsat_1_v5_gn_2_69281.1, Lsat_1_v5_gn_2_69281.3, Lsat_1_v5_gn_9_33960.1	VIT_218s0122g01120.1
OG0012100	Lsat_1_v5_gn_6_110060.1, Lsat_1_v5_gn_6_110021.1, Lsat_1_v5_gn_6_110120.1	VIT_218s0001g01840.1
OG0012101	Lsat_1_v5_gn_9_27361.2, Lsat_1_v5_gn_9_27361.1	VIT_208s0007g08190.1
OG0012102	Lsat_1_v5_gn_4_128040.1	VIT_218s0001g09930.1
OG0012104	Lsat_1_v5_gn_1_5280.3, Lsat_1_v5_gn_1_5280.1	VIT_218s0072g00300.1
OG0012106	Lsat_1_v5_gn_1_17721.1	VIT_218s0001g12460.1
OG0012107	Lsat_1_v5_gn_9_112460.2, Lsat_1_v5_gn_9_112460.1	VIT_203s0091g00620.2, VIT_203s0091g00620.1, VIT_203s0091g00620.3
OG0012108	Lsat_1_v5_gn_4_131781.1	VIT_218s0089g01190.1, VIT_218s0089g01190.7, VIT_218s0089g01190.6, VIT_218s0089g01190.4, VIT_218s0089g01190.5, VIT_218s0089g01190.3, VIT_218s0089g01190.2
OG0012109	Lsat_1_v5_gn_9_82660.1, Lsat_1_v5_gn_9_82660.2	VIT_212s0035g02080.1
OG0012110	Lsat_1_v5_gn_9_109140.1, Lsat_1_v5_gn_9_109140.2, Lsat_1_v5_gn_9_109140.3	VIT_203s0063g01750.1, VIT_215s0045g01430.1
OG0012111	Lsat_1_v5_gn_7_72161.2	VIT_219s0027g00450.1
OG0012112	Lsat_1_v5_gn_9_42440.3, Lsat_1_v5_gn_9_42440.1, Lsat_1_v5_gn_9_42440.2	VIT_218s0001g02500.1
OG0012113	Lsat_1_v5_gn_1_5681.3, Lsat_1_v5_gn_1_5681.1	VIT_218s0072g00170.1
OG0012114	Lsat_1_v5_gn_4_150821.1	VIT_204s0023g01530.1
OG0012115	Lsat_1_v5_gn_6_108181.1	VIT_218s0001g08320.1
OG0012116	Lsat_1_v5_gn_1_25201.1	VIT_218s0001g06750.1
OG0012118	Lsat_1_v5_gn_1_10500.1	VIT_218s0072g01000.1
OG0012119	Lsat_1_v5_gn_6_111081.1	VIT_218s0001g04190.1
OG0012121	Lsat_1_v5_gn_7_75960.2, Lsat_1_v5_gn_7_75960.3, Lsat_1_v5_gn_7_75960.1, Lsat_1_v5_gn_7_75940.1, Lsat_1_v5_gn_7_75940.3, Lsat_1_v5_gn_7_76640.1, Lsat_1_v5_gn_7_76640.3	VIT_212s0035g00880.1
OG0012122	Lsat_1_v5_gn_5_121181.1, Lsat_1_v5_gn_5_121181.3, Lsat_1_v5_gn_7_99560.1	VIT_219s0027g00020.1
OG0012123	Lsat_1_v5_gn_3_29801.1	VIT_200s0771g00010.1
OG0012124	Lsat_1_v5_gn_4_142441.1, Lsat_1_v5_gn_4_142441.3	VIT_200s0218g00075.1, VIT_200s1664g00010.1
OG0012125	Lsat_1_v5_gn_9_119861.2, Lsat_1_v5_gn_9_119861.3, Lsat_1_v5_gn_9_119861.1	VIT_212s0035g00630.1
OG0012126	Lsat_1_v5_gn_6_97261.3, Lsat_1_v5_gn_6_97261.1	VIT_218s0001g15020.1
OG0012127	Lsat_1_v5_gn_9_43080.3, Lsat_1_v5_gn_9_43080.1, Lsat_1_v5_gn_6_101960.3, Lsat_1_v5_gn_6_101960.1	VIT_218s0164g00010.1
OG0012128	Lsat_1_v5_gn_5_120180.1, Lsat_1_v5_gn_5_120180.3	VIT_203s0038g00300.1
OG0012129	Lsat_1_v5_gn_5_97040.1	VIT_207s0031g01605.1
OG0012130	Lsat_1_v5_gn_4_148220.1	VIT_204s0023g02000.1
OG0012132	Lsat_1_v5_gn_9_45300.1	VIT_218s0122g01230.1
OG0012133	Lsat_1_v5_gn_8_127040.1	VIT_203s0038g00800.1, VIT_203s0038g00800.2
OG0012134	Lsat_1_v5_gn_3_70661.1	VIT_200s0684g00030.1, VIT_200s2814g00010.1
OG0012135	Lsat_1_v5_gn_0_9700.1	VIT_218s0001g05130.3, VIT_218s0001g05130.1, VIT_218s0001g05130.2, VIT_218s0001g05130.4
OG0012138	Lsat_1_v5_gn_9_42680.1	VIT_218s0001g01880.1
OG0012139	Lsat_1_v5_gn_2_66161.1, Lsat_1_v5_gn_2_66161.3	VIT_207s0191g00050.1
OG0012140	Lsat_1_v5_gn_9_81040.1	VIT_218s0001g08800.1
OG0012141	Lsat_1_v5_gn_4_166021.1	VIT_207s0031g00790.2, VIT_207s0031g00790.1
OG0012142	Lsat_1_v5_gn_9_114260.1	VIT_203s0088g01250.1
OG0012143	Lsat_1_v5_gn_6_108161.1	VIT_213s0158g00040.1, VIT_207s0005g03540.1
OG0012144	Lsat_1_v5_gn_5_110080.1, Lsat_1_v5_gn_5_110080.3	VIT_203s0017g00550.1
OG0012145	Lsat_1_v5_gn_1_24401.3, Lsat_1_v5_gn_1_24401.1	VIT_218s0001g09140.1
OG0012146	Lsat_1_v5_gn_6_32180.1, Lsat_1_v5_gn_6_32180.3, Lsat_1_v5_gn_6_32200.3, Lsat_1_v5_gn_6_32200.1	VIT_208s0040g02940.1
OG0012148	Lsat_1_v5_gn_8_123161.1	VIT_203s0038g02580.1
OG0012149	Lsat_1_v5_gn_9_36361.3, Lsat_1_v5_gn_9_36361.1	VIT_202s0087g00260.1
OG0012150	Lsat_1_v5_gn_9_39901.1, Lsat_1_v5_gn_9_39901.3	VIT_208s0056g00310.1
OG0012151	Lsat_1_v5_gn_3_39320.2, Lsat_1_v5_gn_3_39320.1	VIT_212s0059g01950.1
OG0012152	Lsat_1_v5_gn_2_66501.1	VIT_200s1251g00010.1
OG0012153	Lsat_1_v5_gn_1_129360.1, Lsat_1_v5_gn_1_129360.2	VIT_210s0116g01160.2, VIT_210s0116g01160.1
OG0012154	Lsat_1_v5_gn_4_50480.1	VIT_210s0003g00890.1
OG0012155	Lsat_1_v5_gn_3_20501.1, Lsat_1_v5_gn_6_76881.1, Lsat_1_v5_gn_7_14560.1	VIT_202s0087g00620.1
OG0012157	Lsat_1_v5_gn_1_130341.1, Lsat_1_v5_gn_4_64261.1	VIT_200s0780g00010.1
OG0012158	Lsat_1_v5_gn_5_1780.3, Lsat_1_v5_gn_5_1780.1	VIT_219s0015g00520.1
