Orthogroup	L_sativa.proteins	B_vulgaris.proteins
OG0008955	Lsat_1_v5_gn_8_14680.1	Bevul.2G226200.1.p, Bevul.2G226200.2.p
OG0008956	Lsat_1_v5_gn_1_77640.1	Bevul.4G227500.1.p
OG0008957	Lsat_1_v5_gn_2_67941.2, Lsat_1_v5_gn_2_67941.3, Lsat_1_v5_gn_2_67941.1	Bevul.4G151000.1.p
OG0008958	Lsat_1_v5_gn_7_104021.1	Bevul.4G065300.1.p
OG0008960	Lsat_1_v5_gn_5_164080.1, Lsat_1_v5_gn_5_164080.3	Bevul.3G188100.1.p
OG0008961	Lsat_1_v5_gn_9_22380.1	Bevul.6G154400.1.p
OG0008962	Lsat_1_v5_gn_2_59580.1, Lsat_1_v5_gn_2_59580.3	Bevul.7G072300.1.p, Bevul.7G072300.2.p
OG0008963	Lsat_1_v5_gn_9_18760.1, Lsat_1_v5_gn_8_110781.1, Lsat_1_v5_gn_8_111160.2, Lsat_1_v5_gn_8_111160.1	Bevul.9G059800.1.p
OG0008964	Lsat_1_v5_gn_1_103161.3, Lsat_1_v5_gn_1_103161.2, Lsat_1_v5_gn_1_103161.1	Bevul.2G192900.3.p, Bevul.2G192900.2.p, Bevul.2G192900.1.p
OG0008965	Lsat_1_v5_gn_7_102620.2, Lsat_1_v5_gn_4_9161.1, Lsat_1_v5_gn_7_102620.1, Lsat_1_v5_gn_7_102620.3	Bevul.4G076400.1.p
OG0008966	Lsat_1_v5_gn_6_80180.3, Lsat_1_v5_gn_6_80180.1	Bevul.8G128000.1.p
OG0008967	Lsat_1_v5_gn_3_25820.1, Lsat_1_v5_gn_3_25820.2	Bevul.4G110600.1.p
OG0008968	Lsat_1_v5_gn_5_82200.1	Bevul.3G134900.1.p
OG0008969	Lsat_1_v5_gn_4_78821.1	Bevul.7G146000.1.p
OG0008970	Lsat_1_v5_gn_5_150061.3, Lsat_1_v5_gn_5_150061.1	Bevul.7G008100.1.p
OG0008971	Lsat_1_v5_gn_0_9241.1	Bevul.4G040300.1.p
OG0008972	Lsat_1_v5_gn_5_168921.2, Lsat_1_v5_gn_0_8080.1, Lsat_1_v5_gn_5_168921.1	Bevul.7G208900.1.p
OG0008973	Lsat_1_v5_gn_5_174641.1, Lsat_1_v5_gn_5_174641.3	Bevul.7G217100.1.p
OG0008974	Lsat_1_v5_gn_6_82280.1, Lsat_1_v5_gn_6_82280.2	Bevul.5G060200.1.p
OG0008975	Lsat_1_v5_gn_9_42760.3, Lsat_1_v5_gn_9_42760.1	Bevul.3G002800.1.p
OG0008976	Lsat_1_v5_gn_7_16360.1, Lsat_1_v5_gn_7_16360.2	Bevul.8G052700.1.p
OG0008977	Lsat_1_v5_gn_1_104941.2, Lsat_1_v5_gn_1_104941.1, Lsat_1_v5_gn_1_104941.3	Bevul.2G193500.1.p
OG0008978	Lsat_1_v5_gn_2_35581.2, Lsat_1_v5_gn_2_35581.1	Bevul.7G183000.1.p
OG0008980	Lsat_1_v5_gn_6_30260.1, Lsat_1_v5_gn_6_30260.2, Lsat_1_v5_gn_6_30260.3, Lsat_1_v5_gn_1_54200.3, Lsat_1_v5_gn_1_54200.1, Lsat_1_v5_gn_1_54200.2	Bevul.7G060600.2.p, Bevul.7G060600.1.p
OG0008981	Lsat_1_v5_gn_9_100000.1, Lsat_1_v5_gn_9_99940.2	Bevul.4G075700.1.p
OG0008982	Lsat_1_v5_gn_1_21060.1	Bevul.3G113600.1.p
OG0008983	Lsat_1_v5_gn_6_24200.3, Lsat_1_v5_gn_6_24200.1	Bevul.3G223300.1.p
OG0008984	Lsat_1_v5_gn_2_127600.1	Bevul.2G031000.1.p
OG0008985	Lsat_1_v5_gn_2_112320.1	Bevul.3G091900.1.p
OG0008986	Lsat_1_v5_gn_5_155380.1	Bevul.5G249500.1.p
OG0008987	Lsat_1_v5_gn_3_103280.1, Lsat_1_v5_gn_2_63701.1	Bevul.2G248600.1.p
OG0008988	Lsat_1_v5_gn_8_137141.1	Bevul.9G081600.1.p
OG0008989	Lsat_1_v5_gn_3_39980.3, Lsat_1_v5_gn_3_39980.1	Bevul.5G137900.1.p
OG0008990	Lsat_1_v5_gn_2_55601.1, Lsat_1_v5_gn_2_55360.1	Bevul.7G017000.1.p
OG0008991	Lsat_1_v5_gn_1_2440.1	Bevul.9G013700.1.p
OG0008992	Lsat_1_v5_gn_4_46760.1	Bevul.1G140500.1.p
OG0008993	Lsat_1_v5_gn_8_145841.1, Lsat_1_v5_gn_8_24760.2, Lsat_1_v5_gn_8_24760.1	Bevul.3G173600.1.p
OG0008994	Lsat_1_v5_gn_3_19641.3	Bevul.3G015600.1.p
OG0008995	Lsat_1_v5_gn_2_34061.1, Lsat_1_v5_gn_2_34061.3, Lsat_1_v5_gn_2_34061.2	Bevul.4G225600.1.p
OG0008996	Lsat_1_v5_gn_7_21141.3, Lsat_1_v5_gn_7_21141.1	Bevul.8G026900.1.p
OG0008997	Lsat_1_v5_gn_7_13740.1, Lsat_1_v5_gn_7_13740.2	Bevul.8G041300.1.p
OG0008999	Lsat_1_v5_gn_5_164660.1	Bevul.4G226500.1.p, Bevul.4G224300.1.p
OG0009000	Lsat_1_v5_gn_4_29081.1	Bevul.4G189700.1.p
OG0009001	Lsat_1_v5_gn_8_25581.1	Bevul.1G025600.1.p, Bevul.6G130300.1.p
OG0009002	Lsat_1_v5_gn_5_126301.3, Lsat_1_v5_gn_5_126301.2, Lsat_1_v5_gn_5_126301.1	Bevul.4G084700.1.p
OG0009003	Lsat_1_v5_gn_5_132501.3, Lsat_1_v5_gn_5_132501.2, Lsat_1_v5_gn_5_132501.1, Lsat_1_v5_gn_4_105921.1, Lsat_1_v5_gn_4_105921.3	Bevul.9G195900.1.p
OG0009004	Lsat_1_v5_gn_5_164180.1	Bevul.3G184900.1.p
OG0009005	Lsat_1_v5_gn_2_60241.1, Lsat_1_v5_gn_2_60241.3	Bevul.7G218800.1.p
OG0009006	Lsat_1_v5_gn_7_107941.1, Lsat_1_v5_gn_5_5940.1	Bevul.2G011500.1.p, Bevul.2G011800.1.p
OG0009007	Lsat_1_v5_gn_7_105160.1, Lsat_1_v5_gn_7_105160.3	Bevul.4G060500.1.p
OG0009009	Lsat_1_v5_gn_4_134960.3, Lsat_1_v5_gn_4_134960.1	Bevul.1G212700.1.p
OG0009010	Lsat_1_v5_gn_2_42020.1	Bevul.3G165500.1.p
OG0009011	Lsat_1_v5_gn_5_13240.3, Lsat_1_v5_gn_5_13240.1	Bevul.7G145800.1.p
OG0009012	Lsat_1_v5_gn_1_29461.1, Lsat_1_v5_gn_1_29461.3	Bevul.7G145100.1.p, Bevul.7G145200.1.p
OG0009013	Lsat_1_v5_gn_6_59860.2, Lsat_1_v5_gn_6_59860.1, Lsat_1_v5_gn_6_59860.3, Lsat_1_v5_gn_2_45560.2, Lsat_1_v5_gn_2_45560.1	Bevul.3G235700.1.p
OG0009015	Lsat_1_v5_gn_1_25820.1, Lsat_1_v5_gn_1_25820.3	Bevul.1G204300.1.p
OG0009016	Lsat_1_v5_gn_1_24520.2, Lsat_1_v5_gn_1_24520.3, Lsat_1_v5_gn_6_111041.1	Bevul.1G095000.1.p
OG0009017	Lsat_1_v5_gn_4_2880.1	Bevul.6G213200.1.p
OG0009018	Lsat_1_v5_gn_6_111060.1	Bevul.1G217900.1.p
OG0009019	Lsat_1_v5_gn_7_67240.1, Lsat_1_v5_gn_9_80141.1	Bevul.3G143900.1.p
OG0009020	Lsat_1_v5_gn_2_74420.1	Bevul.6G036000.1.p
OG0009022	Lsat_1_v5_gn_1_781.1	Bevul.1G171900.1.p
OG0009023	Lsat_1_v5_gn_1_12201.1, Lsat_1_v5_gn_1_12201.3, Lsat_1_v5_gn_1_12201.2	Bevul.1G206000.1.p
OG0009024	Lsat_1_v5_gn_4_56020.1, Lsat_1_v5_gn_4_56020.3	Bevul.6G207200.1.p
OG0009025	Lsat_1_v5_gn_3_120400.1, Lsat_1_v5_gn_3_120400.2	Bevul.3G009600.1.p
OG0009026	Lsat_1_v5_gn_3_14280.3, Lsat_1_v5_gn_3_14280.1, Lsat_1_v5_gn_3_14300.1	Bevul.5G061900.1.p
OG0009027	Lsat_1_v5_gn_7_115161.3, Lsat_1_v5_gn_7_115161.1	Bevul.1G200200.1.p
OG0009028	Lsat_1_v5_gn_8_149261.1	Bevul.6G209300.1.p
OG0009029	Lsat_1_v5_gn_1_93761.1	Bevul.6G080700.1.p
OG0009030	Lsat_1_v5_gn_9_49400.3, Lsat_1_v5_gn_9_49400.1	Bevul.9G162100.1.p
OG0009031	Lsat_1_v5_gn_9_46720.2, Lsat_1_v5_gn_9_46720.1, Lsat_1_v5_gn_9_46720.3	Bevul.1G033200.1.p
OG0009032	Lsat_1_v5_gn_4_184741.1, Lsat_1_v5_gn_2_93521.3, Lsat_1_v5_gn_2_93521.5, Lsat_1_v5_gn_2_93521.1	Bevul.4G018500.1.p
OG0009033	Lsat_1_v5_gn_4_141261.3, Lsat_1_v5_gn_4_141261.1	Bevul.6G069400.1.p
OG0009034	Lsat_1_v5_gn_8_90781.1	Bevul.4G191300.1.p
OG0009035	Lsat_1_v5_gn_6_116201.3, Lsat_1_v5_gn_6_116201.1	Bevul.3G064100.1.p
OG0009036	Lsat_1_v5_gn_1_12460.1	Bevul.1G207200.1.p
OG0009037	Lsat_1_v5_gn_5_25641.2, Lsat_1_v5_gn_5_25641.1	Bevul.1G161200.1.p
OG0009038	Lsat_1_v5_gn_8_167341.1	Bevul.5G259200.1.p
OG0009039	Lsat_1_v5_gn_2_134260.3, Lsat_1_v5_gn_2_134260.1	Bevul.3G044100.1.p
OG0009040	Lsat_1_v5_gn_7_75180.2, Lsat_1_v5_gn_7_75180.1	Bevul.6G156100.1.p
OG0009041	Lsat_1_v5_gn_7_73300.2, Lsat_1_v5_gn_7_73300.1	Bevul.4G200700.1.p
OG0009042	Lsat_1_v5_gn_6_109160.1, Lsat_1_v5_gn_6_109160.2	Bevul.1G216900.1.p
OG0009043	Lsat_1_v5_gn_5_119101.1, Lsat_1_v5_gn_5_119101.2	Bevul.9G169000.1.p
OG0009044	Lsat_1_v5_gn_4_139320.1	Bevul.4G148600.1.p
OG0009045	Lsat_1_v5_gn_2_94840.1, Lsat_1_v5_gn_7_3841.1	Bevul.6G045700.1.p
OG0009046	Lsat_1_v5_gn_8_6621.1, Lsat_1_v5_gn_2_131280.1, Lsat_1_v5_gn_2_131280.2	Bevul.3G051600.1.p
OG0009047	Lsat_1_v5_gn_9_4800.1	Bevul.4G164500.1.p
OG0009048	Lsat_1_v5_gn_2_134840.1, Lsat_1_v5_gn_2_134840.3	Bevul.3G024400.1.p
OG0009049	Lsat_1_v5_gn_6_83620.2, Lsat_1_v5_gn_6_83620.1	Bevul.5G058700.1.p
OG0009050	Lsat_1_v5_gn_6_62361.1, Lsat_1_v5_gn_6_62401.1, Lsat_1_v5_gn_6_62361.2, Lsat_1_v5_gn_6_62401.2, Lsat_1_v5_gn_0_32461.8, Lsat_1_v5_gn_0_32461.2	Bevul.8G039800.1.p
OG0009051	Lsat_1_v5_gn_3_58161.1, Lsat_1_v5_gn_3_58161.3	Bevul.6G120400.1.p
OG0009052	Lsat_1_v5_gn_8_83620.1	Bevul.4G136000.1.p
OG0009053	Lsat_1_v5_gn_7_3161.1	Bevul.1G194900.1.p
OG0009054	Lsat_1_v5_gn_9_11741.2, Lsat_1_v5_gn_9_11741.1	Bevul.7G116200.1.p
OG0009055	Lsat_1_v5_gn_9_111721.1, Lsat_1_v5_gn_9_111721.3, Lsat_1_v5_gn_5_114201.1	Bevul.8G111300.1.p
OG0009056	Lsat_1_v5_gn_3_90761.1, Lsat_1_v5_gn_3_90761.2	Bevul.6G002300.1.p
OG0009057	Lsat_1_v5_gn_9_30280.1, Lsat_1_v5_gn_9_30280.2	Bevul.2G222000.1.p
OG0009059	Lsat_1_v5_gn_9_41160.1, Lsat_1_v5_gn_9_41160.3	Bevul.1G072100.1.p
OG0009060	Lsat_1_v5_gn_7_86901.1, Lsat_1_v5_gn_7_86901.3	Bevul.9G154800.1.p, Bevul.9G154800.2.p
OG0009061	Lsat_1_v5_gn_2_2740.1	Bevul.7G072100.1.p, Bevul.7G072100.2.p
OG0009062	Lsat_1_v5_gn_6_61660.1, Lsat_1_v5_gn_6_61660.3, Lsat_1_v5_gn_6_61660.2	Bevul.4G077100.1.p
OG0009063	Lsat_1_v5_gn_5_107040.1, Lsat_1_v5_gn_9_117441.2, Lsat_1_v5_gn_9_117441.1	Bevul.8G115000.1.p
OG0009064	Lsat_1_v5_gn_3_46280.1, Lsat_1_v5_gn_3_46280.3	Bevul.9G138000.1.p
OG0009065	Lsat_1_v5_gn_3_123001.1, Lsat_1_v5_gn_3_123001.3	Bevul.3G149700.1.p
OG0009066	Lsat_1_v5_gn_3_112061.2, Lsat_1_v5_gn_5_14340.3, Lsat_1_v5_gn_5_14340.1	Bevul.5G220100.1.p
OG0009067	Lsat_1_v5_gn_2_15521.1	Bevul.4G191400.1.p
OG0009068	Lsat_1_v5_gn_9_5780.1	Bevul.7G091000.1.p
OG0009070	Lsat_1_v5_gn_1_6760.2	Bevul.8G185000.1.p
OG0009071	Lsat_1_v5_gn_1_27760.3, Lsat_1_v5_gn_1_27760.1, Lsat_1_v5_gn_1_27760.2	Bevul.5G220700.1.p
OG0009072	Lsat_1_v5_gn_6_6380.1	Bevul.7G210900.1.p
OG0009073	Lsat_1_v5_gn_4_26160.1	Bevul.3G146600.1.p
OG0009074	Lsat_1_v5_gn_4_81500.1, Lsat_1_v5_gn_4_81500.2, Lsat_1_v5_gn_4_81500.4	Bevul.5G156900.1.p
OG0009075	Lsat_1_v5_gn_3_8041.3, Lsat_1_v5_gn_3_8041.1	Bevul.5G032500.1.p
OG0009076	Lsat_1_v5_gn_1_5420.3, Lsat_1_v5_gn_1_5420.1	Bevul.1G057600.1.p
OG0009077	Lsat_1_v5_gn_7_77881.1, Lsat_1_v5_gn_7_77881.3, Lsat_1_v5_gn_7_77881.2	Bevul.2G006300.1.p
OG0009078	Lsat_1_v5_gn_0_32381.2, Lsat_1_v5_gn_6_62021.1, Lsat_1_v5_gn_6_62041.3, Lsat_1_v5_gn_6_62041.1	Bevul.3G215000.1.p
OG0009079	Lsat_1_v5_gn_1_32740.1	Bevul.1G128600.1.p
OG0009080	Lsat_1_v5_gn_6_96361.3, Lsat_1_v5_gn_6_96361.1	Bevul.3G158000.1.p
OG0009081	Lsat_1_v5_gn_8_5041.1, Lsat_1_v5_gn_5_180801.1, Lsat_1_v5_gn_5_180801.2	Bevul.7G130000.1.p
OG0009083	Lsat_1_v5_gn_6_18120.1	Bevul.3G058700.1.p
OG0009084	Lsat_1_v5_gn_0_36021.1, Lsat_1_v5_gn_0_36021.3	Bevul.4G132300.1.p
OG0009085	Lsat_1_v5_gn_4_164080.1, Lsat_1_v5_gn_4_164080.2	Bevul.6G007700.1.p
OG0009086	Lsat_1_v5_gn_2_126200.1, Lsat_1_v5_gn_9_60020.1, Lsat_1_v5_gn_9_60020.2, Lsat_1_v5_gn_8_11461.1	Bevul.2G027000.1.p
OG0009087	Lsat_1_v5_gn_5_77601.3, Lsat_1_v5_gn_5_77601.1	Bevul.3G150000.1.p
OG0009088	Lsat_1_v5_gn_8_147201.2, Lsat_1_v5_gn_8_147201.1, Lsat_1_v5_gn_0_29161.1	Bevul.6G203500.1.p
OG0009089	Lsat_1_v5_gn_3_14061.1, Lsat_1_v5_gn_3_14061.3, Lsat_1_v5_gn_3_13941.3, Lsat_1_v5_gn_3_13941.1	Bevul.5G061100.1.p
OG0009090	Lsat_1_v5_gn_1_49160.1	Bevul.8G097000.1.p
OG0009091	Lsat_1_v5_gn_2_10161.1	Bevul.1G015400.1.p
OG0009092	Lsat_1_v5_gn_2_1300.3, Lsat_1_v5_gn_2_1300.1	Bevul.1G046900.1.p
OG0009093	Lsat_1_v5_gn_5_69681.3, Lsat_1_v5_gn_5_69681.1	Bevul.3G152100.1.p
OG0009094	Lsat_1_v5_gn_4_42700.3, Lsat_1_v5_gn_4_42700.1	Bevul.1G135000.1.p
OG0009095	Lsat_1_v5_gn_9_3620.1, Lsat_1_v5_gn_5_188060.1	Bevul.7G230600.1.p
OG0009096	Lsat_1_v5_gn_8_2941.3, Lsat_1_v5_gn_8_2941.1	Bevul.4G192800.1.p
OG0009097	Lsat_1_v5_gn_4_2320.1, Lsat_1_v5_gn_4_2320.3, Lsat_1_v5_gn_4_2320.2, Lsat_1_v5_gn_8_92740.1	Bevul.5G248900.1.p
OG0009098	Lsat_1_v5_gn_4_45521.1	Bevul.1G135900.1.p
OG0009099	Lsat_1_v5_gn_8_133760.1	Bevul.4G125300.1.p
OG0009100	Lsat_1_v5_gn_9_111201.1	Bevul.9G235900.1.p
OG0009101	Lsat_1_v5_gn_0_19560.1, Lsat_1_v5_gn_0_19560.3	Bevul.8G100500.1.p
OG0009102	Lsat_1_v5_gn_4_170201.1	Bevul.2G067800.1.p, Bevul.2G067800.2.p
OG0009103	Lsat_1_v5_gn_4_77240.1	Bevul.5G220300.1.p
OG0009104	Lsat_1_v5_gn_4_26401.1, Lsat_1_v5_gn_4_26401.2	Bevul.9G013300.2.p, Bevul.9G013300.1.p, Bevul.9G013300.3.p
OG0009105	Lsat_1_v5_gn_3_82781.1	Bevul.2G208000.1.p
OG0009106	Lsat_1_v5_gn_4_182780.1	Bevul.4G081300.1.p
OG0009107	Lsat_1_v5_gn_8_47601.1, Lsat_1_v5_gn_8_47601.2	Bevul.6G082000.1.p
OG0009108	Lsat_1_v5_gn_3_108980.1	Bevul.8G107700.1.p
OG0009109	Lsat_1_v5_gn_0_10481.1	Bevul.8G095900.1.p
OG0009110	Lsat_1_v5_gn_3_35480.1	Bevul.9G008800.1.p
OG0009111	Lsat_1_v5_gn_8_9640.1	Bevul.3G094300.1.p
OG0009112	Lsat_1_v5_gn_1_13721.1, Lsat_1_v5_gn_5_22101.1	Bevul.2G071600.1.p, Bevul.2G071600.2.p
OG0009113	Lsat_1_v5_gn_6_93941.1	Bevul.5G072400.1.p
OG0009114	Lsat_1_v5_gn_4_72681.1	Bevul.5G206300.1.p
OG0009115	Lsat_1_v5_gn_2_11861.1	Bevul.5G235300.1.p
OG0009116	Lsat_1_v5_gn_2_41141.3, Lsat_1_v5_gn_2_41880.2, Lsat_1_v5_gn_2_41880.1	Bevul.4G077700.1.p
OG0009117	Lsat_1_v5_gn_6_28020.1, Lsat_1_v5_gn_6_28020.2	Bevul.9G019100.2.p, Bevul.9G019100.1.p, Bevul.9G019100.3.p
OG0009118	Lsat_1_v5_gn_3_102160.1, Lsat_1_v5_gn_2_88741.1	Bevul.2G057000.1.p
OG0009119	Lsat_1_v5_gn_4_182480.1	Bevul.4G095900.1.p
OG0009121	Lsat_1_v5_gn_6_67340.1, Lsat_1_v5_gn_6_67340.3, Lsat_1_v5_gn_6_89400.1	Bevul.5G080100.1.p
OG0009122	Lsat_1_v5_gn_2_86121.1	Bevul.2G195900.1.p
OG0009123	Lsat_1_v5_gn_6_74040.1, Lsat_1_v5_gn_6_16960.2, Lsat_1_v5_gn_6_16960.1	Bevul.5G046700.1.p, Bevul.5G103200.1.p
OG0009124	Lsat_1_v5_gn_4_181601.1, Lsat_1_v5_gn_4_181601.3	Bevul.5G208600.1.p
OG0009126	Lsat_1_v5_gn_3_2421.1, Lsat_1_v5_gn_3_2421.3, Lsat_1_v5_gn_6_63641.4, Lsat_1_v5_gn_6_63641.1	Bevul.4G129000.1.p
OG0009127	Lsat_1_v5_gn_6_66461.1, Lsat_1_v5_gn_6_66461.3	Bevul.5G083100.1.p
OG0009128	Lsat_1_v5_gn_4_173201.3, Lsat_1_v5_gn_4_173201.1	Bevul.2G201400.1.p
OG0009130	Lsat_1_v5_gn_8_33141.1, Lsat_1_v5_gn_8_33141.3	Bevul.5G038500.1.p, Bevul.9G007800.1.p
OG0009131	Lsat_1_v5_gn_4_19700.1, Lsat_1_v5_gn_4_19700.2	Bevul.6G121600.1.p
OG0009132	Lsat_1_v5_gn_6_95801.2, Lsat_1_v5_gn_6_95801.1, Lsat_1_v5_gn_6_3520.3, Lsat_1_v5_gn_6_3520.1	Bevul.5G095600.1.p
OG0009133	Lsat_1_v5_gn_5_93040.1	Bevul.8G167700.1.p
OG0009134	Lsat_1_v5_gn_3_67061.1	Bevul.4G122200.1.p
OG0009135	Lsat_1_v5_gn_0_23901.1	Bevul.6G037400.1.p
OG0009136	Lsat_1_v5_gn_0_16520.3, Lsat_1_v5_gn_0_16520.1	Bevul.7G138500.1.p
OG0009137	Lsat_1_v5_gn_6_15560.1, Lsat_1_v5_gn_5_60900.1, Lsat_1_v5_gn_6_15560.2, Lsat_1_v5_gn_8_13820.1	Bevul.5G107300.1.p
OG0009138	Lsat_1_v5_gn_8_149841.2, Lsat_1_v5_gn_8_149841.1	Bevul.6G212900.1.p
OG0009139	Lsat_1_v5_gn_2_79660.1	Bevul.2G215500.1.p
OG0009140	Lsat_1_v5_gn_7_7580.1	Bevul.7G114100.1.p, Bevul.4G214800.1.p
OG0009141	Lsat_1_v5_gn_2_5161.1, Lsat_1_v5_gn_2_5161.3	Bevul.1G124500.1.p
OG0009142	Lsat_1_v5_gn_3_79761.1, Lsat_1_v5_gn_3_79761.2	Bevul.2G212500.1.p
OG0009143	Lsat_1_v5_gn_7_5841.2, Lsat_1_v5_gn_7_5841.1	Bevul.2G070300.1.p
OG0009144	Lsat_1_v5_gn_8_46820.1	Bevul.6G228200.1.p
OG0009145	Lsat_1_v5_gn_4_112460.1	Bevul.5G171400.1.p
OG0009146	Lsat_1_v5_gn_6_67960.2, Lsat_1_v5_gn_6_67960.1	Bevul.5G080000.1.p
OG0009147	Lsat_1_v5_gn_1_27120.1	Bevul.5G213900.1.p
OG0009148	Lsat_1_v5_gn_8_41440.3, Lsat_1_v5_gn_8_41440.1	Bevul.6G134200.1.p
OG0009149	Lsat_1_v5_gn_5_91461.3, Lsat_1_v5_gn_5_91461.1	Bevul.6G140100.1.p
OG0009150	Lsat_1_v5_gn_8_159460.1	Bevul.6G195900.1.p
OG0009151	Lsat_1_v5_gn_6_64760.1	Bevul.5G087000.1.p
OG0009152	Lsat_1_v5_gn_8_144501.1, Lsat_1_v5_gn_8_144501.2, Lsat_1_v5_gn_8_144561.2, Lsat_1_v5_gn_8_144561.1	Bevul.5G074400.1.p
OG0009153	Lsat_1_v5_gn_8_154441.1	Bevul.6G186800.1.p
OG0009154	Lsat_1_v5_gn_3_100801.1	Bevul.2G059300.1.p, Bevul.2G059300.3.p, Bevul.2G059300.2.p, Bevul.2G059300.4.p
OG0009155	Lsat_1_v5_gn_6_73800.1, Lsat_1_v5_gn_6_73800.2, Lsat_1_v5_gn_6_73800.3, Lsat_1_v5_gn_6_17801.1	Bevul.5G099600.1.p
OG0009156	Lsat_1_v5_gn_2_90100.1	Bevul.2G074800.1.p, Bevul.2G009500.1.p
OG0009157	Lsat_1_v5_gn_9_88440.2, Lsat_1_v5_gn_9_88440.1	Bevul.8G010200.1.p
OG0009158	Lsat_1_v5_gn_4_158421.1	Bevul.6G017000.1.p
OG0009159	Lsat_1_v5_gn_4_39300.1	Bevul.1G144400.1.p
OG0009160	Lsat_1_v5_gn_2_127761.1, Lsat_1_v5_gn_2_127761.3	Bevul.3G093200.1.p
OG0009161	Lsat_1_v5_gn_8_83061.3, Lsat_1_v5_gn_8_83061.1	Bevul.3G203200.1.p
OG0009162	Lsat_1_v5_gn_4_156060.3, Lsat_1_v5_gn_4_156060.1	Bevul.2G207300.2.p, Bevul.2G207300.1.p
OG0009163	Lsat_1_v5_gn_8_41260.1, Lsat_1_v5_gn_8_41260.3	Bevul.6G128900.1.p
OG0009164	Lsat_1_v5_gn_4_180600.1, Lsat_1_v5_gn_4_180600.3, Lsat_1_v5_gn_2_92861.1, Lsat_1_v5_gn_2_92861.2	Bevul.7G138800.1.p
OG0009165	Lsat_1_v5_gn_5_24240.1, Lsat_1_v5_gn_5_24240.3, Lsat_1_v5_gn_5_24240.2	Bevul.5G167600.1.p
OG0009166	Lsat_1_v5_gn_4_18681.1	Bevul.6G124200.1.p
OG0009167	Lsat_1_v5_gn_4_106321.1	Bevul.5G202100.1.p
OG0009168	Lsat_1_v5_gn_8_39200.1, Lsat_1_v5_gn_8_39200.2	Bevul.6G124900.1.p
OG0009169	Lsat_1_v5_gn_5_21720.1, Lsat_1_v5_gn_5_21720.3, Lsat_1_v5_gn_7_81120.1	Bevul.5G181500.1.p
OG0009170	Lsat_1_v5_gn_6_109101.2, Lsat_1_v5_gn_6_109101.1	Bevul.7G029400.1.p
OG0009171	Lsat_1_v5_gn_3_79881.1, Lsat_1_v5_gn_3_79881.4, Lsat_1_v5_gn_3_79881.3	Bevul.2G212900.1.p, Bevul.2G212900.2.p
OG0009172	Lsat_1_v5_gn_8_153661.3, Lsat_1_v5_gn_8_153661.1	Bevul.6G171900.1.p
OG0009173	Lsat_1_v5_gn_8_41661.2, Lsat_1_v5_gn_8_41661.1	Bevul.6G137800.1.p
OG0009174	Lsat_1_v5_gn_4_82580.1	Bevul.6G038100.1.p
OG0009175	Lsat_1_v5_gn_8_301.1, Lsat_1_v5_gn_8_301.3	Bevul.5G135800.1.p
OG0009176	Lsat_1_v5_gn_3_62261.1, Lsat_1_v5_gn_3_62261.3, Lsat_1_v5_gn_4_16020.1	Bevul.6G132200.1.p
OG0009177	Lsat_1_v5_gn_3_52001.1, Lsat_1_v5_gn_8_50921.1	Bevul.6G232600.1.p
OG0009178	Lsat_1_v5_gn_6_64460.1, Lsat_1_v5_gn_6_64460.3	Bevul.5G088500.1.p
OG0009179	Lsat_1_v5_gn_0_26221.2, Lsat_1_v5_gn_0_26221.4	Bevul.4G095300.1.p
OG0009180	Lsat_1_v5_gn_3_64121.1	Bevul.5G168700.1.p
OG0009181	Lsat_1_v5_gn_9_8360.1, Lsat_1_v5_gn_8_92780.1, Lsat_1_v5_gn_1_85701.1	Bevul.5G107200.1.p
OG0009183	Lsat_1_v5_gn_2_90421.1, Lsat_1_v5_gn_5_4701.4, Lsat_1_v5_gn_2_50801.2, Lsat_1_v5_gn_5_181901.5, Lsat_1_v5_gn_1_88180.3, Lsat_1_v5_gn_2_97121.2, Lsat_1_v5_gn_9_121741.2, Lsat_1_v5_gn_8_139840.1, Lsat_1_v5_gn_1_109481.1, Lsat_1_v5_gn_9_121741.1, Lsat_1_v5_gn_2_97121.1, Lsat_1_v5_gn_1_88180.1, Lsat_1_v5_gn_8_139840.2, Lsat_1_v5_gn_5_181901.1, Lsat_1_v5_gn_5_4701.1, Lsat_1_v5_gn_2_50801.1	Bevul.7G084000.1.p
OG0009186	Lsat_1_v5_gn_5_30260.1, Lsat_1_v5_gn_5_30260.2	Bevul.2G178100.1.p
OG0009187	Lsat_1_v5_gn_8_64320.1, Lsat_1_v5_gn_8_64320.3	Bevul.8G156600.1.p
OG0009188	Lsat_1_v5_gn_1_125380.1, Lsat_1_v5_gn_7_18320.1, Lsat_1_v5_gn_1_81901.3, Lsat_1_v5_gn_1_81901.1	Bevul.8G067800.1.p
OG0009189	Lsat_1_v5_gn_4_162821.1, Lsat_1_v5_gn_4_162900.3, Lsat_1_v5_gn_4_162801.1, Lsat_1_v5_gn_4_162500.1, Lsat_1_v5_gn_4_162700.1, Lsat_1_v5_gn_4_162900.1, Lsat_1_v5_gn_4_162881.1	Bevul.1G109000.1.p
OG0009191	Lsat_1_v5_gn_4_106580.1, Lsat_1_v5_gn_4_81301.1, Lsat_1_v5_gn_1_11401.1, Lsat_1_v5_gn_1_11401.3	Bevul.5G201400.1.p
OG0009192	Lsat_1_v5_gn_4_132401.1, Lsat_1_v5_gn_4_132401.2	Bevul.1G094200.1.p
