,gene_ID,module,AT_gene_id,Symbol,TopBlastHitDescription,Position
8065,Dm_00018313-RA,8,AT4G02580.1, Symbols: no symbol available , no full name available , chr4:1134586-1136906 FORWARD LENGTH=255
8079,Dm_00018360-RA,8,AT5G22460.3, Symbols: no symbol available , no full name available , chr5:7443659-7445269 REVERSE LENGTH=340
8101,Dm_00018398-RA,8,AT5G49400.1, Symbols: no symbol available , no full name available , chr5:20031154-20031981 FORWARD LENGTH=275
8103,Dm_00018401-RA,8,AT5G10770.1, Symbols: no symbol available , no full name available , chr5:3403331-3405331 REVERSE LENGTH=474
8127,Dm_00018461-RA,8,AT1G26850.2, Symbols: no symbol available , no full name available , chr1:9301146-9303432 REVERSE LENGTH=616
8132,Dm_00018495-RA,8,AT5G40810.1, Symbols: no symbol available , no full name available , chr5:16340200-16342327 FORWARD LENGTH=307
8153,Dm_00018557-RA,8,AT5G51960.2, Symbols: no symbol available , no full name available , chr5:21110716-21111116 FORWARD LENGTH=103
8215,Dm_00018731-RA,8,AT4G21970.1, Symbols: no symbol available , no full name available , chr4:11653633-11654106 FORWARD LENGTH=157
8221,Dm_00018744-RA,8,AT3G01930.2, Symbols: no symbol available , no full name available , chr3:319289-321488 REVERSE LENGTH=584
8255,Dm_00018821-RA,8,AT3G10860.2, Symbols: no symbol available , no full name available , chr3:3399815-3400514 FORWARD LENGTH=72
8316,Dm_00018965-RA,8,AT1G67340.1, Symbols: no symbol available , no full name available , chr1:25230323-25231622 FORWARD LENGTH=379
8323,Dm_00018981-RA,8,AT1G33420.1, Symbols: no symbol available , no full name available , chr1:12121063-12123346 REVERSE LENGTH=697
8326,Dm_00018985-RA,8,AT5G11730.1, Symbols: no symbol available , no full name available , chr5:3780963-3782473 FORWARD LENGTH=386
8335,Dm_00019015-RA,8,AT3G25030.4, Symbols: no symbol available , no full name available , chr3:9122650-9123402 FORWARD LENGTH=250
8358,Dm_00019076-RA,8,AT3G57930.2, Symbols: no symbol available , no full name available , chr3:21447250-21447675 REVERSE LENGTH=141
8378,Dm_00019139-RA,8,AT5G21070.1, Symbols: no symbol available , no full name available , chr5:7156356-7157490 FORWARD LENGTH=225
8422,Dm_00019263-RA,8,AT2G15220.1, Symbols: no symbol available , no full name available , chr2:6608689-6609366 FORWARD LENGTH=225
8434,Dm_00019293-RA,8,AT2G33845.1, Symbols: no symbol available , no full name available , chr2:14317781-14318712 FORWARD LENGTH=182
8448,Dm_00019341-RA,8,AT5G05830.1, Symbols: no symbol available , no full name available , chr5:1755910-1756825 FORWARD LENGTH=204
8466,Dm_00019394-RA,8,AT2G15220.1, Symbols: no symbol available , no full name available , chr2:6608689-6609366 FORWARD LENGTH=225
8484,Dm_00019459-RA,8,AT5G53070.1, Symbols: no symbol available , no full name available , chr5:21518837-21520167 FORWARD LENGTH=221
8530,Dm_00019569-RA,8,AT1G32583.2, Symbols: no symbol available , no full name available , chr1:11787351-11788103 FORWARD LENGTH=179
8578,Dm_00019687-RA,8,AT5G61540.1, Symbols: no symbol available , no full name available , chr5:24744994-24747142 FORWARD LENGTH=359
8584,Dm_00019702-RA,8,AT4G39955.1, Symbols: no symbol available , no full name available , chr4:18530573-18532088 FORWARD LENGTH=328
8597,Dm_00019736-RA,8,AT4G10800.1, Symbols: no symbol available , no full name available , chr4:6643678-6644529 FORWARD LENGTH=283
8598,Dm_00019737-RA,8,AT3G05675.3, Symbols: no symbol available , no full name available , chr3:1658425-1659859 REVERSE LENGTH=441
8612,Dm_00019775-RA,8,AT2G42990.1, Symbols: no symbol available , no full name available , chr2:17879056-17880200 FORWARD LENGTH=350
8635,Dm_00019856-RA,8,AT5G17540.1, Symbols: no symbol available , no full name available , chr5:5782061-5783682 REVERSE LENGTH=461
8642,Dm_00019878-RA,8,AT1G74460.1, Symbols: no symbol available , no full name available , chr1:27988150-27989765 REVERSE LENGTH=366
8645,Dm_00019892-RA,8,AT4G18030.1, Symbols: no symbol available , no full name available , chr4:10012850-10015267 REVERSE LENGTH=621
8646,Dm_00019895-RA,8,AT3G24530.1, Symbols: no symbol available , no full name available , chr3:8945678-8947786 REVERSE LENGTH=481
8662,Dm_00019939-RA,8,AT2G25920.1, Symbols: no symbol available , no full name available , chr2:11054425-11055916 REVERSE LENGTH=280
8665,Dm_00019949-RA,8,AT1G03440.1, Symbols: no symbol available , no full name available , chr1:852681-853874 FORWARD LENGTH=397
8666,Dm_00019950-RA,8,AT2G40200.1, Symbols: no symbol available , no full name available , chr2:16791098-16792027 FORWARD LENGTH=254
8667,Dm_00019951-RA,8,AT1G65780.1, Symbols: no symbol available , no full name available , chr1:24462958-24466888 REVERSE LENGTH=1065
8694,Dm_00020021-RA,8,AT4G16070.1, Symbols: no symbol available , no full name available , chr4:9096808-9100596 REVERSE LENGTH=654
8707,Dm_00020067-RA,8,AT2G32020.1, Symbols: no symbol available , no full name available , chr2:13631193-13631744 REVERSE LENGTH=183
8742,Dm_00020181-RA,8,AT1G02180.1, Symbols: no symbol available , no full name available , chr1:413619-414505 REVERSE LENGTH=226
8745,Dm_00020186-RA,8,AT4G22740.2, Symbols: no symbol available , no full name available , chr4:11944050-11945565 REVERSE LENGTH=356
8747,Dm_00020190-RA,8,AT5G24760.1, Symbols: no symbol available , no full name available , chr5:8495035-8497245 REVERSE LENGTH=381
8757,Dm_00020231-RA,8,AT4G21890.1, Symbols: no symbol available , no full name available , chr4:11611874-11612674 REVERSE LENGTH=266
8768,Dm_00020285-RA,8,AT3G45900.1, Symbols: no symbol available , no full name available , chr3:16874566-16875984 REVERSE LENGTH=389
8803,Dm_00020386-RA,8,AT1G12570.1, Symbols: no symbol available , no full name available , chr1:4278192-4280753 REVERSE LENGTH=572
8823,Dm_00020477-RA,8,AT5G24760.1, Symbols: no symbol available , no full name available , chr5:8495035-8497245 REVERSE LENGTH=381
8850,Dm_00020572-RA,8,AT5G07030.1, Symbols: no symbol available , no full name available , chr5:2183600-2185717 REVERSE LENGTH=455
8870,Dm_00020666-RA,8,AT2G25970.1, Symbols: no symbol available , no full name available , chr2:11071844-11075604 REVERSE LENGTH=632
8881,Dm_00020711-RA,8,AT2G36780.1, Symbols: no symbol available , no full name available , chr2:15417618-15419108 REVERSE LENGTH=496
8899,Dm_00020768-RA,8,AT2G32560.1, Symbols: no symbol available , no full name available , chr2:13824820-13826761 FORWARD LENGTH=371
8912,Dm_00020805-RA,8,AT1G80290.1, Symbols: no symbol available , no full name available , chr1:30188585-30189574 FORWARD LENGTH=329
8923,Dm_00020836-RA,8,AT5G49610.1, Symbols: no symbol available , no full name available , chr5:20131448-20132527 REVERSE LENGTH=359
8927,Dm_00020865-RA,8,AT3G55420.1, Symbols: no symbol available , no full name available , chr3:20547920-20548570 FORWARD LENGTH=216
8930,Dm_00020899-RA,8,AT3G63390.1, Symbols: no symbol available , no full name available , chr3:23411416-23411943 REVERSE LENGTH=175
8957,Dm_00021021-RA,8,AT1G21280.1, Symbols: no symbol available , no full name available , chr1:7447690-7448403 REVERSE LENGTH=237
8981,Dm_00021114-RA,8,AT1G02180.1, Symbols: no symbol available , no full name available , chr1:413619-414505 REVERSE LENGTH=226
2293,Dm_00004446-RA,8,AT4G28600.2, Symbols: NPGR2 , no pollen germination related 2 , chr4:14130046-14132599 FORWARD LENGTH=739
4567,Dm_00009360-RA,8,AT4G19030.1," Symbols: NIP1;1, ATNLM1, AT-NLM1, NLM1 "," NOD26-LIKE INTRINSIC PROTEIN 1;1, NOD26-like major intrinsic protein 1, NOD26-LIKE MAJOR INTRINSIC PROTEIN 1 ", chr4:10421728-10423409 REVERSE LENGTH=296
5630,Dm_00011949-RA,8,AT4G18910.1," Symbols: ATNLM2, NIP1;2, NLM2 "," NOD26-like intrinsic protein 1;2, NOD26-LIKE INTRINSIC PROTEIN 2 ", chr4:10366211-10368179 FORWARD LENGTH=294
436,Dm_00000832-RA,8,AT3G20600.1, Symbols: NDR1 , non race-specific disease resistance 1 , chr3:7194877-7195536 FORWARD LENGTH=219
712,Dm_00001340-RA,8,AT3G03540.1, Symbols: NPC5 , non-specific phospholipase C5 , chr3:846350-848297 REVERSE LENGTH=521
2740,Dm_00005382-RA,8,AT5G53390.1," Symbols: FOP1, WSD11 "," NTHASE/DIACYLGLYCEROL ACYLTRANSFERASE 11, FOLDED PETAL 1 ", chr5:21656951-21659207 REVERSE LENGTH=486
7601,Dm_00017090-RA,8,AT4G33080.2, Symbols: NDR6 , nuclear Dbf2-related 6 , chr4:15960146-15964296 FORWARD LENGTH=507
1916,Dm_00003650-RA,8,AT1G60420.1," Symbols: AtNRX1, NRX1 ", nucleoredoxin 1 , chr1:22261978-22264243 FORWARD LENGTH=578
5022,Dm_00010451-RA,8,AT1G60420.1," Symbols: AtNRX1, NRX1 ", nucleoredoxin 1 , chr1:22261978-22264243 FORWARD LENGTH=578
679,Dm_00001282-RA,8,AT3G12600.1," Symbols: atnudt16, NUDT16 ", nudix hydrolase homolog 16 , chr3:4004809-4005995 FORWARD LENGTH=180
1930,Dm_00003682-RA,8,AT4G27730.1," Symbols: ATOPT6, OPT6 "," oligopeptide transporter 1, ARABIDOPSIS THALIANA OLIGOPEPTIDE TRANSPORTER 6 ", chr4:13834024-13836468 REVERSE LENGTH=736
2395,Dm_00004657-RA,8,AT1G47720.1, Symbols: OSB1 , Organellar Single-stranded , chr1:17561514-17562859 REVERSE LENGTH=261
2179,Dm_00004201-RA,8,AT1G01230.1," Symbols: AtORM1, ORM1 ", Orosomucoid-like 1 , chr1:97620-99046 FORWARD LENGTH=157
4536,Dm_00009277-RA,8,AT5G42000.1," Symbols: ORM2, AtORM2 ", Orosomucoid-like 2 , chr5:16799455-16800681 FORWARD LENGTH=154
8309,Dm_00018948-RA,8,AT1G01880.3," Symbols: AtGEN1, GEN1 ", ortholog of HsGEN1 , chr1:306558-308991 REVERSE LENGTH=599
3513,Dm_00007041-RA,8,AT4G30210.3," Symbols: AR2, ATR2 ", P450 reductase 2 , chr4:14796711-14800578 FORWARD LENGTH=774
3998,Dm_00008052-RA,8,AT4G29940.2, Symbols: PRHA , pathogenesis related homeodomain protein  A , chr4:14648346-14652710 REVERSE LENGTH=769
5894,Dm_00012615-RA,8,AT5G04310.3, Symbols: PLL12 , PECTATE LYASE LIKE12 , chr5:1205130-1207352 REVERSE LENGTH=475
5896,Dm_00012617-RA,8,AT5G04310.2, Symbols: PLL12 , PECTATE LYASE LIKE12 , chr5:1203356-1207352 REVERSE LENGTH=518
1567,Dm_00002966-RA,8,AT5G23870.4, Symbols: PAE9 , pectin acetylesterase 9 , chr5:8046309-8049999 REVERSE LENGTH=415
2213,Dm_00004278-RA,8,AT3G49220.3, Symbols: PME34 , Pectin Methylesterase 34 , chr3:18249705-18253647 FORWARD LENGTH=643
5138,Dm_00010738-RA,8,AT5G10480.1," Symbols: PEP, PAS2, PEPINO "," PEPINO, PASTICCINO 2 ", chr5:3298047-3300048 REVERSE LENGTH=221
8762,Dm_00020250-RA,8,AT5G05340.1, Symbols: PRX52 , peroxidase 52 , chr5:1579142-1580819 REVERSE LENGTH=324
2367,Dm_00004602-RA,8,AT3G21865.1, Symbols: PEX22 , peroxin 22 , chr3:7701308-7703218 REVERSE LENGTH=283
7543,Dm_00016907-RA,8,AT1G48635.1," Symbols: PEX3-2, PEX3 "," PEROXIN 3-2, peroxin 3 ", chr1:17983951-17985966 FORWARD LENGTH=364
4646,Dm_00009527-RA,8,AT5G13800.2," Symbols: CRN1, PPH "," pheophytinase, Co-regulated with NYE1 ", chr5:4452063-4454141 REVERSE LENGTH=484
5173,Dm_00010841-RA,8,AT2G38940.1," Symbols: PHT1;4, ATPT2 "," phosphate transporter 1;4, ARABIDOPSIS THALIANA PHOSPHATE TRANSPORTER 2 ", chr2:16258500-16260104 FORWARD LENGTH=534
8605,Dm_00019759-RA,8,AT2G21870.1," Symbols: MGP1, PHI1 "," PHOSPHITE-INSENSITIVE 1, MALE GAMETOPHYTE DEFECTIVE 1 ", chr2:9320456-9322618 REVERSE LENGTH=240
5600,Dm_00011888-RA,8,AT1G12580.1, Symbols: PEPKR1 , phosphoenolpyruvate carboxylase-related kinase 1 , chr1:4283635-4285675 FORWARD LENGTH=522
3960,Dm_00007965-RA,8,AT1G12680.1, Symbols: PEPKR2 , phosphoenolpyruvate carboxylase-related kinase 2 , chr1:4320123-4322269 REVERSE LENGTH=470
6753,Dm_00014761-RA,8,AT1G17710.1," Symbols: AtPEPC1, PEPC1 "," phosphoethanolamine/phosphocholine phosphatase 1, Arabidopsis thaliana phosphoethanolamine/phosphocholine phosphatase 1 ", chr1:6090763-6091975 REVERSE LENGTH=279
1637,Dm_00003107-RA,8,AT2G46500.2," Symbols: ATPI4K GAMMA 4, UBDK GAMMA 4, PI4K GAMMA 4 "," phosphoinositide 4-kinase gamma 4, UBIQUITIN-LIKE DOMAIN KINASE GAMMA 4 ", chr2:19086741-19088534 REVERSE LENGTH=566
4686,Dm_00009619-RA,8,AT2G26560.1," Symbols: PLA IIA, PLP2, PLA2A, PLAII alpha "," PHOSPHOLIPASE A 2A, PATATIN-LIKE PROTEIN 2, phospholipase A 2A ", chr2:11293912-11295708 REVERSE LENGTH=407
799,Dm_00001495-RA,8,AT4G16820.1," Symbols: PLA-I[beta]2, DALL1 "," phospholipase A I beta 2, DAD1-Like Lipase 1 ", chr4:9467563-9469116 FORWARD LENGTH=517
3910,Dm_00007847-RA,8,AT1G55180.1," Symbols: PLDALPHA4, PLDEPSILON ", phospholipase D alpha 4 , chr1:20585057-20587629 REVERSE LENGTH=762
2073,Dm_00003993-RA,8,AT3G16785.6," Symbols: PLDZ1, PLDZETA1, PLDP1, PLD ZETA 1 "," phospholipase D P1, PHOSPHOLIPASE D ZETA 1, PHOSPHOLIPASE D ZETA1 ", chr3:5711329-5717942 FORWARD LENGTH=990
2439,Dm_00004745-RA,8,AT2G38670.1, Symbols: PECT1 , phosphorylethanolamine cytidylyltransferase 1 , chr2:16168979-16171680 FORWARD LENGTH=421
5031,Dm_00010470-RA,8,AT1G18640.2," Symbols: PSP, PSP1 "," phosphoserine phosphatase 1, 3-phosphoserine phosphatase ", chr1:6416524-6418245 REVERSE LENGTH=295
7667,Dm_00017285-RA,8,AT1G18640.2," Symbols: PSP, PSP1 "," phosphoserine phosphatase 1, 3-phosphoserine phosphatase ", chr1:6416524-6418245 REVERSE LENGTH=295
647,Dm_00001221-RA,8,AT5G16530.1, Symbols: PIN5 , PIN-FORMED 5 , chr5:5400735-5402626 FORWARD LENGTH=351
3612,Dm_00007243-RA,8,AT5G20240.1, Symbols: PI , PISTILLATA , chr5:6829203-6831208 FORWARD LENGTH=208
4253,Dm_00008668-RA,8,AT3G54790.3, Symbols: PUB3 , Plant U-box 3 , chr3:20281830-20284363 REVERSE LENGTH=760
5937,Dm_00012725-RA,8,AT4G21350.1," Symbols: B80, PUB8 ", plant U-box 8 , chr4:11356143-11357267 REVERSE LENGTH=374
209,Dm_00000393-RA,8,AT2G01650.2, Symbols: PUX2 , plant UBX domain-containing protein 2 , chr2:284851-286394 REVERSE LENGTH=458
6182,Dm_00013328-RA,8,AT2G02850.1, Symbols: ARPN , plantacyanin , chr2:826630-827720 REVERSE LENGTH=129
1611,Dm_00003059-RA,8,AT1G42550.1, Symbols: PMI1 , PLASTID MOVEMENT IMPAIRED1 , chr1:15977131-15979734 FORWARD LENGTH=843
3834,Dm_00007705-RA,8,AT3G22960.1," Symbols: PKP1, PKP-ALPHA ", PLASTIDIAL PYRUVATE KINASE 1 , chr3:8139369-8141771 FORWARD LENGTH=596
2634,Dm_00005155-RA,8,AT5G52920.1," Symbols: PKP-BETA1, PKP2, PKP1 "," plastidic pyruvate kinase beta subunit 1, PLASTIDIAL PYRUVATE KINASE 1, PLASTIDIAL PYRUVATE KINASE 2 ", chr5:21463680-21466612 FORWARD LENGTH=579
2585,Dm_00005053-RA,8,AT1G15520.1," Symbols: ATABCG40, ABCG40, PDR12, ATPDR12 "," pleiotropic drug resistance 12, ATP-binding cassette G40, PLEIOTROPIC DRUG RESISTANCE 12, Arabidopsis thaliana ATP-binding cassette G40 ", chr1:5331993-5338175 REVERSE LENGTH=1423
2066,Dm_00003975-RA,8,AT1G70370.2," Symbols: PGL3, PG2 ", polygalacturonase 2 , chr1:26513003-26514998 REVERSE LENGTH=626
6935,Dm_00015227-RA,8,AT1G70370.2," Symbols: PGL3, PG2 ", polygalacturonase 2 , chr1:26513003-26514998 REVERSE LENGTH=626
7183,Dm_00015943-RA,8,AT1G23760.1," Symbols: JP630, PG3, PGL1 ", POLYGALACTURONASE 3 , chr1:8402142-8404147 FORWARD LENGTH=622
2113,Dm_00004067-RA,8,AT5G46240.1," Symbols: AtKAT1, KAT1 ", potassium channel in Arabidopsis thaliana 1 , chr5:18743652-18746561 REVERSE LENGTH=677
424,Dm_00000803-RA,8,AT2G23930.1, Symbols: SNRNP-G , probable small nuclear ribonucleoprotein G , chr2:10182353-10183026 FORWARD LENGTH=80
7374,Dm_00016450-RA,8,AT5G56600.1," Symbols: PFN3, PRF3 "," profilin 3, PROFILIN 3 ", chr5:22909882-22910710 REVERSE LENGTH=131
5546,Dm_00011741-RA,8,AT2G19770.1, Symbols: PRF5 , profilin 5 , chr2:8519885-8521119 REVERSE LENGTH=134
8425,Dm_00019266-RA,8,AT2G21140.1," Symbols: ATPRP2, PRP2 ", proline-rich protein 2 , chr2:9060868-9062035 REVERSE LENGTH=321
7210,Dm_00016011-RA,8,AT1G21720.1, Symbols: PBC1 , proteasome beta subunit C1 , chr1:7626394-7628070 FORWARD LENGTH=204
7329,Dm_00016334-RA,8,AT1G10430.2, Symbols: PP2A-2 , protein phosphatase 2A-2 , chr1:3428705-3430437 REVERSE LENGTH=306
5049,Dm_00010498-RA,8,AT5G24470.1," Symbols: APRR5, PRR5 ", pseudo-response regulator 5 , chr5:8356204-8358546 REVERSE LENGTH=558
3378,Dm_00006755-RA,8,AT1G28220.1," Symbols: PUP3, ATPUP3 ", purine permease 3 , chr1:9860303-9861434 REVERSE LENGTH=351
3555,Dm_00007118-RA,8,AT2G24220.2," Symbols: ATPUP5, PUP5 ", purine permease 5 , chr2:10300139-10301688 FORWARD LENGTH=379
411,Dm_00000780-RA,8,AT3G52820.1," Symbols: ATPAP22, PAP22 "," purple acid phosphatase 22, PURPLE ACID PHOSPHATASE 22 ", chr3:19574236-19576938 REVERSE LENGTH=434
6107,Dm_00013155-RA,8,AT1G14700.1," Symbols: ATPAP3, PAP3 ", purple acid phosphatase 3 , chr1:5058680-5060988 FORWARD LENGTH=366
4833,Dm_00009980-RA,8,AT1G56360.1," Symbols: PAP6, ATPAP6 ", purple acid phosphatase 6 , chr1:21098603-21100842 REVERSE LENGTH=466
851,Dm_00001587-RA,8,AT3G08860.2, Symbols: PYD4 , PYRIMIDINE 4 , chr3:2696892-2699087 REVERSE LENGTH=468
7354,Dm_00016395-RA,8,AT3G53620.1," Symbols: PPa4, AtPPa4 ", pyrophosphorylase 4 , chr3:19881491-19883308 FORWARD LENGTH=216
3111,Dm_00006185-RA,8,AT3G19860.1," Symbols: bHLH121, URI "," r Upstream Regulator of IRT1, basic Helix-Loop-Helix 121 ", chr3:6904579-6905863 FORWARD LENGTH=284
7351,Dm_00016388-RA,8,AT3G12160.1," Symbols: RABA4D, ATRABA4D "," RAB GTPase homolog A4D, ARABIDOPSIS THALIANA RAB GTPASE HOMOLOG A4D ", chr3:3879495-3880437 REVERSE LENGTH=222
634,Dm_00001200-RA,8,AT2G31680.1," Symbols: AtRABA5d, RABA5d ", RAB GTPase homolog A5D , chr2:13473781-13474957 REVERSE LENGTH=219
1638,Dm_00003108-RA,8,AT5G42080.4," Symbols: DRP1A, ADL1A, DL1, AG68, RSW9, ADL1 "," RADIAL SWELLING 9, DYNAMIN-RELATED PROTEIN 1A, dynamin-like protein ", chr5:16820661-16824536 REVERSE LENGTH=610
1453,Dm_00002741-RA,8,AT1G75250.1," Symbols: ATRL6, RSM3, RL6 "," RADIALIS-LIKE SANT/MYB 3, RAD-like 6 ", chr1:28245073-28245453 REVERSE LENGTH=126
8799,Dm_00020377-RA,8,AT1G75250.1," Symbols: ATRL6, RSM3, RL6 "," RADIALIS-LIKE SANT/MYB 3, RAD-like 6 ", chr1:28245073-28245453 REVERSE LENGTH=126
8534,Dm_00019581-RA,8,AT5G47870.1," Symbols: RAD52-2, ODB2, RAD52-2B "," radiation sensitive 52-2, Organellar DNA-Binding protein 2 ", chr5:19384555-19385808 REVERSE LENGTH=199
8809,Dm_00020422-RA,8,AT4G31170.8, Symbols: RAF28 , RAF-like MAPKKK 28 , chr4:15153499-15154846 REVERSE LENGTH=412
6892,Dm_00015141-RA,8,AT1G47890.1," Symbols: AtRLP7, RLP7 ", receptor like protein 7 , chr1:17643976-17647035 FORWARD LENGTH=1019
8479,Dm_00019445-RA,8,AT1G48480.1, Symbols: RKL1 , receptor-like kinase 1 , chr1:17918475-17920743 FORWARD LENGTH=655
6688,Dm_00014579-RA,8,AT5G43470.4," Symbols: HRT, RPP8, RCY1 "," RECOGNITION OF PERONOSPORA PARASITICA 8, RESISTANT TO CMV(Y) 1, HYPERSENSITIVE RESPONSE TO TCV ", chr5:17463130-17466658 REVERSE LENGTH=908
1332,Dm_00002505-RA,8,AT3G15820.1, Symbols: ROD1 , REDUCED OLEATE DESATURATION 1 , chr3:5351217-5353573 FORWARD LENGTH=301
28,Dm_00000051-RA,8,AT5G01720.1, Symbols: RAE1 , Regulation of Atalmt1 Expression 1 , chr5:267118-270391 REVERSE LENGTH=665
1875,Dm_00003575-RA,8,AT1G01360.1," Symbols: PYL9, RCAR1 "," regulatory component of ABA receptor 1, PYRABACTIN RESISTANCE 1-LIKE 9 ", chr1:142138-142914 FORWARD LENGTH=187
7275,Dm_00016188-RA,8,AT5G25610.1," Symbols: RD22, ATRD22 ", RESPONSIVE TO DESICCATION 22 , chr5:8914498-8916684 REVERSE LENGTH=392
2082,Dm_00004006-RA,8,AT4G11220.1," Symbols: BTI2, RTNLB2, RTN2 "," reticulon 2, VIRB2-interacting protein 2, Reticulan like protein B2 ", chr4:6838176-6839578 REVERSE LENGTH=271
5581,Dm_00011841-RA,8,AT3G08900.1," Symbols: RGP, RGP3 ", reversibly glycosylated polypeptide 3 , chr3:2708347-2709714 REVERSE LENGTH=362
1073,Dm_00001975-RA,8,AT5G16510.2, Symbols: RGP5 ," reversibly glycosylated polypeptide 5, reversibly glycosylated protein 5 ", chr5:5393296-5394342 FORWARD LENGTH=348
6999,Dm_00015396-RA,8,AT2G17800.2," Symbols: ATRAC1, ARAC1, ATGP2, ROP3, ATROP3 "," RHO-RELATED GTPASES FROM PLANTS 3, Arabidopsis RAC-like 1 ", chr2:7740313-7741942 FORWARD LENGTH=197
8965,Dm_00021046-RA,8,AT3G16780.1, Symbols: RPL19B , Ribsomal Protein Like 19B , chr3:5708982-5710249 FORWARD LENGTH=209
7806,Dm_00017626-RA,8,AT1G62910.1," Symbols: RFL9, RPF4 "," RNA PROCESSING FACTOR 4, Rf-like 9 ", chr1:23299060-23300958 FORWARD LENGTH=632
1022,Dm_00001883-RA,8,AT3G13224.2, Symbols: RBGD3 , RNA-binding glycine-rich protein D3 , chr3:4254848-4256621 FORWARD LENGTH=358
5542,Dm_00011728-RA,8,AT3G51040.3, Symbols: RTH , RTE1-homolog , chr3:18952281-18953060 REVERSE LENGTH=231
1264,Dm_00002355-RA,8,AT1G27730.1," Symbols: ZAT10, STZ ", salt tolerance zinc finger , chr1:9648302-9648985 REVERSE LENGTH=227
8406,Dm_00019223-RA,8,AT1G27730.1," Symbols: ZAT10, STZ ", salt tolerance zinc finger , chr1:9648302-9648985 REVERSE LENGTH=227
3273,Dm_00006524-RA,8,AT4G02080.1," Symbols: ATSARA1C, SAR2, SAR1C, ATSAR2, ASAR1 ", secretion-associated RAS super family 2 , chr4:921554-922547 FORWARD LENGTH=193
1981,Dm_00003799-RA,8,AT1G32050.1," Symbols: SCAMP5, AtSCAMP5 ", Secretory carrier membrane protein 5 , chr1:11528616-11530974 FORWARD LENGTH=264
177,Dm_00000324-RA,8,AT3G48460.1, Symbols: SFAR4 , SEED FATTY ACID REDUCER 4 , chr3:17949496-17951082 FORWARD LENGTH=381
2644,Dm_00005180-RA,8,AT5G40390.1," Symbols: RS5, SIP1 "," seed imbibition 1-like, raffinose synthase 5 ", chr5:16161720-16165085 FORWARD LENGTH=783
7100,Dm_00015706-RA,8,AT3G10985.1," Symbols: SAG20, WI12, ATWI-12 "," senescence associated gene 20, WOUND-INDUCED PROTEIN 12, ARABIDOPSIS THALIANA WOUND-INDUCED PROTEIN 12 ", chr3:3442776-3443108 FORWARD LENGTH=110
512,Dm_00000969-RA,8,AT5G13170.1," Symbols: SAG29, SWEET15, AtSWEET15 ", senescence-associated gene 29 , chr5:4181331-4183171 REVERSE LENGTH=292
8051,Dm_00018254-RA,8,AT1G17020.1," Symbols: ATSRG1, SRG1 "," SENESCENCE-RELATED GENE 1, senescence-related gene 1 ", chr1:5820258-5821741 FORWARD LENGTH=358
824,Dm_00001536-RA,8,AT4G13930.1, Symbols: SHM4 , serine hydroxymethyltransferase 4 , chr4:8048013-8050021 REVERSE LENGTH=471
7376,Dm_00016457-RA,8,AT3G03750.2," Symbols: SUVR3, SDG20 ", SET domain protein 20 , chr3:939976-941511 FORWARD LENGTH=354
2707,Dm_00005318-RA,8,AT3G51060.1," Symbols: SRS1, AtSTY1, STY1 "," SHI RELATED SEQUENCE 1, STYLISH 1 ", chr3:18964606-18966130 FORWARD LENGTH=370
5960,Dm_00012786-RA,8,AT5G25390.2, Symbols: SHN3 , shine3 , chr5:8820637-8821741 FORWARD LENGTH=189
4649,Dm_00009533-RA,8,AT5G66350.1, Symbols: SHI , SHORT INTERNODES , chr5:26504714-26506143 REVERSE LENGTH=331
4696,Dm_00009634-RA,8,AT2G35510.2, Symbols: SRO1 , similar to RCD one 1 , chr2:14917694-14919198 REVERSE LENGTH=459
7684,Dm_00017318-RA,8,AT5G57900.1, Symbols: SKIP1 , SKP1 interacting partner 1 , chr5:23449916-23450915 REVERSE LENGTH=300
4396,Dm_00008986-RA,8,AT3G61350.2, Symbols: SKIP4 , SKP1 interacting partner 4 , chr3:22703203-22704374 FORWARD LENGTH=358
661,Dm_00001251-RA,8,AT1G76160.1, Symbols: sks5 , SKU5 similar 5 , chr1:28578211-28581020 REVERSE LENGTH=541
884,Dm_00001666-RA,8,AT4G24210.1," Symbols: GAR2, SLY1 "," SLEEPY1, GAI AN REVERTANT 2 ", chr4:12563658-12564113 FORWARD LENGTH=151
2374,Dm_00004611-RA,8,AT5G18050.1, Symbols: SAUR22 , SMALL AUXIN UP RNA 22 , chr5:5974691-5974963 REVERSE LENGTH=90
5716,Dm_00012185-RA,8,AT2G46690.1, Symbols: SAUR32 , SMALL AUXIN UPREGULATED RNA 32 , chr2:19180904-19181269 FORWARD LENGTH=121
1821,Dm_00003477-RA,8,AT4G34760.1, Symbols: SAUR50 , SMALL AUXIN UPREGULATED RNA 50 , chr4:16582471-16582794 REVERSE LENGTH=107
6483,Dm_00014065-RA,8,AT1G29420.1, Symbols: SAUR61 , SMALL AUXIN UPREGULATED RNA 61 , chr1:10301483-10301908 REVERSE LENGTH=141
7333,Dm_00016346-RA,8,AT1G29420.1, Symbols: SAUR61 , SMALL AUXIN UPREGULATED RNA 61 , chr1:10301483-10301908 REVERSE LENGTH=141
8467,Dm_00019397-RA,8,AT1G29420.1, Symbols: SAUR61 , SMALL AUXIN UPREGULATED RNA 61 , chr1:10301483-10301908 REVERSE LENGTH=141
6484,Dm_00014066-RA,8,AT1G29500.1, Symbols: SAUR66 , SMALL AUXIN UPREGULATED RNA 66 , chr1:10321290-10321697 FORWARD LENGTH=135
