Orthogroup	B_vulgaris.proteins	P_amilis.proteins
OG0012816	Bevul.5G177800.1.p	FUN_041953-T1
OG0012817	Bevul.9G029400.1.p	FUN_047542-T1
OG0012820	Bevul.2G030900.1.p	FUN_039828-T1
OG0012822	Bevul.5G139200.1.p	FUN_045608-T1
OG0012823	Bevul.6G143200.1.p	FUN_033366-T1
OG0012824	Bevul.3G187600.1.p	FUN_004695-T1
OG0012825	Bevul.2G240300.1.p	FUN_043316-T1, FUN_043316-T2
OG0012827	Bevul.7G062700.1.p	FUN_039451-T1
OG0012828	Bevul.4G067800.1.p	FUN_046657-T1
OG0012830	Bevul.9G048000.1.p	FUN_030936-T1
OG0012831	Bevul.3G007900.1.p	FUN_015099-T1
OG0012832	Bevul.5G120800.1.p	FUN_008120-T1
OG0012833	Bevul.7G194100.1.p	FUN_049494-T1
OG0012834	Bevul.6G103500.1.p	FUN_007840-T1
OG0012836	Bevul.3G107200.1.p, Bevul.9G022800.1.p	FUN_019465-T1
OG0012837	Bevul.1G031200.1.p	FUN_042746-T1
OG0012838	Bevul.5G262400.1.p	FUN_013599-T1
OG0012840	Bevul.7G098900.1.p, Bevul.7G098900.2.p	FUN_042936-T1, FUN_042936-T2
OG0012842	Bevul.5G063100.1.p	FUN_011740-T2, FUN_011740-T1
OG0012843	Bevul.5G260400.1.p	FUN_044907-T1
OG0012844	Bevul.1G101600.1.p	FUN_044011-T1
OG0012845	Bevul.7G179100.1.p	FUN_048861-T1
OG0012846	Bevul.2G248400.1.p	FUN_019060-T1
OG0012851	Bevul.6G053900.1.p	FUN_020876-T1
OG0012852	Bevul.5G240500.1.p	FUN_011569-T1
OG0012853	Bevul.5G058100.1.p	FUN_025025-T1
OG0012854	Bevul.3G147200.1.p, Bevul.3G154100.1.p	FUN_012890-T1
OG0012855	Bevul.7G140800.1.p	FUN_025092-T1
OG0012856	Bevul.5G155300.1.p	FUN_011450-T1
OG0012857	Bevul.6G101000.1.p	FUN_004325-T1
OG0012858	Bevul.9G131700.1.p, Bevul.9G131800.1.p	FUN_011706-T1
OG0012859	Bevul.8G177500.1.p	FUN_026202-T1
OG0012862	Bevul.7G108200.1.p	FUN_043795-T1
OG0012863	Bevul.6G136600.1.p	FUN_033462-T1
OG0012864	Bevul.5G017200.1.p	FUN_041149-T1, FUN_018338-T1
OG0012866	Bevul.1G193600.1.p	FUN_037478-T1
OG0012868	Bevul.7G126200.1.p	FUN_027188-T1
OG0012869	Bevul.5G124400.1.p	FUN_008165-T1
OG0012870	Bevul.5G235100.1.p	FUN_050985-T1
OG0012871	Bevul.2G079300.1.p	FUN_029051-T1
OG0012872	Bevul.5G221200.1.p	FUN_047326-T1
OG0012873	Bevul.8G137500.1.p	FUN_007614-T1
OG0012874	Bevul.5G222400.1.p	FUN_010701-T1
OG0012875	Bevul.6G053600.1.p	FUN_020889-T1
OG0012877	Bevul.4G156200.1.p	FUN_051442-T1
OG0012878	Bevul.9G171400.1.p	FUN_002263-T1, FUN_002263-T2
OG0012879	Bevul.3G221500.1.p	FUN_003616-T1
OG0012880	Bevul.9G232000.1.p	FUN_047254-T1
OG0012881	Bevul.6G163000.1.p	FUN_038861-T1
OG0012882	Bevul.3G028900.1.p	FUN_045040-T1, FUN_043105-T1
OG0012884	Bevul.3G036800.1.p	FUN_013650-T1
OG0012885	Bevul.9G199600.1.p	FUN_031077-T1
OG0012887	Bevul.3G009100.1.p	FUN_044068-T1
OG0012889	Bevul.3G217600.1.p, Bevul.5G182800.1.p	FUN_011141-T1, FUN_011142-T1, FUN_045386-T1
OG0012891	Bevul.3G018300.1.p	FUN_041401-T1
OG0012892	Bevul.6G083300.1.p	FUN_032670-T1
OG0012894	Bevul.3G172400.1.p	FUN_033074-T1
OG0012895	Bevul.4G088300.1.p	FUN_011679-T1
OG0012896	Bevul.5G190000.1.p	FUN_011049-T1
OG0012898	Bevul.6G245000.1.p	FUN_023017-T1
OG0012899	Bevul.5G214700.1.p	FUN_010791-T1
OG0012902	Bevul.5G188900.1.p	FUN_011071-T1
OG0012903	Bevul.6G242800.1.p	FUN_023097-T1
OG0012904	Bevul.4G163700.1.p	FUN_041036-T1
OG0012905	Bevul.6G240600.1.p	FUN_023209-T1, FUN_023212-T1
OG0012906	Bevul.7G109100.1.p	FUN_034882-T1
OG0012907	Bevul.4G088900.1.p	FUN_047590-T1
OG0012911	Bevul.9G158200.1.p	FUN_050725-T2, FUN_050725-T1
OG0012913	Bevul.5G088000.1.p	FUN_017521-T1
OG0012914	Bevul.8G145000.1.p	FUN_028410-T1
OG0012915	Bevul.2G204800.1.p	FUN_016733-T1
OG0012916	Bevul.5G195500.1.p	FUN_047537-T1
OG0012920	Bevul.3G020800.1.p	FUN_045795-T1
OG0012921	Bevul.6G083400.1.p	FUN_023469-T1
OG0012922	Bevul.9G005400.1.p	FUN_034119-T1
OG0012923	Bevul.9G002200.1.p	FUN_027933-T1
OG0012925	Bevul.8G050300.1.p	FUN_035102-T1
OG0012926	Bevul.6G139000.1.p	FUN_020654-T1
OG0012927	Bevul.6G117800.1.p	FUN_033693-T1
OG0012928	Bevul.5G074000.1.p, Bevul.5G073900.1.p	FUN_017285-T1, FUN_041259-T1
OG0012929	Bevul.5G090400.1.p	FUN_041579-T1
OG0012929	Bevul.5G090200.1.p, Bevul.5G090100.1.p, Bevul.5G090300.1.p	FUN_041581-T1, FUN_017570-T1
OG0012930	Bevul.5G063500.1.p	FUN_041226-T1, FUN_041227-T1
OG0012932	Bevul.7G217000.1.p	FUN_049349-T1
OG0012935	Bevul.7G062400.1.p	FUN_039458-T1
OG0012938	Bevul.2G178600.1.p, Bevul.2G178300.1.p	FUN_048398-T1
OG0012939	Bevul.2G177500.1.p	FUN_020958-T1
OG0012941	Bevul.8G094400.1.p	FUN_001681-T1
OG0012942	Bevul.3G124800.1.p, Bevul.8G030800.1.p, Bevul.1G147300.1.p	FUN_014215-T1, FUN_000661-T1
OG0012945	Bevul.2G119400.2.p, Bevul.2G119400.3.p, Bevul.2G119400.1.p, Bevul.2G119400.4.p	FUN_019397-T1
OG0012946	Bevul.5G224000.1.p	FUN_010691-T1, FUN_047303-T1
OG0012947	Bevul.5G257500.1.p	FUN_044824-T1
OG0012948	Bevul.4G003900.1.p	FUN_046410-T1
OG0012951	Bevul.4G231000.1.p	FUN_052704-T1, FUN_036392-T1
OG0012952	Bevul.1G011900.1.p	FUN_024337-T1, FUN_024337-T2
OG0012953	Bevul.1G155800.1.p, Bevul.1G156000.1.p	FUN_047761-T2, FUN_047761-T1, FUN_047761-T3, FUN_038341-T4, FUN_038341-T2, FUN_038341-T5, FUN_038341-T3, FUN_038341-T7, FUN_038341-T6, FUN_038341-T1
OG0012954	Bevul.3G111500.1.p	FUN_019442-T1, FUN_019442-T2
OG0012956	Bevul.3G028700.1.p, Bevul.4G110000.1.p	FUN_045041-T1
OG0012956	Bevul.3G028500.1.p	FUN_043108-T1
OG0012957	Bevul.3G217500.1.p	FUN_033981-T1
OG0012958	Bevul.4G096000.1.p, Bevul.3G119800.1.p	FUN_000673-T1
OG0012959	Bevul.3G080100.1.p	FUN_014001-T1
OG0012960	Bevul.6G231900.1.p, Bevul.3G119200.1.p	FUN_014176-T1
OG0012961	Bevul.3G059400.1.p	FUN_006634-T1
OG0012962	Bevul.7G035000.1.p	FUN_053118-T1
OG0012964	Bevul.7G154300.1.p	FUN_050235-T1
OG0012966	Bevul.8G166600.1.p	FUN_026066-T1
OG0012967	Bevul.6G141600.1.p	FUN_033383-T1
OG0012969	Bevul.7G114700.1.p	FUN_024874-T1
OG0012969	Bevul.4G136400.1.p, Bevul.4G121400.1.p, Bevul.7G123700.1.p, Bevul.7G123800.1.p	FUN_024964-T1, FUN_024963-T1
OG0012969	Bevul.1G004800.1.p	FUN_043679-T1, FUN_043681-T1, FUN_043682-T1
OG0012970	Bevul.6G123100.1.p	FUN_033621-T1
OG0012972	Bevul.3G049700.1.p	FUN_009079-T1
OG0012973	Bevul.5G124300.1.p	FUN_002071-T1, FUN_014015-T1, FUN_004270-T1, FUN_001398-T1, FUN_012244-T1, FUN_007540-T1
OG0012974	Bevul.4G053600.1.p	FUN_045819-T1
OG0012975	Bevul.7G055400.1.p, Bevul.7G055300.1.p, Bevul.5G069200.1.p	FUN_041544-T1, FUN_041520-T1, FUN_041541-T1, FUN_041351-T1, FUN_040786-T1, FUN_040723-T1, FUN_041533-T1, FUN_041528-T1, FUN_041531-T1
OG0012976	Bevul.5G255400.1.p	FUN_016189-T1
OG0012977	Bevul.6G063200.1.p, Bevul.6G063600.1.p	FUN_031133-T1
OG0012978	Bevul.6G218900.1.p	FUN_020569-T1
OG0012979	Bevul.7G080200.1.p, Bevul.9G097600.2.p, Bevul.9G097600.4.p	FUN_015613-T2
OG0012982	Bevul.9G028500.1.p	FUN_002838-T1, FUN_012191-T1
OG0012984	Bevul.9G077100.1.p, Bevul.9G077100.4.p, Bevul.9G077100.3.p, Bevul.9G077100.2.p	FUN_012600-T1, FUN_012600-T2
OG0012985	Bevul.9G119100.1.p, Bevul.9G119100.2.p	FUN_002212-T1
OG0012986	Bevul.9G132500.2.p, Bevul.9G132500.5.p, Bevul.9G132500.1.p, Bevul.9G132500.4.p, Bevul.9G132500.3.p	FUN_052012-T3, FUN_052012-T2, FUN_052012-T1
OG0013013	Bevul.3G136000.1.p	FUN_020169-T1, FUN_014377-T1, FUN_015002-T1, FUN_011668-T1
OG0013014	Bevul.5G245300.1.p	FUN_053114-T1, FUN_050270-T1, FUN_027885-T1, FUN_038446-T1
OG0013016	Bevul.4G032800.1.p	FUN_049933-T1, FUN_046000-T1
OG0013019	Bevul.6G112300.1.p	FUN_040833-T1, FUN_044142-T1, FUN_035807-T1, FUN_044143-T1, FUN_030979-T1, FUN_030950-T1, FUN_030995-T1, FUN_030987-T1, FUN_030992-T1, FUN_030991-T1, FUN_030994-T1, FUN_030986-T1
OG0013020	Bevul.2G125400.3.p, Bevul.2G125400.2.p, Bevul.2G125400.10.p, Bevul.2G125400.4.p, Bevul.2G125400.9.p, Bevul.2G125400.1.p, Bevul.2G125400.7.p, Bevul.2G125400.8.p, Bevul.2G125400.6.p, Bevul.2G125400.5.p	FUN_006030-T2, FUN_006030-T1, FUN_006030-T3
OG0013104	Bevul.2G100100.1.p	FUN_039217-T1
OG0013108	Bevul.7G130900.1.p	FUN_025028-T1
OG0013109	Bevul.6G146400.1.p	FUN_013594-T1
OG0013111	Bevul.3G002300.1.p	FUN_040341-T1, FUN_015013-T1
OG0013117	Bevul.5G133200.1.p	FUN_030651-T1
OG0013118	Bevul.8G200100.1.p	FUN_026505-T1
OG0013119	Bevul.4G136300.1.p	FUN_035665-T1
OG0013120	Bevul.2G072900.1.p	FUN_011295-T1
OG0013121	Bevul.7G200300.1.p	FUN_009727-T1
OG0013124	Bevul.4G209300.1.p	FUN_052488-T1
OG0013125	Bevul.7G043100.1.p	FUN_033975-T1
OG0013126	Bevul.2G174400.1.p	FUN_049944-T1, FUN_049950-T1
OG0013127	Bevul.4G225200.1.p	FUN_036339-T1
OG0013128	Bevul.7G094600.1.p	FUN_042952-T1
OG0013130	Bevul.9G043500.1.p	FUN_043617-T1
OG0013131	Bevul.4G168900.1.p	FUN_036060-T1
OG0013132	Bevul.7G125700.1.p	FUN_028779-T1, FUN_027185-T1, FUN_041891-T1
OG0013133	Bevul.3G128000.1.p	FUN_014227-T1
OG0013135	Bevul.7G036100.1.p	FUN_007957-T1
OG0013136	Bevul.3G216200.1.p	FUN_012649-T1
OG0013141	Bevul.7G015800.1.p	FUN_003956-T1
OG0013142	Bevul.6G045900.1.p	FUN_020715-T1
OG0013144	Bevul.3G114300.1.p	FUN_014088-T1
OG0013145	Bevul.7G109800.1.p	FUN_024830-T2, FUN_052486-T1, FUN_024830-T1
OG0013149	Bevul.2G168700.2.p, Bevul.2G168700.1.p	FUN_004922-T1, FUN_024404-T2, FUN_024404-T1
OG0013150	Bevul.4G230800.1.p	FUN_036391-T1
OG0013151	Bevul.7G126800.1.p	FUN_024997-T1
OG0013153	Bevul.4G088000.1.p	FUN_047596-T1
OG0013154	Bevul.7G112200.1.p	FUN_043708-T1
OG0013155	Bevul.3G134400.1.p	FUN_000619-T1
OG0013156	Bevul.5G051000.1.p	FUN_018044-T1
OG0013157	Bevul.4G196700.1.p	FUN_036620-T1
OG0013158	Bevul.3G147700.1.p	FUN_004752-T1, FUN_014498-T1
OG0013160	Bevul.1G115100.1.p	FUN_037968-T1
OG0013161	Bevul.6G070600.1.p	FUN_029609-T1
OG0013162	Bevul.1G027700.1.p	FUN_025749-T1, FUN_042706-T1
OG0013163	Bevul.6G234600.1.p	FUN_032588-T1
OG0013164	Bevul.1G117200.1.p	FUN_044275-T1, FUN_038665-T1
OG0013166	Bevul.1G206500.1.p	FUN_037704-T2, FUN_037704-T1, FUN_048361-T1
OG0013167	Bevul.5G007100.1.p	FUN_040278-T1
OG0013168	Bevul.9G131600.1.p	FUN_045774-T1
OG0013169	Bevul.7G142700.1.p	FUN_053321-T1
OG0013170	Bevul.9G225300.1.p	FUN_005541-T1
OG0013171	Bevul.1G049900.1.p	FUN_042681-T1
OG0013172	Bevul.1G010000.1.p	FUN_024378-T1
OG0013173	Bevul.6G074200.1.p	FUN_014523-T1
OG0013174	Bevul.1G173700.1.p	FUN_038556-T1
OG0013177	Bevul.3G059500.1.p	FUN_014868-T1
OG0013178	Bevul.3G029800.1.p	FUN_043097-T1
OG0013180	Bevul.1G056600.1.p	FUN_001548-T1
OG0013182	Bevul.8G046200.1.p	FUN_012919-T1
OG0013183	Bevul.6G091000.1.p	FUN_031276-T1
OG0013185	Bevul.6G050400.1.p	FUN_020806-T1
OG0013188	Bevul.9G232100.1.p	FUN_047253-T1
OG0013193	Bevul.6G208000.1.p	FUN_025312-T1
OG0013195	Bevul.1G012800.1.p	FUN_024311-T1
OG0013196	Bevul.6G051500.1.p	FUN_020822-T1
OG0013199	Bevul.4G061200.1.p	FUN_046589-T1
OG0013206	Bevul.8G092700.1.p	FUN_044530-T1
OG0013208	Bevul.8G211700.1.p	FUN_013059-T1
OG0013211	Bevul.1G134000.1.p	FUN_036942-T1
OG0013212	Bevul.5G027000.1.p	FUN_041014-T1
OG0013213	Bevul.1G199700.1.p	FUN_025768-T1, FUN_025767-T1, FUN_048287-T1
OG0013214	Bevul.9G072200.1.p	FUN_031010-T1
OG0013217	Bevul.1G054400.1.p, Bevul.9G073000.1.p	FUN_028761-T1
OG0013219	Bevul.3G073300.1.p	FUN_013951-T1
OG0013220	Bevul.9G214400.2.p, Bevul.9G214400.3.p, Bevul.9G214400.1.p	FUN_001838-T1
OG0013221	Bevul.2G127600.1.p	FUN_046493-T1
OG0013222	Bevul.9G178800.1.p	FUN_009895-T1
OG0013223	Bevul.5G103500.1.p	FUN_017900-T1
OG0013224	Bevul.4G105500.1.p	FUN_033535-T1
OG0013225	Bevul.6G048900.1.p	FUN_035997-T1
OG0013226	Bevul.2G118700.1.p	FUN_019411-T1
OG0013227	Bevul.8G176600.1.p	FUN_026184-T1
OG0013228	Bevul.8G201700.1.p	FUN_007902-T1, FUN_004080-T1
OG0013230	Bevul.3G088800.1.p	FUN_015356-T1
OG0013231	Bevul.1G120100.1.p	FUN_049187-T2, FUN_049187-T1
OG0013233	Bevul.3G130400.1.p	FUN_052157-T1
OG0013235	Bevul.8G110600.1.p	FUN_017980-T1
OG0013236	Bevul.3G029900.1.p	FUN_045024-T1
OG0013237	Bevul.9G194300.1.p	FUN_005402-T1
OG0013238	Bevul.3G076900.1.p	FUN_022665-T1
OG0013239	Bevul.3G073400.1.p	FUN_043591-T1
OG0013240	Bevul.5G177700.1.p	FUN_045500-T1
OG0013242	Bevul.5G172400.1.p	FUN_047141-T1
OG0013243	Bevul.3G098800.1.p	FUN_014755-T1, FUN_014756-T1
OG0013244	Bevul.1G201500.1.p	FUN_048304-T1
OG0013245	Bevul.6G027100.1.p	FUN_031037-T1
OG0013246	Bevul.2G029100.1.p	FUN_018933-T1
OG0013247	Bevul.3G017200.1.p	FUN_045232-T1
OG0013248	Bevul.3G100700.1.p	FUN_031607-T1
OG0013249	Bevul.7G016600.1.p	FUN_038942-T1
OG0013250	Bevul.8G065100.1.p	FUN_008493-T1
OG0013251	Bevul.1G197300.1.p	FUN_042859-T1
OG0013254	Bevul.8G028200.1.p	FUN_036621-T1
OG0013255	Bevul.8G007000.1.p	FUN_027175-T1
OG0013258	Bevul.8G056900.1.p	FUN_012422-T1
OG0013259	Bevul.7G177700.1.p	FUN_048816-T1
OG0013260	Bevul.3G120200.1.p	FUN_014179-T1
OG0013261	Bevul.3G220500.1.p	FUN_033996-T1, FUN_003640-T1
OG0013262	Bevul.8G017500.1.p	FUN_036743-T1
OG0013263	Bevul.1G038400.1.p	FUN_025677-T1
OG0013264	Bevul.7G036500.1.p	FUN_020535-T1
OG0013266	Bevul.2G185700.1.p	FUN_029320-T1
OG0013267	Bevul.1G052200.1.p	FUN_030328-T1
OG0013268	Bevul.2G191200.1.p	FUN_033136-T1
OG0013271	Bevul.2G042600.1.p	FUN_030786-T1
OG0013272	Bevul.2G065300.1.p	FUN_008101-T1
OG0013273	Bevul.2G088200.1.p	FUN_002367-T1
OG0013274	Bevul.5G025400.1.p	FUN_018161-T1
OG0013275	Bevul.9G028700.1.p	FUN_026706-T1
OG0013276	Bevul.4G007700.1.p	FUN_046357-T1
OG0013277	Bevul.3G182600.1.p	FUN_032975-T1
OG0013278	Bevul.4G100300.1.p	FUN_033955-T2, FUN_033955-T1
OG0013279	Bevul.7G201700.1.p	FUN_047964-T1
OG0013280	Bevul.9G052100.1.p	FUN_027460-T1
OG0013281	Bevul.8G034000.1.p	FUN_036534-T1
OG0013282	Bevul.8G017600.1.p	FUN_036742-T1
OG0013285	Bevul.8G008300.1.p	FUN_035018-T1
OG0013288	Bevul.1G126600.1.p	FUN_037064-T1
OG0013289	Bevul.7G091100.1.p	FUN_024726-T1
OG0013290	Bevul.5G218800.1.p	FUN_010749-T1
OG0013292	Bevul.4G176700.1.p	FUN_035973-T1, FUN_052310-T1
OG0013293	Bevul.4G123600.1.p	FUN_038135-T1, FUN_038135-T2
OG0013295	Bevul.1G131800.1.p	FUN_029522-T1
OG0013297	Bevul.6G200600.1.p	FUN_031793-T1, FUN_025253-T1
OG0013300	Bevul.4G127800.1.p	FUN_013720-T1
OG0013301	Bevul.5G258900.1.p	FUN_044995-T1, FUN_044995-T2
OG0013302	Bevul.6G207400.1.p	FUN_025307-T1
OG0013305	Bevul.6G196700.1.p	FUN_025234-T1
OG0013306	Bevul.3G095000.1.p	FUN_050441-T1
OG0013308	Bevul.6G048200.1.p	FUN_020758-T1
OG0013310	Bevul.6G217200.1.p	FUN_020459-T1, FUN_020459-T2
OG0013312	Bevul.5G026900.1.p	FUN_041018-T1
OG0013313	Bevul.5G015200.1.p	FUN_018384-T1
OG0013315	Bevul.5G014900.1.p	FUN_041183-T1
OG0013316	Bevul.8G183400.1.p	FUN_046952-T1
OG0013317	Bevul.3G033100.1.p	FUN_013616-T1
OG0013318	Bevul.2G215300.1.p	FUN_029926-T1
OG0013321	Bevul.2G108300.1.p, Bevul.2G067200.1.p	FUN_029137-T1
OG0013323	Bevul.6G182900.1.p	FUN_009320-T1
OG0013324	Bevul.5G182000.1.p	FUN_045411-T1
OG0013325	Bevul.5G164600.1.p	FUN_047068-T1
OG0013326	Bevul.1G150700.1.p	FUN_047838-T1
OG0013327	Bevul.6G074100.1.p	FUN_033747-T1, FUN_023639-T1
OG0013328	Bevul.5G160200.1.p, Bevul.5G202800.1.p	FUN_010964-T1
OG0013329	Bevul.6G113000.1.p, Bevul.6G112700.1.p	FUN_023640-T1
OG0013330	Bevul.3G109000.1.p	FUN_005649-T1
OG0013332	Bevul.3G157300.1.p	FUN_023464-T1
OG0013333	Bevul.5G081900.1.p	FUN_017405-T1, FUN_041440-T1
OG0013334	Bevul.5G155000.1.p	FUN_036091-T1
OG0013335	Bevul.5G184800.1.p	FUN_045319-T1
OG0013338	Bevul.5G094200.1.p	FUN_041629-T1
OG0013340	Bevul.5G171800.1.p	FUN_047132-T1
OG0013342	Bevul.2G123100.1.p	FUN_004122-T1
OG0013343	Bevul.6G116800.1.p	FUN_033698-T1
OG0013344	Bevul.5G185200.1.p	FUN_011119-T1
OG0013345	Bevul.8G175200.1.p	FUN_026168-T1
OG0013346	Bevul.5G076100.1.p	FUN_041299-T1
OG0013347	Bevul.1G165500.1.p	FUN_037161-T1, FUN_037160-T1
OG0013348	Bevul.7G052500.1.p	FUN_033085-T1
OG0013349	Bevul.2G078300.1.p	FUN_010365-T1
OG0013351	Bevul.5G149100.1.p	FUN_010506-T1
OG0013352	Bevul.6G111300.1.p	FUN_023624-T1
OG0013353	Bevul.6G044900.1.p	FUN_020701-T1
OG0013354	Bevul.6G120600.1.p	FUN_023842-T1
OG0013355	Bevul.7G182200.1.p	FUN_033194-T1
OG0013358	Bevul.5G144200.1.p	FUN_010445-T1
OG0013359	Bevul.8G056600.1.p	FUN_036008-T1
OG0013361	Bevul.2G129700.1.p	FUN_038540-T1
OG0013363	Bevul.2G097600.1.p	FUN_002933-T1
OG0013365	Bevul.6G127000.1.p	FUN_020149-T1
OG0013368	Bevul.2G099000.1.p	FUN_021715-T1
OG0013369	Bevul.4G014400.1.p	FUN_018148-T1
OG0013375	Bevul.3G190700.1.p	FUN_042738-T1
OG0013376	Bevul.3G223900.1.p, Bevul.4G022100.1.p, Bevul.4G022300.1.p, Bevul.4G022400.1.p	FUN_046733-T1, FUN_046739-T1
OG0013378	Bevul.2G245600.1.p	FUN_030400-T1
OG0013381	Bevul.8G123000.1.p	FUN_012951-T1
OG0013382	Bevul.8G046000.1.p, Bevul.8G045800.1.p	FUN_035798-T1, FUN_035797-T1
OG0013383	Bevul.8G026600.1.p	FUN_036646-T1
OG0013385	Bevul.2G079200.2.p, Bevul.2G079200.1.p, Bevul.2G079200.3.p	FUN_029052-T1
OG0013387	Bevul.1G011400.1.p	FUN_024347-T1
OG0013388	Bevul.5G261400.1.p	FUN_044860-T3, FUN_044860-T1, FUN_044860-T2
OG0013389	Bevul.5G163200.1.p, Bevul.7G134200.1.p	FUN_011339-T1, FUN_047055-T2, FUN_047055-T1, FUN_047055-T3, FUN_047055-T6, FUN_047055-T5, FUN_047055-T4
OG0013390	Bevul.2G160600.6.p, Bevul.2G160600.1.p, Bevul.2G160600.7.p, Bevul.2G160600.5.p, Bevul.2G160600.8.p, Bevul.2G160600.9.p, Bevul.2G160600.10.p, Bevul.2G160600.3.p, Bevul.2G160600.2.p, Bevul.2G160600.4.p	FUN_001162-T1
OG0013391	Bevul.4G183900.1.p	FUN_052251-T1
OG0013392	Bevul.1G142500.1.p	FUN_039605-T1
OG0013394	Bevul.1G201800.1.p	FUN_048307-T1
OG0013395	Bevul.1G192700.1.p	FUN_053232-T2, FUN_053233-T1, FUN_053232-T3, FUN_053232-T1
OG0013396	Bevul.3G191900.1.p	FUN_032857-T1
OG0013397	Bevul.2G122500.1.p	FUN_006005-T1
OG0013398	Bevul.3G060500.1.p	FUN_036930-T1
OG0013399	Bevul.9G061800.1.p, Bevul.4G144100.1.p, Bevul.8G132300.1.p, Bevul.8G105600.1.p, Bevul.7G128400.1.p	FUN_031638-T1, FUN_027594-T1
OG0013400	Bevul.7G159400.1.p	FUN_025231-T1
OG0013401	Bevul.7G135900.1.p	FUN_025054-T1
OG0013402	Bevul.7G134000.1.p	FUN_047742-T1, FUN_025043-T1
OG0013403	Bevul.8G065900.1.p, Bevul.8G066100.1.p, Bevul.8G065700.1.p	FUN_008477-T1, FUN_008583-T1, FUN_008478-T1
OG0013404	Bevul.8G036900.1.p	FUN_036280-T1
OG0013405	Bevul.9G104200.6.p, Bevul.9G104200.4.p, Bevul.9G104200.2.p, Bevul.9G104200.8.p, Bevul.9G104200.5.p, Bevul.9G104200.3.p, Bevul.9G104200.1.p, Bevul.9G104200.7.p	FUN_053090-T1
OG0013407	Bevul.3G115400.1.p	FUN_000775-T2, FUN_000775-T1
OG0013409	Bevul.3G026300.1.p	FUN_045082-T1, FUN_045081-T1, FUN_045081-T2, FUN_045081-T3
OG0013410	Bevul.3G169700.1.p	FUN_005733-T1
OG0013411	Bevul.4G075300.1.p, Bevul.4G074800.1.p	FUN_021008-T1, FUN_045575-T1, FUN_052029-T1, FUN_008413-T1, FUN_001109-T1, FUN_001109-T2
OG0013413	Bevul.4G136700.1.p	FUN_002580-T1
OG0013414	Bevul.3G058900.1.p	FUN_014897-T1
OG0013415	Bevul.6G246800.1.p, Bevul.6G247000.1.p	FUN_032387-T1
OG0013416	Bevul.6G103800.1.p	FUN_004240-T1, FUN_007838-T1
OG0013417	Bevul.5G186100.1.p	FUN_011101-T1, FUN_011102-T1, FUN_011100-T1, FUN_011097-T1, FUN_011099-T1, FUN_011098-T1, FUN_011103-T1, FUN_011105-T1, FUN_011107-T1, FUN_011106-T1
OG0013418	Bevul.6G146300.1.p	FUN_036246-T1
OG0013419	Bevul.6G122100.1.p, Bevul.6G122000.1.p, Bevul.6G122500.1.p, Bevul.6G122300.1.p, Bevul.6G122200.1.p, Bevul.9G220800.1.p	FUN_005610-T1, FUN_005604-T1, FUN_005603-T1
OG0013420	Bevul.9G127900.1.p	FUN_045801-T1
OG0013421	Bevul.9G121700.1.p, Bevul.9G121700.2.p	FUN_011972-T1
OG0013422	Bevul.9G178600.1.p	FUN_009887-T1
OG0013423	Bevul.9G151900.1.p	FUN_051789-T1
OG0013442	Bevul.9G062700.1.p	FUN_015811-T1
OG0013446	Bevul.6G243300.1.p	FUN_023069-T1
OG0013450	Bevul.3G004700.1.p	FUN_028730-T1
OG0013455	Bevul.5G230100.1.p	FUN_010643-T1
OG0013456	Bevul.7G105300.1.p	FUN_043077-T1, FUN_014007-T1
OG0013458	Bevul.3G036200.1.p	FUN_008833-T1
OG0013465	Bevul.5G104100.1.p, Bevul.9G079100.1.p	FUN_011846-T1, FUN_025371-T1, FUN_004313-T1, FUN_035020-T1, FUN_011844-T1, FUN_008521-T1, FUN_029323-T1, FUN_000553-T1, FUN_010158-T1, FUN_006489-T1
OG0013466	Bevul.9G197900.1.p, Bevul.9G219900.1.p, Bevul.9G198900.1.p	FUN_002318-T1, FUN_044194-T1, FUN_043409-T1, FUN_001799-T1, FUN_005164-T1, FUN_034196-T1, FUN_014013-T1, FUN_018169-T1, FUN_002319-T1
OG0013468	Bevul.2G138900.1.p, Bevul.4G072500.1.p, Bevul.1G044600.1.p, Bevul.8G138800.1.p, Bevul.4G084500.1.p, Bevul.9G023200.1.p, Bevul.1G011100.1.p, Bevul.2G159600.1.p, Bevul.6G097100.1.p, Bevul.7G072500.1.p, Bevul.2G115100.1.p	FUN_053140-T1
OG0013472	Bevul.5G003400.1.p	FUN_040150-T1
OG0013474	Bevul.4G074400.1.p	FUN_017492-T1
OG0013552	Bevul.3G172200.1.p	FUN_033075-T1
OG0013558	Bevul.4G233900.1.p, Bevul.5G157000.1.p, Bevul.4G234000.1.p	FUN_018761-T1, FUN_012160-T1
OG0013560	Bevul.2G116900.1.p	FUN_048498-T1
OG0013561	Bevul.4G153600.1.p	FUN_051402-T2, FUN_051402-T4, FUN_051402-T5, FUN_051402-T1, FUN_051402-T3
OG0013562	Bevul.2G043800.1.p	FUN_030791-T1
OG0013563	Bevul.5G260300.1.p	FUN_051176-T1
OG0013564	Bevul.9G097500.1.p	FUN_001895-T1, FUN_015610-T1
OG0013565	Bevul.2G182400.1.p	FUN_029266-T1
OG0013567	Bevul.5G095100.1.p	FUN_041649-T1
OG0013569	Bevul.6G076500.1.p	FUN_004192-T1
OG0013569	Bevul.6G076600.1.p	FUN_012939-T1
