Orthogroup	B_vulgaris.proteins	V_vinifera.proteins
OG0008056	Bevul.4G156100.1.p	VIT_214s0128g00750.1, VIT_219s0015g02220.1, VIT_215s0045g00670.1
OG0008057	Bevul.7G061300.1.p	VIT_208s0040g02300.1
OG0008058	Bevul.1G010400.1.p	VIT_218s0001g08700.3, VIT_218s0001g08700.2, VIT_218s0001g08700.4, VIT_218s0001g08700.1
OG0008059	Bevul.4G244200.1.p	VIT_206s0004g01160.1
OG0008061	Bevul.3G057900.1.p	VIT_205s0077g01050.1
OG0008062	Bevul.5G232700.1.p	VIT_207s0151g00810.1
OG0008063	Bevul.8G159600.1.p	VIT_211s0037g00030.1, VIT_211s0037g00030.2, VIT_211s0037g00030.4, VIT_211s0037g00030.3
OG0008064	Bevul.4G178400.1.p	VIT_204s0044g01680.1
OG0008066	Bevul.1G065200.1.p	VIT_218s0041g02150.1
OG0008067	Bevul.6G157100.1.p	VIT_212s0035g01810.4, VIT_212s0035g01810.3, VIT_212s0035g01810.2, VIT_212s0035g01810.1
OG0008068	Bevul.3G227900.1.p	VIT_218s0001g11160.1
OG0008069	Bevul.6G003900.1.p	VIT_207s0031g00340.2, VIT_207s0031g00340.1
OG0008071	Bevul.3G026800.1.p	VIT_218s0001g12130.1
OG0008072	Bevul.6G225300.1.p	VIT_200s0211g00060.1
OG0008074	Bevul.4G094200.1.p	VIT_219s0027g00340.1
OG0008075	Bevul.1G107500.1.p	VIT_218s0001g06590.1, VIT_218s0001g06590.2, VIT_218s0001g06590.3
OG0008076	Bevul.9G072400.1.p	VIT_212s0134g00560.2, VIT_212s0134g00560.3, VIT_212s0134g00560.1
OG0008077	Bevul.9G174000.2.p, Bevul.9G174000.1.p	VIT_203s0063g00280.1, VIT_203s0063g00280.2, VIT_203s0063g00280.4, VIT_203s0063g00280.3
OG0008078	Bevul.9G145100.1.p	VIT_212s0055g01100.2, VIT_212s0055g01100.1
OG0008079	Bevul.1G100600.1.p	VIT_218s0001g05640.1
OG0008080	Bevul.9G187600.1.p	VIT_207s0130g00510.1, VIT_206s0004g08500.1
OG0008081	Bevul.6G092400.1.p	VIT_200s0207g00135.1
OG0008082	Bevul.9G046600.1.p, Bevul.6G158400.1.p, Bevul.6G158500.1.p	VIT_212s0035g00640.1, VIT_212s0035g00640.2
OG0008083	Bevul.1G112300.1.p	VIT_218s0001g07300.2, VIT_218s0001g07300.3, VIT_218s0001g07300.1
OG0008084	Bevul.6G020800.1.p	VIT_204s0023g01980.1, VIT_204s0043g00820.1
OG0008087	Bevul.1G004600.1.p	VIT_203s0091g00650.1, VIT_218s0001g09270.1
OG0008088	Bevul.1G011700.1.p	VIT_218s0001g08540.1, VIT_218s0001g08540.2
OG0008089	Bevul.6G016900.1.p	VIT_207s0151g00470.1
OG0008090	Bevul.6G018800.1.p	VIT_204s0023g01730.2, VIT_204s0023g01730.1, VIT_204s0023g01730.4, VIT_204s0023g01730.3
OG0008091	Bevul.6G096300.1.p	VIT_207s0191g00110.2, VIT_207s0191g00110.1, VIT_207s0191g00100.1
OG0008092	Bevul.6G096800.1.p	VIT_207s0191g00160.1, VIT_207s0191g00140.1
OG0008094	Bevul.9G207800.3.p, Bevul.9G207800.4.p, Bevul.9G207800.2.p, Bevul.9G207800.1.p	VIT_212s0034g02550.1
OG0008095	Bevul.1G114500.1.p	VIT_218s0001g03080.2, VIT_218s0001g03080.1
OG0008096	Bevul.9G097200.1.p	VIT_212s0034g01240.1
OG0008097	Bevul.1G008500.1.p	VIT_200s1311g00010.1
OG0008098	Bevul.1G051900.1.p	VIT_218s0001g11260.1
OG0008100	Bevul.8G107000.1.p	VIT_209s0018g01270.1, VIT_209s0018g01270.2, VIT_209s0018g01270.3
OG0008101	Bevul.6G087800.1.p	VIT_203s0063g02120.1, VIT_204s0023g01320.1
OG0008103	Bevul.6G073400.1.p	VIT_207s0031g01250.1
OG0008104	Bevul.6G127500.1.p, Bevul.2G233300.6.p, Bevul.2G233300.1.p, Bevul.2G233300.5.p, Bevul.2G233300.3.p, Bevul.2G233300.2.p, Bevul.2G233300.4.p	VIT_216s0098g00550.1, VIT_216s0098g00550.2
OG0008105	Bevul.1G058600.1.p	VIT_218s0001g10580.1
OG0008106	Bevul.6G105600.1.p	VIT_203s0038g04170.1
OG0008108	Bevul.9G005300.1.p	VIT_218s0001g06050.1
OG0008109	Bevul.1G045800.1.p	VIT_218s0122g00890.1
OG0008110	Bevul.8G114800.1.p	VIT_203s0091g00440.1
OG0008111	Bevul.1G203900.1.p	VIT_215s0045g00500.1
OG0008112	Bevul.1G000800.1.p	VIT_218s0001g10480.1, VIT_218s0001g10480.2, VIT_203s0038g00660.1, VIT_203s0038g00660.2
OG0008114	Bevul.9G019200.1.p, Bevul.3G199100.1.p	VIT_207s0130g00480.1, VIT_207s0130g00480.4, VIT_207s0130g00480.3, VIT_207s0130g00480.2
OG0008115	Bevul.4G184400.1.p	VIT_205s0029g00100.1, VIT_207s0031g02480.1
OG0008116	Bevul.6G225400.1.p	VIT_218s0001g05890.1, VIT_218s0001g05850.1
OG0008117	Bevul.4G044500.1.p	VIT_219s0014g05210.2, VIT_219s0014g05210.1, VIT_219s0014g05210.3
OG0008118	Bevul.9G210500.1.p	VIT_203s0038g00420.1
OG0008119	Bevul.1G100700.1.p, Bevul.5G110400.1.p	VIT_214s0066g01740.1
OG0008120	Bevul.6G221600.1.p	VIT_200s1235g00010.2, VIT_200s1235g00010.1
OG0008121	Bevul.6G085500.1.p	VIT_218s0001g12340.1, VIT_204s0023g01520.1
OG0008122	Bevul.9G142100.1.p	VIT_203s0038g01780.1
OG0008123	Bevul.7G115900.1.p	VIT_212s0028g01400.2, VIT_212s0028g01400.4, VIT_212s0028g01400.3, VIT_212s0028g01400.1
OG0008124	Bevul.9G148900.2.p, Bevul.9G148900.1.p, Bevul.9G148900.4.p, Bevul.9G148900.3.p	VIT_202s0033g00190.2, VIT_202s0033g00190.3, VIT_202s0033g00190.1
OG0008125	Bevul.6G010500.1.p	VIT_207s0129g00480.1, VIT_207s0129g00500.1
OG0008127	Bevul.1G050900.1.p	VIT_218s0001g12230.2, VIT_218s0001g12230.1, VIT_218s0001g12230.3, VIT_218s0001g12230.4, VIT_218s0001g12230.5
OG0008128	Bevul.2G187300.1.p	VIT_218s0001g00440.1
OG0008129	Bevul.1G056500.1.p	VIT_218s0001g11370.1, VIT_218s0001g11370.2, VIT_218s0001g11370.3
OG0008130	Bevul.6G019200.1.p	VIT_204s0023g01770.2, VIT_204s0023g01770.1
OG0008131	Bevul.6G089200.1.p	VIT_204s0023g01220.1
OG0008131	Bevul.9G174400.1.p	VIT_203s0063g02100.1
OG0008132	Bevul.8G178900.1.p	VIT_211s0016g05080.1, VIT_211s0016g05080.4, VIT_211s0016g05080.3, VIT_211s0016g05080.2, VIT_211s0016g05080.5
OG0008133	Bevul.9G121900.1.p, Bevul.9G121900.3.p, Bevul.9G121900.2.p	VIT_203s0038g03670.2, VIT_203s0038g03670.1
OG0008134	Bevul.1G114200.1.p	VIT_218s0001g02970.1
OG0008135	Bevul.5G178000.1.p	VIT_217s0000g07300.1
OG0008136	Bevul.1G015200.1.p	VIT_218s0001g08150.1, VIT_218s0001g08150.2, VIT_218s0001g08150.3, VIT_218s0001g08150.4
OG0008137	Bevul.1G205600.1.p	VIT_218s0001g02880.1, VIT_218s0001g02920.1, VIT_218s0001g02840.1
OG0008138	Bevul.1G017700.1.p	VIT_218s0001g13960.1, VIT_203s0038g00930.1, VIT_203s0038g00940.1
OG0008139	Bevul.6G066900.1.p	VIT_200s0391g00030.1
OG0008140	Bevul.7G151000.1.p	VIT_209s0054g00780.1, VIT_209s0054g00780.3, VIT_209s0054g00780.6, VIT_209s0054g00780.5, VIT_209s0054g00780.4, VIT_209s0054g00780.2
OG0008141	Bevul.6G018300.1.p	VIT_204s0023g01650.1
OG0008142	Bevul.1G115900.1.p	VIT_207s0031g02650.1
OG0008144	Bevul.1G012400.1.p	VIT_218s0001g08380.1
OG0008145	Bevul.9G062800.1.p, Bevul.6G247700.1.p	VIT_212s0034g02160.2, VIT_212s0034g02160.3, VIT_212s0034g02160.1
OG0008146	Bevul.9G184000.1.p	VIT_203s0063g00360.2, VIT_203s0063g00360.3, VIT_203s0063g00360.4, VIT_203s0063g00360.1
OG0008147	Bevul.4G117600.1.p	VIT_213s0019g04050.1
OG0008148	Bevul.4G160300.1.p	VIT_217s0000g01740.2, VIT_217s0000g01740.1
OG0008149	Bevul.4G061800.1.p	VIT_219s0014g02750.1
OG0008154	Bevul.8G088800.1.p	VIT_210s0003g03280.2, VIT_210s0003g03280.1
OG0008155	Bevul.9G099900.1.p	VIT_212s0142g00610.2, VIT_212s0142g00610.1
OG0008156	Bevul.8G060800.1.p	VIT_210s0003g01720.1, VIT_210s0003g01720.4, VIT_210s0003g01720.3, VIT_210s0003g01720.2
OG0008157	Bevul.8G031400.1.p	VIT_200s0652g00010.1
OG0008158	Bevul.4G019100.1.p	VIT_219s0090g01260.3, VIT_219s0090g01260.2, VIT_219s0090g01260.1
OG0008159	Bevul.8G013500.1.p	VIT_210s0003g01110.2, VIT_210s0003g01110.3, VIT_210s0003g01110.1
OG0008160	Bevul.1G051200.1.p	VIT_210s0003g04110.1, VIT_210s0003g04110.2, VIT_210s0003g04110.3, VIT_210s0003g04110.4, VIT_210s0003g04110.5
OG0008161	Bevul.9G088500.1.p	VIT_212s0028g02340.1
OG0008162	Bevul.4G013300.1.p, Bevul.4G013200.1.p	VIT_219s0090g01540.1
OG0008163	Bevul.4G074300.1.p	VIT_219s0014g01660.3, VIT_219s0014g01660.1, VIT_219s0014g01660.2
OG0008164	Bevul.9G034600.1.p, Bevul.9G034600.3.p, Bevul.9G034600.2.p	VIT_212s0057g00990.1
OG0008165	Bevul.7G128000.1.p	VIT_207s0104g00690.1
OG0008166	Bevul.8G023700.1.p	VIT_210s0003g00040.1
OG0008167	Bevul.5G230500.1.p	VIT_205s0094g01450.4, VIT_205s0094g01450.3, VIT_205s0094g01450.2, VIT_205s0094g01450.1
OG0008168	Bevul.3G119900.1.p	VIT_205s0094g01510.2, VIT_205s0094g01510.1
OG0008170	Bevul.1G141400.1.p	VIT_218s0001g14880.1
OG0008171	Bevul.8G010800.1.p	VIT_200s0181g00020.1
OG0008172	Bevul.4G079000.1.p	VIT_219s0014g01105.1
OG0008173	Bevul.8G010100.1.p	VIT_200s0203g00060.3, VIT_200s0203g00060.5, VIT_200s0203g00060.4, VIT_200s0203g00060.2, VIT_200s0203g00060.1
OG0008174	Bevul.4G041100.1.p	VIT_219s0177g00260.2, VIT_219s0177g00260.1
OG0008175	Bevul.8G037000.1.p	VIT_200s0259g00170.1
OG0008176	Bevul.1G077900.1.p	VIT_218s0166g00190.1, VIT_204s0044g00870.1
OG0008177	Bevul.7G048500.1.p	VIT_203s0017g02090.1, VIT_205s0062g00060.1
OG0008178	Bevul.9G154300.1.p	VIT_201s0127g00810.1, VIT_216s0050g00660.1
OG0008179	Bevul.8G035100.1.p	VIT_200s0194g00090.3, VIT_200s0194g00090.1, VIT_200s0194g00090.2
OG0008180	Bevul.4G018200.1.p	VIT_219s0090g01290.2
OG0008181	Bevul.7G060000.1.p, Bevul.7G059900.1.p, Bevul.6G148900.1.p	VIT_208s0040g02200.2, VIT_208s0040g02200.1
OG0008182	Bevul.3G078000.1.p	VIT_216s0100g00690.1, VIT_216s0100g00690.2
OG0008183	Bevul.4G148700.1.p	VIT_214s0030g00470.2, VIT_214s0030g00470.1, VIT_214s0030g00470.5, VIT_214s0030g00470.4, VIT_214s0030g00470.3
OG0008184	Bevul.1G192400.1.p	VIT_215s0046g00360.1
OG0008185	Bevul.3G126600.1.p	VIT_214s0060g00420.1, VIT_205s0020g00760.1
OG0008187	Bevul.1G121700.1.p	VIT_206s0004g03360.1
OG0008188	Bevul.8G129700.1.p	VIT_211s0016g02120.1, VIT_204s0008g01200.1
OG0008189	Bevul.9G206900.1.p	VIT_209s0002g04320.1
OG0008190	Bevul.8G121700.1.p	VIT_211s0052g00590.1
OG0008191	Bevul.8G163500.1.p	VIT_211s0118g00710.3, VIT_211s0118g00710.2, VIT_211s0118g00710.1
OG0008192	Bevul.7G232300.1.p	VIT_209s0002g02390.2, VIT_209s0002g02390.1
OG0008193	Bevul.1G194800.1.p	VIT_215s0046g00130.1
OG0008194	Bevul.8G195700.1.p	VIT_211s0016g03700.2, VIT_211s0016g03700.4, VIT_211s0016g03700.3, VIT_211s0016g03700.6, VIT_211s0016g03700.5, VIT_211s0016g03700.1
OG0008195	Bevul.8G192000.1.p	VIT_211s0016g04000.1
OG0008196	Bevul.4G163600.1.p	VIT_214s0060g01230.1
OG0008197	Bevul.2G132300.1.p	VIT_202s0025g03520.2, VIT_202s0025g03520.4, VIT_202s0025g03520.1, VIT_202s0025g03520.3
OG0008199	Bevul.2G011300.2.p, Bevul.2G011300.1.p	VIT_204s0008g06680.1, VIT_204s0008g06680.3, VIT_204s0008g06680.2
OG0008200	Bevul.7G078200.1.p	VIT_201s0011g01540.1
OG0008201	Bevul.1G122300.1.p	VIT_215s0048g01040.2, VIT_215s0048g01040.1
OG0008202	Bevul.8G213900.1.p	VIT_211s0052g01700.1, VIT_211s0052g01700.2, VIT_211s0052g01700.3
OG0008203	Bevul.1G176300.1.p	VIT_215s0046g02830.1, VIT_215s0021g00850.1
OG0008204	Bevul.1G182900.1.p	VIT_215s0046g02210.1
OG0008205	Bevul.2G152900.1.p	VIT_204s0008g00530.1
OG0008206	Bevul.9G206200.1.p, Bevul.9G206200.2.p	VIT_209s0002g04250.1
OG0008207	Bevul.6G168500.1.p, Bevul.2G127300.2.p, Bevul.2G127300.1.p	VIT_204s0008g02840.1, VIT_204s0008g02840.2
OG0008208	Bevul.7G182500.1.p	VIT_207s0005g04750.2, VIT_207s0005g04750.1
OG0008209	Bevul.4G071600.1.p	VIT_211s0052g00540.1
OG0008210	Bevul.4G249500.1.p	VIT_206s0004g00560.1
OG0008211	Bevul.8G214600.1.p	VIT_211s0052g01830.1, VIT_211s0052g01830.2
OG0008212	Bevul.2G001600.1.p, Bevul.2G001600.5.p, Bevul.2G001600.4.p, Bevul.2G001600.3.p, Bevul.2G001600.2.p	VIT_204s0008g02080.2, VIT_204s0008g02080.1
OG0008213	Bevul.8G196500.1.p	VIT_211s0016g03670.1
OG0008215	Bevul.4G038400.1.p	VIT_200s1227g00010.1, VIT_200s0555g00050.1
OG0008216	Bevul.3G068100.1.p	VIT_216s0050g00580.3, VIT_216s0050g00580.2, VIT_216s0050g00580.1
OG0008217	Bevul.4G207600.1.p	VIT_211s0037g00110.2, VIT_211s0037g00110.1
OG0008218	Bevul.8G134000.1.p	VIT_211s0016g01700.1
OG0008219	Bevul.8G203100.1.p	VIT_211s0016g03000.2, VIT_211s0016g03000.4, VIT_211s0016g03000.3, VIT_211s0016g03000.5, VIT_211s0016g03000.1
OG0008220	Bevul.9G033300.2.p, Bevul.9G033300.1.p	VIT_210s0003g03310.1, VIT_210s0003g03310.2, VIT_210s0003g03310.3
OG0008221	Bevul.1G190800.1.p	VIT_215s0046g00940.1
OG0008222	Bevul.5G100000.1.p	VIT_208s0056g01690.3
OG0008223	Bevul.8G209900.1.p	VIT_211s0052g00610.1, VIT_211s0052g00610.2, VIT_211s0052g00610.3
OG0008224	Bevul.3G074800.1.p	VIT_216s0100g00340.1, VIT_202s0025g04520.3, VIT_202s0025g04520.2, VIT_202s0025g04520.1, VIT_202s0025g04520.4
OG0008225	Bevul.5G230400.1.p	VIT_200s0174g00160.2, VIT_200s0174g00160.1, VIT_200s0174g00160.3, VIT_200s1877g00010.1
OG0008226	Bevul.1G182000.1.p	VIT_215s0046g02050.2, VIT_215s0046g02050.1
OG0008227	Bevul.1G165400.1.p	VIT_204s0008g03050.1
OG0008229	Bevul.2G129500.1.p	VIT_211s0052g00030.1
OG0008230	Bevul.5G044200.1.p	VIT_202s0241g00090.2, VIT_202s0241g00090.3, VIT_202s0241g00090.1
OG0008231	Bevul.3G034900.1.p	VIT_202s0025g02110.1, VIT_216s0098g01640.2, VIT_216s0098g01640.1, VIT_212s0055g00380.1
OG0008232	Bevul.7G149500.1.p	VIT_209s0054g01590.2, VIT_209s0054g01590.3, VIT_209s0054g01590.1
OG0008233	Bevul.2G172100.1.p	VIT_204s0008g06040.1
OG0008234	Bevul.8G158200.1.p	VIT_211s0037g01400.1
OG0008235	Bevul.5G058600.1.p	VIT_202s0025g02190.1
OG0008236	Bevul.8G186500.1.p	VIT_211s0016g04570.1
OG0008237	Bevul.9G134300.1.p	VIT_203s0038g02560.1
OG0008238	Bevul.7G109300.1.p	VIT_211s0016g01720.1
OG0008239	Bevul.7G165700.1.p	VIT_209s0002g00760.4, VIT_209s0002g00760.3, VIT_209s0002g00760.2, VIT_209s0002g00760.1, VIT_209s0002g00760.5
OG0008240	Bevul.4G227900.1.p	VIT_202s0025g00390.1, VIT_202s0025g00390.2, VIT_202s0025g00390.3
OG0008241	Bevul.9G197200.1.p	VIT_209s0002g06030.3, VIT_209s0002g06030.2, VIT_209s0002g06030.1
OG0008242	Bevul.2G014700.1.p	VIT_204s0008g04550.1
OG0008243	Bevul.9G192200.1.p, Bevul.9G192100.1.p	VIT_209s0002g06970.1
OG0008244	Bevul.3G068500.1.p	VIT_216s0050g00480.1
OG0008245	Bevul.6G141000.1.p	VIT_216s0039g01590.1, VIT_216s0039g01590.2
OG0008247	Bevul.5G036200.1.p	VIT_202s0025g04480.1
OG0008248	Bevul.6G140400.1.p	VIT_201s0011g04740.1, VIT_201s0011g04720.1
OG0008249	Bevul.9G227300.1.p	VIT_209s0070g00080.4, VIT_209s0070g00080.3, VIT_209s0070g00080.1, VIT_209s0070g00080.2
OG0008250	Bevul.8G141700.1.p	VIT_209s0002g00980.1, VIT_209s0002g00980.3
OG0008251	Bevul.1G141500.1.p	VIT_215s0021g01910.1, VIT_215s0021g01910.3, VIT_215s0021g01910.2
OG0008252	Bevul.8G142200.1.p	VIT_211s0016g00800.1
OG0008253	Bevul.7G168400.1.p	VIT_211s0016g00900.3, VIT_211s0016g00900.1, VIT_211s0016g00900.4, VIT_211s0016g00900.2
OG0008254	Bevul.8G203500.1.p	VIT_218s0164g00180.1, VIT_211s0016g02960.2, VIT_211s0016g02960.1
OG0008255	Bevul.9G192500.1.p, Bevul.9G192600.1.p	VIT_209s0002g06920.1
OG0008256	Bevul.5G048900.1.p	VIT_202s0087g00840.1
OG0008257	Bevul.8G126400.1.p	VIT_211s0016g02340.1
OG0008258	Bevul.9G192000.2.p, Bevul.9G192000.1.p	VIT_209s0002g06980.1, VIT_209s0002g06980.4, VIT_209s0002g06980.3, VIT_209s0002g06980.2
OG0008259	Bevul.8G011600.1.p	VIT_200s0181g00140.1, VIT_200s0181g00130.1
OG0008260	Bevul.8G207000.1.p	VIT_211s0103g00580.1
OG0008261	Bevul.8G175000.1.p	VIT_211s0016g05470.1
OG0008262	Bevul.8G127300.1.p	VIT_211s0016g02290.1, VIT_211s0016g02290.2
OG0008263	Bevul.2G165400.1.p	VIT_204s0008g03880.1
OG0008264	Bevul.1G213300.1.p, Bevul.1G213200.1.p	VIT_218s0086g00220.1, VIT_218s0086g00220.2
OG0008266	Bevul.5G122700.1.p	VIT_208s0032g00080.4, VIT_208s0032g00080.3, VIT_208s0032g00080.6, VIT_208s0032g00080.5, VIT_208s0032g00080.1, VIT_208s0032g00080.2
OG0008267	Bevul.4G063200.1.p	VIT_219s0014g02610.1, VIT_219s0014g02610.2
OG0008268	Bevul.2G050400.2.p, Bevul.2G050400.1.p	VIT_213s0019g01830.1
OG0008269	Bevul.9G075300.1.p, Bevul.4G073900.1.p	VIT_212s0028g03780.1
OG0008270	Bevul.4G159100.1.p	VIT_209s0002g06330.1, VIT_209s0002g06330.2
OG0008271	Bevul.2G084500.2.p, Bevul.2G084500.3.p, Bevul.2G084500.4.p, Bevul.2G084500.1.p	VIT_219s0085g00490.1
OG0008272	Bevul.8G057700.1.p	VIT_210s0116g00840.1
OG0008274	Bevul.5G053400.1.p	VIT_208s0217g00090.2, VIT_208s0217g00090.1
OG0008275	Bevul.3G191000.1.p	VIT_208s0007g08130.1, VIT_208s0007g08130.2
OG0008276	Bevul.9G106600.1.p	VIT_206s0061g01380.1
OG0008277	Bevul.4G055700.1.p	VIT_219s0014g03280.1
OG0008278	Bevul.9G066600.1.p, Bevul.9G066600.2.p	VIT_212s0059g02450.2, VIT_212s0059g02450.4, VIT_212s0059g02450.1, VIT_212s0059g02450.3, VIT_212s0059g02450.5
OG0008279	Bevul.5G018300.1.p	VIT_202s0025g01350.1, VIT_202s0025g01350.2
OG0008280	Bevul.4G241900.1.p	VIT_206s0004g01540.1, VIT_206s0004g01540.2, VIT_206s0004g01540.3, VIT_206s0004g01540.4
OG0008281	Bevul.8G192800.1.p	VIT_219s0085g00030.1
OG0008282	Bevul.7G003200.2.p, Bevul.7G003200.1.p, Bevul.7G003200.3.p, Bevul.7G003200.4.p	VIT_206s0080g01150.1
OG0008283	Bevul.3G182000.1.p	VIT_208s0007g06550.1, VIT_208s0007g06550.4, VIT_208s0007g06550.3, VIT_208s0007g06550.2
OG0008284	Bevul.5G095700.1.p	VIT_202s0012g02070.1
OG0008286	Bevul.5G011400.1.p	VIT_213s0106g00790.1
OG0008287	Bevul.4G129100.1.p	VIT_200s0125g00200.1
OG0008288	Bevul.9G078600.1.p	VIT_212s0028g03300.1
OG0008289	Bevul.7G031000.1.p	VIT_208s0007g03640.1, VIT_208s0007g03640.4, VIT_208s0007g03640.3, VIT_208s0007g03640.2
OG0008290	Bevul.3G038200.1.p	VIT_201s0011g01560.1, VIT_210s0042g00820.1
OG0008291	Bevul.9G083400.1.p	VIT_210s0003g00850.1
OG0008292	Bevul.5G116700.1.p	VIT_208s0032g00530.2, VIT_208s0032g00530.1
OG0008293	Bevul.7G071500.2.p, Bevul.7G071500.1.p	VIT_201s0010g00360.1, VIT_201s0010g03830.1
OG0008294	Bevul.7G100300.1.p	VIT_207s0005g00640.1
OG0008295	Bevul.4G002700.1.p	VIT_219s0015g01120.1
OG0008296	Bevul.7G069100.1.p	VIT_208s0040g02810.1
OG0008297	Bevul.4G109300.1.p	VIT_217s0000g04620.1
OG0008298	Bevul.3G072400.1.p	VIT_212s0059g00570.1
OG0008301	Bevul.7G183700.1.p	VIT_206s0009g01060.2, VIT_206s0009g01060.1
OG0008302	Bevul.2G088000.1.p	VIT_219s0085g00010.1
OG0008304	Bevul.4G135500.1.p	VIT_214s0030g01930.1
OG0008306	Bevul.9G082400.2.p, Bevul.9G082400.1.p	VIT_212s0028g02660.1, VIT_212s0028g02660.2
OG0008307	Bevul.7G093800.1.p	VIT_206s0004g08220.1
OG0008308	Bevul.2G128800.1.p, Bevul.4G104500.1.p	VIT_213s0147g00220.1, VIT_213s0147g00220.5, VIT_213s0147g00220.2, VIT_213s0147g00220.3, VIT_213s0147g00220.4
OG0008309	Bevul.8G093300.1.p	VIT_210s0003g04050.2, VIT_210s0003g04050.3, VIT_210s0003g04050.1
OG0008310	Bevul.4G104100.1.p, Bevul.2G128900.1.p, Bevul.4G104300.1.p	VIT_214s0030g01680.1
OG0008311	Bevul.4G081400.1.p	VIT_219s0014g00850.1
OG0008312	Bevul.6G025900.1.p	VIT_206s0004g04630.2, VIT_206s0004g04630.1
OG0008313	Bevul.3G217300.1.p	VIT_204s0023g03160.1
OG0008314	Bevul.8G082000.1.p	VIT_210s0003g02880.1, VIT_210s0003g02880.3, VIT_210s0003g02880.2
OG0008316	Bevul.8G171300.1.p	VIT_210s0003g02620.1
OG0008317	Bevul.9G014800.2.p, Bevul.9G014800.1.p, Bevul.9G014800.3.p	VIT_202s0012g02780.1, VIT_202s0012g02780.2
OG0008318	Bevul.6G193100.1.p	VIT_213s0106g00610.2, VIT_213s0106g00610.1, VIT_213s0106g00610.3
OG0008319	Bevul.9G105800.1.p	VIT_206s0061g01300.1
OG0008320	Bevul.2G016600.1.p, Bevul.2G016600.2.p	VIT_204s0008g04290.1
OG0008321	Bevul.7G026900.2.p, Bevul.7G026900.5.p, Bevul.7G026900.4.p, Bevul.7G026900.1.p, Bevul.7G026900.3.p	VIT_208s0007g03250.1, VIT_208s0007g03250.2
OG0008322	Bevul.8G059600.1.p	VIT_210s0116g00550.1
OG0008323	Bevul.7G191100.1.p	VIT_206s0004g06550.1, VIT_206s0004g06550.2
OG0008324	Bevul.9G054500.1.p	VIT_206s0004g03260.1
OG0008325	Bevul.4G241100.1.p	VIT_206s0004g01720.2, VIT_206s0004g01720.1
OG0008326	Bevul.8G022400.1.p	VIT_210s0003g00130.1
OG0008327	Bevul.9G100300.1.p, Bevul.9G100300.2.p	VIT_213s0019g04450.2, VIT_213s0019g04450.1
OG0008328	Bevul.8G098700.1.p	VIT_210s0003g04960.1, VIT_210s0003g04960.2
OG0008329	Bevul.3G180400.1.p	VIT_208s0007g06710.2, VIT_208s0007g06710.1
OG0008330	Bevul.8G000700.1.p	VIT_200s0301g00040.1, VIT_213s0073g00040.1
OG0008331	Bevul.5G179000.1.p	VIT_217s0000g07230.3, VIT_217s0000g07230.2, VIT_217s0000g07230.1
OG0008332	Bevul.2G234300.1.p	VIT_213s0019g03180.2, VIT_213s0019g03180.1
OG0008333	Bevul.3G193200.1.p	VIT_208s0007g08290.1, VIT_208s0007g08290.2
OG0008334	Bevul.2G105500.1.p, Bevul.2G105500.3.p	VIT_213s0019g00020.1
OG0008335	Bevul.5G110200.1.p	VIT_208s0032g01230.1
OG0008336	Bevul.2G187400.1.p	VIT_206s0004g07550.1, VIT_213s0067g02181.1
OG0008337	Bevul.8G071900.1.p	VIT_210s0116g00390.1
OG0008338	Bevul.4G222700.1.p	VIT_206s0009g03210.3, VIT_206s0009g03210.2, VIT_206s0009g03210.1
OG0008339	Bevul.5G049500.1.p	VIT_208s0007g02220.1
OG0008340	Bevul.4G237800.1.p, Bevul.4G236600.1.p	VIT_206s0004g02080.1
OG0008341	Bevul.7G055800.1.p	VIT_208s0040g01680.1
OG0008342	Bevul.1G133800.1.p	VIT_208s0007g03980.1
OG0008343	Bevul.4G058300.1.p	VIT_219s0014g03080.1, VIT_219s0014g03080.2
OG0008344	Bevul.2G185800.1.p	VIT_209s0002g02050.1, VIT_202s0012g00960.1, VIT_215s0021g00140.1
OG0008345	Bevul.4G249400.1.p	VIT_213s0064g01510.3, VIT_213s0064g01510.1
OG0008346	Bevul.2G126200.1.p, Bevul.2G126200.2.p	VIT_201s0011g01230.5, VIT_201s0011g01230.1, VIT_201s0011g01230.4, VIT_201s0011g01230.2
OG0008347	Bevul.4G078300.1.p, Bevul.4G078100.1.p	VIT_219s0014g01180.1
OG0008348	Bevul.9G083300.1.p	VIT_212s0028g02540.2, VIT_212s0028g02540.1
OG0008350	Bevul.2G084100.1.p	VIT_219s0085g00500.1, VIT_219s0085g00500.2, VIT_219s0085g00500.3
OG0008351	Bevul.6G202100.1.p	VIT_201s0011g01160.1
OG0008352	Bevul.2G110800.1.p	VIT_213s0067g03440.1, VIT_213s0067g03440.2
OG0008353	Bevul.9G185900.1.p	VIT_201s0011g04890.4, VIT_201s0011g04890.3, VIT_201s0011g04890.1, VIT_201s0011g04890.2, VIT_201s0011g04890.5
OG0008354	Bevul.4G234900.1.p	VIT_206s0004g02280.1
OG0008355	Bevul.9G076300.1.p	VIT_212s0028g03620.1
OG0008356	Bevul.8G037200.1.p	VIT_200s0259g00150.1
OG0008357	Bevul.5G142200.1.p	VIT_208s0007g01880.1
OG0008358	Bevul.4G238300.1.p, Bevul.4G237300.1.p	VIT_206s0004g02040.2, VIT_206s0004g02040.4, VIT_206s0004g02040.3, VIT_206s0004g02040.1
