Orthogroup	B_vulgaris.proteins	A_vesiculosa.proteins
OG0010793	Bevul.8G034300.1.p	Av_00020688-RA
OG0010794	Bevul.8G065000.1.p	Av_00022084-RA, Av_00008736-RA
OG0010795	Bevul.8G045300.1.p	Av_00010616-RA
OG0010796	Bevul.8G015100.1.p	Av_00003727-RA
OG0010798	Bevul.8G046900.1.p	Av_00008969-RA
OG0010800	Bevul.9G016600.1.p	Av_00010121-RA
OG0010801	Bevul.4G068300.1.p	Av_00009550-RA
OG0010802	Bevul.9G091100.1.p	Av_00013111-RA, Av_00008549-RA
OG0010803	Bevul.5G193000.1.p	Av_00020240-RA, Av_00020422-RA, Av_00020012-RA
OG0010804	Bevul.7G233300.1.p	Av_00022487-RA, Av_00000873-RA
OG0010805	Bevul.4G026600.1.p	Av_00000161-RA
OG0010806	Bevul.6G112600.1.p	Av_00017085-RA
OG0010809	Bevul.9G038800.1.p	Av_00016910-RA
OG0010810	Bevul.8G035700.1.p	Av_00005999-RA
OG0010811	Bevul.8G160100.1.p	Av_00012163-RA
OG0010813	Bevul.2G019500.1.p	Av_00002664-RA, Av_00015065-RA, Av_00002666-RA
OG0010814	Bevul.7G128100.1.p	Av_00023324-RA, Av_00017789-RA
OG0010815	Bevul.8G038500.1.p	Av_00008976-RA
OG0010816	Bevul.5G003300.1.p	Av_00014533-RA
OG0010817	Bevul.5G018500.1.p	Av_00003395-RA
OG0010819	Bevul.2G128200.2.p, Bevul.2G128200.1.p	Av_00004403-RA
OG0010821	Bevul.8G186700.1.p	Av_00005869-RA
OG0010822	Bevul.1G182500.1.p	Av_00013934-RA, Av_00003238-RA
OG0010823	Bevul.8G184400.1.p	Av_00021630-RA
OG0010825	Bevul.8G210100.1.p	Av_00023590-RA, Av_00004482-RA
OG0010826	Bevul.7G049200.1.p	Av_00002998-RA
OG0010829	Bevul.3G067700.1.p	Av_00014780-RA
OG0010831	Bevul.2G148500.1.p	Av_00020135-RA, Av_00020006-RA
OG0010832	Bevul.4G022700.1.p	Av_00025026-RA
OG0010836	Bevul.3G049300.1.p	Av_00009424-RA
OG0010837	Bevul.3G087600.1.p	Av_00012891-RA
OG0010838	Bevul.2G010100.1.p	Av_00019071-RA, Av_00019530-RA
OG0010839	Bevul.1G138100.1.p	Av_00010981-RA
OG0010840	Bevul.4G180900.1.p, Bevul.4G180800.1.p	Av_00011780-RA, Av_00006942-RA
OG0010841	Bevul.8G162900.1.p	Av_00012158-RA
OG0010844	Bevul.2G002100.6.p	Av_00008311-RA
OG0010845	Bevul.9G196900.1.p, Bevul.9G196900.2.p	Av_00021144-RA
OG0010846	Bevul.8G181500.1.p	Av_00004036-RA
OG0010847	Bevul.2G166600.1.p	Av_00006236-RA
OG0010848	Bevul.1G126900.1.p	Av_00010907-RA
OG0010849	Bevul.3G077300.1.p	Av_00002077-RA
OG0010850	Bevul.2G133900.1.p	Av_00008647-RA
OG0010851	Bevul.8G179900.1.p	Av_00005863-RA, Av_00012136-RA
OG0010852	Bevul.1G127000.1.p	Av_00011453-RA
OG0010853	Bevul.8G203000.1.p	Av_00016031-RA
OG0010854	Bevul.5G040100.1.p	Av_00006084-RA
OG0010855	Bevul.8G094700.1.p	Av_00015876-RA
OG0010858	Bevul.3G091000.1.p, Bevul.3G069100.1.p	Av_00020129-RA
OG0010859	Bevul.8G181400.1.p	Av_00003787-RA
OG0010860	Bevul.5G180900.1.p	Av_00021391-RA, Av_00023773-RA
OG0010861	Bevul.8G194700.1.p	Av_00024752-RA
OG0010865	Bevul.2G006900.1.p	Av_00007103-RA, Av_00003596-RA
OG0010866	Bevul.5G019800.1.p	Av_00015683-RA
OG0010867	Bevul.8G159100.1.p	Av_00012317-RA
OG0010868	Bevul.3G078600.1.p, Bevul.3G074500.1.p	Av_00009442-RA
OG0010869	Bevul.1G138000.1.p	Av_00023217-RA
OG0010870	Bevul.8G187200.1.p	Av_00012126-RA, Av_00005873-RA
OG0010872	Bevul.8G145500.1.p	Av_00021107-RA, Av_00017136-RA
OG0010873	Bevul.8G182800.1.p	Av_00005865-RA, Av_00004037-RA
OG0010874	Bevul.6G072300.1.p	Av_00021686-RA
OG0010875	Bevul.1G167000.1.p	Av_00003221-RA
OG0010876	Bevul.8G185400.1.p	Av_00004892-RA
OG0010878	Bevul.2G006600.2.p, Bevul.2G006600.1.p	Av_00014934-RA, Av_00016308-RA, Av_00011697-RA
OG0010879	Bevul.8G191100.1.p	Av_00019308-RA
OG0010880	Bevul.5G105000.1.p	Av_00017075-RA
OG0010882	Bevul.7G150900.1.p	Av_00009525-RA
OG0010883	Bevul.8G139600.1.p	Av_00008765-RA
OG0010884	Bevul.3G083500.1.p	Av_00002063-RA, Av_00012900-RA
OG0010885	Bevul.5G097100.1.p	Av_00018679-RA
OG0010886	Bevul.6G050700.1.p	Av_00014206-RA
OG0010889	Bevul.8G148100.1.p	Av_00015842-RA
OG0010890	Bevul.5G079400.1.p	Av_00023330-RA
OG0010891	Bevul.8G120000.1.p	Av_00011054-RA
OG0010892	Bevul.3G026600.1.p	Av_00009951-RA, Av_00015050-RA
OG0010893	Bevul.3G045400.1.p	Av_00001645-RA
OG0010894	Bevul.8G211000.1.p	Av_00004485-RA, Av_00023588-RA
OG0010895	Bevul.2G162500.1.p, Bevul.2G127000.1.p	Av_00014327-RA
OG0010897	Bevul.3G031900.1.p	Av_00009473-RA
OG0010898	Bevul.9G191700.1.p	Av_00007960-RA
OG0010901	Bevul.8G179400.1.p	Av_00005861-RA, Av_00009044-RA
OG0010903	Bevul.7G032900.1.p	Av_00020952-RA, Av_00022513-RA
OG0010908	Bevul.9G214500.1.p	Av_00021505-RA
OG0010909	Bevul.2G006400.1.p	Av_00005150-RA
OG0010910	Bevul.8G140700.1.p	Av_00018192-RA, Av_00000994-RA
OG0010911	Bevul.2G019200.1.p	Av_00023913-RA
OG0010912	Bevul.2G162700.1.p	Av_00018240-RA
OG0010914	Bevul.8G142800.1.p	Av_00017129-RA
OG0010915	Bevul.4G239800.1.p	Av_00014913-RA
OG0010916	Bevul.5G001200.1.p	Av_00005445-RA
OG0010919	Bevul.3G053400.1.p	Av_00002095-RA, Av_00014782-RA
OG0010923	Bevul.3G090200.1.p	Av_00002052-RA, Av_00012887-RA
OG0010926	Bevul.1G121300.1.p	Av_00010901-RA, Av_00015231-RA
OG0010927	Bevul.8G120700.1.p	Av_00016858-RA
OG0010928	Bevul.2G129600.2.p, Bevul.2G129600.1.p, Bevul.2G129600.3.p	Av_00004405-RA
OG0010930	Bevul.5G121100.1.p	Av_00021153-RA
OG0010931	Bevul.7G046400.1.p, Bevul.7G046400.2.p	Av_00013487-RA
OG0010932	Bevul.9G138700.1.p	Av_00021152-RA, Av_00024093-RA
OG0010933	Bevul.7G042500.1.p	Av_00017747-RA
OG0010934	Bevul.4G093600.1.p	Av_00001716-RA, Av_00017696-RA
OG0010935	Bevul.7G179400.1.p	Av_00007328-RA
OG0010936	Bevul.3G212900.1.p	Av_00016094-RA
OG0010937	Bevul.8G092200.1.p	Av_00015446-RA
OG0010938	Bevul.2G251000.2.p, Bevul.2G251000.1.p	Av_00005676-RA, Av_00024386-RA
OG0010939	Bevul.3G178700.1.p	Av_00013198-RA, Av_00018808-RA
OG0010940	Bevul.3G178900.1.p	Av_00021843-RA
OG0010941	Bevul.7G217300.1.p	Av_00020756-RA
OG0010942	Bevul.1G081300.1.p	Av_00019743-RA
OG0010943	Bevul.9G033200.1.p	Av_00019813-RA, Av_00011716-RA, Av_00010166-RA
OG0010944	Bevul.4G082100.1.p	Av_00019466-RA
OG0010945	Bevul.4G219700.1.p	Av_00014417-RA
OG0010946	Bevul.2G242700.1.p	Av_00011983-RA
OG0010947	Bevul.4G053800.1.p	Av_00003106-RA
OG0010948	Bevul.9G018400.1.p	Av_00007502-RA, Av_00003637-RA
OG0010949	Bevul.4G246300.1.p	Av_00011882-RA
OG0010950	Bevul.1G118300.1.p	Av_00021659-RA
OG0010951	Bevul.8G067200.1.p	Av_00003674-RA
OG0010952	Bevul.4G035100.1.p	Av_00002483-RA
OG0010953	Bevul.4G111800.1.p	Av_00015146-RA
OG0010954	Bevul.7G008700.1.p	Av_00002965-RA, Av_00022966-RA
OG0010955	Bevul.7G072900.1.p	Av_00019405-RA
OG0010958	Bevul.7G109400.1.p	Av_00002499-RA
OG0010959	Bevul.7G004400.3.p, Bevul.7G004400.1.p, Bevul.7G004400.2.p	Av_00017995-RA
OG0010961	Bevul.7G060500.1.p	Av_00011738-RA
OG0010963	Bevul.7G198500.1.p	Av_00008287-RA
OG0010964	Bevul.5G136800.1.p	Av_00012456-RA
OG0010965	Bevul.8G091900.1.p	Av_00003380-RA
OG0010966	Bevul.2G025300.1.p	Av_00020479-RA
OG0010968	Bevul.4G034800.1.p	Av_00019725-RA
OG0010969	Bevul.8G147100.1.p	Av_00023071-RA
OG0010971	Bevul.2G245700.1.p	Av_00005022-RA, Av_00003854-RA
OG0010973	Bevul.4G029700.1.p	Av_00008417-RA, Av_00022578-RA, Av_00002489-RA
OG0010975	Bevul.4G108000.1.p	Av_00004357-RA
OG0010976	Bevul.2G237200.1.p	Av_00024218-RA
OG0010978	Bevul.6G177400.1.p	Av_00001226-RA
OG0010979	Bevul.6G143800.1.p	Av_00002831-RA
OG0010980	Bevul.4G111000.1.p	Av_00016213-RA
OG0010981	Bevul.5G115300.1.p	Av_00017549-RA
OG0010986	Bevul.5G052100.1.p	Av_00002820-RA
OG0010988	Bevul.2G193000.1.p	Av_00004949-RA, Av_00003958-RA
OG0010990	Bevul.7G023100.1.p	Av_00002943-RA
OG0010991	Bevul.4G011600.1.p	Av_00011555-RA
OG0010992	Bevul.5G139400.1.p	Av_00020552-RA
OG0010993	Bevul.4G209000.1.p	Av_00000854-RA
OG0010995	Bevul.2G089200.1.p	Av_00001114-RA, Av_00008230-RA
OG0010997	Bevul.9G068000.1.p, Bevul.9G068000.2.p	Av_00008543-RA, Av_00013114-RA
OG0010999	Bevul.4G196000.1.p	Av_00022994-RA
OG0011000	Bevul.4G217000.1.p	Av_00014751-RA
OG0011001	Bevul.4G084400.1.p	Av_00023902-RA
OG0011002	Bevul.3G114600.1.p	Av_00009957-RA
OG0011003	Bevul.3G233000.1.p	Av_00004934-RA, Av_00003975-RA
OG0011004	Bevul.2G245800.1.p	Av_00005023-RA
OG0011006	Bevul.4G067400.1.p	Av_00000209-RA
OG0011007	Bevul.3G077000.1.p	Av_00023859-RA, Av_00021257-RA
OG0011008	Bevul.7G197300.1.p	Av_00002237-RA
OG0011009	Bevul.1G113900.1.p	Av_00010933-RA
OG0011010	Bevul.2G088600.1.p	Av_00008290-RA
OG0011011	Bevul.9G050600.1.p	Av_00016928-RA
OG0011012	Bevul.2G245500.1.p	Av_00003855-RA
OG0011015	Bevul.8G022800.1.p	Av_00014104-RA, Av_00020667-RA
OG0011016	Bevul.2G183600.1.p, Bevul.2G183600.2.p	Av_00005673-RA
OG0011017	Bevul.7G079100.1.p, Bevul.3G182900.1.p	Av_00001196-RA
OG0011018	Bevul.7G044700.1.p	Av_00011723-RA
OG0011019	Bevul.2G085000.2.p, Bevul.2G085000.1.p	Av_00013591-RA
OG0011020	Bevul.3G196400.1.p	Av_00024527-RA
OG0011022	Bevul.8G093700.1.p	Av_00006188-RA
OG0011023	Bevul.8G071300.1.p	Av_00005943-RA
OG0011024	Bevul.4G247200.1.p	Av_00001187-RA
OG0011026	Bevul.2G241100.1.p, Bevul.2G241100.2.p	Av_00005702-RA
OG0011027	Bevul.2G245200.1.p	Av_00011979-RA
OG0011028	Bevul.4G136100.1.p	Av_00023391-RA, Av_00013650-RA
OG0011030	Bevul.5G257300.1.p, Bevul.5G257400.1.p	Av_00002276-RA
OG0011031	Bevul.5G007700.1.p	Av_00005525-RA
OG0011032	Bevul.2G084000.1.p	Av_00006031-RA
OG0011034	Bevul.4G178500.1.p	Av_00011772-RA
OG0011036	Bevul.5G030800.1.p	Av_00006099-RA
OG0011037	Bevul.4G041500.1.p	Av_00000169-RA, Av_00002410-RA, Av_00002415-RA
OG0011038	Bevul.8G102000.1.p	Av_00001390-RA
OG0011039	Bevul.8G136800.1.p	Av_00013003-RA, Av_00007246-RA
OG0011040	Bevul.3G022700.1.p	Av_00015045-RA
OG0011041	Bevul.8G199800.1.p	Av_00020411-RA
OG0011042	Bevul.5G061000.1.p	Av_00016585-RA
OG0011043	Bevul.6G203300.1.p	Av_00012247-RA
OG0011044	Bevul.4G188600.1.p	Av_00011792-RA
OG0011045	Bevul.6G085000.1.p	Av_00011656-RA
OG0011046	Bevul.5G058300.1.p	Av_00004924-RA, Av_00003993-RA
OG0011047	Bevul.6G059900.1.p	Av_00000419-RA
OG0011048	Bevul.7G114800.1.p	Av_00000756-RA
OG0011049	Bevul.8G111100.1.p	Av_00004263-RA
OG0011050	Bevul.5G026600.1.p, Bevul.3G162300.1.p	Av_00021370-RA, Av_00006312-RA
OG0011051	Bevul.7G199100.1.p	Av_00013318-RA
OG0011052	Bevul.1G161100.1.p	Av_00018859-RA
OG0011053	Bevul.5G220900.1.p	Av_00013841-RA, Av_00011174-RA
OG0011055	Bevul.9G151100.1.p	Av_00009771-RA
OG0011056	Bevul.6G061800.1.p	Av_00014223-RA
OG0011057	Bevul.3G136800.1.p, Bevul.6G159600.1.p	Av_00011582-RA
OG0011058	Bevul.3G002500.1.p	Av_00019197-RA
OG0011060	Bevul.1G073100.1.p	Av_00024421-RA
OG0011061	Bevul.3G214100.1.p	Av_00009712-RA
OG0011062	Bevul.5G019500.1.p	Av_00005106-RA
OG0011063	Bevul.5G249700.1.p	Av_00000791-RA
OG0011064	Bevul.7G121900.1.p	Av_00022952-RA, Av_00001471-RA, Av_00001472-RA
OG0011065	Bevul.1G151000.1.p	Av_00000110-RA
OG0011066	Bevul.3G121700.1.p	Av_00014752-RA
OG0011067	Bevul.7G130100.1.p	Av_00001506-RA, Av_00019164-RA
OG0011069	Bevul.6G210300.1.p	Av_00010828-RA
OG0011070	Bevul.9G210600.1.p	Av_00004275-RA, Av_00004609-RA
OG0011071	Bevul.5G064800.1.p	Av_00018595-RA, Av_00010679-RA
OG0011072	Bevul.1G208700.1.p	Av_00008576-RA, Av_00014613-RA
OG0011074	Bevul.6G050800.1.p	Av_00000395-RA, Av_00001867-RA
OG0011075	Bevul.6G148400.1.p	Av_00011640-RA, Av_00021853-RA
OG0011076	Bevul.9G136100.1.p	Av_00009869-RA
OG0011077	Bevul.5G155400.1.p	Av_00008937-RA
OG0011079	Bevul.3G006500.1.p	Av_00001529-RA
OG0011080	Bevul.7G094100.2.p, Bevul.7G094100.1.p	Av_00002110-RA
OG0011081	Bevul.5G242400.1.p	Av_00021837-RA
OG0011082	Bevul.4G130700.1.p	Av_00006693-RA, Av_00016146-RA
OG0011083	Bevul.6G196800.1.p	Av_00005195-RA, Av_00002770-RA
OG0011085	Bevul.6G006000.1.p	Av_00016361-RA
OG0011086	Bevul.3G048800.1.p	Av_00001637-RA
OG0011087	Bevul.9G215500.1.p	Av_00023336-RA
OG0011088	Bevul.3G160900.1.p	Av_00012094-RA
OG0011089	Bevul.6G002900.1.p	Av_00019918-RA
OG0011090	Bevul.9G149700.1.p	Av_00008778-RA, Av_00009775-RA
OG0011091	Bevul.5G065300.1.p	Av_00014507-RA
OG0011092	Bevul.6G163200.1.p	Av_00023051-RA
OG0011094	Bevul.4G211300.1.p	Av_00006576-RA, Av_00016521-RA
OG0011095	Bevul.6G201600.1.p	Av_00002759-RA
OG0011096	Bevul.1G210200.1.p	Av_00023561-RA
OG0011097	Bevul.9G177600.1.p	Av_00012288-RA, Av_00004421-RA
OG0011098	Bevul.9G178200.1.p	Av_00012291-RA
OG0011099	Bevul.7G141200.1.p	Av_00011179-RA
OG0011100	Bevul.1G067400.1.p	Av_00022694-RA
OG0011102	Bevul.7G066400.1.p	Av_00010423-RA, Av_00014580-RA
OG0011104	Bevul.3G022100.1.p	Av_00009497-RA
OG0011107	Bevul.5G218500.1.p	Av_00015003-RA
OG0011113	Bevul.5G065200.1.p	Av_00002878-RA
OG0011114	Bevul.4G165100.1.p	Av_00021047-RA
OG0011115	Bevul.8G111600.1.p	Av_00014293-RA
OG0011116	Bevul.1G194000.1.p	Av_00023745-RA
OG0011118	Bevul.6G001800.1.p	Av_00000298-RA
OG0011119	Bevul.6G045100.1.p	Av_00013732-RA, Av_00001824-RA
OG0011120	Bevul.3G033300.1.p	Av_00009210-RA
OG0011121	Bevul.6G103000.1.p	Av_00009789-RA, Av_00008762-RA
OG0011122	Bevul.4G142400.1.p	Av_00024776-RA
OG0011124	Bevul.9G123100.1.p	Av_00008771-RA
OG0011125	Bevul.7G078400.1.p	Av_00010010-RA
OG0011126	Bevul.3G165600.1.p	Av_00017459-RA
OG0011129	Bevul.4G197300.1.p	Av_00015328-RA, Av_00000432-RA
OG0011130	Bevul.1G086500.1.p	Av_00022911-RA
OG0011131	Bevul.5G164500.1.p	Av_00003124-RA
OG0011133	Bevul.6G104200.1.p	Av_00019000-RA
OG0011134	Bevul.3G222800.1.p	Av_00019772-RA
OG0011138	Bevul.5G149200.1.p	Av_00008929-RA
OG0011140	Bevul.3G185600.1.p	Av_00021148-RA
OG0011144	Bevul.6G231200.1.p	Av_00002716-RA
OG0011145	Bevul.7G143400.1.p	Av_00010491-RA
OG0011147	Bevul.5G191100.1.p	Av_00013789-RA, Av_00001759-RA
OG0011149	Bevul.8G130300.1.p	Av_00013397-RA
OG0011150	Bevul.5G144100.1.p	Av_00000214-RA
OG0011152	Bevul.1G148000.1.p	Av_00008358-RA, Av_00017978-RA
OG0011153	Bevul.6G211800.1.p	Av_00002671-RA, Av_00005331-RA
OG0011155	Bevul.6G121300.1.p	Av_00003306-RA, Av_00016999-RA
OG0011156	Bevul.2G206100.2.p, Bevul.2G206100.1.p	Av_00024171-RA
OG0011157	Bevul.4G186800.1.p	Av_00016643-RA
OG0011158	Bevul.3G151600.1.p	Av_00007770-RA
OG0011159	Bevul.5G179500.1.p	Av_00012440-RA, Av_00009328-RA
OG0011160	Bevul.4G121800.1.p	Av_00016080-RA, Av_00016127-RA
OG0011161	Bevul.6G180500.1.p	Av_00005344-RA, Av_00002658-RA
OG0011162	Bevul.2G074600.1.p	Av_00007666-RA
OG0011165	Bevul.5G176200.1.p	Av_00000516-RA, Av_00001800-RA, Av_00013759-RA
OG0011166	Bevul.5G098600.1.p	Av_00021354-RA
OG0011167	Bevul.9G011000.1.p, Bevul.9G011000.2.p, Bevul.9G011000.3.p	Av_00012845-RA
OG0011168	Bevul.2G221000.1.p	Av_00015612-RA, Av_00005742-RA, Av_00017299-RA
OG0011169	Bevul.6G187500.1.p	Av_00015467-RA
OG0011170	Bevul.2G090200.1.p	Av_00022464-RA
OG0011171	Bevul.6G195700.1.p	Av_00006454-RA, Av_00020739-RA
OG0011172	Bevul.5G095400.1.p	Av_00020626-RA, Av_00022719-RA
OG0011173	Bevul.6G175100.1.p	Av_00005352-RA, Av_00002653-RA
OG0011174	Bevul.9G001200.1.p	Av_00010009-RA
OG0011175	Bevul.6G128600.1.p	Av_00023328-RA, Av_00005404-RA, Av_00002603-RA
OG0011177	Bevul.2G081500.1.p	Av_00007437-RA, Av_00003738-RA
OG0011178	Bevul.2G056600.1.p	Av_00023342-RA, Av_00024051-RA
OG0011179	Bevul.5G163500.1.p	Av_00014005-RA
OG0011180	Bevul.6G239800.1.p	Av_00007525-RA
OG0011182	Bevul.5G084400.1.p	Av_00016060-RA
OG0011183	Bevul.6G134100.1.p	Av_00003320-RA
OG0011185	Bevul.5G085700.1.p	Av_00020794-RA, Av_00019883-RA
OG0011186	Bevul.1G142600.1.p	Av_00022106-RA
OG0011188	Bevul.2G064800.1.p, Bevul.2G064800.2.p	Av_00017074-RA
OG0011189	Bevul.5G091100.1.p	Av_00019912-RA, Av_00019911-RA
OG0011192	Bevul.5G049200.1.p	Av_00014053-RA
OG0011193	Bevul.3G073600.1.p	Av_00016513-RA
OG0011194	Bevul.6G172100.1.p	Av_00021004-RA, Av_00020175-RA
OG0011195	Bevul.8G167900.1.p	Av_00017835-RA
OG0011196	Bevul.5G172600.1.p	Av_00000509-RA
OG0011197	Bevul.5G214300.1.p	Av_00001710-RA
OG0011198	Bevul.2G063600.1.p	Av_00005258-RA, Av_00002713-RA, Av_00002714-RA
OG0011200	Bevul.2G024500.1.p, Bevul.2G024500.2.p	Av_00001611-RA
OG0011201	Bevul.5G212800.1.p, Bevul.5G211600.1.p	Av_00017692-RA
OG0011202	Bevul.6G208400.1.p	Av_00005371-RA
OG0011203	Bevul.2G068600.1.p	Av_00010672-RA
OG0011204	Bevul.4G075100.1.p	Av_00023878-RA
OG0011205	Bevul.5G230300.1.p	Av_00021692-RA
OG0011207	Bevul.9G002300.1.p	Av_00010235-RA
OG0011209	Bevul.8G095800.1.p	Av_00018121-RA
OG0011210	Bevul.5G156500.1.p	Av_00009252-RA, Av_00015024-RA
OG0011212	Bevul.9G000900.1.p, Bevul.9G000900.2.p	Av_00012827-RA
OG0011213	Bevul.6G185600.1.p	Av_00015487-RA
OG0011215	Bevul.5G070300.1.p	Av_00005440-RA, Av_00003007-RA, Av_00010337-RA
OG0011218	Bevul.7G011400.1.p	Av_00006322-RA
OG0011220	Bevul.8G064900.1.p	Av_00024119-RA
OG0011221	Bevul.3G049100.1.p	Av_00015540-RA
OG0011222	Bevul.9G154500.1.p	Av_00012990-RA
OG0011223	Bevul.8G049300.1.p	Av_00002575-RA, Av_00018456-RA
OG0011224	Bevul.5G089400.1.p	Av_00018085-RA
OG0011226	Bevul.5G142700.1.p	Av_00012021-RA
OG0011229	Bevul.6G246000.1.p	Av_00002688-RA
OG0011231	Bevul.8G121200.1.p	Av_00013945-RA
OG0011232	Bevul.5G082600.1.p	Av_00022056-RA
OG0011236	Bevul.3G052500.1.p	Av_00020606-RA
OG0011238	Bevul.5G190100.1.p, Bevul.5G191200.1.p, Bevul.7G220800.1.p, Bevul.4G125000.1.p	Av_00001350-RA, Av_00016139-RA
OG0011241	Bevul.4G031100.1.p	Av_00007893-RA, Av_00000165-RA
OG0011244	Bevul.4G194900.1.p	Av_00021674-RA
OG0011248	Bevul.1G178000.1.p	Av_00014663-RA, Av_00008627-RA
OG0011249	Bevul.1G184900.1.p	Av_00017416-RA, Av_00013940-RA
OG0011250	Bevul.3G207600.1.p	Av_00008098-RA
OG0011252	Bevul.3G167000.1.p	Av_00013216-RA
OG0011254	Bevul.7G184500.1.p, Bevul.2G046000.1.p	Av_00007343-RA
OG0011256	Bevul.7G008400.1.p	Av_00017997-RA
OG0011257	Bevul.8G170600.1.p	Av_00019565-RA
OG0011258	Bevul.3G059600.1.p	Av_00008966-RA, Av_00005972-RA, Av_00005601-RA
OG0011259	Bevul.4G029300.1.p, Bevul.8G089100.1.p	Av_00017372-RA
OG0011262	Bevul.4G246500.1.p	Av_00006506-RA
OG0011265	Bevul.9G221900.1.p	Av_00007307-RA, Av_00019037-RA
OG0011273	Bevul.9G153600.3.p, Bevul.9G153600.1.p, Bevul.9G153600.2.p	Av_00009766-RA
OG0011280	Bevul.J001100.1.p	Av_00017446-RA
OG0011282	Bevul.4G185300.1.p	Av_00001259-RA
OG0011345	Bevul.4G133700.1.p	Av_00017860-RA
OG0011347	Bevul.1G048800.1.p	Av_00009926-RA
OG0011348	Bevul.2G031500.1.p	Av_00024617-RA
OG0011349	Bevul.3G144000.1.p	Av_00000619-RA, Av_00020649-RA
OG0011350	Bevul.8G043100.1.p	Av_00014159-RA
OG0011351	Bevul.1G072500.1.p	Av_00019656-RA
OG0011352	Bevul.3G232300.1.p	Av_00000729-RA
OG0011353	Bevul.2G001200.1.p	Av_00000744-RA
OG0011355	Bevul.3G225000.1.p	Av_00006738-RA, Av_00020574-RA, Av_00022200-RA
OG0011356	Bevul.4G220000.1.p	Av_00016533-RA, Av_00006555-RA
OG0011357	Bevul.7G190500.1.p	Av_00007353-RA, Av_00013302-RA
OG0011358	Bevul.4G150800.1.p	Av_00020359-RA
OG0011360	Bevul.3G054800.1.p	Av_00013516-RA
OG0011362	Bevul.3G127200.1.p	Av_00009625-RA
OG0011363	Bevul.5G255600.1.p	Av_00017880-RA
OG0011364	Bevul.3G145200.1.p	Av_00018355-RA
OG0011366	Bevul.2G183500.1.p	Av_00003841-RA
OG0011370	Bevul.5G118800.1.p	Av_00007881-RA, Av_00000183-RA
OG0011372	Bevul.7G120400.1.p	Av_00002226-RA
OG0011374	Bevul.3G150200.1.p	Av_00022654-RA
OG0011376	Bevul.4G135300.1.p	Av_00016251-RA
OG0011377	Bevul.1G144500.1.p	Av_00007798-RA
OG0011380	Bevul.2G104500.1.p	Av_00003567-RA
OG0011381	Bevul.5G223700.1.p	Av_00003407-RA, Av_00001399-RA
OG0011382	Bevul.9G225800.1.p	Av_00010044-RA
OG0011383	Bevul.7G194000.1.p	Av_00007357-RA, Av_00013305-RA
OG0011385	Bevul.3G205000.1.p	Av_00003530-RA
OG0011387	Bevul.1G157900.1.p	Av_00013689-RA
OG0011388	Bevul.5G237100.1.p	Av_00023401-RA, Av_00008191-RA
OG0011389	Bevul.6G205900.1.p	Av_00003971-RA
OG0011391	Bevul.3G169100.1.p	Av_00024161-RA
OG0011393	Bevul.8G210300.1.p	Av_00011036-RA, Av_00011037-RA, Av_00009833-RA
OG0011394	Bevul.3G228100.1.p	Av_00023249-RA
OG0011395	Bevul.3G225300.1.p	Av_00006739-RA, Av_00020573-RA, Av_00020294-RA, Av_00003502-RA, Av_00003503-RA
OG0011396	Bevul.9G070500.1.p	Av_00019434-RA, Av_00024988-RA, Av_00025119-RA
OG0011397	Bevul.3G143800.1.p	Av_00000621-RA, Av_00020651-RA
OG0011400	Bevul.3G161700.1.p	Av_00021367-RA, Av_00006315-RA
OG0011401	Bevul.1G159600.1.p	Av_00007217-RA
OG0011402	Bevul.7G201500.1.p	Av_00019606-RA
OG0011406	Bevul.2G143400.2.p, Bevul.2G143400.1.p	Av_00024376-RA, Av_00018082-RA
OG0011407	Bevul.5G254900.1.p	Av_00003447-RA
OG0011408	Bevul.5G246100.1.p	Av_00024750-RA
OG0011409	Bevul.7G047000.1.p	Av_00012586-RA, Av_00002900-RA
OG0011411	Bevul.2G194600.1.p	Av_00021868-RA, Av_00018614-RA
OG0011413	Bevul.4G225000.1.p	Av_00006548-RA, Av_00001216-RA
OG0011414	Bevul.1G013400.1.p	Av_00015573-RA
OG0011415	Bevul.3G000900.1.p	Av_00018974-RA
OG0011416	Bevul.3G174900.1.p	Av_00012072-RA
OG0011417	Bevul.7G190600.1.p	Av_00021084-RA
OG0011418	Bevul.3G065400.1.p	Av_00017503-RA
OG0011419	Bevul.3G209300.1.p	Av_00003523-RA
OG0011420	Bevul.9G050700.1.p	Av_00019365-RA, Av_00019366-RA
OG0011421	Bevul.7G070500.1.p	Av_00013442-RA
OG0011424	Bevul.4G199900.1.p	Av_00006919-RA
OG0011425	Bevul.3G196600.1.p	Av_00012684-RA
OG0011426	Bevul.4G183800.1.p	Av_00019232-RA, Av_00000602-RA
OG0011427	Bevul.5G227000.1.p	Av_00001395-RA
OG0011428	Bevul.3G175300.1.p	Av_00005121-RA
OG0011430	Bevul.3G064200.1.p	Av_00014738-RA
OG0011431	Bevul.5G054500.1.p	Av_00021871-RA, Av_00018619-RA
OG0011432	Bevul.9G055000.1.p	Av_00021417-RA, Av_00022887-RA
OG0011433	Bevul.5G244900.1.p	Av_00004787-RA
OG0011435	Bevul.9G061400.1.p	Av_00014265-RA
OG0011436	Bevul.4G128900.1.p	Av_00016143-RA
OG0011437	Bevul.4G249100.1.p	Av_00011891-RA
OG0011438	Bevul.6G165600.1.p	Av_00015854-RA
OG0011439	Bevul.9G005700.1.p	Av_00022711-RA
