Orthogroup	B_vulgaris.proteins	D_muscipula.proteins
OG0008148	Bevul.4G160300.1.p	Dm_00000306-RA
OG0008149	Bevul.4G061800.1.p	Dm_00005454-RA
OG0008150	Bevul.5G021100.1.p	Dm_00006991-RA
OG0008151	Bevul.4G213800.1.p	Dm_00002400-RA
OG0008152	Bevul.1G168600.1.p	Dm_00005310-RA
OG0008154	Bevul.8G088800.1.p	Dm_00004068-RA
OG0008155	Bevul.9G099900.1.p	Dm_00019645-RA, Dm_00003635-RA
OG0008156	Bevul.8G060800.1.p	Dm_00006394-RA
OG0008157	Bevul.8G031400.1.p	Dm_00001459-RA, Dm_00008513-RA
OG0008158	Bevul.4G019100.1.p	Dm_00005467-RA, Dm_00010895-RA
OG0008159	Bevul.8G013500.1.p	Dm_00000686-RA
OG0008160	Bevul.1G051200.1.p	Dm_00014362-RA
OG0008161	Bevul.9G088500.1.p	Dm_00018160-RA
OG0008162	Bevul.4G013300.1.p, Bevul.4G013200.1.p	Dm_00004128-RA
OG0008164	Bevul.9G034600.1.p, Bevul.9G034600.3.p, Bevul.9G034600.2.p	Dm_00010122-RA
OG0008165	Bevul.7G128000.1.p	Dm_00009129-RA
OG0008166	Bevul.8G023700.1.p	Dm_00003845-RA
OG0008167	Bevul.5G230500.1.p	Dm_00012746-RA
OG0008168	Bevul.3G119900.1.p	Dm_00012781-RA
OG0008170	Bevul.1G141400.1.p	Dm_00000452-RA
OG0008171	Bevul.8G010800.1.p	Dm_00003507-RA
OG0008174	Bevul.4G041100.1.p	Dm_00000839-RA
OG0008175	Bevul.8G037000.1.p	Dm_00019018-RA, Dm_00012328-RA
OG0008178	Bevul.9G154300.1.p	Dm_00005387-RA
OG0008179	Bevul.8G035100.1.p	Dm_00008972-RA
OG0008180	Bevul.4G018200.1.p	Dm_00010897-RA
OG0008182	Bevul.3G078000.1.p	Dm_00007009-RA
OG0008183	Bevul.4G148700.1.p	Dm_00002109-RA
OG0008184	Bevul.1G192400.1.p	Dm_00003232-RA
OG0008185	Bevul.3G126600.1.p	Dm_00019384-RA
OG0008186	Bevul.4G167400.1.p	Dm_00011637-RA
OG0008187	Bevul.1G121700.1.p	Dm_00014911-RA, Dm_00018670-RA
OG0008188	Bevul.8G129700.1.p	Dm_00008477-RA
OG0008189	Bevul.9G206900.1.p	Dm_00007085-RA
OG0008190	Bevul.8G121700.1.p	Dm_00004863-RA, Dm_00016329-RA
OG0008191	Bevul.8G163500.1.p	Dm_00000260-RA
OG0008192	Bevul.7G232300.1.p	Dm_00007847-RA
OG0008193	Bevul.1G194800.1.p	Dm_00009278-RA, Dm_00004203-RA
OG0008194	Bevul.8G195700.1.p	Dm_00008676-RA
OG0008195	Bevul.8G192000.1.p	Dm_00003734-RA
OG0008196	Bevul.4G163600.1.p	Dm_00001809-RA
OG0008198	Bevul.2G140000.1.p	Dm_00009343-RA
OG0008199	Bevul.2G011300.2.p, Bevul.2G011300.1.p	Dm_00015032-RA
OG0008201	Bevul.1G122300.1.p	Dm_00018948-RA
OG0008202	Bevul.8G213900.1.p	Dm_00000766-RA
OG0008203	Bevul.1G176300.1.p	Dm_00008985-RA
OG0008204	Bevul.1G182900.1.p	Dm_00016686-RA
OG0008205	Bevul.2G152900.1.p	Dm_00000663-RA
OG0008206	Bevul.9G206200.1.p, Bevul.9G206200.2.p	Dm_00007083-RA
OG0008208	Bevul.7G182500.1.p	Dm_00006814-RA, Dm_00011453-RA
OG0008209	Bevul.4G071600.1.p	Dm_00000732-RA
OG0008210	Bevul.4G249500.1.p	Dm_00000214-RA
OG0008211	Bevul.8G214600.1.p	Dm_00004429-RA
OG0008213	Bevul.8G196500.1.p	Dm_00008907-RA, Dm_00016849-RA
OG0008215	Bevul.4G038400.1.p	Dm_00008231-RA
OG0008216	Bevul.3G068100.1.p	Dm_00002965-RA
OG0008217	Bevul.4G207600.1.p	Dm_00011503-RA, Dm_00016332-RA
OG0008218	Bevul.8G134000.1.p	Dm_00019148-RA
OG0008219	Bevul.8G203100.1.p	Dm_00020454-RA
OG0008220	Bevul.9G033300.2.p, Bevul.9G033300.1.p	Dm_00001081-RA
OG0008221	Bevul.1G190800.1.p	Dm_00003568-RA
OG0008223	Bevul.8G209900.1.p	Dm_00000739-RA
OG0008224	Bevul.3G074800.1.p	Dm_00011888-RA
OG0008226	Bevul.1G182000.1.p	Dm_00011517-RA
OG0008227	Bevul.1G165400.1.p	Dm_00017524-RA
OG0008228	Bevul.5G014600.1.p	Dm_00013079-RA
OG0008229	Bevul.2G129500.1.p	Dm_00006708-RA
OG0008230	Bevul.5G044200.1.p	Dm_00005700-RA
OG0008232	Bevul.7G149500.1.p	Dm_00015181-RA
OG0008233	Bevul.2G172100.1.p	Dm_00015989-RA
OG0008234	Bevul.8G158200.1.p	Dm_00007315-RA, Dm_00003662-RA, Dm_00003663-RA
OG0008236	Bevul.8G186500.1.p	Dm_00000110-RA, Dm_00001049-RA
OG0008237	Bevul.9G134300.1.p	Dm_00003409-RA
OG0008238	Bevul.7G109300.1.p	Dm_00020601-RA
OG0008240	Bevul.4G227900.1.p	Dm_00016558-RA
OG0008241	Bevul.9G197200.1.p	Dm_00016164-RA
OG0008242	Bevul.2G014700.1.p	Dm_00016383-RA
OG0008244	Bevul.3G068500.1.p	Dm_00013414-RA
OG0008245	Bevul.6G141000.1.p	Dm_00002249-RA
OG0008246	Bevul.8G126800.1.p	Dm_00018349-RA
OG0008248	Bevul.6G140400.1.p	Dm_00006413-RA
OG0008249	Bevul.9G227300.1.p	Dm_00004931-RA, Dm_00002315-RA
OG0008250	Bevul.8G141700.1.p	Dm_00012175-RA
OG0008251	Bevul.1G141500.1.p	Dm_00005481-RA
OG0008252	Bevul.8G142200.1.p	Dm_00008739-RA
OG0008253	Bevul.7G168400.1.p	Dm_00008988-RA
OG0008254	Bevul.8G203500.1.p	Dm_00007352-RA
OG0008255	Bevul.9G192500.1.p, Bevul.9G192600.1.p	Dm_00002504-RA
OG0008256	Bevul.5G048900.1.p	Dm_00008294-RA
OG0008257	Bevul.8G126400.1.p	Dm_00013269-RA, Dm_00018602-RA
OG0008259	Bevul.8G011600.1.p	Dm_00003510-RA
OG0008260	Bevul.8G207000.1.p	Dm_00002254-RA, Dm_00011534-RA
OG0008262	Bevul.8G127300.1.p	Dm_00015788-RA
OG0008263	Bevul.2G165400.1.p	Dm_00018007-RA
OG0008264	Bevul.1G213200.1.p	Dm_00006274-RA
OG0008267	Bevul.4G063200.1.p	Dm_00019508-RA
OG0008269	Bevul.9G075300.1.p, Bevul.4G073900.1.p	Dm_00003157-RA
OG0008270	Bevul.4G159100.1.p	Dm_00000597-RA
OG0008271	Bevul.2G084500.2.p, Bevul.2G084500.3.p, Bevul.2G084500.4.p, Bevul.2G084500.1.p	Dm_00006240-RA
OG0008272	Bevul.8G057700.1.p	Dm_00006447-RA
OG0008274	Bevul.5G053400.1.p	Dm_00010955-RA
OG0008275	Bevul.3G191000.1.p	Dm_00014875-RA
OG0008276	Bevul.9G106600.1.p	Dm_00007107-RA, Dm_00015780-RA
OG0008277	Bevul.4G055700.1.p	Dm_00019110-RA
OG0008279	Bevul.5G018300.1.p	Dm_00015221-RA
OG0008280	Bevul.4G241900.1.p	Dm_00020526-RA
OG0008281	Bevul.8G192800.1.p	Dm_00016139-RA, Dm_00017206-RA, Dm_00017205-RA
OG0008282	Bevul.7G003200.2.p, Bevul.7G003200.1.p, Bevul.7G003200.3.p, Bevul.7G003200.4.p	Dm_00017246-RA
OG0008283	Bevul.3G182000.1.p	Dm_00015602-RA
OG0008284	Bevul.5G095700.1.p	Dm_00007365-RA
OG0008285	Bevul.8G028100.1.p	Dm_00004535-RA
OG0008286	Bevul.5G011400.1.p	Dm_00011360-RA
OG0008287	Bevul.4G129100.1.p	Dm_00003551-RA, Dm_00004038-RA
OG0008288	Bevul.9G078600.1.p	Dm_00003759-RA
OG0008291	Bevul.9G083400.1.p	Dm_00004186-RA
OG0008292	Bevul.5G116700.1.p	Dm_00010181-RA
OG0008294	Bevul.7G100300.1.p	Dm_00007531-RA, Dm_00012030-RA
OG0008295	Bevul.4G002700.1.p	Dm_00001894-RA
OG0008296	Bevul.7G069100.1.p	Dm_00009333-RA
OG0008297	Bevul.4G109300.1.p	Dm_00014231-RA
OG0008298	Bevul.3G072400.1.p	Dm_00003923-RA, Dm_00015199-RA
OG0008301	Bevul.7G183700.1.p	Dm_00012509-RA
OG0008302	Bevul.2G088000.1.p	Dm_00008625-RA
OG0008304	Bevul.4G135500.1.p	Dm_00000513-RA
OG0008306	Bevul.9G082400.2.p, Bevul.9G082400.1.p	Dm_00013758-RA
OG0008307	Bevul.7G093800.1.p	Dm_00018219-RA
OG0008308	Bevul.2G128800.1.p, Bevul.4G104500.1.p	Dm_00011359-RA
OG0008310	Bevul.4G104100.1.p, Bevul.2G128900.1.p, Bevul.4G104300.1.p	Dm_00005650-RA
OG0008311	Bevul.4G081400.1.p	Dm_00018540-RA
OG0008312	Bevul.6G025900.1.p	Dm_00015012-RA
OG0008313	Bevul.3G217300.1.p	Dm_00011313-RA
OG0008314	Bevul.8G082000.1.p	Dm_00004052-RA
OG0008316	Bevul.8G171300.1.p	Dm_00017053-RA
OG0008317	Bevul.9G014800.2.p, Bevul.9G014800.1.p, Bevul.9G014800.3.p	Dm_00005542-RA
OG0008319	Bevul.9G105800.1.p	Dm_00004977-RA, Dm_00008591-RA
OG0008320	Bevul.2G016600.1.p, Bevul.2G016600.2.p	Dm_00000628-RA, Dm_00014954-RA
OG0008321	Bevul.7G026900.2.p, Bevul.7G026900.5.p, Bevul.7G026900.4.p, Bevul.7G026900.1.p, Bevul.7G026900.3.p	Dm_00001387-RA
OG0008322	Bevul.8G059600.1.p	Dm_00005514-RA, Dm_00005087-RA
OG0008323	Bevul.7G191100.1.p	Dm_00009885-RA
OG0008324	Bevul.9G054500.1.p	Dm_00000471-RA, Dm_00010672-RA
OG0008325	Bevul.4G241100.1.p	Dm_00017045-RA
OG0008326	Bevul.8G022400.1.p	Dm_00003851-RA
OG0008327	Bevul.9G100300.1.p, Bevul.9G100300.2.p	Dm_00009767-RA
OG0008328	Bevul.8G098700.1.p	Dm_00020035-RA
OG0008329	Bevul.3G180400.1.p	Dm_00013112-RA
OG0008330	Bevul.8G000700.1.p	Dm_00002900-RA
OG0008331	Bevul.5G179000.1.p	Dm_00007136-RA
OG0008332	Bevul.2G234300.1.p	Dm_00009744-RA
OG0008333	Bevul.3G193200.1.p	Dm_00013341-RA
OG0008334	Bevul.2G105500.1.p, Bevul.2G105500.3.p	Dm_00016313-RA
OG0008335	Bevul.5G110200.1.p	Dm_00005429-RA
OG0008336	Bevul.2G187400.1.p	Dm_00015706-RA
OG0008337	Bevul.8G071900.1.p	Dm_00007036-RA
OG0008338	Bevul.4G222700.1.p	Dm_00002193-RA
OG0008339	Bevul.5G049500.1.p	Dm_00007299-RA
OG0008340	Bevul.4G237800.1.p	Dm_00007283-RA
OG0008341	Bevul.7G055800.1.p	Dm_00007709-RA, Dm_00011108-RA
OG0008342	Bevul.1G133800.1.p	Dm_00007509-RA
OG0008343	Bevul.4G058300.1.p	Dm_00009646-RA
OG0008345	Bevul.4G249400.1.p	Dm_00001874-RA
OG0008346	Bevul.2G126200.1.p, Bevul.2G126200.2.p	Dm_00007490-RA
OG0008348	Bevul.9G083300.1.p	Dm_00010646-RA
OG0008350	Bevul.2G084100.1.p	Dm_00010112-RA
OG0008351	Bevul.6G202100.1.p	Dm_00012289-RA
OG0008352	Bevul.2G110800.1.p	Dm_00013946-RA
OG0008353	Bevul.9G185900.1.p	Dm_00003269-RA
OG0008354	Bevul.4G234900.1.p	Dm_00005102-RA
OG0008355	Bevul.9G076300.1.p	Dm_00003154-RA
OG0008356	Bevul.8G037200.1.p	Dm_00009782-RA
OG0008357	Bevul.5G142200.1.p	Dm_00014151-RA
OG0008358	Bevul.4G238300.1.p, Bevul.4G237300.1.p	Dm_00013791-RA
OG0008359	Bevul.8G096900.1.p	Dm_00007500-RA
OG0008360	Bevul.7G067800.1.p	Dm_00016984-RA
OG0008361	Bevul.6G057900.1.p	Dm_00003208-RA
OG0008362	Bevul.5G163700.1.p	Dm_00000950-RA
OG0008363	Bevul.3G231000.1.p	Dm_00013741-RA, Dm_00013744-RA
OG0008364	Bevul.9G211200.2.p, Bevul.9G211200.1.p	Dm_00000198-RA
OG0008366	Bevul.2G193800.1.p, Bevul.2G193800.2.p	Dm_00005912-RA
OG0008367	Bevul.6G199900.1.p	Dm_00013196-RA
OG0008368	Bevul.6G145200.1.p	Dm_00005637-RA, Dm_00005639-RA
OG0008369	Bevul.5G130900.1.p	Dm_00014211-RA
OG0008370	Bevul.8G117000.1.p	Dm_00004861-RA
OG0008371	Bevul.5G159200.1.p	Dm_00012410-RA
OG0008372	Bevul.2G228700.1.p	Dm_00017086-RA
OG0008373	Bevul.8G160800.1.p	Dm_00005837-RA
OG0008374	Bevul.6G072400.1.p	Dm_00011961-RA
OG0008375	Bevul.4G203700.1.p	Dm_00000612-RA
OG0008376	Bevul.7G137700.1.p	Dm_00001443-RA, Dm_00001428-RA
OG0008377	Bevul.4G097900.1.p	Dm_00010809-RA
OG0008378	Bevul.7G080000.2.p, Bevul.7G080000.3.p, Bevul.7G080000.1.p	Dm_00008004-RA
OG0008379	Bevul.4G072600.1.p	Dm_00012482-RA
OG0008381	Bevul.6G158800.1.p	Dm_00010264-RA, Dm_00003772-RA
OG0008382	Bevul.6G196500.1.p	Dm_00019581-RA
OG0008383	Bevul.5G121200.1.p	Dm_00012205-RA, Dm_00017676-RA
OG0008384	Bevul.5G181000.1.p	Dm_00012783-RA
OG0008386	Bevul.3G234300.1.p	Dm_00001549-RA
OG0008387	Bevul.5G228300.1.p	Dm_00008539-RA
OG0008388	Bevul.4G010500.1.p	Dm_00002684-RA, Dm_00003581-RA
OG0008390	Bevul.3G147600.1.p	Dm_00006841-RA
OG0008391	Bevul.3G195200.1.p	Dm_00009754-RA
OG0008392	Bevul.6G050200.1.p	Dm_00007588-RA
OG0008393	Bevul.5G115600.1.p	Dm_00014729-RA
OG0008394	Bevul.9G172400.1.p	Dm_00002091-RA
OG0008395	Bevul.3G155800.1.p	Dm_00015464-RA
OG0008396	Bevul.6G204000.1.p	Dm_00012997-RA
OG0008397	Bevul.9G224900.1.p	Dm_00009366-RA
OG0008398	Bevul.6G229800.1.p	Dm_00000934-RA
OG0008399	Bevul.1G186500.1.p	Dm_00008063-RA
OG0008400	Bevul.5G025000.1.p	Dm_00011120-RA
OG0008403	Bevul.1G038600.1.p	Dm_00001260-RA
OG0008404	Bevul.1G143800.1.p	Dm_00014007-RA
OG0008405	Bevul.1G133000.1.p	Dm_00003573-RA
OG0008406	Bevul.6G019700.1.p	Dm_00013837-RA
OG0008407	Bevul.5G250900.1.p	Dm_00002470-RA
OG0008408	Bevul.5G240700.1.p	Dm_00018313-RA
OG0008409	Bevul.6G171000.1.p	Dm_00014549-RA, Dm_00008887-RA
OG0008411	Bevul.6G197100.1.p	Dm_00012497-RA
OG0008412	Bevul.9G128500.1.p, Bevul.9G128500.2.p	Dm_00014792-RA, Dm_00014794-RA
OG0008413	Bevul.5G041700.1.p	Dm_00003965-RA
OG0008414	Bevul.1G039500.1.p	Dm_00000149-RA
OG0008415	Bevul.3G166800.1.p	Dm_00017862-RA
OG0008416	Bevul.1G141300.1.p	Dm_00016064-RA
OG0008417	Bevul.3G149400.1.p	Dm_00005623-RA, Dm_00015139-RA
OG0008419	Bevul.6G019400.1.p, Bevul.7G183500.1.p	Dm_00001455-RA
OG0008421	Bevul.3G050800.1.p	Dm_00002236-RA
OG0008422	Bevul.4G204900.1.p	Dm_00013068-RA, Dm_00000602-RA
OG0008423	Bevul.7G124900.1.p	Dm_00011490-RA
OG0008424	Bevul.6G179400.1.p	Dm_00016113-RA
OG0008425	Bevul.8G071000.1.p	Dm_00013768-RA
OG0008426	Bevul.1G054100.1.p, Bevul.9G073300.1.p	Dm_00002427-RA
OG0008428	Bevul.6G058700.1.p	Dm_00015192-RA
OG0008429	Bevul.7G141300.1.p	Dm_00001691-RA
OG0008430	Bevul.4G164200.1.p	Dm_00001811-RA
OG0008431	Bevul.6G155900.1.p, Bevul.6G155800.1.p	Dm_00009772-RA
OG0008432	Bevul.1G186200.1.p	Dm_00008061-RA
OG0008433	Bevul.5G066700.1.p	Dm_00000891-RA
OG0008434	Bevul.7G089500.2.p, Bevul.7G089500.1.p	Dm_00016197-RA
OG0008435	Bevul.1G073200.1.p	Dm_00003832-RA
OG0008436	Bevul.6G006200.1.p	Dm_00002410-RA, Dm_00005329-RA
OG0008437	Bevul.4G154700.1.p	Dm_00000575-RA
OG0008438	Bevul.2G214300.1.p	Dm_00020747-RA
OG0008439	Bevul.1G175800.1.p	Dm_00002954-RA
OG0008440	Bevul.7G070400.3.p, Bevul.7G070400.1.p, Bevul.7G070400.2.p	Dm_00005183-RA
OG0008441	Bevul.3G002200.1.p	Dm_00015850-RA
OG0008442	Bevul.9G231600.1.p	Dm_00003486-RA
OG0008443	Bevul.3G149600.1.p	Dm_00015240-RA, Dm_00015241-RA
OG0008444	Bevul.9G093400.2.p, Bevul.9G093400.1.p	Dm_00001325-RA
OG0008445	Bevul.1G183200.1.p	Dm_00006511-RA
OG0008446	Bevul.3G062400.1.p	Dm_00002579-RA
OG0008447	Bevul.7G118000.1.p	Dm_00013978-RA
OG0008448	Bevul.1G058400.1.p, Bevul.5G198700.1.p	Dm_00011523-RA
OG0008449	Bevul.5G031000.1.p, Bevul.1G187000.1.p	Dm_00009062-RA, Dm_00016123-RA
OG0008451	Bevul.1G076500.1.p	Dm_00011299-RA
OG0008452	Bevul.3G115300.1.p	Dm_00002160-RA
OG0008453	Bevul.6G144100.1.p	Dm_00003195-RA, Dm_00000397-RA
OG0008455	Bevul.4G070800.1.p	Dm_00015342-RA
OG0008456	Bevul.1G044200.1.p	Dm_00018198-RA
OG0008457	Bevul.2G196900.1.p	Dm_00009520-RA
OG0008458	Bevul.6G134600.1.p	Dm_00002836-RA
OG0008460	Bevul.7G143700.1.p	Dm_00001674-RA
OG0008461	Bevul.6G042100.1.p	Dm_00020933-RA
OG0008462	Bevul.6G119600.1.p	Dm_00003880-RA
OG0008463	Bevul.1G071100.1.p	Dm_00006821-RA
OG0008464	Bevul.5G169300.1.p	Dm_00006606-RA
OG0008465	Bevul.6G248000.1.p	Dm_00020265-RA
OG0008466	Bevul.2G219200.1.p	Dm_00009318-RA, Dm_00009466-RA, Dm_00020051-RA
OG0008467	Bevul.6G138800.1.p	Dm_00002813-RA
OG0008468	Bevul.8G101800.1.p	Dm_00009286-RA, Dm_00009283-RA
OG0008469	Bevul.5G048000.1.p	Dm_00006491-RA
OG0008470	Bevul.6G230500.1.p	Dm_00007979-RA
OG0008471	Bevul.9G008100.2.p, Bevul.9G008100.1.p, Bevul.9G008100.3.p	Dm_00016469-RA
OG0008472	Bevul.6G208700.1.p	Dm_00005381-RA
OG0008473	Bevul.6G081300.1.p	Dm_00011039-RA
OG0008474	Bevul.6G240300.1.p	Dm_00008724-RA
OG0008475	Bevul.1G027000.1.p	Dm_00014016-RA
OG0008476	Bevul.6G240900.1.p	Dm_00007453-RA
OG0008477	Bevul.2G059100.1.p	Dm_00018388-RA
OG0008478	Bevul.6G145000.1.p	Dm_00000392-RA, Dm_00001949-RA
OG0008479	Bevul.8G122700.1.p	Dm_00017032-RA
OG0008480	Bevul.6G129200.1.p, Bevul.6G134700.1.p	Dm_00001713-RA
OG0008481	Bevul.1G145500.1.p	Dm_00015475-RA
OG0008482	Bevul.3G094100.1.p	Dm_00018842-RA
OG0008484	Bevul.1G185100.1.p	Dm_00006079-RA
OG0008485	Bevul.2G000700.1.p	Dm_00013242-RA
OG0008486	Bevul.5G187200.1.p	Dm_00019878-RA
OG0008487	Bevul.5G088600.1.p	Dm_00017882-RA, Dm_00012957-RA
OG0008488	Bevul.4G096500.1.p	Dm_00011296-RA
OG0008490	Bevul.5G100100.1.p	Dm_00014471-RA, Dm_00010989-RA
OG0008491	Bevul.6G141900.1.p	Dm_00000372-RA, Dm_00008426-RA
OG0008492	Bevul.2G075800.1.p	Dm_00000367-RA
OG0008493	Bevul.6G238000.1.p	Dm_00010133-RA
OG0008494	Bevul.5G112300.1.p	Dm_00010761-RA
OG0008495	Bevul.5G075500.1.p	Dm_00018314-RA
OG0008496	Bevul.6G038200.1.p	Dm_00014518-RA
OG0008497	Bevul.8G123200.1.p	Dm_00018761-RA
OG0008498	Bevul.3G217700.1.p	Dm_00020355-RA
OG0008499	Bevul.6G117200.1.p	Dm_00003888-RA
OG0008501	Bevul.2G114000.1.p	Dm_00006499-RA
OG0008505	Bevul.5G100200.1.p	Dm_00010990-RA
OG0008506	Bevul.5G121700.1.p	Dm_00010747-RA
OG0008508	Bevul.6G041200.1.p	Dm_00001102-RA
OG0008510	Bevul.6G042300.1.p	Dm_00009292-RA
OG0008511	Bevul.5G205500.1.p	Dm_00006555-RA
OG0008512	Bevul.5G213400.1.p	Dm_00009849-RA
OG0008513	Bevul.5G202500.1.p	Dm_00007134-RA
OG0008514	Bevul.5G055000.1.p	Dm_00016650-RA, Dm_00015986-RA
OG0008515	Bevul.3G213900.1.p	Dm_00012198-RA, Dm_00012197-RA, Dm_00008833-RA
OG0008516	Bevul.9G047400.1.p	Dm_00008524-RA
OG0008519	Bevul.6G136300.1.p	Dm_00001598-RA
OG0008520	Bevul.6G117900.1.p	Dm_00011427-RA
OG0008521	Bevul.8G176400.1.p	Dm_00017285-RA, Dm_00010470-RA
OG0008522	Bevul.7G026100.1.p, Bevul.7G026100.2.p	Dm_00006760-RA
OG0008523	Bevul.8G008100.1.p	Dm_00020015-RA
OG0008524	Bevul.6G243100.1.p	Dm_00005967-RA
OG0008525	Bevul.9G134900.1.p	Dm_00019374-RA
OG0008526	Bevul.5G100400.1.p	Dm_00003799-RA
OG0008527	Bevul.3G184700.1.p	Dm_00015234-RA
OG0008528	Bevul.5G208900.1.p	Dm_00002602-RA
OG0008529	Bevul.5G194900.1.p	Dm_00007383-RA
OG0008530	Bevul.6G038500.1.p	Dm_00016845-RA
OG0008531	Bevul.5G074500.1.p	Dm_00001492-RA
OG0008532	Bevul.2G211500.1.p	Dm_00013026-RA
OG0008533	Bevul.5G186900.1.p	Dm_00017823-RA
OG0008534	Bevul.9G167500.1.p	Dm_00002748-RA
OG0008535	Bevul.2G211400.1.p	Dm_00009674-RA
OG0008536	Bevul.6G246100.1.p	Dm_00002857-RA
OG0008537	Bevul.6G131600.1.p	Dm_00002776-RA, Dm_00013685-RA
OG0008538	Bevul.8G105800.1.p	Dm_00010090-RA, Dm_00010091-RA
OG0008539	Bevul.2G071500.1.p	Dm_00012342-RA
OG0008541	Bevul.8G190000.1.p	Dm_00001030-RA
OG0008544	Bevul.3G070500.1.p	Dm_00003316-RA
OG0008545	Bevul.3G204100.1.p	Dm_00012153-RA
OG0008546	Bevul.2G232800.1.p, Bevul.6G174900.1.p	Dm_00016534-RA, Dm_00008837-RA
OG0008547	Bevul.3G052400.1.p	Dm_00010710-RA
OG0008594	Bevul.9G005100.1.p	Dm_00019888-RA
OG0008595	Bevul.5G103700.1.p, Bevul.3G136500.1.p	Dm_00014572-RA
OG0008596	Bevul.2G218500.1.p	Dm_00018932-RA
OG0008598	Bevul.1G066500.1.p	Dm_00013728-RA
OG0008600	Bevul.7G043500.1.p	Dm_00007885-RA
OG0008601	Bevul.7G137000.1.p	Dm_00001118-RA
OG0008602	Bevul.9G058900.1.p	Dm_00011660-RA
OG0008603	Bevul.4G154000.1.p	Dm_00000573-RA
OG0008604	Bevul.3G098100.1.p	Dm_00015794-RA
OG0008605	Bevul.7G193900.1.p, Bevul.7G193500.1.p	Dm_00010609-RA
OG0008606	Bevul.4G214900.1.p	Dm_00009137-RA
OG0008607	Bevul.1G143000.1.p, Bevul.5G025100.1.p	Dm_00001808-RA, Dm_00015442-RA
OG0008608	Bevul.4G103800.1.p	Dm_00017155-RA, Dm_00003701-RA
OG0008610	Bevul.2G222600.1.p	Dm_00018676-RA
OG0008611	Bevul.4G219100.1.p, Bevul.1G140400.1.p	Dm_00008204-RA
OG0008612	Bevul.3G105000.1.p	Dm_00009742-RA
OG0008613	Bevul.5G251900.1.p	Dm_00012207-RA, Dm_00002447-RA
OG0008615	Bevul.3G234500.1.p	Dm_00002567-RA
OG0008617	Bevul.5G225600.1.p, Bevul.5G222000.1.p, Bevul.5G218700.1.p	Dm_00020276-RA
OG0008618	Bevul.2G190200.1.p	Dm_00013090-RA
OG0008619	Bevul.3G160100.1.p	Dm_00016541-RA
OG0008620	Bevul.4G231100.1.p	Dm_00014030-RA
OG0008621	Bevul.5G110900.1.p	Dm_00019496-RA
OG0008622	Bevul.3G206700.1.p	Dm_00009407-RA
OG0008624	Bevul.1G149600.1.p	Dm_00011048-RA
OG0008625	Bevul.4G202300.1.p	Dm_00000621-RA
OG0008627	Bevul.5G241700.1.p	Dm_00017191-RA
OG0008628	Bevul.5G241600.1.p	Dm_00010368-RA
OG0008630	Bevul.7G218200.1.p	Dm_00017917-RA
OG0008631	Bevul.8G099500.1.p	Dm_00009427-RA
OG0008632	Bevul.4G139100.1.p	Dm_00000523-RA
OG0008633	Bevul.4G124500.1.p	Dm_00014684-RA
OG0008634	Bevul.3G055000.1.p	Dm_00008158-RA
OG0008635	Bevul.7G228900.1.p	Dm_00017411-RA
OG0008636	Bevul.3G232200.1.p	Dm_00002563-RA, Dm_00001536-RA
OG0008637	Bevul.3G179400.1.p	Dm_00012171-RA
OG0008639	Bevul.2G226100.1.p	Dm_00014344-RA
OG0008640	Bevul.6G210100.1.p	Dm_00011378-RA
OG0008641	Bevul.3G148800.1.p	Dm_00018343-RA
OG0008642	Bevul.6G046800.1.p	Dm_00000519-RA
OG0008643	Bevul.8G095400.1.p, Bevul.9G039000.1.p	Dm_00001301-RA
OG0008644	Bevul.3G183400.1.p	Dm_00015645-RA
OG0008646	Bevul.7G135000.1.p	Dm_00010019-RA
OG0008648	Bevul.4G105700.1.p	Dm_00007824-RA
OG0008650	Bevul.3G232500.1.p	Dm_00001540-RA
OG0008652	Bevul.7G129700.1.p	Dm_00006918-RA
OG0008653	Bevul.9G057400.1.p	Dm_00004642-RA
OG0008654	Bevul.7G129600.1.p	Dm_00006916-RA
OG0008655	Bevul.3G005900.1.p	Dm_00009166-RA
OG0008656	Bevul.3G017500.1.p	Dm_00018183-RA
OG0008657	Bevul.4G239400.1.p	Dm_00011136-RA
OG0008658	Bevul.1G051300.1.p	Dm_00015312-RA
OG0008660	Bevul.7G206100.1.p	Dm_00004541-RA
OG0008661	Bevul.7G181500.1.p	Dm_00009332-RA
OG0008662	Bevul.4G119200.1.p	Dm_00007311-RA, Dm_00002841-RA
OG0008663	Bevul.3G202900.1.p	Dm_00001173-RA
OG0008664	Bevul.7G066900.1.p	Dm_00018487-RA
OG0008666	Bevul.4G112500.1.p	Dm_00004246-RA, Dm_00005873-RA
OG0008667	Bevul.7G050800.1.p	Dm_00011482-RA
OG0008668	Bevul.9G102700.2.p, Bevul.9G102700.3.p, Bevul.9G102700.1.p	Dm_00007389-RA
OG0008669	Bevul.7G221700.1.p	Dm_00012964-RA
OG0008670	Bevul.5G052500.1.p	Dm_00005653-RA
OG0008671	Bevul.4G197000.1.p	Dm_00001627-RA
OG0008672	Bevul.2G109100.1.p, Bevul.2G109100.2.p, Bevul.2G109100.4.p, Bevul.2G109100.3.p	Dm_00005976-RA
OG0008673	Bevul.3G114800.1.p	Dm_00015543-RA, Dm_00003705-RA
OG0008674	Bevul.5G083200.1.p	Dm_00006990-RA
OG0008675	Bevul.4G153900.1.p	Dm_00003136-RA
