Orthogroup	D_spatulata.proteins	P_amilis.proteins
OG0008742	Ds_00009413-RA	FUN_017805-T1
OG0008743	Ds_00002517-RA	FUN_024547-T1
OG0008744	Ds_00001945-RA	FUN_031394-T1
OG0008745	Ds_00012428-RA	FUN_048185-T1, FUN_048185-T2
OG0008746	Ds_00009173-RA	FUN_025262-T1, FUN_031778-T1
OG0008747	Ds_00004816-RA	FUN_039872-T1
OG0008748	Ds_00009775-RA	FUN_043191-T1, FUN_050567-T1, FUN_043191-T2, FUN_043191-T3
OG0008749	Ds_00015321-RA	FUN_002306-T1
OG0008750	Ds_00011923-RA	FUN_001190-T1
OG0008751	Ds_00003967-RA	FUN_020424-T1
OG0008752	Ds_00017567-RA	FUN_025702-T2, FUN_025702-T1
OG0008753	Ds_00011129-RA	FUN_017700-T2, FUN_017700-T1
OG0008754	Ds_00014871-RA	FUN_026925-T1
OG0008755	Ds_00009249-RA	FUN_053271-T1
OG0008756	Ds_00001855-RA	FUN_020418-T1, FUN_028806-T1
OG0008757	Ds_00010542-RA	FUN_004821-T1
OG0008758	Ds_00001186-RA, Ds_00010875-RA	FUN_038799-T1, FUN_038798-T1
OG0008759	Ds_00016481-RA	FUN_037121-T1
OG0008760	Ds_00002415-RA	FUN_000147-T1
OG0008761	Ds_00008922-RA	FUN_053300-T2, FUN_053300-T1
OG0008762	Ds_00003972-RA	FUN_052263-T1
OG0008763	Ds_00009343-RA	FUN_034068-T1
OG0008764	Ds_00014771-RA	FUN_048516-T1, FUN_037971-T2, FUN_037971-T1
OG0008765	Ds_00002266-RA	FUN_000337-T1
OG0008766	Ds_00015966-RA	FUN_002336-T1
OG0008767	Ds_00000034-RA	FUN_045700-T1, FUN_051942-T1
OG0008768	Ds_00000363-RA	FUN_038453-T1
OG0008769	Ds_00001673-RA	FUN_046502-T2, FUN_046502-T1
OG0008770	Ds_00011947-RA	FUN_038654-T1, FUN_044177-T1
OG0008771	Ds_00009797-RA	FUN_024927-T1
OG0008772	Ds_00002911-RA	FUN_037831-T1
OG0008773	Ds_00014766-RA	FUN_048510-T2, FUN_048510-T1
OG0008774	Ds_00016291-RA	FUN_049657-T1
OG0008776	Ds_00001985-RA	FUN_000848-T2, FUN_000848-T1
OG0008777	Ds_00012855-RA	FUN_020919-T1, FUN_020919-T2
OG0008779	Ds_00007582-RA	FUN_046616-T1
OG0008780	Ds_00016583-RA	FUN_017642-T1
OG0008781	Ds_00015408-RA	FUN_046558-T1, FUN_016609-T1
OG0008782	Ds_00005265-RA	FUN_003104-T1
OG0008783	Ds_00015903-RA	FUN_008460-T1
OG0008784	Ds_00004018-RA	FUN_052433-T1
OG0008785	Ds_00008305-RA	FUN_004340-T1
OG0008787	Ds_00013890-RA	FUN_011861-T2, FUN_011861-T1
OG0008788	Ds_00007792-RA, Ds_00015345-RA	FUN_011338-T1
OG0008789	Ds_00012757-RA	FUN_034731-T1
OG0008790	Ds_00014617-RA	FUN_040131-T1
OG0008791	Ds_00010188-RA	FUN_014391-T1
OG0008792	Ds_00002592-RA, Ds_00008141-RA	FUN_021019-T1
OG0008793	Ds_00002202-RA	FUN_011999-T2, FUN_011999-T1
OG0008795	Ds_00001176-RA	FUN_027987-T1, FUN_018818-T1, FUN_018818-T2
OG0008796	Ds_00003313-RA	FUN_000729-T2, FUN_000729-T1, FUN_041282-T1
OG0008798	Ds_00007757-RA	FUN_025053-T1, FUN_050404-T1
OG0008799	Ds_00002214-RA	FUN_012018-T2, FUN_012018-T3, FUN_012018-T4, FUN_012018-T1
OG0008800	Ds_00004242-RA	FUN_012606-T1
OG0008801	Ds_00013309-RA	FUN_028263-T1
OG0008802	Ds_00001166-RA	FUN_012725-T1, FUN_012725-T3, FUN_012725-T2
OG0008803	Ds_00010626-RA, Ds_00010625-RA	FUN_045521-T1
OG0008804	Ds_00001385-RA	FUN_011734-T1
OG0008805	Ds_00008646-RA	FUN_020495-T1, FUN_043772-T1
OG0008806	Ds_00017204-RA	FUN_011760-T1
OG0008808	Ds_00011748-RA	FUN_049914-T2, FUN_049914-T1
OG0008809	Ds_00001146-RA, Ds_00016329-RA	FUN_014699-T1
OG0008810	Ds_00002428-RA	FUN_016072-T1
OG0008811	Ds_00004813-RA	FUN_008222-T1, FUN_008222-T2
OG0008812	Ds_00008243-RA	FUN_052827-T2, FUN_052827-T3, FUN_052827-T1
OG0008813	Ds_00009941-RA	FUN_004963-T1
OG0008814	Ds_00013303-RA	FUN_028636-T1
OG0008815	Ds_00015084-RA	FUN_008638-T1
OG0008816	Ds_00006363-RA	FUN_036979-T1, FUN_036977-T2, FUN_036977-T1
OG0008817	Ds_00015212-RA	FUN_008689-T2, FUN_008689-T1
OG0008818	Ds_00001279-RA	FUN_041034-T1
OG0008818	Ds_00001278-RA	FUN_041033-T1
OG0008819	Ds_00017230-RA	FUN_017190-T1, FUN_017190-T2
OG0008820	Ds_00016453-RA	FUN_052845-T1
OG0008821	Ds_00002832-RA	FUN_048145-T1
OG0008823	Ds_00014669-RA	FUN_026842-T1
OG0008824	Ds_00005916-RA	FUN_030768-T1
OG0008825	Ds_00012950-RA	FUN_052387-T1, FUN_006581-T1
OG0008826	Ds_00014992-RA	FUN_008252-T1
OG0008827	Ds_00007199-RA	FUN_001736-T1
OG0008828	Ds_00014250-RA	FUN_035938-T1
OG0008829	Ds_00012958-RA	FUN_022557-T1
OG0008830	Ds_00012968-RA	FUN_022610-T3, FUN_022610-T2, FUN_022610-T1
OG0008831	Ds_00016233-RA, Ds_00009092-RA, Ds_00016232-RA	FUN_031118-T1
OG0008833	Ds_00002426-RA	FUN_016014-T1, FUN_006224-T1
OG0008835	Ds_00007951-RA	FUN_026795-T1
OG0008836	Ds_00002696-RA	FUN_003700-T1
OG0008837	Ds_00015935-RA	FUN_048081-T1
OG0008839	Ds_00007655-RA	FUN_040044-T1, FUN_040044-T2
OG0008840	Ds_00014234-RA	FUN_004839-T1
OG0008842	Ds_00009629-RA	FUN_007739-T1, FUN_007739-T3, FUN_007739-T2
OG0008843	Ds_00016449-RA	FUN_052861-T1
OG0008844	Ds_00003437-RA	FUN_050059-T1, FUN_023909-T1
OG0008845	Ds_00013451-RA	FUN_019092-T1
OG0008846	Ds_00003922-RA	FUN_036068-T1
OG0008848	Ds_00001776-RA	FUN_013735-T1
OG0008849	Ds_00016992-RA	FUN_012763-T1, FUN_028409-T1
OG0008851	Ds_00016921-RA	FUN_006493-T1, FUN_006493-T2
OG0008856	Ds_00004935-RA	FUN_046470-T1, FUN_036301-T1
OG0008857	Ds_00000196-RA	FUN_045678-T1, FUN_051885-T1
OG0008858	Ds_00000444-RA	FUN_025192-T1, FUN_025192-T3, FUN_025192-T2, FUN_030272-T1
OG0008859	Ds_00011802-RA	FUN_007650-T1
OG0008861	Ds_00010167-RA	FUN_009623-T1, FUN_009623-T2
OG0008863	Ds_00011272-RA, Ds_00004851-RA	FUN_017924-T1
OG0008864	Ds_00002408-RA	FUN_001819-T1
OG0008865	Ds_00016859-RA	FUN_026781-T1
OG0008866	Ds_00014596-RA, Ds_00014597-RA	FUN_003238-T2, FUN_003238-T1
OG0008867	Ds_00007272-RA	FUN_026273-T2, FUN_026273-T1, FUN_012967-T1
OG0008868	Ds_00007629-RA	FUN_050014-T1
OG0008869	Ds_00000723-RA	FUN_006299-T1
OG0008871	Ds_00016579-RA	FUN_002627-T1
OG0008872	Ds_00012345-RA	FUN_044752-T3, FUN_044752-T1, FUN_044752-T2
OG0008873	Ds_00013278-RA	FUN_041979-T1
OG0008874	Ds_00002862-RA	FUN_048218-T1
OG0008876	Ds_00005119-RA, Ds_00009596-RA	FUN_053256-T1
OG0008879	Ds_00012355-RA, Ds_00012965-RA	FUN_022600-T1
OG0008882	Ds_00010805-RA	FUN_039845-T2, FUN_039845-T3, FUN_039845-T1
OG0008883	Ds_00012944-RA	FUN_015463-T1
OG0008884	Ds_00003408-RA	FUN_006055-T1
OG0008885	Ds_00002127-RA	FUN_040598-T1
OG0008887	Ds_00012848-RA	FUN_001807-T2
OG0008887	Ds_00010414-RA	FUN_001807-T1
OG0008888	Ds_00000445-RA	FUN_014673-T1
OG0008889	Ds_00000774-RA	FUN_015895-T1, FUN_015895-T2
OG0008890	Ds_00017902-RA	FUN_037058-T2, FUN_037058-T4, FUN_037058-T3, FUN_037058-T1
OG0008891	Ds_00013618-RA	FUN_021601-T1, FUN_021601-T2
OG0008892	Ds_00009842-RA	FUN_026838-T1
OG0008893	Ds_00000249-RA	FUN_010251-T1, FUN_010251-T2
OG0008896	Ds_00005282-RA	FUN_041748-T1, FUN_041748-T2
OG0008897	Ds_00007681-RA, Ds_00007663-RA	FUN_044023-T1, FUN_045242-T1
OG0008898	Ds_00007558-RA	FUN_046665-T1
OG0008899	Ds_00011499-RA	FUN_036789-T1
OG0008900	Ds_00011012-RA	FUN_053017-T3, FUN_053017-T2, FUN_053017-T1
OG0008901	Ds_00010449-RA	FUN_000924-T1
OG0008902	Ds_00017422-RA	FUN_010655-T1
OG0008903	Ds_00016562-RA	FUN_025539-T2, FUN_025539-T3, FUN_025539-T1
OG0008904	Ds_00011093-RA	FUN_034835-T1, FUN_034835-T2
OG0008905	Ds_00003020-RA	FUN_031340-T1
OG0008906	Ds_00004890-RA	FUN_008044-T1, FUN_041973-T1
OG0008908	Ds_00015395-RA	FUN_018973-T1
OG0008910	Ds_00012269-RA	FUN_026059-T2, FUN_026059-T3, FUN_026059-T1
OG0008911	Ds_00004858-RA	FUN_008108-T2, FUN_008108-T1
OG0008912	Ds_00005486-RA	FUN_034693-T1
OG0008914	Ds_00011580-RA	FUN_037892-T1
OG0008915	Ds_00008268-RA	FUN_006637-T1
OG0008916	Ds_00000816-RA	FUN_032889-T1, FUN_032889-T2
OG0008917	Ds_00006073-RA	FUN_034662-T1
OG0008918	Ds_00005986-RA	FUN_014598-T1, FUN_014598-T2
OG0008919	Ds_00014570-RA	FUN_027321-T1
OG0008920	Ds_00003258-RA	FUN_005857-T3, FUN_005857-T1, FUN_005857-T2
OG0008922	Ds_00012672-RA	FUN_033933-T1
OG0008923	Ds_00016769-RA	FUN_001690-T1
OG0008924	Ds_00001509-RA, Ds_00010898-RA	FUN_038710-T1
OG0008925	Ds_00011158-RA	FUN_034969-T1
OG0008926	Ds_00009961-RA	FUN_018045-T1
OG0008927	Ds_00011729-RA	FUN_049881-T1
OG0008928	Ds_00001004-RA	FUN_049358-T1
OG0008929	Ds_00004096-RA	FUN_052055-T1
OG0008930	Ds_00005273-RA	FUN_020033-T1
OG0008931	Ds_00012316-RA	FUN_015545-T1, FUN_015545-T2
OG0008932	Ds_00008089-RA	FUN_008183-T1
OG0008933	Ds_00016227-RA	FUN_027259-T1
OG0008935	Ds_00005205-RA	FUN_012174-T1
OG0008937	Ds_00002286-RA	FUN_025203-T1
OG0008938	Ds_00006371-RA	FUN_046279-T1
OG0008939	Ds_00010032-RA	FUN_007708-T1
OG0008940	Ds_00012274-RA	FUN_001687-T2, FUN_001687-T1
OG0008941	Ds_00011082-RA	FUN_003860-T1
OG0008942	Ds_00015581-RA, Ds_00015796-RA	FUN_020366-T1
OG0008943	Ds_00005723-RA, Ds_00003691-RA	FUN_014622-T1
OG0008944	Ds_00010927-RA	FUN_005481-T1
OG0008945	Ds_00008213-RA	FUN_028206-T1
OG0008946	Ds_00012571-RA, Ds_00007111-RA, Ds_00007112-RA, Ds_00016048-RA	FUN_041801-T1, FUN_041798-T1
OG0008947	Ds_00008724-RA, Ds_00008726-RA, Ds_00016972-RA	FUN_039138-T1, FUN_039138-T2
OG0008948	Ds_00011560-RA	FUN_048910-T1
OG0008949	Ds_00002694-RA	FUN_003691-T1
OG0008950	Ds_00006012-RA	FUN_020091-T2, FUN_020091-T1
OG0008951	Ds_00008423-RA	FUN_033790-T2, FUN_033790-T1
OG0008954	Ds_00012739-RA	FUN_034798-T1
OG0008955	Ds_00015258-RA	FUN_030128-T1
OG0008956	Ds_00014561-RA	FUN_036317-T1
OG0008957	Ds_00006907-RA	FUN_002430-T4, FUN_002430-T3, FUN_002430-T1, FUN_002430-T2
OG0008958	Ds_00017464-RA	FUN_046635-T1
OG0008959	Ds_00001229-RA	FUN_044437-T1
OG0008960	Ds_00009569-RA	FUN_004689-T1
OG0008961	Ds_00003308-RA	FUN_003875-T1
OG0008962	Ds_00000876-RA	FUN_047621-T1, FUN_019038-T1
OG0008963	Ds_00005199-RA	FUN_027432-T1
OG0008964	Ds_00006699-RA	FUN_045447-T1
OG0008965	Ds_00001822-RA	FUN_046709-T1
OG0008967	Ds_00002776-RA	FUN_021927-T1, FUN_021927-T2
OG0008968	Ds_00003363-RA	FUN_028030-T1
OG0008969	Ds_00013769-RA	FUN_025155-T1
OG0008970	Ds_00014309-RA	FUN_020324-T1
OG0008971	Ds_00012846-RA, Ds_00002950-RA	FUN_047187-T1
OG0008972	Ds_00010070-RA	FUN_049270-T1
OG0008973	Ds_00007523-RA	FUN_007633-T1, FUN_007633-T3, FUN_007633-T4, FUN_007633-T2
OG0008974	Ds_00005144-RA	FUN_033266-T1, FUN_033293-T1, FUN_033236-T1, FUN_033295-T1
OG0008975	Ds_00005083-RA	FUN_015014-T1
OG0008976	Ds_00015378-RA	FUN_012339-T1
OG0008977	Ds_00006694-RA	FUN_049487-T2, FUN_049487-T3, FUN_049487-T1
OG0008978	Ds_00008301-RA	FUN_048936-T3, FUN_048936-T2, FUN_048936-T1
OG0008979	Ds_00017682-RA	FUN_043784-T1
OG0008981	Ds_00017520-RA, Ds_00017521-RA	FUN_028261-T1, FUN_028260-T1
OG0008984	Ds_00007705-RA	FUN_029209-T1
OG0008985	Ds_00005981-RA	FUN_014623-T1
OG0008986	Ds_00012328-RA	FUN_010314-T1, FUN_051254-T1
OG0008987	Ds_00004746-RA	FUN_030432-T1, FUN_019059-T1
OG0008988	Ds_00001182-RA	FUN_015784-T1, FUN_012682-T1, FUN_012681-T1
OG0008989	Ds_00001132-RA	FUN_023834-T1
OG0008991	Ds_00017115-RA	FUN_021001-T1
OG0008992	Ds_00001556-RA	FUN_039563-T1
OG0008994	Ds_00007657-RA	FUN_044027-T1
OG0008995	Ds_00013932-RA	FUN_052659-T2, FUN_052659-T3, FUN_052659-T1
OG0008996	Ds_00000879-RA, Ds_00015111-RA	FUN_036643-T1, FUN_036643-T2
OG0008997	Ds_00010263-RA	FUN_012199-T1, FUN_012199-T3, FUN_012199-T2
OG0008998	Ds_00005435-RA	FUN_012593-T1, FUN_020744-T1
OG0009000	Ds_00004035-RA	FUN_021771-T1
OG0009001	Ds_00003203-RA, Ds_00017450-RA	FUN_042881-T1, FUN_042880-T1, FUN_042879-T1
OG0009002	Ds_00017859-RA	FUN_047630-T1
OG0009004	Ds_00011032-RA	FUN_004785-T1
OG0009005	Ds_00004027-RA	FUN_009211-T1
OG0009006	Ds_00002942-RA	FUN_045940-T1
OG0009007	Ds_00001778-RA	FUN_046579-T1, FUN_011958-T1
OG0009008	Ds_00015130-RA	FUN_011661-T1, FUN_035503-T1, FUN_035504-T1, FUN_008578-T1
OG0009009	Ds_00002914-RA	FUN_037849-T2, FUN_037849-T1
OG0009010	Ds_00004026-RA	FUN_051624-T1
OG0009011	Ds_00013772-RA	FUN_050283-T3, FUN_050283-T2, FUN_050283-T1
OG0009012	Ds_00003833-RA	FUN_025148-T1, FUN_050285-T1, FUN_050284-T1
OG0009013	Ds_00005697-RA	FUN_003456-T1, FUN_003456-T2
OG0009014	Ds_00009703-RA	FUN_025143-T1
OG0009015	Ds_00002888-RA	FUN_048339-T1
OG0009017	Ds_00010748-RA	FUN_053192-T1, FUN_053192-T2
OG0009018	Ds_00016146-RA	FUN_037937-T1, FUN_037937-T2
OG0009019	Ds_00006383-RA, Ds_00015095-RA, Ds_00015094-RA	FUN_014466-T1
OG0009020	Ds_00005427-RA	FUN_012791-T1, FUN_012791-T2
OG0009022	Ds_00004825-RA	FUN_038576-T1
OG0009023	Ds_00002895-RA	FUN_048359-T1
OG0009024	Ds_00004800-RA	FUN_025306-T2, FUN_025306-T1
OG0009025	Ds_00006450-RA	FUN_015117-T1
OG0009026	Ds_00002793-RA	FUN_041212-T1
OG0009028	Ds_00010762-RA	FUN_025324-T1, FUN_031930-T1
OG0009029	Ds_00007652-RA	FUN_023494-T2, FUN_023494-T1
OG0009030	Ds_00005620-RA	FUN_008796-T1, FUN_008797-T1
OG0009031	Ds_00017566-RA	FUN_025707-T1
OG0009032	Ds_00013884-RA	FUN_051639-T1, FUN_041144-T1
OG0009033	Ds_00010968-RA	FUN_017010-T3, FUN_017010-T2, FUN_017010-T1
OG0009035	Ds_00005047-RA	FUN_014825-T1, FUN_014825-T2
OG0009036	Ds_00002899-RA	FUN_048371-T1, FUN_048372-T2, FUN_048372-T1
OG0009037	Ds_00000374-RA	FUN_038496-T1
OG0009038	Ds_00001030-RA	FUN_044966-T2, FUN_044966-T1
OG0009039	Ds_00012575-RA, Ds_00005677-RA	FUN_013723-T1, FUN_008987-T1
OG0009040	Ds_00008967-RA	FUN_045587-T1
OG0009041	Ds_00003900-RA	FUN_051518-T1, FUN_051518-T2
OG0009042	Ds_00014194-RA	FUN_037926-T2, FUN_037926-T1
OG0009043	Ds_00009774-RA	FUN_002235-T1
OG0009044	Ds_00006915-RA	FUN_002467-T1, FUN_002467-T2
OG0009045	Ds_00008041-RA	FUN_020712-T1
OG0009046	Ds_00012075-RA	FUN_013817-T1
OG0009047	Ds_00017572-RA, Ds_00003685-RA	FUN_052428-T1
OG0009048	Ds_00007687-RA	FUN_043406-T1
OG0009049	Ds_00013267-RA	FUN_018423-T1
OG0009050	Ds_00017685-RA, Ds_00010273-RA, Ds_00006873-RA	FUN_039244-T1
OG0009051	Ds_00009110-RA	FUN_023841-T1
OG0009052	Ds_00017169-RA	FUN_013786-T1
OG0009053	Ds_00012524-RA	FUN_037497-T1, FUN_048206-T1
OG0009054	Ds_00001001-RA	FUN_043656-T1
OG0009055	Ds_00014364-RA	FUN_037542-T1
OG0009056	Ds_00006773-RA	FUN_019211-T1
OG0009057	Ds_00011344-RA	FUN_029983-T1
OG0009059	Ds_00017545-RA	FUN_001315-T1, FUN_026967-T1
OG0009060	Ds_00013365-RA	FUN_047171-T1, FUN_047171-T2
OG0009061	Ds_00017870-RA	FUN_024554-T1, FUN_024554-T2
OG0009062	Ds_00002741-RA	FUN_005762-T1
OG0009063	Ds_00012139-RA	FUN_001967-T1
OG0009064	Ds_00013579-RA	FUN_051956-T2, FUN_051956-T3, FUN_051956-T1
OG0009065	Ds_00004622-RA	FUN_033248-T1
OG0009066	Ds_00003805-RA	FUN_010739-T1
OG0009067	Ds_00015535-RA	FUN_036797-T1
OG0009068	Ds_00017757-RA	FUN_024721-T1, FUN_024721-T3, FUN_024721-T2
OG0009069	Ds_00002910-RA	FUN_037830-T1, FUN_048428-T1
OG0009070	Ds_00004142-RA	FUN_021235-T1, FUN_021235-T2
OG0009071	Ds_00017482-RA, Ds_00003808-RA	FUN_047330-T1, FUN_010724-T1
OG0009072	Ds_00015942-RA	FUN_007958-T1, FUN_043250-T1, FUN_027069-T1, FUN_040844-T1, FUN_040843-T1
OG0009073	Ds_00004674-RA	FUN_014534-T1, FUN_014474-T1, FUN_014475-T1
OG0009074	Ds_00013297-RA, Ds_00002136-RA	FUN_046937-T1
OG0009075	Ds_00002098-RA	FUN_007992-T1, FUN_007992-T3, FUN_007992-T2
OG0009076	Ds_00009229-RA	FUN_027121-T2, FUN_027121-T1, FUN_027121-T3
OG0009077	Ds_00003029-RA	FUN_030913-T1
OG0009078	Ds_00011183-RA	FUN_031659-T1
OG0009079	Ds_00017966-RA, Ds_00017921-RA	FUN_052509-T1, FUN_036198-T1
OG0009080	Ds_00007607-RA	FUN_012910-T1
OG0009082	Ds_00011858-RA	FUN_029524-T3, FUN_029524-T1, FUN_029524-T2
OG0009083	Ds_00015646-RA	FUN_007539-T2, FUN_007539-T1
OG0009084	Ds_00006264-RA	FUN_002631-T1
OG0009085	Ds_00009427-RA	FUN_052794-T3, FUN_052794-T1, FUN_030469-T1
OG0009087	Ds_00003115-RA	FUN_046730-T1
OG0009089	Ds_00016423-RA	FUN_018049-T1
OG0009090	Ds_00004146-RA	FUN_023972-T2, FUN_023972-T3, FUN_023972-T1
OG0009092	Ds_00007485-RA	FUN_025622-T2, FUN_025622-T1
OG0009093	Ds_00007100-RA, Ds_00007101-RA	FUN_033229-T1
OG0009094	Ds_00006369-RA	FUN_049635-T1
OG0009095	Ds_00013877-RA	FUN_049959-T1
OG0009096	Ds_00004021-RA	FUN_051608-T1
OG0009097	Ds_00014550-RA	FUN_010305-T1
OG0009097	Ds_00014549-RA	FUN_010304-T1
OG0009099	Ds_00006247-RA	FUN_000165-T1
OG0009100	Ds_00008926-RA, Ds_00008191-RA	FUN_047216-T1, FUN_051723-T2, FUN_051723-T1
OG0009101	Ds_00014169-RA	FUN_040361-T1, FUN_040361-T3
OG0009102	Ds_00017944-RA	FUN_029135-T1
OG0009103	Ds_00011372-RA	FUN_010727-T1
OG0009105	Ds_00008458-RA	FUN_029815-T1
OG0009106	Ds_00017503-RA	FUN_040733-T1
OG0009107	Ds_00010517-RA	FUN_023487-T1, FUN_023492-T1, FUN_033887-T1, FUN_033887-T2
OG0009108	Ds_00000416-RA	FUN_003003-T1
OG0009109	Ds_00002304-RA	FUN_000247-T1
OG0009110	Ds_00016076-RA	FUN_027714-T1, FUN_027714-T3, FUN_027714-T2
OG0009111	Ds_00009301-RA	FUN_015248-T1
OG0009112	Ds_00017054-RA	FUN_045434-T1
OG0009113	Ds_00001379-RA	FUN_017239-T1, FUN_017236-T2, FUN_017236-T1
OG0009114	Ds_00016266-RA	FUN_047457-T1
OG0009115	Ds_00000379-RA	FUN_050984-T1, FUN_010540-T1
OG0009116	Ds_00002740-RA	FUN_005756-T1
OG0009117	Ds_00013916-RA	FUN_026626-T1
OG0009118	Ds_00003837-RA	FUN_030915-T1, FUN_030915-T3, FUN_030915-T2
OG0009119	Ds_00017458-RA	FUN_046794-T1
OG0009120	Ds_00009874-RA	FUN_020184-T1, FUN_033224-T1
OG0009121	Ds_00008153-RA	FUN_041367-T1
OG0009122	Ds_00011074-RA	FUN_016917-T1, FUN_029688-T1
OG0009123	Ds_00013102-RA	FUN_017971-T1
OG0009124	Ds_00004701-RA	FUN_047447-T1
OG0009126	Ds_00005618-RA	FUN_041442-T2, FUN_041442-T1
OG0009127	Ds_00008127-RA	FUN_017412-T1, FUN_017412-T2
OG0009128	Ds_00013492-RA	FUN_016812-T1
OG0009129	Ds_00013136-RA	FUN_038246-T1, FUN_017474-T1, FUN_041495-T2, FUN_041495-T1
OG0009130	Ds_00016069-RA	FUN_034140-T1
OG0009131	Ds_00008399-RA	FUN_023850-T2, FUN_023850-T1, FUN_023850-T3, FUN_033656-T1
OG0009132	Ds_00016591-RA	FUN_017664-T1, FUN_041652-T1
OG0009134	Ds_00006985-RA	FUN_007590-T1
OG0009135	Ds_00001838-RA	FUN_027041-T1, FUN_020600-T1
OG0009136	Ds_00014151-RA	FUN_025409-T1, FUN_039237-T1
OG0009137	Ds_00013106-RA	FUN_017941-T1
OG0009138	Ds_00017394-RA	FUN_031963-T1
OG0009139	Ds_00009272-RA	FUN_029928-T2, FUN_029928-T1
OG0009140	Ds_00016813-RA	FUN_036245-T1, FUN_041981-T1
OG0009141	Ds_00008808-RA, Ds_00008811-RA	FUN_037038-T1
OG0009142	Ds_00009264-RA, Ds_00009262-RA	FUN_029863-T1
OG0009143	Ds_00001902-RA	FUN_031662-T1
OG0009144	Ds_00008448-RA	FUN_042205-T1
OG0009145	Ds_00010622-RA	FUN_047129-T1
OG0009146	Ds_00008108-RA	FUN_041362-T1, FUN_041362-T2
OG0009147	Ds_00003782-RA	FUN_010804-T1
OG0009148	Ds_00008562-RA	FUN_047114-T1
OG0009149	Ds_00005899-RA	FUN_033413-T1
OG0009150	Ds_00009008-RA	FUN_009176-T1, FUN_032312-T1
OG0009151	Ds_00008107-RA	FUN_041515-T1
OG0009152	Ds_00002802-RA	FUN_017287-T1, FUN_017287-T2, FUN_041263-T1
OG0009153	Ds_00015442-RA	FUN_009290-T1
OG0009154	Ds_00017508-RA	FUN_001692-T1
OG0009155	Ds_00004870-RA, Ds_00013096-RA	FUN_041759-T1, FUN_041759-T2
OG0009157	Ds_00015228-RA	FUN_009792-T2, FUN_009792-T1
OG0009158	Ds_00009384-RA	FUN_001461-T1
OG0009159	Ds_00017274-RA	FUN_049499-T1
OG0009160	Ds_00015635-RA	FUN_015254-T1
OG0009161	Ds_00006492-RA	FUN_033326-T1
OG0009162	Ds_00006733-RA	FUN_029808-T2, FUN_029808-T3, FUN_029808-T1
OG0009163	Ds_00008576-RA	FUN_020141-T1
OG0009164	Ds_00003288-RA	FUN_025076-T1, FUN_025076-T2
OG0009167	Ds_00011427-RA	FUN_047504-T3, FUN_047504-T2
OG0009169	Ds_00017142-RA	FUN_045430-T4, FUN_045430-T1, FUN_045430-T5, FUN_045430-T3, FUN_045430-T2
OG0009170	Ds_00007015-RA	FUN_026537-T1
OG0009171	Ds_00008476-RA	FUN_029908-T1, FUN_016557-T1
OG0009173	Ds_00008551-RA	FUN_033435-T1
OG0009174	Ds_00001401-RA	FUN_027035-T1
OG0009175	Ds_00014134-RA	FUN_011860-T1
OG0009176	Ds_00008565-RA	FUN_033524-T1
OG0009177	Ds_00009156-RA	FUN_004056-T1, FUN_023409-T1
OG0009178	Ds_00004915-RA	FUN_041559-T1, FUN_041559-T3, FUN_041559-T2
OG0009179	Ds_00008948-RA	FUN_011762-T2, FUN_011762-T1
OG0009180	Ds_00007152-RA	FUN_011287-T2, FUN_011287-T1, FUN_011287-T3, FUN_011287-T4
OG0009181	Ds_00007400-RA	FUN_017939-T1
OG0009182	Ds_00013273-RA	FUN_041302-T1, FUN_017329-T1
OG0009185	Ds_00005443-RA, Ds_00002919-RA	FUN_048455-T1
OG0009190	Ds_00017187-RA, Ds_00009733-RA, Ds_00012422-RA	FUN_011398-T1
OG0009191	Ds_00011428-RA	FUN_010977-T1, FUN_047512-T1
OG0009193	Ds_00000587-RA	FUN_024301-T2, FUN_024301-T1
OG0009195	Ds_00002763-RA	FUN_017814-T1
OG0009198	Ds_00012827-RA	FUN_016930-T1
OG0009200	Ds_00016405-RA	FUN_013874-T2, FUN_013874-T1
OG0009201	Ds_00003222-RA	FUN_001239-T1
OG0009202	Ds_00007110-RA	FUN_020205-T1
OG0009203	Ds_00003976-RA	FUN_035936-T1, FUN_052254-T1
OG0009204	Ds_00008915-RA	FUN_051681-T1, FUN_051681-T2, FUN_051681-T3
OG0009205	Ds_00011696-RA	FUN_019662-T1
OG0009207	Ds_00014431-RA	FUN_035960-T1, FUN_045419-T1, FUN_004504-T1, FUN_035958-T1
OG0009213	Ds_00014004-RA, Ds_00006792-RA	FUN_037824-T1, FUN_037825-T1, FUN_037823-T1, FUN_037822-T1, FUN_037820-T1, FUN_027717-T1, FUN_027716-T1, FUN_045767-T1, FUN_045762-T1, FUN_013625-T1, FUN_004081-T1
OG0009220	Ds_00016929-RA	FUN_007521-T1, FUN_010055-T1, FUN_021367-T1, FUN_022576-T1, FUN_053131-T1, FUN_007753-T1, FUN_012388-T1, FUN_049988-T1, FUN_002966-T1, FUN_029299-T1, FUN_016409-T1, FUN_029184-T1, FUN_049987-T1, FUN_000454-T1, FUN_016651-T1, FUN_019306-T1, FUN_035840-T1, FUN_050677-T1
OG0009255	Ds_00007109-RA	FUN_014330-T1
OG0009256	Ds_00013939-RA	FUN_036368-T1
OG0009257	Ds_00015541-RA	FUN_024764-T1
OG0009258	Ds_00006415-RA	FUN_015241-T1
OG0009260	Ds_00009593-RA, Ds_00010992-RA	FUN_004603-T1
