Orthogroup	D_spatulata.proteins	A_vesiculosa.proteins
OG0008598	Ds_00012415-RA	Av_00022918-RA, Av_00019404-RA, Av_00022917-RA
OG0008600	Ds_00013681-RA	Av_00024233-RA
OG0008601	Ds_00001124-RA	Av_00001391-RA
OG0008602	Ds_00008481-RA	Av_00002238-RA
OG0008603	Ds_00006313-RA	Av_00020364-RA
OG0008604	Ds_00004997-RA	Av_00013530-RA, Av_00001557-RA
OG0008605	Ds_00010111-RA	Av_00022436-RA
OG0008606	Ds_00016753-RA	Av_00006976-RA
OG0008607	Ds_00013540-RA	Av_00011404-RA, Av_00015946-RA
OG0008608	Ds_00006043-RA	Av_00004351-RA, Av_00008172-RA
OG0008608	Ds_00005491-RA	Av_00011910-RA
OG0008610	Ds_00011684-RA	Av_00019570-RA
OG0008611	Ds_00004556-RA	Av_00023844-RA
OG0008612	Ds_00005039-RA	Av_00002158-RA
OG0008613	Ds_00016284-RA	Av_00002288-RA
OG0008615	Ds_00009333-RA	Av_00008059-RA
OG0008617	Ds_00004241-RA	Av_00000859-RA
OG0008618	Ds_00015953-RA, Ds_00014212-RA	Av_00009087-RA, Av_00015578-RA
OG0008619	Ds_00007132-RA, Ds_00003060-RA	Av_00019643-RA, Av_00023145-RA
OG0008620	Ds_00013946-RA	Av_00006995-RA
OG0008621	Ds_00014866-RA	Av_00002805-RA, Av_00019589-RA
OG0008622	Ds_00000856-RA	Av_00020452-RA, Av_00013147-RA
OG0008623	Ds_00003098-RA	Av_00017811-RA
OG0008624	Ds_00006877-RA	Av_00005987-RA, Av_00005593-RA
OG0008625	Ds_00003895-RA	Av_00021025-RA
OG0008627	Ds_00007801-RA	Av_00001421-RA, Av_00017199-RA
OG0008630	Ds_00007524-RA	Av_00017669-RA
OG0008631	Ds_00006395-RA	Av_00018051-RA
OG0008632	Ds_00006177-RA	Av_00016765-RA
OG0008633	Ds_00013881-RA	Av_00005153-RA
OG0008634	Ds_00005063-RA	Av_00002136-RA, Av_00023898-RA
OG0008635	Ds_00010160-RA	Av_00017165-RA
OG0008636	Ds_00017716-RA	Av_00006748-RA, Av_00000728-RA
OG0008637	Ds_00005807-RA, Ds_00011205-RA, Ds_00007611-RA	Av_00019626-RA, Av_00021796-RA
OG0008639	Ds_00017958-RA	Av_00001592-RA
OG0008640	Ds_00005062-RA	Av_00013515-RA
OG0008641	Ds_00003164-RA, Ds_00014678-RA	Av_00000607-RA, Av_00019234-RA
OG0008642	Ds_00006938-RA	Av_00021216-RA
OG0008643	Ds_00002635-RA	Av_00010247-RA, Av_00012838-RA
OG0008646	Ds_00007429-RA	Av_00021281-RA, Av_00009739-RA
OG0008648	Ds_00006062-RA	Av_00013674-RA, Av_00006493-RA
OG0008649	Ds_00011625-RA, Ds_00015491-RA, Ds_00011626-RA	Av_00013337-RA
OG0008650	Ds_00005714-RA	Av_00008064-RA, Av_00006747-RA
OG0008652	Ds_00007440-RA	Av_00010857-RA, Av_00003398-RA, Av_00022639-RA
OG0008653	Ds_00014587-RA	Av_00018515-RA
OG0008654	Ds_00007443-RA	Av_00009743-RA, Av_00021272-RA
OG0008655	Ds_00005102-RA	Av_00017048-RA
OG0008656	Ds_00000389-RA	Av_00006245-RA, Av_00017584-RA, Av_00006244-RA
OG0008657	Ds_00013964-RA	Av_00007004-RA
OG0008658	Ds_00014368-RA, Ds_00014369-RA	Av_00018731-RA
OG0008660	Ds_00010081-RA	Av_00019682-RA
OG0008661	Ds_00010323-RA	Av_00002865-RA
OG0008662	Ds_00006236-RA	Av_00016124-RA, Av_00016086-RA
OG0008664	Ds_00016764-RA	Av_00017832-RA
OG0008666	Ds_00007024-RA	Av_00016106-RA, Av_00016110-RA
OG0008667	Ds_00013707-RA	Av_00015704-RA
OG0008668	Ds_00001245-RA	Av_00017375-RA
OG0008669	Ds_00007450-RA, Ds_00014746-RA	Av_00006112-RA
OG0008670	Ds_00001836-RA	Av_00007815-RA
OG0008671	Ds_00003914-RA	Av_00006656-RA, Av_00015119-RA
OG0008672	Ds_00012402-RA	Av_00019105-RA
OG0008673	Ds_00015638-RA	Av_00020859-RA
OG0008674	Ds_00000036-RA, Ds_00008125-RA	Av_00023243-RA
OG0008675	Ds_00006312-RA	Av_00022858-RA
OG0008677	Ds_00014755-RA	Av_00006992-RA, Av_00011849-RA
OG0008678	Ds_00009352-RA	Av_00022199-RA, Av_00020572-RA, Av_00006740-RA
OG0008680	Ds_00003251-RA	Av_00013539-RA
OG0008682	Ds_00016832-RA	Av_00004936-RA
OG0008683	Ds_00006089-RA	Av_00001189-RA
OG0008684	Ds_00002692-RA, Ds_00002693-RA	Av_00019625-RA
OG0008685	Ds_00000817-RA	Av_00014472-RA
OG0008686	Ds_00009322-RA, Ds_00005036-RA, Ds_00009324-RA	Av_00001566-RA
OG0008688	Ds_00015683-RA	Av_00017324-RA
OG0008690	Ds_00007464-RA, Ds_00015036-RA	Av_00012109-RA, Av_00009012-RA
OG0008691	Ds_00006665-RA	Av_00008101-RA, Av_00014885-RA
OG0008692	Ds_00014747-RA, Ds_00007997-RA	Av_00001207-RA, Av_00014403-RA, Av_00014905-RA
OG0008693	Ds_00004704-RA	Av_00005704-RA, Av_00003860-RA, Av_00005019-RA
OG0008694	Ds_00001846-RA	Av_00024460-RA
OG0008695	Ds_00006447-RA	Av_00012865-RA, Av_00012864-RA, Av_00002026-RA
OG0008697	Ds_00005460-RA	Av_00024828-RA, Av_00003294-RA
OG0008698	Ds_00003040-RA	Av_00003754-RA, Av_00007418-RA
OG0008699	Ds_00009916-RA	Av_00022405-RA, Av_00019144-RA, Av_00022404-RA
OG0008700	Ds_00012850-RA	Av_00007407-RA
OG0008701	Ds_00002011-RA	Av_00021351-RA
OG0008702	Ds_00011948-RA	Av_00011528-RA, Av_00000120-RA
OG0008703	Ds_00013401-RA	Av_00011666-RA
OG0008704	Ds_00001477-RA	Av_00021594-RA, Av_00016338-RA, Av_00012512-RA
OG0008705	Ds_00000164-RA	Av_00017582-RA, Av_00006241-RA
OG0008706	Ds_00002502-RA	Av_00010803-RA, Av_00010220-RA
OG0008707	Ds_00007955-RA	Av_00004484-RA
OG0008708	Ds_00017843-RA	Av_00012885-RA, Av_00013568-RA, Av_00002048-RA
OG0008709	Ds_00010891-RA	Av_00009350-RA, Av_00012459-RA
OG0008710	Ds_00005426-RA	Av_00012480-RA, Av_00016383-RA
OG0008711	Ds_00012242-RA	Av_00004767-RA
OG0008712	Ds_00002931-RA	Av_00017785-RA
OG0008713	Ds_00003991-RA	Av_00006949-RA
OG0008714	Ds_00011203-RA	Av_00015362-RA, Av_00000403-RA
OG0008715	Ds_00012184-RA	Av_00007303-RA, Av_00019034-RA
OG0008716	Ds_00017827-RA	Av_00005626-RA
OG0008717	Ds_00011991-RA	Av_00021619-RA, Av_00009025-RA
OG0008718	Ds_00001465-RA	Av_00016317-RA, Av_00011705-RA
OG0008719	Ds_00006742-RA	Av_00017914-RA
OG0008720	Ds_00001621-RA	Av_00000066-RA
OG0008722	Ds_00008921-RA	Av_00004519-RA, Av_00004536-RA
OG0008723	Ds_00011855-RA	Av_00007735-RA, Av_00000285-RA, Av_00017952-RA
OG0008724	Ds_00013046-RA	Av_00018742-RA, Av_00008843-RA
OG0008725	Ds_00004520-RA	Av_00005621-RA
OG0008726	Ds_00001598-RA	Av_00003165-RA
OG0008729	Ds_00006137-RA	Av_00016750-RA, Av_00020334-RA
OG0008730	Ds_00017825-RA, Ds_00016702-RA	Av_00001921-RA, Av_00018979-RA
OG0008731	Ds_00013060-RA	Av_00000524-RA, Av_00017176-RA
OG0008732	Ds_00007028-RA	Av_00001369-RA
OG0008733	Ds_00011301-RA	Av_00021103-RA, Av_00009900-RA
OG0008734	Ds_00000618-RA	Av_00007912-RA
OG0008735	Ds_00009399-RA	Av_00017917-RA, Av_00001977-RA
OG0008736	Ds_00013410-RA	Av_00015335-RA, Av_00000425-RA
OG0008737	Ds_00015757-RA	Av_00024469-RA
OG0008738	Ds_00002234-RA	Av_00013381-RA
OG0008739	Ds_00014463-RA	Av_00018976-RA, Av_00001926-RA
OG0008740	Ds_00016142-RA	Av_00003190-RA, Av_00013884-RA, Av_00015243-RA
OG0008741	Ds_00013421-RA	Av_00025107-RA
OG0008742	Ds_00009413-RA	Av_00015908-RA, Av_00025000-RA
OG0008743	Ds_00002517-RA	Av_00009998-RA
OG0008744	Ds_00001945-RA	Av_00000340-RA, Av_00021669-RA
OG0008746	Ds_00009173-RA	Av_00017327-RA, Av_00012251-RA
OG0008747	Ds_00004816-RA	Av_00014085-RA
OG0008749	Ds_00015321-RA	Av_00012286-RA, Av_00004423-RA
OG0008750	Ds_00011923-RA	Av_00020187-RA
OG0008751	Ds_00003967-RA	Av_00006615-RA, Av_00016493-RA
OG0008752	Ds_00017567-RA	Av_00009022-RA
OG0008753	Ds_00011129-RA	Av_00022819-RA
OG0008754	Ds_00014871-RA	Av_00015804-RA
OG0008757	Ds_00010542-RA	Av_00007564-RA
OG0008759	Ds_00016481-RA	Av_00010895-RA
OG0008760	Ds_00002415-RA	Av_00007992-RA
OG0008761	Ds_00008922-RA	Av_00009759-RA, Av_00008801-RA
OG0008762	Ds_00003972-RA	Av_00006613-RA, Av_00016495-RA
OG0008763	Ds_00009343-RA	Av_00003491-RA, Av_00020298-RA
OG0008764	Ds_00014771-RA	Av_00010926-RA
OG0008765	Ds_00002266-RA	Av_00023003-RA
OG0008766	Ds_00015966-RA	Av_00004420-RA
OG0008767	Ds_00000034-RA	Av_00009875-RA
OG0008768	Ds_00000363-RA	Av_00011343-RA
OG0008770	Ds_00011947-RA	Av_00008375-RA, Av_00020499-RA, Av_00000121-RA
OG0008771	Ds_00009797-RA	Av_00016438-RA
OG0008772	Ds_00002911-RA	Av_00017808-RA, Av_00022481-RA
OG0008773	Ds_00014766-RA	Av_00003186-RA
OG0008774	Ds_00016291-RA	Av_00019871-RA
OG0008775	Ds_00001545-RA	Av_00000101-RA
OG0008776	Ds_00001985-RA	Av_00003842-RA, Av_00005030-RA
OG0008777	Ds_00012855-RA	Av_00020962-RA
OG0008779	Ds_00007582-RA	Av_00002370-RA
OG0008780	Ds_00016583-RA	Av_00017529-RA
OG0008781	Ds_00015408-RA	Av_00016414-RA
OG0008782	Ds_00005265-RA	Av_00019132-RA
OG0008783	Ds_00015903-RA	Av_00014122-RA, Av_00005632-RA
OG0008784	Ds_00004018-RA	Av_00006585-RA
OG0008785	Ds_00008305-RA	Av_00008507-RA
OG0008787	Ds_00013890-RA	Av_00000219-RA
OG0008788	Ds_00007792-RA, Ds_00015345-RA	Av_00014003-RA
OG0008789	Ds_00012757-RA	Av_00018478-RA
OG0008790	Ds_00014617-RA	Av_00010362-RA, Av_00014529-RA
OG0008791	Ds_00010188-RA	Av_00014119-RA
OG0008792	Ds_00002592-RA, Ds_00008141-RA	Av_00010088-RA
OG0008793	Ds_00002202-RA	Av_00002441-RA
OG0008795	Ds_00001176-RA	Av_00019714-RA
OG0008796	Ds_00003313-RA	Av_00007093-RA
OG0008799	Ds_00002214-RA	Av_00015771-RA
OG0008800	Ds_00004242-RA	Av_00020054-RA
OG0008801	Ds_00013309-RA	Av_00012341-RA
OG0008802	Ds_00001166-RA	Av_00017439-RA
OG0008803	Ds_00010626-RA, Ds_00010625-RA	Av_00012445-RA
OG0008804	Ds_00001385-RA	Av_00010682-RA, Av_00018592-RA
OG0008805	Ds_00008646-RA	Av_00009227-RA
OG0008806	Ds_00017204-RA	Av_00017753-RA, Av_00004764-RA, Av_00006201-RA
OG0008808	Ds_00011748-RA	Av_00000174-RA
OG0008809	Ds_00001146-RA, Ds_00016329-RA	Av_00022312-RA
OG0008810	Ds_00002428-RA	Av_00018157-RA
OG0008811	Ds_00004813-RA	Av_00020403-RA
OG0008812	Ds_00008243-RA	Av_00023425-RA
OG0008813	Ds_00009941-RA	Av_00010073-RA, Av_00014324-RA
OG0008814	Ds_00013303-RA	Av_00024462-RA, Av_00007141-RA
OG0008815	Ds_00015084-RA	Av_00005931-RA
OG0008816	Ds_00006363-RA	Av_00019868-RA
OG0008817	Ds_00015212-RA	Av_00008726-RA, Av_00023134-RA
OG0008818	Ds_00001279-RA, Ds_00001278-RA	Av_00010440-RA, Av_00014593-RA
OG0008819	Ds_00017230-RA	Av_00003006-RA
OG0008820	Ds_00016453-RA	Av_00012321-RA, Av_00004495-RA
OG0008822	Ds_00003373-RA	Av_00021255-RA
OG0008823	Ds_00014669-RA	Av_00019949-RA
OG0008824	Ds_00005916-RA	Av_00000916-RA
OG0008825	Ds_00012950-RA	Av_00001601-RA, Av_00009161-RA
OG0008827	Ds_00007199-RA	Av_00003995-RA
OG0008828	Ds_00014250-RA	Av_00012778-RA, Av_00006229-RA
OG0008829	Ds_00012958-RA	Av_00001603-RA, Av_00009376-RA
OG0008830	Ds_00012968-RA	Av_00014766-RA
OG0008831	Ds_00016233-RA, Ds_00009092-RA, Ds_00016232-RA	Av_00017740-RA
OG0008835	Ds_00007951-RA	Av_00009835-RA
OG0008836	Ds_00002696-RA	Av_00018807-RA
OG0008837	Ds_00015935-RA	Av_00003242-RA
OG0008839	Ds_00007655-RA	Av_00010349-RA
OG0008840	Ds_00014234-RA	Av_00004685-RA, Av_00018275-RA, Av_00010101-RA
OG0008842	Ds_00009629-RA	Av_00012143-RA
OG0008843	Ds_00016449-RA	Av_00023427-RA
OG0008844	Ds_00003437-RA	Av_00012305-RA, Av_00004410-RA
OG0008845	Ds_00013451-RA	Av_00017179-RA
OG0008846	Ds_00003922-RA	Av_00016621-RA
OG0008848	Ds_00001776-RA	Av_00023200-RA
OG0008849	Ds_00016992-RA	Av_00023646-RA, Av_00017134-RA
OG0008851	Ds_00016921-RA	Av_00008018-RA
OG0008856	Ds_00004935-RA	Av_00018654-RA, Av_00008393-RA
OG0008857	Ds_00000196-RA	Av_00008906-RA
OG0008858	Ds_00000444-RA	Av_00016807-RA
OG0008859	Ds_00006680-RA, Ds_00011802-RA	Av_00015070-RA, Av_00006116-RA, Av_00017667-RA
OG0008861	Ds_00010167-RA	Av_00024415-RA, Av_00017162-RA
OG0008863	Ds_00011272-RA, Ds_00004851-RA	Av_00020399-RA
OG0008864	Ds_00002408-RA	Av_00004135-RA
OG0008865	Ds_00016859-RA	Av_00023595-RA, Av_00004476-RA
OG0008867	Ds_00007272-RA	Av_00021631-RA
OG0008868	Ds_00007629-RA	Av_00018110-RA
OG0008869	Ds_00000723-RA	Av_00020747-RA
OG0008871	Ds_00016579-RA, Ds_00016578-RA	Av_00018583-RA
OG0008872	Ds_00012345-RA	Av_00004783-RA
OG0008873	Ds_00013278-RA	Av_00015555-RA
OG0008874	Ds_00002862-RA	Av_00024175-RA, Av_00024899-RA
OG0008876	Ds_00005119-RA, Ds_00009596-RA	Av_00022742-RA
OG0008879	Ds_00012355-RA	Av_00001608-RA
OG0008879	Ds_00012965-RA	Av_00001609-RA, Av_00009381-RA
OG0008882	Ds_00010805-RA	Av_00015805-RA
OG0008883	Ds_00012944-RA	Av_00009370-RA
OG0008884	Ds_00003408-RA	Av_00021247-RA, Av_00023856-RA
OG0008885	Ds_00002127-RA	Av_00014549-RA, Av_00010385-RA
OG0008887	Ds_00012848-RA, Ds_00010414-RA	Av_00004138-RA
OG0008888	Ds_00000445-RA	Av_00005169-RA
OG0008889	Ds_00000774-RA	Av_00008014-RA
OG0008890	Ds_00017902-RA	Av_00023078-RA
OG0008891	Ds_00013618-RA	Av_00010057-RA
OG0008893	Ds_00000249-RA	Av_00019520-RA
OG0008895	Ds_00004231-RA	Av_00020212-RA
OG0008896	Ds_00005282-RA	Av_00004768-RA
OG0008897	Ds_00007681-RA, Ds_00007663-RA	Av_00013059-RA, Av_00018896-RA
OG0008898	Ds_00007558-RA	Av_00017180-RA
OG0008899	Ds_00011499-RA	Av_00021410-RA, Av_00005880-RA
OG0008900	Ds_00011012-RA	Av_00012668-RA
OG0008901	Ds_00010449-RA	Av_00013629-RA, Av_00008251-RA
OG0008902	Ds_00017422-RA	Av_00003013-RA
OG0008903	Ds_00016562-RA	Av_00000485-RA, Av_00022367-RA
OG0008906	Ds_00004890-RA	Av_00023896-RA
OG0008908	Ds_00015395-RA	Av_00005541-RA, Av_00006042-RA
OG0008909	Ds_00014793-RA	Av_00004049-RA
OG0008910	Ds_00012269-RA	Av_00017742-RA
OG0008912	Ds_00005486-RA	Av_00008173-RA
OG0008914	Ds_00011580-RA	Av_00008517-RA, Av_00021074-RA
OG0008915	Ds_00008268-RA	Av_00023511-RA
OG0008916	Ds_00000816-RA	Av_00022125-RA
OG0008917	Ds_00006073-RA	Av_00006499-RA, Av_00013686-RA
OG0008918	Ds_00005986-RA	Av_00001159-RA
OG0008919	Ds_00014570-RA	Av_00020702-RA
OG0008920	Ds_00003258-RA	Av_00003559-RA
OG0008921	Ds_00008773-RA	Av_00013474-RA
OG0008921	Ds_00004135-RA	Av_00020166-RA
OG0008922	Ds_00012672-RA	Av_00023037-RA
OG0008923	Ds_00016769-RA	Av_00020078-RA, Av_00015447-RA
OG0008924	Ds_00001509-RA, Ds_00010898-RA	Av_00024007-RA, Av_00024208-RA
OG0008925	Ds_00011158-RA	Av_00006006-RA
OG0008926	Ds_00009961-RA	Av_00009169-RA
OG0008927	Ds_00011729-RA	Av_00019730-RA
OG0008928	Ds_00001004-RA	Av_00009631-RA
OG0008929	Ds_00004096-RA	Av_00012765-RA, Av_00006218-RA, Av_00018528-RA, Av_00012690-RA
OG0008930	Ds_00005273-RA	Av_00004761-RA, Av_00016951-RA
OG0008931	Ds_00012316-RA	Av_00010763-RA
OG0008932	Ds_00008089-RA	Av_00011583-RA
OG0008933	Ds_00016227-RA	Av_00004774-RA
OG0008935	Ds_00005205-RA	Av_00010148-RA
OG0008937	Ds_00002286-RA	Av_00023627-RA
OG0008938	Ds_00006371-RA	Av_00000155-RA
OG0008939	Ds_00010032-RA	Av_00023721-RA
OG0008940	Ds_00012274-RA	Av_00015932-RA
OG0008941	Ds_00011082-RA	Av_00003954-RA
OG0008942	Ds_00015581-RA, Ds_00015796-RA	Av_00012619-RA
OG0008943	Ds_00005723-RA, Ds_00003691-RA	Av_00014350-RA, Av_00014273-RA
OG0008944	Ds_00010927-RA	Av_00000390-RA
OG0008946	Ds_00009518-RA	Av_00013090-RA
OG0008946	Ds_00012571-RA, Ds_00007111-RA, Ds_00007112-RA, Ds_00016048-RA	Av_00019608-RA, Av_00001450-RA
OG0008947	Ds_00008724-RA, Ds_00008726-RA, Ds_00016972-RA	Av_00023829-RA, Av_00020016-RA
OG0008948	Ds_00011560-RA	Av_00007331-RA, Av_00013278-RA
OG0008949	Ds_00002694-RA	Av_00017150-RA, Av_00014444-RA, Av_00018806-RA
OG0008950	Ds_00006012-RA	Av_00014358-RA
OG0008951	Ds_00008423-RA	Av_00007590-RA
OG0008952	Ds_00015583-RA	Av_00002946-RA
OG0008955	Ds_00015258-RA	Av_00012003-RA, Av_00003881-RA
OG0008956	Ds_00014561-RA	Av_00014408-RA
OG0008957	Ds_00006907-RA	Av_00001301-RA
OG0008958	Ds_00017464-RA	Av_00002366-RA, Av_00017218-RA
OG0008959	Ds_00001229-RA	Av_00018486-RA, Av_00019013-RA, Av_00023799-RA
OG0008960	Ds_00009569-RA	Av_00022343-RA, Av_00014469-RA
OG0008962	Ds_00000876-RA	Av_00018375-RA
OG0008963	Ds_00005199-RA	Av_00014267-RA
OG0008964	Ds_00006699-RA	Av_00005800-RA
OG0008965	Ds_00001822-RA	Av_00002338-RA, Av_00007830-RA
OG0008967	Ds_00002776-RA	Av_00023639-RA
OG0008968	Ds_00003363-RA	Av_00008234-RA
OG0008969	Ds_00013769-RA	Av_00017660-RA, Av_00008944-RA
OG0008970	Ds_00014309-RA	Av_00002967-RA
OG0008971	Ds_00012846-RA	Av_00020493-RA
OG0008971	Ds_00002950-RA	Av_00019185-RA
OG0008972	Ds_00010070-RA	Av_00013348-RA
OG0008973	Ds_00007523-RA	Av_00020731-RA
OG0008974	Ds_00005144-RA	Av_00024819-RA
OG0008975	Ds_00005083-RA	Av_00000577-RA
OG0008976	Ds_00015378-RA	Av_00005964-RA
OG0008977	Ds_00006694-RA	Av_00003956-RA
OG0008978	Ds_00008301-RA	Av_00021061-RA, Av_00008508-RA
OG0008979	Ds_00017682-RA	Av_00023368-RA
OG0008981	Ds_00017520-RA, Ds_00017521-RA	Av_00012644-RA, Av_00017184-RA
OG0008984	Ds_00007705-RA	Av_00019963-RA
OG0008985	Ds_00005981-RA	Av_00001153-RA, Av_00014349-RA
OG0008986	Ds_00012328-RA	Av_00000795-RA
OG0008987	Ds_00004746-RA	Av_00010046-RA
OG0008988	Ds_00001182-RA	Av_00022518-RA
OG0008989	Ds_00001132-RA	Av_00013110-RA
OG0008991	Ds_00017115-RA	Av_00023241-RA
OG0008992	Ds_00001556-RA	Av_00021113-RA, Av_00021112-RA, Av_00003133-RA, Av_00014016-RA
OG0008993	Ds_00002721-RA	Av_00000664-RA, Av_00023728-RA
OG0008994	Ds_00013505-RA	Av_00022025-RA
OG0008995	Ds_00013932-RA	Av_00011847-RA
OG0008996	Ds_00000879-RA	Av_00024188-RA
OG0008996	Ds_00015111-RA	Av_00005916-RA
OG0008997	Ds_00010263-RA	Av_00010624-RA
OG0008998	Ds_00005435-RA	Av_00014818-RA, Av_00022743-RA, Av_00022950-RA
OG0009000	Ds_00004035-RA	Av_00011795-RA
OG0009001	Ds_00003203-RA, Ds_00017450-RA	Av_00007453-RA, Av_00003718-RA
OG0009002	Ds_00017859-RA	Av_00017508-RA
OG0009004	Ds_00011032-RA	Av_00024788-RA
OG0009005	Ds_00004027-RA	Av_00006120-RA
OG0009006	Ds_00002942-RA	Av_00024287-RA, Av_00003085-RA
OG0009007	Ds_00001778-RA	Av_00002384-RA, Av_00018402-RA
OG0009008	Ds_00015130-RA	Av_00022086-RA
OG0009009	Ds_00002914-RA	Av_00022286-RA
OG0009010	Ds_00004026-RA	Av_00011802-RA
OG0009011	Ds_00013772-RA	Av_00009269-RA
OG0009013	Ds_00005697-RA	Av_00000741-RA
OG0009014	Ds_00009703-RA	Av_00008947-RA, Av_00009270-RA, Av_00015010-RA
OG0009015	Ds_00002888-RA	Av_00013974-RA, Av_00003284-RA
OG0009017	Ds_00010748-RA	Av_00002636-RA
OG0009018	Ds_00016146-RA	Av_00011466-RA
OG0009019	Ds_00006383-RA, Ds_00015095-RA, Ds_00015094-RA	Av_00020650-RA, Av_00000620-RA
OG0009020	Ds_00005427-RA	Av_00014821-RA, Av_00014822-RA
OG0009022	Ds_00004825-RA	Av_00006487-RA, Av_00013666-RA
OG0009023	Ds_00002895-RA	Av_00008581-RA, Av_00014618-RA
OG0009024	Ds_00004800-RA	Av_00017204-RA
OG0009025	Ds_00006450-RA	Av_00017043-RA
OG0009026	Ds_00002793-RA, Ds_00002792-RA	Av_00005428-RA
OG0009028	Ds_00010762-RA	Av_00021827-RA, Av_00012237-RA
OG0009029	Ds_00007652-RA	Av_00009963-RA
OG0009030	Ds_00005620-RA	Av_00009471-RA
OG0009031	Ds_00017566-RA	Av_00009024-RA, Av_00021618-RA
OG0009032	Ds_00013884-RA	Av_00021846-RA
OG0009033	Ds_00010968-RA	Av_00001839-RA, Av_00013720-RA
OG0009035	Ds_00005047-RA	Av_00002148-RA
OG0009036	Ds_00002899-RA	Av_00014617-RA, Av_00008580-RA
OG0009037	Ds_00000374-RA	Av_00009899-RA
OG0009038	Ds_00001030-RA	Av_00024082-RA
OG0009039	Ds_00012575-RA, Ds_00005677-RA	Av_00009200-RA, Av_00014789-RA
OG0009040	Ds_00008967-RA	Av_00019091-RA
OG0009041	Ds_00003900-RA	Av_00016202-RA
OG0009042	Ds_00014194-RA	Av_00011461-RA
OG0009043	Ds_00009774-RA	Av_00022465-RA
OG0009044	Ds_00006915-RA	Av_00016267-RA
OG0009045	Ds_00008041-RA	Av_00024593-RA
OG0009046	Ds_00012075-RA	Av_00020607-RA
OG0009047	Ds_00017572-RA, Ds_00003685-RA	Av_00006927-RA, Av_00021045-RA, Av_00006652-RA
OG0009049	Ds_00013267-RA	Av_00003976-RA
OG0009050	Ds_00017685-RA, Ds_00010273-RA, Ds_00006873-RA	Av_00010627-RA
OG0009051	Ds_00009110-RA	Av_00007602-RA
OG0009052	Ds_00017169-RA	Av_00017589-RA
OG0009053	Ds_00012524-RA	Av_00013961-RA
OG0009055	Ds_00014364-RA	Av_00008855-RA, Av_00018728-RA
OG0009056	Ds_00006773-RA	Av_00002009-RA
OG0009057	Ds_00011344-RA	Av_00023392-RA, Av_00013648-RA
OG0009059	Ds_00017545-RA	Av_00019349-RA
OG0009060	Ds_00013365-RA	Av_00012362-RA, Av_00004526-RA
OG0009061	Ds_00017870-RA	Av_00000858-RA
OG0009062	Ds_00002741-RA	Av_00019637-RA
OG0009063	Ds_00012139-RA	Av_00004259-RA, Av_00004626-RA
OG0009064	Ds_00013579-RA	Av_00004282-RA, Av_00007270-RA, Av_00018304-RA
OG0009065	Ds_00004622-RA	Av_00000596-RA, Av_00019219-RA
OG0009066	Ds_00003805-RA	Av_00013845-RA
OG0009067	Ds_00015535-RA	Av_00016644-RA, Av_00014863-RA, Av_00006956-RA, Av_00011803-RA
OG0009068	Ds_00017757-RA	Av_00001141-RA
OG0009069	Ds_00002910-RA	Av_00024038-RA, Av_00017809-RA
OG0009070	Ds_00004142-RA	Av_00014283-RA, Av_00010132-RA
OG0009071	Ds_00017482-RA	Av_00017648-RA, Av_00010476-RA
OG0009071	Ds_00003808-RA	Av_00001698-RA, Av_00013842-RA
OG0009072	Ds_00015942-RA	Av_00020804-RA
OG0009073	Ds_00004674-RA	Av_00020644-RA, Av_00000616-RA
OG0009074	Ds_00013297-RA, Ds_00002136-RA	Av_00013826-RA
OG0009075	Ds_00002098-RA	Av_00005470-RA
OG0009077	Ds_00003029-RA	Av_00017032-RA
OG0009078	Ds_00011183-RA	Av_00008975-RA
OG0009079	Ds_00017966-RA, Ds_00017921-RA	Av_00022462-RA, Av_00023951-RA, Av_00011161-RA
OG0009080	Ds_00007607-RA	Av_00006718-RA, Av_00024351-RA, Av_00021749-RA
OG0009081	Ds_00000745-RA	Av_00018132-RA
OG0009082	Ds_00011858-RA	Av_00013410-RA, Av_00023106-RA
OG0009083	Ds_00015646-RA	Av_00017067-RA
OG0009084	Ds_00006264-RA	Av_00016243-RA
OG0009085	Ds_00009427-RA	Av_00020442-RA
OG0009089	Ds_00016423-RA	Av_00011123-RA, Av_00011124-RA
OG0009090	Ds_00004146-RA	Av_00010127-RA
OG0009092	Ds_00007485-RA	Av_00012100-RA
OG0009093	Ds_00007100-RA	Av_00006463-RA
OG0009093	Ds_00007101-RA	Av_00006462-RA
OG0009094	Ds_00006369-RA	Av_00014953-RA
OG0009095	Ds_00013877-RA	Av_00018363-RA, Av_00005152-RA, Av_00024786-RA
OG0009096	Ds_00004021-RA	Av_00014866-RA
OG0009097	Ds_00014549-RA	Av_00020873-RA
OG0009099	Ds_00006247-RA	Av_00020333-RA
OG0009100	Ds_00008926-RA, Ds_00008191-RA	Av_00008798-RA
OG0009101	Ds_00014169-RA	Av_00011760-RA
OG0009102	Ds_00017944-RA	Av_00021950-RA, Av_00009001-RA
OG0009103	Ds_00011372-RA	Av_00015004-RA, Av_00009275-RA
OG0009105	Ds_00008458-RA	Av_00003926-RA
OG0009106	Ds_00017503-RA	Av_00011768-RA, Av_00011767-RA
OG0009107	Ds_00010517-RA	Av_00006397-RA, Av_00007577-RA
OG0009108	Ds_00000416-RA	Av_00010735-RA
OG0009109	Ds_00002304-RA	Av_00009556-RA
OG0009110	Ds_00016076-RA	Av_00012840-RA
OG0009111	Ds_00009301-RA	Av_00001573-RA
