Orthogroup	D_spatulata.proteins	L_sativa.proteins
OG0007854	Ds_00006487-RA	Lsat_1_v5_gn_3_59981.3, Lsat_1_v5_gn_3_59981.4, Lsat_1_v5_gn_4_18881.1, Lsat_1_v5_gn_4_18881.3
OG0007855	Ds_00006725-RA, Ds_00016149-RA	Lsat_1_v5_gn_3_38140.1
OG0007856	Ds_00003664-RA, Ds_00003880-RA	Lsat_1_v5_gn_5_24121.2, Lsat_1_v5_gn_5_24121.1
OG0007857	Ds_00007085-RA	Lsat_1_v5_gn_1_32681.1, Lsat_1_v5_gn_1_32681.3
OG0007858	Ds_00003355-RA	Lsat_1_v5_gn_8_4521.1, Lsat_1_v5_gn_8_4521.2, Lsat_1_v5_gn_8_51801.3, Lsat_1_v5_gn_8_51801.2
OG0007859	Ds_00005940-RA	Lsat_1_v5_gn_2_89540.3, Lsat_1_v5_gn_2_89540.1, Lsat_1_v5_gn_3_95981.1
OG0007860	Ds_00015589-RA	Lsat_1_v5_gn_1_84721.2, Lsat_1_v5_gn_1_84721.1, Lsat_1_v5_gn_7_10760.1, Lsat_1_v5_gn_7_10760.2
OG0007862	Ds_00007706-RA	Lsat_1_v5_gn_4_170180.1, Lsat_1_v5_gn_4_170180.2
OG0007863	Ds_00005906-RA	Lsat_1_v5_gn_3_55001.1, Lsat_1_v5_gn_3_55021.3, Lsat_1_v5_gn_3_55021.1, Lsat_1_v5_gn_3_55021.4
OG0007864	Ds_00015829-RA, Ds_00004310-RA	Lsat_1_v5_gn_3_52761.1, Lsat_1_v5_gn_4_9981.1
OG0007865	Ds_00008454-RA	Lsat_1_v5_gn_4_12041.1, Lsat_1_v5_gn_8_48161.1
OG0007866	Ds_00008571-RA	Lsat_1_v5_gn_8_40841.1, Lsat_1_v5_gn_8_40841.3, Lsat_1_v5_gn_3_57100.1, Lsat_1_v5_gn_4_16381.1
OG0007867	Ds_00013089-RA	Lsat_1_v5_gn_6_73320.1, Lsat_1_v5_gn_6_73320.3, Lsat_1_v5_gn_6_17681.1, Lsat_1_v5_gn_6_17681.3
OG0007868	Ds_00008544-RA	Lsat_1_v5_gn_8_42761.1
OG0007869	Ds_00012635-RA	Lsat_1_v5_gn_5_40140.1, Lsat_1_v5_gn_5_40140.3, Lsat_1_v5_gn_5_40140.2
OG0007871	Ds_00008652-RA	Lsat_1_v5_gn_6_10740.1
OG0007872	Ds_00014760-RA	Lsat_1_v5_gn_4_8641.1, Lsat_1_v5_gn_8_53841.1
OG0007873	Ds_00007938-RA	Lsat_1_v5_gn_7_55681.1, Lsat_1_v5_gn_7_55681.3
OG0007875	Ds_00010539-RA	Lsat_1_v5_gn_8_49341.1
OG0007876	Ds_00005327-RA	Lsat_1_v5_gn_4_110280.1, Lsat_1_v5_gn_1_13640.1, Lsat_1_v5_gn_1_13640.3
OG0007877	Ds_00005872-RA	Lsat_1_v5_gn_8_39080.3, Lsat_1_v5_gn_8_39080.1, Lsat_1_v5_gn_4_18400.1
OG0007878	Ds_00000662-RA	Lsat_1_v5_gn_1_31320.2, Lsat_1_v5_gn_1_31320.3, Lsat_1_v5_gn_1_31320.1
OG0007879	Ds_00006513-RA	Lsat_1_v5_gn_4_15820.1, Lsat_1_v5_gn_5_163161.1
OG0007880	Ds_00010613-RA	Lsat_1_v5_gn_4_115841.1
OG0007881	Ds_00000414-RA	Lsat_1_v5_gn_0_10320.1
OG0007882	Ds_00015008-RA, Ds_00015009-RA, Ds_00016132-RA	Lsat_1_v5_gn_4_170261.1
OG0007883	Ds_00017130-RA	Lsat_1_v5_gn_5_35380.2, Lsat_1_v5_gn_5_35380.1
OG0007884	Ds_00008105-RA	Lsat_1_v5_gn_6_64781.2, Lsat_1_v5_gn_6_64781.1
OG0007885	Ds_00010470-RA	Lsat_1_v5_gn_5_62121.2, Lsat_1_v5_gn_5_62121.1, Lsat_1_v5_gn_6_15660.1, Lsat_1_v5_gn_6_15660.3, Lsat_1_v5_gn_6_15660.2
OG0007886	Ds_00005140-RA	Lsat_1_v5_gn_6_94140.2, Lsat_1_v5_gn_6_94140.1
OG0007887	Ds_00008939-RA, Ds_00008937-RA, Ds_00017462-RA	Lsat_1_v5_gn_2_91781.1, Lsat_1_v5_gn_4_182740.1
OG0007888	Ds_00010571-RA	Lsat_1_v5_gn_3_52181.1, Lsat_1_v5_gn_3_52181.3, Lsat_1_v5_gn_3_52181.2, Lsat_1_v5_gn_3_52261.1, Lsat_1_v5_gn_3_52261.2, Lsat_1_v5_gn_3_52201.1, Lsat_1_v5_gn_3_52201.3
OG0007889	Ds_00017883-RA	Lsat_1_v5_gn_0_10501.3, Lsat_1_v5_gn_0_10501.1
OG0007890	Ds_00017175-RA	Lsat_1_v5_gn_4_81240.1
OG0007891	Ds_00002290-RA	Lsat_1_v5_gn_5_112341.1, Lsat_1_v5_gn_5_112341.3, Lsat_1_v5_gn_7_86880.1
OG0007892	Ds_00002672-RA	Lsat_1_v5_gn_4_31381.1, Lsat_1_v5_gn_4_31280.2, Lsat_1_v5_gn_4_31280.1
OG0007894	Ds_00013114-RA	Lsat_1_v5_gn_6_15280.1, Lsat_1_v5_gn_3_23101.3, Lsat_1_v5_gn_3_23101.1
OG0007895	Ds_00005561-RA	Lsat_1_v5_gn_6_4040.1, Lsat_1_v5_gn_6_4040.4, Lsat_1_v5_gn_6_4040.2, Lsat_1_v5_gn_6_4040.3
OG0007897	Ds_00002905-RA	Lsat_1_v5_gn_2_87781.3, Lsat_1_v5_gn_2_87781.1
OG0007898	Ds_00016317-RA	Lsat_1_v5_gn_3_31061.1, Lsat_1_v5_gn_3_31061.3, Lsat_1_v5_gn_3_31061.2
OG0007899	Ds_00016664-RA	Lsat_1_v5_gn_3_100480.1, Lsat_1_v5_gn_2_88900.1, Lsat_1_v5_gn_5_151601.1, Lsat_1_v5_gn_2_88900.2
OG0007900	Ds_00016242-RA	Lsat_1_v5_gn_4_107361.2, Lsat_1_v5_gn_4_107361.1
OG0007901	Ds_00009003-RA	Lsat_1_v5_gn_3_49600.1, Lsat_1_v5_gn_4_95161.2, Lsat_1_v5_gn_4_95161.1, Lsat_1_v5_gn_4_84060.3, Lsat_1_v5_gn_4_84060.1
OG0007902	Ds_00007751-RA	Lsat_1_v5_gn_5_25080.1, Lsat_1_v5_gn_5_25080.3, Lsat_1_v5_gn_5_25080.4
OG0007903	Ds_00012704-RA	Lsat_1_v5_gn_4_23401.2, Lsat_1_v5_gn_4_23401.1
OG0007904	Ds_00006732-RA	Lsat_1_v5_gn_4_156301.2, Lsat_1_v5_gn_4_156301.3, Lsat_1_v5_gn_4_156301.1
OG0007906	Ds_00004119-RA	Lsat_1_v5_gn_1_65361.5, Lsat_1_v5_gn_1_65361.1, Lsat_1_v5_gn_5_178620.2, Lsat_1_v5_gn_5_178620.1
OG0007907	Ds_00004195-RA, Ds_00004194-RA	Lsat_1_v5_gn_3_33921.1, Lsat_1_v5_gn_3_33921.3
OG0007908	Ds_00005659-RA, Ds_00005661-RA	Lsat_1_v5_gn_7_4680.1, Lsat_1_v5_gn_7_4680.2
OG0007909	Ds_00003291-RA	Lsat_1_v5_gn_6_110601.1, Lsat_1_v5_gn_4_181880.1, Lsat_1_v5_gn_4_181880.2
OG0007910	Ds_00010540-RA	Lsat_1_v5_gn_4_10361.1, Lsat_1_v5_gn_3_51801.1, Lsat_1_v5_gn_3_51801.3, Lsat_1_v5_gn_8_49220.1, Lsat_1_v5_gn_8_49200.1, Lsat_1_v5_gn_8_49240.1, Lsat_1_v5_gn_8_49260.1
OG0007911	Ds_00011742-RA	Lsat_1_v5_gn_7_109440.2, Lsat_1_v5_gn_7_109440.1, Lsat_1_v5_gn_1_1820.1
OG0007912	Ds_00013607-RA	Lsat_1_v5_gn_7_78601.1, Lsat_1_v5_gn_9_119321.2, Lsat_1_v5_gn_9_119321.1
OG0007913	Ds_00016740-RA	Lsat_1_v5_gn_5_25060.1, Lsat_1_v5_gn_5_25060.2
OG0007914	Ds_00005349-RA	Lsat_1_v5_gn_9_45660.1, Lsat_1_v5_gn_9_45660.2, Lsat_1_v5_gn_4_108821.1
OG0007915	Ds_00003787-RA, Ds_00013805-RA	Lsat_1_v5_gn_6_83720.1, Lsat_1_v5_gn_6_83720.3
OG0007917	Ds_00012031-RA	Lsat_1_v5_gn_6_79800.1, Lsat_1_v5_gn_3_17981.1
OG0007918	Ds_00009239-RA	Lsat_1_v5_gn_4_154881.1
OG0007919	Ds_00012383-RA	Lsat_1_v5_gn_3_61200.1, Lsat_1_v5_gn_3_61200.2
OG0007920	Ds_00007737-RA	Lsat_1_v5_gn_4_172260.2, Lsat_1_v5_gn_4_172260.1
OG0007920	Ds_00010627-RA	Lsat_1_v5_gn_8_42700.1
OG0007921	Ds_00008152-RA	Lsat_1_v5_gn_6_89421.1, Lsat_1_v5_gn_6_68181.1
OG0007922	Ds_00003338-RA	Lsat_1_v5_gn_2_86420.2, Lsat_1_v5_gn_2_86420.1
OG0007923	Ds_00000072-RA	Lsat_1_v5_gn_6_15181.1, Lsat_1_v5_gn_6_15181.3
OG0007924	Ds_00016854-RA	Lsat_1_v5_gn_8_144760.1, Lsat_1_v5_gn_8_144760.2
OG0007925	Ds_00013231-RA	Lsat_1_v5_gn_8_45001.1, Lsat_1_v5_gn_8_45001.2
OG0007926	Ds_00016537-RA	Lsat_1_v5_gn_3_114081.1, Lsat_1_v5_gn_3_114081.2
OG0007927	Ds_00001742-RA	Lsat_1_v5_gn_7_109521.4, Lsat_1_v5_gn_7_109521.1
OG0007929	Ds_00016681-RA	Lsat_1_v5_gn_4_115801.1
OG0007932	Ds_00007299-RA	Lsat_1_v5_gn_2_132740.3, Lsat_1_v5_gn_2_132740.2, Lsat_1_v5_gn_2_132740.1
OG0007933	Ds_00009815-RA	Lsat_1_v5_gn_9_32301.1
OG0007935	Ds_00004532-RA	Lsat_1_v5_gn_2_135541.2, Lsat_1_v5_gn_2_135541.1
OG0007937	Ds_00016466-RA	Lsat_1_v5_gn_4_47181.1
OG0007939	Ds_00016067-RA, Ds_00013071-RA, Ds_00016062-RA, Ds_00000780-RA, Ds_00016063-RA, Ds_00000779-RA	Lsat_1_v5_gn_4_96620.1, Lsat_1_v5_gn_1_36661.1, Lsat_1_v5_gn_1_36661.3
OG0007941	Ds_00004105-RA	Lsat_1_v5_gn_2_35801.1
OG0007977	Ds_00012759-RA	Lsat_1_v5_gn_7_27640.1
OG0007978	Ds_00016558-RA	Lsat_1_v5_gn_4_146761.3, Lsat_1_v5_gn_4_146761.1
OG0007980	Ds_00009583-RA	Lsat_1_v5_gn_9_29020.1, Lsat_1_v5_gn_9_29121.3, Lsat_1_v5_gn_9_29121.1
OG0007981	Ds_00004048-RA	Lsat_1_v5_gn_2_17180.3, Lsat_1_v5_gn_2_17180.1, Lsat_1_v5_gn_2_17180.2
OG0007982	Ds_00016240-RA, Ds_00015546-RA	Lsat_1_v5_gn_5_164821.1
OG0007983	Ds_00005737-RA	Lsat_1_v5_gn_6_57140.1, Lsat_1_v5_gn_6_57140.3, Lsat_1_v5_gn_6_57060.1
OG0007984	Ds_00000424-RA	Lsat_1_v5_gn_5_117740.1, Lsat_1_v5_gn_5_117740.2
OG0007987	Ds_00003904-RA	Lsat_1_v5_gn_9_123961.3
OG0007989	Ds_00014282-RA	Lsat_1_v5_gn_3_24181.3, Lsat_1_v5_gn_3_24181.2, Lsat_1_v5_gn_3_24181.1
OG0007991	Ds_00017575-RA	Lsat_1_v5_gn_5_104100.1, Lsat_1_v5_gn_9_122281.3, Lsat_1_v5_gn_9_122281.1
OG0007992	Ds_00016057-RA	Lsat_1_v5_gn_5_135221.1, Lsat_1_v5_gn_5_135221.3
OG0007994	Ds_00014677-RA	Lsat_1_v5_gn_5_103240.3, Lsat_1_v5_gn_5_103240.1, Lsat_1_v5_gn_5_103240.2
OG0007995	Ds_00002669-RA	Lsat_1_v5_gn_1_117041.2, Lsat_1_v5_gn_1_117041.3, Lsat_1_v5_gn_1_117041.1
OG0007996	Ds_00011805-RA	Lsat_1_v5_gn_5_187740.1
OG0007997	Ds_00004057-RA, Ds_00015518-RA	Lsat_1_v5_gn_9_49041.1
OG0007998	Ds_00005071-RA	Lsat_1_v5_gn_1_44040.1, Lsat_1_v5_gn_1_44040.3
OG0007999	Ds_00014475-RA	Lsat_1_v5_gn_3_74560.1, Lsat_1_v5_gn_3_74560.2
OG0008000	Ds_00012454-RA	Lsat_1_v5_gn_1_77900.1
OG0008001	Ds_00015754-RA, Ds_00003472-RA	Lsat_1_v5_gn_1_20241.1, Lsat_1_v5_gn_1_20241.4
OG0008002	Ds_00003116-RA, Ds_00004634-RA	Lsat_1_v5_gn_5_187560.1, Lsat_1_v5_gn_5_187560.3
OG0008003	Ds_00005526-RA	Lsat_1_v5_gn_1_68000.2, Lsat_1_v5_gn_1_68000.1, Lsat_1_v5_gn_6_49801.2, Lsat_1_v5_gn_6_49801.4, Lsat_1_v5_gn_6_49801.1
OG0008004	Ds_00003166-RA	Lsat_1_v5_gn_7_66001.3, Lsat_1_v5_gn_7_66001.1, Lsat_1_v5_gn_7_66001.2
OG0008005	Ds_00007407-RA	Lsat_1_v5_gn_2_110160.1, Lsat_1_v5_gn_2_110160.2, Lsat_1_v5_gn_2_110160.3
OG0008006	Ds_00016282-RA	Lsat_1_v5_gn_8_165301.1
OG0008007	Ds_00008758-RA	Lsat_1_v5_gn_2_30721.1, Lsat_1_v5_gn_2_30721.3
OG0008008	Ds_00011000-RA	Lsat_1_v5_gn_9_29041.3, Lsat_1_v5_gn_9_29041.1, Lsat_1_v5_gn_5_161461.1
OG0008009	Ds_00005980-RA	Lsat_1_v5_gn_8_20140.1, Lsat_1_v5_gn_5_112181.1, Lsat_1_v5_gn_8_20140.2
OG0008010	Ds_00012835-RA	Lsat_1_v5_gn_4_142741.1, Lsat_1_v5_gn_5_43821.3, Lsat_1_v5_gn_5_43821.1
OG0008011	Ds_00001032-RA	Lsat_1_v5_gn_9_6521.5
OG0008012	Ds_00013952-RA, Ds_00014757-RA	Lsat_1_v5_gn_6_25301.1, Lsat_1_v5_gn_6_25301.3
OG0008014	Ds_00006397-RA	Lsat_1_v5_gn_5_67961.1, Lsat_1_v5_gn_5_67961.3, Lsat_1_v5_gn_3_124841.1
OG0008015	Ds_00005604-RA	Lsat_1_v5_gn_2_31480.1, Lsat_1_v5_gn_2_31480.3
OG0008016	Ds_00017710-RA	Lsat_1_v5_gn_2_46500.1
OG0008017	Ds_00013163-RA, Ds_00006957-RA	Lsat_1_v5_gn_2_22321.1
OG0008018	Ds_00013746-RA	Lsat_1_v5_gn_3_24661.1
OG0008019	Ds_00015682-RA	Lsat_1_v5_gn_1_59220.1, Lsat_1_v5_gn_6_38921.3, Lsat_1_v5_gn_2_59400.1
OG0008021	Ds_00004049-RA	Lsat_1_v5_gn_3_109720.1, Lsat_1_v5_gn_3_109720.3
OG0008022	Ds_00007140-RA	Lsat_1_v5_gn_0_4860.2, Lsat_1_v5_gn_0_4860.3, Lsat_1_v5_gn_0_4860.1
OG0008023	Ds_00014459-RA	Lsat_1_v5_gn_3_140860.1, Lsat_1_v5_gn_3_140860.3, Lsat_1_v5_gn_3_140860.2
OG0008024	Ds_00005571-RA	Lsat_1_v5_gn_8_166381.2
OG0008025	Ds_00006164-RA	Lsat_1_v5_gn_2_107680.1, Lsat_1_v5_gn_2_107680.2
OG0008026	Ds_00014342-RA	Lsat_1_v5_gn_2_17440.1, Lsat_1_v5_gn_2_17440.3
OG0008028	Ds_00005029-RA	Lsat_1_v5_gn_6_118301.1, Lsat_1_v5_gn_6_118301.2
OG0008029	Ds_00003064-RA	Lsat_1_v5_gn_6_78141.1
OG0008030	Ds_00001266-RA, Ds_00010159-RA	Lsat_1_v5_gn_6_40461.1, Lsat_1_v5_gn_1_61681.1
OG0008031	Ds_00007129-RA	Lsat_1_v5_gn_1_76041.3, Lsat_1_v5_gn_1_76041.1
OG0008033	Ds_00003440-RA	Lsat_1_v5_gn_8_103380.1
OG0008034	Ds_00005006-RA	Lsat_1_v5_gn_1_40460.2, Lsat_1_v5_gn_1_40460.1, Lsat_1_v5_gn_1_40420.1
OG0008035	Ds_00004071-RA, Ds_00017319-RA	Lsat_1_v5_gn_0_14661.1
OG0008036	Ds_00002321-RA, Ds_00002320-RA	Lsat_1_v5_gn_1_1860.1, Lsat_1_v5_gn_1_1860.3
OG0008037	Ds_00003337-RA	Lsat_1_v5_gn_7_110801.2, Lsat_1_v5_gn_7_110801.1, Lsat_1_v5_gn_7_110801.3
OG0008040	Ds_00005502-RA, Ds_00006056-RA	Lsat_1_v5_gn_6_17480.1, Lsat_1_v5_gn_6_17480.3
OG0008041	Ds_00007136-RA	Lsat_1_v5_gn_2_42120.1, Lsat_1_v5_gn_6_62960.1, Lsat_1_v5_gn_6_62960.2
OG0008042	Ds_00003027-RA	Lsat_1_v5_gn_3_68340.1
OG0008044	Ds_00010215-RA	Lsat_1_v5_gn_6_59920.2
OG0008045	Ds_00006266-RA	Lsat_1_v5_gn_2_64421.1, Lsat_1_v5_gn_2_64421.2
OG0008046	Ds_00003629-RA	Lsat_1_v5_gn_3_37780.1
OG0008047	Ds_00014865-RA	Lsat_1_v5_gn_6_33480.1, Lsat_1_v5_gn_6_33480.3
OG0008048	Ds_00004051-RA, Ds_00013737-RA	Lsat_1_v5_gn_8_2121.1
OG0008051	Ds_00013699-RA	Lsat_1_v5_gn_2_30820.1, Lsat_1_v5_gn_2_30820.2, Lsat_1_v5_gn_2_30820.3
OG0008053	Ds_00001053-RA, Ds_00012346-RA	Lsat_1_v5_gn_9_4760.1, Lsat_1_v5_gn_9_4760.3
OG0008054	Ds_00007773-RA	Lsat_1_v5_gn_9_16300.1
OG0008056	Ds_00006316-RA	Lsat_1_v5_gn_9_86101.2, Lsat_1_v5_gn_9_86101.1
OG0008057	Ds_00015400-RA	Lsat_1_v5_gn_1_54021.1, Lsat_1_v5_gn_1_54021.2
OG0008058	Ds_00002498-RA	Lsat_1_v5_gn_6_108441.1
OG0008059	Ds_00005522-RA	Lsat_1_v5_gn_2_101421.1, Lsat_1_v5_gn_1_68420.1
OG0008060	Ds_00006060-RA	Lsat_1_v5_gn_2_104220.1
OG0008061	Ds_00005060-RA	Lsat_1_v5_gn_6_116281.1, Lsat_1_v5_gn_6_116281.3
OG0008062	Ds_00004551-RA	Lsat_1_v5_gn_8_56660.1
OG0008063	Ds_00007183-RA	Lsat_1_v5_gn_5_91501.1
OG0008064	Ds_00014429-RA	Lsat_1_v5_gn_3_126201.3
OG0008066	Ds_00011938-RA	Lsat_1_v5_gn_6_112600.1, Lsat_1_v5_gn_4_135401.1, Lsat_1_v5_gn_4_135401.3
OG0008067	Ds_00008976-RA	Lsat_1_v5_gn_5_104280.1, Lsat_1_v5_gn_5_104280.2
OG0008068	Ds_00009812-RA, Ds_00015749-RA	Lsat_1_v5_gn_1_20080.2, Lsat_1_v5_gn_1_20080.1, Lsat_1_v5_gn_5_57660.1
OG0008069	Ds_00009454-RA	Lsat_1_v5_gn_4_164980.1
OG0008071	Ds_00009793-RA, Ds_00015326-RA	Lsat_1_v5_gn_5_29281.1
OG0008072	Ds_00001239-RA	Lsat_1_v5_gn_2_82261.3, Lsat_1_v5_gn_2_82261.1
OG0008074	Ds_00005319-RA	Lsat_1_v5_gn_7_72140.1
OG0008075	Ds_00003494-RA	Lsat_1_v5_gn_6_104200.2, Lsat_1_v5_gn_6_104200.1
OG0008076	Ds_00016309-RA	Lsat_1_v5_gn_3_40860.1, Lsat_1_v5_gn_3_40860.2, Lsat_1_v5_gn_4_68780.1
OG0008077	Ds_00014880-RA	Lsat_1_v5_gn_7_86840.1
OG0008078	Ds_00012140-RA	Lsat_1_v5_gn_9_117420.1
OG0008079	Ds_00003498-RA	Lsat_1_v5_gn_6_103020.1
OG0008080	Ds_00007733-RA	Lsat_1_v5_gn_3_52161.1, Lsat_1_v5_gn_3_52161.3
OG0008082	Ds_00001954-RA	Lsat_1_v5_gn_5_105901.3, Lsat_1_v5_gn_5_105901.1
OG0008083	Ds_00003513-RA	Lsat_1_v5_gn_1_1800.1
OG0008084	Ds_00016602-RA	Lsat_1_v5_gn_3_76040.2, Lsat_1_v5_gn_3_76040.1, Lsat_1_v5_gn_3_76040.3
OG0008086	Ds_00002882-RA	Lsat_1_v5_gn_0_7900.1, Lsat_1_v5_gn_0_7900.3
OG0008087	Ds_00000539-RA	Lsat_1_v5_gn_4_130821.1, Lsat_1_v5_gn_6_112441.1, Lsat_1_v5_gn_6_112441.2
OG0008088	Ds_00002490-RA	Lsat_1_v5_gn_9_79341.1
OG0008089	Ds_00009383-RA	Lsat_1_v5_gn_2_80060.1, Lsat_1_v5_gn_2_80060.3, Lsat_1_v5_gn_4_158441.1, Lsat_1_v5_gn_3_85800.1
OG0008091	Ds_00010955-RA	Lsat_1_v5_gn_2_66121.3, Lsat_1_v5_gn_2_66121.1, Lsat_1_v5_gn_2_66121.2
OG0008092	Ds_00003599-RA	Lsat_1_v5_gn_5_44161.1, Lsat_1_v5_gn_5_44161.2
OG0008094	Ds_00010420-RA	Lsat_1_v5_gn_7_79220.1, Lsat_1_v5_gn_7_79220.4
OG0008095	Ds_00001616-RA	Lsat_1_v5_gn_8_41620.1
OG0008096	Ds_00013215-RA	Lsat_1_v5_gn_5_109420.1
OG0008097	Ds_00011101-RA	Lsat_1_v5_gn_9_75781.1
OG0008098	Ds_00007899-RA	Lsat_1_v5_gn_4_123061.1, Lsat_1_v5_gn_4_123061.2, Lsat_1_v5_gn_6_114160.3, Lsat_1_v5_gn_6_114160.1
OG0008099	Ds_00000750-RA	Lsat_1_v5_gn_2_89360.1, Lsat_1_v5_gn_3_99860.3, Lsat_1_v5_gn_3_99860.1
OG0008100	Ds_00000427-RA	Lsat_1_v5_gn_5_9161.3, Lsat_1_v5_gn_5_9161.2, Lsat_1_v5_gn_5_9161.1
OG0008101	Ds_00011198-RA	Lsat_1_v5_gn_3_78681.1
OG0008102	Ds_00016025-RA, Ds_00000085-RA	Lsat_1_v5_gn_8_121900.1, Lsat_1_v5_gn_8_121900.3
OG0008103	Ds_00014022-RA	Lsat_1_v5_gn_2_67700.1, Lsat_1_v5_gn_2_67700.3, Lsat_1_v5_gn_2_67720.1
OG0008105	Ds_00000278-RA	Lsat_1_v5_gn_6_112121.1
OG0008108	Ds_00017335-RA, Ds_00007599-RA	Lsat_1_v5_gn_4_64561.3, Lsat_1_v5_gn_4_64561.1, Lsat_1_v5_gn_4_64561.2
OG0008109	Ds_00007487-RA, Ds_00011640-RA	Lsat_1_v5_gn_9_41821.2, Lsat_1_v5_gn_9_41821.1
OG0008110	Ds_00012146-RA	Lsat_1_v5_gn_5_80001.1
OG0008111	Ds_00002885-RA	Lsat_1_v5_gn_1_31200.1, Lsat_1_v5_gn_1_31200.3
OG0008114	Ds_00010984-RA	Lsat_1_v5_gn_1_2721.3
OG0008115	Ds_00003978-RA, Ds_00003979-RA	Lsat_1_v5_gn_3_126140.2, Lsat_1_v5_gn_3_126140.3, Lsat_1_v5_gn_3_126140.1
OG0008117	Ds_00007222-RA	Lsat_1_v5_gn_7_108381.1
OG0008119	Ds_00008838-RA, Ds_00008837-RA	Lsat_1_v5_gn_2_108521.1, Lsat_1_v5_gn_2_108521.3, Lsat_1_v5_gn_4_16040.1
OG0008120	Ds_00005423-RA	Lsat_1_v5_gn_2_74980.1, Lsat_1_v5_gn_2_74980.2
OG0008121	Ds_00011213-RA	Lsat_1_v5_gn_2_76660.1
OG0008122	Ds_00000024-RA	Lsat_1_v5_gn_8_125881.1
OG0008123	Ds_00007952-RA	Lsat_1_v5_gn_2_67161.1, Lsat_1_v5_gn_2_67161.3
OG0008124	Ds_00000007-RA	Lsat_1_v5_gn_9_116821.3, Lsat_1_v5_gn_9_116821.4, Lsat_1_v5_gn_9_116821.1
OG0008125	Ds_00009414-RA	Lsat_1_v5_gn_3_88261.1, Lsat_1_v5_gn_3_88261.3
OG0008126	Ds_00002550-RA, Ds_00000518-RA, Ds_00000517-RA, Ds_00003785-RA	Lsat_1_v5_gn_0_1340.1, Lsat_1_v5_gn_0_1340.3
OG0008127	Ds_00007872-RA	Lsat_1_v5_gn_1_17900.1, Lsat_1_v5_gn_1_17900.3
OG0008128	Ds_00011985-RA	Lsat_1_v5_gn_3_7661.1, Lsat_1_v5_gn_3_7661.3
OG0008130	Ds_00016610-RA	Lsat_1_v5_gn_3_76381.1, Lsat_1_v5_gn_3_76381.2
OG0008132	Ds_00015721-RA	Lsat_1_v5_gn_2_95580.1
OG0008133	Ds_00008206-RA	Lsat_1_v5_gn_3_39640.1, Lsat_1_v5_gn_4_69600.1
OG0008134	Ds_00001615-RA, Ds_00003521-RA	Lsat_1_v5_gn_6_109681.1
OG0008135	Ds_00013069-RA	Lsat_1_v5_gn_8_121700.1
OG0008136	Ds_00002479-RA	Lsat_1_v5_gn_6_106600.1
OG0008137	Ds_00005470-RA	Lsat_1_v5_gn_7_21041.3, Lsat_1_v5_gn_7_21041.1
OG0008139	Ds_00012841-RA, Ds_00010960-RA	Lsat_1_v5_gn_5_34461.3, Lsat_1_v5_gn_5_34461.1
OG0008140	Ds_00012781-RA	Lsat_1_v5_gn_9_71340.2
OG0008141	Ds_00016599-RA	Lsat_1_v5_gn_4_150721.1
OG0008142	Ds_00012127-RA	Lsat_1_v5_gn_5_101441.3, Lsat_1_v5_gn_5_101441.1
OG0008143	Ds_00017974-RA	Lsat_1_v5_gn_2_6520.2, Lsat_1_v5_gn_2_6520.1
OG0008144	Ds_00002486-RA	Lsat_1_v5_gn_6_108340.1
OG0008145	Ds_00001948-RA	Lsat_1_v5_gn_9_118641.1, Lsat_1_v5_gn_9_118641.3, Lsat_1_v5_gn_7_78561.2
OG0008146	Ds_00004508-RA	Lsat_1_v5_gn_7_86701.1
OG0008147	Ds_00012238-RA	Lsat_1_v5_gn_8_19961.3, Lsat_1_v5_gn_8_19961.1, Lsat_1_v5_gn_2_113641.1, Lsat_1_v5_gn_2_113641.2
OG0008148	Ds_00003851-RA	Lsat_1_v5_gn_1_29301.1, Lsat_1_v5_gn_1_29301.2
OG0008149	Ds_00001783-RA	Lsat_1_v5_gn_7_105121.4, Lsat_1_v5_gn_7_105121.2
OG0008150	Ds_00010257-RA	Lsat_1_v5_gn_7_13361.1, Lsat_1_v5_gn_7_13361.3
OG0008151	Ds_00016757-RA	Lsat_1_v5_gn_0_14580.1
OG0008152	Ds_00003802-RA	Lsat_1_v5_gn_6_111860.1
OG0008154	Ds_00007748-RA	Lsat_1_v5_gn_7_27241.1
OG0008155	Ds_00001233-RA	Lsat_1_v5_gn_8_31881.1
OG0008156	Ds_00007453-RA	Lsat_1_v5_gn_4_48381.3, Lsat_1_v5_gn_4_48381.1
OG0008157	Ds_00015122-RA	Lsat_1_v5_gn_7_19320.1, Lsat_1_v5_gn_7_19320.3
OG0008159	Ds_00011505-RA	Lsat_1_v5_gn_7_23040.1, Lsat_1_v5_gn_7_23040.2
OG0008160	Ds_00003531-RA	Lsat_1_v5_gn_9_33800.1, Lsat_1_v5_gn_9_33800.3
OG0008161	Ds_00012315-RA, Ds_00014855-RA	Lsat_1_v5_gn_3_35820.1
OG0008162	Ds_00001707-RA	Lsat_1_v5_gn_7_114040.1
OG0008164	Ds_00004079-RA	Lsat_1_v5_gn_7_96920.2, Lsat_1_v5_gn_7_96920.1
OG0008165	Ds_00002830-RA	Lsat_1_v5_gn_8_89520.2, Lsat_1_v5_gn_8_89520.1
OG0008166	Ds_00012904-RA, Ds_00011547-RA	Lsat_1_v5_gn_1_125881.1
OG0008167	Ds_00004565-RA	Lsat_1_v5_gn_9_15740.2, Lsat_1_v5_gn_9_15740.1
