HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N3.HOG0018640	OG0016204	n0								GmISU01.04G044900.3.p				
N3.HOG0018641	OG0016205	n0								GmISU01.04G106600.1.p, GmISU01.04G106600.3.p, GmISU01.04G106600.5.p, GmISU01.04G106600.4.p, GmISU01.09G101500.2.p, GmISU01.09G101500.1.p, GmISU01.04G106600.2.p				
N3.HOG0018642	OG0016206	n0								GmISU01.16G166200.4.p, GmISU01.16G166200.2.p, GmISU01.16G166200.6.p, GmISU01.16G166200.5.p, GmISU01.16G166200.3.p, GmISU01.16G166200.7.p, GmISU01.16G166200.8.p				
N3.HOG0018643	OG0016207	n0								GmISU01.18G158400.1.p, GmISU01.18G158500.1.p, GmISU01.16G062500.1.p, GmISU01.16G062600.1.p, GmISU01.16G062801.1.p, GmISU01.09G233200.2.p, GmISU01.09G233200.1.p				
N3.HOG0018644	OG0016208	n0								GmISU01.09G127900.1.p, GmISU01.09G127700.1.p, GmISU01.09G127800.1.p, GmISU01.09G128200.1.p, GmISU01.09G128000.1.p, GmISU01.16G180700.1.p, GmISU01.16G180600.1.p				
N3.HOG0018645	OG0016209	n0								GmISU01.09G108500.2.p, GmISU01.09G108500.3.p, GmISU01.16G153900.1.p, GmISU01.09G108500.5.p, GmISU01.09G108500.1.p, GmISU01.16G153900.3.p, GmISU01.16G153900.2.p				
N3.HOG0018646	OG0016210	n0								GmISU01.16G100100.8.p, GmISU01.16G100100.4.p, GmISU01.16G100100.1.p, GmISU01.16G100100.6.p, GmISU01.16G100100.2.p, GmISU01.16G100100.7.p, GmISU01.16G100100.3.p				
N3.HOG0018647	OG0016211	n0								GmISU01.16G165200.1.p, GmISU01.16G165200.2.p				
N3.HOG0018648	OG0016212	n0								GmISU01.16G081000.7.p, GmISU01.16G081000.5.p, GmISU01.16G081000.6.p, GmISU01.16G081000.2.p, GmISU01.16G081000.1.p, GmISU01.16G081000.4.p, GmISU01.16G081000.3.p				
N3.HOG0018649	OG0016213	n0								GmISU01.16G027800.5.p, GmISU01.16G027800.1.p, GmISU01.16G027800.4.p, GmISU01.16G027800.9.p, GmISU01.16G027800.6.p, GmISU01.16G027800.7.p, GmISU01.16G027800.8.p				
N3.HOG0018650	OG0016214	n0								GmISU01.17G002600.6.p, GmISU01.17G002600.7.p, GmISU01.17G002600.2.p, GmISU01.17G002600.1.p, GmISU01.17G002600.8.p, GmISU01.17G002600.5.p, GmISU01.17G002600.4.p				
N3.HOG0018651	OG0016215	n0								GmISU01.17G184650.1.p, GmISU01.17G184100.1.p, GmISU01.17G184500.1.p, GmISU01.17G184300.1.p, GmISU01.13G015600.1.p, GmISU01.13G014900.1.p, GmISU01.13G014500.1.p				
N3.HOG0018652	OG0016216	n0								GmISU01.17G102700.1.p, GmISU01.13G132100.1.p				
N3.HOG0018653	OG0016217	n0								GmISU01.20G066032.1.p				
N3.HOG0018654	OG0016218	n0								GmISU01.20G003300.1.p				
N3.HOG0018655	OG0016219	n0								GmISU01.20G043500.7.p, GmISU01.13G004800.4.p, GmISU01.20G043500.6.p, GmISU01.20G043500.2.p, GmISU01.20G043500.5.p, GmISU01.20G043500.4.p, GmISU01.20G043500.3.p				
N3.HOG0018656	OG0016220	n0								GmISU01.13G005800.3.p, GmISU01.20G043000.1.p, GmISU01.20G043000.2.p, GmISU01.13G005800.2.p, GmISU01.13G005800.1.p, GmISU01.13G005800.5.p, GmISU01.13G005800.4.p				
N3.HOG0018657	OG0016221	n1								GmISU01.09G108700.1.p				
N3.HOG0018658	OG0016221	n3								GmISU01.20G123750.1.p				
N3.HOG0018659	OG0016222	n0								GmISU01.06G117100.2.p, GmISU01.06G117100.1.p, GmISU01.06G117000.1.p, GmISU01.06G117000.2.p, GmISU01.06G117100.5.p, GmISU01.06G117100.3.p, GmISU01.06G117100.4.p				
N3.HOG0018660	OG0016223	n0								GmISU01.06G218100.1.p, GmISU01.06G218100.2.p, GmISU01.06G218300.1.p, GmISU01.06G218400.2.p, GmISU01.06G218400.1.p, GmISU01.06G217900.1.p, GmISU01.06G217900.2.p				
N3.HOG0018661	OG0016224	n2								GmISU01.06G209200.1.p				
N3.HOG0018662	OG0016224	n3								GmISU01.15G201900.1.p, GmISU01.15G201900.2.p				
N3.HOG0018663	OG0016225	n0								GmISU01.06G241200.7.p, GmISU01.06G241200.4.p, GmISU01.06G241200.5.p, GmISU01.06G241200.6.p, GmISU01.06G241200.1.p, GmISU01.06G241200.3.p, GmISU01.06G241200.2.p				
N3.HOG0018664	OG0016226	n0								GmISU01.11G175700.1.p, GmISU01.11G175700.2.p, GmISU01.11G175700.3.p, GmISU01.11G175700.4.p, GmISU01.11G175600.3.p, GmISU01.11G175600.2.p, GmISU01.11G175600.1.p				
N3.HOG0018665	OG0016227	n0								GmISU01.13G034500.1.p, GmISU01.13G034600.1.p, GmISU01.19G027800.1.p, GmISU01.13G034700.1.p, GmISU01.13G034800.1.p, GmISU01.19G027700.1.p, GmISU01.11G163900.1.p				
N3.HOG0018666	OG0016228	n0								GmISU01.09G071100.2.p, GmISU01.09G071100.7.p, GmISU01.09G071100.6.p, GmISU01.09G071100.5.p, GmISU01.09G071100.1.p, GmISU01.09G071100.4.p, GmISU01.09G071100.3.p				
N3.HOG0018667	OG0016229	n0								GmISU01.18G187900.5.p, GmISU01.18G187900.4.p, GmISU01.18G187900.2.p, GmISU01.09G205900.2.p, GmISU01.09G205900.3.p, GmISU01.09G205900.1.p, GmISU01.18G187900.1.p				
N3.HOG0018668	OG0016230	n0								GmISU01.09G045900.1.p, GmISU01.09G046200.1.p, GmISU01.09G046100.1.p, GmISU01.15G142900.1.p, GmISU01.09G046000.1.p, GmISU01.09G045700.1.p, GmISU01.09G045800.1.p				
N3.HOG0018669	OG0016231	n0								GmISU01.09G133600.1.p				
N3.HOG0018670	OG0016232	n0								GmISU01.09G225500.2.p				
N3.HOG0018671	OG0016233	n0								GmISU01.09G216100.1.p, GmISU01.18G177500.1.p, GmISU01.18G177600.1.p, GmISU01.09G216300.1.p, GmISU01.09G216200.1.p, GmISU01.18G177800.1.p, GmISU01.18G177700.1.p				
N3.HOG0018672	OG0016234	n0								GmISU01.09G001133.1.p				
N3.HOG0018673	OG0016235	n0								GmISU01.15G160800.4.p, GmISU01.15G160800.2.p, GmISU01.15G160800.1.p, GmISU01.15G160800.3.p, GmISU01.09G064000.3.p, GmISU01.09G064000.2.p, GmISU01.09G064000.1.p				
N3.HOG0018674	OG0016236	n0								GmISU01.09G221200.8.p, GmISU01.09G221200.4.p, GmISU01.09G221200.2.p, GmISU01.09G221200.7.p, GmISU01.09G221200.6.p, GmISU01.09G221200.3.p, GmISU01.09G221200.1.p				
N3.HOG0018675	OG0016237	n0								GmISU01.18G185200.3.p, GmISU01.18G185200.5.p, GmISU01.18G185200.4.p, GmISU01.18G185200.2.p, GmISU01.18G185200.1.p, GmISU01.09G208701.1.p, GmISU01.18G185200.6.p				
N3.HOG0018676	OG0016238	n0								GmISU01.09G216900.4.p, GmISU01.09G216900.2.p, GmISU01.09G216900.6.p, GmISU01.09G216900.3.p, GmISU01.09G216900.1.p, GmISU01.09G216900.8.p, GmISU01.09G216900.5.p				
N3.HOG0018677	OG0016239	n0								GmISU01.19G074000.1.p, GmISU01.19G074000.2.p				
N3.HOG0018678	OG0016240	n0								GmISU01.13G224700.1.p, GmISU01.15G205700.1.p, GmISU01.15G205600.1.p, GmISU01.13G225000.1.p, GmISU01.15G205500.1.p, GmISU01.13G224800.1.p, GmISU01.13G224900.1.p				
N3.HOG0018679	OG0016241	n0								GmISU01.13G166000.3.p, GmISU01.13G166000.1.p, GmISU01.13G166000.4.p, GmISU01.13G166000.2.p, GmISU01.15G198000.1.p, GmISU01.15G198000.2.p				
N3.HOG0018680	OG0016242	n0								GmISU01.13G157800.2.p, GmISU01.13G157800.3.p, GmISU01.13G157800.1.p, GmISU01.13G154950.1.p, GmISU01.13G159300.1.p, GmISU01.13G154850.1.p, GmISU01.13G157800.4.p				
N3.HOG0018681	OG0016243	n0								GmISU01.13G202400.2.p, GmISU01.13G202400.3.p				
N3.HOG0018682	OG0016244	n0								GmISU01.15G017400.4.p, GmISU01.15G017400.5.p, GmISU01.15G017400.1.p, GmISU01.13G313800.1.p, GmISU01.15G017400.6.p, GmISU01.15G017400.3.p, GmISU01.15G017400.2.p				
N3.HOG0018683	OG0016245	n0								GmISU01.13G194700.7.p, GmISU01.13G194700.4.p, GmISU01.13G194700.2.p, GmISU01.13G194700.3.p, GmISU01.13G194700.1.p, GmISU01.13G194700.5.p, GmISU01.13G194700.9.p				
N3.HOG0018684	OG0016246	n0								GmISU01.15G179700.3.p, GmISU01.15G179700.2.p, GmISU01.15G179700.1.p				
N3.HOG0018685	OG0016247	n0								GmISU01.15G178700.2.p, GmISU01.15G178700.1.p				
N3.HOG0018686	OG0016248	n0								GmISU01.18G131200.7.p, GmISU01.18G131200.3.p, GmISU01.18G131200.2.p, GmISU01.18G131200.1.p, GmISU01.18G131200.5.p, GmISU01.18G131200.8.p, GmISU01.18G131200.4.p				
N3.HOG0018687	OG0016512	n0			AT2G27775.2, AT2G27775.1									
N3.HOG0018688	OG0016519	n0			AT1G04840.1									
N3.HOG0018689	OG0016520	n0			ATMG01310.1, AT2G07691.1									
N3.HOG0018690	OG0016521	n0								GmISU01.05G097400.1.p				
N3.HOG0018691	OG0016523	n0								GmISU01.16G102000.2.p, GmISU01.16G102000.1.p, GmISU01.13G023150.1.p, GmISU01.03G053750.2.p, GmISU01.03G053750.1.p				
N3.HOG0018692	OG0016527	n0								GmISU01.16G078100.1.p				
N3.HOG0018693	OG0016528	n0								GmISU01.09G126100.1.p, GmISU01.16G178800.1.p				
N3.HOG0018694	OG0016530	n0								GmISU01.18G048700.1.p, GmISU01.09G113900.1.p				
N3.HOG0018695	OG0016534	n0								GmISU01.09G121000.1.p, GmISU01.09G120900.1.p, GmISU01.16G173900.1.p, GmISU01.16G173900.2.p				
N3.HOG0018696	OG0016535	n0			AT5G37474.1, AT5G37473.1									
N3.HOG0018697	OG0016536	n0								GmISU01.19G183500.1.p, GmISU01.03G182500.1.p				
N3.HOG0018698	OG0016538	n0								GmISU01.20G155000.2.p, GmISU01.10G160300.1.p, GmISU01.20G155000.1.p				
N3.HOG0018699	OG0016548	n0								GmISU01.07G103400.1.p, GmISU01.18G136700.1.p, GmISU01.20G183300.1.p, GmISU01.13G316200.1.p, GmISU01.13G316366.1.p				
N3.HOG0018700	OG0016551	n0								GmISU01.03G171300.1.p, GmISU01.19G172900.1.p				
N3.HOG0018701	OG0016553	n0								GmISU01.11G103400.1.p, GmISU01.10G156500.1.p				
N3.HOG0018702	OG0016555	n0								GmISU01.10G035200.1.p, GmISU01.13G097600.1.p				
N3.HOG0018703	OG0016556	n0			AT5G18850.1					GmISU01.07G215333.1.p				
N3.HOG0018704	OG0016557	n0			AT5G01015.2, AT5G01015.1									
N3.HOG0018705	OG0016558	n0			AT5G45450.1									
N3.HOG0018706	OG0016560	n0								GmISU01.09G172700.1.p				
N3.HOG0018707	OG0016573	n2			ATMG01040.1									
N3.HOG0018708	OG0016573	n3			AT2G07599.2, AT2G07599.1									
N3.HOG0018709	OG0016574	n0								GmISU01.13G017600.1.p, GmISU01.14G128800.1.p				
N3.HOG0018710	OG0016575	n0								GmISU01.05G094800.1.p, GmISU01.08G066500.1.p, GmISU01.07G114500.1.p				
N3.HOG0018711	OG0016576	n0								GmISU01.10G239700.1.p, GmISU01.20G076700.1.p				
N3.HOG0018712	OG0016577	n0			AT1G22220.1, AT1G78100.1									
N3.HOG0018713	OG0016579	n0								GmISU01.10G186500.1.p, GmISU01.16G137900.1.p				
N3.HOG0018714	OG0016581	n0								GmISU01.02G181900.1.p, GmISU01.14G150800.1.p, GmISU01.14G150800.2.p				
N3.HOG0018715	OG0016582	n0								GmISU01.06G112800.1.p				
N3.HOG0018716	OG0016583	n0								GmISU01.04G198900.2.p, GmISU01.04G198900.3.p, GmISU01.04G198900.1.p, GmISU01.06G110900.1.p				
N3.HOG0018717	OG0016594	n0			AT4G38092.1, AT4G38092.2, AT3G05035.1, AT3G05035.3, AT3G05035.2									
N3.HOG0018718	OG0016595	n0			AT3G44716.2, AT3G44716.1					GmISU01.11G150000.1.p				
N3.HOG0018719	OG0016599	n0								GmISU01.11G135400.1.p				
N3.HOG0018720	OG0016600	n0			ATMG00690.1, ATMG00670.1, ATMG01200.1, AT2G07629.2, AT2G07629.1									
N3.HOG0018721	OG0016602	n0								GmISU01.01G198500.2.p, GmISU01.01G198500.1.p				
N3.HOG0018722	OG0016612	n0								GmISU01.17G204200.1.p, GmISU01.14G084100.1.p				
N3.HOG0018723	OG0016616	n0			AT1G53130.1					GmISU01.12G189500.1.p				
N3.HOG0018724	OG0016622	n0			AT5G37180.2, AT5G37180.3									
N3.HOG0018725	OG0016623	n0								GmISU01.12G178401.1.p, GmISU01.13G220000.1.p				
N3.HOG0018726	OG0016625	n0								GmISU01.15G173100.2.p, GmISU01.15G173100.3.p, GmISU01.15G173100.4.p				
N3.HOG0018727	OG0016629	n0								GmISU01.09G136700.1.p				
N3.HOG0018728	OG0016634	n0								GmISU01.13G328800.1.p, GmISU01.13G328800.2.p, GmISU01.13G328800.3.p				
N3.HOG0018729	OG0016636	n0			AT5G20510.3					GmISU01.02G153600.1.p				
N3.HOG0018730	OG0016639	n0								GmISU01.07G071200.1.p, GmISU01.03G015100.1.p				
N3.HOG0018731	OG0016640	n0								GmISU01.08G023300.1.p, GmISU01.05G187200.1.p				
N3.HOG0018732	OG0016643	n0			AT1G19240.1									
N3.HOG0018733	OG0016644	n0								GmISU01.12G182300.1.p, GmISU01.13G246800.1.p				
N3.HOG0018734	OG0016646	n0								GmISU01.07G040100.1.p, GmISU01.16G010200.1.p				
N3.HOG0018735	OG0016647	n0			AT4G00895.1					GmISU01.19G217100.1.p				
N3.HOG0018736	OG0016651	n0			AT5G52250.1, AT5G23730.1									
N3.HOG0018737	OG0016654	n0			AT3G43430.1, AT5G20885.1					GmISU01.17G039500.1.p, GmISU01.13G088000.1.p				
N3.HOG0018738	OG0016655	n0			AT3G24225.1					GmISU01.13G075700.1.p, GmISU01.17G051500.1.p				
N3.HOG0018739	OG0016656	n0			AT4G29060.2					GmISU01.08G033700.2.p, GmISU01.08G033700.1.p				
N3.HOG0018740	OG0016660	n0								GmISU01.04G063700.1.p				
N3.HOG0018741	OG0016663	n0								GmISU01.13G246200.1.p, GmISU01.08G156000.1.p				
N3.HOG0018742	OG0016672	n0			AT5G17850.2, AT5G17850.1					GmISU01.19G088000.1.p, GmISU01.04G171150.1.p, GmISU01.06G141900.1.p				
N3.HOG0018743	OG0016675	n0								GmISU01.11G184700.1.p				
N3.HOG0018744	OG0016676	n0								GmISU01.03G149100.1.p, GmISU01.19G152500.1.p				
N3.HOG0018745	OG0016680	n0								GmISU01.06G251100.1.p				
N3.HOG0018746	OG0016681	n0			AT2G28570.2, AT2G28570.1					GmISU01.13G289700.2.p, GmISU01.15G041400.1.p, GmISU01.13G289700.1.p				
N3.HOG0018747	OG0016684	n0			AT3G04750.1									
N3.HOG0018748	OG0016685	n0								GmISU01.19G204900.2.p, GmISU01.19G073700.1.p				
N3.HOG0018749	OG0016686	n0			AT1G76560.1									
N3.HOG0018750	OG0016690	n0								GmISU01.16G051000.1.p, GmISU01.19G068500.3.p, GmISU01.19G068500.2.p, GmISU01.19G068500.1.p				
N3.HOG0018751	OG0016692	n0								GmISU01.09G164800.1.p				
N3.HOG0018752	OG0016694	n0								GmISU01.02G231200.1.p				
N3.HOG0018753	OG0016695	n0			AT2G18340.2, AT2G18340.1, AT2G18340.3, AT4G36600.1, AT4G36600.2									
N3.HOG0018754	OG0016697	n0			AT2G45530.1									
N3.HOG0018755	OG0016699	n0								GmISU01.04G159350.1.p				
N3.HOG0018756	OG0016700	n0			AT1G68150.1					GmISU01.05G099500.1.p				
N3.HOG0018757	OG0016701	n0								GmISU01.02G074800.1.p, GmISU01.16G140300.1.p				
N3.HOG0018758	OG0016704	n0								GmISU01.06G127800.1.p				
N3.HOG0018759	OG0016705	n0			AT4G33540.3, AT4G33540.2, AT4G33540.1									
N3.HOG0018760	OG0016706	n0			AT1G76610.1, AT1G21050.1, AT1G21050.2									
N3.HOG0018761	OG0016708	n0								GmISU01.17G206600.1.p, GmISU01.14G081500.1.p				
N3.HOG0018762	OG0016712	n0								GmISU01.08G253000.1.p, GmISU01.18G113950.1.p, GmISU01.02G035700.1.p, GmISU01.01G024200.1.p				
N3.HOG0018763	OG0016714	n0								GmISU01.16G059400.1.p				
N3.HOG0018764	OG0016715	n0								GmISU01.01G049400.1.p, GmISU01.02G102600.1.p				
N3.HOG0018765	OG0016720	n0								GmISU01.02G145900.1.p, GmISU01.03G049700.1.p				
N3.HOG0018766	OG0016721	n0								GmISU01.09G230300.5.p, GmISU01.09G230300.6.p, GmISU01.09G230300.4.p, GmISU01.09G230300.3.p, GmISU01.09G230300.2.p				
N3.HOG0018767	OG0016722	n0								GmISU01.14G174700.1.p, GmISU01.02G203300.1.p				
N3.HOG0018768	OG0016723	n0								GmISU01.19G220800.1.p				
N3.HOG0018769	OG0016725	n0								GmISU01.17G075500.2.p, GmISU01.17G075500.1.p, GmISU01.05G015800.1.p, GmISU01.05G015800.2.p, GmISU01.05G015800.3.p				
N3.HOG0018770	OG0016726	n0								GmISU01.05G042601.1.p				
N3.HOG0018771	OG0016730	n0								GmISU01.10G227700.1.p, GmISU01.20G090500.1.p				
N3.HOG0018772	OG0016733	n0			AT3G28660.1, AT3G28640.1									
N3.HOG0018773	OG0016734	n0			AT2G36730.1					GmISU01.18G203600.1.p				
N3.HOG0018774	OG0016752	n0			AT2G40530.1					GmISU01.06G131400.1.p, GmISU01.04G180300.1.p				
N3.HOG0018775	OG0016753	n0			AT5G15820.1									
N3.HOG0018776	OG0016755	n0			AT1G19910.2									
N3.HOG0018777	OG0016757	n0			AT5G60830.1, AT5G08141.1									
N3.HOG0018778	OG0016767	n0			AT3G19120.1									
N3.HOG0018779	OG0016774	n0			AT2G38830.1									
N3.HOG0018780	OG0016778	n0			AT4G19050.1, AT5G45510.2, AT5G45510.1									
N3.HOG0018781	OG0016782	n0								GmISU01.07G118700.1.p				
N3.HOG0018782	OG0016785	n0			AT5G43160.1, AT5G43160.2					GmISU01.06G040700.3.p, GmISU01.06G040700.2.p, GmISU01.06G040700.1.p				
N3.HOG0018783	OG0016793	n0								GmISU01.07G156400.1.p				
N3.HOG0018784	OG0016798	n0			AT3G51720.1									
N3.HOG0018785	OG0016799	n0								GmISU01.11G209200.1.p				
N3.HOG0018786	OG0016800	n0								GmISU01.03G113700.1.p				
N3.HOG0018787	OG0016802	n0			AT3G30820.1, AT3G44570.1, AT2G14000.1, AT3G44580.1									
N3.HOG0018788	OG0016805	n0			AT2G46390.1									
N3.HOG0018789	OG0016808	n0			AT5G57820.1									
N3.HOG0018790	OG0016816	n0			AT4G39720.1, AT4G39720.4, AT4G39720.2, AT4G39720.3									
N3.HOG0018791	OG0016820	n0			AT4G19550.1, AT4G19550.2									
N3.HOG0018792	OG0016824	n0								GmISU01.03G166500.1.p				
N3.HOG0018793	OG0016826	n0			AT4G12530.1									
N3.HOG0018794	OG0016832	n2								GmISU01.08G248700.1.p				
N3.HOG0018795	OG0016832	n3								GmISU01.14G119300.1.p				
N3.HOG0018796	OG0016847	n0			AT1G56680.2, AT2G43620.1, AT2G43610.1, AT2G43600.2, AT2G43600.1, AT1G56680.1									
N3.HOG0018797	OG0016848	n0			AT2G46450.1, AT2G46440.2, AT2G46440.1, AT2G46450.4, AT2G46450.2, AT2G46450.3									
N3.HOG0018798	OG0016849	n0			AT2G32820.1, AT2G33300.1, AT2G33090.1, AT2G13640.1, AT5G27310.1, AT2G27780.1									
N3.HOG0018799	OG0016850	n0			AT2G20597.1, AT2G20619.1, AT2G20595.1, AT3G44718.1, AT2G20618.1, AT2G20605.1									
N3.HOG0018800	OG0016851	n0			AT2G19060.1, AT2G19050.1, AT2G19050.2, AT4G30140.1, AT2G19010.2, AT2G19010.1									
N3.HOG0018801	OG0016852	n0			AT2G40340.2, AT2G40340.4, AT2G40340.5, AT2G40340.6, AT2G40340.1, AT2G40340.3									
N3.HOG0018802	OG0016853	n0			AT2G28030.1, AT2G28225.1, AT2G28220.1, AT2G28040.2, AT2G28040.1, AT2G28010.1									
N3.HOG0018803	OG0016854	n0			AT1G30190.1, AT2G34610.1					GmISU01.13G186900.1.p, GmISU01.15G086200.1.p, GmISU01.08G089300.1.p				
N3.HOG0018804	OG0016855	n0			AT2G26820.2, AT2G26820.3, AT2G26820.1, AT2G26820.4, AT1G33830.1, AT1G33870.1									
N3.HOG0018805	OG0016856	n0			AT2G42510.3, AT2G42510.4, AT2G42510.6, AT2G42510.5, AT2G42510.2, AT2G42510.1									
N3.HOG0018806	OG0016857	n0			AT1G66235.1, AT1G66235.2, AT2G13760.1, AT4G10230.1, AT1G24380.1									
N3.HOG0018807	OG0016858	n0			AT2G15390.1, AT2G15360.1, AT2G15390.2, AT1G14080.1, AT2G15350.1, AT2G15370.1									
N3.HOG0018808	OG0016859	n0			AT2G29460.1, AT2G29470.1, AT2G29480.1, AT2G29490.1, AT2G29450.1, AT2G29440.1									
N3.HOG0018809	OG0016860	n0			AT3G30247.1, AT2G25482.1, AT3G29797.1, AT2G21655.1, AT2G21727.1, AT3G01185.1									
N3.HOG0018810	OG0016861	n0			AT4G04632.1, AT3G45670.1, AT2G18530.1, AT3G46160.1, AT3G46140.1, AT3G45790.1									
N3.HOG0018811	OG0016862	n0			AT1G29025.1, AT2G34030.1, AT2G34020.1, AT2G34020.2, AT1G29020.1, AT1G29020.2									
N3.HOG0018812	OG0016863	n0			AT2G32690.5, AT1G04800.1, AT2G32690.2, AT2G32690.4, AT2G32690.1, AT2G32690.3									
N3.HOG0018813	OG0016864	n0			AT5G33390.1, AT1G36675.1, AT2G10975.1, AT3G29637.2, AT3G29637.1, AT3G29645.1									
N3.HOG0018814	OG0016865	n0			AT2G19802.1, AT2G02525.1, AT2G02490.1, AT2G02490.2, AT2G02498.1, AT2G02515.1									
N3.HOG0018815	OG0016866	n0			AT3G55646.1, AT2G39855.4, AT2G39855.1, AT2G39855.5, AT2G39855.3, AT2G39855.2									
N3.HOG0018816	OG0016867	n0			AT2G36340.1, AT5G41530.1, AT3G07710.1, AT5G14280.1, AT4G00270.1, AT2G25650.1									
N3.HOG0018817	OG0016868	n0			AT2G46790.4, AT2G46790.5, AT2G46790.2, AT2G46790.1, AT2G46790.3, AT2G46670.1									
N3.HOG0018818	OG0016869	n0			AT4G30830.1, AT4G30830.2, AT2G24140.2, AT2G24140.3, AT2G24140.4, AT2G24140.1									
N3.HOG0018819	OG0016870	n0			AT2G17723.1									
N3.HOG0018820	OG0016871	n0			AT2G30120.1, AT2G30120.5, AT2G30120.4, AT2G30120.2, AT2G30120.3, AT2G30120.6									
N3.HOG0018821	OG0016872	n0			AT2G46960.1, AT2G46960.2									
N3.HOG0018822	OG0016873	n0			AT2G42250.1					GmISU01.19G111100.1.p, GmISU01.03G106700.1.p				
N3.HOG0018823	OG0016874	n0			AT3G42060.1, AT2G15420.1, AT5G27890.1, AT1G32000.1, AT1G32010.1, AT5G38190.1									
N3.HOG0018824	OG0016875	n0			AT3G61380.1, AT3G61380.3, AT3G61380.2, AT2G45900.2, AT2G45900.1, AT2G45900.3									
N3.HOG0018825	OG0016876	n0			ATMG00820.1									
N3.HOG0018826	OG0016877	n0			AT4G15270.3, AT4G15270.2, AT4G15270.1, AT4G15280.2									
N3.HOG0018827	OG0016878	n0			AT4G08590.6, AT4G08590.2, AT4G08590.1, AT4G08590.5, AT4G08590.4, AT4G08590.3									
N3.HOG0018828	OG0016879	n0			AT4G04750.2, AT4G04760.3, AT4G04760.1, AT4G04760.2, AT4G04750.3, AT4G04750.1									
N3.HOG0018829	OG0016880	n0			AT5G08055.1, AT1G33607.1, AT5G08315.1, AT5G19315.1, AT5G16453.1, AT4G18823.1									
N3.HOG0018830	OG0016881	n0			AT5G59390.3, AT4G01180.1, AT5G59390.4, AT5G59390.2, AT5G59390.1, AT5G59390.5									
N3.HOG0018831	OG0016882	n0			AT4G21950.1, AT3G61100.1, AT3G61090.1, AT3G62050.1, AT4G30760.2, AT4G30760.1									
N3.HOG0018832	OG0016883	n0			AT4G15715.1, AT5G56920.1, AT5G56910.1, AT5G56990.2, AT5G56990.1, AT4G15710.1									
N3.HOG0018833	OG0016884	n0			AT4G24590.2, AT4G24590.3, AT4G24590.5, AT5G49710.2, AT4G24590.4, AT4G24590.1									
N3.HOG0018834	OG0016885	n0			AT4G31354.3, AT4G31354.1, AT4G31351.1, AT4G31405.2, AT4G31405.1, AT4G31354.2									
N3.HOG0018835	OG0016886	n0			AT1G35320.3, AT1G35320.1, AT4G09210.1, AT4G09260.1, AT3G30160.1, AT1G35320.2									
N3.HOG0018836	OG0016887	n0			AT1G26420.1, AT1G26410.1, AT1G26380.1, AT1G26390.1, AT4G20800.1, AT1G26400.1									
N3.HOG0018837	OG0016888	n0			AT1G03720.2, AT1G03720.1, AT5G17140.1, AT5G17080.1, AT5G17130.1, AT4G03580.1									
N3.HOG0018838	OG0016889	n0			AT4G11480.4, AT4G11480.1, AT4G11480.3, AT4G11480.2, AT4G11470.1, AT4G11470.2									
N3.HOG0018839	OG0016890	n0			AT4G01380.1, AT3G53330.1, AT1G45063.2, AT1G45063.1, AT3G28958.1									
N3.HOG0018840	OG0016891	n0			AT4G15200.2, AT4G15200.3, AT4G15200.4									
N3.HOG0018841	OG0016892	n0			AT4G03320.1					GmISU01.07G140200.1.p, GmISU01.12G195100.1.p, GmISU01.13G229300.2.p, GmISU01.13G229300.3.p, GmISU01.13G229300.1.p				
N3.HOG0018842	OG0016893	n0			AT4G23450.2, AT4G23450.3, AT4G23450.6, AT4G23450.1, AT4G23450.4, AT4G23450.5									
N3.HOG0018843	OG0016894	n0			AT1G20740.2, AT1G20740.1, AT1G20680.1, AT1G20680.2, AT1G20405.1, AT1G20730.1									
N3.HOG0018844	OG0016895	n0			AT1G35540.1, AT1G34310.1, AT1G34390.1, AT1G35520.1, AT1G35240.1, AT1G34410.1									
N3.HOG0018845	OG0016896	n0			AT1G43720.1, AT1G35820.1, AT3G30520.1, AT3G42870.1, AT5G36080.1, AT3G32904.1									
N3.HOG0018846	OG0016897	n0			AT1G07690.5, AT1G54950.1, AT1G07690.1, AT1G07690.4, AT1G07690.2, AT1G07690.3									
N3.HOG0018847	OG0016898	n0			AT1G74150.3, AT1G74150.1, AT1G74150.2, AT1G74150.4, AT1G74150.5, AT1G74150.6									
N3.HOG0018848	OG0016899	n0			AT1G29730.2, AT1G29730.1, AT1G29730.4, AT1G29730.3, AT1G29740.2, AT1G29740.1									
N3.HOG0018849	OG0016900	n0			AT1G60280.1, AT1G60240.1, AT1G60380.1, AT1G60350.1, AT1G60300.1, AT1G60340.1									
N3.HOG0018850	OG0016901	n0			AT1G08900.2, AT1G08900.4, AT1G08900.1, AT1G08900.3, AT1G08900.5, AT1G08890.1									
N3.HOG0018851	OG0016902	n0			AT1G13090.2, AT1G13090.1, AT3G26830.1, AT1G13110.1, AT3G26210.1, AT1G13100.1									
N3.HOG0018852	OG0016903	n0			AT1G04300.2, AT1G04300.6, AT1G04300.5, AT1G04300.4, AT1G04300.1, AT1G04300.3									
N3.HOG0018853	OG0016904	n0			AT1G22280.2									
