HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N10.HOG0012748	OG0009386	n0		AH009448-RA			Bevul.1G204200.1.p							
N10.HOG0012749	OG0009387	n0		AH011047-RA										
N10.HOG0012750	OG0009388	n0		AH006454-RA			Bevul.6G033400.1.p							
N10.HOG0012751	OG0009389	n0		AH010657-RA			Bevul.4G180200.1.p							
N10.HOG0012752	OG0009390	n0		AH011751-RA			Bevul.1G018300.1.p							
N10.HOG0012753	OG0009391	n0		AH000885-RA			Bevul.9G144100.1.p							
N10.HOG0012754	OG0009392	n0		AH006175-RA, AH003900-RA			Bevul.6G009100.1.p							
N10.HOG0012755	OG0009393	n0		AH008442-RA			Bevul.8G085400.1.p							
N10.HOG0012756	OG0009394	n0		AH001897-RA			Bevul.9G182300.2.p, Bevul.9G182300.1.p							
N10.HOG0012757	OG0009395	n0		AH008854-RA			Bevul.1G115300.1.p							
N10.HOG0012758	OG0009396	n0		AH016925-RA			Bevul.1G049600.1.p							
N10.HOG0012759	OG0009397	n0		AH001605-RA			Bevul.9G152600.1.p, Bevul.9G152600.2.p							
N10.HOG0012760	OG0009398	n0		AH008655-RA			Bevul.1G085100.1.p							
N10.HOG0012761	OG0009399	n0		AH002313-RA			Bevul.9G130000.3.p, Bevul.9G130000.1.p, Bevul.9G130000.2.p							
N10.HOG0012762	OG0009400	n0		AH006186-RA			Bevul.6G010000.1.p							
N10.HOG0012763	OG0009401	n0		AH003794-RA			Bevul.6G026400.1.p							
N10.HOG0012764	OG0009402	n0		AH008897-RA			Bevul.1G169900.1.p							
N10.HOG0012765	OG0009403	n0		AH003607-RA			Bevul.6G076900.1.p							
N10.HOG0012766	OG0009404	n0		AH021180-RA, AH014647-RA			Bevul.8G114100.1.p							
N10.HOG0012767	OG0009405	n0		AH002274-RA, AH000805-RA			Bevul.9G135400.1.p							
N10.HOG0012768	OG0009406	n0		AH000816-RA			Bevul.9G137700.1.p							
N10.HOG0012769	OG0009407	n0		AH003346-RA			Bevul.6G034700.1.p							
N10.HOG0012770	OG0009408	n0		AH005620-RA			Bevul.6G084100.1.p							
N10.HOG0012771	OG0009409	n7		AH004954-RA, AH004297-RA			Bevul.6G221900.1.p							
N10.HOG0012772	OG0009410	n0		AH015506-RA			Bevul.1G022600.1.p							
N10.HOG0012773	OG0009411	n0		AH017201-RA			Bevul.1G046400.1.p							
N10.HOG0012774	OG0009412	n0		AH010720-RA			Bevul.4G123000.1.p							
N10.HOG0012775	OG0009413	n0		AH008536-RA			Bevul.1G070800.1.p							
N10.HOG0012776	OG0009414	n6		AH023668-RA			Bevul.3G159300.1.p							
N10.HOG0012777	OG0009415	n6		AH020522-RA			Bevul.3G223000.1.p							
N10.HOG0012778	OG0009415	n12					Bevul.3G222700.1.p							
N10.HOG0012779	OG0009416	n0		AH015829-RA			Bevul.1G081900.1.p, Bevul.4G117900.1.p							
N10.HOG0012780	OG0009417	n0		AH000593-RA			Bevul.9G160000.1.p, Bevul.9G160000.3.p, Bevul.9G160000.2.p							
N10.HOG0012781	OG0009418	n5		AH000550-RA			Bevul.9G175400.1.p							
N10.HOG0012782	OG0009419	n0		AH003862-RA			Bevul.6G014800.1.p							
N10.HOG0012783	OG0009420	n0		AH005802-RA			Bevul.6G102200.1.p							
N10.HOG0012784	OG0009421	n0		AH008545-RA										
N10.HOG0012785	OG0009422	n7		AH008602-RA			Bevul.1G065500.1.p							
N10.HOG0012786	OG0009423	n0					Bevul.6G224700.1.p							
N10.HOG0012787	OG0009424	n0		AH016872-RA			Bevul.1G178600.1.p							
N10.HOG0012788	OG0009425	n0					Bevul.8G113300.1.p							
N10.HOG0012789	OG0009426	n0		AH001909-RA			Bevul.9G183900.1.p							
N10.HOG0012790	OG0009427	n0		AH002307-RA			Bevul.9G131000.2.p, Bevul.9G131000.1.p							
N10.HOG0012791	OG0009428	n0		AH008433-RA			Bevul.1G053900.1.p							
N10.HOG0012792	OG0009429	n0		AH005961-RA			Bevul.6G073500.1.p							
N10.HOG0012793	OG0009430	n0		AH000900-RA			Bevul.9G146200.1.p							
N10.HOG0012794	OG0009431	n0		AH008431-RA, AH016949-RA			Bevul.1G051700.1.p							
N10.HOG0012795	OG0009432	n0		AH005333-RA			Bevul.6G151900.1.p							
N10.HOG0012796	OG0009433	n0		AH005618-RA, AH002924-RA										
N10.HOG0012797	OG0009434	n0		AH007484-RA			Bevul.4G216200.1.p							
N10.HOG0012798	OG0009435	n0		AH004961-RA			Bevul.6G222200.1.p							
N10.HOG0012799	OG0009436	n0					Bevul.4G010200.1.p							
N10.HOG0012800	OG0009437	n0					Bevul.9G063500.1.p, Bevul.9G063500.2.p, Bevul.9G063500.3.p							
N10.HOG0012801	OG0009438	n0		AH001528-RA			Bevul.3G098000.1.p							
N10.HOG0012802	OG0009439	n0		AH000950-RA			Bevul.9G154000.1.p							
N10.HOG0012803	OG0009440	n0		AH001895-RA			Bevul.9G182000.1.p							
N10.HOG0012804	OG0009441	n0		AH008873-RA			Bevul.1G118600.1.p							
N10.HOG0012805	OG0009442	n0		AH003731-RA			Bevul.6G001900.1.p							
N10.HOG0012806	OG0009443	n0		AH001598-RA, AH000931-RA			Bevul.9G151200.1.p							
N10.HOG0012807	OG0009445	n1					Bevul.9G123000.1.p							
N10.HOG0012808	OG0009445	n4		AH015469-RA										
N10.HOG0012809	OG0009446	n0		AH008712-RA			Bevul.1G105500.1.p							
N10.HOG0012810	OG0009447	n0		AH005668-RA			Bevul.6G058400.1.p							
N10.HOG0012811	OG0009448	n0		AH008607-RA			Bevul.1G059300.1.p							
N10.HOG0012812	OG0009449	n0		AH005892-RA, AH003952-RA			Bevul.6G094600.1.p							
N10.HOG0012813	OG0009450	n0		AH004199-RA			Bevul.6G145800.1.p							
N10.HOG0012814	OG0009451	n13		AH015275-RA			Bevul.8G018800.1.p							
N10.HOG0012815	OG0009452	n1		AH001858-RA			Bevul.9G177300.1.p							
N10.HOG0012816	OG0009452	n15					Bevul.9G153900.1.p							
N10.HOG0012817	OG0009453	n0		AH005953-RA			Bevul.6G072700.1.p							
N10.HOG0012818	OG0009454	n0		AH003611-RA			Bevul.6G106300.1.p							
N10.HOG0012819	OG0009455	n0		AH021170-RA, AH014649-RA			Bevul.8G116300.1.p							
N10.HOG0012820	OG0009456	n6					Bevul.6G150800.1.p							
N10.HOG0012821	OG0009456	n14		AH005321-RA										
N10.HOG0012822	OG0009457	n6		AH006228-RA										
N10.HOG0012823	OG0009457	n7		AH006229-RA			Bevul.4G076900.1.p, Bevul.4G076800.1.p							
N10.HOG0012824	OG0009458	n0		AH008825-RA			Bevul.1G112000.1.p							
N10.HOG0012825	OG0009459	n0		AH010163-RA			Bevul.2G082300.1.p, Bevul.2G082300.2.p							
N10.HOG0012826	OG0009460	n0		AH004593-RA			Bevul.8G106700.1.p							
N10.HOG0012827	OG0009461	n0		AH020238-RA			Bevul.3G168200.1.p							
N10.HOG0012828	OG0009462	n0		AH009720-RA			Bevul.1G159100.1.p							
N10.HOG0012829	OG0009463	n0		AH007976-RA			Bevul.4G083300.1.p							
N10.HOG0012830	OG0009464	n0					Bevul.2G175100.1.p							
N10.HOG0012831	OG0009465	n0		AH017190-RA			Bevul.5G148600.1.p							
N10.HOG0012832	OG0009466	n0		AH003866-RA			Bevul.6G014200.1.p							
N10.HOG0012833	OG0009467	n6		AH000941-RA, AH001601-RA			Bevul.9G151800.1.p							
N10.HOG0012834	OG0009468	n0		AH021606-RA			Bevul.8G001300.1.p, Bevul.7G121400.1.p							
N10.HOG0012835	OG0009469	n0		AH022054-RA			Bevul.4G234700.1.p							
N10.HOG0012836	OG0009470	n0		AH019308-RA, AH015626-RA			Bevul.2G031700.1.p							
N10.HOG0012837	OG0009471	n0		AH015690-RA			Bevul.2G031600.1.p							
N10.HOG0012838	OG0009473	n0		AH021330-RA			Bevul.8G080100.1.p							
N10.HOG0012839	OG0009475	n0		AH018026-RA			Bevul.1G147400.1.p							
N10.HOG0012840	OG0009476	n0					Bevul.7G167900.1.p							
N10.HOG0012841	OG0009477	n0		AH015250-RA			Bevul.8G022100.1.p							
N10.HOG0012842	OG0009478	n0		AH021518-RA			Bevul.8G060100.1.p							
N10.HOG0012843	OG0009479	n0		AH021276-RA			Bevul.8G094500.1.p							
N10.HOG0012844	OG0009480	n0		AH010188-RA			Bevul.4G033200.1.p							
N10.HOG0012845	OG0009481	n0		AH005083-RA			Bevul.4G005800.1.p							
N10.HOG0012846	OG0009482	n0		AH001920-RA			Bevul.9G187200.1.p							
N10.HOG0012847	OG0009483	n0		AH010276-RA			Bevul.4G092300.1.p							
N10.HOG0012848	OG0009484	n4		AH014884-RA			Bevul.8G039300.1.p							
N10.HOG0012849	OG0009485	n0		AH007704-RA			Bevul.4G234500.1.p							
N10.HOG0012850	OG0009486	n0		AH009998-RA			Bevul.4G129800.1.p							
N10.HOG0012851	OG0009487	n0		AH021272-RA			Bevul.8G095200.1.p							
N10.HOG0012852	OG0009488	n0		AH021002-RA			Bevul.1G135300.1.p, Bevul.9G165300.1.p							
N10.HOG0012853	OG0009489	n0		AH006307-RA, AH003447-RA			Bevul.6G047600.1.p							
N10.HOG0012854	OG0009490	n8		AH010086-RA			Bevul.4G068100.1.p							
N10.HOG0012855	OG0009491	n0		AH014860-RA			Bevul.8G036200.1.p							
N10.HOG0012856	OG0009492	n0		AH014802-RA			Bevul.8G007200.1.p							
N10.HOG0012857	OG0009493	n0		AH007999-RA			Bevul.4G078400.1.p							
N10.HOG0012858	OG0009494	n7					Bevul.4G079200.1.p, Bevul.4G079100.1.p							
N10.HOG0012859	OG0009494	n9		AH021373-RA			Bevul.8G008700.1.p							
N10.HOG0012860	OG0009495	n0		AH008012-RA			Bevul.6G075300.1.p							
N10.HOG0012861	OG0009496	n0		AH001157-RA			Bevul.9G024900.1.p, Bevul.9G024900.2.p							
N10.HOG0012862	OG0009497	n0		AH002873-RA			Bevul.5G179600.1.p							
N10.HOG0012863	OG0009498	n0		AH023763-RA			Bevul.9G000300.2.p, Bevul.9G000300.1.p							
N10.HOG0012864	OG0009499	n0		AH019227-RA			Bevul.2G019100.1.p							
N10.HOG0012865	OG0009500	n0		AH014422-RA, AH020945-RA			Bevul.8G207800.1.p							
N10.HOG0012866	OG0009501	n0		AH018997-RA			Bevul.2G010700.1.p							
N10.HOG0012867	OG0009502	n0		AH013401-RA, AH022333-RA			Bevul.7G165500.1.p							
N10.HOG0012868	OG0009503	n0		AH003122-RA			Bevul.5G043600.1.p							
N10.HOG0012869	OG0009504	n0		AH002103-RA			Bevul.9G207200.1.p							
N10.HOG0012870	OG0009505	n0		AH001933-RA			Bevul.9G188000.1.p							
N10.HOG0012871	OG0009506	n0		AH011392-RA			Bevul.1G125800.1.p							
N10.HOG0012872	OG0009507	n0		AH010627-RA			Bevul.4G175800.1.p							
N10.HOG0012873	OG0009508	n0		AH021022-RA			Bevul.8G156400.1.p							
N10.HOG0012874	OG0009509	n2		AH008430-RA			Bevul.8G109200.1.p							
N10.HOG0012875	OG0009510	n0		AH016175-RA			Bevul.2G158400.1.p, Bevul.2G158400.2.p							
N10.HOG0012876	OG0009511	n0		AH012391-RA			Bevul.3G070600.1.p							
N10.HOG0012877	OG0009513	n0		AH016343-RA			Bevul.2G247200.1.p							
N10.HOG0012878	OG0009514	n0		AH011409-RA			Bevul.5G074100.1.p							
N10.HOG0012879	OG0009515	n0		AH013961-RA			Bevul.8G165400.1.p							
N10.HOG0012880	OG0009516	n0		AH014490-RA			Bevul.8G199700.1.p							
N10.HOG0012881	OG0009517	n0		AH005376-RA			Bevul.2G046600.1.p							
N10.HOG0012882	OG0009518	n6		AH009676-RA			Bevul.1G178800.1.p							
N10.HOG0012883	OG0009519	n11		AH020642-RA			Bevul.8G161900.1.p							
N10.HOG0012884	OG0009520	n0		AH021158-RA			Bevul.6G161900.1.p, Bevul.8G121300.1.p							
N10.HOG0012885	OG0009521	n0		AH020882-RA			Bevul.8G196800.1.p							
N10.HOG0012886	OG0009522	n0		AH007568-RA			Bevul.4G159500.1.p							
N10.HOG0012887	OG0009523	n0		AH015595-RA			Bevul.1G132600.1.p							
N10.HOG0012888	OG0009525	n0		AH014221-RA			Bevul.8G130000.1.p							
N10.HOG0012889	OG0009526	n0		AH023385-RA			Bevul.2G162200.2.p, Bevul.2G162200.1.p							
N10.HOG0012890	OG0009527	n0					Bevul.9G227500.1.p							
N10.HOG0012891	OG0009528	n8		AH009692-RA			Bevul.1G177100.1.p							
N10.HOG0012892	OG0009529	n0		AH018720-RA			Bevul.5G040000.1.p							
N10.HOG0012893	OG0009530	n0		AH006956-RA, AH020236-RA			Bevul.3G208600.1.p							
N10.HOG0012894	OG0009531	n0		AH018989-RA			Bevul.2G008100.1.p							
N10.HOG0012895	OG0009532	n0		AH011903-RA			Bevul.3G027300.1.p							
N10.HOG0012896	OG0009533	n0		AH000462-RA			Bevul.9G204300.1.p							
N10.HOG0012897	OG0009534	n0		AH014605-RA			Bevul.8G108300.1.p							
N10.HOG0012898	OG0009535	n0		AH016167-RA			Bevul.2G156500.1.p							
N10.HOG0012899	OG0009536	n0		AH002241-RA			Bevul.9G140300.1.p							
N10.HOG0012900	OG0009537	n0		AH001988-RA, AH000601-RA			Bevul.9G193900.1.p							
N10.HOG0012901	OG0009538	n0		AH007892-RA			Bevul.4G093000.1.p							
N10.HOG0012902	OG0009539	n0		AH004463-RA			Bevul.5G236300.1.p							
N10.HOG0012903	OG0009540	n0		AH001960-RA			Bevul.9G191900.1.p							
N10.HOG0012904	OG0009541	n0		AH009240-RA			Bevul.1G167100.1.p							
N10.HOG0012905	OG0009542	n0		AH013404-RA			Bevul.7G165200.1.p							
N10.HOG0012906	OG0009543	n0		AH000492-RA, AH002133-RA			Bevul.9G214800.1.p							
N10.HOG0012907	OG0009544	n0		AH021051-RA			Bevul.8G152300.1.p							
N10.HOG0012908	OG0009546	n0		AH018601-RA			Bevul.5G001600.1.p							
N10.HOG0012909	OG0009547	n5		AH020585-RA			Bevul.3G233200.1.p							
N10.HOG0012910	OG0009548	n0		AH009582-RA			Bevul.1G189100.1.p							
N10.HOG0012911	OG0009549	n0		AH023428-RA			Bevul.2G094300.1.p							
N10.HOG0012912	OG0009550	n0		AH009617-RA			Bevul.1G185500.1.p							
N10.HOG0012913	OG0009551	n0		AH014090-RA			Bevul.8G177400.1.p							
N10.HOG0012914	OG0009552	n0		AH000351-RA			Bevul.9G110700.1.p							
N10.HOG0012915	OG0009553	n0		AH015893-RA			Bevul.2G120600.1.p							
N10.HOG0012916	OG0009554	n0		AH009307-RA			Bevul.1G150800.1.p							
N10.HOG0012917	OG0009555	n0		AH014613-RA			Bevul.8G109500.1.p							
N10.HOG0012918	OG0009556	n0		AH017076-RA, AH014913-RA			Bevul.2G126900.1.p							
N10.HOG0012919	OG0009557	n6					Bevul.1G136800.1.p							
N10.HOG0012920	OG0009558	n0					Bevul.6G179100.1.p							
N10.HOG0012921	OG0009559	n0		AH020506-RA			Bevul.8G127400.1.p							
N10.HOG0012922	OG0009560	n0		AH013995-RA			Bevul.8G170800.1.p							
N10.HOG0012923	OG0009561	n0		AH012385-RA			Bevul.3G071100.1.p, Bevul.3G071200.1.p							
N10.HOG0012924	OG0009562	n13		AH015958-RA, AH023531-RA			Bevul.2G113000.1.p							
N10.HOG0012925	OG0009563	n0		AH015993-RA			Bevul.2G123000.1.p, Bevul.2G123000.3.p, Bevul.2G123000.2.p							
N10.HOG0012926	OG0009564	n0					Bevul.8G182900.1.p							
N10.HOG0012927	OG0009565	n0		AH014424-RA			Bevul.8G208000.1.p							
N10.HOG0012928	OG0009566	n11		AH012316-RA										
N10.HOG0012929	OG0009566	n13		AH012301-RA			Bevul.3G083300.1.p							
N10.HOG0012930	OG0009567	n0		AH014399-RA, AH020977-RA			Bevul.8G211800.1.p							
N10.HOG0012931	OG0009568	n0		AH017073-RA			Bevul.2G126700.1.p							
N10.HOG0012932	OG0009569	n0		AH021253-RA			Bevul.8G122800.1.p							
N10.HOG0012933	OG0009570	n0		AH009462-RA			Bevul.1G202700.1.p							
N10.HOG0012934	OG0009571	n0		AH013478-RA			Bevul.7G152600.1.p							
N10.HOG0012935	OG0009572	n0					Bevul.5G019400.1.p							
N10.HOG0012936	OG0009573	n0		AH008506-RA			Bevul.3G035800.1.p							
N10.HOG0012937	OG0009574	n0		AH021072-RA			Bevul.8G148800.1.p							
N10.HOG0012938	OG0009575	n0		AH023361-RA			Bevul.2G156900.1.p, Bevul.2G156900.2.p							
N10.HOG0012939	OG0009576	n0		AH014209-RA			Bevul.8G131800.1.p							
N10.HOG0012940	OG0009577	n0		AH020862-RA			Bevul.4G004400.1.p							
N10.HOG0012941	OG0009578	n0		AH014655-RA			Bevul.8G117700.1.p							
N10.HOG0012942	OG0009579	n9					Bevul.8G134900.1.p							
N10.HOG0012943	OG0009579	n11		AH016046-RA			Bevul.2G137700.1.p							
N10.HOG0012944	OG0009580	n0		AH019432-RA			Bevul.3G092500.1.p							
N10.HOG0012945	OG0009581	n0		AH003157-RA			Bevul.9G047300.2.p, Bevul.9G047300.1.p							
N10.HOG0012946	OG0009582	n6		AH018565-RA			Bevul.5G007000.1.p							
N10.HOG0012947	OG0009583	n0		AH004154-RA			Bevul.9G185000.1.p, Bevul.9G185000.2.p							
N10.HOG0012948	OG0009584	n12		AH014477-RA			Bevul.8G201300.1.p							
N10.HOG0012949	OG0009584	n13		AH014478-RA			Bevul.8G201100.1.p							
N10.HOG0012950	OG0009584	n14		AH014479-RA			Bevul.8G201000.1.p							
N10.HOG0012951	OG0009585	n0		AH019490-RA			Bevul.3G083800.1.p							
N10.HOG0012952	OG0009586	n0		AH003220-RA			Bevul.5G008300.1.p							
N10.HOG0012953	OG0009587	n0		AH003807-RA			Bevul.1G163900.1.p							
N10.HOG0012954	OG0009588	n0		AH020764-RA			Bevul.8G181700.1.p							
N10.HOG0012955	OG0009589	n7		AH006187-RA			Bevul.6G010200.1.p							
N10.HOG0012956	OG0009590	n0		AH018807-RA			Bevul.5G051500.1.p							
N10.HOG0012957	OG0009591	n0		AH019157-RA			Bevul.2G042100.1.p, Bevul.2G042100.2.p, Bevul.2G042100.5.p, Bevul.2G042100.4.p, Bevul.2G042100.3.p, Bevul.2G042100.6.p							
N10.HOG0012958	OG0009592	n0		AH002872-RA			Bevul.5G115500.1.p							
N10.HOG0012959	OG0009593	n0		AH016108-RA			Bevul.2G149100.1.p							
N10.HOG0012960	OG0009594	n0		AH021850-RA			Bevul.7G035100.1.p, Bevul.7G035100.2.p							
N10.HOG0012961	OG0009595	n0		AH018902-RA			Bevul.5G116800.1.p							
N10.HOG0012962	OG0009596	n0		AH021618-RA			Bevul.8G033900.1.p							
N10.HOG0012963	OG0009597	n0		AH015414-RA			Bevul.8G161100.1.p							
N10.HOG0012964	OG0009598	n0		AH017440-RA			Bevul.4G026100.1.p							
N10.HOG0012965	OG0009599	n0		AH000320-RA			Bevul.9G077500.1.p							
N10.HOG0012966	OG0009600	n0		AH004349-RA			Bevul.6G231000.1.p							
N10.HOG0012967	OG0009601	n0		AH013161-RA, AH022489-RA			Bevul.7G214900.1.p							
N10.HOG0012968	OG0009602	n0		AH000228-RA			Bevul.9G037700.1.p, Bevul.9G037700.3.p, Bevul.9G037700.2.p							
N10.HOG0012969	OG0009603	n0		AH000627-RA, AH001905-RA			Bevul.9G183100.1.p							
N10.HOG0012970	OG0009604	n0		AH018762-RA			Bevul.4G088700.1.p, Bevul.2G009800.1.p							
N10.HOG0012971	OG0009605	n0		AH000373-RA			Bevul.9G105200.1.p							
N10.HOG0012972	OG0009606	n0		AH000402-RA			Bevul.9G099200.1.p							
N10.HOG0012973	OG0009608	n0		AH021263-RA			Bevul.8G096000.1.p							
N10.HOG0012974	OG0009609	n0		AH021781-RA			Bevul.7G019900.1.p, Bevul.7G019900.2.p							
N10.HOG0012975	OG0009610	n0					Bevul.2G028300.1.p, Bevul.2G028300.2.p							
N10.HOG0012976	OG0009611	n0		AH007263-RA			Bevul.4G072200.1.p							
N10.HOG0012977	OG0009612	n0		AH017509-RA, AH002882-RA			Bevul.5G178100.1.p							
N10.HOG0012978	OG0009613	n0		AH000201-RA			Bevul.9G043000.1.p							
N10.HOG0012979	OG0009614	n0		AH021889-RA			Bevul.7G047400.1.p							
N10.HOG0012980	OG0009615	n0		AH007894-RA			Bevul.4G091200.1.p							
N10.HOG0012981	OG0009616	n0		AH020510-RA, AH006585-RA			Bevul.3G220600.1.p							
N10.HOG0012982	OG0009617	n8		AH018852-RA			Bevul.5G057600.1.p							
N10.HOG0012983	OG0009618	n0		AH000077-RA			Bevul.9G014700.1.p							
N10.HOG0012984	OG0009619	n0		AH008073-RA			Bevul.4G059800.1.p							
N10.HOG0012985	OG0009621	n0		AH023172-RA			Bevul.2G185000.1.p							
N10.HOG0012986	OG0009622	n0		AH015721-RA			Bevul.9G185700.1.p							
N10.HOG0012987	OG0009623	n0		AH016473-RA			Bevul.2G220000.1.p, Bevul.2G220000.2.p, Bevul.2G222700.1.p							
N10.HOG0012988	OG0009624	n0		AH022488-RA			Bevul.7G214800.1.p							
N10.HOG0012989	OG0009625	n0		AH019781-RA, AH013341-RA			Bevul.7G173400.1.p							
N10.HOG0012990	OG0009627	n0		AH006415-RA			Bevul.6G035900.1.p							
N10.HOG0012991	OG0009628	n0		AH021439-RA, AH014882-RA			Bevul.8G039100.1.p							
N10.HOG0012992	OG0009629	n0		AH009870-RA, AH008238-RA			Bevul.4G019500.1.p, Bevul.4G019200.1.p							
N10.HOG0012993	OG0009630	n0		AH001279-RA			Bevul.4G101900.1.p							
N10.HOG0012994	OG0009631	n0		AH023190-RA			Bevul.2G182600.1.p							
N10.HOG0012995	OG0009632	n0		AH006165-RA			Bevul.2G005200.1.p							
N10.HOG0012996	OG0009633	n0		AH010953-RA			Bevul.4G228500.1.p							
N10.HOG0012997	OG0009634	n0		AH011518-RA			Bevul.5G091700.1.p							
N10.HOG0012998	OG0009635	n0		AH014551-RA			Bevul.8G133400.1.p							
N10.HOG0012999	OG0009636	n0		AH000849-RA, AH002236-RA			Bevul.9G140600.2.p, Bevul.9G140600.1.p							
N10.HOG0013000	OG0009637	n0		AH007977-RA			Bevul.4G083200.1.p							
N10.HOG0013001	OG0009638	n0		AH021077-RA			Bevul.5G058900.1.p							
N10.HOG0013002	OG0009639	n0		AH001113-RA			Bevul.9G015600.1.p							
N10.HOG0013003	OG0009640	n0		AH014731-RA			Bevul.8G084600.1.p							
N10.HOG0013004	OG0009641	n0					Bevul.3G118500.1.p							
N10.HOG0013005	OG0009642	n0		AH014024-RA, AH020722-RA			Bevul.8G173400.1.p							
N10.HOG0013006	OG0009643	n0		AH022455-RA			Bevul.7G219700.1.p							
N10.HOG0013007	OG0009644	n15		AH010893-RA			Bevul.4G243700.1.p							
N10.HOG0013008	OG0009645	n0		AH005730-RA			Bevul.6G016700.1.p							
N10.HOG0013009	OG0009646	n14		AH021973-RA										
N10.HOG0013010	OG0009646	n15		AH021974-RA, AH012786-RA			Bevul.7G060800.1.p							
N10.HOG0013011	OG0009647	n0		AH011090-RA			Bevul.4G217500.1.p							
N10.HOG0013012	OG0009648	n0		AH015673-RA			Bevul.2G043900.1.p							
N10.HOG0013013	OG0009649	n0		AH014823-RA			Bevul.8G004100.1.p							
N10.HOG0013014	OG0009650	n0		AH001504-RA			Bevul.9G105900.1.p							
N10.HOG0013015	OG0009651	n0		AH012736-RA			Bevul.7G048900.1.p							
N10.HOG0013016	OG0009652	n0		AH019273-RA			Bevul.2G025800.1.p							
N10.HOG0013017	OG0009653	n0		AH000156-RA			Bevul.9G053400.1.p							
N10.HOG0013018	OG0009654	n0		AH021222-RA			Bevul.8G107900.1.p							
N10.HOG0013019	OG0009655	n0		AH001431-RA			Bevul.9G112000.5.p, Bevul.9G112000.2.p, Bevul.9G112000.4.p, Bevul.9G112000.3.p, Bevul.9G112000.6.p, Bevul.9G112000.1.p							
N10.HOG0013020	OG0009656	n0		AH007641-RA			Bevul.4G250000.1.p							
N10.HOG0013021	OG0009657	n0		AH023122-RA			Bevul.2G246700.1.p							
N10.HOG0013022	OG0009658	n0		AH000053-RA			Bevul.9G023900.1.p, Bevul.9G022000.1.p							
N10.HOG0013023	OG0009659	n0		AH001160-RA			Bevul.3G072600.1.p							
N10.HOG0013024	OG0009660	n4		AH008063-RA			Bevul.5G137600.1.p							
N10.HOG0013025	OG0009661	n14		AH000252-RA			Bevul.9G065400.1.p							
N10.HOG0013026	OG0009662	n12		AH008207-RA			Bevul.4G030500.1.p							
N10.HOG0013027	OG0009662	n14		AH021500-RA										
N10.HOG0013028	OG0009663	n0		AH021982-RA			Bevul.7G058800.1.p							
N10.HOG0013029	OG0009664	n0		AH019154-RA, AH019153-RA			Bevul.2G041100.1.p							
N10.HOG0013030	OG0009665	n9		AH021644-RA			Bevul.8G027800.1.p							
N10.HOG0013031	OG0009665	n13		AH010024-RA, AH010025-RA			Bevul.4G059400.1.p							
N10.HOG0013032	OG0009666	n0		AH021691-RA			Bevul.7G001400.1.p							
N10.HOG0013033	OG0009667	n0		AH010190-RA, AH014118-RA, AH014103-RA			Bevul.4G033100.1.p							
N10.HOG0013034	OG0009668	n10		AH021929-RA										
N10.HOG0013035	OG0009668	n11		AH012823-RA			Bevul.7G067200.1.p							
N10.HOG0013036	OG0009669	n0		AH014945-RA			Bevul.8G048400.1.p							
N10.HOG0013037	OG0009670	n0		AH020371-RA			Bevul.3G191200.1.p							
N10.HOG0013038	OG0009672	n0		AH009624-RA			Bevul.1G184800.1.p							
N10.HOG0013039	OG0009673	n2		AH011731-RA			Bevul.7G071700.1.p							
N10.HOG0013040	OG0009674	n0		AH006309-RA			Bevul.6G047800.1.p							
N10.HOG0013041	OG0009675	n0		AH010883-RA			Bevul.4G245900.1.p							
N10.HOG0013042	OG0009676	n0		AH021244-RA			Bevul.8G101000.1.p							
N10.HOG0013043	OG0009677	n0		AH001355-RA										
N10.HOG0013044	OG0009678	n0		AH003468-RA			Bevul.6G048000.1.p							
N10.HOG0013045	OG0009680	n0		AH007636-RA			Bevul.4G250800.1.p							
N10.HOG0013046	OG0009681	n0		AH021987-RA			Bevul.7G058000.1.p							
N10.HOG0013047	OG0009682	n0		AH015988-RA			Bevul.2G113600.1.p							
N10.HOG0013048	OG0009683	n0		AH001383-RA			Bevul.9G080700.3.p, Bevul.9G080700.1.p, Bevul.9G080700.2.p							
N10.HOG0013049	OG0009684	n9		AH000929-RA			Bevul.9G150500.1.p							
N10.HOG0013050	OG0009685	n0		AH023072-RA			Bevul.2G239900.1.p							
N10.HOG0013051	OG0009686	n0		AH012722-RA			Bevul.7G044100.1.p, Bevul.7G044100.2.p							
N10.HOG0013052	OG0009687	n0		AH003640-RA			Bevul.4G248300.1.p							
N10.HOG0013053	OG0009688	n0					Bevul.6G097500.1.p							
N10.HOG0013054	OG0009689	n0		AH006558-RA			Bevul.3G224200.1.p							
N10.HOG0013055	OG0009690	n0		AH007634-RA			Bevul.4G250900.1.p							
N10.HOG0013056	OG0009691	n0		AH011133-RA			Bevul.4G212700.1.p							
N10.HOG0013057	OG0009692	n0		AH009564-RA			Bevul.1G191000.1.p							
N10.HOG0013058	OG0009693	n0					Bevul.4G067100.1.p, Bevul.2G152500.1.p							
N10.HOG0013059	OG0009694	n0		AH008778-RA			Bevul.1G095900.1.p							
N10.HOG0013060	OG0009695	n0		AH007229-RA			Bevul.3G011800.1.p							
