HOG	OG	Gene Tree Parent Clade	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
N5.HOG0019336	OG0016702	n0									Lsat_1_v5_gn_8_3980.1		Solyc06g073037.1.1	
N5.HOG0019337	OG0016704	n0									Lsat_1_v5_gn_0_9640.3, Lsat_1_v5_gn_0_9640.1		Solyc06g072950.2.1	
N5.HOG0019338	OG0016705	n0									Lsat_1_v5_gn_7_49141.1			
N5.HOG0019339	OG0016706	n0									Lsat_1_v5_gn_8_25460.1			
N5.HOG0019340	OG0016708	n0									Lsat_1_v5_gn_6_109481.1, Lsat_1_v5_gn_4_130040.1			
N5.HOG0019341	OG0016709	n0											Solyc09g010310.1.1, Solyc09g005050.1.1, Solyc09g009330.1.1, Solyc09g009310.1.1, Solyc03g032200.2.1	
N5.HOG0019342	OG0016711	n0									Lsat_1_v5_gn_2_95701.1, Lsat_1_v5_gn_1_52280.1			
N5.HOG0019343	OG0016712	n0											Solyc05g013495.1.1	
N5.HOG0019344	OG0016714	n0									Lsat_1_v5_gn_0_30760.1		Solyc02g093695.1.1	
N5.HOG0019345	OG0016715	n0									Lsat_1_v5_gn_8_48141.1		Solyc04g005460.1.1	
N5.HOG0019346	OG0016719	n0											Solyc05g012950.2.1, Solyc05g012990.1.1, Solyc05g013000.2.1, Solyc05g012970.3.1, Solyc05g013010.3.1	
N5.HOG0019347	OG0016722	n0									Lsat_1_v5_gn_3_67041.1		Solyc02g081240.1.1	
N5.HOG0019348	OG0016723	n0									Lsat_1_v5_gn_4_90881.1		Solyc03g123710.3.1	
N5.HOG0019349	OG0016726	n0									Lsat_1_v5_gn_4_76681.1, Lsat_1_v5_gn_4_76681.3			
N5.HOG0019350	OG0016727	n0									Lsat_1_v5_gn_7_10960.2, Lsat_1_v5_gn_7_10960.1		Solyc01g080920.3.1	
N5.HOG0019351	OG0016729	n0									Lsat_1_v5_gn_8_84061.1, Lsat_1_v5_gn_5_57360.2, Lsat_1_v5_gn_9_17080.1		Solyc08g005480.3.1	
N5.HOG0019352	OG0016730	n0									Lsat_1_v5_gn_3_56540.1		Solyc05g008570.2.1	
N5.HOG0019353	OG0016731	n0											Solyc10g055600.2.1, Solyc06g009863.1.1, Solyc06g007115.1.1, Solyc01g057525.1.1	
N5.HOG0019354	OG0016733	n0											Solyc02g087610.1.1	
N5.HOG0019355	OG0016734	n0									Lsat_1_v5_gn_4_179620.1		Solyc04g063270.1.1	
N5.HOG0019356	OG0016736	n0									Lsat_1_v5_gn_9_104140.1, Lsat_1_v5_gn_8_98201.1		Solyc07g005680.3.1	
N5.HOG0019357	OG0016740	n0									Lsat_1_v5_gn_8_63201.2, Lsat_1_v5_gn_8_63201.3			
N5.HOG0019358	OG0016741	n0									Lsat_1_v5_gn_8_66061.1, Lsat_1_v5_gn_8_66041.1, Lsat_1_v5_gn_8_65921.1, Lsat_1_v5_gn_8_66021.1			
N5.HOG0019359	OG0016749	n0									Lsat_1_v5_gn_6_62560.1		Solyc06g071840.2.1	
N5.HOG0019360	OG0016751	n0											Solyc02g063250.3.1	
N5.HOG0019361	OG0016759	n0									Lsat_1_v5_gn_5_6840.2, Lsat_1_v5_gn_5_6840.1		Solyc10g006830.3.1	
N5.HOG0019362	OG0016760	n0											Solyc04g049650.1.1	
N5.HOG0019363	OG0016761	n0									Lsat_1_v5_gn_3_26900.1			
N5.HOG0019364	OG0016763	n0									Lsat_1_v5_gn_5_16661.1, Lsat_1_v5_gn_7_96640.1, Lsat_1_v5_gn_8_78121.1, Lsat_1_v5_gn_8_111720.1			
N5.HOG0019365	OG0016764	n0									Lsat_1_v5_gn_9_68001.4, Lsat_1_v5_gn_9_68001.1, Lsat_1_v5_gn_9_68001.2		Solyc06g005660.2.1	
N5.HOG0019366	OG0016765	n0									Lsat_1_v5_gn_0_38160.1, Lsat_1_v5_gn_1_2660.2		Solyc00g125980.1.1, Solyc11g030800.1.1, Solyc00g013137.1.1	
N5.HOG0019367	OG0016769	n0											Solyc09g014975.1.1	
N5.HOG0019368	OG0016770	n0									Lsat_1_v5_gn_1_30300.1, Lsat_1_v5_gn_1_30300.3, Lsat_1_v5_gn_1_30300.2, Lsat_1_v5_gn_5_173240.2, Lsat_1_v5_gn_5_173240.1			
N5.HOG0019369	OG0016774	n0									Lsat_1_v5_gn_9_8120.1		Solyc09g065770.1.1	
N5.HOG0019370	OG0016775	n0											Solyc03g115570.1.1	
N5.HOG0019371	OG0016777	n0									Lsat_1_v5_gn_4_23940.2, Lsat_1_v5_gn_4_23940.1, Lsat_1_v5_gn_4_23940.3			
N5.HOG0019372	OG0016779	n0									Lsat_1_v5_gn_9_94261.4			
N5.HOG0019373	OG0016782	n2									Lsat_1_v5_gn_6_46381.1		Solyc12g042075.1.1	
N5.HOG0019374	OG0016782	n4											Solyc03g113410.2.1	
N5.HOG0019375	OG0016788	n0									Lsat_1_v5_gn_5_106521.5, Lsat_1_v5_gn_5_106501.5		Solyc01g104830.2.1, Solyc01g104820.3.1	
N5.HOG0019376	OG0016789	n0									Lsat_1_v5_gn_1_60240.7			
N5.HOG0019377	OG0016797	n0									Lsat_1_v5_gn_6_102801.1			
N5.HOG0019378	OG0016798	n0									Lsat_1_v5_gn_8_119741.1		Solyc04g078970.2.1	
N5.HOG0019379	OG0016803	n0									Lsat_1_v5_gn_8_90401.1		Solyc06g083670.3.1	
N5.HOG0019380	OG0016805	n0											Solyc01g097020.3.1	
N5.HOG0019381	OG0016808	n0									Lsat_1_v5_gn_8_64760.1		Solyc07g005980.2.1	
N5.HOG0019382	OG0016809	n0									Lsat_1_v5_gn_7_13721.1, Lsat_1_v5_gn_0_16720.1, Lsat_1_v5_gn_4_37000.1, Lsat_1_v5_gn_0_16740.1, Lsat_1_v5_gn_1_29161.1			
N5.HOG0019383	OG0016811	n0									Lsat_1_v5_gn_4_62200.1, Lsat_1_v5_gn_4_62200.3, Lsat_1_v5_gn_7_13641.3, Lsat_1_v5_gn_7_13641.1, Lsat_1_v5_gn_7_13641.2			
N5.HOG0019384	OG0016812	n0											Solyc05g012810.2.1, Solyc05g012805.1.1, Solyc05g012820.1.1, Solyc05g012850.2.1, Solyc05g012860.1.1	
N5.HOG0019385	OG0016820	n0											Solyc08g068840.3.1	
N5.HOG0019386	OG0016821	n0											Solyc08g008390.2.1	
N5.HOG0019387	OG0016822	n0											Solyc06g064525.1.1, Solyc12g036600.2.1	
N5.HOG0019388	OG0016823	n0									Lsat_1_v5_gn_2_32281.1			
N5.HOG0019389	OG0016827	n0									Lsat_1_v5_gn_4_106801.1, Lsat_1_v5_gn_8_72361.1, Lsat_1_v5_gn_2_121120.1, Lsat_1_v5_gn_8_134180.1, Lsat_1_v5_gn_8_134180.2			
N5.HOG0019390	OG0016829	n0									Lsat_1_v5_gn_5_183540.3, Lsat_1_v5_gn_5_183540.1			
N5.HOG0019391	OG0016845	n0									Lsat_1_v5_gn_5_46480.3, Lsat_1_v5_gn_5_46480.2, Lsat_1_v5_gn_5_46480.1			
N5.HOG0019392	OG0016846	n0											Solyc01g107920.2.1	
N5.HOG0019393	OG0016857	n0									Lsat_1_v5_gn_3_104540.1			
N5.HOG0019394	OG0016870	n0											Solyc09g083180.3.1, Solyc09g083170.3.1, Solyc07g053770.2.1, Solyc05g018185.1.1, Solyc09g083160.3.1	
N5.HOG0019395	OG0016873	n0											Solyc10g018150.2.1	
N5.HOG0019396	OG0016876	n0											Solyc02g072430.2.1, Solyc02g072420.1.1	
N5.HOG0019397	OG0016877	n0									Lsat_1_v5_gn_9_116901.2, Lsat_1_v5_gn_9_116901.1			
N5.HOG0019398	OG0016890	n0											Solyc03g044525.1.1	
N5.HOG0019399	OG0016891	n0											Solyc11g045035.1.1, Solyc07g052810.2.1, Solyc07g052880.3.1	
N5.HOG0019400	OG0016918	n0									Lsat_1_v5_gn_5_100700.4			
N5.HOG0019401	OG0016921	n0									Lsat_1_v5_gn_9_24780.1		Solyc06g076380.1.1	
N5.HOG0019402	OG0016925	n0									Lsat_1_v5_gn_7_92941.1, Lsat_1_v5_gn_5_123580.1			
N5.HOG0019403	OG0016929	n2									Lsat_1_v5_gn_5_10700.3			
N5.HOG0019404	OG0016929	n4									Lsat_1_v5_gn_5_10420.1			
N5.HOG0019405	OG0016933	n0									Lsat_1_v5_gn_7_108460.1			
N5.HOG0019406	OG0016938	n0											Solyc02g077060.2.1	
N5.HOG0019407	OG0016940	n0									Lsat_1_v5_gn_0_22560.2, Lsat_1_v5_gn_0_22560.3, Lsat_1_v5_gn_0_22560.1			
N5.HOG0019408	OG0016941	n0									Lsat_1_v5_gn_4_28500.1			
N5.HOG0019409	OG0016947	n0									Lsat_1_v5_gn_9_16921.1		Solyc06g008940.3.1, Solyc06g008950.2.1, Solyc09g064730.3.1, Solyc07g065440.3.1	
N5.HOG0019410	OG0016953	n0									Lsat_1_v5_gn_3_100140.1, Lsat_1_v5_gn_3_100140.3		Solyc02g087990.3.1	
N5.HOG0019411	OG0016960	n0											Solyc04g050700.2.1, Solyc08g062900.2.1, Solyc01g014820.2.1	
N5.HOG0019412	OG0016961	n0											Solyc01g103785.1.1, Solyc01g103790.3.1	
N5.HOG0019413	OG0016965	n0											Solyc10g054305.1.1, Solyc10g074900.2.1	
N5.HOG0019414	OG0016971	n0											Solyc08g008290.3.1	
N5.HOG0019415	OG0016974	n0									Lsat_1_v5_gn_7_59561.1, Lsat_1_v5_gn_7_57881.1, Lsat_1_v5_gn_7_57881.2			
N5.HOG0019416	OG0016983	n0											Solyc02g089770.3.1	
N5.HOG0019417	OG0016984	n0									Lsat_1_v5_gn_6_24221.4, Lsat_1_v5_gn_2_24820.1, Lsat_1_v5_gn_2_24780.3			
N5.HOG0019418	OG0016985	n0											Solyc09g042280.1.1, Solyc02g055530.3.1	
N5.HOG0019419	OG0016988	n0									Lsat_1_v5_gn_4_59160.1, Lsat_1_v5_gn_4_61141.1, Lsat_1_v5_gn_4_61141.3, Lsat_1_v5_gn_4_61261.1, Lsat_1_v5_gn_4_61261.2			
N5.HOG0019420	OG0016989	n0									Lsat_1_v5_gn_2_18880.1, Lsat_1_v5_gn_2_18880.3		Solyc05g032760.3.1	
N5.HOG0019421	OG0016991	n0									Lsat_1_v5_gn_2_75840.3, Lsat_1_v5_gn_5_3741.1, Lsat_1_v5_gn_2_75840.2, Lsat_1_v5_gn_2_75840.1		Solyc10g055617.1.1	
N5.HOG0019422	OG0016992	n0									Lsat_1_v5_gn_6_80660.3, Lsat_1_v5_gn_6_80660.1, Lsat_1_v5_gn_6_80660.2			
N5.HOG0019423	OG0016995	n2											Solyc12g040580.1.1	
N5.HOG0019424	OG0016995	n3											Solyc04g005160.2.1, Solyc12g040570.1.1	
N5.HOG0019425	OG0016996	n0									Lsat_1_v5_gn_3_12560.3, Lsat_1_v5_gn_3_12560.2, Lsat_1_v5_gn_3_12560.1			
N5.HOG0019426	OG0016998	n0											Solyc11g044950.2.1	
N5.HOG0019427	OG0017000	n0									Lsat_1_v5_gn_5_67560.3, Lsat_1_v5_gn_5_67560.1		Solyc06g053850.3.1	
N5.HOG0019428	OG0017004	n0									Lsat_1_v5_gn_5_134320.1		Solyc03g121080.3.1	
N5.HOG0019429	OG0017010	n0									Lsat_1_v5_gn_8_134701.1, Lsat_1_v5_gn_9_120281.4			
N5.HOG0019430	OG0017022	n0											Solyc04g070970.3.1	
N5.HOG0019431	OG0017030	n0											Solyc03g082830.2.1	
N5.HOG0019432	OG0017032	n0									Lsat_1_v5_gn_3_83141.1, Lsat_1_v5_gn_3_83141.2, Lsat_1_v5_gn_3_83141.3, Lsat_1_v5_gn_3_83081.1			
N5.HOG0019433	OG0017034	n0									Lsat_1_v5_gn_5_68001.1, Lsat_1_v5_gn_4_148880.4, Lsat_1_v5_gn_7_16661.3, Lsat_1_v5_gn_7_16661.1, Lsat_1_v5_gn_7_16661.2			
N5.HOG0019434	OG0017035	n0											Solyc05g047530.3.1	
N5.HOG0019435	OG0017041	n0											Solyc02g055397.1.1	
N5.HOG0019436	OG0017042	n0									Lsat_1_v5_gn_4_116441.1, Lsat_1_v5_gn_4_57601.4			
N5.HOG0019437	OG0017055	n0											Solyc05g041660.1.1, Solyc05g041610.2.1, Solyc05g026350.2.1, Solyc05g041940.1.1, Solyc05g041310.1.1	
N5.HOG0019438	OG0017060	n0									Lsat_1_v5_gn_7_79320.1, Lsat_1_v5_gn_5_166380.6, Lsat_1_v5_gn_1_60181.1, Lsat_1_v5_gn_5_42001.4, Lsat_1_v5_gn_5_42001.1			
N5.HOG0019439	OG0017061	n0											Solyc10g050117.1.1, Solyc08g062260.1.1, Solyc02g014845.1.1, Solyc02g005517.1.1	
N5.HOG0019440	OG0017063	n0									Lsat_1_v5_gn_6_21561.1, Lsat_1_v5_gn_6_20781.3, Lsat_1_v5_gn_6_20781.1			
N5.HOG0019441	OG0017064	n0									Lsat_1_v5_gn_2_93961.5, Lsat_1_v5_gn_4_32141.5			
N5.HOG0019442	OG0017067	n0									Lsat_1_v5_gn_5_88881.1, Lsat_1_v5_gn_5_88881.3			
N5.HOG0019443	OG0017069	n0									Lsat_1_v5_gn_9_7300.1			
N5.HOG0019444	OG0017073	n0											Solyc09g074350.1.1	
N5.HOG0019445	OG0017092	n0											Solyc03g097980.3.1	
N5.HOG0019446	OG0017099	n0									Lsat_1_v5_gn_1_63941.2, Lsat_1_v5_gn_1_63941.1		Solyc11g069630.1.1	
N5.HOG0019447	OG0017102	n0									Lsat_1_v5_gn_8_54540.2			
N5.HOG0019448	OG0017114	n0											Solyc12g041950.2.1	
N5.HOG0019449	OG0017121	n0									Lsat_1_v5_gn_4_5401.3			
N5.HOG0019450	OG0017144	n0									Lsat_1_v5_gn_5_40160.1, Lsat_1_v5_gn_5_40160.3		Solyc01g100620.2.1	
N5.HOG0019451	OG0017153	n0									Lsat_1_v5_gn_0_2201.1, Lsat_1_v5_gn_0_2201.3			
N5.HOG0019452	OG0017174	n0									Lsat_1_v5_gn_3_103720.1			
N5.HOG0019453	OG0017179	n0									Lsat_1_v5_gn_6_7300.1, Lsat_1_v5_gn_3_119060.4, Lsat_1_v5_gn_9_72660.1, Lsat_1_v5_gn_9_72640.1, Lsat_1_v5_gn_9_72640.2			
N5.HOG0019454	OG0017187	n0									Lsat_1_v5_gn_7_74940.1, Lsat_1_v5_gn_7_74940.2			
N5.HOG0019455	OG0017197	n0											Solyc10g054620.1.1, Solyc10g012280.2.1, Solyc10g012330.1.1, Solyc10g054380.2.1	
N5.HOG0019456	OG0017203	n0									Lsat_1_v5_gn_6_79480.1, Lsat_1_v5_gn_7_48661.1			
N5.HOG0019457	OG0017211	n0									Lsat_1_v5_gn_9_69620.2, Lsat_1_v5_gn_9_69620.1			
N5.HOG0019458	OG0017216	n0											Solyc01g056400.1.1	
N5.HOG0019459	OG0017223	n0											Solyc11g021250.1.1, Solyc01g020200.1.1, Solyc07g041680.2.1, Solyc11g021240.2.1, Solyc01g056930.1.1	
N5.HOG0019460	OG0017225	n0									Lsat_1_v5_gn_1_32540.1, Lsat_1_v5_gn_8_63541.1, Lsat_1_v5_gn_6_79200.1, Lsat_1_v5_gn_9_92701.1, Lsat_1_v5_gn_7_40400.1, Lsat_1_v5_gn_2_36061.1			
N5.HOG0019461	OG0017226	n0									Lsat_1_v5_gn_7_90501.1, Lsat_1_v5_gn_7_90501.3, Lsat_1_v5_gn_7_90501.5, Lsat_1_v5_gn_9_108241.1, Lsat_1_v5_gn_7_90501.2, Lsat_1_v5_gn_7_90501.4			
N5.HOG0019462	OG0017227	n0									Lsat_1_v5_gn_7_111681.1, Lsat_1_v5_gn_1_105900.1, Lsat_1_v5_gn_8_84441.1, Lsat_1_v5_gn_1_91440.1, Lsat_1_v5_gn_4_182060.1, Lsat_1_v5_gn_5_77901.1			
N5.HOG0019463	OG0017228	n0									Lsat_1_v5_gn_3_37601.3, Lsat_1_v5_gn_3_37601.1, Lsat_1_v5_gn_5_77280.1, Lsat_1_v5_gn_3_2040.1, Lsat_1_v5_gn_7_64781.1, Lsat_1_v5_gn_7_48580.1			
N5.HOG0019464	OG0017229	n0									Lsat_1_v5_gn_7_23581.1, Lsat_1_v5_gn_7_23581.3, Lsat_1_v5_gn_7_23561.3, Lsat_1_v5_gn_7_23561.1, Lsat_1_v5_gn_7_23661.3, Lsat_1_v5_gn_7_23661.1			
N5.HOG0019465	OG0017230	n0									Lsat_1_v5_gn_7_67221.2, Lsat_1_v5_gn_7_67221.1, Lsat_1_v5_gn_7_67221.3, Lsat_1_v5_gn_3_104980.2, Lsat_1_v5_gn_3_104980.1		Solyc04g072890.3.1	
N5.HOG0019466	OG0017231	n0									Lsat_1_v5_gn_5_101720.2, Lsat_1_v5_gn_1_61800.2, Lsat_1_v5_gn_1_61800.1, Lsat_1_v5_gn_7_39061.1, Lsat_1_v5_gn_7_39061.2, Lsat_1_v5_gn_5_101720.1			
N5.HOG0019467	OG0017232	n0									Lsat_1_v5_gn_6_23620.1, Lsat_1_v5_gn_7_32721.1, Lsat_1_v5_gn_8_78360.1, Lsat_1_v5_gn_7_115660.1, Lsat_1_v5_gn_5_60300.2, Lsat_1_v5_gn_5_60300.1			
N5.HOG0019468	OG0017233	n0									Lsat_1_v5_gn_7_40980.1, Lsat_1_v5_gn_3_129360.1, Lsat_1_v5_gn_2_68200.1, Lsat_1_v5_gn_5_54921.1, Lsat_1_v5_gn_0_32321.1, Lsat_1_v5_gn_9_51181.1			
N5.HOG0019469	OG0017234	n0									Lsat_1_v5_gn_7_83921.1, Lsat_1_v5_gn_7_83861.1, Lsat_1_v5_gn_7_83861.3, Lsat_1_v5_gn_7_83861.5, Lsat_1_v5_gn_6_18900.4, Lsat_1_v5_gn_7_83921.2			
N5.HOG0019470	OG0017235	n0									Lsat_1_v5_gn_8_25901.3, Lsat_1_v5_gn_8_25901.1, Lsat_1_v5_gn_1_102721.1, Lsat_1_v5_gn_7_115200.1, Lsat_1_v5_gn_1_102721.3, Lsat_1_v5_gn_7_115200.3			
N5.HOG0019471	OG0017236	n0									Lsat_1_v5_gn_3_133660.1, Lsat_1_v5_gn_5_60100.1, Lsat_1_v5_gn_5_60100.2, Lsat_1_v5_gn_7_26281.1, Lsat_1_v5_gn_7_3760.1, Lsat_1_v5_gn_3_133660.2			
N5.HOG0019472	OG0017237	n0									Lsat_1_v5_gn_7_58201.1, Lsat_1_v5_gn_0_24960.1, Lsat_1_v5_gn_4_121100.1, Lsat_1_v5_gn_5_29821.1, Lsat_1_v5_gn_2_37180.1, Lsat_1_v5_gn_5_167761.1			
N5.HOG0019473	OG0017238	n0									Lsat_1_v5_gn_4_25801.3, Lsat_1_v5_gn_4_25801.4, Lsat_1_v5_gn_4_23720.1, Lsat_1_v5_gn_4_23720.2, Lsat_1_v5_gn_7_74560.1, Lsat_1_v5_gn_4_25801.1			
N5.HOG0019474	OG0017239	n0									Lsat_1_v5_gn_2_105500.2, Lsat_1_v5_gn_2_105500.1, Lsat_1_v5_gn_0_35581.2, Lsat_1_v5_gn_0_35581.1, Lsat_1_v5_gn_5_182440.1, Lsat_1_v5_gn_5_182440.2			
N5.HOG0019475	OG0017240	n0									Lsat_1_v5_gn_7_55280.3, Lsat_1_v5_gn_7_55280.1, Lsat_1_v5_gn_7_55280.2, Lsat_1_v5_gn_5_84140.1, Lsat_1_v5_gn_8_68740.1, Lsat_1_v5_gn_8_68740.2			
N5.HOG0019476	OG0017241	n0									Lsat_1_v5_gn_5_43421.1, Lsat_1_v5_gn_6_34961.1, Lsat_1_v5_gn_7_43621.1, Lsat_1_v5_gn_4_175460.1, Lsat_1_v5_gn_2_88100.1, Lsat_1_v5_gn_4_172701.1			
N5.HOG0019477	OG0017242	n0									Lsat_1_v5_gn_7_87140.2, Lsat_1_v5_gn_7_87140.1, Lsat_1_v5_gn_7_87161.3, Lsat_1_v5_gn_5_112941.1, Lsat_1_v5_gn_5_112941.2, Lsat_1_v5_gn_7_87161.1			
N5.HOG0019478	OG0017243	n0									Lsat_1_v5_gn_7_18201.1, Lsat_1_v5_gn_8_49461.1, Lsat_1_v5_gn_4_4961.1, Lsat_1_v5_gn_1_66060.1, Lsat_1_v5_gn_7_18221.2, Lsat_1_v5_gn_7_18221.1			
N5.HOG0019479	OG0017244	n0									Lsat_1_v5_gn_6_30620.2, Lsat_1_v5_gn_6_117121.1, Lsat_1_v5_gn_9_121081.1, Lsat_1_v5_gn_6_30620.1, Lsat_1_v5_gn_7_40200.1, Lsat_1_v5_gn_7_40200.2			
N5.HOG0019480	OG0017245	n0									Lsat_1_v5_gn_7_87940.2, Lsat_1_v5_gn_7_6240.1, Lsat_1_v5_gn_9_124621.2, Lsat_1_v5_gn_9_124621.3, Lsat_1_v5_gn_9_124621.1, Lsat_1_v5_gn_4_23640.4			
N5.HOG0019481	OG0017246	n0									Lsat_1_v5_gn_0_6260.1, Lsat_1_v5_gn_0_6260.2, Lsat_1_v5_gn_0_6260.3, Lsat_1_v5_gn_7_87940.1, Lsat_1_v5_gn_5_12161.1, Lsat_1_v5_gn_5_12161.2			
N5.HOG0019482	OG0017247	n0									Lsat_1_v5_gn_7_54181.3, Lsat_1_v5_gn_7_54181.1, Lsat_1_v5_gn_3_91040.2, Lsat_1_v5_gn_7_54181.2, Lsat_1_v5_gn_3_91040.3, Lsat_1_v5_gn_3_91040.1			
N5.HOG0019483	OG0017248	n0									Lsat_1_v5_gn_7_84820.2, Lsat_1_v5_gn_7_84820.1, Lsat_1_v5_gn_7_84820.3, Lsat_1_v5_gn_7_84860.1, Lsat_1_v5_gn_5_59080.2, Lsat_1_v5_gn_5_59080.1			
N5.HOG0019484	OG0017249	n0									Lsat_1_v5_gn_7_33320.1, Lsat_1_v5_gn_7_33320.2, Lsat_1_v5_gn_7_32920.1, Lsat_1_v5_gn_7_32920.2, Lsat_1_v5_gn_7_32920.3, Lsat_1_v5_gn_7_32920.4			
N5.HOG0019485	OG0017250	n0									Lsat_1_v5_gn_0_33000.1, Lsat_1_v5_gn_9_77441.2, Lsat_1_v5_gn_9_77441.1, Lsat_1_v5_gn_0_6440.1, Lsat_1_v5_gn_7_76320.1, Lsat_1_v5_gn_3_141121.1			
N5.HOG0019486	OG0017251	n0									Lsat_1_v5_gn_3_20480.2, Lsat_1_v5_gn_7_26020.3, Lsat_1_v5_gn_7_26020.1, Lsat_1_v5_gn_3_20480.1, Lsat_1_v5_gn_8_150301.2, Lsat_1_v5_gn_8_150301.4			
N5.HOG0019487	OG0017252	n0									Lsat_1_v5_gn_4_115641.1, Lsat_1_v5_gn_0_15700.1, Lsat_1_v5_gn_4_27681.1, Lsat_1_v5_gn_3_62520.1, Lsat_1_v5_gn_3_62520.2, Lsat_1_v5_gn_2_38181.1			
N5.HOG0019488	OG0017253	n0									Lsat_1_v5_gn_6_64680.1, Lsat_1_v5_gn_0_38260.1, Lsat_1_v5_gn_8_11761.1, Lsat_1_v5_gn_7_67861.1		Solyc00g210860.1.1, Solyc08g036550.1.1	
N5.HOG0019489	OG0017254	n0									Lsat_1_v5_gn_7_62660.5, Lsat_1_v5_gn_4_31781.2, Lsat_1_v5_gn_5_134240.2, Lsat_1_v5_gn_7_87221.2, Lsat_1_v5_gn_5_134240.1, Lsat_1_v5_gn_4_31781.1			
N5.HOG0019490	OG0017255	n0									Lsat_1_v5_gn_2_135980.1, Lsat_1_v5_gn_7_106060.1, Lsat_1_v5_gn_6_112381.2, Lsat_1_v5_gn_7_88240.2, Lsat_1_v5_gn_7_88240.1		Solyc00g147570.3.1	
N5.HOG0019491	OG0017256	n0									Lsat_1_v5_gn_5_151821.1, Lsat_1_v5_gn_1_119041.1, Lsat_1_v5_gn_3_122001.1, Lsat_1_v5_gn_7_92801.1, Lsat_1_v5_gn_7_77820.1, Lsat_1_v5_gn_8_23101.1			
N5.HOG0019492	OG0017257	n0									Lsat_1_v5_gn_1_84420.1, Lsat_1_v5_gn_7_46860.2, Lsat_1_v5_gn_7_46860.1, Lsat_1_v5_gn_1_84420.4, Lsat_1_v5_gn_7_46860.4, Lsat_1_v5_gn_1_84420.3			
N5.HOG0019493	OG0017258	n0									Lsat_1_v5_gn_8_164101.1, Lsat_1_v5_gn_7_72820.1, Lsat_1_v5_gn_4_28580.2, Lsat_1_v5_gn_4_28580.1, Lsat_1_v5_gn_3_57140.1, Lsat_1_v5_gn_4_109941.1			
N5.HOG0019494	OG0017259	n0									Lsat_1_v5_gn_7_900.1		Solyc11g030820.1.1, Solyc02g014780.1.1, Solyc11g056520.1.1, Solyc01g017130.1.1, Solyc00g005080.2.1	
N5.HOG0019495	OG0017260	n0									Lsat_1_v5_gn_5_60580.3, Lsat_1_v5_gn_7_37420.1, Lsat_1_v5_gn_7_37420.2, Lsat_1_v5_gn_5_98660.1, Lsat_1_v5_gn_5_98660.3, Lsat_1_v5_gn_2_111761.4			
N5.HOG0019496	OG0017261	n0									Lsat_1_v5_gn_7_51480.3, Lsat_1_v5_gn_6_72960.1, Lsat_1_v5_gn_6_72960.3, Lsat_1_v5_gn_6_72960.2, Lsat_1_v5_gn_7_51480.2, Lsat_1_v5_gn_7_51480.1			
N5.HOG0019497	OG0017262	n0									Lsat_1_v5_gn_5_179401.1, Lsat_1_v5_gn_7_16881.1, Lsat_1_v5_gn_5_28700.1, Lsat_1_v5_gn_0_8940.1, Lsat_1_v5_gn_8_142100.1, Lsat_1_v5_gn_3_122920.1			
N5.HOG0019498	OG0017263	n0									Lsat_1_v5_gn_7_87000.1, Lsat_1_v5_gn_7_87000.3, Lsat_1_v5_gn_4_104380.1, Lsat_1_v5_gn_4_104380.2, Lsat_1_v5_gn_2_68420.2, Lsat_1_v5_gn_6_100221.1			
N5.HOG0019499	OG0017264	n0									Lsat_1_v5_gn_3_114621.1, Lsat_1_v5_gn_3_114621.2, Lsat_1_v5_gn_4_53341.1, Lsat_1_v5_gn_3_40980.1, Lsat_1_v5_gn_3_40940.1, Lsat_1_v5_gn_3_40940.4			
N5.HOG0019500	OG0017265	n0									Lsat_1_v5_gn_3_82701.1, Lsat_1_v5_gn_3_82721.1, Lsat_1_v5_gn_3_80901.1, Lsat_1_v5_gn_4_155461.1, Lsat_1_v5_gn_3_80881.1, Lsat_1_v5_gn_3_82761.1			
N5.HOG0019501	OG0017266	n0									Lsat_1_v5_gn_5_190341.2, Lsat_1_v5_gn_2_132361.1, Lsat_1_v5_gn_3_131701.2, Lsat_1_v5_gn_2_132361.2, Lsat_1_v5_gn_5_190341.4, Lsat_1_v5_gn_3_32941.4			
N5.HOG0019502	OG0017267	n0									Lsat_1_v5_gn_4_44741.1, Lsat_1_v5_gn_4_44741.3, Lsat_1_v5_gn_4_55901.1, Lsat_1_v5_gn_4_55901.3, Lsat_1_v5_gn_3_40920.1, Lsat_1_v5_gn_4_53361.1			
N5.HOG0019503	OG0017268	n0									Lsat_1_v5_gn_3_70421.3, Lsat_1_v5_gn_3_70401.6, Lsat_1_v5_gn_3_70361.1, Lsat_1_v5_gn_3_70421.1, Lsat_1_v5_gn_3_70401.4, Lsat_1_v5_gn_3_70401.1			
N5.HOG0019504	OG0017269	n0									Lsat_1_v5_gn_3_22081.1, Lsat_1_v5_gn_4_156821.1, Lsat_1_v5_gn_2_53140.1, Lsat_1_v5_gn_6_114920.1			
N5.HOG0019505	OG0017270	n0									Lsat_1_v5_gn_3_87860.1, Lsat_1_v5_gn_3_87800.1, Lsat_1_v5_gn_3_87840.1, Lsat_1_v5_gn_5_148661.1, Lsat_1_v5_gn_5_148661.2, Lsat_1_v5_gn_3_88160.1			
