Orthogroup	A_hypochondriacus.proteins	D_muscipula.proteins
OG0008399	AH022896-RA	Dm_00008063-RA
OG0008400	AH018015-RA	Dm_00011120-RA
OG0008401	AH005574-RA	Dm_00009365-RA
OG0008403	AH019916-RA, AH023671-RA	Dm_00001260-RA
OG0008404	AH009373-RA	Dm_00014007-RA
OG0008405	AH019245-RA	Dm_00003573-RA
OG0008406	AH005750-RA	Dm_00013837-RA
OG0008407	AH002671-RA, AH017714-RA	Dm_00002470-RA
OG0008408	AH017775-RA	Dm_00018313-RA
OG0008409	AH004890-RA, AH004484-RA	Dm_00014549-RA, Dm_00008887-RA
OG0008411	AH004612-RA	Dm_00012497-RA
OG0008412	AH002324-RA, AH000772-RA	Dm_00014792-RA, Dm_00014794-RA
OG0008413	AH003116-RA	Dm_00003965-RA
OG0008414	AH016858-RA	Dm_00000149-RA
OG0008415	AH021872-RA, AH012706-RA	Dm_00017862-RA
OG0008416	AH009362-RA	Dm_00016064-RA
OG0008417	AH007046-RA	Dm_00005623-RA, Dm_00015139-RA
OG0008421	AH012101-RA	Dm_00002236-RA
OG0008422	AH010497-RA	Dm_00013068-RA, Dm_00000602-RA
OG0008423	AH013069-RA	Dm_00011490-RA
OG0008424	AH008093-RA	Dm_00016113-RA
OG0008425	AH021526-RA	Dm_00013768-RA
OG0008426	AH020038-RA	Dm_00002427-RA
OG0008428	AH003658-RA	Dm_00015192-RA
OG0008429	AH013566-RA	Dm_00001691-RA
OG0008430	AH019448-RA, AH011215-RA, AH007418-RA	Dm_00001811-RA
OG0008431	AH012714-RA, AH012716-RA	Dm_00009772-RA
OG0008432	AH009610-RA	Dm_00008061-RA
OG0008433	AH011325-RA	Dm_00000891-RA
OG0008434	AH012854-RA	Dm_00016197-RA
OG0008436	AH006143-RA	Dm_00002410-RA, Dm_00005329-RA
OG0008437	AH010454-RA	Dm_00000575-RA
OG0008438	AH022889-RA	Dm_00020747-RA
OG0008439	AH016884-RA, AH002543-RA	Dm_00002954-RA
OG0008440	AH012807-RA	Dm_00005183-RA
OG0008441	AH019880-RA	Dm_00015850-RA
OG0008442	AH000975-RA	Dm_00003486-RA
OG0008443	AH007043-RA	Dm_00015240-RA, Dm_00015241-RA
OG0008444	AH000424-RA	Dm_00001325-RA
OG0008445	AH009634-RA	Dm_00006511-RA
OG0008447	AH013020-RA	Dm_00013978-RA
OG0008448	AH002159-RA	Dm_00011523-RA
OG0008449	AH020287-RA	Dm_00009062-RA, Dm_00016123-RA
OG0008451	AH008497-RA	Dm_00011299-RA
OG0008452	AH020027-RA, AH011722-RA	Dm_00002160-RA
OG0008453	AH001645-RA	Dm_00003195-RA, Dm_00000397-RA
OG0008455	AH022920-RA	Dm_00015342-RA
OG0008456	AH016887-RA, AH016888-RA	Dm_00018198-RA
OG0008457	AH022749-RA	Dm_00009520-RA
OG0008458	AH005495-RA	Dm_00002836-RA
OG0008459	AH015980-RA	Dm_00003987-RA
OG0008460	AH013552-RA	Dm_00001674-RA
OG0008461	AH003382-RA, AH006252-RA	Dm_00020933-RA
OG0008462	AH005428-RA	Dm_00003880-RA
OG0008463	AH008531-RA	Dm_00006821-RA
OG0008464	AH010853-RA	Dm_00006606-RA
OG0008465	AH004699-RA, AH004645-RA	Dm_00020265-RA
OG0008466	AH016483-RA	Dm_00009318-RA, Dm_00009466-RA, Dm_00020051-RA
OG0008467	AH023002-RA	Dm_00002813-RA
OG0008468	AH021243-RA	Dm_00009286-RA, Dm_00009283-RA
OG0008469	AH018779-RA	Dm_00006491-RA
OG0008470	AH004346-RA	Dm_00007979-RA
OG0008471	AH000014-RA	Dm_00016469-RA
OG0008472	AH004555-RA, AH005166-RA	Dm_00005381-RA
OG0008473	AH004043-RA	Dm_00011039-RA
OG0008474	AH004604-RA, AH005100-RA	Dm_00008724-RA
OG0008475	AH023718-RA	Dm_00014016-RA
OG0008476	AH005104-RA, AH004600-RA	Dm_00007453-RA
OG0008477	AH015759-RA	Dm_00018388-RA
OG0008478	AH004151-RA, AH005364-RA	Dm_00000392-RA, Dm_00001949-RA
OG0008479	AH021251-RA	Dm_00017032-RA
OG0008480	AH005383-RA, AH023240-RA	Dm_00001713-RA
OG0008481	AH009359-RA	Dm_00015475-RA
OG0008482	AH012158-RA	Dm_00018842-RA
OG0008484	AH009621-RA	Dm_00006079-RA
OG0008485	AH017191-RA	Dm_00013242-RA
OG0008486	AH011326-RA	Dm_00019878-RA
OG0008487	AH018386-RA	Dm_00017882-RA, Dm_00012957-RA
OG0008488	AH010264-RA	Dm_00011296-RA
OG0008490	AH018473-RA	Dm_00014471-RA, Dm_00010989-RA
OG0008491	AH013057-RA	Dm_00000372-RA, Dm_00008426-RA
OG0008492	AH015845-RA	Dm_00000367-RA
OG0008493	AH004392-RA	Dm_00010133-RA
OG0008494	AH018885-RA	Dm_00010761-RA
OG0008495	AH011420-RA, AH018258-RA	Dm_00018314-RA
OG0008496	AH003367-RA	Dm_00014518-RA
OG0008497	AH014252-RA	Dm_00018761-RA
OG0008498	AH020502-RA	Dm_00020355-RA
OG0008499	AH004087-RA	Dm_00003888-RA
OG0008501	AH015923-RA	Dm_00006499-RA
OG0008505	AH018474-RA, AH011562-RA	Dm_00010990-RA
OG0008508	AH006246-RA	Dm_00001102-RA
OG0008509	AH009284-RA	Dm_00007663-RA
OG0008510	AH006254-RA	Dm_00009292-RA
OG0008511	AH017322-RA	Dm_00006555-RA
OG0008512	AH017973-RA	Dm_00009849-RA
OG0008513	AH017344-RA	Dm_00007134-RA
OG0008514	AH018833-RA	Dm_00016650-RA, Dm_00015986-RA
OG0008515	AH006641-RA	Dm_00012198-RA, Dm_00012197-RA, Dm_00008833-RA
OG0008517	AH012852-RA	Dm_00021008-RA
OG0008520	AH004089-RA	Dm_00011427-RA
OG0008521	AH017504-RA	Dm_00017285-RA, Dm_00010470-RA
OG0008522	AH012597-RA	Dm_00006760-RA
OG0008523	AH004734-RA	Dm_00020015-RA
OG0008524	AH004684-RA	Dm_00005967-RA
OG0008525	AH002279-RA, AH000799-RA	Dm_00019374-RA
OG0008526	AH018475-RA, AH011564-RA	Dm_00003799-RA
OG0008527	AH006848-RA	Dm_00015234-RA
OG0008528	AH006861-RA	Dm_00002602-RA
OG0008529	AH017617-RA	Dm_00007383-RA
OG0008530	AH006388-RA	Dm_00016845-RA
OG0008531	AH018269-RA	Dm_00001492-RA
OG0008532	AH022872-RA	Dm_00013026-RA
OG0008533	AH017573-RA	Dm_00017823-RA
OG0008534	AH000581-RA, AH001787-RA	Dm_00002748-RA
OG0008535	AH020046-RA	Dm_00009674-RA
OG0008536	AH004690-RA	Dm_00002857-RA
OG0008537	AH004127-RA, AH005470-RA	Dm_00002776-RA, Dm_00013685-RA
OG0008538	AH014597-RA	Dm_00010090-RA, Dm_00010091-RA
OG0008539	AH007348-RA, AH013956-RA, AH022695-RA, AH006022-RA, AH015292-RA	Dm_00012342-RA
OG0008541	AH020833-RA, AH020832-RA	Dm_00001030-RA
OG0008544	AH012392-RA, AH019556-RA	Dm_00003316-RA
OG0008545	AH020414-RA	Dm_00012153-RA
OG0008546	AH004465-RA, AH004868-RA	Dm_00016534-RA, Dm_00008837-RA
OG0008547	AH012122-RA, AH012123-RA	Dm_00010710-RA
OG0008549	AH002041-RA	Dm_00017629-RA
OG0008594	AH006031-RA	Dm_00019888-RA
OG0008595	AH020124-RA	Dm_00014572-RA
OG0008596	AH022938-RA	Dm_00018932-RA
OG0008598	AH008437-RA	Dm_00013728-RA
OG0008600	AH021877-RA	Dm_00007885-RA
OG0008601	AH013594-RA	Dm_00001118-RA
OG0008602	AH000102-RA	Dm_00011660-RA
OG0008603	AH010448-RA	Dm_00000573-RA
OG0008604	AH019966-RA	Dm_00015794-RA
OG0008605	AH013783-RA, AH022677-RA	Dm_00010609-RA
OG0008606	AH011110-RA	Dm_00009137-RA
OG0008607	AH009042-RA	Dm_00001808-RA, Dm_00015442-RA
OG0008608	AH007930-RA, AH010313-RA	Dm_00017155-RA, Dm_00003701-RA
OG0008610	AH006051-RA	Dm_00018676-RA
OG0008611	AH011077-RA	Dm_00008204-RA
OG0008613	AH017707-RA	Dm_00012207-RA, Dm_00002447-RA
OG0008615	AH021296-RA	Dm_00002567-RA
OG0008617	AH003751-RA	Dm_00020276-RA
OG0008618	AH016649-RA	Dm_00013090-RA
OG0008619	AH020201-RA	Dm_00016541-RA
OG0008620	AH010967-RA	Dm_00014030-RA
OG0008621	AH003079-RA	Dm_00019496-RA
OG0008622	AH006701-RA	Dm_00009407-RA
OG0008624	AH009318-RA	Dm_00011048-RA
OG0008625	AH010528-RA, AH007632-RA	Dm_00000621-RA
OG0008627	AH017771-RA	Dm_00017191-RA
OG0008628	AH002613-RA	Dm_00010368-RA
OG0008630	AH013184-RA	Dm_00017917-RA
OG0008631	AH008585-RA	Dm_00009427-RA
OG0008632	AH007766-RA	Dm_00000523-RA
OG0008633	AH007862-RA	Dm_00014684-RA
OG0008634	AH007105-RA	Dm_00008158-RA
OG0008635	AH013263-RA	Dm_00017411-RA
OG0008636	AH006495-RA, AH020574-RA	Dm_00002563-RA, Dm_00001536-RA
OG0008637	AH006883-RA	Dm_00012171-RA
OG0008639	AH002693-RA, AH017688-RA	Dm_00014344-RA
OG0008640	AH005159-RA	Dm_00011378-RA
OG0008641	AH007054-RA, AH019835-RA	Dm_00018343-RA
OG0008642	AH010780-RA, AH010333-RA	Dm_00000519-RA
OG0008643	AH006904-RA	Dm_00001301-RA
OG0008644	AH006857-RA	Dm_00015645-RA
OG0008646	AH013615-RA	Dm_00010019-RA
OG0008648	AH007780-RA	Dm_00007824-RA
OG0008650	AH020575-RA, AH006492-RA	Dm_00001540-RA
OG0008652	AH022140-RA	Dm_00006918-RA
OG0008653	AH001312-RA	Dm_00004642-RA
OG0008654	AH013109-RA, AH022139-RA	Dm_00006916-RA
OG0008655	AH007189-RA	Dm_00009166-RA
OG0008656	AH007290-RA	Dm_00018183-RA
OG0008657	AH007695-RA	Dm_00011136-RA
OG0008658	AH016921-RA, AH016920-RA	Dm_00015312-RA
OG0008660	AH010051-RA, AH013685-RA, AH013684-RA	Dm_00004541-RA
OG0008661	AH002117-RA	Dm_00009332-RA
OG0008662	AH010695-RA, AH007836-RA	Dm_00007311-RA, Dm_00002841-RA
OG0008664	AH012828-RA	Dm_00018487-RA
OG0008666	AH008126-RA, AH007810-RA	Dm_00004246-RA, Dm_00005873-RA
OG0008667	AH022018-RA, AH012752-RA	Dm_00011482-RA
OG0008668	AH000386-RA, AH001489-RA	Dm_00007389-RA
OG0008669	AH013211-RA	Dm_00012964-RA
OG0008670	AH003064-RA, AH018816-RA	Dm_00005653-RA
OG0008672	AH015271-RA	Dm_00005976-RA
OG0008673	AH020031-RA, AH011718-RA	Dm_00015543-RA, Dm_00003705-RA
OG0008674	AH018211-RA	Dm_00006990-RA
OG0008675	AH010447-RA	Dm_00003136-RA
OG0008677	AH010661-RA	Dm_00005643-RA
OG0008678	AH006541-RA, AH020537-RA	Dm_00008481-RA
OG0008680	AH011840-RA	Dm_00017518-RA
OG0008681	AH013592-RA	Dm_00001120-RA
OG0008682	AH022098-RA	Dm_00007880-RA
OG0008683	AH007666-RA	Dm_00012097-RA
OG0008684	AH006878-RA	Dm_00012170-RA
OG0008685	AH006802-RA	Dm_00012330-RA
OG0008686	AH011810-RA, AH019995-RA	Dm_00016610-RA, Dm_00016611-RA, Dm_00014060-RA
OG0008688	AH013243-RA	Dm_00003872-RA, Dm_00014165-RA
OG0008690	AH016854-RA	Dm_00000152-RA
OG0008691	AH007474-RA	Dm_00004488-RA
OG0008692	AH010965-RA, AH007721-RA	Dm_00014028-RA, Dm_00005094-RA
OG0008693	AH004214-RA	Dm_00009499-RA
OG0008694	AH005142-RA	Dm_00010013-RA
OG0008695	AH006973-RA, AH020185-RA	Dm_00013802-RA, Dm_00013243-RA, Dm_00011236-RA
OG0008697	AH009405-RA	Dm_00010119-RA
OG0008699	AH003115-RA	Dm_00016100-RA
OG0008700	AH016793-RA	Dm_00013693-RA, Dm_00000123-RA
OG0008701	AH015865-RA	Dm_00004503-RA
OG0008704	AH005740-RA	Dm_00014607-RA, Dm_00004348-RA
OG0008705	AH013879-RA	Dm_00012206-RA, Dm_00017930-RA
OG0008708	AH012167-RA	Dm_00007234-RA
OG0008709	AH008862-RA	Dm_00012115-RA
OG0008711	AH020237-RA, AH019839-RA, AH020224-RA	Dm_00005195-RA
OG0008712	AH009009-RA, AH023602-RA	Dm_00005537-RA
OG0008713	AH010373-RA	Dm_00001872-RA
OG0008714	AH005587-RA	Dm_00019638-RA
OG0008715	AH002439-RA	Dm_00018072-RA
OG0008716	AH021519-RA	Dm_00005089-RA
OG0008717	AH006628-RA	Dm_00000128-RA
OG0008718	AH003782-RA	Dm_00003685-RA
OG0008719	AH005710-RA	Dm_00006594-RA
OG0008722	AH001683-RA	Dm_00005945-RA
OG0008723	AH003718-RA	Dm_00001072-RA
OG0008725	AH015406-RA	Dm_00006444-RA
OG0008727	AH001695-RA	Dm_00003480-RA
OG0008729	AH001995-RA	Dm_00002030-RA
OG0008730	AH005932-RA, AH003625-RA	Dm_00013410-RA
OG0008731	AH017519-RA	Dm_00007409-RA, Dm_00015116-RA
OG0008732	AH007800-RA	Dm_00010531-RA
OG0008733	AH008947-RA	Dm_00018838-RA
OG0008734	AH016733-RA	Dm_00007862-RA
OG0008735	AH005704-RA, AH003870-RA	Dm_00006597-RA
OG0008736	AH005666-RA, AH003663-RA, AH023056-RA	Dm_00003206-RA
OG0008737	AH014650-RA	Dm_00010403-RA
OG0008738	AH000429-RA	Dm_00013556-RA
OG0008739	AH006460-RA	Dm_00005809-RA
OG0008740	AH008991-RA	Dm_00014077-RA
OG0008741	AH005983-RA	Dm_00019050-RA
OG0008742	AH003893-RA	Dm_00012203-RA, Dm_00007741-RA
OG0008743	AH016666-RA, AH008417-RA	Dm_00002385-RA
OG0008744	AH005564-RA	Dm_00015955-RA
OG0008745	AH005530-RA	Dm_00010768-RA
OG0008746	AH004568-RA, AH005214-RA	Dm_00011000-RA
OG0008747	AH019078-RA	Dm_00012461-RA
OG0008749	AH001854-RA, AH000586-RA	Dm_00014818-RA, Dm_00014817-RA, Dm_00001741-RA
OG0008751	AH017568-RA	Dm_00005488-RA
OG0008752	AH016816-RA	Dm_00000131-RA
OG0008753	AH018449-RA, AH011547-RA	Dm_00007372-RA
OG0008754	AH006554-RA	Dm_00014501-RA
OG0008756	AH004260-RA, AH005252-RA, AH007679-RA, AH010911-RA	Dm_00008017-RA
OG0008757	AH004517-RA	Dm_00002180-RA
OG0008758	AH013114-RA, AH008636-RA	Dm_00012379-RA
OG0008760	AH002090-RA	Dm_00007081-RA
OG0008761	AH001677-RA	Dm_00008261-RA
OG0008762	AH010665-RA	Dm_00005491-RA
OG0008763	AH006515-RA	Dm_00002005-RA
OG0008764	AH008850-RA	Dm_00004081-RA
OG0008765	AH008639-RA	Dm_00011787-RA
OG0008766	AH017256-RA, AH002767-RA	Dm_00009659-RA, Dm_00001735-RA
OG0008767	AH000838-RA, AH002244-RA	Dm_00004855-RA
OG0008768	AH021242-RA, AH014682-RA	Dm_00020459-RA
OG0008769	AH014254-RA	Dm_00001904-RA
OG0008770	AH008871-RA	Dm_00016243-RA
OG0008771	AH008138-RA, AH009723-RA	Dm_00001142-RA
OG0008772	AH009361-RA	Dm_00016063-RA
OG0008774	AH009111-RA	Dm_00003820-RA
OG0008775	AH000489-RA	Dm_00013060-RA
OG0008776	AH002169-RA	Dm_00015400-RA
OG0008777	AH006224-RA	Dm_00016449-RA
OG0008779	AH008059-RA, AH010063-RA	Dm_00011993-RA
OG0008780	AH011527-RA	Dm_00010330-RA
OG0008781	AH006076-RA, AH004112-RA	Dm_00014997-RA
OG0008782	AH000045-RA	Dm_00004883-RA, Dm_00013457-RA
OG0008783	AH015193-RA, AH021561-RA	Dm_00007748-RA
OG0008784	AH011208-RA	Dm_00001980-RA
OG0008785	AH022610-RA	Dm_00018428-RA
OG0008787	AH008006-RA, AH010576-RA	Dm_00004436-RA
OG0008788	AH002953-RA, AH017391-RA	Dm_00003256-RA
OG0008789	AH014719-RA	Dm_00004066-RA
OG0008790	AH003197-RA	Dm_00000909-RA
OG0008792	AH016296-RA	Dm_00004161-RA
OG0008793	AH008130-RA	Dm_00008953-RA
OG0008795	AH005488-RA	Dm_00006579-RA
OG0008796	AH007987-RA	Dm_00008402-RA
OG0008798	AH013609-RA	Dm_00017532-RA
OG0008799	AH008120-RA	Dm_00010189-RA
OG0008800	AH000161-RA	Dm_00014414-RA, Dm_00021098-RA
OG0008801	AH014333-RA	Dm_00015575-RA
OG0008802	AH014202-RA	Dm_00008315-RA
OG0008803	AH000120-RA	Dm_00011532-RA
OG0008804	AH018187-RA	Dm_00004174-RA
OG0008805	AH019780-RA	Dm_00000215-RA
OG0008806	AH000047-RA	Dm_00013458-RA, Dm_00009049-RA
OG0008808	AH008191-RA	Dm_00006044-RA
OG0008809	AH009987-RA	Dm_00008709-RA
OG0008810	AH002035-RA	Dm_00005780-RA, Dm_00013425-RA
OG0008811	AH003106-RA	Dm_00016024-RA, Dm_00016816-RA, Dm_00016815-RA
OG0008812	AH021039-RA	Dm_00001002-RA
OG0008813	AH016198-RA, AH023318-RA	Dm_00000642-RA
OG0008814	AH013308-RA	Dm_00008492-RA
OG0008815	AH015125-RA	Dm_00003514-RA
OG0008816	AH009124-RA, AH022280-RA	Dm_00004106-RA
OG0008817	AH015097-RA, AH021617-RA	Dm_00001466-RA
OG0008819	AH018308-RA	Dm_00000877-RA
OG0008820	AH000108-RA	Dm_00009479-RA
OG0008821	AH007751-RA	Dm_00003116-RA
OG0008824	AH019977-RA	Dm_00000380-RA
OG0008826	AH019036-RA	Dm_00013811-RA, Dm_00013814-RA, Dm_00013815-RA
OG0008827	AH020643-RA	Dm_00009943-RA
OG0008828	AH023299-RA	Dm_00011157-RA
OG0008829	AH012329-RA	Dm_00008449-RA
OG0008830	AH012346-RA	Dm_00003068-RA
OG0008831	AH008229-RA	Dm_00013392-RA
OG0008833	AH002032-RA	Dm_00005782-RA, Dm_00007897-RA
OG0008835	AH014407-RA	Dm_00000737-RA
OG0008837	AH009630-RA	Dm_00006509-RA
OG0008840	AH016235-RA	Dm_00002159-RA
OG0008842	AH014111-RA	Dm_00002922-RA
OG0008843	AH014269-RA	Dm_00000993-RA
OG0008844	AH020422-RA	Dm_00007450-RA
OG0008845	AH011785-RA	Dm_00019710-RA
OG0008846	AH011223-RA, AH011225-RA, AH011224-RA	Dm_00001816-RA
OG0008848	AH012043-RA	Dm_00009864-RA
OG0008849	AH014314-RA	Dm_00005122-RA
OG0008851	AH001533-RA	Dm_00012857-RA
OG0008854	AH014273-RA	Dm_00014623-RA
OG0008856	AH004998-RA	Dm_00001515-RA
OG0008857	AH002232-RA, AH000850-RA	Dm_00020286-RA
OG0008858	AH013485-RA	Dm_00004799-RA
OG0008859	AH022465-RA	Dm_00013280-RA, Dm_00005261-RA
OG0008861	AH013277-RA	Dm_00017696-RA
OG0008863	AH018511-RA	Dm_00009313-RA, Dm_00009314-RA
OG0008864	AH002119-RA	Dm_00015935-RA
OG0008865	AH014427-RA	Dm_00002261-RA
OG0008866	AH023343-RA	Dm_00009273-RA
OG0008867	AH020781-RA	Dm_00000096-RA
OG0008868	AH013312-RA	Dm_00010961-RA
OG0008869	AH000464-RA	Dm_00007077-RA
OG0008872	AH015727-RA, AH002702-RA	Dm_00017339-RA, Dm_00020103-RA, Dm_00020102-RA
OG0008874	AH009518-RA	Dm_00016199-RA
OG0008876	AH013079-RA	Dm_00009290-RA, Dm_00009291-RA
OG0008877	AH001078-RA	Dm_00013869-RA
OG0008879	AH012343-RA	Dm_00011887-RA
OG0008882	AH007144-RA	Dm_00013367-RA
OG0008883	AH012286-RA	Dm_00019298-RA
OG0008884	AH017064-RA	Dm_00015533-RA
OG0008885	AH018751-RA, AH003124-RA	Dm_00010594-RA
OG0008887	AH019127-RA, AH015805-RA	Dm_00006011-RA
OG0008888	AH011437-RA	Dm_00008928-RA, Dm_00021125-RA
OG0008889	AH001562-RA	Dm_00002998-RA
OG0008890	AH009101-RA	Dm_00003827-RA
OG0008891	AH001954-RA	Dm_00002340-RA
OG0008893	AH014505-RA	Dm_00019047-RA
OG0008895	AH023233-RA	Dm_00014880-RA
OG0008896	AH018460-RA	Dm_00005189-RA
OG0008899	AH014825-RA, AH021388-RA	Dm_00000675-RA
OG0008900	AH020370-RA	Dm_00019274-RA
OG0008901	AH015941-RA, AH023529-RA	Dm_00018029-RA
OG0008902	AH000080-RA, AH001105-RA, AH000079-RA	Dm_00000907-RA
OG0008903	AH006462-RA	Dm_00005807-RA
OG0008904	AH016648-RA	Dm_00018158-RA
OG0008906	AH018820-RA	Dm_00015440-RA
OG0008908	AH019282-RA	Dm_00007479-RA
OG0008909	AH014144-RA	Dm_00001038-RA
OG0008910	AH022136-RA	Dm_00005068-RA
OG0008912	AH021290-RA	Dm_00019135-RA
OG0008914	AH022657-RA, AH013884-RA	Dm_00013723-RA
OG0008915	AH013808-RA	Dm_00005696-RA, Dm_00018581-RA
OG0008916	AH006803-RA	Dm_00014071-RA
OG0008917	AH007640-RA	Dm_00006386-RA, Dm_00008087-RA
OG0008918	AH023401-RA	Dm_00019206-RA
OG0008919	AH000158-RA	Dm_00015730-RA
OG0008920	AH015939-RA	Dm_00010783-RA
OG0008922	AH020488-RA, AH006668-RA	Dm_00001272-RA
OG0008923	AH015589-RA, AH007415-RA	Dm_00000330-RA
OG0008924	AH016934-RA	Dm_00013218-RA
OG0008925	AH014777-RA	Dm_00015267-RA
OG0008926	AH018806-RA	Dm_00003075-RA
OG0008927	AH008175-RA	Dm_00000846-RA
OG0008928	AH022449-RA	Dm_00011395-RA
OG0008929	AH016871-RA, AH023734-RA	Dm_00006278-RA
OG0008930	AH010849-RA	Dm_00004890-RA
OG0008931	AH000243-RA	Dm_00011166-RA
OG0008932	AH004228-RA	Dm_00009254-RA
OG0008933	AH001278-RA, AH015154-RA	Dm_00011349-RA
OG0008934	AH009618-RA	Dm_00006077-RA
OG0008935	AH002863-RA	Dm_00004636-RA, Dm_00004632-RA, Dm_00004638-RA, Dm_00004629-RA, Dm_00004631-RA, Dm_00004634-RA
OG0008938	AH009794-RA	Dm_00003596-RA, Dm_00002138-RA
OG0008940	AH013084-RA	Dm_00007274-RA
OG0008941	AH022732-RA	Dm_00009876-RA, Dm_00005914-RA
OG0008942	AH021782-RA	Dm_00000817-RA
OG0008943	AH020461-RA	Dm_00018209-RA
OG0008944	AH022071-RA	Dm_00015885-RA
OG0008945	AH021103-RA	Dm_00008758-RA
OG0008947	AH012649-RA	Dm_00010832-RA
OG0008948	AH022620-RA, AH013847-RA	Dm_00001231-RA
OG0008949	AH006879-RA	Dm_00019315-RA
OG0008950	AH004180-RA	Dm_00013009-RA
OG0008951	AH004018-RA	Dm_00011549-RA
OG0008952	AH012577-RA	Dm_00000815-RA
OG0008953	AH010892-RA	Dm_00012102-RA
OG0008954	AH021326-RA	Dm_00004049-RA
OG0008955	AH022995-RA	Dm_00015910-RA
OG0008956	AH011017-RA	Dm_00020595-RA, Dm_00021081-RA
OG0008957	AH010549-RA, AH010550-RA	Dm_00002119-RA
OG0008958	AH010072-RA	Dm_00020370-RA
OG0008960	AH020353-RA	Dm_00008420-RA
OG0008961	AH004212-RA	Dm_00004801-RA
OG0008962	AH021931-RA	Dm_00017437-RA
OG0008963	AH001298-RA	Dm_00006224-RA
OG0008964	AH016631-RA	Dm_00011196-RA
OG0008965	AH010143-RA, AH008001-RA	Dm_00007530-RA, Dm_00004440-RA
OG0008966	AH019373-RA	Dm_00011849-RA
OG0008967	AH007802-RA	Dm_00017324-RA
OG0008968	AH011819-RA	Dm_00008251-RA
OG0008969	AH022358-RA, AH013527-RA	Dm_00000317-RA
OG0008970	AH021723-RA	Dm_00000029-RA
OG0008971	AH008166-RA	Dm_00004242-RA
OG0008972	AH013655-RA	Dm_00004784-RA
OG0008973	AH022476-RA	Dm_00011267-RA
OG0008974	AH018166-RA	Dm_00004471-RA
OG0008975	AH019883-RA	Dm_00015103-RA
OG0008976	AH021495-RA	Dm_00005173-RA
OG0008978	AH022600-RA, AH013860-RA	Dm_00006973-RA
OG0008979	AH010315-RA	Dm_00014291-RA, Dm_00006214-RA, Dm_00016084-RA
OG0008981	AH008007-RA	Dm_00005285-RA
OG0008982	AH011712-RA	Dm_00019610-RA
OG0008983	AH020523-RA	Dm_00012556-RA
OG0008984	AH015624-RA	Dm_00012394-RA
OG0008985	AH015886-RA	Dm_00008664-RA
OG0008986	AH017725-RA, AH003732-RA	Dm_00004455-RA
OG0008987	AH023134-RA	Dm_00018024-RA
OG0008988	AH001374-RA, AH001375-RA	Dm_00010652-RA
OG0008989	AH017441-RA	Dm_00005412-RA
OG0008990	AH012550-RA, AH012549-RA, AH021768-RA	Dm_00000060-RA
OG0008991	AH016278-RA	Dm_00004168-RA
OG0008992	AH005903-RA, AH009909-RA	Dm_00016777-RA
OG0008993	AH020259-RA, AH010737-RA	Dm_00008808-RA, Dm_00020950-RA
OG0008994	AH007265-RA	Dm_00000234-RA
OG0008995	AH011034-RA	Dm_00011469-RA
OG0008996	AH021648-RA	Dm_00004988-RA
OG0008997	AH014895-RA	Dm_00015066-RA
OG0008998	AH006295-RA, AH003443-RA	Dm_00004715-RA
OG0008999	AH007710-RA	Dm_00005441-RA
OG0009001	AH003395-RA, AH012839-RA	Dm_00018769-RA
OG0009002	AH007967-RA	Dm_00016882-RA
OG0009004	AH020341-RA	Dm_00014270-RA, Dm_00016497-RA
OG0009006	AH008154-RA	Dm_00000834-RA
OG0009007	AH010028-RA	Dm_00009226-RA
OG0009008	AH002766-RA, AH021582-RA	Dm_00001925-RA
OG0009009	AH009030-RA	Dm_00007655-RA
OG0009010	AH010331-RA	Dm_00004896-RA
OG0009011	AH013529-RA	Dm_00000319-RA
OG0009012	AH022361-RA	Dm_00005987-RA
OG0009013	AH020604-RA, AH000001-RA	Dm_00005139-RA
OG0009014	AH013551-RA	Dm_00000324-RA
OG0009015	AH009447-RA	Dm_00002709-RA
OG0009016	AH008786-RA	Dm_00017953-RA
OG0009017	AH004918-RA	Dm_00008154-RA
OG0009018	AH023598-RA	Dm_00014779-RA
OG0009019	AH007099-RA	Dm_00015239-RA
OG0009020	AH006414-RA	Dm_00004704-RA
OG0009021	AH006209-RA	Dm_00016976-RA
OG0009022	AH008927-RA	Dm_00008279-RA
OG0009023	AH011871-RA	Dm_00013935-RA
OG0009024	AH005180-RA	Dm_00013331-RA
OG0009025	AH007210-RA	Dm_00017638-RA
OG0009026	AH011358-RA	Dm_00001487-RA
OG0009028	AH004528-RA, AH004527-RA, AH005160-RA	Dm_00018040-RA
OG0009029	AH007618-RA	Dm_00020008-RA
OG0009030	AH001764-RA	Dm_00003680-RA
OG0009031	AH023693-RA	Dm_00000129-RA
OG0009035	AH019973-RA	Dm_00016859-RA
OG0009036	AH009428-RA	Dm_00009985-RA
OG0009037	AH002553-RA	Dm_00013448-RA, Dm_00007785-RA
OG0009039	AH012038-RA, AH019637-RA	Dm_00002036-RA
OG0009040	AH005282-RA	Dm_00005944-RA
OG0009041	AH007621-RA	Dm_00003994-RA
OG0009042	AH008999-RA	Dm_00014135-RA
OG0009043	AH001801-RA	Dm_00017751-RA
OG0009044	AH007528-RA	Dm_00002108-RA
OG0009045	AH007402-RA	Dm_00006563-RA
OG0009046	AH012108-RA, AH019602-RA	Dm_00002058-RA
OG0009047	AH004332-RA, AH005000-RA	Dm_00001812-RA, Dm_00001619-RA
OG0009049	AH018154-RA	Dm_00002788-RA
OG0009050	AH014889-RA	Dm_00007277-RA
