Orthogroup	A_hypochondriacus.proteins	G_max.proteins
OG0008326	AH015248-RA	GmISU01.10G181900.1.p, GmISU01.20G135400.1.p, GmISU01.15G072100.1.p, GmISU01.13G203300.1.p
OG0008327	AH000396-RA	GmISU01.20G142800.1.p, GmISU01.10G173700.1.p
OG0008328	AH021260-RA	GmISU01.09G023300.1.p, GmISU01.09G023300.3.p, GmISU01.15G121100.1.p
OG0008329	AH006877-RA	GmISU01.19G115500.1.p, GmISU01.03G110500.1.p
OG0008330	AH015107-RA, AH021610-RA	GmISU01.15G065200.1.p, GmISU01.13G211200.1.p
OG0008331	AH017515-RA	GmISU01.06G182700.2.p, GmISU01.06G182700.3.p, GmISU01.06G182700.1.p
OG0008332	AH016408-RA, AH023021-RA	GmISU01.11G204500.1.p, GmISU01.18G029500.2.p, GmISU01.18G029500.1.p
OG0008333	AH020382-RA	GmISU01.02G156700.1.p, GmISU01.10G084500.1.p
OG0008334	AH023492-RA	GmISU01.18G228500.2.p, GmISU01.02G085600.1.p, GmISU01.18G228500.1.p
OG0008335	AH003077-RA	GmISU01.10G071600.3.p, GmISU01.10G071600.1.p, GmISU01.02G164200.1.p, GmISU01.02G164200.2.p
OG0008336	AH023158-RA	GmISU01.18G020800.1.p, GmISU01.11G213000.2.p
OG0008337	AH015040-RA	GmISU01.10G213500.1.p, GmISU01.20G107100.1.p
OG0008338	AH011044-RA	GmISU01.07G142100.1.p, GmISU01.18G044700.1.p, GmISU01.13G300500.1.p
OG0008339	AH003092-RA	GmISU01.07G130200.3.p, GmISU01.07G130200.1.p, GmISU01.18G149500.4.p, GmISU01.18G149500.1.p, GmISU01.18G149500.3.p, GmISU01.18G149500.6.p, GmISU01.18G149500.5.p
OG0008341	AH012768-RA	GmISU01.19G146700.1.p, GmISU01.03G143500.1.p
OG0008342	AH009131-RA	GmISU01.03G150900.6.p, GmISU01.03G150900.3.p, GmISU01.19G154200.2.p, GmISU01.19G154200.1.p, GmISU01.03G150900.1.p, GmISU01.03G150900.4.p, GmISU01.03G150900.5.p, GmISU01.03G150900.2.p, GmISU01.19G154300.1.p
OG0008343	AH008098-RA	GmISU01.13G242000.1.p, GmISU01.12G187200.1.p
OG0008344	AH023168-RA	GmISU01.18G020200.1.p, GmISU01.11G213600.1.p
OG0008345	AH010800-RA, AH007749-RA	GmISU01.09G002900.1.p, GmISU01.12G202800.1.p
OG0008346	AH017071-RA	GmISU01.07G147200.1.p
OG0008347	AH010149-RA	GmISU01.13G232100.1.p
OG0008348	AH000284-RA	GmISU01.06G241900.1.p, GmISU01.12G105100.1.p, GmISU01.13G255400.2.p, GmISU01.12G174600.1.p, GmISU01.13G255400.1.p, GmISU01.13G255400.3.p, GmISU01.13G255400.4.p
OG0008349	AH000105-RA	GmISU01.15G041500.4.p, GmISU01.15G041500.1.p, GmISU01.15G041500.2.p, GmISU01.15G041500.3.p
OG0008350	AH016006-RA	GmISU01.08G219300.1.p, GmISU01.15G183300.1.p
OG0008351	AH004570-RA	GmISU01.09G047300.2.p, GmISU01.15G143400.2.p, GmISU01.15G143400.1.p, GmISU01.09G047300.1.p
OG0008352	AH023528-RA	GmISU01.18G242700.1.p, GmISU01.10G250900.1.p
OG0008353	AH007872-RA	GmISU01.16G052300.3.p, GmISU01.19G067100.1.p
OG0008354	AH010992-RA	GmISU01.08G299500.1.p, GmISU01.18G064300.1.p
OG0008355	AH013194-RA	GmISU01.13G259000.1.p, GmISU01.12G171200.1.p, GmISU01.13G258900.1.p, GmISU01.12G171300.1.p
OG0008357	AH018973-RA	GmISU01.07G127400.2.p, GmISU01.07G127400.1.p, GmISU01.07G127400.3.p, GmISU01.18G147050.1.p
OG0008359	AH019081-RA	GmISU01.03G005400.1.p, GmISU01.19G090100.1.p, GmISU01.19G090100.2.p, GmISU01.03G005400.4.p, GmISU01.03G005400.3.p
OG0008360	AH012822-RA	GmISU01.08G320200.1.p
OG0008361	AH003666-RA	GmISU01.06G135500.1.p
OG0008362	AH017393-RA	GmISU01.05G169800.1.p, GmISU01.08G006900.2.p, GmISU01.08G006900.4.p, GmISU01.08G006900.1.p
OG0008363	AH006503-RA	GmISU01.10G151100.3.p, GmISU01.10G151100.2.p, GmISU01.10G151100.1.p, GmISU01.20G165300.1.p, GmISU01.20G165300.2.p
OG0008364	AH002396-RA	GmISU01.04G184800.1.p
OG0008365	AH013386-RA, AH022607-RA	GmISU01.10G091000.1.p, GmISU01.01G111000.1.p, GmISU01.02G142300.1.p, GmISU01.15G079500.1.p, GmISU01.13G194600.1.p
OG0008366	AH016626-RA	GmISU01.09G205100.1.p, GmISU01.09G205100.2.p, GmISU01.18G188700.1.p
OG0008367	AH004580-RA, AH005229-RA	GmISU01.18G242600.1.p
OG0008368	AH004198-RA	GmISU01.19G061200.1.p, GmISU01.16G059700.1.p, GmISU01.16G059700.2.p, GmISU01.19G044000.1.p
OG0008369	AH019006-RA, AH018977-RA, AH019086-RA	GmISU01.20G205400.1.p
OG0008370	AH014651-RA	GmISU01.08G168300.1.p, GmISU01.15G048200.1.p, GmISU01.15G048200.2.p, GmISU01.08G069100.1.p, GmISU01.05G097000.1.p
OG0008371	AH017359-RA, AH002967-RA	GmISU01.05G171700.1.p, GmISU01.04G160900.1.p, GmISU01.06G152900.1.p
OG0008372	AH022980-RA	GmISU01.09G098400.1.p, GmISU01.05G145300.1.p, GmISU01.09G098400.2.p
OG0008374	AH003408-RA	GmISU01.18G017700.2.p, GmISU01.18G017700.1.p, GmISU01.11G216300.1.p, GmISU01.11G216300.3.p
OG0008375	AH010517-RA	GmISU01.19G195200.1.p, GmISU01.03G193400.1.p
OG0008376	AH013589-RA	GmISU01.05G038700.1.p, GmISU01.17G114900.1.p, GmISU01.17G114900.2.p, GmISU01.17G114900.4.p, GmISU01.17G114900.3.p
OG0008377	AH007924-RA	GmISU01.05G066900.2.p, GmISU01.19G058000.3.p, GmISU01.19G058000.2.p, GmISU01.05G066900.1.p
OG0008378	AH004173-RA	GmISU01.03G056400.1.p, GmISU01.01G082900.1.p
OG0008379	AH008020-RA	GmISU01.13G234100.1.p, GmISU01.12G192700.1.p
OG0008381	AH006902-RA	GmISU01.20G173900.1.p
OG0008382	AH004609-RA, AH005110-RA	GmISU01.20G206600.1.p
OG0008383	AH010852-RA	GmISU01.09G129200.1.p, GmISU01.16G181200.1.p
OG0008384	AH002870-RA	GmISU01.13G220500.2.p, GmISU01.13G220500.1.p, GmISU01.15G056100.1.p
OG0008386	AH020589-RA	GmISU01.12G016700.1.p, GmISU01.12G016800.1.p
OG0008387	AH017879-RA	GmISU01.07G109600.1.p, GmISU01.07G109600.2.p, GmISU01.07G109600.3.p, GmISU01.03G072700.1.p, GmISU01.03G072700.3.p
OG0008388	AH009764-RA	GmISU01.02G060500.3.p, GmISU01.02G060500.2.p, GmISU01.16G121200.1.p
OG0008390	AH019814-RA	GmISU01.20G112300.2.p, GmISU01.10G208500.1.p, GmISU01.10G208500.2.p, GmISU01.20G112300.1.p
OG0008391	AH006784-RA	GmISU01.02G157600.1.p, GmISU01.10G080800.1.p
OG0008392	AH006328-RA	GmISU01.06G140200.1.p, GmISU01.04G172750.1.p
OG0008393	AH002680-RA	GmISU01.08G163100.1.p, GmISU01.08G163100.2.p, GmISU01.15G207900.1.p, GmISU01.15G207900.2.p
OG0008394	AH000987-RA, AH016836-RA	GmISU01.17G130400.1.p, GmISU01.05G054700.1.p, GmISU01.17G130400.2.p
OG0008395	AH011546-RA	GmISU01.09G042300.1.p, GmISU01.15G135700.1.p
OG0008396	AH005204-RA	GmISU01.05G164800.1.p, GmISU01.04G169500.3.p, GmISU01.04G169500.1.p, GmISU01.04G169500.2.p, GmISU01.06G143800.3.p, GmISU01.06G143800.1.p, GmISU01.06G143800.2.p, GmISU01.06G143800.4.p
OG0008397	AH002467-RA	GmISU01.15G045800.2.p, GmISU01.08G170900.2.p, GmISU01.08G071400.1.p
OG0008398	AH005013-RA, AH004344-RA, AH022440-RA	GmISU01.02G001400.1.p
OG0008399	AH022896-RA	GmISU01.03G211300.1.p, GmISU01.17G151600.1.p
OG0008400	AH018015-RA	GmISU01.05G180200.1.p, GmISU01.08G016900.2.p, GmISU01.05G180200.2.p, GmISU01.08G016900.1.p
OG0008401	AH005574-RA	GmISU01.08G174900.2.p, GmISU01.08G174900.3.p, GmISU01.08G174900.1.p, GmISU01.12G139700.1.p, GmISU01.12G139700.2.p, GmISU01.12G139700.3.p
OG0008402	AH006283-RA	GmISU01.16G051900.1.p, GmISU01.19G067800.1.p, GmISU01.05G068400.1.p
OG0008403	AH019916-RA, AH023671-RA	GmISU01.04G017900.2.p, GmISU01.04G017900.1.p, GmISU01.06G016600.1.p
OG0008404	AH009373-RA	GmISU01.03G082000.1.p
OG0008405	AH019245-RA	GmISU01.02G068200.1.p, GmISU01.02G068200.2.p, GmISU01.16G130200.1.p, GmISU01.16G130200.2.p
OG0008406	AH005750-RA	GmISU01.16G113000.1.p, GmISU01.02G051000.1.p, GmISU01.16G112900.1.p
OG0008407	AH002671-RA, AH017714-RA	GmISU01.10G034300.1.p, GmISU01.13G095800.1.p, GmISU01.03G126650.1.p, GmISU01.19G130550.1.p
OG0008408	AH017775-RA	GmISU01.13G324700.1.p, GmISU01.13G324700.2.p, GmISU01.15G005900.1.p
OG0008409	AH004890-RA, AH004484-RA	GmISU01.18G011000.1.p, GmISU01.11G223200.1.p, GmISU01.08G120700.1.p, GmISU01.05G144800.1.p
OG0008410	AH002740-RA	GmISU01.19G183000.1.p
OG0008411	AH004612-RA	GmISU01.13G214000.1.p, GmISU01.15G062200.2.p, GmISU01.15G062200.4.p, GmISU01.15G062200.1.p, GmISU01.15G062200.3.p
OG0008412	AH002324-RA, AH000772-RA	GmISU01.04G001300.1.p, GmISU01.04G001300.2.p, GmISU01.06G001200.1.p
OG0008413	AH003116-RA	GmISU01.01G172200.3.p, GmISU01.01G172200.2.p, GmISU01.01G172200.1.p, GmISU01.11G026000.1.p
OG0008414	AH016858-RA	GmISU01.06G016100.2.p, GmISU01.04G017400.2.p, GmISU01.04G017400.4.p, GmISU01.04G017400.3.p
OG0008415	AH021872-RA, AH012706-RA	GmISU01.16G185800.1.p, GmISU01.09G132200.1.p
OG0008416	AH009362-RA	GmISU01.09G131200.2.p, GmISU01.09G131200.1.p, GmISU01.09G131200.3.p, GmISU01.02G067300.1.p, GmISU01.16G128900.1.p
OG0008417	AH007046-RA	GmISU01.07G216500.1.p, GmISU01.17G017600.1.p
OG0008420	AH007686-RA	GmISU01.04G095400.1.p, GmISU01.06G097300.1.p, GmISU01.06G097300.2.p
OG0008421	AH012101-RA	GmISU01.09G158700.1.p, GmISU01.16G096900.1.p, GmISU01.01G122100.1.p, GmISU01.11G078500.1.p
OG0008422	AH010497-RA	GmISU01.19G195900.1.p, GmISU01.03G194200.2.p, GmISU01.03G194200.1.p, GmISU01.10G121300.3.p, GmISU01.10G121300.2.p, GmISU01.10G121300.1.p, GmISU01.20G194500.1.p
OG0008423	AH013069-RA	GmISU01.18G119200.1.p
OG0008424	AH008093-RA	GmISU01.12G103900.1.p, GmISU01.06G243100.1.p
OG0008425	AH021526-RA	GmISU01.01G198300.2.p, GmISU01.01G198300.1.p
OG0008426	AH020038-RA	GmISU01.17G214100.1.p, GmISU01.14G073900.1.p, GmISU01.14G073900.2.p
OG0008427	AH009522-RA	GmISU01.16G019800.3.p, GmISU01.16G019800.2.p, GmISU01.07G049400.3.p, GmISU01.07G049400.4.p, GmISU01.07G049400.2.p
OG0008428	AH003658-RA	GmISU01.01G022100.1.p
OG0008429	AH013566-RA	GmISU01.05G039800.1.p, GmISU01.17G115800.2.p
OG0008430	AH019448-RA, AH011215-RA, AH007418-RA	GmISU01.02G237700.2.p, GmISU01.02G237700.1.p, GmISU01.07G200400.1.p, GmISU01.17G033400.1.p
OG0008431	AH012714-RA, AH012716-RA	GmISU01.12G135100.1.p, GmISU01.16G000400.1.p
OG0008432	AH009610-RA	GmISU01.16G026300.1.p, GmISU01.07G056000.1.p
OG0008433	AH011325-RA	GmISU01.05G056300.2.p, GmISU01.05G056300.1.p, GmISU01.17G131500.2.p
OG0008434	AH012854-RA	GmISU01.09G041300.1.p, GmISU01.15G136900.2.p, GmISU01.15G136900.1.p
OG0008436	AH006143-RA	GmISU01.11G047700.1.p, GmISU01.01G150300.1.p
OG0008437	AH010454-RA	GmISU01.19G197700.1.p, GmISU01.19G197700.3.p, GmISU01.03G196100.1.p, GmISU01.19G197700.2.p, GmISU01.20G192200.1.p, GmISU01.10G123300.1.p
OG0008438	AH022889-RA	GmISU01.13G026100.1.p
OG0008439	AH016884-RA, AH002543-RA	GmISU01.05G081900.1.p, GmISU01.17G151500.1.p
OG0008440	AH012807-RA	GmISU01.03G137900.1.p, GmISU01.19G140900.1.p
OG0008441	AH019880-RA	GmISU01.07G207200.1.p, GmISU01.07G207200.2.p, GmISU01.17G026300.1.p
OG0008442	AH000975-RA	GmISU01.16G013800.1.p, GmISU01.16G013800.2.p, GmISU01.07G043900.1.p
OG0008443	AH007043-RA	GmISU01.15G092700.1.p, GmISU01.07G215700.1.p, GmISU01.17G018500.1.p
OG0008444	AH000424-RA	GmISU01.06G232100.1.p, GmISU01.12G110200.1.p
OG0008445	AH009634-RA	GmISU01.09G210700.3.p, GmISU01.09G210700.1.p, GmISU01.09G210700.2.p, GmISU01.07G058200.3.p, GmISU01.07G058200.1.p, GmISU01.07G058200.2.p
OG0008447	AH013020-RA	GmISU01.13G101800.1.p
OG0008448	AH002159-RA	GmISU01.11G168800.1.p, GmISU01.04G111000.1.p
OG0008449	AH020287-RA	GmISU01.05G175000.1.p, GmISU01.05G175000.3.p, GmISU01.08G011900.1.p
OG0008450	AH004481-RA	GmISU01.07G005900.2.p, GmISU01.07G005900.1.p, GmISU01.08G192600.1.p
OG0008451	AH008497-RA	GmISU01.15G047600.2.p, GmISU01.15G047600.1.p, GmISU01.08G168900.2.p, GmISU01.08G070100.4.p
OG0008452	AH020027-RA, AH011722-RA	GmISU01.18G176000.1.p, GmISU01.09G218300.1.p
OG0008453	AH001645-RA	GmISU01.03G080800.2.p, GmISU01.03G080800.3.p, GmISU01.03G080800.1.p, GmISU01.07G103000.1.p, GmISU01.15G090300.1.p
OG0008454	AH008228-RA	GmISU01.05G005600.1.p, GmISU01.19G006000.1.p
OG0008455	AH022920-RA	GmISU01.13G165900.3.p, GmISU01.13G165900.4.p, GmISU01.13G165900.1.p, GmISU01.13G165900.5.p, GmISU01.13G165900.2.p, GmISU01.15G197900.2.p, GmISU01.15G197900.1.p
OG0008456	AH016887-RA, AH016888-RA	GmISU01.06G014600.5.p, GmISU01.06G014600.2.p, GmISU01.04G015900.1.p, GmISU01.06G014600.4.p
OG0008457	AH022749-RA	GmISU01.13G031100.1.p, GmISU01.13G031100.2.p, GmISU01.19G031700.1.p
OG0008458	AH005495-RA	GmISU01.10G229100.2.p, GmISU01.10G229100.1.p, GmISU01.20G088600.3.p, GmISU01.20G088600.2.p, GmISU01.20G088600.1.p
OG0008459	AH015980-RA	GmISU01.04G144800.1.p, GmISU01.06G169300.1.p, GmISU01.06G205100.1.p, GmISU01.05G030900.1.p, GmISU01.17G085100.1.p
OG0008460	AH013552-RA	GmISU01.04G154000.1.p
OG0008461	AH003382-RA, AH006252-RA	GmISU01.08G083200.1.p, GmISU01.05G111100.2.p, GmISU01.05G111100.1.p
OG0008462	AH005428-RA	GmISU01.01G071500.1.p, GmISU01.01G071500.3.p, GmISU01.01G071500.2.p, GmISU01.02G090600.2.p, GmISU01.02G090600.1.p
OG0008463	AH008531-RA	GmISU01.05G003500.2.p, GmISU01.05G003500.1.p, GmISU01.19G004400.1.p
OG0008464	AH010853-RA	GmISU01.17G077300.1.p, GmISU01.17G077300.2.p, GmISU01.05G014300.2.p, GmISU01.05G014300.1.p
OG0008465	AH004699-RA, AH004645-RA	GmISU01.01G035400.1.p, GmISU01.02G023400.1.p
OG0008466	AH016483-RA	GmISU01.19G034700.1.p
OG0008467	AH023002-RA	GmISU01.20G091500.1.p, GmISU01.10G226400.1.p
OG0008468	AH021243-RA	GmISU01.05G212200.1.p, GmISU01.05G212200.2.p, GmISU01.08G050100.1.p, GmISU01.08G050100.2.p
OG0008469	AH018779-RA	GmISU01.11G082900.3.p, GmISU01.11G082900.2.p, GmISU01.01G117600.1.p
OG0008470	AH004346-RA	GmISU01.01G046600.3.p, GmISU01.07G193700.1.p
OG0008471	AH000014-RA	GmISU01.11G092400.1.p, GmISU01.12G024200.1.p
OG0008472	AH004555-RA, AH005166-RA	GmISU01.08G094900.1.p, GmISU01.05G121200.1.p
OG0008473	AH004043-RA	GmISU01.02G104100.2.p, GmISU01.02G104100.1.p, GmISU01.01G050800.2.p, GmISU01.01G050800.1.p, GmISU01.01G050800.4.p
OG0008474	AH004604-RA, AH005100-RA	GmISU01.18G102500.2.p, GmISU01.18G102500.1.p, GmISU01.08G266200.1.p
OG0008475	AH023718-RA	GmISU01.04G021800.2.p, GmISU01.04G021800.1.p
OG0008476	AH005104-RA, AH004600-RA	GmISU01.18G102900.1.p, GmISU01.08G266000.1.p, GmISU01.02G018200.1.p, GmISU01.02G018200.2.p, GmISU01.01G039600.1.p, GmISU01.02G018700.1.p, GmISU01.02G018700.2.p
OG0008477	AH015759-RA	GmISU01.13G042000.1.p, GmISU01.19G019100.1.p
OG0008478	AH004151-RA, AH005364-RA	GmISU01.05G201500.1.p, GmISU01.08G039400.1.p
OG0008479	AH021251-RA	GmISU01.04G107900.1.p, GmISU01.04G107900.2.p, GmISU01.06G264600.2.p, GmISU01.06G264600.1.p
OG0008480	AH005383-RA, AH023240-RA	GmISU01.10G232600.1.p, GmISU01.20G084100.1.p
OG0008481	AH009359-RA	GmISU01.18G193000.1.p, GmISU01.09G201600.1.p, GmISU01.07G105700.1.p, GmISU01.03G079700.1.p
OG0008482	AH012158-RA	GmISU01.15G186400.1.p, GmISU01.08G214600.1.p
OG0008484	AH009621-RA	GmISU01.08G080800.1.p
OG0008485	AH017191-RA	GmISU01.19G008000.1.p, GmISU01.06G169600.1.p, GmISU01.06G169600.2.p, GmISU01.13G140700.1.p
OG0008486	AH011326-RA	GmISU01.05G023600.1.p, GmISU01.17G092400.1.p, GmISU01.04G137400.1.p, GmISU01.06G177100.1.p, GmISU01.06G177100.2.p, GmISU01.06G177100.3.p
OG0008487	AH018386-RA	GmISU01.01G158600.3.p, GmISU01.01G158600.2.p, GmISU01.01G158600.1.p, GmISU01.11G039000.1.p
OG0008488	AH010264-RA	GmISU01.19G051300.1.p, GmISU01.16G065600.1.p, GmISU01.16G065600.2.p
OG0008489	AH002854-RA	GmISU01.05G022200.2.p, GmISU01.05G022200.1.p, GmISU01.17G094000.1.p
OG0008489	AH005014-RA	GmISU01.20G025000.1.p
OG0008491	AH013057-RA	GmISU01.20G010700.1.p, GmISU01.07G147500.1.p, GmISU01.20G010700.2.p, GmISU01.05G113900.1.p, GmISU01.08G086200.1.p
OG0008492	AH015845-RA	GmISU01.18G212000.1.p, GmISU01.08G227600.1.p
OG0008493	AH004392-RA	GmISU01.18G099800.4.p, GmISU01.18G099800.6.p, GmISU01.18G099800.5.p, GmISU01.08G268600.1.p
OG0008494	AH018885-RA	GmISU01.13G162500.2.p, GmISU01.13G162500.3.p, GmISU01.13G162500.1.p
OG0008495	AH011420-RA, AH018258-RA	GmISU01.17G135800.1.p, GmISU01.17G135800.2.p, GmISU01.05G060200.2.p, GmISU01.05G060200.1.p, GmISU01.05G060200.3.p, GmISU01.05G060200.4.p
OG0008496	AH003367-RA	GmISU01.16G048500.1.p, GmISU01.19G071500.1.p
OG0008497	AH014252-RA	GmISU01.02G229100.2.p, GmISU01.14G045100.1.p, GmISU01.14G045100.2.p, GmISU01.02G229100.1.p
OG0008498	AH020502-RA	GmISU01.02G144000.2.p, GmISU01.02G144000.1.p
OG0008499	AH004087-RA	GmISU01.01G073300.1.p, GmISU01.02G114600.1.p, GmISU01.02G114600.2.p
OG0008500	AH005348-RA	GmISU01.07G142400.1.p, GmISU01.07G184400.1.p, GmISU01.20G011800.1.p
OG0008501	AH015923-RA	GmISU01.09G181100.1.p, GmISU01.09G181200.2.p, GmISU01.09G181200.1.p, GmISU01.12G032900.1.p
OG0008502	AH000789-RA	GmISU01.13G047900.1.p, GmISU01.13G047900.3.p, GmISU01.13G047900.2.p, GmISU01.19G011300.1.p
OG0008503	AH015306-RA	GmISU01.20G052000.2.p, GmISU01.20G052000.1.p, GmISU01.10G099200.1.p
OG0008504	AH015733-RA	GmISU01.19G015400.1.p, GmISU01.13G044800.1.p
OG0008505	AH018474-RA, AH011562-RA	GmISU01.09G170600.1.p, GmISU01.01G009600.1.p
OG0008507	AH020636-RA	GmISU01.03G074800.1.p
OG0008508	AH006246-RA	GmISU01.07G073400.1.p, GmISU01.03G016800.1.p, GmISU01.20G004100.1.p, GmISU01.09G235100.1.p
OG0008509	AH009284-RA	GmISU01.03G073500.1.p, GmISU01.07G108900.1.p, GmISU01.03G073600.1.p
OG0008510	AH006254-RA	GmISU01.07G137300.1.p, GmISU01.07G137300.2.p, GmISU01.20G004400.1.p
OG0008511	AH017322-RA	GmISU01.17G085400.1.p, GmISU01.05G030600.2.p, GmISU01.05G030600.1.p
OG0008512	AH017973-RA	GmISU01.06G166300.1.p, GmISU01.04G147700.1.p, GmISU01.05G034200.1.p, GmISU01.05G034200.2.p, GmISU01.17G082000.1.p
OG0008513	AH017344-RA	GmISU01.17G086400.2.p, GmISU01.17G086400.3.p, GmISU01.17G086400.1.p, GmISU01.05G029500.2.p, GmISU01.05G029500.1.p
OG0008514	AH018833-RA	GmISU01.07G134600.1.p, GmISU01.18G154000.1.p
OG0008515	AH006641-RA	GmISU01.16G074100.1.p, GmISU01.03G068400.2.p, GmISU01.03G068400.1.p, GmISU01.02G142800.1.p, GmISU01.10G090700.1.p
OG0008517	AH012852-RA	GmISU01.12G126400.1.p, GmISU01.12G126400.3.p, GmISU01.06G194700.1.p, GmISU01.06G194700.3.p, GmISU01.06G194700.4.p
OG0008518	AH002835-RA	GmISU01.06G186900.2.p, GmISU01.06G186900.1.p, GmISU01.15G177900.4.p, GmISU01.15G177900.2.p, GmISU01.15G177900.1.p, GmISU01.04G126800.1.p
OG0008520	AH004089-RA	GmISU01.01G073000.1.p, GmISU01.02G115000.1.p
OG0008521	AH017504-RA	GmISU01.06G183500.2.p, GmISU01.06G183500.3.p, GmISU01.06G183500.1.p, GmISU01.04G133400.1.p
OG0008522	AH012597-RA	GmISU01.05G107400.1.p, GmISU01.05G107400.2.p, GmISU01.08G079000.1.p
OG0008523	AH004734-RA	GmISU01.02G059300.1.p
OG0008524	AH004684-RA	GmISU01.18G104000.2.p, GmISU01.01G038400.1.p, GmISU01.02G020500.1.p
OG0008525	AH002279-RA, AH000799-RA	GmISU01.10G239400.4.p, GmISU01.10G239400.6.p, GmISU01.10G239400.5.p, GmISU01.20G077000.1.p
OG0008526	AH018475-RA, AH011564-RA	GmISU01.09G170500.1.p, GmISU01.01G009700.1.p
OG0008527	AH006848-RA	GmISU01.02G153400.2.p, GmISU01.02G153400.3.p, GmISU01.02G153400.1.p, GmISU01.10G077700.1.p
OG0008528	AH006861-RA	GmISU01.17G083900.1.p, GmISU01.05G032300.1.p, GmISU01.05G032300.2.p
OG0008529	AH017617-RA	GmISU01.05G026100.4.p, GmISU01.05G026100.5.p, GmISU01.05G026100.2.p, GmISU01.05G026100.1.p, GmISU01.05G026200.2.p, GmISU01.05G026200.1.p, GmISU01.17G089500.2.p, GmISU01.17G089500.1.p
OG0008530	AH006388-RA	GmISU01.16G048800.1.p, GmISU01.19G071300.1.p
OG0008531	AH018269-RA	GmISU01.01G165000.1.p, GmISU01.01G165000.3.p, GmISU01.01G165000.2.p, GmISU01.11G033900.1.p, GmISU01.11G033900.2.p
OG0008532	AH022872-RA	GmISU01.13G024800.1.p, GmISU01.19G040900.1.p, GmISU01.18G236600.1.p, GmISU01.08G327600.1.p
OG0008533	AH017573-RA	GmISU01.05G023300.1.p, GmISU01.17G092700.1.p
OG0008534	AH000581-RA, AH001787-RA	GmISU01.13G112500.2.p, GmISU01.13G112500.3.p, GmISU01.19G146100.1.p, GmISU01.03G142700.1.p
OG0008535	AH020046-RA	GmISU01.18G236500.1.p
OG0008536	AH004690-RA	GmISU01.02G024500.3.p, GmISU01.02G024500.1.p, GmISU01.02G024500.4.p, GmISU01.02G024500.2.p, GmISU01.01G034400.1.p
OG0008537	AH004127-RA, AH005470-RA	GmISU01.20G085300.1.p, GmISU01.10G231400.1.p
OG0008538	AH014597-RA	GmISU01.08G207400.1.p, GmISU01.07G002900.3.p
OG0008541	AH020833-RA, AH020832-RA	GmISU01.09G149400.1.p, GmISU01.07G080300.1.p
OG0008543	AH010382-RA	GmISU01.18G054900.1.p, GmISU01.13G049200.1.p, GmISU01.20G033000.1.p, GmISU01.20G033000.2.p, GmISU01.18G094700.1.p, GmISU01.08G278400.1.p, GmISU01.18G088400.1.p, GmISU01.18G088500.1.p, GmISU01.08G278300.1.p, GmISU01.08G278800.1.p, GmISU01.08G278600.1.p, GmISU01.10G055000.2.p, GmISU01.10G055201.1.p, GmISU01.15G201600.1.p, GmISU01.11G175000.1.p, GmISU01.08G278700.1.p, GmISU01.18G088000.1.p, GmISU01.18G088100.1.p, GmISU01.18G087900.1.p
OG0008544	AH012392-RA, AH019556-RA	GmISU01.16G161100.1.p, GmISU01.09G109600.1.p
OG0008545	AH020414-RA	GmISU01.16G096800.1.p, GmISU01.16G096800.4.p, GmISU01.16G096800.2.p, GmISU01.16G189900.1.p
OG0008546	AH004465-RA, AH004868-RA	GmISU01.08G121900.1.p, GmISU01.05G146100.1.p
OG0008594	AH006031-RA	GmISU01.10G028300.1.p, GmISU01.10G028300.3.p, GmISU01.10G028300.2.p, GmISU01.10G028300.4.p, GmISU01.02G129100.2.p, GmISU01.02G129100.1.p, GmISU01.02G129100.3.p
OG0008596	AH022938-RA	GmISU01.19G036900.1.p, GmISU01.13G027400.1.p, GmISU01.13G027400.2.p
OG0008597	AH011814-RA	GmISU01.13G089300.1.p, GmISU01.17G038400.1.p, GmISU01.03G183500.1.p, GmISU01.19G184600.1.p, GmISU01.02G006600.1.p, GmISU01.10G109600.1.p
OG0008598	AH008437-RA	GmISU01.09G065000.1.p, GmISU01.15G162400.1.p
OG0008600	AH021877-RA	GmISU01.10G057300.1.p, GmISU01.13G119900.3.p
OG0008601	AH013594-RA	GmISU01.16G074200.3.p, GmISU01.16G074200.1.p, GmISU01.03G068300.1.p
OG0008603	AH010448-RA	GmISU01.03G196600.1.p, GmISU01.19G198000.1.p
OG0008604	AH019966-RA	GmISU01.13G302700.2.p, GmISU01.13G302700.1.p, GmISU01.15G029300.1.p, GmISU01.15G029300.2.p
OG0008605	AH013783-RA, AH022677-RA	GmISU01.02G216900.1.p, GmISU01.14G057000.1.p, GmISU01.18G027400.1.p, GmISU01.11G206800.1.p
OG0008606	AH011110-RA	GmISU01.11G137700.1.p, GmISU01.11G137700.2.p
OG0008607	AH009042-RA	GmISU01.14G034000.1.p, GmISU01.02G239000.1.p
OG0008608	AH007930-RA, AH010313-RA	GmISU01.20G149000.1.p, GmISU01.10G166800.1.p
OG0008610	AH006051-RA	GmISU01.01G080350.1.p
OG0008611	AH011077-RA	GmISU01.15G117800.2.p, GmISU01.15G117800.1.p, GmISU01.09G019900.2.p, GmISU01.09G019900.3.p, GmISU01.09G019900.5.p, GmISU01.09G019900.1.p
OG0008613	AH017707-RA	GmISU01.19G178300.1.p, GmISU01.03G177000.1.p, GmISU01.02G012600.1.p
OG0008614	AH019284-RA	GmISU01.04G181600.1.p, GmISU01.06G130200.1.p
