Orthogroup	P_amilis.proteins	B_vulgaris.proteins
OG0008112	FUN_046475-T1	Bevul.1G000800.1.p
OG0008114	FUN_032797-T1	Bevul.3G199100.1.p
OG0008115	FUN_052257-T1	Bevul.4G184400.1.p
OG0008116	FUN_003896-T1, FUN_028979-T1	Bevul.6G225400.1.p
OG0008117	FUN_045923-T1, FUN_045923-T2	Bevul.4G044500.1.p
OG0008118	FUN_052046-T1	Bevul.9G210500.1.p
OG0008119	FUN_038376-T1, FUN_048644-T1	Bevul.1G100700.1.p, Bevul.5G110400.1.p
OG0008120	FUN_012819-T1	Bevul.6G221600.1.p
OG0008121	FUN_030261-T1, FUN_001151-T1	Bevul.6G085500.1.p
OG0008122	FUN_051875-T1	Bevul.9G142100.1.p
OG0008123	FUN_027838-T1	Bevul.7G115900.1.p
OG0008124	FUN_045591-T1	Bevul.9G148900.2.p, Bevul.9G148900.1.p, Bevul.9G148900.4.p, Bevul.9G148900.3.p
OG0008125	FUN_001776-T5, FUN_001776-T3, FUN_001776-T4, FUN_001776-T1, FUN_001776-T2	Bevul.6G010500.1.p
OG0008126	FUN_024118-T1	Bevul.1G024700.1.p
OG0008127	FUN_001564-T1	Bevul.1G050900.1.p
OG0008128	FUN_025692-T1	Bevul.2G187300.1.p
OG0008129	FUN_035170-T1	Bevul.1G056500.1.p
OG0008131	FUN_002289-T2, FUN_002289-T1	Bevul.9G174400.1.p
OG0008132	FUN_026215-T1, FUN_026214-T1	Bevul.8G178900.1.p
OG0008134	FUN_037978-T1, FUN_048521-T1	Bevul.1G114200.1.p
OG0008135	FUN_045498-T1, FUN_045498-T2	Bevul.5G178000.1.p
OG0008136	FUN_024261-T1	Bevul.1G015200.1.p
OG0008137	FUN_037695-T1, FUN_048355-T1	Bevul.1G205600.1.p
OG0008138	FUN_024159-T1	Bevul.1G017700.1.p
OG0008139	FUN_029552-T1	Bevul.6G066900.1.p
OG0008140	FUN_025199-T3, FUN_025199-T1, FUN_025199-T2	Bevul.7G151000.1.p
OG0008141	FUN_030641-T1	Bevul.6G018300.1.p
OG0008142	FUN_044248-T1, FUN_038678-T1	Bevul.1G115900.1.p
OG0008144	FUN_024327-T1	Bevul.1G012400.1.p
OG0008145	FUN_044225-T1	Bevul.9G062800.1.p, Bevul.6G247700.1.p
OG0008146	FUN_002394-T1, FUN_046089-T1	Bevul.9G184000.1.p
OG0008147	FUN_022500-T1, FUN_022500-T2	Bevul.4G117600.1.p
OG0008148	FUN_046897-T1, FUN_046897-T3, FUN_046897-T2	Bevul.4G160300.1.p
OG0008149	FUN_046598-T1, FUN_011990-T1	Bevul.4G061800.1.p
OG0008150	FUN_012240-T1	Bevul.5G021100.1.p
OG0008151	FUN_036235-T1	Bevul.4G213800.1.p
OG0008152	FUN_038629-T1, FUN_038634-T1, FUN_038621-T1	Bevul.1G168600.1.p
OG0008153	FUN_034934-T1	Bevul.8G077700.1.p
OG0008154	FUN_044356-T3, FUN_044356-T1, FUN_044356-T2	Bevul.8G088800.1.p
OG0008155	FUN_014304-T2, FUN_014304-T1, FUN_014304-T3	Bevul.9G099900.1.p
OG0008156	FUN_034999-T1	Bevul.8G060800.1.p
OG0008157	FUN_008738-T1, FUN_036550-T1	Bevul.8G031400.1.p
OG0008158	FUN_009055-T1	Bevul.4G019100.1.p
OG0008159	FUN_036776-T1	Bevul.8G013500.1.p
OG0008160	FUN_042213-T1	Bevul.1G051200.1.p
OG0008161	FUN_002815-T1	Bevul.9G088500.1.p
OG0008162	FUN_042575-T1	Bevul.4G013300.1.p, Bevul.4G013200.1.p
OG0008163	FUN_011864-T2, FUN_011864-T1	Bevul.4G074300.1.p
OG0008164	FUN_001721-T1	Bevul.9G034600.1.p, Bevul.9G034600.3.p, Bevul.9G034600.2.p
OG0008165	FUN_000943-T2, FUN_000943-T1	Bevul.7G128000.1.p
OG0008166	FUN_036670-T1	Bevul.8G023700.1.p
OG0008167	FUN_010635-T1	Bevul.5G230500.1.p
OG0008168	FUN_000675-T1	Bevul.3G119900.1.p
OG0008170	FUN_036708-T1	Bevul.1G141400.1.p
OG0008171	FUN_008598-T1	Bevul.8G010800.1.p
OG0008173	FUN_008590-T1	Bevul.8G010100.1.p
OG0008174	FUN_045953-T1	Bevul.4G041100.1.p
OG0008175	FUN_033878-T1	Bevul.8G037000.1.p
OG0008176	FUN_020880-T1	Bevul.1G077900.1.p
OG0008177	FUN_045202-T1	Bevul.7G048500.1.p
OG0008178	FUN_051773-T1	Bevul.9G154300.1.p
OG0008179	FUN_034506-T1	Bevul.8G035100.1.p
OG0008180	FUN_046210-T1, FUN_046210-T2	Bevul.4G018200.1.p
OG0008181	FUN_024793-T1	Bevul.7G059900.1.p, Bevul.6G148900.1.p
OG0008182	FUN_013975-T1	Bevul.3G078000.1.p
OG0008183	FUN_002463-T1	Bevul.4G148700.1.p
OG0008184	FUN_048177-T1	Bevul.1G192400.1.p
OG0008185	FUN_014217-T1, FUN_014217-T2, FUN_000646-T1	Bevul.3G126600.1.p
OG0008186	FUN_043618-T1	Bevul.4G167400.1.p
OG0008187	FUN_050206-T1	Bevul.1G121700.1.p
OG0008188	FUN_009818-T1, FUN_009818-T2	Bevul.8G129700.1.p
OG0008189	FUN_006318-T1	Bevul.9G206900.1.p
OG0008190	FUN_001924-T1, FUN_030477-T1, FUN_037556-T1	Bevul.8G121700.1.p
OG0008191	FUN_047349-T2, FUN_047349-T1	Bevul.8G163500.1.p
OG0008192	FUN_020077-T1	Bevul.7G232300.1.p
OG0008193	FUN_037498-T1, FUN_048205-T1	Bevul.1G194800.1.p
OG0008194	FUN_026476-T2, FUN_026476-T3, FUN_026476-T1	Bevul.8G195700.1.p
OG0008196	FUN_036082-T1, FUN_036082-T2	Bevul.4G163600.1.p
OG0008197	FUN_040865-T1	Bevul.2G132300.1.p
OG0008198	FUN_049139-T1, FUN_037485-T1	Bevul.2G140000.1.p
OG0008199	FUN_036777-T1	Bevul.2G011300.2.p, Bevul.2G011300.1.p
OG0008200	FUN_025057-T1, FUN_029288-T1, FUN_014072-T1	Bevul.7G078200.1.p
OG0008201	FUN_037094-T1	Bevul.1G122300.1.p
OG0008202	FUN_034042-T1	Bevul.8G213900.1.p
OG0008203	FUN_049128-T2, FUN_049128-T1	Bevul.1G176300.1.p
OG0008204	FUN_037307-T2, FUN_037307-T1	Bevul.1G182900.1.p
OG0008205	FUN_005130-T1	Bevul.2G152900.1.p
OG0008206	FUN_000127-T4, FUN_000127-T2, FUN_000127-T3, FUN_000127-T1	Bevul.9G206200.1.p, Bevul.9G206200.2.p
OG0008207	FUN_041671-T1	Bevul.6G168500.1.p, Bevul.2G127300.2.p, Bevul.2G127300.1.p
OG0008208	FUN_015302-T1	Bevul.7G182500.1.p
OG0008209	FUN_052744-T1	Bevul.4G071600.1.p
OG0008210	FUN_004962-T1	Bevul.4G249500.1.p
OG0008211	FUN_034032-T1	Bevul.8G214600.1.p
OG0008212	FUN_008254-T1	Bevul.2G001600.1.p, Bevul.2G001600.5.p, Bevul.2G001600.4.p, Bevul.2G001600.3.p, Bevul.2G001600.2.p
OG0008213	FUN_026471-T1	Bevul.8G196500.1.p
OG0008215	FUN_049872-T1, FUN_045962-T1, FUN_045962-T3, FUN_045962-T2	Bevul.4G038400.1.p
OG0008216	FUN_022837-T1	Bevul.3G068100.1.p
OG0008217	FUN_007967-T1	Bevul.4G207600.1.p
OG0008218	FUN_027899-T1	Bevul.8G134000.1.p
OG0008219	FUN_020211-T1, FUN_020211-T2	Bevul.8G203100.1.p
OG0008220	FUN_001699-T1	Bevul.9G033300.2.p, Bevul.9G033300.1.p
OG0008221	FUN_037426-T1	Bevul.1G190800.1.p
OG0008222	FUN_041760-T1, FUN_017796-T1	Bevul.5G100000.1.p
OG0008223	FUN_013069-T2, FUN_013069-T1	Bevul.8G209900.1.p
OG0008224	FUN_022090-T1	Bevul.3G074800.1.p
OG0008225	FUN_051109-T1, FUN_010639-T1	Bevul.5G230400.1.p
OG0008226	FUN_037295-T2, FUN_037295-T1	Bevul.1G182000.1.p
OG0008227	FUN_032318-T1	Bevul.1G165400.1.p
OG0008228	FUN_018391-T2, FUN_018391-T1, FUN_041177-T1	Bevul.5G014600.1.p
OG0008229	FUN_006081-T1	Bevul.2G129500.1.p
OG0008230	FUN_018590-T1	Bevul.5G044200.1.p
OG0008231	FUN_008828-T1	Bevul.3G034900.1.p
OG0008232	FUN_025179-T1	Bevul.7G149500.1.p
OG0008233	FUN_010382-T1, FUN_010382-T2, FUN_010382-T3	Bevul.2G172100.1.p
OG0008234	FUN_026896-T1	Bevul.8G158200.1.p
OG0008235	FUN_039973-T1, FUN_018421-T1	Bevul.5G058600.1.p
OG0008236	FUN_026306-T1	Bevul.8G186500.1.p
OG0008237	FUN_045758-T1	Bevul.9G134300.1.p
OG0008238	FUN_033325-T1, FUN_027890-T1	Bevul.7G109300.1.p
OG0008239	FUN_024002-T1	Bevul.7G165700.1.p
OG0008240	FUN_018157-T1	Bevul.4G227900.1.p
OG0008241	FUN_016239-T1	Bevul.9G197200.1.p
OG0008242	FUN_008354-T1	Bevul.2G014700.1.p
OG0008243	FUN_021587-T1, FUN_021587-T2	Bevul.9G192200.1.p, Bevul.9G192100.1.p
OG0008244	FUN_042464-T1	Bevul.3G068500.1.p
OG0008245	FUN_033390-T1	Bevul.6G141000.1.p
OG0008246	FUN_034064-T1, FUN_006148-T1	Bevul.8G126800.1.p
OG0008247	FUN_018741-T1, FUN_040736-T1	Bevul.5G036200.1.p
OG0008248	FUN_033398-T2, FUN_033398-T1, FUN_033400-T1	Bevul.6G140400.1.p
OG0008249	FUN_052181-T1, FUN_052181-T2, FUN_052181-T3, FUN_005520-T1	Bevul.9G227300.1.p
OG0008250	FUN_012785-T1	Bevul.8G141700.1.p
OG0008251	FUN_049550-T1, FUN_049550-T2	Bevul.1G141500.1.p
OG0008253	FUN_050074-T1	Bevul.7G168400.1.p
OG0008254	FUN_026694-T2, FUN_026694-T1, FUN_015513-T1	Bevul.8G203500.1.p
OG0008255	FUN_021579-T1, FUN_005425-T1	Bevul.9G192500.1.p, Bevul.9G192600.1.p
OG0008256	FUN_041908-T1	Bevul.5G048900.1.p
OG0008257	FUN_001907-T1	Bevul.8G126400.1.p
OG0008258	FUN_021588-T1	Bevul.9G192000.2.p, Bevul.9G192000.1.p
OG0008259	FUN_035550-T1	Bevul.8G011600.1.p
OG0008260	FUN_026746-T1, FUN_026746-T2	Bevul.8G207000.1.p
OG0008261	FUN_026167-T1, FUN_026103-T1	Bevul.8G175000.1.p
OG0008262	FUN_040439-T1, FUN_040439-T2, FUN_040439-T3	Bevul.8G127300.1.p
OG0008263	FUN_004953-T1, FUN_004953-T2	Bevul.2G165400.1.p
OG0008264	FUN_037853-T2, FUN_037853-T1, FUN_048440-T1, FUN_048442-T1, FUN_048439-T1, FUN_048437-T1, FUN_048438-T1	Bevul.1G213300.1.p
OG0008264	FUN_037852-T1	Bevul.1G213200.1.p
OG0008265	FUN_049736-T2, FUN_049736-T1	Bevul.1G159500.1.p
OG0008266	FUN_008159-T1	Bevul.5G122700.1.p
OG0008267	FUN_039179-T1	Bevul.4G063200.1.p
OG0008268	FUN_030843-T2, FUN_030843-T1, FUN_018813-T1	Bevul.2G050400.2.p, Bevul.2G050400.1.p
OG0008269	FUN_027337-T1	Bevul.9G075300.1.p, Bevul.4G073900.1.p
OG0008270	FUN_034192-T1	Bevul.4G159100.1.p
OG0008271	FUN_002764-T1, FUN_002764-T2	Bevul.2G084500.2.p, Bevul.2G084500.3.p, Bevul.2G084500.4.p, Bevul.2G084500.1.p
OG0008272	FUN_014878-T1, FUN_012430-T1	Bevul.8G057700.1.p
OG0008274	FUN_011619-T1, FUN_008048-T1, FUN_003835-T1	Bevul.5G053400.1.p
OG0008275	FUN_004659-T1	Bevul.3G191000.1.p
OG0008276	FUN_042353-T1	Bevul.9G106600.1.p
OG0008277	FUN_011987-T1	Bevul.4G055700.1.p
OG0008278	FUN_027007-T1, FUN_027007-T2	Bevul.9G066600.1.p, Bevul.9G066600.2.p
OG0008279	FUN_041133-T1	Bevul.5G018300.1.p
OG0008280	FUN_036475-T2, FUN_036475-T1	Bevul.4G241900.1.p
OG0008281	FUN_002768-T1	Bevul.8G192800.1.p
OG0008282	FUN_048829-T1	Bevul.7G003200.2.p, Bevul.7G003200.1.p, Bevul.7G003200.3.p, Bevul.7G003200.4.p
OG0008283	FUN_032991-T2, FUN_032991-T1	Bevul.3G182000.1.p
OG0008284	FUN_017667-T1, FUN_017667-T2, FUN_017667-T3	Bevul.5G095700.1.p
OG0008285	FUN_043124-T1	Bevul.8G028100.1.p
OG0008286	FUN_040575-T1, FUN_018562-T1	Bevul.5G011400.1.p
OG0008288	FUN_012730-T1, FUN_012731-T1, FUN_015724-T1	Bevul.9G078600.1.p
OG0008289	FUN_039125-T1	Bevul.7G031000.1.p
OG0008290	FUN_008876-T1, FUN_013660-T1	Bevul.3G038200.1.p
OG0008291	FUN_012652-T1	Bevul.9G083400.1.p
OG0008292	FUN_008134-T1	Bevul.5G116700.1.p
OG0008293	FUN_042676-T1	Bevul.7G071500.2.p, Bevul.7G071500.1.p
OG0008294	FUN_005358-T1	Bevul.7G100300.1.p
OG0008295	FUN_046459-T1	Bevul.4G002700.1.p
OG0008296	FUN_014583-T1	Bevul.7G069100.1.p
OG0008297	FUN_033825-T1	Bevul.4G109300.1.p
OG0008299	FUN_052448-T1	Bevul.4G161200.1.p
OG0008301	FUN_020001-T1	Bevul.7G183700.1.p
OG0008302	FUN_002808-T1	Bevul.2G088000.1.p
OG0008304	FUN_035668-T1, FUN_035675-T1	Bevul.4G135500.1.p
OG0008306	FUN_012672-T1, FUN_012672-T2	Bevul.9G082400.2.p, Bevul.9G082400.1.p
OG0008307	FUN_024742-T1	Bevul.7G093800.1.p
OG0008308	FUN_002115-T1	Bevul.2G128800.1.p, Bevul.4G104500.1.p
OG0008309	FUN_001695-T1	Bevul.8G093300.1.p
OG0008310	FUN_002086-T1, FUN_002086-T2	Bevul.4G104100.1.p, Bevul.2G128900.1.p, Bevul.4G104300.1.p
OG0008311	FUN_046752-T1	Bevul.4G081400.1.p
OG0008312	FUN_047903-T1	Bevul.6G025900.1.p
OG0008313	FUN_031069-T1	Bevul.3G217300.1.p
OG0008314	FUN_001464-T3, FUN_001464-T1, FUN_001464-T2	Bevul.8G082000.1.p
OG0008316	FUN_034900-T1, FUN_034666-T1	Bevul.8G171300.1.p
OG0008317	FUN_031707-T1	Bevul.9G014800.2.p, Bevul.9G014800.1.p, Bevul.9G014800.3.p
OG0008318	FUN_002106-T2, FUN_002106-T1, FUN_002109-T1	Bevul.6G117400.1.p, Bevul.6G117500.1.p, Bevul.6G117300.1.p
OG0008319	FUN_015789-T1	Bevul.9G105800.1.p
OG0008320	FUN_008364-T1	Bevul.2G016600.1.p, Bevul.2G016600.2.p
OG0008321	FUN_039066-T1	Bevul.7G026900.2.p, Bevul.7G026900.5.p, Bevul.7G026900.4.p, Bevul.7G026900.1.p, Bevul.7G026900.3.p
OG0008322	FUN_012462-T1, FUN_035293-T1	Bevul.8G059600.1.p
OG0008323	FUN_049034-T2, FUN_049034-T3, FUN_049034-T1	Bevul.7G191100.1.p
OG0008324	FUN_027450-T1	Bevul.9G054500.1.p
OG0008325	FUN_028791-T1	Bevul.4G241100.1.p
OG0008326	FUN_043280-T1	Bevul.8G022400.1.p
OG0008327	FUN_042245-T1	Bevul.9G100300.1.p, Bevul.9G100300.2.p
OG0008328	FUN_012852-T1	Bevul.8G098700.1.p
OG0008329	FUN_033008-T1, FUN_033008-T2	Bevul.3G180400.1.p
OG0008330	FUN_008679-T1, FUN_035597-T1	Bevul.8G000700.1.p
OG0008331	FUN_045490-T1	Bevul.5G179000.1.p
OG0008332	FUN_019192-T1, FUN_030182-T1	Bevul.2G234300.1.p
OG0008333	FUN_032847-T1	Bevul.3G193200.1.p
OG0008334	FUN_039181-T2	Bevul.2G105500.1.p
OG0008334	FUN_039181-T1	Bevul.2G105500.3.p
OG0008335	FUN_042068-T1, FUN_042068-T3	Bevul.5G110200.1.p
OG0008336	FUN_029337-T1	Bevul.2G187400.1.p
OG0008337	FUN_035306-T1, FUN_012481-T3, FUN_012481-T2, FUN_012481-T1	Bevul.8G071900.1.p
OG0008338	FUN_036332-T1	Bevul.4G222700.1.p
OG0008339	FUN_041916-T1	Bevul.5G049500.1.p
OG0008340	FUN_036433-T3, FUN_036433-T2	Bevul.4G237800.1.p
OG0008340	FUN_036433-T1	Bevul.4G236600.1.p
OG0008341	FUN_037406-T1	Bevul.7G055800.1.p
OG0008342	FUN_036990-T1	Bevul.1G133800.1.p
OG0008343	FUN_046555-T1	Bevul.4G058300.1.p
OG0008344	FUN_019008-T1, FUN_029324-T1	Bevul.2G185800.1.p
OG0008345	FUN_012853-T1	Bevul.4G249400.1.p
OG0008346	FUN_006041-T2, FUN_006041-T1	Bevul.2G126200.1.p, Bevul.2G126200.2.p
OG0008347	FUN_046711-T1	Bevul.4G078300.1.p, Bevul.4G078100.1.p
OG0008348	FUN_015826-T1	Bevul.9G083300.1.p
OG0008350	FUN_002802-T2, FUN_002802-T3, FUN_002802-T1	Bevul.2G084100.1.p
OG0008351	FUN_025260-T1	Bevul.6G202100.1.p
OG0008352	FUN_000918-T1, FUN_053022-T1	Bevul.2G110800.1.p
OG0008353	FUN_011544-T1	Bevul.9G185900.1.p
OG0008354	FUN_036419-T1	Bevul.4G234900.1.p
OG0008355	FUN_012607-T1	Bevul.9G076300.1.p
OG0008356	FUN_034517-T1	Bevul.8G037200.1.p
OG0008357	FUN_043236-T2, FUN_043236-T1	Bevul.5G142200.1.p
OG0008358	FUN_052762-T1	Bevul.4G238300.1.p, Bevul.4G237300.1.p
OG0008360	FUN_014580-T2, FUN_014580-T1	Bevul.7G067800.1.p
OG0008362	FUN_011337-T1	Bevul.5G163700.1.p
OG0008363	FUN_002032-T1	Bevul.3G231000.1.p
OG0008364	FUN_003752-T1, FUN_003752-T2, FUN_003750-T1, FUN_003748-T1	Bevul.9G211200.2.p, Bevul.9G211200.1.p
OG0008366	FUN_005820-T2, FUN_005820-T1	Bevul.2G193800.1.p, Bevul.2G193800.2.p
OG0008367	FUN_025248-T1, FUN_031801-T1	Bevul.6G199900.1.p
OG0008368	FUN_031377-T1	Bevul.6G145200.1.p
OG0008369	FUN_039868-T1	Bevul.5G130900.1.p
OG0008370	FUN_001963-T2, FUN_001963-T1	Bevul.8G117000.1.p
OG0008371	FUN_011379-T1	Bevul.5G159200.1.p
OG0008372	FUN_030101-T1	Bevul.2G228700.1.p
OG0008374	FUN_029640-T1	Bevul.6G072400.1.p
OG0008375	FUN_051495-T2, FUN_051495-T1	Bevul.4G203700.1.p
OG0008376	FUN_025071-T1, FUN_025071-T2, FUN_026138-T1	Bevul.7G137700.1.p
OG0008377	FUN_002074-T1	Bevul.4G097900.1.p
OG0008378	FUN_030517-T1	Bevul.7G080000.2.p, Bevul.7G080000.3.p, Bevul.7G080000.1.p
OG0008379	FUN_011872-T1, FUN_011872-T2, FUN_011872-T3	Bevul.4G072600.1.p
OG0008380	FUN_041112-T1	Bevul.5G018600.1.p
OG0008382	FUN_031755-T1	Bevul.6G196500.1.p
OG0008384	FUN_045432-T1, FUN_011162-T1	Bevul.5G181000.1.p
OG0008386	FUN_003469-T1	Bevul.3G234300.1.p
OG0008387	FUN_010662-T1	Bevul.5G228300.1.p
OG0008388	FUN_046350-T1, FUN_042603-T1, FUN_042603-T2	Bevul.4G010500.1.p
OG0008389	FUN_018316-T1	Bevul.5G018100.1.p
OG0008390	FUN_014501-T1	Bevul.3G147600.1.p
OG0008391	FUN_032826-T1	Bevul.3G195200.1.p
OG0008392	FUN_026862-T1, FUN_026862-T2	Bevul.6G050200.1.p
OG0008393	FUN_039967-T1	Bevul.5G115600.1.p
OG0008394	FUN_040094-T1	Bevul.9G172400.1.p
OG0008395	FUN_032832-T1	Bevul.3G155800.1.p
OG0008396	FUN_025273-T1	Bevul.6G204000.1.p
OG0008397	FUN_052148-T1	Bevul.9G224900.1.p
OG0008398	FUN_032639-T1	Bevul.6G229800.1.p
OG0008399	FUN_037343-T1	Bevul.1G186500.1.p
OG0008400	FUN_018163-T1	Bevul.5G025000.1.p
OG0008402	FUN_012588-T2, FUN_012588-T1	Bevul.6G045300.1.p
OG0008403	FUN_025676-T2, FUN_025676-T3, FUN_025676-T1	Bevul.1G038600.1.p
OG0008404	FUN_039641-T1, FUN_039640-T1	Bevul.1G143800.1.p
OG0008405	FUN_001436-T1	Bevul.1G133000.1.p
OG0008406	FUN_030677-T3, FUN_030677-T2, FUN_030677-T1	Bevul.6G019700.1.p
OG0008407	FUN_010325-T1	Bevul.5G250900.1.p
OG0008408	FUN_050840-T2, FUN_011568-T1, FUN_050840-T1, FUN_050840-T3	Bevul.5G240700.1.p
OG0008409	FUN_025385-T1	Bevul.6G171000.1.p
OG0008410	FUN_011545-T1	Bevul.5G258800.1.p
OG0008411	FUN_001221-T1	Bevul.6G197100.1.p
OG0008412	FUN_045800-T1	Bevul.9G128500.1.p, Bevul.9G128500.2.p
OG0008413	FUN_018636-T1	Bevul.5G041700.1.p
OG0008414	FUN_025666-T1	Bevul.1G039500.1.p
OG0008415	FUN_033111-T1, FUN_005773-T1	Bevul.3G166800.1.p
OG0008416	FUN_048429-T1, FUN_037832-T2, FUN_037832-T1	Bevul.1G141300.1.p
OG0008417	FUN_033245-T1, FUN_033247-T1, FUN_020237-T1	Bevul.3G149400.1.p
OG0008419	FUN_020561-T1	Bevul.6G019400.1.p, Bevul.7G183500.1.p
OG0008420	FUN_029495-T1, FUN_013779-T1, FUN_019243-T1	Bevul.8G174400.1.p
OG0008421	FUN_031645-T1, FUN_031645-T2, FUN_045669-T1	Bevul.3G050800.1.p
OG0008422	FUN_034212-T1	Bevul.4G204900.1.p
OG0008423	FUN_043506-T3, FUN_043506-T2, FUN_043506-T1	Bevul.7G124900.1.p
OG0008424	FUN_039213-T1, FUN_039213-T2	Bevul.6G179400.1.p
OG0008425	FUN_035331-T1, FUN_035331-T2	Bevul.8G071000.1.p
OG0008426	FUN_001556-T1	Bevul.1G054100.1.p, Bevul.9G073300.1.p
OG0008427	FUN_037507-T1	Bevul.1G195600.1.p
OG0008428	FUN_025483-T1	Bevul.6G058700.1.p
OG0008429	FUN_025109-T1	Bevul.7G141300.1.p
OG0008430	FUN_052622-T1	Bevul.4G164200.1.p
OG0008431	FUN_035599-T1	Bevul.6G155900.1.p, Bevul.6G155800.1.p
OG0008432	FUN_045985-T1	Bevul.1G186200.1.p
OG0008434	FUN_033860-T2, FUN_033860-T1	Bevul.7G089500.2.p, Bevul.7G089500.1.p
OG0008435	FUN_026960-T1	Bevul.1G073200.1.p
OG0008436	FUN_030456-T1, FUN_052810-T1	Bevul.6G006200.1.p
OG0008437	FUN_051422-T1	Bevul.4G154700.1.p
OG0008438	FUN_016540-T1	Bevul.2G214300.1.p
OG0008439	FUN_040501-T1	Bevul.1G175800.1.p
OG0008440	FUN_052468-T1	Bevul.7G070400.3.p, Bevul.7G070400.1.p, Bevul.7G070400.2.p
OG0008441	FUN_015010-T1, FUN_015010-T3, FUN_015010-T4, FUN_015010-T2	Bevul.3G002200.1.p
OG0008442	FUN_047257-T2, FUN_047257-T3, FUN_047257-T1	Bevul.9G231600.1.p
OG0008443	FUN_020207-T2, FUN_020207-T3, FUN_020207-T1	Bevul.3G149600.1.p
OG0008444	FUN_005413-T4, FUN_005413-T1, FUN_005413-T2, FUN_005413-T3	Bevul.9G093400.2.p, Bevul.9G093400.1.p
OG0008445	FUN_037310-T1	Bevul.1G183200.1.p
OG0008446	FUN_014847-T1, FUN_031668-T1	Bevul.3G062400.1.p
OG0008447	FUN_043589-T1, FUN_043589-T2	Bevul.7G118000.1.p
OG0008448	FUN_018415-T1, FUN_047046-T1	Bevul.1G058400.1.p, Bevul.5G198700.1.p
OG0008449	FUN_025694-T2, FUN_040836-T1, FUN_025694-T1	Bevul.5G031000.1.p, Bevul.1G187000.1.p
OG0008450	FUN_025396-T1	Bevul.6G171500.1.p
OG0008451	FUN_001202-T1	Bevul.1G076500.1.p
OG0008452	FUN_000778-T1	Bevul.3G115300.1.p
OG0008453	FUN_033332-T1	Bevul.6G144100.1.p
OG0008454	FUN_046163-T1	Bevul.4G021900.1.p
OG0008455	FUN_034873-T1	Bevul.4G070800.1.p
OG0008456	FUN_025634-T1	Bevul.1G044200.1.p
OG0008457	FUN_013823-T1	Bevul.2G196900.1.p
OG0008458	FUN_020088-T1	Bevul.6G134600.1.p
OG0008460	FUN_050294-T1	Bevul.7G143700.1.p
OG0008461	FUN_020662-T1	Bevul.6G042100.1.p
OG0008462	FUN_033674-T1	Bevul.6G119600.1.p
OG0008463	FUN_046674-T1	Bevul.1G071100.1.p
OG0008464	FUN_011279-T1, FUN_011279-T2	Bevul.5G169300.1.p
OG0008465	FUN_022935-T1, FUN_032369-T1	Bevul.6G248000.1.p
OG0008466	FUN_016457-T1	Bevul.2G219200.1.p
OG0008467	FUN_033439-T2, FUN_033439-T1	Bevul.6G138800.1.p
OG0008468	FUN_002005-T1	Bevul.8G101800.1.p
OG0008469	FUN_017989-T1	Bevul.5G048000.1.p
OG0008470	FUN_032630-T1, FUN_023443-T2, FUN_023443-T3	Bevul.6G230500.1.p
OG0008471	FUN_027706-T1	Bevul.9G008100.2.p, Bevul.9G008100.1.p, Bevul.9G008100.3.p
OG0008472	FUN_031925-T1, FUN_025315-T1, FUN_025315-T2	Bevul.6G208700.1.p
OG0008473	FUN_033875-T1, FUN_033875-T2	Bevul.6G081300.1.p
OG0008474	FUN_023215-T2, FUN_023215-T1, FUN_032485-T1	Bevul.6G240300.1.p
OG0008475	FUN_025751-T1, FUN_025751-T2	Bevul.1G027000.1.p
OG0008476	FUN_023195-T1	Bevul.6G240900.1.p
OG0008477	FUN_008025-T1, FUN_008025-T2, FUN_030929-T1, FUN_030929-T2	Bevul.2G059100.1.p
OG0008478	FUN_033311-T1	Bevul.6G145000.1.p
OG0008479	FUN_047861-T2, FUN_047861-T1	Bevul.8G122700.1.p
OG0008480	FUN_033551-T1	Bevul.6G129200.1.p, Bevul.6G134700.1.p
OG0008481	FUN_049488-T1	Bevul.1G145500.1.p
OG0008482	FUN_015250-T1	Bevul.3G094100.1.p
OG0008484	FUN_048094-T1	Bevul.1G185100.1.p
OG0008485	FUN_011796-T2, FUN_011796-T1	Bevul.2G000700.1.p
OG0008486	FUN_011085-T1, FUN_011084-T1, FUN_047560-T1	Bevul.5G187200.1.p
OG0008487	FUN_017513-T1	Bevul.5G088600.1.p
OG0008488	FUN_039303-T3, FUN_039303-T2, FUN_039303-T1	Bevul.4G096500.1.p
OG0008489	FUN_045349-T1, FUN_011133-T1	Bevul.5G183900.1.p
OG0008489	FUN_032637-T1	Bevul.6G229900.1.p
OG0008490	FUN_041761-T1, FUN_017797-T1	Bevul.5G100100.1.p
OG0008491	FUN_000657-T1	Bevul.6G141900.1.p
OG0008492	FUN_029065-T1	Bevul.2G075800.1.p
OG0008493	FUN_023330-T1	Bevul.6G238000.1.p
OG0008494	FUN_042088-T3, FUN_042088-T2, FUN_042088-T1	Bevul.5G112300.1.p
OG0008495	FUN_017310-T1	Bevul.5G075500.1.p
OG0008496	FUN_020603-T2, FUN_020603-T3	Bevul.6G038200.1.p
OG0008497	FUN_011033-T1	Bevul.8G123200.1.p
OG0008498	FUN_004383-T1, FUN_004383-T2	Bevul.3G217700.1.p
OG0008499	FUN_023793-T3, FUN_023793-T2, FUN_023793-T1, FUN_033695-T1	Bevul.6G117200.1.p
OG0008500	FUN_033384-T1	Bevul.6G141500.1.p
OG0008501	FUN_005911-T1	Bevul.2G114000.1.p
