Orthogroup	P_amilis.proteins	A_thaliana.proteins
OG0011441	FUN_039782-T1	AT5G43290.1
OG0011442	FUN_041947-T1, FUN_041947-T2	AT3G08950.1
OG0011444	FUN_036096-T1	AT5G16510.1, AT5G16510.2
OG0011445	FUN_003452-T1	AT2G32800.1
OG0011446	FUN_030761-T1	AT3G54390.1, AT3G54390.2
OG0011447	FUN_014496-T1, FUN_014496-T2	AT1G05430.1
OG0011449	FUN_024215-T1	AT3G27230.1
OG0011450	FUN_037574-T1	AT4G37660.1
OG0011452	FUN_037938-T1	AT4G08240.1, AT4G08240.2
OG0011454	FUN_024464-T1	AT1G71490.1
OG0011455	FUN_046038-T1	AT5G39710.1
OG0011457	FUN_025592-T1	AT5G66360.2, AT5G66360.1
OG0011458	FUN_033315-T1	AT1G71310.3, AT1G71310.2, AT1G71310.1
OG0011461	FUN_011340-T1	AT5G61990.1
OG0011462	FUN_045563-T1	AT2G03880.1
OG0011464	FUN_009497-T1, FUN_030648-T1	AT5G66780.2, AT5G66780.1
OG0011465	FUN_044110-T1	AT5G65860.1, AT5G65860.2, AT5G65860.3
OG0011466	FUN_035844-T1	AT1G04290.2, AT1G04290.1
OG0011469	FUN_027117-T2, FUN_027117-T1	AT1G71790.1
OG0011470	FUN_045606-T1	AT1G62830.1
OG0011472	FUN_014080-T1	AT1G18480.1
OG0011473	FUN_049234-T1	AT4G31010.2, AT4G31010.1
OG0011477	FUN_000986-T1	AT1G30630.1, AT2G34840.1
OG0011478	FUN_052221-T1	AT5G57930.2, AT5G57930.1
OG0011479	FUN_048502-T1	AT1G77670.1
OG0011481	FUN_052053-T1	AT4G33640.1
OG0011483	FUN_027589-T1	AT1G14810.1
OG0011484	FUN_042647-T1	AT2G01860.1
OG0011485	FUN_008194-T1	AT1G33810.1
OG0011487	FUN_052134-T1	AT4G33780.1
OG0011488	FUN_038130-T1	AT1G78280.1
OG0011489	FUN_045902-T1	AT1G30290.2, AT1G30290.1
OG0011491	FUN_049831-T1	AT1G19880.1
OG0011492	FUN_002353-T1	AT2G15890.1, AT2G15890.2
OG0011493	FUN_030379-T1	AT3G56010.1
OG0011494	FUN_031287-T2, FUN_031287-T1	AT2G01360.1, AT2G01390.1
OG0011496	FUN_030533-T1	AT3G49950.1
OG0011497	FUN_042734-T1	AT1G46480.1, AT1G46480.2
OG0011498	FUN_031191-T1	AT4G38100.2, AT4G38100.1
OG0011499	FUN_039324-T1	AT1G16445.1
OG0011500	FUN_017104-T1, FUN_017103-T1	AT4G33590.1, AT4G33600.1
OG0011502	FUN_030218-T1	AT3G50690.1
OG0011503	FUN_043254-T1	AT3G12870.1
OG0011504	FUN_029493-T1, FUN_029493-T2	AT5G66860.1
OG0011505	FUN_025169-T1	AT3G02010.1
OG0011506	FUN_044272-T1	AT1G77540.1, AT1G21770.1
OG0011507	FUN_048358-T1, FUN_037697-T1	AT1G22610.1
OG0011508	FUN_044260-T1	AT1G33500.2, AT1G33500.1, AT1G33500.3
OG0011509	FUN_029511-T2, FUN_029511-T1	AT5G66930.3, AT5G66930.2
OG0011510	FUN_030954-T1	AT4G19985.2, AT4G19985.3, AT4G19985.5, AT4G19985.7, AT4G19985.4, AT4G19985.1, AT4G19985.6
OG0011513	FUN_030498-T1	AT5G56120.1
OG0011515	FUN_046336-T1	AT5G55640.1
OG0011516	FUN_044130-T1	AT4G26980.1
OG0011517	FUN_046621-T1	AT5G53850.5, AT5G53850.2
OG0011518	FUN_035304-T1	AT1G61770.1
OG0011520	FUN_019193-T1	AT1G11580.2, AT1G11580.1
OG0011521	FUN_001685-T1	AT4G21070.1
OG0011522	FUN_001683-T1	AT5G44550.1, AT4G20390.1
OG0011523	FUN_027277-T1	AT1G03650.1
OG0011524	FUN_039923-T1	AT3G15200.1
OG0011525	FUN_046486-T1	AT1G05060.1
OG0011526	FUN_027522-T1	AT3G07930.1, AT3G07930.2, AT3G07930.3, AT3G07930.4
OG0011527	FUN_046178-T1	AT4G26810.2, AT4G26810.1
OG0011529	FUN_048002-T1, FUN_009732-T1	AT1G03600.1
OG0011531	FUN_040147-T1	AT4G02550.1, AT4G02550.5, AT4G02550.3, AT4G02550.4, AT4G02550.2
OG0011532	FUN_025326-T1	AT1G53270.1
OG0011535	FUN_040363-T2, FUN_040363-T1	AT1G05190.1
OG0011536	FUN_046743-T1	AT1G53460.1
OG0011537	FUN_000149-T1, FUN_000149-T2	AT5G47680.1
OG0011538	FUN_013771-T1	AT4G25750.1, AT5G52860.1
OG0011539	FUN_049238-T1	AT5G37290.2, AT5G37290.1, AT5G37290.3
OG0011540	FUN_025183-T1	AT1G51550.1
OG0011542	FUN_051516-T1	AT5G10700.2, AT5G10700.1
OG0011543	FUN_039776-T2, FUN_039776-T1	AT4G25120.1
OG0011544	FUN_032399-T1	AT5G51750.1
OG0011546	FUN_049605-T1	AT1G12244.1
OG0011547	FUN_034372-T1	AT4G11690.2, AT4G11690.1
OG0011548	FUN_011307-T1	AT5G21280.2, AT5G21280.1
OG0011549	FUN_036183-T1	AT4G32430.1, AT4G32430.2
OG0011550	FUN_021419-T1	AT4G31120.1, AT4G31120.2
OG0011551	FUN_040600-T1	AT1G12370.1, AT1G12370.3, AT1G12370.2
OG0011552	FUN_024296-T1	AT4G19890.1
OG0011553	FUN_005940-T1	AT5G58110.1
OG0011554	FUN_020139-T1	AT1G13410.1
OG0011555	FUN_029156-T1	AT3G29075.1
OG0011556	FUN_011673-T1	AT2G34520.1
OG0011557	FUN_040630-T1	AT4G22790.1
OG0011558	FUN_048370-T1	AT5G20910.1
OG0011559	FUN_001832-T1	AT1G79780.1, AT3G16300.1
OG0011560	FUN_026381-T1	AT5G19610.1
OG0011561	FUN_005100-T1	AT5G11650.1, AT5G11650.2
OG0011562	FUN_015490-T1	AT5G20520.1
OG0011563	FUN_053169-T1, FUN_012774-T1	AT5G20790.2, AT5G20790.1, AT3G43110.1
OG0011564	FUN_026606-T1	AT3G25210.1
OG0011566	FUN_049566-T1	AT1G02050.1, AT4G00040.1
OG0011567	FUN_040102-T1	AT4G16563.1
OG0011569	FUN_030927-T1	AT1G15510.1
OG0011570	FUN_018621-T1, FUN_041589-T1	AT4G14490.1, AT3G02400.2, AT3G02400.1
OG0011571	FUN_022643-T1	AT5G52100.1
OG0011572	FUN_013703-T1	AT4G29820.1
OG0011573	FUN_015531-T1	AT5G19540.1, AT5G19540.2
OG0011574	FUN_010710-T1	ATCG00640.1
OG0011576	FUN_021023-T1	AT4G29830.1
OG0011577	FUN_026664-T1	AT1G60660.1
OG0011579	FUN_013947-T1	AT5G52220.2, AT5G52220.1
OG0011580	FUN_024026-T1	AT1G54050.1, AT1G54050.2
OG0011581	FUN_037311-T1, FUN_037311-T2	AT3G61540.1
OG0011582	FUN_037347-T1	AT4G01110.1, AT1G01453.1, AT1G01453.2, AT2G46300.1
OG0011584	FUN_046695-T1	AT3G14890.1, AT3G14890.2
OG0011585	FUN_037035-T1	AT3G60900.1, AT2G45470.1
OG0011586	FUN_037558-T1	AT5G57510.1
OG0011587	FUN_027222-T1, FUN_019979-T1, FUN_019980-T1	AT5G10820.1
OG0011588	FUN_018156-T1	AT1G63970.1, AT1G63970.2
OG0011589	FUN_001311-T1	AT4G20325.1, AT4G20325.2
OG0011590	FUN_046878-T1, FUN_046879-T1	AT1G80870.1
OG0011591	FUN_047620-T1	AT5G45680.1
OG0011592	FUN_002091-T1	AT4G03240.1
OG0011593	FUN_049629-T1, FUN_036935-T1	AT3G60680.1
OG0011594	FUN_023916-T1	AT3G13970.1, AT1G54210.1, AT1G54210.3, AT3G13970.4
OG0011595	FUN_030016-T1	AT3G55420.1
OG0011596	FUN_037046-T1	AT3G60850.1
OG0011597	FUN_027869-T1, FUN_027869-T2	AT5G57040.1
OG0011598	FUN_017951-T1, FUN_017953-T1	AT1G31410.1
OG0011599	FUN_013744-T1	AT3G49142.1
OG0011600	FUN_041333-T1	AT5G24840.1
OG0011601	FUN_016081-T1, FUN_006202-T1	AT1G52770.1, AT3G15570.1
OG0011603	FUN_026641-T1	AT3G61360.1
OG0011604	FUN_036059-T1	AT1G09340.2, AT1G09340.1
OG0011605	FUN_013876-T1, FUN_013876-T2	AT3G49055.1
OG0011606	FUN_022899-T1	AT5G17580.2, AT5G17580.1, AT3G03510.1
OG0011607	FUN_013742-T1	AT5G52960.1
OG0011608	FUN_027342-T1	AT5G35870.1, AT2G04480.1
OG0011610	FUN_030814-T2, FUN_030814-T1	AT2G38750.2, AT2G38750.1
OG0011611	FUN_046649-T1	AT4G27540.1, AT4G27540.2
OG0011612	FUN_011922-T1	AT5G53920.1
OG0011613	FUN_027166-T1, FUN_034990-T1	AT1G29770.1, AT1G29780.1, AT5G45700.1
OG0011614	FUN_022247-T1	AT2G38680.1
OG0011615	FUN_010454-T1	AT1G73770.1, AT1G73770.2, AT1G73770.3
OG0011616	FUN_030414-T1	AT5G05500.1
OG0011618	FUN_017099-T1	AT1G03560.1
OG0011619	FUN_027562-T1	AT1G67930.1
OG0011620	FUN_038178-T1	AT5G13230.1
OG0011622	FUN_030847-T1	AT5G13470.1
OG0011623	FUN_014696-T1	AT1G16290.2, AT1G16290.1
OG0011624	FUN_043429-T1	AT4G18593.1, AT4G18593.2
OG0011626	FUN_030973-T1, FUN_018899-T1	AT2G38720.1
OG0011627	FUN_026829-T1	AT5G57490.1
OG0011629	FUN_045830-T1	AT4G27380.1
OG0011630	FUN_047649-T1	AT1G78620.2, AT1G78620.1
OG0011632	FUN_009013-T1, FUN_009013-T2	AT2G14530.1
OG0011633	FUN_023710-T1	AT2G30330.1, AT2G30330.2
OG0011634	FUN_036341-T1	AT5G12300.1
OG0011635	FUN_008171-T2, FUN_008171-T1	AT3G03630.1
OG0011636	FUN_048632-T1	AT2G42975.1
OG0011637	FUN_015011-T1	AT3G12720.1
OG0011638	FUN_027331-T1	AT5G60720.1
OG0011640	FUN_036333-T2	AT4G28010.1
OG0011642	FUN_009733-T1	AT5G59140.1
OG0011643	FUN_027338-T1	AT5G48170.1
OG0011645	FUN_045833-T1	AT4G27350.1, AT5G54240.1
OG0011646	FUN_031131-T1	AT3G51320.1
OG0011647	FUN_037453-T1, FUN_037453-T2, FUN_048170-T1	AT3G61770.1
OG0011648	FUN_049272-T1	AT2G28790.1, AT2G28790.2
OG0011649	FUN_049275-T1	AT1G07645.1
OG0011651	FUN_047943-T2, FUN_047943-T1	AT5G59460.1, AT5G59460.2
OG0011652	FUN_016948-T1, FUN_029622-T1	AT4G39745.1, AT2G22180.1
OG0011653	FUN_049343-T1	AT5G60050.1
OG0011654	FUN_046702-T1	AT1G16900.1
OG0011655	FUN_044523-T1	AT3G52190.1
OG0011656	FUN_014606-T1	AT5G02820.1
OG0011657	FUN_020772-T1	AT4G16330.2, AT4G16330.1
OG0011658	FUN_048938-T1	AT3G44020.1
OG0011659	FUN_035260-T1, FUN_025165-T1	AT1G11600.1
OG0011661	FUN_027336-T1	AT2G37680.1, AT2G37680.2
OG0011662	FUN_014700-T1	AT1G06050.1
OG0011663	FUN_001001-T1	AT2G39470.1, AT2G39470.2, AT2G39470.3
OG0011665	FUN_032730-T1	AT3G47930.1, AT3G47930.2
OG0011666	FUN_014790-T1	AT1G71170.1, AT1G71180.1
OG0011667	FUN_034644-T1	AT4G08810.1
OG0011668	FUN_017311-T1	AT3G44890.1
OG0011669	FUN_039302-T1	AT5G26880.1
OG0011670	FUN_042757-T1	AT4G20040.1
OG0011671	FUN_042789-T1	AT3G54870.1, AT3G54870.3, AT3G54870.2
OG0011672	FUN_015100-T1	AT3G09085.1
OG0011673	FUN_032817-T1	AT2G41700.2, AT2G41700.1
OG0011674	FUN_034748-T1	AT2G34460.1
OG0011676	FUN_048795-T1	AT1G08380.1
OG0011677	FUN_040358-T1	AT5G04900.1
OG0011678	FUN_036715-T1	AT5G53980.1
OG0011679	FUN_039415-T1	AT5G03160.1
OG0011680	FUN_003973-T1	AT5G01740.1
OG0011681	FUN_028698-T1	AT2G38025.1, AT2G38025.2
OG0011682	FUN_012381-T2, FUN_012381-T1	AT4G21960.1
OG0011683	FUN_032729-T1	AT3G53220.1
OG0011684	FUN_006187-T1, FUN_001696-T1	AT2G34620.1
OG0011685	FUN_027157-T1	AT1G11680.1
OG0011686	FUN_035804-T1	AT4G18760.1, AT5G45770.1
OG0011687	FUN_012318-T1	AT1G11915.1
OG0011688	FUN_039875-T1, FUN_008185-T1	AT3G45400.1
OG0011689	FUN_001406-T2, FUN_001406-T1	AT1G78010.1
OG0011691	FUN_043404-T1	AT1G29070.1
OG0011692	FUN_047961-T1	AT2G29180.1
OG0011693	FUN_033350-T1	AT3G02330.1
OG0011694	FUN_036689-T1	AT1G28320.1
OG0011696	FUN_036336-T1, FUN_052647-T1	AT4G29070.1, AT4G29070.2
OG0011699	FUN_011175-T1	AT2G36930.1
OG0011701	FUN_030760-T1	AT3G06730.1
OG0011702	FUN_010485-T1, FUN_042001-T1	AT3G02660.2, AT3G02660.1
OG0011704	FUN_005124-T1	AT5G62030.1
OG0011705	FUN_000690-T1	AT3G59980.1
OG0011706	FUN_001637-T1	AT1G30480.1
OG0011707	FUN_008614-T1	AT4G21520.1, AT4G21520.2
OG0011708	FUN_012080-T1	AT3G20680.1
OG0011709	FUN_048797-T2, FUN_048797-T1	AT5G22300.2, AT5G22300.1
OG0011710	FUN_034721-T1	AT1G53645.1
OG0011711	FUN_027027-T1	AT3G01910.1
OG0011714	FUN_031789-T1	AT1G27435.1
OG0011715	FUN_031323-T1	AT5G14340.1, AT5G14340.2
OG0011716	FUN_025083-T1	AT4G24750.1
OG0011717	FUN_011496-T1	AT3G48500.1, AT3G48500.2
OG0011718	FUN_024228-T1	AT5G49410.2, AT5G49410.1
OG0011719	FUN_010455-T1, FUN_010455-T2	AT4G39520.1
OG0011720	FUN_009846-T1	AT1G49350.1
OG0011722	FUN_020829-T1	AT4G33470.1
OG0011723	FUN_011424-T1	AT4G24930.1
OG0011724	FUN_015363-T1	AT5G51540.1
OG0011725	FUN_001451-T1	AT4G26900.1
OG0011726	FUN_036043-T1, FUN_036043-T2	AT5G02270.2, AT5G02270.1
OG0011727	FUN_046162-T1	AT3G27640.2, AT3G27640.1
OG0011729	FUN_048463-T1	AT1G36980.1, AT1G36980.2
OG0011730	FUN_018001-T1	AT1G67840.2, AT1G67840.1
OG0011731	FUN_037101-T3, FUN_037101-T1	AT3G61080.2, AT3G61080.1
OG0011732	FUN_024190-T1	AT1G75690.1
OG0011733	FUN_009486-T1	AT3G50850.1, AT5G49560.1
OG0011734	FUN_051156-T1, FUN_004479-T1	AT3G58180.1
OG0011735	FUN_046393-T1	AT1G56200.2, AT1G56200.1
OG0011736	FUN_052395-T1	AT1G09280.1
OG0011737	FUN_025424-T1	AT5G66590.1
OG0011738	FUN_048450-T1	AT1G77860.1, AT1G77860.2
OG0011739	FUN_009867-T1	AT4G34360.1
OG0011740	FUN_036150-T1	AT3G24315.1
OG0011741	FUN_049077-T1	AT5G58920.1
OG0011742	FUN_020556-T1	AT1G12850.1, AT3G26780.1
OG0011743	FUN_024147-T1, FUN_024146-T1	AT1G19980.1
OG0011744	FUN_010439-T1	AT2G22250.1, AT2G22250.3, AT2G22250.2
OG0011745	FUN_000856-T1	AT2G16880.1
OG0011746	FUN_026787-T1	AT5G20600.1
OG0011747	FUN_030657-T1	AT5G49555.1
OG0011748	FUN_042940-T1, FUN_024745-T1	AT2G47670.1, AT3G62820.1
OG0011749	FUN_051465-T1	AT3G05410.2, AT3G05410.3, AT3G05410.1
OG0011751	FUN_037788-T1	AT1G22680.1, AT1G71970.1
OG0011752	FUN_037949-T2, FUN_037949-T1	AT2G34570.1
OG0011753	FUN_020229-T1	AT4G15520.1
OG0011755	FUN_021137-T1	AT5G66010.1, AT5G66010.2
OG0011756	FUN_046074-T1, FUN_005786-T1	AT3G49240.1
OG0011757	FUN_037408-T2, FUN_037408-T3, FUN_037408-T4, FUN_037408-T1	AT1G74880.1
OG0011759	FUN_011094-T1	AT1G71730.1
OG0011760	FUN_026949-T1	AT1G43690.1
OG0011761	FUN_038005-T1	AT1G09750.1
OG0011762	FUN_003879-T1, FUN_026466-T1	AT4G35870.1
OG0011763	FUN_050800-T1, FUN_050800-T2	AT4G34270.1
OG0011764	FUN_007811-T1	AT1G76920.1
OG0011765	FUN_051718-T1, FUN_047240-T1	AT2G15290.1
OG0011766	FUN_014194-T1	AT1G48350.1
OG0011767	FUN_032076-T1	AT4G33690.1
OG0011768	FUN_026966-T1	AT1G43580.1
OG0011770	FUN_008668-T1	AT5G06430.1
OG0011771	FUN_030743-T1	AT1G67785.1
OG0011772	FUN_025327-T1	AT1G24310.1
OG0011773	FUN_005785-T1	AT4G13520.1, AT4G13520.2
OG0011774	FUN_049464-T1	AT2G44660.1
OG0011775	FUN_003680-T1	AT4G13690.1
OG0011776	FUN_027208-T1	AT1G33990.1, AT4G09900.1
OG0011778	FUN_011800-T1	AT4G10030.1
OG0011779	FUN_011310-T1	AT5G07380.6, AT5G07380.5, AT5G07380.3, AT5G07380.1, AT5G07380.4, AT5G07380.2
OG0011780	FUN_011447-T1	AT4G24900.1, AT4G24900.2
OG0011782	FUN_050807-T2, FUN_050807-T1	AT1G06730.1
OG0011783	FUN_020392-T2, FUN_020392-T1	AT3G26680.1, AT3G26680.3, AT3G26680.2, AT3G26680.4
OG0011784	FUN_018193-T2, FUN_018193-T1	AT1G64150.1
OG0011785	FUN_048323-T2, FUN_048323-T1, FUN_026031-T4	AT5G47840.1, AT5G47840.2
OG0011786	FUN_013920-T1	AT5G52380.1
OG0011787	FUN_044319-T1	AT4G01690.1, AT4G01690.2
OG0011788	FUN_024532-T1	AT3G16150.1
OG0011789	FUN_000936-T1	AT3G12345.1
OG0011790	FUN_043698-T1	AT4G28660.1, AT4G28660.2
OG0011791	FUN_002024-T1	AT2G25720.1
OG0011792	FUN_018205-T1	AT5G09830.1
OG0011793	FUN_046854-T1, FUN_010491-T1	AT3G18400.1
OG0011794	FUN_027929-T1	AT1G75140.1, AT1G19370.1
OG0011795	FUN_017786-T1	AT5G45590.1
OG0011797	FUN_023724-T1	AT3G25590.1
OG0011798	FUN_032326-T2, FUN_032326-T1, FUN_032326-T3	AT1G70200.1
OG0011799	FUN_049496-T1	AT4G09320.1
OG0011800	FUN_010458-T1, FUN_010458-T2	AT3G18270.1
OG0011801	FUN_036427-T1	AT1G26500.1
OG0011802	FUN_009342-T1	AT3G26570.1, AT3G26570.2
OG0011803	FUN_041603-T1, FUN_041603-T2	AT5G46840.1, AT5G46840.2
OG0011804	FUN_025186-T1, FUN_041714-T1	AT5G64820.1, AT1G16850.1
OG0011806	FUN_029144-T1	AT3G29185.2, AT3G29185.1
OG0011807	FUN_047860-T1, FUN_047860-T2	AT3G17668.2, AT3G17668.1
OG0011808	FUN_039248-T1, FUN_039241-T1	AT3G01360.1, AT3G01360.2
OG0011809	FUN_029203-T1	AT3G28970.1, AT3G28970.2
OG0011812	FUN_032242-T1, FUN_009239-T1	AT1G70330.1
OG0011813	FUN_018778-T1	AT3G47870.1
OG0011814	FUN_025604-T1, FUN_020300-T1, FUN_020300-T2, FUN_040864-T1	AT3G18020.1
OG0011815	FUN_032416-T1	AT1G69910.1
OG0011816	FUN_017281-T1	AT4G16835.1
OG0011818	FUN_046758-T1	AT1G74470.1
OG0011819	FUN_010480-T1, FUN_010480-T3, FUN_010480-T2	AT3G17830.1
OG0011820	FUN_008283-T1	AT5G58020.1
OG0011823	FUN_033863-T1	AT1G69290.1, AT1G68980.1
OG0011824	FUN_041573-T1	AT2G35215.1, AT5G46770.1
OG0011825	FUN_001518-T1	AT1G74900.1
OG0011826	FUN_022599-T1, FUN_022089-T1	AT5G07475.1
OG0011827	FUN_008558-T1	AT1G74580.3, AT1G74580.2, AT1G74580.1
OG0011828	FUN_047108-T1	AT1G74070.2, AT1G74070.1
OG0011829	FUN_023576-T2, FUN_023576-T1, FUN_023576-T3	AT1G69020.2, AT1G69020.1
OG0011830	FUN_035214-T1	AT1G08700.1
OG0011831	FUN_034701-T1	AT3G13200.1
OG0011832	FUN_015235-T1	AT1G18350.1, AT1G73500.1
OG0011834	FUN_033828-T1	AT1G13690.1
OG0011835	FUN_033588-T1	AT3G25860.1
OG0011837	FUN_020134-T1	AT1G71120.1
OG0011838	FUN_002250-T2, FUN_002250-T1	AT5G22100.1
OG0011839	FUN_002029-T1	AT1G73240.1
OG0011841	FUN_023657-T1, FUN_033737-T1	AT1G68850.1
OG0011842	FUN_015745-T1	AT4G28210.1
OG0011843	FUN_039595-T1	AT5G65274.1, AT4G01710.1
OG0011844	FUN_011081-T1	AT5G62440.1
OG0011845	FUN_000319-T1	AT1G04640.2, AT1G04640.1
OG0011846	FUN_053298-T1	AT1G74030.1
OG0011847	FUN_028599-T1	AT4G19100.1, AT4G19100.2
OG0011850	FUN_034134-T1, FUN_034135-T1	AT5G23220.1, AT5G23230.1
OG0011851	FUN_046075-T1	AT3G01380.2
OG0011852	FUN_033689-T1, FUN_033689-T2	AT3G25620.1, AT3G25620.2
OG0011853	FUN_023538-T1, FUN_033826-T1	AT1G26340.1
OG0011854	FUN_033823-T1	AT1G69180.1
OG0011855	FUN_011020-T1	AT1G74730.1
OG0011856	FUN_041751-T1	AT1G31920.1
OG0011857	FUN_043428-T1	AT1G30880.2, AT1G30880.1
OG0011858	FUN_025249-T1	AT1G15050.1, AT1G15050.2, AT2G01200.1, AT2G01200.2
OG0011859	FUN_012612-T1	AT2G02050.1
OG0011860	FUN_046021-T1	AT2G15820.1
OG0011863	FUN_014662-T1	AT3G54890.1
OG0011864	FUN_044102-T1	AT1G48550.1, AT1G48550.2
OG0011865	FUN_003145-T1	AT3G02720.1
OG0011868	FUN_025292-T1, FUN_031846-T1	AT1G27300.1
OG0011869	FUN_003610-T1	AT3G56810.1
OG0011870	FUN_032406-T1, FUN_023014-T1	AT1G10380.1, AT1G10380.2
OG0011871	FUN_020683-T1	AT1G68220.1
OG0011872	FUN_049544-T1	AT2G44880.2, AT2G44880.4, AT2G44880.3, AT2G44880.5, AT2G44880.6, AT2G44880.1
OG0011873	FUN_010452-T1	AT1G73740.1
OG0011875	FUN_010785-T2, FUN_010785-T1, FUN_010785-T3	AT3G48200.1
OG0011876	FUN_010830-T1	AT5G62790.1, AT5G62790.2
OG0011882	FUN_018067-T1	AT1G63930.1
OG0011884	FUN_020888-T1, FUN_020888-T2, FUN_020888-T3	AT5G15330.1, AT5G15330.2
OG0011886	FUN_024887-T1, FUN_043573-T1, FUN_043573-T2	AT4G28770.1, AT4G28770.2, AT2G20230.1
OG0011890	FUN_019260-T1	AT4G26680.1, AT4G26680.2
OG0011891	FUN_005328-T1	AT5G21482.1
OG0011892	FUN_010321-T1	AT2G38950.1
OG0011893	FUN_052277-T1, FUN_035945-T1, FUN_035945-T2	AT5G63910.1
OG0011896	FUN_037826-T1, FUN_048424-T1	AT1G34420.1
OG0011897	FUN_037511-T1, FUN_048212-T1	AT1G01200.1
OG0011898	FUN_038675-T1, FUN_044256-T1	AT4G10250.1
OG0011899	FUN_048535-T1, FUN_038000-T1, FUN_038000-T2	AT1G09740.2, AT1G09740.1
OG0011900	FUN_038266-T1	AT3G03560.1
OG0011904	FUN_013094-T1	AT5G59800.1
OG0011909	FUN_032249-T1, FUN_032255-T1, FUN_032256-T1, FUN_032252-T1, FUN_032253-T1, FUN_009226-T1	AT1G23840.1, AT1G23830.1, AT1G23850.1
OG0011910	FUN_031898-T1	AT1G67360.1, AT1G67360.2
OG0011912	FUN_014852-T1, FUN_031670-T1	AT5G02670.1
OG0011913	FUN_015025-T1	AT2G05620.1, AT2G05620.2
OG0011914	FUN_003728-T1, FUN_003728-T2, FUN_003728-T4, FUN_003728-T5, FUN_003728-T6, FUN_003728-T3	AT5G61020.1, AT5G61020.2
OG0011916	FUN_027158-T1, FUN_027158-T2	AT5G45660.1
OG0011917	FUN_031224-T1	AT5G65280.2, AT5G65280.1
OG0011918	FUN_023605-T1	AT1G68940.3, AT1G68940.2, AT1G68940.1
OG0011919	FUN_005524-T1, FUN_052180-T1	AT2G34740.1, AT2G34740.3, AT2G34740.2
OG0011924	FUN_046789-T1	AT1G56010.1, AT1G56010.2, AT3G12977.1, AT3G12977.2
OG0011925	FUN_051887-T1	AT4G38710.1, AT4G38710.2
OG0011934	FUN_050602-T2, FUN_050602-T1, FUN_050602-T3	AT3G51000.1
OG0012005	FUN_051397-T1	AT1G08960.1
OG0012007	FUN_009735-T1	AT3G46790.1
OG0012008	FUN_048986-T1	AT5G21070.1
OG0012009	FUN_031253-T1	AT2G23670.1
OG0012012	FUN_011335-T1	AT5G03455.2, AT5G03455.1
OG0012013	FUN_012905-T1	AT3G06780.1
OG0012015	FUN_046650-T1	AT3G52230.1
OG0012016	FUN_010630-T1	AT3G25530.1, AT3G25530.2
OG0012017	FUN_042941-T1, FUN_024746-T1	AT4G26415.1
OG0012019	FUN_015060-T1	AT2G33450.1
OG0012021	FUN_039079-T1	AT3G10080.1, AT3G10080.2
OG0012022	FUN_043538-T1	AT4G13220.1
OG0012025	FUN_041648-T1	AT5G56760.1
OG0012026	FUN_052577-T1, FUN_052577-T3, FUN_052577-T4	AT5G36950.1
OG0012027	FUN_030738-T1	AT2G38730.1
OG0012028	FUN_003581-T1, FUN_003585-T1	AT5G62990.1
OG0012029	FUN_007645-T2, FUN_007645-T1	AT5G58480.1
OG0012031	FUN_001272-T1	AT4G02720.1
OG0012032	FUN_029801-T1	AT4G02820.1
OG0012034	FUN_049968-T1	AT2G27760.1
OG0012035	FUN_035878-T1, FUN_035878-T2	AT3G63140.1
OG0012037	FUN_041350-T1, FUN_014399-T1, FUN_014399-T2	AT4G14220.1
OG0012038	FUN_035653-T1	AT1G54500.1
OG0012039	FUN_040311-T1	AT3G23330.1, AT3G23330.2
OG0012041	FUN_006277-T1, FUN_015946-T1	AT1G79960.1
OG0012042	FUN_052478-T1	AT1G65380.1
OG0012044	FUN_042628-T3, FUN_042628-T1, FUN_042628-T2	AT3G13226.1
OG0012045	FUN_033154-T1	AT3G06840.1, AT5G49170.1
OG0012046	FUN_011302-T1	AT2G36240.1
OG0012047	FUN_031634-T1	AT2G43320.2, AT2G43320.1
OG0012048	FUN_004560-T1	AT3G57320.1, AT3G57320.2
OG0012050	FUN_015759-T1, FUN_015758-T1	AT1G66170.1
OG0012051	FUN_042844-T1	AT1G03310.1, AT1G03310.2
OG0012052	FUN_006511-T1	AT3G59530.3, AT3G59530.1, AT3G59530.2
OG0012053	FUN_011475-T1	AT5G63390.1
OG0012054	FUN_038438-T1	AT3G10220.1
OG0012057	FUN_049211-T1	AT3G62390.2, AT3G62390.1
OG0012059	FUN_014446-T1	AT5G26340.1
OG0012061	FUN_042930-T1	AT4G02440.1
OG0012062	FUN_052525-T1	AT1G79540.1
OG0012064	FUN_051585-T1	AT1G08530.3, AT1G08530.2, AT1G08530.1
OG0012065	FUN_032792-T1	AT2G41530.1
OG0012066	FUN_024346-T1	AT3G12210.1, AT3G12210.2
OG0012068	FUN_033061-T1	AT1G64770.1, AT1G64770.2, AT1G64770.3
OG0012069	FUN_003769-T1	AT1G54590.1
OG0012069	FUN_003766-T1	AT1G03140.1
OG0012070	FUN_020238-T1	AT5G18930.1
OG0012071	FUN_008107-T1	AT1G54410.1
OG0012072	FUN_014842-T1, FUN_014842-T2	AT3G17170.1
OG0012075	FUN_014624-T1	AT5G42660.1
OG0012077	FUN_033092-T1	AT3G24040.1
OG0012078	FUN_018844-T1	AT3G54480.5, AT3G54480.1
OG0012080	FUN_008561-T1	AT4G05150.1
OG0012081	FUN_031317-T1	AT5G19220.1
OG0012082	FUN_044762-T1	AT2G30080.1
OG0012084	FUN_004162-T1	AT5G43670.1
