Orthogroup	P_amilis.proteins	G_max.proteins
OG0007068	FUN_050268-T2, FUN_050268-T1	GmISU01.07G000300.1.p, GmISU01.08G210700.1.p
OG0007069	FUN_026834-T1	GmISU01.13G068600.1.p, GmISU01.17G059000.1.p
OG0007070	FUN_018698-T1, FUN_040689-T1	GmISU01.06G268000.1.p, GmISU01.06G267800.1.p, GmISU01.04G105000.1.p
OG0007071	FUN_001505-T1, FUN_001505-T2, FUN_001494-T1	GmISU01.14G076900.1.p, GmISU01.14G076900.2.p, GmISU01.17G211400.5.p, GmISU01.17G211400.4.p, GmISU01.17G211400.1.p, GmISU01.17G211400.2.p
OG0007072	FUN_014208-T1	GmISU01.02G058600.1.p, GmISU01.16G119200.1.p
OG0007073	FUN_026468-T1	GmISU01.05G196400.1.p, GmISU01.05G196400.2.p, GmISU01.08G034300.1.p, GmISU01.08G034300.2.p, GmISU01.09G153700.1.p, GmISU01.07G076200.1.p
OG0007074	FUN_026365-T1	GmISU01.17G205000.1.p, GmISU01.09G149000.1.p, GmISU01.07G080700.1.p, GmISU01.08G036700.1.p, GmISU01.05G198900.1.p, GmISU01.20G032200.1.p
OG0007075	FUN_006298-T2, FUN_006298-T1	GmISU01.08G191400.1.p, GmISU01.07G004700.1.p, GmISU01.15G014500.1.p, GmISU01.13G316600.1.p
OG0007076	FUN_049548-T1	GmISU01.09G198600.2.p, GmISU01.09G198600.1.p, GmISU01.18G197900.1.p, GmISU01.18G197900.2.p
OG0007077	FUN_046144-T1, FUN_046144-T2, FUN_043356-T1	GmISU01.09G096500.1.p
OG0007078	FUN_001242-T2, FUN_001242-T3, FUN_001242-T1	GmISU01.04G074000.2.p, GmISU01.04G074000.1.p, GmISU01.06G075100.1.p, GmISU01.17G166800.1.p, GmISU01.14G119200.1.p
OG0007079	FUN_018756-T1, FUN_040767-T1, FUN_021189-T1	GmISU01.01G175400.4.p, GmISU01.01G175400.3.p, GmISU01.01G175400.1.p
OG0007080	FUN_033022-T1	GmISU01.09G087400.1.p, GmISU01.02G148800.2.p, GmISU01.02G148800.1.p
OG0007081	FUN_040256-T1, FUN_018455-T1	GmISU01.17G127700.1.p, GmISU01.09G052100.1.p, GmISU01.05G051900.1.p, GmISU01.01G170000.1.p, GmISU01.11G028600.1.p
OG0007083	FUN_018185-T1	GmISU01.08G017700.1.p, GmISU01.05G181100.1.p
OG0007084	FUN_037216-T1	GmISU01.03G009200.1.p, GmISU01.03G009300.1.p, GmISU01.07G065000.1.p, GmISU01.07G065000.2.p, GmISU01.07G064900.1.p, GmISU01.07G064800.1.p
OG0007085	FUN_005970-T1	GmISU01.11G094000.1.p, GmISU01.11G094000.2.p, GmISU01.12G025500.1.p
OG0007086	FUN_050195-T1, FUN_024088-T1	GmISU01.16G012900.1.p, GmISU01.07G043000.1.p
OG0007087	FUN_005000-T3, FUN_005000-T4, FUN_005000-T2, FUN_005000-T1	GmISU01.06G076600.1.p, GmISU01.04G075200.1.p
OG0007088	FUN_021153-T1, FUN_021166-T1, FUN_018126-T1	GmISU01.06G068400.1.p, GmISU01.04G067500.1.p
OG0007089	FUN_005221-T1	GmISU01.14G090000.1.p
OG0007090	FUN_006023-T1	GmISU01.04G068100.1.p, GmISU01.06G069100.1.p, GmISU01.11G141300.1.p, GmISU01.14G111600.3.p, GmISU01.14G111600.1.p, GmISU01.17G175700.1.p
OG0007091	FUN_006266-T1, FUN_015955-T1	GmISU01.07G005700.3.p, GmISU01.07G005700.1.p, GmISU01.07G005700.2.p, GmISU01.08G192400.3.p, GmISU01.08G192400.1.p
OG0007092	FUN_026150-T1, FUN_026150-T2	GmISU01.04G066000.3.p, GmISU01.04G066000.5.p, GmISU01.04G066000.4.p, GmISU01.04G066000.2.p, GmISU01.04G066000.1.p
OG0007094	FUN_013637-T2, FUN_013637-T1	GmISU01.06G119300.2.p, GmISU01.06G119300.1.p, GmISU01.04G192300.1.p
OG0007095	FUN_037255-T3, FUN_037255-T2, FUN_037255-T1	GmISU01.09G213800.3.p, GmISU01.09G213800.1.p, GmISU01.18G180400.1.p
OG0007096	FUN_042769-T2, FUN_042769-T3, FUN_042769-T4, FUN_042769-T1	GmISU01.19G122100.1.p, GmISU01.03G118000.2.p
OG0007097	FUN_013700-T1	GmISU01.04G195400.3.p, GmISU01.04G195400.2.p, GmISU01.04G195400.1.p, GmISU01.06G115500.3.p, GmISU01.06G115500.2.p, GmISU01.14G136200.1.p
OG0007098	FUN_011164-T1, FUN_011164-T2, FUN_011164-T3	GmISU01.17G189200.1.p, GmISU01.17G189200.3.p
OG0007099	FUN_026449-T1	GmISU01.09G155000.2.p, GmISU01.09G155000.1.p, GmISU01.09G155000.3.p, GmISU01.01G110800.1.p, GmISU01.01G110800.2.p
OG0007100	FUN_004925-T1, FUN_004925-T2	GmISU01.17G068200.1.p, GmISU01.02G170800.1.p, GmISU01.12G126500.2.p, GmISU01.12G126500.1.p, GmISU01.06G194600.1.p
OG0007101	FUN_021031-T1, FUN_008422-T1	GmISU01.04G062900.1.p, GmISU01.06G063600.1.p, GmISU01.17G106300.1.p
OG0007102	FUN_026369-T1, FUN_026369-T2	GmISU01.09G149100.1.p, GmISU01.07G080600.2.p, GmISU01.07G080600.1.p, GmISU01.07G080600.4.p, GmISU01.07G080600.3.p
OG0007103	FUN_008414-T2, FUN_008414-T1, FUN_008414-T3	GmISU01.15G051600.1.p
OG0007104	FUN_018556-T1, FUN_040558-T1	GmISU01.01G170500.1.p, GmISU01.11G027500.1.p, GmISU01.05G047100.1.p, GmISU01.17G123300.2.p
OG0007105	FUN_026828-T1	GmISU01.13G069000.1.p, GmISU01.17G058700.1.p
OG0007106	FUN_041040-T1	GmISU01.16G033400.1.p, GmISU01.19G087200.1.p, GmISU01.19G087200.2.p
OG0007107	FUN_032081-T1	GmISU01.08G188500.2.p, GmISU01.08G188500.1.p, GmISU01.07G015600.1.p
OG0007109	FUN_027064-T1, FUN_004960-T1	GmISU01.17G166700.1.p, GmISU01.14G118300.2.p, GmISU01.14G118300.5.p, GmISU01.14G118300.6.p, GmISU01.14G118300.3.p, GmISU01.14G118300.1.p, GmISU01.14G118300.4.p
OG0007111	FUN_026110-T3, FUN_007759-T2, FUN_007759-T1	GmISU01.17G102300.5.p, GmISU01.17G102300.4.p, GmISU01.17G102300.3.p, GmISU01.13G132600.1.p, GmISU01.13G132600.4.p, GmISU01.13G132600.3.p
OG0007112	FUN_013649-T2, FUN_013649-T1	GmISU01.06G118200.3.p, GmISU01.04G193100.1.p
OG0007113	FUN_008428-T1, FUN_008428-T2	GmISU01.04G060200.1.p, GmISU01.06G060600.1.p
OG0007115	FUN_020163-T1, FUN_050021-T1	GmISU01.15G155300.1.p
OG0007116	FUN_008092-T2, FUN_008092-T1	GmISU01.14G167100.1.p
OG0007117	FUN_042709-T1, FUN_042709-T3	GmISU01.09G084050.1.p, GmISU01.08G279500.1.p, GmISU01.18G086700.2.p, GmISU01.18G086700.1.p
OG0007118	FUN_045150-T1, FUN_043959-T1	GmISU01.04G184200.1.p, GmISU01.06G127300.1.p, GmISU01.14G154800.1.p, GmISU01.02G186000.1.p
OG0007119	FUN_006445-T1, FUN_006445-T2	GmISU01.07G013600.1.p, GmISU01.07G013600.2.p, GmISU01.08G186800.1.p
OG0007120	FUN_037355-T1	GmISU01.19G212900.1.p, GmISU01.19G212900.3.p, GmISU01.03G212200.2.p, GmISU01.03G212200.3.p
OG0007121	FUN_030010-T1, FUN_030010-T2	GmISU01.14G039900.2.p, GmISU01.14G039900.5.p, GmISU01.14G039900.3.p, GmISU01.14G039900.4.p, GmISU01.02G233300.1.p
OG0007122	FUN_011624-T1	GmISU01.01G089900.1.p, GmISU01.03G042800.1.p
OG0007123	FUN_049316-T1, FUN_013083-T1	GmISU01.15G039100.1.p, GmISU01.13G292400.1.p, GmISU01.12G060600.1.p, GmISU01.11G130100.1.p
OG0007124	FUN_046504-T2, FUN_046504-T1, FUN_046504-T3	GmISU01.06G275400.1.p, GmISU01.04G097300.1.p
OG0007125	FUN_004815-T2, FUN_004815-T1	GmISU01.19G113900.1.p, GmISU01.19G113900.2.p, GmISU01.19G113900.3.p, GmISU01.03G109100.2.p
OG0007126	FUN_049029-T1	GmISU01.14G159600.3.p
OG0007127	FUN_034154-T1	GmISU01.15G114900.1.p, GmISU01.09G017300.1.p, GmISU01.15G114900.2.p, GmISU01.07G232400.1.p, GmISU01.07G232400.2.p, GmISU01.07G232400.3.p
OG0007128	FUN_046318-T1, FUN_052475-T1	GmISU01.08G291800.1.p, GmISU01.18G071100.1.p
OG0007131	FUN_039914-T1	GmISU01.16G034100.4.p, GmISU01.15G190700.1.p, GmISU01.19G086000.2.p, GmISU01.19G086000.1.p, GmISU01.16G034100.2.p, GmISU01.16G034100.3.p, GmISU01.16G034100.1.p
OG0007132	FUN_003848-T1, FUN_003847-T1, FUN_003849-T1	GmISU01.07G122500.1.p, GmISU01.18G142100.1.p, GmISU01.03G054400.1.p, GmISU01.03G054400.2.p
OG0007133	FUN_042777-T1	GmISU01.03G204900.1.p, GmISU01.19G206400.1.p, GmISU01.20G184600.1.p, GmISU01.10G131100.1.p
OG0007134	FUN_023522-T1	GmISU01.16G029500.3.p, GmISU01.16G029500.4.p, GmISU01.16G029500.1.p, GmISU01.16G029500.2.p
OG0007135	FUN_002700-T1	GmISU01.13G262300.2.p, GmISU01.12G168300.2.p, GmISU01.12G168300.1.p
OG0007136	FUN_012081-T1	GmISU01.12G115100.1.p, GmISU01.06G224800.1.p, GmISU01.13G249200.1.p, GmISU01.12G180000.1.p, GmISU01.13G249200.3.p, GmISU01.12G180000.3.p
OG0007137	FUN_036481-T1	GmISU01.10G049550.1.p, GmISU01.13G113100.1.p
OG0007138	FUN_047932-T1	GmISU01.12G057200.1.p, GmISU01.11G126433.1.p, GmISU01.13G296200.2.p, GmISU01.13G296200.1.p, GmISU01.15G035600.2.p, GmISU01.15G035600.3.p, GmISU01.15G035600.1.p
OG0007139	FUN_004539-T2, FUN_004539-T1, FUN_032758-T1	GmISU01.02G161900.2.p, GmISU01.02G161900.1.p, GmISU01.10G086250.1.p, GmISU01.02G161900.4.p
OG0007140	FUN_026417-T1, FUN_026417-T2	GmISU01.15G142800.3.p, GmISU01.15G142800.2.p, GmISU01.15G142800.1.p, GmISU01.09G045600.2.p, GmISU01.09G045600.3.p, GmISU01.09G045600.1.p
OG0007141	FUN_008649-T1	GmISU01.08G053200.2.p
OG0007142	FUN_018941-T3, FUN_018941-T1, FUN_018941-T2	GmISU01.04G181400.1.p, GmISU01.06G130400.2.p, GmISU01.06G130400.3.p, GmISU01.04G181400.3.p, GmISU01.04G181400.2.p, GmISU01.06G130400.4.p, GmISU01.06G130400.1.p
OG0007143	FUN_046509-T1	GmISU01.06G129800.1.p, GmISU01.04G182000.1.p
OG0007144	FUN_014589-T1	GmISU01.10G043300.1.p, GmISU01.10G043300.2.p, GmISU01.13G107100.1.p, GmISU01.03G137700.1.p, GmISU01.19G140800.1.p
OG0007145	FUN_031378-T1	GmISU01.05G002600.1.p
OG0007146	FUN_026367-T1	GmISU01.12G071100.2.p, GmISU01.12G071100.1.p, GmISU01.08G119700.3.p, GmISU01.08G119700.1.p
OG0007147	FUN_030873-T1, FUN_030873-T2	GmISU01.02G168300.2.p, GmISU01.03G158300.5.p, GmISU01.03G158300.6.p
OG0007148	FUN_003001-T1	GmISU01.17G058800.1.p, GmISU01.13G068900.1.p
OG0007149	FUN_047881-T1, FUN_047881-T2	GmISU01.12G058200.1.p, GmISU01.11G127500.2.p, GmISU01.12G058200.2.p, GmISU01.11G127500.1.p
OG0007150	FUN_036601-T1, FUN_036601-T2, FUN_036601-T3, FUN_036601-T4	GmISU01.07G164400.2.p, GmISU01.07G164400.1.p, GmISU01.13G151600.1.p
OG0007151	FUN_025011-T2, FUN_025011-T1	GmISU01.19G157500.2.p, GmISU01.19G157500.1.p, GmISU01.13G126400.1.p, GmISU01.10G064200.1.p, GmISU01.10G064200.2.p
OG0007152	FUN_015621-T1, FUN_029027-T1	GmISU01.14G025200.1.p, GmISU01.14G025200.2.p, GmISU01.02G247900.1.p
OG0007153	FUN_047899-T1	GmISU01.09G045100.1.p, GmISU01.15G142300.1.p
OG0007154	FUN_042689-T1	GmISU01.12G009600.1.p, GmISU01.09G184600.1.p
OG0007155	FUN_030326-T1	GmISU01.11G208400.1.p, GmISU01.18G025600.1.p
OG0007156	FUN_039202-T1	GmISU01.10G246500.2.p, GmISU01.10G246500.3.p
OG0007157	FUN_029275-T1, FUN_029275-T2	GmISU01.06G132500.1.p, GmISU01.04G179600.1.p
OG0007158	FUN_046766-T1, FUN_016634-T1	GmISU01.11G135000.1.p
OG0007159	FUN_032671-T1, FUN_021204-T1, FUN_012848-T2, FUN_012848-T1	GmISU01.09G001000.1.p, GmISU01.09G000800.1.p
OG0007161	FUN_022893-T1, FUN_013818-T1	GmISU01.08G051100.5.p, GmISU01.08G051100.3.p, GmISU01.08G051100.6.p, GmISU01.08G051100.2.p
OG0007162	FUN_001599-T1	GmISU01.07G188600.1.p, GmISU01.20G016900.1.p, GmISU01.11G089900.1.p
OG0007163	FUN_000872-T1	GmISU01.16G013300.1.p, GmISU01.17G187700.1.p, GmISU01.07G043500.1.p
OG0007164	FUN_027425-T1	GmISU01.12G069400.2.p, GmISU01.12G069400.4.p, GmISU01.11G158300.2.p
OG0007165	FUN_031698-T1	GmISU01.08G275000.1.p, GmISU01.18G092400.1.p, GmISU01.02G244500.1.p, GmISU01.14G028500.1.p
OG0007166	FUN_048793-T1	GmISU01.12G083200.4.p, GmISU01.12G083200.3.p, GmISU01.12G083200.1.p, GmISU01.12G083200.2.p, GmISU01.11G145200.1.p
OG0007167	FUN_002016-T1	GmISU01.07G204300.3.p, GmISU01.07G204300.1.p, GmISU01.17G029000.1.p
OG0007168	FUN_006004-T1	GmISU01.15G121000.1.p, GmISU01.09G023200.1.p, GmISU01.09G023200.2.p
OG0007169	FUN_004017-T1, FUN_020325-T1	GmISU01.18G162800.4.p, GmISU01.18G162800.2.p, GmISU01.18G162800.1.p, GmISU01.18G162800.3.p, GmISU01.09G230500.1.p
OG0007170	FUN_030138-T1	GmISU01.02G267400.4.p, GmISU01.02G267400.2.p, GmISU01.02G267400.1.p, GmISU01.02G267400.3.p, GmISU01.02G267400.5.p, GmISU01.02G267400.6.p, GmISU01.14G003600.3.p, GmISU01.14G003600.4.p, GmISU01.14G003600.2.p, GmISU01.14G003600.1.p
OG0007171	FUN_029330-T1	GmISU01.11G213400.1.p, GmISU01.18G020400.1.p
OG0007172	FUN_047648-T1	GmISU01.09G083200.1.p, GmISU01.12G197200.1.p, GmISU01.13G228600.1.p, GmISU01.13G228600.2.p
OG0007173	FUN_046460-T1	GmISU01.06G204050.1.p, GmISU01.14G010900.4.p, GmISU01.02G261100.2.p, GmISU01.02G261100.1.p, GmISU01.14G010900.2.p, GmISU01.14G010900.1.p, GmISU01.14G010900.3.p, GmISU01.08G297500.1.p, GmISU01.18G066100.1.p, GmISU01.18G066100.3.p
OG0007174	FUN_039935-T1	GmISU01.19G085200.2.p, GmISU01.19G085200.1.p, GmISU01.16G035000.2.p, GmISU01.16G035000.3.p
OG0007175	FUN_004443-T1	GmISU01.03G093800.1.p, GmISU01.19G097900.1.p
OG0007176	FUN_009988-T1, FUN_009993-T1	GmISU01.18G079500.1.p, GmISU01.08G285200.1.p
OG0007177	FUN_052032-T1, FUN_003744-T1	GmISU01.12G159500.1.p, GmISU01.06G262000.1.p
OG0007178	FUN_052137-T2, FUN_052137-T1	GmISU01.20G102000.1.p
OG0007179	FUN_004792-T1, FUN_004794-T1	GmISU01.03G107900.1.p, GmISU01.19G112700.1.p, GmISU01.09G092400.1.p, GmISU01.02G153700.1.p
OG0007181	FUN_003342-T1, FUN_001370-T1	GmISU01.10G058800.1.p, GmISU01.10G058800.2.p, GmISU01.10G058800.3.p, GmISU01.10G058800.4.p
OG0007182	FUN_042596-T1	GmISU01.08G293700.1.p, GmISU01.08G293700.2.p, GmISU01.18G069400.2.p, GmISU01.18G069400.1.p, GmISU01.18G069500.1.p, GmISU01.08G293600.1.p
OG0007184	FUN_039055-T1	GmISU01.19G158900.1.p, GmISU01.03G156900.1.p
OG0007185	FUN_003958-T1, FUN_020295-T1	GmISU01.09G234600.1.p, GmISU01.18G157100.1.p
OG0007186	FUN_001710-T2, FUN_001710-T1	GmISU01.05G106100.1.p, GmISU01.08G078100.1.p
OG0007187	FUN_027467-T1	GmISU01.13G007900.2.p, GmISU01.20G041600.1.p
OG0007188	FUN_034586-T1	GmISU01.17G006100.1.p, GmISU01.07G229000.1.p, GmISU01.11G144200.1.p, GmISU01.09G011300.1.p, GmISU01.15G108100.1.p
OG0007189	FUN_027029-T1	GmISU01.08G146300.1.p, GmISU01.15G222600.6.p, GmISU01.15G222600.3.p, GmISU01.15G222600.1.p, GmISU01.08G146300.2.p
OG0007190	FUN_040815-T1, FUN_040816-T1	GmISU01.08G069200.1.p, GmISU01.05G097100.1.p
OG0007191	FUN_048992-T1	GmISU01.11G176900.1.p, GmISU01.14G161000.1.p, GmISU01.02G192200.1.p
OG0007192	FUN_003484-T1	GmISU01.08G089800.6.p, GmISU01.08G089800.5.p, GmISU01.08G089800.11.p, GmISU01.08G089800.2.p, GmISU01.08G089800.3.p, GmISU01.08G089800.8.p, GmISU01.08G089800.10.p, GmISU01.08G089800.9.p, GmISU01.08G089800.4.p, GmISU01.05G117000.2.p, GmISU01.05G117000.1.p
OG0007193	FUN_035464-T1	GmISU01.07G158100.1.p, GmISU01.08G055800.1.p, GmISU01.13G215200.1.p, GmISU01.15G061200.1.p
OG0007194	FUN_030820-T3, FUN_030820-T1, FUN_030820-T2	GmISU01.19G139200.1.p, GmISU01.03G135900.1.p
OG0007195	FUN_004059-T1	GmISU01.18G162000.2.p, GmISU01.18G162000.1.p, GmISU01.18G162000.3.p, GmISU01.09G229700.2.p, GmISU01.09G229700.1.p
OG0007196	FUN_009999-T1	GmISU01.14G020300.1.p
OG0007197	FUN_001657-T2, FUN_001657-T1	GmISU01.09G023500.1.p, GmISU01.15G121400.1.p
OG0007198	FUN_038229-T1	GmISU01.12G204600.1.p, GmISU01.12G204600.3.p, GmISU01.12G204600.2.p, GmISU01.09G001600.2.p, GmISU01.09G001600.1.p
OG0007199	FUN_041201-T1	GmISU01.05G185100.1.p
OG0007200	FUN_052115-T1, FUN_018444-T1, FUN_040148-T1	GmISU01.17G129100.2.p, GmISU01.17G129100.1.p, GmISU01.01G169700.1.p
OG0007201	FUN_030553-T1	GmISU01.02G060450.1.p, GmISU01.16G121100.1.p, GmISU01.19G077800.3.p, GmISU01.19G077800.1.p, GmISU01.19G077800.4.p, GmISU01.16G042900.1.p
OG0007202	FUN_017100-T1	GmISU01.17G130600.2.p, GmISU01.17G130600.1.p, GmISU01.17G130600.3.p, GmISU01.05G054800.2.p, GmISU01.05G054800.1.p
OG0007203	FUN_006000-T1, FUN_021411-T1	GmISU01.19G080500.1.p, GmISU01.16G039500.1.p, GmISU01.16G123900.1.p, GmISU01.02G062800.1.p
OG0007204	FUN_024890-T1	GmISU01.20G070300.1.p
OG0007205	FUN_038708-T1	GmISU01.04G203200.4.p, GmISU01.04G203200.1.p, GmISU01.06G106400.4.p, GmISU01.04G203200.2.p, GmISU01.06G106400.2.p, GmISU01.06G106400.1.p
OG0007206	FUN_010746-T1, FUN_047338-T1	GmISU01.17G078800.1.p
OG0007207	FUN_002075-T1	GmISU01.05G066600.3.p, GmISU01.05G066600.2.p, GmISU01.05G066600.1.p, GmISU01.05G066600.4.p, GmISU01.19G058400.2.p
OG0007208	FUN_042699-T1	GmISU01.11G000100.1.p, GmISU01.01G202500.1.p
OG0007209	FUN_005582-T1	GmISU01.20G102300.4.p, GmISU01.20G102300.3.p, GmISU01.10G216200.1.p
OG0007210	FUN_013644-T1, FUN_000794-T2, FUN_000794-T1	GmISU01.17G173600.1.p, GmISU01.11G141400.1.p, GmISU01.14G111700.1.p, GmISU01.14G110800.1.p
OG0007211	FUN_007498-T1	GmISU01.11G109900.1.p, GmISU01.12G040400.2.p, GmISU01.12G040400.1.p
OG0007212	FUN_046912-T1	GmISU01.17G120100.1.p, GmISU01.05G044100.1.p
OG0007213	FUN_027704-T1	GmISU01.20G072800.1.p, GmISU01.10G243500.1.p, GmISU01.10G243500.2.p
OG0007214	FUN_019378-T1, FUN_019378-T2, FUN_008289-T1	GmISU01.04G154500.2.p, GmISU01.04G154500.3.p, GmISU01.04G154500.1.p, GmISU01.13G161100.1.p, GmISU01.13G161100.2.p, GmISU01.15G193700.2.p
OG0007215	FUN_011471-T1, FUN_046899-T1, FUN_046899-T2	GmISU01.17G118400.1.p, GmISU01.05G042500.1.p, GmISU01.07G092300.1.p, GmISU01.09G138300.2.p, GmISU01.07G092300.2.p
OG0007217	FUN_044018-T1	GmISU01.04G075400.1.p, GmISU01.06G076800.1.p
OG0007218	FUN_028967-T1	GmISU01.05G079300.1.p, GmISU01.05G079300.5.p, GmISU01.05G079300.4.p, GmISU01.05G079300.3.p, GmISU01.05G079300.2.p, GmISU01.17G157800.1.p, GmISU01.17G157800.3.p, GmISU01.17G157800.2.p
OG0007219	FUN_023828-T1, FUN_037481-T1	GmISU01.08G077300.1.p, GmISU01.05G105400.1.p, GmISU01.08G077300.2.p
OG0007220	FUN_031657-T1	GmISU01.15G127600.2.p, GmISU01.15G127600.3.p, GmISU01.15G127600.1.p, GmISU01.09G030900.1.p
OG0007221	FUN_032810-T2, FUN_032810-T1	GmISU01.03G101300.1.p, GmISU01.19G105700.1.p, GmISU01.19G105700.3.p, GmISU01.19G105700.2.p
OG0007223	FUN_025615-T1	GmISU01.09G000400.7.p, GmISU01.09G000400.4.p, GmISU01.09G000400.2.p, GmISU01.09G000400.1.p, GmISU01.09G000400.5.p, GmISU01.09G000400.3.p, GmISU01.09G000400.6.p, GmISU01.17G189100.1.p, GmISU01.17G229000.3.p, GmISU01.17G229000.2.p
OG0007224	FUN_031937-T1, FUN_035895-T1	GmISU01.06G157100.1.p, GmISU01.06G157100.2.p, GmISU01.04G157000.2.p, GmISU01.04G157000.3.p
OG0007225	FUN_051523-T2, FUN_051523-T3, FUN_034409-T1	GmISU01.19G192900.3.p, GmISU01.19G192900.2.p, GmISU01.19G192900.1.p, GmISU01.03G191400.1.p, GmISU01.03G191400.2.p, GmISU01.10G119400.1.p, GmISU01.20G196300.1.p
OG0007226	FUN_001127-T3, FUN_001127-T1	GmISU01.01G139100.1.p, GmISU01.11G059600.2.p, GmISU01.11G059600.1.p
OG0007227	FUN_028666-T1, FUN_028666-T2	GmISU01.13G041200.3.p, GmISU01.13G041200.2.p, GmISU01.13G041200.4.p, GmISU01.13G041200.5.p, GmISU01.13G041200.1.p
OG0007228	FUN_010441-T1	GmISU01.19G060300.3.p, GmISU01.16G060900.1.p
OG0007229	FUN_032041-T2, FUN_032041-T1	GmISU01.05G145100.1.p, GmISU01.08G121000.1.p, GmISU01.08G120600.1.p
OG0007230	FUN_001156-T1	GmISU01.13G020000.1.p, GmISU01.14G133400.1.p, GmISU01.04G197600.1.p, GmISU01.06G112901.1.p
OG0007231	FUN_025278-T1, FUN_011408-T1	GmISU01.08G010000.1.p
OG0007232	FUN_024659-T1	GmISU01.10G020800.1.p, GmISU01.02G136600.1.p
OG0007233	FUN_009750-T1, FUN_024754-T1	GmISU01.02G060100.1.p, GmISU01.02G059900.1.p, GmISU01.16G120700.1.p
OG0007234	FUN_025265-T2, FUN_025265-T1	GmISU01.20G206400.1.p
OG0007235	FUN_006617-T1	GmISU01.12G011600.3.p, GmISU01.12G011600.4.p, GmISU01.12G011600.5.p, GmISU01.12G011600.1.p, GmISU01.09G182700.1.p, GmISU01.12G011600.6.p, GmISU01.12G011600.7.p, GmISU01.09G182700.2.p
OG0007236	FUN_003867-T1, FUN_003867-T2	GmISU01.01G124700.2.p, GmISU01.01G124700.1.p, GmISU01.11G074700.3.p, GmISU01.11G074700.1.p, GmISU01.11G074700.2.p
OG0007237	FUN_050979-T3, FUN_050979-T4, FUN_050979-T1, FUN_050979-T2	GmISU01.02G130400.1.p, GmISU01.10G027000.4.p
OG0007238	FUN_051799-T1	GmISU01.11G080300.2.p, GmISU01.11G080300.1.p, GmISU01.01G120100.1.p
OG0007239	FUN_007910-T1	GmISU01.19G003500.1.p, GmISU01.19G003500.2.p, GmISU01.19G048300.1.p, GmISU01.16G063100.1.p
OG0007240	FUN_024351-T1	GmISU01.20G165000.1.p, GmISU01.20G165000.2.p, GmISU01.20G165000.3.p
OG0007241	FUN_025738-T1	GmISU01.06G019000.1.p, GmISU01.04G020400.1.p, GmISU01.17G227100.2.p, GmISU01.14G185700.1.p
OG0007242	FUN_002970-T1	GmISU01.08G121800.2.p, GmISU01.08G121800.7.p, GmISU01.08G121800.3.p, GmISU01.08G121800.4.p, GmISU01.08G121800.5.p, GmISU01.08G121800.1.p, GmISU01.05G146000.1.p
OG0007243	FUN_017387-T1, FUN_041369-T1	GmISU01.03G078000.1.p, GmISU01.07G103900.1.p
OG0007244	FUN_014445-T1	GmISU01.11G004600.1.p, GmISU01.11G004600.2.p, GmISU01.01G196300.1.p
OG0007245	FUN_024544-T1	GmISU01.02G066900.4.p, GmISU01.02G066900.3.p, GmISU01.02G066900.2.p, GmISU01.16G128100.1.p, GmISU01.16G128100.2.p, GmISU01.16G128100.3.p
OG0007246	FUN_010723-T1	GmISU01.04G151300.2.p, GmISU01.04G151300.1.p, GmISU01.06G162500.1.p
OG0007247	FUN_042104-T1, FUN_033451-T1	GmISU01.10G227500.1.p, GmISU01.10G227500.2.p, GmISU01.20G090700.2.p, GmISU01.20G090700.1.p
OG0007249	FUN_025096-T1	GmISU01.05G039700.1.p, GmISU01.04G152700.1.p
OG0007250	FUN_051457-T1	GmISU01.06G150900.2.p, GmISU01.20G193400.1.p, GmISU01.06G150900.1.p, GmISU01.17G174500.1.p
OG0007251	FUN_049573-T1	GmISU01.11G138100.1.p, GmISU01.01G061400.1.p
OG0007252	FUN_037785-T1, FUN_048396-T1	GmISU01.20G136900.2.p, GmISU01.20G136900.1.p, GmISU01.10G180600.1.p
OG0007253	FUN_042684-T2, FUN_042684-T1	GmISU01.04G042400.1.p, GmISU01.06G041600.1.p
OG0007254	FUN_046941-T1, FUN_011411-T2, FUN_011411-T1	GmISU01.14G076400.2.p, GmISU01.17G212000.1.p, GmISU01.14G076400.1.p, GmISU01.15G081700.1.p, GmISU01.13G192300.1.p
OG0007255	FUN_019258-T1, FUN_040047-T1	GmISU01.01G167400.2.p, GmISU01.11G031400.2.p, GmISU01.17G131400.2.p, GmISU01.17G131400.1.p, GmISU01.05G055700.1.p, GmISU01.05G055700.2.p
OG0007257	FUN_011410-T1	GmISU01.08G010100.1.p, GmISU01.05G172900.2.p, GmISU01.05G172900.1.p
OG0007258	FUN_051319-T1	GmISU01.10G013100.6.p, GmISU01.10G013100.2.p, GmISU01.10G013100.5.p, GmISU01.10G013100.1.p, GmISU01.10G013100.4.p, GmISU01.02G012300.4.p, GmISU01.02G012300.1.p, GmISU01.02G012300.2.p
OG0007259	FUN_049599-T1, FUN_036912-T2, FUN_036912-T1	GmISU01.01G102300.1.p, GmISU01.03G029900.1.p, GmISU01.11G139200.1.p
OG0007260	FUN_050204-T1, FUN_039252-T1, FUN_002925-T1	GmISU01.13G048200.1.p, GmISU01.19G011000.1.p, GmISU01.13G048200.2.p
OG0007261	FUN_031788-T1, FUN_025255-T1	GmISU01.08G321600.1.p, GmISU01.08G321600.2.p, GmISU01.18G242100.1.p
OG0007262	FUN_040688-T1, FUN_041785-T1	GmISU01.01G173300.1.p, GmISU01.11G025000.1.p, GmISU01.05G046600.1.p, GmISU01.17G122700.1.p
