Orthogroup	D_spatulata.proteins	V_vinifera.proteins
OG0009116	Ds_00002740-RA	VIT_207s0005g04970.1
OG0009117	Ds_00013916-RA	VIT_217s0053g00670.1
OG0009118	Ds_00003837-RA	VIT_214s0108g00080.1
OG0009119	Ds_00017458-RA	VIT_214s0066g01230.1, VIT_214s0066g01230.3, VIT_214s0066g01230.2
OG0009120	Ds_00009874-RA	VIT_201s0011g06370.1, VIT_204s0008g05325.1
OG0009121	Ds_00008153-RA	VIT_202s0012g00310.1, VIT_202s0012g00310.2
OG0009122	Ds_00011074-RA	VIT_214s0083g00640.2, VIT_214s0083g00640.1
OG0009123	Ds_00013102-RA	VIT_202s0087g00586.1
OG0009124	Ds_00004701-RA	VIT_217s0000g07920.1
OG0009125	Ds_00014106-RA	VIT_217s0000g06450.1
OG0009126	Ds_00005618-RA	VIT_202s0012g00850.1
OG0009127	Ds_00008127-RA	VIT_213s0106g00380.1, VIT_202s0012g00620.1
OG0009128	Ds_00013492-RA	VIT_214s0083g01170.4, VIT_214s0083g01170.3
OG0009129	Ds_00013136-RA	VIT_215s0021g00320.1
OG0009130	Ds_00016069-RA	VIT_201s0011g02060.1
OG0009131	Ds_00008399-RA	VIT_201s0011g03060.2, VIT_201s0011g03060.1
OG0009132	Ds_00016591-RA	VIT_202s0012g02090.1
OG0009134	Ds_00006985-RA	VIT_202s0012g02270.1, VIT_202s0012g02270.3, VIT_202s0012g02270.2, VIT_202s0012g02270.4
OG0009135	Ds_00001838-RA	VIT_214s0068g01530.1
OG0009136	Ds_00014151-RA	VIT_214s0066g01920.1, VIT_214s0066g01920.2
OG0009137	Ds_00013106-RA	VIT_202s0087g00100.1
OG0009138	Ds_00017394-RA	VIT_201s0010g02570.1
OG0009139	Ds_00009272-RA	VIT_214s0006g03240.1, VIT_214s0006g03240.3, VIT_214s0006g03240.4, VIT_214s0006g03240.2
OG0009140	Ds_00016813-RA	VIT_200s0220g00020.1
OG0009141	Ds_00008808-RA, Ds_00008811-RA	VIT_217s0053g00750.2, VIT_217s0053g00750.3, VIT_217s0053g00750.1, VIT_217s0053g00750.4
OG0009142	Ds_00009264-RA, Ds_00009262-RA	VIT_214s0006g02880.1
OG0009143	Ds_00001902-RA	VIT_214s0171g00130.1
OG0009144	Ds_00008448-RA	VIT_201s0113g00430.4, VIT_201s0113g00430.1, VIT_201s0113g00430.2, VIT_201s0113g00430.5, VIT_201s0113g00430.3
OG0009145	Ds_00010622-RA	VIT_217s0000g04740.2, VIT_217s0000g04740.1
OG0009146	Ds_00008108-RA	VIT_202s0012g00300.1
OG0009148	Ds_00008562-RA	VIT_201s0011g04060.1
OG0009149	Ds_00005899-RA	VIT_217s0000g02670.1, VIT_217s0000g02670.2
OG0009150	Ds_00009008-RA	VIT_201s0026g00810.1
OG0009151	Ds_00008107-RA	VIT_202s0012g01000.3, VIT_202s0012g01000.1, VIT_202s0012g01000.2, VIT_202s0012g01000.5, VIT_202s0012g01000.4, VIT_202s0012g01000.6
OG0009152	Ds_00002802-RA	VIT_200s0616g00010.1
OG0009153	Ds_00015442-RA	VIT_201s0127g00180.1
OG0009154	Ds_00017508-RA	VIT_219s0014g00760.1
OG0009155	Ds_00004870-RA, Ds_00013096-RA	VIT_202s0109g00230.2, VIT_202s0109g00230.4
OG0009157	Ds_00015228-RA	VIT_219s0015g01950.1
OG0009158	Ds_00009384-RA	VIT_200s0441g00010.1, VIT_200s0441g00010.2, VIT_200s0441g00010.4, VIT_200s0441g00010.3, VIT_200s0525g00010.1
OG0009159	Ds_00017274-RA	VIT_215s0021g01370.1, VIT_215s0021g01370.2
OG0009160	Ds_00015635-RA	VIT_216s0013g01680.2, VIT_216s0013g01680.1
OG0009161	Ds_00006492-RA	VIT_208s0007g05890.1, VIT_208s0007g05890.2, VIT_208s0007g05890.3
OG0009162	Ds_00006733-RA	VIT_214s0006g02210.1
OG0009163	Ds_00008576-RA	VIT_201s0011g03610.1, VIT_201s0011g03610.2
OG0009164	Ds_00003288-RA	VIT_214s0066g02020.1
OG0009167	Ds_00011427-RA	VIT_217s0000g07530.2, VIT_217s0000g07530.1
OG0009169	Ds_00017142-RA	VIT_217s0000g06910.1
OG0009170	Ds_00007015-RA	VIT_218s0001g01950.1
OG0009171	Ds_00008476-RA	VIT_214s0006g02960.3, VIT_214s0006g02960.5, VIT_214s0006g02960.4, VIT_214s0006g02960.1, VIT_214s0006g02960.2
OG0009173	Ds_00008551-RA	VIT_201s0011g04500.1
OG0009174	Ds_00001401-RA	VIT_217s0000g00950.1, VIT_217s0000g00950.2
OG0009175	Ds_00014134-RA	VIT_217s0000g02400.1
OG0009176	Ds_00008565-RA	VIT_201s0011g03860.1, VIT_208s0058g01175.1
OG0009179	Ds_00008948-RA	VIT_214s0066g01410.2, VIT_214s0066g01410.1
OG0009181	Ds_00007400-RA	VIT_202s0087g00090.1
OG0009182	Ds_00013273-RA	VIT_215s0021g01210.1, VIT_202s0236g00040.1, VIT_200s0208g00100.1, VIT_203s0063g00440.1, VIT_202s0236g00040.2
OG0009185	Ds_00005443-RA, Ds_00002919-RA	VIT_218s0001g04180.1, VIT_218s0001g04180.2
OG0009190	Ds_00017187-RA, Ds_00009733-RA, Ds_00012422-RA	VIT_217s0000g01090.2, VIT_217s0000g01090.1, VIT_217s0000g01100.1, VIT_217s0000g01090.3, VIT_217s0000g01090.4
OG0009191	Ds_00011428-RA	VIT_217s0000g05380.1
OG0009192	Ds_00003487-RA	VIT_218s0089g00870.1
OG0009193	Ds_00000587-RA	VIT_218s0001g08290.11, VIT_218s0001g08290.9, VIT_218s0001g08290.12, VIT_218s0001g08290.6, VIT_218s0001g08290.2, VIT_218s0001g08290.5, VIT_218s0001g08290.1, VIT_218s0001g08290.10, VIT_218s0001g08290.8, VIT_218s0001g08290.3, VIT_218s0001g08290.7, VIT_218s0001g08290.4
OG0009195	Ds_00002763-RA	VIT_205s0049g01950.1, VIT_205s0049g01950.2, VIT_205s0049g01950.3, VIT_205s0049g01950.4
OG0009198	Ds_00012827-RA	VIT_200s0357g00090.2, VIT_200s0357g00090.1
OG0009200	Ds_00016405-RA	VIT_216s0050g00690.1, VIT_216s0050g00690.3, VIT_216s0050g00690.2
OG0009201	Ds_00003222-RA	VIT_205s0077g01320.1
OG0009202	Ds_00007110-RA	VIT_205s0020g02230.1
OG0009203	Ds_00003976-RA	VIT_207s0031g02620.2, VIT_207s0031g02620.4, VIT_207s0031g02620.3, VIT_207s0031g02620.1
OG0009204	Ds_00008915-RA	VIT_203s0110g00230.1, VIT_203s0091g00360.1
OG0009205	Ds_00011696-RA	VIT_219s0085g00110.1
OG0009207	Ds_00014431-RA	VIT_206s0009g01540.1, VIT_206s0009g01530.1
OG0009255	Ds_00007109-RA	VIT_205s0020g02650.1
OG0009256	Ds_00013939-RA	VIT_206s0061g00010.3, VIT_206s0061g00010.1, VIT_206s0061g00010.5, VIT_206s0061g00010.4, VIT_206s0061g00010.2
OG0009257	Ds_00015541-RA	VIT_207s0005g00680.1, VIT_207s0005g00680.2
OG0009260	Ds_00009593-RA, Ds_00010992-RA	VIT_208s0007g08760.2, VIT_208s0007g08760.1, VIT_208s0007g08760.3
OG0009261	Ds_00007573-RA	VIT_206s0009g03190.1
OG0009262	Ds_00005070-RA	VIT_205s0077g01270.2, VIT_205s0077g01260.2, VIT_205s0077g01260.1, VIT_205s0077g01270.1
OG0009264	Ds_00006026-RA	VIT_210s0092g00060.1, VIT_210s0092g00060.2
OG0009266	Ds_00007983-RA, Ds_00006861-RA	VIT_213s0106g00620.1
OG0009267	Ds_00018042-RA	VIT_212s0059g00260.1
OG0009268	Ds_00001639-RA	VIT_208s0040g03330.1, VIT_208s0040g03330.2
OG0009269	Ds_00009573-RA	VIT_203s0038g03910.1
OG0009270	Ds_00006191-RA	VIT_214s0030g01250.1, VIT_214s0030g01250.2
OG0009271	Ds_00005551-RA	VIT_203s0038g01240.1
OG0009272	Ds_00010831-RA, Ds_00010830-RA	VIT_213s0019g01450.2, VIT_213s0019g01450.1
OG0009273	Ds_00010043-RA	VIT_206s0004g07380.1
OG0009275	Ds_00016814-RA	VIT_216s0039g01610.1
OG0009276	Ds_00010025-RA	VIT_206s0004g07840.3, VIT_206s0004g07840.2, VIT_206s0004g07840.1
OG0009277	Ds_00007367-RA, Ds_00011120-RA, Ds_00013146-RA	VIT_208s0007g02000.1
OG0009278	Ds_00009588-RA	VIT_208s0007g08650.2, VIT_208s0007g08650.3, VIT_208s0007g08650.1
OG0009279	Ds_00004844-RA	VIT_202s0087g00360.1, VIT_202s0087g00360.3, VIT_202s0087g00360.2
OG0009280	Ds_00003649-RA	VIT_200s0245g00040.1, VIT_214s0128g00460.3, VIT_214s0128g00460.2, VIT_214s0128g00460.1
OG0009281	Ds_00012349-RA	VIT_207s0005g01770.1
OG0009282	Ds_00006647-RA	VIT_206s0009g02080.1
OG0009284	Ds_00017899-RA	VIT_207s0005g06610.1, VIT_207s0005g06610.2
OG0009285	Ds_00004236-RA	VIT_201s0011g01260.1
OG0009286	Ds_00013870-RA	VIT_200s0590g00010.1
OG0009287	Ds_00000457-RA	VIT_209s0054g00710.1
OG0009288	Ds_00006658-RA	VIT_200s0207g00100.1, VIT_200s0207g00100.2
OG0009289	Ds_00013222-RA	VIT_201s0011g05570.2, VIT_201s0011g05570.1
OG0009290	Ds_00001010-RA	VIT_207s0005g05590.1
OG0009291	Ds_00005897-RA, Ds_00009220-RA	VIT_217s0000g03860.1
OG0009292	Ds_00006174-RA	VIT_214s0030g01860.1, VIT_214s0030g01860.2
OG0009293	Ds_00013266-RA	VIT_202s0012g00140.3, VIT_202s0012g00140.1
OG0009296	Ds_00015681-RA	VIT_206s0080g00800.1
OG0009298	Ds_00007628-RA	VIT_209s0002g02280.1
OG0009299	Ds_00013250-RA	VIT_213s0047g01030.1
OG0009300	Ds_00004092-RA, Ds_00017647-RA	VIT_202s0025g02010.1
OG0009301	Ds_00013363-RA	VIT_219s0085g00820.2, VIT_219s0085g00820.1
OG0009302	Ds_00000477-RA	VIT_209s0002g01060.1
OG0009303	Ds_00017782-RA	VIT_204s0008g01190.5, VIT_204s0008g01190.2, VIT_204s0008g01190.1, VIT_204s0008g01190.3
OG0009304	Ds_00002728-RA	VIT_208s0007g07460.1
OG0009306	Ds_00010360-RA, Ds_00015274-RA	VIT_208s0040g03380.1, VIT_208s0040g03380.2
OG0009308	Ds_00017284-RA	VIT_207s0141g00660.1
OG0009309	Ds_00003135-RA	VIT_205s0020g02950.3, VIT_205s0020g02950.5, VIT_205s0020g02950.2, VIT_205s0020g02950.4, VIT_205s0020g02950.1
OG0009310	Ds_00014841-RA	VIT_206s0061g00850.1
OG0009312	Ds_00000481-RA	VIT_209s0002g01180.1
OG0009313	Ds_00010776-RA	VIT_208s0007g00460.2, VIT_213s0047g01205.1, VIT_208s0007g00460.1
OG0009315	Ds_00000552-RA	VIT_206s0004g00170.1, VIT_206s0004g00170.2, VIT_206s0004g00170.3
OG0009316	Ds_00015986-RA	VIT_208s0058g01420.1
OG0009317	Ds_00005407-RA	VIT_214s0060g00075.1
OG0009319	Ds_00007352-RA	VIT_208s0056g01200.1
OG0009321	Ds_00005412-RA	VIT_207s0005g03790.1
OG0009322	Ds_00006848-RA	VIT_208s0058g00830.1
OG0009323	Ds_00014862-RA	VIT_205s0124g00020.1
OG0009324	Ds_00005784-RA	VIT_208s0007g05600.1
OG0009325	Ds_00017949-RA	VIT_214s0060g00970.1, VIT_218s0157g00160.1
OG0009326	Ds_00000928-RA	VIT_207s0104g00500.3, VIT_207s0104g00500.1, VIT_207s0104g00500.2
OG0009327	Ds_00013895-RA	VIT_208s0007g07110.1
OG0009328	Ds_00001023-RA	VIT_207s0005g02610.1
OG0009329	Ds_00007825-RA	VIT_207s0005g03490.3, VIT_207s0005g03490.2, VIT_207s0005g03490.1
OG0009331	Ds_00007775-RA	VIT_207s0289g00020.1, VIT_207s0141g00320.1
OG0009332	Ds_00006601-RA	VIT_213s0067g00390.4, VIT_213s0067g00390.3, VIT_213s0067g00390.1, VIT_213s0067g00390.2
OG0009333	Ds_00009123-RA	VIT_201s0010g00580.1, VIT_201s0010g00580.2
OG0009334	Ds_00007097-RA	VIT_205s0020g02640.1, VIT_205s0020g02640.2
OG0009335	Ds_00012360-RA	VIT_207s0005g02760.2, VIT_207s0005g02760.1
OG0009336	Ds_00003948-RA	VIT_214s0060g00320.1, VIT_214s0060g00320.2
OG0009337	Ds_00007013-RA	VIT_216s0013g01960.3, VIT_216s0013g01960.1
OG0009338	Ds_00013174-RA	VIT_213s0019g01070.2, VIT_213s0019g01070.1
OG0009339	Ds_00007241-RA	VIT_211s0016g05630.1, VIT_211s0016g05630.2
OG0009341	Ds_00002095-RA	VIT_207s0005g03020.1
OG0009343	Ds_00012608-RA	VIT_218s0041g01930.2, VIT_218s0041g01930.1, VIT_208s0007g05460.1
OG0009344	Ds_00007410-RA	VIT_208s0056g01270.1, VIT_208s0056g01270.3, VIT_208s0056g01270.2, VIT_208s0056g01270.4
OG0009345	Ds_00005782-RA	VIT_205s0049g01470.1, VIT_205s0049g01470.2, VIT_213s0073g00670.1
OG0009346	Ds_00014443-RA	VIT_214s0060g00450.1
OG0009347	Ds_00009326-RA	VIT_209s0070g00120.1
OG0009348	Ds_00008650-RA	VIT_212s0142g00220.1, VIT_212s0142g00220.2
OG0009349	Ds_00014764-RA	VIT_206s0004g02120.1
OG0009351	Ds_00005026-RA	VIT_205s0020g00820.2, VIT_205s0020g00820.1, VIT_205s0020g00820.3
OG0009352	Ds_00004653-RA	VIT_205s0020g03030.2, VIT_205s0020g03030.4, VIT_205s0020g03030.1, VIT_205s0020g03030.3
OG0009354	Ds_00001112-RA	VIT_207s0151g00780.1
OG0009355	Ds_00013740-RA	VIT_204s0023g00410.1
OG0009356	Ds_00006751-RA	VIT_207s0129g00400.1
OG0009357	Ds_00001865-RA	VIT_205s0020g01310.1, VIT_205s0020g01310.4, VIT_205s0020g01310.3, VIT_205s0020g01310.2
OG0009358	Ds_00006319-RA	VIT_214s0128g00850.2, VIT_214s0128g00850.3, VIT_214s0128g00850.4, VIT_214s0128g00850.1
OG0009359	Ds_00009359-RA	VIT_208s0040g00420.1
OG0009360	Ds_00004507-RA	VIT_208s0032g00090.1
OG0009361	Ds_00014054-RA	VIT_219s0015g00150.1
OG0009362	Ds_00015390-RA	VIT_210s0116g00860.1, VIT_210s0116g00860.2, VIT_210s0116g00860.3, VIT_210s0116g00860.4
OG0009363	Ds_00005891-RA	VIT_219s0015g01340.3, VIT_219s0015g01340.1
OG0009364	Ds_00007834-RA	VIT_213s0019g01900.1, VIT_213s0019g01900.2
OG0009365	Ds_00007623-RA	VIT_208s0007g06200.1, VIT_208s0007g06200.2, VIT_208s0007g06200.4, VIT_208s0007g06200.3
OG0009366	Ds_00007774-RA	VIT_207s0141g00370.1
OG0009367	Ds_00003704-RA	VIT_214s0060g00340.1
OG0009369	Ds_00013619-RA	VIT_207s0005g01370.1
OG0009370	Ds_00003779-RA	VIT_217s0000g08500.1
OG0009371	Ds_00011816-RA	VIT_214s0060g01100.3, VIT_214s0060g01100.5, VIT_214s0060g01100.2
OG0009372	Ds_00006152-RA	VIT_214s0030g02220.1
OG0009373	Ds_00011889-RA	VIT_203s0017g01930.1
OG0009374	Ds_00008341-RA	VIT_208s0007g07510.1
OG0009375	Ds_00004654-RA, Ds_00003138-RA	VIT_205s0020g03040.1
OG0009376	Ds_00009340-RA	VIT_209s0002g00780.2, VIT_209s0002g00780.1
OG0009377	Ds_00011632-RA	VIT_218s0122g00710.1
OG0009378	Ds_00011291-RA	VIT_218s0001g13070.1
OG0009379	Ds_00013675-RA, Ds_00013677-RA	VIT_218s0001g03850.1
OG0009382	Ds_00005628-RA	VIT_216s0098g01540.1
OG0009383	Ds_00003037-RA	VIT_218s0122g00880.1
OG0009384	Ds_00001952-RA	VIT_212s0035g00700.1
OG0009385	Ds_00008202-RA	VIT_203s0038g04010.1
OG0009386	Ds_00002887-RA	VIT_218s0041g00290.1, VIT_218s0041g00290.2
OG0009388	Ds_00000047-RA	VIT_204s0023g03690.1, VIT_203s0038g02300.1
OG0009389	Ds_00003709-RA	VIT_207s0031g02410.2, VIT_207s0031g02410.1, VIT_207s0031g02410.4, VIT_207s0031g02410.3
OG0009390	Ds_00007072-RA	VIT_218s0001g13890.1, VIT_218s0001g13890.2
OG0009391	Ds_00000021-RA	VIT_212s0178g00010.2, VIT_212s0178g00010.1
OG0009392	Ds_00009420-RA	VIT_207s0129g00610.1, VIT_207s0129g00610.2, VIT_207s0129g00610.3
OG0009393	Ds_00001492-RA	VIT_218s0001g15370.2, VIT_218s0001g15370.1, VIT_218s0001g15370.3
OG0009394	Ds_00015314-RA	VIT_203s0063g01020.4, VIT_203s0063g01020.1, VIT_203s0063g01020.3, VIT_203s0063g01020.2
OG0009395	Ds_00008676-RA	VIT_218s0001g02370.1, VIT_218s0001g02370.2
OG0009396	Ds_00003052-RA	VIT_218s0122g00430.1, VIT_218s0122g00430.2, VIT_218s0122g00430.3, VIT_218s0122g00430.4
OG0009397	Ds_00017033-RA	VIT_203s0038g04080.1
OG0009399	Ds_00008856-RA	VIT_203s0038g03050.1
OG0009400	Ds_00006756-RA	VIT_207s0129g00530.1
OG0009401	Ds_00001475-RA	VIT_204s0023g02720.1
OG0009402	Ds_00015844-RA	VIT_218s0001g00580.1
OG0009403	Ds_00013423-RA	VIT_204s0044g01710.1
OG0009404	Ds_00013535-RA	VIT_203s0091g00480.1, VIT_203s0091g00480.2
OG0009405	Ds_00000056-RA	VIT_203s0038g02510.3, VIT_203s0038g02510.2, VIT_203s0038g02510.1
OG0009406	Ds_00000046-RA	VIT_207s0005g00830.1
OG0009407	Ds_00014469-RA	VIT_218s0001g14450.1, VIT_204s0023g03510.1, VIT_204s0023g03510.2
OG0009408	Ds_00013387-RA	VIT_200s0386g00020.1
OG0009409	Ds_00005422-RA	VIT_200s0302g00050.1
OG0009411	Ds_00011967-RA	VIT_218s0122g00830.1
OG0009412	Ds_00006982-RA	VIT_212s0055g00710.1
OG0009413	Ds_00012181-RA	VIT_218s0001g08170.1
OG0009415	Ds_00005740-RA, Ds_00009356-RA	VIT_208s0040g00490.1
OG0009416	Ds_00004731-RA	VIT_218s0001g15290.1
OG0009417	Ds_00011267-RA	VIT_203s0038g00740.1
OG0009418	Ds_00016502-RA	VIT_203s0063g02020.2, VIT_203s0063g02020.1
OG0009420	Ds_00001969-RA	VIT_212s0035g01080.3, VIT_212s0035g01080.2, VIT_212s0035g01080.1
OG0009421	Ds_00001522-RA	VIT_218s0072g00120.1
OG0009423	Ds_00013534-RA	VIT_203s0091g00460.1, VIT_203s0091g00460.3, VIT_203s0091g00460.5, VIT_203s0091g00460.2, VIT_203s0091g00460.4, VIT_203s0091g00460.6
OG0009424	Ds_00010012-RA	VIT_211s0016g05610.1, VIT_211s0016g05610.2
OG0009425	Ds_00014361-RA	VIT_203s0091g00610.2, VIT_203s0091g00610.1
OG0009426	Ds_00002332-RA	VIT_203s0063g00510.1
OG0009427	Ds_00000073-RA	VIT_218s0001g00750.2, VIT_218s0001g00750.1
OG0009428	Ds_00007867-RA	VIT_218s0001g12470.1
OG0009429	Ds_00007049-RA	VIT_207s0031g01280.2
OG0009430	Ds_00008806-RA	VIT_204s0023g02140.1
OG0009432	Ds_00001950-RA	VIT_212s0034g02170.1, VIT_212s0034g02170.2, VIT_212s0034g02170.3
OG0009433	Ds_00017179-RA	VIT_200s0199g00170.1, VIT_217s0000g03490.1
OG0009434	Ds_00016805-RA	VIT_200s0340g00080.1
OG0009435	Ds_00005420-RA	VIT_218s0001g00610.2, VIT_218s0001g00610.1, VIT_218s0001g00610.3, VIT_200s0338g00030.1
OG0009436	Ds_00000143-RA	VIT_206s0009g01900.2, VIT_206s0009g01900.1
OG0009437	Ds_00010014-RA	VIT_212s0057g01500.1
OG0009438	Ds_00015849-RA	VIT_213s0074g00030.3, VIT_213s0074g00030.1, VIT_213s0074g00030.2
OG0009439	Ds_00013358-RA	VIT_203s0038g04180.1
OG0009440	Ds_00015316-RA	VIT_209s0002g07980.1
OG0009441	Ds_00011950-RA	VIT_212s0034g02075.1
OG0009442	Ds_00009463-RA	VIT_209s0018g01320.1
OG0009443	Ds_00017025-RA	VIT_203s0038g03980.1
OG0009446	Ds_00001595-RA	VIT_218s0001g06350.1
OG0009447	Ds_00003615-RA	VIT_200s0199g00020.2, VIT_200s0199g00020.1, VIT_200s0407g00040.1
OG0009448	Ds_00000280-RA	VIT_218s0001g10690.1
OG0009449	Ds_00005394-RA	VIT_207s0255g00160.1, VIT_200s1466g00020.1
OG0009450	Ds_00001963-RA	VIT_212s0035g00800.2, VIT_212s0035g00800.1
OG0009451	Ds_00009791-RA	VIT_218s0001g12250.1
OG0009452	Ds_00015320-RA, Ds_00004352-RA	VIT_203s0063g01930.1
OG0009454	Ds_00001423-RA	VIT_204s0044g01770.3, VIT_204s0044g01770.2, VIT_204s0044g01770.1
OG0009455	Ds_00007915-RA	VIT_212s0142g00070.1
OG0009456	Ds_00001937-RA	VIT_212s0034g01330.1
OG0009457	Ds_00001797-RA	VIT_201s0146g00240.1
OG0009458	Ds_00001611-RA	VIT_218s0001g07260.1, VIT_218s0001g07260.2, VIT_218s0001g07260.3
OG0009459	Ds_00014686-RA	VIT_205s0020g04440.1, VIT_205s0020g04440.2, VIT_205s0020g04440.3
OG0009460	Ds_00012702-RA	VIT_201s0011g06070.1
OG0009461	Ds_00007894-RA, Ds_00007895-RA	VIT_218s0001g11320.1
OG0009462	Ds_00011293-RA	VIT_218s0001g13160.4, VIT_218s0001g13160.5, VIT_218s0001g13160.6, VIT_218s0001g13160.3, VIT_218s0001g13160.1, VIT_218s0001g13160.2
OG0009463	Ds_00005338-RA	VIT_200s0670g00010.1
OG0009465	Ds_00014404-RA	VIT_211s0016g02310.1, VIT_209s0002g02380.1
OG0009466	Ds_00009398-RA	VIT_207s0129g00030.1
OG0009467	Ds_00017027-RA	VIT_207s0104g00080.1
OG0009468	Ds_00015230-RA	VIT_200s0301g00100.1
OG0009469	Ds_00010645-RA	VIT_216s0022g01250.2, VIT_216s0022g01250.4, VIT_216s0022g01250.1, VIT_216s0022g01250.3
OG0009470	Ds_00002102-RA	VIT_213s0067g00140.1
OG0009471	Ds_00014246-RA	VIT_213s0067g00150.2, VIT_213s0067g00150.1
OG0009473	Ds_00004389-RA	VIT_210s0003g02710.1, VIT_210s0003g02710.2
OG0009475	Ds_00000914-RA	VIT_207s0104g01410.1
OG0009476	Ds_00000474-RA	VIT_209s0002g01040.1, VIT_209s0002g01030.1
OG0009477	Ds_00012908-RA	VIT_210s0003g00150.2, VIT_210s0003g00150.1
OG0009478	Ds_00013991-RA	VIT_210s0116g00520.2, VIT_210s0116g00520.1
OG0009479	Ds_00004292-RA	VIT_210s0003g04340.2, VIT_210s0003g04340.1
OG0009481	Ds_00014075-RA	VIT_218s0117g00250.1
OG0009482	Ds_00012244-RA	VIT_212s0059g01210.3, VIT_212s0059g01210.2, VIT_212s0059g01210.1
OG0009485	Ds_00016290-RA	VIT_215s0048g00310.1
OG0009486	Ds_00002191-RA	VIT_219s0014g03500.1
OG0009487	Ds_00004289-RA	VIT_210s0003g04480.1
OG0009488	Ds_00010472-RA	VIT_202s0087g00770.2, VIT_202s0087g00770.1
OG0009489	Ds_00005413-RA	VIT_203s0017g01940.1
OG0009490	Ds_00007563-RA	VIT_219s0014g02210.2, VIT_219s0014g02210.1, VIT_219s0014g02210.3
OG0009492	Ds_00011488-RA	VIT_210s0003g01560.2, VIT_210s0003g01560.3, VIT_210s0003g01560.1
OG0009493	Ds_00017532-RA	VIT_219s0014g01170.1, VIT_219s0014g01170.2, VIT_219s0014g01170.3
OG0009495	Ds_00001428-RA	VIT_207s0031g02150.1
OG0009496	Ds_00009544-RA	VIT_212s0059g00290.3, VIT_212s0059g00290.1, VIT_212s0059g00290.5, VIT_212s0059g00290.4, VIT_212s0059g00290.2
OG0009497	Ds_00000687-RA	VIT_213s0047g00320.1, VIT_210s0003g04370.1
OG0009499	Ds_00017129-RA	VIT_204s0008g04750.1
OG0009501	Ds_00003304-RA	VIT_204s0008g06800.1, VIT_204s0008g06800.2
OG0009502	Ds_00002334-RA, Ds_00017894-RA	VIT_209s0002g00720.1
OG0009503	Ds_00001337-RA	VIT_202s0241g00010.1, VIT_200s1323g00010.1
OG0009505	Ds_00000664-RA	VIT_209s0002g08260.1, VIT_209s0002g08260.2, VIT_209s0002g08260.3
OG0009506	Ds_00016472-RA	VIT_215s0048g01660.3, VIT_215s0048g01660.1, VIT_215s0048g01660.2
OG0009507	Ds_00000211-RA	VIT_211s0016g02670.4, VIT_211s0016g02670.3, VIT_211s0016g02670.2, VIT_211s0016g02670.1
OG0009509	Ds_00012773-RA	VIT_215s0021g02450.2, VIT_215s0021g02450.1
OG0009510	Ds_00014601-RA, Ds_00014600-RA	VIT_204s0008g03330.6, VIT_204s0008g03330.4, VIT_204s0008g03330.5, VIT_204s0008g03330.3, VIT_204s0008g03330.2, VIT_204s0008g03330.1
OG0009511	Ds_00012987-RA	VIT_216s0050g00140.1
OG0009513	Ds_00016742-RA, Ds_00006623-RA, Ds_00016741-RA	VIT_213s0067g01530.1, VIT_213s0067g01530.2
OG0009514	Ds_00001381-RA	VIT_200s0533g00040.3, VIT_200s0533g00040.2, VIT_200s0533g00040.4, VIT_200s0533g00040.1
OG0009515	Ds_00007220-RA, Ds_00009651-RA	VIT_211s0118g00470.1
OG0009516	Ds_00000236-RA	VIT_211s0016g03320.2, VIT_211s0016g03320.1
OG0009517	Ds_00001537-RA	VIT_213s0019g00850.1
OG0009518	Ds_00004585-RA	VIT_215s0046g02400.1
OG0009519	Ds_00009662-RA	VIT_211s0118g00760.1, VIT_211s0118g00760.2
OG0009520	Ds_00007924-RA	VIT_211s0052g00330.1
OG0009521	Ds_00013047-RA	VIT_211s0016g03640.3, VIT_211s0016g03640.1, VIT_211s0016g03640.2
OG0009522	Ds_00007494-RA	VIT_206s0004g04730.2, VIT_206s0004g04730.1
OG0009523	Ds_00016852-RA	VIT_215s0048g00390.1
OG0009524	Ds_00015163-RA	VIT_211s0065g00380.2, VIT_211s0065g00380.1, VIT_211s0065g00380.4, VIT_211s0065g00380.3
OG0009525	Ds_00016001-RA	VIT_211s0016g02100.1, VIT_211s0016g02100.2, VIT_211s0016g02100.3, VIT_211s0016g02100.4
OG0009527	Ds_00002186-RA	VIT_209s0070g00130.1
OG0009529	Ds_00002121-RA	VIT_202s0025g04770.4, VIT_202s0025g04770.2, VIT_202s0025g04770.1, VIT_202s0025g04770.3
OG0009530	Ds_00000441-RA, Ds_00002280-RA	VIT_211s0103g00630.1
OG0009531	Ds_00013640-RA, Ds_00013638-RA	VIT_204s0008g06970.2, VIT_204s0008g06970.1
OG0009532	Ds_00005600-RA	VIT_216s0098g00940.1, VIT_216s0098g00940.2
OG0009533	Ds_00000720-RA	VIT_209s0002g04570.2, VIT_209s0002g04570.1
OG0009534	Ds_00000429-RA	VIT_209s0018g01420.2, VIT_209s0018g01420.1, VIT_209s0018g01420.3
OG0009536	Ds_00007963-RA	VIT_211s0052g00960.1
OG0009537	Ds_00012010-RA	VIT_209s0002g06490.1, VIT_209s0002g06490.2
OG0009538	Ds_00014972-RA, Ds_00010460-RA	VIT_214s0068g01955.1
OG0009539	Ds_00010714-RA	VIT_207s0185g00140.1
OG0009540	Ds_00000665-RA	VIT_209s0002g06990.1
OG0009541	Ds_00004602-RA	VIT_216s0100g01290.1, VIT_215s0046g03680.1, VIT_215s0046g03680.4, VIT_215s0046g03680.2, VIT_215s0046g03680.3
OG0009543	Ds_00016055-RA	VIT_209s0002g03890.1
