Orthogroup	D_spatulata.proteins	G_max.proteins
OG0011786	Ds_00012060-RA	GmISU01.10G197100.1.p, GmISU01.20G123100.1.p
OG0011787	Ds_00001015-RA	GmISU01.10G109700.1.p
OG0011788	Ds_00000565-RA	GmISU01.14G080800.1.p, GmISU01.17G207200.1.p, GmISU01.06G038600.1.p, GmISU01.04G039100.1.p
OG0011789	Ds_00003260-RA	GmISU01.06G088600.1.p, GmISU01.04G086800.1.p
OG0011790	Ds_00004688-RA	GmISU01.10G037200.1.p, GmISU01.13G099700.1.p
OG0011791	Ds_00000145-RA	GmISU01.08G052600.1.p
OG0011792	Ds_00010935-RA	GmISU01.08G135700.1.p, GmISU01.05G159300.1.p
OG0011794	Ds_00007871-RA	GmISU01.09G092800.1.p, GmISU01.14G071300.1.p, GmISU01.17G216700.1.p
OG0011795	Ds_00013097-RA	GmISU01.09G170900.1.p, GmISU01.01G009200.1.p
OG0011796	Ds_00012691-RA	GmISU01.02G075900.1.p
OG0011799	Ds_00001548-RA	GmISU01.07G103200.1.p, GmISU01.03G081200.2.p
OG0011800	Ds_00002927-RA	GmISU01.08G086600.1.p, GmISU01.05G114200.1.p
OG0011801	Ds_00009139-RA	GmISU01.01G050400.1.p, GmISU01.02G103800.2.p
OG0011802	Ds_00017072-RA	GmISU01.08G252900.1.p, GmISU01.18G114000.1.p
OG0011803	Ds_00013516-RA	GmISU01.01G015700.1.p, GmISU01.09G165900.1.p
OG0011806	Ds_00011358-RA	GmISU01.19G023600.2.p, GmISU01.19G023600.1.p, GmISU01.13G039000.1.p
OG0011808	Ds_00014149-RA	GmISU01.19G077300.1.p
OG0011812	Ds_00015459-RA	GmISU01.09G184000.1.p, GmISU01.12G010200.1.p
OG0011814	Ds_00005158-RA	GmISU01.18G156300.1.p
OG0011815	Ds_00004334-RA	GmISU01.02G021500.1.p
OG0011816	Ds_00002805-RA	GmISU01.04G147600.5.p, GmISU01.04G147600.4.p, GmISU01.04G147600.7.p, GmISU01.04G147600.3.p, GmISU01.04G147600.6.p
OG0011817	Ds_00017654-RA	GmISU01.08G009500.1.p
OG0011818	Ds_00016179-RA	GmISU01.17G092300.1.p, GmISU01.05G023700.1.p
OG0011819	Ds_00000138-RA	GmISU01.07G093300.1.p
OG0011820	Ds_00014998-RA	GmISU01.02G169400.2.p, GmISU01.02G169400.1.p, GmISU01.17G069400.1.p
OG0011821	Ds_00016650-RA	GmISU01.11G197600.1.p, GmISU01.18G036800.1.p
OG0011823	Ds_00009135-RA	GmISU01.02G104800.3.p, GmISU01.02G104800.4.p
OG0011825	Ds_00003747-RA	GmISU01.12G077300.2.p, GmISU01.12G077300.1.p, GmISU01.11G150600.1.p
OG0011826	Ds_00002861-RA	GmISU01.20G157000.1.p, GmISU01.10G158700.1.p
OG0011827	Ds_00017255-RA	GmISU01.17G091200.1.p
OG0011828	Ds_00004733-RA	GmISU01.17G112900.1.p, GmISU01.05G013000.1.p
OG0011829	Ds_00006574-RA	GmISU01.02G109100.1.p, GmISU01.01G055850.1.p
OG0011830	Ds_00010815-RA, Ds_00010808-RA	GmISU01.03G005700.1.p, GmISU01.19G089900.1.p
OG0011831	Ds_00004944-RA	GmISU01.05G054400.1.p, GmISU01.17G130100.1.p
OG0011832	Ds_00000135-RA	GmISU01.09G135800.1.p, GmISU01.09G135700.1.p, GmISU01.07G094900.1.p
OG0011834	Ds_00010497-RA	GmISU01.02G106800.2.p, GmISU01.02G106800.1.p, GmISU01.01G053600.1.p
OG0011835	Ds_00006493-RA	GmISU01.01G066500.1.p, GmISU01.20G082300.1.p
OG0011838	Ds_00005108-RA	GmISU01.01G108500.1.p, GmISU01.13G150000.1.p
OG0011839	Ds_00016842-RA	GmISU01.13G188300.1.p, GmISU01.15G084900.1.p, GmISU01.15G084900.2.p
OG0011841	Ds_00012376-RA	GmISU01.01G058700.1.p, GmISU01.02G112400.1.p
OG0011842	Ds_00001133-RA	GmISU01.12G095400.1.p, GmISU01.06G253300.1.p
OG0011843	Ds_00013596-RA	GmISU01.07G100700.1.p, GmISU01.03G084200.1.p
OG0011844	Ds_00005351-RA	GmISU01.05G024100.1.p, GmISU01.17G091900.1.p
OG0011847	Ds_00011149-RA	GmISU01.09G114100.1.p, GmISU01.09G171900.1.p, GmISU01.01G112800.1.p
OG0011849	Ds_00002272-RA	GmISU01.09G147400.1.p, GmISU01.09G147400.2.p, GmISU01.07G081400.2.p, GmISU01.07G081400.1.p
OG0011850	Ds_00017409-RA	GmISU01.09G237300.1.p, GmISU01.09G237300.2.p
OG0011851	Ds_00010838-RA	GmISU01.01G063000.6.p, GmISU01.01G063000.5.p, GmISU01.01G063000.1.p, GmISU01.01G063000.3.p
OG0011852	Ds_00009105-RA	GmISU01.02G115300.1.p, GmISU01.09G066600.1.p, GmISU01.01G072700.1.p, GmISU01.20G146300.2.p
OG0011853	Ds_00008426-RA	GmISU01.06G120500.1.p
OG0011854	Ds_00008425-RA	GmISU01.01G054300.1.p, GmISU01.02G107400.1.p
OG0011856	Ds_00011133-RA	GmISU01.01G011000.1.p, GmISU01.01G010600.1.p, GmISU01.09G169600.1.p
OG0011857	Ds_00015596-RA	GmISU01.05G110000.1.p, GmISU01.08G081800.1.p
OG0011858	Ds_00005881-RA	GmISU01.20G088400.1.p, GmISU01.10G229300.1.p
OG0011859	Ds_00007065-RA	GmISU01.20G077400.1.p
OG0011860	Ds_00014829-RA	GmISU01.07G150500.1.p, GmISU01.20G008100.1.p
OG0011863	Ds_00005969-RA	GmISU01.02G058400.1.p
OG0011865	Ds_00006240-RA	GmISU01.18G043100.1.p
OG0011868	Ds_00004790-RA	GmISU01.01G099600.1.p, GmISU01.11G229100.1.p, GmISU01.18G005000.1.p
OG0011869	Ds_00012638-RA	GmISU01.03G003400.1.p, GmISU01.19G092000.1.p
OG0011871	Ds_00006518-RA	GmISU01.10G229900.1.p, GmISU01.20G087700.1.p
OG0011872	Ds_00017271-RA	GmISU01.18G197300.1.p
OG0011874	Ds_00013367-RA	GmISU01.13G042800.1.p, GmISU01.13G042800.2.p, GmISU01.19G018100.1.p
OG0011875	Ds_00011392-RA	GmISU01.04G148400.1.p
OG0011876	Ds_00003773-RA	GmISU01.05G033700.1.p
OG0011882	Ds_00001287-RA	GmISU01.05G179700.1.p, GmISU01.08G016300.1.p
OG0011884	Ds_00006884-RA	GmISU01.13G040200.1.p
OG0011888	Ds_00002058-RA, Ds_00016978-RA	GmISU01.03G151900.1.p, GmISU01.19G155300.1.p
OG0011890	Ds_00006801-RA	GmISU01.08G185100.1.p
OG0011891	Ds_00003434-RA	GmISU01.14G093800.1.p, GmISU01.17G194600.1.p
OG0011892	Ds_00007829-RA	GmISU01.19G130900.1.p, GmISU01.19G130900.2.p, GmISU01.19G130900.4.p
OG0011893	Ds_00014424-RA	GmISU01.06G142500.1.p
OG0011896	Ds_00005455-RA	GmISU01.16G128500.1.p, GmISU01.16G128400.1.p, GmISU01.06G204900.1.p
OG0011897	Ds_00002859-RA	GmISU01.19G217200.1.p, GmISU01.03G215900.1.p, GmISU01.07G049200.1.p, GmISU01.16G019500.1.p
OG0011899	Ds_00003516-RA	GmISU01.14G149100.1.p
OG0011900	Ds_00011932-RA	GmISU01.03G071400.3.p, GmISU01.03G071400.1.p, GmISU01.03G071400.2.p, GmISU01.03G071400.5.p, GmISU01.03G071400.4.p
OG0011901	Ds_00003241-RA, Ds_00014648-RA	GmISU01.11G114400.1.p, GmISU01.12G044900.1.p
OG0011904	Ds_00014499-RA, Ds_00014718-RA	GmISU01.07G105300.1.p, GmISU01.07G105300.3.p, GmISU01.13G292800.2.p
OG0011905	Ds_00010406-RA	GmISU01.03G081300.2.p, GmISU01.03G081300.1.p
OG0011910	Ds_00004802-RA	GmISU01.08G095300.2.p, GmISU01.05G121500.1.p, GmISU01.18G006200.1.p, GmISU01.11G227900.1.p
OG0011913	Ds_00005091-RA	GmISU01.20G059100.1.p, GmISU01.10G107900.1.p
OG0011925	Ds_00000029-RA	GmISU01.12G027700.2.p, GmISU01.12G027700.1.p, GmISU01.11G096800.2.p
OG0011938	Ds_00006484-RA	GmISU01.01G069500.6.p, GmISU01.01G069500.3.p, GmISU01.01G069500.5.p, GmISU01.01G069500.2.p, GmISU01.01G069500.4.p, GmISU01.01G069500.7.p, GmISU01.01G069500.1.p, GmISU01.02G088300.1.p
OG0011946	Ds_00014048-RA	GmISU01.14G143600.1.p, GmISU01.14G039400.1.p, GmISU01.14G039500.1.p, GmISU01.14G039600.1.p, GmISU01.14G039700.1.p, GmISU01.14G042700.1.p, GmISU01.14G040900.1.p
OG0012005	Ds_00003864-RA	GmISU01.03G197000.1.p
OG0012007	Ds_00015507-RA	GmISU01.18G217600.2.p, GmISU01.18G217600.1.p, GmISU01.08G231300.1.p
OG0012008	Ds_00011583-RA	GmISU01.14G039200.1.p, GmISU01.02G234200.1.p
OG0012009	Ds_00005395-RA	GmISU01.11G055200.1.p, GmISU01.01G144100.1.p
OG0012012	Ds_00002025-RA	GmISU01.19G149100.1.p
OG0012013	Ds_00004664-RA	GmISU01.17G025800.1.p, GmISU01.07G207600.1.p
OG0012016	Ds_00001106-RA	GmISU01.07G055000.1.p, GmISU01.16G025600.1.p
OG0012017	Ds_00011356-RA	GmISU01.13G148200.1.p, GmISU01.07G169000.1.p
OG0012019	Ds_00005099-RA, Ds_00005100-RA	GmISU01.10G002400.2.p, GmISU01.10G002400.1.p
OG0012026	Ds_00006673-RA	GmISU01.09G002500.1.p
OG0012027	Ds_00011935-RA	GmISU01.09G077700.1.p, GmISU01.13G162000.1.p, GmISU01.15G194700.1.p
OG0012028	Ds_00012628-RA	GmISU01.13G265100.2.p, GmISU01.13G265100.1.p, GmISU01.12G165500.1.p
OG0012029	Ds_00010039-RA	GmISU01.18G054000.1.p, GmISU01.11G173700.1.p
OG0012031	Ds_00016111-RA	GmISU01.10G025600.1.p, GmISU01.02G131700.1.p
OG0012032	Ds_00012400-RA, Ds_00000929-RA	GmISU01.10G024500.1.p
OG0012033	Ds_00006399-RA	GmISU01.02G000400.2.p, GmISU01.02G000400.1.p
OG0012034	Ds_00015703-RA	GmISU01.11G149700.1.p
OG0012035	Ds_00012404-RA	GmISU01.10G024900.2.p, GmISU01.02G132400.1.p
OG0012036	Ds_00008851-RA	GmISU01.20G076100.1.p, GmISU01.10G240400.1.p
OG0012038	Ds_00006181-RA	GmISU01.03G202300.1.p
OG0012041	Ds_00000716-RA	GmISU01.15G013700.1.p, GmISU01.07G005500.1.p
OG0012042	Ds_00004050-RA	GmISU01.09G207700.1.p, GmISU01.18G186300.1.p
OG0012046	Ds_00015548-RA	GmISU01.03G156200.2.p, GmISU01.03G156200.1.p
OG0012048	Ds_00000837-RA	GmISU01.10G087400.1.p
OG0012050	Ds_00013980-RA	GmISU01.14G176700.1.p, GmISU01.02G205600.1.p
OG0012051	Ds_00000422-RA	GmISU01.03G115400.1.p, GmISU01.19G119800.1.p
OG0012052	Ds_00003244-RA	GmISU01.15G027800.1.p
OG0012054	Ds_00009845-RA, Ds_00000855-RA	GmISU01.05G172800.1.p
OG0012055	Ds_00014909-RA	GmISU01.19G171700.1.p, GmISU01.03G169900.1.p
OG0012056	Ds_00006820-RA	GmISU01.16G189700.1.p, GmISU01.03G000600.2.p, GmISU01.03G000600.3.p
OG0012057	Ds_00001055-RA	GmISU01.03G178400.1.p, GmISU01.19G179700.1.p
OG0012058	Ds_00006170-RA	GmISU01.19G204800.1.p, GmISU01.03G203600.1.p
OG0012059	Ds_00003140-RA	GmISU01.01G196400.1.p, GmISU01.11G004500.1.p
OG0012061	Ds_00000949-RA	GmISU01.03G173100.1.p, GmISU01.02G016800.1.p
OG0012062	Ds_00009590-RA	GmISU01.04G179700.2.p, GmISU01.04G179700.3.p, GmISU01.06G132300.1.p
OG0012063	Ds_00000729-RA	GmISU01.15G015900.1.p
OG0012065	Ds_00000839-RA	GmISU01.10G087200.1.p, GmISU01.02G159700.1.p
OG0012066	Ds_00012662-RA	GmISU01.14G086700.1.p
OG0012069	Ds_00011883-RA	GmISU01.03G118800.1.p, GmISU01.19G122800.1.p
OG0012073	Ds_00011700-RA	GmISU01.17G164000.1.p
OG0012075	Ds_00007888-RA	GmISU01.14G073300.2.p, GmISU01.14G073300.1.p, GmISU01.17G214600.1.p
OG0012077	Ds_00013251-RA	GmISU01.10G101900.1.p
OG0012078	Ds_00012379-RA	GmISU01.11G166200.1.p
OG0012080	Ds_00015082-RA	GmISU01.07G158700.1.p, GmISU01.08G055100.1.p
OG0012081	Ds_00013151-RA	GmISU01.17G013500.1.p, GmISU01.07G220900.1.p
OG0012082	Ds_00004107-RA	GmISU01.14G161800.1.p, GmISU01.11G176400.1.p, GmISU01.18G056000.1.p
OG0012083	Ds_00010487-RA	GmISU01.06G056000.1.p, GmISU01.04G056100.1.p
OG0012084	Ds_00003174-RA	GmISU01.18G001200.1.p
OG0012085	Ds_00003433-RA	GmISU01.02G124000.1.p, GmISU01.07G175500.1.p
OG0012086	Ds_00006909-RA	GmISU01.10G125600.1.p, GmISU01.20G190100.1.p
OG0012087	Ds_00001062-RA	GmISU01.10G013200.1.p
OG0012089	Ds_00013696-RA	GmISU01.03G172100.1.p
OG0012091	Ds_00006005-RA	GmISU01.02G143500.1.p
OG0012092	Ds_00000464-RA	GmISU01.06G232000.1.p, GmISU01.12G110300.1.p
OG0012099	Ds_00017659-RA	GmISU01.15G105100.1.p
OG0012101	Ds_00011010-RA	GmISU01.19G108900.1.p
OG0012102	Ds_00000563-RA	GmISU01.04G038900.1.p, GmISU01.14G080600.1.p, GmISU01.17G207500.1.p
OG0012103	Ds_00008839-RA	GmISU01.06G094600.1.p
OG0012105	Ds_00011695-RA, Ds_00016685-RA	GmISU01.15G166700.1.p
OG0012106	Ds_00015351-RA	GmISU01.17G217500.1.p, GmISU01.14G070300.1.p
OG0012107	Ds_00012152-RA	GmISU01.01G200400.1.p
OG0012110	Ds_00015319-RA	GmISU01.11G113400.1.p
OG0012113	Ds_00016464-RA	GmISU01.10G185400.1.p, GmISU01.20G131900.2.p
OG0012114	Ds_00010908-RA	GmISU01.01G137100.1.p, GmISU01.11G060600.1.p
OG0012115	Ds_00000589-RA	GmISU01.06G081700.1.p, GmISU01.04G080000.1.p
OG0012116	Ds_00001525-RA	GmISU01.01G186400.1.p, GmISU01.11G013600.1.p
OG0012117	Ds_00004149-RA	GmISU01.07G064200.2.p, GmISU01.07G064200.1.p
OG0012118	Ds_00013650-RA	GmISU01.10G178700.1.p, GmISU01.20G138700.1.p
OG0012119	Ds_00013664-RA	GmISU01.06G098500.1.p
OG0012120	Ds_00002546-RA, Ds_00000521-RA	GmISU01.14G084200.1.p, GmISU01.17G204100.1.p
OG0012123	Ds_00001479-RA	GmISU01.18G098000.1.p, GmISU01.08G270100.1.p
OG0012124	Ds_00001397-RA	GmISU01.08G249500.1.p
OG0012128	Ds_00011278-RA	GmISU01.11G104500.1.p, GmISU01.12G035400.1.p
OG0012129	Ds_00002442-RA	GmISU01.08G131700.1.p, GmISU01.05G155300.2.p
OG0012130	Ds_00006738-RA, Ds_00016601-RA	GmISU01.11G063700.1.p, GmISU01.01G135400.1.p
OG0012132	Ds_00015034-RA	GmISU01.06G015300.1.p
OG0012133	Ds_00011264-RA	GmISU01.12G033200.1.p
OG0012139	Ds_00010957-RA	GmISU01.09G002100.1.p, GmISU01.09G002100.2.p, GmISU01.12G204800.1.p
OG0012140	Ds_00002500-RA	GmISU01.06G042800.1.p
OG0012141	Ds_00009472-RA	GmISU01.17G158200.1.p
OG0012142	Ds_00013541-RA	GmISU01.08G058400.1.p
OG0012143	Ds_00002483-RA	GmISU01.06G081800.1.p
OG0012144	Ds_00012211-RA	GmISU01.07G152600.1.p
OG0012145	Ds_00000531-RA	GmISU01.17G205000.2.p, GmISU01.14G083200.1.p
OG0012146	Ds_00012032-RA	GmISU01.13G107200.1.p, GmISU01.10G043600.1.p
OG0012148	Ds_00013001-RA	GmISU01.09G201800.1.p, GmISU01.18G192600.1.p
OG0012149	Ds_00003315-RA	GmISU01.07G035000.1.p
OG0012150	Ds_00014296-RA	GmISU01.18G165900.1.p, GmISU01.09G225900.1.p
OG0012151	Ds_00012288-RA	GmISU01.09G074600.1.p
OG0012152	Ds_00016332-RA	GmISU01.19G032900.1.p
OG0012154	Ds_00011511-RA	GmISU01.15G075100.1.p, GmISU01.13G199200.1.p
OG0012155	Ds_00004838-RA	GmISU01.01G116500.1.p, GmISU01.09G177000.1.p, GmISU01.16G091800.1.p, GmISU01.16G091700.1.p, GmISU01.16G091600.1.p
OG0012157	Ds_00004416-RA	GmISU01.07G231500.1.p, GmISU01.07G231500.3.p
OG0012158	Ds_00010480-RA	GmISU01.02G258900.1.p, GmISU01.14G013200.1.p, GmISU01.19G073200.1.p
OG0012159	Ds_00001799-RA	GmISU01.12G191500.1.p, GmISU01.13G235900.1.p
OG0012160	Ds_00011728-RA	GmISU01.18G087200.1.p, GmISU01.08G279300.1.p
OG0012162	Ds_00014579-RA	GmISU01.14G027300.1.p, GmISU01.02G245500.1.p
OG0012163	Ds_00011503-RA	GmISU01.12G009400.1.p
OG0012165	Ds_00014061-RA	GmISU01.14G013500.1.p
OG0012166	Ds_00016302-RA, Ds_00011339-RA	GmISU01.12G092900.1.p
OG0012171	Ds_00012752-RA	GmISU01.08G077600.1.p
OG0012173	Ds_00000265-RA	GmISU01.07G077900.1.p, GmISU01.09G152000.1.p
OG0012174	Ds_00007797-RA	GmISU01.19G125500.1.p
OG0012175	Ds_00001345-RA	GmISU01.11G027200.1.p
OG0012177	Ds_00017522-RA	GmISU01.15G155200.1.p, GmISU01.09G058600.1.p
OG0012178	Ds_00011317-RA	GmISU01.05G052000.3.p, GmISU01.17G127800.1.p
OG0012179	Ds_00005801-RA	GmISU01.20G116400.1.p, GmISU01.10G204000.2.p, GmISU01.10G204000.1.p
OG0012181	Ds_00009494-RA, Ds_00017721-RA	GmISU01.15G086800.1.p, GmISU01.13G186300.1.p
OG0012182	Ds_00006593-RA	GmISU01.20G046900.1.p, GmISU01.20G046900.2.p, GmISU01.13G002100.5.p
OG0012183	Ds_00000369-RA	GmISU01.02G191400.1.p, GmISU01.02G191400.3.p, GmISU01.02G191400.2.p, GmISU01.14G160200.1.p
OG0012185	Ds_00003558-RA	GmISU01.07G072200.1.p, GmISU01.03G016000.1.p
OG0012186	Ds_00000766-RA	GmISU01.15G018500.1.p, GmISU01.13G312800.1.p
OG0012188	Ds_00000772-RA	GmISU01.15G122300.1.p
OG0012189	Ds_00014398-RA	GmISU01.07G111100.1.p, GmISU01.01G005100.1.p
OG0012190	Ds_00017889-RA	GmISU01.14G104500.1.p
OG0012191	Ds_00017557-RA, Ds_00012866-RA	GmISU01.06G188900.1.p, GmISU01.04G123200.1.p
OG0012192	Ds_00014277-RA	GmISU01.17G178100.2.p, GmISU01.17G178100.4.p, GmISU01.17G178100.3.p, GmISU01.17G178100.1.p
OG0012194	Ds_00010767-RA	GmISU01.08G293900.1.p, GmISU01.18G069200.1.p
OG0012197	Ds_00016731-RA	GmISU01.11G027700.1.p
OG0012200	Ds_00001538-RA	GmISU01.03G076000.1.p
OG0012203	Ds_00011992-RA	GmISU01.09G190200.1.p
OG0012205	Ds_00003432-RA	GmISU01.06G050100.1.p, GmISU01.04G052000.1.p
OG0012206	Ds_00001553-RA	GmISU01.01G060200.1.p
OG0012207	Ds_00000187-RA	GmISU01.13G076800.1.p, GmISU01.17G050200.1.p
OG0012208	Ds_00012954-RA	GmISU01.09G142600.1.p, GmISU01.07G087800.1.p
OG0012209	Ds_00016901-RA	GmISU01.16G186500.1.p, GmISU01.09G132900.1.p
OG0012211	Ds_00013344-RA	GmISU01.04G070100.1.p
OG0012212	Ds_00007785-RA	GmISU01.09G240200.1.p
OG0012213	Ds_00003327-RA	GmISU01.18G078600.1.p, GmISU01.08G286000.1.p
OG0012214	Ds_00001949-RA	GmISU01.04G051800.2.p, GmISU01.06G050000.1.p
OG0012216	Ds_00000226-RA	GmISU01.08G030900.1.p, GmISU01.05G193800.1.p
OG0012218	Ds_00000742-RA	GmISU01.07G016300.1.p, GmISU01.08G189100.1.p
OG0012219	Ds_00014259-RA	GmISU01.14G117200.1.p
OG0012220	Ds_00012013-RA	GmISU01.10G203400.1.p, GmISU01.20G117100.1.p
OG0012222	Ds_00011976-RA	GmISU01.07G126700.1.p, GmISU01.11G009200.1.p
OG0012224	Ds_00003330-RA	GmISU01.06G052100.1.p
OG0012226	Ds_00004883-RA	GmISU01.01G113200.1.p, GmISU01.09G172900.1.p
OG0012227	Ds_00012025-RA	GmISU01.09G217600.1.p, GmISU01.18G176600.1.p
OG0012228	Ds_00015081-RA	GmISU01.15G062400.1.p, GmISU01.13G213800.1.p
OG0012229	Ds_00001635-RA	GmISU01.01G109200.1.p, GmISU01.18G168700.1.p, GmISU01.03G019800.1.p
OG0012230	Ds_00013318-RA	GmISU01.15G159700.2.p, GmISU01.15G159700.3.p
OG0012231	Ds_00010934-RA	GmISU01.15G000300.1.p, GmISU01.15G000300.2.p
OG0012232	Ds_00004184-RA	GmISU01.20G073700.1.p, GmISU01.10G242500.1.p
OG0012233	Ds_00004074-RA	GmISU01.11G082400.1.p
OG0012236	Ds_00011845-RA	GmISU01.17G188000.4.p, GmISU01.17G188000.1.p
OG0012237	Ds_00014631-RA	GmISU01.05G056900.1.p, GmISU01.17G132200.1.p
OG0012238	Ds_00016437-RA	GmISU01.17G062600.1.p
OG0012240	Ds_00015768-RA	GmISU01.13G073400.1.p
OG0012241	Ds_00012792-RA	GmISU01.07G017900.1.p, GmISU01.08G206300.1.p
OG0012242	Ds_00000733-RA	GmISU01.13G315300.1.p, GmISU01.15G015700.1.p
OG0012243	Ds_00005143-RA	GmISU01.09G097900.1.p
OG0012244	Ds_00007961-RA	GmISU01.17G058400.3.p, GmISU01.20G057400.1.p
OG0012245	Ds_00002597-RA	GmISU01.17G182500.1.p, GmISU01.14G106200.1.p
OG0012248	Ds_00015692-RA	GmISU01.13G277400.1.p, GmISU01.12G151500.1.p
OG0012249	Ds_00010278-RA	GmISU01.16G032700.2.p, GmISU01.16G032700.1.p, GmISU01.19G088100.1.p
OG0012251	Ds_00008692-RA	GmISU01.14G053800.1.p, GmISU01.14G053800.2.p, GmISU01.02G225900.2.p, GmISU01.02G225900.1.p
OG0012252	Ds_00000861-RA	GmISU01.14G021400.1.p, GmISU01.02G251200.1.p
OG0012253	Ds_00012865-RA	GmISU01.05G011300.2.p, GmISU01.05G011300.1.p, GmISU01.17G111100.1.p
OG0012255	Ds_00000813-RA	GmISU01.02G151700.3.p
OG0012256	Ds_00009534-RA	GmISU01.07G127500.1.p, GmISU01.18G147100.1.p
OG0012257	Ds_00007578-RA	GmISU01.06G215000.1.p
OG0012258	Ds_00002855-RA	GmISU01.20G160400.3.p, GmISU01.10G155900.1.p
OG0012259	Ds_00014728-RA	GmISU01.01G174800.1.p, GmISU01.11G024000.1.p
OG0012260	Ds_00011514-RA	GmISU01.13G144000.1.p
OG0012261	Ds_00005819-RA	GmISU01.11G205800.1.p, GmISU01.18G028300.1.p
OG0012262	Ds_00017742-RA	GmISU01.13G171500.1.p
OG0012265	Ds_00010185-RA	GmISU01.13G212550.1.p, GmISU01.15G064000.2.p, GmISU01.15G064000.3.p, GmISU01.15G064000.1.p
OG0012267	Ds_00007560-RA	GmISU01.13G236400.3.p, GmISU01.13G236400.1.p
OG0012268	Ds_00010303-RA	GmISU01.14G057100.1.p, GmISU01.02G216700.1.p
OG0012269	Ds_00004732-RA	GmISU01.07G232000.1.p, GmISU01.15G113800.1.p, GmISU01.15G113800.2.p, GmISU01.09G016300.1.p
OG0012271	Ds_00006570-RA	GmISU01.08G075600.2.p, GmISU01.05G103800.1.p
OG0012272	Ds_00015784-RA	GmISU01.13G126900.2.p
OG0012273	Ds_00010156-RA	GmISU01.12G081400.1.p
OG0012276	Ds_00006868-RA	GmISU01.15G180300.1.p
OG0012277	Ds_00011238-RA	GmISU01.09G163000.1.p
OG0012279	Ds_00007029-RA	GmISU01.06G269000.1.p, GmISU01.04G108500.1.p
OG0012281	Ds_00010116-RA	GmISU01.18G059300.1.p, GmISU01.11G181700.1.p
OG0012282	Ds_00015902-RA	GmISU01.08G056200.1.p, GmISU01.07G157300.1.p
OG0012283	Ds_00011890-RA	GmISU01.12G020800.1.p, GmISU01.11G088500.1.p
OG0012284	Ds_00011084-RA	GmISU01.09G184800.1.p, GmISU01.12G009300.1.p
OG0012285	Ds_00006018-RA	GmISU01.10G170900.1.p, GmISU01.20G145200.1.p
OG0012286	Ds_00004821-RA	GmISU01.16G032400.1.p, GmISU01.19G088400.1.p
OG0012288	Ds_00007518-RA	GmISU01.11G172600.1.p, GmISU01.18G052900.2.p
OG0012290	Ds_00004510-RA	GmISU01.15G099100.2.p, GmISU01.13G173300.1.p
OG0012291	Ds_00002036-RA	GmISU01.10G056500.1.p, GmISU01.13G119000.1.p
OG0012292	Ds_00013368-RA	GmISU01.09G007400.1.p, GmISU01.15G104200.1.p
OG0012293	Ds_00007596-RA	GmISU01.18G141500.1.p, GmISU01.07G121900.1.p
OG0012294	Ds_00010288-RA	GmISU01.13G110000.1.p, GmISU01.10G046500.1.p, GmISU01.10G046500.2.p
OG0012295	Ds_00015231-RA	GmISU01.15G064700.1.p
OG0012296	Ds_00000033-RA	GmISU01.12G028000.1.p, GmISU01.11G097000.1.p
OG0012298	Ds_00014614-RA	GmISU01.14G017900.1.p, GmISU01.02G253800.1.p
OG0012300	Ds_00011808-RA	GmISU01.16G045200.1.p
OG0012301	Ds_00004740-RA	GmISU01.02G173700.1.p
OG0012302	Ds_00015488-RA	GmISU01.01G186500.1.p, GmISU01.11G013500.1.p, GmISU01.01G186500.2.p
OG0012304	Ds_00017267-RA, Ds_00008985-RA	GmISU01.13G201900.2.p, GmISU01.13G201900.1.p
OG0012305	Ds_00005259-RA	GmISU01.13G010700.1.p
OG0012306	Ds_00007157-RA	GmISU01.16G037001.1.p, GmISU01.19G083500.1.p
OG0012307	Ds_00010255-RA	GmISU01.17G005000.1.p, GmISU01.07G229900.1.p
OG0012308	Ds_00012276-RA	GmISU01.12G092600.1.p, GmISU01.12G163600.1.p, GmISU01.13G266900.1.p
OG0012309	Ds_00007519-RA	GmISU01.18G053000.1.p, GmISU01.11G172800.1.p
OG0012310	Ds_00002240-RA	GmISU01.07G132300.1.p
OG0012311	Ds_00007544-RA	GmISU01.06G201200.1.p
OG0012312	Ds_00017577-RA	GmISU01.19G191200.1.p
OG0012313	Ds_00011579-RA	GmISU01.02G233800.1.p
OG0012314	Ds_00003342-RA	GmISU01.15G217400.1.p, GmISU01.08G152300.1.p, GmISU01.08G217500.1.p
OG0012315	Ds_00012920-RA	GmISU01.02G184200.1.p
OG0012316	Ds_00002030-RA, Ds_00008757-RA	GmISU01.03G142500.1.p, GmISU01.19G145800.1.p, GmISU01.10G048600.1.p, GmISU01.13G111900.1.p, GmISU01.19G145700.1.p, GmISU01.03G142400.1.p, GmISU01.10G048500.1.p
OG0012317	Ds_00014216-RA	GmISU01.10G076600.1.p, GmISU01.15G228900.1.p
OG0012319	Ds_00017543-RA	GmISU01.04G205500.1.p, GmISU01.06G104000.1.p
OG0012320	Ds_00006940-RA	GmISU01.03G202900.1.p
OG0012321	Ds_00006281-RA	GmISU01.20G186300.1.p, GmISU01.10G128800.1.p, GmISU01.03G202700.1.p, GmISU01.19G203900.1.p
OG0012323	Ds_00012046-RA	GmISU01.16G166700.1.p
OG0012324	Ds_00003090-RA	GmISU01.13G179600.1.p, GmISU01.15G093100.1.p
OG0012326	Ds_00005591-RA	GmISU01.14G155900.1.p, GmISU01.14G155900.2.p, GmISU01.02G187500.1.p
