Orthogroup	D_spatulata.proteins	B_vulgaris.proteins
OG0007654	Ds_00013844-RA	Bevul.8G015600.1.p, Bevul.8G015500.1.p
OG0007655	Ds_00005706-RA	Bevul.9G057800.1.p, Bevul.9G057900.1.p
OG0007656	Ds_00016189-RA	Bevul.8G080300.1.p
OG0007658	Ds_00016979-RA	Bevul.7G034700.1.p
OG0007659	Ds_00005215-RA	Bevul.2G003100.1.p
OG0007660	Ds_00004100-RA, Ds_00010006-RA	Bevul.9G061900.1.p, Bevul.9G061900.2.p
OG0007661	Ds_00008246-RA	Bevul.7G195900.1.p
OG0007662	Ds_00011606-RA	Bevul.7G197200.1.p
OG0007663	Ds_00000888-RA	Bevul.4G124800.1.p
OG0007664	Ds_00008007-RA	Bevul.4G241500.1.p
OG0007665	Ds_00003246-RA	Bevul.3G112800.1.p
OG0007666	Ds_00010243-RA	Bevul.5G039500.1.p
OG0007667	Ds_00015553-RA	Bevul.7G025700.1.p
OG0007668	Ds_00000375-RA	Bevul.5G012200.1.p
OG0007670	Ds_00005863-RA, Ds_00005851-RA	Bevul.9G019000.1.p
OG0007671	Ds_00010334-RA	Bevul.7G067000.1.p
OG0007672	Ds_00001161-RA	Bevul.9G076500.1.p
OG0007674	Ds_00007385-RA	Bevul.7G224300.1.p
OG0007675	Ds_00014859-RA	Bevul.9G084500.1.p, Bevul.9G084500.3.p, Bevul.9G084500.5.p, Bevul.9G084500.4.p, Bevul.9G084500.2.p, Bevul.9G084500.6.p
OG0007678	Ds_00007702-RA	Bevul.2G247900.1.p, Bevul.2G247900.2.p
OG0007679	Ds_00003989-RA	Bevul.9G187100.1.p, Bevul.5G194100.1.p
OG0007680	Ds_00007153-RA, Ds_00002719-RA	Bevul.3G174100.1.p
OG0007681	Ds_00000881-RA	Bevul.9G065200.2.p, Bevul.9G065200.1.p
OG0007682	Ds_00013370-RA	Bevul.8G049200.1.p
OG0007683	Ds_00007934-RA	Bevul.1G077400.1.p, Bevul.1G077300.1.p
OG0007685	Ds_00017013-RA	Bevul.4G193300.1.p
OG0007686	Ds_00005979-RA	Bevul.2G090700.1.p
OG0007687	Ds_00002953-RA	Bevul.4G038100.1.p
OG0007688	Ds_00003381-RA	Bevul.5G120200.1.p
OG0007689	Ds_00008765-RA	Bevul.8G009100.1.p, Bevul.2G115900.1.p, Bevul.8G009200.1.p
OG0007690	Ds_00015594-RA	Bevul.6G231300.1.p
OG0007691	Ds_00001886-RA	Bevul.4G092500.1.p
OG0007693	Ds_00007045-RA	Bevul.4G107000.1.p
OG0007695	Ds_00014984-RA	Bevul.2G224900.1.p
OG0007696	Ds_00011891-RA	Bevul.6G047100.1.p
OG0007697	Ds_00011002-RA	Bevul.3G194200.1.p
OG0007698	Ds_00005903-RA	Bevul.7G208500.1.p
OG0007699	Ds_00010650-RA	Bevul.4G051900.1.p
OG0007700	Ds_00007039-RA	Bevul.6G208200.1.p
OG0007701	Ds_00008319-RA	Bevul.7G180200.1.p
OG0007702	Ds_00006052-RA	Bevul.4G103300.1.p
OG0007703	Ds_00016853-RA	Bevul.5G051700.1.p
OG0007704	Ds_00008764-RA	Bevul.1G216400.1.p
OG0007705	Ds_00002023-RA	Bevul.7G050600.1.p
OG0007707	Ds_00012387-RA	Bevul.8G103700.1.p
OG0007708	Ds_00006215-RA	Bevul.9G035900.3.p, Bevul.9G035900.2.p, Bevul.9G035900.1.p
OG0007709	Ds_00010681-RA	Bevul.5G106000.1.p
OG0007710	Ds_00001752-RA	Bevul.4G047900.1.p
OG0007711	Ds_00011556-RA	Bevul.8G133300.1.p
OG0007712	Ds_00001676-RA	Bevul.4G000800.1.p
OG0007714	Ds_00001235-RA	Bevul.9G100100.1.p
OG0007716	Ds_00007626-RA	Bevul.2G029500.3.p, Bevul.2G029500.2.p, Bevul.2G029500.1.p
OG0007717	Ds_00017851-RA	Bevul.8G074700.1.p
OG0007718	Ds_00011749-RA	Bevul.4G034600.1.p
OG0007719	Ds_00000273-RA	Bevul.5G164400.1.p
OG0007720	Ds_00007760-RA	Bevul.7G136000.1.p
OG0007721	Ds_00006119-RA	Bevul.4G115600.1.p
OG0007722	Ds_00013873-RA	Bevul.3G109400.1.p
OG0007723	Ds_00017584-RA	Bevul.4G187700.1.p, Bevul.4G187900.1.p
OG0007724	Ds_00017471-RA	Bevul.2G088900.1.p
OG0007725	Ds_00006605-RA	Bevul.2G242800.1.p
OG0007727	Ds_00008318-RA	Bevul.7G180400.1.p
OG0007728	Ds_00006074-RA	Bevul.2G080400.1.p
OG0007731	Ds_00006826-RA	Bevul.7G001100.1.p, Bevul.7G001100.2.p
OG0007732	Ds_00006757-RA	Bevul.3G201400.1.p
OG0007733	Ds_00007159-RA, Ds_00007150-RA	Bevul.3G173500.1.p
OG0007734	Ds_00005816-RA	Bevul.2G237900.2.p, Bevul.2G237900.1.p
OG0007735	Ds_00011892-RA	Bevul.6G047200.1.p
OG0007736	Ds_00010132-RA	Bevul.5G115100.1.p
OG0007737	Ds_00000119-RA	Bevul.8G130100.1.p
OG0007738	Ds_00010579-RA	Bevul.6G237900.1.p
OG0007739	Ds_00008638-RA	Bevul.3G021700.1.p
OG0007740	Ds_00002232-RA	Bevul.1G079300.1.p
OG0007741	Ds_00001011-RA	Bevul.7G122700.1.p
OG0007742	Ds_00017712-RA	Bevul.3G233100.1.p
OG0007743	Ds_00014756-RA	Bevul.4G233800.1.p
OG0007744	Ds_00008640-RA	Bevul.3G021400.1.p
OG0007745	Ds_00006309-RA	Bevul.4G152700.1.p
OG0007746	Ds_00002504-RA	Bevul.1G050500.1.p
OG0007747	Ds_00010482-RA	Bevul.9G164500.1.p
OG0007748	Ds_00005314-RA	Bevul.7G110400.1.p
OG0007749	Ds_00003889-RA	Bevul.4G203800.1.p
OG0007750	Ds_00005003-RA	Bevul.3G131400.1.p
OG0007752	Ds_00013506-RA	Bevul.6G181000.1.p
OG0007754	Ds_00011607-RA, Ds_00005257-RA	Bevul.1G067600.1.p, Bevul.3G162800.1.p
OG0007755	Ds_00003133-RA	Bevul.3G141300.1.p
OG0007756	Ds_00015783-RA	Bevul.7G027400.1.p
OG0007758	Ds_00013196-RA	Bevul.6G023100.1.p
OG0007759	Ds_00014720-RA	Bevul.3G150900.1.p
OG0007760	Ds_00005097-RA	Bevul.3G005300.1.p
OG0007761	Ds_00009066-RA	Bevul.6G182100.1.p
OG0007762	Ds_00003656-RA	Bevul.5G242200.1.p, Bevul.4G203400.1.p
OG0007763	Ds_00017481-RA	Bevul.5G221400.1.p
OG0007764	Ds_00008890-RA, Ds_00011271-RA	Bevul.3G022900.1.p
OG0007765	Ds_00001064-RA	Bevul.5G248400.1.p, Bevul.4G020400.1.p
OG0007766	Ds_00005625-RA	Bevul.3G033600.1.p
OG0007767	Ds_00006736-RA	Bevul.6G020700.1.p
OG0007768	Ds_00001922-RA	Bevul.6G151300.1.p
OG0007769	Ds_00012891-RA	Bevul.6G162700.1.p
OG0007770	Ds_00010741-RA	Bevul.6G214300.1.p
OG0007772	Ds_00012254-RA, Ds_00012253-RA	Bevul.6G142700.1.p
OG0007773	Ds_00006138-RA	Bevul.4G126600.1.p
OG0007774	Ds_00005581-RA, Ds_00008636-RA	Bevul.3G022500.1.p
OG0007775	Ds_00006945-RA	Bevul.4G130500.1.p
OG0007776	Ds_00000506-RA	Bevul.6G116500.1.p
OG0007777	Ds_00009713-RA	Bevul.5G153100.1.p
OG0007778	Ds_00010738-RA	Bevul.6G214700.1.p
OG0007779	Ds_00013204-RA	Bevul.6G026700.1.p
OG0007780	Ds_00012849-RA	Bevul.1G031300.1.p, Bevul.2G236600.1.p
OG0007781	Ds_00014791-RA	Bevul.8G188800.1.p
OG0007782	Ds_00013613-RA	Bevul.2G083800.1.p
OG0007783	Ds_00010939-RA	Bevul.6G059000.1.p
OG0007784	Ds_00011879-RA	Bevul.6G089300.1.p
OG0007786	Ds_00007869-RA	Bevul.5G106700.1.p
OG0007787	Ds_00001906-RA	Bevul.2G082000.1.p
OG0007788	Ds_00015852-RA	Bevul.3G044500.1.p
OG0007789	Ds_00016368-RA	Bevul.7G012300.1.p
OG0007790	Ds_00011584-RA	Bevul.7G186600.1.p, Bevul.7G187000.1.p, Bevul.7G186900.1.p
OG0007791	Ds_00003812-RA, Ds_00013789-RA	Bevul.7G137600.1.p
OG0007792	Ds_00009473-RA	Bevul.6G064100.1.p
OG0007793	Ds_00004564-RA	Bevul.5G230200.1.p
OG0007795	Ds_00012578-RA, Ds_00012577-RA	Bevul.3G042700.1.p
OG0007797	Ds_00011255-RA	Bevul.9G230500.1.p, Bevul.9G230500.3.p, Bevul.9G230500.2.p, Bevul.9G230500.4.p
OG0007798	Ds_00014476-RA	Bevul.6G034900.1.p
OG0007799	Ds_00017342-RA, Ds_00014240-RA	Bevul.9G007600.4.p, Bevul.9G007600.2.p, Bevul.9G007600.3.p, Bevul.9G007600.1.p
OG0007800	Ds_00008678-RA, Ds_00001498-RA	Bevul.1G076100.1.p
OG0007801	Ds_00014689-RA	Bevul.9G145300.1.p
OG0007802	Ds_00006546-RA, Ds_00010477-RA	Bevul.7G106500.2.p, Bevul.7G106500.1.p
OG0007804	Ds_00007455-RA	Bevul.6G041900.1.p
OG0007805	Ds_00013790-RA	Bevul.7G137500.1.p
OG0007806	Ds_00015718-RA	Bevul.8G181000.1.p
OG0007807	Ds_00004916-RA	Bevul.5G016700.1.p
OG0007809	Ds_00003854-RA	Bevul.5G187600.1.p
OG0007810	Ds_00002756-RA	Bevul.3G165400.1.p
OG0007811	Ds_00013851-RA	Bevul.3G158200.1.p
OG0007812	Ds_00003962-RA	Bevul.4G178000.1.p
OG0007813	Ds_00002668-RA	Bevul.9G000800.1.p
OG0007814	Ds_00002784-RA	Bevul.5G063300.1.p
OG0007816	Ds_00010872-RA	Bevul.8G130200.1.p
OG0007817	Ds_00013460-RA	Bevul.5G069600.1.p
OG0007819	Ds_00002761-RA, Ds_00011124-RA	Bevul.3G162500.1.p
OG0007820	Ds_00007447-RA	Bevul.7G128300.1.p
OG0007821	Ds_00002986-RA	Bevul.6G149700.1.p
OG0007822	Ds_00004689-RA	Bevul.7G113200.1.p
OG0007823	Ds_00001938-RA, Ds_00001939-RA	Bevul.6G150400.1.p
OG0007824	Ds_00017321-RA	Bevul.4G212300.1.p
OG0007825	Ds_00000212-RA	Bevul.3G099300.1.p
OG0007826	Ds_00006315-RA, Ds_00003873-RA	Bevul.4G155800.1.p
OG0007827	Ds_00011086-RA	Bevul.2G192600.2.p, Bevul.2G192600.3.p, Bevul.2G192600.1.p
OG0007828	Ds_00010489-RA	Bevul.6G146800.1.p
OG0007829	Ds_00003142-RA	Bevul.3G139000.1.p
OG0007830	Ds_00006228-RA	Bevul.2G145100.1.p, Bevul.2G145100.2.p
OG0007831	Ds_00001080-RA	Bevul.5G240100.1.p
OG0007832	Ds_00009740-RA	Bevul.5G165200.1.p
OG0007833	Ds_00003479-RA	Bevul.6G137100.1.p
OG0007834	Ds_00000944-RA	Bevul.7G096300.1.p, Bevul.7G096300.2.p, Bevul.7G096300.3.p
OG0007835	Ds_00005032-RA	Bevul.3G123900.1.p, Bevul.3G123800.1.p
OG0007836	Ds_00008936-RA	Bevul.1G112100.1.p
OG0007838	Ds_00002444-RA	Bevul.6G138400.1.p
OG0007840	Ds_00016818-RA	Bevul.4G211500.1.p
OG0007841	Ds_00011960-RA	Bevul.1G048400.1.p
OG0007842	Ds_00009715-RA	Bevul.5G154500.1.p
OG0007843	Ds_00005888-RA	Bevul.6G125000.1.p
OG0007844	Ds_00005400-RA	Bevul.6G092000.1.p, Bevul.6G091900.1.p, Bevul.5G103600.1.p
OG0007845	Ds_00006893-RA, Ds_00010567-RA	Bevul.6G234800.1.p
OG0007846	Ds_00010469-RA	Bevul.8G102900.1.p
OG0007847	Ds_00011399-RA	Bevul.5G212400.1.p
OG0007848	Ds_00008407-RA	Bevul.6G118600.1.p
OG0007849	Ds_00006986-RA	Bevul.4G121900.1.p
OG0007850	Ds_00008428-RA	Bevul.6G081200.1.p
OG0007851	Ds_00005352-RA	Bevul.5G188100.1.p
OG0007852	Ds_00000158-RA	Bevul.5G148800.1.p
OG0007853	Ds_00008593-RA	Bevul.6G123400.1.p
OG0007854	Ds_00006487-RA	Bevul.6G123700.1.p
OG0007856	Ds_00003664-RA, Ds_00003880-RA	Bevul.5G169700.1.p
OG0007857	Ds_00007085-RA	Bevul.5G158500.1.p
OG0007858	Ds_00003355-RA	Bevul.6G239100.1.p
OG0007859	Ds_00005940-RA	Bevul.1G134100.1.p
OG0007860	Ds_00015589-RA	Bevul.1G151400.1.p
OG0007861	Ds_00012121-RA	Bevul.5G144300.1.p
OG0007862	Ds_00007706-RA	Bevul.2G067400.1.p, Bevul.2G067400.3.p, Bevul.2G067400.2.p, Bevul.2G067400.4.p
OG0007863	Ds_00005906-RA	Bevul.6G152700.1.p
OG0007864	Ds_00015829-RA, Ds_00004310-RA	Bevul.6G239300.1.p
OG0007866	Ds_00008571-RA	Bevul.6G130100.1.p
OG0007867	Ds_00013089-RA	Bevul.5G104200.1.p
OG0007868	Ds_00008544-RA	Bevul.6G140000.1.p
OG0007869	Ds_00012635-RA	Bevul.3G223800.1.p, Bevul.3G224100.1.p
OG0007871	Ds_00008652-RA	Bevul.3G017300.1.p
OG0007872	Ds_00014760-RA	Bevul.6G240000.1.p
OG0007873	Ds_00007938-RA	Bevul.5G112600.1.p
OG0007875	Ds_00010539-RA	Bevul.6G228900.1.p
OG0007876	Ds_00005327-RA	Bevul.5G180400.1.p
OG0007877	Ds_00005872-RA	Bevul.6G125500.1.p
OG0007878	Ds_00000662-RA	Bevul.3G177400.1.p
OG0007879	Ds_00006513-RA	Bevul.6G129600.1.p
OG0007880	Ds_00010613-RA	Bevul.5G166200.1.p
OG0007881	Ds_00000414-RA	Bevul.1G070900.1.p
OG0007882	Ds_00015008-RA, Ds_00015009-RA, Ds_00016132-RA	Bevul.2G070400.1.p
OG0007883	Ds_00017130-RA	Bevul.6G044100.1.p
OG0007884	Ds_00008105-RA	Bevul.5G087600.1.p
OG0007885	Ds_00010470-RA	Bevul.2G004600.1.p
OG0007886	Ds_00005140-RA	Bevul.5G074600.1.p
OG0007887	Ds_00008939-RA, Ds_00008937-RA, Ds_00017462-RA	Bevul.1G143100.1.p
OG0007889	Ds_00017883-RA	Bevul.5G179700.1.p
OG0007890	Ds_00017175-RA	Bevul.6G070500.1.p
OG0007891	Ds_00002290-RA	Bevul.4G124400.1.p
OG0007892	Ds_00002672-RA	Bevul.1G094500.1.p
OG0007894	Ds_00013114-RA	Bevul.5G104900.1.p
OG0007895	Ds_00005561-RA	Bevul.3G014000.1.p
OG0007897	Ds_00002905-RA	Bevul.2G070800.1.p
OG0007898	Ds_00016317-RA	Bevul.2G151800.1.p
OG0007899	Ds_00016664-RA	Bevul.2G058400.1.p
OG0007900	Ds_00016242-RA	Bevul.5G196300.1.p
OG0007901	Ds_00009003-RA	Bevul.6G183600.1.p
OG0007902	Ds_00007751-RA	Bevul.5G166900.1.p
OG0007903	Ds_00012704-RA	Bevul.4G159900.1.p
OG0007904	Ds_00006732-RA	Bevul.2G207400.2.p, Bevul.2G207400.1.p
OG0007906	Ds_00004119-RA	Bevul.7G159900.1.p
OG0007907	Ds_00004194-RA	Bevul.9G002000.1.p
OG0007908	Ds_00005659-RA, Ds_00005661-RA	Bevul.1G085400.1.p
OG0007909	Ds_00003291-RA	Bevul.8G200000.1.p
OG0007910	Ds_00010540-RA	Bevul.6G229000.1.p
OG0007911	Ds_00011742-RA	Bevul.4G035400.1.p
OG0007912	Ds_00013607-RA	Bevul.1G212800.1.p
OG0007913	Ds_00016740-RA	Bevul.5G167100.1.p
OG0007914	Ds_00005349-RA	Bevul.8G085900.1.p, Bevul.5G187400.1.p
OG0007915	Ds_00003787-RA, Ds_00013805-RA	Bevul.5G214500.1.p
OG0007917	Ds_00012031-RA	Bevul.3G013800.1.p, Bevul.5G090500.1.p
OG0007918	Ds_00009239-RA	Bevul.2G204900.1.p
OG0007919	Ds_00012383-RA	Bevul.6G114700.1.p
OG0007920	Ds_00010627-RA	Bevul.5G174400.1.p
OG0007921	Ds_00008152-RA	Bevul.5G080500.1.p
OG0007922	Ds_00003338-RA	Bevul.2G169600.1.p, Bevul.2G169600.2.p
OG0007923	Ds_00000072-RA	Bevul.2G165500.1.p, Bevul.2G165500.3.p, Bevul.2G165500.2.p, Bevul.2G165500.4.p, Bevul.2G165500.5.p
OG0007924	Ds_00016854-RA	Bevul.5G146800.1.p
OG0007926	Ds_00016537-RA	Bevul.5G142600.1.p
OG0007927	Ds_00001742-RA	Bevul.4G042000.1.p
OG0007929	Ds_00016681-RA	Bevul.2G191800.1.p
OG0007930	Ds_00011761-RA, Ds_00012351-RA	Bevul.3G039000.1.p, Bevul.2G127200.1.p, Bevul.2G127100.3.p, Bevul.2G127100.2.p, Bevul.2G127100.1.p, Bevul.6G079300.1.p
OG0007931	Ds_00005588-RA, Ds_00005585-RA	Bevul.4G238700.1.p, Bevul.4G238900.1.p, Bevul.4G238800.1.p, Bevul.9G233100.2.p, Bevul.9G233100.1.p
OG0007932	Ds_00007299-RA	Bevul.3G067100.1.p
OG0007933	Ds_00009815-RA	Bevul.8G117200.1.p
OG0007935	Ds_00004532-RA	Bevul.3G029100.1.p
OG0007937	Ds_00011154-RA, Ds_00011157-RA, Ds_00017849-RA, Ds_00000462-RA	Bevul.4G138400.1.p, Bevul.4G138500.1.p
OG0007939	Ds_00016067-RA, Ds_00013071-RA, Ds_00016062-RA, Ds_00000780-RA, Ds_00016063-RA, Ds_00000779-RA	Bevul.9G114700.3.p, Bevul.9G114700.4.p, Bevul.9G114700.2.p, Bevul.9G114700.1.p
OG0007941	Ds_00004105-RA	Bevul.9G061600.1.p
OG0007949	Ds_00012765-RA	Bevul.7G058100.1.p, Bevul.3G148000.1.p, Bevul.9G075400.3.p, Bevul.9G075400.1.p, Bevul.9G075400.2.p, Bevul.7G074600.1.p, Bevul.2G082200.1.p, Bevul.8G109600.1.p, Bevul.7G042300.1.p, Bevul.9G057700.1.p, Bevul.6G113600.1.p, Bevul.5G142800.1.p, Bevul.2G085400.1.p, Bevul.1G081000.1.p, Bevul.8G074800.1.p, Bevul.9G053900.1.p, Bevul.9G181300.1.p, Bevul.4G085200.1.p, Bevul.9G108500.1.p, Bevul.6G141300.1.p
OG0007977	Ds_00012759-RA	Bevul.8G091300.1.p
OG0007978	Ds_00016558-RA	Bevul.6G029600.1.p
OG0007980	Ds_00009583-RA	Bevul.3G195400.1.p
OG0007981	Ds_00004048-RA	Bevul.4G207100.1.p
OG0007982	Ds_00016240-RA, Ds_00015546-RA	Bevul.7G027200.1.p
OG0007983	Ds_00005737-RA	Bevul.3G225100.1.p
OG0007984	Ds_00000424-RA	Bevul.6G108500.1.p
OG0007987	Ds_00003904-RA	Bevul.4G199700.1.p
OG0007989	Ds_00014282-RA	Bevul.3G154500.1.p
OG0007991	Ds_00017575-RA	Bevul.4G164000.1.p
OG0007992	Ds_00016057-RA	Bevul.7G172900.1.p, Bevul.7G172800.1.p
OG0007994	Ds_00014677-RA	Bevul.3G169200.1.p
OG0007995	Ds_00002669-RA	Bevul.2G038400.2.p
OG0007996	Ds_00011805-RA	Bevul.7G077600.1.p
OG0007997	Ds_00004057-RA, Ds_00015518-RA	Bevul.4G208800.1.p
OG0007998	Ds_00005071-RA	Bevul.3G000600.1.p
OG0007999	Ds_00014475-RA	Bevul.1G022100.1.p, Bevul.1G022200.1.p, Bevul.1G021800.1.p
OG0008000	Ds_00012454-RA	Bevul.3G102800.1.p
OG0008001	Ds_00015754-RA, Ds_00003472-RA	Bevul.3G034100.1.p
OG0008002	Ds_00003116-RA, Ds_00004634-RA	Bevul.2G131200.1.p
OG0008003	Ds_00005526-RA	Bevul.4G242400.1.p
OG0008004	Ds_00003166-RA	Bevul.3G148600.1.p
OG0008006	Ds_00016282-RA	Bevul.5G252000.1.p
OG0008007	Ds_00008758-RA	Bevul.7G049800.3.p, Bevul.7G049800.1.p, Bevul.7G049800.4.p, Bevul.7G049800.2.p
OG0008008	Ds_00011000-RA	Bevul.3G195300.1.p
OG0008009	Ds_00005980-RA	Bevul.3G151500.1.p
OG0008010	Ds_00012835-RA	Bevul.6G070000.1.p
OG0008011	Ds_00001032-RA	Bevul.5G259000.1.p
OG0008012	Ds_00013952-RA, Ds_00014757-RA	Bevul.4G234100.1.p
OG0008013	Ds_00002712-RA	Bevul.3G175500.1.p
OG0008015	Ds_00005604-RA	Bevul.1G091600.1.p
OG0008016	Ds_00017710-RA	Bevul.3G234200.1.p
OG0008018	Ds_00013746-RA	Bevul.4G211000.1.p
OG0008019	Ds_00015682-RA	Bevul.7G226300.1.p
OG0008020	Ds_00006544-RA	Bevul.7G161200.1.p, Bevul.7G101900.1.p, Bevul.7G154100.1.p
OG0008021	Ds_00004049-RA	Bevul.4G210300.1.p
OG0008022	Ds_00007140-RA	Bevul.3G170600.1.p, Bevul.7G102700.1.p
OG0008023	Ds_00014459-RA	Bevul.5G251400.1.p
OG0008024	Ds_00005571-RA	Bevul.5G251600.1.p
OG0008026	Ds_00014342-RA	Bevul.4G171600.1.p
OG0008027	Ds_00008046-RA	Bevul.6G046100.1.p
OG0008028	Ds_00005029-RA	Bevul.3G124400.1.p
OG0008029	Ds_00003064-RA	Bevul.2G241300.1.p, Bevul.2G241300.4.p, Bevul.2G241300.2.p, Bevul.2G241300.3.p, Bevul.2G241300.5.p, Bevul.2G241300.6.p
OG0008030	Ds_00001266-RA, Ds_00010159-RA	Bevul.7G228700.1.p
OG0008031	Ds_00007129-RA	Bevul.3G165200.1.p
OG0008033	Ds_00003440-RA	Bevul.5G056300.1.p
OG0008034	Ds_00005006-RA	Bevul.3G128800.1.p
OG0008035	Ds_00004071-RA, Ds_00017319-RA	Bevul.4G212600.1.p
OG0008036	Ds_00002321-RA, Ds_00002320-RA	Bevul.5G083600.1.p
OG0008037	Ds_00003337-RA	Bevul.2G089300.1.p, Bevul.2G089300.2.p
OG0008038	Ds_00004998-RA	Bevul.3G099600.1.p
OG0008040	Ds_00005502-RA, Ds_00006056-RA	Bevul.5G108600.1.p
OG0008042	Ds_00003027-RA	Bevul.2G037300.2.p, Bevul.2G037300.1.p
OG0008043	Ds_00010355-RA	Bevul.8G149200.1.p
OG0008044	Ds_00010215-RA	Bevul.1G125000.1.p
OG0008045	Ds_00006266-RA	Bevul.4G133000.1.p
OG0008046	Ds_00003629-RA	Bevul.9G142200.1.p
OG0008047	Ds_00014865-RA	Bevul.5G110800.1.p
OG0008048	Ds_00004051-RA, Ds_00013737-RA	Bevul.4G210100.1.p
OG0008051	Ds_00013699-RA	Bevul.4G073600.1.p
OG0008053	Ds_00001053-RA, Ds_00012346-RA	Bevul.5G256100.1.p
OG0008054	Ds_00007773-RA	Bevul.5G223800.1.p
OG0008056	Ds_00006316-RA	Bevul.4G156100.1.p
OG0008057	Ds_00015400-RA	Bevul.7G061300.1.p
OG0008058	Ds_00002498-RA	Bevul.1G010400.1.p
OG0008059	Ds_00005522-RA	Bevul.4G244200.1.p
OG0008061	Ds_00005060-RA	Bevul.3G057900.1.p
OG0008062	Ds_00004551-RA	Bevul.5G232700.1.p
OG0008063	Ds_00007183-RA	Bevul.8G159600.1.p
OG0008064	Ds_00014429-RA	Bevul.4G178400.1.p
OG0008066	Ds_00011938-RA	Bevul.1G065200.1.p
OG0008067	Ds_00008976-RA	Bevul.6G157100.1.p
OG0008068	Ds_00009812-RA, Ds_00015749-RA	Bevul.3G227900.1.p
OG0008069	Ds_00009454-RA	Bevul.6G003900.1.p
OG0008071	Ds_00009793-RA, Ds_00015326-RA	Bevul.3G026800.1.p
OG0008072	Ds_00001239-RA	Bevul.6G225300.1.p
OG0008074	Ds_00005319-RA	Bevul.4G094200.1.p
OG0008075	Ds_00003494-RA	Bevul.1G107500.1.p
OG0008076	Ds_00016309-RA	Bevul.9G072400.1.p
OG0008077	Ds_00014880-RA	Bevul.9G174000.2.p, Bevul.9G174000.1.p
OG0008078	Ds_00012140-RA	Bevul.9G145100.1.p
OG0008079	Ds_00003498-RA	Bevul.1G100600.1.p
OG0008080	Ds_00007733-RA	Bevul.9G187600.1.p
OG0008081	Ds_00011866-RA	Bevul.6G092400.1.p
OG0008082	Ds_00001954-RA	Bevul.9G046600.1.p, Bevul.6G158400.1.p, Bevul.6G158500.1.p
OG0008083	Ds_00003513-RA	Bevul.1G112300.1.p
OG0008084	Ds_00016602-RA	Bevul.6G020800.1.p
OG0008086	Ds_00002882-RA	Bevul.1G202300.1.p
OG0008087	Ds_00000539-RA	Bevul.1G004600.1.p
OG0008088	Ds_00002490-RA	Bevul.1G011700.1.p
OG0008089	Ds_00009383-RA	Bevul.6G016900.1.p
OG0008091	Ds_00010955-RA	Bevul.6G096300.1.p
OG0008092	Ds_00003599-RA	Bevul.6G096800.1.p
OG0008094	Ds_00010420-RA	Bevul.9G207800.3.p, Bevul.9G207800.4.p, Bevul.9G207800.2.p, Bevul.9G207800.1.p
OG0008095	Ds_00001616-RA	Bevul.1G114500.1.p
OG0008096	Ds_00013215-RA	Bevul.9G097200.1.p
OG0008097	Ds_00011101-RA	Bevul.1G008500.1.p
OG0008098	Ds_00007899-RA	Bevul.1G051900.1.p
OG0008099	Ds_00000750-RA	Bevul.5G199700.1.p
OG0008100	Ds_00000427-RA	Bevul.8G107000.1.p
OG0008101	Ds_00011198-RA	Bevul.6G087800.1.p
OG0008102	Ds_00016025-RA, Ds_00000085-RA	Bevul.9G125200.1.p
OG0008103	Ds_00014022-RA	Bevul.6G073400.1.p
OG0008104	Ds_00010271-RA, Ds_00008052-RA, Ds_00007552-RA, Ds_00002789-RA, Ds_00011269-RA	Bevul.6G127500.1.p
OG0008104	Ds_00010270-RA	Bevul.2G233300.6.p, Bevul.2G233300.1.p, Bevul.2G233300.5.p, Bevul.2G233300.3.p, Bevul.2G233300.2.p, Bevul.2G233300.4.p
OG0008105	Ds_00000278-RA	Bevul.1G058600.1.p
OG0008108	Ds_00017335-RA, Ds_00007599-RA	Bevul.9G005300.1.p
OG0008109	Ds_00007487-RA, Ds_00011640-RA	Bevul.1G045800.1.p
OG0008110	Ds_00012146-RA	Bevul.8G114800.1.p
OG0008111	Ds_00002885-RA	Bevul.1G203900.1.p
OG0008114	Ds_00010984-RA	Bevul.3G199100.1.p
OG0008115	Ds_00003978-RA, Ds_00003979-RA	Bevul.4G184400.1.p
OG0008117	Ds_00007222-RA	Bevul.4G044500.1.p
OG0008119	Ds_00008838-RA, Ds_00008837-RA	Bevul.1G100700.1.p, Bevul.5G110400.1.p
OG0008120	Ds_00005423-RA	Bevul.6G221600.1.p
OG0008121	Ds_00011213-RA	Bevul.6G085500.1.p
OG0008122	Ds_00000024-RA	Bevul.9G142100.1.p
OG0008123	Ds_00007952-RA	Bevul.7G115900.1.p
OG0008124	Ds_00000007-RA	Bevul.9G148900.2.p, Bevul.9G148900.1.p, Bevul.9G148900.4.p, Bevul.9G148900.3.p
OG0008125	Ds_00009414-RA	Bevul.6G010500.1.p
OG0008126	Ds_00002550-RA	Bevul.1G024700.1.p
OG0008127	Ds_00007872-RA	Bevul.1G050900.1.p
OG0008128	Ds_00011985-RA	Bevul.2G187300.1.p
OG0008130	Ds_00016610-RA	Bevul.6G019200.1.p
OG0008131	Ds_00004826-RA	Bevul.9G174400.1.p
OG0008132	Ds_00015721-RA	Bevul.8G178900.1.p
OG0008133	Ds_00008206-RA	Bevul.9G121900.1.p, Bevul.9G121900.3.p, Bevul.9G121900.2.p
OG0008134	Ds_00001615-RA, Ds_00003521-RA	Bevul.1G114200.1.p
OG0008135	Ds_00013069-RA	Bevul.5G178000.1.p
