Orthogroup	G_max.proteins	B_vulgaris.proteins
OG0006688	GmISU01.05G142700.1.p, GmISU01.05G142700.2.p, GmISU01.08G117900.2.p, GmISU01.05G142700.3.p, GmISU01.05G142700.4.p, GmISU01.08G117900.1.p, GmISU01.08G172700.2.p, GmISU01.15G044000.1.p	Bevul.6G116200.1.p
OG0006689	GmISU01.01G154800.2.p, GmISU01.01G154800.1.p, GmISU01.11G043000.1.p, GmISU01.17G147400.1.p	Bevul.6G013800.1.p
OG0006690	GmISU01.04G020600.1.p, GmISU01.04G020500.1.p	Bevul.1G029300.1.p
OG0006691	GmISU01.02G034800.1.p	Bevul.6G181900.1.p
OG0006692	GmISU01.03G179400.1.p, GmISU01.19G180600.1.p, GmISU01.19G180600.2.p	Bevul.5G257000.1.p
OG0006693	GmISU01.06G159800.1.p, GmISU01.04G153600.1.p	Bevul.7G143000.1.p
OG0006694	GmISU01.14G089800.1.p, GmISU01.17G198000.3.p, GmISU01.17G198000.2.p, GmISU01.17G198000.1.p, GmISU01.17G198000.4.p	Bevul.2G146200.1.p
OG0006695	GmISU01.15G114200.1.p, GmISU01.09G016700.1.p	Bevul.6G148200.1.p
OG0006697	GmISU01.08G145100.2.p	Bevul.4G176600.1.p
OG0006699	GmISU01.04G151500.1.p, GmISU01.04G151500.2.p, GmISU01.06G162200.1.p, GmISU01.06G162300.1.p, GmISU01.05G038100.1.p, GmISU01.17G114300.2.p, GmISU01.17G114300.1.p	Bevul.5G221100.1.p
OG0006700	GmISU01.20G085200.1.p, GmISU01.10G231500.1.p, GmISU01.18G236400.1.p, GmISU01.08G327700.1.p	Bevul.6G131400.1.p
OG0006701	GmISU01.19G061400.1.p, GmISU01.16G059500.1.p	Bevul.9G077900.1.p
OG0006702	GmISU01.08G164200.2.p, GmISU01.08G164200.1.p, GmISU01.15G052800.2.p, GmISU01.15G052800.1.p	Bevul.3G094200.1.p
OG0006703	GmISU01.02G096900.1.p, GmISU01.01G044200.1.p	Bevul.2G114500.1.p, Bevul.2G114500.2.p, Bevul.2G114500.3.p
OG0006704	GmISU01.17G087600.2.p, GmISU01.05G028300.1.p, GmISU01.05G028300.2.p	Bevul.8G006400.1.p
OG0006705	GmISU01.06G172400.1.p, GmISU01.04G142300.2.p, GmISU01.04G142300.1.p	Bevul.2G052400.1.p
OG0006706	GmISU01.13G026000.2.p, GmISU01.13G026000.1.p, GmISU01.08G326200.1.p, GmISU01.18G237900.1.p	Bevul.2G212800.1.p
OG0006707	GmISU01.01G070700.2.p, GmISU01.01G070700.1.p, GmISU01.20G146900.1.p, GmISU01.10G169100.1.p, GmISU01.10G169100.2.p, GmISU01.10G169100.3.p	Bevul.6G120800.1.p
OG0006709	GmISU01.15G164100.1.p, GmISU01.07G106600.1.p, GmISU01.03G076700.1.p	Bevul.1G147700.1.p
OG0006710	GmISU01.17G089800.2.p, GmISU01.17G089800.1.p, GmISU01.05G025800.1.p, GmISU01.06G174000.1.p, GmISU01.04G140300.1.p	Bevul.5G194300.1.p
OG0006712	GmISU01.19G016700.2.p, GmISU01.19G016700.4.p, GmISU01.19G016700.3.p, GmISU01.19G016700.1.p	Bevul.2G055400.4.p, Bevul.2G055400.3.p, Bevul.2G055400.2.p, Bevul.2G055400.1.p
OG0006713	GmISU01.07G105800.1.p, GmISU01.03G080000.1.p	Bevul.1G145200.1.p
OG0006714	GmISU01.19G094500.2.p, GmISU01.19G094500.3.p, GmISU01.03G088900.3.p, GmISU01.19G094500.1.p, GmISU01.03G088900.1.p, GmISU01.03G088900.2.p	Bevul.3G220300.1.p
OG0006715	GmISU01.19G050400.1.p, GmISU01.16G064300.1.p	Bevul.4G102800.1.p
OG0006716	GmISU01.20G041400.6.p, GmISU01.20G041400.5.p, GmISU01.20G041400.3.p, GmISU01.20G041400.4.p, GmISU01.20G041400.1.p	Bevul.8G056200.1.p
OG0006717	GmISU01.18G038000.1.p, GmISU01.11G196400.1.p	Bevul.2G078400.1.p
OG0006718	GmISU01.08G232200.5.p, GmISU01.08G232200.2.p	Bevul.2G198000.3.p, Bevul.2G198000.1.p, Bevul.2G198000.2.p, Bevul.2G198000.4.p
OG0006719	GmISU01.07G081000.1.p, GmISU01.09G148500.1.p	Bevul.5G149700.1.p
OG0006721	GmISU01.08G097600.3.p, GmISU01.08G097600.4.p, GmISU01.08G097600.2.p, GmISU01.08G097600.1.p	Bevul.3G016900.1.p
OG0006722	GmISU01.11G008900.1.p, GmISU01.11G008900.2.p	Bevul.3G015000.1.p
OG0006723	GmISU01.08G261800.2.p, GmISU01.08G261800.1.p, GmISU01.18G106400.1.p, GmISU01.02G023800.1.p	Bevul.6G247400.1.p
OG0006724	GmISU01.13G029500.1.p, GmISU01.13G029500.5.p, GmISU01.13G029500.3.p, GmISU01.19G033900.3.p, GmISU01.19G033900.2.p, GmISU01.19G033900.1.p	Bevul.2G222100.1.p, Bevul.2G222100.2.p
OG0006725	GmISU01.12G204300.3.p, GmISU01.12G204300.1.p, GmISU01.12G204300.2.p, GmISU01.09G001200.1.p, GmISU01.09G001200.2.p	Bevul.3G093100.1.p
OG0006726	GmISU01.17G075000.1.p, GmISU01.05G016300.1.p, GmISU01.04G131200.1.p	Bevul.5G172300.1.p
OG0006727	GmISU01.01G052900.3.p, GmISU01.01G052900.4.p, GmISU01.02G106200.1.p, GmISU01.02G106200.2.p	Bevul.6G078300.1.p
OG0006728	GmISU01.16G053700.1.p, GmISU01.19G066200.1.p	Bevul.2G081200.2.p, Bevul.2G081200.1.p
OG0006729	GmISU01.18G214800.1.p, GmISU01.08G229100.1.p, GmISU01.19G028700.1.p	Bevul.2G201100.1.p
OG0006730	GmISU01.01G055100.1.p, GmISU01.02G108400.3.p, GmISU01.02G108400.2.p	Bevul.6G107200.1.p
OG0006731	GmISU01.18G036900.1.p, GmISU01.11G197500.1.p	Bevul.2G202900.1.p
OG0006732	GmISU01.17G088700.1.p, GmISU01.17G088700.3.p, GmISU01.17G088700.4.p, GmISU01.17G088700.5.p, GmISU01.17G088700.2.p, GmISU01.17G088700.6.p, GmISU01.17G088700.7.p, GmISU01.17G088700.8.p	Bevul.5G198100.1.p
OG0006733	GmISU01.11G035900.2.p, GmISU01.11G035900.3.p, GmISU01.01G162800.7.p, GmISU01.01G162800.1.p, GmISU01.01G162800.6.p, GmISU01.01G162800.3.p, GmISU01.09G075400.1.p	Bevul.5G080400.1.p
OG0006734	GmISU01.20G092400.1.p, GmISU01.20G092400.2.p, GmISU01.10G225400.1.p, GmISU01.08G320900.2.p, GmISU01.08G320900.1.p, GmISU01.18G133000.2.p, GmISU01.18G133000.1.p	Bevul.6G139700.1.p
OG0006735	GmISU01.12G026700.1.p, GmISU01.12G026700.2.p, GmISU01.11G095600.1.p, GmISU01.11G095600.2.p	Bevul.9G013400.1.p
OG0006736	GmISU01.01G190600.1.p	Bevul.3G016000.1.p
OG0006738	GmISU01.01G192100.2.p, GmISU01.01G192100.1.p, GmISU01.11G007900.1.p	Bevul.3G013600.1.p
OG0006739	GmISU01.15G178300.1.p, GmISU01.04G118200.1.p	Bevul.5G169400.1.p
OG0006740	GmISU01.01G159500.1.p, GmISU01.01G159500.2.p, GmISU01.11G037900.1.p, GmISU01.17G141000.2.p, GmISU01.17G141000.1.p, GmISU01.05G091800.1.p	Bevul.5G085100.1.p
OG0006741	GmISU01.19G018500.1.p, GmISU01.13G042400.1.p, GmISU01.13G042500.1.p	Bevul.2G057600.3.p, Bevul.2G057600.4.p, Bevul.2G057600.2.p, Bevul.2G057600.1.p, Bevul.2G057600.5.p
OG0006742	GmISU01.09G168500.1.p, GmISU01.01G012800.1.p	Bevul.5G097900.1.p
OG0006743	GmISU01.15G170100.1.p	Bevul.8G039000.1.p
OG0006745	GmISU01.03G018000.1.p, GmISU01.03G018000.2.p, GmISU01.03G018000.3.p	Bevul.5G233000.1.p
OG0006746	GmISU01.04G146400.1.p, GmISU01.06G166900.1.p, GmISU01.05G033400.3.p, GmISU01.05G033400.2.p, GmISU01.05G033400.1.p, GmISU01.17G082600.1.p	Bevul.5G212100.1.p
OG0006747	GmISU01.10G176800.1.p, GmISU01.20G140100.1.p	Bevul.2G114100.2.p, Bevul.2G114100.1.p
OG0006748	GmISU01.18G236700.1.p, GmISU01.08G327500.1.p, GmISU01.08G327500.2.p	Bevul.2G211600.1.p
OG0006749	GmISU01.17G116100.1.p, GmISU01.05G040100.1.p	Bevul.7G141900.1.p
OG0006750	GmISU01.20G168400.1.p, GmISU01.10G147900.3.p, GmISU01.10G147900.2.p	Bevul.9G154700.1.p
OG0006751	GmISU01.20G083100.1.p, GmISU01.10G233400.1.p	Bevul.2G214200.1.p, Bevul.6G126900.1.p
OG0006752	GmISU01.12G003400.2.p, GmISU01.09G190700.2.p, GmISU01.09G190700.1.p, GmISU01.12G003400.1.p	Bevul.2G091800.1.p
OG0006753	GmISU01.04G154800.8.p, GmISU01.04G154800.7.p, GmISU01.04G154800.5.p, GmISU01.04G154800.1.p, GmISU01.04G154800.3.p, GmISU01.04G154800.6.p	Bevul.7G145000.1.p, Bevul.7G144900.1.p
OG0006754	GmISU01.04G135600.1.p, GmISU01.06G179200.1.p, GmISU01.05G022100.1.p, GmISU01.17G094200.1.p	Bevul.5G183600.1.p
OG0006755	GmISU01.16G073200.1.p, GmISU01.03G069300.1.p	Bevul.4G213600.1.p
OG0006756	GmISU01.13G046900.2.p, GmISU01.13G046900.1.p, GmISU01.19G012200.1.p	Bevul.7G138900.1.p
OG0006757	GmISU01.16G178100.2.p, GmISU01.09G125500.1.p, GmISU01.09G125500.2.p, GmISU01.09G125500.4.p	Bevul.8G105500.1.p
OG0006758	GmISU01.01G186800.1.p, GmISU01.11G010100.3.p, GmISU01.11G010100.2.p, GmISU01.11G010100.4.p, GmISU01.11G010100.1.p	Bevul.3G017000.1.p
OG0006759	GmISU01.01G042200.1.p, GmISU01.01G042200.2.p	Bevul.6G238500.1.p
OG0006760	GmISU01.02G021400.1.p, GmISU01.01G037600.1.p, GmISU01.08G263800.1.p	Bevul.6G244200.1.p
OG0006761	GmISU01.14G064500.1.p, GmISU01.14G064500.5.p, GmISU01.14G064500.4.p, GmISU01.02G209400.3.p, GmISU01.02G209400.1.p	Bevul.2G204700.1.p, Bevul.2G204700.2.p
OG0006762	GmISU01.04G146600.1.p, GmISU01.06G167100.4.p, GmISU01.06G167100.3.p, GmISU01.06G167100.1.p	Bevul.5G211900.1.p
OG0006763	GmISU01.09G134400.2.p, GmISU01.09G134400.5.p, GmISU01.09G134400.1.p, GmISU01.09G134400.4.p	Bevul.1G199000.1.p
OG0006764	GmISU01.05G114400.1.p, GmISU01.05G114400.2.p, GmISU01.08G086800.1.p, GmISU01.09G097800.1.p, GmISU01.07G143200.1.p	Bevul.6G144000.1.p
OG0006765	GmISU01.10G245900.1.p, GmISU01.10G245900.2.p, GmISU01.10G245900.3.p, GmISU01.20G070000.3.p, GmISU01.20G070000.1.p	Bevul.9G001000.3.p, Bevul.9G001000.1.p, Bevul.9G001000.2.p
OG0006766	GmISU01.18G191700.3.p, GmISU01.09G202700.2.p, GmISU01.09G202700.1.p	Bevul.1G017800.1.p
OG0006767	GmISU01.07G173600.2.p, GmISU01.07G173600.1.p, GmISU01.13G142900.1.p	Bevul.7G162100.1.p
OG0006768	GmISU01.01G027500.2.p, GmISU01.02G032600.2.p, GmISU01.04G086600.2.p	Bevul.7G130200.1.p
OG0006770	GmISU01.01G044500.1.p, GmISU01.02G097200.1.p, GmISU01.02G097200.2.p, GmISU01.07G195200.2.p, GmISU01.07G195200.1.p, GmISU01.20G027600.1.p	Bevul.6G234500.1.p
OG0006771	GmISU01.07G095200.1.p, GmISU01.09G135400.1.p	Bevul.8G064800.1.p
OG0006772	GmISU01.08G265600.3.p, GmISU01.08G265600.1.p, GmISU01.08G265600.5.p, GmISU01.08G265600.6.p, GmISU01.08G265600.7.p, GmISU01.08G265600.2.p, GmISU01.08G265600.4.p	Bevul.6G241300.1.p
OG0006773	GmISU01.18G099300.2.p, GmISU01.18G099300.1.p, GmISU01.08G268900.1.p	Bevul.6G237500.1.p
OG0006774	GmISU01.17G082800.2.p, GmISU01.17G082800.1.p, GmISU01.05G033200.1.p	Bevul.5G211800.1.p
OG0006775	GmISU01.01G080600.1.p, GmISU01.03G052900.1.p	Bevul.1G152600.1.p
OG0006776	GmISU01.02G080100.1.p, GmISU01.05G002100.2.p, GmISU01.05G002100.1.p	Bevul.2G208600.5.p, Bevul.2G208600.4.p, Bevul.2G208600.3.p, Bevul.2G208600.1.p, Bevul.2G208600.2.p
OG0006778	GmISU01.11G014900.1.p, GmISU01.11G014900.3.p, GmISU01.11G014900.2.p, GmISU01.01G184800.1.p	Bevul.5G015400.1.p
OG0006779	GmISU01.08G016400.1.p, GmISU01.08G016400.2.p	Bevul.5G026000.1.p
OG0006780	GmISU01.03G218900.1.p, GmISU01.16G013000.1.p, GmISU01.07G043800.1.p	Bevul.7G160500.1.p, Bevul.7G159000.1.p
OG0006783	GmISU01.08G091300.2.p, GmISU01.08G091300.1.p, GmISU01.08G215100.1.p, GmISU01.05G118300.2.p, GmISU01.05G118300.1.p	Bevul.8G093600.1.p
OG0006784	GmISU01.08G112200.1.p, GmISU01.05G137700.1.p, GmISU01.15G171700.2.p, GmISU01.15G171700.3.p, GmISU01.09G074200.2.p, GmISU01.09G074200.3.p, GmISU01.09G074200.1.p	Bevul.8G079100.1.p
OG0006785	GmISU01.08G055700.2.p, GmISU01.08G055700.1.p	Bevul.8G062800.1.p, Bevul.8G062900.1.p
OG0006786	GmISU01.08G181500.1.p, GmISU01.20G042300.1.p, GmISU01.13G006500.3.p, GmISU01.13G006500.4.p, GmISU01.13G006500.1.p, GmISU01.13G006500.2.p, GmISU01.13G006500.7.p, GmISU01.13G006500.5.p, GmISU01.13G006500.6.p	Bevul.2G083500.1.p, Bevul.2G083500.2.p
OG0006789	GmISU01.12G136500.1.p, GmISU01.12G136500.3.p	Bevul.6G147500.1.p
OG0006790	GmISU01.06G112300.1.p, GmISU01.06G112300.2.p, GmISU01.06G112200.1.p	Bevul.6G195300.1.p
OG0006791	GmISU01.10G230800.7.p, GmISU01.10G230800.6.p, GmISU01.10G230800.3.p, GmISU01.10G230800.1.p, GmISU01.10G230800.5.p, GmISU01.10G230800.2.p, GmISU01.10G230800.4.p, GmISU01.20G086500.1.p, GmISU01.20G086500.3.p, GmISU01.20G086500.2.p	Bevul.6G132300.1.p
OG0006795	GmISU01.07G067100.1.p, GmISU01.03G012000.1.p, GmISU01.18G176800.1.p	Bevul.1G165900.1.p
OG0006834	GmISU01.12G138900.1.p, GmISU01.08G175600.1.p	Bevul.1G101900.1.p, Bevul.1G102000.1.p
OG0006835	GmISU01.01G053800.2.p, GmISU01.01G053800.1.p, GmISU01.02G107100.1.p	Bevul.3G170300.1.p, Bevul.3G170400.1.p
OG0006836	GmISU01.13G274700.1.p, GmISU01.12G154301.1.p	Bevul.2G153400.1.p, Bevul.1G018200.1.p
OG0006837	GmISU01.08G245400.1.p, GmISU01.01G075300.1.p, GmISU01.01G016100.1.p	Bevul.5G091500.1.p
OG0006838	GmISU01.03G112900.1.p, GmISU01.19G117900.1.p, GmISU01.10G021600.1.p, GmISU01.02G135900.1.p	Bevul.7G078900.1.p
OG0006839	GmISU01.10G061300.1.p, GmISU01.13G123600.1.p, GmISU01.13G123600.2.p, GmISU01.19G156400.1.p	Bevul.7G031100.1.p
OG0006840	GmISU01.03G116500.3.p, GmISU01.03G116500.7.p, GmISU01.03G116500.6.p, GmISU01.03G116500.2.p, GmISU01.19G120800.1.p, GmISU01.02G133200.2.p, GmISU01.02G133200.3.p, GmISU01.10G024000.2.p	Bevul.3G137100.1.p
OG0006842	GmISU01.19G008200.3.p, GmISU01.19G008200.4.p, GmISU01.19G008200.5.p, GmISU01.19G008200.2.p	Bevul.4G095500.1.p
OG0006844	GmISU01.01G080700.1.p, GmISU01.03G053100.1.p, GmISU01.18G141800.1.p	Bevul.2G225500.1.p
OG0006845	GmISU01.08G143200.1.p	Bevul.4G220700.1.p
OG0006846	GmISU01.03G144700.1.p	Bevul.7G051000.1.p
OG0006847	GmISU01.19G104700.1.p, GmISU01.03G100600.1.p	Bevul.3G199300.1.p
OG0006848	GmISU01.07G166100.2.p, GmISU01.07G166100.1.p, GmISU01.13G150400.1.p	Bevul.7G229000.1.p
OG0006849	GmISU01.13G176100.1.p, GmISU01.15G096900.1.p, GmISU01.07G219500.1.p, GmISU01.17G014750.1.p	Bevul.3G134500.1.p
OG0006850	GmISU01.17G097100.1.p, GmISU01.13G137300.1.p	Bevul.1G152300.1.p
OG0006851	GmISU01.08G165500.1.p	Bevul.9G147800.1.p
OG0006852	GmISU01.03G210000.4.p, GmISU01.19G210900.2.p, GmISU01.03G210000.2.p	Bevul.4G194300.1.p
OG0006853	GmISU01.08G270400.3.p, GmISU01.08G270400.2.p, GmISU01.08G270400.1.p	Bevul.4G227300.1.p
OG0006855	GmISU01.19G113400.1.p, GmISU01.03G108500.1.p, GmISU01.02G154100.1.p, GmISU01.09G091700.2.p	Bevul.3G183800.1.p
OG0006856	GmISU01.04G095900.1.p	Bevul.7G071100.2.p, Bevul.7G071100.1.p
OG0006857	GmISU01.17G038900.2.p, GmISU01.17G038900.1.p, GmISU01.13G088800.1.p	Bevul.1G063600.1.p
OG0006858	GmISU01.06G061500.1.p, GmISU01.04G061100.1.p	Bevul.2G178000.1.p
OG0006859	GmISU01.03G121800.2.p, GmISU01.03G121800.1.p, GmISU01.19G126300.2.p, GmISU01.19G126300.1.p	Bevul.5G241000.1.p
OG0006861	GmISU01.17G036700.1.p, GmISU01.17G036700.2.p, GmISU01.17G036700.3.p, GmISU01.13G091300.1.p	Bevul.3G124700.1.p
OG0006862	GmISU01.08G238600.1.p, GmISU01.18G226300.2.p, GmISU01.18G226300.1.p	Bevul.3G065600.1.p
OG0006863	GmISU01.13G180900.1.p, GmISU01.15G092100.2.p, GmISU01.15G092100.1.p, GmISU01.13G180900.2.p	Bevul.3G150300.1.p
OG0006864	GmISU01.02G133900.1.p, GmISU01.10G023500.1.p, GmISU01.03G115900.1.p, GmISU01.19G120300.1.p	Bevul.7G075800.1.p
OG0006865	GmISU01.18G002400.1.p, GmISU01.11G232100.1.p, GmISU01.08G099500.1.p, GmISU01.05G126000.1.p	Bevul.3G231600.1.p
OG0006866	GmISU01.02G105600.1.p	Bevul.6G078700.1.p
OG0006867	GmISU01.09G184700.1.p, GmISU01.09G184700.2.p, GmISU01.12G009500.1.p	Bevul.2G193900.1.p
OG0006868	GmISU01.10G115700.2.p, GmISU01.20G066200.3.p, GmISU01.10G115700.1.p, GmISU01.20G066200.1.p, GmISU01.20G066200.2.p	Bevul.4G168300.1.p
OG0006869	GmISU01.10G057500.1.p, GmISU01.13G120100.1.p	Bevul.7G042900.1.p
OG0006871	GmISU01.18G228600.2.p, GmISU01.18G228600.1.p, GmISU01.02G085500.1.p, GmISU01.20G198000.1.p, GmISU01.10G247500.1.p, GmISU01.10G247500.2.p	Bevul.2G105300.1.p, Bevul.2G105300.2.p, Bevul.2G105300.3.p
OG0006872	GmISU01.05G124400.1.p	Bevul.3G230500.1.p
OG0006873	GmISU01.20G140400.1.p	Bevul.2G116600.1.p
OG0006874	GmISU01.12G047100.1.p, GmISU01.11G116400.1.p, GmISU01.13G303600.1.p, GmISU01.15G028400.1.p	Bevul.3G102700.1.p
OG0006875	GmISU01.02G016000.2.p, GmISU01.02G016000.5.p, GmISU01.02G016000.6.p, GmISU01.02G016000.7.p, GmISU01.10G016800.1.p, GmISU01.03G019300.1.p	Bevul.7G098400.1.p, Bevul.7G098400.2.p
OG0006876	GmISU01.03G097800.1.p, GmISU01.03G097800.2.p, GmISU01.19G101400.1.p, GmISU01.10G085900.2.p, GmISU01.02G161300.1.p	Bevul.3G203900.1.p
OG0006877	GmISU01.12G057700.1.p, GmISU01.11G126900.1.p	Bevul.7G206600.1.p
OG0006878	GmISU01.01G159900.1.p, GmISU01.10G155300.1.p, GmISU01.20G161100.1.p	Bevul.6G246600.1.p
OG0006879	GmISU01.09G175200.1.p, GmISU01.01G114600.1.p	Bevul.5G108300.1.p
OG0006880	GmISU01.08G023600.1.p, GmISU01.05G187500.2.p, GmISU01.05G187500.1.p, GmISU01.05G187500.3.p	Bevul.5G012800.1.p, Bevul.5G058400.1.p
OG0006881	GmISU01.08G327300.1.p, GmISU01.18G236900.3.p, GmISU01.08G327300.3.p, GmISU01.08G327300.2.p, GmISU01.18G236900.2.p, GmISU01.18G236900.1.p	Bevul.3G130300.1.p
OG0006882	GmISU01.10G074200.1.p, GmISU01.02G160600.1.p	Bevul.5G113900.1.p
OG0006883	GmISU01.02G128500.2.p, GmISU01.02G128500.5.p, GmISU01.02G128500.4.p, GmISU01.02G128500.3.p, GmISU01.02G128500.1.p, GmISU01.10G028800.1.p, GmISU01.03G121400.1.p, GmISU01.19G125800.1.p, GmISU01.03G121400.2.p	Bevul.5G239600.1.p
OG0006884	GmISU01.20G175900.1.p, GmISU01.10G140900.1.p	Bevul.8G148200.1.p
OG0006885	GmISU01.13G274600.1.p, GmISU01.12G154400.1.p, GmISU01.12G154400.3.p	Bevul.7G177600.1.p
OG0006886	GmISU01.05G162100.1.p, GmISU01.08G145300.1.p, GmISU01.04G172900.1.p	Bevul.6G050000.1.p
OG0006887	GmISU01.13G288300.1.p, GmISU01.13G288300.3.p, GmISU01.13G288300.2.p, GmISU01.15G042500.2.p, GmISU01.15G042500.1.p	Bevul.9G054200.1.p
OG0006889	GmISU01.18G107600.1.p, GmISU01.08G260600.1.p	Bevul.3G007800.1.p
OG0006890	GmISU01.02G235100.1.p, GmISU01.14G038400.2.p	Bevul.8G075400.1.p
OG0006891	GmISU01.09G204300.1.p	Bevul.4G212900.1.p
OG0006892	GmISU01.13G138300.1.p, GmISU01.17G104900.1.p	Bevul.8G176100.1.p
OG0006893	GmISU01.11G164400.1.p	Bevul.2G046100.1.p
OG0006894	GmISU01.15G174100.1.p, GmISU01.09G079000.1.p	Bevul.4G199000.1.p
OG0006895	GmISU01.20G199400.1.p, GmISU01.20G199400.2.p, GmISU01.10G248800.1.p, GmISU01.20G199300.1.p, GmISU01.20G199500.1.p	Bevul.2G108200.1.p, Bevul.2G107700.1.p
OG0006896	GmISU01.03G177900.1.p, GmISU01.19G179300.1.p, GmISU01.03G177900.2.p	Bevul.5G254200.1.p
OG0006897	GmISU01.10G204500.2.p, GmISU01.10G204500.1.p, GmISU01.20G115900.2.p, GmISU01.20G115900.1.p	Bevul.7G063800.1.p
OG0006898	GmISU01.11G165200.3.p, GmISU01.11G165200.2.p, GmISU01.11G165200.5.p, GmISU01.11G165200.4.p	Bevul.2G045700.1.p
OG0006899	GmISU01.17G106200.1.p, GmISU01.13G140000.1.p	Bevul.8G178700.1.p
OG0006900	GmISU01.20G158200.2.p, GmISU01.20G158200.1.p, GmISU01.10G157700.1.p	Bevul.2G012100.3.p, Bevul.2G012100.2.p, Bevul.2G012100.1.p
OG0006903	GmISU01.20G108800.1.p, GmISU01.20G108800.2.p, GmISU01.10G211800.1.p, GmISU01.20G108800.3.p, GmISU01.20G108800.4.p	Bevul.3G141400.1.p
OG0006904	GmISU01.19G168800.1.p, GmISU01.03G166700.1.p, GmISU01.03G166700.2.p	Bevul.3G176900.1.p
OG0006905	GmISU01.06G247550.1.p, GmISU01.12G101100.1.p, GmISU01.12G101100.2.p	Bevul.6G112900.1.p
OG0006906	GmISU01.10G036800.1.p, GmISU01.13G099400.1.p	Bevul.3G153800.1.p
OG0006907	GmISU01.12G154800.1.p, GmISU01.12G084200.1.p, GmISU01.11G144300.1.p	Bevul.7G178000.1.p
OG0006908	GmISU01.19G173500.1.p, GmISU01.03G172000.1.p	Bevul.2G205500.1.p
OG0006910	GmISU01.12G044500.1.p, GmISU01.12G044500.2.p	Bevul.3G109700.1.p
OG0006911	GmISU01.12G047900.2.p, GmISU01.12G047900.1.p, GmISU01.11G117100.3.p, GmISU01.11G117100.2.p, GmISU01.11G117100.1.p, GmISU01.11G117100.4.p	Bevul.3G099000.1.p
OG0006912	GmISU01.02G227500.1.p, GmISU01.14G046600.1.p, GmISU01.14G046600.2.p	Bevul.9G022300.1.p, Bevul.9G022300.2.p
OG0006913	GmISU01.18G033200.1.p, GmISU01.11G201400.1.p	Bevul.2G228000.4.p, Bevul.2G228000.6.p, Bevul.2G228000.1.p, Bevul.2G228000.7.p, Bevul.2G228000.5.p, Bevul.2G228000.3.p, Bevul.2G228000.2.p
OG0006914	GmISU01.03G072900.1.p	Bevul.5G228100.1.p
OG0006915	GmISU01.11G168000.1.p, GmISU01.04G112800.1.p, GmISU01.15G196700.1.p, GmISU01.13G164500.1.p	Bevul.2G041600.1.p
OG0006916	GmISU01.18G045300.1.p, GmISU01.11G187400.2.p, GmISU01.11G187400.1.p	Bevul.1G203400.1.p
OG0006917	GmISU01.02G114000.1.p, GmISU01.01G073800.1.p	Bevul.3G235500.1.p, Bevul.4G128400.1.p
OG0006918	GmISU01.13G090200.3.p, GmISU01.13G090200.2.p	Bevul.3G124100.1.p
OG0006919	GmISU01.20G002500.1.p	Bevul.2G244300.1.p
OG0006920	GmISU01.20G073900.2.p, GmISU01.10G242200.1.p	Bevul.9G006000.2.p, Bevul.9G006000.1.p
OG0006921	GmISU01.10G179400.1.p, GmISU01.20G138000.1.p	Bevul.1G210300.1.p, Bevul.1G210100.1.p
OG0006923	GmISU01.01G025800.1.p, GmISU01.08G126500.1.p	Bevul.4G220200.1.p
OG0006924	GmISU01.18G039200.1.p, GmISU01.11G195600.1.p, GmISU01.18G039100.1.p	Bevul.3G031500.1.p
OG0006925	GmISU01.10G022700.1.p, GmISU01.02G134700.1.p, GmISU01.19G119500.1.p, GmISU01.19G119500.2.p, GmISU01.03G115000.1.p, GmISU01.03G115000.2.p	Bevul.7G076200.2.p, Bevul.7G076200.1.p
OG0006926	GmISU01.11G006500.1.p, GmISU01.01G193600.2.p, GmISU01.11G006500.2.p	Bevul.7G125600.1.p
OG0006927	GmISU01.12G054500.3.p, GmISU01.12G054500.4.p, GmISU01.12G054500.5.p, GmISU01.12G054500.2.p, GmISU01.12G054500.1.p, GmISU01.11G123800.1.p	Bevul.7G200400.1.p
OG0006928	GmISU01.16G081100.2.p, GmISU01.16G081100.3.p, GmISU01.16G081100.1.p, GmISU01.03G062600.1.p, GmISU01.03G062600.2.p	Bevul.3G235300.1.p
OG0006929	GmISU01.19G153100.1.p, GmISU01.13G120600.1.p, GmISU01.10G058000.1.p	Bevul.7G039900.1.p, Bevul.7G039900.2.p, Bevul.7G039900.3.p
OG0006930	GmISU01.10G172200.2.p, GmISU01.20G144300.2.p, GmISU01.10G172200.1.p, GmISU01.10G172200.3.p, GmISU01.20G144300.1.p	Bevul.3G152500.1.p
OG0006931	GmISU01.14G032900.1.p, GmISU01.02G240200.1.p, GmISU01.18G098600.1.p, GmISU01.08G269500.1.p, GmISU01.08G269600.1.p	Bevul.4G225800.1.p, Bevul.4G223200.1.p
OG0006933	GmISU01.19G102400.2.p, GmISU01.19G102400.4.p, GmISU01.19G102400.1.p, GmISU01.19G102400.3.p, GmISU01.03G098900.1.p	Bevul.3G203000.1.p
OG0006934	GmISU01.04G116000.1.p, GmISU01.11G165700.1.p	Bevul.1G190700.1.p
OG0006935	GmISU01.03G000500.2.p, GmISU01.13G000300.1.p, GmISU01.16G189800.1.p, GmISU01.18G166300.1.p	Bevul.7G000300.2.p
OG0006936	GmISU01.06G143100.1.p, GmISU01.04G170100.1.p, GmISU01.05G164300.1.p, GmISU01.05G164300.2.p, GmISU01.08G001400.1.p, GmISU01.08G001400.2.p	Bevul.4G180400.1.p
