Orthogroup	G_max.proteins	S_lycopersicum.proteins
OG0010468	GmISU01.11G195400.3.p, GmISU01.18G039300.1.p	Solyc11g011470.2.1
OG0010469	GmISU01.18G049700.1.p, GmISU01.11G169900.1.p	Solyc01g100840.3.1
OG0010470	GmISU01.20G074100.1.p	Solyc04g009210.1.1
OG0010471	GmISU01.18G111400.1.p, GmISU01.08G256000.1.p	Solyc05g005170.3.1
OG0010472	GmISU01.19G014100.1.p, GmISU01.13G046000.1.p	Solyc02g087290.3.1
OG0010473	GmISU01.01G015600.1.p, GmISU01.09G166000.1.p	Solyc08g076670.3.1
OG0010474	GmISU01.02G088500.2.p, GmISU01.02G088500.1.p	Solyc03g111700.3.1
OG0010475	GmISU01.20G146400.1.p, GmISU01.10G169600.1.p, GmISU01.02G117400.1.p, GmISU01.01G072200.1.p	Solyc07g044890.1.1, Solyc05g010000.1.1
OG0010477	GmISU01.05G214400.1.p	Solyc12g027770.2.1
OG0010478	GmISU01.17G076300.1.p, GmISU01.17G076600.1.p, GmISU01.05G015100.1.p	Solyc12g038980.2.1
OG0010479	GmISU01.09G156500.1.p	Solyc08g005090.1.1
OG0010479	GmISU01.01G016600.1.p, GmISU01.09G165200.1.p	Solyc08g076870.1.1
OG0010480	GmISU01.02G232800.1.p	Solyc01g009050.3.1
OG0010482	GmISU01.08G239100.3.p, GmISU01.01G067300.1.p, GmISU01.08G239100.2.p, GmISU01.01G067300.3.p, GmISU01.01G067300.4.p	Solyc05g009560.3.1
OG0010483	GmISU01.16G059600.3.p, GmISU01.19G061300.1.p, GmISU01.16G059600.1.p	Solyc02g093620.1.1
OG0010484	GmISU01.10G226200.1.p, GmISU01.20G091600.1.p, GmISU01.20G091600.3.p	Solyc05g008420.3.1
OG0010486	GmISU01.03G127300.1.p, GmISU01.19G131300.1.p	Solyc09g066495.1.1
OG0010487	GmISU01.18G045100.1.p, GmISU01.11G187600.1.p	Solyc02g036470.3.1
OG0010488	GmISU01.01G068500.2.p, GmISU01.01G068500.1.p, GmISU01.10G168200.1.p	Solyc05g009700.3.1
OG0010489	GmISU01.03G107800.2.p, GmISU01.03G107800.1.p, GmISU01.10G077800.1.p, GmISU01.02G153300.1.p, GmISU01.02G153300.2.p	Solyc03g059020.2.1
OG0010490	GmISU01.13G029200.1.p	Solyc12g096190.2.1
OG0010491	GmISU01.02G204700.1.p, GmISU01.14G176200.1.p	Solyc05g056560.3.1
OG0010492	GmISU01.17G162500.1.p, GmISU01.06G149700.1.p, GmISU01.04G163900.1.p, GmISU01.08G006300.1.p, GmISU01.05G169200.1.p	Solyc03g118130.3.1
OG0010493	GmISU01.18G238600.1.p	Solyc02g085820.3.1
OG0010494	GmISU01.11G084000.1.p, GmISU01.11G084000.2.p, GmISU01.12G016200.1.p	Solyc03g097010.3.1
OG0010495	GmISU01.06G165000.2.p, GmISU01.06G165000.3.p, GmISU01.06G165000.1.p, GmISU01.04G149000.1.p	Solyc03g114670.3.1, Solyc06g069350.2.1
OG0010496	GmISU01.18G191100.1.p, GmISU01.09G203200.1.p	Solyc01g088570.3.1
OG0010497	GmISU01.16G087200.1.p, GmISU01.08G242500.2.p	Solyc00g005050.3.1, Solyc04g009190.3.1
OG0010498	GmISU01.11G194100.1.p, GmISU01.18G040400.1.p	Solyc05g012440.3.1
OG0010499	GmISU01.09G239800.1.p	Solyc11g006360.1.1
OG0010500	GmISU01.18G109800.1.p, GmISU01.08G257866.1.p	Solyc05g005680.3.1
OG0010501	GmISU01.20G200500.1.p, GmISU01.20G200500.2.p, GmISU01.10G249400.1.p, GmISU01.20G200500.3.p	Solyc01g009290.3.1
OG0010502	GmISU01.20G008800.2.p, GmISU01.20G008800.1.p, GmISU01.07G149100.2.p	Solyc04g008570.3.1
OG0010503	GmISU01.11G012300.1.p	Solyc04g077110.3.1, Solyc09g007070.1.1
OG0010504	GmISU01.01G159600.3.p, GmISU01.11G037800.1.p	Solyc06g061070.3.1, Solyc08g007040.3.1
OG0010505	GmISU01.17G088400.1.p	Solyc03g113280.3.1
OG0010506	GmISU01.16G040800.1.p, GmISU01.19G079400.1.p	Solyc04g009030.3.1, Solyc02g020940.3.1
OG0010507	GmISU01.18G108200.1.p, GmISU01.08G259900.1.p	Solyc04g025670.3.1, Solyc04g025715.1.1
OG0010508	GmISU01.03G080900.1.p, GmISU01.03G080900.2.p, GmISU01.07G103100.2.p, GmISU01.07G103100.3.p, GmISU01.07G103100.1.p	Solyc08g077990.3.1
OG0010509	GmISU01.11G223600.1.p, GmISU01.18G010600.1.p, GmISU01.18G010600.2.p	Solyc05g014160.3.1
OG0010510	GmISU01.18G108600.5.p, GmISU01.18G108600.4.p, GmISU01.18G108600.3.p, GmISU01.18G108600.2.p, GmISU01.08G259400.1.p	Solyc01g090510.2.1
OG0010511	GmISU01.06G156300.2.p, GmISU01.06G156300.3.p, GmISU01.06G156300.1.p, GmISU01.04G157700.1.p, GmISU01.04G157700.2.p	Solyc08g083260.3.1
OG0010512	GmISU01.18G190900.1.p, GmISU01.09G203400.1.p, GmISU01.03G076100.1.p, GmISU01.07G107000.1.p	Solyc01g088530.2.1
OG0010513	GmISU01.07G141900.2.p	Solyc05g008040.3.1
OG0010514	GmISU01.15G128900.1.p, GmISU01.09G032500.1.p	Solyc05g053390.3.1
OG0010515	GmISU01.02G100100.2.p, GmISU01.01G046900.2.p, GmISU01.01G046900.1.p, GmISU01.02G100100.1.p	Solyc01g010970.3.1
OG0010516	GmISU01.12G006200.1.p, GmISU01.12G006200.3.p, GmISU01.08G043200.1.p, GmISU01.08G043200.2.p	Solyc08g016420.3.1
OG0010517	GmISU01.01G041200.2.p, GmISU01.02G094100.2.p, GmISU01.02G094100.1.p	Solyc01g010590.2.1
OG0010518	GmISU01.05G012900.1.p	Solyc12g038370.2.1
OG0010519	GmISU01.01G069900.1.p, GmISU01.01G069900.2.p	Solyc05g009780.3.1
OG0010520	GmISU01.19G074100.1.p, GmISU01.16G047601.1.p, GmISU01.16G047601.3.p, GmISU01.16G047601.2.p	Solyc08g029150.2.1
OG0010521	GmISU01.09G186500.1.p, GmISU01.12G007500.1.p	Solyc11g069910.2.1
OG0010522	GmISU01.20G092600.1.p, GmISU01.10G225100.1.p	Solyc05g008370.1.1
OG0010523	GmISU01.13G096400.1.p, GmISU01.06G269700.1.p	Solyc01g100430.3.1
OG0010525	GmISU01.09G146300.1.p, GmISU01.09G146300.4.p, GmISU01.09G146300.2.p, GmISU01.07G082700.5.p	Solyc03g119570.2.1
OG0010526	GmISU01.06G178400.1.p, GmISU01.04G136200.1.p	Solyc12g036200.2.1
OG0010527	GmISU01.12G015000.1.p, GmISU01.11G100100.1.p	Solyc03g097210.3.1
OG0010528	GmISU01.10G004900.1.p	Solyc02g087240.3.1
OG0010529	GmISU01.05G030800.1.p, GmISU01.17G085200.1.p	Solyc03g113900.3.1
OG0010530	GmISU01.02G109600.1.p, GmISU01.01G066600.1.p, GmISU01.08G240800.1.p	Solyc05g010800.3.1, Solyc04g005260.2.1
OG0010531	GmISU01.04G118900.2.p, GmISU01.06G188000.2.p, GmISU01.04G118900.1.p, GmISU01.06G188000.1.p, GmISU01.17G112800.2.p, GmISU01.05G012800.1.p	Solyc03g119840.3.1
OG0010532	GmISU01.11G038000.1.p, GmISU01.11G038000.2.p	Solyc08g007010.3.1
OG0010533	GmISU01.20G155600.2.p, GmISU01.20G155600.1.p, GmISU01.10G159700.2.p, GmISU01.10G159700.1.p, GmISU01.10G159700.3.p	Solyc05g007730.3.1
OG0010534	GmISU01.19G027632.1.p, GmISU01.19G027566.1.p, GmISU01.13G035000.1.p	Solyc08g078380.3.1
OG0010535	GmISU01.04G128500.1.p, GmISU01.06G185600.1.p, GmISU01.05G016600.1.p, GmISU01.17G074800.1.p	Solyc03g114810.3.1
OG0010536	GmISU01.02G260400.1.p, GmISU01.14G011600.2.p, GmISU01.14G011600.1.p, GmISU01.18G067300.2.p, GmISU01.18G067300.1.p	Solyc07g065780.2.1
OG0010537	GmISU01.10G228000.1.p, GmISU01.20G090200.1.p	Solyc05g008600.3.1
OG0010538	GmISU01.11G123200.1.p	Solyc11g008760.2.1
OG0010539	GmISU01.18G242500.1.p, GmISU01.08G321500.1.p	Solyc01g009780.3.1
OG0010540	GmISU01.07G142300.3.p, GmISU01.07G142300.2.p, GmISU01.09G095600.1.p	Solyc04g054460.3.1
OG0010541	GmISU01.17G137050.1.p, GmISU01.05G061100.1.p	Solyc06g060990.3.1
OG0010542	GmISU01.01G050200.1.p, GmISU01.01G050200.2.p	Solyc05g012460.3.1
OG0010543	GmISU01.09G139400.1.p, GmISU01.07G091800.1.p	Solyc03g118680.3.1
OG0010545	GmISU01.09G197000.2.p, GmISU01.09G197000.1.p, GmISU01.18G200600.1.p	Solyc10g081280.2.1
OG0010547	GmISU01.08G019400.3.p, GmISU01.05G182900.1.p	Solyc12g056060.2.1, Solyc08g008260.2.1
OG0010549	GmISU01.07G115800.1.p, GmISU01.18G134900.5.p, GmISU01.18G134900.3.p, GmISU01.18G134900.4.p, GmISU01.18G134900.1.p, GmISU01.18G134900.2.p	Solyc10g086480.2.1
OG0010550	GmISU01.05G101400.1.p	Solyc10g054470.1.1, Solyc10g054520.1.1, Solyc10g054490.1.1, Solyc02g070190.1.1
OG0010552	GmISU01.14G097566.1.p	Solyc01g065790.1.1, Solyc01g065800.1.1
OG0010553	GmISU01.19G022400.1.p, GmISU01.13G039600.1.p	Solyc02g088270.3.1
OG0010555	GmISU01.10G089900.1.p, GmISU01.20G079800.1.p, GmISU01.10G236900.1.p	Solyc11g006830.2.1
OG0010556	GmISU01.10G191800.1.p, GmISU01.20G127200.1.p	Solyc03g007720.3.1, Solyc03g007710.3.1, Solyc03g007700.1.1
OG0010557	GmISU01.03G094500.1.p, GmISU01.03G094500.2.p	Solyc03g094020.3.1
OG0010558	GmISU01.07G223600.1.p, GmISU01.17G010800.1.p, GmISU01.09G003600.1.p, GmISU01.15G100400.1.p, GmISU01.17G177550.1.p	Solyc02g080615.1.1
OG0010559	GmISU01.10G228500.1.p, GmISU01.20G089500.3.p, GmISU01.20G089500.1.p	Solyc04g007470.3.1
OG0010560	GmISU01.12G204100.1.p	Solyc03g032240.3.1
OG0010561	GmISU01.20G117200.1.p, GmISU01.10G203300.1.p	Solyc03g078330.1.1
OG0010562	GmISU01.04G101000.1.p, GmISU01.06G272200.1.p	Solyc11g019910.1.1, Solyc03g083660.1.1, Solyc03g083700.1.1, Solyc03g083710.1.1
OG0010563	GmISU01.11G046800.2.p, GmISU01.11G046800.1.p, GmISU01.01G151200.1.p	Solyc02g092880.3.1
OG0010566	GmISU01.12G021400.1.p, GmISU01.12G021400.2.p, GmISU01.11G089200.1.p	Solyc11g042880.2.1
OG0010572	GmISU01.08G166400.1.p, GmISU01.08G166400.2.p, GmISU01.08G166400.3.p	Solyc01g105165.1.1
OG0010573	GmISU01.10G086400.1.p, GmISU01.10G086400.5.p, GmISU01.10G086400.4.p, GmISU01.10G086400.3.p, GmISU01.10G086400.6.p, GmISU01.10G086400.7.p, GmISU01.10G086400.2.p	Solyc04g016480.3.1, Solyc10g079240.2.1
OG0010575	GmISU01.10G172500.2.p, GmISU01.20G144100.2.p, GmISU01.10G172500.1.p, GmISU01.20G144100.3.p, GmISU01.20G144100.1.p	Solyc05g055630.3.1
OG0010577	GmISU01.06G230900.1.p, GmISU01.06G231000.1.p	Solyc07g025280.1.1
OG0010584	GmISU01.03G004200.1.p, GmISU01.03G004200.2.p, GmISU01.03G004200.3.p, GmISU01.03G004200.4.p, GmISU01.03G004200.5.p, GmISU01.03G004200.6.p, GmISU01.03G004200.7.p	Solyc09g098600.2.1
OG0010588	GmISU01.08G177400.1.p	Solyc06g065120.1.1, Solyc06g065140.2.1, Solyc04g025585.1.1
OG0010624	GmISU01.20G126600.1.p, GmISU01.10G192400.1.p	Solyc06g036330.1.1
OG0010625	GmISU01.01G118400.1.p	Solyc08g075500.3.1
OG0010626	GmISU01.19G099400.1.p, GmISU01.03G095800.1.p	Solyc10g084060.2.1, Solyc04g040210.3.1
OG0010628	GmISU01.10G249100.8.p, GmISU01.10G249100.11.p, GmISU01.10G249100.2.p, GmISU01.10G249100.10.p, GmISU01.10G249100.9.p, GmISU01.10G249100.1.p, GmISU01.20G200100.2.p, GmISU01.20G200100.1.p	Solyc04g010180.3.1
OG0010629	GmISU01.10G051501.1.p	Solyc10g084040.2.1
OG0010630	GmISU01.15G140100.1.p, GmISU01.09G043400.1.p	Solyc01g067080.3.1
OG0010631	GmISU01.11G005700.1.p, GmISU01.01G194600.1.p, GmISU01.10G208600.1.p, GmISU01.20G112400.1.p	Solyc09g082190.1.1, Solyc06g054130.1.1
OG0010632	GmISU01.09G237800.1.p, GmISU01.19G083000.1.p	Solyc11g071770.1.1
OG0010633	GmISU01.18G155000.1.p, GmISU01.07G135500.1.p, GmISU01.03G040400.1.p	Solyc02g082950.3.1, Solyc02g082940.3.1, Solyc09g015350.3.1
OG0010634	GmISU01.19G207500.1.p, GmISU01.03G206400.1.p	Solyc08g075070.3.1
OG0010635	GmISU01.18G138900.1.p, GmISU01.07G119200.1.p, GmISU01.03G051600.1.p, GmISU01.01G079300.1.p	Solyc10g084880.3.1
OG0010636	GmISU01.20G063900.1.p, GmISU01.20G063500.3.p, GmISU01.20G063500.2.p, GmISU01.20G063500.7.p, GmISU01.20G063500.6.p, GmISU01.20G063500.5.p, GmISU01.20G063500.1.p	Solyc01g101150.2.1
OG0010637	GmISU01.19G162600.2.p, GmISU01.19G162600.1.p, GmISU01.03G160500.1.p	Solyc10g007670.3.1
OG0010639	GmISU01.09G030800.3.p, GmISU01.15G127500.1.p, GmISU01.09G030800.1.p	Solyc12g099175.1.1, Solyc12g099170.2.1
OG0010640	GmISU01.13G157400.1.p, GmISU01.13G157500.1.p, GmISU01.06G266900.2.p, GmISU01.06G266900.1.p, GmISU01.04G106000.1.p, GmISU01.06G266800.1.p, GmISU01.06G266800.2.p, GmISU01.06G266800.4.p, GmISU01.06G266800.5.p, GmISU01.06G266800.3.p	Solyc01g096690.2.1
OG0010642	GmISU01.19G154400.2.p, GmISU01.19G154400.1.p	Solyc10g083650.1.1
OG0010644	GmISU01.14G009400.2.p, GmISU01.14G009400.1.p, GmISU01.02G262700.1.p	Solyc06g076650.3.1
OG0010646	GmISU01.10G020400.2.p, GmISU01.02G137100.1.p	Solyc01g067830.3.1, Solyc06g008860.3.1
OG0010647	GmISU01.12G146700.1.p, GmISU01.13G282000.1.p, GmISU01.11G153700.1.p	Solyc06g051550.3.1
OG0010648	GmISU01.05G127000.1.p, GmISU01.08G100500.1.p	Solyc09g092260.3.1, Solyc05g053760.3.1
OG0010649	GmISU01.19G130800.1.p, GmISU01.19G130800.2.p	Solyc03g098140.3.1
OG0010650	GmISU01.19G138800.3.p, GmISU01.19G138800.2.p, GmISU01.19G138800.1.p, GmISU01.19G138800.4.p, GmISU01.03G135500.1.p, GmISU01.03G135500.2.p, GmISU01.03G135500.3.p, GmISU01.03G135500.6.p, GmISU01.03G135500.4.p, GmISU01.03G135500.5.p	Solyc09g005690.3.1
OG0010651	GmISU01.19G160200.2.p, GmISU01.03G158200.1.p	Solyc09g010170.3.1
OG0010652	GmISU01.08G323100.1.p	Solyc01g103080.3.1
OG0010653	GmISU01.11G153200.1.p, GmISU01.12G074500.1.p	Solyc11g066440.2.1
OG0010654	GmISU01.13G165200.1.p	Solyc08g014480.3.1
OG0010655	GmISU01.13G050500.2.p, GmISU01.13G050500.1.p, GmISU01.20G034500.1.p, GmISU01.20G034500.2.p, GmISU01.14G037500.1.p	Solyc11g062400.2.1, Solyc01g008860.1.1, Solyc01g008870.1.1
OG0010656	GmISU01.11G130000.1.p, GmISU01.12G060500.1.p, GmISU01.12G060500.2.p, GmISU01.15G039000.1.p, GmISU01.13G292500.1.p	Solyc11g005050.2.1, Solyc06g060080.2.1
OG0010657	GmISU01.10G003000.1.p	Solyc09g082600.2.1, Solyc06g053980.3.1
OG0010658	GmISU01.07G215100.1.p, GmISU01.17G019000.1.p	Solyc01g080660.3.1
OG0010659	GmISU01.06G074400.1.p, GmISU01.06G074400.2.p, GmISU01.04G073300.1.p	Solyc11g008710.2.1
OG0010660	GmISU01.07G231400.1.p, GmISU01.15G113200.2.p, GmISU01.15G113200.1.p	Solyc04g015190.3.1
OG0010663	GmISU01.19G172000.1.p	Solyc09g074660.3.1
OG0010664	GmISU01.16G013100.1.p, GmISU01.16G013100.2.p, GmISU01.07G043700.1.p	Solyc12g055740.2.1
OG0010665	GmISU01.04G110500.1.p, GmISU01.06G263100.1.p	Solyc01g096660.3.1
OG0010666	GmISU01.19G169000.1.p, GmISU01.03G166900.2.p, GmISU01.03G166900.1.p	Solyc01g105040.3.1
OG0010667	GmISU01.03G198500.1.p, GmISU01.19G199600.1.p, GmISU01.20G189700.1.p, GmISU01.10G126000.1.p	Solyc10g018270.1.1, Solyc01g098570.2.1
OG0010668	GmISU01.11G116800.1.p, GmISU01.12G047600.1.p, GmISU01.13G303400.1.p	Solyc11g044940.1.1
OG0010669	GmISU01.16G076700.1.p, GmISU01.03G066400.1.p	Solyc09g057640.3.1
OG0010670	GmISU01.13G121300.1.p, GmISU01.10G058700.1.p, GmISU01.03G150400.1.p, GmISU01.19G153700.1.p	Solyc09g008860.3.1
OG0010671	GmISU01.08G320400.1.p, GmISU01.18G133500.1.p	Solyc09g010730.1.1, Solyc06g076060.1.1
OG0010672	GmISU01.15G123900.1.p, GmISU01.15G123900.2.p	Solyc12g098360.2.1
OG0010673	GmISU01.11G146200.3.p, GmISU01.11G146200.2.p, GmISU01.11G146200.1.p	Solyc11g068550.1.1
OG0010674	GmISU01.09G231000.1.p, GmISU01.09G231000.2.p, GmISU01.18G163300.2.p	Solyc02g080650.3.1
OG0010675	GmISU01.18G157700.1.p, GmISU01.09G234100.1.p, GmISU01.03G036300.1.p	Solyc10g085380.2.1
OG0010676	GmISU01.10G198200.3.p, GmISU01.10G198200.4.p, GmISU01.20G122000.1.p, GmISU01.10G198200.1.p, GmISU01.10G198200.2.p	Solyc03g025860.3.1
OG0010679	GmISU01.15G026400.1.p, GmISU01.13G305500.1.p, GmISU01.11G115100.1.p	Solyc06g007700.3.1
OG0010680	GmISU01.19G193100.1.p, GmISU01.03G191600.2.p, GmISU01.03G191600.1.p	Solyc01g065710.3.1
OG0010681	GmISU01.13G051300.2.p, GmISU01.13G051300.4.p, GmISU01.13G051300.1.p	Solyc08g007440.2.1
OG0010682	GmISU01.03G151800.2.p, GmISU01.03G151800.1.p, GmISU01.19G155200.1.p	Solyc09g009150.1.1
OG0010683	GmISU01.17G176400.1.p, GmISU01.13G194200.1.p	Solyc01g097130.3.1
OG0010684	GmISU01.09G061100.1.p, GmISU01.07G144400.1.p	Solyc06g009375.1.1
OG0010685	GmISU01.19G176000.1.p, GmISU01.02G015100.1.p, GmISU01.10G016000.1.p	Solyc06g009190.3.1, Solyc09g075350.3.1
OG0010686	GmISU01.13G317500.1.p, GmISU01.13G317500.2.p	Solyc12g043100.2.1
OG0010687	GmISU01.08G109900.1.p	Solyc09g014415.1.1
OG0010691	GmISU01.09G121600.1.p, GmISU01.16G174600.1.p	Solyc08g080250.3.1
OG0010692	GmISU01.20G056400.1.p	Solyc09g090820.3.1
OG0010693	GmISU01.10G062100.1.p, GmISU01.13G124200.1.p	Solyc02g077410.3.1
OG0010694	GmISU01.20G161300.1.p, GmISU01.10G155100.1.p, GmISU01.10G108100.1.p, GmISU01.20G059300.1.p	Solyc09g090540.3.1
OG0010695	GmISU01.08G102100.1.p	Solyc09g092170.2.1
OG0010696	GmISU01.13G175900.1.p, GmISU01.15G097100.1.p	Solyc01g080050.3.1
OG0010697	GmISU01.03G088100.1.p, GmISU01.19G093400.1.p	Solyc10g077040.2.1
OG0010698	GmISU01.16G080700.2.p, GmISU01.16G080700.3.p, GmISU01.16G080700.1.p, GmISU01.16G080700.4.p	Solyc09g060110.3.1
OG0010700	GmISU01.02G222300.1.p, GmISU01.14G051000.1.p	Solyc10g018120.2.1
OG0010701	GmISU01.11G162100.1.p	Solyc01g068190.3.1
OG0010702	GmISU01.03G192300.3.p, GmISU01.03G192400.1.p, GmISU01.19G194000.2.p, GmISU01.19G194000.1.p, GmISU01.19G194200.2.p, GmISU01.07G208600.1.p, GmISU01.07G208600.2.p	Solyc01g066453.1.1
OG0010703	GmISU01.18G128500.1.p, GmISU01.08G316100.1.p, GmISU01.08G316100.2.p	Solyc06g054590.3.1
OG0010704	GmISU01.03G119000.1.p	Solyc09g065300.3.1
OG0010707	GmISU01.05G125900.1.p, GmISU01.08G099400.1.p	Solyc12g098520.2.1
OG0010708	GmISU01.19G178100.1.p, GmISU01.03G176800.1.p, GmISU01.02G013200.1.p, GmISU01.10G014100.1.p	Solyc09g075660.3.1, Solyc06g084610.3.1
OG0010709	GmISU01.18G219000.1.p, GmISU01.08G232600.1.p	Solyc06g009520.3.1
OG0010710	GmISU01.10G136000.2.p, GmISU01.10G136000.3.p, GmISU01.10G136000.1.p, GmISU01.20G180300.1.p	Solyc04g050540.3.1
OG0010712	GmISU01.06G068700.1.p, GmISU01.04G067700.1.p	Solyc08g068050.3.1
OG0010713	GmISU01.07G208700.1.p, GmISU01.17G025100.3.p	Solyc01g066480.3.1
OG0010714	GmISU01.18G035300.1.p, GmISU01.11G199200.2.p	Solyc06g043150.3.1
OG0010716	GmISU01.18G002000.3.p, GmISU01.18G002000.1.p	Solyc09g092340.3.1
OG0010718	GmISU01.11G186400.1.p, GmISU01.18G046500.1.p	Solyc06g007760.3.1
OG0010719	GmISU01.02G168600.1.p, GmISU01.10G066000.1.p	Solyc09g010110.3.1
OG0010720	GmISU01.07G212800.1.p, GmISU01.17G021300.1.p	Solyc01g067500.3.1
OG0010722	GmISU01.18G074000.1.p	Solyc07g065125.1.1
OG0010723	GmISU01.03G092500.1.p	Solyc12g020110.2.1
OG0010724	GmISU01.11G004100.1.p, GmISU01.11G004100.3.p	Solyc09g075750.1.1
OG0010725	GmISU01.06G071100.1.p	Solyc07g007775.1.1
OG0010726	GmISU01.09G155700.2.p, GmISU01.16G096400.1.p, GmISU01.09G155700.1.p, GmISU01.11G081200.3.p, GmISU01.01G119100.1.p, GmISU01.01G119100.3.p	Solyc02g068280.3.1
OG0010727	GmISU01.16G102300.1.p, GmISU01.02G042700.1.p	Solyc02g083640.3.1
OG0010728	GmISU01.20G075100.1.p	Solyc10g055700.2.1
OG0010729	GmISU01.05G148800.1.p, GmISU01.08G124600.1.p	Solyc11g009070.2.1
OG0010730	GmISU01.11G066800.1.p, GmISU01.01G132400.1.p	Solyc02g084750.3.1
OG0010731	GmISU01.05G165300.3.p, GmISU01.05G165300.1.p	Solyc03g043750.3.1
OG0010732	GmISU01.02G069200.2.p, GmISU01.02G069200.3.p, GmISU01.02G069200.4.p, GmISU01.16G131800.3.p, GmISU01.16G131800.2.p, GmISU01.16G131800.1.p	Solyc04g072130.2.1
OG0010733	GmISU01.01G125300.1.p, GmISU01.11G073800.1.p	Solyc02g083360.1.1
OG0010734	GmISU01.05G148600.1.p, GmISU01.08G124400.1.p, GmISU01.18G014600.1.p, GmISU01.11G219400.1.p	Solyc11g010100.2.1
OG0010735	GmISU01.14G074800.2.p, GmISU01.14G074800.1.p, GmISU01.14G074900.1.p	Solyc04g079410.3.1
OG0010736	GmISU01.04G080900.1.p, GmISU01.06G082500.1.p	Solyc04g077010.3.1
OG0010737	GmISU01.10G219700.1.p, GmISU01.20G098500.1.p	Solyc01g107280.3.1
OG0010738	GmISU01.05G153000.1.p, GmISU01.05G153000.2.p, GmISU01.08G129400.2.p, GmISU01.08G129400.1.p	Solyc04g054500.3.1, Solyc05g051820.3.1
OG0010739	GmISU01.16G111900.1.p	Solyc02g085070.1.1, Solyc02g062610.3.1
OG0010740	GmISU01.17G050300.1.p, GmISU01.13G076700.1.p, GmISU01.15G154100.2.p, GmISU01.15G154100.1.p	Solyc05g018880.1.1, Solyc07g039310.1.1, Solyc12g008850.2.1, Solyc03g007160.1.1
OG0010741	GmISU01.04G137000.2.p	Solyc03g115900.3.1, Solyc06g069730.3.1
OG0010742	GmISU01.09G017100.1.p, GmISU01.15G114700.1.p	Solyc02g084340.2.1
OG0010743	GmISU01.05G001800.1.p	Solyc01g112210.3.1
OG0010744	GmISU01.07G180200.1.p, GmISU01.02G118700.1.p	Solyc10g050240.2.1, Solyc01g108200.3.1
OG0010745	GmISU01.11G065800.1.p, GmISU01.01G133300.1.p	Solyc02g084660.3.1
OG0010746	GmISU01.20G003100.1.p, GmISU01.10G085800.1.p, GmISU01.20G053000.1.p, GmISU01.09G099800.1.p, GmISU01.15G152800.1.p, GmISU01.01G069400.1.p	Solyc04g047723.1.1
OG0010747	GmISU01.17G162700.1.p	Solyc05g056090.3.1
OG0010748	GmISU01.06G027000.1.p, GmISU01.14G067400.1.p, GmISU01.14G067400.3.p, GmISU01.14G067400.2.p, GmISU01.14G067400.4.p	Solyc04g080720.3.1
OG0010749	GmISU01.06G133900.2.p, GmISU01.06G133900.3.p, GmISU01.04G178300.1.p	Solyc04g051870.2.1
OG0010750	GmISU01.17G221400.2.p, GmISU01.17G221400.3.p, GmISU01.17G221400.1.p, GmISU01.14G065900.2.p, GmISU01.14G065900.1.p	Solyc04g080900.3.1
OG0010751	GmISU01.11G103600.1.p	Solyc01g110270.3.1
OG0010752	GmISU01.07G167000.1.p, GmISU01.20G002000.1.p, GmISU01.09G237100.1.p	Solyc12g094530.1.1, Solyc04g082240.1.1
OG0010753	GmISU01.09G191000.1.p, GmISU01.12G003100.1.p	Solyc06g063430.2.1
OG0010754	GmISU01.14G180800.1.p, GmISU01.17G222100.1.p	Solyc04g081070.3.1
OG0010755	GmISU01.12G138400.1.p, GmISU01.16G003100.1.p	Solyc01g103780.3.1
OG0010756	GmISU01.07G138700.1.p, GmISU01.20G005200.1.p	Solyc04g082900.3.1
OG0010757	GmISU01.17G152600.1.p, GmISU01.05G080500.1.p	Solyc03g044190.3.1
OG0010758	GmISU01.10G190500.1.p, GmISU01.06G107200.2.p	Solyc11g005030.2.1
OG0010759	GmISU01.20G076000.3.p, GmISU01.10G240500.1.p	Solyc01g111750.3.1
OG0010760	GmISU01.02G014600.1.p, GmISU01.10G015600.1.p, GmISU01.19G176500.2.p	Solyc09g075420.3.1
OG0010761	GmISU01.04G030400.1.p, GmISU01.06G029300.1.p	Solyc04g080380.3.1
OG0010762	GmISU01.04G019000.3.p, GmISU01.04G019000.1.p, GmISU01.06G017700.1.p	Solyc12g094450.2.1
OG0010763	GmISU01.06G025400.1.p, GmISU01.04G027200.1.p, GmISU01.14G066200.3.p	Solyc04g080870.1.1
OG0010764	GmISU01.06G012700.1.p, GmISU01.04G014000.2.p, GmISU01.04G014000.1.p	Solyc12g094720.2.1
OG0010765	GmISU01.06G133000.1.p, GmISU01.04G179100.1.p	Solyc04g054200.3.1
OG0010766	GmISU01.14G141200.1.p, GmISU01.13G060000.1.p	Solyc12g056910.2.1
OG0010767	GmISU01.05G164700.1.p, GmISU01.06G143600.3.p	Solyc04g015480.3.1
OG0010768	GmISU01.17G209200.1.p, GmISU01.17G209200.2.p, GmISU01.14G078900.1.p	Solyc04g078670.3.1
OG0010769	GmISU01.17G179200.1.p, GmISU01.14G108800.3.p, GmISU01.13G237100.1.p	Solyc04g010100.2.1, Solyc04g016390.2.1
OG0010770	GmISU01.05G149800.1.p, GmISU01.08G125600.2.p	Solyc06g072465.1.1, Solyc03g097950.3.1
OG0010771	GmISU01.07G107801.1.p	Solyc01g015140.1.1, Solyc00g047200.1.1, Solyc08g065625.1.1
OG0010771	GmISU01.05G077433.1.p	Solyc09g050020.2.1
