Orthogroup	G_max.proteins	A_thaliana.proteins
OG0010769	GmISU01.17G179200.1.p, GmISU01.14G108800.3.p, GmISU01.13G237100.1.p	AT5G18790.1, AT3G06320.1
OG0010770	GmISU01.05G149800.1.p, GmISU01.08G125600.2.p	AT5G65220.1
OG0010771	GmISU01.07G107801.1.p, GmISU01.05G077433.1.p	AT2G07727.1, ATMG00220.1
OG0010772	GmISU01.20G159800.2.p, GmISU01.20G159800.3.p	AT1G48200.1
OG0010773	GmISU01.04G015100.1.p, GmISU01.06G013800.1.p	AT2G33640.1
OG0010774	GmISU01.09G155900.1.p	AT1G47970.1
OG0010774	GmISU01.09G164200.1.p	AT5G46795.1
OG0010775	GmISU01.12G135900.1.p, GmISU01.16G001200.1.p	AT1G09630.1
OG0010776	GmISU01.05G097500.1.p, GmISU01.08G069400.1.p	AT3G26410.1
OG0010777	GmISU01.02G089900.1.p	AT2G04560.1
OG0010778	GmISU01.14G079900.1.p, GmISU01.17G208200.1.p	AT5G47830.1, AT5G47830.2
OG0010779	GmISU01.04G088700.12.p, GmISU01.04G088700.3.p, GmISU01.04G088700.7.p, GmISU01.04G088700.1.p, GmISU01.04G088700.2.p, GmISU01.06G090700.6.p, GmISU01.06G090700.2.p	AT5G27460.1
OG0010780	GmISU01.08G066200.3.p, GmISU01.05G094500.2.p	AT4G33520.2, AT4G33520.3
OG0010781	GmISU01.02G075700.1.p	AT5G42130.1
OG0010782	GmISU01.14G083700.1.p, GmISU01.07G226300.1.p	AT1G59600.1
OG0010784	GmISU01.08G087700.1.p, GmISU01.05G115100.1.p	AT2G30942.1, AT1G06515.2, AT1G06515.1
OG0010786	GmISU01.12G137800.1.p	AT5G49940.2, AT5G49940.1
OG0010787	GmISU01.07G182100.1.p, GmISU01.02G092100.4.p, GmISU01.02G092100.3.p	AT1G49780.1
OG0010788	GmISU01.15G049100.1.p	AT4G33500.1
OG0010790	GmISU01.04G098200.2.p, GmISU01.04G098200.1.p, GmISU01.06G274800.1.p	AT3G13350.1
OG0010791	GmISU01.08G162600.1.p, GmISU01.15G208300.2.p	AT3G14395.1
OG0010791	GmISU01.05G117800.1.p, GmISU01.08G090600.1.p	AT1G30260.1
OG0010792	GmISU01.17G136400.2.p, GmISU01.05G060700.2.p, GmISU01.17G136400.1.p, GmISU01.05G060700.1.p	AT4G17050.1
OG0010794	GmISU01.15G060800.1.p	AT1G11430.1
OG0010795	GmISU01.17G007600.1.p	AT4G22305.1, AT4G22305.2, AT4G22300.1
OG0010796	GmISU01.15G075200.1.p, GmISU01.13G199100.1.p	AT1G28680.2, AT1G28680.1
OG0010798	GmISU01.15G104500.1.p, GmISU01.09G007700.1.p	AT4G22260.1
OG0010800	GmISU01.18G096700.1.p, GmISU01.08G271600.1.p	AT1G06690.1
OG0010801	GmISU01.05G109400.1.p, GmISU01.08G081000.1.p	AT1G30950.1
OG0010802	GmISU01.04G110800.1.p, GmISU01.11G169000.1.p	AT4G28230.1
OG0010804	GmISU01.15G170600.1.p, GmISU01.09G075500.1.p	AT1G30380.1
OG0010805	GmISU01.18G079800.1.p, GmISU01.08G285000.1.p	AT3G20800.1
OG0010806	GmISU01.11G081800.1.p, GmISU01.01G118500.1.p	AT3G45890.1
OG0010807	GmISU01.11G101800.1.p	AT1G30610.1, AT1G30610.2
OG0010809	GmISU01.02G246200.1.p, GmISU01.14G026700.1.p, GmISU01.08G276500.1.p, GmISU01.18G090500.1.p	AT1G06520.1
OG0010810	GmISU01.09G014600.1.p	AT5G47760.1
OG0010811	GmISU01.13G128700.1.p	AT5G58200.1, AT5G58200.2
OG0010812	GmISU01.12G091600.1.p, GmISU01.12G091600.4.p, GmISU01.12G091600.3.p, GmISU01.12G091600.2.p	AT4G15240.1
OG0010813	GmISU01.12G174300.2.p, GmISU01.12G174300.1.p, GmISU01.12G174300.3.p	AT1G06270.1
OG0010814	GmISU01.09G006500.3.p, GmISU01.09G006500.1.p, GmISU01.15G103400.2.p, GmISU01.15G103400.1.p	AT2G20060.1
OG0010815	GmISU01.17G005800.1.p, GmISU01.07G229300.1.p	AT4G16410.1
OG0010816	GmISU01.17G129000.1.p, GmISU01.05G053300.1.p	AT5G47570.1
OG0010818	GmISU01.05G131800.2.p, GmISU01.05G131800.1.p, GmISU01.08G106300.1.p	AT4G28590.1
OG0010819	GmISU01.06G073000.1.p, GmISU01.04G072000.1.p, GmISU01.17G165600.1.p, GmISU01.14G116900.1.p, GmISU01.14G116900.2.p	AT5G24800.1
OG0010820	GmISU01.13G194000.1.p	AT2G18690.1, AT2G18690.2, AT2G18680.1
OG0010821	GmISU01.17G110300.3.p, GmISU01.17G110300.2.p	AT2G26900.1
OG0010822	GmISU01.09G211200.1.p, GmISU01.18G183300.1.p	AT1G01510.1
OG0010823	GmISU01.05G009200.1.p	AT1G68680.1
OG0010824	GmISU01.07G062100.1.p	AT2G39230.1, AT3G54980.1, AT3G54980.2
OG0010825	GmISU01.17G056600.1.p, GmISU01.13G070900.1.p	AT5G57345.1
OG0010826	GmISU01.09G074500.1.p, GmISU01.15G171300.1.p, GmISU01.15G171300.2.p	AT1G65030.1
OG0010827	GmISU01.04G124433.1.p, GmISU01.02G172700.1.p, GmISU01.17G066600.1.p	AT4G30690.2, AT4G30690.1, AT2G24060.1
OG0010829	GmISU01.09G108400.1.p, GmISU01.16G153800.1.p	AT5G23880.1
OG0010830	GmISU01.01G002601.1.p, GmISU01.07G113700.1.p	AT4G29590.1
OG0010831	GmISU01.14G089200.1.p, GmISU01.04G047000.1.p, GmISU01.06G046100.1.p	AT5G11770.1
OG0010832	GmISU01.02G079000.1.p, GmISU01.10G094300.1.p	AT5G51110.1, AT5G51110.2
OG0010833	GmISU01.13G008000.1.p	AT3G07670.2, AT3G07670.1
OG0010834	GmISU01.17G174600.1.p, GmISU01.14G112500.1.p	AT5G10620.2, AT5G10620.1
OG0010835	GmISU01.14G119000.1.p, GmISU01.04G077300.1.p, GmISU01.06G078800.1.p	AT4G32900.1, AT4G32900.3, AT4G32900.4, AT4G32900.2
OG0010836	GmISU01.09G102400.1.p, GmISU01.16G148900.1.p	AT5G62650.1
OG0010837	GmISU01.09G190300.1.p, GmISU01.12G003600.1.p	AT5G51550.1
OG0010838	GmISU01.14G097700.3.p, GmISU01.17G190900.1.p	AT5G10780.1, AT5G10780.2
OG0010839	GmISU01.11G138600.1.p, GmISU01.01G062100.1.p	AT4G00030.1
OG0010840	GmISU01.05G143400.1.p, GmISU01.08G118600.1.p	AT1G73720.1
OG0010841	GmISU01.15G176000.1.p, GmISU01.09G080900.1.p	AT5G35100.2, AT5G35100.3, AT5G35100.1
OG0010842	GmISU01.19G213400.1.p, GmISU01.07G053600.1.p, GmISU01.16G024200.1.p	AT3G61660.1, AT3G61660.2
OG0010844	GmISU01.06G050800.1.p, GmISU01.06G050900.1.p	AT3G43860.1, AT3G43860.2
OG0010845	GmISU01.08G195100.1.p	AT3G15620.1, AT3G15620.2
OG0010846	GmISU01.17G107100.1.p, GmISU01.05G007200.1.p	AT5G20080.1
OG0010847	GmISU01.14G117500.1.p	AT4G32700.2
OG0010848	GmISU01.07G074500.1.p	AT2G45600.1
OG0010849	GmISU01.09G113700.1.p, GmISU01.16G167100.1.p	AT5G07230.1, AT5G62080.1, AT5G52160.1
OG0010850	GmISU01.09G223500.1.p, GmISU01.18G168500.2.p, GmISU01.18G168500.1.p	AT1G01970.1
OG0010851	GmISU01.13G140200.1.p, GmISU01.17G106500.1.p	AT5G20120.2, AT5G20120.1
OG0010852	GmISU01.07G074400.1.p, GmISU01.03G017600.1.p	AT2G45610.1
OG0010853	GmISU01.05G193400.1.p, GmISU01.08G030500.1.p, GmISU01.01G006300.1.p, GmISU01.01G006300.2.p	AT5G19730.1
OG0010854	GmISU01.05G050300.1.p	AT1G12520.3, AT1G12520.2, AT1G12520.1
OG0010855	GmISU01.11G082600.2.p, GmISU01.11G082600.1.p, GmISU01.01G117800.1.p	AT4G19190.1
OG0010856	GmISU01.03G221200.1.p, GmISU01.09G240400.1.p, GmISU01.09G240400.3.p, GmISU01.09G240400.2.p	AT3G49170.1
OG0010857	GmISU01.06G068500.1.p, GmISU01.04G067600.1.p	AT4G32650.3, AT4G32650.1, AT4G32650.2
OG0010858	GmISU01.12G011500.1.p, GmISU01.09G182800.1.p, GmISU01.09G182800.2.p	AT3G47440.1
OG0010860	GmISU01.11G186600.1.p, GmISU01.18G046400.1.p	AT3G54210.1
OG0010861	GmISU01.08G035000.2.p, GmISU01.08G035000.1.p, GmISU01.05G197000.1.p	AT3G24590.2, AT3G24590.1
OG0010863	GmISU01.03G024700.1.p, GmISU01.03G024700.2.p	AT1G02020.2, AT1G02020.3, AT1G02020.1
OG0010864	GmISU01.11G086600.1.p, GmISU01.12G019200.1.p	AT3G49080.1
OG0010865	GmISU01.06G052300.1.p, GmISU01.04G053600.1.p	AT2G26250.1
OG0010866	GmISU01.05G183500.1.p, GmISU01.05G183500.3.p, GmISU01.01G182900.1.p	AT5G41800.1
OG0010867	GmISU01.06G196800.1.p, GmISU01.06G196800.2.p	AT2G18710.1
OG0010868	GmISU01.18G064100.1.p	AT5G43050.1
OG0010869	GmISU01.11G138900.1.p	AT2G45060.1
OG0010870	GmISU01.17G110600.1.p	AT5G19930.2, AT5G19930.1
OG0010871	GmISU01.07G110800.1.p	AT4G29260.1, AT4G29270.1
OG0010872	GmISU01.17G042000.1.p, GmISU01.13G085400.1.p	AT3G26060.3
OG0010873	GmISU01.04G121000.1.p, GmISU01.17G108100.1.p, GmISU01.05G008200.1.p	AT2G26700.1
OG0010874	GmISU01.05G152500.2.p, GmISU01.05G152500.1.p, GmISU01.08G128900.1.p	AT4G39810.1
OG0010875	GmISU01.07G068000.1.p, GmISU01.03G012500.1.p	AT4G00570.1
OG0010876	GmISU01.06G191100.3.p, GmISU01.06G191100.1.p	AT5G20140.1, AT5G20140.2
OG0010877	GmISU01.10G236500.1.p, GmISU01.20G079400.1.p	AT5G04750.2, AT5G04750.1
OG0010878	GmISU01.06G054900.1.p	AT2G24820.1
OG0010880	GmISU01.01G113600.1.p, GmISU01.09G173300.1.p	AT4G19150.1, AT4G19150.2
OG0010881	GmISU01.07G014100.1.p, GmISU01.08G187400.1.p	AT1G79760.2, AT1G79760.1
OG0010882	GmISU01.15G000700.1.p	AT1G16800.3, AT1G16800.1, AT1G16800.2
OG0010883	GmISU01.17G044800.1.p, GmISU01.13G082500.1.p	AT2G06010.1
OG0010884	GmISU01.09G119300.1.p, GmISU01.16G172300.1.p	AT5G51720.1
OG0010885	GmISU01.09G168000.1.p, GmISU01.01G013300.2.p, GmISU01.01G013300.1.p	AT1G32220.1
OG0010886	GmISU01.06G140600.1.p, GmISU01.04G172600.2.p	AT5G09310.1
OG0010887	GmISU01.06G268200.1.p, GmISU01.15G189900.1.p, GmISU01.13G156000.1.p	AT5G04960.1, AT3G10710.1
OG0010888	GmISU01.14G096800.1.p, GmISU01.17G191800.1.p, GmISU01.04G119200.1.p, GmISU01.04G056000.1.p, GmISU01.06G055900.1.p	AT4G31820.1, AT4G31820.2
OG0010889	GmISU01.01G111400.1.p, GmISU01.08G032800.1.p, GmISU01.05G195200.1.p	AT2G20020.1
OG0010890	GmISU01.17G138000.2.p, GmISU01.17G138000.1.p, GmISU01.17G138000.3.p	AT4G17100.2, AT4G17100.1
OG0010891	GmISU01.09G055100.2.p, GmISU01.09G055100.1.p, GmISU01.15G151600.1.p	AT5G57140.1
OG0010892	GmISU01.06G125200.2.p, GmISU01.06G125200.1.p, GmISU01.04G186500.1.p	AT5G53730.1
OG0010893	GmISU01.16G062000.1.p	AT5G52950.1, AT5G52950.2
OG0010894	GmISU01.17G057400.3.p, GmISU01.17G057400.1.p, GmISU01.17G057400.2.p, GmISU01.13G070100.1.p	AT5G57370.1
OG0010895	GmISU01.06G075500.1.p, GmISU01.04G074400.1.p	AT4G32750.1
OG0010896	GmISU01.13G137700.1.p, GmISU01.17G104300.1.p	AT1G02630.2, AT1G02630.1
OG0010897	GmISU01.11G100000.1.p, GmISU01.11G100000.2.p, GmISU01.12G015100.1.p	AT4G27750.1
OG0010898	GmISU01.13G323500.1.p, GmISU01.15G006800.1.p	AT1G80090.2, AT1G80090.1, AT1G15330.1
OG0010899	GmISU01.07G078200.1.p, GmISU01.09G151700.1.p	AT3G24520.1
OG0010900	GmISU01.01G116400.1.p, GmISU01.01G116400.2.p, GmISU01.09G176900.1.p	AT4G19390.1, AT4G19390.2
OG0010901	GmISU01.04G120900.1.p, GmISU01.06G192300.3.p	AT2G26830.1
OG0010902	GmISU01.01G003800.1.p, GmISU01.07G112400.1.p	AT2G19690.2, AT2G19690.1, AT2G19690.3
OG0010903	GmISU01.03G152500.1.p	AT2G36430.1
OG0010904	GmISU01.07G031500.1.p, GmISU01.08G193300.1.p, GmISU01.13G318900.1.p, GmISU01.15G012100.1.p	AT1G15580.1, AT3G15540.1, AT1G52830.1
OG0010905	GmISU01.04G121800.1.p, GmISU01.06G191600.1.p, GmISU01.05G008600.1.p, GmISU01.17G108600.1.p	AT5G20050.1
OG0010906	GmISU01.06G274500.2.p, GmISU01.06G274500.1.p, GmISU01.04G098700.2.p	AT4G26455.1, AT5G56210.1
OG0010907	GmISU01.17G061400.2.p, GmISU01.17G061400.3.p, GmISU01.17G061400.1.p, GmISU01.13G066400.1.p, GmISU01.13G066400.2.p, GmISU01.13G066400.3.p, GmISU01.17G061400.4.p	AT5G57670.2
OG0010908	GmISU01.15G018000.1.p, GmISU01.13G313300.1.p	AT3G16310.1
OG0010909	GmISU01.06G054800.1.p, GmISU01.04G054950.1.p, GmISU01.14G098400.1.p, GmISU01.17G190200.1.p	AT4G31760.1, AT2G24800.2, AT2G24800.1
OG0010910	GmISU01.09G063000.1.p	AT2G05920.1
OG0010911	GmISU01.02G267800.1.p, GmISU01.14G003300.1.p	AT5G11340.1
OG0010912	GmISU01.04G074300.1.p, GmISU01.06G075400.1.p	AT5G25754.1, AT5G25757.1
OG0010914	GmISU01.13G083700.1.p	AT1G19130.1
OG0010915	GmISU01.13G300100.2.p, GmISU01.13G300100.1.p, GmISU01.15G031600.1.p	AT3G20870.3, AT3G20870.1
OG0010916	GmISU01.05G054200.1.p, GmISU01.05G054200.2.p	AT4G16570.1
OG0010917	GmISU01.17G068400.5.p, GmISU01.17G068400.4.p, GmISU01.17G068400.6.p, GmISU01.17G068400.3.p, GmISU01.17G068400.2.p, GmISU01.02G170400.1.p	AT5G57990.1
OG0010919	GmISU01.09G106500.1.p, GmISU01.16G152100.1.p	AT5G23940.1
OG0010920	GmISU01.05G180800.1.p, GmISU01.01G181200.1.p, GmISU01.01G181200.2.p, GmISU01.11G018500.1.p	AT1G64080.1
OG0010921	GmISU01.13G064600.1.p, GmISU01.17G063200.1.p	AT4G28030.1, AT4G28030.2
OG0010922	GmISU01.04G067200.1.p, GmISU01.06G068000.1.p, GmISU01.17G176500.1.p, GmISU01.17G176300.1.p, GmISU01.14G110400.1.p	AT2G25680.1
OG0010923	GmISU01.09G188800.1.p, GmISU01.12G005000.1.p	AT5G62390.1
OG0010926	GmISU01.07G072300.1.p, GmISU01.03G016100.1.p	AT2G45690.1
OG0010927	GmISU01.15G152600.1.p, GmISU01.09G056000.1.p	AT2G19340.1, AT2G19340.2, AT4G29870.1
OG0010928	GmISU01.04G068500.1.p	AT5G24850.1
OG0010929	GmISU01.17G010900.1.p, GmISU01.07G223500.1.p	AT1G62045.1
OG0010930	GmISU01.20G124300.1.p	AT3G03750.1, AT3G03750.2
OG0010931	GmISU01.10G054700.1.p	AT3G53180.1
OG0010932	GmISU01.05G020500.2.p	AT1G31330.1
OG0010933	GmISU01.14G043200.1.p	AT2G32640.2, AT2G32640.1
OG0010934	GmISU01.08G161200.1.p, GmISU01.15G210200.1.p	AT1G79040.1
OG0010935	GmISU01.12G155600.1.p	AT1G08460.2, AT1G08460.1
OG0010936	GmISU01.11G187800.1.p, GmISU01.18G044900.1.p	AT1G06440.1
OG0010937	GmISU01.05G116700.2.p, GmISU01.05G116700.1.p, GmISU01.08G089500.1.p	AT5G46180.1
OG0010939	GmISU01.19G116600.1.p, GmISU01.03G111400.1.p	AT3G12010.1
OG0010940	GmISU01.08G284100.1.p	AT3G27340.4, AT3G27340.2, AT3G27340.3, AT3G27340.1
OG0010941	GmISU01.06G149900.1.p, GmISU01.18G053300.1.p, GmISU01.11G173000.1.p	AT1G07020.1
OG0010942	GmISU01.09G119200.4.p, GmISU01.16G172100.1.p, GmISU01.16G172100.3.p	AT1G31817.1
OG0010943	GmISU01.14G008900.1.p, GmISU01.02G263100.1.p	AT5G35770.1
OG0010944	GmISU01.12G196700.1.p, GmISU01.13G229100.1.p	AT3G14850.1, AT3G14850.2
OG0010945	GmISU01.16G011500.1.p, GmISU01.16G011500.2.p, GmISU01.07G041700.1.p	AT5G12260.1
OG0010946	GmISU01.18G025000.2.p, GmISU01.18G025000.3.p, GmISU01.18G025000.1.p, GmISU01.11G209000.1.p	AT5G05660.1
OG0010947	GmISU01.06G213300.3.p, GmISU01.06G213300.2.p, GmISU01.06G213300.1.p	AT3G13682.1
OG0010948	GmISU01.15G077800.2.p, GmISU01.15G077800.1.p, GmISU01.13G196400.1.p, GmISU01.13G196400.2.p	AT1G29260.1
OG0010949	GmISU01.05G128800.1.p, GmISU01.08G103400.1.p	AT5G19860.1
OG0010950	GmISU01.12G100700.1.p, GmISU01.06G247500.2.p, GmISU01.04G140600.1.p	AT2G34050.1
OG0010951	GmISU01.08G056600.2.p, GmISU01.08G056500.1.p	AT1G61720.1
OG0010952	GmISU01.18G085400.1.p, GmISU01.08G280500.1.p	AT4G27030.1, AT1G62190.1, AT2G22890.1
OG0010954	GmISU01.01G100300.1.p, GmISU01.03G032500.1.p	AT5G01830.1
OG0010955	GmISU01.15G144400.1.p, GmISU01.09G048200.1.p, GmISU01.05G108100.1.p	AT5G44790.1
OG0010956	GmISU01.13G298300.1.p, GmISU01.13G298300.2.p, GmISU01.15G033200.1.p	AT5G59210.1, AT5G59210.2
OG0010958	GmISU01.13G110600.1.p, GmISU01.10G062000.1.p, GmISU01.13G124100.1.p, GmISU01.10G047100.1.p	AT5G55125.1, AT5G55125.2
OG0010959	GmISU01.09G229400.1.p, GmISU01.18G161900.1.p	AT3G51580.2, AT3G51580.1
OG0010960	GmISU01.16G025500.1.p, GmISU01.07G054800.1.p	AT2G04039.2, AT2G04039.3, AT2G04039.1
OG0010961	GmISU01.03G140500.1.p, GmISU01.19G143800.1.p	AT2G37110.1
OG0010962	GmISU01.15G033500.1.p, GmISU01.13G297900.1.p, GmISU01.12G054800.1.p, GmISU01.11G124100.1.p	AT3G46750.1
OG0010963	GmISU01.08G157800.1.p, GmISU01.15G212800.1.p	AT1G16590.1, AT1G16590.2
OG0010964	GmISU01.07G125500.1.p	AT2G38000.1
OG0010965	GmISU01.09G028400.1.p, GmISU01.15G125600.1.p, GmISU01.08G072000.1.p, GmISU01.05G100100.1.p	AT1G30650.1, AT2G34830.1, AT2G34830.2
OG0010966	GmISU01.06G131700.1.p	AT3G56330.1
OG0010967	GmISU01.08G190100.1.p, GmISU01.07G017100.1.p	AT1G15220.1, AT1G15220.2
OG0010968	GmISU01.14G023300.1.p	AT1G50740.1, AT3G20510.1
OG0010969	GmISU01.02G196200.1.p	AT5G58410.1, AT5G58410.2
OG0010970	GmISU01.19G167400.1.p	AT2G38920.2, AT2G38920.4, AT2G38920.3, AT2G38920.6, AT2G38920.5, AT2G38920.1
OG0010972	GmISU01.14G026000.2.p, GmISU01.02G246900.2.p, GmISU01.02G246900.1.p	AT2G42850.1, AT2G42850.2
OG0010973	GmISU01.08G283000.1.p, GmISU01.08G283000.2.p, GmISU01.08G282800.3.p, GmISU01.08G282800.2.p	AT4G26930.1
OG0010974	GmISU01.14G161600.1.p, GmISU01.02G192800.1.p, GmISU01.06G248500.1.p, GmISU01.12G099200.1.p, GmISU01.07G165800.1.p	AT1G03700.1, AT4G03540.1
OG0010975	GmISU01.20G145000.1.p, GmISU01.10G171200.1.p, GmISU01.10G171200.2.p	AT3G10405.1
OG0010976	GmISU01.02G215800.2.p, GmISU01.02G215800.1.p	AT3G55780.1
OG0010978	GmISU01.13G049700.3.p, GmISU01.13G049700.1.p, GmISU01.13G049700.2.p, GmISU01.20G033500.1.p	AT2G26930.1
OG0010979	GmISU01.03G049500.1.p	AT3G09310.1
OG0010980	GmISU01.17G209100.1.p, GmISU01.17G209100.3.p, GmISU01.17G209100.4.p, GmISU01.17G209100.2.p, GmISU01.14G079000.1.p	AT5G18440.1, AT5G18440.2
OG0010981	GmISU01.03G165300.1.p, GmISU01.03G165300.2.p	AT5G06580.1
OG0010983	GmISU01.19G087900.1.p, GmISU01.16G032800.1.p, GmISU01.19G053700.1.p	AT5G17860.1, AT5G17860.2
OG0010984	GmISU01.15G088200.1.p, GmISU01.13G184700.1.p, GmISU01.13G184700.2.p	AT5G46250.1, AT5G46250.3, AT5G46250.2
OG0010986	GmISU01.03G043900.1.p	AT5G01360.1, AT5G01360.2
OG0010988	GmISU01.09G185100.1.p, GmISU01.12G009000.1.p	AT3G63490.2, AT3G63490.1
OG0010990	GmISU01.02G168900.1.p, GmISU01.02G168900.2.p, GmISU01.02G168500.1.p, GmISU01.10G066100.1.p	AT2G36145.1
OG0010991	GmISU01.15G107800.1.p, GmISU01.09G011000.1.p	AT4G16450.1, AT4G16450.2
OG0010992	GmISU01.01G077900.2.p, GmISU01.01G077900.3.p, GmISU01.03G049800.1.p	AT3G09320.1
OG0010993	GmISU01.16G082100.1.p, GmISU01.16G082100.2.p, GmISU01.08G243500.1.p, GmISU01.08G243500.2.p	AT5G44650.1
OG0010994	GmISU01.03G006500.1.p, GmISU01.03G006400.1.p	AT5G17780.2, AT5G17780.1, AT5G17720.1
OG0010995	GmISU01.03G070700.2.p	AT1G79530.1, AT1G16300.1
OG0010997	GmISU01.13G262500.1.p, GmISU01.12G168200.1.p	AT2G20810.1
OG0010998	GmISU01.12G141000.1.p, GmISU01.13G287700.1.p, GmISU01.18G206300.1.p, GmISU01.11G136100.1.p, GmISU01.12G064100.2.p	AT5G60460.2, AT5G60460.1
OG0010999	GmISU01.20G068300.1.p	AT1G56345.1, AT1G56345.2
OG0011000	GmISU01.02G236400.2.p, GmISU01.02G236400.1.p, GmISU01.14G037100.1.p	AT1G21840.2, AT1G21840.1
OG0011001	GmISU01.15G181600.2.p, GmISU01.15G181600.1.p, GmISU01.15G182200.2.p, GmISU01.15G182200.1.p	AT3G14740.2, AT3G14740.1
OG0011002	GmISU01.11G012200.1.p	AT3G18110.1
OG0011003	GmISU01.15G224600.1.p, GmISU01.08G140600.1.p, GmISU01.08G140700.1.p	AT3G52150.1, AT3G52150.2
OG0011004	GmISU01.14G053200.1.p, GmISU01.02G225500.1.p, GmISU01.11G210300.1.p, GmISU01.18G023600.1.p	AT3G11090.1
OG0011005	GmISU01.08G141200.1.p, GmISU01.15G225100.1.p, GmISU01.15G225100.2.p, GmISU01.08G140400.1.p	AT5G42850.2, AT5G42850.1
OG0011006	GmISU01.13G236800.1.p, GmISU01.13G236800.2.p, GmISU01.12G191000.1.p	AT5G53930.1
OG0011007	GmISU01.14G003200.1.p	AT1G03475.1
OG0011008	GmISU01.19G038100.1.p, GmISU01.18G223300.1.p	AT2G29540.1, AT2G29540.2, AT2G29540.3
OG0011009	GmISU01.09G069200.1.p, GmISU01.15G167200.1.p, GmISU01.15G167200.2.p	AT1G48170.1
OG0011010	GmISU01.08G156300.1.p, GmISU01.15G214300.1.p	AT1G56090.2, AT1G56090.1
OG0011011	GmISU01.11G159500.1.p, GmISU01.12G061500.1.p, GmISU01.13G286100.1.p, GmISU01.12G142100.1.p	AT5G60650.1, AT2G28410.1
OG0011012	GmISU01.02G225700.1.p, GmISU01.14G053600.2.p, GmISU01.14G053600.4.p, GmISU01.14G053600.1.p, GmISU01.14G053600.6.p, GmISU01.14G053600.3.p, GmISU01.14G053600.5.p	AT2G40220.1
OG0011013	GmISU01.02G264900.3.p, GmISU01.02G264900.2.p, GmISU01.02G264900.1.p, GmISU01.14G006400.1.p	AT5G48130.1
OG0011014	GmISU01.13G127000.1.p, GmISU01.10G064600.1.p, GmISU01.03G156400.1.p, GmISU01.19G158400.1.p	AT5G03890.1, AT3G10120.1
OG0011015	GmISU01.15G071900.2.p, GmISU01.13G203500.2.p	AT2G33835.1
OG0011016	GmISU01.11G214100.1.p, GmISU01.18G019600.1.p	AT3G10970.2, AT3G10970.3, AT3G10970.1
OG0011017	GmISU01.01G071100.1.p, GmISU01.04G119600.1.p	AT5G63690.2, AT5G63690.1
OG0011018	GmISU01.15G201500.1.p, GmISU01.13G226900.1.p	AT3G53140.1
OG0011019	GmISU01.15G187100.2.p, GmISU01.08G216700.1.p, GmISU01.15G187100.1.p	AT1G79350.1
OG0011020	GmISU01.11G019400.3.p, GmISU01.11G019400.2.p, GmISU01.11G019400.1.p	AT1G63990.2, AT1G63990.1
OG0011021	GmISU01.03G001300.1.p, GmISU01.03G001300.5.p, GmISU01.03G001300.4.p, GmISU01.03G001300.3.p, GmISU01.03G001300.2.p, GmISU01.16G188500.1.p	AT2G38600.2, AT2G38600.1
OG0011022	GmISU01.12G104800.1.p, GmISU01.06G242200.1.p, GmISU01.06G242200.2.p	AT2G42390.1
OG0011023	GmISU01.20G106900.1.p, GmISU01.10G213700.2.p, GmISU01.10G213700.1.p	AT4G05220.1, AT1G61760.1
OG0011024	GmISU01.05G129500.1.p, GmISU01.08G104200.1.p	AT1G55280.1, AT1G55280.2
OG0011025	GmISU01.02G229200.1.p, GmISU01.14G045000.1.p	AT2G04900.1, AT2G04900.2
OG0011026	GmISU01.18G026100.1.p, GmISU01.11G207900.1.p	AT5G05680.1
OG0011027	GmISU01.02G219800.1.p, GmISU01.14G053900.1.p, GmISU01.18G023800.1.p, GmISU01.11G210100.1.p	AT2G40200.1
OG0011028	GmISU01.09G029500.1.p, GmISU01.15G125300.1.p, GmISU01.09G028100.2.p	AT2G39120.1
OG0011029	GmISU01.13G197200.1.p, GmISU01.15G076800.1.p, GmISU01.02G125300.1.p, GmISU01.07G174400.1.p	AT2G27430.1
OG0011030	GmISU01.19G180700.1.p	AT4G01970.2, AT4G01970.1
OG0011031	GmISU01.11G028000.2.p, GmISU01.11G028000.1.p	AT1G12250.3, AT1G12250.1, AT1G12250.2
OG0011032	GmISU01.08G170800.2.p, GmISU01.15G045900.1.p	AT4G14110.1
OG0011033	GmISU01.01G061100.3.p, GmISU01.01G061100.1.p, GmISU01.12G158900.3.p, GmISU01.12G158900.6.p, GmISU01.12G158900.1.p, GmISU01.12G158900.2.p, GmISU01.12G158900.4.p	AT1G02060.1
OG0011035	GmISU01.01G199000.1.p	AT1G17870.1
OG0011036	GmISU01.05G175200.1.p	AT4G11640.1
OG0011037	GmISU01.06G226900.1.p	AT1G50940.1
OG0011038	GmISU01.17G031400.2.p, GmISU01.07G202200.2.p	AT1G44900.1, AT1G44900.2
OG0011039	GmISU01.15G158800.1.p, GmISU01.09G062100.1.p	AT2G06210.1
OG0011040	GmISU01.02G186500.1.p, GmISU01.06G127100.1.p, GmISU01.04G184400.1.p	AT1G18000.1, AT1G18010.1
OG0011041	GmISU01.16G069300.1.p, GmISU01.01G008100.1.p	AT1G77180.2, AT1G77180.1, AT1G77180.3
OG0011042	GmISU01.09G240300.1.p	AT4G24090.1
OG0011043	GmISU01.18G227200.1.p	AT2G35450.1
OG0011044	GmISU01.20G173800.1.p, GmISU01.16G176300.1.p, GmISU01.09G123000.2.p	AT4G33420.2, AT4G33420.1
OG0011045	GmISU01.11G061200.1.p, GmISU01.01G137500.2.p, GmISU01.01G137500.1.p	AT5G66750.1
