Orthogroup	G_max.proteins	A_coerulea.proteins
OG0010903	GmISU01.03G152500.1.p	Aqcoe1G456100.1.p, Aqcoe1G455800.1.p, Aqcoe7G201000.1.p
OG0010904	GmISU01.07G031500.1.p, GmISU01.08G193300.1.p, GmISU01.13G318900.1.p, GmISU01.15G012100.1.p	Aqcoe7G195700.1.p
OG0010905	GmISU01.04G121800.1.p, GmISU01.06G191600.1.p, GmISU01.05G008600.1.p, GmISU01.17G108600.1.p	Aqcoe7G281000.1.p
OG0010906	GmISU01.06G274500.2.p, GmISU01.06G274500.1.p, GmISU01.04G098700.2.p	Aqcoe7G258700.1.p, Aqcoe1G382600.1.p
OG0010907	GmISU01.17G061400.2.p, GmISU01.17G061400.3.p, GmISU01.17G061400.1.p, GmISU01.13G066400.1.p, GmISU01.13G066400.2.p, GmISU01.13G066400.3.p, GmISU01.17G061400.4.p	Aqcoe7G332900.1.p
OG0010908	GmISU01.15G018000.1.p, GmISU01.13G313300.1.p	Aqcoe7G158600.1.p, Aqcoe7G158600.2.p
OG0010909	GmISU01.06G054800.1.p, GmISU01.04G054950.1.p, GmISU01.14G098400.1.p, GmISU01.17G190200.1.p	Aqcoe7G342800.1.p
OG0010910	GmISU01.09G063000.1.p	Aqcoe7G433000.1.p
OG0010911	GmISU01.02G267800.1.p, GmISU01.14G003300.1.p	Aqcoe7G208000.2.p, Aqcoe7G208000.1.p
OG0010912	GmISU01.04G074300.1.p, GmISU01.06G075400.1.p	Aqcoe7G171100.1.p
OG0010914	GmISU01.13G083700.1.p	Aqcoe7G442500.3.p, Aqcoe7G442500.1.p, Aqcoe7G442500.2.p
OG0010915	GmISU01.13G300100.2.p, GmISU01.13G300100.1.p, GmISU01.15G031600.1.p	Aqcoe7G087000.1.p
OG0010916	GmISU01.05G054200.1.p, GmISU01.05G054200.2.p	Aqcoe7G082500.1.p, Aqcoe7G082500.2.p
OG0010917	GmISU01.17G068400.5.p, GmISU01.17G068400.4.p, GmISU01.17G068400.6.p, GmISU01.17G068400.3.p, GmISU01.17G068400.2.p, GmISU01.02G170400.1.p	Aqcoe7G359700.1.p, Aqcoe1G348300.1.p
OG0010919	GmISU01.09G106500.1.p, GmISU01.16G152100.1.p	Aqcoe7G029100.1.p
OG0010920	GmISU01.05G180800.1.p, GmISU01.01G181200.1.p, GmISU01.01G181200.2.p, GmISU01.11G018500.1.p	Aqcoe7G018500.1.p
OG0010921	GmISU01.13G064600.1.p, GmISU01.17G063200.1.p	Aqcoe7G338500.1.p
OG0010922	GmISU01.04G067200.1.p, GmISU01.06G068000.1.p, GmISU01.17G176500.1.p, GmISU01.17G176300.1.p, GmISU01.14G110400.1.p	Aqcoe7G189500.1.p
OG0010923	GmISU01.09G188800.1.p, GmISU01.12G005000.1.p	Aqcoe7G079400.1.p
OG0010924	GmISU01.15G153800.1.p, GmISU01.15G153800.4.p, GmISU01.15G153800.2.p, GmISU01.15G153800.3.p, GmISU01.09G057200.2.p, GmISU01.09G057200.3.p, GmISU01.09G057200.1.p	Aqcoe7G130600.1.p
OG0010926	GmISU01.07G072300.1.p, GmISU01.03G016100.1.p	Aqcoe7G051700.1.p
OG0010927	GmISU01.15G152600.1.p, GmISU01.09G056000.1.p	Aqcoe7G260700.1.p
OG0010928	GmISU01.04G068500.1.p	Aqcoe7G294400.1.p, Aqcoe3G433400.2.p, Aqcoe3G433400.1.p
OG0010929	GmISU01.17G010900.1.p, GmISU01.07G223500.1.p	Aqcoe5G288700.1.p, Aqcoe7G224500.1.p, Aqcoe3G338100.1.p, Aqcoe1G231800.2.p, Aqcoe1G231800.1.p
OG0010930	GmISU01.20G124300.1.p	Aqcoe1G063500.1.p, Aqcoe1G063500.2.p, Aqcoe1G063500.3.p
OG0010931	GmISU01.10G054700.1.p	Aqcoe1G125700.1.p
OG0010932	GmISU01.05G020500.2.p	Aqcoe1G172500.1.p
OG0010933	GmISU01.14G043200.1.p	Aqcoe1G343400.1.p
OG0010934	GmISU01.08G161200.1.p, GmISU01.15G210200.1.p	Aqcoe1G178800.1.p
OG0010935	GmISU01.12G155600.1.p	Aqcoe1G079400.1.p
OG0010936	GmISU01.11G187800.1.p, GmISU01.18G044900.1.p	Aqcoe1G209300.4.p, Aqcoe1G209300.3.p, Aqcoe1G209300.1.p, Aqcoe1G209300.2.p
OG0010937	GmISU01.05G116700.2.p, GmISU01.05G116700.1.p, GmISU01.08G089500.1.p	Aqcoe1G187900.1.p
OG0010938	GmISU01.11G212700.1.p, GmISU01.18G021100.2.p, GmISU01.18G021100.1.p	Aqcoe3G286000.1.p, Aqcoe1G151800.1.p, Aqcoe1G147900.1.p
OG0010939	GmISU01.19G116600.1.p, GmISU01.03G111400.1.p	Aqcoe1G004500.1.p, Aqcoe1G004500.2.p
OG0010940	GmISU01.08G284100.1.p	Aqcoe1G167300.1.p
OG0010941	GmISU01.06G149900.1.p, GmISU01.18G053300.1.p, GmISU01.11G173000.1.p	Aqcoe1G150800.1.p
OG0010942	GmISU01.09G119200.4.p, GmISU01.16G172100.1.p, GmISU01.16G172100.3.p	Aqcoe1G220500.1.p
OG0010943	GmISU01.14G008900.1.p, GmISU01.02G263100.1.p	Aqcoe1G384300.1.p
OG0010944	GmISU01.12G196700.1.p, GmISU01.13G229100.1.p	Aqcoe1G214000.1.p
OG0010945	GmISU01.16G011500.1.p, GmISU01.16G011500.2.p, GmISU01.07G041700.1.p	Aqcoe1G049500.1.p
OG0010946	GmISU01.18G025000.2.p, GmISU01.18G025000.3.p, GmISU01.18G025000.1.p, GmISU01.11G209000.1.p	Aqcoe1G420000.1.p
OG0010947	GmISU01.06G213300.3.p, GmISU01.06G213300.2.p, GmISU01.06G213300.1.p	Aqcoe1G333000.2.p, Aqcoe1G333000.1.p
OG0010948	GmISU01.15G077800.2.p, GmISU01.15G077800.1.p, GmISU01.13G196400.1.p, GmISU01.13G196400.2.p	Aqcoe1G225100.1.p
OG0010949	GmISU01.05G128800.1.p, GmISU01.08G103400.1.p	Aqcoe1G007800.1.p
OG0010950	GmISU01.12G100700.1.p, GmISU01.06G247500.2.p, GmISU01.04G140600.1.p	Aqcoe1G243400.1.p
OG0010951	GmISU01.08G056600.2.p, GmISU01.08G056500.1.p	Aqcoe1G369400.1.p, Aqcoe1G369600.1.p
OG0010952	GmISU01.18G085400.1.p, GmISU01.08G280500.1.p	Aqcoe1G277500.1.p
OG0010953	GmISU01.15G188400.1.p, GmISU01.08G211700.1.p	Aqcoe1G009300.1.p
OG0010954	GmISU01.01G100300.1.p, GmISU01.03G032500.1.p	Aqcoe1G400200.1.p
OG0010955	GmISU01.15G144400.1.p, GmISU01.09G048200.1.p, GmISU01.05G108100.1.p	Aqcoe1G163500.1.p, Aqcoe1G163500.2.p
OG0010956	GmISU01.13G298300.1.p, GmISU01.13G298300.2.p, GmISU01.15G033200.1.p	Aqcoe1G096700.1.p
OG0010957	GmISU01.12G176300.1.p, GmISU01.12G176300.2.p, GmISU01.13G253700.1.p	Aqcoe1G228200.2.p, Aqcoe1G228200.1.p, Aqcoe1G228200.3.p
OG0010958	GmISU01.13G110600.1.p, GmISU01.10G062000.1.p, GmISU01.13G124100.1.p, GmISU01.10G047100.1.p	Aqcoe1G345900.1.p
OG0010959	GmISU01.09G229400.1.p, GmISU01.18G161900.1.p	Aqcoe1G407500.1.p
OG0010960	GmISU01.16G025500.1.p, GmISU01.07G054800.1.p	Aqcoe1G375600.1.p
OG0010961	GmISU01.03G140500.1.p, GmISU01.19G143800.1.p	Aqcoe1G493700.1.p
OG0010962	GmISU01.15G033500.1.p, GmISU01.13G297900.1.p, GmISU01.12G054800.1.p, GmISU01.11G124100.1.p	Aqcoe1G103800.1.p
OG0010963	GmISU01.08G157800.1.p, GmISU01.15G212800.1.p	Aqcoe1G170700.1.p
OG0010964	GmISU01.07G125500.1.p	Aqcoe1G089100.1.p
OG0010965	GmISU01.09G028400.1.p, GmISU01.15G125600.1.p, GmISU01.08G072000.1.p, GmISU01.05G100100.1.p	Aqcoe1G167500.1.p
OG0010966	GmISU01.06G131700.1.p	Aqcoe1G401400.2.p, Aqcoe1G401400.1.p
OG0010967	GmISU01.08G190100.1.p, GmISU01.07G017100.1.p	Aqcoe1G068700.2.p, Aqcoe1G068700.1.p, Aqcoe1G068700.3.p
OG0010968	GmISU01.14G023300.1.p	Aqcoe1G278700.1.p
OG0010969	GmISU01.02G196200.1.p	Aqcoe1G394900.1.p
OG0010970	GmISU01.19G167400.1.p	Aqcoe1G071000.2.p, Aqcoe1G071000.3.p, Aqcoe1G071000.1.p
OG0010972	GmISU01.14G026000.2.p, GmISU01.02G246900.2.p, GmISU01.02G246900.1.p	Aqcoe1G209000.1.p
OG0010973	GmISU01.08G283000.1.p, GmISU01.08G283000.2.p, GmISU01.08G282800.3.p, GmISU01.08G282800.2.p	Aqcoe1G231400.1.p
OG0010974	GmISU01.14G161600.1.p, GmISU01.02G192800.1.p, GmISU01.06G248500.1.p, GmISU01.12G099200.1.p, GmISU01.07G165800.1.p	Aqcoe1G267100.1.p
OG0010975	GmISU01.20G145000.1.p, GmISU01.10G171200.1.p, GmISU01.10G171200.2.p	Aqcoe1G131800.1.p
OG0010976	GmISU01.02G215800.2.p, GmISU01.02G215800.1.p	Aqcoe1G087300.1.p
OG0010978	GmISU01.13G049700.3.p, GmISU01.13G049700.1.p, GmISU01.13G049700.2.p, GmISU01.20G033500.1.p	Aqcoe1G005400.1.p
OG0010979	GmISU01.03G049500.1.p	Aqcoe1G108500.1.p
OG0010980	GmISU01.17G209100.1.p, GmISU01.17G209100.3.p, GmISU01.17G209100.4.p, GmISU01.17G209100.2.p, GmISU01.14G079000.1.p	Aqcoe1G009100.1.p
OG0010981	GmISU01.03G165300.1.p, GmISU01.03G165300.2.p	Aqcoe1G071200.1.p
OG0010983	GmISU01.19G087900.1.p, GmISU01.16G032800.1.p, GmISU01.19G053700.1.p	Aqcoe1G062200.1.p
OG0010984	GmISU01.15G088200.1.p, GmISU01.13G184700.1.p, GmISU01.13G184700.2.p	Aqcoe1G191500.2.p, Aqcoe1G191500.1.p
OG0010986	GmISU01.03G043900.1.p	Aqcoe1G415300.1.p
OG0010987	GmISU01.15G030000.2.p, GmISU01.15G030000.1.p, GmISU01.13G301700.1.p	Aqcoe1G018700.2.p, Aqcoe1G018700.1.p
OG0010988	GmISU01.09G185100.1.p, GmISU01.12G009000.1.p	Aqcoe1G037500.1.p
OG0010990	GmISU01.02G168900.1.p, GmISU01.02G168900.2.p, GmISU01.02G168500.1.p, GmISU01.10G066100.1.p	Aqcoe1G439300.1.p
OG0010991	GmISU01.15G107800.1.p, GmISU01.09G011000.1.p	Aqcoe1G390100.1.p
OG0010992	GmISU01.01G077900.2.p, GmISU01.01G077900.3.p, GmISU01.03G049800.1.p	Aqcoe1G106000.1.p
OG0010993	GmISU01.16G082100.1.p, GmISU01.16G082100.2.p, GmISU01.08G243500.1.p, GmISU01.08G243500.2.p	Aqcoe1G157400.1.p
OG0010994	GmISU01.03G006500.1.p, GmISU01.03G006400.1.p	Aqcoe1G001400.2.p, Aqcoe1G001400.1.p
OG0010995	GmISU01.03G070700.2.p	Aqcoe1G162900.1.p
OG0010997	GmISU01.13G262500.1.p, GmISU01.12G168200.1.p	Aqcoe1G308600.1.p
OG0010998	GmISU01.12G141000.1.p, GmISU01.13G287700.1.p, GmISU01.18G206300.1.p, GmISU01.11G136100.1.p, GmISU01.12G064100.2.p	Aqcoe1G495800.1.p
OG0010999	GmISU01.20G068300.1.p	Aqcoe1G175100.1.p, Aqcoe1G175100.3.p, Aqcoe1G175100.2.p, Aqcoe1G175100.4.p
OG0011000	GmISU01.02G236400.2.p, GmISU01.02G236400.1.p, GmISU01.14G037100.1.p	Aqcoe1G154300.1.p
OG0011001	GmISU01.15G181600.2.p, GmISU01.15G181600.1.p, GmISU01.15G182200.2.p, GmISU01.15G182200.1.p	Aqcoe1G208200.1.p
OG0011002	GmISU01.11G012200.1.p	Aqcoe1G008000.2.p, Aqcoe1G008000.1.p
OG0011003	GmISU01.15G224600.1.p, GmISU01.08G140600.1.p, GmISU01.08G140700.1.p	Aqcoe1G019700.1.p
OG0011004	GmISU01.14G053200.1.p, GmISU01.02G225500.1.p, GmISU01.11G210300.1.p, GmISU01.18G023600.1.p	Aqcoe1G408500.1.p
OG0011005	GmISU01.08G141200.1.p, GmISU01.15G225100.1.p, GmISU01.15G225100.2.p, GmISU01.08G140400.1.p	Aqcoe1G019900.1.p
OG0011006	GmISU01.13G236800.1.p, GmISU01.13G236800.2.p, GmISU01.12G191000.1.p	Aqcoe1G254800.1.p
OG0011007	GmISU01.14G003200.1.p	Aqcoe1G159500.1.p
OG0011008	GmISU01.19G038100.1.p, GmISU01.18G223300.1.p	Aqcoe1G091600.1.p
OG0011009	GmISU01.09G069200.1.p, GmISU01.15G167200.1.p, GmISU01.15G167200.2.p	Aqcoe1G042000.2.p, Aqcoe1G042000.1.p
OG0011010	GmISU01.08G156300.1.p, GmISU01.15G214300.1.p	Aqcoe1G167900.1.p
OG0011011	GmISU01.11G159500.1.p, GmISU01.12G061500.1.p, GmISU01.13G286100.1.p, GmISU01.12G142100.1.p	Aqcoe1G144100.1.p
OG0011012	GmISU01.02G225700.1.p, GmISU01.14G053600.2.p, GmISU01.14G053600.4.p, GmISU01.14G053600.1.p, GmISU01.14G053600.6.p, GmISU01.14G053600.3.p, GmISU01.14G053600.5.p	Aqcoe1G409800.1.p
OG0011013	GmISU01.02G264900.3.p, GmISU01.02G264900.2.p, GmISU01.02G264900.1.p, GmISU01.14G006400.1.p	Aqcoe1G391300.1.p
OG0011014	GmISU01.13G127000.1.p, GmISU01.10G064600.1.p, GmISU01.03G156400.1.p, GmISU01.19G158400.1.p	Aqcoe1G444800.1.p
OG0011015	GmISU01.15G071900.2.p, GmISU01.13G203500.2.p	Aqcoe1G256600.1.p, Aqcoe1G256600.2.p
OG0011016	GmISU01.11G214100.1.p, GmISU01.18G019600.1.p	Aqcoe1G398900.1.p, Aqcoe1G398900.2.p
OG0011017	GmISU01.01G071100.1.p, GmISU01.04G119600.1.p	Aqcoe1G492300.1.p
OG0011018	GmISU01.15G201500.1.p, GmISU01.13G226900.1.p	Aqcoe1G122200.1.p
OG0011019	GmISU01.15G187100.2.p, GmISU01.08G216700.1.p, GmISU01.15G187100.1.p	Aqcoe1G160400.1.p
OG0011020	GmISU01.11G019400.3.p, GmISU01.11G019400.2.p, GmISU01.11G019400.1.p	Aqcoe1G485600.1.p
OG0011021	GmISU01.03G001300.1.p, GmISU01.03G001300.5.p, GmISU01.03G001300.4.p, GmISU01.03G001300.3.p, GmISU01.03G001300.2.p, GmISU01.16G188500.1.p	Aqcoe1G499200.1.p, Aqcoe1G499200.2.p
OG0011022	GmISU01.12G104800.1.p, GmISU01.06G242200.1.p, GmISU01.06G242200.2.p	Aqcoe1G244800.3.p, Aqcoe1G244800.1.p, Aqcoe1G244800.2.p
OG0011023	GmISU01.20G106900.1.p, GmISU01.10G213700.2.p, GmISU01.10G213700.1.p	Aqcoe1G356800.1.p
OG0011024	GmISU01.05G129500.1.p, GmISU01.08G104200.1.p	Aqcoe1G050700.2.p, Aqcoe1G050700.1.p
OG0011025	GmISU01.02G229200.1.p, GmISU01.14G045000.1.p	Aqcoe1G387400.1.p
OG0011026	GmISU01.18G026100.1.p, GmISU01.11G207900.1.p	Aqcoe1G423700.3.p, Aqcoe1G423700.2.p, Aqcoe1G423700.1.p
OG0011027	GmISU01.02G219800.1.p, GmISU01.14G053900.1.p, GmISU01.18G023800.1.p, GmISU01.11G210100.1.p	Aqcoe1G411400.1.p
OG0011028	GmISU01.09G029500.1.p, GmISU01.15G125300.1.p, GmISU01.09G028100.2.p	Aqcoe1G438400.1.p
OG0011029	GmISU01.13G197200.1.p, GmISU01.15G076800.1.p, GmISU01.02G125300.1.p, GmISU01.07G174400.1.p	Aqcoe1G285700.1.p
OG0011030	GmISU01.19G180700.1.p	Aqcoe5G306600.2.p, Aqcoe5G306600.1.p
OG0011031	GmISU01.11G028000.2.p, GmISU01.11G028000.1.p	Aqcoe5G420200.1.p
OG0011032	GmISU01.08G170800.2.p, GmISU01.15G045900.1.p	Aqcoe5G251700.1.p, Aqcoe5G188100.1.p
OG0011033	GmISU01.01G061100.3.p, GmISU01.01G061100.1.p, GmISU01.12G158900.3.p, GmISU01.12G158900.6.p, GmISU01.12G158900.1.p, GmISU01.12G158900.2.p, GmISU01.12G158900.4.p	Aqcoe5G110100.1.p, Aqcoe5G425700.1.p
OG0011034	GmISU01.14G041200.1.p, GmISU01.02G231700.1.p, GmISU01.14G041100.1.p	Aqcoe5G346600.1.p, Aqcoe5G346600.2.p
OG0011035	GmISU01.01G199000.1.p	Aqcoe5G094900.1.p
OG0011036	GmISU01.05G175200.1.p	Aqcoe5G428600.1.p, Aqcoe5G428600.2.p
OG0011037	GmISU01.06G226900.1.p	Aqcoe5G083500.2.p, Aqcoe5G083500.1.p
OG0011038	GmISU01.17G031400.2.p, GmISU01.07G202200.2.p	Aqcoe5G320600.1.p
OG0011039	GmISU01.15G158800.1.p, GmISU01.09G062100.1.p	Aqcoe5G284900.1.p, Aqcoe5G284900.2.p
OG0011040	GmISU01.02G186500.1.p, GmISU01.06G127100.1.p, GmISU01.04G184400.1.p	Aqcoe5G476300.1.p
OG0011041	GmISU01.16G069300.1.p, GmISU01.01G008100.1.p	Aqcoe5G380900.1.p
OG0011042	GmISU01.09G240300.1.p	Aqcoe5G461400.1.p, Aqcoe5G461400.2.p, Aqcoe5G461400.3.p
OG0011043	GmISU01.18G227200.1.p	Aqcoe5G347000.2.p, Aqcoe5G347000.1.p, Aqcoe5G347000.3.p
OG0011044	GmISU01.20G173800.1.p, GmISU01.16G176300.1.p, GmISU01.09G123000.2.p	Aqcoe5G416100.1.p
OG0011045	GmISU01.11G061200.1.p, GmISU01.01G137500.2.p, GmISU01.01G137500.1.p	Aqcoe5G194200.1.p
OG0011046	GmISU01.05G187800.2.p	Aqcoe5G466400.1.p, Aqcoe5G466200.2.p, Aqcoe5G466200.1.p
OG0011047	GmISU01.01G021200.1.p, GmISU01.09G159900.1.p	Aqcoe5G167700.2.p, Aqcoe5G167700.1.p
OG0011048	GmISU01.19G134900.1.p	Aqcoe5G011700.2.p, Aqcoe5G011700.1.p
OG0011049	GmISU01.11G001500.1.p	Aqcoe5G101400.1.p
OG0011050	GmISU01.05G138800.1.p, GmISU01.08G113500.1.p	Aqcoe5G014000.1.p
OG0011051	GmISU01.08G077800.5.p, GmISU01.05G105700.7.p, GmISU01.05G105700.4.p, GmISU01.05G105700.5.p	Aqcoe5G129400.1.p, Aqcoe5G129400.2.p
OG0011052	GmISU01.04G027100.1.p	Aqcoe5G182200.1.p
OG0011053	GmISU01.17G077400.1.p, GmISU01.17G114200.1.p	Aqcoe5G380500.1.p, Aqcoe5G397800.1.p
OG0011054	GmISU01.06G155700.1.p, GmISU01.04G158200.1.p, GmISU01.17G120200.1.p, GmISU01.05G044200.1.p	Aqcoe5G356400.1.p
OG0011055	GmISU01.10G205600.3.p	Aqcoe5G114100.2.p, Aqcoe5G114100.1.p
OG0011056	GmISU01.09G160900.1.p, GmISU01.01G020100.1.p	Aqcoe5G165200.2.p
OG0011057	GmISU01.17G001900.1.p	Aqcoe5G216000.1.p
OG0011058	GmISU01.07G207400.1.p, GmISU01.15G139500.1.p	Aqcoe5G093800.1.p
OG0011059	GmISU01.08G019900.1.p, GmISU01.05G183600.1.p, GmISU01.11G016600.1.p, GmISU01.01G183000.1.p	Aqcoe5G447300.1.p
OG0011060	GmISU01.16G137700.1.p, GmISU01.10G186300.1.p, GmISU01.20G131100.1.p	Aqcoe5G250100.1.p
OG0011061	GmISU01.02G130500.1.p, GmISU01.10G026900.3.p, GmISU01.10G026900.2.p	Aqcoe5G050100.1.p
OG0011062	GmISU01.01G183100.1.p, GmISU01.11G016500.1.p	Aqcoe5G450700.1.p
OG0011063	GmISU01.13G097200.1.p, GmISU01.10G034900.1.p	Aqcoe5G023500.1.p
OG0011064	GmISU01.08G319100.1.p, GmISU01.18G131900.1.p	Aqcoe5G006200.1.p
OG0011065	GmISU01.04G001900.1.p, GmISU01.06G001800.1.p	Aqcoe5G289900.1.p, Aqcoe5G289900.2.p
OG0011066	GmISU01.01G135900.1.p, GmISU01.01G135900.2.p, GmISU01.11G063300.1.p	Aqcoe5G053300.1.p
OG0011067	GmISU01.18G124300.1.p, GmISU01.08G310900.1.p	Aqcoe5G002700.1.p
OG0011068	GmISU01.14G077900.1.p, GmISU01.17G210100.1.p	Aqcoe5G151800.1.p
OG0011069	GmISU01.07G136000.1.p, GmISU01.18G155200.1.p, GmISU01.01G095700.1.p, GmISU01.03G040100.1.p	Aqcoe5G363100.1.p
OG0011070	GmISU01.07G152800.1.p, GmISU01.08G061500.1.p	Aqcoe5G167000.1.p
OG0011071	GmISU01.01G160900.1.p, GmISU01.13G000800.1.p	Aqcoe5G471800.1.p
OG0011072	GmISU01.06G147400.1.p, GmISU01.04G166100.1.p	Aqcoe5G276800.1.p
OG0011073	GmISU01.04G042550.1.p, GmISU01.06G041900.1.p, GmISU01.14G083600.1.p, GmISU01.14G083600.2.p, GmISU01.17G204600.1.p	Aqcoe5G102800.1.p
OG0011074	GmISU01.04G175200.1.p, GmISU01.06G137500.4.p	Aqcoe5G265600.1.p
OG0011075	GmISU01.19G002500.1.p, GmISU01.05G002500.1.p	Aqcoe5G397700.1.p
OG0011076	GmISU01.12G030200.1.p, GmISU01.11G083700.1.p	Aqcoe5G214100.1.p
OG0011077	GmISU01.05G044000.1.p, GmISU01.17G120050.1.p	Aqcoe5G357500.1.p, Aqcoe5G357500.2.p
OG0011078	GmISU01.15G044700.2.p, GmISU01.15G044700.1.p, GmISU01.08G171900.1.p, GmISU01.08G171900.3.p	Aqcoe5G260400.2.p, Aqcoe5G260400.1.p
OG0011079	GmISU01.20G167300.1.p	Aqcoe5G021100.1.p
OG0011080	GmISU01.02G016600.1.p, GmISU01.10G017500.1.p	Aqcoe5G088500.1.p
OG0011081	GmISU01.16G056800.1.p, GmISU01.16G056800.2.p, GmISU01.19G062500.1.p	Aqcoe5G375600.1.p, Aqcoe5G375600.2.p
OG0011082	GmISU01.20G181300.1.p, GmISU01.10G134400.1.p	Aqcoe5G030000.1.p
OG0011083	GmISU01.18G239900.1.p, GmISU01.08G324200.1.p	Aqcoe5G330000.1.p
OG0011085	GmISU01.17G153600.1.p, GmISU01.05G079600.1.p	Aqcoe5G143800.1.p
OG0011086	GmISU01.09G102700.1.p	Aqcoe5G436400.1.p
OG0011087	GmISU01.08G092500.1.p, GmISU01.05G119300.1.p	Aqcoe5G375700.1.p
OG0011088	GmISU01.07G207800.1.p, GmISU01.17G025700.1.p	Aqcoe5G093000.2.p, Aqcoe5G092800.1.p, Aqcoe5G093000.1.p
OG0011089	GmISU01.01G148000.5.p, GmISU01.11G049900.1.p	Aqcoe5G150300.1.p
OG0011090	GmISU01.10G145400.1.p, GmISU01.20G170800.1.p	Aqcoe5G117800.1.p
OG0011091	GmISU01.05G188100.2.p, GmISU01.05G188100.1.p	Aqcoe5G477900.1.p, Aqcoe5G477900.2.p
OG0011092	GmISU01.05G138900.1.p, GmISU01.08G113700.1.p	Aqcoe5G412700.1.p
OG0011093	GmISU01.16G041100.1.p, GmISU01.19G078900.1.p, GmISU01.02G061500.1.p	Aqcoe5G322200.1.p, Aqcoe3G158200.1.p
OG0011094	GmISU01.18G188400.1.p, GmISU01.09G205400.1.p	Aqcoe5G002500.1.p
OG0011095	GmISU01.03G088000.1.p	Aqcoe5G345000.1.p
OG0011096	GmISU01.20G137900.1.p, GmISU01.10G179600.1.p	Aqcoe5G304500.1.p
OG0011097	GmISU01.11G112500.1.p, GmISU01.12G042900.1.p	Aqcoe5G203400.1.p
OG0011098	GmISU01.11G112900.1.p, GmISU01.12G043300.1.p	Aqcoe5G205100.1.p, Aqcoe5G205100.2.p
OG0011099	GmISU01.04G152900.1.p, GmISU01.06G160400.1.p	Aqcoe5G387700.1.p
OG0011100	GmISU01.02G070000.1.p	Aqcoe5G224500.3.p, Aqcoe5G224500.1.p, Aqcoe5G224500.2.p
OG0011101	GmISU01.10G135100.1.p, GmISU01.20G180800.2.p, GmISU01.20G180800.1.p	Aqcoe5G010100.1.p
OG0011102	GmISU01.11G059400.1.p, GmISU01.01G138900.1.p	Aqcoe5G410900.1.p
OG0011103	GmISU01.05G091000.3.p, GmISU01.17G142000.1.p	Aqcoe5G289500.1.p
OG0011104	GmISU01.14G154900.1.p, GmISU01.02G186100.1.p, GmISU01.06G127200.1.p, GmISU01.04G184300.1.p	Aqcoe5G476800.2.p, Aqcoe5G476800.1.p
OG0011105	GmISU01.04G029100.1.p, GmISU01.06G027700.1.p	Aqcoe5G232000.1.p
OG0011107	GmISU01.04G150000.1.p, GmISU01.06G163900.1.p	Aqcoe5G405000.1.p
OG0011108	GmISU01.06G120600.1.p, GmISU01.04G191100.2.p, GmISU01.04G191100.1.p	Aqcoe5G091100.1.p
OG0011110	GmISU01.17G155300.1.p, GmISU01.05G077500.2.p, GmISU01.05G077500.1.p, GmISU01.17G140000.1.p	Aqcoe5G146500.1.p, Aqcoe5G146400.1.p
OG0011111	GmISU01.06G276000.1.p, GmISU01.04G096800.1.p	Aqcoe5G314500.1.p
OG0011113	GmISU01.20G177800.1.p, GmISU01.10G138700.1.p	Aqcoe5G473200.1.p
OG0011114	GmISU01.10G116300.4.p, GmISU01.10G116300.3.p, GmISU01.10G116300.1.p	Aqcoe5G312000.1.p
OG0011115	GmISU01.20G133800.1.p, GmISU01.10G183200.1.p	Aqcoe5G256900.2.p, Aqcoe5G256900.1.p
OG0011116	GmISU01.16G020500.1.p	Aqcoe5G465100.2.p, Aqcoe5G465100.1.p
OG0011117	GmISU01.18G038800.1.p, GmISU01.18G038800.2.p, GmISU01.11G195800.1.p, GmISU01.11G195800.2.p	Aqcoe5G261100.2.p, Aqcoe5G261100.1.p, Aqcoe5G261100.3.p
OG0011118	GmISU01.14G012100.1.p, GmISU01.02G259900.1.p	Aqcoe5G152100.1.p
OG0011119	GmISU01.08G171300.2.p, GmISU01.15G045300.1.p, GmISU01.08G171300.1.p	Aqcoe5G281700.1.p
OG0011120	GmISU01.14G130300.1.p, GmISU01.04G190700.2.p, GmISU01.04G190700.1.p, GmISU01.06G121200.1.p	Aqcoe5G461600.1.p
OG0011121	GmISU01.06G017100.2.p, GmISU01.04G018400.1.p, GmISU01.17G044500.1.p	Aqcoe5G465500.1.p
OG0011122	GmISU01.19G202300.1.p, GmISU01.03G201400.1.p	Aqcoe5G080800.1.p
OG0011123	GmISU01.19G171900.1.p, GmISU01.03G170100.2.p, GmISU01.03G170100.1.p, GmISU01.19G171900.2.p	Aqcoe5G079800.1.p
OG0011124	GmISU01.05G099300.1.p	Aqcoe5G122800.1.p
OG0011125	GmISU01.14G077600.1.p, GmISU01.17G210500.1.p	Aqcoe5G152400.1.p
OG0011126	GmISU01.20G159300.1.p	Aqcoe5G010500.1.p, Aqcoe5G010500.2.p
OG0011127	GmISU01.10G143300.2.p, GmISU01.20G173000.2.p	Aqcoe3G059300.1.p, Aqcoe3G126600.1.p, Aqcoe5G038600.1.p
OG0011128	GmISU01.01G196200.1.p	Aqcoe5G056500.1.p, Aqcoe5G056500.2.p, Aqcoe5G056500.4.p, Aqcoe5G056500.3.p
OG0011129	GmISU01.04G177800.1.p, GmISU01.06G134500.1.p	Aqcoe5G225700.1.p
OG0011130	GmISU01.16G133200.1.p, GmISU01.10G183700.2.p, GmISU01.10G183700.1.p, GmISU01.20G133300.1.p	Aqcoe5G255800.1.p
OG0011131	GmISU01.04G163600.1.p, GmISU01.06G150100.1.p	Aqcoe5G327800.1.p
