Orthogroup	G_max.proteins	D_spatulata.proteins
OG0009587	GmISU01.05G020600.1.p, GmISU01.05G020600.2.p, GmISU01.17G070800.2.p	Ds_00011300-RA
OG0009588	GmISU01.06G192200.1.p	Ds_00015714-RA
OG0009589	GmISU01.05G083500.1.p, GmISU01.17G149700.1.p	Ds_00005367-RA
OG0009590	GmISU01.14G160400.1.p, GmISU01.02G191600.1.p, GmISU01.03G044200.1.p	Ds_00000197-RA
OG0009594	GmISU01.13G121900.1.p	Ds_00017160-RA
OG0009595	GmISU01.09G085700.3.p, GmISU01.09G085700.1.p, GmISU01.09G085700.5.p, GmISU01.09G085700.4.p, GmISU01.02G147200.1.p	Ds_00014893-RA
OG0009597	GmISU01.17G095600.2.p, GmISU01.17G095600.1.p, GmISU01.13G129300.3.p	Ds_00011457-RA
OG0009598	GmISU01.10G099100.1.p, GmISU01.20G051600.1.p	Ds_00006061-RA
OG0009599	GmISU01.11G123000.1.p, GmISU01.12G053500.1.p	Ds_00001165-RA, Ds_00001164-RA
OG0009602	GmISU01.08G277500.1.p, GmISU01.18G089200.1.p, GmISU01.14G025500.1.p	Ds_00005228-RA, Ds_00004127-RA
OG0009604	GmISU01.18G065900.1.p, GmISU01.14G010600.1.p, GmISU01.02G261400.1.p	Ds_00001682-RA
OG0009608	GmISU01.09G021100.1.p, GmISU01.15G119000.1.p	Ds_00004282-RA
OG0009609	GmISU01.19G160700.2.p, GmISU01.19G160700.1.p, GmISU01.03G158900.1.p	Ds_00007333-RA
OG0009611	GmISU01.12G192500.1.p, GmISU01.13G234300.1.p	Ds_00001811-RA, Ds_00010121-RA
OG0009612	GmISU01.04G133600.1.p	Ds_00013065-RA
OG0009613	GmISU01.13G282600.1.p	Ds_00012989-RA
OG0009615	GmISU01.08G154600.2.p, GmISU01.08G154600.1.p, GmISU01.08G154600.4.p, GmISU01.08G154600.3.p, GmISU01.15G215400.1.p	Ds_00006214-RA
OG0009616	GmISU01.19G094400.1.p, GmISU01.03G088800.1.p	Ds_00012643-RA
OG0009617	GmISU01.07G136600.1.p	Ds_00011833-RA, Ds_00011832-RA
OG0009618	GmISU01.13G003600.1.p, GmISU01.20G045300.1.p	Ds_00005149-RA
OG0009621	GmISU01.11G213800.1.p, GmISU01.18G019900.1.p	Ds_00008688-RA, Ds_00013857-RA
OG0009622	GmISU01.10G216000.2.p, GmISU01.07G105000.2.p	Ds_00003468-RA, Ds_00008621-RA
OG0009623	GmISU01.02G082700.1.p, GmISU01.18G232900.1.p	Ds_00008513-RA
OG0009624	GmISU01.13G165000.1.p	Ds_00007515-RA
OG0009625	GmISU01.17G032000.2.p, GmISU01.17G032000.1.p, GmISU01.07G201800.1.p	Ds_00007003-RA
OG0009627	GmISU01.02G038600.1.p, GmISU01.01G122900.1.p, GmISU01.11G077100.1.p	Ds_00005429-RA
OG0009628	GmISU01.15G118900.1.p, GmISU01.09G021000.1.p	Ds_00004283-RA
OG0009630	GmISU01.07G189300.1.p, GmISU01.20G018200.1.p	Ds_00000936-RA
OG0009631	GmISU01.06G130900.1.p, GmISU01.06G130900.2.p, GmISU01.06G130900.3.p, GmISU01.04G180800.2.p, GmISU01.04G180800.1.p	Ds_00013149-RA
OG0009632	GmISU01.12G078400.1.p, GmISU01.11G149400.1.p	Ds_00008349-RA
OG0009633	GmISU01.01G185200.2.p, GmISU01.11G014500.1.p, GmISU01.01G185200.1.p	Ds_00014559-RA
OG0009634	GmISU01.20G140500.3.p, GmISU01.20G140500.2.p, GmISU01.20G140500.1.p, GmISU01.10G176400.1.p, GmISU01.10G176400.2.p	Ds_00013519-RA
OG0009635	GmISU01.05G212400.2.p, GmISU01.05G212400.5.p, GmISU01.05G212400.6.p, GmISU01.05G212400.3.p, GmISU01.05G212400.7.p, GmISU01.08G050500.2.p, GmISU01.08G050500.1.p	Ds_00000376-RA
OG0009636	GmISU01.04G004800.2.p, GmISU01.04G004800.1.p, GmISU01.06G004500.1.p	Ds_00013020-RA
OG0009637	GmISU01.12G197300.1.p, GmISU01.13G228500.1.p	Ds_00006871-RA, Ds_00001830-RA
OG0009638	GmISU01.12G096000.1.p, GmISU01.06G252400.2.p, GmISU01.06G252400.1.p	Ds_00017135-RA
OG0009639	GmISU01.14G030600.1.p	Ds_00005868-RA, Ds_00009986-RA
OG0009640	GmISU01.08G077200.1.p, GmISU01.05G105300.1.p	Ds_00012749-RA
OG0009641	GmISU01.07G235100.1.p, GmISU01.17G000500.1.p	Ds_00009313-RA
OG0009642	GmISU01.13G260900.1.p, GmISU01.12G169600.2.p	Ds_00016330-RA
OG0009643	GmISU01.18G054600.1.p, GmISU01.11G174500.1.p	Ds_00006124-RA
OG0009645	GmISU01.17G145000.1.p, GmISU01.17G144900.1.p	Ds_00009388-RA, Ds_00017752-RA
OG0009648	GmISU01.15G198100.1.p, GmISU01.13G166100.3.p, GmISU01.13G166100.1.p	Ds_00012985-RA
OG0009649	GmISU01.01G039500.1.p, GmISU01.04G127000.1.p	Ds_00017903-RA, Ds_00011501-RA, Ds_00005504-RA
OG0009650	GmISU01.11G150400.1.p, GmISU01.12G149900.1.p	Ds_00008343-RA
OG0009651	GmISU01.03G146300.1.p, GmISU01.19G149700.1.p	Ds_00002032-RA, Ds_00013697-RA
OG0009652	GmISU01.14G119900.1.p	Ds_00012469-RA
OG0009653	GmISU01.12G064600.1.p, GmISU01.11G135600.1.p, GmISU01.11G135600.2.p	Ds_00005223-RA
OG0009654	GmISU01.16G104900.1.p, GmISU01.09G126800.2.p, GmISU01.09G126800.1.p	Ds_00000396-RA
OG0009656	GmISU01.04G103500.3.p, GmISU01.04G103500.2.p	Ds_00005511-RA
OG0009657	GmISU01.11G210500.1.p, GmISU01.11G210500.2.p, GmISU01.18G023500.1.p, GmISU01.18G023500.3.p	Ds_00008693-RA
OG0009658	GmISU01.20G081200.1.p	Ds_00006019-RA
OG0009659	GmISU01.20G040900.3.p, GmISU01.20G040900.1.p	Ds_00009547-RA
OG0009660	GmISU01.07G118800.1.p	Ds_00010782-RA
OG0009661	GmISU01.08G072600.1.p, GmISU01.05G100500.1.p	Ds_00004253-RA
OG0009663	GmISU01.19G145000.1.p, GmISU01.19G145000.2.p, GmISU01.03G141500.1.p, GmISU01.03G141600.1.p	Ds_00008778-RA
OG0009664	GmISU01.04G112600.1.p, GmISU01.15G196600.1.p, GmISU01.13G164300.1.p	Ds_00013452-RA
OG0009665	GmISU01.13G206900.1.p	Ds_00015201-RA
OG0009666	GmISU01.18G164700.2.p, GmISU01.09G227300.1.p	Ds_00015993-RA
OG0009667	GmISU01.14G022700.2.p, GmISU01.14G022700.1.p, GmISU01.02G249900.1.p	Ds_00011734-RA, Ds_00014136-RA
OG0009668	GmISU01.15G141700.3.p, GmISU01.15G141700.1.p	Ds_00009200-RA
OG0009669	GmISU01.15G103800.2.p, GmISU01.15G103800.1.p	Ds_00017198-RA
OG0009670	GmISU01.02G155900.1.p, GmISU01.10G082000.1.p, GmISU01.19G030200.1.p, GmISU01.14G136400.1.p, GmISU01.19G029900.1.p, GmISU01.19G109100.1.p, GmISU01.03G104500.1.p	Ds_00000818-RA
OG0009672	GmISU01.17G138100.4.p, GmISU01.17G138100.3.p, GmISU01.17G138100.2.p, GmISU01.14G013000.1.p, GmISU01.19G073100.1.p	Ds_00014067-RA
OG0009673	GmISU01.08G150600.1.p, GmISU01.15G219000.1.p, GmISU01.15G203600.1.p, GmISU01.15G142600.1.p, GmISU01.09G045400.1.p	Ds_00015598-RA
OG0009674	GmISU01.06G194000.2.p	Ds_00001236-RA
OG0009675	GmISU01.18G083800.2.p, GmISU01.18G083800.1.p, GmISU01.08G281300.1.p	Ds_00006086-RA
OG0009676	GmISU01.07G188700.1.p, GmISU01.20G017500.1.p	Ds_00000937-RA
OG0009677	GmISU01.12G101800.1.p, GmISU01.06G246800.1.p, GmISU01.12G101800.2.p	Ds_00001168-RA
OG0009678	GmISU01.14G003000.1.p, GmISU01.02G267900.3.p	Ds_00014144-RA, Ds_00010899-RA, Ds_00010884-RA, Ds_00010885-RA
OG0009680	GmISU01.01G080200.1.p, GmISU01.03G052500.1.p	Ds_00014340-RA
OG0009681	GmISU01.03G141900.2.p, GmISU01.03G141900.1.p, GmISU01.19G145300.1.p, GmISU01.13G111300.1.p, GmISU01.10G047900.1.p	Ds_00002010-RA
OG0009682	GmISU01.08G326900.1.p, GmISU01.18G237300.1.p	Ds_00012333-RA
OG0009683	GmISU01.13G256300.2.p, GmISU01.13G256300.3.p, GmISU01.12G173500.1.p	Ds_00015705-RA
OG0009684	GmISU01.14G001000.1.p	Ds_00017021-RA
OG0009686	GmISU01.19G150700.1.p, GmISU01.19G150700.3.p, GmISU01.19G150700.2.p	Ds_00013685-RA
OG0009687	GmISU01.12G089000.1.p, GmISU01.12G089000.2.p, GmISU01.06G260700.2.p, GmISU01.06G260700.1.p	Ds_00009512-RA
OG0009688	GmISU01.11G220400.2.p, GmISU01.11G220400.1.p, GmISU01.18G013800.1.p	Ds_00010949-RA
OG0009689	GmISU01.03G003100.1.p, GmISU01.03G003100.2.p, GmISU01.19G092500.2.p, GmISU01.19G092500.1.p	Ds_00009354-RA
OG0009690	GmISU01.20G021000.1.p, GmISU01.07G191200.1.p	Ds_00014337-RA, Ds_00005509-RA
OG0009691	GmISU01.18G189700.1.p, GmISU01.09G204400.1.p, GmISU01.18G189700.2.p	Ds_00004070-RA
OG0009692	GmISU01.16G022500.1.p, GmISU01.07G052000.1.p	Ds_00011648-RA
OG0009693	GmISU01.08G189000.1.p, GmISU01.07G016200.1.p, GmISU01.08G189000.2.p	Ds_00003072-RA
OG0009694	GmISU01.08G220000.6.p, GmISU01.08G220000.5.p, GmISU01.08G220000.4.p, GmISU01.08G220000.2.p	Ds_00008824-RA
OG0009695	GmISU01.20G163500.1.p, GmISU01.10G152900.1.p	Ds_00003185-RA
OG0009696	GmISU01.17G220800.1.p	Ds_00000365-RA
OG0009699	GmISU01.08G102500.2.p	Ds_00003134-RA
OG0009700	GmISU01.03G024900.2.p, GmISU01.03G024900.1.p, GmISU01.03G024900.3.p, GmISU01.01G105600.2.p, GmISU01.01G105600.1.p	Ds_00006287-RA
OG0009702	GmISU01.09G095800.1.p, GmISU01.08G236200.1.p, GmISU01.18G223400.1.p	Ds_00015048-RA
OG0009703	GmISU01.09G211600.1.p, GmISU01.18G182900.1.p	Ds_00003591-RA
OG0009704	GmISU01.02G045700.1.p, GmISU01.16G106300.1.p	Ds_00014485-RA
OG0009705	GmISU01.16G052800.5.p, GmISU01.16G052800.4.p, GmISU01.16G052800.3.p, GmISU01.16G052800.1.p, GmISU01.19G066800.1.p	Ds_00017391-RA
OG0009706	GmISU01.02G118200.1.p, GmISU01.07G180700.1.p	Ds_00001808-RA
OG0009707	GmISU01.14G080400.1.p, GmISU01.17G207700.1.p	Ds_00002523-RA
OG0009708	GmISU01.16G107900.1.p	Ds_00014504-RA
OG0009709	GmISU01.07G202300.1.p, GmISU01.17G031300.1.p	Ds_00005056-RA
OG0009710	GmISU01.01G184700.1.p	Ds_00017438-RA
OG0009711	GmISU01.13G239200.1.p, GmISU01.12G189400.1.p	Ds_00013093-RA
OG0009712	GmISU01.04G002200.1.p, GmISU01.06G002400.1.p	Ds_00009325-RA
OG0009714	GmISU01.02G070500.1.p	Ds_00014138-RA
OG0009715	GmISU01.06G225800.1.p, GmISU01.10G038500.1.p, GmISU01.13G101500.1.p	Ds_00006551-RA
OG0009716	GmISU01.20G137800.1.p, GmISU01.10G179700.1.p	Ds_00002907-RA
OG0009717	GmISU01.14G182800.1.p, GmISU01.17G224400.1.p	Ds_00016555-RA
OG0009718	GmISU01.08G120200.1.p	Ds_00010732-RA
OG0009719	GmISU01.06G118000.1.p, GmISU01.06G118000.2.p, GmISU01.04G193300.1.p	Ds_00012592-RA, Ds_00005637-RA
OG0009720	GmISU01.17G064600.1.p, GmISU01.02G174600.1.p	Ds_00007426-RA
OG0009721	GmISU01.02G010700.1.p, GmISU01.10G011600.1.p, GmISU01.03G178700.1.p, GmISU01.19G180000.1.p	Ds_00012342-RA
OG0009722	GmISU01.06G031600.1.p, GmISU01.16G115800.1.p, GmISU01.02G054100.1.p	Ds_00005403-RA
OG0009725	GmISU01.16G045700.1.p, GmISU01.19G075300.1.p	Ds_00008078-RA
OG0009726	GmISU01.19G123700.1.p, GmISU01.03G119600.1.p	Ds_00001101-RA
OG0009727	GmISU01.11G006700.1.p, GmISU01.01G193400.1.p	Ds_00003154-RA
OG0009729	GmISU01.06G035100.1.p	Ds_00007913-RA
OG0009730	GmISU01.16G052200.4.p, GmISU01.16G052200.3.p, GmISU01.16G052200.5.p	Ds_00001899-RA
OG0009731	GmISU01.04G210000.1.p, GmISU01.06G098800.1.p	Ds_00013668-RA
OG0009732	GmISU01.10G109000.1.p, GmISU01.04G049800.1.p	Ds_00014528-RA
OG0009733	GmISU01.09G202500.2.p, GmISU01.09G202500.1.p, GmISU01.18G191900.1.p	Ds_00007780-RA
OG0009734	GmISU01.05G039400.1.p, GmISU01.05G039500.1.p, GmISU01.17G115500.1.p	Ds_00003817-RA
OG0009735	GmISU01.17G111200.1.p, GmISU01.04G123300.1.p, GmISU01.06G188800.1.p	Ds_00014794-RA
OG0009736	GmISU01.11G068700.1.p, GmISU01.01G130700.1.p	Ds_00001458-RA
OG0009737	GmISU01.09G029300.1.p	Ds_00005013-RA
OG0009738	GmISU01.13G179000.1.p	Ds_00003107-RA
OG0009739	GmISU01.02G151200.1.p	Ds_00005104-RA
OG0009740	GmISU01.01G061300.2.p, GmISU01.01G061300.1.p	Ds_00001567-RA
OG0009741	GmISU01.20G042900.1.p, GmISU01.20G042900.2.p	Ds_00010017-RA
OG0009742	GmISU01.08G171700.1.p, GmISU01.15G044900.1.p	Ds_00001932-RA
OG0009743	GmISU01.06G006400.2.p	Ds_00008901-RA
OG0009745	GmISU01.11G012800.1.p, GmISU01.01G189300.1.p	Ds_00016344-RA
OG0009746	GmISU01.11G012400.1.p, GmISU01.11G012400.2.p, GmISU01.01G188900.1.p, GmISU01.01G188900.2.p	Ds_00017298-RA, Ds_00017299-RA
OG0009747	GmISU01.12G099800.1.p, GmISU01.20G094700.1.p	Ds_00017043-RA
OG0009748	GmISU01.04G174900.1.p, GmISU01.06G137900.1.p	Ds_00002560-RA
OG0009749	GmISU01.05G201000.1.p, GmISU01.08G038900.3.p, GmISU01.08G038900.2.p	Ds_00000025-RA
OG0009750	GmISU01.12G199000.1.p, GmISU01.12G199000.2.p, GmISU01.13G168900.1.p	Ds_00011282-RA
OG0009751	GmISU01.11G224400.1.p	Ds_00010728-RA
OG0009752	GmISU01.08G092700.1.p, GmISU01.05G119450.1.p	Ds_00017389-RA
OG0009753	GmISU01.12G012200.2.p	Ds_00001355-RA, Ds_00010240-RA
OG0009754	GmISU01.04G080600.1.p	Ds_00000583-RA
OG0009755	GmISU01.04G029600.4.p, GmISU01.04G029600.3.p, GmISU01.04G029600.1.p, GmISU01.06G028500.1.p	Ds_00007861-RA
OG0009756	GmISU01.05G034400.1.p, GmISU01.17G081800.1.p	Ds_00001315-RA, Ds_00007337-RA
OG0009757	GmISU01.02G060200.1.p, GmISU01.16G120800.1.p	Ds_00001849-RA
OG0009758	GmISU01.08G094000.1.p	Ds_00017395-RA
OG0009759	GmISU01.18G011600.1.p, GmISU01.11G222600.1.p	Ds_00017084-RA, Ds_00010723-RA
OG0009760	GmISU01.10G094400.1.p, GmISU01.20G048100.1.p	Ds_00007268-RA, Ds_00005466-RA
OG0009761	GmISU01.01G202600.3.p, GmISU01.01G202600.1.p	Ds_00011957-RA
OG0009762	GmISU01.07G068500.1.p, GmISU01.03G013000.1.p	Ds_00004603-RA
OG0009763	GmISU01.08G080700.1.p, GmISU01.09G047600.1.p, GmISU01.09G047600.3.p, GmISU01.15G143600.2.p, GmISU01.15G143600.1.p	Ds_00014455-RA
OG0009764	GmISU01.20G206700.1.p, GmISU01.20G206700.3.p	Ds_00004303-RA
OG0009765	GmISU01.04G167400.1.p, GmISU01.06G146000.1.p	Ds_00006132-RA
OG0009766	GmISU01.02G113100.2.p, GmISU01.02G113100.1.p	Ds_00003878-RA, Ds_00006324-RA
OG0009767	GmISU01.01G189900.1.p	Ds_00011943-RA
OG0009768	GmISU01.10G028000.1.p	Ds_00001087-RA
OG0009769	GmISU01.06G060900.1.p, GmISU01.14G104800.1.p, GmISU01.17G183300.1.p	Ds_00004230-RA
OG0009771	GmISU01.04G165000.2.p, GmISU01.04G165000.1.p, GmISU01.04G165000.3.p, GmISU01.06G148500.1.p	Ds_00004758-RA
OG0009773	GmISU01.06G139300.1.p, GmISU01.04G173700.1.p, GmISU01.08G144800.1.p	Ds_00003794-RA
OG0009774	GmISU01.01G188950.1.p	Ds_00013458-RA
OG0009774	GmISU01.11G012500.1.p, GmISU01.11G012500.2.p	Ds_00013457-RA, Ds_00015397-RA
OG0009775	GmISU01.11G100500.2.p, GmISU01.11G100500.3.p, GmISU01.11G100500.1.p, GmISU01.11G100500.4.p	Ds_00004297-RA
OG0009776	GmISU01.20G110900.1.p, GmISU01.10G209900.1.p	Ds_00004661-RA
OG0009777	GmISU01.01G132300.1.p, GmISU01.01G132300.3.p	Ds_00013203-RA
OG0009778	GmISU01.03G203000.3.p, GmISU01.19G204200.3.p, GmISU01.19G204200.1.p, GmISU01.19G204200.2.p, GmISU01.03G203000.2.p, GmISU01.03G203000.1.p	Ds_00006176-RA
OG0009780	GmISU01.06G016200.1.p, GmISU01.04G017500.1.p	Ds_00011980-RA
OG0009781	GmISU01.03G168800.1.p, GmISU01.19G170800.1.p	Ds_00008048-RA, Ds_00006107-RA
OG0009783	GmISU01.11G029500.2.p, GmISU01.11G029500.1.p	Ds_00018002-RA
OG0009784	GmISU01.20G165900.1.p, GmISU01.10G150600.1.p	Ds_00006413-RA
OG0009785	GmISU01.14G137100.1.p, GmISU01.14G137100.5.p, GmISU01.14G137100.4.p, GmISU01.14G137100.3.p, GmISU01.14G137100.2.p	Ds_00016145-RA
OG0009786	GmISU01.13G143400.1.p, GmISU01.13G143400.2.p, GmISU01.07G173200.1.p, GmISU01.07G173200.2.p	Ds_00011978-RA
OG0009787	GmISU01.08G203700.1.p	Ds_00000634-RA
OG0009788	GmISU01.18G008700.1.p, GmISU01.18G008700.2.p, GmISU01.11G225500.1.p	Ds_00010745-RA
OG0009789	GmISU01.20G199900.1.p, GmISU01.10G249000.2.p, GmISU01.10G249000.1.p	Ds_00010454-RA
OG0009790	GmISU01.20G138200.1.p	Ds_00013647-RA
OG0009791	GmISU01.10G037500.1.p, GmISU01.13G100300.1.p, GmISU01.13G100300.2.p	Ds_00014690-RA
OG0009792	GmISU01.05G141800.1.p, GmISU01.05G141800.2.p, GmISU01.08G117400.1.p, GmISU01.08G174300.1.p	Ds_00010427-RA
OG0009793	GmISU01.17G073300.1.p, GmISU01.05G017800.1.p, GmISU01.05G017800.3.p	Ds_00005937-RA
OG0009794	GmISU01.18G206700.1.p, GmISU01.18G206700.3.p, GmISU01.08G222300.1.p	Ds_00013598-RA
OG0009795	GmISU01.02G081200.1.p, GmISU01.18G234600.1.p	Ds_00008456-RA
OG0009796	GmISU01.19G000800.1.p, GmISU01.05G000800.2.p, GmISU01.05G000800.3.p, GmISU01.05G000800.1.p	Ds_00008656-RA
OG0009797	GmISU01.16G181800.1.p, GmISU01.09G129800.1.p	Ds_00002301-RA
OG0009798	GmISU01.06G185700.2.p, GmISU01.06G185700.3.p, GmISU01.06G185700.1.p	Ds_00010633-RA
OG0009799	GmISU01.06G002700.1.p	Ds_00007083-RA
OG0009800	GmISU01.05G155200.3.p, GmISU01.05G155200.1.p	Ds_00006576-RA
OG0009801	GmISU01.08G066600.1.p, GmISU01.08G066600.2.p, GmISU01.05G094900.1.p, GmISU01.10G089600.1.p	Ds_00013027-RA
OG0009802	GmISU01.08G066700.1.p	Ds_00004056-RA
OG0009803	GmISU01.08G267000.1.p, GmISU01.18G101800.1.p	Ds_00015833-RA
OG0009804	GmISU01.08G265900.3.p, GmISU01.08G265900.2.p, GmISU01.08G265900.1.p	Ds_00008455-RA
OG0009806	GmISU01.11G094600.1.p, GmISU01.12G025600.1.p	Ds_00009991-RA
OG0009807	GmISU01.17G089300.3.p, GmISU01.17G089300.2.p, GmISU01.17G089300.1.p, GmISU01.05G026300.1.p, GmISU01.05G026300.2.p	Ds_00012437-RA
OG0009808	GmISU01.02G099800.1.p, GmISU01.01G046700.1.p	Ds_00010546-RA
OG0009809	GmISU01.05G206300.2.p, GmISU01.05G206300.1.p, GmISU01.08G043900.2.p, GmISU01.08G043900.1.p	Ds_00012694-RA
OG0009810	GmISU01.09G095300.1.p, GmISU01.07G141800.1.p, GmISU01.07G141800.2.p, GmISU01.09G095300.2.p	Ds_00005909-RA
OG0009811	GmISU01.17G081600.1.p, GmISU01.05G034600.1.p	Ds_00013808-RA
OG0009812	GmISU01.09G169100.1.p, GmISU01.09G169100.3.p, GmISU01.09G169100.2.p, GmISU01.01G011800.1.p	Ds_00011131-RA
OG0009813	GmISU01.02G208500.1.p, GmISU01.14G065400.1.p, GmISU01.11G197800.1.p, GmISU01.18G036700.1.p	Ds_00011431-RA
OG0009814	GmISU01.05G210200.1.p, GmISU01.05G210100.2.p, GmISU01.05G210100.1.p	Ds_00016129-RA
OG0009816	GmISU01.16G179400.4.p, GmISU01.16G179400.1.p, GmISU01.16G179400.5.p, GmISU01.16G179400.3.p, GmISU01.16G179400.2.p, GmISU01.09G127000.1.p, GmISU01.09G127100.1.p	Ds_00000397-RA
OG0009817	GmISU01.17G137900.1.p, GmISU01.05G062000.1.p	Ds_00004899-RA
OG0009818	GmISU01.02G101200.2.p, GmISU01.02G101200.1.p, GmISU01.01G048000.1.p	Ds_00008452-RA
OG0009819	GmISU01.04G114800.5.p, GmISU01.04G114800.4.p, GmISU01.04G114800.3.p, GmISU01.04G114800.2.p, GmISU01.11G163500.1.p	Ds_00008050-RA
OG0009821	GmISU01.09G217500.1.p, GmISU01.18G176700.1.p	Ds_00009724-RA
OG0009822	GmISU01.20G093000.1.p, GmISU01.20G093000.2.p, GmISU01.10G224600.1.p	Ds_00011042-RA
OG0009823	GmISU01.12G017700.1.p, GmISU01.11G085300.1.p	Ds_00012767-RA, Ds_00008488-RA
OG0009825	GmISU01.08G084900.1.p, GmISU01.05G112700.1.p	Ds_00012717-RA, Ds_00012714-RA
OG0009826	GmISU01.05G121600.1.p, GmISU01.08G095400.1.p	Ds_00005971-RA
OG0009827	GmISU01.13G157200.2.p, GmISU01.13G157200.3.p, GmISU01.13G157200.1.p	Ds_00006690-RA
OG0009828	GmISU01.01G057400.1.p, GmISU01.02G110200.1.p, GmISU01.02G110200.2.p	Ds_00008422-RA, Ds_00005330-RA
OG0009829	GmISU01.07G191600.1.p, GmISU01.20G021400.1.p	Ds_00010511-RA
OG0009831	GmISU01.02G020300.1.p, GmISU01.01G038600.2.p, GmISU01.01G038600.1.p	Ds_00015825-RA
OG0009832	GmISU01.02G076700.3.p, GmISU01.02G076700.2.p, GmISU01.02G076700.1.p	Ds_00012700-RA
OG0009833	GmISU01.01G035100.1.p	Ds_00008983-RA
OG0009834	GmISU01.20G011200.1.p, GmISU01.07G183800.1.p	Ds_00005901-RA
OG0009835	GmISU01.19G037200.1.p	Ds_00012089-RA, Ds_00008489-RA
OG0009836	GmISU01.01G164800.1.p, GmISU01.11G034100.1.p, GmISU01.05G059500.2.p, GmISU01.17G134400.1.p	Ds_00005136-RA
OG0009837	GmISU01.20G158400.1.p, GmISU01.10G157500.2.p	Ds_00015457-RA
OG0009838	GmISU01.02G232100.1.p	Ds_00015298-RA
OG0009840	GmISU01.05G058400.1.p, GmISU01.17G133500.1.p, GmISU01.01G165900.1.p	Ds_00008356-RA
OG0009841	GmISU01.05G021500.1.p, GmISU01.05G021500.2.p, GmISU01.17G094900.1.p	Ds_00005335-RA
OG0009842	GmISU01.02G020600.1.p, GmISU01.01G038300.1.p	Ds_00004331-RA
OG0009843	GmISU01.20G024700.1.p, GmISU01.07G193500.1.p	Ds_00010541-RA
OG0009844	GmISU01.07G092700.7.p, GmISU01.07G092700.5.p, GmISU01.07G092700.2.p	Ds_00017173-RA
OG0009845	GmISU01.02G106400.1.p	Ds_00009129-RA
OG0009847	GmISU01.09G174000.1.p, GmISU01.04G103900.1.p	Ds_00004852-RA
OG0009848	GmISU01.01G009800.2.p, GmISU01.01G009800.1.p, GmISU01.09G170400.1.p	Ds_00011138-RA
OG0009849	GmISU01.12G024800.1.p, GmISU01.12G024800.2.p, GmISU01.12G024800.3.p, GmISU01.11G093200.1.p	Ds_00004178-RA
OG0009850	GmISU01.05G057600.1.p, GmISU01.17G132800.1.p	Ds_00001376-RA
OG0009851	GmISU01.02G101100.1.p, GmISU01.01G047900.1.p	Ds_00010532-RA
OG0009852	GmISU01.02G032000.1.p, GmISU01.01G028000.1.p, GmISU01.08G256900.2.p	Ds_00015456-RA
OG0009853	GmISU01.20G175300.1.p, GmISU01.10G141800.2.p	Ds_00004837-RA
OG0009854	GmISU01.07G095100.1.p, GmISU01.09G135500.1.p	Ds_00017165-RA
OG0009855	GmISU01.20G001900.1.p, GmISU01.07G167100.1.p, GmISU01.09G237500.1.p	Ds_00002643-RA
OG0009856	GmISU01.06G171700.1.p, GmISU01.04G142800.1.p	Ds_00011429-RA
OG0009858	GmISU01.15G112900.4.p, GmISU01.15G112900.3.p, GmISU01.15G112900.1.p, GmISU01.15G112900.2.p, GmISU01.09G015300.1.p	Ds_00004418-RA
OG0009859	GmISU01.10G141300.1.p, GmISU01.16G178700.1.p, GmISU01.09G126000.1.p	Ds_00000394-RA, Ds_00000163-RA
OG0009861	GmISU01.02G023300.1.p	Ds_00015815-RA
OG0009862	GmISU01.05G032600.1.p, GmISU01.17G083600.1.p	Ds_00016274-RA
OG0009863	GmISU01.20G084000.4.p, GmISU01.20G084000.1.p, GmISU01.10G232700.1.p, GmISU01.01G065400.1.p	Ds_00008575-RA
OG0009864	GmISU01.10G254300.1.p, GmISU01.20G206300.1.p, GmISU01.20G206300.3.p, GmISU01.20G206300.4.p	Ds_00004785-RA
OG0009865	GmISU01.19G007100.1.p, GmISU01.05G006700.1.p	Ds_00001880-RA
OG0009866	GmISU01.18G043000.1.p	Ds_00006123-RA
OG0009867	GmISU01.01G066000.1.p, GmISU01.08G240500.1.p	Ds_00008583-RA
OG0009868	GmISU01.17G071900.1.p, GmISU01.17G071900.2.p, GmISU01.05G019000.1.p	Ds_00005323-RA
OG0009869	GmISU01.20G077600.2.p, GmISU01.20G077600.1.p, GmISU01.10G238900.1.p	Ds_00001668-RA
OG0009870	GmISU01.02G176000.1.p, GmISU01.02G176000.2.p, GmISU01.14G145900.1.p, GmISU01.14G145900.3.p, GmISU01.14G145900.2.p	Ds_00008169-RA
OG0009871	GmISU01.14G174400.1.p, GmISU01.14G174400.3.p, GmISU01.14G174400.2.p	Ds_00006242-RA
OG0009872	GmISU01.05G210000.1.p, GmISU01.08G047700.1.p, GmISU01.07G090400.1.p, GmISU01.09G140400.2.p, GmISU01.09G140400.1.p	Ds_00016130-RA
OG0009873	GmISU01.04G111500.1.p	Ds_00000453-RA
OG0009874	GmISU01.10G244100.1.p, GmISU01.10G243900.1.p, GmISU01.20G072200.1.p, GmISU01.20G072200.2.p	Ds_00002650-RA
OG0009875	GmISU01.01G045000.1.p, GmISU01.02G097600.1.p	Ds_00010560-RA
OG0009876	GmISU01.15G211100.2.p, GmISU01.08G160300.2.p, GmISU01.08G160300.1.p	Ds_00007008-RA
OG0009877	GmISU01.09G213900.2.p, GmISU01.09G213900.4.p, GmISU01.09G213900.5.p, GmISU01.09G213900.3.p, GmISU01.09G213900.1.p	Ds_00006899-RA
