"","...1","GO.ID","Term","Annotated","Significant","Expected","raw.p.value","Module"
"2064",182,"GO:0006112","energy reserve metabolic process",11,2,0.27,"0.026","16"
"2065",183,"GO:1901576","organic substance biosynthetic process",2644,90,63.74,"0.02604","16"
"2066",184,"GO:0009739","response to gibberellin",72,5,1.74,"0.02638","16"
"2067",185,"GO:0010646","regulation of cell communication",211,10,5.09,"0.02662","16"
"2068",186,"GO:0071900","regulation of protein serine/threonine kinase activity",28,3,0.67,"0.02684","16"
"2069",187,"GO:0044281","small molecule metabolic process",1434,47,34.57,"0.02713","16"
"2070",188,"GO:0051052","regulation of DNA metabolic process",78,7,1.88,"0.02723","16"
"2071",189,"GO:0009888","tissue development",855,29,20.61,"0.02784","16"
"2072",190,"GO:0022622","root system development",506,19,12.2,"0.02874","16"
"2073",191,"GO:0048364","root development",506,19,12.2,"0.02874","16"
"2074",192,"GO:0044092","negative regulation of molecular function",29,3,0.7,"0.02943","16"
"2075",193,"GO:0030154","cell differentiation",611,22,14.73,"0.02953","16"
"2076",194,"GO:0006302","double-strand break repair",100,6,2.41,"0.02962","16"
"2077",195,"GO:0044249","cellular biosynthetic process",2537,90,61.16,"0.03012","16"
"2078",196,"GO:0030522","intracellular receptor signaling pathway",12,2,0.29,"0.03073","16"
"2079",197,"GO:0009785","blue light signaling pathway",12,2,0.29,"0.03073","16"
"2080",198,"GO:0016050","vesicle organization",75,5,1.81,"0.03078","16"
"2081",199,"GO:1901606","alpha-amino acid catabolic process",51,4,1.23,"0.03087","16"
"2082",200,"GO:0043412","macromolecule modification",1241,46,29.91,"0.03106","16"
"2083",201,"GO:1901570","fatty acid derivative biosynthetic process",30,3,0.72,"0.03215","16"
"2084",202,"GO:0009753","response to jasmonic acid",218,10,5.26,"0.03229","16"
"2085",203,"GO:0009058","biosynthetic process",2765,95,66.65,"0.03236","16"
"2086",204,"GO:0045892","negative regulation of DNA-templated transcription",130,7,3.13,"0.03281","16"
"2087",205,"GO:0009725","response to hormone",1088,35,26.23,"0.03306","16"
"2088",206,"GO:0070542","response to fatty acid",219,10,5.28,"0.03316","16"
"2089",207,"GO:0048638","regulation of developmental growth",131,7,3.16,"0.034","16"
"2090",208,"GO:0050793","regulation of developmental process",656,23,15.81,"0.03433","16"
"2091",209,"GO:0090567","reproductive shoot system development",381,15,9.18,"0.03433","16"
"2092",210,"GO:0010558","negative regulation of macromolecule biosynthetic process",190,9,4.58,"0.03451","16"
"2093",211,"GO:0009056","catabolic process",1117,42,26.93,"0.03574","16"
"2094",212,"GO:0071248","cellular response to metal ion",13,2,0.31,"0.03577","16"
"2095",213,"GO:0071941","nitrogen cycle metabolic process",13,2,0.31,"0.03577","16"
"2096",214,"GO:2000031","regulation of salicylic acid mediated signaling pathway",13,2,0.31,"0.03577","16"
"2097",215,"GO:0048585","negative regulation of response to stimulus",135,7,3.25,"0.03904","16"
"2098",216,"GO:0009738","abscisic acid-activated signaling pathway",135,7,3.25,"0.03904","16"
"2099",217,"GO:0009063","cellular amino acid catabolic process",55,4,1.33,"0.03922","16"
"2100",218,"GO:0042180","cellular ketone metabolic process",107,6,2.58,"0.03932","16"
"2101",219,"GO:0009719","response to endogenous stimulus",1105,35,26.64,"0.04","16"
"2102",220,"GO:0033036","macromolecule localization",529,25,12.75,"0.04008","16"
"2103",221,"GO:0044786","cell cycle DNA replication",38,5,0.92,"0.0405","16"
"2104",222,"GO:0048367","shoot system development",786,32,18.95,"0.04096","16"
"2105",223,"GO:0045859","regulation of protein kinase activity",33,3,0.8,"0.04107","16"
"2106",224,"GO:1901568","fatty acid derivative metabolic process",33,3,0.8,"0.04107","16"
"2107",225,"GO:0062013","positive regulation of small molecule metabolic process",14,2,0.34,"0.0411","16"
"2108",226,"GO:1901259","chloroplast rRNA processing",14,2,0.34,"0.0411","16"
"2109",227,"GO:0080135","regulation of cellular response to stress",56,4,1.35,"0.04149","16"
"2110",228,"GO:0007033","vacuole organization",56,4,1.35,"0.04149","16"
"2111",229,"GO:0042430","indole-containing compound metabolic process",56,4,1.35,"0.04149","16"
"2112",230,"GO:0016070","RNA metabolic process",1731,83,41.73,"0.04232","16"
"2113",231,"GO:0071478","cellular response to radiation",82,5,1.98,"0.04275","16"
"2114",232,"GO:0051128","regulation of cellular component organization",204,11,4.92,"0.04291","16"
"2115",233,"GO:0009059","macromolecule biosynthetic process",1689,63,40.71,"0.04314","16"
"2116",234,"GO:0048509","regulation of meristem development",34,3,0.82,"0.04429","16"
"2117",235,"GO:0006906","vesicle fusion",34,3,0.82,"0.04429","16"
"2118",236,"GO:0034660","ncRNA metabolic process",359,25,8.65,"0.04567","16"
"2119",237,"GO:0019377","glycolipid catabolic process",2,1,0.05,"0.04615","16"
"2120",238,"GO:0046901","tetrahydrofolylpolyglutamate biosynthetic process",2,1,0.05,"0.04615","16"
"2121",239,"GO:0060249","anatomical structure homeostasis",2,1,0.05,"0.04615","16"
"2122",240,"GO:0015812","gamma-aminobutyric acid transport",2,1,0.05,"0.04615","16"
"2123",241,"GO:0071294","cellular response to zinc ion",2,1,0.05,"0.04615","16"
"2124",242,"GO:0006562","proline catabolic process",2,1,0.05,"0.04615","16"
"2125",243,"GO:0051353","positive regulation of oxidoreductase activity",2,1,0.05,"0.04615","16"
"2126",244,"GO:0071281","cellular response to iron ion",2,1,0.05,"0.04615","16"
"2127",245,"GO:0046386","deoxyribose phosphate catabolic process",2,1,0.05,"0.04615","16"
"2128",246,"GO:0060967","negative regulation of gene silencing by RNA",2,1,0.05,"0.04615","16"
"2129",247,"GO:0034315","regulation of Arp2/3 complex-mediated actin nucleation",2,1,0.05,"0.04615","16"
"2130",248,"GO:0032790","ribosome disassembly",2,1,0.05,"0.04615","16"
"2131",249,"GO:0080165","callose deposition in phloem sieve plate",2,1,0.05,"0.04615","16"
"2132",250,"GO:0046493","lipid A metabolic process",2,1,0.05,"0.04615","16"
"2133",251,"GO:0006422","aspartyl-tRNA aminoacylation",2,1,0.05,"0.04615","16"
"2134",252,"GO:0006429","leucyl-tRNA aminoacylation",2,1,0.05,"0.04615","16"
"2135",253,"GO:0006680","glucosylceramide catabolic process",2,1,0.05,"0.04615","16"
"2136",254,"GO:0010133","proline catabolic process to glutamate",2,1,0.05,"0.04615","16"
"2137",255,"GO:0006687","glycosphingolipid metabolic process",2,1,0.05,"0.04615","16"
"2138",256,"GO:0006430","lysyl-tRNA aminoacylation",2,1,0.05,"0.04615","16"
"2139",257,"GO:0019184","nonribosomal peptide biosynthetic process",2,1,0.05,"0.04615","16"
"2140",258,"GO:0006677","glycosylceramide metabolic process",2,1,0.05,"0.04615","16"
"2141",259,"GO:0006678","glucosylceramide metabolic process",2,1,0.05,"0.04615","16"
"2142",260,"GO:0046477","glycosylceramide catabolic process",2,1,0.05,"0.04615","16"
"2143",261,"GO:0046479","glycosphingolipid catabolic process",2,1,0.05,"0.04615","16"
"2144",262,"GO:0044091","membrane biogenesis",2,1,0.05,"0.04615","16"
"2145",263,"GO:0070481","nuclear-transcribed mRNA catabolic process, non-stop decay",2,1,0.05,"0.04615","16"
"2146",264,"GO:0055091","phospholipid homeostasis",2,1,0.05,"0.04615","16"
"2147",265,"GO:0043409","negative regulation of MAPK cascade",2,1,0.05,"0.04615","16"
"2148",266,"GO:2000601","positive regulation of Arp2/3 complex-mediated actin nucleation",2,1,0.05,"0.04615","16"
"2149",267,"GO:0071709","membrane assembly",2,1,0.05,"0.04615","16"
"2150",268,"GO:0010018","far-red light signaling pathway",2,1,0.05,"0.04615","16"
"2151",269,"GO:0010046","response to mycotoxin",2,1,0.05,"0.04615","16"
"2152",270,"GO:0009155","purine deoxyribonucleotide catabolic process",2,1,0.05,"0.04615","16"
"2153",271,"GO:0006148","inosine catabolic process",2,1,0.05,"0.04615","16"
"2154",272,"GO:0009146","purine nucleoside triphosphate catabolic process",2,1,0.05,"0.04615","16"
"2155",273,"GO:0051125","regulation of actin nucleation",2,1,0.05,"0.04615","16"
"2156",274,"GO:0051127","positive regulation of actin nucleation",2,1,0.05,"0.04615","16"
"2157",275,"GO:0071836","nectar secretion",2,1,0.05,"0.04615","16"
"2158",276,"GO:0009107","lipoate biosynthetic process",2,1,0.05,"0.04615","16"
"2159",277,"GO:0046130","purine ribonucleoside catabolic process",2,1,0.05,"0.04615","16"
"2160",278,"GO:0046102","inosine metabolic process",2,1,0.05,"0.04615","16"
"2161",279,"GO:0042407","cristae formation",2,1,0.05,"0.04615","16"
"2162",280,"GO:0097352","autophagosome maturation",2,1,0.05,"0.04615","16"
"2163",281,"GO:0010777","meiotic mismatch repair involved in reciprocal meiotic recombination",2,1,0.05,"0.04615","16"
"2164",282,"GO:0046070","dGTP metabolic process",2,1,0.05,"0.04615","16"
"2165",283,"GO:0002128","tRNA nucleoside ribose methylation",2,1,0.05,"0.04615","16"
"2166",284,"GO:0009217","purine deoxyribonucleoside triphosphate catabolic process",2,1,0.05,"0.04615","16"
"2167",285,"GO:0009245","lipid A biosynthetic process",2,1,0.05,"0.04615","16"
"2168",286,"GO:0006203","dGTP catabolic process",2,1,0.05,"0.04615","16"
"2169",287,"GO:1900871","chloroplast mRNA modification",2,1,0.05,"0.04615","16"
"2170",288,"GO:0009204","deoxyribonucleoside triphosphate catabolic process",2,1,0.05,"0.04615","16"
"2171",289,"GO:0035494","SNARE complex disassembly",2,1,0.05,"0.04615","16"
"2172",290,"GO:1901269","lipooligosaccharide metabolic process",2,1,0.05,"0.04615","16"
"2173",291,"GO:0006750","glutathione biosynthetic process",2,1,0.05,"0.04615","16"
"2174",292,"GO:1901271","lipooligosaccharide biosynthetic process",2,1,0.05,"0.04615","16"
"2175",293,"GO:0015798","myo-inositol transport",2,1,0.05,"0.04615","16"
"2176",294,"GO:1900369","negative regulation of post-transcriptional gene silencing by RNA",2,1,0.05,"0.04615","16"
"2177",295,"GO:0009880","embryonic pattern specification",15,2,0.36,"0.0467","16"
"2178",296,"GO:0031167","rRNA methylation",15,2,0.36,"0.0467","16"
"2179",297,"GO:0019217","regulation of fatty acid metabolic process",15,2,0.36,"0.0467","16"
"2180",298,"GO:0006298","mismatch repair",15,2,0.36,"0.0467","16"
"2181",299,"GO:0002098","tRNA wobble uridine modification",15,2,0.36,"0.0467","16"
"2182",300,"GO:0008643","carbohydrate transport",35,3,0.84,"0.04763","16"
"2183",301,"GO:0043549","regulation of kinase activity",35,3,0.84,"0.04763","16"
"2184",302,"GO:0048284","organelle fusion",59,4,1.42,"0.04874","16"
"2185",39,"GO:0044248","cellular catabolic process",862,213,152.24,"0.00010","3"
"2186",40,"GO:0051085","chaperone cofactor-dependent protein refolding",25,12,4.42,"0.00012","3"
"2187",41,"GO:0098542","defense response to other organism",770,180,135.99,"0.00013","3"
"2188",42,"GO:0009409","response to cold",252,61,44.51,"0.00013","3"
"2189",43,"GO:0042026","protein refolding",22,11,3.89,"0.00015","3"
"2190",44,"GO:0009753","response to jasmonic acid",218,62,38.5,"0.00020","3"
"2191",45,"GO:0019760","glucosinolate metabolic process",58,20,10.24,"0.00024","3"
"2192",46,"GO:0050832","defense response to fungus",237,57,41.86,"0.00026","3"
"2193",47,"GO:0055085","transmembrane transport",447,133,78.95,"0.00028","3"
"2194",48,"GO:0034620","cellular response to unfolded protein",20,10,3.53,"0.00029","3"
"2195",49,"GO:0060560","developmental growth involved in morphogenesis",275,64,48.57,"0.00030","3"
"2196",50,"GO:0008152","metabolic process",6326,1382,1117.25,"0.00032","3"
"2197",51,"GO:0006417","regulation of translation",78,27,13.78,"0.00033","3"
"2198",52,"GO:0006970","response to osmotic stress",428,123,75.59,"0.00033","3"
"2199",53,"GO:0003333","amino acid transmembrane transport",31,13,5.47,"0.00034","3"
"2200",54,"GO:0043069","negative regulation of programmed cell death",17,9,3,"0.00034","3"
"2201",55,"GO:0010043","response to zinc ion",17,9,3,"0.00034","3"
"2202",56,"GO:0009867","jasmonic acid mediated signaling pathway",73,23,12.89,"0.00039","3"
"2203",57,"GO:0009408","response to heat",178,56,31.44,"0.00040","3"
"2204",58,"GO:0007005","mitochondrion organization",117,37,20.66,"0.00041","3"
"2205",59,"GO:0032781","positive regulation of ATP-dependent activity",6,5,1.06,"0.00044","3"
"2206",60,"GO:0043649","dicarboxylic acid catabolic process",6,5,1.06,"0.00044","3"
"2207",61,"GO:0006099","tricarboxylic acid cycle",21,10,3.71,"0.00048","3"
"2208",62,"GO:0009620","response to fungus",335,85,59.17,"0.00050","3"
"2209",63,"GO:0006875","cellular metal ion homeostasis",70,22,12.36,"0.00053","3"
"2210",64,"GO:0033388","putrescine biosynthetic process from arginine",4,4,0.71,"0.00055","3"
"2211",65,"GO:0009617","response to bacterium",458,113,80.89,"0.00056","3"
"2212",66,"GO:0009695","jasmonic acid biosynthetic process",18,9,3.18,"0.00059","3"
"2213",67,"GO:0009791","post-embryonic development",1493,292,263.68,"0.00060","3"
"2214",68,"GO:0045454","cell redox homeostasis",29,12,5.12,"0.00066","3"
"2215",69,"GO:1901362","organic cyclic compound biosynthetic process",1402,283,247.61,"0.00068","3"
"2216",70,"GO:0006620","post-translational protein targeting to endoplasmic reticulum membrane",9,6,1.59,"0.00071","3"
"2217",71,"GO:0009065","glutamine family amino acid catabolic process",9,6,1.59,"0.00071","3"
"2218",72,"GO:0044249","cellular biosynthetic process",2537,626,448.07,"0.00071","3"
"2219",73,"GO:0010498","proteasomal protein catabolic process",159,42,28.08,"0.00074","3"
"2220",74,"GO:0006518","peptide metabolic process",395,181,69.76,"0.00075","3"
"2221",75,"GO:1990542","mitochondrial transmembrane transport",38,18,6.71,"0.00075","3"
"2222",76,"GO:0030001","metal ion transport",116,39,20.49,"0.00085","3"
"2223",77,"GO:0006508","proteolysis",432,110,76.3,"0.00087","3"
"2224",78,"GO:0006511","ubiquitin-dependent protein catabolic process",243,61,42.92,"0.00093","3"
"2225",79,"GO:0032502","developmental process",3065,607,541.32,"0.00099","3"
"2226",80,"GO:0043604","amide biosynthetic process",396,181,69.94,"0.00100","3"
"2227",81,"GO:0006536","glutamate metabolic process",16,8,2.83,"0.00121","3"
"2228",82,"GO:0030150","protein import into mitochondrial matrix",16,8,2.83,"0.00121","3"
"2229",83,"GO:1905392","plant organ morphogenesis",419,98,74,"0.00124","3"
"2230",84,"GO:1901137","carbohydrate derivative biosynthetic process",256,70,45.21,"0.00128","3"
"2231",85,"GO:0044265","cellular macromolecule catabolic process",347,89,61.28,"0.00134","3"
"2232",86,"GO:0000338","protein deneddylation",7,5,1.24,"0.00134","3"
"2233",87,"GO:0046365","monosaccharide catabolic process",7,5,1.24,"0.00134","3"
"2234",88,"GO:0010197","polar nucleus fusion",20,9,3.53,"0.00154","3"
"2235",89,"GO:0032870","cellular response to hormone stimulus",597,128,105.44,"0.00156","3"
"2236",90,"GO:0009072","aromatic amino acid family metabolic process",46,18,8.12,"0.00168","3"
"2237",91,"GO:0046686","response to cadmium ion",40,14,7.06,"0.00170","3"
"2238",92,"GO:0046394","carboxylic acid biosynthetic process",326,87,57.58,"0.00175","3"
"2239",93,"GO:0090332","stomatal closure",36,13,6.36,"0.00178","3"
"2240",94,"GO:0048585","negative regulation of response to stimulus",135,34,23.84,"0.00188","3"
"2241",95,"GO:0006641","triglyceride metabolic process",17,8,3,"0.00199","3"
"2242",96,"GO:0006098","pentose-phosphate shunt",17,8,3,"0.00199","3"
"2243",97,"GO:0009793","embryo development ending in seed dormancy",463,94,81.77,"0.00209","3"
"2244",98,"GO:0015849","organic acid transport",72,27,12.72,"0.00214","3"
"2245",99,"GO:0010150","leaf senescence",111,29,19.6,"0.00218","3"
"2246",100,"GO:0090698","post-embryonic plant morphogenesis",126,32,22.25,"0.00218","3"
"2247",101,"GO:0019748","secondary metabolic process",290,75,51.22,"0.00219","3"
"2248",102,"GO:0009642","response to light intensity",188,44,33.2,"0.00220","3"
"2249",103,"GO:0071396","cellular response to lipid",327,79,57.75,"0.00232","3"
"2250",104,"GO:0048588","developmental cell growth",147,36,25.96,"0.00237","3"
"2251",105,"GO:0031667","response to nutrient levels",142,35,25.08,"0.00241","3"
"2252",106,"GO:0042732","D-xylose metabolic process",5,4,0.88,"0.00241","3"
"2253",107,"GO:0006531","aspartate metabolic process",5,4,0.88,"0.00241","3"
"2254",108,"GO:0018279","protein N-linked glycosylation via asparagine",5,4,0.88,"0.00241","3"
"2255",109,"GO:0080027","response to herbivore",5,4,0.88,"0.00241","3"
"2256",110,"GO:0010286","heat acclimation",33,12,5.83,"0.00248","3"
"2257",111,"GO:0015748","organophosphate ester transport",33,12,5.83,"0.00248","3"
"2258",112,"GO:0031668","cellular response to extracellular stimulus",117,30,20.66,"0.00252","3"
"2259",113,"GO:0009063","cellular amino acid catabolic process",55,17,9.71,"0.00269","3"
"2260",114,"GO:0005984","disaccharide metabolic process",42,14,7.42,"0.00287","3"
"2261",115,"GO:0032984","protein-containing complex disassembly",42,14,7.42,"0.00287","3"
"2262",116,"GO:0000463","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",11,6,1.94,"0.00296","3"
"2263",117,"GO:0015693","magnesium ion transport",11,6,1.94,"0.00296","3"
"2264",118,"GO:0046685","response to arsenic-containing substance",11,6,1.94,"0.00296","3"
"2265",119,"GO:0044281","small molecule metabolic process",1434,377,253.26,"0.00301","3"
"2266",120,"GO:1901264","carbohydrate derivative transport",38,13,6.71,"0.00310","3"
"2267",121,"GO:0010200","response to chitin",94,25,16.6,"0.00328","3"
"2268",122,"GO:0010243","response to organonitrogen compound",237,64,41.86,"0.00346","3"
"2269",123,"GO:0000154","rRNA modification",26,10,4.59,"0.00350","3"
"2270",124,"GO:0001732","formation of cytoplasmic translation initiation complex",3,3,0.53,"0.00359","3"
"2271",125,"GO:0070483","detection of hypoxia",3,3,0.53,"0.00359","3"
"2272",126,"GO:0019632","shikimate metabolic process",3,3,0.53,"0.00359","3"
"2273",127,"GO:0046786","viral replication complex formation and maintenance",3,3,0.53,"0.00359","3"
"2274",128,"GO:0031120","snRNA pseudouridine synthesis",3,3,0.53,"0.00359","3"
"2275",129,"GO:0033540","fatty acid beta-oxidation using acyl-CoA oxidase",3,3,0.53,"0.00359","3"
"2276",130,"GO:0006631","fatty acid metabolic process",149,43,26.32,"0.00360","3"
"2277",131,"GO:0002376","immune system process",204,46,36.03,"0.00383","3"
"2278",132,"GO:0016053","organic acid biosynthetic process",379,103,66.94,"0.00386","3"
"2279",133,"GO:0048366","leaf development",279,68,49.27,"0.00399","3"
"2280",134,"GO:1901607","alpha-amino acid biosynthetic process",96,25,16.95,"0.00443","3"
"2281",135,"GO:0046496","nicotinamide nucleotide metabolic process",36,16,6.36,"0.00457","3"
"2282",136,"GO:0030036","actin cytoskeleton organization",67,19,11.83,"0.00458","3"
"2283",137,"GO:0031347","regulation of defense response",266,57,46.98,"0.00461","3"
"2284",138,"GO:0006355","regulation of DNA-templated transcription",911,168,160.89,"0.00464","3"
"2285",139,"GO:0006334","nucleosome assembly",19,8,3.36,"0.00464","3"
"2286",140,"GO:1901361","organic cyclic compound catabolic process",158,37,27.9,"0.00466","3"
"2287",141,"GO:0009733","response to auxin",190,43,33.56,"0.00472","3"
"2288",142,"GO:0042435","indole-containing compound biosynthetic process",23,9,4.06,"0.00485","3"
"2289",143,"GO:0000038","very long-chain fatty acid metabolic process",23,9,4.06,"0.00485","3"
"2290",144,"GO:0033993","response to lipid",833,204,147.12,"0.00512","3"
"2291",145,"GO:0006206","pyrimidine nucleobase metabolic process",12,6,2.12,"0.00515","3"
"2292",146,"GO:0019438","aromatic compound biosynthetic process",1344,268,237.37,"0.00549","3"
"2293",147,"GO:0040007","growth",782,164,138.11,"0.00583","3"
"2294",148,"GO:0042401","cellular biogenic amine biosynthetic process",20,11,3.53,"0.00621","3"
"2295",149,"GO:0015986","proton motive force-driven ATP synthesis",16,7,2.83,"0.00626","3"
"2296",150,"GO:0006570","tyrosine metabolic process",6,4,1.06,"0.00635","3"
"2297",151,"GO:0006616","SRP-dependent cotranslational protein targeting to membrane, translocation",6,4,1.06,"0.00635","3"
"2298",152,"GO:0009554","megasporogenesis",6,4,1.06,"0.00635","3"
"2299",153,"GO:0048640","negative regulation of developmental growth",6,4,1.06,"0.00635","3"
"2300",154,"GO:0006102","isocitrate metabolic process",6,4,1.06,"0.00635","3"
"2301",155,"GO:0072329","monocarboxylic acid catabolic process",44,16,7.77,"0.00641","3"
"2302",156,"GO:0071229","cellular response to acid chemical",24,9,4.24,"0.00672","3"
"2303",157,"GO:0047484","regulation of response to osmotic stress",24,9,4.24,"0.00672","3"
"2304",158,"GO:0071310","cellular response to organic substance",763,172,134.76,"0.00690","3"
"2305",159,"GO:0006813","potassium ion transport",37,12,6.53,"0.00717","3"
"2306",160,"GO:0010074","maintenance of meristem identity",37,12,6.53,"0.00717","3"
"2307",161,"GO:0044271","cellular nitrogen compound biosynthetic process",1645,427,290.53,"0.00730","3"
"2308",162,"GO:0016052","carbohydrate catabolic process",114,39,20.13,"0.00735","3"
"2309",163,"GO:0006633","fatty acid biosynthetic process",75,20,13.25,"0.00778","3"
"2310",164,"GO:0045333","cellular respiration",63,23,11.13,"0.00788","3"
"2311",165,"GO:0010038","response to metal ion",116,39,20.49,"0.00805","3"
"2312",166,"GO:0071941","nitrogen cycle metabolic process",13,6,2.3,"0.00834","3"
"2313",167,"GO:0034220","ion transmembrane transport",167,49,29.49,"0.00834","3"
"2314",168,"GO:1901576","organic substance biosynthetic process",2644,652,466.96,"0.00835","3"
"2315",169,"GO:0009260","ribonucleotide biosynthetic process",77,24,13.6,"0.00839","3"
"2316",170,"GO:0043161","proteasome-mediated ubiquitin-dependent protein catabolic process",137,32,24.2,"0.00842","3"
"2317",171,"GO:0006520","cellular amino acid metabolic process",294,94,51.92,"0.00845","3"
"2318",172,"GO:0010154","fruit development",820,165,144.82,"0.00867","3"
"2319",173,"GO:0017148","negative regulation of translation",47,14,8.3,"0.00882","3"
"2320",174,"GO:0036503","ERAD pathway",38,12,6.71,"0.00905","3"
"2321",175,"GO:0048527","lateral root development",76,20,13.42,"0.00907","3"
"2322",176,"GO:0010025","wax biosynthetic process",25,9,4.42,"0.00910","3"
"2323",177,"GO:0044550","secondary metabolite biosynthetic process",81,21,14.31,"0.00911","3"
"2324",178,"GO:1990961","xenobiotic detoxification by transmembrane export across the plasma membrane",17,7,3,"0.00926","3"
"2325",179,"GO:0006084","acetyl-CoA metabolic process",17,7,3,"0.00926","3"
"2326",180,"GO:0018130","heterocycle biosynthetic process",1311,261,231.54,"0.00926","3"
"2327",181,"GO:0006629","lipid metabolic process",714,156,126.1,"0.00929","3"
"2328",182,"GO:0015031","protein transport",333,77,58.81,"0.00963","3"
"2329",183,"GO:0006790","sulfur compound metabolic process",225,61,39.74,"0.00974","3"
"2330",184,"GO:0009416","response to light stimulus",1020,195,180.15,"0.00974","3"
"2331",185,"GO:0009926","auxin polar transport",57,16,10.07,"0.00983","3"
"2332",186,"GO:0012501","programmed cell death",84,27,14.84,"0.01007","3"
"2333",187,"GO:0048825","cotyledon development",34,11,6,"0.01007","3"
"2334",188,"GO:0006807","nitrogen compound metabolic process",4371,971,771.97,"0.01034","3"
"2335",189,"GO:0006164","purine nucleotide biosynthetic process",64,21,11.3,"0.01055","3"
"2336",190,"GO:0009415","response to water",433,111,76.47,"0.01070","3"
"2337",191,"GO:0006595","polyamine metabolic process",14,9,2.47,"0.01071","3"
"2338",192,"GO:0006085","acetyl-CoA biosynthetic process",10,5,1.77,"0.01078","3"
"2339",193,"GO:0046417","chorismate metabolic process",10,5,1.77,"0.01078","3"
"2340",194,"GO:0015868","purine ribonucleotide transport",10,5,1.77,"0.01078","3"
"2341",195,"GO:1901679","nucleotide transmembrane transport",10,5,1.77,"0.01078","3"
"2342",196,"GO:0042126","nitrate metabolic process",10,5,1.77,"0.01078","3"
"2343",197,"GO:0042128","nitrate assimilation",10,5,1.77,"0.01078","3"
"2344",198,"GO:0009156","ribonucleoside monophosphate biosynthetic process",30,10,5.3,"0.01110","3"
"2345",199,"GO:0006006","glucose metabolic process",30,10,5.3,"0.01110","3"
"2346",200,"GO:0055088","lipid homeostasis",30,10,5.3,"0.01110","3"
"2347",201,"GO:0009755","hormone-mediated signaling pathway",496,105,87.6,"0.01127","3"
"2348",202,"GO:0022622","root system development",506,113,89.37,"0.01128","3"
"2349",203,"GO:0048364","root development",506,113,89.37,"0.01128","3"
"2350",204,"GO:0009615","response to virus",53,15,9.36,"0.01129","3"
"2351",205,"GO:0043085","positive regulation of catalytic activity",53,15,9.36,"0.01129","3"
"2352",206,"GO:0071215","cellular response to abscisic acid stimulus",167,37,29.49,"0.01170","3"
"2353",207,"GO:0097306","cellular response to alcohol",167,37,29.49,"0.01170","3"
"2354",208,"GO:0032879","regulation of localization",83,21,14.66,"0.01211","3"
"2355",209,"GO:0051049","regulation of transport",73,19,12.89,"0.01219","3"
"2356",210,"GO:0044272","sulfur compound biosynthetic process",73,19,12.89,"0.01219","3"
"2357",211,"GO:0016485","protein processing",44,13,7.77,"0.01225","3"
"2358",212,"GO:0051156","glucose 6-phosphate metabolic process",21,11,3.71,"0.01263","3"
"2359",213,"GO:0072503","cellular divalent inorganic cation homeostasis",35,11,6.18,"0.01270","3"
"2360",214,"GO:0006572","tyrosine catabolic process",4,3,0.71,"0.01272","3"
"2361",215,"GO:0072334","UDP-galactose transmembrane transport",4,3,0.71,"0.01272","3"
"2362",216,"GO:0006538","glutamate catabolic process",4,3,0.71,"0.01272","3"
"2363",217,"GO:0006654","phosphatidic acid biosynthetic process",4,3,0.71,"0.01272","3"
"2364",218,"GO:0051096","positive regulation of helicase activity",4,3,0.71,"0.01272","3"
"2365",219,"GO:1900037","regulation of cellular response to hypoxia",4,3,0.71,"0.01272","3"
"2366",220,"GO:0015714","phosphoenolpyruvate transport",4,3,0.71,"0.01272","3"
"2367",221,"GO:0034051","negative regulation of plant-type hypersensitive response",4,3,0.71,"0.01272","3"
"2368",222,"GO:0051446","positive regulation of meiotic cell cycle",4,3,0.71,"0.01272","3"
"2369",223,"GO:0006103","2-oxoglutarate metabolic process",4,3,0.71,"0.01272","3"
"2370",224,"GO:0030968","endoplasmic reticulum unfolded protein response",14,6,2.47,"0.01273","3"
"2371",225,"GO:0006749","glutathione metabolic process",14,6,2.47,"0.01273","3"
"2372",226,"GO:0072522","purine-containing compound biosynthetic process",65,21,11.48,"0.01274","3"
"2373",227,"GO:0032501","multicellular organismal process",2565,508,453.01,"0.01297","3"
"2374",228,"GO:0009435","NAD biosynthetic process",7,4,1.24,"0.01303","3"
"2375",229,"GO:0110095","cellular detoxification of aldehyde",7,4,1.24,"0.01303","3"
"2376",230,"GO:0110096","cellular response to aldehyde",7,4,1.24,"0.01303","3"
"2377",231,"GO:0006636","unsaturated fatty acid biosynthetic process",7,4,1.24,"0.01303","3"
"2378",232,"GO:0010230","alternative respiration",7,4,1.24,"0.01303","3"
"2379",233,"GO:1900057","positive regulation of leaf senescence",7,4,1.24,"0.01303","3"
"2380",234,"GO:0033559","unsaturated fatty acid metabolic process",7,4,1.24,"0.01303","3"
"2381",235,"GO:0031669","cellular response to nutrient levels",99,24,17.48,"0.01316","3"
"2382",236,"GO:1902600","proton transmembrane transport",18,7,3.18,"0.01318","3"
"2383",237,"GO:0071705","nitrogen compound transport",486,118,85.83,"0.01348","3"
"2384",238,"GO:0065007","biological regulation",3672,736,648.52,"0.01365","3"
"2385",239,"GO:0098656","anion transmembrane transport",69,18,12.19,"0.01412","3"
"2386",240,"GO:0042538","hyperosmotic salinity response",31,10,5.47,"0.01418","3"
"2387",241,"GO:0034285","response to disaccharide",45,13,7.95,"0.01487","3"
"2388",242,"GO:0046942","carboxylic acid transport",45,13,7.95,"0.01487","3"
