Orthogroup	D_muscipula.proteins	A_thaliana.proteins
OG0011036	Dm_00006028-RA	AT4G11640.1
OG0011037	Dm_00000838-RA	AT1G50940.1
OG0011038	Dm_00018939-RA	AT1G44900.1, AT1G44900.2
OG0011039	Dm_00012139-RA	AT2G06210.1
OG0011040	Dm_00000417-RA	AT1G18000.1, AT1G18010.1
OG0011041	Dm_00008497-RA	AT1G77180.2, AT1G77180.1, AT1G77180.3
OG0011042	Dm_00013449-RA	AT4G24090.1
OG0011043	Dm_00012065-RA	AT2G35450.1
OG0011044	Dm_00018980-RA	AT4G33420.2, AT4G33420.1
OG0011046	Dm_00009945-RA	AT4G24040.1
OG0011047	Dm_00019092-RA	AT5G65490.1
OG0011048	Dm_00003689-RA, Dm_00000945-RA	AT2G20330.1
OG0011049	Dm_00017093-RA	AT3G19630.1
OG0011050	Dm_00005717-RA	AT4G13450.2, AT4G13450.1
OG0011051	Dm_00015988-RA	AT5G59180.1
OG0011052	Dm_00007783-RA	AT1G09850.1
OG0011053	Dm_00018671-RA	AT3G48250.1
OG0011054	Dm_00000986-RA	AT4G24910.1
OG0011055	Dm_00015332-RA	AT4G38225.1, AT4G38225.3, AT4G38225.2
OG0011056	Dm_00009740-RA	AT4G38040.2, AT4G38040.1
OG0011057	Dm_00009373-RA, Dm_00014444-RA	AT1G14450.2, AT1G14450.1, AT2G02510.1
OG0011058	Dm_00020022-RA	AT4G16060.1
OG0011061	Dm_00005044-RA	AT4G04614.1, AT4G04614.2
OG0011062	Dm_00010301-RA	AT1G64350.1
OG0011063	Dm_00008894-RA	AT1G03900.1
OG0011064	Dm_00000931-RA	AT3G24660.1
OG0011065	Dm_00013613-RA	AT2G43030.1
OG0011066	Dm_00010925-RA	AT5G48330.2, AT5G48330.1
OG0011067	Dm_00014456-RA	AT3G07260.1, AT3G07220.1
OG0011069	Dm_00018582-RA	AT1G67510.1
OG0011070	Dm_00014179-RA, Dm_00012173-RA, Dm_00020695-RA	AT5G64380.1
OG0011071	Dm_00016261-RA	AT1G32990.1
OG0011072	Dm_00008108-RA	AT4G09530.1, AT5G66260.1
OG0011074	Dm_00011639-RA	AT5G64040.2, AT5G64040.1
OG0011075	Dm_00015079-RA	AT3G27520.1
OG0011076	Dm_00014673-RA	AT4G35050.1, AT2G16780.1
OG0011077	Dm_00000298-RA	AT3G48540.1
OG0011079	Dm_00015634-RA	AT3G23400.1, AT3G23400.2, AT3G23400.3, AT3G23400.4
OG0011080	Dm_00006889-RA	AT3G62810.1, AT3G62810.2
OG0011082	Dm_00003495-RA	AT3G04550.1, AT5G28500.1, AT5G28500.2
OG0011083	Dm_00011869-RA	AT5G13420.1
OG0011085	Dm_00005331-RA, Dm_00002409-RA, Dm_00002411-RA	AT5G67220.1
OG0011086	Dm_00006259-RA	AT5G52800.1, AT5G52800.2, AT5G52800.3
OG0011087	Dm_00019440-RA	AT1G67680.1, AT1G67650.1
OG0011088	Dm_00018140-RA	AT3G16760.1, AT3G16760.2
OG0011089	Dm_00003927-RA	AT5G67070.1
OG0011090	Dm_00018747-RA	AT2G17230.1
OG0011091	Dm_00015282-RA	AT1G33170.1, AT4G10440.1
OG0011092	Dm_00010752-RA	AT3G20050.1
OG0011093	Dm_00012015-RA	AT5G13880.2, AT5G13880.1, AT5G47920.1
OG0011094	Dm_00009028-RA	AT1G65230.1
OG0011095	Dm_00020946-RA, Dm_00006904-RA	AT5G43280.1, AT5G43280.2
OG0011097	Dm_00001739-RA	AT3G18930.3, AT3G18930.1, AT3G18930.2
OG0011098	Dm_00001737-RA	AT3G18940.1
OG0011099	Dm_00001692-RA	AT2G31880.1
OG0011100	Dm_00016627-RA	AT4G09730.1
OG0011101	Dm_00004893-RA	AT5G38890.1
OG0011102	Dm_00010410-RA	AT2G33840.1
OG0011103	Dm_00011808-RA	AT1G32550.2, AT1G32550.1
OG0011104	Dm_00000204-RA	AT3G49550.1, AT5G24610.1
OG0011107	Dm_00020343-RA	AT1G64310.1
OG0011108	Dm_00008827-RA	AT1G09150.1
OG0011113	Dm_00014998-RA	AT2G18196.1, AT2G18196.2, AT4G10465.1
OG0011114	Dm_00001616-RA	AT5G26820.1
OG0011115	Dm_00001312-RA	AT1G71750.2, AT1G71750.1
OG0011116	Dm_00003241-RA	AT2G46580.1
OG0011118	Dm_00002645-RA	AT4G37000.1
OG0011119	Dm_00013329-RA	AT2G01070.2, AT2G01070.1
OG0011120	Dm_00000442-RA	AT4G27700.1
OG0011121	Dm_00002077-RA	AT2G06000.2, AT2G06000.1
OG0011122	Dm_00001827-RA	AT3G04950.1
OG0011124	Dm_00004975-RA, Dm_00002062-RA	AT2G17980.1
OG0011125	Dm_00005314-RA	AT5G42890.1
OG0011128	Dm_00017031-RA	AT2G32120.2, AT2G32120.1
OG0011129	Dm_00005082-RA	AT5G09930.1, AT5G64840.1
OG0011130	Dm_00009957-RA	AT1G71720.1, AT1G71720.2
OG0011131	Dm_00020960-RA	AT5G61850.1, AT5G61850.2
OG0011134	Dm_00010184-RA	AT1G05600.2, AT1G05600.1, AT1G05600.3
OG0011138	Dm_00020441-RA	AT1G73885.1
OG0011140	Dm_00009680-RA	AT1G18250.2, AT1G18250.1, AT1G73620.1
OG0011142	Dm_00009078-RA	AT5G14460.1
OG0011144	Dm_00002175-RA	AT1G14030.1
OG0011145	Dm_00008817-RA	AT5G63200.1, AT5G63200.2
OG0011146	Dm_00010188-RA	AT2G35360.2, AT2G35360.3, AT2G35360.1
OG0011147	Dm_00014807-RA	AT3G47610.1
OG0011149	Dm_00002234-RA	AT3G06540.1
OG0011150	Dm_00009507-RA, Dm_00014821-RA	AT3G18190.1
OG0011152	Dm_00002142-RA	AT2G44640.1
OG0011154	Dm_00021114-RA	AT1G02180.1
OG0011155	Dm_00008856-RA	AT1G68830.1
OG0011156	Dm_00015410-RA	AT5G38060.1, AT5G38060.2
OG0011157	Dm_00003808-RA	AT5G22260.1
OG0011158	Dm_00003273-RA	AT2G01490.2, AT2G01490.1
OG0011159	Dm_00017864-RA	AT5G07960.1
OG0011161	Dm_00014750-RA	AT3G26580.1
OG0011162	Dm_00008424-RA	AT3G02110.1
OG0011163	Dm_00008642-RA	AT5G23400.1
OG0011165	Dm_00003627-RA	AT5G08050.1
OG0011166	Dm_00011204-RA	AT2G35540.1
OG0011167	Dm_00017824-RA	AT5G36120.1
OG0011168	Dm_00016110-RA	AT5G14970.1
OG0011169	Dm_00016050-RA, Dm_00019467-RA	AT1G23390.1
OG0011170	Dm_00012313-RA	AT4G25730.1
OG0011171	Dm_00005822-RA	AT1G24040.1, AT1G24040.3, AT1G24040.2
OG0011172	Dm_00005578-RA	AT2G35470.1
OG0011173	Dm_00016537-RA	AT3G26370.1
OG0011175	Dm_00001710-RA	AT3G25920.1
OG0011176	Dm_00009982-RA	AT1G13670.1
OG0011177	Dm_00017014-RA	AT5G16550.1
OG0011178	Dm_00006752-RA	AT3G28720.1, AT3G28720.2
OG0011179	Dm_00000949-RA	AT5G50930.1
OG0011180	Dm_00004867-RA	AT1G14345.1
OG0011183	Dm_00002772-RA	AT2G01220.1, AT2G01220.2
OG0011185	Dm_00008897-RA, Dm_00009545-RA	AT5G46570.1
OG0011186	Dm_00013858-RA	AT4G37445.1, AT4G37445.2
OG0011188	Dm_00005282-RA	AT3G29090.1
OG0011189	Dm_00010564-RA	AT2G35410.1
OG0011192	Dm_00005865-RA	AT5G51150.1
OG0011194	Dm_00010637-RA	AT3G26120.1
OG0011195	Dm_00010729-RA	AT3G53700.1
OG0011196	Dm_00012912-RA	AT5G08100.1
OG0011198	Dm_00002168-RA	AT5G15280.1
OG0011200	Dm_00018802-RA	AT5G39980.1
OG0011201	Dm_00004910-RA	AT5G62840.2, AT5G62840.1
OG0011203	Dm_00006246-RA	AT3G01060.1, AT3G01060.2
OG0011204	Dm_00008938-RA	AT3G29240.2, AT3G29240.1
OG0011205	Dm_00017166-RA	AT4G39920.1
OG0011209	Dm_00008044-RA	AT2G44525.1, AT3G60150.4, AT3G60150.1
OG0011210	Dm_00000290-RA	AT3G48610.1
OG0011212	Dm_00010194-RA	AT5G08540.1
OG0011213	Dm_00020016-RA	AT1G24095.1, AT1G24095.2
OG0011214	Dm_00009821-RA	AT5G61370.1
OG0011215	Dm_00005338-RA, Dm_00000878-RA	AT5G47390.1
OG0011218	Dm_00008427-RA	AT1G14730.1
OG0011220	Dm_00000358-RA	AT1G66345.1
OG0011221	Dm_00006590-RA	AT4G21190.1
OG0011222	Dm_00002887-RA, Dm_00004681-RA	AT4G35420.1
OG0011223	Dm_00001944-RA	AT2G01770.1
OG0011224	Dm_00013084-RA	AT1G32630.2, AT1G32630.1
OG0011225	Dm_00000545-RA	AT3G18570.1
OG0011226	Dm_00018864-RA	AT1G18060.1
OG0011227	Dm_00000238-RA	AT1G65020.1
OG0011228	Dm_00012393-RA, Dm_00015619-RA	AT1G60160.1
OG0011229	Dm_00002858-RA	AT1G70160.1
OG0011230	Dm_00002831-RA	AT1G15100.1, AT2G01150.1, AT2G01150.3, AT2G01150.2
OG0011231	Dm_00006093-RA	AT5G14240.1
OG0011232	Dm_00009387-RA	AT5G45420.2, AT5G45420.1, AT5G45420.3
OG0011238	Dm_00011357-RA	AT2G30240.1
OG0011241	Dm_00005200-RA	AT5G54940.1, AT5G54940.2, AT5G54940.3
OG0011244	Dm_00005971-RA, Dm_00016793-RA, Dm_00017134-RA	AT3G02430.1, AT4G24310.1
OG0011248	Dm_00013273-RA	AT3G61410.1, AT3G61410.3, AT3G61410.2
OG0011249	Dm_00006081-RA	AT2G46220.1
OG0011250	Dm_00004494-RA	AT5G14710.1
OG0011252	Dm_00019305-RA	AT3G23930.1, AT4G13540.1
OG0011253	Dm_00013012-RA	AT5G21060.1, AT5G21060.3, AT5G21060.2
OG0011255	Dm_00013406-RA	AT5G58660.2, AT5G58660.1, AT3G47190.1
OG0011256	Dm_00001582-RA	AT2G38500.1
OG0011257	Dm_00011781-RA	AT5G47320.1
OG0011258	Dm_00010725-RA, Dm_00012449-RA	AT3G42570.1, AT3G17070.2, AT3G17070.1
OG0011259	Dm_00007396-RA	AT1G30010.1
OG0011261	Dm_00007235-RA, Dm_00007233-RA	AT4G25190.1, AT4G25190.2
OG0011264	Dm_00015108-RA	AT1G74350.1
OG0011271	Dm_00005367-RA	AT2G44410.1
OG0011273	Dm_00004679-RA	AT4G38170.1
OG0011280	Dm_00016584-RA	AT5G46920.1
OG0011345	Dm_00009034-RA	AT5G18660.1
OG0011347	Dm_00001139-RA	AT1G74970.1
OG0011348	Dm_00011235-RA	AT3G56460.1
OG0011349	Dm_00003262-RA	AT4G14890.1
OG0011350	Dm_00021076-RA	AT5G20130.2, AT5G20130.1
OG0011352	Dm_00001538-RA	AT2G31970.1
OG0011353	Dm_00005132-RA	AT1G04690.1
OG0011355	Dm_00002015-RA, Dm_00007440-RA	AT5G04190.1
OG0011356	Dm_00002205-RA	AT1G08500.1
OG0011357	Dm_00000505-RA	AT5G58730.1
OG0011360	Dm_00007581-RA	AT4G16265.1, AT3G16980.1
OG0011362	Dm_00013228-RA	AT3G06430.1
OG0011363	Dm_00018669-RA	AT5G18970.1
OG0011364	Dm_00011432-RA	AT1G04190.1
OG0011366	Dm_00011915-RA	AT2G40490.1
OG0011370	Dm_00004238-RA	AT2G33260.2, AT2G33260.1
OG0011372	Dm_00008283-RA	AT5G48840.1
OG0011374	Dm_00006888-RA	AT4G15560.1
OG0011376	Dm_00002791-RA	AT3G04780.1
OG0011377	Dm_00019881-RA	AT3G23620.1
OG0011380	Dm_00013491-RA	AT3G55340.1
OG0011381	Dm_00001127-RA	AT5G48480.1
OG0011382	Dm_00011921-RA	AT1G80860.2, AT1G80860.1
OG0011383	Dm_00010608-RA	AT3G47070.1
OG0011385	Dm_00001297-RA	AT3G10210.1
OG0011387	Dm_00006864-RA	AT3G13550.2, AT3G13550.1
OG0011388	Dm_00017570-RA	AT5G19290.1, AT5G14980.1
OG0011389	Dm_00007878-RA	AT3G52115.1
OG0011391	Dm_00006290-RA	AT3G24030.1
OG0011393	Dm_00000740-RA	AT2G18940.1
OG0011394	Dm_00001197-RA	AT2G31985.1, AT1G05510.1
OG0011397	Dm_00012053-RA	AT3G22430.1
OG0011400	Dm_00019482-RA	AT1G60000.1, AT1G60000.2
OG0011401	Dm_00007781-RA	AT3G17300.2, AT3G17300.3, AT3G17300.1
OG0011402	Dm_00018203-RA	AT1G35880.1, AT3G46740.1
OG0011406	Dm_00005373-RA	AT4G40045.1
OG0011407	Dm_00006435-RA	AT2G16760.1
OG0011408	Dm_00013389-RA	AT2G42450.1
OG0011409	Dm_00006858-RA	AT2G32600.1
OG0011411	Dm_00009525-RA	AT5G43210.1
OG0011412	Dm_00006525-RA	AT4G02090.1
OG0011413	Dm_00002191-RA, Dm_00010906-RA	AT2G26870.1
OG0011414	Dm_00001875-RA	AT5G40850.1, AT5G40850.3, AT5G40850.2
OG0011415	Dm_00006188-RA	AT5G49320.1
OG0011416	Dm_00011583-RA	AT5G18110.1
OG0011417	Dm_00005695-RA	AT5G58740.1
OG0011418	Dm_00015494-RA	AT2G31440.2, AT2G31440.1
OG0011419	Dm_00003122-RA	AT2G41200.1
OG0011420	Dm_00007802-RA	AT2G28430.1
OG0011421	Dm_00016583-RA	AT5G02750.1
OG0011424	Dm_00014214-RA, Dm_00008822-RA, Dm_00020361-RA	AT2G40650.1
OG0011425	Dm_00003458-RA	AT2G41690.1
OG0011426	Dm_00010780-RA	AT3G23020.1
OG0011427	Dm_00012568-RA	AT3G25430.1, AT3G25430.2
OG0011429	Dm_00011584-RA	AT5G18100.2, AT5G18100.1
OG0011430	Dm_00009792-RA	AT2G43360.1
OG0011431	Dm_00005077-RA	AT3G08943.1
OG0011433	Dm_00017013-RA	AT4G03030.1
OG0011434	Dm_00010604-RA	AT1G71260.1
OG0011435	Dm_00021120-RA	AT2G27080.2, AT2G27080.1, AT5G21130.1
OG0011436	Dm_00003501-RA	AT1G08640.1
OG0011437	Dm_00006868-RA	AT5G19850.1
OG0011438	Dm_00010645-RA	AT5G13890.2, AT5G13890.3, AT5G13890.1
OG0011439	Dm_00016516-RA	AT5G08320.1
OG0011441	Dm_00011627-RA, Dm_00011628-RA	AT5G43290.1
OG0011442	Dm_00014217-RA	AT3G08950.1
OG0011443	Dm_00013402-RA, Dm_00017811-RA	AT2G35500.1
OG0011444	Dm_00001975-RA	AT5G16510.1, AT5G16510.2
OG0011445	Dm_00018520-RA	AT2G32800.1
OG0011449	Dm_00003041-RA	AT3G27230.1
OG0011450	Dm_00020263-RA	AT4G37660.1
OG0011452	Dm_00019730-RA	AT4G08240.1, AT4G08240.2
OG0011454	Dm_00016441-RA	AT1G71490.1
OG0011457	Dm_00011591-RA	AT5G66360.2, AT5G66360.1
OG0011458	Dm_00012686-RA	AT1G71310.3, AT1G71310.2, AT1G71310.1
OG0011461	Dm_00003254-RA	AT5G61990.1
OG0011462	Dm_00004675-RA, Dm_00017576-RA	AT2G03880.1
OG0011463	Dm_00019760-RA	AT1G10500.1
OG0011464	Dm_00014608-RA	AT5G66780.2, AT5G66780.1
OG0011465	Dm_00002353-RA	AT5G65860.1, AT5G65860.2, AT5G65860.3
OG0011466	Dm_00004899-RA	AT1G04290.2, AT1G04290.1
OG0011469	Dm_00005196-RA	AT1G71790.1
OG0011470	Dm_00019704-RA	AT1G62830.1
OG0011472	Dm_00011563-RA	AT1G18480.1
OG0011473	Dm_00010011-RA	AT4G31010.2, AT4G31010.1
OG0011475	Dm_00016754-RA	AT2G14620.2, AT2G14620.3, AT2G14620.1
OG0011476	Dm_00019364-RA	AT5G49920.1
OG0011477	Dm_00002468-RA	AT1G30630.1, AT2G34840.1
OG0011478	Dm_00009469-RA	AT5G57930.2, AT5G57930.1
OG0011479	Dm_00016210-RA, Dm_00016033-RA	AT1G77670.1
OG0011481	Dm_00007921-RA	AT4G33640.1
OG0011483	Dm_00000386-RA	AT1G14810.1
OG0011484	Dm_00000158-RA	AT2G01860.1
OG0011485	Dm_00004257-RA, Dm_00000370-RA	AT1G33810.1
OG0011486	Dm_00006816-RA	AT3G24860.1
OG0011487	Dm_00015673-RA	AT4G33780.1
OG0011488	Dm_00014361-RA	AT1G78280.1
OG0011489	Dm_00008448-RA, Dm_00001806-RA	AT1G30290.2, AT1G30290.1
OG0011491	Dm_00016988-RA	AT1G19880.1
OG0011493	Dm_00005847-RA	AT3G56010.1
OG0011494	Dm_00002212-RA	AT2G01360.1, AT2G01390.1
OG0011496	Dm_00003898-RA, Dm_00003897-RA, Dm_00018912-RA	AT3G49950.1
OG0011497	Dm_00015156-RA	AT1G46480.1, AT1G46480.2
OG0011499	Dm_00015704-RA	AT1G16445.1
OG0011500	Dm_00010243-RA	AT4G33590.1, AT4G33600.1
OG0011502	Dm_00012426-RA	AT3G50690.1
OG0011503	Dm_00012502-RA	AT3G12870.1
OG0011504	Dm_00001069-RA	AT5G66860.1
OG0011505	Dm_00000911-RA	AT3G02010.1
OG0011506	Dm_00007553-RA	AT1G77540.1, AT1G21770.1
OG0011507	Dm_00002718-RA	AT1G22610.1
OG0011509	Dm_00005651-RA	AT5G66930.3, AT5G66930.2
OG0011513	Dm_00001507-RA	AT5G56120.1
OG0011515	Dm_00001532-RA	AT5G55640.1
OG0011516	Dm_00005198-RA	AT4G26980.1
OG0011517	Dm_00014916-RA	AT5G53850.5, AT5G53850.2
OG0011518	Dm_00005092-RA	AT1G61770.1
OG0011523	Dm_00007962-RA	AT1G03650.1
OG0011524	Dm_00017588-RA	AT3G15200.1
OG0011525	Dm_00005190-RA	AT1G05060.1
OG0011527	Dm_00012349-RA	AT4G26810.2, AT4G26810.1
OG0011529	Dm_00011459-RA	AT1G03600.1
OG0011535	Dm_00019224-RA	AT1G05190.1
OG0011537	Dm_00004917-RA	AT5G47680.1
OG0011538	Dm_00002049-RA	AT4G25750.1, AT5G52860.1
OG0011539	Dm_00003694-RA	AT5G37290.2, AT5G37290.1, AT5G37290.3
OG0011540	Dm_00010169-RA	AT1G51550.1
OG0011542	Dm_00007953-RA	AT5G10700.2, AT5G10700.1
OG0011543	Dm_00005867-RA	AT4G25120.1
OG0011544	Dm_00007175-RA	AT5G51750.1
OG0011546	Dm_00003981-RA	AT1G12244.1
OG0011547	Dm_00003737-RA	AT4G11690.2, AT4G11690.1
OG0011548	Dm_00008948-RA	AT5G21280.2, AT5G21280.1
OG0011549	Dm_00003609-RA	AT4G32430.1, AT4G32430.2
OG0011550	Dm_00008291-RA	AT4G31120.1, AT4G31120.2
OG0011551	Dm_00010593-RA	AT1G12370.1, AT1G12370.3, AT1G12370.2
OG0011552	Dm_00009637-RA	AT4G19890.1
OG0011553	Dm_00017372-RA	AT5G58110.1
OG0011554	Dm_00001935-RA	AT1G13410.1
OG0011556	Dm_00013618-RA, Dm_00016575-RA	AT2G34520.1
OG0011557	Dm_00014994-RA	AT4G22790.1
OG0011558	Dm_00019880-RA	AT5G20910.1
OG0011559	Dm_00002344-RA	AT1G79780.1, AT3G16300.1
OG0011560	Dm_00018127-RA	AT5G19610.1
OG0011561	Dm_00017011-RA	AT5G11650.1, AT5G11650.2
OG0011562	Dm_00017808-RA	AT5G20520.1
OG0011564	Dm_00010021-RA	AT3G25210.1
OG0011566	Dm_00009504-RA	AT1G02050.1, AT4G00040.1
OG0011567	Dm_00000905-RA	AT4G16563.1
OG0011569	Dm_00019822-RA	AT1G15510.1
OG0011572	Dm_00012266-RA	AT4G29820.1
OG0011573	Dm_00005404-RA	AT5G19540.1, AT5G19540.2
OG0011576	Dm_00004159-RA	AT4G29830.1
OG0011579	Dm_00003081-RA	AT5G52220.2, AT5G52220.1
OG0011581	Dm_00004075-RA	AT3G61540.1
OG0011582	Dm_00019992-RA	AT4G01110.1, AT1G01453.1, AT1G01453.2, AT2G46300.1
OG0011584	Dm_00016926-RA	AT3G14890.1, AT3G14890.2
OG0011585	Dm_00013838-RA, Dm_00019969-RA	AT3G60900.1, AT2G45470.1
OG0011588	Dm_00015321-RA	AT1G63970.1, AT1G63970.2
OG0011590	Dm_00004596-RA	AT1G80870.1
OG0011591	Dm_00016653-RA	AT5G45680.1
OG0011593	Dm_00004110-RA	AT3G60680.1
OG0011595	Dm_00020865-RA	AT3G55420.1
OG0011596	Dm_00014678-RA	AT3G60850.1
OG0011597	Dm_00003861-RA	AT5G57040.1
OG0011598	Dm_00019982-RA	AT1G31410.1
OG0011599	Dm_00002042-RA	AT3G49142.1
OG0011600	Dm_00003717-RA	AT5G24840.1
OG0011604	Dm_00001824-RA	AT1G09340.2, AT1G09340.1
OG0011605	Dm_00002961-RA	AT3G49055.1
OG0011606	Dm_00012354-RA	AT5G17580.2, AT5G17580.1, AT3G03510.1
OG0011607	Dm_00002041-RA	AT5G52960.1
OG0011611	Dm_00014041-RA	AT4G27540.1, AT4G27540.2
OG0011612	Dm_00011245-RA	AT5G53920.1
OG0011613	Dm_00015708-RA	AT1G29770.1, AT1G29780.1, AT5G45700.1
OG0011615	Dm_00017762-RA	AT1G73770.1, AT1G73770.2, AT1G73770.3
OG0011616	Dm_00017453-RA	AT5G05500.1
OG0011617	Dm_00009138-RA	AT1G31040.1
OG0011618	Dm_00006516-RA	AT1G03560.1
OG0011619	Dm_00012944-RA	AT1G67930.1
OG0011620	Dm_00009944-RA	AT5G13230.1
OG0011622	Dm_00014708-RA	AT5G13470.1
OG0011627	Dm_00007047-RA	AT5G57490.1
OG0011629	Dm_00006145-RA	AT4G27380.1
OG0011630	Dm_00011662-RA	AT1G78620.2, AT1G78620.1
OG0011632	Dm_00012199-RA	AT2G14530.1
OG0011633	Dm_00013506-RA	AT2G30330.1, AT2G30330.2
OG0011636	Dm_00000502-RA	AT2G42975.1
OG0011638	Dm_00018154-RA	AT5G60720.1
OG0011639	Dm_00014641-RA	AT4G29660.1
OG0011640	Dm_00007806-RA	AT4G28010.1
OG0011642	Dm_00017120-RA	AT5G59140.1
OG0011643	Dm_00011838-RA	AT5G48170.1
OG0011646	Dm_00016282-RA	AT3G51320.1
OG0011649	Dm_00004782-RA	AT1G07645.1
OG0011650	Dm_00018735-RA	AT4G20190.1
OG0011652	Dm_00013013-RA	AT4G39745.1, AT2G22180.1
OG0011653	Dm_00005772-RA	AT5G60050.1
OG0011654	Dm_00020512-RA	AT1G16900.1
OG0011655	Dm_00004269-RA	AT3G52190.1
OG0011656	Dm_00012604-RA	AT5G02820.1
OG0011657	Dm_00001097-RA	AT4G16330.2, AT4G16330.1
OG0011658	Dm_00006971-RA	AT3G44020.1
OG0011661	Dm_00017308-RA	AT2G37680.1, AT2G37680.2
OG0011662	Dm_00020027-RA	AT1G06050.1
OG0011664	Dm_00010936-RA	AT5G22050.2, AT5G22050.1
OG0011665	Dm_00001298-RA	AT3G47930.1, AT3G47930.2
OG0011666	Dm_00012948-RA	AT1G71170.1, AT1G71180.1
OG0011667	Dm_00012804-RA	AT4G08810.1
OG0011668	Dm_00010150-RA	AT3G44890.1
OG0011669	Dm_00007446-RA	AT5G26880.1
OG0011671	Dm_00004402-RA	AT3G54870.1, AT3G54870.3, AT3G54870.2
OG0011672	Dm_00000201-RA	AT3G09085.1
OG0011674	Dm_00000347-RA	AT2G34460.1
OG0011675	Dm_00003125-RA	AT5G09225.1
OG0011676	Dm_00015778-RA	AT1G08380.1
OG0011677	Dm_00015479-RA	AT5G04900.1
OG0011679	Dm_00006962-RA	AT5G03160.1
OG0011680	Dm_00002543-RA	AT5G01740.1
OG0011682	Dm_00007533-RA	AT4G21960.1
OG0011683	Dm_00003379-RA	AT3G53220.1
OG0011684	Dm_00012891-RA	AT2G34620.1
OG0011685	Dm_00015021-RA	AT1G11680.1
OG0011686	Dm_00000668-RA	AT4G18760.1, AT5G45770.1
OG0011687	Dm_00020500-RA	AT1G11915.1
OG0011688	Dm_00019768-RA	AT3G45400.1
OG0011689	Dm_00014845-RA	AT1G78010.1
OG0011691	Dm_00000687-RA	AT1G29070.1
OG0011693	Dm_00006096-RA	AT3G02330.1
OG0011694	Dm_00002281-RA	AT1G28320.1
OG0011696	Dm_00010907-RA	AT4G29070.1, AT4G29070.2
OG0011699	Dm_00010081-RA	AT2G36930.1
OG0011701	Dm_00010135-RA	AT3G06730.1
OG0011704	Dm_00007304-RA, Dm_00002842-RA	AT5G62030.1
OG0011705	Dm_00012240-RA	AT3G59980.1
OG0011706	Dm_00018806-RA	AT1G30480.1
OG0011707	Dm_00017972-RA	AT4G21520.1, AT4G21520.2
OG0011708	Dm_00000824-RA	AT3G20680.1
OG0011709	Dm_00009170-RA	AT5G22300.2, AT5G22300.1
OG0011711	Dm_00006564-RA	AT3G01910.1
OG0011714	Dm_00016405-RA	AT1G27435.1
OG0011716	Dm_00001697-RA	AT4G24750.1
OG0011717	Dm_00000313-RA	AT3G48500.1, AT3G48500.2
OG0011718	Dm_00004591-RA	AT5G49410.2, AT5G49410.1
OG0011719	Dm_00009888-RA, Dm_00009889-RA	AT4G39520.1
OG0011720	Dm_00013531-RA	AT1G49350.1
OG0011722	Dm_00012911-RA	AT4G33470.1
OG0011723	Dm_00000292-RA	AT4G24930.1
OG0011724	Dm_00015424-RA	AT5G51540.1
OG0011725	Dm_00001472-RA	AT4G26900.1
OG0011726	Dm_00008034-RA	AT5G02270.2, AT5G02270.1
OG0011727	Dm_00004538-RA	AT3G27640.2, AT3G27640.1
OG0011729	Dm_00004098-RA	AT1G36980.1, AT1G36980.2
OG0011730	Dm_00005817-RA	AT1G67840.2, AT1G67840.1
OG0011731	Dm_00012384-RA	AT3G61080.2, AT3G61080.1
OG0011733	Dm_00009206-RA	AT3G50850.1, AT5G49560.1
OG0011736	Dm_00001820-RA	AT1G09280.1
OG0011737	Dm_00003357-RA	AT5G66590.1
OG0011738	Dm_00007658-RA	AT1G77860.1, AT1G77860.2
OG0011739	Dm_00013526-RA	AT4G34360.1
OG0011740	Dm_00017582-RA	AT3G24315.1
OG0011741	Dm_00006195-RA	AT5G58920.1
OG0011742	Dm_00012780-RA	AT1G12850.1, AT3G26780.1
OG0011744	Dm_00013826-RA	AT2G22250.1, AT2G22250.3, AT2G22250.2
OG0011745	Dm_00007190-RA	AT2G16880.1
OG0011746	Dm_00000734-RA, Dm_00004746-RA	AT5G20600.1
OG0011747	Dm_00011703-RA	AT5G49555.1
OG0011749	Dm_00003151-RA	AT3G05410.2, AT3G05410.3, AT3G05410.1
OG0011752	Dm_00014358-RA	AT2G34570.1
OG0011753	Dm_00019443-RA	AT4G15520.1
OG0011754	Dm_00014909-RA	AT5G42370.2, AT5G42370.1
OG0011755	Dm_00002235-RA	AT5G66010.1, AT5G66010.2
OG0011756	Dm_00019906-RA	AT3G49240.1
OG0011759	Dm_00006622-RA	AT1G71730.1
OG0011760	Dm_00006624-RA	AT1G43690.1
OG0011761	Dm_00009613-RA	AT1G09750.1
OG0011762	Dm_00013412-RA	AT4G35870.1
OG0011763	Dm_00003484-RA	AT4G34270.1
OG0011764	Dm_00006395-RA	AT1G76920.1
OG0011765	Dm_00012591-RA	AT2G15290.1
OG0011766	Dm_00014059-RA	AT1G48350.1
OG0011767	Dm_00003919-RA	AT4G33690.1
OG0011768	Dm_00013822-RA	AT1G43580.1
OG0011770	Dm_00008871-RA	AT5G06430.1
OG0011771	Dm_00017139-RA	AT1G67785.1
OG0011772	Dm_00017600-RA	AT1G24310.1
OG0011773	Dm_00011708-RA, Dm_00014443-RA, Dm_00012839-RA	AT4G13520.1, AT4G13520.2
OG0011774	Dm_00008960-RA	AT2G44660.1
OG0011775	Dm_00005137-RA	AT4G13690.1
OG0011776	Dm_00009939-RA	AT1G33990.1, AT4G09900.1
OG0011778	Dm_00010294-RA	AT4G10030.1
