Orthogroup	D_muscipula.proteins	P_amilis.proteins
OG0007921	Dm_00011754-RA	FUN_017389-T1, FUN_041371-T1
OG0007922	Dm_00019740-RA	FUN_000055-T2, FUN_000055-T1
OG0007923	Dm_00020989-RA	FUN_041895-T2, FUN_041895-T1
OG0007926	Dm_00018105-RA	FUN_011655-T1
OG0007927	Dm_00004239-RA	FUN_045944-T1, FUN_012147-T1
OG0007929	Dm_00011076-RA	FUN_019199-T1
OG0007932	Dm_00003309-RA, Dm_00002963-RA	FUN_022842-T1
OG0007934	Dm_00006675-RA	FUN_032208-T1
OG0007935	Dm_00000181-RA, Dm_00000426-RA, Dm_00000427-RA, Dm_00000180-RA	FUN_043103-T1, FUN_045039-T1
OG0007937	Dm_00010480-RA, Dm_00015030-RA	FUN_022530-T1, FUN_044239-T1
OG0007977	Dm_00005905-RA	FUN_044461-T1, FUN_044461-T3, FUN_044461-T2
OG0007978	Dm_00009648-RA	FUN_031074-T1
OG0007979	Dm_00003088-RA	FUN_020217-T1
OG0007980	Dm_00009231-RA	FUN_024391-T1
OG0007981	Dm_00001971-RA	FUN_036146-T1
OG0007982	Dm_00000792-RA	FUN_039072-T1, FUN_039072-T2
OG0007983	Dm_00002014-RA	FUN_003588-T1
OG0007984	Dm_00014023-RA	FUN_038857-T1
OG0007987	Dm_00008821-RA, Dm_00020360-RA	FUN_051526-T2, FUN_051526-T1
OG0007988	Dm_00005800-RA	FUN_032809-T1, FUN_004602-T1
OG0007989	Dm_00010585-RA, Dm_00018620-RA	FUN_012894-T1
OG0007991	Dm_00001810-RA	FUN_052430-T1, FUN_036081-T1
OG0007992	Dm_00006721-RA	FUN_022422-T1, FUN_045684-T1, FUN_045683-T1
OG0007996	Dm_00010125-RA	FUN_021558-T1, FUN_021555-T1, FUN_021555-T2
OG0007997	Dm_00001215-RA	FUN_036187-T1, FUN_036187-T2, FUN_052496-T1
OG0007998	Dm_00019815-RA	FUN_040323-T1, FUN_040323-T2
OG0007999	Dm_00014253-RA	FUN_025554-T1
OG0008000	Dm_00008079-RA	FUN_001686-T1
OG0008001	Dm_00009623-RA	FUN_013619-T1
OG0008002	Dm_00016386-RA	FUN_006088-T1, FUN_021423-T1
OG0008003	Dm_00007260-RA	FUN_000313-T1
OG0008004	Dm_00019514-RA	FUN_020209-T1, FUN_020209-T2
OG0008005	Dm_00008883-RA	FUN_005906-T2, FUN_005906-T1, FUN_000858-T1
OG0008006	Dm_00002448-RA	FUN_051315-T1
OG0008007	Dm_00004552-RA	FUN_039506-T1
OG0008008	Dm_00009230-RA	FUN_004622-T1
OG0008009	Dm_00008768-RA	FUN_053080-T1, FUN_053080-T2
OG0008010	Dm_00020042-RA	FUN_017002-T1
OG0008011	Dm_00020084-RA	FUN_044998-T1, FUN_044998-T3, FUN_044998-T2
OG0008012	Dm_00005644-RA	FUN_036413-T1
OG0008013	Dm_00018650-RA	FUN_003723-T1
OG0008014	Dm_00010781-RA	FUN_005898-T1, FUN_000866-T1
OG0008015	Dm_00009253-RA	FUN_014462-T1
OG0008016	Dm_00001547-RA, Dm_00001548-RA	FUN_034106-T2, FUN_034106-T3, FUN_034106-T1
OG0008017	Dm_00004325-RA	FUN_020447-T1, FUN_015001-T1, FUN_015006-T1
OG0008020	Dm_00008868-RA	FUN_042972-T1
OG0008021	Dm_00001970-RA	FUN_052477-T2, FUN_052477-T1
OG0008022	Dm_00011154-RA	FUN_005721-T2, FUN_005721-T1
OG0008023	Dm_00011463-RA	FUN_010331-T1
OG0008024	Dm_00019938-RA, Dm_00019939-RA	FUN_051311-T1, FUN_051311-T2
OG0008025	Dm_00003548-RA	FUN_002664-T1, FUN_002664-T2, FUN_002664-T3, FUN_002664-T4
OG0008026	Dm_00016880-RA, Dm_00010588-RA	FUN_052352-T1
OG0008027	Dm_00010920-RA	FUN_020718-T1
OG0008028	Dm_00012292-RA	FUN_000666-T1
OG0008029	Dm_00011684-RA	FUN_007553-T1
OG0008030	Dm_00017863-RA, Dm_00008658-RA	FUN_048692-T1
OG0008031	Dm_00007038-RA	FUN_033103-T1
OG0008033	Dm_00016614-RA	FUN_042026-T1
OG0008034	Dm_00016175-RA	FUN_014234-T1
OG0008036	Dm_00016193-RA	FUN_038828-T1
OG0008037	Dm_00010702-RA	FUN_039329-T1, FUN_039329-T2
OG0008039	Dm_00016749-RA	FUN_040435-T1
OG0008040	Dm_00005301-RA	FUN_017956-T1
OG0008041	Dm_00019774-RA	FUN_005742-T1
OG0008042	Dm_00020687-RA	FUN_030751-T1
OG0008044	Dm_00002327-RA	FUN_019413-T1, FUN_011854-T1
OG0008045	Dm_00003559-RA	FUN_002624-T1
OG0008046	Dm_00006774-RA	FUN_051874-T1, FUN_041267-T1
OG0008048	Dm_00001968-RA	FUN_036177-T1, FUN_052480-T1
OG0008050	Dm_00006282-RA	FUN_033683-T2, FUN_033683-T1
OG0008051	Dm_00004555-RA	FUN_046692-T1
OG0008053	Dm_00012441-RA, Dm_00020101-RA, Dm_00011259-RA	FUN_044758-T1
OG0008054	Dm_00013501-RA	FUN_010693-T1, FUN_010693-T2
OG0008056	Dm_00003144-RA	FUN_051441-T3, FUN_051441-T2, FUN_051441-T1
OG0008057	Dm_00005761-RA	FUN_049760-T1
OG0008058	Dm_00010674-RA	FUN_024366-T1
OG0008059	Dm_00012101-RA	FUN_000286-T2, FUN_000286-T3, FUN_000286-T4, FUN_000286-T1
OG0008060	Dm_00007125-RA	FUN_002127-T1
OG0008061	Dm_00012422-RA	FUN_014914-T2, FUN_014914-T1
OG0008062	Dm_00002586-RA	FUN_051051-T1, FUN_010555-T1
OG0008063	Dm_00014109-RA	FUN_006372-T1
OG0008064	Dm_00004468-RA	FUN_035953-T1
OG0008066	Dm_00014131-RA	FUN_001484-T1
OG0008068	Dm_00008870-RA	FUN_027059-T1
OG0008069	Dm_00017842-RA	FUN_026778-T1, FUN_026783-T1
OG0008071	Dm_00002726-RA, Dm_00001155-RA	FUN_047623-T1
OG0008072	Dm_00012406-RA	FUN_028978-T1
OG0008074	Dm_00019517-RA	FUN_011725-T1, FUN_003888-T1
OG0008075	Dm_00003968-RA	FUN_038094-T1
OG0008076	Dm_00005111-RA, Dm_00014069-RA	FUN_027271-T1
OG0008077	Dm_00018903-RA	FUN_002282-T1
OG0008078	Dm_00012942-RA	FUN_051840-T1
OG0008079	Dm_00010027-RA	FUN_038375-T2, FUN_038375-T1
OG0008080	Dm_00009413-RA	FUN_039294-T1
OG0008081	Dm_00003358-RA	FUN_025425-T1, FUN_031262-T1
OG0008082	Dm_00003778-RA	FUN_034083-T1
OG0008084	Dm_00003900-RA	FUN_030695-T1
OG0008086	Dm_00002703-RA	FUN_037602-T1
OG0008087	Dm_00002354-RA	FUN_017590-T1
OG0008088	Dm_00008340-RA	FUN_024340-T1
OG0008089	Dm_00008471-RA	FUN_030624-T1, FUN_009544-T1
OG0008090	Dm_00009208-RA	FUN_030654-T1
OG0008091	Dm_00007739-RA	FUN_031221-T2, FUN_031221-T1, FUN_025444-T1
OG0008092	Dm_00007053-RA	FUN_025448-T1
OG0008094	Dm_00015430-RA, Dm_00014745-RA	FUN_009798-T2, FUN_009798-T1
OG0008095	Dm_00004079-RA	FUN_037973-T2, FUN_037973-T1
OG0008096	Dm_00016268-RA	FUN_024017-T1, FUN_024015-T1
OG0008097	Dm_00001362-RA	FUN_024455-T1
OG0008098	Dm_00002432-RA, Dm_00008874-RA, Dm_00004656-RA	FUN_027071-T1, FUN_027071-T2
OG0008099	Dm_00008054-RA	FUN_047517-T1, FUN_010987-T1
OG0008101	Dm_00011650-RA	FUN_030241-T1
OG0008102	Dm_00017625-RA	FUN_046091-T1, FUN_002400-T1
OG0008103	Dm_00021067-RA	FUN_029676-T1
OG0008105	Dm_00017452-RA	FUN_027223-T1
OG0008106	Dm_00013431-RA	FUN_010967-T1, FUN_004212-T1, FUN_007826-T1
OG0008108	Dm_00014144-RA, Dm_00008217-RA	FUN_027661-T1
OG0008109	Dm_00011980-RA	FUN_025621-T1, FUN_042621-T2, FUN_042621-T3, FUN_042621-T1
OG0008110	Dm_00010865-RA	FUN_010820-T1
OG0008111	Dm_00002707-RA	FUN_037637-T1, FUN_037637-T2
OG0008114	Dm_00008484-RA	FUN_032797-T1
OG0008115	Dm_00005494-RA	FUN_052257-T1
OG0008117	Dm_00008731-RA	FUN_045923-T1, FUN_045923-T2
OG0008119	Dm_00010028-RA	FUN_038376-T1, FUN_048644-T1
OG0008120	Dm_00007678-RA	FUN_012819-T1
OG0008121	Dm_00013717-RA	FUN_030261-T1
OG0008122	Dm_00010300-RA	FUN_051875-T1
OG0008123	Dm_00020843-RA, Dm_00018727-RA	FUN_027838-T1
OG0008124	Dm_00008572-RA	FUN_045591-T1
OG0008125	Dm_00017180-RA	FUN_001776-T5, FUN_001776-T3, FUN_001776-T4, FUN_001776-T1, FUN_001776-T2
OG0008126	Dm_00003028-RA	FUN_024118-T1
OG0008127	Dm_00001158-RA	FUN_001564-T1
OG0008128	Dm_00000136-RA	FUN_025692-T1
OG0008129	Dm_00004649-RA	FUN_035170-T1
OG0008131	Dm_00017479-RA	FUN_002289-T2, FUN_002289-T1
OG0008132	Dm_00003605-RA	FUN_026215-T1, FUN_026214-T1
OG0008134	Dm_00004259-RA	FUN_037978-T1, FUN_048521-T1
OG0008135	Dm_00010465-RA	FUN_045498-T1, FUN_045498-T2
OG0008136	Dm_00002492-RA, Dm_00012595-RA	FUN_024261-T1
OG0008137	Dm_00002716-RA	FUN_037695-T1, FUN_048355-T1
OG0008139	Dm_00017434-RA	FUN_029552-T1
OG0008140	Dm_00016576-RA	FUN_025199-T3, FUN_025199-T1, FUN_025199-T2
OG0008141	Dm_00014606-RA	FUN_030641-T1
OG0008142	Dm_00019143-RA	FUN_044248-T1, FUN_038678-T1
OG0008143	Dm_00000146-RA	FUN_025671-T2, FUN_025671-T1
OG0008144	Dm_00005793-RA, Dm_00013294-RA	FUN_024327-T1, FUN_024328-T1
OG0008145	Dm_00003940-RA	FUN_044225-T1
OG0008146	Dm_00007219-RA	FUN_002394-T1, FUN_046089-T1
OG0008147	Dm_00020679-RA	FUN_022500-T1, FUN_022500-T2
OG0008148	Dm_00000306-RA	FUN_046897-T1, FUN_046897-T3, FUN_046897-T2
OG0008149	Dm_00005454-RA	FUN_046598-T1, FUN_011990-T1
OG0008150	Dm_00006991-RA	FUN_012240-T1
OG0008151	Dm_00002400-RA	FUN_036235-T1
OG0008152	Dm_00005310-RA	FUN_038629-T1, FUN_038634-T1, FUN_038621-T1
OG0008154	Dm_00004068-RA	FUN_044356-T3, FUN_044356-T1, FUN_044356-T2
OG0008155	Dm_00019645-RA, Dm_00003635-RA	FUN_014304-T2, FUN_014304-T1, FUN_014304-T3
OG0008156	Dm_00006394-RA	FUN_034999-T1
OG0008157	Dm_00001459-RA, Dm_00008513-RA	FUN_008738-T1, FUN_036550-T1
OG0008158	Dm_00005467-RA, Dm_00010895-RA	FUN_009055-T1
OG0008159	Dm_00000686-RA	FUN_036776-T1
OG0008160	Dm_00014362-RA	FUN_042213-T1
OG0008161	Dm_00018160-RA	FUN_002815-T1
OG0008162	Dm_00004128-RA	FUN_042575-T1
OG0008164	Dm_00010122-RA	FUN_001721-T1
OG0008165	Dm_00009129-RA	FUN_000943-T2, FUN_000943-T1
OG0008166	Dm_00003845-RA	FUN_043296-T1, FUN_036670-T1
OG0008167	Dm_00012746-RA	FUN_010635-T1
OG0008168	Dm_00012781-RA	FUN_000675-T1
OG0008170	Dm_00000452-RA	FUN_036708-T1
OG0008171	Dm_00003507-RA	FUN_008598-T1
OG0008174	Dm_00000839-RA	FUN_045953-T1
OG0008175	Dm_00019018-RA, Dm_00012328-RA	FUN_033878-T1
OG0008178	Dm_00005387-RA	FUN_051773-T1
OG0008179	Dm_00008972-RA	FUN_034506-T1
OG0008180	Dm_00010897-RA	FUN_046210-T1, FUN_046210-T2
OG0008182	Dm_00007009-RA	FUN_013975-T1
OG0008183	Dm_00002109-RA	FUN_002463-T1
OG0008184	Dm_00003232-RA	FUN_048177-T1
OG0008185	Dm_00019384-RA	FUN_014217-T1, FUN_014217-T2, FUN_000646-T1
OG0008186	Dm_00011637-RA	FUN_043582-T1, FUN_043618-T1
OG0008187	Dm_00014911-RA, Dm_00018670-RA	FUN_050206-T1
OG0008188	Dm_00008477-RA	FUN_009818-T1, FUN_009818-T2
OG0008189	Dm_00007085-RA	FUN_006318-T1
OG0008190	Dm_00004863-RA, Dm_00016329-RA	FUN_001924-T1, FUN_030477-T1, FUN_037556-T1
OG0008191	Dm_00000260-RA	FUN_047349-T2, FUN_047349-T1
OG0008192	Dm_00007847-RA	FUN_020077-T1
OG0008193	Dm_00009278-RA, Dm_00004203-RA	FUN_037498-T1, FUN_048205-T1
OG0008194	Dm_00008676-RA	FUN_026476-T2, FUN_026476-T3, FUN_026476-T1
OG0008195	Dm_00003734-RA	FUN_003135-T2, FUN_003135-T1
OG0008196	Dm_00001809-RA	FUN_036082-T1, FUN_036082-T2
OG0008198	Dm_00009343-RA	FUN_049139-T1, FUN_037485-T1
OG0008199	Dm_00015032-RA	FUN_036777-T1
OG0008201	Dm_00018948-RA	FUN_037094-T1
OG0008202	Dm_00000766-RA	FUN_034042-T1
OG0008203	Dm_00008985-RA	FUN_049128-T2, FUN_049128-T1
OG0008204	Dm_00016686-RA	FUN_037307-T2, FUN_037307-T1
OG0008205	Dm_00000663-RA	FUN_005130-T1
OG0008206	Dm_00007083-RA	FUN_000127-T4, FUN_000127-T2, FUN_000127-T3, FUN_000127-T1
OG0008208	Dm_00006814-RA, Dm_00011453-RA	FUN_015302-T1
OG0008209	Dm_00000732-RA	FUN_052744-T1
OG0008210	Dm_00000214-RA	FUN_004962-T1
OG0008211	Dm_00004429-RA	FUN_034032-T1
OG0008213	Dm_00008907-RA, Dm_00016849-RA	FUN_026471-T1
OG0008215	Dm_00008231-RA	FUN_049872-T1, FUN_045962-T1, FUN_045962-T3, FUN_045962-T2
OG0008216	Dm_00002965-RA	FUN_022837-T1
OG0008217	Dm_00011503-RA	FUN_007967-T1
OG0008218	Dm_00019148-RA	FUN_027899-T1
OG0008219	Dm_00020454-RA	FUN_020211-T1, FUN_020211-T2
OG0008220	Dm_00001081-RA	FUN_001699-T1
OG0008221	Dm_00003568-RA	FUN_037426-T1
OG0008223	Dm_00000739-RA	FUN_013069-T2, FUN_013069-T1
OG0008224	Dm_00011888-RA	FUN_022090-T1
OG0008226	Dm_00011517-RA	FUN_037295-T2, FUN_037295-T1
OG0008227	Dm_00017524-RA	FUN_032318-T1
OG0008228	Dm_00013079-RA	FUN_018391-T2, FUN_018391-T1, FUN_041177-T1
OG0008229	Dm_00006708-RA	FUN_006081-T1
OG0008230	Dm_00005700-RA	FUN_018590-T1
OG0008232	Dm_00015181-RA	FUN_025179-T1
OG0008233	Dm_00015989-RA	FUN_010382-T1, FUN_010382-T2, FUN_010382-T3
OG0008234	Dm_00007315-RA, Dm_00003662-RA, Dm_00003663-RA	FUN_026896-T1
OG0008236	Dm_00000110-RA, Dm_00001049-RA	FUN_026306-T1
OG0008237	Dm_00003409-RA	FUN_045758-T1
OG0008238	Dm_00020601-RA	FUN_033325-T1, FUN_027890-T1
OG0008240	Dm_00016558-RA	FUN_018157-T1
OG0008241	Dm_00016164-RA	FUN_016239-T1
OG0008242	Dm_00016383-RA	FUN_008354-T1
OG0008244	Dm_00013414-RA	FUN_042464-T1
OG0008245	Dm_00002249-RA	FUN_033390-T1
OG0008246	Dm_00018349-RA	FUN_034064-T1, FUN_006148-T1
OG0008248	Dm_00006413-RA	FUN_033398-T2, FUN_033398-T1, FUN_033400-T1
OG0008249	Dm_00004931-RA, Dm_00002315-RA	FUN_052181-T1, FUN_052181-T2, FUN_052181-T3, FUN_005520-T1
OG0008250	Dm_00012175-RA	FUN_012785-T1
OG0008251	Dm_00005481-RA	FUN_049550-T1, FUN_049550-T2
OG0008253	Dm_00008988-RA	FUN_050074-T1
OG0008254	Dm_00007352-RA	FUN_026694-T2, FUN_026694-T1, FUN_015513-T1
OG0008255	Dm_00002504-RA	FUN_021579-T1, FUN_005425-T1
OG0008256	Dm_00008294-RA	FUN_041908-T1
OG0008257	Dm_00013269-RA, Dm_00018602-RA	FUN_001907-T1
OG0008259	Dm_00003510-RA	FUN_035550-T1
OG0008260	Dm_00002254-RA, Dm_00011534-RA	FUN_026746-T1, FUN_026746-T2
OG0008262	Dm_00015788-RA	FUN_040439-T1, FUN_040439-T2, FUN_040439-T3
OG0008263	Dm_00018007-RA	FUN_004953-T1, FUN_004953-T2
OG0008264	Dm_00006274-RA	FUN_037852-T1
OG0008267	Dm_00019508-RA	FUN_039179-T1
OG0008269	Dm_00003157-RA	FUN_027337-T1
OG0008270	Dm_00000597-RA	FUN_034192-T1
OG0008271	Dm_00006240-RA	FUN_002764-T1, FUN_002764-T2
OG0008272	Dm_00006447-RA	FUN_014878-T1, FUN_012430-T1
OG0008274	Dm_00010955-RA	FUN_003835-T1
OG0008275	Dm_00014875-RA	FUN_004659-T1
OG0008276	Dm_00007107-RA, Dm_00015780-RA	FUN_042353-T1
OG0008277	Dm_00019110-RA	FUN_011987-T1
OG0008279	Dm_00015221-RA	FUN_041133-T1
OG0008280	Dm_00020526-RA	FUN_036475-T2, FUN_036475-T1
OG0008281	Dm_00016139-RA, Dm_00017206-RA, Dm_00017205-RA	FUN_002768-T1
OG0008282	Dm_00017246-RA	FUN_048829-T1
OG0008283	Dm_00015602-RA	FUN_032991-T2, FUN_032991-T1
OG0008284	Dm_00007365-RA	FUN_017667-T1, FUN_017667-T2, FUN_017667-T3
OG0008285	Dm_00004535-RA	FUN_043124-T1
OG0008286	Dm_00011360-RA	FUN_040575-T1, FUN_018562-T1
OG0008288	Dm_00003759-RA	FUN_012730-T1, FUN_012731-T1, FUN_015724-T1
OG0008291	Dm_00004186-RA	FUN_012652-T1
OG0008292	Dm_00010181-RA	FUN_008134-T1
OG0008294	Dm_00007531-RA, Dm_00012030-RA	FUN_005358-T1
OG0008295	Dm_00001894-RA	FUN_046459-T1
OG0008296	Dm_00009333-RA	FUN_014583-T1
OG0008297	Dm_00014231-RA	FUN_033825-T1
OG0008301	Dm_00012509-RA	FUN_020001-T1
OG0008302	Dm_00008625-RA	FUN_002808-T1
OG0008304	Dm_00000513-RA	FUN_035668-T1, FUN_035675-T1
OG0008305	Dm_00000333-RA	FUN_001708-T2, FUN_001708-T1
OG0008306	Dm_00013758-RA	FUN_012672-T1, FUN_012672-T2
OG0008307	Dm_00018219-RA	FUN_024742-T1
OG0008308	Dm_00011359-RA	FUN_002115-T1
OG0008310	Dm_00005650-RA	FUN_002086-T1, FUN_002086-T2
OG0008311	Dm_00018540-RA	FUN_046752-T1
OG0008312	Dm_00015012-RA	FUN_047903-T1
OG0008313	Dm_00011313-RA	FUN_031069-T1
OG0008314	Dm_00004052-RA	FUN_001464-T3, FUN_001464-T1, FUN_001464-T2
OG0008315	Dm_00008884-RA	FUN_005907-T1
OG0008316	Dm_00017053-RA	FUN_034900-T1, FUN_034666-T1
OG0008317	Dm_00005542-RA	FUN_031707-T1
OG0008319	Dm_00004977-RA, Dm_00008591-RA	FUN_015789-T1
OG0008320	Dm_00000628-RA, Dm_00014954-RA	FUN_008364-T1
OG0008321	Dm_00001387-RA	FUN_039066-T1
OG0008322	Dm_00005514-RA, Dm_00005087-RA	FUN_012462-T1, FUN_035293-T1
OG0008323	Dm_00009885-RA	FUN_049034-T2, FUN_049034-T3, FUN_049034-T1
OG0008324	Dm_00000471-RA, Dm_00010672-RA	FUN_027450-T1
OG0008325	Dm_00017045-RA	FUN_028791-T1
OG0008326	Dm_00003851-RA	FUN_043280-T1
OG0008327	Dm_00009767-RA	FUN_042245-T1
OG0008328	Dm_00020035-RA	FUN_012852-T1
OG0008329	Dm_00013112-RA	FUN_033008-T1, FUN_033008-T2
OG0008330	Dm_00002900-RA	FUN_008679-T1, FUN_035597-T1
OG0008331	Dm_00007136-RA	FUN_045490-T1
OG0008332	Dm_00009744-RA	FUN_019192-T1, FUN_030182-T1
OG0008333	Dm_00013341-RA	FUN_032847-T1
OG0008334	Dm_00016313-RA	FUN_039181-T2, FUN_039181-T1
OG0008335	Dm_00005429-RA	FUN_042068-T1, FUN_042068-T3
OG0008336	Dm_00015706-RA	FUN_029337-T1
OG0008337	Dm_00007036-RA	FUN_035306-T1, FUN_012481-T3, FUN_012481-T2, FUN_012481-T1
OG0008338	Dm_00002193-RA	FUN_036332-T1
OG0008339	Dm_00007299-RA	FUN_041916-T1
OG0008340	Dm_00007283-RA	FUN_036433-T3, FUN_036433-T2
OG0008341	Dm_00007709-RA, Dm_00011108-RA	FUN_037406-T1
OG0008342	Dm_00007509-RA	FUN_036990-T1
OG0008343	Dm_00009646-RA	FUN_046555-T1
OG0008345	Dm_00001874-RA	FUN_012853-T1
OG0008346	Dm_00007490-RA	FUN_006041-T2, FUN_006041-T1
OG0008348	Dm_00010646-RA	FUN_015826-T1
OG0008350	Dm_00010112-RA	FUN_002802-T2, FUN_002802-T3, FUN_002802-T1
OG0008351	Dm_00012289-RA	FUN_025260-T1
OG0008352	Dm_00013946-RA	FUN_000918-T1, FUN_053022-T1
OG0008353	Dm_00003269-RA	FUN_011544-T1
OG0008354	Dm_00005102-RA	FUN_036419-T1
OG0008355	Dm_00003154-RA	FUN_012607-T1
OG0008356	Dm_00009782-RA	FUN_034517-T1
OG0008357	Dm_00014151-RA	FUN_043236-T2, FUN_043236-T1
OG0008358	Dm_00013791-RA	FUN_052762-T1
OG0008360	Dm_00016984-RA	FUN_014580-T2, FUN_014580-T1
OG0008362	Dm_00000950-RA	FUN_011337-T1
OG0008363	Dm_00013741-RA, Dm_00013744-RA	FUN_002032-T1
OG0008364	Dm_00000198-RA	FUN_003752-T1, FUN_003752-T2, FUN_003750-T1, FUN_003748-T1
OG0008365	Dm_00001148-RA	FUN_050078-T1, FUN_023979-T1
OG0008366	Dm_00005912-RA	FUN_005820-T2, FUN_005820-T1
OG0008367	Dm_00013196-RA	FUN_025248-T1, FUN_031801-T1
OG0008368	Dm_00005637-RA, Dm_00005639-RA	FUN_031377-T1
OG0008369	Dm_00014211-RA	FUN_039868-T1
OG0008370	Dm_00004861-RA	FUN_001963-T2, FUN_001963-T1
OG0008371	Dm_00012410-RA	FUN_011379-T1
OG0008372	Dm_00017086-RA	FUN_030101-T1
OG0008374	Dm_00011961-RA	FUN_029640-T1
OG0008375	Dm_00000612-RA	FUN_051495-T2, FUN_051495-T1
OG0008376	Dm_00001443-RA, Dm_00001428-RA	FUN_025071-T1, FUN_025071-T2, FUN_026138-T1
OG0008377	Dm_00010809-RA	FUN_002074-T1
OG0008378	Dm_00008004-RA	FUN_030517-T1
OG0008379	Dm_00012482-RA	FUN_011872-T1, FUN_011872-T2, FUN_011872-T3
OG0008382	Dm_00019581-RA	FUN_031755-T1
OG0008384	Dm_00012783-RA	FUN_045432-T1, FUN_011162-T1
OG0008385	Dm_00007536-RA	FUN_024590-T1, FUN_024591-T1, FUN_024589-T1, FUN_024592-T1
OG0008386	Dm_00001549-RA	FUN_003469-T1
OG0008387	Dm_00008539-RA	FUN_010662-T1
OG0008388	Dm_00002684-RA, Dm_00003581-RA	FUN_046350-T1, FUN_042603-T1, FUN_042603-T2
OG0008390	Dm_00006841-RA	FUN_014501-T1
OG0008391	Dm_00009754-RA	FUN_032826-T1
OG0008392	Dm_00007588-RA	FUN_026862-T1, FUN_026862-T2
OG0008393	Dm_00014729-RA	FUN_039967-T1
OG0008394	Dm_00002091-RA	FUN_040094-T1
OG0008395	Dm_00015464-RA	FUN_032832-T1
OG0008396	Dm_00012997-RA	FUN_025273-T1
OG0008397	Dm_00009366-RA	FUN_052148-T1
OG0008398	Dm_00000934-RA	FUN_032639-T1
OG0008399	Dm_00008063-RA	FUN_037343-T1
OG0008400	Dm_00011120-RA	FUN_018163-T1
OG0008401	Dm_00009365-RA	FUN_010231-T1
OG0008403	Dm_00001260-RA	FUN_025676-T2, FUN_025676-T3, FUN_025676-T1
OG0008404	Dm_00014007-RA	FUN_039640-T1
OG0008405	Dm_00003573-RA	FUN_001436-T1
OG0008406	Dm_00013837-RA	FUN_030677-T3, FUN_030677-T2, FUN_030677-T1
OG0008407	Dm_00002470-RA	FUN_010325-T1
OG0008408	Dm_00018313-RA	FUN_050840-T3
OG0008409	Dm_00014549-RA, Dm_00008887-RA	FUN_025385-T1
OG0008411	Dm_00012497-RA	FUN_001221-T1
OG0008412	Dm_00014792-RA, Dm_00014794-RA	FUN_045800-T1
OG0008413	Dm_00003965-RA	FUN_018636-T1
OG0008414	Dm_00000149-RA	FUN_025666-T1
OG0008415	Dm_00017862-RA	FUN_033111-T1, FUN_005773-T1
OG0008416	Dm_00016064-RA	FUN_048429-T1, FUN_037832-T2, FUN_037832-T1
OG0008417	Dm_00005623-RA, Dm_00015139-RA	FUN_033245-T1, FUN_033247-T1, FUN_020237-T1
OG0008419	Dm_00001455-RA	FUN_020561-T1
OG0008421	Dm_00002236-RA	FUN_031645-T1, FUN_031645-T2, FUN_045669-T1
OG0008422	Dm_00013068-RA, Dm_00000602-RA	FUN_034212-T1
OG0008423	Dm_00011490-RA	FUN_043506-T3, FUN_043506-T2, FUN_043506-T1
OG0008424	Dm_00016113-RA	FUN_039213-T1, FUN_039213-T2
OG0008425	Dm_00013768-RA	FUN_035331-T1, FUN_035331-T2
OG0008426	Dm_00002427-RA	FUN_001556-T1
OG0008428	Dm_00015192-RA	FUN_025483-T1
OG0008429	Dm_00001691-RA	FUN_025109-T1
OG0008430	Dm_00001811-RA	FUN_052622-T1
OG0008431	Dm_00009772-RA	FUN_035599-T1
OG0008432	Dm_00008061-RA	FUN_045985-T1
OG0008434	Dm_00016197-RA	FUN_033860-T2, FUN_033860-T1
OG0008435	Dm_00003832-RA	FUN_026960-T1
OG0008436	Dm_00002410-RA, Dm_00005329-RA	FUN_030456-T1, FUN_052810-T1
OG0008437	Dm_00000575-RA	FUN_051422-T1
OG0008438	Dm_00020747-RA	FUN_016540-T1
OG0008439	Dm_00002954-RA	FUN_040501-T1
OG0008440	Dm_00005183-RA	FUN_052468-T1
OG0008441	Dm_00015850-RA	FUN_015010-T1, FUN_015010-T3, FUN_015010-T4, FUN_015010-T2
OG0008442	Dm_00003486-RA	FUN_047257-T2, FUN_047257-T3, FUN_047257-T1
OG0008443	Dm_00015240-RA	FUN_020207-T2, FUN_020207-T3, FUN_020207-T1
OG0008444	Dm_00001325-RA	FUN_005413-T4, FUN_005413-T1, FUN_005413-T2, FUN_005413-T3
OG0008445	Dm_00006511-RA	FUN_037310-T1
OG0008446	Dm_00002579-RA	FUN_014847-T1, FUN_031668-T1
OG0008447	Dm_00013978-RA	FUN_043589-T1, FUN_043589-T2
OG0008448	Dm_00011523-RA	FUN_018415-T1, FUN_047046-T1
OG0008449	Dm_00009062-RA, Dm_00016123-RA	FUN_025694-T2, FUN_040836-T1, FUN_025694-T1
OG0008451	Dm_00011299-RA	FUN_001202-T1
OG0008452	Dm_00002160-RA	FUN_000778-T1
OG0008453	Dm_00003195-RA, Dm_00000397-RA	FUN_033332-T1
OG0008455	Dm_00015342-RA	FUN_034873-T1
OG0008456	Dm_00018198-RA	FUN_025634-T1
OG0008457	Dm_00009520-RA	FUN_013823-T1
OG0008458	Dm_00002836-RA	FUN_020088-T1
OG0008459	Dm_00003987-RA	FUN_002934-T1
OG0008460	Dm_00001674-RA	FUN_050294-T1
OG0008461	Dm_00020933-RA	FUN_020662-T1
OG0008462	Dm_00003880-RA	FUN_033674-T1
OG0008463	Dm_00006821-RA	FUN_046674-T1
OG0008464	Dm_00006606-RA	FUN_011279-T1, FUN_011279-T2
