Orthogroup	D_muscipula.proteins	A_hypochondriacus.proteins
OG0011204	Dm_00008938-RA	AH010135-RA
OG0011209	Dm_00008044-RA	AH014683-RA
OG0011210	Dm_00000290-RA	AH002979-RA
OG0011212	Dm_00010194-RA	AH001004-RA
OG0011213	Dm_00020016-RA	AH004722-RA, AH004735-RA
OG0011214	Dm_00009821-RA	AH017439-RA
OG0011215	Dm_00005338-RA, Dm_00000878-RA	AH018305-RA
OG0011218	Dm_00008427-RA	AH005909-RA
OG0011220	Dm_00000358-RA	AH021567-RA
OG0011221	Dm_00006590-RA	AH019607-RA
OG0011222	Dm_00002887-RA, Dm_00004681-RA	AH001617-RA
OG0011223	Dm_00001944-RA	AH014955-RA
OG0011224	Dm_00013084-RA	AH018393-RA
OG0011225	Dm_00000545-RA	AH017434-RA, AH002929-RA
OG0011226	Dm_00018864-RA	AH000387-RA
OG0011227	Dm_00000238-RA	AH007246-RA
OG0011228	Dm_00012393-RA, Dm_00015619-RA	AH004405-RA
OG0011229	Dm_00002858-RA	AH004658-RA
OG0011231	Dm_00006093-RA	AH023449-RA
OG0011232	Dm_00009387-RA	AH018215-RA
OG0011233	Dm_00006343-RA	AH011068-RA, AH018621-RA, AH007506-RA, AH020483-RA, AH022700-RA, AH003166-RA, AH023648-RA, AH006651-RA, AH018640-RA
OG0011238	Dm_00011357-RA	AH017594-RA, AH002813-RA, AH017600-RA, AH022445-RA, AH013202-RA
OG0011241	Dm_00005200-RA	AH015345-RA
OG0011244	Dm_00016793-RA	AH010179-RA
OG0011245	Dm_00002671-RA	AH009781-RA
OG0011248	Dm_00013273-RA	AH009685-RA
OG0011249	Dm_00006081-RA	AH009623-RA
OG0011250	Dm_00004494-RA	AH019552-RA, AH006705-RA
OG0011252	Dm_00019305-RA	AH020221-RA
OG0011253	Dm_00013012-RA	AH013888-RA, AH013889-RA
OG0011254	Dm_00004337-RA, Dm_00004335-RA	AH013875-RA
OG0011255	Dm_00013406-RA	AH013827-RA
OG0011256	Dm_00001582-RA	AH012478-RA
OG0011257	Dm_00011781-RA	AH013298-RA
OG0011258	Dm_00010725-RA	AH014959-RA
OG0011259	Dm_00007396-RA	AH014718-RA
OG0011261	Dm_00007235-RA	AH012166-RA
OG0011261	Dm_00007233-RA	AH012168-RA
OG0011263	Dm_00008832-RA	AH006640-RA
OG0011264	Dm_00015108-RA	AH003488-RA
OG0011265	Dm_00016349-RA	AH000706-RA, AH002460-RA, AH000683-RA
OG0011345	Dm_00009034-RA	AH010782-RA
OG0011347	Dm_00001139-RA	AH021110-RA
OG0011348	Dm_00011235-RA	AH015691-RA
OG0011349	Dm_00003262-RA	AH014021-RA
OG0011350	Dm_00021076-RA	AH021454-RA
OG0011352	Dm_00001538-RA	AH006494-RA
OG0011353	Dm_00005132-RA	AH019040-RA
OG0011355	Dm_00002015-RA, Dm_00007440-RA	AH006548-RA
OG0011356	Dm_00002205-RA	AH011066-RA
OG0011357	Dm_00000505-RA	AH013811-RA
OG0011359	Dm_00000813-RA	AH012581-RA
OG0011360	Dm_00007581-RA	AH019858-RA
OG0011362	Dm_00013228-RA	AH011791-RA
OG0011363	Dm_00018669-RA	AH017680-RA
OG0011364	Dm_00011432-RA	AH011847-RA
OG0011366	Dm_00011915-RA	AH016042-RA
OG0011370	Dm_00004238-RA	AH018928-RA
OG0011372	Dm_00008283-RA	AH013035-RA
OG0011374	Dm_00006888-RA	AH007039-RA
OG0011376	Dm_00002791-RA	AH010790-RA
OG0011377	Dm_00019881-RA	AH014814-RA
OG0011380	Dm_00013491-RA	AH023482-RA
OG0011381	Dm_00001127-RA	AH017899-RA
OG0011382	Dm_00011921-RA	AH000659-RA
OG0011383	Dm_00010608-RA	AH022676-RA
OG0011385	Dm_00001297-RA	AH006711-RA
OG0011388	Dm_00017570-RA	AH017811-RA
OG0011389	Dm_00007878-RA	AH005189-RA
OG0011391	Dm_00006290-RA	AH006948-RA
OG0011393	Dm_00000740-RA	AH014406-RA
OG0011394	Dm_00001197-RA	AH020550-RA
OG0011395	Dm_00002012-RA	AH006544-RA
OG0011397	Dm_00012053-RA	AH007306-RA, AH019939-RA
OG0011400	Dm_00019482-RA	AH020194-RA
OG0011401	Dm_00007781-RA	AH015602-RA
OG0011402	Dm_00018203-RA	AH022583-RA, AH013726-RA
OG0011406	Dm_00005373-RA	AH016077-RA
OG0011407	Dm_00006435-RA	AH002698-RA, AH017684-RA
OG0011408	Dm_00013389-RA	AH017752-RA
OG0011409	Dm_00006858-RA	AH021887-RA, AH012728-RA
OG0011411	Dm_00009525-RA	AH022735-RA
OG0011412	Dm_00006525-RA	AH017698-RA
OG0011413	Dm_00002191-RA, Dm_00010906-RA	AH011039-RA
OG0011414	Dm_00001875-RA	AH008350-RA
OG0011415	Dm_00006188-RA	AH007140-RA
OG0011416	Dm_00011583-RA	AH006917-RA
OG0011417	Dm_00005695-RA	AH022689-RA
OG0011418	Dm_00015494-RA	AH019967-RA
OG0011419	Dm_00003122-RA	AH006682-RA
OG0011420	Dm_00007802-RA	AH001253-RA
OG0011421	Dm_00016583-RA	AH022809-RA
OG0011424	Dm_00014214-RA, Dm_00008822-RA, Dm_00020361-RA	AH007616-RA
OG0011425	Dm_00003458-RA	AH006758-RA
OG0011427	Dm_00012568-RA	AH017887-RA
OG0011429	Dm_00011584-RA	AH006896-RA
OG0011430	Dm_00009792-RA	AH000935-RA
OG0011431	Dm_00005077-RA	AH003054-RA, AH003059-RA
OG0011433	Dm_00017013-RA	AH002637-RA
OG0011434	Dm_00010604-RA	AH008795-RA
OG0011435	Dm_00021120-RA	AH001301-RA
OG0011436	Dm_00003501-RA	AH010745-RA
OG0011437	Dm_00006868-RA	AH007649-RA
OG0011438	Dm_00010645-RA	AH005248-RA
OG0011439	Dm_00016516-RA	AH001057-RA
OG0011441	Dm_00011627-RA, Dm_00011628-RA	AH018958-RA
OG0011442	Dm_00014217-RA	AH018814-RA
OG0011443	Dm_00013402-RA, Dm_00017811-RA	AH014819-RA
OG0011445	Dm_00018520-RA	AH021962-RA
OG0011449	Dm_00003041-RA	AH008321-RA
OG0011450	Dm_00020263-RA	AH009492-RA
OG0011452	Dm_00019730-RA	AH023600-RA, AH023601-RA
OG0011454	Dm_00016441-RA	AH014830-RA
OG0011457	Dm_00011591-RA	AH005815-RA
OG0011458	Dm_00012686-RA	AH008796-RA
OG0011461	Dm_00003254-RA	AH017389-RA
OG0011462	Dm_00004675-RA, Dm_00017576-RA	AH000945-RA
OG0011463	Dm_00019760-RA	AH005830-RA
OG0011464	Dm_00014608-RA	AH003841-RA
OG0011465	Dm_00002353-RA	AH022017-RA
OG0011466	Dm_00004899-RA	AH003300-RA
OG0011469	Dm_00005196-RA	AH008565-RA
OG0011470	Dm_00019704-RA	AH000911-RA
OG0011472	Dm_00011563-RA	AH011950-RA
OG0011473	Dm_00010011-RA	AH009200-RA
OG0011475	Dm_00016754-RA	AH000685-RA
OG0011477	Dm_00002468-RA	AH017219-RA
OG0011478	Dm_00009469-RA	AH015722-RA
OG0011479	Dm_00016210-RA, Dm_00016033-RA	AH023596-RA
OG0011481	Dm_00007921-RA	AH002390-RA, AH000713-RA
OG0011482	Dm_00010261-RA	AH003259-RA, AH010380-RA
OG0011483	Dm_00000386-RA	AH008567-RA
OG0011484	Dm_00000158-RA	AH023743-RA
OG0011485	Dm_00004257-RA, Dm_00000370-RA	AH001043-RA
OG0011486	Dm_00006816-RA	AH013080-RA
OG0011487	Dm_00015673-RA	AH000677-RA
OG0011488	Dm_00014361-RA	AH016905-RA, AH008718-RA
OG0011489	Dm_00008448-RA, Dm_00001806-RA	AH001327-RA
OG0011491	Dm_00016988-RA	AH008935-RA
OG0011493	Dm_00005847-RA	AH023114-RA
OG0011494	Dm_00002212-RA	AH005631-RA
OG0011496	Dm_00003898-RA, Dm_00003897-RA, Dm_00018912-RA	AH005692-RA
OG0011497	Dm_00015156-RA	AH016667-RA, AH008418-RA
OG0011499	Dm_00015704-RA	AH016003-RA
OG0011500	Dm_00010243-RA	AH002411-RA
OG0011501	Dm_00010263-RA	AH010370-RA
OG0011502	Dm_00012426-RA	AH003990-RA
OG0011503	Dm_00012502-RA	AH023405-RA
OG0011504	Dm_00001069-RA	AH006061-RA
OG0011505	Dm_00000911-RA	AH004277-RA
OG0011506	Dm_00007553-RA	AH008864-RA
OG0011507	Dm_00002718-RA	AH009435-RA
OG0011509	Dm_00005651-RA	AH003719-RA, AH006040-RA
OG0011511	Dm_00020375-RA	AH014920-RA, AH021459-RA
OG0011513	Dm_00001507-RA	AH019239-RA
OG0011515	Dm_00001532-RA	AH009770-RA
OG0011516	Dm_00005198-RA	AH008204-RA
OG0011517	Dm_00014916-RA	AH008057-RA
OG0011518	Dm_00005092-RA	AH015038-RA
OG0011523	Dm_00007962-RA	AH000338-RA
OG0011524	Dm_00017588-RA	AH008730-RA
OG0011525	Dm_00005190-RA	AH018374-RA
OG0011527	Dm_00012349-RA	AH009882-RA
OG0011528	Dm_00016974-RA	AH021247-RA
OG0011529	Dm_00011459-RA	AH013755-RA
OG0011530	Dm_00004195-RA	AH000266-RA
OG0011534	Dm_00000349-RA	AH021316-RA
OG0011535	Dm_00019224-RA	AH000426-RA
OG0011537	Dm_00004917-RA	AH016951-RA
OG0011538	Dm_00002049-RA	AH019613-RA
OG0011539	Dm_00003694-RA	AH021185-RA
OG0011540	Dm_00010169-RA	AH013482-RA
OG0011542	Dm_00007953-RA	AH015299-RA
OG0011543	Dm_00005867-RA	AH003032-RA
OG0011546	Dm_00003981-RA	AH000300-RA
OG0011547	Dm_00003737-RA	AH011550-RA
OG0011548	Dm_00008948-RA	AH017419-RA
OG0011549	Dm_00003609-RA	AH020728-RA
OG0011550	Dm_00008291-RA	AH017082-RA
OG0011551	Dm_00010593-RA	AH003123-RA
OG0011552	Dm_00009637-RA	AH016698-RA
OG0011553	Dm_00017372-RA	AH016993-RA
OG0011554	Dm_00001935-RA	AH018900-RA
OG0011556	Dm_00013618-RA, Dm_00016575-RA	AH011979-RA
OG0011558	Dm_00019880-RA	AH020112-RA
OG0011559	Dm_00002344-RA	AH002135-RA
OG0011560	Dm_00018127-RA	AH020839-RA
OG0011561	Dm_00017011-RA	AH016164-RA
OG0011562	Dm_00017808-RA	AH021122-RA
OG0011564	Dm_00010021-RA	AH013618-RA
OG0011566	Dm_00009504-RA	AH002803-RA
OG0011567	Dm_00000905-RA	AH018608-RA
OG0011569	Dm_00019822-RA	AH015810-RA
OG0011572	Dm_00012266-RA	AH014544-RA
OG0011573	Dm_00005404-RA	AH014530-RA
OG0011575	Dm_00002962-RA	AH012422-RA
OG0011575	Dm_00004582-RA	AH009690-RA
OG0011576	Dm_00004159-RA	AH019259-RA
OG0011579	Dm_00003081-RA	AH019547-RA
OG0011581	Dm_00004075-RA	AH009633-RA
OG0011582	Dm_00019992-RA	AH009603-RA
OG0011583	Dm_00016334-RA	AH004701-RA, AH004642-RA
OG0011584	Dm_00016926-RA	AH008004-RA
OG0011588	Dm_00015321-RA	AH018010-RA, AH011280-RA
OG0011590	Dm_00004596-RA	AH020418-RA, AH020417-RA
OG0011591	Dm_00016653-RA	AH021696-RA
OG0011593	Dm_00004110-RA	AH009148-RA
OG0011595	Dm_00020865-RA	AH022952-RA, AH016469-RA
OG0011596	Dm_00014678-RA	AH009149-RA
OG0011597	Dm_00003861-RA	AH014201-RA
OG0011598	Dm_00019982-RA	AH003245-RA
OG0011599	Dm_00002042-RA	AH012054-RA
OG0011600	Dm_00003717-RA	AH011431-RA
OG0011604	Dm_00001824-RA	AH007403-RA
OG0011605	Dm_00002961-RA	AH019569-RA
OG0011606	Dm_00012354-RA	AH014205-RA
OG0011607	Dm_00002041-RA	AH012048-RA
OG0011611	Dm_00014041-RA	AH010077-RA
OG0011612	Dm_00011245-RA	AH008050-RA
OG0011613	Dm_00015708-RA	AH021030-RA
OG0011616	Dm_00017453-RA	AH023125-RA, AH016344-RA
OG0011618	Dm_00006516-RA	AH000116-RA
OG0011619	Dm_00012944-RA	AH000062-RA
OG0011620	Dm_00009944-RA	AH005233-RB, AH005233-RA
OG0011622	Dm_00014708-RA	AH019359-RA
OG0011625	Dm_00007161-RA	AH008967-RA
OG0011629	Dm_00006145-RA	AH008133-RA
OG0011630	Dm_00011662-RA	AH007980-RA
OG0011632	Dm_00012199-RA	AH012059-RA, AH012063-RA, AH012058-RA
OG0011633	Dm_00013506-RA	AH022435-RA
OG0011636	Dm_00000502-RA	AH001148-RA
OG0011638	Dm_00018154-RA	AH000191-RA
OG0011639	Dm_00014641-RA	AH013933-RA, AH016477-RA
OG0011640	Dm_00007806-RA	AH011043-RA
OG0011642	Dm_00017120-RA	AH013753-RA
OG0011643	Dm_00011838-RA	AH001198-RA
OG0011644	Dm_00004536-RA	AH021639-RA
OG0011649	Dm_00004782-RA	AH013650-RA
OG0011652	Dm_00013013-RA	AH010885-RA, AH007661-RA
OG0011653	Dm_00005772-RA	AH022713-RA
OG0011654	Dm_00020512-RA	AH010134-RA
OG0011655	Dm_00004269-RA	AH021292-RA
OG0011656	Dm_00012604-RA	AH021954-RA
OG0011657	Dm_00001097-RA	AH003464-RA
OG0011658	Dm_00006971-RA	AH022629-RA
OG0011661	Dm_00017308-RA	AH018968-RA
OG0011662	Dm_00020027-RA	AH011648-RA
OG0011664	Dm_00010936-RA	AH022614-RA
OG0011665	Dm_00001298-RA	AH006712-RA
OG0011666	Dm_00012948-RA	AH005329-RA, AH011534-RA
OG0011667	Dm_00012804-RA	AH007650-RA
OG0011668	Dm_00010150-RA	AH001230-RA
OG0011669	Dm_00007446-RA	AH015634-RA
OG0011671	Dm_00004402-RA	AH004166-RA
OG0011674	Dm_00000347-RA	AH021310-RA
OG0011675	Dm_00003125-RA	AH020443-RA, AH006675-RA
OG0011676	Dm_00015778-RA	AH013909-RA
OG0011677	Dm_00015479-RA	AH007797-RA
OG0011679	Dm_00006962-RA	AH021981-RA
OG0011680	Dm_00002543-RA	AH012516-RA
OG0011682	Dm_00007533-RA	AH021501-RA, AH014997-RA
OG0011683	Dm_00003379-RA	AH009688-RA
OG0011684	Dm_00012891-RA	AH014698-RA
OG0011685	Dm_00015021-RA	AH016969-RA
OG0011686	Dm_00000668-RA	AH014803-RA
OG0011687	Dm_00020500-RA	AH021485-RA
OG0011688	Dm_00019768-RA	AH008075-RA
OG0011689	Dm_00014845-RA	AH023585-RA
OG0011691	Dm_00000687-RA	AH014837-RA
OG0011693	Dm_00006096-RA	AH006449-RA
OG0011694	Dm_00002281-RA	AH021670-RA, AH021671-RA
OG0011696	Dm_00010907-RA	AH011041-RA
OG0011697	Dm_00005554-RA	AH022702-RA
OG0011699	Dm_00010081-RA	AH012753-RA
OG0011700	Dm_00018353-RA	AH023156-RA
OG0011704	Dm_00007304-RA, Dm_00002842-RA	AH007838-RA
OG0011705	Dm_00012240-RA	AH011808-RA
OG0011706	Dm_00018806-RA	AH021255-RA
OG0011707	Dm_00017972-RA	AH021594-RA
OG0011708	Dm_00000824-RA	AH009947-RA
OG0011709	Dm_00009170-RA	AH013907-RA
OG0011711	Dm_00006564-RA	AH006285-RA
OG0011712	Dm_00013849-RA	AH004490-RA
OG0011714	Dm_00016405-RA	AH005223-RA
OG0011716	Dm_00001697-RA	AH013572-RA
OG0011717	Dm_00000313-RA	AH003024-RA
OG0011718	Dm_00004591-RA	AH008314-RA
OG0011719	Dm_00009888-RA, Dm_00009889-RA	AH017199-RA
OG0011720	Dm_00013531-RA	AH000555-RA
OG0011722	Dm_00012911-RA	AH003492-RA
OG0011723	Dm_00000292-RA	AH002981-RA
OG0011724	Dm_00015424-RA	AH012257-RA
OG0011725	Dm_00001472-RA	AH020364-RA
OG0011726	Dm_00008034-RA	AH011239-RA
OG0011727	Dm_00004538-RA	AH008227-RA
OG0011729	Dm_00004098-RA	AH009014-RA
OG0011730	Dm_00005817-RA	AH004456-RA
OG0011731	Dm_00012384-RA	AH009216-RA
OG0011733	Dm_00009206-RA	AH005743-RA
OG0011736	Dm_00001820-RA	AH007408-RA
OG0011737	Dm_00003357-RA	AH003977-RA
OG0011738	Dm_00007658-RA	AH014800-RA
OG0011739	Dm_00013526-RA	AH001852-RA
OG0011740	Dm_00017582-RA	AH015372-RA
OG0011741	Dm_00006195-RA	AH010387-RA, AH023795-RA
OG0011742	Dm_00012780-RA	AH004279-RA
OG0011746	Dm_00000734-RA, Dm_00004746-RA	AH014433-RA
OG0011747	Dm_00011703-RA	AH005745-RA
OG0011749	Dm_00003151-RA	AH007574-RA
OG0011752	Dm_00014358-RA	AH015899-RA
OG0011753	Dm_00019443-RA	AH008678-RA
OG0011754	Dm_00014909-RA	AH021305-RA
OG0011755	Dm_00002235-RA	AH006413-RA
OG0011756	Dm_00019906-RA	AH015812-RA
OG0011759	Dm_00006622-RA	AH023547-RA
OG0011760	Dm_00006624-RA	AH008507-RA
OG0011761	Dm_00009613-RA	AH021172-RA
OG0011762	Dm_00013412-RA	AH004308-RA
OG0011763	Dm_00003484-RA	AH000976-RA
OG0011764	Dm_00006395-RA	AH018245-RA, AH013275-RA, AH019575-RA
OG0011765	Dm_00012591-RA	AH001670-RA
OG0011766	Dm_00014059-RA	AH019994-RA
OG0011767	Dm_00003919-RA	AH010850-RA
OG0011768	Dm_00013822-RA	AH008523-RA
OG0011770	Dm_00008871-RA	AH012362-RA
OG0011771	Dm_00017139-RA	AH004474-RA, AH004880-RA
OG0011772	Dm_00017600-RA	AH004526-RA
OG0011773	Dm_00011708-RA, Dm_00014443-RA, Dm_00012839-RA	AH019133-RA, AH015813-RA
OG0011774	Dm_00008960-RA	AH009353-RA
OG0011775	Dm_00005137-RA	AH020316-RA
OG0011776	Dm_00009939-RA	AH008590-RA
OG0011778	Dm_00010294-RA	AH016964-RA
OG0011780	Dm_00000296-RA	AH002985-RA
OG0011781	Dm_00019097-RA, Dm_00020443-RA	AH010301-RA
OG0011782	Dm_00008048-RA	AH017767-RA
OG0011784	Dm_00012112-RA	AH018038-RA
OG0011785	Dm_00007774-RA	AH009461-RA
OG0011786	Dm_00011657-RA	AH019578-RA
OG0011787	Dm_00008120-RA	AH019046-RA
OG0011789	Dm_00014064-RA	AH023511-RA
OG0011790	Dm_00003691-RA	AH022034-RA
OG0011791	Dm_00015247-RA	AH014669-RA
OG0011792	Dm_00011165-RA	AH006199-RA
OG0011794	Dm_00001160-RA	AH001003-RA
OG0011795	Dm_00007374-RA	AH018464-RA
OG0011797	Dm_00004618-RA	AH011099-RA, AH008060-RA
OG0011799	Dm_00015742-RA	AH009379-RA
OG0011801	Dm_00011041-RA	AH010999-RA, AH022911-RA
OG0011802	Dm_00009098-RA	AH004821-RA
OG0011803	Dm_00012114-RA	AH018410-RA
OG0011808	Dm_00018797-RA	AH013580-RA
OG0011814	Dm_00019268-RA	AH006968-RA
OG0011815	Dm_00005962-RA	AH004677-RA
OG0011816	Dm_00004179-RA	AH002892-RA
OG0011817	Dm_00000976-RA	AH017251-RA
OG0011818	Dm_00018436-RA	AH002832-RA
OG0011820	Dm_00018477-RA	AH017187-RA
OG0011821	Dm_00012007-RA	AH016565-RA, AH022815-RA
OG0011823	Dm_00006071-RA	AH005545-RA
OG0011824	Dm_00013083-RA	AH011501-RA
OG0011827	Dm_00014808-RA	AH017598-RA
OG0011828	Dm_00004790-RA	AH017438-RA
OG0011830	Dm_00009164-RA	AH016319-RA, AH023152-RA
OG0011831	Dm_00001888-RA	AH020045-RA, AH009793-RA
OG0011833	Dm_00008857-RA	AH005419-RA, AH004073-RA
OG0011834	Dm_00003185-RA	AH005531-RA
OG0011835	Dm_00007250-RA	AH005402-RA
OG0011838	Dm_00010093-RA	AH017169-RA
OG0011839	Dm_00010917-RA	AH021233-RA
OG0011842	Dm_00005419-RA, Dm_00015798-RA	AH007070-RA
OG0011843	Dm_00007384-RA	AH009049-RA
OG0011844	Dm_00018435-RA	AH016530-RA
OG0011845	Dm_00007261-RA	AH010908-RA, AH007678-RA
OG0011847	Dm_00016256-RA	AH016523-RA
OG0011850	Dm_00015612-RA	AH001045-RA
OG0011851	Dm_00003989-RA	AH023445-RA
OG0011853	Dm_00013799-RA	AH004030-RA
OG0011854	Dm_00009984-RA	AH004027-RA
OG0011855	Dm_00019285-RA	AH002794-RA
OG0011856	Dm_00014570-RA	AH011558-RA
OG0011857	Dm_00014520-RA	AH021932-RA
OG0011859	Dm_00006799-RA	AH006259-RA, AH003398-RA, AH022462-RA
OG0011860	Dm_00014096-RA	AH000634-RA
OG0011862	Dm_00003332-RA	AH002507-RA
OG0011863	Dm_00007945-RA	AH011402-RA
OG0011865	Dm_00007308-RA	AH007844-RA
OG0011867	Dm_00014300-RA, Dm_00014299-RA	AH017214-RA
OG0011868	Dm_00009456-RA	AH005192-RA
OG0011869	Dm_00003426-RA	AH006594-RA, AH006577-RA, AH020517-RA
OG0011870	Dm_00002864-RA	AH004672-RA
OG0011871	Dm_00001609-RA	AH005483-RA
OG0011875	Dm_00003329-RA	AH017963-RA
OG0011876	Dm_00004919-RA	AH017980-RA
OG0011877	Dm_00007628-RA	AH007904-RA
OG0011879	Dm_00011438-RA, Dm_00010629-RA	AH019372-RA, AH019371-RA
OG0011882	Dm_00017969-RA	AH018004-RA
OG0011884	Dm_00009345-RA	AH015796-RA, AH019121-RA
OG0011887	Dm_00018238-RA	AH022516-RA, AH013138-RA
OG0011888	Dm_00001779-RA	AH021844-RA
OG0011890	Dm_00001099-RA	AH016090-RA
OG0011891	Dm_00015616-RA	AH016037-RA
OG0011892	Dm_00008652-RA	AH017717-RA
OG0011893	Dm_00005485-RA, Dm_00004464-RA	AH010651-RA
OG0011896	Dm_00006270-RA	AH009388-RA
OG0011897	Dm_00004208-RA	AH009520-RA
OG0011899	Dm_00009614-RA	AH008834-RA
OG0011901	Dm_00009390-RA	AH011679-RA, AH011678-RA, AH020078-RA, AH020077-RA
OG0011910	Dm_00005379-RA, Dm_00016864-RA	AH005177-RA
OG0011912	Dm_00002578-RA	AH011602-RA
OG0011913	Dm_00012801-RA	AH007173-RA
OG0011914	Dm_00011974-RA	AH006923-RA
OG0011916	Dm_00012387-RA	AH003885-RA
OG0011918	Dm_00012192-RA	AH004125-RA
OG0011922	Dm_00007483-RA, Dm_00004956-RA, Dm_00012764-RA	AH002254-RA
OG0011925	Dm_00004850-RA	AH002234-RA
OG0012005	Dm_00000570-RA	AH010439-RA
OG0012008	Dm_00019139-RA	AH013893-RA
OG0012009	Dm_00000556-RA	AH005897-RA
OG0012012	Dm_00004554-RA	AH012743-RA
OG0012013	Dm_00018366-RA	AH006993-RA
OG0012016	Dm_00019617-RA	AH017860-RA
OG0012017	Dm_00006769-RA	AH012965-RA
OG0012019	Dm_00010639-RA	AH007182-RA
OG0012022	Dm_00000929-RA	AH013050-RA
OG0012025	Dm_00011303-RA	AH007973-RA
OG0012026	Dm_00002456-RA	AH007486-RA
OG0012027	Dm_00004979-RA	AH015657-RA
OG0012028	Dm_00008479-RA	AH020540-RA
OG0012031	Dm_00009357-RA	AH002548-RA
OG0012032	Dm_00002481-RA	AH022840-RA
OG0012033	Dm_00018458-RA	AH013001-RA
OG0012034	Dm_00007106-RA	AH013285-RA
OG0012035	Dm_00009153-RA	AH008236-RA
OG0012036	Dm_00019962-RA	AH002290-RA, AH000793-RA
OG0012038	Dm_00001841-RA	AH010840-RA
OG0012039	Dm_00020133-RA	AH019915-RA
OG0012041	Dm_00003730-RA	AH000453-RA, AH000456-RA
OG0012042	Dm_00001969-RA	AH007437-RA
OG0012046	Dm_00000796-RA	AH004438-RA
OG0012048	Dm_00001191-RA	AH020411-RA
OG0012050	Dm_00013670-RA	AH000341-RA
OG0012051	Dm_00019745-RA	AH011843-RA
OG0012053	Dm_00000307-RA	AH017168-RA
OG0012054	Dm_00011174-RA	AH014222-RA
OG0012055	Dm_00014491-RA	AH012845-RA
OG0012056	Dm_00000004-RA	AH003345-RA
OG0012057	Dm_00020669-RA	AH002699-RA
OG0012058	Dm_00017905-RA	AH010796-RA
OG0012059	Dm_00017496-RA	AH020098-RA, AH020097-RA
OG0012062	Dm_00009765-RA	AH020113-RA
OG0012063	Dm_00015714-RA	AH013081-RA
OG0012065	Dm_00010502-RA	AH020412-RA
OG0012072	Dm_00011446-RA	AH019807-RA
OG0012077	Dm_00013205-RA	AH020242-RA
OG0012078	Dm_00004625-RA	AH015695-RA
OG0012080	Dm_00009934-RA	AH015136-RA
OG0012081	Dm_00009700-RA	AH011765-RA
OG0012082	Dm_00006226-RA	AH017676-RA
OG0012084	Dm_00008802-RA	AH006419-RA
OG0012086	Dm_00013098-RA	AH010553-RA
OG0012087	Dm_00002449-RA	AH002677-RA
OG0012089	Dm_00003382-RA	AH012938-RA
OG0012090	Dm_00019306-RA	AH023053-RA
OG0012092	Dm_00016299-RA	AH019524-RA
OG0012094	Dm_00000800-RA	AH021790-RA
OG0012099	Dm_00005859-RA	AH007606-RA
OG0012101	Dm_00014220-RA	AH006794-RA
OG0012102	Dm_00002373-RA	AH016941-RA
OG0012103	Dm_00009272-RA	AH008740-RA
OG0012106	Dm_00002731-RA	AH009053-RA
OG0012110	Dm_00001736-RA	AH001872-RA
OG0012114	Dm_00012586-RA	AH005601-RA
OG0012115	Dm_00004033-RA, Dm_00005788-RA	AH016723-RA
OG0012117	Dm_00009493-RA	AH007177-RA
OG0012119	Dm_00009681-RA	AH023619-RA
OG0012120	Dm_00001363-RA	AH008382-RA
OG0012123	Dm_00017687-RA	AH001558-RA, AH023066-RA
OG0012124	Dm_00014454-RA	AH005927-RA
OG0012125	Dm_00002667-RA	AH006480-RA, AH008301-RA
OG0012128	Dm_00014970-RA	AH001751-RA
OG0012129	Dm_00006489-RA	AH007308-RA
OG0012130	Dm_00003901-RA	AH005759-RA
OG0012132	Dm_00001269-RA	AH016879-RA
OG0012133	Dm_00003437-RA	AH001727-RA
OG0012139	Dm_00017482-RA	AH003959-RA
OG0012140	Dm_00001640-RA	AH008376-RA
OG0012141	Dm_00009690-RA	AH003725-RA
OG0012142	Dm_00020157-RA	AH002436-RA
OG0012143	Dm_00009633-RA	AH008352-RA
OG0012144	Dm_00009716-RA	AH002397-RA
OG0012145	Dm_00001352-RA	AH016688-RA
OG0012146	Dm_00003073-RA	AH012353-RA
OG0012148	Dm_00015591-RA	AH002284-RA
OG0012149	Dm_00015793-RA	AH006772-RA
OG0012151	Dm_00006519-RA	AH001261-RA
OG0012152	Dm_00017334-RA	AH006020-RA
OG0012154	Dm_00000696-RA	AH015287-RA
OG0012157	Dm_00017036-RA	AH004996-RA
OG0012159	Dm_00020530-RA	AH008032-RA
OG0012163	Dm_00000681-RA	AH021400-RA
OG0012164	Dm_00006892-RA, Dm_00017785-RA	AH014944-RA
OG0012165	Dm_00001533-RA	AH008288-RA
OG0012166	Dm_00009036-RA	AH003235-RA, AH007514-RA
OG0012169	Dm_00005980-RA	AH022357-RA
OG0012171	Dm_00004061-RA	AH014727-RA
OG0012173	Dm_00015023-RA	AH020858-RA
OG0012174	Dm_00020899-RA	AH017794-RA
OG0012175	Dm_00016759-RA, Dm_00005698-RA	AH018756-RA
OG0012176	Dm_00003961-RA, Dm_00015734-RA	AH018726-RA
OG0012178	Dm_00006302-RA	AH003206-RA
OG0012181	Dm_00000337-RA	AH021314-RA
OG0012185	Dm_00011854-RA	AH022219-RA
OG0012186	Dm_00008209-RA	AH002163-RA
OG0012188	Dm_00002996-RA	AH001564-RA
OG0012189	Dm_00016672-RA	AH014443-RA
OG0012190	Dm_00008460-RA	AH016260-RA
OG0012191	Dm_00001041-RA	AH014138-RA
OG0012192	Dm_00008114-RA	AH015357-RA
OG0012194	Dm_00009461-RA	AH005186-RA
OG0012199	Dm_00000271-RA	AH020635-RA
