Orthogroup	D_muscipula.proteins	A_vesiculosa.proteins
OG0010893	Dm_00005158-RA	Av_00001645-RA
OG0010894	Dm_00000744-RA, Dm_00009826-RA	Av_00004485-RA, Av_00023588-RA
OG0010895	Dm_00000647-RA	Av_00014327-RA
OG0010897	Dm_00018048-RA	Av_00009473-RA
OG0010901	Dm_00003604-RA	Av_00005861-RA, Av_00009044-RA
OG0010903	Dm_00001782-RA	Av_00020952-RA, Av_00022513-RA
OG0010908	Dm_00002345-RA	Av_00021505-RA
OG0010909	Dm_00016848-RA	Av_00005150-RA
OG0010910	Dm_00008757-RA	Av_00018192-RA, Av_00000994-RA
OG0010911	Dm_00008640-RA	Av_00023913-RA
OG0010912	Dm_00000646-RA	Av_00018240-RA
OG0010914	Dm_00001019-RA	Av_00017129-RA
OG0010915	Dm_00008274-RA	Av_00014913-RA
OG0010916	Dm_00000903-RA	Av_00005445-RA
OG0010919	Dm_00011710-RA	Av_00002095-RA
OG0010919	Dm_00003300-RA	Av_00014782-RA
OG0010923	Dm_00012344-RA	Av_00002052-RA, Av_00012887-RA
OG0010926	Dm_00011855-RA	Av_00010901-RA, Av_00015231-RA
OG0010927	Dm_00004865-RA	Av_00016858-RA
OG0010928	Dm_00013659-RA	Av_00004405-RA
OG0010930	Dm_00016457-RA	Av_00021153-RA
OG0010931	Dm_00006855-RA	Av_00013487-RA
OG0010932	Dm_00016456-RA	Av_00021152-RA, Av_00024093-RA
OG0010933	Dm_00005191-RA	Av_00017747-RA
OG0010934	Dm_00004916-RA	Av_00001716-RA, Av_00017696-RA
OG0010935	Dm_00003295-RA	Av_00007328-RA
OG0010936	Dm_00010062-RA	Av_00016094-RA
OG0010937	Dm_00000329-RA	Av_00015446-RA
OG0010938	Dm_00020462-RA	Av_00005676-RA, Av_00024386-RA
OG0010939	Dm_00017450-RA	Av_00013198-RA, Av_00018808-RA
OG0010940	Dm_00004614-RA	Av_00021843-RA
OG0010941	Dm_00004138-RA	Av_00020756-RA
OG0010942	Dm_00017288-RA	Av_00019743-RA
OG0010943	Dm_00012325-RA	Av_00019813-RA, Av_00011716-RA
OG0010943	Dm_00013132-RA	Av_00010166-RA
OG0010944	Dm_00017485-RA	Av_00019466-RA
OG0010945	Dm_00002207-RA, Dm_00008784-RA	Av_00014417-RA
OG0010947	Dm_00014564-RA	Av_00003106-RA
OG0010948	Dm_00002304-RA	Av_00007502-RA, Av_00003637-RA
OG0010949	Dm_00007971-RA	Av_00011882-RA
OG0010950	Dm_00004416-RA	Av_00021659-RA
OG0010951	Dm_00007747-RA	Av_00003674-RA
OG0010952	Dm_00000853-RA	Av_00002483-RA
OG0010953	Dm_00005869-RA	Av_00015146-RA
OG0010954	Dm_00000033-RA	Av_00002965-RA
OG0010954	Dm_00001580-RA	Av_00022966-RA
OG0010955	Dm_00016385-RA	Av_00019405-RA
OG0010958	Dm_00014186-RA, Dm_00004732-RA	Av_00002499-RA
OG0010961	Dm_00012778-RA	Av_00011738-RA
OG0010963	Dm_00008401-RA	Av_00008287-RA
OG0010964	Dm_00012070-RA	Av_00012456-RA
OG0010966	Dm_00020046-RA	Av_00020479-RA
OG0010968	Dm_00006040-RA	Av_00019725-RA
OG0010969	Dm_00003021-RA	Av_00023071-RA
OG0010971	Dm_00008237-RA	Av_00005022-RA, Av_00003854-RA
OG0010975	Dm_00007160-RA	Av_00004357-RA
OG0010976	Dm_00012296-RA, Dm_00014562-RA	Av_00024218-RA
OG0010978	Dm_00013738-RA	Av_00001226-RA
OG0010979	Dm_00014511-RA	Av_00002831-RA
OG0010980	Dm_00010529-RA	Av_00016213-RA
OG0010981	Dm_00012468-RA, Dm_00011573-RA	Av_00017549-RA
OG0010986	Dm_00011900-RA	Av_00002820-RA
OG0010988	Dm_00011198-RA	Av_00004949-RA, Av_00003958-RA
OG0010990	Dm_00000810-RA	Av_00002943-RA
OG0010991	Dm_00004117-RA, Dm_00002690-RA	Av_00011555-RA
OG0010992	Dm_00010944-RA	Av_00020552-RA
OG0010996	Dm_00017708-RA, Dm_00013371-RA	Av_00000364-RA
OG0010997	Dm_00011415-RA	Av_00008543-RA, Av_00013114-RA
OG0010998	Dm_00011009-RA	Av_00024390-RA
OG0011000	Dm_00010926-RA	Av_00014751-RA
OG0011001	Dm_00006249-RA	Av_00023902-RA
OG0011002	Dm_00000410-RA	Av_00009957-RA
OG0011003	Dm_00014465-RA	Av_00004934-RA, Av_00003975-RA
OG0011004	Dm_00008238-RA	Av_00005023-RA
OG0011007	Dm_00018577-RA	Av_00023859-RA, Av_00021257-RA
OG0011008	Dm_00016103-RA	Av_00002237-RA
OG0011009	Dm_00015768-RA	Av_00010933-RA
OG0011010	Dm_00009104-RA	Av_00008290-RA
OG0011011	Dm_00007336-RA, Dm_00007803-RA	Av_00016928-RA
OG0011012	Dm_00016428-RA	Av_00003855-RA
OG0011015	Dm_00003848-RA	Av_00014104-RA, Av_00020667-RA
OG0011017	Dm_00019203-RA, Dm_00019707-RA	Av_00001196-RA
OG0011018	Dm_00007895-RA, Dm_00012543-RA	Av_00011723-RA
OG0011020	Dm_00010931-RA	Av_00024527-RA
OG0011022	Dm_00010648-RA	Av_00006188-RA
OG0011023	Dm_00013769-RA	Av_00005943-RA
OG0011024	Dm_00009142-RA	Av_00001187-RA
OG0011025	Dm_00013131-RA	Av_00004751-RA
OG0011027	Dm_00019950-RA	Av_00011979-RA
OG0011028	Dm_00007729-RA	Av_00023391-RA, Av_00013650-RA
OG0011030	Dm_00018596-RA	Av_00002276-RA
OG0011031	Dm_00005584-RA	Av_00005525-RA
OG0011032	Dm_00008909-RA	Av_00006031-RA
OG0011033	Dm_00010844-RA	Av_00008316-RA
OG0011034	Dm_00004467-RA	Av_00011772-RA
OG0011036	Dm_00006028-RA	Av_00006099-RA
OG0011037	Dm_00000838-RA	Av_00000169-RA, Av_00002410-RA, Av_00002415-RA
OG0011038	Dm_00018939-RA	Av_00001390-RA
OG0011039	Dm_00012139-RA	Av_00013003-RA, Av_00007246-RA
OG0011040	Dm_00000417-RA	Av_00015045-RA
OG0011041	Dm_00008497-RA	Av_00020411-RA
OG0011042	Dm_00013449-RA	Av_00016585-RA
OG0011043	Dm_00012065-RA	Av_00012247-RA
OG0011044	Dm_00018980-RA	Av_00011792-RA
OG0011046	Dm_00009945-RA	Av_00004924-RA, Av_00003993-RA
OG0011047	Dm_00019092-RA	Av_00000419-RA
OG0011048	Dm_00003689-RA, Dm_00000945-RA	Av_00000756-RA
OG0011049	Dm_00017093-RA	Av_00004263-RA
OG0011050	Dm_00005717-RA	Av_00021370-RA, Av_00006312-RA
OG0011051	Dm_00015988-RA	Av_00013318-RA
OG0011052	Dm_00007783-RA	Av_00018859-RA
OG0011053	Dm_00018671-RA	Av_00013841-RA, Av_00011174-RA
OG0011055	Dm_00015332-RA	Av_00009771-RA
OG0011056	Dm_00009740-RA	Av_00014223-RA
OG0011057	Dm_00009373-RA, Dm_00014444-RA	Av_00011582-RA
OG0011058	Dm_00020022-RA	Av_00019197-RA
OG0011061	Dm_00005044-RA	Av_00009712-RA
OG0011062	Dm_00010301-RA	Av_00005106-RA
OG0011063	Dm_00008894-RA	Av_00000791-RA
OG0011064	Dm_00000931-RA	Av_00022952-RA, Av_00001471-RA, Av_00001472-RA
OG0011065	Dm_00013613-RA	Av_00000110-RA
OG0011066	Dm_00010925-RA	Av_00014752-RA
OG0011067	Dm_00014456-RA	Av_00001506-RA, Av_00019164-RA
OG0011069	Dm_00018582-RA	Av_00010828-RA
OG0011070	Dm_00014179-RA, Dm_00012173-RA, Dm_00020695-RA	Av_00004275-RA, Av_00004609-RA
OG0011071	Dm_00016261-RA	Av_00018595-RA, Av_00010679-RA
OG0011072	Dm_00008108-RA	Av_00008576-RA, Av_00014613-RA
OG0011074	Dm_00011639-RA	Av_00000395-RA, Av_00001867-RA
OG0011075	Dm_00015079-RA	Av_00011640-RA, Av_00021853-RA
OG0011076	Dm_00014673-RA	Av_00009869-RA
OG0011077	Dm_00000298-RA	Av_00008937-RA
OG0011079	Dm_00015634-RA	Av_00001529-RA
OG0011080	Dm_00006889-RA	Av_00002110-RA
OG0011082	Dm_00003495-RA	Av_00006693-RA, Av_00016146-RA
OG0011083	Dm_00011869-RA	Av_00005195-RA, Av_00002770-RA
OG0011085	Dm_00005331-RA, Dm_00002409-RA, Dm_00002411-RA	Av_00016361-RA
OG0011086	Dm_00006259-RA	Av_00001637-RA
OG0011087	Dm_00019440-RA	Av_00023336-RA
OG0011088	Dm_00018140-RA	Av_00012094-RA
OG0011089	Dm_00003927-RA	Av_00019918-RA
OG0011090	Dm_00018747-RA	Av_00008778-RA, Av_00009775-RA
OG0011091	Dm_00015282-RA	Av_00014507-RA
OG0011092	Dm_00010752-RA	Av_00023051-RA
OG0011094	Dm_00009028-RA	Av_00006576-RA, Av_00016521-RA
OG0011095	Dm_00020946-RA, Dm_00006904-RA	Av_00002759-RA
OG0011097	Dm_00001739-RA	Av_00012288-RA, Av_00004421-RA
OG0011098	Dm_00001737-RA	Av_00012291-RA
OG0011099	Dm_00001692-RA	Av_00011179-RA
OG0011100	Dm_00016627-RA	Av_00022694-RA
OG0011101	Dm_00004893-RA	Av_00006592-RA
OG0011102	Dm_00010410-RA	Av_00010423-RA, Av_00014580-RA
OG0011104	Dm_00000204-RA	Av_00009497-RA
OG0011105	Dm_00008546-RA	Av_00018848-RA, Av_00007207-RA
OG0011107	Dm_00020343-RA	Av_00015003-RA
OG0011113	Dm_00014998-RA	Av_00002878-RA
OG0011114	Dm_00001616-RA	Av_00021047-RA
OG0011115	Dm_00001312-RA	Av_00014293-RA
OG0011116	Dm_00003241-RA	Av_00023745-RA
OG0011118	Dm_00002645-RA	Av_00000298-RA
OG0011119	Dm_00013329-RA	Av_00013732-RA, Av_00001824-RA
OG0011120	Dm_00000442-RA	Av_00009210-RA
OG0011121	Dm_00002077-RA	Av_00009789-RA, Av_00008762-RA
OG0011122	Dm_00001827-RA	Av_00024776-RA
OG0011124	Dm_00004975-RA, Dm_00002062-RA	Av_00008771-RA
OG0011125	Dm_00005314-RA	Av_00010010-RA
OG0011129	Dm_00005082-RA	Av_00015328-RA, Av_00000432-RA
OG0011130	Dm_00009957-RA	Av_00022911-RA
OG0011131	Dm_00020960-RA	Av_00003124-RA
OG0011133	Dm_00005841-RA	Av_00019000-RA
OG0011134	Dm_00010184-RA	Av_00019772-RA
OG0011138	Dm_00020441-RA	Av_00008929-RA
OG0011140	Dm_00009680-RA	Av_00021148-RA
OG0011142	Dm_00009078-RA	Av_00021852-RA
OG0011144	Dm_00002175-RA	Av_00002716-RA
OG0011145	Dm_00008817-RA	Av_00010491-RA
OG0011147	Dm_00014807-RA	Av_00013789-RA, Av_00001759-RA
OG0011149	Dm_00002234-RA	Av_00013397-RA
OG0011150	Dm_00009507-RA, Dm_00014821-RA	Av_00000214-RA
OG0011152	Dm_00002142-RA	Av_00008358-RA, Av_00017978-RA
OG0011155	Dm_00008856-RA	Av_00003306-RA, Av_00016999-RA
OG0011156	Dm_00015410-RA	Av_00024171-RA
OG0011157	Dm_00003808-RA	Av_00016643-RA
OG0011158	Dm_00003273-RA	Av_00007770-RA
OG0011159	Dm_00017864-RA	Av_00012440-RA, Av_00009328-RA
OG0011161	Dm_00014750-RA	Av_00005344-RA, Av_00002658-RA
OG0011162	Dm_00008424-RA	Av_00007666-RA
OG0011163	Dm_00008642-RA	Av_00023658-RA, Av_00016881-RA, Av_00019497-RA
OG0011165	Dm_00003627-RA	Av_00000516-RA, Av_00001800-RA, Av_00013759-RA
OG0011166	Dm_00011204-RA	Av_00021354-RA
OG0011167	Dm_00017824-RA	Av_00012845-RA
OG0011168	Dm_00016110-RA	Av_00015612-RA, Av_00005742-RA, Av_00017299-RA
OG0011169	Dm_00016050-RA, Dm_00019467-RA	Av_00015467-RA
OG0011170	Dm_00012313-RA	Av_00022464-RA
OG0011171	Dm_00005822-RA	Av_00006454-RA, Av_00020739-RA
OG0011172	Dm_00005578-RA	Av_00020626-RA, Av_00022719-RA
OG0011173	Dm_00016537-RA	Av_00005352-RA, Av_00002653-RA
OG0011175	Dm_00001710-RA	Av_00023328-RA, Av_00005404-RA, Av_00002603-RA
OG0011176	Dm_00009982-RA	Av_00020434-RA, Av_00015532-RA
OG0011177	Dm_00017014-RA	Av_00007437-RA, Av_00003738-RA
OG0011178	Dm_00006752-RA	Av_00023342-RA, Av_00024051-RA
OG0011179	Dm_00000949-RA	Av_00014005-RA
OG0011180	Dm_00004867-RA	Av_00007525-RA
OG0011183	Dm_00002772-RA	Av_00003320-RA
OG0011185	Dm_00008897-RA, Dm_00009545-RA	Av_00020794-RA, Av_00019883-RA
OG0011186	Dm_00013858-RA	Av_00022106-RA
OG0011188	Dm_00005282-RA	Av_00017074-RA
OG0011189	Dm_00010564-RA	Av_00019912-RA, Av_00019911-RA
OG0011192	Dm_00005865-RA	Av_00014053-RA
OG0011194	Dm_00010637-RA	Av_00021004-RA, Av_00020175-RA
OG0011195	Dm_00010729-RA	Av_00017835-RA
OG0011196	Dm_00012912-RA	Av_00000509-RA
OG0011197	Dm_00011738-RA	Av_00001710-RA
OG0011198	Dm_00002168-RA	Av_00005258-RA, Av_00002713-RA, Av_00002714-RA
OG0011200	Dm_00018802-RA	Av_00001611-RA
OG0011201	Dm_00004910-RA	Av_00017692-RA
OG0011203	Dm_00006246-RA	Av_00010672-RA
OG0011204	Dm_00008938-RA	Av_00023878-RA
OG0011205	Dm_00017166-RA	Av_00021692-RA
OG0011209	Dm_00008044-RA	Av_00018121-RA
OG0011210	Dm_00000290-RA	Av_00009252-RA, Av_00015024-RA
OG0011212	Dm_00010194-RA	Av_00012827-RA
OG0011213	Dm_00020016-RA	Av_00015487-RA
OG0011214	Dm_00009821-RA	Av_00012437-RA, Av_00009323-RA
OG0011215	Dm_00005338-RA, Dm_00000878-RA	Av_00005440-RA, Av_00003007-RA, Av_00010337-RA
OG0011218	Dm_00008427-RA	Av_00006322-RA
OG0011220	Dm_00000358-RA	Av_00024119-RA
OG0011221	Dm_00006590-RA	Av_00015540-RA
OG0011222	Dm_00002887-RA, Dm_00004681-RA	Av_00012990-RA
OG0011223	Dm_00001944-RA	Av_00002575-RA, Av_00018456-RA
OG0011224	Dm_00013084-RA	Av_00018085-RA
OG0011226	Dm_00018864-RA	Av_00012021-RA
OG0011229	Dm_00002858-RA	Av_00002688-RA
OG0011230	Dm_00002831-RA	Av_00010871-RA, Av_00003323-RA
OG0011231	Dm_00006093-RA	Av_00013945-RA
OG0011232	Dm_00009387-RA	Av_00022056-RA
OG0011238	Dm_00011357-RA	Av_00001350-RA, Av_00016139-RA
OG0011241	Dm_00005200-RA	Av_00007893-RA, Av_00000165-RA
OG0011244	Dm_00005971-RA	Av_00013729-RA
OG0011244	Dm_00016793-RA, Dm_00017134-RA	Av_00021674-RA
OG0011245	Dm_00002671-RA	Av_00003057-RA
OG0011248	Dm_00013273-RA	Av_00014663-RA, Av_00008627-RA
OG0011249	Dm_00006081-RA	Av_00017416-RA, Av_00013940-RA
OG0011250	Dm_00004494-RA	Av_00008098-RA
OG0011252	Dm_00019305-RA	Av_00013216-RA
OG0011254	Dm_00004335-RA	Av_00007343-RA
OG0011256	Dm_00001582-RA	Av_00017997-RA
OG0011257	Dm_00011781-RA	Av_00019565-RA
OG0011258	Dm_00010725-RA	Av_00008966-RA
OG0011258	Dm_00012449-RA	Av_00005972-RA, Av_00005601-RA
OG0011259	Dm_00007396-RA	Av_00017372-RA
OG0011264	Dm_00015108-RA	Av_00000614-RA
OG0011265	Dm_00016349-RA	Av_00007307-RA, Av_00019037-RA
OG0011271	Dm_00005367-RA	Av_00019796-RA
OG0011273	Dm_00004679-RA	Av_00009766-RA
OG0011280	Dm_00016584-RA	Av_00017446-RA
OG0011345	Dm_00009034-RA	Av_00017860-RA
OG0011347	Dm_00001139-RA	Av_00009926-RA
OG0011348	Dm_00011235-RA	Av_00024617-RA
OG0011349	Dm_00003262-RA	Av_00000619-RA, Av_00020649-RA
OG0011350	Dm_00021076-RA	Av_00014159-RA
OG0011352	Dm_00001538-RA	Av_00000729-RA
OG0011353	Dm_00005132-RA	Av_00000744-RA
OG0011355	Dm_00002015-RA, Dm_00007440-RA	Av_00006738-RA, Av_00020574-RA, Av_00022200-RA
OG0011356	Dm_00002205-RA	Av_00016533-RA, Av_00006555-RA
OG0011357	Dm_00000505-RA	Av_00007353-RA, Av_00013302-RA
OG0011359	Dm_00000813-RA	Av_00018020-RA
OG0011360	Dm_00007581-RA	Av_00013516-RA
OG0011362	Dm_00013228-RA	Av_00009625-RA
OG0011363	Dm_00018669-RA	Av_00017880-RA
OG0011364	Dm_00011432-RA	Av_00018355-RA
OG0011366	Dm_00011915-RA	Av_00003841-RA
OG0011370	Dm_00004238-RA	Av_00007881-RA, Av_00000183-RA
OG0011372	Dm_00008283-RA	Av_00002226-RA
OG0011374	Dm_00006888-RA	Av_00022654-RA
OG0011376	Dm_00002791-RA	Av_00016251-RA
OG0011377	Dm_00019881-RA	Av_00007798-RA
OG0011380	Dm_00013491-RA	Av_00003567-RA
OG0011381	Dm_00001127-RA	Av_00003407-RA, Av_00001399-RA
OG0011382	Dm_00011921-RA	Av_00010044-RA
OG0011383	Dm_00010608-RA	Av_00007357-RA, Av_00013305-RA
OG0011385	Dm_00001297-RA	Av_00003530-RA
OG0011387	Dm_00006864-RA	Av_00013689-RA
OG0011388	Dm_00017570-RA	Av_00023401-RA, Av_00008191-RA
OG0011389	Dm_00007878-RA	Av_00003971-RA
OG0011391	Dm_00006290-RA	Av_00024161-RA
OG0011393	Dm_00000740-RA	Av_00011036-RA, Av_00011037-RA, Av_00009833-RA
OG0011394	Dm_00001197-RA	Av_00023249-RA
OG0011395	Dm_00002012-RA	Av_00020294-RA
OG0011397	Dm_00012053-RA	Av_00000621-RA, Av_00020651-RA
OG0011400	Dm_00019482-RA	Av_00021367-RA, Av_00006315-RA
OG0011401	Dm_00007781-RA	Av_00007217-RA
OG0011402	Dm_00018203-RA	Av_00019606-RA
OG0011406	Dm_00005373-RA	Av_00024376-RA, Av_00018082-RA
OG0011407	Dm_00006435-RA	Av_00003447-RA
OG0011408	Dm_00013389-RA	Av_00024750-RA
OG0011409	Dm_00006858-RA	Av_00012586-RA, Av_00002900-RA
OG0011411	Dm_00009525-RA	Av_00021868-RA, Av_00018614-RA
OG0011413	Dm_00002191-RA	Av_00006548-RA
OG0011413	Dm_00010906-RA	Av_00001216-RA
OG0011414	Dm_00001875-RA	Av_00015573-RA
OG0011415	Dm_00006188-RA	Av_00018974-RA
OG0011416	Dm_00011583-RA	Av_00012072-RA
OG0011417	Dm_00005695-RA	Av_00021084-RA
OG0011418	Dm_00015494-RA	Av_00017503-RA
OG0011419	Dm_00003122-RA	Av_00003523-RA
OG0011420	Dm_00007802-RA	Av_00019365-RA, Av_00019366-RA
OG0011421	Dm_00016583-RA	Av_00013442-RA
OG0011424	Dm_00014214-RA, Dm_00008822-RA, Dm_00020361-RA	Av_00006919-RA
OG0011425	Dm_00003458-RA	Av_00012684-RA
OG0011426	Dm_00010780-RA	Av_00019232-RA, Av_00000602-RA
OG0011427	Dm_00012568-RA	Av_00001395-RA
OG0011429	Dm_00011584-RA	Av_00012071-RA
OG0011430	Dm_00009792-RA	Av_00014738-RA
OG0011431	Dm_00005077-RA	Av_00021871-RA, Av_00018619-RA
OG0011433	Dm_00017013-RA	Av_00004787-RA
OG0011435	Dm_00021120-RA	Av_00014265-RA
OG0011436	Dm_00003501-RA	Av_00016143-RA
OG0011437	Dm_00006868-RA	Av_00011891-RA
OG0011438	Dm_00010645-RA	Av_00015854-RA
OG0011439	Dm_00016516-RA	Av_00022711-RA
OG0011441	Dm_00011627-RA	Av_00020554-RA
OG0011441	Dm_00011628-RA	Av_00020553-RA
OG0011442	Dm_00014217-RA	Av_00024550-RA
OG0011443	Dm_00017811-RA	Av_00020837-RA
OG0011444	Dm_00001975-RA	Av_00011810-RA
OG0011445	Dm_00018520-RA	Av_00006754-RA
OG0011449	Dm_00003041-RA	Av_00019118-RA, Av_00016017-RA
OG0011450	Dm_00020263-RA	Av_00002084-RA
OG0011452	Dm_00019730-RA	Av_00011468-RA
OG0011454	Dm_00016441-RA	Av_00008227-RA
OG0011457	Dm_00011591-RA	Av_00017904-RA
OG0011458	Dm_00012686-RA	Av_00014027-RA
OG0011461	Dm_00003254-RA	Av_00009239-RA
OG0011462	Dm_00004675-RA, Dm_00017576-RA	Av_00008786-RA
OG0011463	Dm_00019760-RA	Av_00000430-RA, Av_00015333-RA
OG0011464	Dm_00014608-RA	Av_00000458-RA
OG0011465	Dm_00002353-RA	Av_00019106-RA
OG0011466	Dm_00004899-RA	Av_00011796-RA
OG0011469	Dm_00005196-RA	Av_00024735-RA
OG0011470	Dm_00019704-RA	Av_00008831-RA, Av_00018752-RA
OG0011472	Dm_00011563-RA	Av_00017576-RA
OG0011473	Dm_00010011-RA	Av_00019201-RA
OG0011475	Dm_00016754-RA	Av_00004267-RA
OG0011476	Dm_00019364-RA	Av_00016291-RA
OG0011477	Dm_00002468-RA	Av_00000860-RA
OG0011478	Dm_00009469-RA	Av_00005694-RA
OG0011479	Dm_00016210-RA, Dm_00016033-RA	Av_00008650-RA
OG0011481	Dm_00007921-RA	Av_00007296-RA
OG0011483	Dm_00000386-RA	Av_00000265-RA
OG0011484	Dm_00000158-RA	Av_00007415-RA
OG0011485	Dm_00004257-RA, Dm_00000370-RA	Av_00017982-RA
OG0011486	Dm_00006816-RA	Av_00009655-RA, Av_00002249-RA
OG0011487	Dm_00015673-RA	Av_00004620-RA
OG0011488	Dm_00014361-RA	Av_00008675-RA
OG0011489	Dm_00008448-RA, Dm_00001806-RA	Av_00009613-RA
OG0011491	Dm_00016988-RA	Av_00006281-RA
OG0011493	Dm_00005847-RA	Av_00020966-RA
OG0011496	Dm_00003898-RA, Dm_00003897-RA, Dm_00018912-RA	Av_00014925-RA
OG0011499	Dm_00015704-RA	Av_00004387-RA
OG0011501	Dm_00010263-RA	Av_00014854-RA
OG0011502	Dm_00012426-RA	Av_00015366-RA, Av_00000400-RA
OG0011503	Dm_00012502-RA	Av_00008224-RA
OG0011504	Dm_00001069-RA	Av_00013408-RA
OG0011505	Dm_00000911-RA	Av_00003015-RA
OG0011506	Dm_00007553-RA	Av_00022156-RA, Av_00022767-RA
OG0011507	Dm_00002718-RA	Av_00013977-RA, Av_00003287-RA
OG0011509	Dm_00005651-RA	Av_00007817-RA
OG0011511	Dm_00020375-RA	Av_00010617-RA
OG0011515	Dm_00001532-RA	Av_00023502-RA, Av_00003060-RA
OG0011516	Dm_00005198-RA	Av_00007895-RA
OG0011517	Dm_00014916-RA	Av_00007850-RA
OG0011523	Dm_00007962-RA	Av_00021428-RA
OG0011524	Dm_00017588-RA	Av_00017177-RA
OG0011525	Dm_00005190-RA	Av_00019123-RA
OG0011527	Dm_00012349-RA	Av_00002545-RA
OG0011528	Dm_00016974-RA	Av_00005173-RA
OG0011529	Dm_00011459-RA	Av_00015831-RA, Av_00021432-RA
OG0011530	Dm_00004195-RA	Av_00019092-RA
OG0011534	Dm_00000349-RA	Av_00024126-RA
OG0011535	Dm_00019224-RA	Av_00019831-RA
OG0011537	Dm_00004917-RA	Av_00013852-RA, Av_00011292-RA
OG0011538	Dm_00002049-RA	Av_00014785-RA
OG0011540	Dm_00010169-RA	Av_00018825-RA, Av_00010720-RA
OG0011542	Dm_00007953-RA	Av_00010159-RA
OG0011544	Dm_00007175-RA	Av_00019481-RA, Av_00016687-RA
OG0011546	Dm_00003981-RA	Av_00020891-RA
OG0011547	Dm_00003737-RA	Av_00019681-RA
OG0011548	Dm_00008948-RA	Av_00017057-RA, Av_00017450-RA
OG0011549	Dm_00003609-RA	Av_00005856-RA
OG0011550	Dm_00008291-RA	Av_00021252-RA
OG0011551	Dm_00010593-RA	Av_00010386-RA
OG0011552	Dm_00009637-RA	Av_00006854-RA
OG0011553	Dm_00017372-RA	Av_00004392-RA, Av_00008233-RA
OG0011554	Dm_00001935-RA	Av_00002567-RA, Av_00018461-RA
OG0011556	Dm_00013618-RA, Dm_00016575-RA	Av_00009524-RA, Av_00018909-RA
OG0011557	Dm_00014994-RA	Av_00003032-RA
OG0011558	Dm_00019880-RA	Av_00018500-RA
OG0011559	Dm_00002344-RA	Av_00008004-RA, Av_00006797-RA
OG0011560	Dm_00018127-RA	Av_00003776-RA
OG0011561	Dm_00017011-RA	Av_00010067-RA, Av_00022374-RA
OG0011562	Dm_00017808-RA	Av_00004568-RA
OG0011564	Dm_00010021-RA	Av_00021280-RA
OG0011566	Dm_00009504-RA	Av_00003137-RA
OG0011567	Dm_00000905-RA	Av_00010360-RA
OG0011569	Dm_00019822-RA	Av_00004151-RA
OG0011572	Dm_00012266-RA	Av_00007237-RA
OG0011573	Dm_00005404-RA	Av_00004248-RA, Av_00004635-RA
OG0011575	Dm_00002962-RA	Av_00002087-RA
OG0011576	Dm_00004159-RA	Av_00010086-RA, Av_00018256-RA
OG0011579	Dm_00003081-RA	Av_00020614-RA
OG0011581	Dm_00004075-RA	Av_00014653-RA
OG0011582	Dm_00019992-RA	Av_00009362-RA
OG0011583	Dm_00016334-RA	Av_00005303-RA
OG0011584	Dm_00016926-RA	Av_00017182-RA
OG0011585	Dm_00013838-RA, Dm_00019969-RA	Av_00008646-RA, Av_00014684-RA
OG0011587	Dm_00013077-RA	Av_00007116-RA
OG0011588	Dm_00015321-RA	Av_00024528-RA
OG0011590	Dm_00004596-RA	Av_00010040-RA
OG0011591	Dm_00016653-RA	Av_00018373-RA
OG0011593	Dm_00004110-RA	Av_00022281-RA
OG0011596	Dm_00014678-RA	Av_00000061-RA
OG0011597	Dm_00003861-RA	Av_00000944-RA
OG0011598	Dm_00019982-RA	Av_00019457-RA
OG0011599	Dm_00002042-RA	Av_00020612-RA
OG0011600	Dm_00003717-RA	Av_00020127-RA
OG0011604	Dm_00001824-RA	Av_00001332-RA
OG0011605	Dm_00002961-RA	Av_00002088-RA
OG0011606	Dm_00012354-RA	Av_00023992-RA
OG0011607	Dm_00002041-RA	Av_00014787-RA, Av_00009197-RA
OG0011611	Dm_00014041-RA	Av_00022376-RA
OG0011612	Dm_00011245-RA	Av_00007845-RA, Av_00000208-RA
OG0011613	Dm_00015708-RA	Av_00007447-RA
OG0011615	Dm_00017762-RA	Av_00010464-RA
OG0011617	Dm_00009138-RA	Av_00024217-RA
OG0011618	Dm_00006516-RA	Av_00020471-RA
OG0011619	Dm_00012944-RA	Av_00012853-RA, Av_00012854-RA
OG0011620	Dm_00009944-RA	Av_00003994-RA
OG0011622	Dm_00014708-RA	Av_00019866-RA, Av_00019662-RA
OG0011627	Dm_00007047-RA	Av_00001015-RA, Av_00004487-RA
OG0011629	Dm_00006145-RA	Av_00000196-RA
OG0011630	Dm_00011662-RA	Av_00007821-RA
OG0011632	Dm_00012199-RA	Av_00002159-RA
OG0011633	Dm_00013506-RA	Av_00020730-RA
OG0011636	Dm_00000502-RA	Av_00004717-RA
OG0011638	Dm_00018154-RA	Av_00024612-RA
OG0011639	Dm_00014641-RA	Av_00011380-RA
OG0011640	Dm_00007806-RA	Av_00016429-RA
OG0011642	Dm_00017120-RA	Av_00006158-RA
OG0011643	Dm_00011838-RA	Av_00006208-RA
OG0011644	Dm_00004536-RA	Av_00023130-RA
OG0011646	Dm_00016282-RA	Av_00001924-RA
OG0011649	Dm_00004782-RA	Av_00006135-RA
OG0011653	Dm_00005772-RA	Av_00024832-RA
OG0011654	Dm_00020512-RA	Av_00012647-RA, Av_00002343-RA
OG0011655	Dm_00004269-RA	Av_00008174-RA
OG0011656	Dm_00012604-RA	Av_00024432-RA
