Orthogroup	D_muscipula.proteins	A_coerulea.proteins
OG0010467	Dm_00008442-RA	Aqcoe3G410700.1.p
OG0010468	Dm_00018122-RA	Aqcoe3G415500.1.p
OG0010469	Dm_00008255-RA	Aqcoe3G398800.1.p, Aqcoe3G212700.1.p, Aqcoe3G212700.2.p
OG0010470	Dm_00004756-RA	Aqcoe3G406900.1.p
OG0010471	Dm_00010039-RA	Aqcoe3G124200.1.p, Aqcoe3G286200.1.p
OG0010472	Dm_00012863-RA	Aqcoe3G310100.1.p, Aqcoe3G310100.2.p, Aqcoe3G310100.3.p
OG0010473	Dm_00012113-RA	Aqcoe3G220600.1.p
OG0010474	Dm_00020244-RA	Aqcoe3G398500.2.p, Aqcoe3G398500.1.p
OG0010475	Dm_00003884-RA	Aqcoe3G392800.1.p
OG0010478	Dm_00011899-RA	Aqcoe3G385100.1.p
OG0010480	Dm_00004332-RA	Aqcoe3G234200.1.p
OG0010482	Dm_00006745-RA	Aqcoe3G042500.1.p
OG0010484	Dm_00007791-RA	Aqcoe3G019400.1.p
OG0010485	Dm_00016800-RA	Aqcoe3G326700.1.p
OG0010486	Dm_00011171-RA, Dm_00009041-RA	Aqcoe3G267600.1.p
OG0010487	Dm_00010058-RA	Aqcoe3G443700.1.p
OG0010488	Dm_00012580-RA	Aqcoe3G044900.1.p
OG0010490	Dm_00019608-RA	Aqcoe3G052700.1.p
OG0010491	Dm_00020758-RA	Aqcoe3G407300.1.p
OG0010492	Dm_00007634-RA	Aqcoe3G206800.1.p
OG0010493	Dm_00019907-RA	Aqcoe3G400500.1.p, Aqcoe3G400500.2.p
OG0010494	Dm_00000402-RA	Aqcoe3G172600.1.p
OG0010496	Dm_00012272-RA	Aqcoe3G255600.1.p
OG0010497	Dm_00006170-RA	Aqcoe3G163200.1.p
OG0010498	Dm_00020757-RA	Aqcoe3G406400.1.p
OG0010499	Dm_00015111-RA	Aqcoe3G441100.1.p
OG0010500	Dm_00009369-RA	Aqcoe3G298100.1.p
OG0010501	Dm_00018265-RA	Aqcoe3G326200.1.p
OG0010502	Dm_00008176-RA	Aqcoe3G428800.1.p
OG0010503	Dm_00001657-RA	Aqcoe3G254500.3.p, Aqcoe3G254500.2.p, Aqcoe3G254500.1.p
OG0010504	Dm_00007196-RA	Aqcoe3G236900.1.p
OG0010505	Dm_00007030-RA	Aqcoe3G093300.3.p, Aqcoe3G093300.2.p, Aqcoe3G093300.1.p
OG0010507	Dm_00011326-RA	Aqcoe3G303400.1.p
OG0010510	Dm_00014547-RA	Aqcoe3G384100.2.p, Aqcoe3G384100.1.p
OG0010511	Dm_00001847-RA	Aqcoe3G197000.1.p
OG0010512	Dm_00016379-RA	Aqcoe3G253900.1.p
OG0010513	Dm_00003205-RA	Aqcoe3G016300.1.p
OG0010514	Dm_00019179-RA	Aqcoe3G164100.1.p
OG0010515	Dm_00002179-RA	Aqcoe3G351300.1.p
OG0010516	Dm_00017923-RA, Dm_00009404-RA	Aqcoe3G073100.1.p
OG0010517	Dm_00016347-RA	Aqcoe3G333300.2.p, Aqcoe3G333300.1.p
OG0010518	Dm_00008567-RA	Aqcoe3G047300.2.p, Aqcoe3G047300.1.p
OG0010519	Dm_00014197-RA	Aqcoe3G397000.1.p
OG0010520	Dm_00002949-RA	Aqcoe3G317300.1.p
OG0010521	Dm_00019936-RA	Aqcoe3G046200.1.p
OG0010522	Dm_00007796-RA	Aqcoe3G403600.1.p
OG0010523	Dm_00005146-RA, Dm_00000990-RA	Aqcoe3G271600.1.p
OG0010526	Dm_00010525-RA	Aqcoe3G347000.1.p
OG0010527	Dm_00000250-RA	Aqcoe3G222900.1.p
OG0010528	Dm_00007669-RA	Aqcoe3G191300.1.p
OG0010529	Dm_00006557-RA	Aqcoe3G306000.1.p
OG0010530	Dm_00018248-RA	Aqcoe3G069000.1.p
OG0010532	Dm_00018083-RA	Aqcoe3G059500.1.p
OG0010533	Dm_00002170-RA	Aqcoe3G346400.1.p
OG0010534	Dm_00019899-RA	Aqcoe3G275300.1.p
OG0010535	Dm_00012913-RA	Aqcoe3G375800.1.p
OG0010536	Dm_00001886-RA	Aqcoe3G403800.2.p, Aqcoe3G403800.1.p
OG0010537	Dm_00002828-RA	Aqcoe3G022000.1.p
OG0010538	Dm_00004244-RA	Aqcoe3G382200.1.p
OG0010539	Dm_00017185-RA	Aqcoe3G176200.1.p
OG0010541	Dm_00018755-RA	Aqcoe3G247700.1.p
OG0010542	Dm_00006065-RA	Aqcoe3G062600.2.p, Aqcoe3G062600.1.p
OG0010543	Dm_00015015-RA	Aqcoe3G418800.1.p
OG0010624	Dm_00006258-RA	Aqcoe5G078400.1.p, Aqcoe5G078700.1.p, Aqcoe0189s0003.1.p
OG0010629	Dm_00010861-RA	Aqcoe2G203200.1.p
OG0010630	Dm_00020753-RA	Aqcoe2G304400.2.p, Aqcoe2G304400.1.p
OG0010631	Dm_00016191-RA	Aqcoe2G347500.1.p, Aqcoe5G052900.1.p, Aqcoe5G052900.2.p
OG0010632	Dm_00007211-RA	Aqcoe2G289000.1.p
OG0010634	Dm_00017878-RA	Aqcoe2G358300.1.p
OG0010635	Dm_00013254-RA	Aqcoe2G227600.1.p
OG0010637	Dm_00017416-RA	Aqcoe2G403500.1.p
OG0010638	Dm_00017054-RA	Aqcoe2G238400.1.p
OG0010639	Dm_00020836-RA	Aqcoe2G290400.1.p
OG0010642	Dm_00007506-RA	Aqcoe1G112000.1.p, Aqcoe2G218800.1.p
OG0010644	Dm_00005523-RA	Aqcoe2G234200.1.p
OG0010647	Dm_00017704-RA	Aqcoe2G212000.1.p
OG0010649	Dm_00003503-RA	Aqcoe2G375300.1.p, Aqcoe5G024400.1.p
OG0010652	Dm_00003512-RA	Aqcoe2G087300.2.p, Aqcoe2G087300.1.p
OG0010653	Dm_00010152-RA	Aqcoe2G215400.1.p
OG0010654	Dm_00004268-RA	Aqcoe2G039500.1.p
OG0010655	Dm_00013415-RA	Aqcoe2G023500.1.p
OG0010657	Dm_00015171-RA, Dm_00018910-RA	Aqcoe2G352400.1.p
OG0010658	Dm_00016721-RA	Aqcoe5G070000.1.p, Aqcoe5G070000.3.p, Aqcoe5G070000.4.p, Aqcoe5G070000.2.p, Aqcoe2G319300.2.p, Aqcoe2G319300.1.p
OG0010659	Dm_00008207-RA	Aqcoe2G377200.1.p
OG0010660	Dm_00005993-RA	Aqcoe2G296200.1.p
OG0010663	Dm_00011878-RA	Aqcoe2G307500.1.p
OG0010665	Dm_00013385-RA, Dm_00013384-RA	Aqcoe2G054300.1.p
OG0010666	Dm_00006668-RA	Aqcoe2G054200.1.p
OG0010667	Dm_00002115-RA	Aqcoe5G066700.1.p
OG0010668	Dm_00012515-RA	Aqcoe2G432700.2.p, Aqcoe2G432700.1.p
OG0010669	Dm_00010023-RA	Aqcoe2G416100.1.p, Aqcoe2G416100.2.p
OG0010670	Dm_00007511-RA	Aqcoe2G185100.1.p, Aqcoe1G113700.1.p
OG0010672	Dm_00002575-RA	Aqcoe2G399000.1.p
OG0010673	Dm_00014163-RA, Dm_00003874-RA	Aqcoe1G440900.1.p, Aqcoe2G121100.1.p
OG0010674	Dm_00011023-RA	Aqcoe5G082800.2.p, Aqcoe5G082800.1.p, Aqcoe2G278800.1.p
OG0010677	Dm_00004574-RA	Aqcoe2G117600.2.p, Aqcoe2G117600.1.p
OG0010678	Dm_00015804-RA	Aqcoe7G277100.1.p, Aqcoe7G277100.2.p, Aqcoe2G205300.1.p
OG0010679	Dm_00017207-RA	Aqcoe2G436500.1.p
OG0010680	Dm_00007149-RA	Aqcoe2G286100.2.p, Aqcoe2G286100.1.p
OG0010681	Dm_00005583-RA	Aqcoe2G159800.1.p
OG0010682	Dm_00004316-RA	Aqcoe2G127100.1.p
OG0010683	Dm_00006523-RA	Aqcoe2G330700.1.p, Aqcoe2G330300.1.p
OG0010684	Dm_00020677-RA	Aqcoe2G262900.1.p
OG0010686	Dm_00003724-RA	Aqcoe2G111300.1.p
OG0010687	Dm_00001204-RA	Aqcoe2G309800.3.p, Aqcoe2G309800.2.p, Aqcoe2G309800.1.p, Aqcoe2G309800.4.p
OG0010690	Dm_00016117-RA	Aqcoe2G264200.1.p
OG0010691	Dm_00004353-RA	Aqcoe2G357300.1.p, Aqcoe2G357300.2.p
OG0010692	Dm_00017151-RA	Aqcoe2G385400.1.p
OG0010693	Dm_00002290-RA	Aqcoe1G246200.1.p, Aqcoe2G366000.1.p
OG0010694	Dm_00013213-RA	Aqcoe2G381400.1.p
OG0010695	Dm_00001546-RA	Aqcoe2G401400.1.p, Aqcoe2G401400.2.p
OG0010696	Dm_00020305-RA	Aqcoe2G332800.1.p
OG0010697	Dm_00005725-RA	Aqcoe2G003300.1.p
OG0010701	Dm_00011250-RA	Aqcoe1G038000.1.p, Aqcoe6G210000.1.p, Aqcoe2G416000.1.p, Aqcoe2G411300.1.p
OG0010703	Dm_00020407-RA	Aqcoe2G108900.1.p
OG0010704	Dm_00002582-RA	Aqcoe2G343200.2.p, Aqcoe2G343200.1.p
OG0010706	Dm_00002561-RA	Aqcoe2G179700.1.p
OG0010707	Dm_00001534-RA	Aqcoe2G404900.1.p
OG0010708	Dm_00004453-RA	Aqcoe2G279900.1.p
OG0010709	Dm_00015824-RA	Aqcoe2G270800.1.p
OG0010710	Dm_00006706-RA	Aqcoe2G391600.1.p
OG0010711	Dm_00016363-RA	Aqcoe2G300100.2.p, Aqcoe2G300100.1.p
OG0010712	Dm_00000634-RA	Aqcoe2G110900.1.p
OG0010713	Dm_00021031-RA	Aqcoe2G289900.1.p, Aqcoe2G289900.2.p
OG0010714	Dm_00011935-RA	Aqcoe2G223100.1.p
OG0010716	Dm_00001539-RA	Aqcoe2G405700.1.p
OG0010718	Dm_00014484-RA	Aqcoe2G074100.1.p
OG0010719	Dm_00000809-RA	Aqcoe2G119300.1.p
OG0010720	Dm_00005500-RA	Aqcoe2G308900.1.p
OG0010721	Dm_00014844-RA	Aqcoe2G267500.1.p
OG0010722	Dm_00003593-RA, Dm_00001404-RA	Aqcoe6G165300.1.p, Aqcoe2G158500.1.p, Aqcoe1G436800.1.p
OG0010723	Dm_00004484-RA	Aqcoe2G055500.3.p, Aqcoe2G055500.2.p, Aqcoe2G055500.1.p
OG0010724	Dm_00020548-RA	Aqcoe5G058500.2.p, Aqcoe5G058500.1.p, Aqcoe2G340400.1.p
OG0010727	Dm_00015397-RA	Aqcoe6G223500.1.p
OG0010728	Dm_00013907-RA	Aqcoe6G227600.1.p
OG0010729	Dm_00016176-RA, Dm_00016177-RA	Aqcoe6G080100.1.p
OG0010730	Dm_00007938-RA	Aqcoe6G130200.2.p, Aqcoe6G130200.1.p
OG0010731	Dm_00001868-RA	Aqcoe6G024500.1.p, Aqcoe6G024500.2.p
OG0010733	Dm_00016421-RA	Aqcoe6G239700.1.p
OG0010735	Dm_00004657-RA, Dm_00008873-RA	Aqcoe6G095600.1.p
OG0010736	Dm_00002498-RA	Aqcoe6G158500.1.p
OG0010739	Dm_00004349-RA	Aqcoe6G122900.1.p, Aqcoe6G122900.2.p
OG0010741	Dm_00014084-RA	Aqcoe6G242500.1.p
OG0010742	Dm_00008321-RA	Aqcoe6G122400.1.p
OG0010743	Dm_00004965-RA	Aqcoe6G175800.1.p
OG0010744	Dm_00019192-RA	Aqcoe6G143200.1.p, Aqcoe6G143200.2.p
OG0010745	Dm_00003687-RA	Aqcoe6G257400.1.p
OG0010746	Dm_00006837-RA	Aqcoe6G254200.1.p
OG0010747	Dm_00014847-RA	Aqcoe6G235600.2.p, Aqcoe6G235600.1.p
OG0010749	Dm_00021084-RA	Aqcoe6G051300.1.p
OG0010750	Dm_00007786-RA	Aqcoe6G132300.2.p, Aqcoe6G132300.1.p
OG0010751	Dm_00019839-RA	Aqcoe6G255200.1.p
OG0010754	Dm_00017567-RA	Aqcoe6G246600.1.p
OG0010755	Dm_00014805-RA	Aqcoe6G015800.1.p
OG0010757	Dm_00005320-RA	Aqcoe6G304000.2.p, Aqcoe6G304000.1.p, Aqcoe6G304000.3.p
OG0010758	Dm_00011003-RA	Aqcoe6G033600.1.p
OG0010759	Dm_00006660-RA	Aqcoe6G200100.1.p
OG0010760	Dm_00020427-RA	Aqcoe6G195700.1.p
OG0010761	Dm_00010849-RA	Aqcoe6G119500.2.p, Aqcoe6G119500.1.p
OG0010762	Dm_00000133-RA, Dm_00001250-RA	Aqcoe6G232500.1.p
OG0010763	Dm_00016852-RA	Aqcoe6G131800.1.p
OG0010764	Dm_00014137-RA	Aqcoe6G321000.1.p
OG0010765	Dm_00007693-RA	Aqcoe6G053600.1.p
OG0010767	Dm_00005493-RA	Aqcoe6G027600.2.p, Aqcoe6G027600.1.p
OG0010768	Dm_00003401-RA, Dm_00001652-RA	Aqcoe6G137000.2.p, Aqcoe6G137000.1.p
OG0010769	Dm_00016279-RA	Aqcoe6G150700.1.p, Aqcoe5G070600.1.p, Aqcoe6G032800.1.p
OG0010770	Dm_00008218-RA	Aqcoe6G084300.1.p
OG0010772	Dm_00009581-RA	Aqcoe6G021400.1.p
OG0010773	Dm_00011982-RA	Aqcoe6G167800.1.p
OG0010775	Dm_00015513-RA	Aqcoe6G007900.1.p
OG0010776	Dm_00002519-RA	Aqcoe6G035400.1.p
OG0010777	Dm_00009047-RA	Aqcoe6G257000.1.p, Aqcoe6G257000.3.p, Aqcoe6G257000.4.p, Aqcoe6G257000.2.p
OG0010778	Dm_00001659-RA, Dm_00002379-RA	Aqcoe6G132700.1.p
OG0010780	Dm_00003464-RA	Aqcoe6G086300.1.p
OG0010781	Dm_00019480-RA	Aqcoe6G041300.1.p
OG0010782	Dm_00002363-RA	Aqcoe6G277600.1.p, Aqcoe6G277600.2.p
OG0010785	Dm_00010628-RA	Aqcoe6G167100.1.p, Aqcoe4G008500.1.p
OG0010786	Dm_00015515-RA	Aqcoe6G014000.1.p
OG0010787	Dm_00004686-RA	Aqcoe6G137200.1.p
OG0010790	Dm_00001503-RA	Aqcoe4G301900.1.p
OG0010794	Dm_00007749-RA	Aqcoe4G271200.1.p
OG0010795	Dm_00014325-RA	Aqcoe4G292700.1.p
OG0010796	Dm_00017592-RA	Aqcoe4G059600.1.p
OG0010798	Dm_00008584-RA	Aqcoe4G295700.1.p
OG0010799	Dm_00012104-RA	Aqcoe4G184700.1.p
OG0010800	Dm_00001313-RA	Aqcoe4G004700.1.p, Aqcoe4G004700.2.p
OG0010801	Dm_00010490-RA	Aqcoe4G199100.1.p, Aqcoe0095s0001.1.p, Aqcoe1G161900.1.p
OG0010802	Dm_00005413-RA	Aqcoe4G083500.1.p, Aqcoe4G260300.1.p
OG0010803	Dm_00011493-RA, Dm_00009725-RA	Aqcoe0159s0001.1.p, Aqcoe4G164900.1.p, Aqcoe7G218400.1.p, Aqcoe7G301200.1.p, Aqcoe3G151600.1.p
OG0010804	Dm_00018876-RA	Aqcoe4G002800.1.p
OG0010805	Dm_00011381-RA, Dm_00010192-RA	Aqcoe4G212500.1.p
OG0010806	Dm_00018497-RA	Aqcoe7G098900.1.p, Aqcoe7G098900.2.p, Aqcoe4G123500.1.p
OG0010809	Dm_00006371-RA, Dm_00000495-RA	Aqcoe4G014000.1.p
OG0010810	Dm_00010142-RA	Aqcoe4G304300.2.p, Aqcoe4G304300.3.p, Aqcoe4G304300.1.p
OG0010811	Dm_00005251-RA	Aqcoe4G263300.1.p
OG0010813	Dm_00017311-RA	Aqcoe4G068800.1.p
OG0010814	Dm_00005341-RA	Aqcoe4G224700.1.p
OG0010815	Dm_00019568-RA	Aqcoe4G313200.1.p
OG0010816	Dm_00006696-RA	Aqcoe7G080600.1.p
OG0010817	Dm_00006143-RA	Aqcoe7G013900.1.p
OG0010818	Dm_00004726-RA	Aqcoe7G179600.1.p
OG0010821	Dm_00001048-RA	Aqcoe7G200600.1.p, Aqcoe7G200600.2.p
OG0010822	Dm_00016850-RA	Aqcoe7G019900.1.p
OG0010823	Dm_00000099-RA	Aqcoe7G212000.1.p, Aqcoe7G212000.4.p, Aqcoe7G212000.3.p, Aqcoe7G212000.2.p
OG0010824	Dm_00020835-RA, Dm_00017212-RA	Aqcoe7G214000.1.p
OG0010826	Dm_00020657-RA	Aqcoe5G421500.1.p, Aqcoe7G313500.1.p
OG0010829	Dm_00003313-RA	Aqcoe7G034000.1.p
OG0010831	Dm_00014115-RA	Aqcoe7G429800.1.p
OG0010832	Dm_00014858-RA	Aqcoe7G094900.1.p
OG0010833	Dm_00007948-RA	Aqcoe7G211200.1.p
OG0010834	Dm_00015740-RA	Aqcoe7G294000.1.p
OG0010836	Dm_00006263-RA	Aqcoe7G021000.1.p
OG0010837	Dm_00011047-RA	Aqcoe7G073000.1.p
OG0010838	Dm_00007016-RA	Aqcoe7G347500.1.p
OG0010839	Dm_00004500-RA	Aqcoe7G086100.1.p
OG0010840	Dm_00005492-RA	Aqcoe7G047800.1.p
OG0010841	Dm_00009940-RA	Aqcoe7G369500.2.p, Aqcoe7G369500.1.p
OG0010844	Dm_00020651-RA	Aqcoe7G431200.1.p
OG0010845	Dm_00016165-RA	Aqcoe7G213400.1.p, Aqcoe7G213400.2.p, Aqcoe7G213400.3.p
OG0010846	Dm_00003599-RA	Aqcoe7G278700.1.p
OG0010847	Dm_00009562-RA	Aqcoe7G179500.2.p, Aqcoe7G179500.1.p
OG0010848	Dm_00012900-RA	Aqcoe7G055400.1.p
OG0010849	Dm_00016794-RA	Aqcoe5G424600.1.p, Aqcoe7G045500.1.p
OG0010850	Dm_00000798-RA	Aqcoe7G065200.1.p, Aqcoe7G065200.2.p
OG0010851	Dm_00003603-RA	Aqcoe7G274700.1.p
OG0010852	Dm_00017730-RA	Aqcoe7G055300.1.p
OG0010853	Dm_00020077-RA	Aqcoe7G146800.1.p
OG0010854	Dm_00010347-RA	Aqcoe7G057100.1.p
OG0010855	Dm_00008293-RA	Aqcoe7G097800.1.p
OG0010858	Dm_00006400-RA	Aqcoe7G088700.1.p
OG0010859	Dm_00003600-RA, Dm_00000090-RA	Aqcoe7G391600.1.p
OG0010860	Dm_00012107-RA	Aqcoe7G054700.1.p
OG0010861	Dm_00008881-RA	Aqcoe7G175200.1.p
OG0010863	Dm_00004369-RA	Aqcoe7G075600.1.p
OG0010864	Dm_00015692-RA	Aqcoe7G159400.1.p
OG0010865	Dm_00008322-RA	Aqcoe7G425900.1.p
OG0010866	Dm_00016415-RA	Aqcoe7G015300.1.p
OG0010867	Dm_00004432-RA	Aqcoe7G334900.1.p
OG0010868	Dm_00014191-RA	Aqcoe7G050800.1.p
OG0010870	Dm_00000111-RA	Aqcoe7G196000.1.p, Aqcoe7G196000.2.p
OG0010872	Dm_00005119-RA	Aqcoe7G106600.2.p, Aqcoe7G106600.1.p
OG0010873	Dm_00001064-RA	Aqcoe7G279900.1.p
OG0010874	Dm_00011962-RA	Aqcoe7G090000.2.p, Aqcoe7G090000.1.p
OG0010875	Dm_00018804-RA	Aqcoe7G038700.1.p, Aqcoe5G422700.1.p
OG0010876	Dm_00001056-RA	Aqcoe7G207600.1.p
OG0010877	Dm_00007128-RA	Aqcoe7G084900.1.p
OG0010878	Dm_00013941-RA	Aqcoe7G343000.1.p, Aqcoe7G343000.2.p
OG0010879	Dm_00018056-RA	Aqcoe7G399100.1.p
OG0010880	Dm_00020815-RA	Aqcoe7G096600.3.p, Aqcoe7G096600.1.p, Aqcoe7G096600.2.p
OG0010881	Dm_00008212-RA	Aqcoe3G283600.1.p, Aqcoe7G156500.1.p
OG0010882	Dm_00011991-RA	Aqcoe7G287500.1.p, Aqcoe7G287500.3.p, Aqcoe7G287500.2.p
OG0010883	Dm_00002074-RA	Aqcoe7G430500.1.p
OG0010884	Dm_00007833-RA	Aqcoe7G060500.1.p
OG0010885	Dm_00011132-RA	Aqcoe7G385300.1.p
OG0010887	Dm_00004245-RA	Aqcoe7G441900.2.p, Aqcoe7G441900.1.p
OG0010889	Dm_00005215-RA	Aqcoe7G412600.1.p
OG0010890	Dm_00013379-RA	Aqcoe7G095000.1.p
OG0010892	Dm_00000190-RA	Aqcoe7G000300.1.p
OG0010893	Dm_00005158-RA	Aqcoe7G022000.1.p, Aqcoe7G022000.2.p
OG0010894	Dm_00000744-RA, Dm_00009826-RA	Aqcoe7G319000.1.p, Aqcoe7G319000.2.p
OG0010895	Dm_00000647-RA	Aqcoe7G170500.1.p, Aqcoe7G170500.2.p
OG0010896	Dm_00002921-RA	Aqcoe7G264500.1.p
OG0010897	Dm_00018048-RA	Aqcoe7G004800.1.p
OG0010899	Dm_00020579-RA	Aqcoe7G179300.1.p
OG0010900	Dm_00005845-RA	Aqcoe7G097200.1.p
OG0010901	Dm_00003604-RA	Aqcoe7G390900.1.p
OG0010903	Dm_00001782-RA	Aqcoe1G456100.1.p, Aqcoe1G455800.1.p, Aqcoe7G201000.1.p
OG0010908	Dm_00002345-RA	Aqcoe7G158600.1.p, Aqcoe7G158600.2.p
OG0010909	Dm_00016848-RA	Aqcoe7G342800.1.p
OG0010910	Dm_00002081-RA, Dm_00008757-RA	Aqcoe7G433000.1.p
OG0010911	Dm_00008640-RA	Aqcoe7G208000.2.p, Aqcoe7G208000.1.p
OG0010912	Dm_00000646-RA	Aqcoe7G171100.1.p
OG0010914	Dm_00001019-RA	Aqcoe7G442500.3.p, Aqcoe7G442500.1.p, Aqcoe7G442500.2.p
OG0010915	Dm_00008274-RA	Aqcoe7G087000.1.p
OG0010916	Dm_00000903-RA	Aqcoe7G082500.1.p, Aqcoe7G082500.2.p
OG0010919	Dm_00011710-RA, Dm_00003300-RA	Aqcoe7G029100.1.p
OG0010922	Dm_00019129-RA	Aqcoe7G189500.1.p
OG0010923	Dm_00012344-RA	Aqcoe7G079400.1.p
OG0010926	Dm_00011855-RA	Aqcoe7G051700.1.p
OG0010927	Dm_00004865-RA	Aqcoe7G260700.1.p
OG0010928	Dm_00013659-RA	Aqcoe7G294400.1.p, Aqcoe3G433400.2.p, Aqcoe3G433400.1.p
OG0010930	Dm_00016457-RA	Aqcoe1G063500.1.p, Aqcoe1G063500.2.p, Aqcoe1G063500.3.p
OG0010931	Dm_00006855-RA	Aqcoe1G125700.1.p
OG0010932	Dm_00016456-RA	Aqcoe1G172500.1.p
OG0010933	Dm_00005191-RA	Aqcoe1G343400.1.p
OG0010934	Dm_00004916-RA	Aqcoe1G178800.1.p
OG0010935	Dm_00003295-RA	Aqcoe1G079400.1.p
OG0010936	Dm_00010062-RA	Aqcoe1G209300.4.p, Aqcoe1G209300.3.p, Aqcoe1G209300.1.p, Aqcoe1G209300.2.p
OG0010937	Dm_00000329-RA	Aqcoe1G187900.1.p
OG0010938	Dm_00020462-RA	Aqcoe3G286000.1.p, Aqcoe1G151800.1.p, Aqcoe1G147900.1.p
OG0010939	Dm_00017450-RA	Aqcoe1G004500.1.p, Aqcoe1G004500.2.p
OG0010940	Dm_00004614-RA	Aqcoe1G167300.1.p
OG0010941	Dm_00004138-RA	Aqcoe1G150800.1.p
OG0010942	Dm_00017288-RA	Aqcoe1G220500.1.p
OG0010943	Dm_00012325-RA, Dm_00013132-RA	Aqcoe1G384300.1.p
OG0010944	Dm_00017485-RA	Aqcoe1G214000.1.p
OG0010945	Dm_00002207-RA, Dm_00008784-RA	Aqcoe1G049500.1.p
OG0010946	Dm_00005547-RA	Aqcoe1G420000.1.p
OG0010947	Dm_00014564-RA	Aqcoe1G333000.2.p, Aqcoe1G333000.1.p
OG0010948	Dm_00002304-RA	Aqcoe1G225100.1.p
OG0010949	Dm_00007971-RA	Aqcoe1G007800.1.p
OG0010950	Dm_00004416-RA	Aqcoe1G243400.1.p
OG0010951	Dm_00007747-RA	Aqcoe1G369400.1.p, Aqcoe1G369600.1.p
OG0010952	Dm_00000853-RA	Aqcoe1G277500.1.p
OG0010953	Dm_00005869-RA	Aqcoe1G009300.1.p
OG0010954	Dm_00000033-RA, Dm_00001580-RA	Aqcoe1G400200.1.p
OG0010955	Dm_00016385-RA	Aqcoe1G163500.1.p, Aqcoe1G163500.2.p
OG0010956	Dm_00003836-RA	Aqcoe1G096700.1.p
OG0010957	Dm_00005587-RA	Aqcoe1G228200.2.p, Aqcoe1G228200.1.p, Aqcoe1G228200.3.p
OG0010958	Dm_00014186-RA, Dm_00004732-RA	Aqcoe1G345900.1.p
OG0010961	Dm_00012778-RA	Aqcoe1G493700.1.p
OG0010963	Dm_00008401-RA	Aqcoe1G170700.1.p
OG0010964	Dm_00012070-RA	Aqcoe1G089100.1.p
OG0010966	Dm_00020046-RA	Aqcoe1G401400.2.p, Aqcoe1G401400.1.p
OG0010967	Dm_00018877-RA	Aqcoe1G068700.2.p, Aqcoe1G068700.1.p, Aqcoe1G068700.3.p
OG0010968	Dm_00006040-RA	Aqcoe1G278700.1.p
OG0010969	Dm_00003021-RA	Aqcoe1G394900.1.p
OG0010971	Dm_00008237-RA	Aqcoe1G408600.1.p, Aqcoe3G265100.1.p
OG0010975	Dm_00007160-RA	Aqcoe1G131800.1.p
OG0010976	Dm_00012296-RA, Dm_00014562-RA	Aqcoe1G087300.1.p
OG0010978	Dm_00013738-RA	Aqcoe1G005400.1.p
OG0010979	Dm_00014511-RA	Aqcoe1G108500.1.p
OG0010980	Dm_00010529-RA	Aqcoe1G009100.1.p
OG0010981	Dm_00012468-RA, Dm_00011573-RA	Aqcoe1G071200.1.p
OG0010986	Dm_00011900-RA	Aqcoe1G415300.1.p
OG0010988	Dm_00011198-RA	Aqcoe1G037500.1.p
OG0010989	Dm_00001498-RA	Aqcoe1G382100.1.p, Aqcoe1G382100.3.p, Aqcoe1G382100.2.p, Aqcoe1G382100.4.p
OG0010990	Dm_00000810-RA	Aqcoe1G439300.1.p
OG0010991	Dm_00004117-RA, Dm_00002690-RA	Aqcoe1G390100.1.p
OG0010992	Dm_00010944-RA	Aqcoe1G106000.1.p
OG0010996	Dm_00017708-RA, Dm_00013371-RA, Dm_00007764-RA	Aqcoe1G025000.1.p
OG0010997	Dm_00011415-RA	Aqcoe1G308600.1.p
OG0010998	Dm_00011009-RA	Aqcoe1G495800.1.p
OG0011000	Dm_00010926-RA	Aqcoe1G154300.1.p
OG0011001	Dm_00006249-RA	Aqcoe1G208200.1.p
OG0011002	Dm_00000410-RA	Aqcoe1G008000.2.p, Aqcoe1G008000.1.p
OG0011003	Dm_00014465-RA	Aqcoe1G019700.1.p
OG0011004	Dm_00008238-RA	Aqcoe1G408500.1.p
OG0011005	Dm_00012526-RA	Aqcoe1G019900.1.p
OG0011007	Dm_00018577-RA	Aqcoe1G159500.1.p
OG0011008	Dm_00016103-RA	Aqcoe1G091600.1.p
OG0011009	Dm_00015768-RA	Aqcoe1G042000.2.p, Aqcoe1G042000.1.p
OG0011010	Dm_00009104-RA	Aqcoe1G167900.1.p
OG0011011	Dm_00007336-RA, Dm_00007803-RA	Aqcoe1G144100.1.p
OG0011012	Dm_00016428-RA	Aqcoe1G409800.1.p
OG0011013	Dm_00009950-RA	Aqcoe1G391300.1.p
OG0011014	Dm_00001386-RA	Aqcoe1G444800.1.p
OG0011015	Dm_00003848-RA	Aqcoe1G256600.1.p, Aqcoe1G256600.2.p
OG0011017	Dm_00019203-RA, Dm_00019707-RA	Aqcoe1G492300.1.p
OG0011018	Dm_00007895-RA, Dm_00012543-RA	Aqcoe1G122200.1.p
OG0011020	Dm_00010931-RA	Aqcoe1G485600.1.p
OG0011022	Dm_00010648-RA	Aqcoe1G244800.3.p, Aqcoe1G244800.1.p, Aqcoe1G244800.2.p
OG0011023	Dm_00013769-RA	Aqcoe1G356800.1.p
OG0011024	Dm_00009142-RA	Aqcoe1G050700.2.p, Aqcoe1G050700.1.p
OG0011025	Dm_00013131-RA	Aqcoe1G387400.1.p
OG0011027	Dm_00019950-RA	Aqcoe1G411400.1.p
