Orthogroup	A_thaliana.proteins	L_sativa.proteins
OG0007695	AT2G44420.2, AT2G44420.1, AT2G44420.3	Lsat_1_v5_gn_1_110081.3
OG0007696	AT3G22200.1, AT3G22200.2	Lsat_1_v5_gn_2_64281.1, Lsat_1_v5_gn_8_37700.1
OG0007697	AT3G57480.2, AT3G57480.1, AT2G41835.1	Lsat_1_v5_gn_9_28700.1, Lsat_1_v5_gn_9_28700.3
OG0007698	AT2G01350.1, AT2G01350.3, AT2G01350.4, AT2G01350.2	Lsat_1_v5_gn_3_54641.3, Lsat_1_v5_gn_3_54641.1
OG0007699	AT5G54270.1	Lsat_1_v5_gn_7_106541.1, Lsat_1_v5_gn_7_106541.2, Lsat_1_v5_gn_5_6741.1
OG0007700	AT5G22040.3, AT5G22040.1, AT5G22040.2	Lsat_1_v5_gn_2_106300.3, Lsat_1_v5_gn_2_106300.1
OG0007701	AT3G11840.1	Lsat_1_v5_gn_8_35861.1
OG0007702	AT5G04710.1	Lsat_1_v5_gn_2_104640.3, Lsat_1_v5_gn_2_104640.1
OG0007703	AT3G51840.1	Lsat_1_v5_gn_8_101681.1, Lsat_1_v5_gn_8_101681.3
OG0007704	AT5G03345.1, AT5G03345.2	Lsat_1_v5_gn_6_25181.1
OG0007705	AT2G36895.1, AT2G36895.2, AT2G36895.3	Lsat_1_v5_gn_1_51681.3, Lsat_1_v5_gn_1_51681.1
OG0007707	AT5G44930.1, AT5G44930.2, AT5G44930.3, AT2G35100.1	Lsat_1_v5_gn_3_106840.1, Lsat_1_v5_gn_8_118060.1
OG0007708	AT3G07700.2, AT3G07700.3, AT3G07700.1, AT3G07700.4	Lsat_1_v5_gn_7_96461.1
OG0007709	AT4G31200.2, AT4G31200.3, AT4G31200.1	Lsat_1_v5_gn_4_32681.1
OG0007710	AT5G54570.1, AT5G54570.3, AT5G54570.2	Lsat_1_v5_gn_7_107800.2, Lsat_1_v5_gn_7_107800.1
OG0007711	AT4G20980.4, AT4G20980.3, AT4G20980.1, AT4G20980.2, AT5G44320.1	Lsat_1_v5_gn_1_126340.1, Lsat_1_v5_gn_1_126340.2
OG0007712	AT3G13330.1	Lsat_1_v5_gn_9_89621.1, Lsat_1_v5_gn_9_89621.3, Lsat_1_v5_gn_9_89621.2
OG0007713	AT1G12410.1	Lsat_1_v5_gn_3_3401.1
OG0007714	AT2G31300.2, AT2G30910.1, AT2G30910.3, AT2G30910.2, AT2G31300.1	Lsat_1_v5_gn_4_52360.3, Lsat_1_v5_gn_4_52360.1
OG0007715	AT5G56180.2, AT5G56180.1	Lsat_1_v5_gn_7_115441.2, Lsat_1_v5_gn_7_115441.3, Lsat_1_v5_gn_7_115441.1, Lsat_1_v5_gn_9_88501.1, Lsat_1_v5_gn_5_540.1
OG0007716	AT5G05200.1	Lsat_1_v5_gn_2_126721.1, Lsat_1_v5_gn_2_126721.2
OG0007717	AT1G29680.1	Lsat_1_v5_gn_1_112740.1, Lsat_1_v5_gn_7_26941.1
OG0007718	AT5G54890.1	Lsat_1_v5_gn_7_7020.2, Lsat_1_v5_gn_7_7020.1, Lsat_1_v5_gn_8_86560.1
OG0007719	AT1G29880.1	Lsat_1_v5_gn_8_125820.1
OG0007720	AT3G58730.1	Lsat_1_v5_gn_1_65961.1, Lsat_1_v5_gn_3_51340.1
OG0007721	AT4G12750.1	Lsat_1_v5_gn_2_107580.1, Lsat_1_v5_gn_2_107580.3
OG0007722	AT2G42650.1, AT3G58660.1, AT1G06380.1	Lsat_1_v5_gn_8_87681.1
OG0007723	AT1G60995.1	Lsat_1_v5_gn_5_71601.1, Lsat_1_v5_gn_5_81581.1
OG0007725	AT3G55950.1	Lsat_1_v5_gn_8_12020.1, Lsat_1_v5_gn_2_123461.1
OG0007726	AT5G02220.1	Lsat_1_v5_gn_5_169301.1, Lsat_1_v5_gn_9_31541.1, Lsat_1_v5_gn_2_118420.1, Lsat_1_v5_gn_8_15240.1
OG0007727	AT5G22090.1, AT5G22090.2	Lsat_1_v5_gn_2_35160.1
OG0007728	AT3G12400.3, AT3G12400.2, AT3G12400.1, AT5G13860.1	Lsat_1_v5_gn_7_12560.1
OG0007729	AT1G01210.1, AT1G01210.3, AT1G01210.2, AT4G07950.1	Lsat_1_v5_gn_4_30800.1, Lsat_1_v5_gn_7_7741.3, Lsat_1_v5_gn_7_7741.1, Lsat_1_v5_gn_6_81300.1, Lsat_1_v5_gn_6_63820.1, Lsat_1_v5_gn_7_55300.1
OG0007730	AT4G18810.1, AT4G18810.2	Lsat_1_v5_gn_1_110100.3, Lsat_1_v5_gn_1_110100.1
OG0007731	AT3G08650.1, AT3G08650.2	Lsat_1_v5_gn_1_105840.1, Lsat_1_v5_gn_1_105840.3
OG0007732	AT3G57280.1	Lsat_1_v5_gn_5_161180.1
OG0007733	AT4G04220.1	Lsat_1_v5_gn_6_55581.1, Lsat_1_v5_gn_6_55380.3, Lsat_1_v5_gn_6_55380.1, Lsat_1_v5_gn_6_53540.1, Lsat_1_v5_gn_6_55460.1, Lsat_1_v5_gn_1_25861.1
OG0007734	AT2G39940.1	Lsat_1_v5_gn_8_12401.1, Lsat_1_v5_gn_9_61461.1, Lsat_1_v5_gn_2_122000.1
OG0007736	AT5G06570.1, AT5G06570.2, AT5G06570.4, AT5G06570.3	Lsat_1_v5_gn_6_34321.1
OG0007737	AT3G01790.1, AT3G01790.2	Lsat_1_v5_gn_4_185480.1
OG0007738	AT1G26840.1	Lsat_1_v5_gn_8_52860.1, Lsat_1_v5_gn_8_52860.3
OG0007739	AT3G49560.1, AT5G24650.1	Lsat_1_v5_gn_2_3400.1, Lsat_1_v5_gn_2_135421.1, Lsat_1_v5_gn_2_135421.3, Lsat_1_v5_gn_0_9661.1, Lsat_1_v5_gn_0_9661.2
OG0007740	AT1G21350.2, AT1G21350.3, AT1G21350.5, AT1G21350.4, AT1G21350.1	Lsat_1_v5_gn_9_77661.1
OG0007741	AT3G24650.1	Lsat_1_v5_gn_9_12961.1, Lsat_1_v5_gn_9_12961.2
OG0007742	AT4G30990.3, AT4G30990.2, AT4G30990.1	Lsat_1_v5_gn_6_59340.1, Lsat_1_v5_gn_6_59340.3
OG0007743	AT5G03050.2, AT5G03050.1	Lsat_1_v5_gn_2_108401.1
OG0007744	AT3G49590.3, AT3G49590.2, AT3G49590.1	Lsat_1_v5_gn_2_136800.1
OG0007745	AT3G05210.1, AT3G05210.2	Lsat_1_v5_gn_2_67520.1
OG0007746	AT5G42920.1, AT5G42920.2	Lsat_1_v5_gn_1_21181.2, Lsat_1_v5_gn_1_21181.1
OG0007747	AT3G27550.1, AT3G27550.3, AT3G27550.2	Lsat_1_v5_gn_0_47341.1, Lsat_1_v5_gn_0_47341.2
OG0007748	AT1G32580.1, AT2G35240.1	Lsat_1_v5_gn_8_92140.1
OG0007749	AT3G05510.1, AT3G05510.2	Lsat_1_v5_gn_9_124380.1
OG0007750	AT1G54380.1	Lsat_1_v5_gn_8_86701.1, Lsat_1_v5_gn_6_54900.1, Lsat_1_v5_gn_6_54900.3
OG0007751	AT4G15640.2, AT4G15640.1, AT3G21465.1, AT3G21465.2	Lsat_1_v5_gn_4_34220.1
OG0007752	AT1G70590.1	Lsat_1_v5_gn_8_150780.2, Lsat_1_v5_gn_8_150780.1
OG0007753	AT1G60600.1, AT1G60600.2	Lsat_1_v5_gn_5_108680.2, Lsat_1_v5_gn_5_108680.1, Lsat_1_v5_gn_5_108680.3
OG0007754	AT2G19940.2, AT2G19940.3, AT2G19940.1	Lsat_1_v5_gn_9_108961.1
OG0007755	AT5G19210.2, AT5G19210.3, AT5G19210.1	Lsat_1_v5_gn_7_64360.1, Lsat_1_v5_gn_7_64360.2
OG0007756	AT5G03905.2, AT5G03905.1	Lsat_1_v5_gn_8_77061.4, Lsat_1_v5_gn_8_77061.3
OG0007757	AT4G01995.2, AT4G01995.1, AT4G01995.3	Lsat_1_v5_gn_8_166701.1, Lsat_1_v5_gn_8_166701.2
OG0007758	AT5G66420.2, AT5G66420.3, AT5G66420.1	Lsat_1_v5_gn_4_148020.2, Lsat_1_v5_gn_4_148020.1
OG0007759	AT5G18700.1	Lsat_1_v5_gn_6_15980.3, Lsat_1_v5_gn_6_15980.1
OG0007760	AT2G33435.1	Lsat_1_v5_gn_1_75121.1, Lsat_1_v5_gn_1_75121.3
OG0007761	AT1G70570.1, AT1G70570.2	Lsat_1_v5_gn_8_150700.2, Lsat_1_v5_gn_8_150700.1
OG0007762	AT3G05530.1, AT1G09100.1	Lsat_1_v5_gn_7_72081.3, Lsat_1_v5_gn_7_72081.1
OG0007763	AT4G20360.1, AT4G20360.2	Lsat_1_v5_gn_4_77381.1
OG0007764	AT4G01575.1, AT3G61980.1	Lsat_1_v5_gn_8_4021.2, Lsat_1_v5_gn_8_4021.1, Lsat_1_v5_gn_2_135500.1
OG0007765	AT4G37120.1, AT1G65660.1	Lsat_1_v5_gn_4_125921.3, Lsat_1_v5_gn_4_125921.2, Lsat_1_v5_gn_4_125921.1
OG0007766	AT5G24340.1, AT5G24340.2	Lsat_1_v5_gn_2_135240.2, Lsat_1_v5_gn_2_135240.1
OG0007767	AT5G66530.3, AT5G66530.1, AT5G66530.2, AT5G66530.4	Lsat_1_v5_gn_3_76061.2, Lsat_1_v5_gn_3_76061.1
OG0007768	AT3G01780.1, AT3G01780.2	Lsat_1_v5_gn_2_93920.3, Lsat_1_v5_gn_2_93920.1
OG0007769	AT1G03190.2, AT1G03190.1	Lsat_1_v5_gn_9_3880.2, Lsat_1_v5_gn_9_3880.5
OG0007771	AT5G13220.7, AT5G13220.3, AT5G13220.2, AT5G13220.6, AT5G13220.5, AT5G13220.4, AT5G13220.1	Lsat_1_v5_gn_3_31461.1, Lsat_1_v5_gn_3_31461.2
OG0007772	AT1G05090.1, AT4G20720.2, AT4G20720.1, AT1G05087.1, AT1G05087.2	Lsat_1_v5_gn_5_166360.1, Lsat_1_v5_gn_7_93260.1
OG0007773	AT3G04460.2, AT3G04460.1	Lsat_1_v5_gn_8_25181.1, Lsat_1_v5_gn_8_25181.3
OG0007774	AT5G24600.2, AT5G24600.1	Lsat_1_v5_gn_9_104240.3, Lsat_1_v5_gn_9_104240.1, Lsat_1_v5_gn_9_104240.2, Lsat_1_v5_gn_5_17281.1
OG0007775	AT3G04560.1	Lsat_1_v5_gn_8_2721.3, Lsat_1_v5_gn_8_2721.1
OG0007776	AT2G45730.1	Lsat_1_v5_gn_2_8681.2, Lsat_1_v5_gn_2_8681.4, Lsat_1_v5_gn_2_8681.5
OG0007777	AT4G24840.1	Lsat_1_v5_gn_4_76761.2, Lsat_1_v5_gn_4_76761.1
OG0007778	AT3G26000.1	Lsat_1_v5_gn_3_29360.1, Lsat_1_v5_gn_7_83581.1, Lsat_1_v5_gn_8_151920.1
OG0007779	AT3G51050.1	Lsat_1_v5_gn_2_78240.1
OG0007780	AT1G76090.1, AT1G20330.1	Lsat_1_v5_gn_8_122660.1, Lsat_1_v5_gn_3_47540.1
OG0007781	AT5G19460.1, AT5G19470.1, AT5G19470.2	Lsat_1_v5_gn_8_94740.1
OG0007782	AT1G15200.4, AT1G15200.3, AT1G15200.1, AT1G15200.2	Lsat_1_v5_gn_9_116221.1, Lsat_1_v5_gn_9_116221.2
OG0007783	AT5G10480.2, AT5G10480.1, AT5G10480.3	Lsat_1_v5_gn_2_70580.1, Lsat_1_v5_gn_2_70580.2, Lsat_1_v5_gn_2_70580.3
OG0007784	AT4G36790.1	Lsat_1_v5_gn_4_153340.2, Lsat_1_v5_gn_4_153340.1, Lsat_1_v5_gn_4_153340.3, Lsat_1_v5_gn_4_153620.2, Lsat_1_v5_gn_4_153620.1
OG0007785	AT5G50915.3, AT5G50915.4, AT5G50915.1, AT5G50915.2	Lsat_1_v5_gn_4_83840.1
OG0007786	AT5G42710.3, AT5G42710.2, AT5G42710.1	Lsat_1_v5_gn_5_29160.2, Lsat_1_v5_gn_5_29160.1
OG0007787	AT5G14220.1, AT5G14220.4, AT5G14220.2, AT5G14220.5, AT5G14220.3	Lsat_1_v5_gn_4_185401.1, Lsat_1_v5_gn_4_185401.2
OG0007788	AT5G53310.1, AT5G53310.2	Lsat_1_v5_gn_8_6120.1, Lsat_1_v5_gn_8_6120.3
OG0007789	AT2G48070.2, AT2G48070.1, AT2G48070.3	Lsat_1_v5_gn_9_1840.3, Lsat_1_v5_gn_9_1840.1
OG0007790	AT5G21140.1	Lsat_1_v5_gn_1_68341.1, Lsat_1_v5_gn_1_68341.3
OG0007791	AT4G24730.1, AT4G24730.2	Lsat_1_v5_gn_4_79260.3, Lsat_1_v5_gn_4_79260.1
OG0007792	AT5G66810.4, AT5G66810.1, AT5G66810.3, AT5G66810.2	Lsat_1_v5_gn_4_168021.1, Lsat_1_v5_gn_4_168021.2, Lsat_1_v5_gn_4_168021.3
OG0007793	AT2G46910.1	Lsat_1_v5_gn_4_31280.3
OG0007794	AT4G17000.2, AT4G17000.3, AT4G17000.1	Lsat_1_v5_gn_5_110520.2, Lsat_1_v5_gn_5_110520.1
OG0007795	AT5G53170.1	Lsat_1_v5_gn_2_134721.2, Lsat_1_v5_gn_2_134721.1
OG0007796	AT3G06850.2, AT3G06850.1	Lsat_1_v5_gn_3_24121.1
OG0007797	AT4G34830.1	Lsat_1_v5_gn_4_74240.1, Lsat_1_v5_gn_4_74240.2
OG0007798	AT4G36080.2, AT4G36080.3, AT4G36080.1, AT2G17930.1	Lsat_1_v5_gn_2_75940.3, Lsat_1_v5_gn_2_75940.1
OG0007799	AT5G23200.1	Lsat_1_v5_gn_4_15060.1
OG0007800	AT1G43700.1	Lsat_1_v5_gn_6_97880.1, Lsat_1_v5_gn_1_8440.3, Lsat_1_v5_gn_1_8440.1
OG0007801	AT3G22950.2, AT3G22950.1	Lsat_1_v5_gn_5_68141.1, Lsat_1_v5_gn_5_68141.3
OG0007802	AT3G62650.1, AT3G62650.2, AT2G47485.1	Lsat_1_v5_gn_9_601.1, Lsat_1_v5_gn_8_165720.1
OG0007803	AT5G67600.1	Lsat_1_v5_gn_7_85020.1
OG0007804	AT2G02150.2, AT2G02150.1	Lsat_1_v5_gn_3_27601.1, Lsat_1_v5_gn_3_27601.3
OG0007805	AT5G50200.1, AT5G50200.3, AT5G50200.2, AT4G24715.1	Lsat_1_v5_gn_4_3961.1, Lsat_1_v5_gn_5_13980.1, Lsat_1_v5_gn_4_77580.1, Lsat_1_v5_gn_4_77520.1, Lsat_1_v5_gn_4_77500.1
OG0007806	AT5G20170.1	Lsat_1_v5_gn_8_59020.1
OG0007807	AT1G64430.3, AT1G64430.2, AT1G64430.1	Lsat_1_v5_gn_3_10920.2, Lsat_1_v5_gn_3_10920.3, Lsat_1_v5_gn_3_10920.1
OG0007808	AT5G66055.1, AT5G66055.2	Lsat_1_v5_gn_3_14980.1, Lsat_1_v5_gn_4_143840.3, Lsat_1_v5_gn_4_143840.1
OG0007809	AT5G50375.1, AT5G50375.2	Lsat_1_v5_gn_4_76740.1
OG0007810	AT3G16840.2, AT3G16840.1	Lsat_1_v5_gn_2_42041.1, Lsat_1_v5_gn_2_42041.3
OG0007811	AT3G06860.1	Lsat_1_v5_gn_6_96420.1, Lsat_1_v5_gn_6_96420.3
OG0007812	AT5G63710.1, AT5G63710.3, AT5G63710.2, AT5G63710.4	Lsat_1_v5_gn_5_68881.3, Lsat_1_v5_gn_5_68881.1, Lsat_1_v5_gn_5_68881.2
OG0007813	AT5G08565.1, AT5G08565.2, AT5G63670.1, AT5G63670.2	Lsat_1_v5_gn_1_108420.2, Lsat_1_v5_gn_1_108420.1, Lsat_1_v5_gn_1_108541.2, Lsat_1_v5_gn_1_108541.1
OG0007814	AT5G42090.1	Lsat_1_v5_gn_6_81701.1, Lsat_1_v5_gn_8_4561.1
OG0007815	AT1G58290.1, AT1G09940.1	Lsat_1_v5_gn_6_106760.1
OG0007816	AT1G34180.2, AT1G34180.1, AT1G34180.3, AT1G34180.4, AT1G34190.1	Lsat_1_v5_gn_6_99960.1
OG0007817	AT1G05055.1	Lsat_1_v5_gn_6_46340.1, Lsat_1_v5_gn_6_46340.3
OG0007819	AT1G48520.2, AT1G48520.3, AT1G48520.1	Lsat_1_v5_gn_1_75460.2, Lsat_1_v5_gn_1_75460.3, Lsat_1_v5_gn_1_75460.1
OG0007820	AT3G07170.2, AT3G07170.1, AT5G48680.1	Lsat_1_v5_gn_5_180640.1
OG0007822	AT2G20390.2, AT2G20390.1	Lsat_1_v5_gn_9_11480.1, Lsat_1_v5_gn_9_11480.2
OG0007823	AT1G25290.2, AT1G25290.1	Lsat_1_v5_gn_5_109341.1, Lsat_1_v5_gn_5_109341.3
OG0007824	AT1G65270.1, AT1G65270.3, AT1G65270.2	Lsat_1_v5_gn_2_63981.1, Lsat_1_v5_gn_0_14820.1, Lsat_1_v5_gn_0_14820.3
OG0007825	AT1G70980.1, AT5G56680.1	Lsat_1_v5_gn_2_85561.1
OG0007826	AT5G27600.1	Lsat_1_v5_gn_9_123461.1
OG0007826	AT3G05970.1	Lsat_1_v5_gn_5_149121.1, Lsat_1_v5_gn_5_149121.2, Lsat_1_v5_gn_5_149101.1
OG0007827	AT5G13720.1	Lsat_1_v5_gn_1_103441.2, Lsat_1_v5_gn_1_103441.3, Lsat_1_v5_gn_1_103441.1, Lsat_1_v5_gn_1_103461.2, Lsat_1_v5_gn_1_103461.1
OG0007828	AT4G35850.1	Lsat_1_v5_gn_4_184520.1
OG0007829	AT2G32150.3, AT2G32150.2, AT2G32150.1	Lsat_1_v5_gn_9_77320.1
OG0007830	AT4G38120.4, AT4G38120.2, AT4G38120.3, AT4G38120.1	Lsat_1_v5_gn_3_13301.2, Lsat_1_v5_gn_3_13301.1
OG0007831	AT3G54650.1	Lsat_1_v5_gn_9_9980.3, Lsat_1_v5_gn_9_9980.1
OG0007832	AT5G51020.1	Lsat_1_v5_gn_5_9381.1
OG0007833	AT2G01120.2, AT2G01120.1	Lsat_1_v5_gn_3_11020.3, Lsat_1_v5_gn_3_11020.1
OG0007834	AT2G47830.2, AT2G47830.1	Lsat_1_v5_gn_0_19060.1, Lsat_1_v5_gn_5_189341.1, Lsat_1_v5_gn_5_189341.2, Lsat_1_v5_gn_5_189341.4
OG0007835	AT1G48320.1	Lsat_1_v5_gn_7_44120.1, Lsat_1_v5_gn_7_43980.1, Lsat_1_v5_gn_7_43980.3, Lsat_1_v5_gn_7_43920.1
OG0007836	AT4G24620.2, AT4G24620.1	Lsat_1_v5_gn_9_74041.1, Lsat_1_v5_gn_9_74041.3
OG0007837	AT1G03970.1, AT5G44080.1	Lsat_1_v5_gn_9_40961.1
OG0007838	AT1G80500.1, AT1G80500.2	Lsat_1_v5_gn_4_105840.2, Lsat_1_v5_gn_4_105840.1, Lsat_1_v5_gn_5_132260.1, Lsat_1_v5_gn_5_132260.2
OG0007839	AT5G24830.1	Lsat_1_v5_gn_5_33201.1, Lsat_1_v5_gn_5_33201.3
OG0007840	AT3G02730.1, AT5G16400.1	Lsat_1_v5_gn_0_10780.1, Lsat_1_v5_gn_0_10780.3, Lsat_1_v5_gn_5_43200.1, Lsat_1_v5_gn_2_17480.1, Lsat_1_v5_gn_2_17480.2
OG0007841	AT2G33585.1, AT2G33585.2	Lsat_1_v5_gn_8_26041.3, Lsat_1_v5_gn_8_26041.1, Lsat_1_v5_gn_9_48241.3, Lsat_1_v5_gn_9_48241.1
OG0007842	AT5G50380.1	Lsat_1_v5_gn_4_80320.2, Lsat_1_v5_gn_4_80320.1, Lsat_1_v5_gn_5_13681.2, Lsat_1_v5_gn_5_13681.1
OG0007843	AT1G68585.1	Lsat_1_v5_gn_3_59640.3, Lsat_1_v5_gn_3_59640.4, Lsat_1_v5_gn_4_18480.1
OG0007844	AT4G10380.1	Lsat_1_v5_gn_3_13280.1, Lsat_1_v5_gn_3_13220.1
OG0007845	AT1G09157.1, AT5G39650.1	Lsat_1_v5_gn_3_52100.1, Lsat_1_v5_gn_8_52681.1
OG0007846	AT3G17712.1, AT3G17712.2, AT3G17712.3, AT3G17740.1	Lsat_1_v5_gn_2_15380.1
OG0007847	AT2G25355.2, AT2G25355.1, AT4G32175.1	Lsat_1_v5_gn_4_75321.1
OG0007848	AT1G68750.1	Lsat_1_v5_gn_8_38141.1
OG0007849	AT3G03210.1	Lsat_1_v5_gn_2_71721.2, Lsat_1_v5_gn_2_71721.1, Lsat_1_v5_gn_2_6720.1, Lsat_1_v5_gn_5_127001.1
OG0007850	AT1G26470.1	Lsat_1_v5_gn_3_55960.1
OG0007851	AT1G74680.1	Lsat_1_v5_gn_4_108500.1, Lsat_1_v5_gn_1_12900.1, Lsat_1_v5_gn_1_12900.2, Lsat_1_v5_gn_5_19580.1
OG0007852	AT3G18410.2, AT3G18410.1, AT1G49140.1, AT1G49140.2	Lsat_1_v5_gn_8_144301.1
OG0007853	AT1G68660.1, AT1G68660.2	Lsat_1_v5_gn_3_40660.1, Lsat_1_v5_gn_4_145001.4
OG0007854	AT1G25500.2, AT1G25500.3	Lsat_1_v5_gn_3_59981.3, Lsat_1_v5_gn_3_59981.4, Lsat_1_v5_gn_4_18881.1, Lsat_1_v5_gn_4_18881.3
OG0007855	AT5G15760.1, AT1G68590.2, AT1G68590.1	Lsat_1_v5_gn_9_32940.1
OG0007856	AT5G23040.1, AT5G23040.2	Lsat_1_v5_gn_5_24121.2, Lsat_1_v5_gn_5_24121.1
OG0007857	AT5G51140.1, AT5G51140.2	Lsat_1_v5_gn_1_32681.1, Lsat_1_v5_gn_1_32681.3
OG0007858	AT2G02880.1	Lsat_1_v5_gn_8_4521.1, Lsat_1_v5_gn_8_4521.2, Lsat_1_v5_gn_8_51801.3, Lsat_1_v5_gn_8_51801.2
OG0007859	AT5G15610.2, AT5G15610.1	Lsat_1_v5_gn_2_89540.3, Lsat_1_v5_gn_2_89540.1, Lsat_1_v5_gn_3_95981.1
OG0007860	AT3G03570.1	Lsat_1_v5_gn_1_84721.2, Lsat_1_v5_gn_1_84721.1, Lsat_1_v5_gn_7_10760.1, Lsat_1_v5_gn_7_10760.2
OG0007862	AT5G15390.1, AT5G15390.2	Lsat_1_v5_gn_4_170180.1, Lsat_1_v5_gn_4_170180.2
OG0007863	AT1G15000.1	Lsat_1_v5_gn_3_55001.1, Lsat_1_v5_gn_3_55021.3, Lsat_1_v5_gn_3_55021.1, Lsat_1_v5_gn_3_55021.4
OG0007864	AT1G69760.1, AT1G26920.1	Lsat_1_v5_gn_3_52761.1, Lsat_1_v5_gn_4_9981.1
OG0007866	AT1G68320.1	Lsat_1_v5_gn_8_40841.1, Lsat_1_v5_gn_8_40841.3, Lsat_1_v5_gn_3_57100.1, Lsat_1_v5_gn_4_16381.1
OG0007867	AT2G35585.2, AT2G35585.1, AT1G31940.1	Lsat_1_v5_gn_6_73320.1, Lsat_1_v5_gn_6_73320.3, Lsat_1_v5_gn_6_17681.1, Lsat_1_v5_gn_6_17681.3
OG0007868	AT5G13240.1, AT5G13240.3, AT5G13240.2	Lsat_1_v5_gn_8_42761.1
OG0007869	AT3G56840.1	Lsat_1_v5_gn_5_40140.1, Lsat_1_v5_gn_5_40140.3, Lsat_1_v5_gn_5_40140.2
OG0007870	AT5G15780.1	Lsat_1_v5_gn_4_173421.1
OG0007871	AT5G17010.2, AT5G17010.3, AT5G17010.4, AT5G17010.1, AT3G03090.1	Lsat_1_v5_gn_6_10740.1
OG0007872	AT2G02810.1, AT1G14360.1	Lsat_1_v5_gn_4_8641.1, Lsat_1_v5_gn_8_53841.1
OG0007873	AT5G57230.1, AT5G57230.2	Lsat_1_v5_gn_7_55681.1, Lsat_1_v5_gn_7_55681.3
OG0007875	AT1G69420.1, AT1G69420.2	Lsat_1_v5_gn_8_49341.1
OG0007876	AT5G07910.1	Lsat_1_v5_gn_4_110280.1, Lsat_1_v5_gn_1_13640.1, Lsat_1_v5_gn_1_13640.3
OG0007877	AT1G68570.1, AT1G68570.2	Lsat_1_v5_gn_8_39080.3, Lsat_1_v5_gn_8_39080.1, Lsat_1_v5_gn_4_18400.1
OG0007878	AT5G51280.1	Lsat_1_v5_gn_1_31320.2, Lsat_1_v5_gn_1_31320.3, Lsat_1_v5_gn_1_31320.1
OG0007879	AT1G68260.1, AT1G68280.1	Lsat_1_v5_gn_4_15820.1, Lsat_1_v5_gn_5_163161.1
OG0007880	AT1G73920.2, AT1G73920.1, AT1G18460.1	Lsat_1_v5_gn_4_115841.1
OG0007881	AT4G27760.1, AT5G53100.1, AT5G53090.1	Lsat_1_v5_gn_0_10320.1
OG0007882	AT5G15440.1, AT5G39360.1	Lsat_1_v5_gn_4_170261.1
OG0007884	AT4G17960.1, AT5G46620.1	Lsat_1_v5_gn_6_64781.2, Lsat_1_v5_gn_6_64781.1
OG0007885	AT5G10730.1, AT5G15910.1, AT5G15910.2	Lsat_1_v5_gn_5_62121.2, Lsat_1_v5_gn_5_62121.1, Lsat_1_v5_gn_6_15660.1, Lsat_1_v5_gn_6_15660.3, Lsat_1_v5_gn_6_15660.2
OG0007886	AT5G47180.1, AT5G47180.2	Lsat_1_v5_gn_6_94140.2, Lsat_1_v5_gn_6_94140.1
OG0007887	AT5G14690.1, AT5G14690.2, AT3G01516.2, AT3G01516.1	Lsat_1_v5_gn_2_91781.1, Lsat_1_v5_gn_4_182740.1
OG0007889	AT3G19180.2, AT3G19180.1	Lsat_1_v5_gn_0_10501.3, Lsat_1_v5_gn_0_10501.1
OG0007890	AT5G63480.1, AT5G63480.2	Lsat_1_v5_gn_4_81240.1
OG0007891	AT2G15560.1, AT2G15560.2	Lsat_1_v5_gn_5_112341.1, Lsat_1_v5_gn_5_112341.3, Lsat_1_v5_gn_7_86880.1
OG0007892	AT5G08410.1, AT5G08410.2, AT5G23440.1	Lsat_1_v5_gn_4_31381.1, Lsat_1_v5_gn_4_31280.2, Lsat_1_v5_gn_4_31280.1
OG0007893	AT1G26740.1, AT1G69485.1	Lsat_1_v5_gn_8_48901.3, Lsat_1_v5_gn_8_48901.1
OG0007894	AT5G45390.1	Lsat_1_v5_gn_6_15280.1, Lsat_1_v5_gn_3_23101.3, Lsat_1_v5_gn_3_23101.1
OG0007895	AT2G35430.1, AT1G32360.1	Lsat_1_v5_gn_6_4040.1, Lsat_1_v5_gn_6_4040.4, Lsat_1_v5_gn_6_4040.2, Lsat_1_v5_gn_6_4040.3
OG0007896	AT1G18550.1	Lsat_1_v5_gn_1_15781.4, Lsat_1_v5_gn_1_15781.2, Lsat_1_v5_gn_1_15781.3
OG0007897	AT3G29290.5, AT3G29290.1, AT3G29290.2, AT3G29290.3, AT3G29290.4	Lsat_1_v5_gn_2_87781.3, Lsat_1_v5_gn_2_87781.1
OG0007898	AT3G61470.1	Lsat_1_v5_gn_3_31061.1, Lsat_1_v5_gn_3_31061.3, Lsat_1_v5_gn_3_31061.2
OG0007899	AT5G39865.1, AT3G28850.1	Lsat_1_v5_gn_3_100480.1, Lsat_1_v5_gn_2_88900.1, Lsat_1_v5_gn_5_151601.1, Lsat_1_v5_gn_2_88900.2
OG0007900	AT5G62710.2, AT5G62710.1	Lsat_1_v5_gn_4_107361.2, Lsat_1_v5_gn_4_107361.1
OG0007901	AT1G10510.1	Lsat_1_v5_gn_3_49600.1, Lsat_1_v5_gn_4_95161.2, Lsat_1_v5_gn_4_95161.1, Lsat_1_v5_gn_4_84060.3, Lsat_1_v5_gn_4_84060.1
OG0007902	AT3G18524.1	Lsat_1_v5_gn_5_25080.1, Lsat_1_v5_gn_5_25080.3, Lsat_1_v5_gn_5_25080.4
OG0007903	AT1G14750.2, AT1G14750.4, AT1G14750.1, AT1G14750.3	Lsat_1_v5_gn_4_23401.2, Lsat_1_v5_gn_4_23401.1
