Orthogroup	A_thaliana.proteins	V_vinifera.proteins
OG0007729	AT1G01210.1, AT1G01210.3, AT1G01210.2, AT4G07950.1	VIT_215s0046g00090.1, VIT_215s0046g00090.2
OG0007730	AT4G18810.1, AT4G18810.2	VIT_210s0003g01640.1, VIT_210s0003g01640.2
OG0007731	AT3G08650.1, AT3G08650.2	VIT_208s0056g00550.2, VIT_208s0056g00550.1
OG0007732	AT3G57280.1	VIT_200s0252g00030.1
OG0007733	AT4G04220.1	VIT_206s0004g00332.1, VIT_206s0004g00370.1, VIT_206s0004g00340.1, VIT_206s0004g00300.1, VIT_206s0004g00310.1, VIT_206s0004g00330.1, VIT_206s0004g00334.1, VIT_206s0004g00350.1
OG0007734	AT2G39940.1	VIT_213s0019g03380.1
OG0007735	AT4G15080.2, AT4G15080.1, AT3G22180.1	VIT_203s0017g01770.2, VIT_203s0017g01770.1, VIT_203s0017g01770.3
OG0007736	AT5G06570.1, AT5G06570.2, AT5G06570.4, AT5G06570.3	VIT_208s0032g00700.1, VIT_208s0032g00710.1, VIT_208s0032g00510.1
OG0007737	AT3G01790.1, AT3G01790.2	VIT_214s0171g00250.1, VIT_214s0171g00250.2
OG0007738	AT1G26840.1	VIT_201s0026g02290.2, VIT_201s0026g02290.3, VIT_201s0026g02290.1
OG0007739	AT3G49560.1, AT5G24650.1	VIT_216s0098g00610.2, VIT_216s0098g00610.1
OG0007740	AT1G21350.2, AT1G21350.3, AT1G21350.5, AT1G21350.4, AT1G21350.1	VIT_218s0001g15710.2, VIT_218s0001g15710.4, VIT_218s0001g15710.1, VIT_218s0001g15710.3
OG0007741	AT3G24650.1	VIT_207s0005g05400.1
OG0007742	AT4G30990.3, AT4G30990.2, AT4G30990.1	VIT_205s0029g00550.1, VIT_205s0029g00550.2, VIT_205s0029g00550.3
OG0007743	AT5G03050.2, AT5G03050.1	VIT_207s0005g02780.2, VIT_207s0005g02780.3, VIT_207s0005g02780.1
OG0007744	AT3G49590.3, AT3G49590.2, AT3G49590.1	VIT_216s0098g00590.1, VIT_216s0098g00590.2
OG0007745	AT3G05210.1, AT3G05210.2	VIT_214s0128g00150.1
OG0007746	AT5G42920.1, AT5G42920.2	VIT_218s0001g10440.3, VIT_218s0001g10440.1, VIT_218s0001g10440.2
OG0007747	AT3G27550.1, AT3G27550.3, AT3G27550.2	VIT_214s0066g00360.1
OG0007748	AT1G32580.1, AT2G35240.1	VIT_205s0049g01500.1, VIT_207s0005g03930.3, VIT_207s0005g03930.2, VIT_207s0005g03930.1
OG0007749	AT3G05510.1, AT3G05510.2	VIT_214s0060g02200.3, VIT_214s0060g02200.5, VIT_214s0060g02200.1, VIT_214s0060g02200.4, VIT_214s0060g02200.2
OG0007750	AT1G54380.1	VIT_205s0124g00330.2, VIT_205s0124g00330.1
OG0007751	AT4G15640.2, AT4G15640.1, AT3G21465.1, AT3G21465.2	VIT_205s0020g01810.3, VIT_205s0020g01810.4, VIT_205s0020g01810.1, VIT_205s0020g01810.2
OG0007752	AT1G70590.1	VIT_200s0225g00110.6, VIT_200s0225g00110.4, VIT_200s0225g00110.7, VIT_200s0225g00110.3, VIT_200s0225g00110.1, VIT_200s0225g00110.5, VIT_200s0225g00110.2
OG0007753	AT1G60600.1, AT1G60600.2	VIT_203s0017g01330.5, VIT_203s0017g01330.4, VIT_203s0017g01330.6, VIT_203s0017g01330.3, VIT_203s0017g01330.2, VIT_203s0017g01330.1
OG0007754	AT2G19940.2, AT2G19940.3, AT2G19940.1	VIT_203s0063g01110.1
OG0007755	AT5G19210.2, AT5G19210.3, AT5G19210.1	VIT_205s0020g02870.3, VIT_205s0020g02870.2, VIT_205s0020g02870.1
OG0007756	AT5G03905.2, AT5G03905.1	VIT_208s0007g03330.2, VIT_208s0007g03330.1
OG0007757	AT4G01995.2, AT4G01995.1, AT4G01995.3	VIT_207s0005g01610.1, VIT_207s0005g01610.3, VIT_207s0005g01610.5, VIT_207s0005g01610.2, VIT_207s0005g01610.4
OG0007758	AT5G66420.2, AT5G66420.3, AT5G66420.1	VIT_204s0023g02340.1, VIT_204s0023g02334.1
OG0007759	AT5G18700.1	VIT_205s0020g01990.5, VIT_205s0020g01990.3, VIT_205s0020g01990.1, VIT_205s0020g01990.4, VIT_205s0020g01990.2
OG0007760	AT2G33435.1	VIT_205s0049g01490.1, VIT_205s0049g01490.2
OG0007761	AT1G70570.1, AT1G70570.2	VIT_200s0225g00150.1, VIT_200s0225g00150.2
OG0007762	AT3G05530.1, AT1G09100.1	VIT_214s0060g02260.1, VIT_205s0020g01180.1, VIT_205s0020g01180.2
OG0007763	AT4G20360.1, AT4G20360.2	VIT_214s0066g00220.2, VIT_214s0066g00220.1, VIT_217s0000g09370.1
OG0007764	AT4G01575.1, AT3G61980.1	VIT_216s0098g00710.1
OG0007765	AT4G37120.1, AT1G65660.1	VIT_205s0049g01040.2, VIT_205s0049g01040.1
OG0007766	AT5G24340.1, AT5G24340.2	VIT_216s0098g01500.1, VIT_216s0098g01430.1
OG0007767	AT5G66530.3, AT5G66530.1, AT5G66530.2, AT5G66530.4	VIT_204s0023g01970.2, VIT_204s0023g01970.3
OG0007768	AT3G01780.1, AT3G01780.2	VIT_214s0171g00280.1
OG0007769	AT1G03190.2, AT1G03190.1	VIT_207s0104g00060.3, VIT_207s0104g00060.2, VIT_207s0104g00060.4
OG0007770	AT3G25980.4, AT3G25980.3	VIT_201s0010g02430.2
OG0007770	AT3G25980.1, AT3G25980.2	VIT_201s0010g02430.3
OG0007771	AT5G13220.7, AT5G13220.3, AT5G13220.2, AT5G13220.6, AT5G13220.5, AT5G13220.4, AT5G13220.1	VIT_201s0146g00480.5, VIT_201s0146g00480.4, VIT_201s0146g00480.3, VIT_201s0146g00480.2, VIT_201s0146g00480.1
OG0007772	AT1G05090.1, AT4G20720.2, AT4G20720.1, AT1G05087.1, AT1G05087.2	VIT_212s0059g01030.2, VIT_212s0059g01030.1
OG0007773	AT3G04460.2, AT3G04460.1	VIT_214s0036g01130.1
OG0007774	AT5G24600.2, AT5G24600.1	VIT_210s0071g01070.1, VIT_210s0071g01080.1
OG0007775	AT3G04560.1	VIT_214s0081g00680.3, VIT_214s0081g00680.4, VIT_214s0081g00680.2, VIT_214s0081g00680.1
OG0007776	AT2G45730.1	VIT_218s0001g14120.1, VIT_218s0001g14120.2, VIT_218s0001g14120.4, VIT_218s0001g14120.3
OG0007777	AT4G24840.1	VIT_217s0000g01560.2, VIT_217s0000g01560.1
OG0007778	AT3G26000.1	VIT_201s0010g02380.1
OG0007779	AT3G51050.1	VIT_204s0023g02750.3, VIT_204s0023g02750.2, VIT_204s0023g02750.1
OG0007780	AT1G76090.1, AT1G20330.1	VIT_218s0001g00810.1
OG0007781	AT5G19460.1, AT5G19470.1, AT5G19470.2	VIT_211s0016g04320.1, VIT_211s0016g04300.1
OG0007782	AT1G15200.4, AT1G15200.3, AT1G15200.1, AT1G15200.2	VIT_212s0055g00360.2, VIT_212s0055g00360.3, VIT_212s0055g00360.1
OG0007783	AT5G10480.2, AT5G10480.1, AT5G10480.3	VIT_200s0313g00040.3, VIT_200s0313g00040.1, VIT_200s0313g00040.2
OG0007784	AT4G36790.1	VIT_204s0023g01270.1, VIT_204s0023g01270.3, VIT_204s0023g01270.2
OG0007785	AT5G50915.3, AT5G50915.4, AT5G50915.1, AT5G50915.2	VIT_201s0244g00010.1
OG0007786	AT5G42710.3, AT5G42710.2, AT5G42710.1	VIT_218s0001g12400.3, VIT_218s0001g12400.4, VIT_218s0001g12400.2, VIT_218s0001g12400.1
OG0007787	AT5G14220.1, AT5G14220.4, AT5G14220.2, AT5G14220.5, AT5G14220.3	VIT_214s0171g00190.1, VIT_214s0171g00190.2
OG0007788	AT5G53310.1, AT5G53310.2	VIT_216s0050g02420.3, VIT_216s0050g02420.2, VIT_216s0050g02420.1
OG0007789	AT2G48070.2, AT2G48070.1, AT2G48070.3	VIT_207s0104g00730.2, VIT_207s0104g00730.4, VIT_207s0104g00730.1, VIT_207s0104g00730.3
OG0007790	AT5G21140.1	VIT_206s0009g01590.3, VIT_206s0009g01590.4, VIT_206s0009g01590.2, VIT_206s0009g01590.1
OG0007791	AT4G24730.1, AT4G24730.2	VIT_217s0000g09480.2, VIT_217s0000g09480.3, VIT_217s0000g09480.1
OG0007792	AT5G66810.4, AT5G66810.1, AT5G66810.3, AT5G66810.2	VIT_207s0031g00840.1, VIT_207s0031g00840.2
OG0007793	AT2G46910.1	VIT_215s0048g02190.1, VIT_215s0048g02190.5, VIT_215s0048g02190.7, VIT_215s0048g02190.9, VIT_215s0048g02190.6, VIT_215s0048g02190.8, VIT_215s0048g02190.4, VIT_215s0048g02190.3, VIT_215s0048g02190.2
OG0007794	AT4G17000.2, AT4G17000.3, AT4G17000.1	VIT_203s0088g01160.1, VIT_203s0088g01160.2, VIT_203s0088g01160.3
OG0007795	AT5G53170.1	VIT_216s0050g02630.1
OG0007796	AT3G06850.2, AT3G06850.1	VIT_205s0077g02080.3, VIT_205s0077g02080.6, VIT_205s0077g02080.1, VIT_205s0077g02080.2, VIT_205s0077g02080.4, VIT_205s0077g02080.5, VIT_205s0077g02080.7
OG0007797	AT4G34830.1	VIT_203s0038g01320.3, VIT_203s0038g01320.5, VIT_203s0038g01320.4, VIT_203s0038g01320.1, VIT_203s0038g01320.2
OG0007798	AT4G36080.2, AT4G36080.3, AT4G36080.1, AT2G17930.1	VIT_204s0023g03350.1
OG0007799	AT5G23200.1	VIT_210s0042g01060.3, VIT_210s0042g01060.2, VIT_210s0042g01060.1
OG0007800	AT1G43700.1	VIT_218s0001g13740.1
OG0007801	AT3G22950.2, AT3G22950.1	VIT_205s0020g04460.1
OG0007802	AT3G62650.1, AT3G62650.2, AT2G47485.1	VIT_207s0005g01050.1
OG0007803	AT5G67600.1	VIT_203s0091g01040.2, VIT_203s0091g01040.1, VIT_203s0091g01040.3
OG0007804	AT2G02150.2, AT2G02150.1	VIT_201s0010g01780.1, VIT_201s0010g01780.2
OG0007805	AT5G50200.1, AT5G50200.3, AT5G50200.2, AT4G24715.1	VIT_217s0000g09470.1
OG0007806	AT5G20170.1	VIT_211s0016g05020.1
OG0007807	AT1G64430.3, AT1G64430.2, AT1G64430.1	VIT_202s0025g01520.1, VIT_202s0025g01520.3, VIT_202s0025g01520.2
OG0007808	AT5G66055.1, AT5G66055.2	VIT_200s0264g00130.1
OG0007809	AT5G50375.3	VIT_217s0000g01650.5, VIT_217s0000g01650.3
OG0007809	AT5G50375.1, AT5G50375.2	VIT_217s0000g01650.2, VIT_217s0000g01650.1, VIT_217s0000g01650.4
OG0007810	AT3G16840.2, AT3G16840.1	VIT_205s0049g02360.1
OG0007811	AT3G06860.1	VIT_205s0077g02140.1
OG0007812	AT5G63710.1, AT5G63710.3, AT5G63710.2, AT5G63710.4	VIT_207s0031g02910.4, VIT_207s0031g02910.3, VIT_207s0031g02910.1, VIT_207s0031g02910.2
OG0007813	AT5G08565.1, AT5G08565.2, AT5G63670.1, AT5G63670.2	VIT_210s0071g01040.1
OG0007814	AT5G42090.1	VIT_202s0025g02660.1
OG0007815	AT1G58290.1, AT1G09940.1	VIT_218s0001g08110.2, VIT_218s0001g08110.1
OG0007816	AT1G34180.2, AT1G34180.1, AT1G34180.3, AT1G34180.4, AT1G34190.1	VIT_218s0001g01820.1
OG0007817	AT1G05055.1	VIT_206s0004g03170.2, VIT_206s0004g03170.1, VIT_206s0004g03170.3
OG0007819	AT1G48520.2, AT1G48520.3, AT1G48520.1	VIT_205s0049g02140.1
OG0007820	AT3G07170.2, AT3G07170.1, AT5G48680.1	VIT_207s0095g00730.2, VIT_207s0095g00730.1
OG0007821	AT5G10590.1	VIT_214s0066g00540.1
OG0007821	AT5G40480.1	VIT_214s0066g00490.1
OG0007822	AT2G20390.2, AT2G20390.1	VIT_207s0005g04370.3, VIT_207s0005g04370.4, VIT_207s0005g04370.5, VIT_207s0005g04370.6, VIT_207s0005g04370.1, VIT_207s0005g04370.2
OG0007823	AT1G25290.2, AT1G25290.1	VIT_212s0034g01410.2, VIT_212s0034g01410.3, VIT_212s0034g01410.4, VIT_212s0034g01410.1
OG0007824	AT1G65270.1, AT1G65270.3, AT1G65270.2	VIT_204s0023g00820.2, VIT_204s0023g00820.1
OG0007825	AT1G70980.1, AT5G56680.1	VIT_211s0016g02680.3, VIT_211s0016g02680.2, VIT_211s0016g02680.1
OG0007826	AT5G27600.1	VIT_214s0128g00720.1
OG0007826	AT3G05970.1	VIT_205s0020g03080.1
OG0007827	AT5G13720.1	VIT_213s0064g00200.1
OG0007828	AT4G35850.1	VIT_214s0066g00200.3, VIT_214s0066g00200.2, VIT_214s0066g00200.1
OG0007829	AT2G32150.3, AT2G32150.2, AT2G32150.1	VIT_205s0020g03190.1, VIT_205s0020g03190.4, VIT_205s0020g03190.7, VIT_205s0020g03190.2, VIT_205s0020g03190.6, VIT_205s0020g03190.3, VIT_205s0020g03190.5
OG0007830	AT4G38120.4, AT4G38120.2, AT4G38120.3, AT4G38120.1	VIT_202s0025g03060.2, VIT_202s0025g03060.1, VIT_202s0025g03060.3
OG0007831	AT3G54650.1	VIT_207s0141g00330.1, VIT_207s0141g00330.2, VIT_207s0141g00330.4, VIT_207s0141g00330.3
OG0007832	AT5G51020.1	VIT_217s0000g00090.1
OG0007833	AT2G01120.2, AT2G01120.1	VIT_201s0011g04400.2, VIT_201s0011g04400.1, VIT_216s0013g01040.1
OG0007834	AT2G47830.2, AT2G47830.1	VIT_207s0104g01570.1
OG0007835	AT1G48320.1	VIT_205s0020g00970.1
OG0007836	AT4G24620.2, AT4G24620.1	VIT_218s0001g07280.1
OG0007837	AT1G03970.1, AT5G44080.1	VIT_218s0072g00470.1
OG0007838	AT1G80500.1, AT1G80500.2	VIT_209s0002g06370.3, VIT_209s0002g06370.1, VIT_209s0002g06370.2
OG0007839	AT5G24830.1	VIT_200s0220g00060.3, VIT_200s0220g00060.1, VIT_200s0220g00060.4, VIT_200s0220g00060.2, VIT_200s0220g00060.5
OG0007840	AT3G02730.1, AT5G16400.1	VIT_204s0023g00740.2, VIT_204s0023g00740.1
OG0007841	AT2G33585.1, AT2G33585.2	VIT_218s0122g00600.3, VIT_218s0122g00600.1, VIT_218s0122g00600.2
OG0007842	AT5G50380.1	VIT_217s0000g01450.1
OG0007843	AT1G68585.1	VIT_201s0011g03360.2, VIT_201s0011g03360.1
OG0007844	AT4G10380.1	VIT_202s0025g03260.1
OG0007845	AT1G09157.1, AT5G39650.1	VIT_214s0108g00920.1
OG0007846	AT3G17712.1, AT3G17712.2, AT3G17712.3, AT3G17740.1	VIT_217s0119g00330.1, VIT_217s0119g00330.2
OG0007847	AT2G25355.2, AT2G25355.1, AT4G32175.1	VIT_217s0000g08490.1, VIT_217s0000g08490.3, VIT_217s0000g08490.4, VIT_217s0000g08490.2
OG0007848	AT1G68750.1	VIT_201s0011g02740.1
OG0007849	AT3G03210.1	VIT_204s0079g00440.1, VIT_211s0149g00200.1
OG0007850	AT1G26470.1	VIT_201s0011g00610.2, VIT_201s0011g00610.1, VIT_201s0011g00610.4, VIT_201s0011g00610.3
OG0007851	AT1G74680.1	VIT_217s0000g06220.3, VIT_217s0000g06220.1
OG0007852	AT3G18410.2, AT3G18410.1, AT1G49140.1, AT1G49140.2	VIT_217s0000g03730.3, VIT_217s0000g03730.1, VIT_217s0000g03730.2
OG0007853	AT1G68660.1, AT1G68660.2	VIT_201s0011g03190.2, VIT_201s0011g03190.3, VIT_201s0011g03190.1, VIT_217s0000g04020.1
OG0007854	AT1G25500.2, AT1G25500.3	VIT_201s0011g03220.2
OG0007855	AT5G15760.1, AT1G68590.2, AT1G68590.1	VIT_201s0011g03300.1
OG0007856	AT5G23040.1, AT5G23040.2	VIT_217s0000g04520.1
OG0007857	AT5G51140.1, AT5G51140.2	VIT_217s0000g00880.1, VIT_217s0000g00880.3, VIT_217s0000g00880.2
OG0007858	AT2G02880.1	VIT_212s0034g01100.5, VIT_212s0034g01100.2, VIT_212s0034g01100.4, VIT_212s0034g01100.3, VIT_212s0034g01100.1
OG0007859	AT5G15610.2, AT5G15610.1	VIT_214s0068g00220.1
OG0007860	AT3G03570.1	VIT_215s0045g01090.1, VIT_215s0045g01090.2, VIT_215s0045g01090.5, VIT_215s0045g01090.6, VIT_215s0045g01090.4, VIT_215s0045g01090.3
OG0007861	AT1G18030.1, AT1G18030.2	VIT_217s0000g03100.3, VIT_217s0000g03100.4, VIT_217s0000g03100.5, VIT_217s0000g03100.1, VIT_217s0000g03100.2
OG0007862	AT5G15390.1, AT5G15390.2	VIT_214s0108g01380.1, VIT_214s0108g01380.2, VIT_214s0108g01380.3
OG0007863	AT1G15000.1	VIT_201s0011g04900.1, VIT_201s0011g04910.1
OG0007864	AT1G69760.1, AT1G26920.1	VIT_201s0026g02100.1
OG0007866	AT1G68320.1	VIT_217s0000g03560.2, VIT_217s0000g03560.1, VIT_201s0011g03730.1
OG0007867	AT2G35585.2, AT2G35585.1, AT1G31940.1	VIT_202s0012g02670.1
OG0007868	AT5G13240.1, AT5G13240.3, AT5G13240.2	VIT_201s0011g04610.1, VIT_201s0011g04610.5, VIT_201s0011g04610.2, VIT_201s0011g04610.4, VIT_201s0011g04610.6, VIT_201s0011g04610.3
OG0007869	AT3G56840.1	VIT_208s0040g00210.3, VIT_208s0040g00210.4, VIT_208s0040g00210.5, VIT_208s0040g00210.1, VIT_208s0040g00210.6, VIT_208s0040g00210.2
OG0007870	AT5G15780.1	VIT_214s0083g00980.1
OG0007871	AT5G17010.2, AT5G17010.3, AT5G17010.4, AT5G17010.1, AT3G03090.1	VIT_216s0039g02170.1, VIT_216s0039g02170.3, VIT_216s0039g02170.2
OG0007872	AT2G02810.1, AT1G14360.1	VIT_201s0026g01890.2, VIT_201s0026g01890.4, VIT_201s0026g01890.1, VIT_201s0026g01890.3
OG0007873	AT5G57230.1, AT5G57230.2	VIT_211s0103g00540.1, VIT_211s0103g00540.4, VIT_211s0103g00540.2, VIT_211s0103g00540.3, VIT_211s0103g00540.5
OG0007874	AT1G70030.1, AT1G70030.2, AT1G70030.3, AT5G35610.1, AT1G24200.1	VIT_217s0000g07540.4, VIT_217s0000g07540.3, VIT_217s0000g07540.5, VIT_217s0000g07540.2, VIT_217s0000g07540.1
OG0007875	AT1G69420.1, AT1G69420.2	VIT_201s0113g00420.1, VIT_201s0113g00420.2
OG0007876	AT5G07910.1	VIT_217s0000g06940.1
OG0007877	AT1G68570.1, AT1G68570.2	VIT_201s0011g03400.2, VIT_201s0011g03400.1
OG0007878	AT5G51280.1	VIT_209s0002g08120.2, VIT_209s0002g08120.1
OG0007879	AT1G68260.1, AT1G68280.1	VIT_201s0011g03710.3, VIT_201s0011g03710.2, VIT_201s0011g03710.1, VIT_201s0011g03700.1
OG0007880	AT1G73920.2, AT1G73920.1, AT1G18460.1	VIT_217s0000g04050.1
OG0007881	AT4G27760.1, AT5G53100.1, AT5G53090.1	VIT_217s0000g00520.3, VIT_217s0000g00520.2, VIT_217s0000g00520.1
OG0007882	AT5G15440.1, AT5G39360.1	VIT_214s0108g01460.1
OG0007884	AT4G17960.1, AT5G46620.1	VIT_202s0012g00930.1
OG0007885	AT5G10730.1, AT5G15910.1, AT5G15910.2	VIT_204s0008g07400.1
OG0007886	AT5G47180.1, AT5G47180.2	VIT_200s0287g00080.1
OG0007887	AT5G14690.1, AT5G14690.2, AT3G01516.2, AT3G01516.1	VIT_214s0066g01140.1
OG0007889	AT3G19180.2, AT3G19180.1	VIT_217s0053g00090.3, VIT_217s0053g00090.4, VIT_217s0053g00090.1, VIT_217s0053g00090.2
OG0007890	AT5G63480.1, AT5G63480.2	VIT_217s0000g01180.2, VIT_217s0000g01180.1
OG0007891	AT2G15560.1, AT2G15560.2	VIT_203s0063g00270.1, VIT_203s0063g00270.2
OG0007892	AT5G08410.1, AT5G08410.2, AT5G23440.1	VIT_210s0071g01160.1
OG0007893	AT1G26740.1, AT1G69485.1	VIT_214s0108g01100.1
OG0007894	AT5G45390.1	VIT_212s0028g01250.2, VIT_212s0028g01250.3, VIT_212s0028g01250.1
OG0007895	AT2G35430.1, AT1G32360.1	VIT_216s0039g01570.1, VIT_202s0012g01550.1
OG0007896	AT1G18550.1	VIT_217s0000g04330.1, VIT_217s0000g04330.3, VIT_217s0000g04330.2
OG0007897	AT3G29290.5, AT3G29290.1, AT3G29290.2, AT3G29290.3, AT3G29290.4	VIT_214s0108g01490.1, VIT_214s0108g01490.2
OG0007898	AT3G61470.1	VIT_201s0010g03620.1, VIT_201s0010g03620.2
OG0007899	AT5G39865.1, AT3G28850.1	VIT_214s0108g00400.1
OG0007900	AT5G62710.2, AT5G62710.1	VIT_217s0000g05570.1
OG0007901	AT1G10510.1	VIT_201s0026g00600.1, VIT_201s0026g00600.2
OG0007902	AT3G18524.1	VIT_217s0000g04170.5, VIT_217s0000g04170.2, VIT_217s0000g04170.4, VIT_217s0000g04170.1, VIT_217s0000g04170.3
OG0007903	AT1G14750.2, AT1G14750.4, AT1G14750.1, AT1G14750.3	VIT_201s0011g06040.1
OG0007905	AT1G73470.1, AT1G73470.3, AT1G73470.2	VIT_217s0000g00930.1
OG0007906	AT5G60590.1, AT5G60590.3, AT5G60590.2	VIT_206s0004g02920.5, VIT_206s0004g02920.3, VIT_206s0004g02920.1, VIT_206s0004g02920.2, VIT_206s0004g02920.4
OG0007907	AT5G23420.1, AT5G23420.2	VIT_210s0071g00870.1, VIT_210s0071g00870.2, VIT_210s0071g00870.3
OG0007908	AT5G16420.1, AT5G16420.3, AT5G16420.4, AT5G16420.2	VIT_214s0060g01400.1
OG0007909	AT5G40160.1, AT5G40160.2	VIT_214s0066g01750.3, VIT_214s0066g01750.4, VIT_214s0066g01750.1, VIT_214s0066g01750.2
OG0007911	AT5G54860.1	VIT_219s0090g00060.4, VIT_219s0090g00060.2, VIT_219s0090g00060.3, VIT_219s0090g00060.5, VIT_219s0090g00060.1
OG0007912	AT5G15410.2, AT5G15410.1	VIT_214s0108g01420.1, VIT_214s0108g01420.4, VIT_214s0108g01420.2, VIT_214s0108g01420.3
OG0007913	AT1G73960.3, AT1G73960.1, AT1G73960.2	VIT_217s0000g04200.1
OG0007914	AT3G47520.1	VIT_214s0108g00870.1, VIT_217s0000g06270.1
OG0007915	AT2G18770.2, AT2G18770.1, AT5G05670.2, AT5G05670.1	VIT_201s0127g00270.1
OG0007916	AT2G26000.3, AT2G26000.2, AT2G26000.1	VIT_200s0125g00250.1, VIT_200s0125g00250.2, VIT_200s0125g00250.4, VIT_200s0125g00250.3
OG0007917	AT5G46720.1, AT3G02910.1	VIT_216s0039g01540.1, VIT_216s0039g01550.1
OG0007918	AT1G66520.2, AT1G66520.1	VIT_214s0006g01830.3, VIT_214s0006g01830.2, VIT_214s0006g01830.1
OG0007919	AT1G26180.2, AT1G26180.1	VIT_201s0011g02300.1, VIT_201s0011g02300.2, VIT_201s0011g02300.6, VIT_201s0011g02300.4, VIT_201s0011g02300.3, VIT_201s0011g02300.5
OG0007921	AT5G47010.1	VIT_202s0012g00480.4, VIT_202s0012g00480.3, VIT_202s0012g00480.1, VIT_202s0012g00480.2
OG0007922	AT1G67170.2, AT1G67170.1	VIT_214s0083g00450.1, VIT_214s0083g00450.2
OG0007923	AT3G45880.2, AT3G45880.1	VIT_202s0087g00950.1
OG0007924	AT1G48790.1	VIT_217s0000g03500.1
OG0007926	AT3G18165.1	VIT_217s0000g02840.1, VIT_217s0000g02840.3, VIT_217s0000g02840.4, VIT_217s0000g02840.2
OG0007927	AT3G20580.1, AT4G27110.1	VIT_210s0116g00620.1, VIT_219s0177g00160.1
OG0007929	AT3G53170.2, AT3G53170.1, AT3G53170.3, AT3G53170.4	VIT_213s0064g00400.4, VIT_213s0064g00400.6, VIT_213s0064g00400.3, VIT_213s0064g00400.1, VIT_213s0064g00400.2, VIT_213s0064g00400.5
OG0007932	AT5G23910.1, AT5G23910.2	VIT_216s0050g00670.1
OG0007933	AT2G40935.2, AT2G40935.4, AT2G40935.7, AT2G40935.3, AT2G40935.6, AT2G40935.5, AT2G40935.8, AT2G40935.1, AT2G40935.9	VIT_208s0040g00140.1, VIT_208s0040g00140.4, VIT_208s0040g00140.3, VIT_208s0040g00140.2
OG0007934	AT1G60440.3, AT1G60440.1, AT1G60440.2	VIT_201s0127g00490.1, VIT_201s0127g00490.2, VIT_201s0127g00490.3
OG0007935	AT5G53660.1	VIT_216s0098g01080.1
OG0007936	AT4G19580.1, AT5G37380.2, AT5G37380.4, AT5G37380.8, AT5G37380.1, AT5G37380.6, AT5G37380.5, AT5G37380.3, AT5G37380.7, AT5G37380.9	VIT_201s0010g03770.1, VIT_201s0010g03770.2
OG0007939	AT3G16380.1	VIT_209s0002g03160.1
OG0007941	AT2G27060.3, AT2G27060.1, AT2G27060.2	VIT_206s0009g01640.2, VIT_206s0009g01640.3, VIT_203s0114g00024.1, VIT_206s0009g01640.1
OG0007943	AT2G45830.2, AT2G45830.6, AT2G45830.5, AT2G45830.3, AT2G45830.1, AT2G45830.4, AT3G61270.2, AT3G61270.1	VIT_215s0046g03150.1, VIT_215s0046g03110.1
OG0007946	AT3G58790.1, AT3G58790.2	VIT_212s0142g00340.1, VIT_212s0142g00340.7, VIT_212s0142g00340.4, VIT_212s0142g00340.2, VIT_212s0142g00340.3, VIT_212s0142g00340.6, VIT_212s0142g00340.11, VIT_212s0142g00340.5, VIT_212s0142g00340.10, VIT_212s0142g00340.8, VIT_212s0142g00340.9
OG0007977	AT4G18370.1, AT4G18370.2, AT4G18370.3	VIT_200s1450g00010.1, VIT_210s0003g03850.1
OG0007978	AT2G18030.2, AT2G18030.1	VIT_204s0023g03200.1, VIT_204s0023g03200.2
OG0007979	AT3G54850.1	VIT_213s0019g04710.1
OG0007980	AT5G13630.1, AT5G13630.2	VIT_208s0007g08540.2, VIT_208s0007g08540.1, VIT_208s0007g08540.3
OG0007982	AT5G03900.1, AT5G03900.2	VIT_208s0007g03300.1, VIT_208s0007g03300.2
OG0007983	AT5G16740.1	VIT_205s0062g01150.2, VIT_205s0062g01150.1
OG0007984	AT1G49510.3, AT1G49510.1, AT1G49510.2	VIT_203s0063g01100.1, VIT_203s0063g01100.4, VIT_203s0063g01100.2, VIT_203s0063g01100.5, VIT_203s0063g01100.3
OG0007985	ATMG00030.1	VIT_219s0014g04350.1, VIT_213s0073g00590.1
OG0007987	AT4G11060.1	VIT_214s0060g01620.2, VIT_214s0060g01620.1
OG0007988	AT2G41660.1	VIT_208s0007g08780.1
OG0007989	AT5G18540.2, AT5G18540.1, AT5G18540.3, AT5G18540.4	VIT_205s0020g01600.2, VIT_205s0020g01600.1, VIT_205s0020g01600.3
OG0007990	AT4G10360.3, AT4G10360.1, AT4G10360.2	VIT_206s0004g08450.1, VIT_206s0004g08450.2
OG0007991	AT1G56423.1, AT1G56423.2	VIT_214s0060g01200.1
OG0007992	AT3G13940.1	VIT_209s0002g01860.1
OG0007993	AT3G24800.1	VIT_207s0005g06360.1
OG0007994	AT5G43850.1	VIT_205s0020g04070.3, VIT_205s0020g04070.2, VIT_205s0020g04070.5, VIT_205s0020g04070.1, VIT_205s0020g04070.4
OG0007995	AT3G12300.1	VIT_207s0005g06550.1, VIT_207s0005g06550.2, VIT_213s0084g00340.1
OG0007996	AT4G02980.1	VIT_207s0104g00710.2, VIT_207s0104g00710.1
OG0007998	AT4G16144.1	VIT_205s0077g01350.2, VIT_205s0077g01350.4, VIT_205s0077g01350.1, VIT_205s0077g01350.3
OG0007999	AT3G51240.1, AT3G51240.2	VIT_204s0023g03370.1, VIT_218s0001g14310.1
