Orthogroup	A_thaliana.proteins	D_muscipula.proteins
OG0010492	AT5G51010.1	Dm_00007634-RA
OG0010493	AT3G02280.2, AT3G02280.1, AT3G02280.3	Dm_00019907-RA
OG0010494	AT3G03070.1	Dm_00000402-RA
OG0010496	AT2G44620.1	Dm_00012272-RA
OG0010497	AT5G11680.1	Dm_00006170-RA
OG0010498	AT1G02410.3, AT1G02410.2, AT1G02410.1	Dm_00020757-RA
OG0010499	AT3G19990.2, AT3G19990.1	Dm_00015111-RA
OG0010500	AT1G10550.1	Dm_00009369-RA
OG0010501	AT3G04680.1, AT3G04680.3, AT3G04680.2	Dm_00018265-RA
OG0010502	AT5G13770.1	Dm_00008176-RA
OG0010503	AT2G39725.2, AT2G39725.1	Dm_00001657-RA
OG0010504	AT1G32470.1, AT2G35370.1	Dm_00007196-RA
OG0010505	AT3G47980.1, AT5G62720.2, AT5G62720.1	Dm_00007030-RA
OG0010507	AT1G24050.1, AT1G70220.2, AT1G70220.1	Dm_00011326-RA
OG0010510	AT3G25970.1	Dm_00014547-RA
OG0010511	AT4G24880.2, AT4G24880.1	Dm_00001847-RA
OG0010512	AT2G44600.1, AT3G60200.1	Dm_00016379-RA
OG0010513	AT2G01440.1	Dm_00003205-RA
OG0010514	AT5G49510.2, AT5G49510.1	Dm_00019179-RA
OG0010515	AT1G69440.1	Dm_00002179-RA
OG0010517	AT1G26940.2, AT1G26940.1	Dm_00016347-RA
OG0010518	AT3G18580.1	Dm_00008567-RA
OG0010519	AT1G13270.1	Dm_00014197-RA
OG0010520	AT1G77405.1	Dm_00002949-RA
OG0010522	AT2G01290.1, AT1G71100.1	Dm_00007796-RA
OG0010523	AT2G47420.1	Dm_00005146-RA, Dm_00000990-RA
OG0010526	AT1G26550.1	Dm_00010525-RA
OG0010527	AT4G27600.1	Dm_00000250-RA
OG0010528	AT5G08530.1	Dm_00007669-RA
OG0010529	AT1G27520.1	Dm_00006557-RA
OG0010530	AT1G13635.1, AT1G13635.2	Dm_00018248-RA
OG0010532	AT1G32500.1	Dm_00018083-RA
OG0010533	AT1G14140.1, AT4G24570.1	Dm_00002170-RA
OG0010534	AT4G17430.1	Dm_00019899-RA
OG0010535	AT1G18580.1	Dm_00012913-RA
OG0010536	AT3G13220.1	Dm_00001886-RA
OG0010537	AT2G01140.1	Dm_00002828-RA
OG0010538	AT4G01570.1	Dm_00004244-RA
OG0010539	AT5G13190.1, AT5G13190.2	Dm_00017185-RA
OG0010541	AT5G47090.1, AT5G47090.2	Dm_00018755-RA
OG0010542	AT1G26520.1	Dm_00006065-RA
OG0010543	AT1G48570.1	Dm_00015015-RA
OG0010544	AT3G13010.1, AT3G13020.1, AT3G13030.4, AT3G13030.2, AT3G13030.1, AT3G13030.3, AT3G13030.5	Dm_00004270-RA
OG0010547	AT1G64320.2, AT1G64320.1, AT5G41780.1, AT5G41780.3, AT5G41780.2, AT5G41780.4	Dm_00014661-RA
OG0010551	AT5G25240.1	Dm_00000262-RA
OG0010553	AT5G39530.1, AT5G39530.2, AT5G39520.1	Dm_00019232-RA
OG0010555	AT3G54290.1	Dm_00007124-RA
OG0010558	AT1G62050.1	Dm_00017123-RA, Dm_00007539-RA
OG0010560	AT1G16380.1, AT1G79400.1	Dm_00007680-RA, Dm_00002241-RA
OG0010563	AT4G37300.1	Dm_00002638-RA
OG0010566	AT2G41990.1	Dm_00017753-RA
OG0010572	AT4G33520.4, AT4G33520.1	Dm_00003463-RA
OG0010624	AT5G52810.1	Dm_00006258-RA
OG0010629	AT5G52970.1, AT5G52970.2	Dm_00010861-RA
OG0010630	AT3G21400.1	Dm_00020753-RA
OG0010631	AT4G14819.1, AT3G22540.1	Dm_00016191-RA
OG0010632	AT3G22980.3, AT3G22980.1, AT3G22980.2	Dm_00007211-RA
OG0010634	AT4G19400.1	Dm_00017878-RA
OG0010637	AT2G33180.1	Dm_00017416-RA
OG0010638	AT3G62030.3, AT3G62030.2, AT3G62030.1	Dm_00017054-RA
OG0010639	AT5G49610.1	Dm_00020836-RA
OG0010642	AT3G52960.1	Dm_00007506-RA
OG0010644	AT2G29560.1	Dm_00005523-RA
OG0010647	AT2G28160.1, AT2G28160.2	Dm_00017704-RA
OG0010649	AT3G54690.1	Dm_00003503-RA
OG0010652	AT1G59760.1	Dm_00003512-RA
OG0010653	AT3G44880.1	Dm_00010152-RA
OG0010654	AT3G54440.1, AT3G54440.3, AT3G54440.2	Dm_00004268-RA
OG0010657	AT5G43860.1	Dm_00015171-RA, Dm_00018910-RA
OG0010658	AT5G18810.2, AT5G18810.1	Dm_00016721-RA
OG0010659	AT1G64880.1	Dm_00008207-RA
OG0010660	AT4G17180.1	Dm_00005993-RA
OG0010663	AT4G03200.1, AT4G03200.2	Dm_00011878-RA
OG0010665	AT5G07020.1	Dm_00013385-RA, Dm_00013384-RA
OG0010666	AT3G58520.2, AT3G58520.1	Dm_00006668-RA
OG0010667	AT1G54740.1	Dm_00002115-RA
OG0010668	AT3G59420.1	Dm_00012515-RA
OG0010669	AT3G07330.1, AT3G07330.2	Dm_00010023-RA
OG0010670	AT2G36570.1	Dm_00007511-RA
OG0010672	AT1G04900.1	Dm_00002575-RA
OG0010673	AT3G44380.1	Dm_00014163-RA, Dm_00003874-RA
OG0010674	AT4G00231.1	Dm_00011023-RA
OG0010677	AT1G01725.1, AT4G00530.1	Dm_00004574-RA
OG0010678	AT1G80150.2, AT1G80150.1	Dm_00015804-RA
OG0010679	AT3G07560.1	Dm_00017207-RA
OG0010680	AT1G56260.2, AT1G56260.1	Dm_00007149-RA
OG0010681	AT1G62730.2, AT1G62730.1	Dm_00005583-RA
OG0010682	AT5G03700.1	Dm_00004316-RA
OG0010683	AT5G14820.1, AT3G62540.1, AT3G62470.1	Dm_00006523-RA
OG0010684	AT4G01870.2, AT4G01870.1	Dm_00020677-RA
OG0010686	AT3G16010.1	Dm_00003724-RA
OG0010687	AT3G09030.1	Dm_00001204-RA
OG0010690	AT4G01935.1	Dm_00016117-RA
OG0010691	AT1G64810.1, AT1G64810.2	Dm_00004353-RA
OG0010692	AT1G04555.1	Dm_00017151-RA
OG0010693	AT5G46020.1	Dm_00002290-RA
OG0010694	AT2G33390.1, AT2G33390.2	Dm_00013213-RA
OG0010695	AT2G32810.1, AT2G32810.2	Dm_00001546-RA
OG0010696	AT3G06120.1	Dm_00020305-RA
OG0010697	AT3G56940.1, AT3G56940.2	Dm_00005725-RA
OG0010701	AT4G31560.1	Dm_00011250-RA
OG0010703	AT5G09270.1, AT5G09270.2	Dm_00020407-RA
OG0010704	AT4G02725.1, AT4G02725.2	Dm_00002582-RA
OG0010706	AT5G59860.1, AT3G46020.1	Dm_00002561-RA
OG0010707	AT4G13980.1	Dm_00001534-RA
OG0010708	AT5G61710.1, AT4G02160.1	Dm_00004453-RA
OG0010709	AT2G31400.1, AT2G31400.2	Dm_00015824-RA
OG0010710	AT3G04260.1	Dm_00006706-RA
OG0010711	AT3G16565.6, AT3G16565.5, AT3G16565.4, AT3G16565.3, AT3G16565.1, AT3G16565.2	Dm_00016363-RA
OG0010712	AT5G25580.1	Dm_00000634-RA
OG0010713	AT4G15940.1	Dm_00021031-RA
OG0010714	AT5G13840.2, AT5G13840.1	Dm_00011935-RA
OG0010716	AT4G13885.1, AT2G34110.1, AT4G13870.2, AT4G13870.1	Dm_00001539-RA
OG0010718	AT5G58250.1	Dm_00014484-RA
OG0010719	AT5G06130.2, AT5G06130.1	Dm_00000809-RA
OG0010720	AT5G18580.1	Dm_00005500-RA
OG0010721	AT5G49525.1	Dm_00014844-RA
OG0010722	AT3G11591.1	Dm_00003593-RA, Dm_00001404-RA
OG0010723	AT5G05130.1	Dm_00004484-RA
OG0010724	AT5G26230.1	Dm_00020548-RA
OG0010727	AT3G51280.1	Dm_00015397-RA
OG0010728	AT2G17033.1, AT2G17033.2, AT2G17033.3, AT2G17033.4	Dm_00013907-RA
OG0010729	AT5G65250.1	Dm_00016176-RA, Dm_00016177-RA
OG0010730	AT4G36390.1	Dm_00007938-RA
OG0010731	AT5G08740.1	Dm_00001868-RA
OG0010733	AT2G17705.1	Dm_00016421-RA
OG0010735	AT1G47720.1	Dm_00004657-RA, Dm_00008873-RA
OG0010736	AT5G49660.1	Dm_00002498-RA
OG0010739	AT4G36530.1, AT4G36530.2	Dm_00004349-RA
OG0010741	AT3G47470.1	Dm_00014084-RA
OG0010742	AT2G44195.1, AT2G44200.1	Dm_00008321-RA
OG0010743	AT4G38270.1, AT4G38270.2	Dm_00004965-RA
OG0010744	AT3G19220.1	Dm_00019192-RA
OG0010745	AT1G77370.1, AT1G77370.2	Dm_00003687-RA
OG0010747	AT2G35790.1	Dm_00014847-RA
OG0010749	AT2G21950.1	Dm_00021084-RA
OG0010751	AT2G21350.1, AT4G39040.2, AT4G39040.1	Dm_00019839-RA
OG0010754	AT5G42480.2, AT5G42480.1	Dm_00017567-RA
OG0010755	AT1G58100.1, AT1G58100.2	Dm_00014805-RA
OG0010757	AT5G67290.1	Dm_00005320-RA
OG0010758	AT1G21651.1	Dm_00011003-RA
OG0010759	AT2G20920.1	Dm_00006660-RA
OG0010760	AT2G47520.1	Dm_00020427-RA
OG0010761	AT5G42760.2, AT5G42760.1	Dm_00010849-RA
OG0010762	AT1G76150.1	Dm_00000133-RA, Dm_00001250-RA
OG0010763	AT1G75460.1, AT1G19740.1	Dm_00016852-RA
OG0010764	AT1G76450.1	Dm_00014137-RA
OG0010765	AT5G10020.1, AT5G10020.2	Dm_00007693-RA
OG0010767	AT4G33480.1	Dm_00005493-RA
OG0010769	AT5G18790.1, AT3G06320.1	Dm_00016279-RA
OG0010770	AT5G65220.1	Dm_00008218-RA
OG0010772	AT1G48200.1	Dm_00009581-RA
OG0010773	AT2G33640.1	Dm_00011982-RA
OG0010775	AT1G09630.1	Dm_00015513-RA
OG0010776	AT3G26410.1	Dm_00002519-RA
OG0010777	AT2G04560.1	Dm_00009047-RA
OG0010778	AT5G47830.1, AT5G47830.2	Dm_00001659-RA, Dm_00002379-RA
OG0010780	AT4G33520.2, AT4G33520.3	Dm_00003464-RA
OG0010781	AT5G42130.1	Dm_00019480-RA
OG0010782	AT1G59600.1	Dm_00002363-RA
OG0010786	AT5G49940.2, AT5G49940.1	Dm_00015515-RA
OG0010787	AT1G49780.1	Dm_00004686-RA
OG0010790	AT3G13350.1	Dm_00001503-RA
OG0010794	AT1G11430.1	Dm_00007749-RA
OG0010795	AT4G22305.1, AT4G22305.2, AT4G22300.1	Dm_00014325-RA
OG0010796	AT1G28680.2, AT1G28680.1	Dm_00017592-RA
OG0010798	AT4G22260.1	Dm_00008584-RA
OG0010800	AT1G06690.1	Dm_00001313-RA
OG0010801	AT1G30950.1	Dm_00010490-RA
OG0010802	AT4G28230.1	Dm_00005413-RA
OG0010804	AT1G30380.1	Dm_00018876-RA
OG0010805	AT3G20800.1	Dm_00011381-RA
OG0010806	AT3G45890.1	Dm_00018497-RA
OG0010809	AT1G06520.1	Dm_00006371-RA, Dm_00000495-RA
OG0010810	AT5G47760.1	Dm_00010142-RA
OG0010811	AT5G58200.1, AT5G58200.2	Dm_00005251-RA
OG0010813	AT1G06270.1	Dm_00017311-RA
OG0010814	AT2G20060.1	Dm_00005341-RA
OG0010815	AT4G16410.1	Dm_00019568-RA
OG0010816	AT5G47570.1	Dm_00006696-RA
OG0010818	AT4G28590.1	Dm_00004726-RA
OG0010821	AT2G26900.1	Dm_00001048-RA
OG0010822	AT1G01510.1	Dm_00016850-RA
OG0010823	AT1G68680.1	Dm_00000099-RA
OG0010824	AT2G39230.1, AT3G54980.1, AT3G54980.2	Dm_00020835-RA, Dm_00017212-RA
OG0010826	AT1G65030.1	Dm_00020657-RA
OG0010829	AT5G23880.1	Dm_00003313-RA
OG0010831	AT5G11770.1	Dm_00014115-RA
OG0010832	AT5G51110.1, AT5G51110.2	Dm_00014858-RA
OG0010833	AT3G07670.2, AT3G07670.1	Dm_00007948-RA
OG0010834	AT5G10620.2, AT5G10620.1	Dm_00015740-RA
OG0010836	AT5G62650.1	Dm_00006263-RA
OG0010837	AT5G51550.1	Dm_00011047-RA
OG0010838	AT5G10780.1, AT5G10780.2	Dm_00007016-RA
OG0010839	AT4G00030.1	Dm_00004500-RA
OG0010840	AT1G73720.1	Dm_00005492-RA
OG0010841	AT5G35100.2, AT5G35100.3, AT5G35100.1	Dm_00009940-RA
OG0010844	AT3G43860.1, AT3G43860.2	Dm_00020651-RA
OG0010845	AT3G15620.1, AT3G15620.2	Dm_00016165-RA
OG0010846	AT5G20080.1	Dm_00003599-RA
OG0010847	AT4G32700.2	Dm_00009562-RA
OG0010848	AT2G45600.1	Dm_00012900-RA
OG0010849	AT5G07230.1, AT5G62080.1, AT5G52160.1	Dm_00016794-RA
OG0010850	AT1G01970.1	Dm_00000798-RA
OG0010851	AT5G20120.2, AT5G20120.1	Dm_00003603-RA
OG0010852	AT2G45610.1	Dm_00017730-RA
OG0010853	AT5G19730.1	Dm_00020077-RA
OG0010854	AT1G12520.3, AT1G12520.2, AT1G12520.1	Dm_00010347-RA
OG0010855	AT4G19190.1	Dm_00008293-RA
OG0010858	AT3G47440.1	Dm_00006400-RA
OG0010860	AT3G54210.1	Dm_00012107-RA
OG0010861	AT3G24590.2, AT3G24590.1	Dm_00008881-RA
OG0010863	AT1G02020.2, AT1G02020.3, AT1G02020.1	Dm_00004369-RA
OG0010864	AT3G49080.1	Dm_00015692-RA
OG0010865	AT2G26250.1	Dm_00008322-RA
OG0010866	AT5G41800.1	Dm_00016415-RA
OG0010867	AT2G18710.1	Dm_00004432-RA
OG0010868	AT5G43050.1	Dm_00014191-RA
OG0010870	AT5G19930.2, AT5G19930.1	Dm_00000111-RA
OG0010872	AT3G26060.3	Dm_00005119-RA
OG0010873	AT2G26700.1	Dm_00001064-RA
OG0010874	AT4G39810.1	Dm_00011962-RA
OG0010875	AT4G00570.1	Dm_00018804-RA
OG0010876	AT5G20140.1, AT5G20140.2	Dm_00001056-RA
OG0010877	AT5G04750.2, AT5G04750.1	Dm_00007128-RA
OG0010878	AT2G24820.1	Dm_00013941-RA
OG0010880	AT4G19150.1, AT4G19150.2	Dm_00020815-RA
OG0010881	AT1G79760.2, AT1G79760.1	Dm_00008212-RA
OG0010882	AT1G16800.3, AT1G16800.1, AT1G16800.2	Dm_00011991-RA
OG0010883	AT2G06010.1	Dm_00002074-RA
OG0010884	AT5G51720.1	Dm_00007833-RA
OG0010885	AT1G32220.1	Dm_00011132-RA
OG0010887	AT5G04960.1, AT3G10710.1	Dm_00004245-RA
OG0010889	AT2G20020.1	Dm_00005215-RA
OG0010890	AT4G17100.2, AT4G17100.1	Dm_00013379-RA
OG0010892	AT5G53730.1	Dm_00000190-RA
OG0010893	AT5G52950.1, AT5G52950.2	Dm_00005158-RA
OG0010894	AT5G57370.1	Dm_00000744-RA, Dm_00009826-RA
OG0010895	AT4G32750.1	Dm_00000647-RA
OG0010896	AT1G02630.2, AT1G02630.1	Dm_00002921-RA
OG0010897	AT4G27750.1	Dm_00018048-RA
OG0010899	AT3G24520.1	Dm_00020579-RA
OG0010900	AT4G19390.1, AT4G19390.2	Dm_00005845-RA
OG0010901	AT2G26830.1	Dm_00003604-RA
OG0010903	AT2G36430.1	Dm_00001782-RA
OG0010908	AT3G16310.1	Dm_00002345-RA
OG0010909	AT4G31760.1, AT2G24800.2, AT2G24800.1	Dm_00016848-RA
OG0010910	AT2G05920.1	Dm_00002081-RA, Dm_00008757-RA
OG0010911	AT5G11340.1	Dm_00008640-RA
OG0010912	AT5G25754.1, AT5G25757.1	Dm_00000646-RA
OG0010914	AT1G19130.1	Dm_00001019-RA
OG0010915	AT3G20870.3, AT3G20870.1	Dm_00008274-RA
OG0010916	AT4G16570.1	Dm_00000903-RA
OG0010919	AT5G23940.1	Dm_00011710-RA, Dm_00003300-RA
OG0010922	AT2G25680.1	Dm_00019129-RA
OG0010923	AT5G62390.1	Dm_00012344-RA
OG0010926	AT2G45690.1	Dm_00011855-RA
OG0010927	AT2G19340.1, AT2G19340.2, AT4G29870.1	Dm_00004865-RA
OG0010928	AT5G24850.1	Dm_00013659-RA
OG0010930	AT3G03750.1, AT3G03750.2	Dm_00016457-RA
OG0010931	AT3G53180.1	Dm_00006855-RA
OG0010932	AT1G31330.1	Dm_00016456-RA
OG0010933	AT2G32640.2, AT2G32640.1	Dm_00005191-RA
OG0010934	AT1G79040.1	Dm_00004916-RA
OG0010935	AT1G08460.2, AT1G08460.1	Dm_00003295-RA
OG0010936	AT1G06440.1	Dm_00010062-RA
OG0010937	AT5G46180.1	Dm_00000329-RA
OG0010939	AT3G12010.1	Dm_00017450-RA
OG0010940	AT3G27340.4, AT3G27340.2, AT3G27340.3, AT3G27340.1	Dm_00004614-RA
OG0010941	AT1G07020.1	Dm_00004138-RA
OG0010942	AT1G31817.1	Dm_00017288-RA
OG0010943	AT5G35770.1	Dm_00012325-RA, Dm_00013132-RA
OG0010944	AT3G14850.1, AT3G14850.2	Dm_00017485-RA
OG0010945	AT5G12260.1	Dm_00002207-RA, Dm_00008784-RA
OG0010946	AT5G05660.1	Dm_00005547-RA
OG0010947	AT3G13682.1	Dm_00014564-RA
OG0010948	AT1G29260.1	Dm_00002304-RA
OG0010949	AT5G19860.1	Dm_00007971-RA
OG0010950	AT2G34050.1	Dm_00004416-RA
OG0010951	AT1G61720.1	Dm_00007747-RA
OG0010952	AT4G27030.1, AT1G62190.1, AT2G22890.1	Dm_00000853-RA
OG0010954	AT5G01830.1	Dm_00000033-RA, Dm_00001580-RA
OG0010955	AT5G44790.1	Dm_00016385-RA
OG0010956	AT5G59210.1, AT5G59210.2	Dm_00003836-RA
OG0010958	AT5G55125.1, AT5G55125.2	Dm_00014186-RA, Dm_00004732-RA
OG0010961	AT2G37110.1	Dm_00012778-RA
OG0010963	AT1G16590.1, AT1G16590.2	Dm_00008401-RA
OG0010964	AT2G38000.1	Dm_00012070-RA
OG0010966	AT3G56330.1	Dm_00020046-RA
OG0010967	AT1G15220.1, AT1G15220.2	Dm_00018877-RA
OG0010968	AT1G50740.1, AT3G20510.1	Dm_00006040-RA
OG0010969	AT5G58410.1, AT5G58410.2	Dm_00003021-RA
OG0010971	AT5G05550.3, AT5G05550.1, AT5G05550.2, AT3G11100.1	Dm_00008237-RA
OG0010975	AT3G10405.1	Dm_00007160-RA
OG0010976	AT3G55780.1	Dm_00012296-RA, Dm_00014562-RA
OG0010978	AT2G26930.1	Dm_00013738-RA
OG0010979	AT3G09310.1	Dm_00014511-RA
OG0010980	AT5G18440.1, AT5G18440.2	Dm_00010529-RA
OG0010981	AT5G06580.1	Dm_00012468-RA, Dm_00011573-RA
OG0010986	AT5G01360.1, AT5G01360.2	Dm_00011900-RA
OG0010988	AT3G63490.2, AT3G63490.1	Dm_00011198-RA
OG0010990	AT2G36145.1	Dm_00000810-RA
OG0010991	AT4G16450.1, AT4G16450.2	Dm_00004117-RA, Dm_00002690-RA
OG0010992	AT3G09320.1	Dm_00010944-RA
OG0010997	AT2G20810.1	Dm_00011415-RA
OG0010998	AT5G60460.2, AT5G60460.1	Dm_00011009-RA
OG0011000	AT1G21840.2, AT1G21840.1	Dm_00010926-RA
OG0011001	AT3G14740.2, AT3G14740.1	Dm_00006249-RA
OG0011002	AT3G18110.1	Dm_00000410-RA
OG0011003	AT3G52150.1, AT3G52150.2	Dm_00014465-RA
OG0011004	AT3G11090.1	Dm_00008238-RA
OG0011005	AT5G42850.2, AT5G42850.1	Dm_00012526-RA
OG0011007	AT1G03475.1	Dm_00018577-RA
OG0011008	AT2G29540.1, AT2G29540.2, AT2G29540.3	Dm_00016103-RA
OG0011009	AT1G48170.1	Dm_00015768-RA
OG0011010	AT1G56090.2, AT1G56090.1	Dm_00009104-RA
OG0011011	AT5G60650.1, AT2G28410.1	Dm_00007336-RA, Dm_00007803-RA
OG0011012	AT2G40220.1	Dm_00016428-RA
OG0011013	AT5G48130.1	Dm_00009950-RA
OG0011014	AT5G03890.1, AT3G10120.1	Dm_00001386-RA
OG0011015	AT2G33835.1	Dm_00003848-RA
OG0011017	AT5G63690.2, AT5G63690.1	Dm_00019203-RA, Dm_00019707-RA
OG0011018	AT3G53140.1	Dm_00007895-RA, Dm_00012543-RA
OG0011020	AT1G63990.2, AT1G63990.1	Dm_00010931-RA
OG0011022	AT2G42390.1	Dm_00010648-RA
OG0011023	AT4G05220.1, AT1G61760.1	Dm_00013769-RA
OG0011024	AT1G55280.1, AT1G55280.2	Dm_00009142-RA
OG0011025	AT2G04900.1, AT2G04900.2	Dm_00013131-RA
OG0011027	AT2G40200.1	Dm_00019950-RA
OG0011028	AT2G39120.1	Dm_00007729-RA
OG0011029	AT2G27430.1	Dm_00000683-RA, Dm_00000684-RA
OG0011030	AT4G01970.2, AT4G01970.1	Dm_00018596-RA
OG0011031	AT1G12250.3, AT1G12250.1, AT1G12250.2	Dm_00005584-RA
OG0011032	AT4G14110.1	Dm_00008909-RA
OG0011033	AT1G02060.1	Dm_00010844-RA
OG0011035	AT1G17870.1	Dm_00018095-RA, Dm_00011244-RA, Dm_00019628-RA
OG0011036	AT4G11640.1	Dm_00006028-RA
OG0011037	AT1G50940.1	Dm_00000838-RA
OG0011038	AT1G44900.1, AT1G44900.2	Dm_00018939-RA
OG0011039	AT2G06210.1	Dm_00012139-RA
OG0011040	AT1G18000.1, AT1G18010.1	Dm_00000417-RA
OG0011041	AT1G77180.2, AT1G77180.1, AT1G77180.3	Dm_00008497-RA
OG0011042	AT4G24090.1	Dm_00013449-RA
OG0011043	AT2G35450.1	Dm_00012065-RA
OG0011044	AT4G33420.2, AT4G33420.1	Dm_00018980-RA
OG0011046	AT4G24040.1	Dm_00009945-RA
OG0011047	AT5G65490.1	Dm_00019092-RA
OG0011048	AT2G20330.1	Dm_00003689-RA, Dm_00000945-RA
OG0011049	AT3G19630.1	Dm_00017093-RA
OG0011050	AT4G13450.2, AT4G13450.1	Dm_00005717-RA
OG0011051	AT5G59180.1	Dm_00015988-RA
OG0011052	AT1G09850.1	Dm_00007783-RA
OG0011053	AT3G48250.1	Dm_00018671-RA
OG0011054	AT4G24910.1	Dm_00000986-RA
OG0011055	AT4G38225.1, AT4G38225.3, AT4G38225.2	Dm_00015332-RA
OG0011056	AT4G38040.2, AT4G38040.1	Dm_00009740-RA
OG0011057	AT1G14450.2, AT1G14450.1, AT2G02510.1	Dm_00009373-RA, Dm_00014444-RA
OG0011058	AT4G16060.1	Dm_00020022-RA
OG0011061	AT4G04614.1, AT4G04614.2	Dm_00005044-RA
OG0011062	AT1G64350.1	Dm_00010301-RA
OG0011063	AT1G03900.1	Dm_00008894-RA
OG0011064	AT3G24660.1	Dm_00000931-RA
OG0011065	AT2G43030.1	Dm_00013613-RA
OG0011066	AT5G48330.2, AT5G48330.1	Dm_00010925-RA
OG0011067	AT3G07260.1, AT3G07220.1	Dm_00014456-RA
OG0011069	AT1G67510.1	Dm_00018582-RA
OG0011070	AT5G64380.1	Dm_00014179-RA, Dm_00012173-RA, Dm_00020695-RA
OG0011071	AT1G32990.1	Dm_00016261-RA
OG0011072	AT4G09530.1, AT5G66260.1	Dm_00008108-RA
OG0011074	AT5G64040.2, AT5G64040.1	Dm_00011639-RA
OG0011075	AT3G27520.1	Dm_00015079-RA
OG0011076	AT4G35050.1, AT2G16780.1	Dm_00014673-RA
OG0011077	AT3G48540.1	Dm_00000298-RA
OG0011079	AT3G23400.1, AT3G23400.2, AT3G23400.3, AT3G23400.4	Dm_00015634-RA
OG0011080	AT3G62810.1, AT3G62810.2	Dm_00006889-RA
OG0011082	AT3G04550.1, AT5G28500.1, AT5G28500.2	Dm_00003495-RA
OG0011083	AT5G13420.1	Dm_00011869-RA
OG0011085	AT5G67220.1	Dm_00005331-RA, Dm_00002409-RA, Dm_00002411-RA
OG0011086	AT5G52800.1, AT5G52800.2, AT5G52800.3	Dm_00006259-RA
OG0011087	AT1G67680.1, AT1G67650.1	Dm_00019440-RA
OG0011088	AT3G16760.1, AT3G16760.2	Dm_00018140-RA
OG0011089	AT5G67070.1	Dm_00003927-RA
OG0011090	AT2G17230.1	Dm_00018747-RA
OG0011091	AT1G33170.1, AT4G10440.1	Dm_00015282-RA
OG0011092	AT3G20050.1	Dm_00010752-RA
OG0011093	AT5G13880.2, AT5G13880.1, AT5G47920.1	Dm_00012015-RA
OG0011094	AT1G65230.1	Dm_00009028-RA
OG0011095	AT5G43280.1, AT5G43280.2	Dm_00020946-RA, Dm_00006904-RA
OG0011097	AT3G18930.3, AT3G18930.1, AT3G18930.2	Dm_00001739-RA
OG0011098	AT3G18940.1	Dm_00001737-RA
OG0011099	AT2G31880.1	Dm_00001692-RA
OG0011100	AT4G09730.1	Dm_00016627-RA
OG0011101	AT5G38890.1	Dm_00004893-RA
OG0011102	AT2G33840.1	Dm_00010410-RA
OG0011103	AT1G32550.2, AT1G32550.1	Dm_00011808-RA
OG0011104	AT3G49550.1, AT5G24610.1	Dm_00000204-RA
OG0011107	AT1G64310.1	Dm_00020343-RA
OG0011108	AT1G09150.1	Dm_00008827-RA
OG0011113	AT2G18196.1, AT2G18196.2, AT4G10465.1	Dm_00014998-RA
OG0011114	AT5G26820.1	Dm_00001616-RA
OG0011115	AT1G71750.2, AT1G71750.1	Dm_00001312-RA
OG0011116	AT2G46580.1	Dm_00003241-RA
OG0011118	AT4G37000.1	Dm_00002645-RA
OG0011119	AT2G01070.2, AT2G01070.1	Dm_00013329-RA
OG0011120	AT4G27700.1	Dm_00000442-RA
OG0011121	AT2G06000.2, AT2G06000.1	Dm_00002077-RA
OG0011122	AT3G04950.1	Dm_00001827-RA
OG0011124	AT2G17980.1	Dm_00004975-RA, Dm_00002062-RA
OG0011125	AT5G42890.1	Dm_00005314-RA
OG0011128	AT2G32120.2, AT2G32120.1	Dm_00017031-RA
OG0011129	AT5G09930.1, AT5G64840.1	Dm_00005082-RA
OG0011130	AT1G71720.1, AT1G71720.2	Dm_00009957-RA
OG0011131	AT5G61850.1, AT5G61850.2	Dm_00020960-RA
OG0011134	AT1G05600.2, AT1G05600.1, AT1G05600.3	Dm_00010184-RA
OG0011138	AT1G73885.1	Dm_00020441-RA
OG0011140	AT1G18250.2, AT1G18250.1, AT1G73620.1	Dm_00009680-RA
OG0011142	AT5G14460.1	Dm_00009078-RA
OG0011144	AT1G14030.1	Dm_00002175-RA
OG0011145	AT5G63200.1, AT5G63200.2	Dm_00008817-RA
OG0011146	AT2G35360.2, AT2G35360.3, AT2G35360.1	Dm_00010188-RA
OG0011147	AT3G47610.1	Dm_00014807-RA
OG0011149	AT3G06540.1	Dm_00002234-RA
OG0011150	AT3G18190.1	Dm_00009507-RA, Dm_00014821-RA
OG0011152	AT2G44640.1	Dm_00002142-RA
OG0011154	AT1G02180.1	Dm_00021114-RA
OG0011155	AT1G68830.1	Dm_00008856-RA
OG0011156	AT5G38060.1, AT5G38060.2	Dm_00015410-RA
OG0011157	AT5G22260.1	Dm_00003808-RA
OG0011158	AT2G01490.2, AT2G01490.1	Dm_00003273-RA
OG0011159	AT5G07960.1	Dm_00017864-RA
OG0011161	AT3G26580.1	Dm_00014750-RA
OG0011162	AT3G02110.1	Dm_00008424-RA
OG0011163	AT5G23400.1	Dm_00008642-RA
OG0011165	AT5G08050.1	Dm_00003627-RA
OG0011166	AT2G35540.1	Dm_00011204-RA
OG0011167	AT5G36120.1	Dm_00017824-RA
OG0011168	AT5G14970.1	Dm_00016110-RA
OG0011169	AT1G23390.1	Dm_00016050-RA, Dm_00019467-RA
OG0011170	AT4G25730.1	Dm_00012313-RA
OG0011171	AT1G24040.1, AT1G24040.3, AT1G24040.2	Dm_00005822-RA
OG0011172	AT2G35470.1	Dm_00005578-RA
