Orthogroup	A_thaliana.proteins	A_vesiculosa.proteins
OG0010183	AT3G48990.1	Av_00009406-RA
OG0010184	AT5G20590.2, AT5G20590.1	Av_00004463-RA
OG0010185	AT1G61870.1, AT1G11630.1	Av_00005954-RA, Av_00005618-RA
OG0010186	AT1G22920.2, AT1G22920.1, AT1G71230.1	Av_00003626-RA, Av_00007132-RA
OG0010187	AT1G63000.1	Av_00024802-RA, Av_00010398-RA, Av_00014560-RA
OG0010188	AT1G80460.1, AT1G80460.2	Av_00007951-RA
OG0010190	AT1G63160.1	Av_00010410-RA
OG0010191	AT1G72480.1	Av_00004094-RA
OG0010192	AT1G59860.1, AT1G07400.1	Av_00007964-RA
OG0010193	AT3G21600.3, AT3G21600.2, AT3G21600.1, AT4G15450.1, AT4G15450.2	Av_00008885-RA
OG0010194	AT1G19140.1, AT1G19140.2	Av_00021108-RA, Av_00017135-RA
OG0010195	AT2G43250.1	Av_00020847-RA, Av_00020845-RA
OG0010196	AT1G69980.1	Av_00000899-RA
OG0010197	AT2G19385.1	Av_00009912-RA, Av_00011118-RA
OG0010198	AT2G45280.1, AT2G45280.2	Av_00021529-RA
OG0010200	AT5G11270.1	Av_00004661-RA
OG0010201	AT1G78930.1	Av_00018330-RA
OG0010202	AT2G43090.2, AT2G43090.1, AT3G58990.1	Av_00006053-RA
OG0010203	AT4G33870.1	Av_00007990-RA
OG0010205	AT4G31870.2, AT4G31870.1, AT2G25080.1	Av_00013383-RA
OG0010206	AT1G64220.1, AT5G41685.1	Av_00018642-RA, Av_00017543-RA
OG0010207	AT3G24530.1, AT3G24530.2	Av_00020930-RA
OG0010208	AT5G28460.1, AT3G61520.1, AT5G28370.1	Av_00017900-RA
OG0010209	AT5G58150.1	Av_00009073-RA, Av_00003978-RA
OG0010211	AT5G21920.2, AT5G21920.1	Av_00023462-RA
OG0010212	AT5G25760.1, AT5G25760.2	Av_00018238-RA, Av_00004646-RA
OG0010213	AT5G19980.1	Av_00007400-RA
OG0010214	AT1G16080.1	Av_00017575-RA
OG0010215	AT3G06200.1	Av_00019652-RA, Av_00006456-RA
OG0010216	AT4G10790.1	Av_00016588-RA
OG0010217	AT1G16880.1, AT1G16880.2	Av_00017542-RA
OG0010219	AT4G22880.1, AT4G22880.3, AT4G22880.2	Av_00005516-RA, Av_00006085-RA
OG0010220	AT1G80510.1	Av_00020789-RA
OG0010221	AT5G19680.1	Av_00019295-RA
OG0010222	AT5G52420.1	Av_00016699-RA, Av_00002089-RA
OG0010223	AT5G67100.1, AT5G67100.2	Av_00001973-RA
OG0010224	AT4G33250.1	Av_00020723-RA, Av_00007138-RA
OG0010225	AT5G57250.1	Av_00011050-RA
OG0010226	AT1G04870.2	Av_00007399-RA, Av_00003783-RA
OG0010228	AT2G46090.1	Av_00017899-RA
OG0010229	AT3G14380.1, AT1G17200.2, AT1G17200.1	Av_00009784-RA
OG0010230	AT1G80920.1	Av_00006843-RA
OG0010231	AT2G25605.1	Av_00010082-RA
OG0010233	AT4G23650.1	Av_00010446-RA
OG0010234	AT1G52620.1	Av_00022448-RA
OG0010235	AT4G10920.2, AT4G10920.1	Av_00022765-RA
OG0010237	AT1G31220.1	Av_00005612-RA
OG0010238	AT2G24940.1	Av_00014416-RA
OG0010239	AT2G46600.1	Av_00017791-RA, Av_00003261-RA
OG0010240	AT3G16170.1	Av_00007997-RA
OG0010241	AT3G60320.1, AT1G02110.1	Av_00003126-RA
OG0010242	AT4G23800.2, AT4G23800.1, AT4G11080.1	Av_00021475-RA
OG0010243	AT5G52440.1	Av_00009190-RA
OG0010245	AT1G79740.3, AT1G79740.2, AT1G79740.4, AT1G79740.1	Av_00012861-RA
OG0010246	AT2G25320.1, AT2G25320.3, AT2G25320.2	Av_00021443-RA, Av_00024643-RA
OG0010247	AT2G24020.2, AT2G24020.1, AT4G30620.1	Av_00004386-RA
OG0010248	AT2G33610.1	Av_00002123-RA, Av_00023910-RA
OG0010250	AT5G52840.1	Av_00005559-RA
OG0010251	AT5G51840.1	Av_00002069-RA
OG0010252	AT3G44610.1	Av_00017316-RA, Av_00021269-RA
OG0010253	AT1G08390.1, AT1G08390.2	Av_00010766-RA
OG0010254	AT1G62330.1	Av_00010608-RA
OG0010256	AT3G58600.1	Av_00023625-RA
OG0010257	AT1G79070.1, AT1G79070.2	Av_00000233-RA
OG0010258	AT2G27800.1	Av_00000918-RA
OG0010261	AT3G03773.1, AT3G03773.2, AT3G03773.3	Av_00015554-RA
OG0010262	AT3G09970.2, AT3G09970.1, AT3G09960.1	Av_00022218-RA
OG0010264	AT5G01110.2, AT5G01110.1	Av_00016541-RA
OG0010265	AT2G31240.1	Av_00002301-RA, Av_00009692-RA
OG0010266	AT5G24520.4, AT5G24520.3, AT5G24520.1, AT5G24520.2	Av_00018880-RA
OG0010267	AT2G42620.1	Av_00017391-RA
OG0010268	AT5G46420.1	Av_00014188-RA
OG0010269	AT5G01590.1	Av_00013570-RA
OG0010271	AT2G38020.2, AT2G38020.1	Av_00007127-RA
OG0010272	AT1G06280.1	Av_00015827-RA, Av_00019711-RA
OG0010273	AT2G37195.2, AT2G37195.1	Av_00013469-RA
OG0010275	AT3G09890.1, AT3G09890.2	Av_00015694-RA, Av_00005099-RA
OG0010276	AT2G29570.1, AT1G07370.1	Av_00015386-RA
OG0010277	AT2G41760.1	Av_00021728-RA
OG0010278	AT5G54980.1	Av_00015741-RA
OG0010280	AT3G51870.1, AT5G01500.1	Av_00021715-RA
OG0010281	AT2G29020.1, AT5G59410.1	Av_00019673-RA
OG0010282	AT2G25100.2, AT2G25100.1	Av_00011901-RA
OG0010286	AT5G55130.3, AT5G55130.1, AT5G55130.2	Av_00000159-RA
OG0010287	AT5G22470.1	Av_00017357-RA, Av_00008486-RA
OG0010289	AT5G04440.2, AT5G04440.1	Av_00011921-RA
OG0010291	AT1G55480.1	Av_00014385-RA
OG0010292	AT1G07320.1, AT1G07320.4, AT1G07320.3, AT1G07320.2	Av_00014591-RA
OG0010293	AT5G44700.1, AT4G20140.1	Av_00018372-RA, Av_00005160-RA
OG0010294	AT1G08190.1	Av_00017491-RA
OG0010295	AT4G04640.1	Av_00010594-RA
OG0010296	AT5G55940.1	Av_00000138-RA
OG0010297	AT3G45230.1, AT5G60630.1	Av_00014277-RA
OG0010298	AT3G08780.2, AT3G08780.1	Av_00023470-RA
OG0010299	AT5G06160.1	Av_00001656-RA, Av_00009446-RA
OG0010300	AT3G58110.2, AT3G58110.1, AT2G42370.1	Av_00006189-RA, Av_00008452-RA
OG0010302	AT1G54350.1	Av_00013590-RA, Av_00008299-RA
OG0010303	AT3G44160.1	Av_00007333-RA, Av_00013280-RA
OG0010304	AT1G78650.1	Av_00007822-RA
OG0010305	AT1G79340.1, AT1G79330.1	Av_00023254-RA
OG0010306	AT3G10960.1	Av_00005032-RA
OG0010307	AT1G09830.1	Av_00014083-RA, Av_00015875-RA
OG0010308	AT5G59340.1	Av_00019959-RA
OG0010309	AT3G13180.1	Av_00000141-RA
OG0010311	AT2G33800.1	Av_00005908-RA, Av_00021394-RA
OG0010312	AT1G47750.1	Av_00001049-RA
OG0010313	AT2G41250.1	Av_00020512-RA, Av_00003525-RA
OG0010314	AT5G05480.1	Av_00015643-RA
OG0010315	AT3G46560.1	Av_00002832-RA, Av_00021702-RA
OG0010317	AT3G20890.2, AT3G20890.1	Av_00014399-RA, Av_00001200-RA
OG0010318	AT1G25260.1	Av_00006069-RA
OG0010319	AT3G05680.1, AT3G05680.2	Av_00002874-RA
OG0010320	AT1G04980.1, AT2G32920.1	Av_00006198-RA
OG0010321	AT5G04760.1	Av_00013673-RA, Av_00006492-RA, Av_00007026-RA
OG0010322	AT4G10100.3, AT4G10100.2, AT4G10100.1	Av_00017126-RA, Av_00009540-RA
OG0010324	AT2G40840.1	Av_00006730-RA
OG0010325	AT5G60540.1	Av_00004731-RA
OG0010326	AT5G58575.1, AT5G58575.2	Av_00010151-RA
OG0010328	AT5G19485.1	Av_00022040-RA, Av_00023086-RA
OG0010329	AT4G28200.1	Av_00008964-RA
OG0010330	AT1G30440.1	Av_00012219-RA, Av_00024878-RA
OG0010331	AT1G11900.1	Av_00008548-RA
OG0010332	AT3G44620.1, AT3G44620.2	Av_00017553-RA
OG0010333	AT1G05030.2, AT1G05030.1	Av_00019125-RA
OG0010334	AT5G19630.1	Av_00016566-RA, Av_00006515-RA
OG0010335	AT2G41750.1	Av_00012681-RA, Av_00014487-RA
OG0010336	AT5G18570.1	Av_00020825-RA
OG0010337	AT2G20280.1	Av_00024434-RA
OG0010338	AT5G13510.1	Av_00004374-RA, Av_00008207-RA
OG0010339	AT2G35900.1, AT2G35900.3, AT2G35900.2	Av_00021986-RA, Av_00015803-RA
OG0010340	AT4G15440.1	Av_00010190-RA
OG0010341	AT3G12270.1	Av_00009571-RA
OG0010342	AT5G01230.1	Av_00011939-RA
OG0010343	AT2G30270.1	Av_00006111-RA
OG0010344	AT1G80880.1, AT1G80880.2, AT1G80880.3	Av_00007938-RA
OG0010345	AT1G03000.1	Av_00006021-RA
OG0010346	AT3G20830.1, AT1G51170.1	Av_00006523-RA
OG0010347	AT3G46960.3, AT3G46960.2, AT3G46960.1	Av_00023451-RA
OG0010348	AT5G14105.1	Av_00001251-RA, Av_00006589-RA
OG0010349	AT2G22410.1	Av_00008137-RA, Av_00014911-RA, Av_00008139-RA
OG0010350	AT4G04770.1	Av_00003687-RA, Av_00007477-RA
OG0010351	AT4G34700.1	Av_00018759-RA
OG0010353	AT3G63000.1, AT2G47970.2, AT2G47970.1	Av_00001512-RA, Av_00019157-RA
OG0010354	AT1G03905.1, AT1G03905.3, AT1G03905.4, AT1G03905.2, AT5G44110.1	Av_00019858-RA
OG0010355	AT4G38050.1	Av_00011644-RA, Av_00014197-RA
OG0010356	AT5G49945.1, AT4G24330.1	Av_00000327-RA, Av_00007695-RA
OG0010357	AT2G43950.2, AT2G43950.1	Av_00023405-RA, Av_00013637-RA
OG0010358	AT3G05330.1	Av_00016179-RA, Av_00016069-RA
OG0010359	AT3G18800.1	Av_00020774-RA, Av_00002540-RA, Av_00015728-RA
OG0010360	AT2G13540.1	Av_00022301-RA
OG0010361	AT5G23575.1, AT5G08500.1, AT5G08500.2	Av_00014860-RA
OG0010362	AT1G75130.1	Av_00024659-RA
OG0010363	AT4G27490.1, AT4G27490.4, AT4G27490.3, AT4G27490.7	Av_00012776-RA
OG0010364	AT1G10310.1	Av_00015775-RA
OG0010366	AT3G23360.1	Av_00012965-RA
OG0010367	AT5G17510.2, AT5G17510.1	Av_00004945-RA, Av_00003965-RA
OG0010368	AT5G61480.1	Av_00012884-RA
OG0010369	AT5G52880.1	Av_00014786-RA
OG0010370	AT2G18510.1	Av_00014208-RA, Av_00011654-RA
OG0010373	AT2G47580.1	Av_00001494-RA, Av_00012962-RA, Av_00021744-RA
OG0010374	AT1G76860.1, AT1G21190.1	Av_00012470-RA, Av_00016387-RA, Av_00015906-RA
OG0010376	AT3G19210.3, AT3G19210.1, AT3G19210.2	Av_00000615-RA
OG0010377	AT5G26570.2, AT5G26570.1	Av_00006741-RA
OG0010379	AT1G14620.2, AT1G14620.1	Av_00003372-RA
OG0010380	AT3G26640.1, AT1G12910.1	Av_00011752-RA
OG0010381	AT3G55010.1, AT3G55010.2	Av_00017539-RA
OG0010382	AT5G17610.1	Av_00000848-RA
OG0010383	AT3G12290.1	Av_00024616-RA
OG0010384	AT5G53330.1	Av_00013007-RA, Av_00012862-RA
OG0010385	AT5G67570.1	Av_00020445-RA
OG0010386	AT4G38495.1	Av_00000339-RA
OG0010387	AT5G13390.1, AT5G13390.2	Av_00005191-RA, Av_00002772-RA
OG0010388	AT2G41380.1	Av_00023027-RA
OG0010390	AT5G41760.2, AT5G41760.1	Av_00024044-RA
OG0010391	AT3G25410.1	Av_00021293-RA, Av_00009729-RA
OG0010392	AT4G02425.1	Av_00007833-RA
OG0010394	AT1G21600.1, AT1G21600.2	Av_00022048-RA
OG0010395	AT1G09130.1, AT1G09130.2, AT1G09130.3	Av_00020435-RA
OG0010396	AT2G38130.2, AT2G38130.1	Av_00018771-RA
OG0010397	AT1G75350.1	Av_00007209-RA, Av_00018850-RA
OG0010398	AT3G12930.1	Av_00004389-RA
OG0010399	AT2G31410.1	Av_00016463-RA, Av_00016462-RA
OG0010400	AT1G23400.1	Av_00020989-RA
OG0010401	AT4G36760.3, AT4G36760.2, AT4G36760.1	Av_00014204-RA
OG0010403	AT1G01500.1	Av_00011424-RA
OG0010405	AT5G50310.1	Av_00015011-RA
OG0010407	AT2G19490.1	Av_00004318-RA, Av_00011108-RA
OG0010408	AT4G14310.2, AT4G14310.1	Av_00001530-RA, Av_00013506-RA
OG0010409	AT1G49380.1	Av_00021541-RA
OG0010411	AT5G60340.1	Av_00004182-RA
OG0010412	AT4G16210.1	Av_00014735-RA
OG0010413	AT1G71865.1	Av_00017801-RA
OG0010414	AT3G22480.1, AT3G22480.2	Av_00021563-RA
OG0010415	AT3G16730.1	Av_00024915-RA, Av_00023144-RA
OG0010416	AT3G61800.2, AT3G61800.1	Av_00000019-RA
OG0010417	AT4G02620.1	Av_00004802-RA
OG0010418	AT4G35910.1	Av_00014486-RA
OG0010419	AT4G36440.1	Av_00016322-RA, Av_00012521-RA
OG0010421	AT1G76660.1, AT1G76660.2	Av_00024059-RA, Av_00004858-RA
OG0010422	AT1G75980.2, AT1G75980.1	Av_00004054-RA
OG0010423	AT3G06610.1	Av_00013520-RA, Av_00001548-RA
OG0010424	AT3G53440.1, AT3G53440.2	Av_00014216-RA, Av_00011659-RA
OG0010425	AT1G35620.1	Av_00014612-RA, Av_00019717-RA
OG0010426	AT5G09740.1, AT5G64610.1	Av_00000004-RA, Av_00022278-RA, Av_00024970-RA
OG0010427	AT3G06920.1, AT3G06920.2, AT3G06920.3	Av_00024468-RA, Av_00004464-RA
OG0010428	AT4G01410.1	Av_00022515-RA
OG0010431	AT1G67620.1	Av_00002638-RA
OG0010434	AT2G45990.2, AT2G45990.1, AT2G45990.3	Av_00000040-RA, Av_00011433-RA
OG0010435	AT1G12830.1	Av_00020659-RA
OG0010437	AT1G55000.1, AT1G55000.2, AT1G55000.3	Av_00006685-RA
OG0010438	AT5G24314.1, AT5G24314.2	Av_00009467-RA
OG0010440	AT1G73050.1	Av_00020084-RA
OG0010441	AT3G05000.1	Av_00016776-RA
OG0010442	AT5G08400.1, AT5G08400.2	Av_00004692-RA
OG0010443	AT1G19340.1	Av_00011145-RA
OG0010444	AT4G35930.3, AT4G35930.2, AT4G35930.1, AT4G35930.4	Av_00000488-RA
OG0010446	AT1G67440.1, AT1G67440.2	Av_00005368-RA
OG0010447	AT1G50680.1, AT1G51120.1	Av_00010425-RA
OG0010449	AT4G23940.1	Av_00020634-RA
OG0010451	AT2G45000.1	Av_00010982-RA
OG0010453	AT1G65900.1, AT1G65900.2	Av_00016229-RA
OG0010454	AT1G74740.1, AT1G18890.1	Av_00001744-RA
OG0010455	AT1G79150.1	Av_00001116-RA, Av_00023251-RA
OG0010457	AT1G07950.1, AT1G07950.2, AT1G16430.1	Av_00007891-RA
OG0010458	AT5G50900.1	Av_00024406-RA
OG0010459	AT5G12930.1	Av_00008143-RA, Av_00008144-RA
OG0010460	AT1G68760.1	Av_00003300-RA
OG0010461	AT2G04940.1	Av_00009230-RA
OG0010463	AT5G44590.1, AT5G44590.2, AT5G44600.1	Av_00022593-RA
OG0010464	AT3G48120.1, AT3G48120.2	Av_00012414-RA
OG0010466	AT1G20230.1	Av_00019443-RA, Av_00012117-RA
OG0010467	AT1G31600.2, AT1G31600.1, AT1G31600.3, AT1G31600.4	Av_00023170-RA
OG0010468	AT5G37510.2, AT5G37510.1	Av_00005563-RA
OG0010469	AT5G02280.1	Av_00010416-RA
OG0010470	AT5G08305.1	Av_00004703-RA, Av_00004704-RA, Av_00018282-RA
OG0010471	AT1G10640.1, AT1G60590.1	Av_00002670-RA
OG0010472	AT5G14950.1	Av_00017298-RA
OG0010473	AT4G17790.1	Av_00017562-RA
OG0010474	AT1G29700.2, AT1G29700.1	Av_00017144-RA
OG0010475	AT1G68765.1, AT3G25655.1	Av_00020880-RA
OG0010476	ATCG00500.1	Av_00021500-RA, Av_00024947-RA, Av_00012664-RA, Av_00013473-RA
OG0010477	AT1G17850.2, AT1G17850.1	Av_00016811-RA
OG0010478	AT5G08180.2, AT5G08180.1	Av_00002819-RA
OG0010480	AT5G20990.2, AT5G20990.3, AT5G20990.1	Av_00013292-RA, Av_00007345-RA
OG0010482	AT1G13330.1	Av_00021136-RA
OG0010483	AT3G46610.2, AT3G46610.1	Av_00017330-RA, Av_00017329-RA
OG0010485	AT1G27020.1, AT1G27030.1, AT1G07040.1	Av_00015502-RA
OG0010486	AT2G20490.2, AT2G20490.1, AT2G20490.3	Av_00000809-RA, Av_00023863-RA
OG0010487	AT3G02690.1	Av_00016091-RA
OG0010488	AT1G25530.1	Av_00003309-RA
OG0010490	AT5G38530.1	Av_00015609-RA
OG0010491	AT1G66080.1	Av_00006028-RA
OG0010492	AT5G51010.1	Av_00017729-RA, Av_00010991-RA
OG0010493	AT3G02280.2, AT3G02280.1, AT3G02280.3	Av_00003910-RA
OG0010494	AT3G03070.1	Av_00009509-RA, Av_00018894-RA
OG0010496	AT2G44620.1	Av_00020388-RA, Av_00023456-RA, Av_00014804-RA
OG0010497	AT5G11680.1	Av_00001511-RA
OG0010498	AT1G02410.3, AT1G02410.2, AT1G02410.1	Av_00005557-RA
OG0010499	AT3G19990.2, AT3G19990.1	Av_00023656-RA
OG0010500	AT1G10550.1	Av_00000908-RA
OG0010501	AT3G04680.1, AT3G04680.3, AT3G04680.2	Av_00017051-RA
OG0010502	AT5G13770.1	Av_00013013-RA
OG0010503	AT2G39725.2, AT2G39725.1	Av_00004192-RA, Av_00016001-RA
OG0010504	AT1G32470.1, AT2G35370.1	Av_00024646-RA, Av_00017531-RA
OG0010505	AT3G47980.1, AT5G62720.2, AT5G62720.1	Av_00001751-RA
OG0010506	AT3G26650.1, AT1G12900.4, AT1G12900.3, AT1G12900.5, AT1G12900.1	Av_00005194-RA
OG0010507	AT1G24050.1, AT1G70220.2, AT1G70220.1	Av_00000903-RA
OG0010508	AT4G16970.1	Av_00023563-RA
OG0010510	AT3G25970.1	Av_00017022-RA
OG0010511	AT4G24880.2, AT4G24880.1	Av_00013818-RA
OG0010512	AT2G44600.1, AT3G60200.1	Av_00017072-RA
OG0010513	AT2G01440.1	Av_00006341-RA
OG0010514	AT5G49510.2, AT5G49510.1	Av_00002144-RA
OG0010515	AT1G69440.1	Av_00002719-RA
OG0010517	AT1G26940.2, AT1G26940.1	Av_00024299-RA
OG0010518	AT3G18580.1	Av_00019107-RA, Av_00024542-RA
OG0010519	AT1G13270.1	Av_00006368-RA
OG0010520	AT1G77405.1	Av_00014808-RA
OG0010522	AT2G01290.1, AT1G71100.1	Av_00003331-RA, Av_00002587-RA
OG0010523	AT2G47420.1	Av_00000828-RA
OG0010527	AT4G27600.1	Av_00015038-RA
OG0010528	AT5G08530.1	Av_00005365-RA
OG0010529	AT1G27520.1	Av_00001727-RA
OG0010532	AT1G32500.1	Av_00019158-RA
OG0010533	AT1G14140.1, AT4G24570.1	Av_00002712-RA
OG0010534	AT4G17430.1	Av_00010339-RA
OG0010535	AT1G18580.1	Av_00001803-RA
OG0010536	AT3G13220.1	Av_00021310-RA
OG0010538	AT4G01570.1	Av_00023642-RA
OG0010539	AT5G13190.1, AT5G13190.2	Av_00003370-RA
OG0010541	AT5G47090.1, AT5G47090.2	Av_00022705-RA
OG0010542	AT1G26520.1	Av_00016978-RA
OG0010543	AT1G48570.1	Av_00017586-RA
OG0010547	AT1G64320.2, AT1G64320.1, AT5G41780.1, AT5G41780.3, AT5G41780.2, AT5G41780.4	Av_00023331-RA
OG0010549	AT3G09405.1, AT3G09405.2, AT3G09410.1, AT3G09410.3	Av_00002836-RA
OG0010551	AT5G25240.1	Av_00012159-RA, Av_00009065-RA
OG0010552	AT2G07641.1	Av_00023850-RA, Av_00024938-RA, Av_00019558-RA
OG0010553	AT5G39530.1, AT5G39530.2, AT5G39520.1	Av_00023300-RA
OG0010555	AT3G54290.1	Av_00011900-RA
OG0010558	AT1G62050.1	Av_00005610-RA, Av_00005962-RA
OG0010559	AT1G68190.1, AT1G68190.3, AT1G68190.2	Av_00007630-RA
OG0010560	AT1G16380.1, AT1G79400.1	Av_00012482-RA, Av_00022946-RA, Av_00022388-RA
OG0010566	AT2G41990.1	Av_00004298-RA, Av_00004578-RA
OG0010570	AT2G15500.1	Av_00013921-RA
OG0010575	AT5G04270.1	Av_00014357-RA
OG0010624	AT5G52810.1	Av_00012947-RA
OG0010629	AT5G52970.1, AT5G52970.2	Av_00019329-RA
OG0010630	AT3G21400.1	Av_00023276-RA, Av_00023277-RA
OG0010632	AT3G22980.3, AT3G22980.1, AT3G22980.2	Av_00013286-RA, Av_00007341-RA
OG0010634	AT4G19400.1	Av_00012371-RA
OG0010637	AT2G33180.1	Av_00004015-RA
OG0010638	AT3G62030.3, AT3G62030.2, AT3G62030.1	Av_00017047-RA
OG0010639	AT5G49610.1	Av_00013538-RA
OG0010642	AT3G52960.1	Av_00003812-RA
OG0010644	AT2G29560.1	Av_00020480-RA
OG0010646	AT4G03120.1	Av_00022308-RA
OG0010647	AT2G28160.1, AT2G28160.2	Av_00012720-RA, Av_00016891-RA
OG0010648	AT4G13830.3, AT4G13830.1, AT4G13830.2	Av_00024364-RA
OG0010649	AT3G54690.1	Av_00016755-RA, Av_00015136-RA
OG0010651	AT3G11530.2, AT3G11530.1, AT3G11530.3	Av_00015678-RA
OG0010652	AT1G59760.1	Av_00020692-RA
OG0010653	AT3G44880.1	Av_00014080-RA
OG0010654	AT3G54440.1, AT3G54440.3, AT3G54440.2	Av_00015671-RA
OG0010657	AT5G43860.1	Av_00012823-RA
OG0010659	AT1G64880.1	Av_00001394-RA
OG0010660	AT4G17180.1	Av_00008981-RA, Av_00021975-RA
OG0010664	AT1G53710.2, AT1G53710.1	Av_00013598-RA, Av_00008283-RA
OG0010665	AT5G07020.1	Av_00017983-RA, Av_00008365-RA
OG0010666	AT3G58520.2, AT3G58520.1	Av_00000670-RA
OG0010668	AT3G59420.1	Av_00013526-RA, Av_00009592-RA
OG0010669	AT3G07330.1, AT3G07330.2	Av_00021282-RA, Av_00009738-RA
OG0010672	AT1G04900.1	Av_00008052-RA
OG0010673	AT3G44380.1	Av_00023064-RA
OG0010674	AT4G00231.1	Av_00015232-RA
OG0010675	AT3G51680.1	Av_00006113-RA
OG0010677	AT1G01725.1, AT4G00530.1	Av_00017894-RA
OG0010678	AT1G80150.2, AT1G80150.1	Av_00008405-RA, Av_00018659-RA
OG0010679	AT3G07560.1	Av_00000553-RA, Av_00020379-RA
OG0010680	AT1G56260.2, AT1G56260.1	Av_00004770-RA, Av_00017745-RA
OG0010681	AT1G62730.2, AT1G62730.1	Av_00010701-RA
OG0010682	AT5G03700.1	Av_00023826-RA, Av_00020019-RA
OG0010683	AT5G14820.1, AT3G62540.1, AT3G62470.1	Av_00002285-RA
OG0010686	AT3G16010.1	Av_00018147-RA
OG0010687	AT3G09030.1	Av_00020194-RA, Av_00022191-RA
OG0010691	AT1G64810.1, AT1G64810.2	Av_00016354-RA
OG0010692	AT1G04555.1	Av_00019640-RA
OG0010693	AT5G46020.1	Av_00023116-RA, Av_00007497-RA
OG0010695	AT2G32810.1, AT2G32810.2	Av_00000733-RA
OG0010696	AT3G06120.1	Av_00013229-RA
OG0010697	AT3G56940.1, AT3G56940.2	Av_00020580-RA
OG0010701	AT4G31560.1	Av_00010988-RA
OG0010703	AT5G09270.1, AT5G09270.2	Av_00024295-RA, Av_00012096-RA
OG0010704	AT4G02725.1, AT4G02725.2	Av_00001412-RA
OG0010706	AT5G59860.1, AT3G46020.1	Av_00019690-RA
OG0010707	AT4G13980.1	Av_00024448-RA, Av_00022184-RA, Av_00000725-RA, Av_00024112-RA
OG0010708	AT5G61710.1, AT4G02160.1	Av_00009679-RA, Av_00023723-RA
OG0010709	AT2G31400.1, AT2G31400.2	Av_00009671-RA
OG0010710	AT3G04260.1	Av_00016508-RA
OG0010712	AT5G25580.1	Av_00018244-RA
OG0010713	AT4G15940.1	Av_00019644-RA
OG0010714	AT5G13840.2, AT5G13840.1	Av_00003891-RA, Av_00004997-RA
OG0010715	ATMG00070.1	Av_00019566-RA
OG0010716	AT4G13885.1, AT2G34110.1, AT4G13870.2, AT4G13870.1	Av_00003487-RA
OG0010718	AT5G58250.1	Av_00017776-RA
OG0010719	AT5G06130.2, AT5G06130.1	Av_00010285-RA
OG0010720	AT5G18580.1	Av_00001620-RA
OG0010721	AT5G49525.1	Av_00016019-RA
OG0010722	AT3G11591.1	Av_00020666-RA, Av_00008411-RA
OG0010723	AT5G05130.1	Av_00013132-RA
OG0010724	AT5G26230.1	Av_00018497-RA
OG0010727	AT3G51280.1	Av_00014250-RA, Av_00011693-RA
OG0010728	AT2G17033.1, AT2G17033.2, AT2G17033.3, AT2G17033.4	Av_00000947-RA, Av_00000948-RA, Av_00011355-RA
OG0010729	AT5G65250.1	Av_00000360-RA, Av_00021695-RA
OG0010730	AT4G36390.1	Av_00021378-RA
OG0010731	AT5G08740.1	Av_00006947-RA
OG0010733	AT2G17705.1	Av_00019992-RA
OG0010734	AT5G65270.1, AT4G39990.1	Av_00021699-RA
OG0010735	AT1G47720.1	Av_00011069-RA
OG0010736	AT5G49660.1	Av_00007925-RA, Av_00006853-RA, Av_00010030-RA
OG0010737	AT3G19550.1	Av_00019049-RA
OG0010739	AT4G36530.1, AT4G36530.2	Av_00012513-RA, Av_00016337-RA
OG0010741	AT3G47470.1	Av_00000536-RA, Av_00011253-RA
OG0010742	AT2G44195.1, AT2G44200.1	Av_00007104-RA
OG0010743	AT4G38270.1, AT4G38270.2	Av_00008775-RA
OG0010744	AT3G19220.1	Av_00009964-RA
OG0010745	AT1G77370.1, AT1G77370.2	Av_00019247-RA
OG0010747	AT2G35790.1	Av_00008200-RA
OG0010748	AT1G27620.1	Av_00009893-RA
OG0010749	AT2G21950.1	Av_00014236-RA
OG0010751	AT2G21350.1, AT4G39040.2, AT4G39040.1	Av_00018841-RA, Av_00007196-RA
OG0010754	AT5G42480.2, AT5G42480.1	Av_00011352-RA, Av_00000950-RA
OG0010756	AT2G33560.2, AT2G33560.1	Av_00021952-RA
OG0010757	AT5G67290.1	Av_00001998-RA
OG0010758	AT1G21651.1	Av_00015850-RA
OG0010759	AT2G20920.1	Av_00007257-RA, Av_00018324-RA
OG0010760	AT2G47520.1	Av_00024979-RA, Av_00019641-RA
OG0010761	AT5G42760.2, AT5G42760.1	Av_00009932-RA, Av_00011154-RA
OG0010762	AT1G76150.1	Av_00004874-RA
OG0010763	AT1G75460.1, AT1G19740.1	Av_00000955-RA, Av_00011347-RA
OG0010764	AT1G76450.1	Av_00010718-RA
OG0010765	AT5G10020.1, AT5G10020.2	Av_00018998-RA, Av_00001906-RA
OG0010766	AT1G22140.1, AT1G22140.3, AT1G22140.2	Av_00004214-RA
OG0010767	AT4G33480.1	Av_00016497-RA, Av_00006612-RA, Av_00016496-RA
OG0010769	AT5G18790.1, AT3G06320.1	Av_00024047-RA
OG0010770	AT5G65220.1	Av_00010115-RA
OG0010771	AT2G07727.1, ATMG00220.1	Av_00015168-RA
OG0010773	AT2G33640.1	Av_00019421-RA, Av_00012102-RA
OG0010775	AT1G09630.1	Av_00023812-RA, Av_00016458-RA
OG0010776	AT3G26410.1	Av_00020327-RA, Av_00016739-RA
OG0010777	AT2G04560.1	Av_00006200-RA
OG0010778	AT5G47830.1, AT5G47830.2	Av_00009995-RA
