Orthogroup	A_thaliana.proteins	A_hypochondriacus.proteins
OG0011166	AT2G35540.1	AH018456-RA
OG0011167	AT5G36120.1	AH001080-RA
OG0011168	AT5G14970.1	AH016479-RA
OG0011169	AT1G23390.1	AH004799-RA
OG0011170	AT4G25730.1	AH016704-RA
OG0011171	AT1G24040.1, AT1G24040.3, AT1G24040.2	AH004749-RA
OG0011172	AT2G35470.1	AH018437-RA, AH011540-RA
OG0011173	AT3G26370.1	AH004864-RA, AH004462-RA
OG0011175	AT3G25920.1	AH005387-RA, AH004158-RA
OG0011176	AT1G13670.1	AH005526-RA, AH004026-RA
OG0011177	AT5G16550.1	AH017224-RA
OG0011178	AT3G28720.1, AT3G28720.2	AH019380-RA
OG0011179	AT5G50930.1	AH002950-RA
OG0011180	AT1G14345.1	AH004596-RA
OG0011182	AT1G32370.3, AT1G32370.4, AT1G32370.1, AT1G32370.2	AH011479-RA
OG0011183	AT2G01220.1, AT2G01220.2	AH005481-RA
OG0011184	AT2G01918.1	AH004935-RA
OG0011185	AT5G46570.1	AH018367-RA, AH011485-RA
OG0011186	AT4G37445.1, AT4G37445.2	AH004081-RA
OG0011187	AT1G23180.1, AT1G23180.2	AH005360-RA
OG0011188	AT3G29090.1	AH015800-RA
OG0011189	AT2G35410.1	AH011517-RA
OG0011191	AT3G01150.2, AT3G01150.4, AT5G53180.5, AT5G53180.6, AT5G53180.3, AT5G53180.4, AT5G53180.2	AH019646-RA
OG0011192	AT5G51150.1	AH018791-RA
OG0011193	AT2G44190.1, AT3G60000.1, AT3G60000.2	AH012370-RA
OG0011194	AT3G26120.1	AH004476-RA
OG0011196	AT5G08100.1	AH017465-RA, AH002903-RA
OG0011198	AT5G15280.1	AH015791-RA
OG0011200	AT5G39980.1	AH015741-RA
OG0011201	AT5G62840.2, AT5G62840.1	AH002487-RA
OG0011202	AT1G67400.1	AH005171-RA
OG0011203	AT3G01060.1, AT3G01060.2	AH019136-RA
OG0011204	AT3G29240.2, AT3G29240.1	AH010135-RA
OG0011208	AT3G60400.1	AH009043-RA
OG0011209	AT2G44525.1, AT3G60150.4, AT3G60150.1	AH014683-RA
OG0011210	AT3G48610.1	AH002979-RA
OG0011211	AT1G23890.2, AT1G23890.1	AH004401-RA
OG0011212	AT5G08540.1	AH001004-RA
OG0011213	AT1G24095.1, AT1G24095.2	AH004722-RA, AH004735-RA
OG0011214	AT5G61370.1	AH017439-RA
OG0011215	AT5G47390.1	AH018305-RA
OG0011216	AT5G45580.2, AT5G45580.1, AT5G45580.3	AH011579-RA
OG0011217	AT1G08070.1, AT1G08070.2	AH014062-RA
OG0011218	AT1G14730.1	AH005909-RA
OG0011220	AT1G66345.1	AH021567-RA
OG0011221	AT4G21190.1	AH019607-RA
OG0011222	AT4G35420.1	AH001617-RA
OG0011223	AT2G01770.1	AH014955-RA
OG0011224	AT1G32630.2, AT1G32630.1	AH018393-RA
OG0011225	AT3G18570.1	AH017434-RA, AH002929-RA
OG0011226	AT1G18060.1	AH000387-RA
OG0011227	AT1G65020.1	AH007246-RA
OG0011228	AT1G60160.1	AH004405-RA
OG0011229	AT1G70160.1	AH004658-RA
OG0011231	AT5G14240.1	AH023449-RA
OG0011232	AT5G45420.2, AT5G45420.1, AT5G45420.3	AH018215-RA
OG0011235	AT5G45300.3, AT5G45300.1, AT5G45300.2	AH018765-RA
OG0011238	AT2G30240.1	AH017594-RA, AH002813-RA, AH017600-RA, AH022445-RA, AH013202-RA
OG0011239	AT4G34060.4, AT4G34060.2, AT4G34060.1, AT4G34060.3, AT4G34060.5	AH023483-RA
OG0011241	AT5G54940.1, AT5G54940.2, AT5G54940.3	AH015345-RA
OG0011242	AT2G26040.1	AH016098-RA
OG0011242	AT1G73000.1	AH000365-RA
OG0011244	AT3G02430.1, AT4G24310.1	AH010179-RA
OG0011246	AT1G36940.2, AT1G36940.1	AH009019-RA
OG0011248	AT3G61410.1, AT3G61410.3, AT3G61410.2	AH009685-RA
OG0011249	AT2G46220.1	AH009623-RA
OG0011250	AT5G14710.1	AH019552-RA, AH006705-RA
OG0011251	AT2G46493.1	AH012013-RA, AH019658-RA, AH019659-RA
OG0011252	AT3G23930.1, AT4G13540.1	AH020221-RA
OG0011253	AT5G21060.1, AT5G21060.3, AT5G21060.2	AH013888-RA, AH013889-RA
OG0011255	AT5G58660.2, AT5G58660.1, AT3G47190.1	AH013827-RA
OG0011256	AT2G38500.1	AH012478-RA
OG0011257	AT5G47320.1	AH013298-RA
OG0011258	AT3G42570.1, AT3G17070.2, AT3G17070.1	AH014959-RA
OG0011259	AT1G30010.1	AH014718-RA
OG0011261	AT4G25190.1, AT4G25190.2	AH012166-RA, AH012168-RA
OG0011262	AT1G55265.1	AH007658-RA
OG0011264	AT1G74350.1	AH003488-RA
OG0011345	AT5G18660.1	AH010782-RA
OG0011347	AT1G74970.1	AH021110-RA
OG0011348	AT3G56460.1	AH015691-RA
OG0011349	AT4G14890.1	AH014021-RA
OG0011350	AT5G20130.2, AT5G20130.1	AH021454-RA
OG0011351	AT2G47980.1	AH008521-RA
OG0011352	AT2G31970.1	AH006494-RA
OG0011353	AT1G04690.1	AH019040-RA
OG0011354	AT3G51710.1	AH012499-RA
OG0011355	AT5G04190.1	AH006548-RA
OG0011356	AT1G08500.1	AH011066-RA
OG0011357	AT5G58730.1	AH013811-RA
OG0011358	AT3G63480.2, AT3G63480.1	AH010551-RA
OG0011359	AT2G36130.1	AH012582-RA
OG0011360	AT4G16265.1, AT3G16980.1	AH019858-RA
OG0011361	AT2G37750.1, AT5G02090.1	AH002353-RA
OG0011362	AT3G06430.1	AH011791-RA
OG0011363	AT5G18970.1	AH017680-RA
OG0011364	AT1G04190.1	AH011847-RA
OG0011366	AT2G40490.1	AH016042-RA
OG0011368	AT1G54310.2	AH016022-RA
OG0011369	AT5G06590.2, AT5G06590.1	AH018908-RA
OG0011370	AT2G33260.2, AT2G33260.1	AH018928-RA
OG0011372	AT5G48840.1	AH013035-RA
OG0011374	AT4G15560.1	AH007039-RA
OG0011376	AT3G04780.1	AH010790-RA
OG0011377	AT3G23620.1	AH014814-RA
OG0011378	AT1G07175.2, AT1G07175.1, AT2G29995.1, AT5G58650.1, AT3G47295.1	AH013825-RA
OG0011380	AT3G55340.1	AH023482-RA
OG0011381	AT5G48480.1	AH017899-RA
OG0011382	AT1G80860.2, AT1G80860.1	AH000659-RA
OG0011383	AT3G47070.1	AH022676-RA
OG0011384	AT2G41120.1	AH019099-RA
OG0011385	AT3G10210.1	AH006711-RA
OG0011388	AT5G19290.1, AT5G14980.1	AH017811-RA
OG0011389	AT3G52115.1	AH005189-RA
OG0011391	AT3G24030.1	AH006948-RA
OG0011393	AT2G18940.1	AH014406-RA
OG0011394	AT2G31985.1, AT1G05510.1	AH020550-RA
OG0011396	ATCG00520.1	AH006056-RA, AH007097-RA
OG0011397	AT3G22430.1	AH007306-RA, AH019939-RA
OG0011400	AT1G60000.1, AT1G60000.2	AH020194-RA
OG0011401	AT3G17300.2, AT3G17300.3, AT3G17300.1	AH015602-RA
OG0011402	AT1G35880.1, AT3G46740.1	AH022583-RA, AH013726-RA
OG0011404	AT5G48545.2, AT5G48545.3, AT5G48545.1	AH022207-RA, AH013603-RA
OG0011405	ATMG00285.1	AH020712-RA, AH015447-RA
OG0011406	AT4G40045.1	AH016077-RA
OG0011407	AT2G16760.1	AH002698-RA, AH017684-RA
OG0011408	AT2G42450.1	AH017752-RA
OG0011409	AT2G32600.1	AH021887-RA, AH012728-RA
OG0011411	AT5G43210.1	AH022735-RA
OG0011412	AT4G02090.1	AH017698-RA
OG0011413	AT2G26870.1	AH011039-RA
OG0011414	AT5G40850.1, AT5G40850.3, AT5G40850.2	AH008350-RA
OG0011415	AT5G49320.1	AH007140-RA
OG0011416	AT5G18110.1	AH006917-RA
OG0011417	AT5G58740.1	AH022689-RA
OG0011418	AT2G31440.2, AT2G31440.1	AH019967-RA
OG0011419	AT2G41200.1	AH006682-RA
OG0011420	AT2G28430.1	AH001253-RA
OG0011421	AT5G02750.1	AH022809-RA
OG0011422	AT5G12240.1, AT5G12240.2	AH007509-RA
OG0011423	AT3G06070.1, AT5G19190.1	AH007069-RA, AH020114-RA
OG0011424	AT2G40650.1	AH007616-RA
OG0011425	AT2G41690.1	AH006758-RA
OG0011427	AT3G25430.1, AT3G25430.2	AH017887-RA
OG0011428	AT5G43710.2, AT5G43710.3, AT5G43710.1	AH006898-RA
OG0011429	AT5G18100.2, AT5G18100.1	AH006896-RA
OG0011430	AT2G43360.1	AH000935-RA
OG0011431	AT3G08943.1	AH003054-RA, AH003059-RA
OG0011433	AT4G03030.1	AH002637-RA
OG0011434	AT1G71260.1	AH008795-RA
OG0011435	AT2G27080.2, AT2G27080.1, AT5G21130.1	AH001301-RA
OG0011436	AT1G08640.1	AH010745-RA
OG0011437	AT5G19850.1	AH007649-RA
OG0011438	AT5G13890.2, AT5G13890.3, AT5G13890.1	AH005248-RA
OG0011439	AT5G08320.1	AH001057-RA
OG0011440	AT3G59680.2, AT3G59680.1	AH011700-RA
OG0011441	AT5G43290.1	AH018958-RA
OG0011442	AT3G08950.1	AH018814-RA
OG0011443	AT2G35500.1	AH014819-RA
OG0011445	AT2G32800.1	AH021962-RA
OG0011446	AT3G54390.1, AT3G54390.2	AH019152-RA
OG0011447	AT1G05430.1	AH007094-RA
OG0011448	AT3G07230.1	AH013116-RA, AH013669-RA
OG0011449	AT3G27230.1	AH008321-RA
OG0011450	AT4G37660.1	AH009492-RA
OG0011452	AT4G08240.1, AT4G08240.2	AH023600-RA, AH023601-RA
OG0011454	AT1G71490.1	AH014830-RA
OG0011455	AT5G39710.1	AH001900-RA
OG0011457	AT5G66360.2, AT5G66360.1	AH005815-RA
OG0011458	AT1G71310.3, AT1G71310.2, AT1G71310.1	AH008796-RA
OG0011460	AT1G49410.1	AH001860-RA
OG0011461	AT5G61990.1	AH017389-RA
OG0011462	AT2G03880.1	AH000945-RA
OG0011463	AT1G10500.1	AH005830-RA
OG0011464	AT5G66780.2, AT5G66780.1	AH003841-RA
OG0011465	AT5G65860.1, AT5G65860.2, AT5G65860.3	AH022017-RA
OG0011466	AT1G04290.2, AT1G04290.1	AH003300-RA
OG0011469	AT1G71790.1	AH008565-RA
OG0011470	AT1G62830.1	AH000911-RA
OG0011472	AT1G18480.1	AH011950-RA
OG0011473	AT4G31010.2, AT4G31010.1	AH009200-RA
OG0011475	AT2G14620.2, AT2G14620.3, AT2G14620.1	AH000685-RA
OG0011477	AT1G30630.1, AT2G34840.1	AH017219-RA
OG0011478	AT5G57930.2, AT5G57930.1	AH015722-RA
OG0011479	AT1G77670.1	AH023596-RA
OG0011481	AT4G33640.1	AH002390-RA, AH000713-RA
OG0011483	AT1G14810.1	AH008567-RA
OG0011484	AT2G01860.1	AH023743-RA
OG0011485	AT1G33810.1	AH001043-RA
OG0011486	AT3G24860.1	AH013080-RA
OG0011487	AT4G33780.1	AH000677-RA
OG0011488	AT1G78280.1	AH016905-RA, AH008718-RA
OG0011489	AT1G30290.2, AT1G30290.1	AH001327-RA
OG0011490	ATCG00440.1	AH010712-RA
OG0011491	AT1G19880.1	AH008935-RA
OG0011492	AT2G15890.1, AT2G15890.2	AH001883-RA
OG0011493	AT3G56010.1	AH023114-RA
OG0011494	AT2G01360.1, AT2G01390.1	AH005631-RA
OG0011496	AT3G49950.1	AH005692-RA
OG0011497	AT1G46480.1, AT1G46480.2	AH016667-RA, AH008418-RA
OG0011498	AT4G38100.2, AT4G38100.1	AH003924-RA
OG0011499	AT1G16445.1	AH016003-RA
OG0011500	AT4G33590.1, AT4G33600.1	AH002411-RA
OG0011502	AT3G50690.1	AH003990-RA
OG0011503	AT3G12870.1	AH023405-RA
OG0011504	AT5G66860.1	AH006061-RA
OG0011505	AT3G02010.1	AH004277-RA
OG0011506	AT1G77540.1, AT1G21770.1	AH008864-RA
OG0011507	AT1G22610.1	AH009435-RA
OG0011508	AT1G33500.2, AT1G33500.1, AT1G33500.3	AH019496-RA
OG0011509	AT5G66930.3, AT5G66930.2	AH003719-RA, AH006040-RA
OG0011513	AT5G56120.1	AH019239-RA
OG0011515	AT5G55640.1	AH009770-RA
OG0011516	AT4G26980.1	AH008204-RA
OG0011517	AT5G53850.5, AT5G53850.2	AH008057-RA
OG0011518	AT1G61770.1	AH015038-RA
OG0011521	AT4G21070.1	AH021280-RA
OG0011522	AT5G44550.1, AT4G20390.1	AH021279-RA
OG0011523	AT1G03650.1	AH000338-RA
OG0011524	AT3G15200.1	AH008730-RA
OG0011525	AT1G05060.1	AH018374-RA
OG0011526	AT3G07930.1, AT3G07930.2, AT3G07930.3, AT3G07930.4	AH008412-RA
OG0011527	AT4G26810.2, AT4G26810.1	AH009882-RA
OG0011529	AT1G03600.1	AH013755-RA
OG0011532	AT1G53270.1	AH008022-RA
OG0011535	AT1G05190.1	AH000426-RA
OG0011537	AT5G47680.1	AH016951-RA
OG0011538	AT4G25750.1, AT5G52860.1	AH019613-RA
OG0011539	AT5G37290.2, AT5G37290.1, AT5G37290.3	AH021185-RA
OG0011540	AT1G51550.1	AH013482-RA
OG0011542	AT5G10700.2, AT5G10700.1	AH015299-RA
OG0011543	AT4G25120.1	AH003032-RA
OG0011546	AT1G12244.1	AH000300-RA
OG0011547	AT4G11690.2, AT4G11690.1	AH011550-RA
OG0011548	AT5G21280.2, AT5G21280.1	AH017419-RA
OG0011549	AT4G32430.1, AT4G32430.2	AH020728-RA
OG0011550	AT4G31120.1, AT4G31120.2	AH017082-RA
OG0011551	AT1G12370.1, AT1G12370.3, AT1G12370.2	AH003123-RA
OG0011552	AT4G19890.1	AH016698-RA
OG0011553	AT5G58110.1	AH016993-RA
OG0011554	AT1G13410.1	AH018900-RA
OG0011555	AT3G29075.1	AH019122-RA
OG0011556	AT2G34520.1	AH011979-RA
OG0011558	AT5G20910.1	AH020112-RA
OG0011559	AT1G79780.1, AT3G16300.1	AH002135-RA
OG0011560	AT5G19610.1	AH020839-RA
OG0011561	AT5G11650.1, AT5G11650.2	AH016164-RA
OG0011562	AT5G20520.1	AH021122-RA
OG0011563	AT5G20790.2, AT5G20790.1, AT3G43110.1	AH021096-RA
OG0011564	AT3G25210.1	AH013618-RA
OG0011566	AT1G02050.1, AT4G00040.1	AH002803-RA
OG0011567	AT4G16563.1	AH018608-RA
OG0011569	AT1G15510.1	AH015810-RA
OG0011570	AT4G14490.1, AT3G02400.2, AT3G02400.1	AH021760-RA
OG0011571	AT5G52100.1	AH019528-RA
OG0011572	AT4G29820.1	AH014544-RA
OG0011573	AT5G19540.1, AT5G19540.2	AH014530-RA
OG0011574	ATCG00640.1	AH003542-RA, AH015580-RA
OG0011576	AT4G29830.1	AH019259-RA
OG0011579	AT5G52220.2, AT5G52220.1	AH019547-RA
OG0011580	AT1G54050.1, AT1G54050.2	AH013407-RA
OG0011581	AT3G61540.1	AH009633-RA
OG0011582	AT4G01110.1, AT1G01453.1, AT1G01453.2, AT2G46300.1	AH009603-RA
OG0011584	AT3G14890.1, AT3G14890.2	AH008004-RA
OG0011586	AT5G57510.1	AH009499-RA
OG0011587	AT5G10820.1	AH018999-RA
OG0011588	AT1G63970.1, AT1G63970.2	AH018010-RA, AH011280-RA
OG0011589	AT4G20325.1, AT4G20325.2	AH015995-RA
OG0011590	AT1G80870.1	AH020418-RA, AH020417-RA
OG0011591	AT5G45680.1	AH021696-RA
OG0011592	AT4G03240.1	AH018528-RA
OG0011593	AT3G60680.1	AH009148-RA
OG0011594	AT3G13970.1, AT1G54210.1, AT1G54210.3, AT3G13970.4	AH013368-RA
OG0011595	AT3G55420.1	AH022952-RA, AH016469-RA
OG0011596	AT3G60850.1	AH009149-RA
OG0011597	AT5G57040.1	AH014201-RA
OG0011598	AT1G31410.1	AH003245-RA
OG0011599	AT3G49142.1	AH012054-RA
OG0011600	AT5G24840.1	AH011431-RA
OG0011601	AT1G52770.1, AT3G15570.1	AH000531-RA, AH002046-RA
OG0011602	ATCG00040.1	AH015432-RA, AH022460-RA
OG0011603	AT3G61360.1	AH017047-RA
OG0011604	AT1G09340.2, AT1G09340.1	AH007403-RA
OG0011605	AT3G49055.1	AH019569-RA
OG0011606	AT5G17580.2, AT5G17580.1, AT3G03510.1	AH014205-RA
OG0011607	AT5G52960.1	AH012048-RA
OG0011608	AT5G35870.1, AT2G04480.1	AH001210-RA, AH000126-RA
OG0011610	AT2G38750.2, AT2G38750.1	AH015700-RA
OG0011611	AT4G27540.1, AT4G27540.2	AH010077-RA
OG0011612	AT5G53920.1	AH008050-RA
OG0011613	AT1G29770.1, AT1G29780.1, AT5G45700.1	AH021030-RA
OG0011614	AT2G38680.1	AH010667-RA
OG0011616	AT5G05500.1	AH023125-RA, AH016344-RA
OG0011618	AT1G03560.1	AH000116-RA
OG0011619	AT1G67930.1	AH000062-RA
OG0011620	AT5G13230.1	AH005233-RB, AH005233-RA
OG0011622	AT5G13470.1	AH019359-RA
OG0011624	AT4G18593.1, AT4G18593.2	AH023530-RA
OG0011626	AT2G38720.1	AH019322-RA
OG0011629	AT4G27380.1	AH008133-RA
OG0011630	AT1G78620.2, AT1G78620.1	AH007980-RA
OG0011632	AT2G14530.1	AH012059-RA, AH012063-RA, AH012058-RA
OG0011633	AT2G30330.1, AT2G30330.2	AH022435-RA
OG0011634	AT5G12300.1	AH007707-RA
OG0011635	AT3G03630.1	AH019075-RA
OG0011636	AT2G42975.1	AH001148-RA
OG0011637	AT3G12720.1	AH019287-RA
OG0011638	AT5G60720.1	AH000191-RA
OG0011639	AT4G29660.1	AH013933-RA, AH016477-RA
OG0011640	AT4G28010.1	AH011043-RA
OG0011642	AT5G59140.1	AH013753-RA
OG0011643	AT5G48170.1	AH001198-RA
OG0011645	AT4G27350.1, AT5G54240.1	AH008129-RA
OG0011647	AT3G61770.1	AH009555-RA
OG0011648	AT2G28790.1, AT2G28790.2	AH012627-RA, AH022501-RA, AH013653-RA
OG0011649	AT1G07645.1	AH013650-RA
OG0011651	AT5G59460.1, AT5G59460.2	AH013712-RA
OG0011652	AT4G39745.1, AT2G22180.1	AH010885-RA, AH007661-RA
OG0011653	AT5G60050.1	AH022713-RA
OG0011654	AT1G16900.1	AH010134-RA
OG0011655	AT3G52190.1	AH021292-RA
OG0011656	AT5G02820.1	AH021954-RA
OG0011657	AT4G16330.2, AT4G16330.1	AH003464-RA
OG0011658	AT3G44020.1	AH022629-RA
OG0011659	AT1G11600.1	AH015020-RA
OG0011661	AT2G37680.1, AT2G37680.2	AH018968-RA
OG0011662	AT1G06050.1	AH011648-RA
OG0011663	AT2G39470.1, AT2G39470.2, AT2G39470.3	AH023484-RA
OG0011664	AT5G22050.2, AT5G22050.1	AH022614-RA
OG0011665	AT3G47930.1, AT3G47930.2	AH006712-RA
OG0011666	AT1G71170.1, AT1G71180.1	AH005329-RA, AH011534-RA
OG0011667	AT4G08810.1	AH007650-RA
OG0011668	AT3G44890.1	AH001230-RA
OG0011669	AT5G26880.1	AH015634-RA
OG0011670	AT4G20040.1	AH012589-RA
OG0011671	AT3G54870.1, AT3G54870.3, AT3G54870.2	AH004166-RA
OG0011674	AT2G34460.1	AH021310-RA
OG0011675	AT5G09225.1	AH020443-RA, AH006675-RA
OG0011676	AT1G08380.1	AH013909-RA
OG0011677	AT5G04900.1	AH007797-RA
OG0011679	AT5G03160.1	AH021981-RA
OG0011680	AT5G01740.1	AH012516-RA
OG0011682	AT4G21960.1	AH021501-RA, AH014997-RA
OG0011683	AT3G53220.1	AH009688-RA
OG0011684	AT2G34620.1	AH014698-RA
OG0011685	AT1G11680.1	AH016969-RA
OG0011686	AT4G18760.1, AT5G45770.1	AH014803-RA
OG0011687	AT1G11915.1	AH021485-RA
OG0011688	AT3G45400.1	AH008075-RA
OG0011689	AT1G78010.1	AH023585-RA
OG0011691	AT1G29070.1	AH014837-RA
OG0011692	AT2G29180.1	AH022579-RA
OG0011693	AT3G02330.1	AH006449-RA
OG0011694	AT1G28320.1	AH021670-RA, AH021671-RA
OG0011696	AT4G29070.1, AT4G29070.2	AH011041-RA
OG0011699	AT2G36930.1	AH012753-RA
OG0011702	AT3G02660.2, AT3G02660.1	AH012615-RA
OG0011704	AT5G62030.1	AH007838-RA
OG0011705	AT3G59980.1	AH011808-RA
OG0011706	AT1G30480.1	AH021255-RA
OG0011707	AT4G21520.1, AT4G21520.2	AH021594-RA
OG0011708	AT3G20680.1	AH009947-RA
OG0011709	AT5G22300.2, AT5G22300.1	AH013907-RA
OG0011710	AT1G53645.1	AH019422-RA, AH014192-RA
OG0011711	AT3G01910.1	AH006285-RA
OG0011713	AT5G53650.1	AH019712-RA
OG0011714	AT1G27435.1	AH005223-RA
OG0011716	AT4G24750.1	AH013572-RA
OG0011717	AT3G48500.1, AT3G48500.2	AH003024-RA
OG0011718	AT5G49410.2, AT5G49410.1	AH008314-RA
OG0011719	AT4G39520.1	AH017199-RA
OG0011720	AT1G49350.1	AH000555-RA
OG0011722	AT4G33470.1	AH003492-RA
OG0011723	AT4G24930.1	AH002981-RA
OG0011724	AT5G51540.1	AH012257-RA
OG0011725	AT4G26900.1	AH020364-RA
OG0011726	AT5G02270.2, AT5G02270.1	AH011239-RA
OG0011727	AT3G27640.2, AT3G27640.1	AH008227-RA
OG0011729	AT1G36980.1, AT1G36980.2	AH009014-RA
OG0011730	AT1G67840.2, AT1G67840.1	AH004456-RA
OG0011731	AT3G61080.2, AT3G61080.1	AH009216-RA
OG0011732	AT1G75690.1	AH019094-RA
OG0011733	AT3G50850.1, AT5G49560.1	AH005743-RA
OG0011734	AT3G58180.1	AH002645-RA
OG0011735	AT1G56200.2, AT1G56200.1	AH013091-RA
OG0011736	AT1G09280.1	AH007408-RA
OG0011737	AT5G66590.1	AH003977-RA
OG0011738	AT1G77860.1, AT1G77860.2	AH014800-RA
OG0011739	AT4G34360.1	AH001852-RA
OG0011740	AT3G24315.1	AH015372-RA
OG0011741	AT5G58920.1	AH010387-RA, AH023795-RA
OG0011742	AT1G12850.1, AT3G26780.1	AH004279-RA
OG0011743	AT1G19980.1	AH023647-RA, AH016754-RA
OG0011746	AT5G20600.1	AH014433-RA
OG0011747	AT5G49555.1	AH005745-RA
OG0011749	AT3G05410.2, AT3G05410.3, AT3G05410.1	AH007574-RA
OG0011751	AT1G22680.1, AT1G71970.1	AH009403-RA
OG0011752	AT2G34570.1	AH015899-RA
OG0011753	AT4G15520.1	AH008678-RA
OG0011754	AT5G42370.2, AT5G42370.1	AH021305-RA
OG0011755	AT5G66010.1, AT5G66010.2	AH006413-RA
OG0011756	AT3G49240.1	AH015812-RA
OG0011759	AT1G71730.1	AH023547-RA
OG0011760	AT1G43690.1	AH008507-RA
OG0011761	AT1G09750.1	AH021172-RA
OG0011762	AT4G35870.1	AH004308-RA
OG0011763	AT4G34270.1	AH000976-RA
OG0011764	AT1G76920.1	AH018245-RA, AH013275-RA, AH019575-RA
OG0011765	AT2G15290.1	AH001670-RA
OG0011766	AT1G48350.1	AH019994-RA
OG0011767	AT4G33690.1	AH010850-RA
OG0011768	AT1G43580.1	AH008523-RA
OG0011769	AT1G10710.2, AT1G10710.1	AH004836-RA
OG0011770	AT5G06430.1	AH012362-RA
OG0011771	AT1G67785.1	AH004474-RA, AH004880-RA
OG0011772	AT1G24310.1	AH004526-RA
OG0011773	AT4G13520.1, AT4G13520.2	AH019133-RA, AH015813-RA
OG0011774	AT2G44660.1	AH009353-RA
OG0011775	AT4G13690.1	AH020316-RA
OG0011776	AT1G33990.1, AT4G09900.1	AH008590-RA
OG0011777	AT5G56220.1, AT5G56220.2	AH004513-RA, AH004512-RA
OG0011778	AT4G10030.1	AH016964-RA
OG0011779	AT5G07380.6, AT5G07380.5, AT5G07380.3, AT5G07380.1, AT5G07380.4, AT5G07380.2	AH002935-RA
OG0011780	AT4G24900.1, AT4G24900.2	AH002985-RA
OG0011782	AT1G06730.1	AH017767-RA
OG0011783	AT3G26680.1, AT3G26680.3, AT3G26680.2, AT3G26680.4	AH005247-RA
OG0011784	AT1G64150.1	AH018038-RA
OG0011785	AT5G47840.1, AT5G47840.2	AH009461-RA
OG0011786	AT5G52380.1	AH019578-RA
OG0011787	AT4G01690.1, AT4G01690.2	AH019046-RA
OG0011789	AT3G12345.1	AH023511-RA
OG0011790	AT4G28660.1, AT4G28660.2	AH022034-RA
OG0011791	AT2G25720.1	AH014669-RA
OG0011792	AT5G09830.1	AH006199-RA
OG0011793	AT3G18400.1	AH017551-RA, AH002860-RA
OG0011794	AT1G75140.1, AT1G19370.1	AH001003-RA
OG0011795	AT5G45590.1	AH018464-RA
OG0011797	AT3G25590.1	AH011099-RA, AH008060-RA
OG0011798	AT1G70200.1	AH020527-RA, AH006555-RA
OG0011799	AT4G09320.1	AH009379-RA
OG0011801	AT1G26500.1	AH010999-RA, AH022911-RA
OG0011802	AT3G26570.1, AT3G26570.2	AH004821-RA
OG0011803	AT5G46840.1, AT5G46840.2	AH018410-RA
OG0011804	AT5G64820.1, AT1G16850.1	AH003933-RA
OG0011806	AT3G29185.2, AT3G29185.1	AH019126-RA
OG0011807	AT3G17668.2, AT3G17668.1	AH009320-RA
OG0011808	AT3G01360.1, AT3G01360.2	AH013580-RA
OG0011809	AT3G28970.1, AT3G28970.2	AH015779-RA
OG0011812	AT1G70330.1	AH004411-RA, AH004771-RA
OG0011814	AT3G18020.1	AH006968-RA
OG0011815	AT1G69910.1	AH004677-RA
OG0011816	AT4G16835.1	AH002892-RA
OG0011817	AT5G63540.1, AT5G63540.2	AH017251-RA
OG0011818	AT1G74470.1	AH002832-RA
OG0011819	AT3G17830.1	AH017195-RA
OG0011820	AT5G58020.1	AH017187-RA
OG0011822	AT3G18010.1	AH001120-RA
OG0011823	AT1G69290.1, AT1G68980.1	AH005545-RA
OG0011824	AT2G35215.1, AT5G46770.1	AH011501-RA
OG0011825	AT1G74900.1	AH002469-RA
OG0011826	AT5G07475.1	AH012340-RA
OG0011827	AT1G74580.3, AT1G74580.2, AT1G74580.1	AH017598-RA
OG0011828	AT1G74070.2, AT1G74070.1	AH017438-RA
OG0011829	AT1G69020.2, AT1G69020.1	AH004019-RA
OG0011830	AT1G08700.1	AH016319-RA, AH023152-RA
OG0011831	AT3G13200.1	AH020045-RA, AH009793-RA
OG0011832	AT1G18350.1, AT1G73500.1	AH019412-RA
OG0011833	AT1G13250.1	AH005419-RA, AH004073-RA
OG0011834	AT1G13690.1	AH005531-RA
OG0011835	AT3G25860.1	AH005402-RA
OG0011838	AT5G22100.1	AH017169-RA
OG0011839	AT1G73240.1	AH021233-RA
OG0011841	AT1G68850.1	AH005455-RA
OG0011842	AT4G28210.1	AH007070-RA
OG0011843	AT5G65274.1, AT4G01710.1	AH009049-RA
OG0011844	AT5G62440.1	AH016530-RA
OG0011845	AT1G04640.2, AT1G04640.1	AH010908-RA, AH007678-RA
OG0011846	AT1G74030.1	AH002914-RA
OG0011847	AT4G19100.1, AT4G19100.2	AH016523-RA
OG0011850	AT5G23220.1, AT5G23230.1	AH001045-RA
OG0011851	AT3G01380.2	AH023445-RA
OG0011852	AT3G25620.1, AT3G25620.2	AH005437-RA
OG0011853	AT1G26340.1	AH004030-RA
OG0011854	AT1G69180.1	AH004027-RA
OG0011855	AT1G74730.1	AH002794-RA
OG0011856	AT1G31920.1	AH011558-RA
OG0011857	AT1G30880.2, AT1G30880.1	AH021932-RA
OG0011858	AT1G15050.1, AT1G15050.2, AT2G01200.1, AT2G01200.2	AH005493-RA
OG0011859	AT2G02050.1	AH006259-RA, AH003398-RA, AH022462-RA
OG0011860	AT2G15820.1	AH000634-RA
OG0011863	AT3G54890.1	AH011402-RA
OG0011864	AT1G48550.1, AT1G48550.2	AH008216-RA
