Orthogroup	A_thaliana.proteins	B_vulgaris.proteins
OG0009593	AT4G32520.2, AT4G32520.1	Bevul.2G149100.1.p
OG0009594	AT3G52940.1	Bevul.7G035100.1.p, Bevul.7G035100.2.p
OG0009595	AT3G58470.1	Bevul.5G116800.1.p
OG0009596	AT1G11080.1, AT1G11080.2	Bevul.8G033900.1.p
OG0009597	AT2G07690.2, AT2G07690.1	Bevul.8G161100.1.p
OG0009598	AT2G38710.2, AT2G38710.3, AT2G38710.4, AT2G38710.1	Bevul.4G026100.1.p
OG0009599	AT3G46870.2, AT3G46870.1	Bevul.9G077500.1.p
OG0009600	AT3G29130.2, AT3G29130.5, AT3G29130.6, AT3G29130.1, AT3G29130.3, AT3G29130.4	Bevul.6G231000.1.p
OG0009601	AT5G59990.2, AT5G59990.1	Bevul.7G214900.1.p
OG0009602	AT2G42820.1	Bevul.9G037700.1.p, Bevul.9G037700.3.p, Bevul.9G037700.2.p
OG0009603	AT4G05360.1, AT3G59550.1	Bevul.9G183100.1.p
OG0009604	AT5G56050.1, AT4G26490.1	Bevul.4G088700.1.p, Bevul.2G009800.1.p
OG0009605	AT5G22640.1, AT5G22640.2, AT5G22640.3	Bevul.9G105200.1.p
OG0009606	AT5G22875.2, AT5G22875.3, AT5G22875.1	Bevul.9G099200.1.p
OG0009608	AT1G30460.2, AT1G30460.1	Bevul.8G096000.1.p
OG0009609	AT5G06240.1	Bevul.7G019900.1.p, Bevul.7G019900.2.p
OG0009610	AT2G40740.1, AT2G40740.3, AT2G40740.2, AT3G56390.1	Bevul.2G028300.1.p, Bevul.2G028300.2.p
OG0009611	AT3G15000.1	Bevul.4G072200.1.p
OG0009612	AT1G74240.2, AT1G74240.1	Bevul.5G178100.1.p
OG0009613	AT2G28105.2, AT2G28105.1	Bevul.9G043000.1.p
OG0009614	AT3G21540.1	Bevul.7G047400.1.p
OG0009615	AT5G64150.1	Bevul.4G091200.1.p
OG0009616	AT3G56910.1	Bevul.3G220600.1.p
OG0009617	AT3G08800.3, AT3G08800.2, AT3G08800.1	Bevul.5G057600.1.p
OG0009618	AT3G22290.1, AT3G22290.2	Bevul.9G014700.1.p
OG0009619	AT5G53800.1	Bevul.4G059800.1.p
OG0009621	AT2G40460.1	Bevul.2G185000.1.p
OG0009622	AT1G80600.1	Bevul.9G185700.1.p
OG0009623	AT5G57080.1, AT4G26055.1	Bevul.2G220000.1.p, Bevul.2G220000.2.p, Bevul.2G222700.1.p
OG0009624	AT5G59980.1, AT5G59980.3, AT5G59980.2, AT5G59980.4	Bevul.7G214800.1.p
OG0009625	AT4G21800.1, AT4G21800.2	Bevul.7G173400.1.p
OG0009627	AT4G35630.1, AT2G17630.1	Bevul.6G035900.1.p
OG0009628	AT2G34690.1	Bevul.8G039100.1.p
OG0009629	AT5G55250.2, AT5G55250.1	Bevul.4G019500.1.p, Bevul.4G019200.1.p
OG0009630	AT1G10180.1	Bevul.4G101900.1.p
OG0009631	AT2G40550.1	Bevul.2G182600.1.p
OG0009632	AT3G44680.1	Bevul.2G005200.1.p
OG0009633	AT5G12410.1	Bevul.4G228500.1.p
OG0009634	AT5G52980.1, AT5G52980.2	Bevul.5G091700.1.p
OG0009635	AT3G17930.1	Bevul.8G133400.1.p
OG0009636	AT2G16630.1	Bevul.9G140600.2.p, Bevul.9G140600.1.p
OG0009637	AT1G78590.2, AT1G78590.1	Bevul.4G083200.1.p
OG0009638	AT1G03520.2, AT1G03520.1, AT4G03340.1, AT4G03340.2	Bevul.5G058900.1.p
OG0009639	AT3G59030.2, AT3G59030.1	Bevul.9G015600.1.p
OG0009640	AT5G46280.4, AT5G46280.2, AT5G46280.3, AT5G46280.1	Bevul.8G084600.1.p
OG0009641	AT2G43945.1, AT3G59870.1	Bevul.3G118500.1.p
OG0009642	AT2G20875.1	Bevul.8G173400.1.p
OG0009643	AT2G30105.1	Bevul.7G219700.1.p
OG0009644	AT1G51110.1	Bevul.4G243700.1.p
OG0009645	AT5G65840.1	Bevul.6G016700.1.p
OG0009646	AT5G03110.1, AT2G37100.1	Bevul.7G060800.1.p
OG0009647	AT5G19500.1	Bevul.4G217500.1.p
OG0009648	AT5G13480.1, AT5G13480.3, AT5G13480.4, AT5G13480.2	Bevul.2G043900.1.p
OG0009649	AT4G35540.1	Bevul.8G004100.1.p
OG0009650	AT2G27810.1, AT2G27810.4	Bevul.9G105900.1.p
OG0009651	AT2G36835.1	Bevul.7G048900.1.p
OG0009652	AT2G40600.1	Bevul.2G025800.1.p
OG0009653	AT1G07970.1	Bevul.9G053400.1.p
OG0009654	AT5G24760.3, AT5G24760.2, AT5G24760.4, AT5G24760.1	Bevul.8G107900.1.p
OG0009655	AT5G50390.1	Bevul.9G112000.5.p, Bevul.9G112000.2.p, Bevul.9G112000.4.p, Bevul.9G112000.3.p, Bevul.9G112000.6.p, Bevul.9G112000.1.p
OG0009656	AT4G26310.1, AT4G26310.2	Bevul.4G250000.1.p
OG0009657	AT3G56040.1	Bevul.2G246700.1.p
OG0009658	AT3G10420.2, AT3G10420.1	Bevul.9G023900.1.p, Bevul.9G022000.1.p
OG0009659	AT2G04740.1, AT2G04740.3, AT2G04740.2, AT2G04740.4	Bevul.3G072600.1.p
OG0009660	AT5G02140.2, AT5G02140.1	Bevul.5G137600.1.p
OG0009661	AT5G44450.1, AT5G44450.2	Bevul.9G065400.1.p
OG0009662	AT5G54970.1, AT4G26960.1	Bevul.4G030500.1.p
OG0009663	AT5G03170.1	Bevul.7G058800.1.p
OG0009664	AT1G08315.1	Bevul.2G041100.1.p
OG0009665	AT3G15390.3, AT3G15390.2, AT3G15390.1	Bevul.8G027800.1.p, Bevul.4G059400.1.p
OG0009666	AT1G32070.3, AT1G32070.2, AT1G32070.1	Bevul.7G001400.1.p
OG0009667	AT5G54910.1	Bevul.4G033100.1.p
OG0009668	AT5G44635.1, AT5G44635.2	Bevul.7G067200.1.p
OG0009669	AT4G04180.1, AT4G04180.2	Bevul.8G048400.1.p
OG0009670	AT3G57600.1	Bevul.3G191200.1.p
OG0009672	AT5G55810.1	Bevul.1G184800.1.p
OG0009673	AT1G30870.1	Bevul.7G071700.1.p
OG0009674	AT4G30600.1, AT4G30600.2	Bevul.6G047800.1.p
OG0009675	AT3G32930.2, AT3G32930.1	Bevul.4G245900.1.p
OG0009676	AT4G19860.1	Bevul.8G101000.1.p
OG0009678	AT3G22150.2, AT3G22150.1	Bevul.6G048000.1.p
OG0009680	AT3G13450.1, AT1G55510.1	Bevul.4G250800.1.p
OG0009681	AT3G53400.1	Bevul.7G058000.1.p
OG0009682	AT1G47813.1, AT1G47820.1, AT1G47820.2	Bevul.2G113600.1.p
OG0009683	AT5G44170.1	Bevul.9G080700.3.p, Bevul.9G080700.1.p, Bevul.9G080700.2.p
OG0009684	AT2G17265.1	Bevul.9G150500.1.p
OG0009685	AT5G05760.1	Bevul.2G239900.1.p
OG0009686	AT2G36810.1, AT2G36810.2, AT2G36810.3	Bevul.7G044100.1.p, Bevul.7G044100.2.p
OG0009687	AT2G32480.2, AT2G32480.1, AT1G05140.1	Bevul.4G248300.1.p
OG0009688	AT4G01020.1, AT5G10370.1	Bevul.6G097500.1.p
OG0009690	AT2G32080.2, AT2G32080.1	Bevul.4G250900.1.p
OG0009691	AT3G03330.1	Bevul.4G212700.1.p
OG0009692	AT5G36000.1, AT3G61730.1	Bevul.1G191000.1.p
OG0009693	AT1G05385.1, AT1G05385.2	Bevul.4G067100.1.p, Bevul.2G152500.1.p
OG0009694	AT1G22850.1, AT1G22850.2	Bevul.1G095900.1.p
OG0009695	AT5G43430.1, AT5G43430.4, AT5G43430.3, AT5G43430.2	Bevul.3G011800.1.p
OG0009696	AT5G57960.1, AT5G57960.2	Bevul.1G158800.1.p
OG0009698	AT1G43245.2, AT1G43245.1	Bevul.1G072000.1.p
OG0009700	AT3G05100.1	Bevul.4G142500.1.p
OG0009701	AT5G05490.2, AT5G05490.1	Bevul.8G120200.1.p, Bevul.2G247700.1.p
OG0009702	AT2G01410.1	Bevul.5G018900.1.p
OG0009703	AT4G01320.3, AT4G01320.2, AT4G01320.1	Bevul.1G181900.1.p
OG0009704	AT2G18040.1	Bevul.6G029500.1.p
OG0009705	AT3G04130.2, AT3G04130.1	Bevul.6G214000.1.p
OG0009706	AT3G19260.1	Bevul.9G107600.1.p
OG0009707	AT5G59470.2, AT5G59470.1, AT4G07390.1, AT4G07390.2	Bevul.1G003800.1.p
OG0009708	AT4G36290.1, AT4G36280.1	Bevul.6G026500.1.p
OG0009709	AT5G49480.1	Bevul.3G060300.1.p
OG0009710	AT4G10950.1, AT4G10950.2	Bevul.5G015900.1.p
OG0009711	AT3G17465.1	Bevul.5G100300.1.p
OG0009712	AT3G06980.1	Bevul.3G122500.1.p
OG0009713	AT3G60590.1, AT3G60590.4, AT3G60590.3, AT3G60590.2	Bevul.1G136100.1.p
OG0009714	AT4G09750.1	Bevul.1G068500.1.p, Bevul.9G024100.2.p, Bevul.9G024100.3.p, Bevul.9G024100.1.p
OG0009715	AT4G28730.1, AT4G28730.2	Bevul.7G117600.1.p
OG0009716	AT4G09580.1, AT1G71940.1	Bevul.1G210000.1.p
OG0009717	AT1G47830.1	Bevul.6G035000.1.p
OG0009718	AT3G26085.2, AT3G26085.1, AT3G26085.3, AT3G26085.4	Bevul.6G061100.1.p
OG0009719	AT5G24300.1, AT5G24300.2	Bevul.3G036900.1.p
OG0009720	AT4G30500.1, AT2G23940.3, AT2G23940.2, AT2G23940.1	Bevul.7G135300.1.p
OG0009721	AT2G47360.1, AT1G02570.1, AT1G02575.1	Bevul.5G255300.1.p
OG0009722	AT3G50770.1	Bevul.6G090300.1.p
OG0009723	AT4G10390.1, AT1G33260.1, AT1G33260.2	Bevul.5G105200.1.p
OG0009724	AT2G18465.1	Bevul.6G055700.1.p
OG0009725	AT3G26790.1	Bevul.6G218600.1.p
OG0009726	AT1G03110.1	Bevul.5G232900.1.p
OG0009727	AT4G14790.2, AT4G14790.1	Bevul.3G146300.1.p
OG0009728	AT2G22425.2, AT2G22425.1, AT4G40042.1	Bevul.6G209100.1.p
OG0009729	AT4G33360.3, AT4G33360.2, AT4G33360.1	Bevul.1G057500.1.p
OG0009730	AT3G27180.1	Bevul.5G160800.1.p
OG0009731	AT5G09320.1, AT3G19770.2, AT3G19770.1	Bevul.1G214600.1.p
OG0009732	AT4G01790.1	Bevul.6G017900.1.p
OG0009733	AT3G25480.1	Bevul.5G228500.1.p
OG0009735	AT3G24330.1	Bevul.8G188400.1.p
OG0009736	AT2G18050.1, AT2G18050.2	Bevul.6G029200.1.p
OG0009738	AT5G18940.1, AT5G18940.2	Bevul.4G185200.1.p
OG0009739	AT4G14330.1	Bevul.3G006600.1.p
OG0009740	AT2G44980.3, AT2G44980.2, AT2G44980.1	Bevul.1G139600.1.p
OG0009741	AT4G12680.1	Bevul.9G032500.1.p
OG0009742	AT1G33270.1, AT1G33270.2	Bevul.6G045000.1.p
OG0009743	AT4G34730.3, AT4G34730.2, AT4G34730.1	Bevul.9G158000.1.p
OG0009744	AT2G16385.1, AT4G34600.2, AT4G34600.1	Bevul.9G166900.1.p
OG0009745	AT1G71480.3, AT1G71480.2, AT1G71480.1	Bevul.1G058500.1.p
OG0009746	AT1G33680.1, AT4G10070.1	Bevul.8G186600.1.p
OG0009747	AT2G01640.2, AT2G01640.1	Bevul.9G236400.4.p, Bevul.9G236400.1.p, Bevul.9G236400.3.p, Bevul.9G236400.2.p
OG0009748	AT5G39590.1	Bevul.1G018100.1.p
OG0009749	AT2G21150.1	Bevul.9G141600.1.p
OG0009750	AT2G21470.2, AT2G21470.1, AT2G21470.3	Bevul.9G166100.1.p
OG0009751	AT1G67700.2, AT1G67700.5, AT1G67700.4, AT1G67700.3, AT1G67700.1	Bevul.6G168200.1.p
OG0009752	AT1G67660.2, AT1G67660.3, AT1G67660.1	Bevul.6G214500.1.p
OG0009753	AT4G25200.1, AT5G51440.1	Bevul.5G000800.1.p
OG0009754	AT5G49650.1	Bevul.1G014100.1.p, Bevul.1G014000.1.p
OG0009756	AT5G16750.1	Bevul.1G066200.1.p
OG0009757	AT3G26710.1	Bevul.6G216200.1.p
OG0009758	AT1G67560.1	Bevul.6G212100.1.p
OG0009759	AT1G13170.2, AT1G13170.1	Bevul.6G171800.1.p
OG0009760	AT1G72020.1	Bevul.1G208500.1.p
OG0009761	AT1G21080.2, AT1G21080.1, AT1G21080.3, AT1G76700.1	Bevul.1G050200.1.p
OG0009762	AT4G00560.1, AT4G00560.4, AT4G00560.2, AT4G00560.3	Bevul.1G167200.1.p
OG0009763	AT5G44030.2, AT5G44030.1, AT5G44030.3	Bevul.7G111700.1.p
OG0009764	AT1G28140.1	Bevul.6G196900.1.p
OG0009765	AT5G08650.1, AT5G08650.2	Bevul.4G123700.1.p
OG0009766	AT3G05390.1	Bevul.4G159300.1.p
OG0009767	AT1G71500.1	Bevul.1G060100.1.p
OG0009768	AT5G19840.2, AT5G19840.1	Bevul.5G238400.1.p
OG0009769	AT5G25310.1	Bevul.2G176600.3.p, Bevul.2G176600.2.p, Bevul.2G176600.1.p
OG0009770	AT4G15820.1	Bevul.2G124700.1.p
OG0009772	AT3G60520.1, AT3G60520.2, AT1G02070.1	Bevul.1G138200.1.p
OG0009773	AT5G64620.1	Bevul.1G052600.1.p
OG0009775	AT3G23255.2, AT3G23255.1	Bevul.6G198100.1.p
OG0009776	AT1G05370.1, AT3G22410.1	Bevul.3G138200.1.p
OG0009777	AT4G36400.1, AT4G36400.2	Bevul.6G025700.1.p
OG0009778	AT3G04820.1	Bevul.4G134700.1.p
OG0009779	AT1G12800.1	Bevul.5G032000.1.p
OG0009780	AT1G42440.1	Bevul.2G045900.1.p, Bevul.1G039100.1.p
OG0009781	AT4G03180.1, AT4G03180.2	Bevul.7G087200.1.p
OG0009783	AT4G16566.1, AT4G16566.3, AT4G16566.2	Bevul.5G001100.1.p
OG0009784	AT3G23100.1, AT1G61410.1, AT3G23100.2	Bevul.3G095500.1.p
OG0009786	AT1G20575.1	Bevul.4G081600.1.p
OG0009787	AT1G73060.1	Bevul.9G225600.1.p
OG0009788	AT1G67630.1	Bevul.6G213700.1.p
OG0009789	AT2G39340.1	Bevul.2G108900.2.p, Bevul.2G108900.3.p, Bevul.2G108900.1.p
OG0009790	AT4G09620.1, AT4G09620.3, AT4G09620.2	Bevul.8G037900.1.p
OG0009791	AT1G04130.1, AT1G04130.2	Bevul.7G115200.1.p
OG0009792	AT1G71220.3, AT1G71220.1, AT1G71220.2	Bevul.4G111300.1.p
OG0009793	AT5G08060.1	Bevul.2G075000.1.p, Bevul.5G107100.1.p
OG0009794	AT3G29230.1	Bevul.2G218100.1.p
OG0009795	AT1G66680.1	Bevul.2G207100.1.p
OG0009796	AT1G08580.1	Bevul.3G017100.1.p
OG0009797	AT1G34130.1	Bevul.8G103500.1.p
OG0009798	AT5G08110.1, AT5G08110.2, AT5G08110.3	Bevul.5G172500.1.p
OG0009799	AT5G63570.2, AT5G63570.1, AT3G48730.1	Bevul.5G158300.1.p
OG0009800	AT2G03800.2, AT2G03800.1	Bevul.6G107900.1.p
OG0009801	AT5G64180.1, AT5G64180.2	Bevul.9G144700.1.p
OG0009803	AT2G02860.1	Bevul.6G239600.1.p
OG0009804	AT5G20220.1, AT5G20220.2, AT5G20220.4, AT5G20220.3	Bevul.7G086700.1.p, Bevul.7G086700.2.p
OG0009805	AT5G36300.2, AT5G36300.1, AT3G42560.1	Bevul.3G020200.1.p
OG0009806	AT3G19870.1, AT3G19870.2	Bevul.9G011900.1.p
OG0009807	AT1G18850.1	Bevul.5G258100.1.p
OG0009808	AT1G13990.2, AT1G13990.3, AT1G13990.1	Bevul.6G230400.1.p
OG0009810	AT1G30110.2, AT1G30110.1	Bevul.6G152600.1.p
OG0009811	AT4G22220.1	Bevul.5G213700.1.p
OG0009812	AT1G32160.1	Bevul.5G098000.1.p
OG0009813	AT5G37800.1, AT1G66470.1	Bevul.2G203200.1.p
OG0009814	AT4G02750.1	Bevul.2G093900.1.p
OG0009815	AT5G51510.1	Bevul.3G089400.1.p
OG0009816	AT1G73380.1	Bevul.8G104900.1.p
OG0009817	AT4G17090.1	Bevul.5G079300.1.p
OG0009818	AT1G69380.1	Bevul.6G228000.1.p
OG0009819	AT5G40950.1	Bevul.5G216100.1.p
OG0009820	AT5G66540.1, AT5G66540.2	Bevul.9G141800.1.p
OG0009821	AT5G37350.2, AT5G37350.1, AT2G24990.1	Bevul.9G192300.1.p, Bevul.9G192300.2.p
OG0009822	AT1G71080.1, AT5G38050.1	Bevul.5G111000.1.p
OG0009823	AT1G67250.1, AT5G38650.1	Bevul.5G120900.1.p
OG0009824	AT5G63040.1, AT5G63040.2	Bevul.5G215600.1.p
OG0009825	AT1G68100.1, AT1G68100.2	Bevul.8G180500.1.p
OG0009826	AT1G67350.2, AT1G67350.1	Bevul.2G038800.1.p
OG0009827	AT2G44850.1, AT2G44850.3, AT2G44850.2	Bevul.1G144200.1.p
OG0009828	AT2G04030.2, AT2G04030.1	Bevul.6G109700.1.p
OG0009829	AT2G03510.1	Bevul.6G080400.1.p
OG0009830	AT1G75010.1	Bevul.6G042600.1.p
OG0009831	AT1G27060.1	Bevul.6G242900.1.p
OG0009832	AT2G01730.2, AT2G01730.1	Bevul.4G109500.1.p
OG0009833	AT1G70070.1	Bevul.6G247500.1.p
OG0009834	AT1G23030.1	Bevul.6G140700.1.p
OG0009835	AT5G38630.1	Bevul.2G217700.2.p, Bevul.2G217700.1.p
OG0009836	AT5G47120.1	Bevul.5G074700.1.p
OG0009837	AT1G10580.1	Bevul.6G191300.1.p
OG0009838	AT1G16740.1	Bevul.1G161800.1.p, Bevul.4G145300.1.p, Bevul.9G065000.1.p, Bevul.8G089000.1.p
OG0009839	AT1G26761.1	Bevul.6G231600.1.p
OG0009840	AT4G17510.1	Bevul.5G072300.1.p
OG0009841	AT1G74360.1	Bevul.5G182900.1.p
OG0009842	AT1G27090.1	Bevul.6G243500.1.p
OG0009843	AT1G26650.1, AT1G69430.1	Bevul.6G229100.1.p
OG0009844	AT1G18270.3, AT1G18270.2, AT1G18270.1, AT1G18270.4	Bevul.3G163600.1.p
OG0009845	AT1G69210.1, AT1G69210.2	Bevul.6G078200.1.p
OG0009847	AT3G45900.1	Bevul.5G105600.1.p
OG0009848	AT1G31970.1	Bevul.5G100500.1.p
OG0009849	AT1G48930.1	Bevul.9G010000.1.p
OG0009851	AT1G69390.1	Bevul.6G228100.1.p
OG0009853	AT4G00026.1	Bevul.7G136700.1.p
OG0009854	AT1G48440.1, AT3G17780.1	Bevul.2G111400.1.p
OG0009855	AT5G23240.1	Bevul.9G006800.1.p
OG0009856	AT3G47850.1	Bevul.5G201300.1.p
OG0009857	AT1G69970.1, AT1G69970.2	Bevul.2G052900.1.p
OG0009858	AT4G15950.1	Bevul.9G015000.1.p
OG0009859	AT1G17810.1, AT1G73190.1	Bevul.8G105300.1.p
OG0009860	AT5G23310.1	Bevul.7G194500.1.p
OG0009861	AT1G59840.3, AT1G59840.1, AT1G59840.2	Bevul.6G248100.1.p
OG0009863	AT1G77420.1	Bevul.6G129000.1.p
OG0009864	AT5G13120.2, AT5G13120.1	Bevul.6G203400.1.p
OG0009865	AT3G27925.2, AT3G27925.1	Bevul.4G096400.1.p
OG0009866	AT3G02710.1	Bevul.4G120100.1.p
OG0009867	AT1G68560.1	Bevul.6G126300.1.p
OG0009868	AT1G74250.1	Bevul.5G178200.1.p
OG0009869	AT1G09290.1	Bevul.6G042800.1.p
OG0009870	AT4G09010.1, AT4G09010.3, AT4G09010.2	Bevul.1G106500.1.p
OG0009871	AT5G17240.1, AT5G17240.2	Bevul.4G121300.1.p
OG0009873	AT5G09860.1, AT5G09860.2	Bevul.7G076900.1.p
OG0009874	AT5G23340.1	Bevul.9G004600.1.p
OG0009875	AT2G03050.1, AT2G03050.2	Bevul.5G061300.1.p
OG0009876	AT1G65700.1, AT1G65700.2	Bevul.1G081800.1.p, Bevul.4G118000.1.p
OG0009877	AT5G39900.1	Bevul.2G057400.1.p, Bevul.2G057400.2.p
OG0009878	AT5G16630.3, AT5G16630.1, AT5G16630.2	Bevul.6G053300.1.p
OG0009879	AT1G69800.3, AT1G69800.2, AT1G69800.1	Bevul.6G240700.1.p
OG0009880	AT5G13050.2, AT5G13050.1	Bevul.5G201800.1.p
OG0009881	AT1G66670.1	Bevul.2G205800.1.p
OG0009882	AT5G39830.1, AT5G39830.2	Bevul.2G059800.1.p
OG0009883	AT5G16070.1, AT3G02530.1	Bevul.7G180700.1.p
OG0009884	AT4G24340.1, AT4G24350.4, AT4G24350.3, AT4G24350.2, AT4G24350.1	Bevul.3G015800.1.p
OG0009885	AT3G25660.1	Bevul.9G100000.1.p
OG0009886	AT4G19160.2, AT4G19160.3, AT4G19160.1, AT4G19160.4	Bevul.5G048500.1.p
OG0009888	AT2G44240.1, AT2G44220.1, AT2G20170.2, AT2G20170.1, AT2G20170.3, AT4G23390.1, AT4G23370.1, AT4G23373.1, AT4G23350.1, AT4G23365.1, AT4G23355.1, AT4G23360.1, AT4G23380.1	Bevul.2G147200.1.p, Bevul.5G030000.1.p
OG0009889	AT2G25460.2, AT2G25460.1	Bevul.2G180600.1.p
OG0009901	AT2G38440.1	Bevul.7G013100.1.p, Bevul.7G013100.3.p, Bevul.7G013100.2.p
OG0009902	AT2G33793.1, AT2G33793.2, AT2G33793.3	Bevul.8G027000.1.p
OG0009903	AT2G38100.3, AT2G38100.2, AT2G38100.1	Bevul.8G044100.1.p, Bevul.8G044000.1.p, Bevul.8G043900.1.p, Bevul.8G043800.1.p, Bevul.8G043600.1.p
OG0009904	AT1G11380.1	Bevul.8G061500.1.p
OG0009905	AT3G21220.2, AT3G21220.1, AT1G51660.1	Bevul.8G106200.1.p
OG0009906	AT4G36880.1	Bevul.6G006300.1.p
OG0009908	AT5G41380.1, AT1G63820.1	Bevul.5G028400.1.p
OG0009910	AT3G52080.1	Bevul.3G233700.1.p
OG0009911	AT3G56600.2, AT3G56600.1, AT3G56600.3, AT2G40850.1	Bevul.3G217000.1.p
OG0009912	AT4G39670.1	Bevul.6G125400.1.p
OG0009913	AT1G78410.2, AT1G78410.1, AT1G17147.1	Bevul.9G158700.1.p, Bevul.9G210700.1.p
OG0009954	AT3G06180.1, AT3G06180.2, AT5G19025.2, AT5G19025.1	Bevul.3G133100.1.p
OG0009956	AT2G36000.2, AT2G36000.1	Bevul.7G017300.1.p
OG0009958	AT1G48300.1	Bevul.3G124200.1.p
OG0009959	AT3G06440.2, AT3G06440.1	Bevul.3G129200.1.p
OG0009960	AT2G07671.1, ATMG01080.1	Bevul.9G086700.1.p
OG0009961	AT4G28820.2, AT4G28820.6, AT4G28820.5, AT4G28820.1, AT4G28820.4, AT4G28820.3	Bevul.7G123500.1.p
OG0009962	AT1G05620.2, AT1G05620.1	Bevul.6G231800.1.p
OG0009963	AT5G56580.1	Bevul.8G203400.1.p
OG0009964	AT3G06170.1	Bevul.3G133200.1.p
OG0009965	AT3G06050.1, AT3G06050.2	Bevul.3G143400.1.p
OG0009966	AT5G64670.1	Bevul.5G138600.1.p
OG0009968	AT2G33255.1	Bevul.3G165300.1.p
OG0009969	AT2G27480.2, AT2G27480.1	Bevul.7G226800.1.p
OG0009970	AT2G41010.1, AT3G56880.1	Bevul.3G219600.1.p
OG0009971	AT1G10830.2, AT1G10830.3, AT1G10830.1	Bevul.3G225200.1.p
OG0009972	AT5G02740.1, AT5G02740.2	Bevul.7G070000.1.p
OG0009973	AT3G52570.1	Bevul.7G023900.1.p
OG0009974	AT2G40360.1, AT2G40360.2	Bevul.6G097400.1.p
OG0009975	AT3G21580.1	Bevul.4G122600.1.p
OG0009977	AT3G04790.1	Bevul.4G135100.1.p
OG0009978	AT5G19180.2, AT5G19180.1	Bevul.3G143600.1.p
OG0009979	AT1G07985.1	Bevul.2G189800.1.p, Bevul.2G189800.3.p, Bevul.2G189800.2.p
OG0009980	AT4G15770.1	Bevul.1G047000.1.p, Bevul.1G044700.1.p
OG0009981	AT1G04420.1	Bevul.3G008700.1.p
OG0009982	AT5G57950.1, AT5G57950.2	Bevul.5G137300.1.p
OG0009983	AT2G17950.1	Bevul.6G035300.1.p
OG0009984	AT1G08780.1	Bevul.4G138200.1.p
OG0009985	AT3G17590.2, AT3G17590.3, AT3G17590.1	Bevul.3G122900.1.p
OG0009987	AT3G44050.1	Bevul.7G183200.1.p
OG0009988	AT2G43140.2, AT2G43140.1, AT1G05805.1	Bevul.3G142000.1.p
OG0009990	AT2G44160.1, AT3G59970.3	Bevul.3G121300.1.p
OG0009992	AT1G63900.1, AT1G63900.2	Bevul.7G077000.2.p, Bevul.7G077000.1.p
OG0009993	AT1G07220.1	Bevul.7G190000.1.p
OG0009994	AT2G39740.3, AT2G39740.2, AT2G39740.1	Bevul.2G227400.2.p, Bevul.2G227400.1.p
OG0009995	AT2G39180.1, AT3G09780.1	Bevul.7G057500.1.p
OG0009996	AT4G20740.1	Bevul.2G050200.1.p
OG0009998	AT3G10310.1, AT3G10310.2	Bevul.3G197200.1.p
OG0010000	AT3G57790.1, AT3G57790.2	Bevul.3G188500.1.p
OG0010001	AT1G63270.1	Bevul.9G025900.1.p, Bevul.3G072900.1.p
OG0010002	AT4G25315.1, AT4G25315.3, AT4G25315.2	Bevul.9G103600.1.p
OG0010003	AT3G63290.2, AT3G63290.1	Bevul.5G236900.1.p
OG0010004	AT5G05920.1	Bevul.6G110600.1.p
OG0010005	AT3G12260.1	Bevul.2G039100.1.p
OG0010006	AT1G31800.1	Bevul.4G162500.1.p
OG0010007	AT3G47120.2, AT3G47120.1, AT5G58790.2	Bevul.7G192000.1.p
OG0010008	AT1G06923.1, AT2G30395.1	Bevul.7G165400.1.p
OG0010009	AT3G05345.1	Bevul.6G155000.1.p
OG0010010	AT3G23940.1, AT3G23940.2	Bevul.4G021000.1.p
OG0010011	AT2G14045.3, AT2G14045.1, AT2G14045.4, AT2G14045.2	Bevul.4G129700.1.p
OG0010012	AT2G47940.2, AT2G47940.1	Bevul.7G086200.1.p, Bevul.7G086200.2.p
OG0010013	AT5G27395.2, AT5G27395.1	Bevul.4G150200.1.p
OG0010014	AT1G06950.1	Bevul.7G222200.1.p
OG0010015	AT2G48150.1, AT2G48150.2, AT3G63080.1	Bevul.7G076600.1.p, Bevul.6G126600.1.p
OG0010016	AT5G18670.1	Bevul.3G152300.1.p
OG0010017	ATCG00380.1	Bevul.7G084700.1.p, Bevul.5G126400.1.p, Bevul.5G141300.1.p
OG0010018	AT2G27020.1	Bevul.9G066900.1.p
OG0010019	AT4G02990.1, AT4G02990.2	Bevul.4G200600.1.p
OG0010020	AT3G58530.1	Bevul.3G177300.1.p
OG0010021	AT2G28480.1	Bevul.3G102600.1.p
OG0010022	AT3G05130.1, AT5G27330.1	Bevul.4G148900.1.p
OG0010023	AT3G26932.3, AT3G26932.1, AT3G26932.2, AT5G41070.1	Bevul.4G144000.1.p
OG0010024	AT5G05770.1, AT3G11260.1	Bevul.2G238700.1.p
OG0010025	AT3G63370.2, AT3G63370.1	Bevul.5G238600.1.p
OG0010026	AT5G48660.1, AT3G07190.1	Bevul.7G128900.1.p
OG0010027	AT4G24370.1	Bevul.9G037800.1.p
OG0010028	AT4G13000.1, AT3G25250.1	Bevul.7G136400.1.p, Bevul.3G207700.1.p
OG0010029	AT3G05250.3, AT3G05250.2, AT3G05250.1	Bevul.4G153800.1.p
OG0010030	AT2G37020.2, AT2G37020.3, AT2G37020.1	Bevul.7G056100.1.p
OG0010031	AT5G59500.2, AT5G59500.1	Bevul.7G202800.1.p
OG0010032	AT3G54220.1	Bevul.9G212100.1.p, Bevul.9G212100.2.p
