Orthogroup	A_thaliana.proteins	D_spatulata.proteins
OG0009113	AT4G16800.1	Ds_00001379-RA
OG0009114	AT5G62575.2, AT5G62575.1, AT3G47833.1	Ds_00016266-RA
OG0009115	AT3G17940.1	Ds_00000379-RA
OG0009116	AT2G33220.2, AT2G33220.1, AT1G04630.1	Ds_00002740-RA
OG0009117	AT3G16610.1	Ds_00013916-RA
OG0009118	AT3G28715.2, AT3G28715.1, AT3G28710.1	Ds_00003837-RA
OG0009119	AT3G27930.2, AT3G27930.1, AT3G27930.3	Ds_00017458-RA
OG0009120	AT1G68110.1, AT1G25240.2, AT1G25240.1	Ds_00009874-RA
OG0009121	AT5G47040.1	Ds_00008153-RA
OG0009122	AT5G15850.1, AT3G02380.1	Ds_00011074-RA
OG0009123	AT5G45320.1	Ds_00013102-RA
OG0009124	AT3G48030.2, AT3G48030.1	Ds_00004701-RA
OG0009125	AT5G61410.1, AT5G61410.2	Ds_00014106-RA
OG0009126	AT1G31870.2, AT1G31870.1	Ds_00005618-RA
OG0009127	AT5G18070.1	Ds_00008127-RA
OG0009128	AT5G15640.1, AT5G15640.2	Ds_00013492-RA
OG0009129	AT1G32460.1	Ds_00013136-RA
OG0009130	AT5G08250.2, AT5G08250.1, AT5G23190.1	Ds_00016069-RA
OG0009131	AT1G25570.1	Ds_00008399-RA
OG0009132	AT2G35480.1, AT2G35480.2, AT1G32260.1	Ds_00016591-RA
OG0009133	AT5G20380.1, AT5G20380.2	Ds_00011472-RA
OG0009134	AT5G17290.1	Ds_00006985-RA
OG0009135	AT3G26935.1	Ds_00001838-RA
OG0009136	AT2G04690.2, AT2G04690.5, AT2G04690.3, AT2G04690.1	Ds_00014151-RA
OG0009137	AT5G07840.1, AT5G61230.1	Ds_00013106-RA
OG0009138	AT1G24340.1	Ds_00017394-RA
OG0009139	AT3G02510.3, AT3G02510.1, AT5G16040.2, AT3G02510.2, AT5G16040.1	Ds_00009272-RA
OG0009140	AT3G02650.1	Ds_00016813-RA
OG0009141	AT1G53345.1	Ds_00008808-RA, Ds_00008811-RA
OG0009142	AT1G67080.2, AT1G67080.1	Ds_00009264-RA, Ds_00009262-RA
OG0009143	AT3G01850.3, AT3G01850.4, AT3G01850.2, AT3G01850.1, AT1G63290.1	Ds_00001902-RA
OG0009144	AT1G69400.1, AT1G69400.2	Ds_00008448-RA
OG0009145	AT3G42660.1	Ds_00010622-RA
OG0009146	AT1G32730.1	Ds_00008108-RA
OG0009147	AT5G62930.2, AT5G62930.3, AT5G62930.1	Ds_00003782-RA
OG0009148	AT2G01210.1, AT1G25320.1	Ds_00008562-RA
OG0009149	AT2G01330.1	Ds_00005899-RA
OG0009150	AT1G70230.1	Ds_00009008-RA
OG0009151	AT2G35320.1	Ds_00008107-RA
OG0009152	AT4G17550.1	Ds_00002802-RA
OG0009153	AT1G23360.1, AT1G23360.2, AT1G23360.3	Ds_00015442-RA
OG0009154	AT3G55160.2, AT3G55160.1, AT3G55160.3	Ds_00017508-RA
OG0009155	AT1G32090.1	Ds_00004870-RA, Ds_00013096-RA
OG0009157	AT5G56280.1, AT4G26430.1	Ds_00015228-RA
OG0009158	AT4G34910.1	Ds_00009384-RA
OG0009159	AT2G44760.1	Ds_00017274-RA
OG0009160	AT5G61540.1, AT5G61540.2, AT5G61540.3	Ds_00015635-RA
OG0009161	AT3G57180.1	Ds_00006492-RA
OG0009162	AT1G66730.1	Ds_00006733-RA
OG0009163	AT1G25420.3, AT1G25420.2, AT1G25420.4, AT1G25420.1	Ds_00008576-RA
OG0009164	AT3G01350.1, AT5G14940.1	Ds_00003288-RA
OG0009167	AT5G62600.1	Ds_00011427-RA
OG0009169	AT5G07810.1	Ds_00017143-RA, Ds_00017142-RA
OG0009170	AT1G77360.1, AT1G77360.2	Ds_00007015-RA
OG0009173	AT1G15140.3, AT1G15140.2, AT1G15140.1	Ds_00008551-RA
OG0009174	AT5G41040.1, AT5G41040.2	Ds_00001401-RA
OG0009175	AT3G17970.2, AT3G17970.1	Ds_00014134-RA
OG0009176	AT1G68400.1	Ds_00008565-RA
OG0009178	AT4G17830.2, AT4G17830.1	Ds_00004915-RA
OG0009179	AT3G01480.2, AT3G01480.1	Ds_00008948-RA
OG0009180	AT5G37530.2, AT5G37530.1	Ds_00007152-RA
OG0009181	AT1G31350.1, AT1G31350.2	Ds_00007400-RA
OG0009182	AT4G17070.1	Ds_00013273-RA
OG0009185	AT1G77850.2, AT1G77850.1	Ds_00005443-RA, Ds_00002919-RA
OG0009192	AT1G33475.1, AT1G33475.2, AT4G10170.1, AT4G10170.2	Ds_00003487-RA
OG0009195	AT1G04530.1	Ds_00002763-RA
OG0009198	AT5G10150.2, AT5G10150.4, AT5G10150.3, AT5G10150.1	Ds_00012827-RA
OG0009200	AT3G49060.3, AT3G49060.1, AT3G49060.2	Ds_00016405-RA
OG0009201	AT3G16890.1, AT3G16890.2	Ds_00003222-RA
OG0009202	AT5G18910.1	Ds_00007110-RA
OG0009203	AT4G33490.2, AT4G33490.1	Ds_00003976-RA
OG0009204	AT2G14910.1, AT2G14910.2	Ds_00008915-RA
OG0009205	ATCG00470.1	Ds_00011696-RA
OG0009207	AT4G22530.1, AT4G22530.2, AT5G10830.1, AT3G61210.1, AT1G55450.1, AT1G55450.2, AT3G54150.1, AT3G54150.2	Ds_00014431-RA
OG0009255	AT3G06150.1, AT5G19060.1	Ds_00007109-RA
OG0009256	AT1G08520.1	Ds_00013939-RA
OG0009257	AT4G02350.1, AT4G02350.2	Ds_00015541-RA
OG0009260	AT2G41680.1	Ds_00009593-RA, Ds_00010992-RA
OG0009261	AT5G19380.2, AT5G19380.1	Ds_00007573-RA
OG0009262	AT3G16910.1	Ds_00005070-RA
OG0009264	AT4G13070.1	Ds_00006026-RA
OG0009266	AT3G20970.2, AT3G20970.1, AT1G51390.1	Ds_00007983-RA, Ds_00006861-RA
OG0009267	AT4G03430.2, AT4G03430.3, AT4G03430.1	Ds_00018042-RA
OG0009268	AT2G37510.2, AT2G37510.1	Ds_00001639-RA
OG0009269	AT5G44370.1	Ds_00009573-RA
OG0009270	AT3G05040.2, AT3G05040.1	Ds_00006191-RA
OG0009271	AT3G24200.2, AT3G24200.1	Ds_00005551-RA
OG0009272	AT3G04020.4, AT3G04020.1, AT3G04020.2, AT3G04020.3	Ds_00010831-RA, Ds_00010830-RA
OG0009273	AT2G30200.1, AT2G30200.2	Ds_00010043-RA
OG0009275	AT3G42050.1	Ds_00016814-RA
OG0009276	AT2G30350.2, AT2G30350.1	Ds_00010025-RA
OG0009277	AT2G38110.1	Ds_00007367-RA, Ds_00011120-RA, Ds_00013146-RA
OG0009278	AT4G23540.1	Ds_00009588-RA
OG0009279	AT4G19440.2, AT4G19440.4, AT4G19440.3, AT4G19440.1	Ds_00004844-RA
OG0009280	AT5G27550.2, AT5G27550.1	Ds_00003649-RA
OG0009281	AT2G47250.1, AT3G62310.1	Ds_00012349-RA
OG0009284	AT4G13150.1, AT4G13150.2, AT4G13150.5, AT4G13150.4, AT4G13150.3	Ds_00017899-RA
OG0009285	AT2G34980.1	Ds_00004236-RA
OG0009286	AT3G51790.1	Ds_00013870-RA
OG0009287	AT1G16790.1	Ds_00000457-RA
OG0009288	AT3G03305.1	Ds_00006658-RA
OG0009289	AT2G01650.1, AT2G01650.3, AT2G01650.2	Ds_00013222-RA
OG0009290	AT5G48890.1, AT5G48890.2	Ds_00001010-RA
OG0009291	AT1G55460.1	Ds_00005897-RA, Ds_00009220-RA
OG0009292	AT5G28300.1	Ds_00006174-RA
OG0009293	AT2G35190.1	Ds_00013266-RA
OG0009296	AT5G22360.1	Ds_00015681-RA
OG0009298	AT3G13845.1, AT3G13845.2	Ds_00007628-RA
OG0009299	AT4G13590.1, AT4G13590.2	Ds_00013250-RA
OG0009300	AT1G64520.1	Ds_00004092-RA, Ds_00017647-RA
OG0009301	AT1G16350.1, AT1G79470.1	Ds_00013363-RA
OG0009302	AT3G14060.1, AT1G54120.1	Ds_00000477-RA
OG0009303	AT4G33030.1	Ds_00017782-RA
OG0009304	AT3G03960.1	Ds_00002728-RA
OG0009306	AT3G09470.2	Ds_00010360-RA, Ds_00015274-RA
OG0009308	AT3G49100.1, AT3G49100.2	Ds_00017284-RA
OG0009309	AT5G19300.1	Ds_00003135-RA
OG0009310	AT5G22870.1	Ds_00014841-RA
OG0009312	AT1G54150.2, AT1G54150.1	Ds_00000481-RA
OG0009313	AT5G02250.1	Ds_00010776-RA
OG0009315	AT4G26370.1	Ds_00000552-RA
OG0009316	AT5G01910.1, AT5G01910.2	Ds_00015986-RA
OG0009317	AT5G26731.1	Ds_00005407-RA
OG0009319	AT5G17810.2, AT5G17810.1, AT5G17810.3, AT3G03660.1, AT3G03660.4, AT3G03660.3, AT3G03660.2	Ds_00007352-RA
OG0009321	AT2G20420.1	Ds_00005412-RA
OG0009322	AT2G38420.1	Ds_00006848-RA
OG0009323	AT2G43180.2, AT2G43180.4, AT2G43180.1, AT2G43180.3	Ds_00014862-RA
OG0009324	AT5G14800.2, AT5G14800.1	Ds_00005784-RA
OG0009325	AT5G26800.1, AT3G05810.2, AT3G05810.1	Ds_00017949-RA
OG0009326	AT4G02800.1	Ds_00000928-RA
OG0009327	AT5G06610.1	Ds_00013895-RA
OG0009329	AT1G06210.2, AT1G06210.1	Ds_00007825-RA
OG0009331	AT3G07480.1	Ds_00007775-RA
OG0009332	AT5G05740.3, AT5G05740.2, AT5G05740.1	Ds_00006601-RA
OG0009333	AT2G03780.1, AT2G03780.3, AT2G03780.2	Ds_00009123-RA
OG0009334	AT5G19050.1	Ds_00007097-RA
OG0009335	AT3G62190.1, AT3G62190.2, AT3G62190.3, AT3G62190.4	Ds_00012361-RA
OG0009336	AT5G26610.3, AT5G26610.1, AT5G26610.2	Ds_00003948-RA
OG0009337	AT5G37630.1	Ds_00007013-RA
OG0009338	AT2G39670.2, AT2G39670.1	Ds_00013174-RA
OG0009339	AT2G13290.2, AT2G13290.1	Ds_00007241-RA
OG0009341	AT3G58190.1	Ds_00002095-RA
OG0009343	AT4G14050.2, AT4G14050.1	Ds_00012608-RA
OG0009344	AT5G35220.1	Ds_00007410-RA
OG0009345	AT2G41350.1, AT2G41350.2	Ds_00005782-RA
OG0009346	AT1G09450.1	Ds_00014443-RA
OG0009347	AT5G17250.1	Ds_00009326-RA
OG0009348	AT3G58830.3, AT3G58830.2, AT3G58830.1	Ds_00008650-RA
OG0009349	AT5G12860.1, AT5G12860.2	Ds_00014764-RA
OG0009351	AT3G17470.3, AT3G17470.1, AT3G17470.2	Ds_00005026-RA
OG0009352	AT3G05990.1	Ds_00004653-RA
OG0009354	AT3G25470.1	Ds_00001112-RA
OG0009355	AT4G12800.1, AT4G12800.2	Ds_00013740-RA
OG0009356	AT4G37510.1	Ds_00006751-RA
OG0009357	AT3G21420.1	Ds_00001865-RA
OG0009358	AT1G55040.1	Ds_00006319-RA
OG0009359	AT2G40980.1	Ds_00009359-RA
OG0009360	AT5G27740.1	Ds_00004507-RA
OG0009361	AT5G55590.2, AT5G55590.1	Ds_00014054-RA
OG0009362	AT4G04870.1	Ds_00015390-RA
OG0009363	AT5G56090.1	Ds_00005891-RA
OG0009364	AT3G55520.2, AT3G55520.3, AT3G55520.1	Ds_00007834-RA
OG0009365	AT2G42220.1	Ds_00007623-RA
OG0009366	AT5G48440.2, AT5G48440.3, AT5G48440.1	Ds_00007774-RA
OG0009367	AT1G57540.1, AT1G57540.3, AT1G57540.2	Ds_00003704-RA
OG0009368	AT5G66180.3, AT5G66180.1, AT5G66180.2	Ds_00001447-RA
OG0009369	AT4G02070.1, AT4G02070.2	Ds_00013619-RA
OG0009370	AT3G06040.2, AT3G06040.3, AT3G06040.1	Ds_00003779-RA
OG0009371	AT3G62370.1	Ds_00011816-RA
OG0009372	AT5G28750.1	Ds_00006152-RA
OG0009373	AT4G15110.1	Ds_00011889-RA
OG0009374	AT4G13650.1	Ds_00008341-RA
OG0009375	AT3G05980.1, AT5G19340.1	Ds_00004654-RA, Ds_00003138-RA
OG0009376	AT1G11890.1	Ds_00009340-RA
OG0009377	AT2G33630.1	Ds_00011632-RA
OG0009378	AT1G19690.1	Ds_00011291-RA
OG0009379	AT5G14320.2, AT5G14320.1	Ds_00013675-RA, Ds_00013677-RA
OG0009382	AT5G53490.4, AT5G53490.1, AT5G53490.2, AT5G53490.3	Ds_00005628-RA, Ds_00005627-RA
OG0009383	AT1G20816.1, AT1G76405.2, AT1G76405.1	Ds_00003037-RA
OG0009384	AT4G06676.2, AT4G06676.1	Ds_00001952-RA
OG0009385	AT4G35360.2, AT4G35360.1, AT4G35360.3, AT2G17320.2, AT2G17320.1, AT2G17340.1	Ds_00008202-RA
OG0009386	AT1G22510.1, AT1G72175.2, AT1G22510.2, AT1G72175.1	Ds_00002887-RA
OG0009388	AT5G66140.1, AT3G51260.2, AT3G51260.1	Ds_00000047-RA
OG0009389	AT2G28605.1	Ds_00003709-RA
OG0009390	AT5G39600.1	Ds_00007072-RA
OG0009391	AT2G13840.1	Ds_00000021-RA
OG0009393	AT1G21480.2, AT1G21480.1	Ds_00001492-RA
OG0009394	AT4G33945.1	Ds_00015314-RA
OG0009395	AT1G77470.1	Ds_00008676-RA
OG0009396	AT1G76570.1	Ds_00003052-RA
OG0009397	AT5G64050.1	Ds_00017033-RA
OG0009399	AT2G17020.3, AT2G17020.2, AT2G17020.1	Ds_00008856-RA
OG0009400	AT4G37470.1	Ds_00006756-RA
OG0009401	AT3G51040.2, AT3G51040.1, AT3G51040.3	Ds_00001475-RA
OG0009402	AT1G20370.1, AT1G76120.2, AT1G76120.1	Ds_00015844-RA
OG0009404	AT1G49850.1	Ds_00013535-RA
OG0009405	AT1G68010.1, AT1G68010.2, AT1G68010.3	Ds_00000056-RA
OG0009406	AT4G34980.1	Ds_00000046-RA
OG0009407	AT5G66190.1	Ds_00014469-RA
OG0009408	AT4G37830.2, AT4G37830.3, AT4G37830.1	Ds_00013387-RA
OG0009409	AT3G51390.1, AT3G51390.2	Ds_00005422-RA
OG0009411	AT1G42550.1	Ds_00011967-RA
OG0009412	AT5G57190.2, AT5G57190.1, AT4G25970.1	Ds_00006982-RA
OG0009413	AT5G09650.1	Ds_00012181-RA
OG0009415	AT5G04200.1	Ds_00009356-RA
OG0009416	AT1G43860.1, AT1G43860.2	Ds_00004731-RA
OG0009417	AT2G21280.2, AT2G21280.1	Ds_00011267-RA
OG0009418	AT3G18890.1	Ds_00016502-RA
OG0009419	AT5G67610.2, AT5G67610.1	Ds_00006741-RA
OG0009420	AT1G57770.1	Ds_00001969-RA
OG0009421	AT1G34000.1	Ds_00001522-RA
OG0009422	AT1G33780.1	Ds_00001529-RA
OG0009423	AT4G33925.2, AT4G33925.1	Ds_00013534-RA
OG0009424	AT4G11120.1	Ds_00010012-RA
OG0009425	AT1G49880.1, AT1G49880.2	Ds_00014361-RA
OG0009426	AT3G19230.1	Ds_00002332-RA
OG0009427	AT5G27280.1	Ds_00000073-RA
OG0009428	AT1G19430.2, AT1G19430.3, AT1G19430.1	Ds_00007867-RA
OG0009429	AT2G22120.2, AT2G22120.1	Ds_00007049-RA
OG0009430	AT3G47840.1	Ds_00008806-RA
OG0009432	AT1G71190.1, AT1G71190.2	Ds_00001950-RA
OG0009433	AT5G65720.1, AT5G65720.3	Ds_00017179-RA
OG0009434	AT5G16300.2, AT5G16300.1, AT5G16300.4, AT5G16300.3	Ds_00016805-RA
OG0009435	AT4G35750.1	Ds_00005420-RA
OG0009436	AT1G73820.1, AT1G73820.2	Ds_00000143-RA
OG0009437	AT4G12640.1, AT4G12640.4, AT4G12640.3, AT4G12640.2	Ds_00010014-RA
OG0009438	AT3G10530.1	Ds_00015849-RA
OG0009439	AT4G38160.4, AT4G38160.1, AT4G38160.2, AT4G38160.3	Ds_00013358-RA
OG0009440	AT3G19090.1, AT3G19090.2	Ds_00015316-RA
OG0009441	AT4G08320.2, AT4G08320.1	Ds_00011950-RA
OG0009442	AT4G36990.1	Ds_00009463-RA
OG0009443	AT2G17300.1, AT4G35320.1	Ds_00017025-RA
OG0009446	AT1G78310.1	Ds_00001595-RA
OG0009447	AT4G38090.3, AT4G38090.2, AT4G38090.1	Ds_00003615-RA
OG0009448	AT5G42750.1	Ds_00000280-RA
OG0009449	AT4G37090.1, AT4G37090.2	Ds_00005394-RA
OG0009450	AT1G58060.1, AT1G58050.1	Ds_00001963-RA
OG0009451	AT5G42970.1	Ds_00009791-RA
OG0009452	AT2G16050.1	Ds_00015320-RA, Ds_00004352-RA
OG0009454	AT5G63870.1, AT5G63870.2, AT5G63870.3	Ds_00001423-RA
OG0009455	AT5G64550.1, AT5G09670.1, AT5G09670.2	Ds_00007915-RA
OG0009456	AT5G24690.1	Ds_00001937-RA
OG0009457	AT2G13600.1	Ds_00001797-RA
OG0009458	AT2G33735.1, AT2G33735.2	Ds_00001611-RA
OG0009459	AT3G55760.2, AT3G55760.3, AT3G55760.1	Ds_00014686-RA
OG0009460	AT1G67960.1	Ds_00012702-RA
OG0009461	AT5G25900.1	Ds_00007894-RA, Ds_00007895-RA
OG0009462	AT1G45110.1	Ds_00011293-RA
OG0009463	AT3G11830.1, AT3G11830.2	Ds_00005338-RA
OG0009465	AT4G26160.1, AT4G29670.1, AT4G29670.2	Ds_00014404-RA
OG0009466	AT4G37650.1	Ds_00009398-RA
OG0009467	AT2G17350.1	Ds_00017027-RA
OG0009468	AT1G11190.1	Ds_00015230-RA
OG0009469	AT2G04340.1	Ds_00010645-RA
OG0009470	AT2G40815.1, AT2G40815.2	Ds_00002102-RA
OG0009471	AT3G10840.2, AT3G10840.3, AT3G10840.1, AT3G10840.4	Ds_00014246-RA
OG0009473	AT1G29390.2, AT1G29395.1, AT1G29390.1	Ds_00004389-RA
OG0009475	AT3G62940.3, AT3G62940.4, AT3G62940.2, AT3G62940.1, AT3G62940.5	Ds_00000914-RA
OG0009476	AT3G14067.1	Ds_00000474-RA
OG0009477	AT1G28380.1	Ds_00012908-RA
OG0009478	AT1G11545.1	Ds_00013991-RA
OG0009479	AT4G05430.2, AT4G05430.3, AT4G05430.1	Ds_00004292-RA
OG0009481	AT5G55840.2, AT5G55840.1, AT5G55840.3	Ds_00014075-RA
OG0009482	AT3G08000.1	Ds_00012244-RA
OG0009485	AT2G45320.1	Ds_00016290-RA
OG0009486	AT3G13677.1, AT3G13677.2, AT3G13677.3	Ds_00002191-RA
OG0009487	AT2G34670.2, AT2G34670.1	Ds_00004289-RA
OG0009488	AT3G13640.1, AT4G19210.1	Ds_00010472-RA
OG0009489	AT3G22160.1, AT4G15120.1	Ds_00005413-RA
OG0009490	AT3G15180.2, AT3G15180.1	Ds_00007562-RA, Ds_00007563-RA
OG0009492	AT4G18780.1	Ds_00011488-RA
OG0009493	AT1G78770.1	Ds_00017532-RA
OG0009495	AT4G35490.2, AT4G35490.1	Ds_00001428-RA
OG0009496	AT5G35670.1	Ds_00009544-RA
OG0009497	AT4G05440.1, AT4G05440.2	Ds_00000687-RA
OG0009498	AT5G47520.1	Ds_00017893-RA
OG0009499	AT5G11330.1, AT5G11330.2	Ds_00017129-RA
OG0009501	AT5G10810.1	Ds_00003304-RA
OG0009502	AT3G14180.1	Ds_00002334-RA, Ds_00017894-RA
OG0009503	AT4G22760.1	Ds_00001337-RA
OG0009505	AT1G15730.1, AT1G80480.1	Ds_00000664-RA
OG0009506	AT2G45520.1	Ds_00016472-RA
OG0009507	AT4G26240.1	Ds_00000211-RA
OG0009508	AT4G30440.1	Ds_00016447-RA
OG0009509	AT1G45332.1, AT2G45030.1	Ds_00012773-RA
OG0009510	AT4G32910.1	Ds_00014601-RA, Ds_00014600-RA
OG0009511	AT5G23760.1, AT5G23760.2	Ds_00012987-RA
OG0009513	AT5G05510.1	Ds_00016742-RA, Ds_00006623-RA, Ds_00016741-RA
OG0009514	AT4G17540.1	Ds_00001381-RA
OG0009515	AT5G20350.1	Ds_00007220-RA, Ds_00009651-RA
OG0009516	AT5G19690.1, AT5G19690.2	Ds_00000236-RA
OG0009517	AT1G63780.1	Ds_00001537-RA
OG0009518	AT4G00400.1, AT1G01610.1	Ds_00004585-RA
OG0009520	AT4G29890.1	Ds_00007924-RA
OG0009521	AT4G28950.1	Ds_00013047-RA
OG0009522	AT2G28910.2, AT2G28910.3, AT2G28910.1	Ds_00007494-RA
OG0009523	AT2G45270.1	Ds_00016852-RA
OG0009524	AT3G42630.1	Ds_00015163-RA
OG0009525	AT4G29750.2, AT4G29750.1	Ds_00016001-RA
OG0009527	AT1G80750.1	Ds_00002186-RA
OG0009529	AT1G12530.1	Ds_00002121-RA
OG0009530	AT4G30010.1	Ds_00000441-RA, Ds_00002280-RA
OG0009531	AT2G24860.1	Ds_00013640-RA, Ds_00013638-RA
OG0009532	AT5G24490.1	Ds_00005600-RA
OG0009533	AT1G79915.2, AT1G79915.1	Ds_00000720-RA
OG0009534	AT1G16180.2, AT1G16180.1	Ds_00000429-RA
OG0009536	AT2G18860.3, AT2G18860.2, AT2G18860.1, AT4G30240.1	Ds_00007963-RA
OG0009537	AT1G52640.1	Ds_00012010-RA
OG0009538	AT4G31850.1	Ds_00014972-RA, Ds_00010460-RA
OG0009539	AT3G26360.2, AT3G26360.1	Ds_00010714-RA
OG0009540	AT3G15820.1, AT3G15830.1	Ds_00000665-RA
OG0009541	AT4G00585.1	Ds_00004602-RA
OG0009543	AT1G79800.1	Ds_00016055-RA
OG0009544	AT2G24130.1, AT2G24130.2	Ds_00009861-RA
OG0009546	AT5G47500.1	Ds_00014626-RA
OG0009547	AT5G62270.1, AT5G62270.2	Ds_00015207-RA
OG0009548	AT4G01050.1, AT4G01050.2	Ds_00012506-RA
OG0009549	AT5G52520.1	Ds_00016341-RA
OG0009550	AT4G01200.1	Ds_00002809-RA
OG0009552	AT1G73020.3, AT1G73020.1, AT1G73020.2	Ds_00016924-RA
OG0009554	AT5G50550.1, AT5G50650.1, AT2G01470.1	Ds_00005911-RA
OG0009555	AT1G16070.1, AT1G16070.2, AT1G16070.3	Ds_00000463-RA
OG0009556	AT4G31300.3, AT4G31300.2, AT4G31300.1	Ds_00003409-RA
OG0009559	AT2G19540.1	Ds_00017288-RA
OG0009560	AT2G10950.3, AT2G10950.1, AT2G10950.2	Ds_00015370-RA
OG0009561	AT4G25570.1	Ds_00012054-RA, Ds_00012053-RA, Ds_00009951-RA
OG0009562	AT5G13610.1	Ds_00017095-RA
OG0009563	AT5G10910.1	Ds_00003391-RA
OG0009565	AT2G39930.3, AT2G39930.2, AT2G39930.1	Ds_00007945-RA
OG0009566	AT5G62190.1	Ds_00012012-RA
OG0009569	AT2G19670.1, AT4G29510.1	Ds_00007638-RA
OG0009570	AT2G31305.1	Ds_00012543-RA
OG0009571	AT3G06530.4, AT3G06530.3, AT3G06530.2, AT3G06530.1, AT3G06530.5	Ds_00010405-RA
OG0009572	AT1G64355.1, AT1G64355.2, AT1G64355.3	Ds_00011904-RA
OG0009573	AT2G31290.1, AT2G31290.2	Ds_00001500-RA
OG0009574	AT2G26440.1	Ds_00013304-RA
OG0009575	AT5G11640.1, AT5G11640.2	Ds_00016822-RA
OG0009576	AT2G19430.1	Ds_00016011-RA
OG0009577	AT5G55960.1	Ds_00004945-RA
OG0009579	AT5G12040.1	Ds_00003438-RA
OG0009580	AT4G31040.1	Ds_00003369-RA
OG0009581	AT1G12770.2, AT1G12770.1	Ds_00001316-RA
OG0009582	AT4G22580.1	Ds_00009047-RA
OG0009583	AT1G80620.1, AT1G15810.1	Ds_00000648-RA
OG0009585	AT5G51700.2, AT5G51700.1	Ds_00012011-RA
OG0009586	AT1G62750.1	Ds_00001350-RA
OG0009587	AT3G49990.1	Ds_00011300-RA
OG0009588	AT5G20070.1	Ds_00015714-RA
OG0009589	AT2G23120.1, AT2G23110.2, AT2G23110.1, AT2G33690.1	Ds_00005367-RA
OG0009590	AT5G58640.1, AT5G58640.2, AT3G47300.1	Ds_00000197-RA
OG0009594	AT3G52940.1	Ds_00017160-RA
OG0009595	AT3G58470.1	Ds_00014893-RA
OG0009597	AT2G07690.2, AT2G07690.1	Ds_00011457-RA
OG0009598	AT2G38710.2, AT2G38710.3, AT2G38710.4, AT2G38710.1	Ds_00006061-RA
OG0009599	AT3G46870.2, AT3G46870.1	Ds_00001165-RA, Ds_00001164-RA
OG0009602	AT2G42820.1	Ds_00005228-RA, Ds_00004127-RA
OG0009604	AT5G56050.1, AT4G26490.1	Ds_00001682-RA
OG0009608	AT1G30460.2, AT1G30460.1	Ds_00004282-RA
OG0009609	AT5G06240.1	Ds_00007333-RA
OG0009611	AT3G15000.1	Ds_00001811-RA, Ds_00010121-RA
OG0009612	AT1G74240.2, AT1G74240.1	Ds_00013065-RA
OG0009613	AT2G28105.2, AT2G28105.1	Ds_00012989-RA
OG0009615	AT5G64150.1	Ds_00006214-RA
OG0009616	AT3G56910.1	Ds_00012643-RA
OG0009617	AT3G08800.3, AT3G08800.2, AT3G08800.1	Ds_00011832-RA
OG0009618	AT3G22290.1, AT3G22290.2	Ds_00005149-RA
OG0009621	AT2G40460.1	Ds_00008688-RA, Ds_00013857-RA
OG0009622	AT1G80600.1	Ds_00003468-RA, Ds_00008621-RA
OG0009623	AT5G57080.1, AT4G26055.1	Ds_00008513-RA
OG0009624	AT5G59980.1, AT5G59980.3, AT5G59980.2, AT5G59980.4	Ds_00007515-RA
OG0009625	AT4G21800.1, AT4G21800.2	Ds_00007003-RA
OG0009627	AT4G35630.1, AT2G17630.1	Ds_00005429-RA
OG0009628	AT2G34690.1	Ds_00004283-RA
OG0009630	AT1G10180.1	Ds_00000936-RA
OG0009631	AT2G40550.1	Ds_00013149-RA
OG0009632	AT3G44680.1	Ds_00008349-RA
OG0009633	AT5G12410.1	Ds_00014559-RA
OG0009634	AT5G52980.1, AT5G52980.2	Ds_00013519-RA
OG0009635	AT3G17930.1	Ds_00000376-RA
OG0009636	AT2G16630.1	Ds_00013020-RA
OG0009637	AT1G78590.2, AT1G78590.1	Ds_00006871-RA, Ds_00001830-RA
OG0009638	AT1G03520.2, AT1G03520.1, AT4G03340.1, AT4G03340.2	Ds_00017135-RA
OG0009639	AT3G59030.2, AT3G59030.1	Ds_00005868-RA, Ds_00009986-RA
OG0009640	AT5G46280.4, AT5G46280.2, AT5G46280.3, AT5G46280.1	Ds_00012749-RA
OG0009641	AT2G43945.1, AT3G59870.1	Ds_00009313-RA
OG0009642	AT2G20875.1	Ds_00016330-RA
OG0009643	AT2G30105.1	Ds_00006124-RA
OG0009645	AT5G65840.1	Ds_00009388-RA, Ds_00017752-RA
OG0009647	AT5G19500.1	Ds_00016797-RA
OG0009648	AT5G13480.1, AT5G13480.3, AT5G13480.4, AT5G13480.2	Ds_00012985-RA
OG0009649	AT4G35540.1	Ds_00017903-RA, Ds_00011501-RA, Ds_00005504-RA
OG0009650	AT2G27810.1, AT2G27810.4	Ds_00008343-RA
OG0009651	AT2G36835.1	Ds_00002032-RA, Ds_00013697-RA
OG0009652	AT2G40600.1	Ds_00012469-RA
OG0009653	AT1G07970.1	Ds_00005223-RA
OG0009654	AT5G24760.3, AT5G24760.2, AT5G24760.4, AT5G24760.1	Ds_00000396-RA
OG0009656	AT4G26310.1, AT4G26310.2	Ds_00005511-RA
OG0009657	AT3G56040.1	Ds_00008693-RA
OG0009658	AT3G10420.2, AT3G10420.1	Ds_00006019-RA
OG0009659	AT2G04740.1, AT2G04740.3, AT2G04740.2, AT2G04740.4	Ds_00009547-RA
OG0009660	AT5G02140.2, AT5G02140.1	Ds_00010782-RA
OG0009661	AT5G44450.1, AT5G44450.2	Ds_00004253-RA
OG0009663	AT5G03170.1	Ds_00008778-RA
OG0009664	AT1G08315.1	Ds_00013452-RA
