Orthogroup	A_coerulea.proteins	A_hypochondriacus.proteins	A_thaliana.proteins	A_vesiculosa.proteins	B_vulgaris.proteins	D_muscipula.proteins	D_spatulata.proteins	G_max.proteins	L_sativa.proteins	P_amilis.proteins	S_lycopersicum.proteins	V_vinifera.proteins
OG0066535												VIT_217s0000g03000.1
OG0066536												VIT_217s0000g09880.1
OG0066537												VIT_217s0000g05960.1
OG0066538												VIT_217s0000g08700.1
OG0066539												VIT_217s0000g02490.1
OG0066540												VIT_217s0000g05290.1
OG0066541												VIT_217s0000g09600.1
OG0066542												VIT_217s0000g03900.1
OG0066543												VIT_217s0000g10445.1
OG0066544												VIT_217s0000g09530.1
OG0066545												VIT_217s0053g00695.1
OG0066546												VIT_217s0000g02150.1
OG0066547												VIT_217s0053g00910.1
OG0066548												VIT_217s0000g06850.1
OG0066549												VIT_217s0000g03930.1
OG0066550												VIT_217s0000g09180.1
OG0066551												VIT_217s0000g05040.1
OG0066552												VIT_217s0000g00410.1
OG0066553												VIT_217s0000g01760.1
OG0066554												VIT_217s0000g04170.6
OG0066555												VIT_217s0053g00040.3
OG0066556												VIT_217s0053g00800.1
OG0066557												VIT_217s0000g02380.1
OG0066558												VIT_217s0000g02620.1
OG0066559												VIT_217s0000g09360.1
OG0066560												VIT_217s0000g05610.1
OG0066561												VIT_217s0000g05060.1
OG0066562												VIT_217s0119g00060.1
OG0066563												VIT_217s0000g09626.1
OG0066564												VIT_217s0000g05050.1
OG0066565												VIT_217s0000g03770.1
OG0066566												VIT_217s0000g08430.1
OG0066567												VIT_217s0000g01290.3
OG0066568												VIT_217s0053g00030.1
OG0066569												VIT_217s0000g09800.1
OG0066570												VIT_217s0053g00635.1
OG0066571												VIT_217s0000g09260.1
OG0066572												VIT_217s0000g05580.1
OG0066573												VIT_217s0000g04400.1
OG0066574												VIT_217s0000g04110.1
OG0066575												VIT_217s0000g02850.1
OG0066576												VIT_217s0000g02480.1
OG0066577												VIT_217s0000g02330.1
OG0066578												VIT_217s0053g00940.1
OG0066579												VIT_217s0000g07460.1
OG0066580												VIT_217s0000g03720.1
OG0066581												VIT_217s0000g00720.1
OG0066582												VIT_217s0000g01815.1
OG0066583												VIT_217s0000g04396.1
OG0066584												VIT_217s0000g09240.1
OG0066585												VIT_217s0053g00120.2
OG0066586												VIT_217s0000g05270.1
OG0066587												VIT_217s0000g07660.1
OG0066588												VIT_217s0000g04040.1
OG0066589												VIT_217s0000g03160.1
OG0066590												VIT_217s0000g00680.1
OG0066591												VIT_217s0000g05220.1
OG0066592												VIT_217s0000g08250.1
OG0066593												VIT_217s0000g05100.1
OG0066594												VIT_217s0053g00060.1
OG0066595												VIT_217s0053g00995.1
OG0066596												VIT_217s0000g10420.1
OG0066597												VIT_217s0000g10040.1
OG0066598												VIT_217s0000g02810.1
OG0066599												VIT_217s0000g04220.1
OG0066600												VIT_217s0000g08800.1
OG0066601												VIT_217s0000g05930.1
OG0066602												VIT_217s0000g04530.1
OG0066603												VIT_217s0053g00690.1
OG0066604												VIT_217s0000g01530.4
OG0066605												VIT_217s0000g01570.1
OG0066606												VIT_217s0000g09250.1
OG0066607												VIT_217s0053g00310.1
OG0066608												VIT_217s0053g01000.1
OG0066609												VIT_217s0000g10435.1
OG0066610												VIT_217s0000g01220.1
OG0066611												VIT_217s0000g02360.1
OG0066612												VIT_217s0000g08210.2
OG0066613												VIT_217s0000g01310.1
OG0066614												VIT_216s0013g00110.1
OG0066615												VIT_216s0022g01880.1
OG0066616												VIT_216s0022g00520.1
OG0066617												VIT_216s0022g02480.1
OG0066618												VIT_216s0098g01210.1
OG0066619												VIT_216s0100g01100.1
OG0066620												VIT_216s0100g00300.2
OG0066621												VIT_216s0100g00800.1
OG0066622												VIT_216s0013g01300.1
OG0066623												VIT_216s0100g00210.1
OG0066624												VIT_216s0050g00320.1
OG0066625												VIT_216s0098g00910.1
OG0066626												VIT_216s0013g01580.1
OG0066627												VIT_216s0039g00520.4
OG0066628												VIT_216s0013g01590.1
OG0066629												VIT_216s0039g01080.1
OG0066630												VIT_216s0050g01410.1
OG0066631												VIT_216s0050g02140.1
OG0066632												VIT_216s0022g00950.1
OG0066633												VIT_216s0050g00350.1
OG0066634												VIT_216s0013g00470.1
OG0066635												VIT_216s0050g00730.1
OG0066636												VIT_216s0039g01230.1
OG0066637												VIT_216s0100g00220.1
OG0066638												VIT_216s0013g01790.1
OG0066639												VIT_216s0013g01180.1
OG0066640												VIT_216s0013g01640.1
OG0066641												VIT_216s0039g00830.1
OG0066642												VIT_216s0115g00435.1
OG0066643												VIT_216s0050g01160.2
OG0066644												VIT_216s0013g00774.1
OG0066645												VIT_216s0050g00920.1
OG0066646												VIT_216s0013g01290.1
OG0066647												VIT_216s0013g00600.1
OG0066648												VIT_216s0115g00410.1
OG0066649												VIT_216s0148g00340.1
OG0066650												VIT_216s0022g00740.1
OG0066651												VIT_216s0039g02310.1
OG0066652												VIT_216s0022g01070.1
OG0066653												VIT_216s0098g01360.1
OG0066654												VIT_216s0022g01080.1
OG0066655												VIT_216s0050g00740.1
OG0066656												VIT_216s0039g02060.1
OG0066657												VIT_216s0115g00090.1
OG0066658												VIT_216s0022g01410.1
OG0066659												VIT_216s0022g01480.1
OG0066660												VIT_216s0013g00640.1
OG0066661												VIT_216s0022g00200.1
OG0066662												VIT_216s0098g00500.1
OG0066663												VIT_216s0039g02340.1
OG0066664												VIT_216s0039g02750.2
OG0066665												VIT_216s0039g01620.1
OG0066666												VIT_216s0013g00710.1
OG0066667												VIT_216s0022g00350.1
OG0066668												VIT_216s0013g01980.1
OG0066669												VIT_216s0100g00870.1
OG0066670												VIT_216s0100g00760.1
OG0066671												VIT_216s0050g02080.1
OG0066672												VIT_216s0013g01900.1
OG0066673												VIT_216s0013g00080.1
OG0066674												VIT_216s0100g01220.1
OG0066675												VIT_216s0013g01256.1
OG0066676												VIT_216s0013g00920.1
OG0066677												VIT_216s0039g02090.1
OG0066678												VIT_216s0050g01170.1
OG0066679												VIT_216s0022g01370.1
OG0066680												VIT_216s0098g00260.1
OG0066681												VIT_216s0148g00210.1
OG0066682												VIT_216s0100g00970.1
OG0066683												VIT_216s0013g00660.1
OG0066684												VIT_216s0115g00060.1
OG0066685												VIT_216s0013g02070.1
OG0066686												VIT_216s0100g00080.1
OG0066687												VIT_216s0098g00650.1
OG0066688												VIT_216s0013g01870.1
OG0066689												VIT_216s0100g00290.3
OG0066690												VIT_216s0100g00290.2
OG0066691												VIT_216s0013g00400.1
OG0066692												VIT_216s0115g00030.1
OG0066693												VIT_216s0022g01450.1
OG0066694												VIT_216s0050g01820.1
OG0066695												VIT_216s0039g01960.1
OG0066696												VIT_216s0039g01760.1
OG0066697												VIT_216s0098g01800.1
OG0066698												VIT_216s0013g00005.1
OG0066699												VIT_216s0050g01570.7
OG0066700												VIT_216s0039g02770.1
OG0066701												VIT_216s0013g01280.1
OG0066702												VIT_216s0039g01590.3
OG0066703												VIT_216s0013g00680.1
OG0066704												VIT_216s0050g02810.1
OG0066705												VIT_216s0039g01930.1
OG0066706												VIT_216s0039g01500.1
OG0066707												VIT_216s0115g00160.1
OG0066708												VIT_216s0013g00460.1
OG0066709												VIT_216s0022g01610.1
OG0066710												VIT_216s0100g01240.1
OG0066711												VIT_216s0050g00440.1
OG0066712												VIT_216s0022g00360.1
OG0066713												VIT_216s0039g02700.1
OG0066714												VIT_216s0013g00910.1
OG0066715												VIT_216s0013g01600.1
OG0066716												VIT_216s0098g01250.2
OG0066717												VIT_216s0013g00570.1
OG0066718												VIT_216s0013g01400.1
OG0066719												VIT_216s0098g00450.1
OG0066720												VIT_216s0022g00300.1
OG0066721												VIT_216s0013g02165.1
OG0066722												VIT_216s0022g00230.1
OG0066723												VIT_216s0039g02420.1
OG0066724												VIT_216s0022g00090.1
OG0066725												VIT_216s0100g01130.1
OG0066726												VIT_216s0050g00540.1
OG0066727												VIT_216s0039g00190.1
OG0066728												VIT_216s0039g00550.1
OG0066729												VIT_216s0050g02300.1
OG0066730												VIT_216s0022g00720.1
OG0066731												VIT_216s0050g01790.1
OG0066732												VIT_216s0098g01090.1
OG0066733												VIT_216s0013g00800.1
OG0066734												VIT_216s0013g00170.1
OG0066735												VIT_216s0050g01560.1
OG0066736												VIT_216s0022g00190.1
OG0066737												VIT_216s0050g02280.2
OG0066738												VIT_216s0039g02030.1
OG0066739												VIT_216s0039g01160.1
OG0066740												VIT_216s0013g01860.1
OG0066741												VIT_216s0013g00550.1
OG0066742												VIT_216s0100g01080.1
OG0066743												VIT_216s0039g01790.1
OG0066744												VIT_216s0022g00070.1
OG0066745												VIT_216s0022g02130.1
OG0066746												VIT_216s0022g01290.1
OG0066747												VIT_216s0100g00810.1
OG0066748												VIT_216s0039g00560.1
OG0066749												VIT_216s0022g00820.1
OG0066750												VIT_216s0098g01550.1
OG0066751												VIT_216s0098g01120.1
OG0066752												VIT_216s0013g00530.1
OG0066753												VIT_216s0022g00460.1
OG0066754												VIT_216s0039g02810.1
OG0066755												VIT_216s0039g00040.1
OG0066756												VIT_216s0013g01850.1
OG0066757												VIT_216s0013g01650.1
OG0066758												VIT_216s0115g00376.1
OG0066759												VIT_216s0050g01110.1
OG0066760												VIT_216s0039g02280.1
OG0066761												VIT_216s0022g00210.1
OG0066762												VIT_216s0013g01560.1
OG0066763												VIT_216s0039g01350.1
OG0066764												VIT_216s0039g02790.1
OG0066765												VIT_216s0022g01730.1
OG0066766												VIT_216s0013g00850.1
OG0066767												VIT_216s0022g00400.1
OG0066768												VIT_216s0013g02150.1
OG0066769												VIT_216s0022g00910.1
OG0066770												VIT_216s0050g01800.1
OG0066771												VIT_216s0050g01120.1
OG0066772												VIT_216s0022g00570.1
OG0066773												VIT_216s0022g00050.1
OG0066774												VIT_216s0050g01210.1
OG0066775												VIT_216s0100g00240.1
OG0066776												VIT_216s0050g02680.1
OG0066777												VIT_216s0013g02060.1
OG0066778												VIT_216s0100g00860.1
OG0066779												VIT_216s0013g00830.1
OG0066780												VIT_216s0013g01740.1
OG0066781												VIT_216s0100g00150.1
OG0066782												VIT_216s0013g00762.1
OG0066783												VIT_216s0115g00020.1
OG0066784												VIT_216s0039g02870.1
OG0066785												VIT_216s0022g01900.1
OG0066786												VIT_216s0013g02020.3
OG0066787												VIT_216s0022g00680.3
OG0066788												VIT_216s0022g00680.2
OG0066789												VIT_216s0022g00680.4
OG0066790												VIT_216s0022g00120.1
OG0066791												VIT_216s0148g00200.1
OG0066792												VIT_216s0022g01030.1
OG0066793												VIT_216s0039g01750.1
OG0066794												VIT_216s0050g02050.1
OG0066795												VIT_216s0115g00040.1
OG0066796												VIT_216s0013g00230.1
OG0066797												VIT_216s0050g02200.1
OG0066798												VIT_216s0022g01990.1
OG0066799												VIT_216s0050g00030.2
OG0066800												VIT_216s0050g00030.3
OG0066801												VIT_216s0115g00500.1
OG0066802												VIT_216s0050g01540.1
OG0066803												VIT_216s0013g02170.1
OG0066804												VIT_216s0013g02160.1
OG0066805												VIT_216s0022g01130.1
OG0066806												VIT_216s0022g01350.1
OG0066807												VIT_216s0022g00180.1
OG0066808												VIT_216s0022g01910.1
OG0066809												VIT_216s0022g00140.1
OG0066810												VIT_216s0013g01480.1
OG0066811												VIT_216s0022g00130.1
OG0066812												VIT_216s0013g01460.1
OG0066813												VIT_216s0013g01010.1
OG0066814												VIT_216s0050g01230.1
OG0066815												VIT_216s0022g02540.1
OG0066816												VIT_216s0050g02090.1
OG0066817												VIT_216s0013g00320.1
OG0066818												VIT_216s0022g00650.1
OG0066819												VIT_216s0013g01330.1
OG0066820												VIT_216s0013g00510.1
OG0066821												VIT_216s0013g01130.1
OG0066822												VIT_216s0039g02380.1
OG0066823												VIT_216s0100g00260.1
OG0066824												VIT_216s0039g02510.4
OG0066825												VIT_216s0039g02510.2
OG0066826												VIT_216s0039g02510.1
OG0066827												VIT_216s0039g02510.3
OG0066828												VIT_216s0039g02140.1
OG0066829												VIT_216s0022g00990.1
OG0066830												VIT_216s0039g01530.1
OG0066831												VIT_216s0039g02360.1
OG0066832												VIT_216s0013g00540.1
OG0066833												VIT_216s0022g00610.1
OG0066834												VIT_216s0039g02740.3
OG0066835												VIT_216s0039g02740.2
OG0066836												VIT_203s0038g01060.1
OG0066837												VIT_203s0017g01880.1
OG0066838												VIT_203s0132g00400.1
OG0066839												VIT_203s0088g00730.1
OG0066840												VIT_203s0038g00300.2
OG0066841												VIT_203s0063g00380.3
OG0066842												VIT_203s0017g01540.1
OG0066843												VIT_203s0017g00390.1
OG0066844												VIT_203s0063g01460.1
OG0066845												VIT_203s0097g00192.1
OG0066846												VIT_203s0091g01150.1
OG0066847												VIT_203s0097g00450.1
OG0066848												VIT_203s0017g01230.1
OG0066849												VIT_203s0091g01280.1
OG0066850												VIT_203s0038g00570.1
OG0066851												VIT_203s0097g00230.1
OG0066852												VIT_203s0038g00851.1
OG0066853												VIT_203s0097g00610.1
OG0066854												VIT_203s0110g00220.1
OG0066855												VIT_203s0038g04230.1
OG0066856												VIT_203s0091g01160.1
OG0066857												VIT_203s0063g00470.1
OG0066858												VIT_203s0088g00880.1
OG0066859												VIT_203s0091g00005.1
OG0066860												VIT_203s0088g00970.1
OG0066861												VIT_203s0063g00660.1
OG0066862												VIT_203s0038g03310.1
OG0066863												VIT_203s0038g02070.4
OG0066864												VIT_203s0088g00900.1
OG0066865												VIT_203s0017g01700.2
OG0066866												VIT_203s0097g00370.1
OG0066867												VIT_203s0132g00260.1
OG0066868												VIT_203s0088g01080.1
OG0066869												VIT_203s0038g02350.1
OG0066870												VIT_203s0017g00480.1
OG0066871												VIT_203s0017g00520.1
OG0066872												VIT_203s0180g00060.1
OG0066873												VIT_203s0017g01375.1
OG0066874												VIT_203s0038g01310.1
OG0066875												VIT_203s0063g00320.1
OG0066876												VIT_203s0017g00630.1
OG0066877												VIT_203s0038g00290.3
OG0066878												VIT_203s0038g03330.1
OG0066879												VIT_203s0110g00090.1
OG0066880												VIT_203s0063g00590.1
OG0066881												VIT_203s0088g00540.1
OG0066882												VIT_203s0088g00560.1
OG0066883												VIT_203s0097g00410.1
OG0066884												VIT_203s0088g00680.1
OG0066885												VIT_203s0017g00290.1
OG0066886												VIT_203s0091g00990.1
OG0066887												VIT_203s0017g01530.1
OG0066888												VIT_203s0017g00010.1
OG0066889												VIT_203s0038g03460.1
OG0066890												VIT_203s0038g03250.2
OG0066891												VIT_203s0038g03250.3
OG0066892												VIT_203s0063g02140.1
OG0066893												VIT_203s0017g00080.1
OG0066894												VIT_203s0038g01770.1
OG0066895												VIT_203s0038g03450.1
OG0066896												VIT_203s0110g00160.1
OG0066897												VIT_203s0038g04630.1
OG0066898												VIT_203s0038g04350.2
OG0066899												VIT_203s0038g04440.1
OG0066900												VIT_203s0088g00170.1
OG0066901												VIT_203s0091g00760.1
OG0066902												VIT_203s0091g00570.1
OG0066903												VIT_203s0038g01990.1
OG0066904												VIT_203s0088g00460.1
OG0066905												VIT_203s0017g01850.1
OG0066906												VIT_203s0063g00455.1
OG0066907												VIT_203s0017g01350.3
OG0066908												VIT_203s0063g00760.1
OG0066909												VIT_203s0097g00540.1
OG0066910												VIT_203s0088g00980.1
OG0066911												VIT_203s0017g00600.1
OG0066912												VIT_203s0038g04200.1
OG0066913												VIT_203s0091g00350.1
OG0066914												VIT_203s0038g04380.1
OG0066915												VIT_203s0017g00380.1
OG0066916												VIT_203s0017g02080.1
OG0066917												VIT_203s0017g01180.1
OG0066918												VIT_203s0017g02150.1
OG0066919												VIT_203s0063g00840.3
OG0066920												VIT_203s0132g00320.1
OG0066921												VIT_203s0091g00140.1
OG0066922												VIT_203s0017g00070.1
OG0066923												VIT_203s0088g01280.1
OG0066924												VIT_203s0063g01710.1
OG0066925												VIT_203s0091g00970.2
OG0066926												VIT_203s0038g00520.1
OG0066927												VIT_203s0063g02130.1
OG0066928												VIT_203s0038g03570.3
OG0066929												VIT_203s0038g03570.2
OG0066930												VIT_203s0088g00760.1
OG0066931												VIT_203s0097g00040.1
OG0066932												VIT_203s0110g00340.1
OG0066933												VIT_203s0038g03940.4
OG0066934												VIT_203s0110g00270.1
OG0066935												VIT_203s0132g00300.1
OG0066936												VIT_203s0038g02290.3
OG0066937												VIT_203s0017g02220.1
OG0066938												VIT_203s0110g00570.1
OG0066939												VIT_203s0017g00970.1
OG0066940												VIT_203s0110g00210.1
OG0066941												VIT_203s0038g02900.1
OG0066942												VIT_203s0063g01230.1
OG0066943												VIT_203s0063g02470.1
OG0066944												VIT_203s0110g00420.1
OG0066945												VIT_203s0097g00400.1
OG0066946												VIT_203s0132g00410.1
OG0066947												VIT_203s0017g00963.1
OG0066948												VIT_203s0091g00300.1
OG0066949												VIT_203s0088g00920.1
OG0066950												VIT_203s0038g02700.1
OG0066951												VIT_203s0017g00910.1
OG0066952												VIT_203s0017g01820.1
OG0066953												VIT_203s0017g00820.1
OG0066954												VIT_203s0097g00240.1
OG0066955												VIT_203s0097g00010.1
OG0066956												VIT_203s0017g01630.1
OG0066957												VIT_203s0017g02143.1
OG0066958												VIT_203s0110g00100.1
OG0066959												VIT_203s0038g03930.1
OG0066960												VIT_203s0017g01860.1
OG0066961												VIT_203s0091g00840.1
OG0066962												VIT_203s0167g00130.1
OG0066963												VIT_203s0063g02040.4
OG0066964												VIT_203s0097g00690.1
OG0066965												VIT_203s0038g02630.1
OG0066966												VIT_203s0038g02750.1
OG0066967												VIT_203s0017g00315.1
OG0066968												VIT_203s0017g01910.1
OG0066969												VIT_203s0017g01360.1
OG0066970												VIT_203s0017g00810.1
OG0066971												VIT_203s0038g01010.1
OG0066972												VIT_203s0038g00020.1
OG0066973												VIT_203s0017g00170.1
OG0066974												VIT_203s0017g01870.1
OG0066975												VIT_203s0038g00460.2
OG0066976												VIT_203s0017g02360.2
OG0066977												VIT_203s0063g02070.1
OG0066978												VIT_203s0017g01440.1
OG0066979												VIT_203s0088g00470.1
OG0066980												VIT_203s0180g00240.1
OG0066981												VIT_203s0038g03270.6
OG0066982												VIT_203s0017g01200.1
OG0066983												VIT_203s0017g02050.1
OG0066984												VIT_203s0091g00070.1
OG0066985												VIT_203s0038g02990.1
OG0066986												VIT_203s0017g00790.1
OG0066987												VIT_203s0038g02710.1
OG0066988												VIT_203s0017g00700.1
OG0066989												VIT_203s0063g02200.1
OG0066990												VIT_203s0038g00090.1
OG0066991												VIT_203s0038g01840.1
OG0066992												VIT_203s0088g00840.1
OG0066993												VIT_203s0038g00220.4
OG0066994												VIT_203s0038g02580.2
OG0066995												VIT_203s0097g00360.1
OG0066996												VIT_203s0038g02000.1
OG0066997												VIT_203s0088g00820.1
OG0066998												VIT_203s0091g00640.1
OG0066999												VIT_203s0097g00560.1
OG0067000												VIT_203s0017g00120.1
OG0067001												VIT_203s0063g02690.1
OG0067002												VIT_203s0167g00040.1
OG0067003												VIT_203s0091g00180.1
OG0067004												VIT_203s0088g01300.1
OG0067005												VIT_203s0088g00990.6
OG0067006												VIT_203s0110g00560.1
OG0067007												VIT_203s0167g00060.1
OG0067008												VIT_203s0017g02065.1
OG0067009												VIT_203s0063g01720.1
OG0067010												VIT_203s0132g00460.1
OG0067011												VIT_203s0017g01370.1
OG0067012												VIT_203s0038g03850.1
OG0067013												VIT_203s0097g00390.1
OG0067014												VIT_203s0017g02040.1
OG0067015												VIT_203s0038g02490.1
OG0067016												VIT_203s0063g00490.1
OG0067017												VIT_203s0038g01970.1
OG0067018												VIT_203s0180g00260.3
OG0067019												VIT_203s0017g01750.1
OG0067020												VIT_203s0132g00360.1
OG0067021												VIT_203s0038g03190.1
OG0067022												VIT_203s0063g02660.1
OG0067023												VIT_203s0110g00180.1
OG0067024												VIT_203s0038g01450.1
OG0067025												VIT_203s0038g00980.1
OG0067026												VIT_203s0088g00660.1
OG0067027												VIT_203s0017g02340.1
OG0067028												VIT_203s0180g00190.1
OG0067029												VIT_203s0017g00050.1
OG0067030												VIT_218s0001g13530.2
OG0067031												VIT_218s0001g13530.1
OG0067032												VIT_218s0001g13530.3
OG0067033												VIT_218s0166g00220.1
OG0067034												VIT_218s0086g00450.1
OG0067035												VIT_218s0001g11110.1
OG0067036												VIT_218s0001g13710.1
OG0067037												VIT_218s0075g01020.1
OG0067038												VIT_218s0001g08080.1
OG0067039												VIT_218s0089g01260.1
OG0067040												VIT_218s0041g02230.1
OG0067041												VIT_218s0086g00240.1
OG0067042												VIT_218s0075g00550.1
OG0067043												VIT_218s0001g09480.1
OG0067044												VIT_218s0122g00070.1
OG0067045												VIT_218s0166g00100.1
OG0067046												VIT_218s0001g03650.1
OG0067047												VIT_218s0041g00770.1
OG0067048												VIT_218s0001g12450.1
OG0067049												VIT_218s0166g00070.1
OG0067050												VIT_218s0117g00330.1
OG0067051												VIT_218s0001g05100.1
OG0067052												VIT_218s0122g00450.4
OG0067053												VIT_218s0001g03940.1
OG0067054												VIT_218s0001g14330.1
OG0067055												VIT_218s0001g08550.2
OG0067056												VIT_218s0001g08550.4
OG0067057												VIT_218s0041g01130.1
OG0067058												VIT_218s0001g13620.1
OG0067059												VIT_218s0041g01180.1
OG0067060												VIT_218s0001g05870.1
OG0067061												VIT_218s0001g15080.1
OG0067062												VIT_218s0001g13490.1
OG0067063												VIT_218s0001g11510.1
OG0067064												VIT_218s0041g02250.1
OG0067065												VIT_218s0001g15183.1
OG0067066												VIT_218s0001g13410.1
OG0067067												VIT_218s0001g03440.1
OG0067068												VIT_218s0001g00710.1
OG0067069												VIT_218s0001g08060.1
OG0067070												VIT_218s0001g05900.1
OG0067071												VIT_218s0001g11670.1
OG0067072												VIT_218s0001g09150.5
OG0067073												VIT_218s0001g09150.7
OG0067074												VIT_218s0001g09150.9
OG0067075												VIT_218s0001g11960.1
OG0067076												VIT_218s0001g01230.1
OG0067077												VIT_218s0001g14280.4
OG0067078												VIT_218s0001g10860.1
OG0067079												VIT_218s0117g00625.1
OG0067080												VIT_218s0001g07910.1
OG0067081												VIT_218s0075g00580.1
OG0067082												VIT_218s0117g00490.1
OG0067083												VIT_218s0072g00680.1
OG0067084												VIT_218s0001g09705.1
OG0067085												VIT_218s0001g02860.1
OG0067086												VIT_218s0072g00920.1
OG0067087												VIT_218s0041g02240.1
OG0067088												VIT_218s0001g14540.4
OG0067089												VIT_218s0001g14160.1
OG0067090												VIT_218s0075g00500.1
OG0067091												VIT_218s0089g01110.1
OG0067092												VIT_218s0086g00400.1
OG0067093												VIT_218s0001g08990.1
OG0067094												VIT_218s0001g04930.1
OG0067095												VIT_218s0001g05490.1
OG0067096												VIT_218s0001g11690.5
OG0067097												VIT_218s0001g11690.6
OG0067098												VIT_218s0001g15180.1
OG0067099												VIT_218s0089g00640.1
OG0067100												VIT_218s0001g00630.1
OG0067101												VIT_218s0001g08670.1
OG0067102												VIT_218s0001g13652.1
OG0067103												VIT_218s0117g00470.1
OG0067104												VIT_218s0075g01080.1
OG0067105												VIT_218s0001g01200.1
OG0067106												VIT_218s0041g00675.1
OG0067107												VIT_218s0122g00200.1
OG0067108												VIT_218s0122g01330.1
OG0067109												VIT_218s0072g00710.2
OG0067110												VIT_218s0001g12010.1
OG0067111												VIT_218s0041g00120.1
OG0067112												VIT_218s0001g06630.1
OG0067113												VIT_218s0001g00510.3
OG0067114												VIT_218s0086g00295.1
OG0067115												VIT_218s0041g01690.1
OG0067116												VIT_218s0086g00040.1
OG0067117												VIT_218s0072g01090.1
OG0067118												VIT_218s0001g05595.1
OG0067119												VIT_218s0117g00540.1
OG0067120												VIT_218s0072g00685.1
OG0067121												VIT_218s0072g00610.1
OG0067122												VIT_218s0075g00030.1
OG0067123												VIT_218s0001g08900.1
OG0067124												VIT_218s0001g14470.1
OG0067125												VIT_218s0001g12840.1
OG0067126												VIT_218s0001g09640.1
OG0067127												VIT_218s0041g01590.1
OG0067128												VIT_218s0001g09810.1
OG0067129												VIT_218s0001g14860.1
OG0067130												VIT_218s0072g00820.1
OG0067131												VIT_218s0001g09240.1
OG0067132												VIT_218s0001g01250.1
OG0067133												VIT_218s0001g15740.1
OG0067134												VIT_218s0001g08000.1
OG0067135												VIT_218s0001g03640.1
OG0067136												VIT_218s0166g00150.1
OG0067137												VIT_218s0041g01300.1
OG0067138												VIT_218s0041g02300.1
OG0067139												VIT_218s0041g02390.1
OG0067140												VIT_218s0001g12330.1
OG0067141												VIT_218s0001g08050.1
OG0067142												VIT_218s0001g03430.2
OG0067143												VIT_218s0041g01980.1
OG0067144												VIT_218s0072g00060.2
OG0067145												VIT_218s0072g00890.1
OG0067146												VIT_218s0001g11340.1
OG0067147												VIT_218s0001g05970.1
OG0067148												VIT_218s0072g00090.1
OG0067149												VIT_218s0001g12150.1
OG0067150												VIT_218s0001g00830.1
OG0067151												VIT_218s0001g05330.1
OG0067152												VIT_218s0001g12740.1
OG0067153												VIT_218s0001g07420.1
OG0067154												VIT_218s0001g08590.1
OG0067155												VIT_218s0072g00570.1
OG0067156												VIT_218s0075g01070.1
OG0067157												VIT_218s0089g01100.1
OG0067158												VIT_218s0001g13240.1
OG0067159												VIT_218s0041g02330.1
OG0067160												VIT_218s0001g11780.1
OG0067161												VIT_218s0001g01160.1
OG0067162												VIT_218s0001g14620.1
OG0067163												VIT_218s0075g00830.1
OG0067164												VIT_218s0001g09950.1
OG0067165												VIT_218s0001g03720.1
OG0067166												VIT_218s0001g00740.1
OG0067167												VIT_218s0001g00980.1
OG0067168												VIT_218s0157g00120.1
OG0067169												VIT_218s0041g01450.1
OG0067170												VIT_218s0001g15160.1
OG0067171												VIT_218s0166g00300.12
OG0067172												VIT_218s0041g01480.1
OG0067173												VIT_218s0001g08400.1
OG0067174												VIT_218s0001g06460.5
OG0067175												VIT_218s0001g06460.4
OG0067176												VIT_218s0075g01056.1
OG0067177												VIT_218s0041g00720.1
OG0067178												VIT_218s0001g02010.1
OG0067179												VIT_218s0001g07390.1
OG0067180												VIT_218s0001g04960.1
OG0067181												VIT_218s0001g08880.1
OG0067182												VIT_218s0122g00040.1
OG0067183												VIT_218s0001g08390.1
OG0067184												VIT_218s0001g13760.1
OG0067185												VIT_218s0001g00910.1
OG0067186												VIT_218s0001g09745.1
OG0067187												VIT_218s0166g00160.1
OG0067188												VIT_218s0001g12920.1
OG0067189												VIT_218s0075g00350.1
OG0067190												VIT_218s0001g07820.1
OG0067191												VIT_218s0001g07020.1
OG0067192												VIT_218s0001g08940.1
OG0067193												VIT_218s0001g13380.1
OG0067194												VIT_218s0117g00170.1
OG0067195												VIT_218s0001g13290.1
OG0067196												VIT_218s0086g00620.1
OG0067197												VIT_218s0076g00270.1
OG0067198												VIT_218s0001g03510.1
OG0067199												VIT_218s0001g13720.1
OG0067200												VIT_218s0001g14260.1
OG0067201												VIT_218s0001g12215.1
OG0067202												VIT_218s0041g02290.1
OG0067203												VIT_218s0089g00570.1
OG0067204												VIT_218s0041g00860.1
OG0067205												VIT_218s0001g06710.1
OG0067206												VIT_218s0072g00850.1
OG0067207												VIT_218s0041g02310.1
OG0067208												VIT_218s0001g03420.1
OG0067209												VIT_218s0089g00420.1
OG0067210												VIT_218s0089g01250.1
OG0067211												VIT_218s0001g03540.2
OG0067212												VIT_218s0001g02670.1
OG0067213												VIT_218s0001g09350.1
OG0067214												VIT_218s0072g00640.1
OG0067215												VIT_218s0001g13800.1
OG0067216												VIT_218s0001g00320.1
OG0067217												VIT_218s0166g00310.1
OG0067218												VIT_218s0001g04760.1
OG0067219												VIT_218s0001g13140.1
OG0067220												VIT_218s0041g00230.1
OG0067221												VIT_218s0001g14910.3
OG0067222												VIT_218s0001g14910.2
OG0067223												VIT_218s0001g09440.1
OG0067224												VIT_218s0001g12210.1
OG0067225												VIT_218s0122g00440.1
OG0067226												VIT_218s0001g12790.1
