Orthogroup	A_vesiculosa.proteins	A_coerulea.proteins
OG0011718	Av_00007936-RA, Av_00006844-RA	Aqcoe5G185800.1.p
OG0011719	Av_00008670-RA	Aqcoe5G317300.1.p
OG0011720	Av_00023152-RA	Aqcoe5G196700.2.p, Aqcoe5G196700.1.p
OG0011721	Av_00002141-RA	Aqcoe5G134300.1.p, Aqcoe5G236300.1.p, Aqcoe5G236200.2.p, Aqcoe5G236200.1.p
OG0011722	Av_00011646-RA	Aqcoe5G233700.1.p, Aqcoe5G233700.2.p
OG0011723	Av_00015022-RA	Aqcoe5G353600.1.p
OG0011724	Av_00002054-RA	Aqcoe5G420700.2.p, Aqcoe5G420700.1.p
OG0011725	Av_00005641-RA	Aqcoe5G038000.1.p, Aqcoe5G038000.2.p
OG0011726	Av_00006640-RA	Aqcoe5G298200.1.p
OG0011727	Av_00013748-RA	Aqcoe5G404900.1.p
OG0011729	Av_00017792-RA	Aqcoe5G273900.1.p
OG0011730	Av_00019394-RA	Aqcoe5G397500.1.p
OG0011731	Av_00014673-RA	Aqcoe5G425600.1.p, Aqcoe5G110000.1.p
OG0011732	Av_00006893-RA, Av_00023754-RA	Aqcoe5G207600.1.p
OG0011733	Av_00016329-RA	Aqcoe5G192200.2.p, Aqcoe5G192200.3.p, Aqcoe5G192200.1.p
OG0011734	Av_00001418-RA, Av_00003443-RA	Aqcoe5G032400.1.p
OG0011736	Av_00016623-RA	Aqcoe5G268700.1.p
OG0011738	Av_00017798-RA	Aqcoe5G272800.1.p
OG0011739	Av_00023633-RA	Aqcoe5G202200.1.p, Aqcoe5G202200.2.p, Aqcoe5G202200.3.p
OG0011740	Av_00024838-RA	Aqcoe5G014100.1.p
OG0011741	Av_00006166-RA	Aqcoe3G388700.1.p, Aqcoe3G388700.2.p, Aqcoe5G375000.1.p
OG0011742	Av_00015208-RA, Av_00014813-RA	Aqcoe5G339200.1.p
OG0011744	Av_00016726-RA	Aqcoe5G105400.1.p
OG0011745	Av_00013633-RA	Aqcoe5G102500.1.p
OG0011746	Av_00004481-RA, Av_00023592-RA	Aqcoe5G474800.1.p
OG0011747	Av_00016330-RA	Aqcoe5G191700.1.p
OG0011748	Av_00012956-RA, Av_00002111-RA, Av_00014707-RA, Av_00008673-RA	Aqcoe5G417500.1.p
OG0011749	Av_00001311-RA	Aqcoe5G082500.1.p
OG0011750	Av_00008598-RA	Aqcoe5G461200.1.p
OG0011752	Av_00016724-RA	Aqcoe5G273100.1.p
OG0011753	Av_00019023-RA, Av_00019022-RA	Aqcoe5G066500.1.p
OG0011754	Av_00008987-RA	Aqcoe5G356600.1.p
OG0011755	Av_00022390-RA	Aqcoe5G120500.1.p
OG0011756	Av_00012089-RA	Aqcoe5G464600.1.p
OG0011759	Av_00014807-RA	Aqcoe5G280700.1.p
OG0011760	Av_00019378-RA, Av_00022298-RA	Aqcoe5G247300.1.p
OG0011761	Av_00000073-RA, Av_00003177-RA	Aqcoe5G161400.1.p
OG0011762	Av_00018982-RA, Av_00001920-RA	Aqcoe5G133800.1.p
OG0011763	Av_00007180-RA	Aqcoe5G133500.1.p
OG0011764	Av_00023810-RA, Av_00022107-RA	Aqcoe5G245000.1.p
OG0011765	Av_00004534-RA	Aqcoe5G138600.1.p
OG0011766	Av_00002031-RA, Av_00012872-RA	Aqcoe5G289700.1.p
OG0011767	Av_00004759-RA	Aqcoe5G420800.1.p
OG0011768	Av_00016678-RA	Aqcoe5G251300.1.p
OG0011770	Av_00011068-RA	Aqcoe5G169800.1.p
OG0011771	Av_00021003-RA, Av_00019388-RA	Aqcoe5G385500.1.p
OG0011772	Av_00012236-RA, Av_00021826-RA	Aqcoe5G361000.1.p
OG0011773	Av_00013219-RA, Av_00018782-RA	Aqcoe5G010300.1.p
OG0011774	Av_00020393-RA	Aqcoe5G179000.3.p, Aqcoe5G179000.1.p
OG0011775	Av_00020036-RA	Aqcoe5G006500.1.p, Aqcoe5G006500.2.p
OG0011776	Av_00019278-RA, Av_00008918-RA	Aqcoe5G099200.1.p
OG0011778	Av_00017984-RA	Aqcoe5G098600.1.p
OG0011780	Av_00009255-RA	Aqcoe5G356500.1.p
OG0011781	Av_00002336-RA, Av_00012642-RA, Av_00024793-RA	Aqcoe5G090400.1.p
OG0011782	Av_00003432-RA	Aqcoe5G035700.1.p
OG0011785	Av_00023326-RA	Aqcoe5G301200.1.p
OG0011786	Av_00002083-RA	Aqcoe5G428400.1.p
OG0011787	Av_00009648-RA	Aqcoe5G287600.1.p
OG0011788	Av_00009989-RA	Aqcoe5G141700.1.p
OG0011789	Av_00003561-RA	Aqcoe5G198000.1.p
OG0011790	Av_00022905-RA, Av_00000755-RA	Aqcoe5G013700.1.p
OG0011791	Av_00001389-RA	Aqcoe3G427200.2.p, Aqcoe3G427200.1.p, Aqcoe3G427200.4.p, Aqcoe3G427200.3.p
OG0011792	Av_00015382-RA	Aqcoe3G245200.1.p
OG0011794	Av_00016452-RA	Aqcoe3G154200.1.p
OG0011795	Av_00021566-RA	Aqcoe3G209400.1.p
OG0011796	Av_00007764-RA	Aqcoe3G006200.1.p
OG0011799	Av_00008345-RA, Av_00019384-RA	Aqcoe3G261600.1.p
OG0011800	Av_00007095-RA	Aqcoe3G025500.1.p, Aqcoe3G025500.2.p
OG0011801	Av_00006391-RA	Aqcoe3G364600.1.p
OG0011802	Av_00015476-RA, Av_00025044-RA	Aqcoe3G144600.1.p
OG0011803	Av_00017563-RA	Aqcoe3G220800.1.p
OG0011806	Av_00005543-RA	Aqcoe3G353400.1.p
OG0011807	Av_00023614-RA	Aqcoe3G241200.2.p, Aqcoe3G241200.1.p
OG0011808	Av_00003576-RA	Aqcoe3G307700.1.p
OG0011810	Av_00004986-RA	Aqcoe3G397900.1.p
OG0011812	Av_00015479-RA	Aqcoe3G060800.1.p
OG0011814	Av_00022847-RA	Aqcoe3G011300.1.p
OG0011815	Av_00024408-RA, Av_00005290-RA	Aqcoe3G098000.2.p, Aqcoe3G098000.1.p
OG0011816	Av_00006047-RA	Aqcoe3G265500.1.p
OG0011817	Av_00013824-RA	Aqcoe3G182500.1.p, Aqcoe3G182500.2.p
OG0011818	Av_00009319-RA, Av_00012432-RA	Aqcoe3G340700.1.p
OG0011819	Av_00010195-RA	Aqcoe3G009100.1.p
OG0011820	Av_00022258-RA, Av_00019793-RA	Aqcoe3G099900.1.p
OG0011821	Av_00003932-RA	Aqcoe3G014600.1.p
OG0011823	Av_00016714-RA	Aqcoe3G366300.1.p
OG0011825	Av_00011280-RA	Aqcoe3G306500.1.p
OG0011827	Av_00013788-RA	Aqcoe3G337100.1.p
OG0011828	Av_00020315-RA	Aqcoe3G047200.1.p
OG0011829	Av_00007589-RA	Aqcoe3G067900.1.p
OG0011830	Av_00020516-RA	Aqcoe3G425700.1.p
OG0011831	Av_00021308-RA	Aqcoe3G287300.1.p
OG0011832	Av_00006257-RA	Aqcoe3G413900.1.p
OG0011833	Av_00003307-RA	Aqcoe3G050200.1.p, Aqcoe3G396700.1.p
OG0011834	Av_00005232-RA	Aqcoe3G108800.1.p
OG0011835	Av_00006362-RA, Av_00007613-RA	Aqcoe3G041300.1.p
OG0011838	Av_00000581-RA	Aqcoe3G326100.1.p
OG0011839	Av_00010194-RA	Aqcoe3G429900.1.p
OG0011842	Av_00010859-RA, Av_00019896-RA	Aqcoe3G362800.1.p
OG0011843	Av_00023214-RA	Aqcoe3G271800.1.p
OG0011844	Av_00009317-RA, Av_00015914-RA	Aqcoe3G339100.1.p
OG0011845	Av_00001193-RA	Aqcoe3G109400.1.p
OG0011847	Av_00022017-RA	Aqcoe3G186500.1.p
OG0011849	Av_00006269-RA	Aqcoe3G400400.1.p
OG0011850	Av_00001456-RA	Aqcoe3G036700.1.p
OG0011851	Av_00013613-RA	Aqcoe3G106700.1.p
OG0011853	Av_00015530-RA, Av_00016987-RA	Aqcoe3G199700.1.p
OG0011854	Av_00015531-RA	Aqcoe3G065300.1.p
OG0011855	Av_00013867-RA, Av_00011269-RA	Aqcoe3G325900.1.p
OG0011857	Av_00000856-RA	Aqcoe3G360200.1.p
OG0011858	Av_00000246-RA	Aqcoe3G024700.1.p
OG0011859	Av_00019609-RA, Av_00023052-RA	Aqcoe3G425400.1.p
OG0011860	Av_00023157-RA	Aqcoe3G349900.1.p
OG0011862	Av_00010471-RA, Av_00017642-RA	Aqcoe3G277900.1.p
OG0011863	Av_00007067-RA, Av_00003543-RA, Av_00023407-RA	Aqcoe3G271900.1.p
OG0011865	Av_00016224-RA	Aqcoe3G428900.1.p, Aqcoe3G428900.2.p
OG0011868	Av_00021833-RA	Aqcoe3G198300.1.p
OG0011870	Av_00005292-RA	Aqcoe3G317500.1.p
OG0011871	Av_00018431-RA, Av_00002595-RA	Aqcoe3G026100.1.p
OG0011872	Av_00014957-RA	Aqcoe3G269400.1.p
OG0011874	Av_00010611-RA	Aqcoe3G328700.1.p, Aqcoe3G328700.2.p, Aqcoe3G328700.3.p
OG0011875	Av_00013375-RA	Aqcoe3G281200.1.p
OG0011876	Av_00011293-RA	Aqcoe3G290500.1.p
OG0011877	Av_00014951-RA	Aqcoe3G287900.1.p
OG0012005	Av_00016065-RA	Aqcoe2G333500.2.p, Aqcoe2G333500.1.p, Aqcoe0127s0002.1.p
OG0012007	Av_00025100-RA	Aqcoe1G096600.1.p, Aqcoe2G339700.1.p
OG0012008	Av_00021782-RA	Aqcoe2G007000.1.p
OG0012009	Av_00002023-RA	Aqcoe2G169000.1.p
OG0012012	Av_00021175-RA	Aqcoe2G207600.1.p
OG0012013	Av_00012093-RA	Aqcoe2G287400.1.p
OG0012016	Av_00001408-RA	Aqcoe2G408000.1.p
OG0012017	Av_00003735-RA	Aqcoe2G422600.1.p
OG0012019	Av_00000570-RA	Aqcoe2G380500.1.p
OG0012022	Av_00020973-RA	Aqcoe2G395100.1.p, Aqcoe2G395100.2.p
OG0012025	Av_00019285-RA	Aqcoe7G132300.1.p, Aqcoe2G245900.1.p
OG0012026	Av_00006560-RA	Aqcoe2G438800.1.p
OG0012027	Av_00006078-RA	Aqcoe2G045200.1.p
OG0012028	Av_00022198-RA	Aqcoe2G419800.1.p
OG0012029	Av_00016806-RA	Aqcoe2G084400.1.p, Aqcoe2G084400.2.p
OG0012031	Av_00022118-RA, Av_00019761-RA	Aqcoe2G343600.1.p
OG0012032	Av_00022428-RA	Aqcoe2G337200.1.p
OG0012033	Av_00005122-RA	Aqcoe2G358200.1.p
OG0012034	Av_00017362-RA	Aqcoe2G129300.1.p, Aqcoe2G129300.2.p
OG0012035	Av_00021155-RA	Aqcoe2G338300.1.p
OG0012036	Av_00004291-RA, Av_00004588-RA	Aqcoe2G269400.1.p
OG0012038	Av_00024775-RA, Av_00024774-RA, Av_00016260-RA	Aqcoe2G246400.1.p
OG0012041	Av_00018145-RA	Aqcoe2G110800.1.p
OG0012042	Av_00011812-RA, Av_00006963-RA	Aqcoe2G335400.1.p
OG0012046	Av_00018024-RA	Aqcoe2G107000.1.p
OG0012048	Av_00013161-RA	Aqcoe2G026800.1.p
OG0012050	Av_00006025-RA	Aqcoe2G069100.1.p
OG0012051	Av_00009545-RA	Aqcoe2G330100.1.p
OG0012052	Av_00002156-RA	Aqcoe2G436900.1.p
OG0012053	Av_00015016-RA, Av_00009264-RA	Aqcoe2G197500.1.p, Aqcoe3G190300.1.p
OG0012054	Av_00000691-RA	Aqcoe2G037800.1.p
OG0012055	Av_00019403-RA	Aqcoe2G308400.1.p
OG0012056	Av_00002983-RA, Av_00014506-RA	Aqcoe2G215200.1.p
OG0012057	Av_00009676-RA	Aqcoe2G274000.1.p
OG0012058	Av_00001283-RA, Av_00016760-RA	Aqcoe2G352700.2.p, Aqcoe2G352700.1.p
OG0012059	Av_00021775-RA	Aqcoe2G341500.1.p
OG0012061	Av_00002108-RA	Aqcoe2G294200.1.p
OG0012062	Av_00000680-RA	Aqcoe2G304800.1.p
OG0012063	Av_00024071-RA, Av_00004139-RA	Aqcoe2G041800.1.p
OG0012064	Av_00006586-RA	Aqcoe2G419200.1.p
OG0012065	Av_00013160-RA	Aqcoe2G026100.1.p
OG0012066	Av_00004178-RA	Aqcoe2G234000.1.p
OG0012069	Av_00013163-RA	Aqcoe2G342600.1.p
OG0012072	Av_00014737-RA	Aqcoe2G266400.1.p
OG0012073	Av_00015163-RA	Aqcoe2G214600.1.p, Aqcoe6G265700.1.p
OG0012074	Av_00021524-RA	Aqcoe2G070300.1.p
OG0012075	Av_00011140-RA	Aqcoe2G415500.1.p
OG0012077	Av_00012091-RA	Aqcoe2G393400.1.p
OG0012078	Av_00005224-RA	Aqcoe2G036400.1.p
OG0012080	Av_00005933-RA, Av_00020698-RA	Aqcoe2G242100.1.p
OG0012081	Av_00018505-RA	Aqcoe2G336200.1.p
OG0012082	Av_00014266-RA	Aqcoe2G087800.1.p
OG0012083	Av_00017936-RA	Aqcoe2G392200.1.p, Aqcoe5G379000.1.p, Aqcoe5G379000.2.p
OG0012084	Av_00005119-RA	Aqcoe2G361900.1.p, Aqcoe2G361900.2.p
OG0012085	Av_00018086-RA	Aqcoe2G433900.1.p
OG0012086	Av_00001300-RA, Av_00015102-RA	Aqcoe2G326400.1.p
OG0012087	Av_00003445-RA, Av_00023724-RA	Aqcoe2G278000.1.p
OG0012089	Av_00015700-RA, Av_00005101-RA	Aqcoe2G297400.1.p
OG0012090	Av_00015625-RA	Aqcoe3G105400.1.p, Aqcoe2G102000.1.p
OG0012091	Av_00013651-RA	Aqcoe2G143500.1.p
OG0012092	Av_00013078-RA	Aqcoe2G152300.1.p, Aqcoe2G152300.2.p, Aqcoe2G152300.3.p
OG0012094	Av_00022070-RA	Aqcoe1G443200.1.p, Aqcoe2G123500.1.p
OG0012099	Av_00023869-RA	Aqcoe6G172700.1.p
OG0012101	Av_00014474-RA	Aqcoe3G273700.1.p, Aqcoe6G289400.1.p
OG0012102	Av_00009991-RA	Aqcoe6G310000.1.p
OG0012103	Av_00015277-RA, Av_00010957-RA, Av_00013994-RA	Aqcoe6G084400.1.p
OG0012104	Av_00020504-RA	Aqcoe6G042900.1.p
OG0012105	Av_00015186-RA	Aqcoe6G264700.1.p
OG0012106	Av_00012268-RA	Aqcoe6G119200.1.p
OG0012107	Av_00015936-RA	Aqcoe6G288400.1.p
OG0012110	Av_00012292-RA	Aqcoe6G102500.1.p
OG0012111	Av_00019416-RA	Aqcoe6G129600.1.p
OG0012113	Av_00017295-RA, Av_00004992-RA	Aqcoe6G043700.1.p
OG0012114	Av_00015367-RA	Aqcoe6G115600.1.p
OG0012115	Av_00010025-RA	Aqcoe6G162600.1.p
OG0012116	Av_00000118-RA, Av_00011524-RA	Aqcoe6G008700.2.p, Aqcoe6G008700.1.p
OG0012117	Av_00012850-RA	Aqcoe6G009400.3.p, Aqcoe6G009400.2.p, Aqcoe6G009400.1.p
OG0012118	Av_00014610-RA, Av_00008571-RA	Aqcoe6G014100.1.p
OG0012119	Av_00022297-RA	Aqcoe6G016500.1.p, Aqcoe6G016500.2.p
OG0012120	Av_00006889-RA, Av_00024535-RA	Aqcoe6G275800.1.p
OG0012123	Av_00022696-RA	Aqcoe6G316800.1.p
OG0012124	Av_00015342-RA	Aqcoe6G157700.1.p, Aqcoe6G157700.2.p
OG0012125	Av_00024135-RA	Aqcoe6G015300.1.p
OG0012128	Av_00011334-RA	Aqcoe6G258000.1.p
OG0012129	Av_00010728-RA	Aqcoe6G057800.2.p, Aqcoe6G057800.1.p
OG0012130	Av_00022699-RA	Aqcoe6G122800.1.p
OG0012132	Av_00004867-RA	Aqcoe6G175200.1.p, Aqcoe5G120900.1.p
OG0012133	Av_00012993-RA	Aqcoe6G245700.1.p
OG0012138	Av_00010772-RA	Aqcoe6G049200.1.p
OG0012139	Av_00001843-RA	Aqcoe6G078600.1.p
OG0012140	Av_00010221-RA	Aqcoe6G270000.2.p, Aqcoe6G270000.1.p
OG0012141	Av_00007724-RA	Aqcoe6G144900.1.p
OG0012142	Av_00004268-RA	Aqcoe6G065000.3.p, Aqcoe6G065000.2.p, Aqcoe6G065000.1.p
OG0012143	Av_00006855-RA	Aqcoe6G160700.1.p
OG0012144	Av_00017509-RA	Aqcoe6G093500.1.p
OG0012145	Av_00010208-RA	Aqcoe6G281100.1.p
OG0012148	Av_00004289-RA, Av_00011378-RA	Aqcoe6G215200.1.p
OG0012149	Av_00020107-RA	Aqcoe6G204800.1.p
OG0012150	Av_00002982-RA	Aqcoe0017s0003.1.p
OG0012151	Av_00013116-RA	Aqcoe4G164400.1.p, Aqcoe1G137600.1.p
OG0012152	Av_00008538-RA	Aqcoe4G251100.1.p
OG0012154	Av_00021405-RA	Aqcoe4G059800.1.p
OG0012157	Av_00005580-RA	Aqcoe4G195000.1.p, Aqcoe4G195000.2.p
OG0012159	Av_00017210-RA	Aqcoe4G072400.1.p
OG0012160	Av_00015748-RA	Aqcoe4G235700.1.p
OG0012163	Av_00005885-RA	Aqcoe4G051100.1.p
OG0012165	Av_00008403-RA	Aqcoe4G312100.1.p
OG0012166	Av_00015931-RA	Aqcoe4G271100.1.p
OG0012167	Av_00005803-RA	Aqcoe4G227900.1.p
OG0012169	Av_00015012-RA	Aqcoe4G207000.1.p
OG0012171	Av_00018475-RA	Aqcoe4G011200.1.p
OG0012173	Av_00004634-RA, Av_00004249-RA, Av_00008868-RA	Aqcoe7G178000.1.p, Aqcoe7G178000.2.p
OG0012175	Av_00010382-RA	Aqcoe7G071500.1.p, Aqcoe7G071500.2.p
OG0012176	Av_00003035-RA	Aqcoe7G062200.1.p, Aqcoe7G062400.1.p
OG0012177	Av_00012643-RA	Aqcoe7G295900.2.p, Aqcoe7G295900.1.p
OG0012178	Av_00010368-RA	Aqcoe7G080400.1.p
OG0012179	Av_00001598-RA	Aqcoe7G062700.2.p, Aqcoe7G062700.1.p
OG0012181	Av_00020077-RA	Aqcoe7G444000.1.p, Aqcoe7G025700.1.p
OG0012182	Av_00021718-RA	Aqcoe7G005700.1.p
OG0012183	Av_00018855-RA, Av_00007216-RA	Aqcoe7G101800.2.p, Aqcoe7G101800.1.p
OG0012185	Av_00015230-RA	Aqcoe7G051500.1.p
OG0012188	Av_00006785-RA	Aqcoe7G144900.3.p, Aqcoe7G144900.2.p, Aqcoe7G144900.1.p
OG0012189	Av_00019079-RA	Aqcoe7G418600.1.p, Aqcoe7G144300.1.p
OG0012190	Av_00018269-RA	Aqcoe7G375500.1.p
OG0012191	Av_00003778-RA	Aqcoe7G193200.1.p
OG0012192	Av_00020454-RA	Aqcoe7G197600.1.p
OG0012193	Av_00023069-RA	Aqcoe3G391500.1.p, Aqcoe7G440000.1.p
OG0012194	Av_00002624-RA	Aqcoe7G241700.2.p, Aqcoe7G241700.1.p
OG0012197	Av_00014542-RA	Aqcoe7G075100.1.p, Aqcoe7G075100.2.p
OG0012198	Av_00004029-RA	Aqcoe7G389100.1.p, Aqcoe7G388900.1.p
OG0012199	Av_00009067-RA	Aqcoe7G367100.1.p
OG0012203	Av_00020374-RA, Av_00024679-RA	Aqcoe7G073500.1.p
OG0012205	Av_00022046-RA	Aqcoe7G112500.1.p
OG0012206	Av_00011503-RA	Aqcoe7G091800.1.p
OG0012208	Av_00002066-RA	Aqcoe7G059100.1.p, Aqcoe7G216800.1.p, Aqcoe5G426400.1.p
OG0012209	Av_00009557-RA	Aqcoe7G192000.1.p
OG0012210	Av_00016703-RA	Aqcoe7G119100.1.p
OG0012211	Av_00004518-RA	Aqcoe7G301900.1.p
OG0012212	Av_00001407-RA	Aqcoe7G423800.1.p
OG0012213	Av_00023255-RA	Aqcoe7G343800.2.p, Aqcoe7G343800.1.p
OG0012214	Av_00021667-RA	Aqcoe7G112600.1.p
OG0012216	Av_00019539-RA	Aqcoe7G151500.1.p
OG0012217	Av_00018827-RA, Av_00010719-RA	Aqcoe7G302400.1.p
OG0012218	Av_00008000-RA	Aqcoe7G165700.1.p
OG0012219	Av_00012782-RA	Aqcoe7G181900.1.p
OG0012220	Av_00002067-RA	Aqcoe7G057700.1.p, Aqcoe7G057900.1.p
OG0012222	Av_00019431-RA	Aqcoe7G149300.1.p
OG0012224	Av_00003594-RA	Aqcoe7G108700.1.p
OG0012226	Av_00017079-RA	Aqcoe7G096800.1.p
OG0012227	Av_00012909-RA	Aqcoe7G298300.1.p, Aqcoe7G309500.1.p
OG0012228	Av_00005934-RA, Av_00003667-RA	Aqcoe7G312500.1.p
OG0012229	Av_00000059-RA	Aqcoe7G064400.1.p
OG0012230	Av_00012345-RA	Aqcoe7G436400.1.p
OG0012231	Av_00001853-RA	Aqcoe7G248000.1.p
OG0012232	Av_00012834-RA, Av_00010239-RA	Aqcoe7G144500.1.p
OG0012233	Av_00010171-RA	Aqcoe7G098100.1.p
OG0012234	Av_00009816-RA, Av_00023436-RA	Aqcoe7G254900.1.p, Aqcoe7G254900.3.p, Aqcoe7G254900.2.p, Aqcoe7G254900.4.p, Aqcoe7G254900.5.p
OG0012236	Av_00019954-RA	Aqcoe7G423000.1.p
OG0012237	Av_00010343-RA	Aqcoe7G089500.1.p
OG0012240	Av_00004469-RA	Aqcoe7G299700.1.p
OG0012241	Av_00018831-RA	Aqcoe7G259900.1.p
OG0012242	Av_00020066-RA	Aqcoe7G172300.1.p
OG0012243	Av_00010192-RA	Aqcoe7G003500.1.p
OG0012244	Av_00018211-RA	Aqcoe7G258600.1.p
OG0012245	Av_00012808-RA, Av_00020210-RA	Aqcoe7G233400.1.p
OG0012248	Av_00017359-RA, Av_00008484-RA	Aqcoe1G450100.1.p
OG0012249	Av_00024344-RA, Av_00011732-RA	Aqcoe1G062000.1.p
OG0012251	Av_00005686-RA	Aqcoe1G411300.1.p
OG0012252	Av_00014500-RA	Aqcoe1G074600.1.p
OG0012253	Av_00009035-RA	Aqcoe1G500800.1.p
OG0012254	Av_00003833-RA	Aqcoe1G019200.1.p, Aqcoe1G129000.1.p, Aqcoe1G129200.1.p
OG0012255	Av_00012656-RA	Aqcoe1G030600.1.p
OG0012257	Av_00023085-RA	Aqcoe1G258800.1.p
OG0012258	Av_00014640-RA	Aqcoe1G024800.1.p
OG0012259	Av_00019694-RA	Aqcoe1G160000.1.p
OG0012260	Av_00005894-RA	Aqcoe1G243500.1.p
OG0012261	Av_00011990-RA, Av_00015628-RA	Aqcoe1G084600.1.p
OG0012262	Av_00003970-RA	Aqcoe1G023200.1.p, Aqcoe1G023400.1.p, Aqcoe1G023600.1.p
OG0012263	Av_00009635-RA	Aqcoe1G345100.1.p
OG0012265	Av_00020693-RA	Aqcoe1G306300.1.p
OG0012266	Av_00018622-RA	Aqcoe1G420100.4.p
OG0012268	Av_00016418-RA	Aqcoe1G430300.1.p
OG0012269	Av_00019945-RA, Av_00021154-RA	Aqcoe1G380100.1.p
OG0012271	Av_00002231-RA, Av_00003465-RA	Aqcoe1G043700.1.p
OG0012272	Av_00015668-RA	Aqcoe1G100100.1.p, Aqcoe1G100100.2.p
OG0012273	Av_00021922-RA	Aqcoe1G443700.1.p
OG0012275	Av_00024031-RA, Av_00002825-RA	Aqcoe1G069700.1.p
OG0012276	Av_00019468-RA	Aqcoe1G212200.1.p
OG0012277	Av_00001893-RA	Aqcoe1G113500.1.p
OG0012281	Av_00020426-RA	Aqcoe1G425100.1.p
OG0012282	Av_00010566-RA	Aqcoe1G370600.1.p
OG0012283	Av_00012485-RA	Aqcoe1G166900.1.p
OG0012284	Av_00003955-RA	Aqcoe1G015000.1.p
OG0012285	Av_00011927-RA	Aqcoe1G131100.1.p
OG0012286	Av_00020558-RA	Aqcoe1G061900.1.p
OG0012288	Av_00022473-RA	Aqcoe1G149500.1.p
OG0012289	Av_00019086-RA	Aqcoe1G211900.1.p, Aqcoe1G198900.1.p
OG0012290	Av_00005616-RA	Aqcoe1G280000.1.p, Aqcoe1G280000.2.p
OG0012291	Av_00015688-RA	Aqcoe1G122000.1.p
OG0012292	Av_00014151-RA	Aqcoe1G338400.1.p
OG0012293	Av_00023304-RA	Aqcoe1G096100.1.p
OG0012295	Av_00022090-RA	Aqcoe1G332500.1.p
OG0012296	Av_00018298-RA	Aqcoe1G077900.1.p
OG0012298	Av_00003071-RA	Aqcoe1G335500.1.p
OG0012300	Av_00024459-RA	Aqcoe1G293000.1.p, Aqcoe3G157800.1.p
OG0012301	Av_00000843-RA	Aqcoe1G167800.1.p
OG0012302	Av_00019678-RA	Aqcoe1G171800.1.p
OG0012303	Av_00008408-RA	Aqcoe1G390200.3.p, Aqcoe1G390200.2.p, Aqcoe1G390200.1.p
OG0012304	Av_00024910-RA	Aqcoe1G045800.1.p
OG0012305	Av_00010187-RA, Av_00019126-RA	Aqcoe1G338800.1.p, Aqcoe1G007100.1.p
OG0012306	Av_00018797-RA	Aqcoe1G058400.1.p
OG0012309	Av_00024834-RA	Aqcoe1G149700.1.p
OG0012310	Av_00024606-RA	Aqcoe1G416700.1.p
OG0012311	Av_00002351-RA	Aqcoe1G284100.2.p, Aqcoe1G284100.1.p
OG0012312	Av_00015124-RA	Aqcoe1G089200.1.p, Aqcoe1G089200.2.p
OG0012313	Av_00021072-RA	Aqcoe1G014100.2.p, Aqcoe1G014100.1.p
OG0012314	Av_00013580-RA, Av_00008306-RA	Aqcoe1G162500.1.p
OG0012315	Av_00022803-RA	Aqcoe1G503000.1.p
OG0012317	Av_00003967-RA	Aqcoe1G032200.1.p
OG0012319	Av_00011536-RA	Aqcoe5G259700.1.p
OG0012320	Av_00016763-RA	Aqcoe5G049600.1.p
OG0012321	Av_00001284-RA, Av_00015086-RA	Aqcoe5G055800.1.p
OG0012323	Av_00009391-RA	Aqcoe5G424300.1.p
OG0012324	Av_00000643-RA	Aqcoe5G065800.1.p, Aqcoe5G065800.2.p
OG0012326	Av_00009221-RA	Aqcoe5G473800.1.p
OG0012327	Av_00000037-RA	Aqcoe5G436200.1.p
OG0012328	Av_00021258-RA	Aqcoe5G418400.1.p
OG0012329	Av_00022757-RA	Aqcoe5G057000.1.p
OG0012330	Av_00001182-RA	Aqcoe5G001800.1.p
OG0012331	Av_00024058-RA	Aqcoe5G105500.1.p
OG0012332	Av_00023155-RA	Aqcoe5G170300.1.p, Aqcoe5G203300.1.p
OG0012334	Av_00019170-RA	Aqcoe5G087100.1.p
OG0012335	Av_00016347-RA	Aqcoe5G102100.1.p
OG0012336	Av_00003018-RA	Aqcoe5G418300.1.p
OG0012338	Av_00020503-RA, Av_00020502-RA	Aqcoe5G257100.1.p
OG0012339	Av_00005504-RA	Aqcoe5G435900.1.p
OG0012340	Av_00006285-RA	Aqcoe5G370600.1.p
OG0012343	Av_00009922-RA	Aqcoe5G203800.1.p
OG0012344	Av_00009260-RA, Av_00015018-RA	Aqcoe5G359900.2.p, Aqcoe5G359900.1.p
OG0012345	Av_00011188-RA	Aqcoe5G375100.1.p
OG0012348	Av_00021616-RA, Av_00009019-RA	Aqcoe5G125800.1.p
OG0012350	Av_00002211-RA	Aqcoe5G012700.1.p
OG0012351	Av_00009837-RA, Av_00011042-RA, Av_00016870-RA	Aqcoe5G260000.1.p
OG0012352	Av_00017455-RA, Av_00019633-RA	Aqcoe5G041800.1.p
OG0012353	Av_00004510-RA	Aqcoe5G378700.1.p
OG0012354	Av_00005356-RA, Av_00002648-RA, Av_00007749-RA, Av_00002647-RA	Aqcoe5G383600.1.p, Aqcoe5G383600.2.p
OG0012355	Av_00010490-RA	Aqcoe5G382800.1.p
OG0012356	Av_00003280-RA, Av_00013972-RA	Aqcoe5G301300.1.p
OG0012358	Av_00010966-RA	Aqcoe5G258000.1.p
OG0012359	Av_00014219-RA	Aqcoe5G171000.1.p
OG0012362	Av_00004532-RA	Aqcoe5G141600.1.p
OG0012366	Av_00005564-RA	Aqcoe5G097100.1.p
