Orthogroup	A_vesiculosa.proteins	G_max.proteins
OG0008655	Av_00017048-RA	GmISU01.10G004300.1.p, GmISU01.02G003600.1.p, GmISU01.20G167100.1.p, GmISU01.20G167100.2.p, GmISU01.10G149200.1.p, GmISU01.10G149200.2.p
OG0008656	Av_00006245-RA, Av_00017584-RA, Av_00006244-RA	GmISU01.16G186600.1.p
OG0008657	Av_00007004-RA	GmISU01.03G065900.1.p, GmISU01.16G077200.2.p
OG0008658	Av_00018731-RA	GmISU01.10G110200.1.p, GmISU01.02G005900.1.p
OG0008659	Av_00021029-RA	GmISU01.03G191900.1.p, GmISU01.03G191900.3.p, GmISU01.03G191900.4.p, GmISU01.19G193400.2.p, GmISU01.19G193400.3.p, GmISU01.03G191900.2.p, GmISU01.19G193400.1.p, GmISU01.19G193400.4.p
OG0008660	Av_00019682-RA	GmISU01.13G295400.1.p, GmISU01.15G036400.1.p
OG0008661	Av_00002865-RA	GmISU01.13G290800.1.p, GmISU01.13G106900.1.p, GmISU01.10G043200.1.p, GmISU01.03G137200.1.p, GmISU01.19G140300.1.p
OG0008662	Av_00016124-RA, Av_00016086-RA	GmISU01.18G044000.1.p, GmISU01.11G188500.1.p
OG0008664	Av_00017832-RA	GmISU01.13G105500.2.p, GmISU01.13G105500.1.p, GmISU01.13G105500.3.p, GmISU01.10G042000.1.p, GmISU01.10G042000.2.p
OG0008666	Av_00016106-RA, Av_00016110-RA, Av_00016216-RA	GmISU01.13G155500.1.p, GmISU01.15G189500.1.p
OG0008667	Av_00015704-RA	GmISU01.19G148300.1.p, GmISU01.10G050100.1.p
OG0008668	Av_00017375-RA	GmISU01.13G280400.1.p, GmISU01.12G148500.1.p
OG0008669	Av_00006112-RA	GmISU01.18G052100.1.p, GmISU01.11G171900.1.p
OG0008670	Av_00007815-RA	GmISU01.07G132900.1.p, GmISU01.16G084900.1.p, GmISU01.18G152100.1.p
OG0008671	Av_00006656-RA, Av_00015119-RA	GmISU01.19G191700.1.p, GmISU01.03G190000.1.p, GmISU01.20G197500.1.p, GmISU01.10G117800.3.p
OG0008672	Av_00019105-RA	GmISU01.03G145400.1.p, GmISU01.20G179900.1.p
OG0008673	Av_00020859-RA	GmISU01.07G174900.1.p, GmISU01.02G124600.1.p
OG0008674	Av_00023243-RA	GmISU01.01G161000.1.p, GmISU01.11G036900.1.p, GmISU01.17G139900.1.p
OG0008675	Av_00022858-RA	GmISU01.20G191600.3.p, GmISU01.20G191600.1.p, GmISU01.10G123800.1.p
OG0008677	Av_00006992-RA, Av_00011849-RA	GmISU01.09G186100.5.p, GmISU01.09G186100.1.p, GmISU01.09G186100.2.p, GmISU01.09G186100.4.p, GmISU01.12G008000.1.p
OG0008678	Av_00022199-RA, Av_00020572-RA, Av_00006740-RA	GmISU01.02G087300.2.p, GmISU01.02G087300.1.p, GmISU01.18G226500.2.p, GmISU01.18G226500.1.p
OG0008680	Av_00013539-RA	GmISU01.20G203400.1.p, GmISU01.10G252200.1.p, GmISU01.11G183200.1.p
OG0008681	Av_00009731-RA	GmISU01.16G073800.3.p, GmISU01.16G073800.1.p, GmISU01.03G068600.1.p, GmISU01.03G068600.2.p
OG0008682	Av_00004936-RA	GmISU01.08G147900.1.p, GmISU01.15G220000.1.p, GmISU01.08G149800.1.p
OG0008683	Av_00001189-RA	GmISU01.10G250400.1.p, GmISU01.10G250400.2.p, GmISU01.20G201400.9.p
OG0008684	Av_00019625-RA	GmISU01.19G115600.3.p, GmISU01.19G115600.2.p, GmISU01.19G115600.1.p
OG0008685	Av_00014472-RA	GmISU01.13G194500.1.p, GmISU01.15G079700.1.p
OG0008686	Av_00001566-RA	GmISU01.14G173300.1.p, GmISU01.18G044400.1.p
OG0008687	Av_00002229-RA	GmISU01.18G130600.1.p, GmISU01.18G130600.3.p, GmISU01.08G318100.1.p, GmISU01.16G081800.1.p
OG0008688	Av_00017324-RA	GmISU01.12G153300.1.p, GmISU01.13G275800.1.p, GmISU01.08G068600.1.p
OG0008690	Av_00012109-RA, Av_00009012-RA	GmISU01.06G015900.1.p, GmISU01.04G017200.1.p
OG0008692	Av_00001207-RA, Av_00014403-RA, Av_00014905-RA	GmISU01.01G185800.1.p, GmISU01.11G014100.1.p
OG0008693	Av_00005019-RA	GmISU01.03G173300.1.p, GmISU01.19G174600.1.p
OG0008694	Av_00024460-RA	GmISU01.16G044300.2.p, GmISU01.19G076500.1.p, GmISU01.16G044300.1.p
OG0008695	Av_00012865-RA, Av_00012864-RA, Av_00002026-RA	GmISU01.15G135900.1.p, GmISU01.09G042100.1.p
OG0008697	Av_00024828-RA, Av_00003294-RA	GmISU01.02G141500.1.p
OG0008698	Av_00003754-RA, Av_00007418-RA	GmISU01.06G013300.2.p, GmISU01.04G014600.1.p, GmISU01.06G013300.1.p
OG0008699	Av_00022405-RA, Av_00019144-RA, Av_00022404-RA	GmISU01.06G073550.1.p, GmISU01.04G072500.1.p
OG0008700	Av_00007407-RA	GmISU01.17G227400.3.p, GmISU01.17G227400.1.p, GmISU01.09G040300.1.p
OG0008701	Av_00021351-RA	GmISU01.16G099600.1.p
OG0008702	Av_00011528-RA, Av_00000120-RA	GmISU01.13G054400.1.p, GmISU01.06G103500.1.p
OG0008703	Av_00011666-RA	GmISU01.09G160100.2.p, GmISU01.09G160100.1.p, GmISU01.01G021000.1.p, GmISU01.18G115800.1.p
OG0008704	Av_00021594-RA, Av_00016338-RA, Av_00012512-RA	GmISU01.11G084300.1.p, GmISU01.11G084300.2.p, GmISU01.12G016500.1.p
OG0008705	Av_00017582-RA, Av_00006241-RA	GmISU01.13G125000.1.p, GmISU01.16G115700.1.p, GmISU01.11G057500.1.p
OG0008706	Av_00010803-RA, Av_00010220-RA	GmISU01.06G036600.1.p, GmISU01.04G036800.1.p
OG0008707	Av_00004484-RA	GmISU01.13G070400.1.p, GmISU01.17G057100.1.p
OG0008708	Av_00012885-RA, Av_00013568-RA, Av_00002048-RA	GmISU01.03G202000.1.p, GmISU01.19G203000.3.p
OG0008709	Av_00009350-RA, Av_00012459-RA	GmISU01.10G097500.1.p
OG0008710	Av_00012480-RA, Av_00016383-RA	GmISU01.16G098200.1.p, GmISU01.02G038700.1.p, GmISU01.02G038700.2.p
OG0008711	Av_00004767-RA	GmISU01.18G217700.2.p, GmISU01.18G217700.1.p, GmISU01.08G231400.2.p, GmISU01.08G231400.1.p
OG0008712	Av_00017785-RA	GmISU01.06G099600.1.p, GmISU01.13G057900.1.p
OG0008713	Av_00006949-RA	GmISU01.06G145100.1.p, GmISU01.04G168200.1.p, GmISU01.05G165800.1.p, GmISU01.08G002800.1.p
OG0008714	Av_00015362-RA, Av_00000403-RA	GmISU01.11G059300.1.p, GmISU01.01G139300.1.p, GmISU01.02G053100.1.p, GmISU01.16G114800.1.p
OG0008715	Av_00007303-RA, Av_00019034-RA	GmISU01.15G058100.1.p, GmISU01.13G218700.1.p
OG0008716	Av_00005626-RA	GmISU01.10G213200.1.p, GmISU01.20G107500.1.p
OG0008717	Av_00021619-RA, Av_00009025-RA	GmISU01.06G018000.1.p, GmISU01.04G019600.1.p
OG0008718	Av_00016317-RA, Av_00011705-RA	GmISU01.01G132000.1.p, GmISU01.11G067200.1.p, GmISU01.02G047000.1.p
OG0008719	Av_00017914-RA	GmISU01.11G042800.1.p, GmISU01.01G155000.1.p, GmISU01.01G155000.3.p, GmISU01.01G155000.2.p
OG0008720	Av_00000066-RA	GmISU01.14G137000.1.p, GmISU01.13G056100.1.p
OG0008722	Av_00004519-RA, Av_00004536-RA	GmISU01.10G221600.4.p, GmISU01.10G221600.5.p, GmISU01.20G096500.1.p
OG0008723	Av_00007735-RA, Av_00000285-RA, Av_00017952-RA	GmISU01.11G053500.1.p, GmISU01.01G144300.1.p, GmISU01.17G161500.1.p
OG0008724	Av_00018742-RA, Av_00008843-RA	GmISU01.07G154800.1.p, GmISU01.08G058900.1.p, GmISU01.07G154800.2.p
OG0008725	Av_00005621-RA	GmISU01.09G157200.3.p, GmISU01.09G157200.2.p, GmISU01.16G094000.2.p, GmISU01.09G157200.1.p, GmISU01.16G094000.1.p
OG0008726	Av_00003165-RA	GmISU01.04G089900.2.p, GmISU01.04G089900.1.p, GmISU01.04G089900.4.p, GmISU01.04G089900.3.p, GmISU01.06G091800.3.p, GmISU01.06G091800.1.p
OG0008727	Av_00018181-RA, Av_00000981-RA	GmISU01.20G097800.1.p, GmISU01.10G220300.1.p
OG0008729	Av_00016750-RA, Av_00020334-RA	GmISU01.05G167400.1.p, GmISU01.08G004300.2.p, GmISU01.08G004300.1.p
OG0008730	Av_00001921-RA, Av_00018979-RA	GmISU01.01G126000.1.p, GmISU01.11G073300.1.p
OG0008731	Av_00000524-RA, Av_00017176-RA	GmISU01.05G019800.1.p
OG0008732	Av_00001369-RA	GmISU01.09G097200.1.p
OG0008733	Av_00021103-RA, Av_00009900-RA	GmISU01.10G106200.1.p, GmISU01.20G058000.1.p
OG0008734	Av_00007912-RA	GmISU01.04G043300.2.p, GmISU01.04G043300.3.p, GmISU01.04G043300.1.p
OG0008735	Av_00017917-RA, Av_00001977-RA	GmISU01.11G043200.1.p, GmISU01.01G154600.1.p
OG0008736	Av_00015335-RA, Av_00000425-RA	GmISU01.04G177200.1.p, GmISU01.06G135200.1.p, GmISU01.06G135200.2.p
OG0008737	Av_00024469-RA	GmISU01.08G068900.1.p
OG0008738	Av_00013381-RA	GmISU01.14G133300.1.p, GmISU01.13G019900.1.p
OG0008739	Av_00018976-RA, Av_00001926-RA	GmISU01.11G071500.1.p, GmISU01.01G127400.1.p
OG0008740	Av_00003190-RA, Av_00013884-RA, Av_00015243-RA	GmISU01.13G056900.1.p
OG0008741	Av_00025107-RA	GmISU01.01G119600.1.p, GmISU01.11G080600.1.p, GmISU01.16G094600.1.p, GmISU01.16G094600.2.p
OG0008742	Av_00015908-RA, Av_00025000-RA	GmISU01.11G045000.2.p, GmISU01.01G152800.2.p, GmISU01.01G152800.1.p
OG0008743	Av_00009998-RA	GmISU01.14G079600.4.p, GmISU01.17G208500.1.p
OG0008744	Av_00000340-RA, Av_00021669-RA	GmISU01.08G174000.1.p, GmISU01.15G042700.1.p, GmISU01.04G204700.1.p
OG0008746	Av_00017327-RA, Av_00012251-RA	GmISU01.05G043700.1.p, GmISU01.17G119900.1.p
OG0008747	Av_00014085-RA	GmISU01.19G089800.2.p, GmISU01.19G089800.1.p
OG0008749	Av_00012286-RA, Av_00004423-RA	GmISU01.11G111750.1.p, GmISU01.12G042300.1.p
OG0008750	Av_00020187-RA	GmISU01.10G188500.5.p, GmISU01.20G129100.2.p, GmISU01.10G188500.4.p, GmISU01.10G188500.3.p
OG0008751	Av_00006615-RA, Av_00016493-RA	GmISU01.16G042700.3.p, GmISU01.16G042700.2.p, GmISU01.16G042700.4.p, GmISU01.16G042700.1.p
OG0008752	Av_00009022-RA	GmISU01.14G186500.2.p, GmISU01.14G186500.1.p
OG0008753	Av_00022819-RA	GmISU01.20G038400.2.p, GmISU01.20G038400.1.p
OG0008754	Av_00015804-RA	GmISU01.06G112000.2.p, GmISU01.04G198000.2.p, GmISU01.06G112000.1.p, GmISU01.04G198000.1.p
OG0008757	Av_00007564-RA	GmISU01.01G047000.2.p, GmISU01.01G047000.1.p, GmISU01.02G100200.1.p
OG0008759	Av_00010895-RA	GmISU01.10G200200.1.p, GmISU01.20G120100.1.p
OG0008760	Av_00007992-RA	GmISU01.08G190800.1.p
OG0008761	Av_00009759-RA, Av_00008801-RA	GmISU01.20G095500.1.p, GmISU01.10G222400.1.p
OG0008762	Av_00006613-RA, Av_00016495-RA	GmISU01.04G169600.1.p
OG0008763	Av_00003491-RA, Av_00020298-RA	GmISU01.11G230700.1.p, GmISU01.18G003700.1.p, GmISU01.05G123800.1.p
OG0008764	Av_00010926-RA	GmISU01.14G122000.1.p, GmISU01.13G055000.1.p
OG0008765	Av_00023003-RA	GmISU01.13G016300.2.p, GmISU01.13G016300.3.p, GmISU01.13G016300.4.p, GmISU01.13G016300.1.p, GmISU01.14G126900.1.p, GmISU01.14G126900.2.p
OG0008766	Av_00004420-RA	GmISU01.12G043800.1.p, GmISU01.11G113500.1.p
OG0008767	Av_00009875-RA	GmISU01.06G004400.1.p, GmISU01.12G028100.1.p
OG0008768	Av_00011343-RA	GmISU01.06G026300.1.p, GmISU01.17G220600.2.p
OG0008770	Av_00008375-RA, Av_00020499-RA, Av_00000121-RA	GmISU01.14G122600.1.p, GmISU01.13G054300.1.p, GmISU01.04G205900.1.p, GmISU01.06G103600.1.p
OG0008771	Av_00016438-RA	GmISU01.09G076400.2.p, GmISU01.09G076400.3.p, GmISU01.09G076400.4.p, GmISU01.15G172800.2.p
OG0008772	Av_00017808-RA, Av_00022481-RA	GmISU01.16G128800.4.p, GmISU01.16G128800.3.p, GmISU01.16G128800.1.p, GmISU01.02G067200.3.p, GmISU01.02G067200.1.p, GmISU01.02G067200.2.p
OG0008773	Av_00003186-RA	GmISU01.13G055800.1.p
OG0008774	Av_00019871-RA	GmISU01.08G129700.2.p, GmISU01.08G129700.1.p, GmISU01.05G153300.2.p, GmISU01.05G153300.1.p
OG0008776	Av_00003842-RA, Av_00005030-RA	GmISU01.17G197100.1.p, GmISU01.17G197100.3.p, GmISU01.17G197100.2.p, GmISU01.14G090800.4.p, GmISU01.14G090800.6.p, GmISU01.14G090800.5.p
OG0008777	Av_00020962-RA	GmISU01.06G139500.1.p, GmISU01.04G173400.2.p, GmISU01.04G173400.1.p
OG0008779	Av_00002370-RA	GmISU01.12G125900.1.p, GmISU01.12G125900.2.p, GmISU01.06G207400.1.p
OG0008780	Av_00017529-RA	GmISU01.20G065900.2.p, GmISU01.20G065900.1.p
OG0008781	Av_00016414-RA	GmISU01.12G187600.1.p, GmISU01.13G241400.1.p
OG0008782	Av_00019132-RA	GmISU01.13G100500.1.p, GmISU01.13G100500.2.p, GmISU01.10G037700.1.p
OG0008783	Av_00014122-RA, Av_00005632-RA	GmISU01.07G157200.2.p, GmISU01.07G157200.1.p, GmISU01.08G056300.1.p, GmISU01.08G056300.3.p
OG0008784	Av_00006585-RA	GmISU01.02G248800.1.p, GmISU01.14G024000.1.p
OG0008785	Av_00008507-RA	GmISU01.09G220200.1.p, GmISU01.18G174000.1.p
OG0008787	Av_00000219-RA	GmISU01.06G199500.2.p, GmISU01.06G199500.1.p, GmISU01.12G129000.1.p
OG0008788	Av_00014003-RA	GmISU01.05G169900.1.p, GmISU01.08G007000.5.p, GmISU01.08G007000.4.p
OG0008789	Av_00018478-RA	GmISU01.15G088100.1.p, GmISU01.13G184800.1.p
OG0008790	Av_00010362-RA, Av_00014529-RA	GmISU01.06G226100.1.p, GmISU01.12G114400.1.p
OG0008791	Av_00014119-RA	GmISU01.12G152500.1.p, GmISU01.13G276600.1.p
OG0008792	Av_00010088-RA	GmISU01.14G028600.1.p
OG0008793	Av_00002441-RA	GmISU01.12G184100.2.p
OG0008795	Av_00019714-RA	GmISU01.02G213700.1.p
OG0008796	Av_00007093-RA	GmISU01.14G042300.2.p, GmISU01.02G233000.1.p, GmISU01.14G042300.1.p
OG0008799	Av_00002532-RA, Av_00015771-RA	GmISU01.12G121500.1.p
OG0008800	Av_00020054-RA	GmISU01.09G072200.1.p, GmISU01.15G168700.1.p
OG0008802	Av_00017439-RA	GmISU01.12G116200.1.p, GmISU01.12G101400.2.p, GmISU01.12G101400.1.p, GmISU01.12G101400.3.p
OG0008803	Av_00012445-RA	GmISU01.04G129100.1.p
OG0008804	Av_00010682-RA, Av_00018592-RA	GmISU01.08G047800.1.p
OG0008805	Av_00009227-RA	GmISU01.01G188000.1.p, GmISU01.11G011500.2.p
OG0008806	Av_00017753-RA, Av_00004764-RA, Av_00006201-RA	GmISU01.14G047100.1.p, GmISU01.02G226900.1.p
OG0008808	Av_00000174-RA	GmISU01.08G280600.4.p, GmISU01.08G280600.3.p, GmISU01.08G280600.2.p, GmISU01.08G280600.1.p, GmISU01.14G023100.2.p
OG0008809	Av_00022312-RA	GmISU01.13G260600.1.p, GmISU01.12G169800.1.p, GmISU01.12G097400.1.p, GmISU01.06G251000.1.p
OG0008810	Av_00018157-RA	GmISU01.07G031300.2.p, GmISU01.07G031300.1.p, GmISU01.08G193500.1.p
OG0008811	Av_00020403-RA, Av_00014050-RA	GmISU01.19G089300.3.p, GmISU01.19G089300.1.p, GmISU01.19G089300.2.p, GmISU01.03G006600.1.p
OG0008812	Av_00023425-RA	GmISU01.17G065500.1.p, GmISU01.02G173800.1.p
OG0008813	Av_00010073-RA, Av_00014324-RA	GmISU01.04G073900.1.p, GmISU01.06G075000.1.p
OG0008814	Av_00024462-RA, Av_00007141-RA	GmISU01.13G087100.1.p, GmISU01.17G040600.1.p, GmISU01.13G087100.2.p
OG0008815	Av_00005931-RA	GmISU01.07G160200.1.p
OG0008816	Av_00019868-RA	GmISU01.17G120900.1.p, GmISU01.01G106400.1.p
OG0008817	Av_00008726-RA, Av_00023134-RA	GmISU01.13G261700.1.p, GmISU01.12G168800.1.p
OG0008818	Av_00010440-RA, Av_00014593-RA	GmISU01.08G017100.1.p, GmISU01.05G180400.1.p, GmISU01.05G180400.2.p, GmISU01.08G017100.2.p
OG0008820	Av_00012321-RA, Av_00004495-RA	GmISU01.18G157300.1.p, GmISU01.18G157300.2.p, GmISU01.09G234400.1.p, GmISU01.09G234400.2.p
OG0008822	Av_00001100-RA, Av_00021255-RA	GmISU01.15G197400.1.p, GmISU01.13G165300.1.p
OG0008823	Av_00019949-RA	GmISU01.15G201700.1.p, GmISU01.13G067400.1.p
OG0008824	Av_00000916-RA	GmISU01.08G042500.1.p, GmISU01.05G205200.1.p, GmISU01.05G205200.3.p
OG0008825	Av_00001601-RA, Av_00009161-RA	GmISU01.10G203700.1.p, GmISU01.20G116700.1.p
OG0008827	Av_00003995-RA	GmISU01.17G096800.4.p, GmISU01.13G137500.2.p, GmISU01.13G137500.1.p, GmISU01.17G096800.1.p, GmISU01.17G096800.3.p
OG0008828	Av_00012778-RA, Av_00006229-RA	GmISU01.14G118100.1.p
OG0008829	Av_00001603-RA, Av_00009376-RA	GmISU01.20G118100.1.p, GmISU01.20G118100.2.p, GmISU01.10G202600.1.p
OG0008830	Av_00014766-RA	GmISU01.10G200700.1.p, GmISU01.10G200700.2.p
OG0008831	Av_00017740-RA	GmISU01.12G162300.2.p, GmISU01.13G268500.1.p
OG0008832	Av_00020899-RA, Av_00023150-RA, Av_00017313-RA, Av_00003518-RA, Av_00012988-RA, Av_00018042-RA, Av_00017827-RA, Av_00025029-RA	GmISU01.17G073700.1.p, GmISU01.05G017400.1.p
OG0008835	Av_00009835-RA	GmISU01.09G051700.1.p, GmISU01.15G148200.1.p
OG0008836	Av_00018807-RA	GmISU01.19G080400.5.p, GmISU01.19G080400.3.p, GmISU01.19G080400.4.p, GmISU01.19G080400.2.p, GmISU01.16G039600.1.p, GmISU01.16G039600.3.p, GmISU01.16G039600.2.p
OG0008837	Av_00003242-RA	GmISU01.09G209100.1.p, GmISU01.18G184900.1.p, GmISU01.16G027500.1.p, GmISU01.07G057400.1.p
OG0008839	Av_00010349-RA	GmISU01.17G131600.1.p, GmISU01.05G056400.1.p
OG0008840	Av_00004685-RA, Av_00018275-RA, Av_00010101-RA	GmISU01.05G144500.5.p, GmISU01.05G144500.4.p, GmISU01.05G144400.1.p, GmISU01.05G144500.6.p, GmISU01.08G120100.1.p
OG0008842	Av_00012143-RA	GmISU01.19G012400.1.p, GmISU01.19G012400.2.p
OG0008843	Av_00023427-RA	GmISU01.17G064400.2.p
OG0008844	Av_00012305-RA, Av_00004410-RA	GmISU01.15G158100.1.p, GmISU01.09G061200.1.p, GmISU01.09G066100.1.p, GmISU01.06G049600.1.p, GmISU01.04G051200.1.p
OG0008845	Av_00017179-RA	GmISU01.07G052200.1.p, GmISU01.16G022700.3.p, GmISU01.16G022700.1.p
OG0008846	Av_00016621-RA	GmISU01.19G190700.1.p, GmISU01.19G190700.2.p
OG0008849	Av_00023646-RA, Av_00017134-RA	GmISU01.17G043300.1.p, GmISU01.13G084000.1.p
OG0008851	Av_00008018-RA	GmISU01.13G310900.1.p, GmISU01.13G310900.3.p
OG0008854	Av_00023424-RA, Av_00017119-RA	GmISU01.17G065600.1.p, GmISU01.02G173600.1.p
OG0008856	Av_00018654-RA, Av_00008393-RA	GmISU01.07G057000.1.p
OG0008857	Av_00008906-RA	GmISU01.08G026600.1.p, GmISU01.07G113600.1.p
OG0008858	Av_00016807-RA	GmISU01.08G208500.1.p
OG0008859	Av_00015070-RA, Av_00006116-RA, Av_00017667-RA	GmISU01.11G211200.1.p, GmISU01.18G022900.1.p
OG0008861	Av_00024415-RA, Av_00017162-RA	GmISU01.13G278300.1.p, GmISU01.12G150700.1.p, GmISU01.12G150700.2.p
OG0008863	Av_00020399-RA	GmISU01.04G104400.1.p
OG0008864	Av_00004135-RA	GmISU01.15G016700.1.p, GmISU01.13G314600.1.p
OG0008865	Av_00023595-RA, Av_00004476-RA	GmISU01.15G148900.1.p, GmISU01.09G052700.1.p
OG0008867	Av_00021631-RA	GmISU01.04G121200.1.p, GmISU01.06G191800.1.p, GmISU01.17G108500.2.p, GmISU01.17G108500.1.p
OG0008868	Av_00018110-RA	GmISU01.13G308500.1.p
OG0008869	Av_00020747-RA	GmISU01.07G004400.1.p
OG0008871	Av_00018583-RA	GmISU01.05G053800.5.p, GmISU01.05G053800.8.p, GmISU01.05G053800.7.p, GmISU01.05G053800.3.p, GmISU01.05G053800.6.p, GmISU01.05G053800.4.p
OG0008872	Av_00004783-RA	GmISU01.19G180500.1.p, GmISU01.03G179300.1.p
OG0008873	Av_00015555-RA	GmISU01.18G152700.2.p, GmISU01.18G152700.1.p, GmISU01.07G133300.1.p, GmISU01.07G133300.3.p, GmISU01.16G084300.1.p
OG0008874	Av_00024175-RA, Av_00024899-RA	GmISU01.16G019300.1.p, GmISU01.03G216100.1.p, GmISU01.19G217500.1.p
OG0008876	Av_00022742-RA	GmISU01.13G038700.1.p
OG0008877	Av_00019756-RA	GmISU01.11G094200.1.p
OG0008879	Av_00012912-RA, Av_00001608-RA, Av_00001609-RA, Av_00009381-RA	GmISU01.09G116200.1.p, GmISU01.16G169200.1.p
OG0008882	Av_00015805-RA	GmISU01.18G240700.1.p, GmISU01.08G323200.1.p
OG0008883	Av_00009370-RA	GmISU01.10G144500.1.p, GmISU01.20G171600.1.p, GmISU01.09G119900.1.p, GmISU01.16G172900.1.p
OG0008884	Av_00021247-RA, Av_00023856-RA	GmISU01.06G072000.1.p, GmISU01.04G071100.1.p
OG0008885	Av_00014549-RA, Av_00010385-RA	GmISU01.08G045300.2.p, GmISU01.08G045300.1.p, GmISU01.05G207600.1.p, GmISU01.05G207600.2.p
OG0008887	Av_00004138-RA	GmISU01.07G076000.1.p, GmISU01.09G153900.1.p
OG0008888	Av_00005169-RA	GmISU01.08G207200.2.p, GmISU01.07G003100.1.p
OG0008889	Av_00008014-RA	GmISU01.08G185700.1.p
OG0008890	Av_00023078-RA	GmISU01.09G224300.1.p, GmISU01.18G168100.1.p
OG0008891	Av_00010057-RA	GmISU01.13G324000.2.p, GmISU01.13G324000.1.p, GmISU01.15G006400.1.p
OG0008893	Av_00019520-RA	GmISU01.01G109900.1.p
OG0008895	Av_00020212-RA	GmISU01.14G104900.1.p
OG0008896	Av_00004768-RA	GmISU01.02G231300.1.p, GmISU01.14G042800.1.p
OG0008897	Av_00013059-RA, Av_00018896-RA	GmISU01.01G190400.1.p, GmISU01.11G009500.1.p
OG0008898	Av_00017180-RA	GmISU01.12G191100.3.p, GmISU01.12G191100.1.p, GmISU01.12G191100.2.p, GmISU01.13G236300.1.p
OG0008899	Av_00021410-RA, Av_00005880-RA	GmISU01.08G106700.1.p, GmISU01.05G132300.1.p, GmISU01.05G132300.2.p, GmISU01.05G132300.3.p
OG0008900	Av_00012668-RA	GmISU01.19G109200.1.p, GmISU01.03G104600.1.p
OG0008901	Av_00013629-RA, Av_00008251-RA	GmISU01.20G200400.3.p, GmISU01.10G249300.2.p, GmISU01.20G200400.1.p, GmISU01.20G200400.2.p, GmISU01.10G249300.1.p
OG0008902	Av_00003013-RA	GmISU01.06G259800.1.p, GmISU01.12G089700.1.p
OG0008903	Av_00000485-RA, Av_00022367-RA	GmISU01.01G127200.1.p, GmISU01.11G071700.1.p
OG0008906	Av_00023896-RA	GmISU01.02G178300.2.p, GmISU01.02G178300.1.p, GmISU01.14G147900.4.p, GmISU01.14G147900.2.p, GmISU01.14G147900.3.p
OG0008908	Av_00005541-RA, Av_00006042-RA	GmISU01.04G181200.1.p, GmISU01.06G130600.1.p
OG0008909	Av_00004049-RA	GmISU01.17G111300.1.p, GmISU01.17G111300.3.p, GmISU01.05G011400.1.p, GmISU01.05G011400.2.p, GmISU01.17G111300.5.p, GmISU01.17G111300.2.p
OG0008910	Av_00017742-RA	GmISU01.12G162600.1.p
OG0008912	Av_00008173-RA	GmISU01.20G150800.1.p, GmISU01.20G150800.2.p, GmISU01.10G165000.1.p
OG0008913	Av_00015740-RA	GmISU01.10G064700.1.p, GmISU01.13G127100.1.p
OG0008914	Av_00008517-RA, Av_00021074-RA	GmISU01.14G040800.1.p, GmISU01.02G233700.2.p, GmISU01.02G233700.4.p
OG0008915	Av_00023511-RA	GmISU01.14G159200.2.p, GmISU01.14G159200.1.p, GmISU01.18G058700.1.p
OG0008916	Av_00022125-RA	GmISU01.10G080300.1.p
OG0008917	Av_00006499-RA, Av_00013686-RA, Av_00004341-RA	GmISU01.19G084200.1.p, GmISU01.16G036200.1.p, GmISU01.02G065500.1.p
OG0008918	Av_00001159-RA	GmISU01.10G174100.1.p, GmISU01.20G142400.4.p, GmISU01.20G142400.3.p, GmISU01.20G142400.5.p, GmISU01.20G142400.1.p
OG0008919	Av_00020702-RA	GmISU01.12G064500.1.p, GmISU01.11G135700.1.p
OG0008920	Av_00003559-RA	GmISU01.10G249600.1.p, GmISU01.20G200700.1.p
OG0008921	Av_00013474-RA	GmISU01.10G052200.1.p, GmISU01.13G115600.1.p
OG0008922	Av_00023037-RA	GmISU01.09G025500.1.p, GmISU01.02G144400.1.p
OG0008923	Av_00020078-RA, Av_00015447-RA	GmISU01.13G187100.1.p
OG0008924	Av_00024007-RA, Av_00024208-RA	GmISU01.04G203100.1.p, GmISU01.06G106500.1.p
OG0008925	Av_00006006-RA	GmISU01.05G136700.2.p, GmISU01.05G136700.1.p
OG0008926	Av_00009169-RA	GmISU01.18G151100.1.p, GmISU01.07G131700.1.p, GmISU01.01G091800.1.p, GmISU01.03G044600.1.p
OG0008927	Av_00019730-RA	GmISU01.08G279600.1.p, GmISU01.18G086600.2.p, GmISU01.18G086600.1.p
OG0008928	Av_00009631-RA	GmISU01.13G289900.1.p
OG0008929	Av_00012765-RA, Av_00006218-RA, Av_00018528-RA, Av_00012690-RA	GmISU01.02G267700.1.p
OG0008930	Av_00004761-RA, Av_00016951-RA	GmISU01.19G154800.7.p, GmISU01.19G154800.1.p, GmISU01.19G154800.4.p, GmISU01.19G154800.5.p, GmISU01.19G154800.6.p
OG0008931	Av_00010763-RA	GmISU01.06G233700.1.p
OG0008932	Av_00011583-RA	GmISU01.17G002000.1.p, GmISU01.17G002000.2.p
OG0008933	Av_00004774-RA	GmISU01.06G258300.1.p, GmISU01.12G090300.1.p
OG0008935	Av_00010148-RA	GmISU01.12G066000.1.p
OG0008937	Av_00023627-RA	GmISU01.07G001200.1.p, GmISU01.07G001200.2.p, GmISU01.08G209700.1.p, GmISU01.08G209700.3.p
OG0008938	Av_00000155-RA	GmISU01.08G289000.1.p
OG0008939	Av_00023721-RA	GmISU01.14G165400.1.p, GmISU01.02G196100.1.p
