Orthogroup	A_vesiculosa.proteins	A_thaliana.proteins
OG0009492	Av_00005876-RA	AT4G18780.1
OG0009493	Av_00007826-RA	AT1G78770.1
OG0009495	Av_00017259-RA, Av_00022435-RA, Av_00022828-RA	AT4G35490.2, AT4G35490.1
OG0009496	Av_00006202-RA	AT5G35670.1
OG0009497	Av_00007968-RA	AT4G05440.1, AT4G05440.2
OG0009498	Av_00018274-RA, Av_00012820-RA	AT5G47520.1
OG0009499	Av_00022569-RA	AT5G11330.1, AT5G11330.2
OG0009500	Av_00011045-RA, Av_00004479-RA	AT5G35320.1
OG0009501	Av_00007089-RA, Av_00008273-RA	AT5G10810.1
OG0009502	Av_00015813-RA, Av_00023440-RA	AT3G14180.1
OG0009503	Av_00000318-RA	AT4G22760.1
OG0009505	Av_00010054-RA	AT1G15730.1, AT1G80480.1
OG0009506	Av_00003199-RA	AT2G45520.1
OG0009507	Av_00008894-RA	AT4G26240.1
OG0009508	Av_00017117-RA, Av_00020722-RA, Av_00023429-RA	AT4G30440.1
OG0009509	Av_00022382-RA	AT1G45332.1, AT2G45030.1
OG0009510	Av_00022824-RA	AT4G32910.1
OG0009511	Av_00016698-RA	AT5G23760.1, AT5G23760.2
OG0009513	Av_00003853-RA	AT5G05510.1
OG0009514	Av_00006046-RA	AT4G17540.1
OG0009515	Av_00004003-RA, Av_00004916-RA	AT5G20350.1
OG0009516	Av_00008881-RA, Av_00019296-RA	AT5G19690.1, AT5G19690.2
OG0009517	Av_00018278-RA	AT1G63780.1
OG0009518	Av_00015213-RA, Av_00010876-RA	AT4G00400.1, AT1G01610.1
OG0009521	Av_00019517-RA	AT4G28950.1
OG0009522	Av_00013339-RA	AT2G28910.2, AT2G28910.3, AT2G28910.1
OG0009523	Av_00021528-RA	AT2G45270.1
OG0009524	Av_00010644-RA	AT3G42630.1
OG0009525	Av_00009906-RA	AT4G29750.2, AT4G29750.1
OG0009526	Av_00019543-RA, Av_00019075-RA	AT1G55205.1, AT1G55205.2, AT3G13674.1
OG0009527	Av_00003102-RA, Av_00022928-RA	AT1G80750.1
OG0009529	Av_00023352-RA, Av_00018564-RA	AT1G12530.1
OG0009530	Av_00020792-RA, Av_00018822-RA	AT4G30010.1
OG0009531	Av_00003607-RA	AT2G24860.1
OG0009532	Av_00017625-RA	AT5G24490.1
OG0009533	Av_00007987-RA	AT1G79915.2, AT1G79915.1
OG0009534	Av_00022380-RA	AT1G16180.2, AT1G16180.1
OG0009536	Av_00009826-RA, Av_00011026-RA	AT2G18860.3, AT2G18860.2, AT2G18860.1, AT4G30240.1
OG0009537	Av_00006821-RA	AT1G52640.1
OG0009538	Av_00001122-RA, Av_00020104-RA	AT4G31850.1
OG0009540	Av_00007961-RA, Av_00010060-RA	AT3G15820.1, AT3G15830.1
OG0009541	Av_00010887-RA, Av_00013912-RA	AT4G00585.1
OG0009543	Av_00006802-RA, Av_00006801-RA, Av_00004132-RA, Av_00008002-RA	AT1G79800.1
OG0009546	Av_00010355-RA	AT5G47500.1
OG0009547	Av_00005920-RA	AT5G62270.1, AT5G62270.2
OG0009548	Av_00008607-RA	AT4G01050.1, AT4G01050.2
OG0009549	Av_00013599-RA	AT5G52520.1
OG0009550	Av_00010267-RA, Av_00008660-RA, Av_00014691-RA	AT4G01200.1
OG0009552	Av_00018122-RA	AT1G73020.3, AT1G73020.1, AT1G73020.2
OG0009553	Av_00007120-RA, Av_00003609-RA	AT2G07170.1
OG0009554	Av_00007772-RA	AT5G50550.1, AT5G50650.1, AT2G01470.1
OG0009555	Av_00009528-RA, Av_00009527-RA	AT1G16070.1, AT1G16070.2, AT1G16070.3
OG0009556	Av_00023857-RA, Av_00007125-RA, Av_00003616-RA	AT4G31300.3, AT4G31300.2, AT4G31300.1
OG0009559	Av_00019283-RA	AT2G19540.1
OG0009560	Av_00009055-RA	AT2G10950.3, AT2G10950.1, AT2G10950.2
OG0009561	Av_00009174-RA, Av_00014771-RA	AT4G25570.1
OG0009562	Av_00004373-RA, Av_00008206-RA	AT5G13610.1
OG0009563	Av_00010029-RA	AT5G10910.1
OG0009565	Av_00023000-RA	AT2G39930.3, AT2G39930.2, AT2G39930.1
OG0009566	Av_00012902-RA, Av_00009162-RA	AT5G62190.1
OG0009567	Av_00017106-RA	AT4G25840.1, AT5G57440.1
OG0009568	Av_00003617-RA	AT4G31270.1
OG0009569	Av_00004226-RA	AT2G19670.1, AT4G29510.1
OG0009570	Av_00019881-RA, Av_00003279-RA, Av_00013971-RA	AT2G31305.1
OG0009571	Av_00004398-RA	AT3G06530.4, AT3G06530.3, AT3G06530.2, AT3G06530.1, AT3G06530.5
OG0009573	Av_00006600-RA	AT2G31290.1, AT2G31290.2
OG0009574	Av_00007142-RA, Av_00004508-RA	AT2G26440.1
OG0009576	Av_00007232-RA	AT2G19430.1
OG0009577	Av_00008395-RA	AT5G55960.1
OG0009579	Av_00004411-RA	AT5G12040.1
OG0009580	Av_00017960-RA, Av_00008329-RA	AT4G31040.1
OG0009581	Av_00024493-RA	AT1G12770.2, AT1G12770.1
OG0009582	Av_00021484-RA	AT4G22580.1
OG0009583	Av_00023585-RA	AT1G80620.1, AT1G15810.1
OG0009585	Av_00009159-RA	AT5G51700.2, AT5G51700.1
OG0009586	Av_00018576-RA, Av_00010702-RA	AT1G62750.1
OG0009587	Av_00004324-RA	AT3G49990.1
OG0009588	Av_00007397-RA, Av_00003785-RA	AT5G20070.1
OG0009589	Av_00015318-RA	AT2G23120.1, AT2G23110.2, AT2G23110.1, AT2G33690.1
OG0009590	Av_00008902-RA, Av_00006284-RA, Av_00020919-RA	AT5G58640.1, AT5G58640.2, AT3G47300.1
OG0009594	Av_00023824-RA	AT3G52940.1
OG0009595	Av_00002824-RA	AT3G58470.1
OG0009597	Av_00009068-RA, Av_00015568-RA	AT2G07690.2, AT2G07690.1
OG0009598	Av_00013672-RA, Av_00006491-RA	AT2G38710.2, AT2G38710.3, AT2G38710.4, AT2G38710.1
OG0009599	Av_00022419-RA	AT3G46870.2, AT3G46870.1
OG0009600	Av_00019025-RA	AT3G29130.2, AT3G29130.5, AT3G29130.6, AT3G29130.1, AT3G29130.3, AT3G29130.4
OG0009602	Av_00004729-RA	AT2G42820.1
OG0009603	Av_00005819-RA	AT4G05360.1, AT3G59550.1
OG0009604	Av_00003044-RA	AT5G56050.1, AT4G26490.1
OG0009605	Av_00017368-RA	AT5G22640.1, AT5G22640.2, AT5G22640.3
OG0009606	Av_00008469-RA	AT5G22875.2, AT5G22875.3, AT5G22875.1
OG0009608	Av_00002775-RA, Av_00005186-RA	AT1G30460.2, AT1G30460.1
OG0009609	Av_00015680-RA	AT5G06240.1
OG0009611	Av_00018772-RA, Av_00015296-RA, Av_00021784-RA	AT3G15000.1
OG0009612	Av_00001798-RA	AT1G74240.2, AT1G74240.1
OG0009613	Av_00014777-RA	AT2G28105.2, AT2G28105.1
OG0009614	Av_00013488-RA, Av_00020035-RA	AT3G21540.1
OG0009615	Av_00016945-RA	AT5G64150.1
OG0009616	Av_00020582-RA, Av_00006733-RA	AT3G56910.1
OG0009618	Av_00010129-RA	AT3G22290.1, AT3G22290.2
OG0009619	Av_00023305-RA	AT5G53800.1
OG0009621	Av_00003844-RA	AT2G40460.1
OG0009622	Av_00004167-RA	AT1G80600.1
OG0009623	Av_00015614-RA	AT5G57080.1, AT4G26055.1
OG0009625	Av_00013564-RA	AT4G21800.1, AT4G21800.2
OG0009627	Av_00022383-RA, Av_00022949-RA	AT4G35630.1, AT2G17630.1
OG0009628	Av_00024770-RA, Av_00012218-RA	AT2G34690.1
OG0009630	Av_00003394-RA, Av_00010853-RA	AT1G10180.1
OG0009631	Av_00024500-RA	AT2G40550.1
OG0009632	Av_00017314-RA	AT3G44680.1
OG0009633	Av_00014405-RA	AT5G12410.1
OG0009634	Av_00024087-RA	AT5G52980.1, AT5G52980.2
OG0009635	Av_00022642-RA	AT3G17930.1
OG0009636	Av_00011388-RA, Av_00015965-RA	AT2G16630.1
OG0009637	Av_00019180-RA	AT1G78590.2, AT1G78590.1
OG0009638	Av_00009325-RA	AT1G03520.2, AT1G03520.1, AT4G03340.1, AT4G03340.2
OG0009639	Av_00012851-RA, Av_00024411-RA	AT3G59030.2, AT3G59030.1
OG0009640	Av_00024562-RA	AT5G46280.4, AT5G46280.2, AT5G46280.3, AT5G46280.1
OG0009641	Av_00013638-RA, Av_00023404-RA	AT2G43945.1, AT3G59870.1
OG0009642	Av_00013121-RA, Av_00008536-RA	AT2G20875.1
OG0009643	Av_00017666-RA	AT2G30105.1
OG0009644	Av_00006510-RA	AT1G51110.1
OG0009646	Av_00018399-RA	AT5G03110.1, AT2G37100.1
OG0009647	Av_00014894-RA	AT5G19500.1
OG0009648	Av_00012923-RA, Av_00002080-RA	AT5G13480.1, AT5G13480.3, AT5G13480.4, AT5G13480.2
OG0009649	Av_00003939-RA	AT4G35540.1
OG0009650	Av_00014963-RA, Av_00015840-RA	AT2G27810.1, AT2G27810.4
OG0009651	Av_00015701-RA, Av_00013485-RA, Av_00021174-RA	AT2G36835.1
OG0009652	Av_00012042-RA	AT2G40600.1
OG0009653	Av_00016924-RA	AT1G07970.1
OG0009654	Av_00022626-RA	AT5G24760.3, AT5G24760.2, AT5G24760.4, AT5G24760.1
OG0009655	Av_00009258-RA	AT5G50390.1
OG0009657	Av_00017256-RA	AT3G56040.1
OG0009658	Av_00008184-RA	AT3G10420.2, AT3G10420.1
OG0009659	Av_00012748-RA	AT2G04740.1, AT2G04740.3, AT2G04740.2, AT2G04740.4
OG0009660	Av_00020551-RA	AT5G02140.2, AT5G02140.1
OG0009661	Av_00013215-RA	AT5G44450.1, AT5G44450.2
OG0009663	Av_00018397-RA, Av_00021344-RA	AT5G03170.1
OG0009665	Av_00007492-RA	AT3G15390.3, AT3G15390.2, AT3G15390.1
OG0009666	Av_00005045-RA, Av_00002978-RA	AT1G32070.3, AT1G32070.2, AT1G32070.1
OG0009667	Av_00007884-RA	AT5G54910.1
OG0009668	Av_00018364-RA	AT5G44635.1, AT5G44635.2
OG0009669	Av_00022063-RA	AT4G04180.1, AT4G04180.2
OG0009670	Av_00019488-RA	AT3G57600.1
OG0009672	Av_00015723-RA	AT5G55810.1
OG0009674	Av_00017379-RA	AT4G30600.1, AT4G30600.2
OG0009675	Av_00011878-RA	AT3G32930.2, AT3G32930.1
OG0009676	Av_00000845-RA	AT4G19860.1
OG0009677	Av_00017441-RA	AT2G20635.1
OG0009678	Av_00003873-RA	AT3G22150.2, AT3G22150.1
OG0009680	Av_00007023-RA	AT3G13450.1, AT1G55510.1
OG0009681	Av_00018393-RA, Av_00021348-RA	AT3G53400.1
OG0009682	Av_00000785-RA, Av_00020317-RA	AT1G47813.1, AT1G47820.1, AT1G47820.2
OG0009683	Av_00006182-RA, Av_00006181-RA, Av_00008446-RA	AT5G44170.1
OG0009684	Av_00007160-RA, Av_00008781-RA, Av_00008780-RA	AT2G17265.1
OG0009686	Av_00015691-RA	AT2G36810.1, AT2G36810.2, AT2G36810.3
OG0009687	Av_00019829-RA, Av_00011952-RA	AT2G32480.2, AT2G32480.1, AT1G05140.1
OG0009688	Av_00015392-RA	AT4G01020.1, AT5G10370.1
OG0009690	Av_00011895-RA, Av_00014384-RA, Av_00001181-RA	AT2G32080.2, AT2G32080.1
OG0009691	Av_00001236-RA	AT3G03330.1
OG0009692	Av_00023315-RA	AT5G36000.1, AT3G61730.1
OG0009693	Av_00013250-RA	AT1G05385.1, AT1G05385.2
OG0009694	Av_00003153-RA	AT1G22850.1, AT1G22850.2
OG0009695	Av_00017041-RA	AT5G43430.1, AT5G43430.4, AT5G43430.3, AT5G43430.2
OG0009696	Av_00000957-RA	AT5G57960.1, AT5G57960.2
OG0009699	Av_00023054-RA	AT4G14147.3, AT4G14147.1, AT4G14147.2
OG0009700	Av_00020352-RA	AT3G05100.1
OG0009702	Av_00007904-RA	AT2G01410.1
OG0009703	Av_00000035-RA, Av_00011427-RA	AT4G01320.3, AT4G01320.2, AT4G01320.1
OG0009704	Av_00021573-RA, Av_00000473-RA	AT2G18040.1
OG0009705	Av_00002639-RA	AT3G04130.2, AT3G04130.1
OG0009706	Av_00007838-RA	AT3G19260.1
OG0009707	Av_00009992-RA	AT5G59470.2, AT5G59470.1, AT4G07390.1, AT4G07390.2
OG0009708	Av_00001949-RA	AT4G36290.1, AT4G36280.1
OG0009709	Av_00023377-RA	AT5G49480.1
OG0009710	Av_00022698-RA	AT4G10950.1, AT4G10950.2
OG0009711	Av_00020988-RA, Av_00016488-RA	AT3G17465.1
OG0009712	Av_00018044-RA, Av_00020850-RA	AT3G06980.1
OG0009714	Av_00012022-RA	AT4G09750.1
OG0009715	Av_00009627-RA	AT4G28730.1, AT4G28730.2
OG0009716	Av_00022725-RA	AT4G09580.1, AT1G71940.1
OG0009717	Av_00001937-RA, Av_00018972-RA	AT1G47830.1
OG0009718	Av_00002642-RA	AT3G26085.2, AT3G26085.1, AT3G26085.3, AT3G26085.4
OG0009719	Av_00013019-RA, Av_00024024-RA	AT5G24300.1, AT5G24300.2
OG0009720	Av_00000835-RA	AT4G30500.1, AT2G23940.3, AT2G23940.2, AT2G23940.1
OG0009722	Av_00016591-RA	AT3G50770.1
OG0009723	Av_00017560-RA, Av_00024650-RA	AT4G10390.1, AT1G33260.1, AT1G33260.2
OG0009724	Av_00014207-RA	AT2G18465.1
OG0009725	Av_00023321-RA	AT3G26790.1
OG0009726	Av_00023835-RA, Av_00009715-RA	AT1G03110.1
OG0009727	Av_00017020-RA, Av_00017019-RA	AT4G14790.2, AT4G14790.1
OG0009728	Av_00001378-RA, Av_00003356-RA	AT2G22425.2, AT2G22425.1, AT4G40042.1
OG0009730	Av_00019322-RA	AT3G27180.1
OG0009731	Av_00017794-RA	AT5G09320.1, AT3G19770.2, AT3G19770.1
OG0009732	Av_00024424-RA	AT4G01790.1
OG0009733	Av_00024521-RA	AT3G25480.1
OG0009735	Av_00004884-RA	AT3G24330.1
OG0009736	Av_00011701-RA, Av_00016314-RA	AT2G18050.1, AT2G18050.2
OG0009738	Av_00000640-RA, Av_00020460-RA	AT5G18940.1, AT5G18940.2
OG0009739	Av_00023912-RA, Av_00001528-RA	AT4G14330.1
OG0009741	Av_00012762-RA	AT4G12680.1
OG0009742	Av_00016299-RA	AT1G33270.1, AT1G33270.2
OG0009743	Av_00004543-RA	AT4G34730.3, AT4G34730.2, AT4G34730.1
OG0009745	Av_00001120-RA	AT1G71480.3, AT1G71480.2, AT1G71480.1
OG0009746	Av_00020911-RA, Av_00006276-RA	AT1G33680.1, AT4G10070.1
OG0009747	Av_00008797-RA	AT2G01640.2, AT2G01640.1
OG0009749	Av_00004279-RA	AT2G21150.1
OG0009750	Av_00009890-RA, Av_00011094-RA	AT2G21470.2, AT2G21470.1, AT2G21470.3
OG0009751	Av_00000256-RA	AT1G67700.2, AT1G67700.5, AT1G67700.4, AT1G67700.3, AT1G67700.1
OG0009752	Av_00007756-RA, Av_00000280-RA, Av_00023337-RA, Av_00020248-RA	AT1G67660.2, AT1G67660.3, AT1G67660.1
OG0009753	Av_00010361-RA	AT4G25200.1, AT5G51440.1
OG0009754	Av_00022303-RA	AT5G49650.1
OG0009756	Av_00023899-RA	AT5G16750.1
OG0009757	Av_00018860-RA	AT3G26710.1
OG0009758	Av_00002633-RA	AT1G67560.1
OG0009759	Av_00021005-RA, Av_00020176-RA	AT1G13170.2, AT1G13170.1
OG0009760	Av_00023879-RA, Av_00019718-RA, Av_00014615-RA	AT1G72020.1
OG0009761	Av_00007426-RA, Av_00003749-RA	AT1G21080.2, AT1G21080.1, AT1G21080.3, AT1G76700.1
OG0009762	Av_00000048-RA	AT4G00560.1, AT4G00560.4, AT4G00560.2, AT4G00560.3
OG0009763	Av_00002198-RA	AT5G44030.2, AT5G44030.1, AT5G44030.3
OG0009764	Av_00002767-RA, Av_00005197-RA	AT1G28140.1
OG0009765	Av_00006686-RA	AT5G08650.1, AT5G08650.2
OG0009767	Av_00008369-RA	AT1G71500.1
OG0009768	Av_00019969-RA	AT5G19840.2, AT5G19840.1
OG0009769	Av_00010094-RA	AT5G25310.1
OG0009773	Av_00014992-RA, Av_00015002-RA, Av_00012388-RA, Av_00009280-RA	AT5G64620.1
OG0009775	Av_00021454-RA	AT3G23255.2, AT3G23255.1
OG0009776	Av_00024968-RA	AT1G05370.1, AT3G22410.1
OG0009777	Av_00021379-RA	AT4G36400.1, AT4G36400.2
OG0009778	Av_00021214-RA	AT3G04820.1
OG0009779	Av_00005471-RA	AT1G12800.1
OG0009780	Av_00021610-RA	AT1G42440.1
OG0009781	Av_00011610-RA	AT4G03180.1, AT4G03180.2
OG0009783	Av_00010359-RA	AT4G16566.1, AT4G16566.3, AT4G16566.2
OG0009784	Av_00002379-RA, Av_00018843-RA	AT3G23100.1, AT1G61410.1, AT3G23100.2
OG0009786	Av_00009013-RA	AT1G20575.1
OG0009787	Av_00010041-RA	AT1G73060.1
OG0009788	Av_00007744-RA	AT1G67630.1
OG0009789	Av_00004376-RA, Av_00008209-RA	AT2G39340.1
OG0009790	Av_00022274-RA	AT4G09620.1, AT4G09620.3, AT4G09620.2
OG0009791	Av_00002215-RA	AT1G04130.1, AT1G04130.2
OG0009792	Av_00021670-RA	AT1G71220.3, AT1G71220.1, AT1G71220.2
OG0009793	Av_00001382-RA, Av_00024049-RA	AT5G08060.1
OG0009794	Av_00007429-RA, Av_00003745-RA	AT3G29230.1
OG0009795	Av_00015595-RA	AT1G66680.1
OG0009796	Av_00009508-RA, Av_00018893-RA	AT1G08580.1
OG0009797	Av_00020091-RA, Av_00019600-RA	AT1G34130.1
OG0009798	Av_00024883-RA	AT5G08110.1, AT5G08110.2, AT5G08110.3
OG0009799	Av_00013820-RA, Av_00011220-RA	AT5G63570.2, AT5G63570.1, AT3G48730.1
OG0009800	Av_00005229-RA, Av_00002739-RA	AT2G03800.2, AT2G03800.1
OG0009801	Av_00011394-RA	AT5G64180.1, AT5G64180.2
OG0009803	Av_00024301-RA	AT2G02860.1
OG0009804	Av_00015505-RA	AT5G20220.1, AT5G20220.2, AT5G20220.4, AT5G20220.3
OG0009805	Av_00009958-RA	AT5G36300.2, AT5G36300.1, AT3G42560.1
OG0009806	Av_00022116-RA	AT3G19870.1, AT3G19870.2
OG0009807	Av_00009302-RA	AT1G18850.1
OG0009808	Av_00020888-RA	AT1G13990.2, AT1G13990.3, AT1G13990.1
OG0009809	Av_00000264-RA, Av_00007762-RA, Av_00002573-RA	AT1G67970.1
OG0009810	Av_00007773-RA, Av_00000277-RA	AT1G30110.2, AT1G30110.1
OG0009811	Av_00017701-RA, Av_00001712-RA	AT4G22220.1
OG0009812	Av_00024186-RA, Av_00022815-RA	AT1G32160.1
OG0009814	Av_00016804-RA	AT4G02750.1
OG0009816	Av_00015396-RA	AT1G73380.1
OG0009817	Av_00023991-RA, Av_00015542-RA	AT4G17090.1
OG0009818	Av_00024192-RA	AT1G69380.1
OG0009819	Av_00011611-RA	AT5G40950.1
OG0009820	Av_00013848-RA	AT5G66540.1, AT5G66540.2
OG0009821	Av_00013802-RA	AT5G37350.2, AT5G37350.1, AT2G24990.1
OG0009823	Av_00003905-RA, Av_00005754-RA, Av_00012211-RA	AT1G67250.1, AT5G38650.1
OG0009824	Av_00017703-RA	AT5G63040.1, AT5G63040.2
OG0009825	Av_00007665-RA	AT1G68100.1, AT1G68100.2
OG0009826	Av_00024205-RA	AT1G67350.2, AT1G67350.1
OG0009828	Av_00002741-RA, Av_00005227-RA	AT2G04030.2, AT2G04030.1
OG0009829	Av_00007579-RA, Av_00006388-RA	AT2G03510.1
OG0009831	Av_00015500-RA	AT1G27060.1
OG0009832	Av_00006326-RA	AT2G01730.2, AT2G01730.1
OG0009833	Av_00023090-RA, Av_00015495-RA	AT1G70070.1
OG0009834	Av_00007775-RA, Av_00000254-RA, Av_00018445-RA, Av_00002583-RA	AT1G23030.1
OG0009835	Av_00019938-RA	AT5G38630.1
OG0009836	Av_00021362-RA	AT5G47120.1
OG0009837	Av_00005320-RA, Av_00002676-RA	AT1G10580.1
OG0009838	Av_00020557-RA	AT1G16740.1
OG0009839	Av_00016971-RA	AT1G26761.1
OG0009840	Av_00003001-RA	AT4G17510.1
OG0009841	Av_00001776-RA, Av_00013775-RA	AT1G74360.1
OG0009842	Av_00007538-RA, Av_00006432-RA, Av_00005287-RA	AT1G27090.1
OG0009843	Av_00016972-RA, Av_00015517-RA	AT1G26650.1, AT1G69430.1
OG0009844	Av_00006249-RA	AT1G18270.3, AT1G18270.2, AT1G18270.1, AT1G18270.4
OG0009845	Av_00007584-RA	AT1G69210.1, AT1G69210.2
OG0009847	Av_00022671-RA, Av_00016589-RA	AT3G45900.1
OG0009848	Av_00022022-RA	AT1G31970.1
OG0009849	Av_00019145-RA	AT1G48930.1
OG0009851	Av_00007569-RA, Av_00006404-RA	AT1G69390.1
OG0009853	Av_00025034-RA	AT4G00026.1
OG0009854	Av_00006256-RA, Av_00017568-RA	AT1G48440.1, AT3G17780.1
OG0009855	Av_00010243-RA	AT5G23240.1
OG0009856	Av_00017681-RA, Av_00001738-RA	AT3G47850.1
OG0009859	Av_00015397-RA, Av_00020088-RA	AT1G17810.1, AT1G73190.1
OG0009860	Av_00010114-RA	AT5G23310.1
OG0009861	Av_00006446-RA, Av_00007516-RA, Av_00007515-RA	AT1G59840.3, AT1G59840.1, AT1G59840.2
OG0009863	Av_00002602-RA	AT1G77420.1
OG0009865	Av_00020236-RA, Av_00015782-RA	AT3G27925.2, AT3G27925.1
OG0009866	Av_00016084-RA	AT3G02710.1
OG0009867	Av_00007616-RA, Av_00021133-RA, Av_00011575-RA	AT1G68560.1
OG0009868	Av_00011236-RA, Av_00000522-RA	AT1G74250.1
OG0009869	Av_00024370-RA	AT1G09290.1
OG0009870	Av_00013988-RA	AT4G09010.1, AT4G09010.3, AT4G09010.2
OG0009871	Av_00016081-RA	AT5G17240.1, AT5G17240.2
OG0009872	Av_00021130-RA	AT3G18050.1
OG0009873	Av_00018908-RA	AT5G09860.1, AT5G09860.2
OG0009874	Av_00012832-RA, Av_00010233-RA	AT5G23340.1
OG0009875	Av_00005262-RA, Av_00002707-RA	AT2G03050.1, AT2G03050.2
OG0009876	Av_00016092-RA, Av_00016117-RA	AT1G65700.1, AT1G65700.2
OG0009877	Av_00001008-RA	AT5G39900.1
OG0009878	Av_00006018-RA	AT5G16630.3, AT5G16630.1, AT5G16630.2
OG0009879	Av_00005279-RA, Av_00002697-RA	AT1G69800.3, AT1G69800.2, AT1G69800.1
OG0009880	Av_00005187-RA	AT5G13050.2, AT5G13050.1
OG0009881	Av_00004965-RA, Av_00003930-RA	AT1G66670.1
OG0009882	Av_00023474-RA	AT5G39830.1, AT5G39830.2
OG0009883	Av_00014798-RA, Av_00019935-RA	AT5G16070.1, AT3G02530.1
OG0009885	Av_00024728-RA	AT3G25660.1
OG0009886	Av_00020564-RA	AT4G19160.2, AT4G19160.3, AT4G19160.1, AT4G19160.4
OG0009889	Av_00021913-RA	AT2G25460.2, AT2G25460.1
OG0009893	Av_00015181-RA	ATMG00520.1
OG0009899	Av_00014449-RA, Av_00020974-RA	AT5G06750.1, AT5G06750.3
OG0009902	Av_00020678-RA	AT2G33793.1, AT2G33793.2, AT2G33793.3
OG0009904	Av_00003666-RA	AT1G11380.1
OG0009905	Av_00010734-RA, Av_00017339-RA	AT3G21220.2, AT3G21220.1, AT1G51660.1
OG0009908	Av_00020817-RA	AT5G41380.1, AT1G63820.1
OG0009910	Av_00015579-RA	AT3G52080.1
OG0009911	Av_00024555-RA	AT3G56600.2, AT3G56600.1, AT3G56600.3, AT2G40850.1
OG0009912	Av_00002607-RA	AT4G39670.1
OG0009913	Av_00009529-RA, Av_00013079-RA	AT1G78410.2, AT1G78410.1, AT1G17147.1
OG0009955	Av_00023552-RA	AT2G28900.1
OG0009956	Av_00012629-RA, Av_00010294-RA, Av_00018013-RA	AT2G36000.2, AT2G36000.1
OG0009958	Av_00018040-RA	AT1G48300.1
OG0009960	Av_00019562-RA, Av_00020686-RA	AT2G07671.1, ATMG01080.1
OG0009962	Av_00013558-RA	AT1G05620.2, AT1G05620.1
OG0009963	Av_00023741-RA	AT5G56580.1
OG0009964	Av_00000631-RA	AT3G06170.1
OG0009965	Av_00021778-RA	AT3G06050.1, AT3G06050.2
OG0009966	Av_00001862-RA	AT5G64670.1
OG0009968	Av_00018781-RA	AT2G33255.1
OG0009970	Av_00020583-RA, Av_00006731-RA	AT2G41010.1, AT3G56880.1
OG0009971	Av_00017824-RA, Av_00000716-RA	AT1G10830.2, AT1G10830.3, AT1G10830.1
OG0009972	Av_00012550-RA	AT5G02740.1, AT5G02740.2
OG0009973	Av_00018022-RA	AT3G52570.1
OG0009974	Av_00019549-RA, Av_00018677-RA	AT2G40360.1, AT2G40360.2
OG0009975	Av_00000634-RA	AT3G21580.1
OG0009977	Av_00016252-RA, Av_00016762-RA	AT3G04790.1
OG0009978	Av_00013227-RA	AT5G19180.2, AT5G19180.1
OG0009979	Av_00015577-RA	AT1G07985.1
OG0009980	Av_00017247-RA, Av_00017498-RA	AT4G15770.1
OG0009981	Av_00005141-RA	AT1G04420.1
OG0009982	Av_00012170-RA	AT5G57950.1, AT5G57950.2
OG0009983	Av_00000474-RA, Av_00021572-RA	AT2G17950.1
OG0009984	Av_00016156-RA, Av_00006703-RA	AT1G08780.1
OG0009985	Av_00013551-RA	AT3G17590.2, AT3G17590.3, AT3G17590.1
OG0009987	Av_00021063-RA, Av_00021062-RA, Av_00008509-RA	AT3G44050.1
OG0009988	Av_00015806-RA, Av_00021706-RA	AT2G43140.2, AT2G43140.1, AT1G05805.1
OG0009990	Av_00001567-RA, Av_00002032-RA	AT2G44160.1, AT3G59970.3
OG0009992	Av_00024225-RA	AT1G63900.1, AT1G63900.2
OG0009994	Av_00024605-RA	AT2G39740.3, AT2G39740.2, AT2G39740.1
OG0009995	Av_00013466-RA	AT2G39180.1, AT3G09780.1
OG0009996	Av_00022850-RA	AT4G20740.1
OG0009998	Av_00021910-RA, Av_00022129-RA	AT3G10310.1, AT3G10310.2
OG0010000	Av_00023138-RA	AT3G57790.1, AT3G57790.2
OG0010001	Av_00003984-RA	AT1G63270.1
OG0010002	Av_00012061-RA	AT4G25315.1, AT4G25315.3, AT4G25315.2
OG0010003	Av_00003423-RA	AT3G63290.2, AT3G63290.1
OG0010004	Av_00017749-RA	AT5G05920.1
OG0010005	Av_00018362-RA	AT3G12260.1
OG0010006	Av_00006960-RA, Av_00011808-RA	AT1G31800.1
OG0010007	Av_00021089-RA	AT3G47120.2, AT3G47120.1, AT5G58790.2
OG0010009	Av_00016071-RA	AT3G05345.1
OG0010010	Av_00005333-RA	AT3G23940.1, AT3G23940.2
OG0010011	Av_00016756-RA	AT2G14045.3, AT2G14045.1, AT2G14045.4, AT2G14045.2
OG0010012	Av_00021915-RA	AT2G47940.2, AT2G47940.1
OG0010013	Av_00016270-RA	AT5G27395.2, AT5G27395.1
OG0010014	Av_00023707-RA, Av_00020729-RA	AT1G06950.1
OG0010016	Av_00013251-RA	AT5G18670.1
OG0010018	Av_00010153-RA, Av_00014264-RA	AT2G27020.1
OG0010019	Av_00024125-RA	AT4G02990.1, AT4G02990.2
OG0010020	Av_00000671-RA	AT3G58530.1
OG0010021	Av_00011239-RA	AT2G28480.1
OG0010025	Av_00003425-RA	AT3G63370.2, AT3G63370.1
OG0010026	Av_00018012-RA	AT5G48660.1, AT3G07190.1
OG0010027	Av_00010113-RA, Av_00014298-RA	AT4G24370.1
OG0010028	Av_00021287-RA	AT4G13000.1, AT3G25250.1
OG0010029	Av_00016781-RA	AT3G05250.3, AT3G05250.2, AT3G05250.1
