Orthogroup	A_vesiculosa.proteins	D_spatulata.proteins
OG0007722	Av_00005151-RA	Ds_00013873-RA
OG0007723	Av_00015063-RA	Ds_00017584-RA
OG0007724	Av_00008289-RA	Ds_00017471-RA
OG0007725	Av_00003857-RA	Ds_00006605-RA
OG0007727	Av_00020009-RA, Av_00010754-RA	Ds_00008318-RA
OG0007728	Av_00003951-RA, Av_00014388-RA	Ds_00006074-RA
OG0007730	Av_00007509-RA	Ds_00011486-RA
OG0007731	Av_00003827-RA, Av_00005044-RA	Ds_00006826-RA
OG0007732	Av_00000440-RA	Ds_00006757-RA
OG0007734	Av_00011988-RA, Av_00015626-RA	Ds_00005816-RA
OG0007735	Av_00022753-RA	Ds_00011892-RA
OG0007737	Av_00004319-RA	Ds_00000119-RA
OG0007738	Av_00006421-RA	Ds_00010579-RA
OG0007739	Av_00022318-RA, Av_00015042-RA, Av_00009955-RA	Ds_00008638-RA
OG0007741	Av_00001469-RA, Av_00022954-RA	Ds_00001011-RA
OG0007742	Av_00000731-RA	Ds_00017712-RA
OG0007743	Av_00006533-RA, Av_00016553-RA	Ds_00014756-RA
OG0007744	Av_00022317-RA, Av_00009954-RA	Ds_00008640-RA
OG0007745	Av_00022101-RA	Ds_00006309-RA
OG0007746	Av_00010008-RA	Ds_00002504-RA
OG0007747	Av_00017932-RA, Av_00001989-RA, Av_00017933-RA	Ds_00010482-RA
OG0007750	Av_00014747-RA, Av_00000545-RA	Ds_00005003-RA
OG0007752	Av_00000915-RA	Ds_00013506-RA
OG0007754	Av_00013316-RA	Ds_00011607-RA, Ds_00005257-RA
OG0007755	Av_00017031-RA	Ds_00003133-RA
OG0007756	Av_00022225-RA	Ds_00015783-RA
OG0007758	Av_00023883-RA, Av_00019980-RA	Ds_00013196-RA
OG0007759	Av_00017863-RA	Ds_00014720-RA
OG0007761	Av_00020991-RA	Ds_00009066-RA
OG0007762	Av_00006905-RA	Ds_00003656-RA
OG0007763	Av_00013840-RA, Av_00011175-RA	Ds_00017481-RA
OG0007764	Av_00000969-RA, Av_00007195-RA	Ds_00008890-RA, Ds_00011271-RA
OG0007765	Av_00000802-RA	Ds_00001064-RA
OG0007766	Av_00013027-RA	Ds_00005625-RA
OG0007767	Av_00016335-RA	Ds_00006736-RA
OG0007768	Av_00016304-RA	Ds_00001922-RA
OG0007769	Av_00012134-RA	Ds_00012891-RA
OG0007770	Av_00010826-RA	Ds_00010741-RA
OG0007772	Av_00010191-RA	Ds_00012254-RA, Ds_00012253-RA
OG0007773	Av_00020336-RA	Ds_00006138-RA
OG0007774	Av_00013048-RA	Ds_00005581-RA, Ds_00008636-RA
OG0007775	Av_00016147-RA	Ds_00006945-RA
OG0007776	Av_00023755-RA	Ds_00000506-RA
OG0007777	Av_00013815-RA	Ds_00009713-RA
OG0007778	Av_00007754-RA, Av_00000279-RA, Av_00003354-RA, Av_00010825-RA	Ds_00010738-RA
OG0007779	Av_00001948-RA	Ds_00013204-RA
OG0007780	Av_00003772-RA, Av_00007408-RA	Ds_00012849-RA
OG0007781	Av_00012124-RA	Ds_00014791-RA
OG0007782	Av_00005554-RA, Av_00006032-RA	Ds_00013613-RA
OG0007783	Av_00013705-RA	Ds_00010939-RA
OG0007784	Av_00016376-RA	Ds_00011879-RA
OG0007788	Av_00001647-RA, Av_00009431-RA	Ds_00015852-RA
OG0007789	Av_00001515-RA	Ds_00016368-RA
OG0007790	Av_00024437-RA	Ds_00011584-RA
OG0007791	Av_00010481-RA	Ds_00003812-RA, Ds_00013789-RA
OG0007792	Av_00007727-RA	Ds_00009473-RA
OG0007793	Av_00001406-RA	Ds_00004564-RA
OG0007795	Av_00014791-RA, Av_00009202-RA	Ds_00012578-RA, Ds_00012577-RA
OG0007798	Av_00021570-RA, Av_00000476-RA	Ds_00014476-RA
OG0007799	Av_00019746-RA	Ds_00017342-RA, Ds_00014240-RA
OG0007800	Av_00024427-RA, Av_00022520-RA	Ds_00008678-RA, Ds_00001498-RA
OG0007801	Av_00018343-RA, Av_00005128-RA	Ds_00014689-RA
OG0007802	Av_00009609-RA	Ds_00006546-RA, Ds_00010477-RA
OG0007804	Av_00022384-RA	Ds_00007455-RA
OG0007805	Av_00011176-RA	Ds_00013790-RA
OG0007806	Av_00012135-RA	Ds_00015718-RA
OG0007807	Av_00013740-RA, Av_00001816-RA	Ds_00004916-RA
OG0007809	Av_00009262-RA	Ds_00003854-RA
OG0007810	Av_00014937-RA	Ds_00002756-RA
OG0007811	Av_00006308-RA	Ds_00013851-RA
OG0007812	Av_00001269-RA	Ds_00003962-RA
OG0007813	Av_00004694-RA	Ds_00002668-RA
OG0007814	Av_00002988-RA, Av_00005424-RA	Ds_00002784-RA
OG0007815	Av_00010034-RA	Ds_00000622-RA, Ds_00002477-RA
OG0007816	Av_00022474-RA	Ds_00010872-RA
OG0007817	Av_00013252-RA	Ds_00013460-RA
OG0007819	Av_00021754-RA	Ds_00002761-RA, Ds_00011124-RA
OG0007820	Av_00009747-RA, Av_00022635-RA	Ds_00007447-RA
OG0007821	Av_00021862-RA	Ds_00002992-RA, Ds_00002991-RA
OG0007821	Av_00021861-RA	Ds_00002986-RA
OG0007822	Av_00002207-RA	Ds_00004689-RA
OG0007823	Av_00021673-RA	Ds_00001938-RA, Ds_00001939-RA
OG0007824	Av_00006574-RA, Av_00016522-RA	Ds_00017321-RA
OG0007825	Av_00008893-RA, Av_00019286-RA	Ds_00000212-RA
OG0007826	Av_00001306-RA	Ds_00006315-RA, Ds_00003873-RA
OG0007827	Av_00004948-RA, Av_00003959-RA	Ds_00011086-RA
OG0007828	Av_00001991-RA, Av_00017937-RA	Ds_00010489-RA
OG0007829	Av_00000623-RA	Ds_00003142-RA
OG0007830	Av_00016105-RA	Ds_00006228-RA
OG0007831	Av_00001422-RA	Ds_00001080-RA
OG0007832	Av_00000929-RA	Ds_00009740-RA
OG0007833	Av_00011502-RA	Ds_00003479-RA
OG0007834	Av_00001496-RA	Ds_00000944-RA
OG0007835	Av_00009136-RA	Ds_00005032-RA
OG0007836	Av_00014693-RA, Av_00008661-RA	Ds_00008936-RA
OG0007838	Av_00015424-RA, Av_00004155-RA	Ds_00002444-RA
OG0007840	Av_00006575-RA	Ds_00016818-RA
OG0007841	Av_00004860-RA	Ds_00011960-RA
OG0007842	Av_00011201-RA, Av_00013817-RA, Av_00009259-RA	Ds_00009715-RA
OG0007843	Av_00007612-RA, Av_00006363-RA	Ds_00005888-RA
OG0007844	Av_00013406-RA	Ds_00005400-RA
OG0007845	Av_00023720-RA	Ds_00006893-RA
OG0007845	Av_00007549-RA	Ds_00010567-RA
OG0007846	Av_00023256-RA	Ds_00010469-RA
OG0007847	Av_00012400-RA	Ds_00011399-RA
OG0007848	Av_00003299-RA	Ds_00008407-RA
OG0007849	Av_00016128-RA, Av_00016079-RA	Ds_00006986-RA
OG0007850	Av_00016715-RA	Ds_00008428-RA
OG0007851	Av_00001763-RA	Ds_00005352-RA
OG0007852	Av_00008928-RA, Av_00006272-RA	Ds_00000158-RA
OG0007853	Av_00016710-RA	Ds_00008593-RA
OG0007854	Av_00006366-RA, Av_00007606-RA	Ds_00006487-RA
OG0007855	Av_00003911-RA	Ds_00006725-RA, Ds_00016149-RA
OG0007856	Av_00016187-RA	Ds_00003664-RA
OG0007856	Av_00006677-RA, Av_00016188-RA	Ds_00003880-RA
OG0007857	Av_00015030-RA	Ds_00007085-RA
OG0007858	Av_00003600-RA	Ds_00003355-RA
OG0007859	Av_00015462-RA, Av_00020068-RA	Ds_00005940-RA
OG0007862	Av_00005546-RA	Ds_00007706-RA
OG0007863	Av_00007639-RA	Ds_00005906-RA
OG0007864	Av_00016610-RA	Ds_00015829-RA, Ds_00004310-RA
OG0007865	Av_00006400-RA, Av_00007575-RA	Ds_00008454-RA
OG0007866	Av_00000243-RA, Av_00002601-RA, Av_00018428-RA	Ds_00008571-RA
OG0007867	Av_00022021-RA	Ds_00013089-RA
OG0007868	Av_00018442-RA	Ds_00008544-RA
OG0007869	Av_00006737-RA	Ds_00012635-RA
OG0007871	Av_00015041-RA	Ds_00008652-RA
OG0007872	Av_00000890-RA	Ds_00014760-RA
OG0007873	Av_00009840-RA, Av_00011048-RA	Ds_00007938-RA
OG0007875	Av_00002720-RA, Av_00005253-RA, Av_00006406-RA, Av_00007565-RA	Ds_00010539-RA
OG0007877	Av_00007614-RA	Ds_00005872-RA
OG0007878	Av_00004026-RA	Ds_00000662-RA
OG0007879	Av_00003317-RA	Ds_00006513-RA
OG0007880	Av_00019085-RA	Ds_00010613-RA
OG0007881	Av_00020092-RA	Ds_00000414-RA
OG0007882	Av_00008997-RA	Ds_00015008-RA, Ds_00015009-RA
OG0007882	Av_00021945-RA	Ds_00016132-RA
OG0007883	Av_00001773-RA	Ds_00017130-RA
OG0007884	Av_00023080-RA, Av_00017530-RA	Ds_00008105-RA
OG0007885	Av_00008228-RA	Ds_00010470-RA
OG0007886	Av_00021988-RA	Ds_00005140-RA
OG0007887	Av_00019343-RA, Av_00024615-RA	Ds_00008939-RA, Ds_00008937-RA, Ds_00017462-RA
OG0007888	Av_00016613-RA	Ds_00010571-RA
OG0007889	Av_00001790-RA, Av_00013764-RA	Ds_00017883-RA
OG0007890	Av_00015023-RA	Ds_00017175-RA
OG0007891	Av_00019996-RA	Ds_00002290-RA
OG0007892	Av_00004691-RA	Ds_00002672-RA
OG0007894	Av_00017077-RA, Av_00020718-RA	Ds_00013114-RA
OG0007895	Av_00015039-RA, Av_00009236-RA	Ds_00005561-RA
OG0007897	Av_00022724-RA	Ds_00002905-RA
OG0007898	Av_00013113-RA, Av_00008546-RA	Ds_00016317-RA
OG0007899	Av_00022409-RA	Ds_00016664-RA
OG0007900	Av_00011271-RA, Av_00013865-RA	Ds_00016242-RA
OG0007902	Av_00006882-RA	Ds_00007751-RA
OG0007903	Av_00002568-RA, Av_00018459-RA	Ds_00012704-RA
OG0007904	Av_00009111-RA	Ds_00006732-RA
OG0007907	Av_00023657-RA	Ds_00004194-RA
OG0007908	Av_00012858-RA	Ds_00005659-RA, Ds_00005661-RA
OG0007910	Av_00005254-RA	Ds_00010540-RA
OG0007911	Av_00024868-RA	Ds_00011742-RA
OG0007912	Av_00010665-RA	Ds_00013607-RA
OG0007913	Av_00004966-RA	Ds_00016740-RA
OG0007914	Av_00011255-RA	Ds_00005349-RA
OG0007915	Av_00015883-RA	Ds_00003787-RA, Ds_00013805-RA
OG0007917	Av_00012917-RA	Ds_00012031-RA
OG0007918	Av_00022597-RA	Ds_00009239-RA
OG0007919	Av_00016995-RA	Ds_00012383-RA
OG0007920	Av_00018468-RA	Ds_00007737-RA
OG0007921	Av_00021198-RA, Av_00024520-RA	Ds_00008152-RA
OG0007922	Av_00008305-RA	Ds_00003338-RA
OG0007923	Av_00015978-RA	Ds_00000072-RA
OG0007924	Av_00008922-RA, Av_00019275-RA	Ds_00016854-RA
OG0007925	Av_00002578-RA	Ds_00013231-RA
OG0007926	Av_00021000-RA	Ds_00016537-RA
OG0007927	Av_00003083-RA, Av_00015752-RA	Ds_00001742-RA
OG0007929	Av_00009094-RA	Ds_00016681-RA
OG0007932	Av_00014781-RA, Av_00009186-RA	Ds_00007299-RA
OG0007935	Av_00018870-RA, Av_00009484-RA, Av_00009946-RA, Av_00009217-RA, Av_00020000-RA, Av_00009945-RA	Ds_00004532-RA
OG0007937	Av_00010640-RA	Ds_00011154-RA, Ds_00011157-RA, Ds_00017849-RA
OG0007937	Av_00018913-RA	Ds_00000462-RA
OG0007937	Av_00010641-RA, Av_00014182-RA	Ds_00016466-RA
OG0007939	Av_00008015-RA, Av_00006786-RA	Ds_00016067-RA, Ds_00013071-RA, Ds_00016062-RA, Ds_00000780-RA, Ds_00016063-RA, Ds_00000779-RA
OG0007941	Av_00016932-RA, Av_00004739-RA	Ds_00004105-RA
OG0007977	Av_00018487-RA	Ds_00012759-RA
OG0007978	Av_00016311-RA	Ds_00016558-RA
OG0007980	Av_00014483-RA, Av_00012679-RA	Ds_00009583-RA
OG0007981	Av_00006961-RA	Ds_00004048-RA
OG0007982	Av_00002935-RA	Ds_00016240-RA, Ds_00015546-RA
OG0007983	Av_00000715-RA, Av_00003500-RA, Av_00017825-RA	Ds_00005737-RA
OG0007984	Av_00018919-RA	Ds_00000424-RA
OG0007987	Av_00021035-RA, Av_00016284-RA, Av_00024362-RA	Ds_00003904-RA
OG0007989	Av_00025072-RA	Ds_00014282-RA
OG0007991	Av_00016617-RA	Ds_00017575-RA
OG0007992	Av_00017775-RA	Ds_00016057-RA
OG0007994	Av_00005137-RA	Ds_00014677-RA
OG0007995	Av_00024611-RA	Ds_00002669-RA
OG0007996	Av_00016880-RA	Ds_00011805-RA
OG0007997	Av_00008092-RA, Av_00014876-RA	Ds_00004057-RA, Ds_00015518-RA
OG0007998	Av_00013514-RA, Av_00001540-RA	Ds_00005071-RA
OG0007999	Av_00016309-RA	Ds_00014475-RA
OG0008000	Av_00022721-RA	Ds_00012454-RA
OG0008001	Av_00016848-RA	Ds_00015754-RA, Ds_00003472-RA
OG0008002	Av_00017881-RA	Ds_00003116-RA
OG0008002	Av_00013235-RA	Ds_00004634-RA
OG0008003	Av_00008150-RA, Av_00014921-RA	Ds_00005526-RA
OG0008004	Av_00000605-RA	Ds_00003166-RA
OG0008005	Av_00004370-RA, Av_00008205-RA	Ds_00007407-RA
OG0008006	Av_00001440-RA, Av_00017089-RA, Av_00004786-RA	Ds_00016282-RA
OG0008007	Av_00012582-RA	Ds_00008758-RA
OG0008008	Av_00013172-RA, Av_00021730-RA	Ds_00011000-RA
OG0008009	Av_00013641-RA	Ds_00005980-RA
OG0008010	Av_00001827-RA, Av_00013728-RA	Ds_00012835-RA
OG0008011	Av_00001455-RA	Ds_00001032-RA
OG0008012	Av_00016554-RA, Av_00006532-RA	Ds_00013952-RA, Ds_00014757-RA
OG0008014	Av_00005124-RA	Ds_00006397-RA
OG0008015	Av_00003744-RA	Ds_00005604-RA
OG0008016	Av_00020302-RA	Ds_00017710-RA
OG0008018	Av_00014427-RA	Ds_00013746-RA
OG0008019	Av_00022611-RA	Ds_00015682-RA
OG0008020	Av_00002189-RA	Ds_00006544-RA
OG0008021	Av_00006962-RA, Av_00011811-RA	Ds_00004049-RA
OG0008022	Av_00012085-RA	Ds_00007140-RA
OG0008023	Av_00017087-RA	Ds_00014459-RA
OG0008024	Av_00009680-RA, Av_00002287-RA	Ds_00005571-RA
OG0008025	Av_00015132-RA	Ds_00006164-RA
OG0008027	Av_00023786-RA	Ds_00008046-RA
OG0008028	Av_00002030-RA	Ds_00005029-RA
OG0008029	Av_00012095-RA, Av_00024296-RA	Ds_00003064-RA
OG0008030	Av_00015841-RA, Av_00008485-RA, Av_00017358-RA	Ds_00001266-RA, Ds_00010159-RA
OG0008031	Av_00006314-RA	Ds_00007129-RA
OG0008033	Av_00023795-RA	Ds_00003440-RA
OG0008034	Av_00013541-RA	Ds_00005006-RA
OG0008035	Av_00011825-RA, Av_00006573-RA, Av_00016523-RA	Ds_00004071-RA, Ds_00017319-RA
OG0008036	Av_00004085-RA, Av_00016809-RA	Ds_00002321-RA, Ds_00002320-RA
OG0008037	Av_00001113-RA, Av_00023258-RA	Ds_00003337-RA
OG0008038	Av_00002160-RA	Ds_00004998-RA
OG0008040	Av_00014377-RA, Av_00014378-RA	Ds_00005502-RA, Ds_00006056-RA
OG0008041	Av_00023540-RA, Av_00013212-RA, Av_00018791-RA	Ds_00007136-RA
OG0008042	Av_00011630-RA	Ds_00003027-RA
OG0008043	Av_00002842-RA	Ds_00010355-RA
OG0008044	Av_00004166-RA, Av_00015413-RA	Ds_00010215-RA
OG0008045	Av_00024174-RA	Ds_00006266-RA
OG0008046	Av_00015381-RA, Av_00001857-RA	Ds_00003629-RA
OG0008047	Av_00019773-RA	Ds_00014865-RA
OG0008048	Av_00006964-RA, Av_00011813-RA	Ds_00004051-RA, Ds_00013737-RA
OG0008051	Av_00013484-RA, Av_00021176-RA	Ds_00013699-RA
OG0008053	Av_00018671-RA	Ds_00001053-RA
OG0008053	Av_00000830-RA	Ds_00012346-RA
OG0008056	Av_00001307-RA	Ds_00006316-RA
OG0008057	Av_00012559-RA	Ds_00015400-RA
OG0008058	Av_00010016-RA	Ds_00002498-RA
OG0008059	Av_00008156-RA	Ds_00005522-RA
OG0008060	Av_00013671-RA, Av_00006490-RA	Ds_00006060-RA
OG0008061	Av_00013518-RA	Ds_00005060-RA
OG0008062	Av_00023837-RA, Av_00009717-RA	Ds_00004551-RA
OG0008063	Av_00003981-RA	Ds_00007183-RA
OG0008064	Av_00006937-RA, Av_00006935-RA	Ds_00014429-RA
OG0008066	Av_00008363-RA, Av_00000114-RA, Av_00011522-RA	Ds_00011938-RA
OG0008067	Av_00019860-RA	Ds_00008976-RA
OG0008068	Av_00012257-RA, Av_00009856-RA, Av_00011067-RA, Av_00021812-RA	Ds_00009812-RA, Ds_00015749-RA
OG0008069	Av_00012498-RA, Av_00016364-RA	Ds_00009454-RA
OG0008071	Av_00016448-RA	Ds_00009793-RA
OG0008072	Av_00015347-RA, Av_00014971-RA, Av_00004475-RA	Ds_00001239-RA
OG0008074	Av_00000518-RA, Av_00011234-RA	Ds_00005319-RA
OG0008075	Av_00010946-RA	Ds_00003494-RA
OG0008076	Av_00020780-RA	Ds_00016309-RA
OG0008077	Av_00016480-RA	Ds_00014880-RA
OG0008078	Av_00004260-RA	Ds_00012140-RA
OG0008079	Av_00011489-RA, Av_00000085-RA	Ds_00003498-RA
OG0008080	Av_00010400-RA, Av_00014561-RA	Ds_00007733-RA
OG0008082	Av_00000335-RA	Ds_00001954-RA
OG0008083	Av_00014690-RA, Av_00008658-RA	Ds_00003513-RA
OG0008084	Av_00023040-RA	Ds_00016602-RA
OG0008086	Av_00010230-RA	Ds_00002882-RA
OG0008087	Av_00024541-RA	Ds_00000539-RA
OG0008089	Av_00021596-RA	Ds_00009383-RA
OG0008092	Av_00001846-RA, Av_00000370-RA	Ds_00003599-RA
OG0008094	Av_00011626-RA	Ds_00010420-RA
OG0008095	Av_00010928-RA, Av_00003183-RA, Av_00013878-RA	Ds_00001616-RA
OG0008096	Av_00014251-RA	Ds_00013215-RA
OG0008097	Av_00009970-RA, Av_00024536-RA	Ds_00011101-RA
OG0008098	Av_00012258-RA, Av_00016844-RA	Ds_00007899-RA
OG0008099	Av_00020661-RA, Av_00018133-RA	Ds_00000750-RA
OG0008100	Av_00018639-RA	Ds_00000427-RA
OG0008101	Av_00015359-RA	Ds_00011198-RA
OG0008102	Av_00011366-RA, Av_00000934-RA, Av_00011129-RA, Av_00009919-RA	Ds_00016025-RA, Ds_00000085-RA
OG0008103	Av_00023446-RA	Ds_00014022-RA
OG0008105	Av_00020155-RA	Ds_00000278-RA
OG0008108	Av_00010231-RA, Av_00010236-RA	Ds_00017335-RA, Ds_00007599-RA
OG0008109	Av_00004862-RA, Av_00024063-RA	Ds_00007487-RA, Ds_00011640-RA
OG0008110	Av_00015812-RA	Ds_00012146-RA
OG0008111	Av_00003282-RA	Ds_00002885-RA
OG0008114	Av_00012687-RA	Ds_00010984-RA
OG0008115	Av_00006611-RA, Av_00016498-RA	Ds_00003978-RA, Ds_00003979-RA
OG0008117	Av_00007879-RA	Ds_00007222-RA
OG0008119	Av_00000084-RA	Ds_00008838-RA, Ds_00008837-RA
OG0008120	Av_00013395-RA	Ds_00005423-RA
OG0008121	Av_00015368-RA, Av_00001877-RA	Ds_00011213-RA
OG0008122	Av_00009878-RA, Av_00007278-RA	Ds_00000024-RA
OG0008123	Av_00012066-RA	Ds_00007952-RA
OG0008124	Av_00023483-RA	Ds_00000007-RA
OG0008125	Av_00017927-RA	Ds_00009414-RA
OG0008126	Av_00004205-RA, Av_00010203-RA	Ds_00002550-RA
OG0008127	Av_00016450-RA	Ds_00007872-RA
OG0008128	Av_00021615-RA	Ds_00011985-RA
OG0008130	Av_00001964-RA	Ds_00016610-RA
OG0008131	Av_00019463-RA	Ds_00004826-RA
OG0008132	Av_00005858-RA	Ds_00015721-RA
OG0008133	Av_00000992-RA	Ds_00008206-RA
OG0008134	Av_00015256-RA, Av_00010931-RA	Ds_00001615-RA, Ds_00003521-RA
OG0008135	Av_00010504-RA, Av_00009329-RA, Av_00012441-RA, Av_00015921-RA	Ds_00013069-RA
OG0008136	Av_00010033-RA, Av_00004176-RA	Ds_00002479-RA
OG0008137	Av_00023770-RA	Ds_00005470-RA
OG0008139	Av_00001840-RA, Av_00021693-RA	Ds_00012841-RA, Ds_00010960-RA
OG0008140	Av_00009523-RA	Ds_00012781-RA
OG0008141	Av_00016339-RA, Av_00022697-RA	Ds_00016599-RA
OG0008142	Av_00024864-RA	Ds_00012127-RA
OG0008143	Av_00007410-RA	Ds_00017974-RA
OG0008144	Av_00007921-RA, Av_00006857-RA, Av_00023572-RA, Av_00023571-RA	Ds_00002486-RA
OG0008145	Av_00000338-RA	Ds_00001948-RA
OG0008146	Av_00005956-RA, Av_00005615-RA	Ds_00004508-RA
OG0008147	Av_00001148-RA	Ds_00012238-RA
OG0008148	Av_00008941-RA	Ds_00003851-RA
OG0008149	Av_00000204-RA, Av_00015302-RA	Ds_00001783-RA
OG0008150	Av_00005982-RA	Ds_00010257-RA
OG0008151	Av_00001233-RA	Ds_00016757-RA
OG0008152	Av_00007908-RA	Ds_00003802-RA
OG0008154	Av_00015452-RA	Ds_00007748-RA
OG0008155	Av_00024729-RA	Ds_00001233-RA
OG0008156	Av_00008703-RA	Ds_00007453-RA
OG0008157	Av_00008723-RA, Av_00003653-RA	Ds_00015122-RA
OG0008159	Av_00024099-RA	Ds_00011505-RA
OG0008160	Av_00011474-RA, Av_00000071-RA	Ds_00003531-RA
OG0008161	Av_00023764-RA, Av_00023375-RA	Ds_00012315-RA, Ds_00014855-RA
OG0008162	Av_00002439-RA	Ds_00001707-RA
OG0008164	Av_00012757-RA, Av_00019141-RA, Av_00010163-RA, Av_00010162-RA	Ds_00004079-RA
OG0008165	Av_00020314-RA	Ds_00002830-RA
OG0008166	Av_00020670-RA	Ds_00012904-RA, Ds_00011547-RA
OG0008167	Av_00018667-RA	Ds_00004565-RA
OG0008168	Av_00012875-RA	Ds_00015648-RA
OG0008170	Av_00004304-RA, Av_00009459-RA	Ds_00014137-RA
OG0008171	Av_00005932-RA, Av_00005638-RA	Ds_00015883-RA
OG0008173	Av_00014117-RA	Ds_00015885-RA
OG0008174	Av_00019732-RA	Ds_00002946-RA
OG0008175	Av_00014176-RA	Ds_00016727-RA
OG0008178	Av_00004524-RA	Ds_00017035-RA, Ds_00008200-RA
OG0008179	Av_00005582-RA, Av_00006001-RA	Ds_00004423-RA, Ds_00004422-RA, Ds_00011170-RA
OG0008180	Av_00024700-RA	Ds_00014612-RA
OG0008182	Av_00020618-RA, Av_00016695-RA, Av_00009394-RA, Av_00001616-RA	Ds_00009959-RA
OG0008183	Av_00001296-RA	Ds_00006914-RA
OG0008184	Av_00024304-RA, Av_00003259-RA, Av_00013957-RA	Ds_00012512-RA
OG0008185	Av_00013546-RA	Ds_00005022-RA
OG0008186	Av_00018630-RA, Av_00018813-RA	Ds_00011847-RA
OG0008187	Av_00020461-RA, Av_00020495-RA, Av_00000638-RA	Ds_00004630-RA
OG0008188	Av_00019583-RA, Av_00002792-RA	Ds_00007338-RA
OG0008189	Av_00007996-RA, Av_00006805-RA	Ds_00000732-RA
OG0008190	Av_00024466-RA, Av_00016857-RA	Ds_00007920-RA
OG0008191	Av_00019780-RA	Ds_00011469-RA
OG0008195	Av_00007988-RA	Ds_00002422-RA
OG0008195	Av_00018144-RA	Ds_00000721-RA
OG0008196	Av_00015125-RA, Av_00001330-RA	Ds_00017576-RA, Ds_00003919-RA
OG0008197	Av_00018549-RA, Av_00010458-RA	Ds_00001303-RA
OG0008199	Av_00013603-RA, Av_00008275-RA	Ds_00010459-RA
OG0008200	Av_00025070-RA	Ds_00012408-RA
OG0008201	Av_00000052-RA	Ds_00008785-RA
OG0008202	Av_00011021-RA, Av_00009822-RA	Ds_00007976-RA, Ds_00017356-RA
OG0008203	Av_00008630-RA, Av_00014665-RA	Ds_00003574-RA, Ds_00003565-RA
OG0008204	Av_00017411-RA	Ds_00008380-RA
OG0008205	Av_00024488-RA	Ds_00003452-RA
OG0008206	Av_00018139-RA	Ds_00000727-RA
OG0008208	Av_00015284-RA, Av_00023708-RA	Ds_00008304-RA
OG0008209	Av_00011043-RA	Ds_00007947-RA
OG0008210	Av_00009501-RA	Ds_00008645-RA
OG0008211	Av_00018205-RA	Ds_00017350-RA
OG0008212	Av_00005041-RA	Ds_00016425-RA
OG0008213	Av_00017227-RA, Av_00004238-RA	Ds_00000253-RA
OG0008215	Av_00003081-RA, Av_00019731-RA	Ds_00002952-RA
OG0008216	Av_00012935-RA, Av_00002086-RA	Ds_00016409-RA
OG0008219	Av_00019291-RA	Ds_00000224-RA
OG0008221	Av_00023314-RA, Av_00016042-RA	Ds_00002842-RA
OG0008222	Av_00023527-RA	Ds_00004866-RA
OG0008223	Av_00011038-RA, Av_00009834-RA	Ds_00009833-RA
OG0008224	Av_00012911-RA, Av_00002071-RA	Ds_00009973-RA
OG0008226	Av_00013933-RA	Ds_00012491-RA
OG0008227	Av_00005985-RA	Ds_00002577-RA, Ds_00015661-RA
OG0008228	Av_00020488-RA	Ds_00008957-RA
OG0008229	Av_00018230-RA, Av_00001036-RA	Ds_00009822-RA, Ds_00015769-RA, Ds_00003415-RA
OG0008230	Av_00010384-RA	Ds_00009906-RA
OG0008231	Av_00024019-RA	Ds_00005631-RA
OG0008232	Av_00018912-RA, Av_00009526-RA	Ds_00012776-RA
OG0008233	Av_00012816-RA, Av_00019512-RA	Ds_00004212-RA
OG0008234	Av_00009815-RA, Av_00023434-RA	Ds_00017346-RA, Ds_00016438-RA
OG0008235	Av_00022689-RA	Ds_00002221-RA
OG0008236	Av_00004890-RA, Av_00012129-RA, Av_00005868-RA	Ds_00007280-RA, Ds_00012875-RA
OG0008237	Av_00018318-RA, Av_00007260-RA	Ds_00000063-RA
OG0008238	Av_00004567-RA, Av_00004315-RA	Ds_00008872-RA
OG0008241	Av_00022450-RA, Av_00010729-RA	Ds_00000683-RA
OG0008242	Av_00018243-RA	Ds_00009917-RA
OG0008243	Av_00018932-RA	Ds_00000666-RA
OG0008244	Av_00012932-RA	Ds_00016412-RA
OG0008245	Av_00018229-RA	Ds_00015770-RA
OG0008246	Av_00008907-RA	Ds_00000193-RA
OG0008249	Av_00010049-RA	Ds_00000642-RA
OG0008250	Av_00024137-RA, Av_00007145-RA	Ds_00017670-RA, Ds_00013311-RA
OG0008251	Av_00000095-RA	Ds_00009216-RA
OG0008252	Av_00004502-RA	Ds_00008234-RA
OG0008253	Av_00019886-RA	Ds_00000473-RA
OG0008254	Av_00016030-RA, Av_00004232-RA	Ds_00000223-RA
OG0008256	Av_00015877-RA, Av_00020801-RA	Ds_00007373-RA
OG0008257	Av_00015835-RA, Av_00020062-RA	Ds_00000195-RA
OG0008259	Av_00005639-RA	Ds_00015128-RA
OG0008260	Av_00011051-RA, Av_00009843-RA	Ds_00015775-RA
OG0008262	Av_00015838-RA	Ds_00000191-RA
OG0008263	Av_00018338-RA	Ds_00009945-RA
OG0008264	Av_00000007-RA	Ds_00013659-RA, Ds_00013661-RA
OG0008267	Av_00016430-RA	Ds_00001794-RA
OG0008269	Av_00013930-RA, Av_00016927-RA	Ds_00001157-RA
OG0008270	Av_00006675-RA	Ds_00003881-RA
OG0008271	Av_00008232-RA	Ds_00003340-RA
OG0008272	Av_00014128-RA	Ds_00004516-RA
OG0008273	Av_00023105-RA, Av_00002779-RA, Av_00005184-RA	Ds_00004280-RA
OG0008274	Av_00017281-RA	Ds_00017109-RA
